Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,R5FT
360,0,0.0195109,0.0466272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326818,0,0,0.063171,0,0,0.0175909,0,0,0.0570372,0.0340339,0.0885718,0.00834202,0.0249971,0.0409732,0.0527268,0.0424735,0.0479315,0,0.0692645,0.166913,0.0245902,0.0385775,0.0396739,0.0789443,0.040644,0.0150825,0.0166341,0,0.0208798,0.0614579,0.0115467,0,0,0.0151941,0,0,0.04208,0.0414064,0.0345125,0.00369323,0.0273141,0.0411079,0.0243612,0.0725766,0.0886491,0.0572218,0.0330793,0.0632851,0.0427671,0.0429439,0.067385,0.0247407,0.0190716,0.0257431,0,0.0271269,0.0252919,0,0,0,0.0272846
361,0,0.0194059,0.0465741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332294,0,0.051384,0.0623872,0,0,0.0172228,0,0,0.0568874,0.0333576,0.0804545,0.00877439,0.0184454,0.0415623,0.0526241,0.0404368,0.0472053,0,0.0672332,0.173549,0.0295904,0.039135,0.0395375,0.074467,0.0403594,0.0152618,0.0160587,0,0.0214518,0.0624123,0.0117017,0,0,0.0148436,0,0,0.0418535,0.0419237,0.0350791,0.00393581,0.0289243,0.040773,0.0244415,0.0721644,0.0882432,0.057535,0.0329314,0.0629204,0.0424065,0.0427626,0.067334,0.0242791,0.0189983,0.026698,0.00389153,0.0270863,0.0252991,0,0,0,0.0274201
362,0,0.0193422,0.0465458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331819,0,0.0519737,0.0621992,0,0,0.0169221,0,0,0.0569119,0.0328166,0.0797259,0.00907147,0.0181096,0.0421714,0.0521428,0.0401968,0.0474138,0,0.0669127,0.174484,0.029309,0.0388328,0.0392325,0.0681022,0.0405205,0.0149857,0.0162178,0,0.0215393,0.0626069,0.0119119,0,0,0.0148475,0,0,0.0418581,0.0421757,0.0351034,0.00412059,0.0296376,0.0406837,0.02452,0.0719231,0.0880833,0.0577494,0.0328578,0.06278,0.0422932,0.0426677,0.0673435,0.0232141,0.0189326,0.0267029,0.00389931,0.0270654,0.0254742,0,0,0,0.0282825
363,0,0.0192824,0.0465433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336243,0,0.0524485,0.0619701,0,0,0.0165628,0,0,0.0567887,0.0320084,0.0792384,0.00927513,0.017744,0.0426805,0.0517878,0.0398925,0.0475709,0,0.0666232,0.175813,0.0292813,0.0389082,0.0392479,0.0628204,0.0405161,0.014931,0.0159673,0,0.0218084,0.0628026,0.0120911,0,0,0.0148172,0,0,0.0418759,0.042353,0.0350882,0.00435625,0.03047,0.0406064,0.0246289,0.0716359,0.0878495,0.057761,0.0327494,0.0626297,0.0421244,0.0426092,0.0673569,0.0225032,0.0189012,0.0268655,0.00397681,0.0270541,0.0257498,0,0,0,0.0288601
364,0,0.0192438,0.0465613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343596,0,0.052822,0.061815,0,0,0.016283,0,0,0.0567191,0.0309242,0.0790854,0.00955909,0.017451,0.0430737,0.0514425,0.0395276,0.0475817,0,0.0661029,0.177431,0.0292825,0.0390291,0.0395171,0.0587001,0.0404986,0.0149235,0.0158562,0,0.022023,0.0630669,0.012238,0,0,0.0147996,0,0,0.0419066,0.0427616,0.0349596,0.00471805,0.0312192,0.0404824,0.024763,0.0713071,0.0876209,0.0578762,0.0327093,0.0624824,0.0419286,0.0425322,0.0671209,0.0219182,0.0189235,0.0271971,0.00418924,0.0270237,0.0258968,0,0,0,0.0293082
365,0,0.0192543,0.0465671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035197,0,0.0527864,0.061738,0,0,0.0159569,0,0,0.0565886,0.0300443,0.0790974,0.00968587,0.0173083,0.0434333,0.0510427,0.0391271,0.0476687,0,0.0655341,0.179242,0.0293369,0.0394723,0.0399635,0.0554624,0.040531,0.0149843,0.0156397,0,0.02218,0.0634112,0.012371,0,0,0.014714,0,0,0.041875,0.0434056,0.0348112,0.00501002,0.0320025,0.0402941,0.0248878,0.0710231,0.0873831,0.0580034,0.032657,0.0623409,0.0417994,0.0424457,0.0670347,0.0214405,0.0189948,0.0272891,0.00419599,0.0269764,0.0258821,0,0,0,0.0297006
366,0,0.019298,0.0466035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361807,0,0.0534053,0.0616306,0,0,0.0156075,0,0,0.0562606,0.0293101,0.0791138,0.00955142,0.0170768,0.0437537,0.0506221,0.0386993,0.0478669,0,0.0650135,0.181304,0.0295662,0.0401038,0.0405257,0.0531454,0.0405502,0.0152191,0.0150868,0,0.0222387,0.0635938,0.0124405,0,0,0.0145206,0,0,0.0417302,0.0441114,0.0345551,0.00530327,0.0326609,0.0400316,0.0249818,0.0707705,0.0871645,0.058106,0.0321392,0.0622945,0.0417535,0.0424062,0.0670382,0.0209057,0.0191168,0.0271833,0.00412229,0.0269464,0.0258496,0,0,0,0.0301483
367,0,0.0199619,0.0460538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375986,0,0,0.0620221,0,0,0.0140642,0,0,0.0508902,0.0290788,0.0865141,0.00927061,0.0232271,0.0444385,0.0482119,0.0400661,0.0492807,0,0.0663324,0.177469,0.0249372,0.0401167,0.0409601,0.0511123,0.0421652,0,0.020243,0,0.0221669,0.0630076,0.0125021,0,0,0.0148417,0,0,0.0418269,0.0445902,0.0342557,0.00539141,0.0327741,0.0401702,0.0244042,0.0708437,0.0871608,0.058138,0.0313886,0.062334,0.0416857,0.0424164,0.067059,0.0203647,0.0186827,0.0271934,0.00421528,0.0264382,0.0256532,0,0,0,0.0306409
368,0,0.0195371,0.0466632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375298,0,0.0539596,0.0614745,0,0,0.0150756,0,0,0.0560766,0.0283413,0.0791813,0.0103801,0.0170924,0.0443583,0.0496928,0.038233,0.0487826,0,0.0643117,0.185405,0.0311217,0.0417642,0.0422733,0.0512687,0.0409678,0.015243,0.0146247,0,0.0204958,0.0637262,0.012358,0,0,0.0142181,0,0,0.0415414,0.0450439,0.034532,0.00577835,0.0330195,0.0394109,0.0250992,0.0703436,0.0870555,0.0584345,0.0305543,0.0618804,0.0419697,0.0424495,0.0665748,0.0189516,0.0193837,0.0271327,0.00406255,0.0268528,0.0256695,0,0,0,0.0321451
369,0,0.0196146,0.0467243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378429,0,0.0537497,0.0616751,0,0,0.0148211,0,0,0.0560862,0.027681,0.0793364,0.0103033,0.0169568,0.044703,0.049354,0.03806,0.0493089,0,0.0641313,0.18739,0.0323002,0.0428757,0.0433371,0.0517831,0.0410861,0.0152711,0.0143252,0,0.019841,0.0635378,0.0123314,0,0,0.0140825,0,0,0.0415488,0.0455443,0.0344991,0.00516553,0.0331461,0.039185,0.0251822,0.0700067,0.0870605,0.0588281,0.0302041,0.0614402,0.0420302,0.0423907,0.0662209,0.01782,0.0194856,0.027178,0.00401449,0.0266788,0.0255396,0,0,0,0.0332032
370,0,0.0197651,0.0467649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379574,0,0.0538983,0.0610319,0,0,0.0145347,0,0,0.0559934,0.0272704,0.0794134,0.0104403,0.0166788,0.0450179,0.049097,0.0380374,0.0498722,0,0.0640075,0.189482,0.0333572,0.0437818,0.0444726,0.0526986,0.0411427,0.0154118,0.0141667,0,0.0200731,0.06415,0.0123167,0,0,0.0139839,0,0,0.0415834,0.0453019,0.0340463,0.0059875,0.0331971,0.0388002,0.0252932,0.0700285,0.0870441,0.0588138,0.0294949,0.061368,0.0419586,0.0423608,0.0662625,0.0177314,0.0196146,0.0272652,0.00394568,0.0264334,0.025355,0,0,0,0.0330679
371,0,0.0198542,0.046784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380836,0,0.0537627,0.0609281,0,0,0.014232,0,0,0.0559062,0.026833,0.0794136,0.0104191,0.0165427,0.0453673,0.0488311,0.0380246,0.0505033,0,0.0639417,0.191581,0.0344402,0.0447902,0.0456833,0.0542818,0.0412368,0.0152901,0.0142163,0,0.0201485,0.0643059,0.0123442,0,0,0.0138844,0,0,0.0416416,0.0455517,0.0337582,0.00612422,0.0332771,0.038643,0.0254079,0.0699591,0.0870914,0.0590027,0.0287059,0.061281,0.0418619,0.0422277,0.0662277,0.0173975,0.0196867,0.027313,0.00389901,0.026272,0.0252048,0,0,0,0.0334197
372,0,0.0199683,0.046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383064,0,0.0532905,0.060793,0,0,0.0140199,0,0,0.0558672,0.0267566,0.0792203,0.0103592,0.016478,0.0456982,0.0485262,0.0379931,0.0512442,0,0.0639382,0.193669,0.0356864,0.0460045,0.0468559,0.0559675,0.0413688,0.015003,0.0147349,0,0.0202624,0.064888,0.0122884,0,0,0.0137709,0,0,0.0415111,0.0458122,0.0335068,0.00621909,0.0333803,0.0384847,0.0254947,0.0698187,0.0871919,0.0591721,0.0284067,0.0611417,0.0417711,0.0420334,0.066104,0.0172236,0.0197624,0.0273322,0.00394696,0.0264037,0.0250843,0,0,0,0.0335856
373,0,0.0200626,0.0461335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384949,0,0.0526672,0.0602546,0,0,0.013576,0,0,0.0505084,0.0269925,0.0786717,0.0100218,0.016431,0.0459492,0.0473871,0.0379331,0.0518832,0,0.0639507,0.195737,0.0371531,0.047427,0.0482687,0.0571357,0.0411603,0.0169049,0,0,0.0197139,0.0658658,0.0125115,0,0,0.0137904,0,0,0.0412943,0.0461514,0.0332401,0.00660763,0.0334958,0.0376223,0.0252093,0.0692847,0.0869148,0.0591777,0.0281607,0.0611947,0.0421489,0.0421505,0.0659614,0.0166315,0.0196896,0.0273798,0.00408545,0.026543,0.0250717,0,0,0,0.0340134
374,0,0.0202905,0.045846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385828,0,0.0520515,0.060021,0,0,0.0135092,0,0,0.0503888,0.0270233,0.0781371,0.0098683,0.0164293,0.0462125,0.0473209,0.0380919,0.0527754,0,0.0641388,0.197522,0.0385699,0.0485416,0.0499187,0.0578711,0.0413733,0.0174751,0,0,0.0199117,0.0663995,0.0126575,0,0,0.0136622,0,0,0.0411726,0.0464662,0.032813,0.00680793,0.0335606,0.0375688,0.0248636,0.0691484,0.0869648,0.0593619,0.0280025,0.0610998,0.0419673,0.0421354,0.0656341,0.0164002,0.0196427,0.0274328,0.00416968,0.0264039,0.024868,0,0,0,0.0341541
375,0,0.0205243,0.0461454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382825,0,0.0515706,0.0599442,0,0,0.0137426,0,0,0.0556245,0.02692,0.0776208,0.0100196,0.0164827,0.0461793,0.0482707,0.0384073,0.0537537,0,0.0644526,0.199012,0.0399095,0.0490213,0.0512698,0.0578372,0.041789,0.0153165,0.0142856,0,0.0207253,0.0663698,0.0126271,0,0,0.0133598,0,0,0.0410762,0.0466085,0.0324548,0.00729347,0.0336378,0.0379666,0.0250158,0.0693717,0.0872334,0.059587,0.0279577,0.0609119,0.0414216,0.0418863,0.0654643,0.0166266,0.0199138,0.0275022,0.00417064,0.0262067,0.0245962,0,0,0,0.033972
376,0,0.0208018,0.0462819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379972,0,0.0510477,0.0593856,0,0,0.0134625,0,0,0.0555141,0.0271064,0.0767418,0.0102425,0.016595,0.0459036,0.0483737,0.0388395,0.054643,0,0.0648214,0.200406,0.0412,0.0500038,0.0518065,0.0565587,0.0418425,0.0156659,0.0136572,0,0.0209024,0.0661803,0.0128558,0,0,0.0132578,0,0,0.0410733,0.0464325,0.0321064,0.00850279,0.0337043,0.0374729,0.0250684,0.0693239,0.0871363,0.0595552,0.0277628,0.0610236,0.0413683,0.0419295,0.0655729,0.0165272,0.0200439,0.0276509,0.00420295,0.0262953,0.0244071,0,0,0,0.0341205
377,0,0.0210248,0.0462283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378811,0,0.0503656,0.0592891,0,0,0.0133198,0,0,0.0554021,0.0273241,0.0754988,0.0110349,0.0166464,0.0458269,0.0484756,0.0394346,0.0555387,0,0.0652912,0.201541,0.0423578,0.0509255,0.0523621,0.0545569,0.0418665,0.0157366,0.0135365,0,0.0207384,0.0661783,0.0131513,0,0,0.0131066,0,0,0.0410375,0.0464935,0.0320084,0.00881368,0.0338113,0.0371412,0.0249981,0.0692011,0.0870756,0.0596267,0.0275595,0.0609576,0.0414542,0.0418943,0.0654734,0.0159117,0.0201871,0.0278192,0.00430908,0.0263657,0.0244302,0,0,0,0.0346952
378,0,0.0212003,0.0460334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379494,0,0.0494999,0.059423,0,0,0.0131875,0,0,0.0552505,0.027587,0.0740347,0.0108347,0.0167904,0.0459755,0.0483315,0.0400789,0.0563316,0,0.065913,0.202409,0.0434634,0.0517214,0.0530913,0.0519122,0.0418089,0.0157186,0.0135588,0,0.0204182,0.0664888,0.0132239,0,0,0.0129166,0,0,0.0409418,0.0467504,0.0320726,0.00856578,0.0339396,0.0372073,0.0248443,0.0690569,0.0870283,0.0597721,0.0274684,0.0608208,0.0414723,0.0418424,0.0653167,0.0150875,0.0202848,0.0279727,0.00447354,0.026305,0.0246473,0,0,0,0.0354713
379,0,0.0213736,0.0458527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038303,0,0.0483643,0.0594068,0,0,0.0129942,0,0,0.0550851,0.0279515,0.0724356,0.0105159,0.0169662,0.0460235,0.048218,0.0408572,0.0570426,0,0.0666663,0.203051,0.0445513,0.0524759,0.0537965,0.0487363,0.0417994,0.0158231,0.0133594,0,0.0202886,0.0664226,0.0131454,0,0,0.0126944,0,0,0.0408477,0.0469384,0.0320328,0.00866655,0.0339767,0.0371627,0.0247102,0.0689532,0.0869272,0.0599321,0.0274012,0.0607382,0.0414338,0.0417987,0.065362,0.0145265,0.0203634,0.0281128,0.00464551,0.0263502,0.0245974,0,0,0,0.0360312
380,0,0.0215596,0.0456797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388539,0,0.0473986,0.0593315,0,0,0.0129658,0,0,0.0549876,0.0282786,0.0705186,0.0107152,0.0170619,0.0459512,0.0483472,0.0416587,0.0577145,0,0.0674989,0.203612,0.0456338,0.0532403,0.0544162,0.0450154,0.0418143,0.0159163,0.0131222,0,0.0202804,0.0662328,0.0132005,0,0,0.0124958,0,0,0.0408078,0.0471116,0.0318927,0.0089993,0.0339166,0.0369737,0.0246102,0.0688066,0.0868273,0.0603295,0.0272445,0.0605321,0.041374,0.041667,0.0655056,0.014273,0.0205568,0.0282054,0.00468447,0.0264778,0.0244155,0,0,0,0.0362641
381,0,0.0216531,0.0454888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399232,0,0.0466548,0.0593329,0,0,0.0128825,0,0,0.0548962,0.0285073,0.068692,0.0108842,0.017177,0.0458134,0.048485,0.0424668,0.0583297,0,0.0683119,0.204011,0.0466058,0.0538801,0.0548925,0.0408998,0.0418094,0.0160289,0.0128747,0,0.0203717,0.0660548,0.0133587,0,0,0.0123462,0,0,0.0407745,0.0472752,0.0315549,0.00914509,0.033825,0.0368778,0.0244785,0.068574,0.0867476,0.0607874,0.0271615,0.0604407,0.0412819,0.0415078,0.0655102,0.0141535,0.0208748,0.0281567,0.0046317,0.0265938,0.0243406,0,0,0,0.0364205
382,0,0.0221975,0.0452761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416542,0,0,0.0595639,0,0,0.0124919,0,0,0.0546865,0.0291356,0.0718395,0.00954521,0.0202044,0.0464185,0.0482862,0.0448417,0.0606345,0,0.070639,0.200601,0.0454014,0.0543113,0.0556453,0.0369099,0.0420786,0.0162142,0.0125383,0,0.0214457,0.0657606,0.0133302,0,0,0.0117084,0,0,0.0405131,0.047433,0.030578,0.00937814,0.0336704,0.0366856,0.0237606,0.0685909,0.0866933,0.0606801,0.0274259,0.0606707,0.0410231,0.0415008,0.065618,0.0151243,0.0213692,0.0280147,0.00461211,0.0266532,0.0240593,0,0,0,0.0358181
383,0,0.0217295,0.0450866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426762,0,0.0445286,0.059294,0,0,0.0123725,0,0,0.0546997,0.0289578,0.0656405,0.010432,0.0172599,0.045512,0.0484985,0.0439042,0.0591554,0,0.0698055,0.204611,0.0482644,0.054958,0.0556852,0.0324585,0.0418256,0.0164297,0.0121447,0,0.0206914,0.0660611,0.0136629,0,0,0.0119744,0,0,0.0406393,0.0484,0.0306797,0.00951578,0.0337941,0.0366786,0.0241279,0.0680391,0.0866374,0.0606681,0.0273152,0.0604885,0.0410992,0.0413374,0.065103,0.0141616,0.0212269,0.0281269,0.00459912,0.0267901,0.0244409,0,0,0,0.0367272
