Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,L5HD
417,0,0.0226558,0.046789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473698,0.0277803,0.0633118,0,0,0.013402,0,0,0.0471072,0.0299558,0.0376857,0.0128821,0.0250761,0.0376346,0.0577445,0.0335901,0.0483722,0.0748157,0.0622938,0.0643666,0.0600087,0.061547,0.0619714,0.0131111,0.0380171,0.0206887,0.00966847,0.0443282,0,0.0183414,0.0637694,0.0145341,0,0,0.0159451,0,0,0.025881,0.0410449,0.041575,0.0020528,0.02692,0.0437448,0.026662,0.076479,0.0947215,0.0607763,0.0303466,0.0596505,0.0378977,0.0383005,0.0634147,0.0145957,0.0187755,0,0.0227874,0.0254266,0.0271637,0,0,0,0
418,0,0.0226028,0.0468848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466829,0.028098,0.0632237,0,0,0.0136776,0,0,0.0472128,0.0291994,0.0380173,0.0132051,0.0257304,0.0375131,0.0579983,0.0336546,0.0480715,0.0748354,0.0624331,0.0641453,0.0598129,0.0614897,0.0618575,0.0134773,0.0377221,0.0208153,0.00920616,0.0445914,0,0.01833,0.063889,0.0145608,0,0,0.0160101,0,0,0.0254426,0.0409414,0.041578,0.00220148,0.0270438,0.0437523,0.0265408,0.0765135,0.0946522,0.060692,0.0302506,0.0595703,0.0378278,0.0383058,0.0633174,0.0144287,0.018625,0,0.0227082,0.0254509,0.0273678,0,0,0,0
419,0,0.0225469,0.0469985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466746,0.0280126,0.0634104,0,0,0.0138328,0,0,0.0473405,0.0313447,0.0379613,0.0130975,0.0258825,0.0374136,0.0580202,0.0338661,0.0481672,0.0747686,0.0623091,0.0642231,0.0599173,0.0615895,0.0619786,0.0134396,0.0375069,0.0207635,0.00914269,0.0446774,0,0.0183859,0.0636393,0.014519,0,0,0.0159692,0,0,0.0246405,0.0410596,0.0418345,0.00231016,0.0270359,0.0437415,0.0264764,0.076628,0.094612,0.0605202,0.030803,0.0595472,0.0378196,0.0382589,0.0632798,0.0144284,0.0184466,0,0.0225972,0.0254959,0.027565,0,0,0,0
420,0,0.0225255,0.047082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468293,0.0279171,0.0635551,0,0,0.013937,0,0,0.0473979,0.0328804,0.0378854,0.0128568,0.0259013,0.0374398,0.0581107,0.0340536,0.0482783,0.0747077,0.0622247,0.0643566,0.0600503,0.0617006,0.0621064,0.0132957,0.0373484,0.0207254,0.00905032,0.0445711,0,0.0185041,0.0634666,0.0143086,0,0,0.0157203,0,0,0.0249865,0.0413046,0.0420875,0.00245684,0.0271366,0.043689,0.0264667,0.0767304,0.0946417,0.0605929,0.0312641,0.0594764,0.0378057,0.0382056,0.0632089,0.0145167,0.0184916,0,0.0227347,0.0255328,0.0277257,0,0,0,0
421,0,0.0224656,0.0470898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468601,0.0279511,0.0634875,0,0,0.0140471,0,0,0.04747,0.0328154,0.0377403,0.0128721,0.0261236,0.0373871,0.0582456,0.0340795,0.0481403,0.074645,0.0622808,0.0644047,0.0600568,0.0617525,0.0621508,0.0132416,0.0372118,0.0207373,0.00891304,0.0443121,0,0.018572,0.0634573,0.0140929,0,0,0.0156663,0,0,0.0251656,0.0415595,0.0422982,0.00260146,0.0272704,0.0436822,0.0265339,0.0766927,0.0946493,0.0607261,0.0313839,0.0593715,0.0378183,0.0381794,0.0630928,0.0147086,0.0185947,0,0.0228496,0.0254931,0.0278888,0,0,0,0
422,0,0.0223814,0.0470718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467536,0.0280575,0.063313,0,0,0.0141189,0,0,0.0475348,0.0319772,0.0375653,0.013074,0.0264182,0.0371509,0.0584318,0.0340546,0.0478878,0.0745772,0.0623558,0.0644119,0.0600339,0.0617427,0.0621317,0.0132578,0.0371435,0.0207443,0.0088649,0.0439697,0,0.0185423,0.0635743,0.0139874,0,0,0.0158592,0,0,0.0251614,0.0417765,0.0424692,0.00268681,0.0273283,0.0436617,0.0265658,0.0765774,0.0946354,0.0607943,0.031441,0.059325,0.0378349,0.0381352,0.0629845,0.0149827,0.018561,0,0.0229671,0.0254575,0.0280823,0,0,0,0
423,0,0.0226918,0.0472396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471551,0.0287839,0.0624675,0,0,0.0140582,0,0,0.0474848,0.0325139,0.0380816,0.0125093,0.0276559,0.037616,0.058674,0,0.0484155,0.0755697,0.0636676,0.0633933,0.0588416,0.0607498,0.061204,0.012964,0.0373524,0.0207849,0.0089195,0.0431098,0,0.0186219,0.0648602,0.0139904,0,0,0.0159434,0,0,0.0247147,0.0415156,0.0428833,0.00249454,0.0277421,0.0430288,0.025449,0.0766051,0.0948454,0.0609112,0.0311073,0.0589624,0.0375832,0.0378609,0.0626864,0.0157681,0.018496,0,0.0235773,0.0255316,0.0281871,0,0,0,0
424,0,0.0222027,0.0472733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466912,0.028021,0.0632372,0,0,0.0142799,0,0,0.0475729,0.0317762,0.0374487,0.0132065,0.0266172,0.0368741,0.0586107,0.0340538,0.047693,0.074441,0.0623696,0.0645126,0.0601093,0.0618453,0.0621818,0.0132048,0.0372366,0.0206003,0.00910325,0.0429508,0,0.0184071,0.0636506,0.0137945,0,0,0.0159342,0,0,0.0251184,0.0422807,0.0428031,0.00294718,0.0273213,0.0431825,0.0261465,0.0764533,0.0947253,0.0608572,0.031576,0.0590287,0.0377909,0.0379803,0.0627193,0.0158603,0.0183222,0,0.0231555,0.0255653,0.0283348,0,0,0,0
425,0,0.0220137,0.0473785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468271,0.0279643,0.0631559,0,0,0.0148003,0,0,0.043247,0.0319262,0.0374121,0.013119,0.0266008,0.0367826,0.0565785,0.0341627,0.0476564,0.0743814,0.0623523,0.0646019,0.0601975,0.0619148,0.0622607,0.0131281,0.0373013,0.0206974,0,0.042414,0,0.0183285,0.0636916,0.0133304,0,0,0.0160565,0,0,0.0250326,0.0424654,0.0429371,0.0030698,0.0273132,0.0428874,0.0260802,0.0763744,0.0947603,0.0608556,0.0314853,0.0589506,0.0379136,0.0379741,0.0626541,0.0163414,0.0180082,0,0.0231579,0.0256452,0.0286794,0,0,0,0
426,0,0.0220048,0.0474617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468724,0.0278647,0.0632203,0,0,0.0143595,0,0,0.0476858,0.0319807,0.0373294,0.0132583,0.0266704,0.0366422,0.0591214,0.034188,0.0475978,0.0742698,0.0622441,0.0648082,0.0602859,0.0620275,0.0623734,0.0130638,0.0372479,0.0204062,0.00984077,0.0419066,0,0.0184289,0.0635852,0.0135861,0,0,0.0161203,0,0,0.0246566,0.0427271,0.0432126,0.00319895,0.027435,0.042893,0.0261234,0.0764436,0.0949071,0.0609896,0.0314163,0.0587536,0.0378875,0.0377904,0.0623935,0.0168874,0.0180646,0,0.0234107,0.0256014,0.0284905,0,0,0,0
427,0,0.0219189,0.0475407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469663,0.0278723,0.0632659,0,0,0.0143585,0,0,0.0475909,0.0320189,0.0373517,0.0132282,0.0265276,0.0365934,0.0592874,0.0342611,0.0475962,0.0742202,0.0621979,0.0649837,0.0603535,0.0621233,0.0624263,0.0130111,0.0372556,0.020345,0.00965585,0.0414672,0,0.0184574,0.0635185,0.0134459,0,0,0.0160848,0,0,0.0246604,0.0428758,0.0432733,0.00346673,0.027401,0.0427539,0.0259705,0.07646,0.0949882,0.0610793,0.0313444,0.058615,0.0378599,0.0376582,0.0622143,0.0173192,0.018077,0,0.0235359,0.0256429,0.0286015,0,0,0,0
428,0,0.0218231,0.0476226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470149,0.0278589,0.0633118,0,0,0.0144388,0,0,0.0476945,0.0320582,0.0373386,0.0132404,0.0263904,0.036526,0.0593436,0.034293,0.0475495,0.0741775,0.0621567,0.0649805,0.0604276,0.0621811,0.0624635,0.0129773,0.0373023,0.0202803,0.00940798,0.0410056,0,0.0184175,0.0634498,0.0133166,0,0,0.01601,0,0,0.0245873,0.0429926,0.0435634,0.00372446,0.0274292,0.042595,0.0258128,0.0764912,0.0950376,0.0610762,0.0311754,0.0585516,0.0378493,0.0375329,0.0620813,0.017856,0.0181026,0,0.0236409,0.0256868,0.0286917,0,0,0,0
429,0,0.0221376,0.0477361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474757,0.0284846,0.0625286,0,0,0.0142109,0,0,0.0475984,0.0330033,0.0378969,0.012505,0.0274533,0.037065,0.0595598,0,0.0481305,0.0751978,0.0634164,0.0639804,0.0592878,0.0611702,0.0615432,0.0126273,0.0375505,0.0203447,0.009396,0.0400409,0,0.0183768,0.0646418,0.0134105,0,0,0.0158133,0,0,0.0241788,0.0425699,0.0442438,0.0035416,0.0279331,0.0419938,0.0246954,0.0766574,0.0952848,0.0610887,0.0305467,0.0582124,0.0376006,0.0373453,0.0617942,0.0188869,0.0183683,0,0.0242726,0.0257501,0.0286809,0,0,0,0
430,0,0.0216554,0.0475077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470023,0.0280966,0.061991,0,0,0.0135707,0,0,0.0471095,0.0328992,0.0379965,0.0134545,0.0260118,0,0.058939,0.0347579,0.047601,0.074519,0.0626356,0.0646233,0.0601833,0.0619137,0.0622255,0.0130188,0.0383575,0.0206608,0.00926718,0.0397197,0,0.0175606,0.0639731,0.0132834,0,0,0.0155552,0,0,0.0239375,0.0425645,0.0435302,0.00341462,0.0270621,0.0450103,0.023796,0.0761539,0.0946794,0.0606972,0.0305633,0.0589369,0.0382887,0.0383216,0.0623537,0.0188198,0.0189168,0,0.0250334,0.0240276,0.029478,0,0,0,0
431,0,0.0215517,0.0475179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472535,0.0280171,0.0619702,0,0,0.0135045,0,0,0.047209,0.0329308,0.0379124,0.0133063,0.0257884,0,0.0589197,0.0347195,0.0475765,0.0744272,0.0625421,0.0648122,0.0602829,0.0619797,0.0622906,0.0129174,0.0383977,0.0206541,0.00937317,0.0394232,0,0.017614,0.0639824,0.0131372,0,0,0.0155426,0,0,0.0240842,0.0426494,0.0436584,0.00368788,0.0270461,0.0448972,0.0236549,0.076289,0.094827,0.0606836,0.0304824,0.0588819,0.0381877,0.038365,0.0622302,0.019192,0.0189488,0,0.0251537,0.024045,0.029477,0,0,0,0
432,0,0.0214985,0.0475395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474965,0.0279553,0.061946,0,0,0.0134537,0,0,0.0472925,0.0328356,0.0377436,0.0130996,0.0258761,0,0.0589181,0.0346595,0.0475994,0.0743822,0.0624401,0.0648608,0.0603266,0.0620137,0.0623381,0.0127496,0.0384506,0.0206221,0.00953322,0.0391056,0,0.0177027,0.0639835,0.0129712,0,0,0.0156716,0,0,0.02407,0.0427733,0.0438266,0.0040039,0.0271105,0.0447419,0.0235396,0.0764461,0.094954,0.0607316,0.0303884,0.0588132,0.0381235,0.0381762,0.0621309,0.0196494,0.0189969,0,0.0252001,0.0240723,0.0294461,0,0,0,0
433,0,0.0215029,0.0475746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477029,0.0279001,0.0618865,0,0,0.0133448,0,0,0.0472835,0.032742,0.0376283,0.0129748,0.0258785,0,0.0589219,0.0345668,0.0475534,0.0743302,0.0623473,0.0647967,0.06038,0.062043,0.0623867,0.0125807,0.0384954,0.0205971,0.00969833,0.0387009,0,0.0176925,0.0639975,0.0129213,0,0,0.0157945,0,0,0.0239472,0.0429642,0.0439846,0.00428116,0.0272081,0.0445782,0.0234522,0.07657,0.0950904,0.0607184,0.0302767,0.0587344,0.0380428,0.0379242,0.0620143,0.0201001,0.0190346,0,0.025177,0.0241045,0.0294337,0,0,0,0
434,0,0.0219126,0.0477124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482658,0.0286344,0.0609416,0,0,0.0131666,0,0,0.0471986,0.0336596,0.0382181,0.0123152,0.0268771,0,0.059063,0,0.0481375,0.0753479,0.0635939,0.0637392,0.0592021,0.0610435,0.061453,0.0122545,0.0387426,0.0206525,0.00983745,0.0378995,0,0.0178218,0.0652535,0.0129981,0,0,0.0154801,0,0,0.023435,0.0426234,0.0443019,0.00422266,0.0276872,0.0440322,0.0224762,0.0767051,0.0953979,0.0607795,0.0296358,0.0584066,0.0377728,0.0376144,0.0618157,0.0209307,0.0193818,0,0.0257849,0.0242381,0.029497,0,0,0,0
435,0,0.0218453,0.0477507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048413,0.0286525,0.0608839,0,0,0.0131079,0,0,0.0471409,0.0337886,0.0381481,0.0121691,0.026718,0,0.0591363,0,0.0480704,0.0752643,0.0635041,0.0638476,0.0592188,0.0610899,0.0615007,0.0122037,0.0387811,0.0206703,0.00995823,0.0375753,0,0.0178249,0.0652625,0.013046,0,0,0.0153459,0,0,0.0232403,0.0428287,0.0443442,0.00449156,0.0278024,0.0439186,0.0223992,0.076744,0.0955338,0.0609369,0.0294338,0.0582162,0.0377141,0.0375118,0.0617232,0.0212328,0.0193388,0,0.0257516,0.0242781,0.0296353,0,0,0,0
436,0,0.0213648,0.0476078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478137,0.0280574,0.0615669,0,0,0.0133078,0,0,0.0473117,0.0332703,0.0377818,0.0128574,0.0251715,0,0.0591844,0.0338403,0.0470993,0.0740826,0.0621914,0.0649003,0.0604607,0.06214,0.062469,0.0124499,0.0385689,0.020654,0.00993516,0.0377393,0,0.0177372,0.064197,0.0129401,0,0,0.0154357,0,0,0.0233388,0.0436289,0.0441823,0.00507652,0.0275715,0.044132,0.0233145,0.0766011,0.0954656,0.0611682,0.0296623,0.0582457,0.0378633,0.0375991,0.0616841,0.020961,0.0189991,0,0.025055,0.0241716,0.0296739,0,0,0,0
437,0,0.0213982,0.0475185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479785,0.0280527,0.0614207,0,0,0.0132709,0,0,0.0474819,0.0334964,0.0378596,0.0128331,0.024773,0,0.059393,0.0327582,0.0469872,0.0740258,0.0621692,0.0649796,0.0605309,0.0621522,0.0625023,0.0123932,0.0386533,0.0206656,0.00994556,0.037486,0,0.0178705,0.0643162,0.0129032,0,0,0.0155703,0,0,0.0233609,0.0439134,0.0443244,0.00532427,0.0277088,0.0439899,0.0232798,0.0764947,0.0955453,0.0613506,0.0293405,0.0581178,0.0378271,0.0375189,0.0614835,0.0210831,0.0191037,0,0.0251271,0.0240739,0.0296022,0,0,0,0
438,0,0.0213942,0.0475494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048112,0.028019,0.0613336,0,0,0.013267,0,0,0.0476108,0.0335963,0.0377008,0.012616,0.0247355,0,0.0592358,0.0329761,0.047004,0.0739781,0.0620821,0.0651981,0.0605884,0.0621987,0.0625469,0.0123162,0.0387191,0.0206692,0.0100691,0.0372921,0,0.0180372,0.0643469,0.0127547,0,0,0.0155058,0,0,0.023581,0.0442813,0.0445066,0.00561751,0.0278518,0.0437923,0.0231342,0.0764436,0.0955993,0.0614309,0.0289935,0.0580169,0.0377841,0.0374582,0.061388,0.0211218,0.0191046,0,0.025192,0.024087,0.0295174,0,0,0,0
439,0,0.0213528,0.0475523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482648,0.0279895,0.0612308,0,0,0.0132804,0,0,0.0476497,0.0336747,0.0375619,0.0124377,0.024798,0,0.0589471,0.0333909,0.0470178,0.0739006,0.0620216,0.0652198,0.0606491,0.0622396,0.0625845,0.0122374,0.038801,0.0206747,0.0102201,0.0372948,0,0.018096,0.0643917,0.0127321,0,0,0.0156958,0,0,0.023773,0.0446804,0.0445837,0.00590713,0.0279922,0.0436218,0.023021,0.0764659,0.0955947,0.0615108,0.0286926,0.0579445,0.0377429,0.0374347,0.0613977,0.0210512,0.019092,0,0.0252161,0.0240916,0.0294404,0,0,0,0
440,0,0.0212898,0.0475524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483318,0.0275811,0.0621734,0,0,0.0138044,0,0,0.0481466,0.0334376,0.0370901,0.0127442,0.02506,0.0343718,0.0593175,0.0325899,0.0465212,0.0733391,0.0616376,0.065557,0.0610174,0.0625291,0.0628663,0.0120524,0.0380781,0.0203117,0.0104248,0.0375414,0,0.0186246,0.064027,0.0128995,0,0,0.0157591,0,0,0.0244316,0.0456619,0.0452296,0.00711047,0.0286401,0.0411416,0.0245431,0.0768181,0.0960835,0.0620313,0.0288142,0.0573086,0.0371161,0.0368925,0.0608863,0.0209196,0.0185362,0,0.0240775,0.0255192,0.0286522,0,0,0,0
441,0,0.0213534,0.0474413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483492,0.0275813,0.0620665,0,0,0.0136902,0,0,0.0481525,0.0335422,0.0371754,0.0128079,0.0249465,0.0347332,0.0594124,0.0322454,0.0464761,0.0732887,0.0616577,0.0657161,0.0610779,0.0626025,0.0629338,0.0120508,0.0382189,0.0203595,0.0105199,0.0376691,0,0.0187698,0.0640831,0.013021,0,0,0.015483,0,0,0.024476,0.046011,0.0452723,0.00743696,0.0287521,0.0409886,0.0245288,0.0766172,0.0961181,0.0621827,0.0286373,0.0572006,0.0370484,0.036834,0.0608527,0.0205989,0.0186526,0,0.0241376,0.0254356,0.0283811,0,0,0,0
442,0,0.0213841,0.0474787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483379,0.0275977,0.062045,0,0,0.0135835,0,0,0.0481252,0.033592,0.0371488,0.0127102,0.0248742,0.0349892,0.0593249,0.0324722,0.0465075,0.0732519,0.061591,0.0657609,0.0611851,0.0626921,0.0630219,0.012011,0.0383089,0.0204009,0.0106086,0.0379375,0,0.0188836,0.0641008,0.0128354,0,0,0.0155055,0,0,0.0245863,0.0461865,0.045302,0.00769607,0.028862,0.0407593,0.0243079,0.0765197,0.0961557,0.0623032,0.0284735,0.0570892,0.0369981,0.0367566,0.060803,0.0203282,0.0186884,0,0.0241692,0.0254918,0.0282476,0,0,0,0
443,0,0.021375,0.0476285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483589,0.0276644,0.0620135,0,0,0.013442,0,0,0.0481217,0.0336856,0.0371476,0.0125041,0.0246704,0.0350846,0.0593394,0.0325298,0.0465149,0.0732252,0.0615435,0.0657543,0.0612676,0.062769,0.0630963,0.0119682,0.0383953,0.0204643,0.0106744,0.0383225,0,0.0189813,0.0641531,0.012596,0,0,0.0155581,0,0,0.0244943,0.046201,0.0452983,0.00792724,0.0289952,0.040477,0.0239289,0.0764593,0.0961578,0.0624216,0.0282393,0.0569733,0.0369037,0.0366837,0.0607469,0.0200846,0.0186178,0,0.0241469,0.0256424,0.0281081,0,0,0,0
444,0,0.0208457,0.0490687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488153,0.0278538,0.0609004,0,0,0.0122431,0,0,0.0475956,0.0341249,0.0372673,0.0128688,0.0245004,0,0.0595143,0.0326912,0.0465679,0.0733417,0.0617559,0.065627,0.0612138,0.0627562,0.0630716,0.0118227,0.04,0.0210511,0.0110178,0.0387031,0,0.0184333,0.0645512,0.0132105,0,0,0.0213872,0,0,0.0288617,0.0458087,0.0445626,0.00711163,0.0286286,0.0424526,0.0291674,0.0756966,0.0955145,0.0623164,0.0276939,0.0575178,0.0375361,0.0372855,0.0612667,0.0196211,0.0181613,0.0237828,0.0206992,0.025524,0.0279351,0,0,0,0
445,0,0.0209329,0.0489068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494363,0.0276667,0.0608426,0,0,0.0121339,0,0,0.047541,0.0340894,0.0369406,0.0125915,0.0244999,0,0.0593817,0.0328853,0.0466601,0.0732112,0.0615568,0.0658605,0.0614246,0.0629856,0.0632611,0.0115488,0.040086,0.0210713,0.011133,0.0390445,0,0.0184748,0.064527,0.0135578,0,0,0.0212746,0,0,0.0290832,0.0459161,0.0446387,0.00722592,0.0288279,0.0422199,0.0291778,0.0755832,0.0955228,0.0624711,0.0274741,0.0574442,0.0375098,0.0372542,0.0612532,0.0195502,0.0182885,0.0238595,0.0208211,0.0254491,0.0281172,0,0,0,0
446,0,0.0208824,0.0488609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497906,0.0276443,0.0607439,0,0,0.0120852,0,0,0.0475502,0.0341895,0.0367821,0.0124211,0.0243174,0,0.059132,0.0328373,0.0466445,0.0730994,0.0614505,0.0660419,0.0615269,0.0630303,0.0633637,0.0114137,0.0401502,0.0211322,0.0112489,0.0392531,0,0.0185455,0.0645677,0.013772,0,0,0.0213255,0,0,0.0292374,0.0461493,0.0445951,0.00736781,0.0289638,0.0420366,0.0290527,0.0754303,0.0955282,0.0626214,0.0273965,0.0573416,0.0375017,0.0371675,0.0612637,0.019323,0.0182831,0.0238451,0.0209587,0.0254346,0.0282916,0,0,0,0
447,0,0.0213434,0.0490857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049826,0.0277548,0.0607193,0,0,0.0124932,0,0,0.047849,0.0342526,0.0368445,0.0123224,0.0240663,0,0.059146,0.0326535,0.0466229,0.0731255,0.0614664,0.066043,0.0614794,0.063028,0.0633505,0.0114048,0.0396876,0.0209608,0.0111609,0.0392564,0,0.0188329,0.0645921,0,0,0,0.021091,0,0,0.0292271,0.0464326,0.0447173,0.00732662,0.0293297,0.0420232,0.0278784,0.0754806,0.0957149,0.0628849,0.0273046,0.0570312,0.0372778,0.03694,0.0610127,0.0191518,0.0179715,0.0239919,0.0211743,0.0255145,0.0267502,0,0,0,0
448,0,0.021491,0.0489558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499628,0.0277216,0.0606234,0,0,0.0124118,0,0,0.0478979,0.0342543,0.0367977,0.0122132,0.0241174,0,0.059436,0.0328057,0.0465993,0.0730597,0.0613491,0.0661684,0.0615643,0.0631477,0.0634251,0.0113332,0.0397809,0.0210362,0.0112155,0.0393477,0,0.0189227,0.0646258,0,0,0,0.0210458,0,0,0.029231,0.0466554,0.0448233,0.00750457,0.0294828,0.0419027,0.0279405,0.0753942,0.0957333,0.0630181,0.0268236,0.0569406,0.0372656,0.0369027,0.0609765,0.0189241,0.0179117,0.0241049,0.0211925,0.0254235,0.0265444,0,0,0,0
449,0,0.0222988,0.0485125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499251,0.0273942,0.0608271,0,0,0.0114792,0,0,0.0465735,0.0340207,0.0363781,0.016205,0.024233,0,0.0571008,0.0324311,0.0463131,0.0726231,0.0608356,0.0665687,0.061988,0.0634288,0.0637446,0.011171,0.0415049,0.0222013,0.0107212,0.0396437,0,0.0194751,0.0636736,0,0,0,0.0206167,0,0,0.0291432,0.0473585,0.0457048,0.00607435,0.0302796,0,0.0280134,0.0757662,0.0962765,0.0635147,0.0266783,0.056265,0.0366436,0.0362744,0.0603866,0.0188919,0.0185955,0.0248119,0.0218846,0.0228106,0.0267692,0,0,0,0
450,0,0.0223335,0.048617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503126,0.0276719,0.0603905,0,0,0.0121764,0,0,0.0480827,0.0343869,0.036642,0.0122377,0.0238374,0,0.0599554,0.0329224,0.0465374,0.0729208,0.0611619,0.0663383,0.0617852,0.0632081,0.0635572,0.0111725,0.0399342,0.0210093,0.0115595,0.039766,0,0.0190096,0.064771,0,0,0,0.0209885,0,0,0.0293001,0.0470057,0.0451527,0.0078509,0.0297143,0.0417174,0.0280006,0.0752938,0.0957919,0.0632381,0.0264382,0.0567919,0.0371873,0.036795,0.0608674,0.0186957,0.0178942,0.0243575,0.0212494,0.025278,0.0266358,0,0,0,0
451,0,0.0223193,0.048577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504534,0.0276833,0.0602644,0,0,0.0121715,0,0,0.0480896,0.0345049,0.0365331,0.0122251,0.0237885,0,0.060137,0.0328654,0.0465608,0.0728998,0.0611303,0.0664459,0.0618237,0.0632726,0.0635725,0.0111015,0.0399559,0.0210193,0.0116083,0.039829,0,0.0191092,0.064841,0,0,0,0.0209807,0,0,0.02927,0.0471189,0.0452711,0.00794847,0.0298335,0.0416342,0.0278328,0.0751649,0.0958323,0.0633592,0.0263596,0.0567012,0.0371403,0.0367275,0.0607571,0.0186455,0.0177757,0.0243483,0.0212798,0.0252751,0.026821,0,0,0,0
452,0,0.0216692,0.0485285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050628,0.0275434,0.0600419,0,0,0.0117557,0,0,0.0478413,0.0346522,0.0364235,0.0121307,0.0236395,0,0.0601859,0.0327561,0.0465601,0.072837,0.0610763,0.0665477,0.0618851,0.0632488,0.0636279,0.0110258,0.0404756,0.0212797,0.0117977,0.0399573,0,0.0190136,0.0649747,0.0130979,0,0,0.0213094,0,0,0.0293141,0.047165,0.0450423,0.0081622,0.0298185,0.041389,0.0283571,0.0749374,0.0957238,0.0633538,0.0262187,0.0567623,0.037284,0.0368353,0.0609019,0.0184407,0.0176606,0.0241619,0.0209995,0.0253006,0.0279234,0,0,0,0
453,0,0,0.0478721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502567,0.0277954,0.0602762,0,0,0.012376,0,0,0.0479714,0.0344135,0.0369798,0.0118845,0.0232179,0,0.0602274,0.0330355,0.046944,0.0732169,0.0613303,0.0662363,0.0616007,0.0630054,0.0634112,0.0110834,0.0400273,0.0209761,0.0113808,0.0399799,0,0.0196394,0.064913,0,0,0,0.0205788,0,0,0.0292758,0.0473483,0.0459575,0.00765507,0.0306158,0.0415586,0.0273279,0.0757871,0.0965016,0.0637492,0.0261765,0.055959,0.0364817,0.0361101,0.0602015,0.0187966,0.0180459,0.0248835,0.0217586,0.0247967,0.0260562,0,0,0,0
454,0,0.0217382,0.0482787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050371,0.0277228,0.0597697,0,0,0.0117143,0,0,0.047954,0.0343918,0.0368634,0.0123452,0.0229463,0,0.0604149,0.032651,0.0465528,0.0729043,0.0612855,0.0664127,0.0618187,0.0630866,0.0635314,0.0109585,0.0404925,0.0213154,0.0117861,0.0403308,0,0.019112,0.065172,0.0129523,0,0,0.0215908,0,0,0.0295372,0.0473597,0.0450733,0.00831652,0.0300668,0.0411831,0.0282604,0.0751199,0.0958274,0.0635985,0.0260831,0.056579,0.0370628,0.0368089,0.0608676,0.0181538,0.0173898,0.0241115,0.0208122,0.025095,0.0278745,0,0,0,0
