Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,L5HD
30,0,0.0275247,0.0479228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047759,0.0272501,0.0649359,0,0,0.0110022,0,0,0.0435573,0.032084,0.0364354,0.0104496,0.0224278,0.0348943,0.0459962,0.034146,0.0474217,0.0750185,0.0618917,0.0630645,0.0579324,0.061227,0.0612801,0.0126575,0.041094,0.0224268,0.0107476,0.0226708,0,0.0210907,0.0627687,0.0187057,0,0,0.0145867,0,0,0.0363773,0.037312,0.0492156,0.00520877,0.0184198,0.0461055,0.0321338,0.071542,0.0910105,0.0601896,0.0215315,0.0595304,0.0358666,0.0358278,0.0623646,0.0637906,0.0179729,0.0197829,0.0148639,0.032338,0.0183719,0,0,0,0
31,0,0.02756,0.0478766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483468,0.0272621,0.0651873,0,0,0.0110695,0,0,0.0435512,0.0324742,0.0363902,0.0105226,0.0225092,0.0346765,0.0460149,0.0340687,0.047033,0.0749825,0.0619117,0.0632893,0.057856,0.0611256,0.0611183,0.0125923,0.0411903,0.0224712,0.0106968,0.0223289,0,0.0208317,0.0625794,0.0186253,0,0,0.0145244,0,0,0.0363172,0.0371576,0.0485741,0.0051274,0.0188787,0.0462634,0.0320869,0.0718744,0.0910162,0.0598231,0.0226472,0.0597457,0.0361337,0.0360162,0.0625869,0.0623871,0.0179791,0.0199145,0.0149823,0.0321641,0.0185345,0,0,0,0
32,0,0.0276242,0.0478099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489444,0.0272669,0.0654464,0,0,0.0111416,0,0,0.0435006,0.0330045,0.0363177,0.01059,0.022595,0.0344629,0.0460622,0.0339962,0.0467972,0.0748833,0.0619276,0.0633526,0.0580417,0.0610623,0.0609795,0.0126138,0.0414203,0.0225062,0.0106696,0.0219458,0,0.0204821,0.0624391,0.0186323,0,0,0.0144498,0,0,0.0362045,0.0369511,0.0478429,0.0047959,0.0194427,0.0464114,0.0319067,0.0722227,0.0910812,0.0593898,0.0233686,0.0600066,0.0366206,0.0364593,0.0628313,0.0607335,0.0179694,0.0200315,0.015106,0.0319916,0.0186872,0,0,0,0
33,0,0.0276644,0.0477455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495965,0.0272834,0.0655237,0,0,0.0111823,0,0,0.0433862,0.0333079,0.0362438,0.0107678,0.0226636,0.0342597,0.0460784,0.0339324,0.0465555,0.074869,0.0619576,0.0632306,0.0581184,0.0610679,0.0609451,0.0126881,0.0415564,0.0225355,0.0106705,0.0216851,0,0.0200938,0.0622285,0.0186685,0,0,0.0144501,0,0,0.0361197,0.0367559,0.0470664,0.00462029,0.0200131,0.0465099,0.0317763,0.0725818,0.0911995,0.0589833,0.0235893,0.0602648,0.0371006,0.0369105,0.0630514,0.0587771,0.0179608,0.0201317,0.0152304,0.0317967,0.0188359,0,0,0,0
34,0,0.0277398,0.0477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501687,0.0273049,0.0657148,0,0,0.0111908,0,0,0.0432197,0.0335944,0.0361547,0.0107016,0.0227493,0.034089,0.046075,0.0339056,0.0462389,0.0748239,0.0620047,0.0630353,0.0580465,0.0611388,0.0610199,0.0127986,0.0418488,0.0226105,0.0106507,0.0213949,0,0.0197674,0.0618531,0.0187302,0,0,0.0143598,0,0,0.0360162,0.0365466,0.0460368,0.00424517,0.0206054,0.0465454,0.0315185,0.0728715,0.0912724,0.0586077,0.0238224,0.0605349,0.037573,0.0372548,0.0633815,0.0563052,0.0180364,0.0202613,0.0153006,0.0316119,0.0188988,0,0,0,0
35,0,0.0277567,0.0476994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507901,0.0273041,0.0658604,0,0,0.0112086,0,0,0.0431427,0.0337215,0.0361271,0.0106263,0.0227631,0.0339665,0.0460277,0.0338713,0.0456533,0.074689,0.0620558,0.0630577,0.0579036,0.0612433,0.0611334,0.013027,0.0420924,0.0226564,0.0106439,0.0212721,0,0.0193916,0.0619832,0.0187394,0,0,0.0142455,0,0,0.035892,0.0363461,0.0450341,0.00381656,0.0208911,0.0465256,0.0313494,0.0731101,0.0914213,0.0584046,0.0244919,0.0606992,0.0379192,0.0375082,0.0635581,0.0532039,0.0180745,0.0203815,0.0153736,0.0314284,0.0189569,0,0,0,0
36,0,0.0277806,0.0476008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514571,0.0273191,0.0658369,0,0,0.0111863,0,0,0.0431115,0.0336934,0.0361055,0.0106014,0.0227569,0.0338449,0.0459199,0.0338341,0.0450841,0.0745237,0.0621009,0.0632788,0.0580103,0.0611964,0.0610551,0.013353,0.0423024,0.0227083,0.010683,0.0213717,0,0.0190836,0.0619917,0.0187719,0,0,0.0142606,0,0,0.0358438,0.0362076,0.0440586,0.00349572,0.0211793,0.0465394,0.0312833,0.073238,0.0915291,0.0582705,0.0250489,0.0607163,0.038248,0.0377838,0.0636165,0.0500286,0.0180935,0.0205147,0.0154481,0.0312208,0.0189772,0,0,0,0
37,0,0.0278205,0.0475164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520501,0.0272966,0.0655757,0,0,0.0111307,0,0,0.0430922,0.0338125,0.0360773,0.0105703,0.0227512,0.0336997,0.0457993,0.033769,0.0447121,0.0743486,0.0621501,0.0633595,0.0581258,0.0611154,0.0609325,0.0136384,0.0424261,0.022759,0.0107415,0.0217463,0,0.0188249,0.062166,0.0188103,0,0,0.014275,0,0,0.0357877,0.0361677,0.0431776,0.0035911,0.021477,0.0464222,0.0312027,0.0732974,0.0915726,0.0581566,0.0254497,0.0604995,0.0384983,0.0380143,0.0636316,0.0470219,0.0179672,0.0205875,0.015483,0.0310517,0.0189395,0,0,0,0
38,0,0.0278845,0.0474415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052626,0.0272517,0.0652982,0,0,0.0111065,0,0,0.0430174,0.0342264,0.036032,0.0103843,0.0226847,0.0336441,0.0457707,0.033718,0.0445518,0.0740836,0.062205,0.0632621,0.0582166,0.0610854,0.0610017,0.0139583,0.0426133,0.0228251,0.0107676,0.0223938,0,0.0186379,0.0625249,0.0188305,0,0,0.014229,0,0,0.035695,0.0361106,0.0423094,0.0030976,0.0216764,0.0462667,0.0309994,0.0732715,0.0915631,0.0580966,0.0261159,0.0603188,0.0387212,0.0381972,0.0636831,0.0437756,0.0177704,0.0206856,0.0155435,0.0308846,0.0189004,0,0,0,0
39,0,0.0279623,0.0473991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531334,0.0272236,0.0650516,0,0,0.0110657,0,0,0.0428363,0.0346815,0.0360089,0.0102349,0.0226558,0.0335713,0.0457581,0.0336413,0.0443016,0.073882,0.0621342,0.0632173,0.0582311,0.0610708,0.0610282,0.0143036,0.0428653,0.0228659,0.0107153,0.0235091,0,0.0184689,0.0628441,0.0188602,0,0,0.0141608,0,0,0.0356315,0.036153,0.0415002,0.00311073,0.0217497,0.0461088,0.0309491,0.0732623,0.0915774,0.0581168,0.0269821,0.0602299,0.0388971,0.0383152,0.0636582,0.040301,0.0178996,0.0207492,0.0156352,0.030744,0.0188201,0,0,0,0
40,0,0.0283079,0.0472251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526902,0.026557,0.0648503,0,0,0.0111701,0,0,0.0430527,0.035368,0.0359002,0.0101171,0.0226898,0.0334756,0.0454998,0.0335409,0.0438382,0.0734929,0.0619863,0.0635146,0.0585279,0.0613015,0.0612987,0.0141469,0.042671,0.0226484,0.0106263,0.0252126,0,0.018789,0.0630562,0.0194989,0,0,0.0138763,0,0,0.0354375,0.036118,0.041149,0.00357421,0.022221,0.0459694,0.0312864,0.0733995,0.0917982,0.0582085,0.0270687,0.0599703,0.0390468,0.0383273,0.0634589,0.0359281,0.0183631,0.0211971,0.0160981,0.030565,0.0183714,0,0,0,0
41,0,0.0280571,0.047427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544248,0.0274651,0.0645617,0,0,0.010863,0,0,0.0427963,0.0359418,0.0359435,0.0097388,0.0224396,0.0335619,0.0456808,0.0335051,0.0441608,0.0736867,0.062041,0.0631901,0.0581886,0.0607582,0.0608062,0.015321,0.0433284,0.0231759,0.0110328,0.0258664,0,0.0181365,0.0632312,0.0187383,0,0,0.0143471,0,0,0.0356184,0.0363043,0.0398101,0.00291764,0.0217385,0.0456668,0.0309042,0.0731748,0.0913628,0.0581646,0.0280766,0.0603049,0.0393321,0.0387255,0.0638756,0.0343785,0.0178632,0.0207777,0.0155933,0.0304486,0.0188149,0,0,0,0
42,0,0.0282367,0.0472659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545856,0.0271547,0.0642944,0,0,0.0109142,0,0,0.0428401,0.0367192,0.0359666,0.00943764,0.0223615,0.0335734,0.0455219,0.0334809,0.0440754,0.0734485,0.0619687,0.0633325,0.0583613,0.0606143,0.0607711,0.0154444,0.0432694,0.0232383,0.0109941,0.0274243,0,0.0180467,0.0637149,0.0189422,0,0,0.0142481,0,0,0.0354956,0.0362812,0.0394238,0.00247104,0.0219086,0.045629,0.0310723,0.073274,0.0913303,0.0582037,0.0284978,0.0602465,0.0394994,0.0388834,0.0638729,0.0313867,0.0180691,0.020987,0.0158073,0.0301999,0.0186834,0,0,0,0
43,0,0.0283161,0.0471974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548684,0.02712,0.0640678,0,0,0.0109682,0,0,0.0427795,0.0370763,0.036007,0.00933205,0.0222686,0.0334397,0.0453747,0.0334247,0.043689,0.0733165,0.0619216,0.0631982,0.0582941,0.0606281,0.0608217,0.0157196,0.0433126,0.0234017,0.0110289,0.0287248,0,0.0179495,0.0641076,0.0189827,0,0,0.0142638,0,0,0.0354555,0.036412,0.0389913,0.00302587,0.0220213,0.0455622,0.0311414,0.0732624,0.0911734,0.0582697,0.0290515,0.060345,0.0396637,0.0391046,0.0639686,0.0291034,0.0181239,0.0210258,0.0158294,0.0300518,0.0185799,0,0,0,0
44,0,0.0283401,0.0471523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548924,0.0271231,0.0637089,0,0,0.0109724,0,0,0.0427125,0.0370188,0.0360839,0.00943373,0.0221967,0.0332508,0.0452408,0.0333444,0.0434086,0.0731732,0.061908,0.0629888,0.0581431,0.0607556,0.0608856,0.0157623,0.0433298,0.0234879,0.0111713,0.0298348,0,0.0178652,0.0644348,0.019013,0,0,0.0142034,0,0,0.0353715,0.0365005,0.0386413,0.00383082,0.0222067,0.0455314,0.0312013,0.0732254,0.0909272,0.0582997,0.0294716,0.0604817,0.0398815,0.0394176,0.0641193,0.0272597,0.018133,0.0210211,0.0159043,0.0298582,0.018504,0,0,0,0
45,0,0.0283387,0.047059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550866,0.0271955,0.0633513,0,0,0.010918,0,0,0.0428013,0.0372433,0.0361951,0.00937067,0.0221781,0.0331189,0.0451359,0.0332636,0.0433801,0.0730796,0.0618859,0.0631569,0.0582462,0.0608262,0.0608589,0.0158821,0.0433197,0.0235563,0.0113796,0.0308436,0,0.0178402,0.0646675,0.0189973,0,0,0.0142184,0,0,0.0352799,0.0365365,0.0384068,0.00402872,0.0225425,0.0454906,0.0311717,0.073083,0.0907223,0.0582798,0.029845,0.0606421,0.0401304,0.0396855,0.0643061,0.0256938,0.0181099,0.021059,0.0159379,0.0295539,0.0185136,0,0,0,0
46,0,0.0283104,0.0469168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553456,0.0272683,0.0631738,0,0,0.0108944,0,0,0.0428364,0.037643,0.0363393,0.00920776,0.0221577,0.0330333,0.0449934,0.033145,0.0432015,0.0729531,0.0618497,0.0632728,0.0583658,0.0606391,0.0608166,0.0160602,0.0433239,0.0235896,0.0114262,0.0316798,0,0.0178685,0.0648057,0.0189117,0,0,0.0142718,0,0,0.0352151,0.0365729,0.0383302,0.00387115,0.0229219,0.0454231,0.0310667,0.0730088,0.0905382,0.0582113,0.0301615,0.0607818,0.0403348,0.0398671,0.0645074,0.024606,0.0181253,0.0211079,0.0159225,0.0292433,0.0185588,0,0,0,0
47,0,0.0282866,0.0467646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554683,0.0273535,0.0630861,0,0,0.0109119,0,0,0.0428009,0.0380938,0.0365324,0.00911503,0.0221125,0.0329132,0.0448699,0.0330065,0.0431331,0.0728091,0.0618337,0.0632287,0.0583782,0.0605336,0.0607844,0.016216,0.0433422,0.0235789,0.0113548,0.0321947,0,0.017957,0.0648281,0.0188073,0,0,0.0143302,0,0,0.0351946,0.0366684,0.0383811,0.00411619,0.0233028,0.0453804,0.0309373,0.0730814,0.090346,0.0581037,0.0303617,0.0608842,0.0404766,0.0400327,0.0647043,0.0239443,0.0181376,0.0211521,0.0159355,0.02923,0.0186458,0,0,0,0
48,0,0.0282633,0.0465377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556169,0.0274249,0.0630251,0,0,0.0110328,0,0,0.042866,0.0384468,0.0367333,0.00907135,0.0220642,0.0327887,0.0448437,0.0328682,0.0427816,0.0727052,0.0618134,0.0630459,0.0583447,0.0604806,0.06076,0.0164055,0.0433058,0.023648,0.0113946,0.032494,0,0.0180766,0.0650225,0.0187097,0,0,0.0143498,0,0,0.0351135,0.0367377,0.0384819,0.00432761,0.0236419,0.0453895,0.030799,0.0731021,0.0900696,0.0579446,0.0307151,0.0609346,0.0405704,0.0401535,0.0647375,0.0235369,0.0181305,0.0211838,0.0159781,0.0296828,0.0188205,0,0,0,0
49,0,0.0281621,0.0463223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558138,0.0275304,0.0629857,0,0,0.0111247,0,0,0.0428809,0.0387024,0.0369378,0.0090694,0.0220322,0.0326156,0.0446076,0.0327579,0.042565,0.0726117,0.0618148,0.0630911,0.0583462,0.060413,0.0606988,0.0165662,0.0431984,0.0236753,0.0114201,0.032533,0,0.0182369,0.0651445,0.0186127,0,0,0.0143573,0,0,0.0349815,0.0367767,0.0386145,0.00453866,0.0238874,0.0453397,0.0306369,0.0731302,0.0898188,0.0577457,0.031263,0.0609925,0.0406522,0.0402235,0.0645274,0.0234329,0.0180753,0.0211951,0.0159739,0.029708,0.0190535,0,0,0,0
50,0,0.0280136,0.0461351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560439,0.0276358,0.0631875,0,0,0.0110978,0,0,0.0429282,0.0391416,0.0371175,0.00911454,0.0219448,0.0324359,0.0443195,0.032682,0.042556,0.0725381,0.0618389,0.0630072,0.0584475,0.0603068,0.060593,0.0166454,0.0430912,0.0234647,0.0115108,0.0323969,0,0.01839,0.0651398,0.0185368,0,0,0.0143769,0,0,0.034839,0.0368398,0.0388274,0.00466775,0.0241929,0.0452337,0.0304336,0.0731791,0.089663,0.0575335,0.031364,0.0610053,0.0407342,0.0402933,0.0644182,0.0235255,0.0179908,0.0211911,0.0159448,0.0293091,0.0193539,0,0,0,0
51,0,0.0278298,0.0460181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563136,0.0277805,0.0637004,0,0,0.0110826,0,0,0.0429257,0.0396369,0.0372921,0.00918329,0.0217955,0.0322561,0.0440257,0.0326441,0.0424185,0.0724235,0.0618797,0.0630242,0.0584962,0.0601341,0.0604002,0.016868,0.0429454,0.0230617,0.0116784,0.0321649,0,0.0185278,0.0651164,0.0183797,0,0,0.0145423,0,0,0.0347217,0.0369474,0.0390886,0.00467393,0.0244556,0.0450837,0.0301349,0.0733123,0.0895862,0.0573052,0.0312134,0.0609716,0.0407381,0.0403989,0.0643551,0.023819,0.0179446,0.0212211,0.0159178,0.0284726,0.0197215,0,0,0,0
52,0,0.0276176,0.0459259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564161,0.0278611,0.0639906,0,0,0.0110923,0,0,0.0429695,0.0401646,0.0374196,0.00929986,0.0215955,0.0319903,0.0437619,0.0326109,0.0421713,0.0722643,0.0618738,0.062963,0.0581193,0.0600573,0.0602352,0.0171121,0.0427375,0.0228971,0.0118256,0.0318121,0,0.0186941,0.0650884,0.0182314,0,0,0.0146974,0,0,0.0346075,0.0370876,0.0393454,0.00462751,0.0246622,0.0449128,0.029747,0.073519,0.089542,0.057063,0.0309456,0.0609208,0.0406003,0.0404053,0.064282,0.0242682,0.0179475,0.0212669,0.0159512,0.0272211,0.0200865,0,0,0,0
53,0,0.027428,0.0457962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565731,0.0279216,0.0640638,0,0,0.0110286,0,0,0.0429793,0.0407395,0.0375325,0.00943887,0.0213708,0.031745,0.043562,0.032568,0.041938,0.0721381,0.0618961,0.0627506,0.0580403,0.0599744,0.0601836,0.0174746,0.0426104,0.0228917,0.01185,0.031371,0,0.0188733,0.0650974,0.018128,0,0,0.0148073,0,0,0.0344902,0.0372366,0.0395916,0.00478211,0.0247565,0.0447941,0.0293159,0.0737659,0.0895288,0.0568403,0.0311583,0.0609027,0.0404945,0.0401551,0.0642052,0.0248665,0.0179032,0.0212772,0.0159646,0.0266728,0.0204669,0,0,0,0
54,0,0.0272317,0.0456515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568923,0.0279748,0.0640995,0,0,0.0109752,0,0,0.0429132,0.0412083,0.0376018,0.00956637,0.0211301,0.0315505,0.0433595,0.0325674,0.041712,0.0720059,0.0619578,0.0626792,0.0579635,0.0598439,0.0600822,0.0178806,0.0425681,0.0229243,0.0118511,0.0308855,0,0.0190437,0.0651498,0.0180711,0,0,0.0148803,0,0,0.0343192,0.0374194,0.0398328,0.00495966,0.0248035,0.0447101,0.0289804,0.0740703,0.089532,0.0565492,0.0313688,0.0609027,0.0404782,0.0400082,0.0641455,0.025507,0.0178686,0.0212727,0.0159354,0.026597,0.0208479,0,0,0,0
55,0,0.0270288,0.0455335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570863,0.0279693,0.0641755,0,0,0.0109892,0,0,0.0428649,0.0416063,0.0376276,0.00970015,0.0209044,0.0313365,0.0431751,0.0325774,0.0414849,0.0719359,0.0619419,0.0625507,0.057769,0.059652,0.0599712,0.0181872,0.042478,0.0229599,0.0117122,0.0303225,0,0.019242,0.0651929,0.0179766,0,0,0.0148924,0,0,0.0340981,0.0376358,0.0400805,0.00506636,0.0249067,0.0446162,0.0286627,0.0744831,0.0895468,0.0562278,0.0312466,0.0608967,0.0405093,0.0399877,0.0640773,0.0260952,0.0177778,0.0212694,0.0159614,0.0261706,0.0212236,0,0,0,0
56,0,0.0268256,0.0455566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057286,0.0279206,0.0642318,0,0,0.0110753,0,0,0.0427937,0.0420598,0.0376367,0.00981514,0.0206658,0.0311543,0.0431079,0.0326105,0.0413338,0.071991,0.0619425,0.0624912,0.0578285,0.05932,0.0598671,0.0185066,0.04243,0.0230303,0.0115395,0.0297882,0,0.0193815,0.0652925,0.0178669,0,0,0.0148682,0,0,0.0338842,0.0378846,0.0403912,0.00517777,0.0249428,0.0445264,0.0283183,0.0747056,0.0896247,0.0560515,0.0316004,0.0609014,0.040512,0.0399589,0.0640025,0.0267505,0.0176849,0.0212158,0.0160147,0.0257236,0.021606,0,0,0,0
57,0,0.0266234,0.0455485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057539,0.0277703,0.0642941,0,0,0.0115084,0,0,0.0425033,0.0425445,0.0376189,0.00993027,0.0203159,0.0309693,0.0433618,0.0326275,0.0412069,0.0718679,0.0619378,0.0623547,0.0578953,0.0589374,0.0596702,0.0188704,0.0423271,0.0234878,0.009821,0.0293086,0,0.0194618,0.0653706,0.0177544,0,0,0.0149491,0,0,0.033717,0.0381753,0.040647,0.00533231,0.0247394,0.0444292,0.0280286,0.0747945,0.089722,0.0559132,0.0325057,0.0609637,0.0405193,0.039931,0.0639272,0.0274622,0.017888,0.0212685,0.0159778,0.0254583,0.0219536,0,0,0,0
58,0,0.0264699,0.0454733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578742,0.0276723,0.0642946,0,0,0.0115839,0,0,0.0423787,0.0429585,0.037656,0.00995191,0.0200934,0.0308145,0.0431694,0.0326688,0.0410096,0.0710526,0.0619834,0.0622912,0.0578002,0.0586655,0.0592173,0.0193556,0.042291,0.0233145,0.0101248,0.0285587,0,0.0196845,0.0655144,0.017679,0,0,0.0150032,0,0,0.0335343,0.0385526,0.0409342,0.0053547,0.0244694,0.0443727,0.0277692,0.0749608,0.0897708,0.0557538,0.0335815,0.0610288,0.0405028,0.0399121,0.0638625,0.0285076,0.0181404,0.0211745,0.0160637,0.0252568,0.022236,0,0,0,0
59,0,0.0263133,0.0454506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580271,0.0278684,0.0643918,0,0,0.0118914,0,0,0.0420725,0.0433776,0.0375877,0.00999961,0.0197541,0.0307456,0.0431581,0.0327018,0.0407578,0.0707561,0.0619825,0.0625583,0.0576505,0.0585191,0.0590465,0.0196781,0.0421868,0.0234869,0.00894866,0.0280336,0,0.0197984,0.0655806,0.0176114,0,0,0.0150125,0,0,0.0334307,0.0388549,0.0411607,0.00538609,0.0242004,0.0442824,0.0275694,0.0751651,0.0898102,0.0556126,0.0344361,0.0610867,0.0405035,0.0399181,0.0638041,0.0292428,0.0182655,0.0211179,0.0160033,0.0251492,0.0224465,0,0,0,0
60,0,0.0260202,0.0454929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550511,0.0277687,0.0632553,0,0,0.0121463,0,0,0.0419713,0.0460543,0.0365958,0.0101789,0.0208414,0.0306971,0.0432519,0.0334402,0.0390642,0.0707549,0,0,0.0575726,0.0589381,0.0596397,0.0175144,0.0419834,0.0234489,0.00848417,0.0271882,0,0.0197623,0.0667633,0.017498,0,0,0.0150604,0,0,0.0334252,0.0378366,0.0411823,0.00630182,0.0243641,0.0442078,0.0274709,0.0750417,0.0896686,0.0553638,0.0343345,0.0611523,0.040651,0.0400575,0.0639207,0.0302877,0.0182747,0.0208965,0.0158871,0.0251192,0.0227341,0,0,0,0
61,0,0.0253876,0.0454814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557287,0.0252841,0.0651403,0,0,0.0122383,0,0,0.042014,0.043991,0.0340175,0.0125015,0.0200235,0.0304661,0.0430527,0.0307269,0.0380238,0.0684088,0.0594347,0,0.0605576,0.0612729,0.0618925,0.0174736,0.0416619,0.0232577,0.00843857,0.0263691,0,0.0198832,0.0636424,0.0173256,0,0,0.0151076,0,0,0.0336686,0.0388499,0.0417718,0.00538609,0.0237885,0.0449085,0.0282531,0.0760638,0.0900256,0.0549759,0.0352609,0.0613737,0.0406842,0.0400068,0.0640064,0.0318184,0.0180148,0.0203478,0.0154365,0.025114,0.0229977,0,0,0,0
62,0,0.0253432,0.045503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559831,0.025218,0.0653469,0,0,0.0123856,0,0,0.0418242,0.0444466,0.0339578,0.012638,0.0199047,0.0305843,0.0429959,0.0307536,0.0379982,0.0686417,0.0596444,0,0.0604779,0.0610906,0.0618162,0.0176936,0.0415395,0.023342,0.00793617,0.0260645,0,0.0198646,0.0635498,0.017355,0,0,0.0151283,0,0,0.0335809,0.0389286,0.0419192,0.00519376,0.0235159,0.045031,0.0282424,0.0763512,0.0903105,0.0548853,0.0355534,0.0615832,0.0407326,0.0399359,0.0639637,0.0324339,0.0180916,0.020251,0.0153212,0.0250903,0.023019,0,0,0,0
63,0,0.0253128,0.0455328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561362,0.0252303,0.0655485,0,0,0.0125581,0,0,0.0417347,0.0450366,0.0339361,0.012819,0.0197691,0.0306551,0.0429733,0.030803,0.0380041,0.0687338,0.0598071,0,0.0603336,0.0608966,0.0616901,0.0178559,0.0414019,0.0233332,0.00764037,0.0255288,0,0.0199336,0.0634729,0.0173457,0,0,0.0150939,0,0,0.0335257,0.0389734,0.0421309,0.00497191,0.0232828,0.045167,0.0282612,0.0765124,0.0905058,0.0547706,0.0358004,0.061747,0.0407649,0.0398576,0.0637528,0.033361,0.0181724,0.0200808,0.0152331,0.0251203,0.0229627,0,0,0,0
64,0,0.0252924,0.0455801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563847,0.0252763,0.06578,0,0,0.0126645,0,0,0.0417445,0.0451957,0.03405,0.012946,0.019605,0.0307005,0.0429157,0.0308383,0.0377732,0.0687255,0.0599189,0,0.0601594,0.0606672,0.0614806,0.0181013,0.0412684,0.0233116,0.00746375,0.0248775,0,0.0199695,0.0632744,0.0173179,0,0,0.015045,0,0,0.0335227,0.0390453,0.0423861,0.00469768,0.0231197,0.0453235,0.0282395,0.0766118,0.0906078,0.0546901,0.0360236,0.0615937,0.0407559,0.0398465,0.0636566,0.034523,0.0181989,0.0198657,0.0151157,0.0251393,0.022894,0,0,0,0
65,0,0.0252744,0.0456188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567073,0.0252919,0.0661021,0,0,0.0127229,0,0,0.0417922,0.0450521,0.0343134,0.0130112,0.0194716,0.0307026,0.0428835,0.0308588,0.0375515,0.0687175,0.0600395,0,0.0599657,0.0603763,0.0611901,0.0183736,0.0411201,0.0233029,0.00735405,0.0241627,0,0.0199234,0.0629778,0.0173145,0,0,0.0149799,0,0,0.0336396,0.0391364,0.0423893,0.00454946,0.0229425,0.0454609,0.0282702,0.076669,0.0907766,0.0545949,0.0361733,0.0614588,0.0406536,0.0397391,0.0635891,0.0357294,0.018186,0.0196197,0.0149867,0.0251545,0.022824,0,0,0,0
66,0,0.0253365,0.0456073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570589,0.0253188,0.0664775,0,0,0.0127615,0,0,0.0418448,0.0447742,0.0346833,0.0132279,0.0193834,0.0306869,0.0428333,0.0309326,0.0374722,0.0687128,0.0601457,0,0.0597495,0.0601115,0.060804,0.0186817,0.04101,0.0232534,0.00730432,0.023419,0,0.0197299,0.0626477,0.0173655,0,0,0.015022,0,0,0.0338664,0.0392595,0.0416485,0.00454272,0.0227101,0.0455758,0.0284192,0.0768088,0.0910773,0.0545114,0.0361977,0.0613409,0.0405041,0.0394672,0.0634271,0.0369593,0.0181791,0.0194058,0.0148928,0.025143,0.0227364,0,0,0,0
67,0,0.0254662,0.0455891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573278,0.0255959,0.0669216,0,0,0.0127785,0,0,0.0418561,0.0447692,0.0350738,0.013549,0.0193253,0.0306671,0.0427613,0.0310201,0.0374961,0.0687107,0.0601801,0,0.0595223,0.0599009,0.0605233,0.0190262,0.0409762,0.0231823,0.00732334,0.0226571,0,0.0194981,0.0623101,0.0174803,0,0,0.0150004,0,0,0.0339977,0.0395275,0.0405354,0.00457184,0.0225279,0.0456091,0.0286948,0.0770634,0.0914563,0.0543801,0.0361898,0.0612649,0.0403782,0.0392194,0.0632861,0.0384949,0.01816,0.0192149,0.0148023,0.0251643,0.0226336,0,0,0,0
