Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76
9,0.0253202,0.0486543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391782,0,0.0266122,0.0627504,0,0,0.00978483,0,0,0.0445525,0.0249714,0.0360169,0.0122303,0.020765,0.0352399,0.0501064,0.0329521,0.0513871,0.0754064,0.0606956,0.0647482,0.0600529,0.0616458,0.0621767,0.0185258,0.0423734,0.021412,0.0117105,0.0237699,0,0.0203645,0.0634594,0.0165373,0,0,0.0143626,0,0,0.0354108,0.0423796,0.0466727,0.00734037,0.0223701,0.0405914,0.0304643,0.069575,0.0929108,0.0648345,0.0169835,0.0608696,0.037454,0.0377106,0.0640544,0.0704912,0.0217893,0.0169935,0.0172493,0.0318616,0.0200471,0,0,0
10,0.0255105,0.0487328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398033,0,0.0266546,0.0628555,0,0,0.00976753,0,0,0.0444295,0.0250374,0.03598,0.0123949,0.0206696,0.0349357,0.0499781,0.0330633,0.0510317,0.0754382,0.0607331,0.064728,0.0600065,0.0615968,0.0621081,0.0178329,0.0424752,0.0215061,0.0116979,0.0235485,0,0.0203623,0.0635292,0.0166655,0,0,0.0143421,0,0,0.0353896,0.0420733,0.0467377,0.00726138,0.0218718,0.0404898,0.0307476,0.0693386,0.0926121,0.0647673,0.0172822,0.0609276,0.0372824,0.0376044,0.0640931,0.0696699,0.0215633,0.0171346,0.0171004,0.0320157,0.0197852,0,0,0
11,0.0257792,0.0487598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404024,0,0.0267137,0.0631751,0,0,0.00978342,0,0,0.0443647,0.0254229,0.0360249,0.0129061,0.0206654,0.0346687,0.0498327,0.0331381,0.0511823,0.0754683,0.0607547,0.0646959,0.0599711,0.0615851,0.0621783,0.0172477,0.0424976,0.0216158,0.0116614,0.0230433,0,0.0203122,0.063372,0.016797,0,0,0.0143494,0,0,0.0353713,0.0415947,0.0464623,0.00705748,0.0213374,0.0404572,0.031033,0.0692281,0.0923554,0.0647635,0.0175457,0.0609144,0.0371174,0.0375436,0.0641711,0.0678723,0.0214067,0.0172421,0.0169189,0.0321632,0.0194598,0,0,0
12,0.0260558,0.0487318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411548,0,0.0267793,0.0633232,0,0,0.00983084,0,0,0.0443192,0.02603,0.0360537,0.0129281,0.020725,0.0345314,0.0496839,0.033139,0.0509628,0.075478,0.0608663,0.0646516,0.0599336,0.0615663,0.06218,0.0164591,0.0424352,0.0217143,0.0116093,0.0224917,0,0.0202232,0.0633039,0.0169114,0,0,0.0143264,0,0,0.0353742,0.0410993,0.0460766,0.00691116,0.0208379,0.0406423,0.0312967,0.0692202,0.0921634,0.0647801,0.0177679,0.0608593,0.0370377,0.0375339,0.0642336,0.0658431,0.0213681,0.0173108,0.0167674,0.0322126,0.0191427,0,0,0
13,0.0260628,0.0485782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420902,0,0.0268881,0.0623794,0,0,0.00979683,0,0,0.0440836,0.0272521,0.0359152,0,0.0212756,0.034998,0.0492342,0.0330036,0.0505412,0.075426,0.0613665,0.0644674,0.0596428,0.0613365,0.0618721,0.0154439,0.042537,0.0218972,0.0117208,0.0219215,0,0.020123,0.0637764,0.0170456,0,0,0.0142548,0,0,0.0354265,0.040855,0.0456436,0.00710476,0.0205058,0.0424546,0.0317707,0.0690185,0.0920089,0.0646859,0.0181347,0.0607929,0.0369966,0.0375043,0.0642028,0.0634662,0.0215512,0.0172179,0.0166922,0.0316137,0.0190489,0,0,0
14,0.026592,0.0487896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426747,0,0.0269859,0.063418,0,0,0.00977948,0,0,0.0443665,0.0271873,0.0360234,0.012451,0.020901,0.0345797,0.0497205,0.0332306,0.0502554,0.0753478,0.0610793,0.064592,0.0597866,0.0615083,0.0619647,0.0150529,0.0422848,0.021794,0.0116244,0.0215621,0,0.0200079,0.0631933,0.0171154,0,0,0.0141573,0,0,0.0353641,0.0403423,0.045263,0.00643329,0.0203914,0.0415084,0.0315517,0.0687085,0.0918555,0.0646732,0.0181001,0.0607472,0.0370166,0.0375476,0.0642012,0.0615405,0.0215454,0.0173985,0.0165621,0.0321231,0.0187405,0,0,0
15,0.0268084,0.0488398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433866,0,0.0271086,0.0634126,0,0,0.00977705,0,0,0.0444431,0.0271875,0.0360295,0.0122361,0.0211024,0.0346988,0.0497971,0.033275,0.0497803,0.0753243,0.0611865,0.0645299,0.0596831,0.0614773,0.0619741,0.0145118,0.0422074,0.0218937,0.0116195,0.0212076,0,0.0198768,0.0633181,0.0172157,0,0,0.0141603,0,0,0.0354201,0.0400289,0.044905,0.00612418,0.0203232,0.0420619,0.031704,0.0686021,0.0917232,0.0645019,0.0183583,0.0606805,0.0370138,0.0375524,0.0641252,0.0593956,0.0215208,0.0174084,0.0164943,0.0320459,0.0186323,0,0,0
16,0.0267557,0.0484972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439695,0,0.0272912,0.0629403,0,0,0.00968954,0,0,0.0442558,0.027362,0.0361609,0.0136058,0.0212707,0.0370908,0.049762,0.0335059,0.0496916,0.0754245,0.0613933,0.0644207,0.0595362,0.0614211,0.0620208,0.0141422,0.0425222,0.0221657,0.0116674,0.0210229,0,0.0196958,0.0633301,0.0170544,0,0,0.0139696,0,0,0.0352636,0.0396232,0.0444852,0.00648219,0.0201826,0.0444904,0.0312294,0.0684683,0.0914661,0.0641718,0.0187755,0.0607582,0.037149,0.0376468,0.0641402,0.0573476,0.0218338,0.0177173,0.0167234,0.0306732,0.019185,0,0,0
17,0.0271772,0.0487845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445062,0,0.0272657,0.063719,0,0,0.00982803,0,0,0.0444321,0.0275018,0.0360992,0.0128182,0.0214144,0.0349571,0.0498436,0.033514,0.0495312,0.0753555,0.0613971,0.0644706,0.0594792,0.0614933,0.0621066,0.0137923,0.0420744,0.0220432,0.0116509,0.0209004,0,0.0196706,0.0627573,0.0173013,0,0,0.0140044,0,0,0.0356857,0.0395624,0.0441771,0.00583061,0.0205588,0.0430436,0.0317348,0.06877,0.0914821,0.0638611,0.0191351,0.0604994,0.0370825,0.0375243,0.0639323,0.0552779,0.0214937,0.0173118,0.0164221,0.0317533,0.0185054,0,0,0
18,0.0273157,0.0487206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451049,0,0.0272867,0.0638359,0,0,0.00982315,0,0,0.0444597,0.027805,0.0360485,0.0128601,0.0215752,0.0350194,0.0497378,0.0336345,0.0490556,0.0753083,0.0614479,0.0642948,0.0592121,0.0615015,0.0621237,0.0134162,0.0420245,0.0221603,0.011653,0.0209299,0,0.0194978,0.0628748,0.0173695,0,0,0.0139069,0,0,0.0357484,0.0393837,0.0437442,0.00581281,0.0207725,0.0435503,0.031718,0.0688959,0.0912972,0.0634592,0.0196031,0.0604127,0.0372003,0.0375475,0.0638864,0.0532568,0.0214383,0.0173149,0.0163737,0.0316021,0.018459,0,0,0
19,0.0274036,0.0486608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457542,0,0.0273096,0.063874,0,0,0.00978442,0,0,0.0444444,0.0280575,0.0359678,0.0128407,0.021672,0.0350844,0.0496238,0.0337406,0.0486156,0.0752287,0.061504,0.0637893,0.0590706,0.0615717,0.0621264,0.0130593,0.0420484,0.0222815,0.0117006,0.0210976,0,0.0192809,0.0629925,0.0174317,0,0,0.0138774,0,0,0.0357469,0.0392082,0.0433289,0.00592599,0.0208568,0.0440568,0.0317588,0.068989,0.0911516,0.0629854,0.019978,0.0603781,0.0373021,0.0376108,0.0638755,0.0514075,0.0216214,0.0173494,0.0163678,0.0314441,0.0184146,0,0,0
20,0.0278118,0.0485035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438102,0,0,0.0637387,0,0,0.00970448,0,0,0.0443162,0.0295618,0.0364741,0.0127116,0.0232916,0.0355701,0.0494401,0.0347737,0.0484632,0.0762616,0.0626792,0.0621894,0.0574475,0.0612893,0.0615144,0.0123744,0.042336,0.0225395,0.0117893,0.0213426,0,0.0190591,0.0633172,0.0175649,0,0,0.0137512,0,0,0.0355227,0.0392077,0.0428737,0.00587409,0.021064,0.0441758,0.0311663,0.0689992,0.091005,0.0625524,0.0201601,0.0604045,0.0374574,0.0377635,0.0639278,0.0497004,0.0218758,0.0176163,0.0165697,0.0311284,0.0183881,0,0,0
21,0.0275914,0.0484204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462973,0,0.0274869,0.0641155,0,0,0.0097358,0,0,0.044223,0.0297095,0.0358494,0.0127429,0.0223206,0.0352341,0.0488859,0.0341352,0.0482123,0.0752439,0.0617626,0.0636114,0.0590085,0.0615289,0.0619109,0.0125161,0.042356,0.0227055,0.0118481,0.0216075,0,0.0187996,0.0622343,0.0176369,0,0,0.0137248,0,0,0.0356852,0.0390552,0.0425233,0.00565211,0.0212831,0.0449208,0.031628,0.0692375,0.090813,0.0621332,0.0205325,0.0606214,0.0377876,0.0380116,0.0640746,0.048486,0.0217631,0.0173548,0.0164778,0.0309563,0.0183049,0,0,0
22,0.0276995,0.0483178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475929,0,0.0273191,0.0644064,0,0,0.00967237,0,0,0.0440319,0.0311846,0.0357427,0.0124942,0.0219471,0.0354176,0.0486379,0.0339796,0.0483146,0.0752969,0.0617245,0.0637354,0.0591721,0.0615798,0.061935,0.0124069,0.0426603,0.0228764,0.011951,0.0218018,0,0.0185376,0.0620023,0.0177806,0,0,0.013532,0,0,0.0356058,0.0391118,0.0422134,0.00441492,0.0216151,0.0454491,0.0315729,0.0695636,0.0907518,0.0618224,0.0209546,0.0609273,0.038222,0.0384183,0.0642288,0.047327,0.0219809,0.0174299,0.0166104,0.0306178,0.0182278,0,0,0
23,0.027831,0.0482341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481029,0,0.0273556,0.0646181,0,0,0.00966905,0,0,0.0438758,0.0309361,0.0357785,0.0124141,0.022044,0.0354135,0.0483508,0.0335186,0.0480454,0.0752347,0.0617033,0.0637367,0.0591924,0.0616987,0.0618498,0.0124098,0.0429909,0.023077,0.0120687,0.0218668,0,0.0183046,0.0620478,0.0179743,0,0,0.0133887,0,0,0.0355588,0.0389965,0.0419233,0.00387575,0.0219795,0.0458159,0.0316536,0.0697293,0.090694,0.0615305,0.0212119,0.061152,0.0386305,0.0388309,0.0644425,0.0462938,0.0221296,0.0175322,0.0166178,0.0303474,0.0180997,0,0,0
24,0.0280083,0.0481669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487567,0,0.0274187,0.064728,0,0,0.00966324,0,0,0.0437453,0.0324446,0.0358415,0.0120559,0.0219877,0.0353903,0.0482235,0.0335082,0.048075,0.0753059,0.0617757,0.063736,0.059087,0.0615659,0.0617234,0.0124368,0.0432275,0.0232421,0.012253,0.0219724,0,0.018097,0.06209,0.0181335,0,0,0.0134064,0,0,0.035475,0.0385389,0.041736,0.0037826,0.0221838,0.0458227,0.0316304,0.0698349,0.0906327,0.0612175,0.021497,0.0612493,0.0389468,0.0390876,0.064635,0.0454065,0.0222106,0.0176143,0.0166999,0.0301533,0.0179897,0,0,0
25,0.0280171,0.0485664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493912,0,0.0273189,0.0654724,0,0,0.00979079,0,0,0.0441277,0.0334529,0.03568,0.0110205,0.0219321,0.03288,0.0488598,0.0333791,0.0478383,0.075236,0.0617272,0.063749,0.059156,0.0614366,0.0617495,0.0124909,0.0426009,0.022816,0.01224,0.0221685,0,0.017921,0.0621343,0.0182442,0,0,0.0135891,0,0,0.0357934,0.0379823,0.0414627,0.00336257,0.0222704,0.0432973,0.0321007,0.0698593,0.0904942,0.0609601,0.0218576,0.0613805,0.0392699,0.0392192,0.0647576,0.0443241,0.0217527,0.0172634,0.016212,0.0315688,0.0175013,0,0,0
26,0.0280812,0.0484718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499803,0,0.0273031,0.0655203,0,0,0.00983616,0,0,0.0440022,0.0336434,0.0356107,0.0109406,0.0219432,0.032834,0.0486922,0.0332863,0.0474059,0.0752006,0.0617755,0.0639121,0.059124,0.0610266,0.0616961,0.0125634,0.0428416,0.0228591,0.0121988,0.0224142,0,0.0178117,0.0621386,0.0183303,0,0,0.0135294,0,0,0.0357631,0.0378044,0.0411924,0.00307063,0.022326,0.0434317,0.0320352,0.0700293,0.0904344,0.060689,0.0222159,0.0614075,0.0395135,0.0392619,0.0647408,0.0432122,0.0217507,0.0172907,0.0161635,0.0313416,0.0174493,0,0,0
27,0.028134,0.048366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505236,0,0.0273077,0.0654975,0,0,0.00985508,0,0,0.0439492,0.0336564,0.0355925,0.010832,0.0220538,0.0328035,0.0485824,0.0331904,0.0468473,0.0751108,0.0618023,0.0639239,0.0591011,0.0608786,0.0615893,0.0126876,0.0430178,0.0230721,0.0122319,0.0227018,0,0.0177496,0.062161,0.0184278,0,0,0.0135509,0,0,0.0358336,0.037797,0.0409089,0.00280399,0.0225149,0.0435596,0.0320057,0.0702618,0.0904058,0.06037,0.0226634,0.0612913,0.0396956,0.039391,0.0647184,0.0419785,0.021772,0.0173275,0.0161298,0.0311154,0.0173922,0,0,0
28,0.0281682,0.0482972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511454,0,0.027328,0.0653859,0,0,0.00987005,0,0,0.0439166,0.0338587,0.0356103,0.0107478,0.0222761,0.0327851,0.0485479,0.0331525,0.0462403,0.0749676,0.061829,0.0637043,0.0590812,0.0610484,0.0615371,0.0128953,0.0431488,0.0233425,0.012294,0.0230178,0,0.0177394,0.0621804,0.0185235,0,0,0.0135682,0,0,0.0358579,0.0378375,0.040598,0.00256647,0.0227379,0.043677,0.0319968,0.0704381,0.0903626,0.0600916,0.0232112,0.0611029,0.0398732,0.0395351,0.0647571,0.0407369,0.0218092,0.0174008,0.0161203,0.0308571,0.017377,0,0,0
29,0.0281694,0.0482333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051678,0,0.0273702,0.0652087,0,0,0.00985547,0,0,0.0439018,0.034272,0.03562,0.0106894,0.0224149,0.0327649,0.0484483,0.033183,0.0461565,0.0748324,0.0618743,0.0636857,0.0590528,0.0613664,0.0614121,0.0131049,0.043275,0.0234359,0.0123647,0.0234585,0,0.017687,0.0625075,0.0186171,0,0,0.0135684,0,0,0.0357434,0.0379151,0.0402925,0.00229287,0.0229545,0.043817,0.0319679,0.0706287,0.0903744,0.0598223,0.0237909,0.0610559,0.0400386,0.0395866,0.0648285,0.0393694,0.0218103,0.0174625,0.0161472,0.0306223,0.017384,0,0,0
30,0.0281668,0.0481487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522436,0,0.0274137,0.0649577,0,0,0.00981,0,0,0.0439056,0.0347509,0.0356207,0.0107388,0.0225125,0.0327982,0.0484089,0.0332433,0.0459797,0.0746994,0.0619235,0.0638706,0.0590452,0.061447,0.0613307,0.01336,0.0434139,0.0235069,0.0124222,0.0240475,0,0.0175484,0.0628359,0.0186758,0,0,0.0135572,0,0,0.0356842,0.0380695,0.0399585,0.00198606,0.0231143,0.0439852,0.0319542,0.0709352,0.09042,0.0595539,0.0243745,0.0611237,0.0401854,0.0397472,0.0649331,0.0378398,0.0218127,0.0174954,0.0162166,0.0307312,0.0174412,0,0,0
31,0.0281703,0.0479649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528969,0,0.0274463,0.064661,0,0,0.00976467,0,0,0.0439024,0.0351797,0.0356196,0.0107137,0.0226879,0.0328488,0.0484361,0.0332576,0.0455727,0.0745473,0.0619644,0.0639173,0.0591054,0.0614212,0.0612938,0.0137098,0.0435714,0.0235752,0.0124935,0.0248711,0,0.0174314,0.0630089,0.0187152,0,0,0.0135092,0,0,0.0356314,0.0382566,0.0396192,0.00176556,0.0232057,0.0441545,0.0319894,0.0712346,0.0904611,0.0593033,0.0249195,0.0612006,0.0403226,0.0399033,0.0650079,0.0360043,0.0218492,0.0175482,0.016291,0.0313311,0.0175221,0,0,0
32,0.0281336,0.0478352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535189,0,0.0274858,0.0644106,0,0,0.00972061,0,0,0.043897,0.0356267,0.0356351,0.0106151,0.0229037,0.0328512,0.0484857,0.0332537,0.0453238,0.074397,0.0620352,0.064029,0.0592091,0.0613805,0.0613257,0.0140929,0.0436825,0.0236184,0.0125583,0.0257675,0,0.0173771,0.0630901,0.0187178,0,0,0.0134819,0,0,0.0356041,0.0383725,0.0393279,0.00158043,0.023285,0.0442527,0.0319092,0.0714547,0.090466,0.059086,0.0254385,0.0612315,0.0404372,0.0400335,0.0650436,0.0341043,0.0219035,0.0175999,0.0163102,0.0314271,0.0176002,0,0,0
33,0.0280945,0.0477753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540536,0,0.0275294,0.0642255,0,0,0.00968328,0,0,0.0438809,0.0361418,0.0356136,0.0104804,0.0231161,0.0328065,0.0484177,0.0332635,0.045382,0.0742511,0.0621097,0.063966,0.0592237,0.0613773,0.061461,0.0144133,0.0437646,0.0236618,0.0126049,0.0265623,0,0.017342,0.0631503,0.0187434,0,0,0.0135305,0,0,0.0355935,0.038432,0.0390802,0.00131267,0.023348,0.0443244,0.031736,0.0716161,0.0904115,0.0588506,0.0259723,0.0612096,0.0405643,0.0401797,0.0650929,0.0324471,0.02197,0.0176735,0.0163285,0.031203,0.0176761,0,0,0
34,0.02807,0.0477376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546213,0,0.0275285,0.0641557,0,0,0.0096652,0,0,0.043872,0.0366237,0.0355686,0.0103614,0.0232696,0.0327231,0.0483262,0.0332265,0.044967,0.0740977,0.0622015,0.0638158,0.0590336,0.0614254,0.0615271,0.0147776,0.043851,0.0237218,0.0126353,0.0273707,0,0.0173773,0.0633718,0.018773,0,0,0.0136275,0,0,0.0356147,0.0384521,0.0389088,0.0011146,0.0234068,0.0443499,0.0316304,0.0716726,0.0903497,0.058701,0.02656,0.0610956,0.0406536,0.0402723,0.0651183,0.0308967,0.0219754,0.0177394,0.0164038,0.031002,0.0177663,0,0,0
35,0.0280787,0.0477274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550678,0,0.0275171,0.0640586,0,0,0.00965473,0,0,0.0438507,0.0370912,0.0355385,0.0102625,0.0234824,0.0326335,0.0483509,0.033145,0.0444249,0.0739388,0.0622198,0.0635122,0.0587114,0.0615012,0.0615474,0.0150854,0.0439236,0.0237737,0.0126448,0.0281315,0,0.0174262,0.0635065,0.0187706,0,0,0.0135238,0,0,0.0355399,0.0384956,0.0387993,0.00103161,0.0234543,0.0443671,0.0316269,0.0717083,0.0902846,0.0586408,0.0273148,0.0610544,0.0407313,0.0403174,0.0651239,0.0295061,0.0219819,0.0177523,0.0164777,0.0308512,0.0178527,0,0,0
