Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76
9,0.0233137,0.0483342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039371,0,0.0287384,0.0616458,0,0,0.0188501,0,0,0.0557892,0.0288854,0.0389486,0.0184386,0.0280918,0.0354452,0.0499416,0.0331656,0.0494577,0.0733341,0.0595045,0.0653161,0.0605276,0.0618516,0.0618018,0.0200704,0.0421774,0.012354,0.0151197,0.0289726,0,0.0222245,0.0640351,0.0136261,0,0,0.0191632,0,0,0.0392984,0.0509923,0.0316475,0.00448927,0.0334651,0.0406141,0.0285353,0.0665907,0.084113,0.0578124,0.0313445,0.060296,0.0411925,0.0413612,0.0654393,0.0227582,0.0218159,0.0135985,0.0126084,0.0306931,0.0245364,0,0,0
10,0.0232948,0.0483906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391586,0,0.028861,0.0616932,0,0,0.0190685,0,0,0.0557082,0.0289143,0.0390264,0.0184095,0.0282086,0.0353742,0.0498971,0.033131,0.0494402,0.0733169,0.0596083,0.0652502,0.0604278,0.0618119,0.0616798,0.0202147,0.0423038,0.0123736,0.0150826,0.0289132,0,0.0222514,0.0639484,0.0136554,0,0,0.0192044,0,0,0.0393465,0.0509869,0.0316016,0.00445798,0.0334112,0.0405309,0.0286347,0.0665656,0.0841718,0.0578186,0.0313587,0.0603179,0.0412792,0.0413684,0.0654512,0.0228519,0.0218178,0.0136129,0.0126485,0.0306563,0.0245376,0,0,0
11,0.023252,0.0484414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388581,0,0.0289291,0.0617071,0,0,0.019296,0,0,0.0555524,0.0289113,0.0389997,0.018398,0.0282974,0.0353924,0.0498247,0.0330899,0.0495634,0.0733676,0.059717,0.0651933,0.0603335,0.0617413,0.0614781,0.0205054,0.0423892,0.0123586,0.0150239,0.0287088,0,0.0222803,0.0637402,0.0136695,0,0,0.0192604,0,0,0.039397,0.0509833,0.0315808,0.00441069,0.0333471,0.040499,0.0287629,0.0665254,0.0842609,0.0578397,0.0313702,0.0603346,0.0413122,0.0413912,0.0654822,0.0230696,0.0218101,0.0135519,0.0127296,0.030657,0.0245112,0,0,0
12,0.0232073,0.0484826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388382,0,0.0287208,0.0617015,0,0,0.0193745,0,0,0.0555152,0.0289448,0.0393064,0.0183334,0.0283463,0.035436,0.049741,0.0331356,0.0497673,0.0734879,0.0597757,0.065136,0.0603372,0.0614903,0.0612084,0.0210113,0.0424692,0.0123709,0.0150088,0.0284977,0,0.0223176,0.0637573,0.0137106,0,0,0.0192708,0,0,0.039304,0.0509812,0.0315851,0.00434013,0.0332408,0.0404818,0.0288174,0.0664678,0.0842973,0.0578347,0.0314038,0.0603589,0.0413921,0.0414116,0.0654641,0.0233126,0.0217952,0.0133633,0.0128459,0.0307331,0.0244324,0,0,0
13,0.0231942,0.048547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383099,0,0.0287726,0.0616247,0,0,0.0194541,0,0,0.0555809,0.0290653,0.0390922,0.0182947,0.0283845,0.0354421,0.049644,0.0331909,0.0502705,0.0735885,0.0598342,0.0651658,0.0603862,0.0614962,0.0612369,0.0214298,0.0426056,0.0124359,0.0150429,0.028312,0,0.0223614,0.0640493,0.0137617,0,0,0.0192586,0,0,0.039283,0.050893,0.0316401,0.00424658,0.0331508,0.0404574,0.0289161,0.0664152,0.0842891,0.0577689,0.0314746,0.0603819,0.0414216,0.0414326,0.065437,0.0235641,0.0218045,0.0133025,0.0129242,0.0308249,0.024299,0,0,0
14,0.02317,0.0485993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376366,0,0.0289233,0.0614524,0,0,0.0195554,0,0,0.0555767,0.0291897,0.0387827,0.0182739,0.0284325,0.0354937,0.049576,0.0332152,0.0511135,0.0735716,0.0599033,0.0652213,0.0604035,0.0615923,0.0613903,0.0219108,0.0426896,0.0125266,0.014995,0.0282229,0,0.0224088,0.06432,0.0137832,0,0,0.0192476,0,0,0.0393473,0.0507481,0.0317395,0.00416349,0.0331456,0.0404674,0.0290227,0.066426,0.0842407,0.0576706,0.0315656,0.0603812,0.0414479,0.0414076,0.0654152,0.0237116,0.0218592,0.0133349,0.0129288,0.030912,0.0241826,0,0,0
15,0.0231314,0.0486249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373892,0,0.0289034,0.0612696,0,0,0.0196566,0,0,0.0555303,0.0292351,0.0387369,0.0179686,0.0284025,0.0355858,0.0495156,0.0331903,0.0511684,0.073528,0.0599754,0.0652332,0.0603231,0.0615236,0.0614651,0.0222556,0.0427394,0.0126349,0.0148332,0.0282584,0,0.0224446,0.0644874,0.0137864,0,0,0.0192263,0,0,0.039398,0.0506806,0.0318429,0.00414076,0.0332011,0.0405505,0.0291274,0.0664232,0.0841708,0.0575698,0.0316814,0.0603864,0.0413839,0.041381,0.0653987,0.0237174,0.02196,0.0133423,0.0129483,0.0309684,0.0241338,0,0,0
16,0.0230707,0.0486313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374231,0,0.028835,0.0611249,0,0,0.0197145,0,0,0.0554655,0.0293108,0.0386445,0.01745,0.0283061,0.0357341,0.0494895,0.0331556,0.0506173,0.073574,0.0599942,0.0652315,0.0601299,0.0614171,0.0614746,0.022295,0.0427661,0.0127957,0.0145474,0.0283717,0,0.0224914,0.0645332,0.0137847,0,0,0.019176,0,0,0.0394138,0.0506975,0.0319622,0.00427688,0.0333112,0.040702,0.0292505,0.0664552,0.0840966,0.0575001,0.031796,0.0603847,0.0413407,0.0413541,0.0653924,0.0236297,0.0220667,0.0132924,0.0130303,0.0309825,0.0241133,0,0,0
17,0.0231086,0.0485639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372862,0,0.0287575,0.0610431,0,0,0.020071,0,0,0.0555734,0.0293537,0.0386192,0.0175236,0.0281533,0.0358148,0.0492424,0.0331462,0.0505606,0.0736363,0.0599465,0.0652497,0.0600716,0.0614278,0.0614532,0.0223672,0.0429197,0.0123472,0.0153584,0.0284962,0,0.0225482,0.0644791,0.0138757,0,0,0.0191042,0,0,0.0393883,0.0507102,0.0321238,0.00440156,0.0334346,0.0407022,0.029246,0.066561,0.0840894,0.0574734,0.0318404,0.060315,0.0412451,0.0412727,0.0653257,0.0235047,0.0220981,0.0131439,0.0131535,0.0310437,0.0240118,0,0,0
18,0.0230912,0.0485922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372035,0,0.0288188,0.0608112,0,0,0.0202278,0,0,0.0555299,0.0294231,0.0385842,0.0171569,0.0280423,0.0359716,0.0491573,0.0331362,0.0507659,0.0736064,0.0599318,0.0652614,0.0600897,0.0614506,0.0614203,0.0223501,0.0429228,0.0123414,0.0153393,0.0286268,0,0.0225889,0.0645476,0.0138897,0,0,0.0190924,0,0,0.0393956,0.0506542,0.0322494,0.00447848,0.0335035,0.0407636,0.0292956,0.0666602,0.0840868,0.0574456,0.0318394,0.0602697,0.0411929,0.0412063,0.0652853,0.0233601,0.0220209,0.0130651,0.0131955,0.0310918,0.0240021,0,0,0
19,0.0230744,0.0485618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373643,0,0.0288511,0.0607388,0,0,0.0202534,0,0,0.0553797,0.0294447,0.0385351,0.0169397,0.0279225,0.0360563,0.0491821,0.0330941,0.0504733,0.0735497,0.0598919,0.0652505,0.0601057,0.0614262,0.0614071,0.0221526,0.0428019,0.0125209,0.0149366,0.0288293,0,0.0226565,0.0647361,0.0139038,0,0,0.019114,0,0,0.0394761,0.0506708,0.0323635,0.00449088,0.0335493,0.0407889,0.0293491,0.0667071,0.0840837,0.0574497,0.0318826,0.0602486,0.0411458,0.0411685,0.0652557,0.0231551,0.021861,0.0131803,0.0130668,0.0311528,0.0239859,0,0,0
20,0.0231703,0.0485337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377393,0,0.0287848,0.0608526,0,0,0.0203709,0,0,0.0553759,0.0302173,0.0384201,0.0170149,0.0277952,0.0360507,0.0491391,0.0330765,0.0503856,0.0735542,0.0597481,0.0652755,0.0601581,0.0614296,0.061476,0.0217926,0.0427921,0.0125068,0.0150284,0.0289741,0,0.0227289,0.064744,0.0139797,0,0,0.0191092,0,0,0.0394959,0.0506462,0.0324723,0.00447663,0.0335425,0.0407107,0.0293586,0.0668452,0.0840943,0.0574541,0.0319568,0.0602445,0.0411069,0.0411532,0.065258,0.0230141,0.0217678,0.0132432,0.012998,0.0311976,0.0238947,0,0,0
21,0.0233653,0.0485545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382149,0,0.0286406,0.0611756,0,0,0.0204501,0,0,0.0554169,0.0323534,0.0382054,0.0172712,0.0276185,0.0360053,0.0491077,0.0331026,0.0507413,0.0736887,0.0595164,0.0653068,0.0602954,0.0614385,0.0615488,0.0211254,0.0428344,0.012527,0.0151291,0.0290867,0,0.0227856,0.0644617,0.0140422,0,0,0.0190553,0,0,0.0394351,0.0506148,0.0325807,0.00445858,0.0335008,0.0405293,0.0293349,0.0670329,0.0840872,0.0574635,0.0320777,0.0602745,0.0410576,0.0411748,0.0652777,0.0229259,0.0218274,0.0132767,0.0129916,0.0313028,0.0237912,0,0,0
22,0.0234712,0.0486693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385037,0,0.0285623,0.0612923,0,0,0.0205989,0,0,0.0554402,0.033181,0.0381128,0.0173558,0.0274568,0.0360577,0.0490478,0.0331101,0.0508334,0.0737553,0.059391,0.0653291,0.0604807,0.0613538,0.0615514,0.0207503,0.0429595,0.0125329,0.0152447,0.0291841,0,0.0228061,0.0643027,0.0140872,0,0,0.0190049,0,0,0.0393249,0.0505621,0.0326778,0.0044528,0.0335104,0.0405012,0.0295212,0.0671336,0.0840821,0.0574555,0.0321595,0.0602778,0.041049,0.04119,0.0652841,0.0228634,0.0219181,0.0131263,0.0130754,0.0314172,0.0237044,0,0,0
23,0.0234483,0.0487426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383219,0,0.0286149,0.0611998,0,0,0.0206211,0,0,0.0555683,0.032202,0.0382144,0.0175267,0.0274724,0.0361177,0.0491002,0.0331015,0.0507197,0.0737274,0.0594374,0.0653342,0.0604363,0.0613134,0.0614204,0.021005,0.0429287,0.0125176,0.0153598,0.0295204,0,0.0225231,0.0644124,0.0140651,0,0,0.0190657,0,0,0.0394499,0.050525,0.0329281,0.00446887,0.0335894,0.0405692,0.0297216,0.0671618,0.0840994,0.057477,0.0321382,0.0602067,0.0410824,0.041154,0.065156,0.0225831,0.0220112,0.0133272,0.0129758,0.0315673,0.0237043,0,0,0
24,0.0233358,0.0488025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378201,0,0.0286944,0.0609836,0,0,0.0207396,0,0,0.0557178,0.0300305,0.0384285,0.0178774,0.0275097,0.036234,0.0492087,0.0330316,0.0507637,0.0735409,0.0595714,0.0653618,0.060331,0.0613919,0.0613922,0.0217141,0.0428797,0.0124138,0.0155777,0.0301698,0,0.0218202,0.0646696,0.0140077,0,0,0.0191753,0,0,0.0396225,0.050448,0.0333782,0.00444351,0.033638,0.0407039,0.0297786,0.0671809,0.0841704,0.0575127,0.0320056,0.0600622,0.0411157,0.0411126,0.0648871,0.0220567,0.0220618,0.0135057,0.0128942,0.0316752,0.0237814,0,0,0
25,0.0233118,0.0488494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376903,0,0.0287539,0.0608619,0,0,0.0208103,0,0,0.0557881,0.0293213,0.0385094,0.0180264,0.0276018,0.0363469,0.0493305,0.0329821,0.0507909,0.0735121,0.059634,0.0653355,0.0603814,0.0614623,0.0613526,0.0219142,0.0428688,0.0123622,0.0157031,0.0307412,0,0.0212161,0.0648323,0.0139846,0,0,0.0192019,0,0,0.0396049,0.0503791,0.0338223,0.00430235,0.0336842,0.04072,0.0298784,0.0672278,0.0842328,0.0575416,0.0319113,0.0599501,0.0411172,0.0411005,0.0646574,0.0216295,0.02205,0.0134316,0.0128935,0.03176,0.0238131,0,0,0
26,0.02336,0.0488682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376388,0,0.0287776,0.0607681,0,0,0.0208389,0,0,0.0558079,0.0294098,0.0384904,0.0180401,0.0276165,0.0364649,0.0494036,0.0330211,0.0507922,0.0735105,0.0596111,0.0653028,0.0604089,0.0613922,0.0613217,0.0218924,0.0428738,0.0123039,0.0157958,0.031233,0,0.0207628,0.0649221,0.0139709,0,0,0.0192077,0,0,0.0395781,0.0502818,0.0341801,0.00411651,0.0337127,0.040668,0.0298795,0.0672978,0.0842695,0.0575653,0.0318334,0.0598795,0.0411857,0.0411156,0.0644921,0.0212979,0.0220203,0.0133225,0.012919,0.0318605,0.0237927,0,0,0
27,0.0234246,0.048899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376388,0,0.0287831,0.0607196,0,0,0.0206962,0,0,0.0558042,0.029427,0.0384733,0.0180985,0.0276482,0.0365161,0.0495148,0.0330461,0.0508206,0.0735035,0.059543,0.0652617,0.0603625,0.061364,0.061275,0.0218919,0.0427985,0.0124675,0.015558,0.0316392,0,0.0204446,0.0649252,0.0139646,0,0,0.0192689,0,0,0.0395404,0.0502601,0.0344339,0.00406417,0.03371,0.0406589,0.0298634,0.0673526,0.0842942,0.0575784,0.0318166,0.0598643,0.0412782,0.0411286,0.064392,0.0210224,0.0220258,0.0132392,0.012884,0.0319459,0.0237361,0,0,0
28,0.0235265,0.0488898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376584,0,0.0287686,0.0606005,0,0,0.0206256,0,0,0.0558489,0.0295672,0.0384541,0.0180778,0.0276267,0.036506,0.0494943,0.0330996,0.0506457,0.0734919,0.0595391,0.0652508,0.0603403,0.0614679,0.0612369,0.0218087,0.0428432,0.0124287,0.0156179,0.0318736,0,0.0203206,0.064976,0.0139724,0,0,0.0193075,0,0,0.0395224,0.050146,0.0345745,0.00401863,0.0336689,0.0406069,0.0298157,0.0674437,0.084312,0.0575426,0.0318132,0.0598706,0.0412765,0.0411248,0.0643674,0.0208696,0.0220458,0.0134848,0.0127261,0.0320534,0.0236969,0,0,0
29,0.0236443,0.0488923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037912,0,0.0286903,0.060614,0,0,0.0205897,0,0,0.0558555,0.0303301,0.0383041,0.0178794,0.0275182,0.0364882,0.0494442,0.0331665,0.0502802,0.0735033,0.0595432,0.06527,0.0603824,0.0614633,0.0612293,0.0214494,0.0429229,0.0124066,0.0156455,0.0321255,0,0.0202282,0.0649871,0.0139987,0,0,0.0193138,0,0,0.0394428,0.0500831,0.0347241,0.00400926,0.0336387,0.0405493,0.0296872,0.0675392,0.0843221,0.0575118,0.0318935,0.0598762,0.0412976,0.0411387,0.064342,0.0206829,0.0220548,0.0135963,0.0126602,0.0321186,0.0236608,0,0,0
30,0.0237701,0.0489049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382082,0,0.0286203,0.0607278,0,0,0.0206547,0,0,0.0559065,0.0315162,0.0381545,0.0176794,0.0273633,0.0364934,0.0493632,0.033269,0.0503403,0.0735697,0.059556,0.0652813,0.0604288,0.0614479,0.0612496,0.0210879,0.0430391,0.0122927,0.0158684,0.032494,0,0.0200259,0.0649552,0.0140353,0,0,0.019309,0,0,0.0393471,0.0500445,0.0349826,0.00402969,0.0336497,0.0404733,0.0296636,0.0676331,0.0843267,0.0575046,0.0319748,0.059868,0.0413943,0.0411643,0.0642637,0.0204143,0.0219909,0.013538,0.012701,0.0321521,0.0236161,0,0,0
31,0.0237886,0.0489365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379604,0,0.0286782,0.0606475,0,0,0.0206495,0,0,0.056013,0.0304521,0.0382596,0.0179271,0.0273425,0.0365664,0.0493846,0.0333016,0.0501842,0.0735111,0.0596474,0.065252,0.0604265,0.0614863,0.0612568,0.0213573,0.0430751,0.0122478,0.015956,0.0331936,0,0.0194628,0.0651039,0.0140369,0,0,0.0193963,0,0,0.0393405,0.0500023,0.03549,0.00405644,0.0337111,0.0404564,0.0297438,0.0676663,0.084372,0.0575479,0.0319751,0.0597643,0.0414894,0.0411718,0.0640641,0.0200041,0.0218952,0.013655,0.0126301,0.0322071,0.023638,0,0,0
32,0.0238107,0.0489263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377325,0,0.0287236,0.0604458,0,0,0.02063,0,0,0.0560886,0.0297271,0.038372,0.018009,0.0274569,0.036635,0.0493963,0.0333337,0.0499847,0.0734883,0.0597093,0.0652119,0.0604405,0.0615279,0.0613352,0.0216144,0.0430629,0.0121782,0.0160337,0.0339384,0,0.0188747,0.0652209,0.0140328,0,0,0.0194746,0,0,0.0393204,0.049915,0.0360507,0.00411089,0.0337773,0.0404484,0.0297105,0.0677206,0.0844085,0.0575766,0.0320548,0.0596488,0.0415548,0.0411758,0.0638608,0.0196306,0.0217671,0.013632,0.0125712,0.032281,0.0236676,0,0,0
33,0.0238326,0.0488633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378058,0,0.0287076,0.0602336,0,0,0.0205306,0,0,0.0559955,0.0296604,0.0383916,0.0176049,0.0275756,0.0367916,0.0494769,0.0333617,0.0497151,0.073507,0.0597114,0.0652212,0.0604634,0.0615498,0.0614948,0.0215683,0.0429886,0.0123721,0.0156578,0.0345818,0,0.0184208,0.0654508,0.0140055,0,0,0.0195126,0,0,0.0393455,0.0497774,0.0364957,0.00416599,0.033805,0.0404995,0.0294805,0.0677923,0.0843942,0.0575808,0.0322342,0.0595739,0.0416173,0.0411779,0.0637261,0.019292,0.0219115,0.013667,0.0125199,0.0323066,0.0236971,0,0,0
34,0.0238407,0.0488174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380022,0,0.0286868,0.0600967,0,0,0.0206413,0,0,0.0558372,0.0299617,0.0383481,0.0169847,0.0275263,0.0369866,0.0494689,0.0333813,0.0495201,0.0734489,0.0597226,0.0652897,0.0604096,0.0615566,0.0615638,0.0213155,0.0430057,0.0123616,0.0155207,0.0351454,0,0.0180917,0.0656292,0.0139894,0,0,0.0195953,0,0,0.039358,0.0496823,0.036837,0.00423143,0.0337812,0.040576,0.0294631,0.0678787,0.0844397,0.057604,0.0322014,0.0595132,0.0416609,0.0411821,0.0636226,0.0189758,0.0218661,0.0138708,0.0124249,0.032315,0.0237409,0,0,0
35,0.0239423,0.0488565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381671,0,0.0286092,0.0601895,0,0,0.020718,0,0,0.0558386,0.030766,0.0382813,0.0172364,0.027181,0.0370511,0.0495157,0.0333823,0.0498048,0.0733808,0.0597147,0.0653665,0.0602937,0.0616396,0.0616135,0.0210543,0.0429605,0.0124051,0.0154658,0.0355078,0,0.0179077,0.0654227,0.0140092,0,0,0.0196665,0,0,0.0393482,0.0496477,0.0371211,0.00427179,0.0337695,0.0404885,0.0294263,0.0680145,0.0845585,0.0576276,0.0321993,0.0594656,0.04165,0.0411551,0.0635383,0.0188152,0.0216973,0.0139803,0.0123029,0.0323723,0.0237268,0,0,0
