Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x77,x76
422,0.0248748,0.047106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504945,0,0.028296,0.0617623,0,0,0.0140111,0,0,0.0467577,0.0277443,0.0376843,0.0158896,0.0186187,0.0419961,0.0517719,0.0388973,0.0530773,0.0766308,0.0631982,0.0620944,0.05874,0.0600692,0.0610126,0.0102753,0.0358774,0.019281,0.00827812,0.0248665,0,0.0234048,0.064252,0.0169265,0,0,0.0208257,0,0,0.0424527,0.0540059,0.0420833,0.00686709,0.0124648,0.0458257,0.0433419,0.0569316,0.0865546,0.0751085,0,0.0537415,0.0348582,0.0341634,0.0571748,0.032146,0.0255275,0.0125613,0.0182869,0.0328007,0.0171025,0,0,0,0
423,0.0246389,0.0472277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507925,0,0.0281996,0.0618577,0,0,0.0138152,0,0,0.0467154,0.0279788,0.0374871,0.0155435,0.0189059,0.0418486,0.051536,0.0387649,0.0527717,0.0765352,0.0633394,0.0620972,0.0587523,0.0600735,0.0610546,0.00977536,0.0360672,0.0192996,0.00834739,0.0280233,0,0.0228247,0.0643364,0.0169958,0,0,0.0208016,0,0,0.0423031,0.0533427,0.0409605,0.0067714,0.0127874,0.0463258,0.0433012,0.0565102,0.0860114,0.074841,0,0.0535065,0.0348308,0.0341501,0.0569916,0.0271193,0.0257071,0.0124728,0.0184014,0.0328402,0.0172535,0,0,0,0
424,0.024481,0.0473225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512046,0,0.0281772,0.0620426,0,0,0.013675,0,0,0.0467989,0.0282189,0.0373175,0.0152352,0.0191542,0.0416976,0.0512583,0.0386434,0.0524855,0.0764598,0.0634598,0.0621469,0.0587552,0.0600655,0.0610591,0.00930032,0.0362292,0.0192277,0.00847793,0.0313705,0,0.022373,0.0643524,0.0169088,0,0,0.0208455,0,0,0.0424832,0.0525653,0.0401871,0.00681068,0.0129003,0.0469524,0.04313,0.0565323,0.0853512,0.074389,0,0.0532461,0.0347504,0.0340854,0.0567558,0.0228727,0.0259562,0.0125332,0.0184789,0.032825,0.0173996,0,0,0,0
425,0.0243836,0.0474099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516452,0,0.028201,0.0622882,0,0,0.0135957,0,0,0.0467746,0.028446,0.037234,0.014922,0.0193694,0.041675,0.0509402,0.0385047,0.0522099,0.0763903,0.0635466,0.0622308,0.0587429,0.0600291,0.0610326,0.00892627,0.0363771,0.0191091,0.00846322,0.0345513,0,0.0221141,0.0643065,0.0168942,0,0,0.0208833,0,0,0.0426359,0.0516809,0.0396923,0.00700599,0.0129913,0.0477988,0.0432624,0.0569503,0.0846915,0.0740363,0,0.0529464,0.0348465,0.033919,0.0565467,0.0197604,0.0261175,0.0128987,0.018127,0.0328002,0.0175162,0,0,0,0
426,0.0253542,0.0472287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519844,0,0.0281356,0.0628815,0,0,0.0141395,0,0,0.0472858,0.028548,0.0371016,0.0148146,0.019639,0.0417464,0.0506371,0.0382147,0.0518679,0.0762333,0.063532,0.0621989,0.0587548,0.060066,0.0610467,0.00864053,0.0356664,0.0186768,0.00829855,0.0374349,0,0.0219322,0.0639356,0,0,0,0.0206467,0,0,0.0423606,0.0508802,0.0392917,0.0071399,0.013102,0.0488706,0.0428352,0.0571454,0.0842954,0.0735768,0,0.0525862,0.0349611,0.0338157,0.0565275,0.0179686,0.02636,0.013106,0.0181162,0.0326919,0.0162463,0,0,0,0
427,0.0241464,0.0476602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524731,0,0.0283554,0.0629191,0,0,0.0133955,0,0,0.0467208,0.0289427,0.0372031,0.0143142,0.0198718,0.0421032,0.0505692,0.0382654,0.0516435,0.076253,0.0637086,0.062052,0.0585311,0.059939,0.0609418,0.00838495,0.0365025,0.0189985,0.00853156,0.0398511,0,0.0218193,0.0641251,0.0167302,0,0,0.0208151,0,0,0.0426543,0.0497413,0.039202,0.0077243,0.0131469,0.0493845,0.0436327,0.0568892,0.0837076,0.0728125,0,0.05211,0.0348492,0.033725,0.0565395,0.0173564,0.0265928,0.0131986,0.0178033,0.0328096,0.0177386,0,0,0,0
428,0.0239565,0.0477815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529781,0,0.0285416,0.0631881,0,0,0.0132915,0,0,0.0466318,0.0290975,0.0372225,0.0140319,0.0201002,0.0421126,0.0502955,0.0382044,0.0513945,0.0762076,0.063799,0.0620575,0.0583806,0.0598755,0.0609546,0.00824594,0.0365147,0.0189913,0.00848631,0.0417175,0,0.0217237,0.0640287,0.0166775,0,0,0.0207649,0,0,0.0426697,0.0488336,0.0392967,0.00815569,0.0130977,0.0501008,0.0437086,0.0568502,0.083344,0.0722274,0,0.0518467,0.0347065,0.0336518,0.0562241,0.0175394,0.026677,0.0133303,0.0177252,0.0327936,0.0179691,0,0,0,0
429,0.0238037,0.0478495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535139,0,0.0287376,0.0634356,0,0,0.013179,0,0,0.0465256,0.0292469,0.0372873,0.0137747,0.0204398,0.0420559,0.0500511,0.038186,0.0511413,0.0761782,0.0639483,0.0618433,0.0582438,0.0598436,0.060954,0.00823683,0.0365207,0.0190423,0.00839248,0.043046,0,0.0217885,0.0638847,0.0166763,0,0,0.0206452,0,0,0.0425966,0.0479729,0.0394615,0.0085795,0.0128384,0.0508325,0.0436757,0.0568266,0.08305,0.0717456,0,0.0516263,0.0344879,0.0334565,0.055973,0.0180322,0.0266737,0.0132657,0.0177484,0.0327338,0.0181915,0,0,0,0
430,0.0237101,0.0478972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539985,0,0.0289304,0.0636723,0,0,0.0130663,0,0,0.0464702,0.0292984,0.0374055,0.0135228,0.0207629,0.0420135,0.0498969,0.0381888,0.0509024,0.0761518,0.0641189,0.0617743,0.0581408,0.0598373,0.060948,0.00828942,0.0364874,0.0191276,0.00833638,0.0437971,0,0.0218934,0.0637474,0.0163813,0,0,0.0204834,0,0,0.0424363,0.0470495,0.0396131,0.00893318,0.0125944,0.0515724,0.0434862,0.0569203,0.0827283,0.071361,0,0.0514237,0.0342375,0.0331812,0.0557988,0.018556,0.0265929,0.0129357,0.0179448,0.0326306,0.0183505,0,0,0,0
431,0.023614,0.0479211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544348,0,0.0291201,0.0639075,0,0,0.0130017,0,0,0.0464714,0.029345,0.0375207,0.0132803,0.0210002,0.0419355,0.0496645,0.0382195,0.0506741,0.0761398,0.0642383,0.0619123,0.0580306,0.0598216,0.0609284,0.00842259,0.0364633,0.0192167,0.00834279,0.0441082,0,0.0220922,0.0636211,0.0162663,0,0,0.0202881,0,0,0.0423466,0.0460836,0.0397684,0.00929769,0.0124434,0.0522686,0.0431978,0.0572339,0.0823817,0.0710094,0,0.051239,0.033878,0.032929,0.0556252,0.0189078,0.0265209,0.0127042,0.0180788,0.032475,0.0185917,0,0,0,0
432,0.0231221,0.0467905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547786,0,0.0288736,0.0641868,0,0,0.0127134,0,0,0.0462563,0.0295238,0.0371918,0.0131918,0.0211206,0.0413792,0.049576,0.037794,0.0501936,0.0757483,0.0639032,0.0621732,0.0582716,0.0600856,0.061119,0.00857215,0.0366273,0.019389,0.0084616,0.0442603,0,0.0223347,0.0632821,0.0151075,0,0,0.0213769,0,0,0.0260936,0.0452614,0.0401037,0.00956808,0.0123031,0.0526422,0.0371439,0.0574022,0.0818106,0.070486,0,0.0510754,0.0335089,0.0326049,0.0554162,0.0190347,0.0280383,0,0.0154077,0.0322772,0.0203422,0,0,0,0
433,0.023369,0.0478863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550751,0,0.0292586,0.0642453,0,0,0.012767,0,0,0.0462484,0.0301004,0.0375439,0.0128089,0.0212601,0.0416605,0.0492151,0.0381488,0.0502403,0.0760846,0.0642853,0.0614868,0.0578205,0.0597701,0.0607576,0.00892509,0.0364736,0.0193244,0.00842298,0.0438266,0,0.0226795,0.0634123,0.0161525,0,0,0.0203986,0,0,0.0423235,0.044243,0.0402376,0.00972058,0.0123204,0.0534497,0.042242,0.0575313,0.0817295,0.0701589,0,0.0508046,0.0332944,0.0324153,0.0554153,0.0188612,0.0264993,0.0138338,0.0176107,0.0321088,0.019121,0,0,0,0
434,0.023295,0.0478614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553769,0,0.0292734,0.0643385,0,0,0.0125648,0,0,0.0460255,0.0303896,0.0375698,0.0125762,0.0214085,0.0415044,0.0490926,0.0380668,0.0500444,0.0760538,0.0642532,0.0614216,0.0577946,0.0597287,0.0607034,0.00933497,0.0365222,0.0194869,0.0083925,0.0431484,0,0.0230909,0.0633421,0.0161946,0,0,0.0202169,0,0,0.0421141,0.0434302,0.0405003,0.00987674,0.0121488,0.0539673,0.0418466,0.0577228,0.0813681,0.0696824,0,0.0502272,0.033038,0.0322187,0.0551097,0.0186391,0.0263134,0.0139574,0.017633,0.0318867,0.0193775,0,0,0,0
435,0.0232507,0.0478387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055569,0,0.0292853,0.0643936,0,0,0.0124253,0,0,0.0458676,0.0305666,0.037579,0.0123732,0.0214453,0.0413258,0.0489982,0.0379706,0.0498054,0.0760222,0.0642053,0.0616601,0.057798,0.0596827,0.060668,0.00977507,0.0366199,0.0196179,0.00839555,0.0421866,0,0.023585,0.0632802,0.0162382,0,0,0.0199042,0,0,0.0416595,0.0426609,0.040873,0.0100435,0.0119221,0.0544327,0.0413904,0.0582089,0.0810267,0.0691267,0,0.0497371,0.0327007,0.0319835,0.0546367,0.0184259,0.0260614,0.0139217,0.0176765,0.0316425,0.0196828,0,0,0,0
436,0.023207,0.0477712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555175,0,0.0292311,0.0645229,0,0,0.0123101,0,0,0.0457552,0.0306647,0.0375894,0.0123051,0.0214954,0.0411158,0.0487715,0.0378092,0.0496023,0.0759772,0.0640967,0.0616496,0.0577871,0.0596789,0.0605784,0.0101264,0.0367292,0.0196883,0.00849143,0.0410395,0,0.0240648,0.0631646,0.0160863,0,0,0.0196607,0,0,0.0413253,0.0418634,0.041407,0.0101645,0.0116177,0.0548222,0.0408509,0.0588148,0.0807139,0.0685357,0,0.0493814,0.0322321,0.0317159,0.0543559,0.0182787,0.0258214,0.0139448,0.0176909,0.031384,0.0199537,0,0,0,0
437,0.0231428,0.0476625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552223,0,0.0290412,0.0646229,0,0,0.012192,0,0,0.045613,0.0307456,0.0375278,0.0122231,0.0216473,0.0409129,0.0485667,0.0375822,0.0495192,0.0759393,0.06387,0.061362,0.0577734,0.0597247,0.0604824,0.0103041,0.0368948,0.0198145,0.00857517,0.039661,0,0.0244955,0.0630229,0.0160409,0,0,0.0195381,0,0,0.0411407,0.0409832,0.0419567,0.00996853,0.011205,0.0551427,0.0402066,0.059123,0.0804079,0.0679338,0,0.0491075,0.0318105,0.031206,0.0541356,0.0182803,0.0256314,0.01424,0.0175942,0.0310836,0.0202157,0,0,0,0
438,0.0230342,0.0475933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546788,0,0.0287007,0.0647388,0,0,0.0120159,0,0,0.0454302,0.0307378,0.0374358,0.0121575,0.0217906,0.0406877,0.0484242,0.0372975,0.0494032,0.075928,0.0635741,0.0613192,0.0576814,0.0597106,0.0604285,0.0103345,0.0371174,0.019975,0.00863131,0.0379958,0,0.0249801,0.0628443,0.0162817,0,0,0.0193893,0,0,0.0409847,0.0400092,0.0425406,0.00969417,0.0107063,0.0553694,0.0395605,0.0593532,0.0801461,0.0673356,0,0.0488594,0.031538,0.0306929,0.0537587,0.01869,0.0254663,0.0145823,0.0174688,0.0307926,0.0205672,0,0,0,0
439,0.0229068,0.0475311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543694,0,0.0285008,0.0648659,0,0,0.0118554,0,0,0.0452507,0.0305787,0.0374065,0.0121377,0.0216042,0.0403951,0.0483882,0.0369155,0.0493076,0.0758836,0.0632659,0.0615159,0.057551,0.0597113,0.0604082,0.0105017,0.037369,0.0201643,0.00862946,0.0361196,0,0.0254396,0.0626213,0.0165033,0,0,0.0191591,0,0,0.0406936,0.0390374,0.0431218,0.00947487,0.0101408,0.0555091,0.0389995,0.0599299,0.0799182,0.066694,0,0.0487039,0.0309885,0.0302133,0.0533385,0.0196209,0.0251947,0.0147787,0.0174201,0.0304783,0.0209569,0,0,0,0
440,0.0228198,0.0474667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540145,0,0.0284774,0.0649601,0,0,0.0117067,0,0,0.0450627,0.0304537,0.037398,0.012184,0.0215124,0.0400611,0.0483546,0.0364687,0.0492052,0.0757638,0.0629484,0.0614694,0.0574428,0.0596952,0.0603519,0.0106373,0.0375405,0.020485,0.00857496,0.0341055,0,0.0256138,0.0624648,0.0161846,0,0,0.0189584,0,0,0.0404735,0.0385852,0.0438981,0.0092338,0.00958518,0.0555351,0.0384014,0.0604191,0.0797537,0.0660767,0,0.0486249,0.0303789,0.0296993,0.0531415,0.0211573,0.0249062,0.0150099,0.0173851,0.0301466,0.0213083,0,0,0,0
441,0.0227324,0.0474032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534501,0,0.0286219,0.065077,0,0,0.0116003,0,0,0.0448905,0.030592,0.0374681,0.0122416,0.0214776,0.0397742,0.0482926,0.0360045,0.0491459,0.0756604,0.0626275,0.0615115,0.0573898,0.0596197,0.0602167,0.0106712,0.0377736,0.0207097,0.00856778,0.0319365,0,0.0257697,0.0623271,0.0159393,0,0,0.0186731,0,0,0.0401529,0.0382332,0.0447774,0.00889814,0.00897943,0.0554734,0.0378536,0.0608841,0.0796845,0.0654631,0,0.0486576,0.0297371,0.0292176,0.0531195,0.0232838,0.0246355,0.0149497,0.0174467,0.0298362,0.0216198,0,0,0,0
442,0.0226534,0.0473346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521911,0,0.0286847,0.0652423,0,0,0.0115256,0,0,0.0447055,0.0305193,0.0375625,0.0121655,0.0220961,0.0394815,0.0482697,0.0356788,0.0489679,0.0756242,0.0623547,0.061221,0.0572514,0.0594235,0.0599769,0.0104847,0.0380783,0.0208905,0.0086232,0.0296649,0,0.0260361,0.0621662,0.0159465,0,0,0.0183679,0,0,0.0397762,0.0377736,0.0458065,0.00837162,0.00830563,0.0553411,0.0373486,0.0614511,0.0796915,0.0647706,0,0.0488094,0.0292678,0.028848,0.0531954,0.0259881,0.0243711,0.014804,0.017547,0.0295243,0.0219513,0,0,0,0
443,0.022624,0.0472581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050533,0,0.0286521,0.0654334,0,0,0.0115273,0,0,0.0445256,0.0306882,0.0377035,0.0121515,0.0231209,0.0392563,0.0483948,0.0353799,0.0487646,0.0755979,0.0621384,0.0610406,0.0570845,0.0592269,0.0597334,0.0104167,0.0383802,0.0212478,0.00875164,0.0275068,0,0.0263183,0.062022,0.0161579,0,0,0.0182187,0,0,0.0395815,0.037442,0.0470011,0.00765553,0.00752065,0.0551332,0.0367842,0.06207,0.0797654,0.0640219,0,0.0491847,0.0288074,0.0286608,0.0534658,0.0293393,0.0241703,0.0152569,0.0173854,0.0292402,0.0222544,0,0,0,0
444,0.0226224,0.0472002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491194,0,0.0285893,0.0655974,0,0,0.0115226,0,0,0.0444147,0.0307513,0.0377642,0.0122807,0.0237829,0.0390795,0.0483662,0.0350739,0.048667,0.0755516,0.0619424,0.0610203,0.0570062,0.0591032,0.0595785,0.0105942,0.0387032,0.0216128,0.00882488,0.0254721,0,0.0264868,0.0618941,0.0162588,0,0,0.0180881,0,0,0.0394351,0.0371865,0.0482206,0.00723638,0.00674925,0.0548889,0.0363328,0.0625652,0.0799753,0.0632439,0,0.0497518,0.0285083,0.0285912,0.0539264,0.0331833,0.024014,0.0156998,0.0172572,0.029058,0.0225275,0,0,0,0
445,0.0226261,0.0471407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479728,0,0.0285254,0.0657279,0,0,0.0114682,0,0,0.0443034,0.0306162,0.0377979,0.0123642,0.024081,0.0386373,0.0481078,0.0348095,0.048624,0.0755162,0.0617957,0.0610482,0.0569817,0.0590775,0.0594979,0.0108557,0.039063,0.0218523,0.00889443,0.023529,0,0.0264901,0.0617868,0.0161929,0,0,0.0179104,0,0,0.0392642,0.0369896,0.0494283,0.00699513,0.00623163,0.0546402,0.0359745,0.0634605,0.0802259,0.0624539,0,0.0504484,0.0283246,0.0286766,0.0545864,0.037503,0.0239206,0.015932,0.0172758,0.0288917,0.0227581,0,0,0,0
446,0.0226093,0.0470865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470927,0,0.0284703,0.0658022,0,0,0.011476,0,0,0.04418,0.0303312,0.0378549,0.0126146,0.0241948,0.038151,0.047767,0.0345669,0.0485303,0.0754688,0.0616636,0.0610386,0.0569811,0.0590901,0.0594205,0.0110551,0.0393877,0.0221004,0.0087703,0.02194,0,0.026474,0.061718,0.0160822,0,0,0.0177413,0,0,0.0391054,0.0368314,0.050558,0.00670142,0.00597642,0.0544112,0.0355825,0.0642723,0.0805095,0.0616437,0,0.051251,0.0283959,0.028953,0.0553823,0.0418879,0.023857,0.0161405,0.0173036,0.0287032,0.0229987,0,0,0,0
447,0.022558,0.0470399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464295,0,0.0284835,0.0658071,0,0,0.0115285,0,0,0.0440982,0.0301763,0.037967,0.013071,0.0241788,0.0377845,0.0475773,0.0342877,0.0484036,0.0753559,0.061501,0.0610303,0.0569719,0.0590468,0.0593716,0.01124,0.0396483,0.0223901,0.00876937,0.0209898,0,0.0264406,0.0616574,0.0162567,0,0,0.0176359,0,0,0.0390257,0.0366905,0.0515191,0.00634006,0.00610419,0.0541908,0.0351903,0.0650902,0.0808627,0.0608177,0,0.0521714,0.0286428,0.029373,0.0562239,0.0462572,0.0237632,0.0163808,0.0173023,0.0284856,0.0232927,0,0,0,0
448,0.0225279,0.0470075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457962,0,0.0285794,0.0660143,0,0,0.0115287,0,0,0.0439966,0.0300411,0.0381408,0.0134277,0.0241124,0.0373944,0.047511,0.0338779,0.0483069,0.0752416,0.0613466,0.0611969,0.0569166,0.0589032,0.059318,0.011495,0.0398911,0.0225878,0.00885673,0.0206325,0,0.0262906,0.0614636,0.0163741,0,0,0.0175668,0,0,0.0389945,0.0365231,0.0523827,0.00609378,0.0068351,0.0538947,0.0348416,0.0659526,0.0813402,0.0599476,0,0.053232,0.0291294,0.0299317,0.0571664,0.050603,0.0236683,0.0165508,0.0172765,0.0282759,0.0236146,0,0,0,0
449,0.0225286,0.0470151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450888,0,0.0287202,0.0667311,0,0,0.0115613,0,0,0.0439878,0.0298226,0.0383648,0.013222,0.0240555,0.0369189,0.0474713,0.0334938,0.0483513,0.0751868,0.0612292,0.0615271,0.056862,0.0587528,0.0591897,0.0118463,0.0400892,0.0226089,0.00918214,0.0208442,0,0.0259559,0.0609019,0.016112,0,0,0.0174581,0,0,0.0388476,0.036327,0.0530291,0.0063277,0.00916311,0.0534699,0.0346116,0.0668575,0.0820413,0.0587952,0,0.0542797,0.0297347,0.0304909,0.0580362,0.0539445,0.0235233,0.0165825,0.0173131,0.0281783,0.0238039,0,0,0,0
450,0.0225377,0.0470383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445865,0,0.0287537,0.0673291,0,0,0.0115355,0,0,0.0439721,0.0295309,0.0385595,0.0131018,0.0239204,0.0365751,0.0472616,0.0332056,0.0484519,0.075108,0.0611612,0.0616273,0.0569245,0.0585442,0.0590554,0.0120567,0.0403001,0.0228265,0.00921876,0.0213774,0,0.0255964,0.0603685,0.0158865,0,0,0.0173668,0,0,0.0386581,0.0364323,0.0534449,0.00648274,0.0115089,0.0530669,0.0344126,0.0680576,0.082907,0.0574433,0,0.0553783,0.0305916,0.0311712,0.0589156,0.0569667,0.0233958,0.0166134,0.0173592,0.0281041,0.0238892,0,0,0,0
451,0.0225604,0.0470299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441371,0,0.028931,0.0681047,0,0,0.0114091,0,0,0.0439064,0.0294282,0.0387775,0.0131038,0.0239235,0.0362245,0.0471546,0.0330245,0.0485226,0.0750818,0.0611928,0.0615538,0.0568587,0.0583787,0.0588967,0.0122226,0.0405447,0.022937,0.00954163,0.0218622,0,0.0250434,0.0597529,0.0159548,0,0,0.0172891,0,0,0.0385288,0.0362087,0.0533964,0.00693317,0.0158814,0.0526074,0.034359,0.0706491,0.0846111,0.0555512,0,0.0564549,0.0317162,0.031995,0.0597003,0.0576971,0.0233052,0.0165913,0.0174708,0.0280707,0.0239643,0,0,0,0
452,0.0226419,0.0470267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437172,0,0.0291522,0.0687524,0,0,0.0113559,0,0,0.04383,0.0293474,0.0390163,0.0128011,0.0239364,0.0358523,0.0469311,0.0328469,0.0485862,0.0750467,0.0611767,0.0613504,0.0567947,0.0582936,0.0588201,0.0123934,0.0408651,0.0230708,0.00976697,0.0225692,0,0.0246738,0.0592089,0.0161564,0,0,0.0172181,0,0,0.0384654,0.0366584,0.0532792,0.00710674,0.017253,0.0520996,0.0342835,0.0727073,0.0856879,0.0541242,0,0.0576647,0.0328625,0.0329238,0.0605106,0.0601482,0.0232767,0.0166737,0.0175026,0.0280464,0.0240356,0,0,0,0
453,0.0227533,0.0470637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432691,0,0.0294285,0.0694474,0,0,0.011287,0,0,0.0437588,0.0291004,0.0393315,0.0120213,0.024004,0.0354677,0.0466602,0.0326334,0.0485933,0.0749881,0.0612393,0.0610109,0.0567635,0.0581846,0.0587529,0.0125945,0.0410965,0.0231621,0.00998087,0.0229309,0,0.0241368,0.0586506,0.0161242,0,0,0.0171913,0,0,0.0384028,0.0370391,0.0525245,0.00727682,0.0186579,0.0515643,0.0341579,0.0741562,0.0869231,0.0528892,0,0.0585944,0.0339066,0.0337902,0.0610816,0.0611945,0.0232187,0.0167506,0.0175016,0.0280689,0.024108,0,0,0,0
454,0.0228267,0.0470765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430855,0,0.0296933,0.0698129,0,0,0.0111799,0,0,0.0436884,0.0291813,0.0397023,0.0118786,0.0240389,0.0352657,0.0464975,0.0324577,0.0484641,0.074883,0.0613607,0.061037,0.0567542,0.0580971,0.0586977,0.0126446,0.0412176,0.0231771,0.0101417,0.0226454,0,0.0233801,0.0583597,0.0160392,0,0,0.0171625,0,0,0.0383423,0.0373035,0.051208,0.0073496,0.0199443,0.0510399,0.0339826,0.0752049,0.0882356,0.0520261,0,0.0591519,0.0347458,0.034503,0.0614671,0.0603016,0.0231461,0.0168111,0.0174908,0.028069,0.02433,0,0,0,0
455,0.0228721,0.0470654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043094,0,0.0298686,0.0699144,0,0,0.0110044,0,0,0.0435776,0.0296221,0.0398187,0.0120932,0.0241708,0.035174,0.0463964,0.0323133,0.0482442,0.0747039,0.0614733,0.0608359,0.0567548,0.0580239,0.0586562,0.0125781,0.041273,0.0231844,0.0102645,0.0220906,0,0.0225066,0.0582869,0.0159964,0,0,0.0171054,0,0,0.038265,0.037473,0.0494374,0.00735139,0.0209378,0.0505511,0.0338398,0.0762212,0.0895291,0.0516132,0,0.0595344,0.0356065,0.0351572,0.0617359,0.0573494,0.0231009,0.0168116,0.0175124,0.0280184,0.0246496,0,0,0,0
456,0.0229461,0.047056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043162,0,0.0300568,0.0698511,0,0,0.010901,0,0,0.043492,0.0301932,0.0397347,0.0121527,0.0243702,0.0350853,0.0462522,0.0321632,0.0479703,0.0744886,0.0615531,0.0607171,0.0567672,0.0579483,0.0586069,0.0124316,0.0412946,0.0232282,0.0103223,0.0219694,0,0.0216549,0.0583827,0.0159713,0,0,0.0170396,0,0,0.0382103,0.0376759,0.0475223,0.00717537,0.0216096,0.0501061,0.0336808,0.0768004,0.0906511,0.0516149,0,0.059933,0.0367235,0.0358996,0.062086,0.0527177,0.0230601,0.0168391,0.0175187,0.0279331,0.0249644,0,0,0,0
457,0.0231182,0.0469977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432643,0,0.0302383,0.0696338,0,0,0.0109346,0,0,0.0434607,0.0307943,0.0396873,0.011789,0.0245369,0.0350198,0.0461236,0.0320014,0.0476664,0.074246,0.0615714,0.0606572,0.0567534,0.0578524,0.0585237,0.0122186,0.0413819,0.0232493,0.0103527,0.0226856,0,0.0209227,0.0586322,0.0159726,0,0,0.0169813,0,0,0.0381702,0.0380561,0.0457754,0.00680356,0.0217889,0.0497659,0.0335382,0.0771906,0.0914305,0.0519409,0,0.0604432,0.0379783,0.0367651,0.0625122,0.0472167,0.0230355,0.0168798,0.017521,0.0278436,0.0251318,0,0,0,0
458,0.0233507,0.0469757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434746,0,0.0304439,0.0693195,0,0,0.0109649,0,0,0.0433761,0.031409,0.0396957,0.0112053,0.0246084,0.0350028,0.0458406,0.0318632,0.0473598,0.0739119,0.0615296,0.0606719,0.0566899,0.057778,0.0584091,0.0119461,0.0415544,0.0233028,0.0104229,0.024081,0,0.0202093,0.0589717,0.0160528,0,0,0.0169409,0,0,0.0381177,0.0387077,0.0443949,0.00625784,0.0216966,0.0494658,0.0334454,0.0771573,0.0917674,0.0523571,0,0.0610358,0.0389292,0.0376002,0.0629087,0.0418577,0.0230474,0.0169158,0.0175464,0.0277578,0.0251593,0,0,0,0
459,0.0236665,0.0469427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437514,0,0.0306569,0.069026,0,0,0.0109442,0,0,0.0432016,0.0321311,0.0397268,0.0108172,0.0246158,0.0350228,0.0455469,0.0317893,0.0470814,0.0736352,0.0614798,0.0607965,0.0566367,0.0577379,0.0583219,0.0116807,0.041829,0.0234303,0.0104994,0.0257279,0,0.0194292,0.059349,0.0161745,0,0,0.0168929,0,0,0.0380527,0.0396126,0.0433826,0.0056397,0.0212897,0.0492034,0.0333348,0.0770778,0.0916607,0.0524549,0,0.0616063,0.0395926,0.0382972,0.0632265,0.0375596,0.0230757,0.016962,0.0175845,0.02768,0.0249761,0,0,0,0
