Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x77,x76
671,0.0252468,0.0493906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042292,0,0.0261437,0.0649402,0,0,0.0115157,0,0,0.0447879,0.0291127,0.0363161,0.0150959,0.0270885,0.0345018,0.0510064,0.0360012,0.0523433,0.0763448,0.0619892,0.0660255,0.0614278,0.0629318,0.0635893,0.0168625,0.0398528,0.0206999,0.00927418,0.0300154,0,0.0171522,0.0606614,0.0146975,0,0,0.0148274,0,0,0.0361227,0.0455526,0.0365798,0.00715277,0.0221783,0.0434158,0.0291818,0.071165,0.0921257,0.0620821,0.0253406,0.0600376,0.0389073,0.0388155,0.0637943,0.0252544,0.0223757,0.0175197,0.0181914,0.028181,0.0229904,0,0,0,0
672,0.0253076,0.0492666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419874,0,0.0262365,0.065019,0,0,0.0115148,0,0,0.0446968,0.0287881,0.0363714,0.0151475,0.027437,0.0344675,0.0509307,0.0358832,0.052144,0.0761533,0.0619022,0.0661145,0.0613521,0.0628846,0.0634976,0.0170372,0.0398806,0.0207023,0.00920152,0.0298035,0,0.0172249,0.0606549,0.0148122,0,0,0.014804,0,0,0.036103,0.0452825,0.0369418,0.00673533,0.0221054,0.043233,0.0292429,0.0716356,0.0921262,0.0616194,0.0261325,0.0600596,0.0389315,0.0387931,0.063751,0.0256586,0.0224564,0.0177082,0.0180948,0.028344,0.0227688,0,0,0,0
673,0.0254018,0.0491893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417629,0,0.0263328,0.0650199,0,0,0.0114474,0,0,0.0446104,0.0284151,0.0364065,0.0151417,0.0274323,0.0344683,0.0508538,0.0357117,0.05195,0.0759151,0.0618789,0.0661868,0.0612548,0.0628608,0.0633202,0.0171775,0.039984,0.0207628,0.00922131,0.0297571,0,0.0172932,0.0607483,0.0149441,0,0,0.0148539,0,0,0.0361103,0.0450744,0.0372736,0.00637295,0.0221072,0.0429987,0.0292573,0.0719751,0.0921024,0.0611636,0.0269214,0.0600525,0.0390213,0.0387553,0.0637012,0.0259344,0.0224764,0.0178609,0.0180029,0.0284351,0.0225274,0,0,0,0
674,0.0255277,0.0492744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415371,0,0.0264389,0.0649485,0,0,0.0113231,0,0,0.0444938,0.028185,0.0364266,0.0150811,0.0272854,0.0344947,0.0508352,0.0355466,0.0517692,0.0757265,0.0618778,0.0661904,0.0612594,0.0628016,0.0631794,0.0172819,0.0401518,0.020816,0.00926708,0.029816,0,0.0173684,0.0607633,0.0150634,0,0,0.014916,0,0,0.0361139,0.0448679,0.0375249,0.00609137,0.0221876,0.0427513,0.0292644,0.0721354,0.0920834,0.0607659,0.0276089,0.0600455,0.0391308,0.038763,0.0636722,0.0261814,0.0224709,0.0180486,0.0179014,0.0285495,0.0223169,0,0,0,0
675,0.0256493,0.0494045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413995,0,0.0265305,0.0648475,0,0,0.0112286,0,0,0.0443524,0.0281257,0.0364849,0.0149422,0.0271525,0.0345412,0.0507678,0.0354386,0.0516651,0.0757176,0.0618337,0.0661564,0.0613662,0.0627281,0.0633669,0.0173926,0.040336,0.0208891,0.00932822,0.0297661,0,0.0175561,0.0608856,0.0151928,0,0,0.0149614,0,0,0.0361372,0.044727,0.0376172,0.00582301,0.0223563,0.042523,0.0292087,0.0722836,0.0920556,0.0604705,0.0281381,0.0600676,0.0391135,0.0388072,0.0637057,0.026469,0.0224543,0.0181959,0.0177775,0.028709,0.0220837,0,0,0,0
676,0.0257979,0.0495473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412862,0,0.0265673,0.0646913,0,0,0.0111702,0,0,0.044213,0.028137,0.0365706,0.014815,0.0269867,0.034592,0.0506075,0.0353921,0.0516186,0.0758984,0.0617008,0.0661906,0.0615576,0.0626627,0.0635559,0.0175141,0.040545,0.0209965,0.00940204,0.0296094,0,0.0177254,0.0611034,0.0153421,0,0,0.0149898,0,0,0.0361202,0.044727,0.0375061,0.00554778,0.0225408,0.0423464,0.0291684,0.0724292,0.0920637,0.0603128,0.0285093,0.060079,0.0391701,0.038878,0.0637513,0.0266023,0.0224413,0.0182075,0.0177244,0.0288584,0.0218242,0,0,0,0
677,0.0259618,0.0494444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412206,0,0.0265818,0.0645281,0,0,0.0111248,0,0,0.0440987,0.0281167,0.0366651,0.0147808,0.0266229,0.0346042,0.0503378,0.0354255,0.0516815,0.075778,0.0616494,0.0663014,0.0616392,0.0627018,0.0635932,0.0176788,0.0407165,0.0210913,0.00947709,0.0294807,0,0.017767,0.0613007,0.0155197,0,0,0.0150139,0,0,0.0361049,0.0449479,0.0371552,0.00533615,0.022755,0.0422201,0.029164,0.0724805,0.092102,0.0602522,0.0287344,0.0600933,0.039314,0.0389834,0.0638218,0.026429,0.022535,0.0182521,0.0177898,0.029014,0.021531,0,0,0,0
678,0.0261203,0.0495008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412984,0,0.0265727,0.0642734,0,0,0.0110402,0,0,0.0439196,0.0281389,0.0367669,0.0147631,0.0262236,0.0346833,0.0500223,0.0355085,0.0517755,0.0756534,0.0617358,0.066471,0.0616264,0.0628675,0.0635748,0.017889,0.0409187,0.0211948,0.00954469,0.0295694,0,0.0176637,0.0613532,0.0157049,0,0,0.015058,0,0,0.0361378,0.0452604,0.0364729,0.0050721,0.0230386,0.0421267,0.0292603,0.0723897,0.0920542,0.0602558,0.0287706,0.0601122,0.0393885,0.0391119,0.0639205,0.0260334,0.0226014,0.0183267,0.0178816,0.02913,0.0212487,0,0,0,0
679,0.0262684,0.0496244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412836,0,0.0265769,0.0639907,0,0,0.0109574,0,0,0.0437292,0.0282164,0.0369166,0.0147262,0.0259217,0.0348148,0.0496224,0.0355981,0.0518883,0.0756212,0.0617427,0.0665801,0.0615848,0.0630316,0.0636537,0.0181295,0.0411417,0.021359,0.00963972,0.0298673,0,0.0174385,0.061323,0.015896,0,0,0.0150786,0,0,0.0361937,0.0455775,0.0355657,0.00485647,0.0232597,0.042057,0.0293351,0.0721656,0.0919223,0.0603137,0.0285555,0.0601105,0.03952,0.0392539,0.063953,0.0254135,0.0226381,0.0183677,0.0179777,0.0292025,0.021016,0,0,0,0
680,0.0264303,0.0494328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411831,0,0.0265971,0.0637396,0,0,0.0109129,0,0,0.0435618,0.0282616,0.0370592,0.0146416,0.0257344,0.0349176,0.0491538,0.0356796,0.0520125,0.0756439,0.0616284,0.0665967,0.0618002,0.0631047,0.0637097,0.0183042,0.041335,0.0215283,0.00978966,0.0300997,0,0.0171972,0.0616662,0.0161298,0,0,0.0150547,0,0,0.0361393,0.0458955,0.0346431,0.00484164,0.0235069,0.0420051,0.0294182,0.071855,0.0917846,0.0604216,0.0282158,0.0600474,0.0397368,0.0394135,0.0639298,0.0248386,0.022753,0.0183579,0.0179944,0.0293128,0.0207464,0,0,0,0
681,0.0258949,0.0491494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354363,0,0.0262069,0.0641065,0,0,0.0110126,0,0,0.0435833,0.0284663,0.0326,0.0146817,0.0219249,0.034294,0.0486347,0.0339614,0.0497731,0.0728882,0.0591833,0.0699783,0.0655141,0,0.0684136,0.0206267,0.0411048,0.0214108,0.00986419,0.0295512,0,0.0170774,0.0609066,0.0161597,0,0,0.015239,0,0,0.0365724,0.0450932,0.0338825,0.00500424,0.023693,0.0424543,0.030506,0.0716266,0.0914987,0.0602429,0.0278366,0.0602279,0.0402236,0.0398275,0.0641839,0.0251718,0.0228461,0.0176697,0.0175534,0.0297466,0.0204888,0,0,0,0
682,0.0260065,0.0489555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354426,0,0.0261583,0.0639363,0,0,0.0109115,0,0,0.0433869,0.0285333,0.0325793,0.0145747,0.0218582,0.034405,0.0482148,0.0339546,0.0498396,0.072823,0.0590367,0.0700165,0.0654853,0,0.0685035,0.0207061,0.0412975,0.0215418,0.0100532,0.0298626,0,0.017162,0.0610866,0.0163291,0,0,0.015212,0,0,0.036554,0.0449881,0.033536,0.00510131,0.0238834,0.0423857,0.030627,0.0711526,0.0913071,0.0604739,0.0276405,0.060234,0.040521,0.040033,0.0642775,0.0246187,0.0230247,0.0177512,0.0176061,0.0297463,0.0202651,0,0,0,0
683,0.0260732,0.0489047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353119,0,0.0261376,0.063806,0,0,0.010806,0,0,0.0431444,0.0286699,0.0325719,0.014521,0.021968,0.0344737,0.0478329,0.0339492,0.049813,0.0727466,0.0589623,0.0700277,0.0653681,0,0.0685623,0.0208004,0.0414974,0.0216839,0.0102318,0.0302851,0,0.0173693,0.0612662,0.0164316,0,0,0.0151914,0,0,0.0365157,0.0449252,0.0335089,0.00515832,0.0240768,0.0422665,0.030847,0.0706856,0.0910761,0.0606459,0.0275302,0.0602661,0.0407637,0.0401862,0.0644045,0.024004,0.0230649,0.0178662,0.0177468,0.0297225,0.0201142,0,0,0,0
684,0.0268316,0.0487638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406293,0,0.0266032,0.0630837,0,0,0.0106163,0,0,0.0427046,0.0286876,0.0370973,0.0144339,0.0259491,0.035196,0.047384,0.0357276,0.0519484,0.0754465,0.0612445,0.0666066,0.0617946,0.062718,0.0638805,0.0187556,0.042008,0.0220679,0.0105343,0.0314972,0,0.0176667,0.0625066,0.0167277,0,0,0.0150101,0,0,0.0361669,0.0458622,0.0337758,0.00521052,0.0243627,0.0415632,0.0299454,0.070172,0.0908757,0.0610058,0.0279464,0.0600159,0.0406721,0.040008,0.0642252,0.0225681,0.023309,0.018695,0.0181241,0.0294153,0.0199892,0,0,0,0
685,0.0262369,0.0490622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351268,0,0.0262075,0.0635023,0,0,0.0106804,0,0,0.0427898,0.0291017,0.0325586,0.0144018,0.022181,0.0346778,0.0470225,0.0339583,0.0495232,0.0726459,0.0589428,0.0699337,0.0654229,0,0.068502,0.0207886,0.0416628,0.0220395,0.0106572,0.0316999,0,0.0177799,0.0616217,0.0166415,0,0,0.0152016,0,0,0.0365613,0.0451405,0.0339374,0.00511402,0.0241117,0.0419824,0.0309685,0.0702427,0.0905114,0.0604798,0.0281045,0.060304,0.040943,0.0402326,0.0644167,0.0224981,0.0232983,0.0180874,0.0176431,0.0297177,0.019951,0,0,0,0
686,0.0269918,0.0490228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407642,0,0.0265968,0.0626088,0,0,0.0105081,0,0,0.0425762,0.0292517,0.0370136,0.0139355,0.0260939,0.0354881,0.0468215,0.0356802,0.0515792,0.0753083,0.061197,0.0664543,0.0616937,0.0632058,0.0637689,0.0185539,0.0420772,0.0223591,0.0109429,0.0330404,0,0.0180904,0.0629822,0.0168957,0,0,0.0149693,0,0,0.0361918,0.0457352,0.0344256,0.00506933,0.0242574,0.0414139,0.029872,0.0702032,0.0903036,0.0605923,0.028924,0.0600227,0.0406311,0.0398904,0.0641229,0.0211395,0.0235911,0.0188459,0.0179421,0.0294908,0.0199211,0,0,0,0
687,0.0270244,0.0490204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408607,0,0.0265843,0.0623942,0,0,0.0104436,0,0,0.0425543,0.0295289,0.0369546,0.0135279,0.0262766,0.0356128,0.0466999,0.0356288,0.0514353,0.0752898,0.0612217,0.0664239,0.0617235,0.0632708,0.0636934,0.0183525,0.0420554,0.0224581,0.0110613,0.0336891,0,0.0182681,0.0632599,0.0169268,0,0,0.0149427,0,0,0.0362383,0.0445052,0.0348098,0.00481269,0.0242682,0.041396,0.0298232,0.070313,0.0900893,0.0603963,0.0295262,0.0599891,0.0404472,0.0398017,0.0640659,0.02061,0.0236899,0.0189042,0.0178611,0.0295883,0.0199494,0,0,0,0
688,0.0270705,0.0490409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407896,0,0.0265349,0.0624675,0,0,0.0104626,0,0,0.042533,0.0296161,0.0369141,0.0137641,0.0263685,0.0356081,0.0465224,0.0355773,0.0513904,0.075395,0.061238,0.0664222,0.0617676,0.0632787,0.0636876,0.0183727,0.0419692,0.0226344,0.0111113,0.0342376,0,0.0184006,0.0632618,0.0169418,0,0,0.0149484,0,0,0.0363099,0.0427501,0.0351331,0.00442474,0.0243638,0.0412433,0.0298928,0.0703765,0.0899357,0.060332,0.0301045,0.0599558,0.0402127,0.0397511,0.0640559,0.0201871,0.0237351,0.0189747,0.0177763,0.0297361,0.0199932,0,0,0,0
689,0.0271315,0.0490654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406759,0,0.0264116,0.0621888,0,0,0.010478,0,0,0.042546,0.0296693,0.0367786,0.0139707,0.0263464,0.0356754,0.0463837,0.0355343,0.0513786,0.0755087,0.0611082,0.0664784,0.0618807,0.063362,0.0637584,0.0184851,0.0418964,0.0228745,0.0111475,0.0351507,0,0.0183155,0.0634786,0.016947,0,0,0.0149269,0,0,0.0363251,0.0437524,0.0351755,0.00453883,0.0243884,0.0411163,0.0298615,0.0707286,0.0900345,0.0601078,0.0306459,0.0600186,0.0401358,0.0397182,0.0641157,0.0193595,0.0238012,0.0190853,0.0177427,0.0298513,0.0200881,0,0,0,0
690,0.0271938,0.0490846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406907,0,0.026194,0.0618684,0,0,0.0104367,0,0,0.0425676,0.0296724,0.036666,0.0139663,0.0263617,0.0357658,0.0462735,0.035489,0.0513726,0.0753528,0.0609813,0.0664953,0.0619372,0.0634101,0.063781,0.0184795,0.0418764,0.0230965,0.0111816,0.0359106,0,0.018259,0.0637106,0.0169801,0,0,0.0149031,0,0,0.0363702,0.0444,0.0351402,0.00467293,0.0244549,0.0410687,0.0298272,0.0709474,0.0901112,0.0599807,0.030974,0.0600963,0.0401592,0.0397543,0.0641911,0.0186646,0.0239076,0.0192224,0.0177342,0.029995,0.0201396,0,0,0,0
691,0.0272602,0.0491061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407616,0,0.0258373,0.0616673,0,0,0.0104058,0,0,0.0425604,0.0297703,0.0366143,0.0139008,0.0263955,0.035844,0.046173,0.0354443,0.0513687,0.075266,0.0609234,0.066507,0.0619289,0.0633729,0.063745,0.0184383,0.0419172,0.0233319,0.0112115,0.0363167,0,0.0182845,0.0638594,0.0170494,0,0,0.0148978,0,0,0.0365069,0.0441783,0.0351132,0.00470253,0.0244884,0.0410823,0.029942,0.0710121,0.0901107,0.0599566,0.0311048,0.0601491,0.040176,0.0397481,0.064255,0.0182797,0.0240254,0.0193907,0.0177004,0.0301268,0.0201261,0,0,0,0
692,0.0273526,0.049127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407042,0,0.0256529,0.0615818,0,0,0.0103755,0,0,0.0425337,0.0298152,0.0365284,0.0138633,0.0263744,0.0358895,0.0460567,0.0354087,0.0513458,0.075254,0.0609251,0.0665534,0.0619199,0.0633673,0.0637128,0.018472,0.0420156,0.0235859,0.0112506,0.0364773,0,0.01828,0.0639348,0.0171277,0,0,0.0148872,0,0,0.0365489,0.0436896,0.0350418,0.00476594,0.02451,0.0411232,0.0301546,0.0710502,0.0900597,0.0599555,0.0311037,0.0601827,0.0401774,0.0397146,0.064273,0.0181188,0.0241359,0.0195595,0.0176115,0.0302727,0.020083,0,0,0,0
693,0.0274675,0.0491118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406021,0,0.0256034,0.0615504,0,0,0.0103192,0,0,0.0424996,0.0297755,0.0364055,0.0138589,0.0262546,0.0359049,0.045884,0.0353781,0.0513304,0.0752193,0.0610281,0.0665882,0.0619824,0.0634165,0.0637483,0.0185608,0.0421322,0.0239099,0.0112552,0.0364843,0,0.0182335,0.0640321,0.0172021,0,0,0.0148457,0,0,0.0365203,0.043388,0.0348916,0.00487779,0.0244931,0.0411858,0.0302661,0.0711237,0.0900699,0.0599116,0.0310296,0.0602043,0.0402146,0.0396982,0.0642708,0.0180765,0.0243139,0.0196855,0.0174884,0.0303984,0.0200061,0,0,0,0
694,0.0275754,0.0491043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404306,0,0.0255856,0.0615988,0,0,0.0103282,0,0,0.0424718,0.0296962,0.0362965,0.0138625,0.0261909,0.0359373,0.0457285,0.0353431,0.0513377,0.0751707,0.0610654,0.0666378,0.0620224,0.0633402,0.0638219,0.018734,0.0422498,0.0241702,0.0113448,0.0363448,0,0.0181814,0.0641278,0.0172784,0,0,0.0148056,0,0,0.0364839,0.0432992,0.0347302,0.00491219,0.024471,0.0412395,0.0303815,0.0711764,0.0901244,0.0598584,0.0308854,0.0602028,0.0402503,0.0398987,0.0642455,0.0181628,0.0244719,0.0197386,0.0174265,0.0305029,0.0199182,0,0,0,0
695,0.0276413,0.0491328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040247,0,0.0254595,0.0616334,0,0,0.0103539,0,0,0.0424309,0.0296235,0.0362668,0.0138064,0.0261961,0.0359785,0.0455961,0.0353278,0.051385,0.075136,0.0610504,0.0666272,0.0619807,0.06312,0.0638746,0.0189866,0.0424056,0.0243378,0.0115039,0.0361018,0,0.0181293,0.0641087,0.0173589,0,0,0.0148246,0,0,0.0365193,0.0432562,0.0345516,0.00486285,0.024472,0.041267,0.0305336,0.0712132,0.0901926,0.0598145,0.0306404,0.0601951,0.0403392,0.0401465,0.0642303,0.01836,0.0245024,0.019788,0.0173499,0.0306054,0.0198556,0,0,0,0
696,0.0276927,0.0491401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040105,0,0.0251766,0.0616234,0,0,0.0103204,0,0,0.0423949,0.0295867,0.036287,0.0137023,0.0261784,0.0360577,0.0454604,0.035294,0.0514525,0.0751531,0.060988,0.0665567,0.0619094,0.062926,0.0637573,0.0192045,0.0426061,0.0245183,0.0116204,0.0357394,0,0.018096,0.06407,0.0174524,0,0,0.0148723,0,0,0.0366126,0.0432349,0.0343404,0.0047949,0.0244785,0.041256,0.0306831,0.0712595,0.0902562,0.0597762,0.0303757,0.0602088,0.0404623,0.040191,0.0642154,0.0186801,0.0244,0.0199109,0.0172012,0.0306883,0.0197939,0,0,0,0
697,0.0277105,0.0490179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398807,0,0.0250938,0.0615787,0,0,0.0102932,0,0,0.0423572,0.0295896,0.0362341,0.013533,0.0260786,0.036151,0.0453309,0.0352226,0.0515053,0.0751428,0.0609517,0.0663543,0.0618933,0.062856,0.0635914,0.0194355,0.0427911,0.0246853,0.0116836,0.0352429,0,0.0180406,0.0640352,0.0175411,0,0,0.0148989,0,0,0.0366738,0.0432096,0.0341206,0.00474097,0.0244929,0.0412369,0.0308006,0.0713081,0.0903075,0.0596881,0.0301188,0.0602341,0.0405885,0.0400776,0.0642092,0.0191166,0.0244897,0.0199496,0.0170801,0.030791,0.0197029,0,0,0,0
698,0.0270647,0.0490431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340936,0,0.0252369,0.0622208,0,0,0.0104157,0,0,0.0424838,0.0296289,0.0317439,0.013286,0.0221663,0.0355595,0.0451867,0.0333477,0.0493311,0.0723941,0.0586104,0.0696235,0.0654443,0,0.0681624,0.0218049,0.0426024,0.0245589,0.0116887,0.0341334,0,0.0178835,0.0629178,0.0173845,0,0,0.0151542,0,0,0.036994,0.0422698,0.033773,0.00442813,0.0242741,0.0417274,0.0318567,0.0714867,0.0902973,0.0591225,0.0295962,0.0605234,0.0409363,0.0403171,0.064415,0.0202517,0.0246244,0.01923,0.0165561,0.0311921,0.0195851,0,0,0,0
699,0.0276992,0.0490315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391141,0,0.0254736,0.0615074,0,0,0.0103192,0,0,0.0422987,0.0291705,0.0361386,0.0134569,0.0259672,0.0362673,0.0451725,0.0350802,0.0516128,0.0751288,0.0610073,0.0663359,0.0618416,0.0625625,0.0635951,0.0202801,0.0431324,0.0248876,0.0120099,0.034302,0,0.0179955,0.0640186,0.017645,0,0,0.0149337,0,0,0.0365869,0.0432233,0.0337436,0.00462549,0.0244803,0.0411758,0.0310368,0.071279,0.090458,0.0594237,0.0295976,0.0602239,0.0407809,0.0400968,0.0641252,0.0200454,0.0248112,0.0199203,0.016703,0.0309001,0.0195506,0,0,0,0
700,0.0276757,0.0491061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038667,0,0.0259169,0.0614892,0,0,0.0103221,0,0,0.042308,0.0290277,0.0360373,0.0134607,0.0259446,0.0362929,0.0450734,0.0350148,0.0516411,0.0751358,0.0610255,0.0664116,0.0619372,0.0626805,0.0635725,0.0207153,0.0433189,0.0250466,0.0120884,0.0338758,0,0.0180035,0.0641395,0.0176927,0,0,0.0149674,0,0,0.0366102,0.043264,0.0336286,0.00462857,0.0244901,0.0411671,0.031247,0.0712449,0.0904862,0.0594128,0.0294304,0.060222,0.0408636,0.0401617,0.0641045,0.0204821,0.0248193,0.0199305,0.0165442,0.0309596,0.0195095,0,0,0,0
701,0.0276396,0.0490732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385169,0,0.0258865,0.0614253,0,0,0.0103045,0,0,0.0422948,0.0291131,0.0360125,0.0133739,0.0258438,0.0363646,0.0450058,0.0349565,0.0516713,0.075145,0.0610046,0.0663614,0.0619641,0.0625847,0.0635249,0.0209369,0.0434971,0.0252047,0.0120897,0.0335494,0,0.0180426,0.0640712,0.0177158,0,0,0.0149769,0,0,0.0366294,0.0432626,0.0335746,0.00462,0.024521,0.0411618,0.0314684,0.0712003,0.090492,0.0594067,0.0293139,0.0602144,0.0409383,0.0402253,0.0640802,0.0208352,0.0248339,0.0199997,0.0164363,0.0309736,0.0195211,0,0,0,0
702,0.0276088,0.0490016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038691,0,0.0254103,0.0613277,0,0,0.0102954,0,0,0.0423128,0.0294023,0.0361072,0.0132944,0.0257056,0.036475,0.0449979,0.0349258,0.0517984,0.0752143,0.0609654,0.0662741,0.061942,0.0625812,0.0633897,0.0208854,0.04362,0.0253308,0.0121014,0.0333028,0,0.0180899,0.0636882,0.0177254,0,0,0.0149627,0,0,0.0366043,0.0432449,0.0335729,0.0045248,0.0245471,0.0411003,0.0315825,0.0712048,0.0904933,0.0593793,0.0292786,0.0601953,0.0409823,0.0402425,0.0640548,0.0210656,0.0248855,0.0200462,0.0163293,0.0309483,0.01956,0,0,0,0
703,0.0275807,0.0489254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388339,0,0.0251452,0.0612607,0,0,0.010354,0,0,0.0423589,0.0297852,0.0361288,0.0131661,0.025561,0.0365463,0.0450109,0.0348833,0.0519685,0.0752756,0.0609031,0.0662421,0.0618786,0.0626065,0.0633342,0.0208194,0.0436931,0.0254121,0.0120917,0.0331958,0,0.0181886,0.063639,0.0177148,0,0,0.0149746,0,0,0.0366059,0.0432145,0.0336189,0.00443345,0.0245246,0.0410091,0.0316737,0.0712696,0.0905177,0.0593368,0.0293415,0.0601638,0.0409928,0.0402169,0.0640158,0.0211347,0.0249418,0.0201144,0.0162237,0.03091,0.0195865,0,0,0,0
704,0.0275453,0.0488775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038931,0,0.0250975,0.061254,0,0,0.0104096,0,0,0.0424585,0.0302091,0.0360606,0.0130185,0.0254347,0.0366085,0.0449754,0.0348481,0.0520921,0.0752998,0.0607974,0.0662161,0.0618194,0.0626581,0.0633506,0.0208198,0.0437196,0.0254594,0.0120955,0.0332392,0,0.0182712,0.0638899,0.0176849,0,0,0.0149681,0,0,0.0366068,0.0432451,0.0336878,0.00445007,0.0245106,0.0409311,0.0317841,0.0713819,0.0905473,0.0592726,0.0294546,0.0601413,0.0409708,0.0401486,0.0639822,0.0211052,0.0249748,0.0200643,0.0161756,0.0308586,0.0196381,0,0,0,0
705,0.027369,0.0488985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390664,0,0.0251745,0.0612988,0,0,0.0123221,0,0,0.0354227,0.0303991,0.0360394,0.012852,0.0252892,0.0368609,0.0424149,0.0348904,0.0522716,0.0754119,0.0607578,0.066152,0.0617476,0.0626716,0.063346,0.0209057,0.043998,0.025722,0,0.0333557,0,0.0183894,0.064008,0.016976,0,0,0.015111,0,0,0.0366783,0.0432768,0.0338311,0.00464989,0.0245626,0.0410099,0.0316165,0.071549,0.0906193,0.0592474,0.0295483,0.060073,0.0408649,0.0400411,0.0639067,0.0210222,0.0246099,0.0198121,0.015831,0.0306643,0.0201595,0,0,0,0
706,0.0274649,0.0487959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390695,0,0.0251019,0.061378,0,0,0.0102634,0,0,0.042799,0.0298321,0.0358288,0.012818,0.0252253,0.0368308,0.0445729,0.0347363,0.0522302,0.0753437,0.0605882,0.0662571,0.061867,0.0627828,0.0633339,0.0208755,0.0437976,0.0250135,0.0133237,0.0335934,0,0.0184841,0.0638668,0.0176348,0,0,0.0149986,0,0,0.0365846,0.0434213,0.0339283,0.00540616,0.0246356,0.0410466,0.0320142,0.0716331,0.0906238,0.0592504,0.0298358,0.0600216,0.0407633,0.0399818,0.063853,0.0207914,0.0250159,0.0201201,0.0158967,0.0306973,0.0198004,0,0,0,0
707,0.0267419,0.0489705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334317,0,0.0252509,0.06189,0,0,0.0104592,0,0,0.0429027,0.0288726,0.031269,0.0124603,0.0213858,0.0363917,0.0447106,0.0328695,0.0498182,0.0725898,0.0581474,0.0696553,0.0655383,0,0.0679285,0.0229243,0.0433282,0.0247696,0.0127466,0.033143,0,0.0184536,0.0627113,0.0173443,0,0,0.0152522,0,0,0.0369432,0.0424394,0.0339067,0.00502363,0.024491,0.0416153,0.0329933,0.071942,0.0905523,0.0588354,0.0297556,0.06027,0.0409161,0.0402014,0.064056,0.0213607,0.0249545,0.0194718,0.0154249,0.0309849,0.019982,0,0,0,0
708,0.0266715,0.0489958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334336,0,0.025314,0.0616968,0,0,0.0105571,0,0,0.0429316,0.0279729,0.0310359,0.0123628,0.021351,0.0365335,0.0449806,0.0328674,0.0497222,0.0726048,0.0581173,0.0697232,0.0656081,0,0.0679771,0.0228109,0.0431879,0.0246858,0.0123549,0.0331869,0,0.0185539,0.0629211,0.0171983,0,0,0.0152278,0,0,0.0369597,0.0423695,0.0340585,0.00488151,0.0245783,0.0415972,0.0329489,0.0720911,0.0905528,0.0587958,0.0298704,0.0602058,0.0408299,0.0401229,0.0640118,0.0213397,0.0249728,0.0194817,0.0153177,0.0309705,0.0201566,0,0,0,0
