Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,
1065,0.0672409,0.0440699,0,0,0,0,0,0,0.0422138,0,0.0274062,0.0742452,0,0,0.0190958,0,0,0.0321731,0.074363,0.0287064,0.037669,0.0154276,0.0732274,0.0551688,0.0340342,0.0452959,0.0536768,0.0372463,0.0178717,0.0146995,0.0344095,0.0375492,0.0335843,0.0218516,0.0123293,0.0173014,0.0540529,0,0.0274647,0.0715137,0.0334017,0,0,0.0209474,0,0,0.0340421,0.0611114,0.0272589,0.0578211,0.0233112,0.0845508,0.0608718,0.0448454,0.0736315,0.0687642,0.0276404,0.0470957,0.0532631,0.091424,0.0220148,0.0239906,0.00822532,0.0184832,0.0274915,0.0308991,0,0,0,0,0,0,0,0,0,0.0764092,0
1066,0.067203,0.043974,0,0,0,0,0,0,0.0435415,0,0.0261724,0.0745074,0,0,0.0190722,0,0,0.0322149,0.0743376,0.0285092,0.0376748,0.0155748,0.0729922,0.0551257,0.0339744,0.0453132,0.0536138,0.037291,0.0179777,0.0148288,0.0337326,0.0371379,0.0349443,0.0218643,0.0124392,0.0172368,0.0540159,0,0.0274995,0.0715172,0.0334433,0,0,0.0209116,0,0,0.0340885,0.061112,0.0273303,0.0578739,0.0233406,0.0844084,0.0607839,0.0449515,0.0735352,0.0686806,0.0274556,0.0471859,0.0533154,0.0914746,0.022023,0.0239864,0.00824048,0.0184805,0.027462,0.0308672,0,0,0,0,0,0,0,0,0,0.0764774,0
1067,0.0671575,0.0438988,0,0,0,0,0,0,0.0446084,0,0.0252078,0.0748039,0,0,0.0190456,0,0,0.032264,0.0742666,0.0282464,0.0377053,0.0156186,0.0727333,0.0550965,0.0339081,0.0453254,0.0536239,0.0373402,0.0180673,0.0149649,0.0332002,0.0368076,0.0360687,0.0218999,0.0125324,0.0172009,0.053932,0,0.0275318,0.0715271,0.0335345,0,0,0.0208552,0,0,0.0341376,0.0611344,0.0273954,0.0579003,0.0233402,0.0842484,0.060722,0.0452332,0.0734376,0.068627,0.0273339,0.0472057,0.0533773,0.0915176,0.0220356,0.023916,0.00825801,0.0184616,0.0274179,0.0308373,0,0,0,0,0,0,0,0,0,0.0765461,0
1068,0.0671488,0.0438245,0,0,0,0,0,0,0.0453579,0,0.0245415,0.075067,0,0,0.0190161,0,0,0.0323045,0.0742167,0.0280813,0.0377352,0.0156745,0.0724622,0.0551167,0.0338466,0.0453388,0.0536222,0.0373774,0.0181633,0.0150928,0.032848,0.0365798,0.0368775,0.0219585,0.0125948,0.0172195,0.0538557,0,0.0275399,0.0715919,0.0335362,0,0,0.0208154,0,0,0.0341559,0.0611405,0.0274372,0.0579337,0.0233402,0.0840715,0.0606783,0.045606,0.0733718,0.0685841,0.0272731,0.0471905,0.0534611,0.0915423,0.0220863,0.0238409,0.00826573,0.0184471,0.0273447,0.0308503,0,0,0,0,0,0,0,0,0,0.0765961,0
1069,0.0671627,0.0437352,0,0,0,0,0,0,0.0458577,0,0.0240677,0.0752985,0,0,0.0189562,0,0,0.0323098,0.0742043,0.0280691,0.0377365,0.0157495,0.0722094,0.0551528,0.0338482,0.045342,0.0535839,0.0374179,0.0182549,0.0152118,0.0326075,0.0364261,0.03748,0.0220259,0.0126328,0.0172694,0.0538969,0,0.0275486,0.0716651,0.0334481,0,0,0.0207743,0,0,0.0341532,0.0611103,0.0274777,0.0579998,0.0233725,0.0838978,0.060608,0.0457317,0.0733184,0.0685292,0.0271941,0.0471801,0.0535338,0.0915781,0.0221172,0.0237734,0.00826881,0.0184401,0.0272679,0.0308963,0,0,0,0,0,0,0,0,0,0.0766447,0
1070,0.0672859,0.0434472,0,0,0,0,0,0,0.0457921,0,0.0241084,0.0757976,0,0,0.0189882,0,0,0.0322776,0.0742218,0.0281812,0.0378785,0.015764,0.0717456,0.055455,0.0339232,0.0454387,0.0535637,0.0374519,0.0183507,0.0153203,0.0327134,0.0365645,0.0375265,0.021935,0.0117888,0.0174557,0.0539702,0,0.0275645,0.0720568,0.0333433,0,0,0.0220762,0,0,0.0336294,0.0610065,0.0275342,0.0581214,0.0234075,0.0834632,0.0606434,0.0457404,0.0732906,0.0684666,0.0270459,0.0471435,0.053554,0.0915811,0.0220958,0.0234258,0.00867235,0.0175374,0.0269982,0.0306619,0,0,0,0,0,0,0,0,0,0.0766563,0
1071,0.0671499,0.0435313,0,0,0,0,0,0,0.046375,0,0.0235726,0.0757187,0,0,0.018911,0,0,0.0323281,0.0742438,0.0280888,0.0376855,0.0158231,0.0718748,0.0552362,0.0338208,0.0453334,0.0534632,0.037514,0.0183269,0.0153118,0.0323257,0.0362628,0.0382538,0.0221601,0.012694,0.0173435,0.0542301,0,0.0275983,0.0718515,0.0332453,0,0,0.0203464,0,0,0.0342236,0.0609982,0.0274872,0.0581946,0.023472,0.0836712,0.0604423,0.0455219,0.0732189,0.0684398,0.0270469,0.0471293,0.0536162,0.091638,0.0220308,0.0238682,0.00811052,0.0186235,0.027128,0.0309637,0,0,0,0,0,0,0,0,0,0.0766798,0
1072,0.0670926,0.0434562,0,0,0,0,0,0,0.04653,0,0.0234545,0.0758901,0,0,0.0189097,0,0,0.0323427,0.074289,0.0280939,0.0377025,0.0158025,0.0717463,0.055307,0.0338114,0.045304,0.0533403,0.0374909,0.0184136,0.0153531,0.0322713,0.0362373,0.0384536,0.0222668,0.0127488,0.0173768,0.0544139,0,0.0276007,0.0720026,0.0331857,0,0,0.0203036,0,0,0.0341614,0.0609174,0.0275164,0.0583103,0.0235176,0.0836123,0.0603702,0.0453055,0.0732384,0.0684063,0.0270207,0.0470773,0.0536605,0.0917042,0.0220874,0.0238491,0.00812907,0.0185344,0.0270704,0.030967,0,0,0,0,0,0,0,0,0,0.0767074,0
1073,0.0670569,0.0433732,0,0,0,0,0,0,0.0466961,0,0.0233383,0.0759985,0,0,0.0189222,0,0,0.0323529,0.0743438,0.0281759,0.0378038,0.0158377,0.0716292,0.0553872,0.0339259,0.0452817,0.0532071,0.0374183,0.0185296,0.0153927,0.0322317,0.0362131,0.0386323,0.0223699,0.0127749,0.0174468,0.0545862,0,0.0275637,0.0721507,0.0331018,0,0,0.0202654,0,0,0.0341278,0.0608473,0.0276099,0.0584217,0.0235058,0.0835816,0.0603211,0.0454474,0.073243,0.0683855,0.027006,0.0469898,0.053702,0.0917859,0.0222438,0.0237937,0.00812935,0.0184817,0.0269855,0.0309952,0,0,0,0,0,0,0,0,0,0.0767342,0
1074,0.0670315,0.0432952,0,0,0,0,0,0,0.0467772,0,0.0233091,0.0760858,0,0,0.0189404,0,0,0.0323717,0.0743796,0.0282574,0.0378279,0.015886,0.0714937,0.0554663,0.0339937,0.0452652,0.0531219,0.0373409,0.0185627,0.0154173,0.0322557,0.0362258,0.038713,0.0224657,0.0128085,0.017518,0.0547891,0,0.0275604,0.0722733,0.0330011,0,0,0.0202547,0,0,0.0341088,0.0608198,0.0277148,0.0585006,0.0235103,0.0835397,0.0602843,0.0456185,0.0732154,0.0683472,0.0269996,0.046866,0.0537578,0.0918575,0.0223889,0.0237273,0.0081194,0.0184899,0.0269342,0.031,0,0,0,0,0,0,0,0,0,0.076748,0
1075,0.0669831,0.0431959,0,0,0,0,0,0,0.046677,0,0.0234569,0.0761839,0,0,0.0189426,0,0,0.0323919,0.0743994,0.028343,0.0378079,0.0159227,0.0713708,0.0555179,0.0340261,0.045262,0.0531084,0.0372947,0.0185986,0.0154373,0.0323962,0.0363473,0.0385535,0.0225481,0.0128348,0.0176043,0.0550539,0,0.0275647,0.0723953,0.0329224,0,0,0.0202881,0,0,0.0341118,0.0608409,0.0278303,0.0585465,0.0235234,0.0834466,0.0602584,0.0457073,0.0731231,0.068287,0.0269858,0.0467416,0.0538508,0.0919389,0.0225457,0.0236836,0.00811763,0.018506,0.0269195,0.0309735,0,0,0,0,0,0,0,0,0,0.0767785,0
1076,0.066944,0.0431132,0,0,0,0,0,0,0.0463601,0,0.0237982,0.0762894,0,0,0.0189267,0,0,0.0324221,0.0743991,0.0284382,0.0377747,0.0159372,0.071271,0.0555446,0.0341104,0.0453054,0.0531678,0.0373169,0.0186504,0.0154737,0.0326689,0.0365763,0.0381504,0.0226028,0.0128657,0.0176818,0.0553787,0,0.027543,0.072516,0.0329115,0,0,0.0203294,0,0,0.0341364,0.0608547,0.0279497,0.0585493,0.0235456,0.0833079,0.0602439,0.0456728,0.0729921,0.0682084,0.0269816,0.0466239,0.0539707,0.0920493,0.0227155,0.0236948,0.00810976,0.0185148,0.0269078,0.030946,0,0,0,0,0,0,0,0,0,0.0768518,0
1077,0.0669243,0.0430351,0,0,0,0,0,0,0.0459677,0,0.0242174,0.0763776,0,0,0.0189039,0,0,0.0324564,0.0743864,0.0285571,0.0377525,0.0159429,0.0711856,0.0555521,0.0342756,0.045416,0.0532673,0.0374106,0.0186896,0.0154983,0.0329844,0.0368163,0.0377172,0.0226392,0.0128966,0.017757,0.0558235,0,0.0275488,0.0726505,0.0329429,0,0,0.0203023,0,0,0.0342092,0.0608548,0.0281053,0.0585482,0.0235778,0.0831594,0.0602516,0.0454818,0.072872,0.0681048,0.0269704,0.0465303,0.0540699,0.0921624,0.0228952,0.0237374,0.00810667,0.0185323,0.0268757,0.0309398,0,0,0,0,0,0,0,0,0,0.0769337,0
1078,0.0669193,0.0429606,0,0,0,0,0,0,0.0455763,0,0.0246029,0.0764553,0,0,0.0188765,0,0,0.0324743,0.0743646,0.028671,0.0377668,0.0159546,0.0711074,0.0555746,0.0344765,0.045571,0.0533548,0.0375332,0.018754,0.0154914,0.0332601,0.0370408,0.0374076,0.0227125,0.0129193,0.0178352,0.0562615,0,0.0275621,0.0727764,0.032985,0,0,0.0202237,0,0,0.0342676,0.0608551,0.0282574,0.0585435,0.02363,0.0830132,0.0602571,0.0452411,0.0728026,0.0680054,0.0269604,0.0464444,0.0541507,0.0922592,0.0230893,0.0237784,0.00811386,0.0185439,0.0268421,0.0309522,0,0,0,0,0,0,0,0,0,0.076988,0
1079,0.0669297,0.0428787,0,0,0,0,0,0,0.0453801,0,0.0247906,0.0765721,0,0,0.0188516,0,0,0.0324645,0.0743559,0.0287567,0.0377504,0.0159643,0.0710425,0.0556358,0.0346529,0.04569,0.0534128,0.0376438,0.0188346,0.0154733,0.0334,0.0371585,0.0373633,0.0228085,0.0129261,0.0179407,0.0566336,0,0.0276359,0.0728305,0.0329849,0,0,0.0201538,0,0,0.0342878,0.0608618,0.0283639,0.0585332,0.0236338,0.0828583,0.0602653,0.0454056,0.0727644,0.0679917,0.0270265,0.0463572,0.054191,0.092302,0.0232774,0.0237728,0.00811705,0.0185496,0.0267874,0.0309736,0,0,0,0,0,0,0,0,0,0.0770153,0
1080,0.0669199,0.0427864,0,0,0,0,0,0,0.0453846,0,0.0247478,0.0767025,0,0,0.0188512,0,0,0.0324516,0.0743599,0.028864,0.0376969,0.0159351,0.0709713,0.0557302,0.0347412,0.0457635,0.0534382,0.0377277,0.0189284,0.0154833,0.033406,0.0371722,0.037578,0.0229198,0.0129186,0.0180709,0.0569034,0,0.0277593,0.0728811,0.0329375,0,0,0.0201362,0,0,0.0342866,0.0608637,0.0284087,0.0585491,0.0235744,0.082741,0.060275,0.045608,0.0727447,0.068008,0.0271113,0.0462716,0.0541658,0.0923169,0.0234154,0.0237181,0.0080934,0.0185663,0.0267102,0.0310143,0,0,0,0,0,0,0,0,0,0.0769916,0
1081,0.066906,0.0426967,0,0,0,0,0,0,0.0455378,0,0.0245502,0.0767532,0,0,0.0188583,0,0,0.032454,0.0743641,0.0290612,0.0377522,0.0159677,0.0709025,0.0558412,0.0347583,0.0458332,0.0534227,0.0378043,0.0190129,0.0155897,0.0333415,0.0371265,0.0379651,0.0230481,0.0129183,0.0181944,0.0570404,0,0.0277593,0.0729651,0.0328959,0,0,0.0201492,0,0,0.0342591,0.0608579,0.0284495,0.0585984,0.0235317,0.0826932,0.0602895,0.045683,0.0727343,0.0680183,0.0271664,0.0462429,0.0541572,0.0923222,0.0234727,0.0236367,0.00806674,0.0185997,0.0266376,0.031072,0,0,0,0,0,0,0,0,0,0.0769745,0
1082,0.0668872,0.0426215,0,0,0,0,0,0,0.0457298,0,0.0243168,0.0767806,0,0,0.0188806,0,0,0.0324731,0.0743649,0.0292922,0.0378176,0.0160381,0.0708242,0.0559326,0.0348539,0.0459156,0.0534254,0.03789,0.0190942,0.015728,0.0332687,0.0371042,0.0383989,0.0231764,0.0129338,0.0183227,0.0571086,0,0.0276833,0.0730646,0.0328799,0,0,0.0201639,0,0,0.034206,0.0608498,0.0284546,0.0586988,0.0235403,0.0827068,0.0602996,0.0455543,0.0727462,0.0680074,0.0271835,0.046255,0.0541646,0.092362,0.023487,0.0235982,0.00804785,0.0186291,0.0265705,0.0311274,0,0,0,0,0,0,0,0,0,0.0769856,0
1083,0.0668717,0.0425673,0,0,0,0,0,0,0.0458963,0,0.0241278,0.0768762,0,0,0.0188974,0,0,0.0325039,0.0743283,0.0294103,0.0378807,0.0161331,0.0707438,0.0559611,0.0349258,0.0460064,0.0534048,0.0379861,0.0191268,0.0158259,0.0331856,0.0371302,0.0388208,0.023278,0.0129409,0.0184469,0.0571783,0,0.0276929,0.0731388,0.0328353,0,0,0.0201853,0,0,0.0341843,0.0608447,0.0284144,0.0587979,0.0235669,0.0827413,0.06028,0.0452262,0.0727652,0.0679742,0.0271527,0.0462473,0.0541918,0.0924076,0.0235106,0.0235927,0.00803755,0.0186525,0.0265218,0.0311564,0,0,0,0,0,0,0,0,0,0.0770146,0
1084,0.066854,0.0425138,0,0,0,0,0,0,0.0459861,0,0.0240432,0.0770292,0,0,0.0189189,0,0,0.032541,0.0742721,0.0295989,0.0379442,0.0162023,0.0706575,0.0559157,0.0349601,0.046058,0.0533372,0.0381004,0.0191631,0.0158737,0.0331523,0.037206,0.0390669,0.0233655,0.0129518,0.0185573,0.0572529,0,0.0276428,0.0731636,0.0327693,0,0,0.0202154,0,0,0.0342545,0.0608455,0.028358,0.0588757,0.0235876,0.0827528,0.0602623,0.0450681,0.0727696,0.0679633,0.0270461,0.0462336,0.0542581,0.0924497,0.0235449,0.0236095,0.00801918,0.0186988,0.0264606,0.0311715,0,0,0,0,0,0,0,0,0,0.0770465,0
1085,0.0668175,0.0424765,0,0,0,0,0,0,0.0458695,0,0.024146,0.0772087,0,0,0.0189328,0,0,0.0325699,0.0741905,0.0297609,0.0380044,0.0161783,0.070572,0.0559055,0.0350059,0.0461005,0.0533016,0.0382263,0.0191967,0.0158871,0.0332418,0.0371807,0.0390316,0.0234402,0.0129872,0.0186292,0.0573612,0,0.0275247,0.0731746,0.0327298,0,0,0.0202554,0,0,0.0344001,0.060808,0.0282979,0.0589347,0.0236342,0.0827358,0.0602507,0.0450153,0.0727227,0.067963,0.0268589,0.046219,0.0543059,0.0925018,0.0235827,0.0236234,0.00803975,0.018742,0.0264285,0.0311402,0,0,0,0,0,0,0,0,0,0.0770877,0
1086,0.0667798,0.0424715,0,0,0,0,0,0,0.0455559,0,0.0244174,0.0773463,0,0,0.0189368,0,0,0.0325814,0.0741328,0.0298672,0.037994,0.0161441,0.07049,0.0559203,0.0351212,0.0461342,0.0534124,0.0383695,0.0192362,0.0159201,0.0334145,0.0372487,0.0387915,0.0234883,0.0130236,0.0186866,0.0574594,0,0.0274957,0.0731839,0.0326662,0,0,0.0202526,0,0,0.0344715,0.0607394,0.0282705,0.0590019,0.0237095,0.0827134,0.0602289,0.044977,0.0726451,0.0679649,0.0267704,0.0461913,0.0543329,0.0925454,0.0236114,0.0236039,0.00805957,0.0187514,0.0264295,0.0310975,0,0,0,0,0,0,0,0,0,0.0771217,0
1087,0.0667468,0.0424671,0,0,0,0,0,0,0.0451426,0,0.0247254,0.077386,0,0,0.0189395,0,0,0.0325774,0.0741274,0.0299238,0.0379307,0.0161371,0.0703993,0.0559558,0.0351848,0.0461742,0.0536533,0.0385247,0.0192842,0.0159964,0.0336124,0.0374231,0.0385215,0.0235123,0.0130286,0.0187444,0.0575273,0,0.0275525,0.0732736,0.0326103,0,0,0.0202198,0,0,0.0344733,0.0606448,0.0282538,0.0590828,0.023784,0.082666,0.0601978,0.0449185,0.0725971,0.0679845,0.0267762,0.0461513,0.0543437,0.0925554,0.023649,0.0235411,0.00805548,0.01873,0.0264471,0.0310679,0,0,0,0,0,0,0,0,0,0.0771295,0
1088,0.0667131,0.0424477,0,0,0,0,0,0,0.0448507,0,0.0249496,0.0773843,0,0,0.0189459,0,0,0.0325592,0.0741226,0.0299527,0.0378733,0.0161488,0.0703,0.0560032,0.0351613,0.0462435,0.0537855,0.0386499,0.0193368,0.0160248,0.0337587,0.0376047,0.0383727,0.0235659,0.0130239,0.0187994,0.0576143,0,0.027571,0.0733902,0.0325758,0,0,0.0201912,0,0,0.0344441,0.0605803,0.0282279,0.0591589,0.0238472,0.0826122,0.0601553,0.0448707,0.0725723,0.0680192,0.0268071,0.0461154,0.0543382,0.0925431,0.0236245,0.0234527,0.00806289,0.0186649,0.0264607,0.0310566,0,0,0,0,0,0,0,0,0,0.0771204,0
1089,0.0666853,0.0424153,0,0,0,0,0,0,0.0447675,0,0.0249783,0.0773992,0,0,0.0189492,0,0,0.0325411,0.0740952,0.0299505,0.0378252,0.0161393,0.0702099,0.0560487,0.0351578,0.0463131,0.0538151,0.0387055,0.0193864,0.0160165,0.033792,0.0376971,0.0384366,0.0236234,0.0130468,0.0188284,0.0577352,0,0.0275858,0.0734642,0.0325243,0,0,0.0201426,0,0,0.0344094,0.0605349,0.0281825,0.059225,0.0238763,0.0825761,0.0601049,0.0448593,0.072563,0.0680683,0.0268565,0.0460751,0.0543307,0.0925219,0.0236644,0.0234003,0.00806219,0.0186119,0.0264661,0.0310608,0,0,0,0,0,0,0,0,0,0.0770761,0
1090,0.0666624,0.0423716,0,0,0,0,0,0,0.0448963,0,0.0248285,0.0774332,0,0,0.0189524,0,0,0.0325258,0.0740687,0.029913,0.037783,0.016139,0.0701081,0.0560829,0.0351867,0.0463724,0.053809,0.0387084,0.0194089,0.0160448,0.0337291,0.0375957,0.0387046,0.0236673,0.0130636,0.01885,0.0578671,0,0.027564,0.0735285,0.0324597,0,0,0.0201315,0,0,0.0343776,0.0605037,0.028178,0.0592796,0.0238678,0.082546,0.0600521,0.0448838,0.0725781,0.0681015,0.0269193,0.0460369,0.0543078,0.0925098,0.0236625,0.0233382,0.00808077,0.0185522,0.0264371,0.0310719,0,0,0,0,0,0,0,0,0,0.0770447,0
1091,0.0666456,0.0423339,0,0,0,0,0,0,0.0452441,0,0.0244954,0.0774631,0,0,0.0189743,0,0,0.0325395,0.0740508,0.0298226,0.0377369,0.0161654,0.0700185,0.0561202,0.0352357,0.0464124,0.0538104,0.0386849,0.0193992,0.0161193,0.0335509,0.0374808,0.0391558,0.0237057,0.0131043,0.0188654,0.0579862,0,0.0275758,0.0736142,0.032408,0,0,0.020155,0,0,0.0343683,0.0604983,0.0281979,0.0593321,0.023843,0.0825091,0.0600095,0.044916,0.0725899,0.0681015,0.0270079,0.046018,0.0542968,0.092527,0.0237462,0.0232198,0.0081194,0.0184927,0.0264303,0.0310828,0,0,0,0,0,0,0,0,0,0.0770389,0
1092,0.0666142,0.0423131,0,0,0,0,0,0,0.0457162,0,0.024085,0.0775015,0,0,0.0189851,0,0,0.032554,0.0740457,0.0297128,0.0376996,0.0162312,0.0699285,0.0561614,0.0352611,0.0464351,0.0537957,0.0386537,0.0193915,0.0161851,0.0333147,0.0373571,0.0396756,0.0237442,0.0131361,0.018876,0.0580493,0,0.0276176,0.0737069,0.0323503,0,0,0.0201768,0,0,0.0344152,0.0604984,0.0282163,0.0593748,0.0238451,0.0824272,0.0599702,0.0449388,0.0725926,0.0680888,0.0271523,0.0460004,0.0543065,0.0925505,0.023822,0.0230787,0.00812734,0.0184407,0.0264265,0.0310772,0,0,0,0,0,0,0,0,0,0.0770552,0
1093,0.0665713,0.0422974,0,0,0,0,0,0,0.0461479,0,0.0237292,0.0775613,0,0,0.0189872,0,0,0.0325539,0.0740514,0.02979,0.0376954,0.0162985,0.0698098,0.0561681,0.0352497,0.0464358,0.0537522,0.0386223,0.0194185,0.0162411,0.0331315,0.0371549,0.0400425,0.0237557,0.0131499,0.0188842,0.0581228,0,0.0276437,0.0737714,0.032245,0,0,0.0202005,0,0,0.0344754,0.0604935,0.0282401,0.0593995,0.0238591,0.082303,0.0599384,0.0449527,0.0725828,0.0680748,0.0272279,0.0460091,0.0543362,0.0925677,0.0238806,0.0231077,0.0081232,0.0184084,0.026389,0.0310503,0,0,0,0,0,0,0,0,0,0.0770648,0
1094,0.066306,0.042576,0,0,0,0,0,0,0.041932,0,0.0275961,0.0778962,0,0,0.0187687,0,0,0.0331113,0.0741153,0.0301312,0.037997,0.0159219,0.0695833,0.0563373,0.0347239,0.0459285,0.0534524,0.038583,0.0208798,0.0173403,0.0366122,0.0404623,0.0352348,0.024217,0.0127479,0.0184316,0.0546302,0,0.0264125,0.073666,0.0317309,0,0,0.0204614,0,0,0.0344521,0.0611965,0.0272815,0.0589741,0.0233315,0.0816513,0.0600415,0.0442952,0.0720283,0.0683131,0.0279772,0.0453136,0.0553375,0.0936512,0.0223003,0.0229989,0.0080528,0.0184875,0.0264624,0.0310972,0,0,0,0,0,0,0,0,0,0.0777111,0
1095,0.066269,0.0425998,0,0,0,0,0,0,0.0420127,0,0.0275548,0.0779435,0,0,0.0187915,0,0,0.0331289,0.0741327,0.0300614,0.0379878,0.0159231,0.0694453,0.0563155,0.0347297,0.0458649,0.0534694,0.0386285,0.0208659,0.0173011,0.0365789,0.0405192,0.0352267,0.0241748,0.0127865,0.0184261,0.0546284,0,0.0263908,0.0737405,0.0316791,0,0,0.0204922,0,0,0.0344672,0.0612244,0.0273335,0.0589873,0.0234358,0.0815305,0.0600468,0.0443055,0.0720112,0.0682778,0.0279595,0.0453079,0.0553752,0.0937078,0.0223284,0.022963,0.00805401,0.0184791,0.0264603,0.0310225,0,0,0,0,0,0,0,0,0,0.0777517,0
1096,0.0664517,0.0423259,0,0,0,0,0,0,0.0466752,0,0.0233544,0.0776624,0,0,0.0190327,0,0,0.0325713,0.0741152,0.0296551,0.0376519,0.0163336,0.0694444,0.0561197,0.0353041,0.0463277,0.0538057,0.0387456,0.0193771,0.0161928,0.032864,0.0369465,0.0403139,0.0236348,0.0132012,0.0188941,0.0582515,0,0.02759,0.0739826,0.032078,0,0,0.0203205,0,0,0.0345152,0.0605543,0.0283772,0.0594281,0.0240654,0.0819569,0.0599547,0.0449638,0.0725257,0.0679842,0.0272066,0.0460195,0.0544348,0.0927089,0.0240369,0.0230954,0.00816085,0.018345,0.0263443,0.0308595,0,0,0,0,0,0,0,0,0,0.0771634,0
1097,0.0661749,0.0426399,0,0,0,0,0,0,0.0421041,0,0.02751,0.0779517,0,0,0.0187187,0,0,0.0331434,0.0741967,0.0299258,0.037917,0.0158291,0.0692456,0.0562765,0.0347887,0.0457612,0.0536227,0.0387961,0.0207889,0.0172437,0.03652,0.0403302,0.0352358,0.0240725,0.0127197,0.0183945,0.0548641,0,0.0263812,0.0739014,0.0316534,0,0,0.0205137,0,0,0.0344404,0.0612397,0.0271763,0.0590254,0.0236601,0.0813722,0.0600757,0.0443536,0.0719606,0.0681694,0.0279386,0.0453202,0.0554452,0.0938455,0.0223805,0.022899,0.00814445,0.0184651,0.0265078,0.0309132,0,0,0,0,0,0,0,0,0,0.0778195,0
1098,0.0664227,0.0422909,0,0,0,0,0,0,0.0467437,0,0.0233149,0.0776387,0,0,0.019003,0,0,0.0325472,0.0742427,0.0295249,0.0376097,0.0162648,0.0692748,0.0561461,0.0353606,0.0462529,0.0539468,0.0388957,0.0193268,0.0161646,0.0328256,0.0368474,0.040331,0.0236077,0.0131511,0.0189159,0.0583638,0,0.0278039,0.0741238,0.0320736,0,0,0.0203593,0,0,0.0344596,0.0605428,0.0283459,0.0594606,0.0241524,0.0818224,0.0599637,0.0449787,0.0725217,0.0679891,0.0273055,0.0459623,0.0544205,0.0927549,0.0239987,0.0229879,0.00819806,0.0183092,0.0263351,0.0307711,0,0,0,0,0,0,0,0,0,0.0771639,0
1099,0.0661841,0.0425297,0,0,0,0,0,0,0.042098,0,0.0275002,0.0779411,0,0,0.0187707,0,0,0.0330945,0.0742852,0.03,0.0379126,0.0158226,0.0691003,0.0563565,0.0348441,0.0457551,0.053643,0.038871,0.0208115,0.0172958,0.0365692,0.04038,0.035083,0.0240956,0.0126776,0.018532,0.0546935,0,0.0265227,0.0739785,0.0315877,0,0,0.0205936,0,0,0.0343489,0.06122,0.0273158,0.05905,0.0236103,0.0812756,0.0600759,0.0443452,0.071978,0.0682471,0.0281213,0.0452344,0.0553817,0.0938128,0.0221816,0.0227263,0.00815324,0.0183981,0.0264261,0.0308554,0,0,0,0,0,0,0,0,0,0.0778195,0
1100,0.0663876,0.0422009,0,0,0,0,0,0,0.046923,0,0.0231582,0.0776566,0,0,0.0190321,0,0,0.0325169,0.0742078,0.0296472,0.0376378,0.0162553,0.0691644,0.0561992,0.0353735,0.0463233,0.0538108,0.0388947,0.0193319,0.016212,0.0328084,0.0368253,0.0403795,0.0236368,0.0130815,0.0190264,0.0582363,0,0.0276952,0.0741741,0.0319848,0,0,0.0204578,0,0,0.0343889,0.0605076,0.0284802,0.0595083,0.0241661,0.081757,0.0600045,0.0450325,0.0725397,0.0679769,0.0274061,0.0458979,0.0543842,0.0927473,0.0239285,0.0229472,0.00817855,0.0183343,0.0262655,0.0307239,0,0,0,0,0,0,0,0,0,0.0771647,0
1101,0.0663569,0.042168,0,0,0,0,0,0,0.0470864,0,0.0230177,0.0776388,0,0,0.0190657,0,0,0.0325211,0.0742077,0.0295498,0.0376838,0.0162606,0.0691776,0.0562205,0.0353571,0.046367,0.0537741,0.0388676,0.0193314,0.016252,0.0327569,0.0367671,0.0405772,0.0236543,0.0130658,0.0190451,0.0582065,0,0.0276771,0.0742152,0.0320256,0,0,0.0204581,0,0,0.0344226,0.0604959,0.0285182,0.0595209,0.0241983,0.0816957,0.060049,0.0450524,0.0725749,0.0679997,0.0274189,0.0458616,0.0543686,0.0927511,0.0239525,0.0230727,0.00817215,0.0184175,0.0262392,0.0306894,0,0,0,0,0,0,0,0,0,0.0771535,0
1102,0.0663214,0.0421478,0,0,0,0,0,0,0.0472034,0,0.0229432,0.0776189,0,0,0.0190944,0,0,0.0325492,0.0741596,0.029493,0.0377217,0.0162591,0.0691925,0.0562174,0.0353521,0.0464024,0.0537609,0.0388173,0.0193399,0.0162701,0.0327293,0.0367373,0.0406666,0.0236729,0.0130702,0.0190403,0.0581915,0,0.0277184,0.0742479,0.0321193,0,0,0.020491,0,0,0.0344344,0.0604776,0.0284992,0.0595007,0.0242343,0.0816328,0.0601029,0.045062,0.0726282,0.0680115,0.027401,0.0458644,0.0543466,0.0927504,0.0240123,0.0231938,0.00814991,0.018499,0.0262472,0.030637,0,0,0,0,0,0,0,0,0,0.077143,0
