Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIBA,RTIB
429,0.0688798,0.043283,0,0,0,0,0,0,0.0462542,0,0.0248043,0.0771937,0,0,0.0205877,0,0,0.0314148,0.0736094,0.0297993,0.0387156,0.0168557,0.072205,0.056758,0.0355861,0.0455994,0.054706,0.0392034,0.0196428,0.0161371,0.0335256,0.0375158,0.0378447,0.0224074,0.0118813,0.0179855,0.0574916,0,0.0271952,0.0729056,0.0341632,0,0,0.0216251,0,0,0.0342647,0.0610312,0.0298466,0.0574931,0.023566,0.0819898,0.0605619,0.0467139,0.0735596,0.0682704,0.0271314,0.0543511,0.0926218,0.0235208,0.0219946,0.00804179,0.0191964,0.0257296,0.0336931,0,0,0,0,0,0,0,0,0,0.0461675,0.0772495
430,0.0688987,0.0432961,0,0,0,0,0,0,0.0466049,0,0.0244939,0.0772114,0,0,0.0205774,0,0,0.0314291,0.0736197,0.0297357,0.0386727,0.0168635,0.0721951,0.0567614,0.0355878,0.0456098,0.0547087,0.0392214,0.0196572,0.0161908,0.0333809,0.0374146,0.0381641,0.0224348,0.0118922,0.0179909,0.0574773,0,0.0272265,0.0729034,0.0341722,0,0,0.0216167,0,0,0.0342545,0.0610425,0.0298162,0.0575254,0.023601,0.082003,0.0605519,0.0468051,0.0735404,0.0682455,0.0271214,0.0543674,0.0926242,0.0234967,0.0219854,0.00804621,0.0191764,0.0257036,0.0337214,0,0,0,0,0,0,0,0,0,0.0461871,0.0772553
431,0.0689234,0.0433125,0,0,0,0,0,0,0.0469096,0,0.0242239,0.0771936,0,0,0.0205564,0,0,0.0314281,0.0736546,0.0296991,0.0386325,0.016884,0.0721966,0.0567772,0.0356023,0.0456898,0.0547079,0.0392385,0.0196652,0.0162582,0.0332512,0.0373112,0.0384601,0.0224435,0.011905,0.0179973,0.0575197,0,0.027295,0.0729013,0.03419,0,0,0.0215971,0,0,0.0342759,0.0610385,0.0297344,0.057552,0.0236751,0.0820196,0.0605349,0.0466365,0.0735151,0.0681857,0.0270771,0.0543935,0.0926569,0.0235016,0.0219754,0.00805306,0.019157,0.0256798,0.0337494,0,0,0,0,0,0,0,0,0,0.0460962,0.0772807
432,0.0689675,0.0433209,0,0,0,0,0,0,0.0471578,0,0.0240252,0.0771717,0,0,0.020549,0,0,0.0314233,0.073674,0.0296604,0.038602,0.016891,0.0721903,0.0567816,0.0356102,0.0457128,0.0546957,0.0392484,0.0196851,0.0163082,0.0331545,0.0372234,0.0386989,0.022454,0.0118975,0.0180301,0.0575632,0,0.0273899,0.0729096,0.0341898,0,0,0.0215708,0,0,0.0343071,0.061022,0.0297496,0.057582,0.0236849,0.0820436,0.0605077,0.046521,0.0735087,0.0681613,0.0270765,0.0543985,0.0926797,0.0235446,0.021957,0.00806155,0.0191261,0.0256746,0.0337764,0,0,0,0,0,0,0,0,0,0.0460088,0.0772891
433,0.0690006,0.0433321,0,0,0,0,0,0,0.0473737,0,0.0238632,0.0771649,0,0,0.0205359,0,0,0.0314291,0.073667,0.0296234,0.038557,0.0168891,0.0721974,0.0567759,0.0355874,0.0456769,0.0546414,0.0392495,0.0196787,0.016295,0.0330676,0.0372067,0.0388632,0.0224769,0.0118908,0.0180736,0.0575912,0,0.0273475,0.0728971,0.0341772,0,0,0.0215575,0,0,0.034269,0.061029,0.0297793,0.0576033,0.0236933,0.0820669,0.0604787,0.0464938,0.0735176,0.0681528,0.0270915,0.0543905,0.092679,0.0235767,0.0219322,0.00806778,0.0190786,0.0256694,0.0338237,0,0,0,0,0,0,0,0,0,0.0459702,0.0772923
434,0.0690017,0.0433321,0,0,0,0,0,0,0.0475635,0,0.0237018,0.0771487,0,0,0.0205296,0,0,0.0314518,0.0736627,0.029573,0.0385217,0.016877,0.0722084,0.0567596,0.0355656,0.0455694,0.0545472,0.0392381,0.019669,0.0162394,0.0329758,0.0372009,0.039008,0.0225033,0.0119062,0.0180913,0.0576385,0,0.0273065,0.0728751,0.0341574,0,0,0.0215322,0,0,0.0341503,0.0610448,0.0297872,0.0576274,0.0236912,0.0821031,0.0604507,0.0465369,0.0735258,0.0681359,0.0271115,0.0543834,0.0926716,0.0235819,0.0219093,0.00804951,0.0190298,0.025639,0.0338608,0,0,0,0,0,0,0,0,0,0.0459607,0.0772879
435,0.0690084,0.0433258,0,0,0,0,0,0,0.0476854,0,0.0235628,0.077112,0,0,0.0205317,0,0,0.0314712,0.0736712,0.0295538,0.0384911,0.0168247,0.0722277,0.0567636,0.0355718,0.0455135,0.0545462,0.0392202,0.0196759,0.016185,0.0329228,0.0370658,0.0390917,0.022541,0.0119232,0.0180918,0.0576292,0,0.0273096,0.0728664,0.0341455,0,0,0.0215257,0,0,0.0340923,0.0610508,0.0297975,0.0576697,0.0236798,0.0821536,0.0604271,0.0465609,0.0735253,0.0681228,0.0271165,0.0543695,0.0926474,0.0236036,0.0218887,0.00803233,0.0190125,0.0256154,0.0338704,0,0,0,0,0,0,0,0,0,0.0459565,0.077284
436,0.0690331,0.0433327,0,0,0,0,0,0,0.0477823,0,0.0234577,0.0770666,0,0,0.0205312,0,0,0.0314763,0.0736629,0.0295207,0.0384598,0.016814,0.0722591,0.0567803,0.0355741,0.0455187,0.0545394,0.0392053,0.0196665,0.0161838,0.032877,0.0369775,0.0391731,0.0225836,0.0119176,0.0181082,0.0576323,0,0.0273312,0.0728535,0.0341478,0,0,0.0215406,0,0,0.0340661,0.0610423,0.0298054,0.0577016,0.0236514,0.0822131,0.0603975,0.0465441,0.0735506,0.068143,0.0271316,0.0543596,0.0926182,0.0236055,0.0218482,0.00803777,0.0189828,0.0255782,0.0338881,0,0,0,0,0,0,0,0,0,0.0459392,0.0772697
437,0.0690703,0.0433533,0,0,0,0,0,0,0.0478805,0,0.0233735,0.0770373,0,0,0.0205209,0,0,0.0314602,0.0736472,0.0294702,0.0384337,0.016829,0.0722886,0.0568026,0.0355629,0.0455286,0.0545215,0.0391837,0.0196601,0.0161914,0.0328364,0.0369375,0.0392657,0.0226252,0.0119011,0.0181538,0.0576564,0,0.027336,0.0728426,0.0341544,0,0,0.0215626,0,0,0.0340423,0.0610329,0.029794,0.0577405,0.0236394,0.0822791,0.0603734,0.0464968,0.0735848,0.0681466,0.0271342,0.0543517,0.0926048,0.0235919,0.021792,0.00805459,0.0189292,0.0255498,0.0339229,0,0,0,0,0,0,0,0,0,0.0459354,0.0772406
438,0.0691011,0.0433705,0,0,0,0,0,0,0.047989,0,0.0232855,0.0770132,0,0,0.020501,0,0,0.031448,0.0736342,0.0294208,0.0384245,0.0168467,0.0723087,0.0568166,0.0355408,0.0455109,0.0545371,0.0391602,0.0196611,0.0162041,0.0327906,0.0369158,0.0393557,0.0226716,0.011883,0.0182053,0.0576364,0,0.0273318,0.0728191,0.0341524,0,0,0.0215596,0,0,0.0340549,0.0610319,0.029787,0.0577877,0.0236136,0.0823598,0.0603641,0.0464727,0.0735935,0.0681523,0.0271517,0.0543436,0.0925978,0.0235881,0.0217589,0.00805061,0.0188904,0.0255374,0.0339599,0,0,0,0,0,0,0,0,0,0.0459339,0.0772266
439,0.0691196,0.0433841,0,0,0,0,0,0,0.0480856,0,0.0231858,0.0770103,0,0,0.0204846,0,0,0.0314225,0.0736208,0.0294207,0.0383924,0.0168391,0.0723417,0.0568131,0.0355313,0.0454936,0.05455,0.039174,0.0196354,0.0162203,0.0327428,0.0369362,0.0394285,0.0226969,0.0118764,0.0182463,0.057568,0,0.0273135,0.0727797,0.0341722,0,0,0.0215622,0,0,0.0340485,0.0610572,0.0297827,0.0578179,0.0235766,0.0824216,0.0603497,0.0466242,0.0735773,0.0681782,0.0271729,0.0543407,0.0926002,0.0235949,0.0217359,0.00805305,0.0188673,0.0255015,0.0340013,0,0,0,0,0,0,0,0,0,0.0459444,0.0772556
440,0.0691523,0.0433807,0,0,0,0,0,0,0.0481604,0,0.0231005,0.0770191,0,0,0.020475,0,0,0.031395,0.0735975,0.0294246,0.0383436,0.0168487,0.0723826,0.0568027,0.0355383,0.0454917,0.0545592,0.0391992,0.0196239,0.01625,0.0327273,0.0369713,0.0394942,0.0227285,0.0118806,0.0182424,0.0575374,0,0.0273057,0.0727131,0.0341939,0,0,0.0215676,0,0,0.0340145,0.0611144,0.0297984,0.0578058,0.0235595,0.0824429,0.0603299,0.0469686,0.0735461,0.0682159,0.0272125,0.0543629,0.0926202,0.0236038,0.0217351,0.0080744,0.0188584,0.0254543,0.0340454,0,0,0,0,0,0,0,0,0,0.0459435,0.0772695
441,0.0691924,0.0433886,0,0,0,0,0,0,0.0481396,0,0.0230766,0.0769981,0,0,0.0204687,0,0,0.0314257,0.0735887,0.0294022,0.038312,0.0168445,0.0724202,0.0567832,0.0355484,0.0455388,0.0546047,0.0392375,0.019652,0.0162748,0.032748,0.0368942,0.0395173,0.0227379,0.0119197,0.0182071,0.0575793,0,0.0272982,0.0726676,0.0342089,0,0,0.0215437,0,0,0.0340163,0.0611387,0.0297982,0.0578184,0.0235783,0.0824658,0.0603024,0.0471016,0.0735368,0.0682165,0.0271999,0.0544193,0.0926337,0.0236248,0.0217606,0.00808787,0.0188592,0.0254133,0.0340818,0,0,0,0,0,0,0,0,0,0.0459422,0.0772754
442,0.0692345,0.0434233,0,0,0,0,0,0,0.0480812,0,0.0230634,0.0769231,0,0,0.0204246,0,0,0.0314686,0.0736087,0.029381,0.0382752,0.0168445,0.0724403,0.0567508,0.0355606,0.0455969,0.0546531,0.0392636,0.0197048,0.0163248,0.0327752,0.036913,0.0395537,0.0227549,0.0119458,0.0182093,0.0576306,0,0.0272734,0.0726685,0.0342271,0,0,0.0215671,0,0,0.0340012,0.0611147,0.0297735,0.0578514,0.0236067,0.0825002,0.0602725,0.0469583,0.0735374,0.0681961,0.0271467,0.0544949,0.0926329,0.0236614,0.0217623,0.00813335,0.0188016,0.0253975,0.0341159,0,0,0,0,0,0,0,0,0,0.0459336,0.0772648
443,0.0692864,0.043457,0,0,0,0,0,0,0.0480329,0,0.0231202,0.0768273,0,0,0.020334,0,0,0.031475,0.0736206,0.029388,0.0382294,0.0168379,0.0724935,0.0567046,0.0355779,0.0455578,0.0546711,0.0392701,0.019693,0.0163412,0.0328244,0.0370651,0.0395017,0.0227903,0.011954,0.0182382,0.057675,0,0.0272475,0.0726616,0.0342406,0,0,0.021456,0,0,0.034042,0.0610954,0.0297256,0.0578672,0.0236293,0.0825566,0.0602607,0.046671,0.073548,0.0681672,0.0270885,0.0544768,0.0926433,0.0236495,0.0218166,0.00810892,0.0188198,0.025437,0.0341647,0,0,0,0,0,0,0,0,0,0.0459257,0.0772579
444,0.069315,0.0434679,0,0,0,0,0,0,0.0479664,0,0.0231878,0.0767382,0,0,0.0202708,0,0,0.031499,0.0736399,0.0293986,0.0381971,0.0168405,0.0725568,0.0566691,0.0356055,0.0455969,0.054673,0.0392662,0.0196866,0.0163622,0.0328823,0.0371065,0.0394261,0.0228094,0.0119507,0.0182808,0.0577186,0,0.0272119,0.0726379,0.0342662,0,0,0.0214087,0,0,0.0340816,0.0610854,0.0296789,0.0578607,0.0236541,0.0825955,0.0602597,0.0465721,0.0735321,0.0681534,0.0270758,0.054453,0.0926636,0.0236634,0.0218341,0.00809977,0.0187944,0.0255157,0.0342093,0,0,0,0,0,0,0,0,0,0.0459262,0.0772601
445,0.0693541,0.0434929,0,0,0,0,0,0,0.0478698,0,0.0232347,0.0766639,0,0,0.0202713,0,0,0.0315472,0.0736589,0.0294387,0.0381708,0.0168778,0.0725909,0.0566201,0.0356223,0.0457317,0.0546724,0.039275,0.0197044,0.01642,0.0329273,0.0369756,0.0394022,0.0228437,0.0120111,0.018291,0.057781,0,0.0272025,0.0726246,0.0343137,0,0,0.0214336,0,0,0.0340839,0.0610785,0.0296594,0.0578545,0.0236739,0.082607,0.0602666,0.0465383,0.0735295,0.068163,0.0270333,0.0544681,0.0926762,0.0237125,0.0218197,0.00813176,0.0187316,0.0254412,0.0342335,0,0,0,0,0,0,0,0,0,0.0459371,0.0772763
446,0.0694111,0.0435326,0,0,0,0,0,0,0.0477523,0,0.0233251,0.0766101,0,0,0.0202837,0,0,0.0316053,0.0736566,0.0294544,0.0381543,0.0168835,0.07264,0.0565665,0.0356426,0.0457284,0.0546769,0.0392972,0.0197166,0.0164562,0.0330072,0.0369528,0.0393048,0.0228607,0.0120315,0.0183224,0.0578702,0,0.0272376,0.0725794,0.0343639,0,0,0.0214132,0,0,0.0340786,0.0610931,0.0296236,0.0578426,0.0236692,0.0826212,0.0602614,0.0464618,0.073542,0.068174,0.0269264,0.0544927,0.0926666,0.0237383,0.0218313,0.00814719,0.0187028,0.0253543,0.0342636,0,0,0,0,0,0,0,0,0,0.0459426,0.0772649
447,0.0694718,0.0435555,0,0,0,0,0,0,0.0475786,0,0.0234704,0.076557,0,0,0.0202611,0,0,0.0316539,0.0736527,0.0294461,0.0381455,0.0168651,0.0726836,0.0564976,0.0356701,0.0456871,0.0546726,0.0393234,0.0197352,0.0164723,0.0331118,0.0370164,0.0391314,0.0228397,0.012042,0.0183309,0.0580062,0,0.0273574,0.0725272,0.0344199,0,0,0.0213828,0,0,0.0340424,0.0611088,0.0295332,0.0578319,0.023648,0.0826523,0.0602394,0.0464141,0.0735284,0.0681902,0.0269183,0.0545029,0.0926593,0.0237235,0.0218496,0.00815267,0.0186708,0.0253119,0.0342941,0,0,0,0,0,0,0,0,0,0.045952,0.0772334
448,0.069522,0.0435767,0,0,0,0,0,0,0.0473164,0,0.0236628,0.0765077,0,0,0.0202238,0,0,0.0316912,0.0736348,0.02945,0.0381255,0.0168605,0.0727316,0.056427,0.0356991,0.0456836,0.0546688,0.0393297,0.0197387,0.0164948,0.0332368,0.0371004,0.0389009,0.0228165,0.0120616,0.0183284,0.0579764,0,0.0273704,0.0724875,0.0344811,0,0,0.0213771,0,0,0.0340633,0.0611186,0.0294184,0.0578206,0.0236069,0.0827067,0.0602115,0.0463332,0.0735139,0.0682031,0.026976,0.0545511,0.0926573,0.0237242,0.021849,0.00817933,0.0186438,0.0253194,0.0343252,0,0,0,0,0,0,0,0,0,0.0459562,0.0772213
449,0.0695742,0.0435948,0,0,0,0,0,0,0.047,0,0.0239166,0.0764518,0,0,0.0201715,0,0,0.031716,0.0736279,0.0294844,0.0380968,0.0168585,0.0727915,0.0563528,0.0357364,0.0457441,0.0546653,0.0393431,0.0197361,0.0164875,0.0333846,0.0372631,0.0386172,0.0228144,0.0120897,0.018332,0.0579745,0,0.0273656,0.0724381,0.0345318,0,0,0.0213628,0,0,0.0341211,0.0611377,0.0293564,0.0578113,0.0235634,0.0827722,0.0601985,0.0462137,0.073496,0.0682192,0.0270176,0.0545897,0.0926506,0.02375,0.021825,0.00820619,0.0186314,0.0253493,0.0343651,0,0,0,0,0,0,0,0,0,0.0459356,0.0772384
450,0.0696285,0.0435968,0,0,0,0,0,0,0.046678,0,0.024221,0.0763575,0,0,0.0201196,0,0,0.0317375,0.073647,0.0295234,0.0380596,0.0168389,0.0728727,0.0562911,0.0357873,0.0458543,0.0546744,0.0393652,0.0197296,0.0164825,0.0335632,0.0374847,0.0382811,0.0228028,0.012097,0.0183404,0.0581054,0,0.0273342,0.0723686,0.034569,0,0,0.0213427,0,0,0.0341524,0.0611533,0.0293094,0.0577972,0.0235558,0.0828376,0.0601949,0.0461608,0.0734756,0.068226,0.0270291,0.0545668,0.0926427,0.0237518,0.0217487,0.00820535,0.0186226,0.0253692,0.0344102,0,0,0,0,0,0,0,0,0,0.0459583,0.077242
451,0.0696653,0.0436068,0,0,0,0,0,0,0.0462336,0,0.0246539,0.0762675,0,0,0.0200873,0,0,0.0317603,0.0736513,0.0295437,0.0380308,0.0167908,0.0729439,0.0562177,0.0358334,0.0458748,0.0547057,0.0393724,0.0197394,0.0164778,0.0338575,0.0375893,0.0377368,0.0227826,0.0120996,0.0183253,0.0581569,0,0.0272676,0.0722864,0.0345965,0,0,0.0213092,0,0,0.0341409,0.0611689,0.0292354,0.0577567,0.0235604,0.082904,0.0601705,0.0461113,0.0734751,0.0682311,0.0270589,0.0545027,0.0926103,0.0237167,0.0217123,0.00819896,0.0185947,0.0253179,0.0344527,0,0,0,0,0,0,0,0,0,0.0459879,0.0772258
452,0.0696951,0.0436326,0,0,0,0,0,0,0.0455892,0,0.0252684,0.0761663,0,0,0.0200685,0,0,0.031792,0.0736389,0.0295747,0.0380222,0.0167227,0.0730179,0.0561523,0.0358521,0.0458296,0.0547303,0.0393773,0.0197446,0.0164844,0.0342663,0.0378089,0.0369621,0.0227757,0.0121233,0.0182778,0.0580829,0,0.0271235,0.0721938,0.0346432,0,0,0.0212693,0,0,0.0341085,0.0611831,0.0291538,0.057708,0.0235753,0.0829689,0.060152,0.0459814,0.0734916,0.0682549,0.0271432,0.0544675,0.0925687,0.0236752,0.0217189,0.00821306,0.018571,0.025281,0.0344838,0,0,0,0,0,0,0,0,0,0.0459718,0.0771787
453,0.0697226,0.0436618,0,0,0,0,0,0,0.0447563,0,0.0260298,0.0760454,0,0,0.0200527,0,0,0.0318026,0.0736314,0.0296677,0.0380177,0.016614,0.0730828,0.0560843,0.0358613,0.0458082,0.0547349,0.0393905,0.0197579,0.0164969,0.0347302,0.0381378,0.036058,0.0227648,0.0121608,0.0182378,0.0579494,0,0.0269659,0.0721079,0.0346917,0,0,0.0212066,0,0,0.0341202,0.0611848,0.0290263,0.0576571,0.0235656,0.0830225,0.0601601,0.0458075,0.0735001,0.0683103,0.0273123,0.0544313,0.0925191,0.0236603,0.0217765,0.00822273,0.0185475,0.0252045,0.0345088,0,0,0,0,0,0,0,0,0,0.0459278,0.0771048
454,0.0697669,0.0436993,0,0,0,0,0,0,0.043786,0,0.0268843,0.0759162,0,0,0.0200338,0,0,0.0317966,0.0736253,0.0298044,0.0379852,0.0164523,0.0731437,0.0560201,0.0358755,0.0458023,0.0547572,0.0393956,0.0197766,0.0164813,0.0351998,0.0384942,0.035104,0.0227532,0.0122029,0.0182012,0.0578605,0,0.0268441,0.0720076,0.0347483,0,0,0.0211344,0,0,0.0340645,0.0611911,0.0288832,0.0575874,0.023562,0.0830801,0.0601744,0.0457912,0.0735154,0.0684107,0.0275376,0.0543451,0.0924659,0.0236188,0.0218055,0.00823475,0.0185052,0.0251778,0.0345789,0,0,0,0,0,0,0,0,0,0.0458614,0.0770076
455,0.0698223,0.0437128,0,0,0,0,0,0,0.0426293,0,0.0279597,0.0757977,0,0,0.0200057,0,0,0.0318002,0.0736005,0.0300241,0.0379591,0.016238,0.0732116,0.0559545,0.0358721,0.0458237,0.0547715,0.0393698,0.0198007,0.0164924,0.0358123,0.0389377,0.0339427,0.022765,0.0122487,0.018163,0.0577665,0,0.02679,0.0719152,0.0348097,0,0,0.0211184,0,0,0.0340863,0.0612015,0.0287212,0.0575138,0.0235232,0.0831596,0.0601647,0.0457425,0.0735799,0.0685694,0.0277651,0.0542355,0.0923621,0.0235705,0.0218037,0.0082442,0.0184743,0.0251745,0.0346414,0,0,0,0,0,0,0,0,0,0.0458236,0.0769179
456,0.0699144,0.0437327,0,0,0,0,0,0,0.041816,0,0.0287384,0.0756955,0,0,0.0199405,0,0,0.0318009,0.0735641,0.030192,0.0379446,0.0160884,0.0733099,0.0558997,0.0358639,0.0458817,0.0547742,0.039336,0.01976,0.0164913,0.0362588,0.0392332,0.0331421,0.0227965,0.0122723,0.0181431,0.0576811,0,0.0267162,0.0718026,0.0348763,0,0,0.0210976,0,0,0.0340952,0.0612122,0.0285537,0.0574531,0.023426,0.083271,0.0601476,0.0456252,0.0736408,0.0687573,0.0278777,0.0541704,0.0922312,0.0235061,0.021793,0.00825812,0.0184915,0.0251416,0.0347086,0,0,0,0,0,0,0,0,0,0.0458587,0.0768337
457,0.0700255,0.0437506,0,0,0,0,0,0,0.041676,0,0.0287701,0.0755881,0,0,0.0198604,0,0,0.0318057,0.0735073,0.0301192,0.0379347,0.0159878,0.0734211,0.055847,0.0358585,0.0460787,0.0547971,0.0393075,0.0196561,0.0164089,0.0362345,0.0392081,0.0331932,0.0227931,0.0122726,0.0181432,0.0576095,0,0.0266414,0.0716782,0.0349624,0,0,0.0210655,0,0,0.0340606,0.06124,0.0283951,0.0573804,0.0232999,0.0834082,0.0601534,0.0455188,0.0736807,0.0689179,0.0280117,0.054151,0.0921387,0.0233888,0.0218156,0.00828698,0.018504,0.0250897,0.0348159,0,0,0,0,0,0,0,0,0,0.0459557,0.0767974
458,0.0701389,0.043756,0,0,0,0,0,0,0.0415711,0,0.0287656,0.0754645,0,0,0.0198702,0,0,0.0318478,0.0734451,0.030066,0.0379359,0.0157944,0.0735345,0.0557877,0.0358676,0.0462259,0.0548573,0.039306,0.0195784,0.0163284,0.0362356,0.0392101,0.0332407,0.0227772,0.0122965,0.018139,0.057407,0,0.0265762,0.0715453,0.0350707,0,0,0.0210211,0,0,0.0340549,0.0612758,0.0282574,0.0573006,0.0232102,0.0835516,0.0601978,0.0454242,0.0737138,0.0690056,0.028131,0.0541303,0.0920905,0.0232875,0.0218556,0.00830207,0.0185114,0.0250212,0.0349381,0,0,0,0,0,0,0,0,0,0.0460615,0.0768077
459,0.0702437,0.0437601,0,0,0,0,0,0,0.041504,0,0.0287429,0.0753325,0,0,0.0198669,0,0,0.0318746,0.0733928,0.030021,0.0379366,0.0155421,0.0736453,0.0557244,0.0358879,0.0463646,0.054909,0.0393459,0.019509,0.0162297,0.0362623,0.0392262,0.033289,0.0227719,0.0123155,0.0181222,0.0571053,0,0.0265359,0.0713875,0.0351719,0,0,0.0209757,0,0,0.0341001,0.0613175,0.0281922,0.0572139,0.0231232,0.0836616,0.0602515,0.0453035,0.0737057,0.0690562,0.0280325,0.0541298,0.0920481,0.02324,0.0218998,0.00827612,0.01853,0.0249618,0.0350632,0,0,0,0,0,0,0,0,0,0.0461085,0.0768146
460,0.070317,0.0437688,0,0,0,0,0,0,0.0414489,0,0.0287376,0.0751765,0,0,0.0197896,0,0,0.0318878,0.0733359,0.029981,0.0379256,0.0153964,0.0737591,0.0556472,0.0359372,0.0465454,0.0549311,0.039406,0.0194356,0.0161493,0.0363036,0.0392591,0.0333547,0.0227441,0.0122976,0.0181215,0.056955,0,0.0265341,0.0712078,0.0352526,0,0,0.0209675,0,0,0.0341308,0.0613641,0.0281597,0.0571214,0.0230825,0.0837342,0.0602977,0.0452031,0.0736746,0.0690703,0.0278974,0.0541184,0.0920306,0.0232185,0.021934,0.00825766,0.0185397,0.0249306,0.0351478,0,0,0,0,0,0,0,0,0,0.0461287,0.0767818
461,0.0703754,0.0437727,0,0,0,0,0,0,0.0413353,0,0.0287419,0.0749638,0,0,0.0197412,0,0,0.0319173,0.0732917,0.0299554,0.037903,0.015279,0.0738722,0.0555856,0.0360067,0.0467785,0.0549857,0.0394682,0.0193414,0.0160746,0.0363366,0.0393018,0.0334131,0.0226991,0.0122906,0.0181028,0.0569218,0,0.0265944,0.0710506,0.0353293,0,0,0.0209846,0,0,0.0341185,0.0613818,0.0281358,0.0570481,0.0230638,0.0837869,0.0603364,0.0451395,0.0736551,0.0690698,0.0279433,0.0541053,0.0919704,0.0232164,0.0219248,0.00826709,0.0185673,0.0249036,0.0352108,0,0,0,0,0,0,0,0,0,0.0460997,0.0767326
462,0.0704526,0.0437792,0,0,0,0,0,0,0.0412526,0,0.0286908,0.0746975,0,0,0.0197289,0,0,0.031936,0.0732923,0.0298811,0.0378933,0.0147764,0.0739556,0.0555598,0.0360645,0.0469704,0.0550736,0.0394927,0.0192723,0.0160365,0.0363554,0.0393976,0.0334977,0.0226648,0.0122868,0.01808,0.0568933,0,0.0265523,0.0709527,0.0354004,0,0,0.0210365,0,0,0.0340934,0.061373,0.0281058,0.0570111,0.0230472,0.0838131,0.0603727,0.0451078,0.0736516,0.0690648,0.0279956,0.0540801,0.0918924,0.0232209,0.0218684,0.00823622,0.0185727,0.0248345,0.0352683,0,0,0,0,0,0,0,0,0,0.0460588,0.0766795
463,0.0705399,0.0438314,0,0,0,0,0,0,0.0411545,0,0.0286536,0.0744327,0,0,0.0197155,0,0,0.0319516,0.0732805,0.0297761,0.037878,0.0142874,0.0740358,0.0555274,0.0361326,0.0471076,0.0551556,0.0395044,0.0191913,0.015986,0.0363609,0.0395345,0.0335554,0.0226586,0.0122742,0.0180726,0.0568697,0,0.0264264,0.0708525,0.0354738,0,0,0.0210365,0,0,0.0340722,0.0613605,0.028107,0.0569787,0.0230502,0.0838428,0.0603899,0.04508,0.073647,0.0690676,0.0280246,0.0540278,0.0918543,0.0231944,0.0218796,0.0082258,0.0185752,0.0247741,0.0353483,0,0,0,0,0,0,0,0,0,0.0460219,0.0766208
464,0.0706208,0.0438966,0,0,0,0,0,0,0.0410529,0,0.0286318,0.0741846,0,0,0.0196867,0,0,0.0319567,0.0732419,0.0296897,0.0378826,0.014094,0.074141,0.0554944,0.0362023,0.047265,0.055244,0.0395295,0.0190575,0.0158921,0.0363787,0.0395219,0.0336079,0.0226808,0.0122351,0.0180924,0.0569282,0,0.0263472,0.070785,0.0355323,0,0,0.0210109,0,0,0.0340259,0.0613345,0.0281077,0.056974,0.0230078,0.0839014,0.0604226,0.0450599,0.0736174,0.0691161,0.0280698,0.0539611,0.0918011,0.0232099,0.021959,0.00823043,0.0185748,0.0247677,0.0354369,0,0,0,0,0,0,0,0,0,0.0459946,0.0765534
465,0.0706841,0.0439496,0,0,0,0,0,0,0.0409802,0,0.0285893,0.0739165,0,0,0.0196735,0,0,0.0319424,0.0732073,0.0295979,0.0379234,0.0139194,0.0743022,0.0554912,0.0363303,0.0474165,0.0553613,0.0395891,0.0189041,0.0157838,0.0364093,0.0394381,0.033635,0.0227045,0.0122001,0.0181211,0.0569944,0,0.0263344,0.070738,0.0355829,0,0,0.0209844,0,0,0.0340074,0.061285,0.0281209,0.0569722,0.022961,0.0840078,0.0604813,0.0450219,0.0735485,0.069167,0.0281698,0.0538888,0.0917498,0.0232203,0.0220225,0.00823964,0.0186317,0.0248024,0.0355016,0,0,0,0,0,0,0,0,0,0.0459677,0.0765066
466,0.0707361,0.0439999,0,0,0,0,0,0,0.0409766,0,0.028579,0.073622,0,0,0.019689,0,0,0.0319088,0.0731739,0.0294944,0.0379856,0.013638,0.0745038,0.0555061,0.0364802,0.0475712,0.0555049,0.0396306,0.0187755,0.0156693,0.0364219,0.0393707,0.0336459,0.0226933,0.0121733,0.0181613,0.0570626,0,0.0263436,0.0706846,0.0356199,0,0,0.0209837,0,0,0.0340879,0.0612419,0.0281389,0.0569658,0.0229286,0.0841539,0.0605534,0.0449751,0.073582,0.0692008,0.0282482,0.0538617,0.0917261,0.0232246,0.0220912,0.00823882,0.018734,0.024799,0.0355496,0,0,0,0,0,0,0,0,0,0.0459638,0.0764782
