Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,,x77
880,0.0649964,0.0473713,0,0,0,0,0,0,0.0978777,0,0.0774541,0.0773987,0,0,0.0194693,0,0,0.0295187,0.0715353,0.251486,0.0550001,0.023841,0.0944238,0.0589274,0.0370606,0.0532903,0.0620293,0.0473734,0.014578,0.0299143,0.0579406,0.0611448,0.20599,0.0230969,0.00900956,0.0162859,0.0388639,0,0.0311306,0.0512715,0.0275409,0,0,0.0211977,0,0,0.033799,0.072131,0.0379187,0.0446565,0.0242018,0.092332,0.0566182,0.0483786,0.0768234,0.0721805,0.0287269,0.0417326,0.051146,0.0882465,0.0399184,0.0202498,0.0094616,0.0122662,0.0272567,0.0356224,0,0,0,0,0,0,0,0,0,0,0,0
881,0.0646771,0.0470062,0,0,0,0,0,0,0.0994902,0,0.0756305,0.0776206,0,0,0.0192251,0,0,0.0296838,0.0680347,0.252532,0.0555606,0.0212465,0.0959019,0.0575898,0.0379643,0.053052,0.0631403,0.0472423,0.0173653,0.0311668,0.0582987,0.0604688,0.206355,0.0225206,0.0094471,0.0154811,0.0405274,0,0.0318065,0.0516857,0.0276548,0,0,0.0211753,0,0,0.0338091,0.0711681,0.0440086,0.0460275,0.0211143,0.0941499,0.0559923,0.0495452,0.0793901,0.0754788,0.0309219,0.0382426,0.0468421,0.0836471,0.0428135,0.020309,0.00970284,0.0118863,0.0276473,0.0348798,0,0,0,0,0,0,0,0,0,0.0687619,0,0
882,0.0655422,0.0466145,0,0,0,0,0,0,0.103,0,0.070715,0.077229,0,0,0.0194833,0,0,0.0295103,0.0654624,0.254847,0.0551921,0.0155645,0.0961357,0.059127,0.0369072,0.0495992,0.0625102,0.0458759,0.0216204,0.0321084,0.0585662,0.0597376,0.207818,0.0233961,0.00900093,0.0160787,0.0377668,0,0.0318836,0.0501574,0.0275832,0,0,0.0213118,0,0,0.0338741,0.0729557,0.039356,0.0444858,0.0241201,0.093359,0.0560646,0.0481286,0.0764029,0.0720891,0.0283256,0.0411765,0.0504129,0.08752,0.0437552,0.0201087,0.00951203,0.0119018,0.0269875,0.0365078,0,0,0,0,0,0,0,0,0,0,0,0
883,0.0653976,0.0461785,0,0,0,0,0,0,0.105426,0,0.0685014,0.0766933,0,0,0.019237,0,0,0.0296173,0.0632965,0.255545,0.054654,0.0134986,0.0972785,0.0580315,0.0373503,0.049583,0.063249,0.0457214,0.0242487,0.0332418,0.0593631,0.0603862,0.206971,0.0229043,0.00941371,0.0153558,0.0395041,0,0.0322812,0.0505427,0.0278376,0,0,0.0212819,0,0,0.0338293,0.0715591,0.0451233,0.0459685,0.0210127,0.095311,0.055485,0.0490797,0.0790659,0.075515,0.0307814,0.0374994,0.0458856,0.0828945,0.0470953,0.0201688,0.00979479,0.0115526,0.0273197,0.036082,0,0,0,0,0,0,0,0,0,0.0688485,0,0
884,0.0657408,0.045732,0,0,0,0,0,0,0.108283,0,0.0665243,0.0763154,0,0,0.01916,0,0,0.0296074,0.0625186,0.255987,0.0540607,0.0121313,0.0977874,0.0582476,0.0369236,0.0489334,0.0631163,0.0452423,0.0266275,0.0340125,0.0600512,0.0611879,0.206175,0.023136,0.00953226,0.0152807,0.0390453,0,0.0324033,0.0499348,0.0279121,0,0,0.0213503,0,0,0.0338474,0.0716877,0.0451072,0.0460757,0.0210716,0.0959931,0.0551992,0.0487577,0.078957,0.0756357,0.0309465,0.0372135,0.0454284,0.0825182,0.0489458,0.0200128,0.0100196,0.0113277,0.0272344,0.0366377,0,0,0,0,0,0,0,0,0,0.0691845,0,0
885,0.0666808,0.0453853,0,0,0,0,0,0,0.111782,0,0.064103,0.0759077,0,0,0.0192562,0,0,0.0294211,0.0627272,0.256476,0.0532345,0.0114895,0.097629,0.0597429,0.0355904,0.0472924,0.0619771,0.0442649,0.0290578,0.0346369,0.0607727,0.0623298,0.205416,0.0240625,0.00920411,0.0158557,0.0362527,0,0.0323304,0.0483086,0.0279305,0,0,0.0215,0,0,0.0339027,0.0733181,0.0395142,0.0448771,0.0239678,0.0954914,0.0552651,0.0471735,0.0760701,0.0725133,0.0287084,0.0403303,0.0492387,0.0865321,0.0495012,0.0196442,0.0100161,0.0112118,0.0266442,0.0382211,0,0,0,0,0,0,0,0,0,0,0,0
886,0.0671601,0.0451123,0,0,0,0,0,0,0.114387,0,0.062656,0.0754006,0,0,0.0191301,0,0,0.0293638,0.062622,0.256556,0.0524549,0.0126433,0.0979632,0.0599016,0.0351049,0.046911,0.0615956,0.0436423,0.0308037,0.0353593,0.0615985,0.0636066,0.204137,0.0243307,0.00922862,0.0158272,0.0358153,0,0.0325111,0.0476745,0.0281094,0,0,0.021626,0,0,0.0338632,0.0733791,0.0395541,0.0450441,0.0238642,0.0962981,0.0550416,0.0470235,0.0760673,0.0728399,0.0290021,0.0399639,0.0488453,0.0861167,0.0510904,0.0193255,0.0101499,0.0109555,0.0265194,0.0388104,0,0,0,0,0,0,0,0,0,0,0,0
887,0.0675573,0.044909,0,0,0,0,0,0,0.116689,0,0.06184,0.0751307,0,0,0.0189353,0,0,0.0293742,0.0626852,0.25639,0.0519202,0.0142439,0.0983435,0.0599563,0.034735,0.0466251,0.0613151,0.0431043,0.0320607,0.0359552,0.0623011,0.0646149,0.202865,0.0245787,0.0093924,0.0157638,0.0353707,0,0.0326955,0.0470077,0.0282713,0,0,0.0217831,0,0,0.0338568,0.0735877,0.0396329,0.0451453,0.023651,0.0970387,0.0547808,0.046871,0.0760277,0.07311,0.02928,0.0397644,0.0484667,0.0857318,0.0523532,0.0190407,0.0103994,0.0107243,0.0265091,0.0393112,0,0,0,0,0,0,0,0,0,0,0,0
888,0.0680115,0.0445839,0,0,0,0,0,0,0.118816,0,0.0609861,0.0748128,0,0,0.01883,0,0,0.0294266,0.0627394,0.256237,0.0512955,0.0161563,0.0987364,0.0601022,0.0343863,0.0463828,0.0611213,0.0426817,0.033362,0.0367274,0.0630446,0.0656522,0.201503,0.0247879,0.00948776,0.0157244,0.0350046,0,0.0328763,0.0463441,0.0284994,0,0,0.0219171,0,0,0.0338644,0.0737227,0.0400204,0.0451964,0.0233416,0.0976758,0.0546628,0.0467038,0.0759079,0.0732599,0.0294724,0.0394627,0.0480318,0.0852713,0.0536388,0.0189317,0.0105322,0.0105523,0.0263915,0.0398179,0,0,0,0,0,0,0,0,0,0,0,0
889,0.0684287,0.0442434,0,0,0,0,0,0,0.120911,0,0.0597773,0.0742553,0,0,0.0187657,0,0,0.0294735,0.0628628,0.256159,0.0505381,0.0179577,0.0990681,0.060191,0.034062,0.0462461,0.0609033,0.0422448,0.0347223,0.0375007,0.0637826,0.0667277,0.200176,0.0249189,0.00957822,0.0156438,0.034714,0,0.0332309,0.045898,0.028802,0,0,0.0219807,0,0,0.0338147,0.0737619,0.0406305,0.0452025,0.0231006,0.098223,0.0546846,0.0464429,0.0756058,0.0732233,0.0295627,0.0390286,0.0476217,0.0848016,0.0549809,0.0189321,0.0105602,0.0104825,0.0262654,0.0403254,0,0,0,0,0,0,0,0,0,0,0,0
890,0.068975,0.0439632,0,0,0,0,0,0,0.123273,0,0.0585584,0.0742707,0,0,0.0187963,0,0,0.0294661,0.0632683,0.256099,0.050077,0.0195604,0.0991403,0.0607912,0.0333915,0.0455253,0.0603313,0.0417784,0.0361351,0.0382269,0.064498,0.0678281,0.198707,0.0252823,0.00951664,0.0158356,0.0340839,0,0.0332231,0.0446505,0.0290924,0,0,0.0220392,0,0,0.0337612,0.0746032,0.0388695,0.0445828,0.0264006,0.0980776,0.0549155,0.0454908,0.0740512,0.0715264,0.028128,0,0.0494315,0.0864713,0.0522824,0.0188223,0.010491,0.0105223,0.0260387,0.0411855,0,0,0,0,0,0,0,0,0,0,0,0
891,0.0692048,0.0437109,0,0,0,0,0,0,0.125093,0,0.0577618,0.0737793,0,0,0.0188036,0,0,0.0294958,0.0634954,0.255921,0.049517,0.0213265,0.0995222,0.0608022,0.0333258,0.045461,0.0601789,0.0415632,0.0372854,0.0388927,0.0651578,0.0687736,0.197326,0.0253146,0.00964676,0.0156999,0.0337965,0,0.0334695,0.0444038,0.0293496,0,0,0.0221159,0,0,0.0337403,0.0746624,0.0395079,0.044565,0.0261113,0.0985795,0.0550419,0.0451652,0.0736139,0.0712492,0.0280687,0,0.048935,0.0859135,0.0531342,0.0187586,0.0104423,0.0105546,0.0260909,0.0413718,0,0,0,0,0,0,0,0,0,0,0,0
892,0.0692583,0.0435215,0,0,0,0,0,0,0.126445,0,0.0572176,0.072676,0,0,0.018746,0,0,0.0295025,0.0636061,0.255597,0.0487714,0.0230919,0.100188,0.0603447,0.0337302,0.0459689,0.060398,0.0414721,0.0381708,0.0394492,0.0657866,0.0695865,0.196131,0.0250754,0.00980393,0.0154497,0.0340334,0,0.034052,0.0451307,0.0295462,0,0,0.0221835,0,0,0.0336918,0.0739561,0.0424703,0.0450273,0.0222904,0.0996804,0.0550742,0.0455256,0.0742863,0.072384,0.0293447,0.0372115,0.0461543,0.0832088,0.0575424,0.0187644,0.0104491,0.0105374,0.0263902,0.0410719,0,0,0,0,0,0,0,0,0,0,0,0
893,0.0695752,0.0434299,0,0,0,0,0,0,0.128088,0,0.0565752,0.0721945,0,0,0.0187625,0,0,0.0294911,0.0638859,0.255303,0.0483011,0.024765,0.100679,0.0603865,0.0334597,0.0457253,0.0602677,0.04121,0.0388969,0.0399954,0.0663469,0.0703577,0.194991,0.0250776,0.00980566,0.0154891,0.0339377,0,0.0342036,0.0450727,0.0297247,0,0,0.0222616,0,0,0.0336416,0.0739537,0.0429872,0.0450395,0.0220415,0.100248,0.055212,0.0454034,0.0739756,0.0721346,0.0292652,0.0369969,0.0456982,0.0827926,0.057982,0.0187387,0.0104345,0.0105948,0.0266216,0.0411943,0,0,0,0,0,0,0,0,0,0,0,0
894,0.069914,0.0433719,0,0,0,0,0,0,0.129643,0,0.056027,0.0717406,0,0,0.0187954,0,0,0.0295093,0.0641562,0.25502,0.0478795,0.0262662,0.101193,0.0604025,0.0332338,0.0455872,0.0601331,0.0408966,0.0396615,0.0405834,0.0669264,0.0711255,0.193832,0.0250652,0.00983947,0.0154614,0.0338736,0,0.0343398,0.0450343,0.029922,0,0,0.0223458,0,0,0.033656,0.0739462,0.0433884,0.0450886,0.0218445,0.100853,0.055321,0.0452793,0.0737264,0.0719629,0.0292429,0.0368472,0.0453453,0.0824206,0.0583624,0.0187213,0.0103947,0.0106712,0.0268716,0.0413595,0,0,0,0,0,0,0,0,0,0,0,0
895,0.0702025,0.0433164,0,0,0,0,0,0,0.131083,0,0.0555403,0.0713451,0,0,0.0188108,0,0,0.0295015,0.0644213,0.254741,0.0474629,0.0276201,0.101677,0.0604296,0.033087,0.0455153,0.0600068,0.0405495,0.0405304,0.0412471,0.0675066,0.0719368,0.192649,0.0250811,0.00990763,0.0154049,0.0338075,0,0.0344675,0.0449998,0.0301112,0,0,0.0224314,0,0,0.0336618,0.0739361,0.0436564,0.0451696,0.0216654,0.101473,0.0554326,0.0451666,0.0735425,0.071868,0.0292909,0.0366398,0.0450625,0.0820625,0.0586367,0.0186601,0.0103956,0.0106703,0.0270823,0.0415747,0,0,0,0,0,0,0,0,0,0,0,0
896,0.0703992,0.0432675,0,0,0,0,0,0,0.132413,0,0.0550926,0.0710177,0,0,0.0187822,0,0,0.0295162,0.0646814,0.254449,0.0470371,0.028868,0.102108,0.0604641,0.0330194,0.0454969,0.059866,0.040186,0.04139,0.0419528,0.0681326,0.0727948,0.191406,0.025107,0.00999774,0.0153473,0.0337353,0,0.0345568,0.0449262,0.0302814,0,0,0.0224851,0,0,0.0335936,0.07395,0.043852,0.0452877,0.0215089,0.102119,0.0555639,0.0450585,0.0734165,0.071868,0.029393,0.0364383,0.0448326,0.081792,0.0589383,0.0185642,0.0104301,0.0105984,0.0272481,0.041816,0,0,0,0,0,0,0,0,0,0,0,0
897,0.0705809,0.0432254,0,0,0,0,0,0,0.133627,0,0.0546922,0.0707673,0,0,0.0187775,0,0,0.0295572,0.0649694,0.254138,0.0465971,0.030012,0.102518,0.0604914,0.0330167,0.0453933,0.0597213,0.0398194,0.0422089,0.0426508,0.0687612,0.0736027,0.190257,0.0251172,0.0100156,0.0153222,0.0336775,0,0.0346346,0.0447705,0.030412,0,0,0.0225653,0,0,0.0335708,0.0739803,0.0439883,0.0454254,0.0214208,0.10276,0.0556271,0.0448784,0.0733111,0.0719309,0.0294821,0.0362513,0.0446313,0.0815927,0.0593143,0.0184501,0.0104941,0.0105178,0.0273986,0.0420387,0,0,0,0,0,0,0,0,0,0,0,0
898,0.0707608,0.0432043,0,0,0,0,0,0,0.134734,0,0.054324,0.070544,0,0,0.0188155,0,0,0.0295792,0.0652577,0.253802,0.046166,0.0311163,0.102904,0.0605139,0.0329525,0.04544,0.0595838,0.0394904,0.0429481,0.043301,0.0693281,0.0743152,0.189318,0.0251527,0.010042,0.0153,0.0336433,0,0.0348163,0.044582,0.0304646,0,0,0.0226491,0,0,0.0335991,0.0740311,0.0441366,0.0455718,0.0214116,0.103383,0.0555908,0.0447361,0.0731205,0.0719726,0.0295536,0.0360595,0.0444113,0.0813665,0.0596565,0.018436,0.0105585,0.0104504,0.0275359,0.0422355,0,0,0,0,0,0,0,0,0,0,0,0
899,0.0709079,0.0432095,0,0,0,0,0,0,0.135828,0,0.0540695,0.0703169,0,0,0.0188729,0,0,0.0295605,0.0655299,0.253444,0.0457695,0.0321806,0.103313,0.0604876,0.0329244,0.0455493,0.0593859,0.0393676,0.0435884,0.0438491,0.0698899,0.0749523,0.188295,0.0251797,0.0100797,0.0152562,0.0335772,0,0.0351211,0.0444,0.0304752,0,0,0.0227026,0,0,0.0335467,0.0740988,0.0443016,0.0457182,0.0214929,0.104011,0.0555356,0.044552,0.0728352,0.0718613,0.0296323,0.0358472,0.0442406,0.0811151,0.0600786,0.0183877,0.0105828,0.0104156,0.0276848,0.0423711,0,0,0,0,0,0,0,0,0,0,0,0
900,0.0710156,0.0432318,0,0,0,0,0,0,0.136934,0,0.0538483,0.0701229,0,0,0.0189375,0,0,0.0295649,0.0657743,0.25307,0.0453741,0.0331994,0.103758,0.0604225,0.0328793,0.0455712,0.0592158,0.0394342,0.0441237,0.0443268,0.0704389,0.0755593,0.187209,0.0251155,0.0101005,0.0152166,0.0335007,0,0.0352959,0.0442441,0.0304923,0,0,0.0227358,0,0,0.0334949,0.074164,0.0446038,0.0459198,0.0216024,0.104669,0.0555437,0.0443229,0.0724866,0.0716488,0.0295829,0.0356126,0.0440644,0.0808843,0.0605797,0.0183081,0.0105746,0.0103782,0.0278312,0.0424396,0,0,0,0,0,0,0,0,0,0,0,0
901,0.0711079,0.0432452,0,0,0,0,0,0,0.138019,0,0.0536545,0.0699349,0,0,0.0189779,0,0,0.0295891,0.0659728,0.252731,0.0450318,0.0341472,0.104295,0.0603761,0.0328112,0.0455972,0.0590951,0.0392588,0.0446635,0.0448518,0.0709599,0.07616,0.186063,0.0250428,0.010126,0.0151926,0.0333985,0,0.0353706,0.0440949,0.0305023,0,0,0.0228067,0,0,0.0334534,0.0742062,0.0450465,0.0461638,0.0216895,0.10535,0.0555355,0.0440923,0.0720783,0.0713612,0.0293746,0.0353601,0.0438348,0.0806616,0.0611204,0.0182179,0.0106152,0.0103136,0.0279401,0.0424825,0,0,0,0,0,0,0,0,0,0,0,0
902,0.0712173,0.0432614,0,0,0,0,0,0,0.139031,0,0.053504,0.0697395,0,0,0.0190038,0,0,0.0296214,0.0661165,0.252406,0.0447222,0.0350169,0.1049,0.0603539,0.0327785,0.0456019,0.0589836,0.0388892,0.0452256,0.0453859,0.0714704,0.0767699,0.18483,0.0250234,0.0101404,0.0151949,0.0333257,0,0.0355312,0.0439688,0.0305132,0,0,0.0228607,0,0,0.0333749,0.0741865,0.0454482,0.0464305,0.0217582,0.106034,0.0555139,0.0438908,0.0717063,0.0710463,0.0291214,0.0350493,0.0434916,0.0802861,0.0617161,0.0181689,0.0106685,0.0102496,0.0279835,0.042526,0,0,0,0,0,0,0,0,0,0,0,0
903,0.0713351,0.0432781,0,0,0,0,0,0,0.139939,0,0.0534228,0.0695265,0,0,0.0190525,0,0,0.0296366,0.0662609,0.252095,0.0444265,0.0358632,0.105489,0.060325,0.0327659,0.0455833,0.0589495,0.0386396,0.0458143,0.0459637,0.0719854,0.0774038,0.183459,0.0250497,0.0101629,0.0151968,0.0334206,0,0.0357285,0.0438271,0.0305731,0,0,0.0229097,0,0,0.0333721,0.0741328,0.0457635,0.0466854,0.0218375,0.106705,0.0555036,0.0437267,0.0713938,0.0707388,0.0288432,0.0347263,0.0430962,0.0798594,0.0623644,0.0181624,0.0107014,0.0101962,0.0279787,0.0425897,0,0,0,0,0,0,0,0,0,0,0,0
904,0.0714267,0.0432759,0,0,0,0,0,0,0.140758,0,0.0533935,0.0692958,0,0,0.0189295,0,0,0.0297507,0.0664512,0.251787,0.0441499,0.0366918,0.106076,0.0600903,0.0327742,0.0455566,0.0591151,0.0386424,0.0464531,0.0464986,0.0725142,0.0780565,0.18199,0.0252468,0.00990261,0.0157574,0.0334439,0,0.0359479,0.043671,0.030682,0,0,0.0226895,0,0,0.0335251,0.0740716,0.0461259,0.0469384,0.021955,0.107379,0.0555379,0.0435877,0.0710997,0.070411,0.0285591,0.0344323,0.0427445,0.0795037,0.0630293,0.0181449,0.0106113,0.0104104,0.0279836,0.0426706,0,0,0,0,0,0,0,0,0,0,0,0
905,0.0714664,0.0433173,0,0,0,0,0,0,0.141458,0,0.053516,0.0690922,0,0,0.0189499,0,0,0.0298029,0.0666562,0.25147,0.0439597,0.0375165,0.106649,0.0599246,0.0327871,0.0455648,0.0590911,0.0386131,0.0470507,0.0470472,0.072994,0.0786846,0.180487,0.025289,0.0098584,0.0158691,0.0333513,0,0.036171,0.0434831,0.0307967,0,0,0.0226712,0,0,0.0335566,0.0740362,0.0465043,0.0471324,0.022131,0.107993,0.0555362,0.0434911,0.0708326,0.0699038,0.0282686,0.0341414,0.0424947,0.079225,0.0637214,0.0181824,0.0106067,0.0104024,0.0280561,0.0426663,0,0,0,0,0,0,0,0,0,0,0,0
906,0.0714685,0.0434117,0,0,0,0,0,0,0.142105,0,0.0536794,0.0689028,0,0,0.0189701,0,0,0.0298755,0.0668744,0.251113,0.0438363,0.0383312,0.10723,0.0597609,0.0327442,0.0455743,0.0589603,0.0385028,0.0475982,0.0475486,0.0734217,0.0792765,0.179023,0.0252835,0.00982598,0.0159368,0.0332473,0,0.0363458,0.0432487,0.0308833,0,0,0.0226794,0,0,0.0335622,0.0739987,0.0469201,0.0472819,0.0223061,0.108587,0.0555252,0.0434339,0.0706228,0.0692542,0.0280589,0.0338675,0.0422643,0.0789591,0.0642336,0.0182695,0.0106268,0.0103904,0.028199,0.0426226,0,0,0,0,0,0,0,0,0,0,0,0
907,0.0714697,0.0435598,0,0,0,0,0,0,0.142729,0,0.0539035,0.0687392,0,0,0.0189647,0,0,0.0299662,0.0671422,0.25078,0.0437088,0.0390632,0.107805,0.0596142,0.0326874,0.0455113,0.0587915,0.03835,0.0481068,0.0480121,0.0738337,0.0798213,0.177549,0.02528,0.00985067,0.0160127,0.0332481,0,0.0365214,0.0429739,0.0309534,0,0,0.0226613,0,0,0.0335405,0.0739468,0.047303,0.0473676,0.022479,0.109146,0.0554918,0.0433904,0.0704533,0.0688183,0.0279175,0.0336051,0.0420208,0.078716,0.0647381,0.0182969,0.0106389,0.010374,0.0284253,0.0425765,0,0,0,0,0,0,0,0,0,0,0,0
908,0.0715163,0.0436952,0,0,0,0,0,0,0.143322,0,0.0541133,0.0685615,0,0,0.0189821,0,0,0.0300684,0.0674222,0.250448,0.0435858,0.0395778,0.108373,0.0594926,0.0326278,0.0454003,0.058666,0.0381869,0.0485285,0.0485458,0.0742599,0.0803432,0.176112,0.0252865,0.00993911,0.0160544,0.0333158,0,0.0367815,0.0427062,0.0310248,0,0,0.0226051,0,0,0.0335184,0.0739013,0.0475839,0.047402,0.0226043,0.109663,0.0554912,0.0433212,0.0703058,0.0688196,0.0277938,0.0334155,0.0418126,0.0784554,0.0652965,0.0183796,0.0106118,0.0103448,0.028704,0.042578,0,0,0,0,0,0,0,0,0,0,0,0
909,0.071588,0.0438276,0,0,0,0,0,0,0.143876,0,0.0543268,0.068358,0,0,0.0189603,0,0,0.0301256,0.0676651,0.250062,0.0434689,0.0399318,0.108926,0.05938,0.0325225,0.0453047,0.0585225,0.0380339,0.0489671,0.0488435,0.0747066,0.0808816,0.174698,0.0252779,0.0100454,0.0161138,0.033316,0,0.0369752,0.0423534,0.0311314,0,0,0.0225533,0,0,0.0335325,0.0738802,0.0478505,0.0474175,0.0227265,0.110182,0.0555062,0.0429898,0.0701705,0.0687752,0.0276435,0.0332698,0.0416026,0.0782041,0.0658321,0.01847,0.0105709,0.0103492,0.029039,0.0426456,0,0,0,0,0,0,0,0,0,0,0,0
910,0.0716683,0.0439582,0,0,0,0,0,0,0.144467,0,0.0544853,0.0681287,0,0,0.0188487,0,0,0.030141,0.0678558,0.249677,0.0433709,0.0404737,0.109496,0.0592601,0.0323393,0.0452794,0.0582599,0.0379283,0.0494795,0.0489676,0.0750905,0.0814154,0.173296,0.0252955,0.0101164,0.0161465,0.0332993,0,0.0370154,0.0419977,0.0312614,0,0,0.0225157,0,0,0.0335458,0.0738931,0.0480583,0.047456,0.0228725,0.110712,0.0554861,0.0426138,0.0700127,0.0685114,0.0274144,0.0329339,0.04133,0.0780628,0.0664911,0.0185119,0.0105727,0.0103509,0.0293571,0.0427268,0,0,0,0,0,0,0,0,0,0,0,0
911,0.0717599,0.0440821,0,0,0,0,0,0,0.145106,0,0.0545697,0.0678907,0,0,0.018792,0,0,0.0301706,0.0679871,0.249331,0.0432566,0.0412133,0.110087,0.0590969,0.0322752,0.0452638,0.0577933,0.0378675,0.0500751,0.049166,0.0754526,0.0818812,0.17194,0.0253701,0.0102144,0.016155,0.0331734,0,0.0371668,0.0417173,0.0314172,0,0,0.0224949,0,0,0.0335798,0.0738997,0.0483079,0.047508,0.0230425,0.111241,0.0554273,0.0425554,0.0698185,0.0681839,0.0271358,0.0326226,0.0408956,0.0778916,0.0671644,0.0185396,0.0105971,0.0103684,0.029716,0.0428406,0,0,0,0,0,0,0,0,0,0,0,0
912,0.071842,0.0441926,0,0,0,0,0,0,0.145704,0,0.0547235,0.0675814,0,0,0.0188454,0,0,0.0302271,0.0681071,0.24901,0.0431255,0.0419411,0.110638,0.0588658,0.0323214,0.0452042,0.0574111,0.0378611,0.0507638,0.0493224,0.0757547,0.082289,0.170675,0.0254574,0.0102965,0.0161784,0.032989,0,0.0374546,0.0414443,0.0315919,0,0,0.0224747,0,0,0.0336301,0.0738642,0.0486433,0.047524,0.0233108,0.111745,0.0553564,0.0426037,0.069584,0.0678907,0.0268518,0.0323502,0.0407267,0.0776272,0.067697,0.0185683,0.0106263,0.0103763,0.0301177,0.0429914,0,0,0,0,0,0,0,0,0,0,0,0
913,0.0719899,0.0442712,0,0,0,0,0,0,0.146224,0,0.0548818,0.0672068,0,0,0.0188856,0,0,0.0302619,0.0682823,0.248711,0.0429906,0.0424998,0.111135,0.0586428,0.0323334,0.0451438,0.0575184,0.0378841,0.0513951,0.0497727,0.0760576,0.0826949,0.169541,0.0254539,0.0103208,0.0162239,0.0329022,0,0.0376353,0.0411802,0.0318025,0,0,0.0224341,0,0,0.0336716,0.0738035,0.049006,0.0475017,0.0237923,0.112173,0.0552894,0.0426276,0.0693292,0.0675943,0.0265904,0.0320847,0.0406539,0.0773102,0.0680873,0.0186325,0.010618,0.0103703,0.0305425,0.0431586,0,0,0,0,0,0,0,0,0,0,0,0
914,0.0721627,0.0443914,0,0,0,0,0,0,0.146704,0,0.0550393,0.0668322,0,0,0.0189292,0,0,0.0303494,0.0684942,0.248368,0.0428809,0.0430799,0.111575,0.0583331,0.0322861,0.0451604,0.0577727,0.037941,0.0515296,0.0502944,0.0763996,0.0831163,0.168443,0.0254105,0.0104088,0.0161827,0.0328943,0,0.03772,0.0409184,0.0320118,0,0,0.0224489,0,0,0.0337496,0.0737959,0.049318,0.0474258,0.0243652,0.112508,0.0552036,0.0426367,0.0690555,0.0672896,0.0263204,0.031808,0.0405065,0.0770022,0.068362,0.018721,0.0106095,0.0103585,0.0309813,0.0433316,0,0,0,0,0,0,0,0,0,0,0,0
915,0.0723413,0.0445348,0,0,0,0,0,0,0.147236,0,0.0551563,0.0665321,0,0,0.0189708,0,0,0.0303987,0.0687146,0.248036,0.0427809,0.0436429,0.111944,0.0580233,0.0322125,0.0451322,0.0582308,0.0378175,0.0515716,0.0508625,0.0767134,0.0835267,0.167332,0.025298,0.0105096,0.0161154,0.0329268,0,0.0379346,0.0406329,0.03223,0,0,0.0225167,0,0,0.0338331,0.0738325,0.0495256,0.047365,0.0245048,0.112738,0.055141,0.0426576,0.0688044,0.0670019,0.0260757,0.0315565,0.0402392,0.0767016,0.0685506,0.0188265,0.0105829,0.0103584,0.0314689,0.0435093,0,0,0,0,0,0,0,0,0,0,0,0
916,0.0725313,0.0446932,0,0,0,0,0,0,0.147809,0,0.055233,0.066308,0,0,0.0189797,0,0,0.0303826,0.0689113,0.247671,0.0426932,0.0442314,0.112282,0.0577506,0.0321132,0.0450684,0.0581853,0.0377226,0.0516021,0.051292,0.0769995,0.0839313,0.166308,0.0251493,0.0105713,0.0160515,0.0327572,0,0.0380562,0.040274,0.0324352,0,0,0.0224833,0,0,0.0338966,0.0739991,0.0496476,0.0472618,0.0239303,0.112867,0.0550355,0.0425429,0.0686798,0.0667002,0.0258362,0.0313903,0.0399529,0.0764075,0.0685722,0.0189556,0.0106021,0.0103463,0.0319671,0.0436804,0,0,0,0,0,0,0,0,0,0,0,0
917,0.0727193,0.0448623,0,0,0,0,0,0,0.148404,0,0.0552887,0.0660818,0,0,0.0190092,0,0,0.0304295,0.0690772,0.247327,0.0425985,0.0448366,0.112619,0.0574402,0.0320813,0.0450339,0.0580253,0.0377811,0.0518073,0.0515227,0.0772536,0.0842793,0.165373,0.0249813,0.0106849,0.0159122,0.0325007,0,0.0381434,0.0400004,0.0326173,0,0,0.0223075,0,0,0.0339003,0.0742577,0.0497595,0.0470857,0.0238236,0.112999,0.0549114,0.0422735,0.0685454,0.06637,0.0255658,0.0311737,0.0396717,0.0760635,0.0686187,0.019105,0.0106045,0.0103433,0.0324811,0.0438787,0,0,0,0,0,0,0,0,0,0,0,0
