Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,,x77
362,0.0687028,0.0451511,0,0,0,0,0,0,0.10528,0,0.0656321,0.0732014,0,0,0.0187257,0,0,0.0325282,0.0631234,0.255124,0.0527044,0.0140597,0.0964204,0.0494805,0.0375611,0.0498336,0.0631707,0.0448608,0.0250906,0.0335908,0.0599243,0.0610389,0.209422,0.0173354,0.0138618,0.0115114,0.0397381,0,0.0319128,0.0527663,0.0305685,0,0,0.02123,0,0,0.0351106,0.0695289,0.0439401,0.0457105,0.0204168,0.0949651,0.0524921,0.0486557,0,0.0772108,0.0324857,0.0370063,0.0413241,0.0763052,0.0385992,0.0202035,0.0126144,0.0107132,0.0360245,0.0356608,0,0,0,0,0,0,0,0,0,0.0644285,0,0
363,0.0692102,0.0450744,0,0,0,0,0,0,0.104771,0,0.0662146,0.0738964,0,0,0.0188618,0,0,0.0320826,0.0644325,0.254994,0.0530934,0.0140594,0.0953275,0.0514098,0.03655,0.0487936,0.0622469,0.0444984,0.0241813,0.0329163,0.0594093,0.0605825,0.210082,0.0182576,0.0130141,0.0120841,0.039336,0,0.0303655,0.0510245,0.0301388,0,0,0.0213091,0,0,0.0351116,0.0723487,0.0401492,0.0431532,0.0205866,0.0925849,0.0530202,0.045436,0.0766674,0.0747027,0.031713,0.0390107,0.0447197,0.0797879,0.0398923,0.0199623,0.01231,0.0109393,0.0353506,0.0369681,0,0,0,0,0,0,0,0,0,0.067802,0,0
364,0.0690708,0.0450221,0,0,0,0,0,0,0.103263,0,0.0673438,0.0744435,0,0,0.0188305,0,0,0.0320938,0.0649963,0.254653,0.0533798,0.0150428,0.0949403,0.0514026,0.0367559,0.0492782,0.0621982,0.0447602,0.022784,0.0324236,0.0589726,0.0601177,0.210467,0.0182221,0.0130408,0.0121331,0.039776,0,0.0301263,0.051586,0.0299699,0,0,0.021303,0,0,0.0351037,0.0722682,0.0396963,0.0433464,0.0205472,0.0922146,0.0530521,0.0454506,0.0764557,0.0746505,0.0316028,0.0392619,0.0449438,0.0800488,0.0386488,0.0199958,0.0123206,0.0110352,0.0353111,0.0366815,0,0,0,0,0,0,0,0,0,0.0680408,0,0
365,0.0689799,0.0449215,0,0,0,0,0,0,0.101787,0,0.0686347,0.0749375,0,0,0.018832,0,0,0.0321382,0.0657014,0.254208,0.0535751,0.0162885,0.0945346,0.0513697,0.0369421,0.0498524,0.0621909,0.0450382,0.0213165,0.0318967,0.0585899,0.0597717,0.210682,0.0181671,0.0130807,0.0121688,0.0402333,0,0.0298071,0.0521371,0.0298138,0,0,0.0212688,0,0,0.0351236,0.0721865,0.0393142,0.0435431,0.0204494,0.0918186,0.0530828,0.0457105,0.0764316,0.0745779,0.0315102,0.0395707,0.045178,0.0803321,0.0375239,0.0200687,0.0123248,0.0111077,0.0352358,0.0364469,0,0,0,0,0,0,0,0,0,0.0682626,0,0
366,0.0688736,0.0447958,0,0,0,0,0,0,0.100374,0,0.0700355,0.0753511,0,0,0.0188335,0,0,0.0321795,0.0666583,0.253655,0.0537044,0.0178283,0.0940924,0.0513444,0.0371302,0.05047,0.0622649,0.045359,0.0197787,0.0314086,0.0582912,0.0596319,0.210644,0.0181125,0.0131634,0.012183,0.0407413,0,0.0295201,0.052755,0.0296615,0,0,0.0212256,0,0,0.0351605,0.0720775,0.0388865,0.0437393,0.0204318,0.0914492,0.053127,0.0462462,0.0764239,0.0744823,0.0314391,0.0398963,0.0454515,0.0806648,0.0364142,0.0201398,0.01235,0.0111891,0.0351955,0.0362014,0,0,0,0,0,0,0,0,0,0.0685188,0,0
367,0.0687217,0.044636,0,0,0,0,0,0,0.0990171,0,0.071456,0.0756444,0,0,0.0188452,0,0,0.0321955,0.0678033,0.252964,0.053752,0.0194948,0.0935809,0.0513387,0.0373313,0.0512864,0.0622943,0.0457308,0.0181674,0.0309659,0.0580595,0.0597379,0.210385,0.0180633,0.0133094,0.0121569,0.0412697,0,0.0292907,0.0533521,0.0295096,0,0,0.0211698,0,0,0.0351753,0.0719398,0.0384521,0.0439579,0.0204059,0.0910902,0.0531847,0.0463927,0.0763979,0.0743716,0.0312862,0.0402012,0.0457132,0.081006,0.0353224,0.0202342,0.0123507,0.0112848,0.0351802,0.0359417,0,0,0,0,0,0,0,0,0,0.0688082,0,0
368,0.068548,0.0444736,0,0,0,0,0,0,0.097737,0,0.0728079,0.0758667,0,0,0.0188668,0,0,0.0321852,0.0690047,0.252251,0.0536897,0.0211941,0.0930128,0.051328,0.0375076,0.0523214,0.062304,0.0461076,0.0165532,0.0305002,0.0578739,0.0599751,0.210098,0.0179776,0.0134086,0.0121268,0.0417763,0,0.0290707,0.0539553,0.0293728,0,0,0.0211001,0,0,0.0351997,0.0717802,0.03803,0.0442232,0.0204048,0.0907713,0.0532616,0.0462766,0.07635,0.0742301,0.0311068,0.0405249,0.0460086,0.0813354,0.034377,0.0203708,0.0123311,0.0113871,0.0351341,0.0356859,0,0,0,0,0,0,0,0,0,0.0691015,0,0
369,0.0684124,0.044314,0,0,0,0,0,0,0.0965962,0,0.0740361,0.0760147,0,0,0.0188885,0,0,0.0322342,0.0702618,0.251599,0.0535244,0.0227948,0.092489,0.0513129,0.0376355,0.0533196,0.0623033,0.0464687,0.015004,0.0300221,0.057747,0.0603177,0.209746,0.0178947,0.0134544,0.0121393,0.0422221,0,0.0288803,0.0546144,0.0292844,0,0,0.0210029,0,0,0.0352016,0.0715849,0.0376438,0.0445488,0.0205069,0.0904752,0.0533614,0.0461643,0.0762887,0.0740757,0.0309785,0.0408287,0.0462931,0.0816781,0.0335913,0.0204724,0.0122699,0.011535,0.0350794,0.0354752,0,0,0,0,0,0,0,0,0,0.0693689,0,0
370,0.0683345,0.0441413,0,0,0,0,0,0,0.0956585,0,0.0753724,0.0761332,0,0,0.0189179,0,0,0.0322765,0.0718076,0.25084,0.0532667,0.0245102,0.0919258,0.0512802,0.0377408,0.0543053,0.0622816,0.0469126,0.0134144,0.0296123,0.0578049,0.06099,0.209034,0.0178334,0.0134924,0.0122021,0.0426054,0,0.0287001,0.0552846,0.0292263,0,0,0.0208743,0,0,0.0351898,0.0713449,0.0372635,0.0449119,0.0206076,0.0901451,0.0534829,0.046051,0.0762108,0.0739277,0.0308542,0.0411542,0.0465731,0.0820243,0.0329251,0.0205977,0.0122008,0.0117014,0.0350042,0.0353127,0,0,0,0,0,0,0,0,0,0.06966,0,0
371,0.0682895,0.0439572,0,0,0,0,0,0,0.094918,0,0.0765692,0.0761998,0,0,0.0189572,0,0,0.0322956,0.07335,0.250184,0.0529497,0.0260315,0.0913308,0.0512726,0.0377958,0.0552743,0.0622104,0.0473756,0.0120547,0.029267,0.057994,0.0618314,0.208182,0.0177714,0.0135705,0.0122464,0.0428234,0,0.0285286,0.0559372,0.0292259,0,0,0.0207404,0,0,0.0351493,0.0710887,0.0368347,0.0452827,0.0208179,0.0898513,0.0536504,0.0459366,0.0760868,0.0737187,0.0306577,0.04145,0.0469076,0.082413,0.0325017,0.0206542,0.0120879,0.0118901,0.0348974,0.0351781,0,0,0,0,0,0,0,0,0,0.0699894,0,0
372,0.0681669,0.0438923,0,0,0,0,0,0,0.0946588,0,0.0784953,0.0762794,0,0,0.0189715,0,0,0.0323256,0.0757453,0.248953,0.0525366,0.0282462,0.090648,0.0512801,0.037891,0.0570022,0.0620654,0.0481629,0.0105008,0.0288419,0.0584589,0.0634933,0.20646,0.0177019,0.0136774,0.012279,0.0427933,0,0.0283975,0.0565351,0.0293281,0,0,0.0212391,0,0,0.0349495,0.0708115,0.0362794,0.0457197,0.021308,0.0895636,0.0538341,0.0457552,0.0758638,0.0734104,0.0304107,0.0417718,0.0473836,0.0829365,0.0322819,0.0205883,0.0122399,0.0115094,0.0348491,0.035011,0,0,0,0,0,0,0,0,0,0.0704296,0,0
373,0.0680985,0.0436621,0,0,0,0,0,0,0.0939285,0,0.0781953,0.0761893,0,0,0.0189551,0,0,0.0323517,0.0759402,0.249252,0.0521732,0.0281387,0.0902137,0.0513917,0.0375238,0.0569167,0.0618754,0.048128,0.010198,0.0287895,0.058375,0.0633678,0.206612,0.0176966,0.0137416,0.0123307,0.0429504,0,0.0282526,0.0570984,0.0293996,0,0,0.021026,0,0,0.0349917,0.070502,0.0359156,0.0460295,0.0215238,0.0892895,0.0540336,0.0456216,0.0757797,0.0732112,0.0302509,0.0420613,0.0476435,0.0832743,0.0320678,0.0206709,0.0120992,0.0117287,0.0346296,0.0349361,0,0,0,0,0,0,0,0,0,0.0707192,0,0
374,0.067988,0.0435619,0,0,0,0,0,0,0.0935393,0,0.0768692,0.0762928,0,0,0.0189589,0,0,0.0323361,0.0764306,0.251476,0.0517118,0.0281373,0.0897422,0.0514668,0.0371796,0.0568782,0.0616959,0.0482517,0.00934864,0.0280151,0.0575831,0.0630706,0.204022,0.0177224,0.0137768,0.0124213,0.0431408,0,0.0281388,0.0576577,0.0294775,0,0,0.020554,0,0,0.0351061,0.0701064,0.035397,0.0464909,0.02161,0.0890037,0.0542649,0.0456906,0.0757428,0.0730412,0.030183,0.0424352,0.047908,0.083647,0.0314862,0.020798,0.0118858,0.0122654,0.0344576,0.0348083,0,0,0,0,0,0,0,0,0,0.0710381,0,0
375,0.067931,0.0435769,0,0,0,0,0,0,0.0932454,0,0.0749652,0.0764776,0,0,0.0189213,0,0,0.0323533,0.076443,0.254484,0.051377,0.027607,0.0894052,0.0515719,0.0370254,0.0565247,0.0615471,0.0482321,0.00861167,0.0271536,0.0565535,0.0626241,0.201063,0.0177956,0.0138618,0.0124804,0.0435449,0,0.0279519,0.0579803,0.0295949,0,0,0.0204054,0,0,0.0351099,0.0697924,0.0348459,0.0469777,0.021609,0.0887989,0.0544302,0.0463616,0.075811,0.0729108,0.0301683,0.0427563,0.0481193,0.0839449,0.0308565,0.0209197,0.0117614,0.0125028,0.0341945,0.0347436,0,0,0,0,0,0,0,0,0,0.0713102,0,0
376,0.067929,0.0436703,0,0,0,0,0,0,0.093072,0,0.0731728,0.076585,0,0,0.0188552,0,0,0.0323636,0.0764487,0.257342,0.0510987,0.0271942,0.0890794,0.0516722,0.0369879,0.0561717,0.0614406,0.0482335,0.00799234,0.0264024,0.055648,0.0623017,0.198196,0.0178839,0.0138843,0.0125764,0.043977,0,0.0277805,0.0584637,0.0297126,0,0,0.0203115,0,0,0.035093,0.0694389,0.0343658,0.0474501,0.0215602,0.0886726,0.0545872,0.0464451,0.0758303,0.0728003,0.0299759,0.0429851,0.0482817,0.0841996,0.0302006,0.0210519,0.0116402,0.0126918,0.0338689,0.034652,0,0,0,0,0,0,0,0,0,0.0715097,0,0
377,0.0678625,0.0438308,0,0,0,0,0,0,0.0930125,0,0.0712432,0.0766964,0,0,0.0188492,0,0,0.0323772,0.0765122,0.260479,0.0507936,0.0267757,0.0886845,0.051744,0.0368954,0.0558674,0.0613224,0.0482185,0.00735695,0.0255479,0.0546414,0.0617961,0.195349,0.017951,0.0138826,0.0126991,0.0443757,0,0.0276786,0.0591126,0.0298189,0,0,0.020228,0,0,0.0350456,0.0689783,0.0338575,0.0479763,0.0215613,0.0885197,0.0546945,0.0461487,0.0757304,0.0726698,0.0297819,0.0432529,0.0485046,0.0845269,0.0293063,0.0211276,0.0115782,0.0128838,0.0336204,0.0345598,0,0,0,0,0,0,0,0,0,0.0717252,0,0
378,0.0678263,0.0438927,0,0,0,0,0,0,0.0930629,0,0.0692883,0.0768602,0,0,0.0188452,0,0,0.0323957,0.0765143,0.2637,0.0505162,0.0262017,0.0882851,0.0518071,0.036817,0.0556337,0.0611772,0.048172,0.00680224,0.0246598,0.0536088,0.0611618,0.192594,0.0180102,0.0138625,0.012778,0.0448366,0,0.0275677,0.0597594,0.0299583,0,0,0.020148,0,0,0.0350387,0.0683007,0.0333433,0.0484992,0.0214836,0.0883589,0.0547488,0.0461193,0.0755855,0.0725352,0.029629,0.0435133,0.0486806,0.0848365,0.0284395,0.0211758,0.0114735,0.0130359,0.0333107,0.0344859,0,0,0,0,0,0,0,0,0,0.0719531,0,0
379,0.0682084,0.0441385,0,0,0,0,0,0,0.0947916,0,0.0689439,0.0764809,0,0,0.0192822,0,0,0.0319166,0.0778778,0.260314,0.0493781,0.0227253,0.0871506,0.0524207,0.0372693,0.0548755,0.0598872,0.0475102,0.00949606,0.0284324,0.0546919,0.0610059,0.196425,0.0180829,0.0134694,0.0134357,0.0447367,0,0.0272347,0.0601764,0.0306374,0,0,0.019675,0,0,0.0351748,0.06782,0.0322541,0.048707,0.0214023,0.0877622,0.0552366,0.0455284,0.0748332,0.0720961,0.0294857,0.0438767,0.0494577,0.0858006,0.0279196,0.0213396,0.0111138,0.0134331,0.0329186,0.0348065,0,0,0,0,0,0,0,0,0,0.072678,0,0
380,0.0681292,0.0442265,0,0,0,0,0,0,0.0946206,0,0.0682006,0.0765923,0,0,0.0191434,0,0,0.032032,0.0781599,0.261254,0.0490202,0.0211415,0.0866158,0.0524722,0.0372573,0.0543421,0.0595785,0.0475233,0.0102478,0.0287145,0.0548685,0.0611686,0.195737,0.0181796,0.013465,0.0134188,0.0452231,0,0.0271782,0.0608604,0.0307072,0,0,0.0195843,0,0,0.0352219,0.0671706,0.0318084,0.0491904,0.0211677,0.0875312,0.0553735,0.0455443,0.0747371,0.072001,0.0293872,0.0440336,0.0496993,0.0861646,0.0272497,0.0213925,0.0110231,0.0135379,0.0326773,0.0347153,0,0,0,0,0,0,0,0,0,0.0729069,0,0
381,0.0680447,0.0443433,0,0,0,0,0,0,0.0944988,0,0.0673654,0.0768847,0,0,0.0188406,0,0,0.0323291,0.0782497,0.26234,0.04867,0.0196429,0.0859933,0.0524403,0.0372526,0.053861,0.0593014,0.0474497,0.0108716,0.0288612,0.0549681,0.0614643,0.194886,0.018242,0.013434,0.0131871,0.0458192,0,0.0269678,0.0615171,0.0307078,0,0,0.0195274,0,0,0.0353433,0.0667498,0.0314582,0.0497362,0.0208777,0.0872842,0.0555275,0.0457393,0.0747007,0.0718097,0.0291449,0.0441465,0.0499432,0.0865421,0.0267856,0.0214872,0.0108052,0.0134264,0.0324506,0.0345263,0,0,0,0,0,0,0,0,0,0.073136,0,0
382,0.0679267,0.0445081,0,0,0,0,0,0,0.094299,0,0.0664609,0.0770891,0,0,0.0186433,0,0,0.0324995,0.0783646,0.263458,0.0483218,0.0180646,0.0853703,0.0524259,0.0373625,0.0533886,0.0590323,0.0474006,0.011554,0.0288919,0.0550414,0.0616452,0.194301,0.0183317,0.0134554,0.013121,0.0465214,0,0.0267595,0.0621427,0.0307527,0,0,0.0195144,0,0,0.0354003,0.0663487,0.0310975,0.0501477,0.0206359,0.0868952,0.0555963,0.0457997,0.0746116,0.0715931,0.0289894,0.0443115,0.0502302,0.0869657,0.0261888,0.0215643,0.0107473,0.0134353,0.0322253,0.034363,0,0,0,0,0,0,0,0,0,0.0734186,0,0
383,0.0677862,0.0447096,0,0,0,0,0,0,0.0942569,0,0.0656113,0.0772275,0,0,0.0184555,0,0,0.0326548,0.078626,0.264564,0.0479798,0.0163695,0.0847322,0.0523989,0.0372718,0.0529122,0.0587446,0.0474576,0.0123607,0.0289079,0.055152,0.0618631,0.193498,0.01839,0.0135234,0.0130433,0.0471003,0,0.0266004,0.0628037,0.0308527,0,0,0.0194736,0,0,0.0354721,0.0659082,0.0307648,0.050539,0.0204206,0.0864399,0.0556721,0.0458923,0.0745341,0.0713438,0.0288245,0.0444681,0.0505204,0.0873693,0.0257002,0.0216348,0.010679,0.0134674,0.0320076,0.0341905,0,0,0,0,0,0,0,0,0,0.0736979,0,0
384,0.0676369,0.0449434,0,0,0,0,0,0,0.0942393,0,0.0647711,0.0773792,0,0,0.0182616,0,0,0.0327976,0.0788694,0.265679,0.0476662,0.014577,0.0840883,0.0523639,0.0372992,0.0523783,0.0585225,0.0475646,0.013211,0.0290316,0.0552708,0.0620499,0.192645,0.0184347,0.0136059,0.0129689,0.0475519,0,0.0264416,0.0634567,0.030897,0,0,0.0193656,0,0,0.0355233,0.065475,0.0304945,0.0509088,0.0202461,0.0859884,0.0557468,0.0460173,0.0744621,0.0710556,0.0286236,0.0446369,0.0507903,0.0877554,0.0253417,0.0216747,0.0106086,0.0134922,0.031818,0.0339821,0,0,0,0,0,0,0,0,0,0.0739654,0,0
385,0.0674468,0.0451903,0,0,0,0,0,0,0.0942094,0,0.0638982,0.0775745,0,0,0.0180614,0,0,0.0329224,0.0790116,0.266823,0.0474009,0.0128731,0.0834608,0.0523239,0.0373895,0.0519519,0.0583674,0.0477002,0.0140575,0.0292035,0.0554051,0.0621803,0.191901,0.0184663,0.0136385,0.0128885,0.0479371,0,0.0263059,0.0641035,0.0308943,0,0,0.0192295,0,0,0.0356044,0.0650548,0.0303217,0.0512662,0.0200764,0.0855508,0.0558294,0.0460539,0.0743791,0.0707484,0.0283924,0.044759,0.0510234,0.0881079,0.0250702,0.0216689,0.0105218,0.013526,0.0316332,0.0337502,0,0,0,0,0,0,0,0,0,0.0742139,0,0
386,0.0672398,0.0454057,0,0,0,0,0,0,0.0943693,0,0.0630881,0.0777748,0,0,0.017919,0,0,0.0330607,0.0792397,0.267934,0.0471676,0.0111893,0.082896,0.0523124,0.0374799,0.051487,0.058262,0.047941,0.015014,0.0293436,0.0555996,0.0626265,0.190955,0.0185303,0.0136802,0.012799,0.0483215,0,0.0263159,0.0647453,0.0308646,0,0,0.0191896,0,0,0.0356371,0.0646069,0.0302175,0.0516445,0.0198318,0.0851446,0.0559383,0.0461754,0.074337,0.0705124,0.0282182,0.0448899,0.0512288,0.0884038,0.0247725,0.0217061,0.0104219,0.0136184,0.0313502,0.0335546,0,0,0,0,0,0,0,0,0,0.0744064,0,0
387,0.0670053,0.0456839,0,0,0,0,0,0,0.0946328,0,0.0622451,0.0780351,0,0,0.0177421,0,0,0.0332617,0.0794138,0.269175,0.0469963,0.00969257,0.0823461,0.0523298,0.0375133,0.0509791,0.0581764,0.048244,0.0159612,0.0294257,0.0557361,0.0630818,0.189812,0.0186098,0.0137467,0.0126623,0.048824,0,0.0262606,0.0654034,0.0308959,0,0,0.0190799,0,0,0.0357196,0.0641596,0.0300571,0.0520578,0.0195878,0.0847647,0.056046,0.046634,0.0743137,0.070253,0.0280299,0.0450175,0.0514236,0.088709,0.0246185,0.0217759,0.0102759,0.0136234,0.0310687,0.0333508,0,0,0,0,0,0,0,0,0,0.0746197,0,0
388,0.0668132,0.0458557,0,0,0,0,0,0,0.0948697,0,0.0614401,0.0783408,0,0,0.0175842,0,0,0.0334175,0.0794494,0.270373,0.0469139,0.00832287,0.081887,0.052363,0.0378631,0.0504804,0.0581496,0.0486107,0.0170124,0.029631,0.055916,0.0634297,0.188761,0.018707,0.0137854,0.0125737,0.0492037,0,0.0261921,0.0659968,0.0308921,0,0,0.0189889,0,0,0.0357699,0.0637489,0.0298783,0.0524455,0.0194195,0.0844267,0.0561249,0.0471136,0.0742466,0.0700272,0.0279395,0.0451597,0.051652,0.0890452,0.0244583,0.0218647,0.01014,0.0136641,0.0309052,0.0331972,0,0,0,0,0,0,0,0,0,0.0748555,0,0
389,0.066659,0.0459381,0,0,0,0,0,0,0.0951551,0,0.0606863,0.0786452,0,0,0.0174502,0,0,0.0335256,0.0795186,0.27148,0.0468727,0.00730392,0.0815522,0.0524119,0.0385186,0.0498808,0.0582066,0.0490158,0.0181469,0.0298825,0.056174,0.0637693,0.187739,0.0188148,0.0138025,0.0125498,0.0494853,0,0.0262625,0.066568,0.0308536,0,0,0.018951,0,0,0.0357833,0.0633034,0.0297401,0.0528617,0.0193376,0.0841834,0.056179,0.0470372,0.0742049,0.0698428,0.0278683,0.0452005,0.051893,0.089385,0.0242026,0.0219698,0.0100326,0.0137669,0.0308869,0.033081,0,0,0,0,0,0,0,0,0,0.0750667,0,0
390,0.0664881,0.0460839,0,0,0,0,0,0,0.0956286,0,0.0599095,0.0788724,0,0,0.0172664,0,0,0.0337209,0.0797271,0.272658,0.0468197,0.00698827,0.0812346,0.0524638,0.0385823,0.049502,0.058333,0.0494464,0.0193149,0.0301091,0.0564259,0.0642717,0.186471,0.0189458,0.0138507,0.012497,0.0498778,0,0.0262435,0.0672442,0.0308758,0,0,0.0188528,0,0,0.0358689,0.0627997,0.0295844,0.0533627,0.0193407,0.0840315,0.0562256,0.0464683,0.0742137,0.0696036,0.0276628,0.0451973,0.0520979,0.0897429,0.0240419,0.022048,0.00992554,0.0137983,0.0309367,0.0329155,0,0,0,0,0,0,0,0,0,0.0752765,0,0
391,0.0663293,0.0462397,0,0,0,0,0,0,0.0963272,0,0.0591337,0.0790986,0,0,0.0170935,0,0,0.0339296,0.0800727,0.27391,0.0467915,0.0075962,0.0808642,0.0524984,0.0383584,0.0492401,0.058468,0.0500399,0.0206071,0.030436,0.0567408,0.0649679,0.18504,0.0190932,0.0138903,0.0124715,0.050187,0,0.0263038,0.0679833,0.0308768,0,0,0.0188162,0,0,0.0359193,0.0622772,0.0295213,0.0538793,0.0193512,0.0838639,0.0563073,0.0463108,0.0741756,0.0694177,0.0275281,0.045193,0.0522756,0.090089,0.0239843,0.0221466,0.00981363,0.0138408,0.0310095,0.0327337,0,0,0,0,0,0,0,0,0,0.0754598,0,0
392,0.0661506,0.0464053,0,0,0,0,0,0,0.0970424,0,0.0583073,0.0794433,0,0,0.0168805,0,0,0.034145,0.0803169,0.275174,0.0468916,0.00871946,0.0804872,0.0525154,0.0388511,0.048929,0.0586731,0.0506698,0.0218642,0.0307511,0.0570659,0.0656352,0.183701,0.0192254,0.0139106,0.0124488,0.050467,0,0.0264644,0.0686472,0.0308125,0,0,0.0187766,0,0,0.0359695,0.0617961,0.0295553,0.0543543,0.0193789,0.0836609,0.0563715,0.0464875,0.0741238,0.0692753,0.0275472,0.045141,0.0524359,0.0904021,0.0239626,0.0222611,0.00967319,0.0138573,0.0311066,0.0325043,0,0,0,0,0,0,0,0,0,0.0756206,0,0
393,0.0659355,0.0465637,0,0,0,0,0,0,0.0976263,0,0.0573983,0.079825,0,0,0.0166663,0,0,0.034305,0.0804607,0.27645,0.0470346,0.0101778,0.0800833,0.0525593,0.0394488,0.0483782,0.0589647,0.051308,0.0230751,0.0310867,0.0573002,0.0661515,0.182706,0.0193451,0.0138689,0.0124718,0.0505305,0,0.0268511,0.0693407,0.0307016,0,0,0.0184321,0,0,0.0360177,0.0613911,0.0297215,0.054774,0.0195571,0.0833516,0.0564284,0.0468374,0.0740401,0.0691413,0.0276468,0.045069,0.0525865,0.0907082,0.0238767,0.0223974,0.00948118,0.0139259,0.0312413,0.0322472,0,0,0,0,0,0,0,0,0,0.0757702,0,0
394,0.0659304,0.0460796,0,0,0,0,0,0,0.0972043,0,0.0566805,0.0818625,0,0,0.0167664,0,0,0.0338721,0.078917,0.277092,0.0482179,0.0106561,0.0800441,0.0523451,0.0387329,0.0475247,0.0588194,0.0501546,0.0236439,0.0310528,0.0572094,0.0658533,0.183723,0.0193272,0.0142099,0.0130365,0.0497319,0,0.0275993,0.069156,0.0303536,0,0,0.018795,0,0,0.0357222,0.0613582,0.0304629,0.05527,0.0199613,0.0831983,0.0566338,0.047509,0.073997,0.0687402,0.0273536,0.0449288,0.0527237,0.0908753,0.0243944,0.0227704,0.00918088,0.0142562,0.0309832,0.03167,0,0,0,0,0,0,0,0,0,0.0758908,0,0
395,0.0656668,0.0462352,0,0,0,0,0,0,0.0978743,0,0.0559486,0.082382,0,0,0.0164928,0,0,0.0340173,0.0788955,0.278237,0.0485743,0.0123675,0.0798527,0.0523092,0.0390303,0.0471966,0.0590623,0.0506273,0.0247972,0.0314771,0.0574177,0.0663736,0.182647,0.0194703,0.0142766,0.01308,0.0498613,0,0.0276683,0.0695963,0.0302184,0,0,0.0189598,0,0,0.0357119,0.0610676,0.030648,0.0555659,0.0201672,0.0830076,0.0565956,0.0474634,0.0739922,0.0686047,0.0273808,0.044873,0.0527729,0.0910047,0.0244284,0.0226958,0.00919287,0.0139956,0.031126,0.0313808,0,0,0,0,0,0,0,0,0,0.0759452,0,0
396,0.065463,0.0463336,0,0,0,0,0,0,0.0983984,0,0.0552773,0.082857,0,0,0.0162974,0,0,0.0341084,0.0788303,0.279277,0.0489142,0.0141463,0.0795992,0.0522521,0.0392608,0.0468794,0.0593175,0.0511036,0.0259237,0.0318449,0.0576323,0.0668704,0.181822,0.0195487,0.0143397,0.0131816,0.0497846,0,0.027963,0.0699983,0.0300997,0,0,0.0189453,0,0,0.0357763,0.0608321,0.0308431,0.0557963,0.0203579,0.0828036,0.0565472,0.0468764,0.073962,0.0684939,0.0273249,0.0448179,0.0527946,0.0911207,0.0243917,0.0227512,0.00916958,0.0139679,0.0312168,0.0311283,0,0,0,0,0,0,0,0,0,0.0760064,0,0
397,0.0653099,0.0464021,0,0,0,0,0,0,0.0989677,0,0.054694,0.0833536,0,0,0.0161165,0,0,0.0342369,0.0787718,0.280215,0.049255,0.0159249,0.0793606,0.0521768,0.0395018,0.0466232,0.0595827,0.0516041,0.0270165,0.0321942,0.0578547,0.0673837,0.180931,0.0196108,0.0144379,0.0132292,0.0495606,0,0.0282717,0.0702531,0.0300141,0,0,0.0189443,0,0,0.0358412,0.0606944,0.0310893,0.0559085,0.0204387,0.082585,0.0565106,0.0463207,0.0739425,0.0684289,0.0273211,0.0447803,0.0528245,0.0911777,0.0243806,0.0228416,0.00917129,0.0139529,0.0312769,0.0309099,0,0,0,0,0,0,0,0,0,0.076044,0,0
398,0.064866,0.0468601,0,0,0,0,0,0,0.0999604,0,0.053615,0.0838985,0,0,0.0155417,0,0,0.03491,0.0786891,0.281667,0.0497788,0.0172314,0.0791249,0.0520516,0.0397375,0.0466364,0.0598042,0.0518937,0.0274848,0.0323639,0.0575398,0.0674018,0.17945,0.0198373,0.014404,0.0127121,0.0499917,0,0.0280457,0.0707155,0.0298484,0,0,0.0185913,0,0,0.0362749,0.060593,0.0312775,0.0560061,0.0207093,0.0822654,0.0564108,0.0464881,0.0740121,0.0681811,0.027061,0.0448859,0.0527123,0.0910175,0.0248848,0.0226145,0.0090509,0.0135563,0.0316876,0.0305339,0,0,0,0,0,0,0,0,0,0.0759826,0,0
399,0.064819,0.0469584,0,0,0,0,0,0,0.100564,0,0.0532832,0.0841811,0,0,0.0153344,0,0,0.0351523,0.0788171,0.282481,0.0498668,0.0188475,0.0787745,0.0519952,0.0400895,0.0465264,0.060187,0.0527641,0.0285129,0.0327823,0.0578647,0.068097,0.178304,0.019805,0.0145243,0.0126203,0.0498217,0,0.0280405,0.0708048,0.0299579,0,0,0.0184858,0,0,0.0363743,0.060593,0.0312266,0.0559148,0.020434,0.0819915,0.0563128,0.0468634,0.0739972,0.0682919,0.0273326,0.0448622,0.0527047,0.0910129,0.0249444,0.0227344,0.00900942,0.0134012,0.0317502,0.0304695,0,0,0,0,0,0,0,0,0,0.0759779,0,0
