Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB
1018,0.0670847,0.0472431,0,0,0,0,0,0,0.0448139,0,0.0263612,0.0750287,0,0,0.017505,0,0,0.0337516,0.0749781,0.0280893,0.0368746,0.0158249,0.0713919,0.0516237,0.0316236,0.0405143,0.0512171,0.0376569,0.0198932,0.0160771,0.035222,0.0396325,0.0333585,0.0190942,0.0140567,0.0149472,0.0541034,0,0.0266529,0.0709675,0.0287254,0,0,0.0197679,0,0,0.0346715,0.0628051,0.0284898,0.0560353,0.0232082,0.0809612,0.0586271,0.0423563,0.0697903,0.0668253,0.0274618,0.0460164,0.0559258,0.0939598,0.0230345,0.0234966,0.00949775,0.015678,0.0290756,0.0340925,0,0,0,0,0,0,0,0,0,0.0784669
1019,0.0670505,0.0472199,0,0,0,0,0,0,0.0448333,0,0.0263376,0.0750078,0,0,0.0175073,0,0,0.0337406,0.0749607,0.0280813,0.0368772,0.0157659,0.0714276,0.051678,0.0317034,0.0405554,0.0512599,0.0376737,0.0199154,0.0161134,0.0352559,0.0396648,0.0333885,0.0191286,0.0140331,0.0149413,0.0541791,0,0.026625,0.0709942,0.028733,0,0,0.0197744,0,0,0.0346794,0.0628109,0.0284891,0.0560805,0.0232497,0.0809875,0.0586764,0.0423449,0.0697734,0.0668125,0.0274402,0.0459997,0.0559239,0.0939927,0.0230658,0.0235485,0.00946951,0.0157105,0.0290557,0.0340635,0,0,0,0,0,0,0,0,0,0.0784808
1020,0.067033,0.0472068,0,0,0,0,0,0,0.0448642,0,0.0263112,0.0749782,0,0,0.0175145,0,0,0.0337323,0.0749594,0.0280521,0.036871,0.0156874,0.0714627,0.0517065,0.0317891,0.0406002,0.0513111,0.0377013,0.0199417,0.0160679,0.0352863,0.0396721,0.033449,0.0191496,0.0140181,0.014957,0.0542639,0,0.0265666,0.0710192,0.0287405,0,0,0.0197452,0,0,0.0346521,0.0628288,0.0284527,0.0560968,0.0232844,0.0809726,0.0587254,0.0423142,0.0697538,0.0668215,0.0273608,0.0459605,0.0559038,0.0940133,0.0230808,0.0235803,0.00942663,0.0157393,0.0290548,0.0340559,0,0,0,0,0,0,0,0,0,0.0784998
1021,0.0670323,0.0472015,0,0,0,0,0,0,0.0448625,0,0.0262547,0.0749743,0,0,0.0175328,0,0,0.0337326,0.0749672,0.0280282,0.0368681,0.0156971,0.0714943,0.0517341,0.0318184,0.0406271,0.0513397,0.0377039,0.0199417,0.0159291,0.0352862,0.039781,0.0335237,0.0191725,0.0139933,0.0149868,0.0543046,0,0.0265065,0.0710304,0.0287496,0,0,0.0196913,0,0,0.0345844,0.0628472,0.0284651,0.0560978,0.0232898,0.0809531,0.0587607,0.0422927,0.0697417,0.0668402,0.0271764,0.0459311,0.055912,0.0940309,0.0230887,0.0235401,0.00938369,0.0157397,0.029074,0.0340718,0,0,0,0,0,0,0,0,0,0.0785114
1022,0.0670192,0.0471719,0,0,0,0,0,0,0.044911,0,0.0262396,0.0749837,0,0,0.0175451,0,0,0.0337472,0.0749918,0.0280487,0.0368736,0.0157368,0.0715196,0.0517859,0.031797,0.0406498,0.0513527,0.037704,0.0199472,0.015998,0.0352921,0.039863,0.0335495,0.0191977,0.0139824,0.014978,0.054368,0,0.026476,0.0710569,0.0287556,0,0,0.0196732,0,0,0.0345495,0.062857,0.0284707,0.0561099,0.0232913,0.0809475,0.0587728,0.0423137,0.0697614,0.0668478,0.027168,0.0458868,0.0559317,0.0940498,0.0230837,0.0234359,0.00937376,0.0157378,0.0290733,0.0340751,0,0,0,0,0,0,0,0,0,0.0785134
1023,0.0670008,0.0471379,0,0,0,0,0,0,0.0449292,0,0.0262407,0.0749891,0,0,0.0175558,0,0,0.0337551,0.0750255,0.0280902,0.0368571,0.0157573,0.0715452,0.0518352,0.031756,0.0406632,0.0513365,0.037694,0.0199506,0.0160833,0.0353006,0.0398785,0.0335532,0.0192111,0.0139875,0.0149555,0.0544648,0,0.0264961,0.0710797,0.028752,0,0,0.0197083,0,0,0.0345309,0.0628513,0.0284891,0.0561276,0.0233374,0.0809587,0.0587728,0.0423458,0.0697712,0.0668508,0.0273561,0.0458474,0.0559453,0.0940702,0.0230452,0.0232969,0.00937317,0.0157478,0.0290393,0.0340773,0,0,0,0,0,0,0,0,0,0.0785072
1024,0.0668889,0.0472635,0,0,0,0,0,0,0.0449203,0,0.0262224,0.0750116,0,0,0.0175354,0,0,0.033773,0.0750825,0.0281055,0.0368382,0.0157775,0.0715355,0.0518801,0.0317294,0.0406595,0.0513025,0.0376839,0.0199844,0.0161383,0.0352729,0.0398839,0.0335805,0.0192533,0.0141054,0.014951,0.0546388,0,0.0265259,0.071099,0.028823,0,0,0.0211244,0,0,0.0339342,0.0628459,0.0284954,0.0561264,0.0234026,0.0809318,0.0586502,0.0423747,0.0697565,0.0668314,0.0274422,0.0458432,0.0559696,0.0941072,0.0229927,0.0230426,0.00984509,0.0146995,0.0290535,0.0340245,0,0,0,0,0,0,0,0,0,0.0785144
1025,0.0669397,0.047109,0,0,0,0,0,0,0.0449446,0,0.0262038,0.0750292,0,0,0.0176298,0,0,0.0337914,0.0751093,0.0281192,0.0368054,0.0157283,0.0715599,0.0518904,0.0317138,0.0406405,0.0512582,0.0376367,0.0200454,0.0161894,0.0352866,0.0399463,0.0336242,0.0192318,0.0140051,0.0149646,0.0546834,0,0.02653,0.0710903,0.0287668,0,0,0.0199933,0,0,0.0344358,0.0628464,0.028509,0.0561599,0.023417,0.0809913,0.0587243,0.0424262,0.0697949,0.0668362,0.0274624,0.0458128,0.0559354,0.0940941,0.0229738,0.0231765,0.00944851,0.0155917,0.0289468,0.0340796,0,0,0,0,0,0,0,0,0,0.0784822
1026,0.0669372,0.0470927,0,0,0,0,0,0,0.0450215,0,0.0261882,0.0750389,0,0,0.0176692,0,0,0.0337886,0.0751662,0.0281373,0.0367772,0.0157373,0.0715432,0.0518911,0.0317147,0.0406089,0.0512078,0.037559,0.020115,0.016249,0.0353325,0.0400309,0.0336718,0.0192183,0.0140215,0.0149822,0.0545834,0,0.0264836,0.0710992,0.0287903,0,0,0.0200155,0,0,0.0344504,0.0628579,0.0284616,0.0561825,0.0234188,0.081019,0.058664,0.042436,0.0698206,0.0668596,0.0274687,0.0457725,0.055889,0.0940862,0.0230248,0.0231402,0.00945708,0.0155766,0.0289029,0.0340927,0,0,0,0,0,0,0,0,0,0.0784738
1027,0.0669385,0.0470623,0,0,0,0,0,0,0.0450671,0,0.0261552,0.0750308,0,0,0.0176203,0,0,0.0337758,0.0752145,0.0281762,0.036757,0.0157805,0.0715136,0.0518643,0.0317295,0.0406042,0.0511628,0.0374991,0.0201764,0.0163452,0.0354025,0.0400755,0.0337223,0.0192219,0.0140267,0.0149459,0.05453,0,0.0264477,0.0711044,0.0288099,0,0,0.0200261,0,0,0.0344814,0.0628626,0.028402,0.0562165,0.0234286,0.081035,0.0585946,0.042419,0.0698154,0.0668681,0.0275008,0.0457479,0.0558865,0.0940891,0.0230989,0.0231045,0.00947614,0.0155644,0.0288693,0.0341019,0,0,0,0,0,0,0,0,0,0.0784884
1028,0.066944,0.0470513,0,0,0,0,0,0,0.0451316,0,0.0261282,0.0750347,0,0,0.0175314,0,0,0.0337652,0.075231,0.0282239,0.0367597,0.0158274,0.0715224,0.0518326,0.0317383,0.0406116,0.0511234,0.037455,0.0202368,0.0164446,0.0354595,0.0400339,0.0337594,0.0192249,0.0140243,0.0148681,0.0545794,0,0.0264364,0.0710855,0.0288383,0,0,0.0200222,0,0,0.034465,0.0628568,0.0283438,0.0562371,0.0234565,0.0810521,0.0585917,0.0423996,0.0697989,0.0668743,0.0275427,0.0457631,0.0559089,0.0940985,0.023126,0.0230655,0.00948315,0.0155441,0.0288481,0.0341001,0,0,0,0,0,0,0,0,0,0.0784986
1029,0.0669467,0.0470404,0,0,0,0,0,0,0.0451254,0,0.0261259,0.0750589,0,0,0.0175274,0,0,0.0338069,0.0752381,0.0282961,0.0367757,0.0158581,0.0715436,0.0517866,0.031732,0.0406222,0.05111,0.0374415,0.0202942,0.0165135,0.0355149,0.0399793,0.0337599,0.0191992,0.0140742,0.0147882,0.0546618,0,0.0264409,0.0710661,0.0288891,0,0,0.0200213,0,0,0.0344449,0.0628632,0.0282818,0.0562354,0.023486,0.08108,0.0585964,0.0423696,0.0697699,0.0668709,0.0275727,0.0457837,0.0559519,0.0941168,0.0231262,0.0230432,0.00950591,0.0155118,0.0288213,0.0340922,0,0,0,0,0,0,0,0,0,0.0785169
1030,0.0669579,0.0469988,0,0,0,0,0,0,0.0451239,0,0.0261233,0.0750733,0,0,0.017574,0,0,0.0338816,0.0752472,0.0282769,0.0368122,0.015862,0.0715648,0.0517274,0.0317145,0.0406323,0.0511233,0.0374281,0.0203184,0.016561,0.0355367,0.0400339,0.0338077,0.0191428,0.0141479,0.0147273,0.0547461,0,0.0264337,0.0710542,0.0289392,0,0,0.0200111,0,0,0.0344308,0.0628787,0.0281996,0.0562377,0.0234736,0.0811195,0.0585753,0.0423389,0.0697329,0.0668734,0.027587,0.0457959,0.0559785,0.0941454,0.0231328,0.0230183,0.00953257,0.0154654,0.0288115,0.0340998,0,0,0,0,0,0,0,0,0,0.0785404
1031,0.066975,0.0469722,0,0,0,0,0,0,0.0451134,0,0.0261367,0.075067,0,0,0.0175267,0,0,0.0339197,0.0752562,0.0282544,0.0368803,0.0158638,0.0715863,0.0516633,0.0317278,0.0406458,0.0511194,0.0374231,0.0203381,0.0165826,0.035546,0.040017,0.0338698,0.0190952,0.01418,0.0146487,0.054789,0,0.026436,0.071056,0.0289823,0,0,0.0199967,0,0,0.0344238,0.0628918,0.0281342,0.0562378,0.0234697,0.081149,0.0585084,0.0423035,0.0697143,0.0668667,0.0275869,0.0458298,0.0560004,0.0941688,0.0230736,0.0229891,0.00956102,0.0154058,0.0287988,0.0341407,0,0,0,0,0,0,0,0,0,0.0785797
1032,0.0670073,0.0469497,0,0,0,0,0,0,0.045061,0,0.0261446,0.0750729,0,0,0.0174728,0,0,0.0339196,0.075249,0.0282697,0.0369019,0.0158674,0.0715992,0.0516161,0.0317393,0.0406778,0.0510938,0.0374076,0.0203633,0.0165972,0.0355328,0.0400666,0.0338855,0.0190554,0.0142111,0.0145827,0.0548119,0,0.0264272,0.0710754,0.0290189,0,0,0.0199918,0,0,0.0344308,0.0629114,0.0280734,0.0562436,0.0234772,0.0811781,0.058436,0.0422706,0.0696974,0.0668492,0.0276149,0.0458609,0.056026,0.0941839,0.0230059,0.0229638,0.00959062,0.0153648,0.028761,0.0341935,0,0,0,0,0,0,0,0,0,0.0786069
1033,0.0670193,0.0469192,0,0,0,0,0,0,0.0449946,0,0.0261756,0.0750948,0,0,0.0174475,0,0,0.0339315,0.0752508,0.0282971,0.0368515,0.0158926,0.0716141,0.0515933,0.0317861,0.0407126,0.0510596,0.0374002,0.0203958,0.0165955,0.035529,0.0399844,0.0338797,0.0190223,0.0142317,0.014551,0.0548413,0,0.026388,0.0710837,0.0290253,0,0,0.0200127,0,0,0.0344473,0.0629108,0.0280202,0.0562605,0.0235071,0.081192,0.0583869,0.0422521,0.0696669,0.0668391,0.0276366,0.0458756,0.0560325,0.0941721,0.0229966,0.0229177,0.00962439,0.0153397,0.0287067,0.0342369,0,0,0,0,0,0,0,0,0,0.0786062
1034,0.0670269,0.0468888,0,0,0,0,0,0,0.044966,0,0.0261986,0.0751336,0,0,0.0174446,0,0,0.0339474,0.0752532,0.028321,0.0367346,0.015945,0.0716304,0.0515762,0.031804,0.0407215,0.0510347,0.0373918,0.0204311,0.0165883,0.0355216,0.0399364,0.0339049,0.0190161,0.0142336,0.0145474,0.0548963,0,0.0263547,0.0710672,0.0290209,0,0,0.0200088,0,0,0.0344209,0.0629082,0.0279915,0.0562852,0.0234991,0.0811978,0.0583513,0.0422554,0.0696556,0.0668426,0.0276427,0.0458864,0.0560437,0.094148,0.0230312,0.0228678,0.00965216,0.015279,0.028658,0.0342555,0,0,0,0,0,0,0,0,0,0.0785982
1035,0.067031,0.0468478,0,0,0,0,0,0,0.0449265,0,0.0261991,0.0751553,0,0,0.0174642,0,0,0.0339507,0.0752332,0.0283431,0.0367222,0.0160031,0.0716498,0.0515587,0.0317331,0.0407251,0.0510168,0.0373695,0.0204369,0.0165806,0.0355215,0.039926,0.0339243,0.0190111,0.0142514,0.0145272,0.0549283,0,0.0263442,0.0710325,0.0290268,0,0,0.0200032,0,0,0.0343851,0.06292,0.0279991,0.0562994,0.0234955,0.0812248,0.0582991,0.0422608,0.0696631,0.066847,0.0276398,0.0458776,0.0560555,0.0941564,0.023063,0.0229043,0.00966018,0.0152442,0.0285882,0.0342749,0,0,0,0,0,0,0,0,0,0.0785992
1036,0.0670343,0.0468327,0,0,0,0,0,0,0.0449365,0,0.0261941,0.0751333,0,0,0.0174481,0,0,0.033967,0.075225,0.0283567,0.0367687,0.0160318,0.0716649,0.0515578,0.0317289,0.0407222,0.0509999,0.0373468,0.0204828,0.0166238,0.0355362,0.0399585,0.033969,0.0190123,0.0142692,0.0144754,0.0549758,0,0.026291,0.0710137,0.0290434,0,0,0.0200038,0,0,0.0343839,0.0629226,0.0279699,0.0563242,0.0234873,0.0812552,0.0582466,0.042273,0.0696777,0.0668527,0.0276478,0.0458791,0.0560333,0.0941566,0.0230805,0.0229639,0.00968213,0.0152027,0.0285252,0.0343088,0,0,0,0,0,0,0,0,0,0.0785771
1037,0.0670527,0.0468044,0,0,0,0,0,0,0.0449551,0,0.0262162,0.0751343,0,0,0.0174347,0,0,0.0339831,0.0752354,0.0283756,0.0366728,0.0160326,0.0716544,0.0515687,0.0317376,0.0407249,0.0509683,0.0373347,0.0205296,0.0166596,0.035565,0.040001,0.0340287,0.0190359,0.0142799,0.0144667,0.055016,0,0.0262437,0.0710117,0.0290595,0,0,0.0200321,0,0,0.0344216,0.0629103,0.0278985,0.0563424,0.0234608,0.0812661,0.0581903,0.0422669,0.0696872,0.0668665,0.0276563,0.0458689,0.0560001,0.0941428,0.0230431,0.0229464,0.00969565,0.0151802,0.0284654,0.0343434,0,0,0,0,0,0,0,0,0,0.0785538
1038,0.067078,0.0467639,0,0,0,0,0,0,0.0449502,0,0.0262322,0.075134,0,0,0.0173993,0,0,0.0339746,0.0752386,0.0283892,0.0366263,0.0160316,0.0716637,0.051575,0.0317154,0.0407444,0.0509297,0.0373221,0.0205675,0.0166825,0.0355867,0.0400344,0.0340614,0.0190737,0.0142276,0.0145132,0.0550325,0,0.0262352,0.0709816,0.0290508,0,0,0.0199329,0,0,0.0345521,0.0628927,0.0278842,0.0563572,0.0234338,0.0812981,0.0581593,0.0422656,0.0696926,0.0668856,0.0276557,0.0458614,0.0559939,0.0941133,0.0230341,0.0228778,0.0096683,0.0152839,0.0284032,0.0343923,0,0,0,0,0,0,0,0,0,0.0785336
1039,0.067083,0.0467528,0,0,0,0,0,0,0.0448949,0,0.0262408,0.0751173,0,0,0.0173398,0,0,0.0339583,0.0752345,0.0284128,0.0366456,0.0160558,0.0716784,0.0515781,0.0317051,0.0407566,0.0509128,0.0373281,0.0205727,0.0167052,0.0355893,0.0400325,0.0340686,0.019113,0.0141887,0.0145378,0.0550225,0,0.0262181,0.0709447,0.0290593,0,0,0.0199809,0,0,0.034555,0.0628833,0.0278837,0.0563895,0.0234164,0.0813581,0.0581402,0.0422617,0.0697071,0.0668979,0.0276759,0.0458628,0.0559917,0.0940838,0.023085,0.022794,0.00967086,0.015288,0.028344,0.0344194,0,0,0,0,0,0,0,0,0,0.0785175
1040,0.0670877,0.0467434,0,0,0,0,0,0,0.0448469,0,0.0262512,0.0750866,0,0,0.0173679,0,0,0.0339777,0.0752206,0.0284348,0.0367319,0.0160808,0.0716884,0.0515967,0.0316989,0.040758,0.050903,0.037337,0.0205622,0.0167124,0.0355934,0.0400158,0.0340758,0.0191392,0.0141979,0.0145693,0.0550393,0,0.0261926,0.0709128,0.0290582,0,0,0.0200263,0,0,0.0345106,0.062894,0.0278494,0.0564307,0.0234125,0.0814398,0.0581421,0.0422724,0.0697257,0.0669109,0.0277495,0.0458657,0.0559868,0.0940784,0.0230569,0.0227592,0.00965053,0.0152992,0.0282929,0.034451,0,0,0,0,0,0,0,0,0,0.0785141
1041,0.0670861,0.0467327,0,0,0,0,0,0,0.0448327,0,0.0262537,0.0750713,0,0,0.0174085,0,0,0.034004,0.0752113,0.02844,0.0367281,0.0160861,0.0717014,0.0516091,0.031683,0.0407675,0.0508839,0.0373076,0.0205606,0.0167014,0.0355934,0.0400058,0.0340937,0.0191753,0.014189,0.0146157,0.0550532,0,0.026158,0.0708983,0.0290298,0,0,0.0200545,0,0,0.0344639,0.0628907,0.0277937,0.0564728,0.0234365,0.0815108,0.0581396,0.0423006,0.0697459,0.066919,0.0279265,0.0458467,0.0559779,0.0940774,0.0230063,0.0226895,0.00962142,0.0152873,0.0282363,0.0344601,0,0,0,0,0,0,0,0,0,0.0785093
1042,0.0670737,0.0467158,0,0,0,0,0,0,0.0448512,0,0.0262814,0.0750856,0,0,0.0174162,0,0,0.0340042,0.0752138,0.0284346,0.0366304,0.016077,0.0717037,0.0516272,0.0316717,0.0407646,0.0508587,0.0372876,0.0205617,0.0166885,0.0355911,0.0400049,0.0341024,0.0192217,0.0141838,0.0146703,0.0550426,0,0.0261168,0.070884,0.0290225,0,0,0.0201075,0,0,0.034471,0.062877,0.0277704,0.0565014,0.0234303,0.0815583,0.0580906,0.0422997,0.0697551,0.0669618,0.0279404,0.0458074,0.0559804,0.0940754,0.0230454,0.0226174,0.0096148,0.0152726,0.0281622,0.0344828,0,0,0,0,0,0,0,0,0,0.0785149
1043,0.067083,0.0466926,0,0,0,0,0,0,0.0448458,0,0.026277,0.0750715,0,0,0.0173838,0,0,0.0340058,0.0752272,0.0284257,0.0365748,0.016082,0.0717035,0.0516433,0.0316947,0.0407815,0.0508512,0.0372741,0.0205604,0.01669,0.0355831,0.0400146,0.0341271,0.0192698,0.0141741,0.0146958,0.0550592,0,0.026103,0.0708811,0.0290173,0,0,0.0201405,0,0,0.0344664,0.062876,0.0277999,0.0565322,0.0234096,0.0815935,0.0580095,0.0422879,0.0697503,0.0670079,0.027833,0.0457973,0.0559832,0.0940684,0.0231339,0.0225645,0.00962313,0.0152448,0.0280944,0.0345121,0,0,0,0,0,0,0,0,0,0.0785099
1044,0.0670946,0.0466674,0,0,0,0,0,0,0.0448066,0,0.0262639,0.0750507,0,0,0.0173668,0,0,0.0339899,0.0752273,0.0284433,0.0365517,0.0160561,0.0717193,0.0516508,0.0317102,0.0407932,0.0508633,0.0372594,0.0205701,0.0166907,0.0356091,0.0400912,0.034173,0.0193015,0.0141725,0.0147218,0.0550659,0,0.0261009,0.0708763,0.0290337,0,0,0.0201605,0,0,0.0344548,0.0629033,0.027786,0.0565624,0.0233983,0.0816398,0.057973,0.0422884,0.0697564,0.067035,0.0277808,0.0458061,0.0559892,0.0940812,0.0231492,0.0225462,0.00963809,0.0152123,0.0280534,0.0345324,0,0,0,0,0,0,0,0,0,0.0785018
1045,0.0671011,0.0466479,0,0,0,0,0,0,0.0447965,0,0.0262563,0.0750242,0,0,0.0173207,0,0,0.0340047,0.0752227,0.0284148,0.0365408,0.0160121,0.0717504,0.0516546,0.0317424,0.0408118,0.0508837,0.037281,0.0205809,0.016725,0.0356262,0.0401806,0.0342126,0.0193196,0.0141342,0.014741,0.0550969,0,0.0260593,0.0708702,0.0290533,0,0,0.0201726,0,0,0.0344108,0.0629214,0.0277922,0.0565835,0.0234151,0.0816743,0.0579581,0.0423013,0.0697575,0.0670376,0.0277437,0.0458274,0.0559934,0.0940971,0.0231292,0.0225353,0.00963404,0.0151693,0.0280413,0.0345541,0,0,0,0,0,0,0,0,0,0.0784942
1046,0.0671153,0.0466328,0,0,0,0,0,0,0.0448081,0,0.0262488,0.0749979,0,0,0.0173098,0,0,0.0340321,0.0751996,0.0283453,0.036525,0.0160326,0.0717735,0.0516517,0.0317483,0.0408356,0.0508925,0.0373098,0.0205947,0.0167873,0.0356608,0.0401122,0.0342225,0.0193271,0.0141131,0.0147479,0.0551414,0,0.0261042,0.0708624,0.0290728,0,0,0.0201963,0,0,0.0343834,0.0629452,0.0277379,0.0565792,0.0234529,0.0816983,0.0579341,0.042344,0.069752,0.0670326,0.0276506,0.0458297,0.0560014,0.0941193,0.0230793,0.0225322,0.00963437,0.015136,0.028024,0.0345826,0,0,0,0,0,0,0,0,0,0.0785178
1047,0.067136,0.0466247,0,0,0,0,0,0,0.0448393,0,0.0262226,0.0749534,0,0,0.0173211,0,0,0.0340321,0.0751881,0.0283302,0.0365143,0.0160698,0.0717862,0.0516471,0.0317447,0.0408289,0.0509022,0.0373244,0.0206167,0.0168291,0.0356943,0.0400995,0.034222,0.0193266,0.014119,0.0147489,0.0552111,0,0.0260974,0.0708518,0.0290789,0,0,0.0202381,0,0,0.0343919,0.0629703,0.0276658,0.0565704,0.0234574,0.081718,0.05791,0.0424044,0.0697648,0.0670478,0.0275571,0.0458208,0.0559944,0.0941335,0.0230179,0.0225367,0.00965153,0.01512,0.0280111,0.0346023,0,0,0,0,0,0,0,0,0,0.0785355
1048,0.0671365,0.0466278,0,0,0,0,0,0,0.0448465,0,0.0261939,0.0749169,0,0,0.0173226,0,0,0.0340182,0.0751865,0.028337,0.0365024,0.0160939,0.0718037,0.0516339,0.0317319,0.0408432,0.050924,0.0373415,0.0206468,0.0168599,0.0357204,0.0401212,0.0342443,0.0193154,0.0141298,0.0147372,0.0552493,0,0.026096,0.0708526,0.0290596,0,0,0.0202816,0,0,0.0343877,0.0629814,0.0276473,0.0565884,0.0234657,0.0817281,0.0578983,0.0423289,0.0697659,0.0670454,0.0276499,0.0458162,0.0559963,0.0941456,0.0229839,0.0225358,0.0096651,0.0150965,0.028027,0.0346023,0,0,0,0,0,0,0,0,0,0.0785395
1049,0.0671157,0.0466285,0,0,0,0,0,0,0.0448698,0,0.0261759,0.0749,0,0,0.0173188,0,0,0.0339984,0.0751886,0.028339,0.0364778,0.0161256,0.0718033,0.0516261,0.0317487,0.040863,0.0509247,0.0373613,0.0206809,0.0168727,0.0357235,0.0401643,0.0342812,0.0193136,0.0141181,0.0147388,0.0552824,0,0.026096,0.0708216,0.0290459,0,0,0.0203158,0,0,0.0343732,0.0629938,0.0276565,0.0566094,0.0234695,0.0817279,0.0578946,0.0422911,0.0697693,0.0670483,0.0277067,0.0458204,0.055999,0.0941474,0.0229945,0.022561,0.009675,0.0150796,0.0280364,0.034605,0,0,0,0,0,0,0,0,0,0.0785473
1050,0.0670976,0.0466322,0,0,0,0,0,0,0.0448576,0,0.0261781,0.0748773,0,0,0.0173263,0,0,0.0339858,0.0751981,0.0283653,0.0364507,0.0161597,0.071793,0.0516163,0.0317808,0.0408719,0.0509243,0.0373981,0.0207182,0.0168805,0.035732,0.0401817,0.0343075,0.0192993,0.0141033,0.0147311,0.0553364,0,0.0260083,0.0708067,0.0290449,0,0,0.0203526,0,0,0.0343642,0.0629756,0.0276577,0.0566252,0.0234738,0.0817386,0.0578819,0.0422921,0.0697848,0.0670718,0.027763,0.0458339,0.0560056,0.0941598,0.0230706,0.022574,0.00968693,0.0150714,0.0280435,0.0346023,0,0,0,0,0,0,0,0,0,0.0785643
1051,0.067099,0.0466261,0,0,0,0,0,0,0.0448525,0,0.0261802,0.0748555,0,0,0.0173267,0,0,0.0339938,0.075216,0.0283808,0.0364223,0.0161903,0.0717704,0.051596,0.0318002,0.0408686,0.0509299,0.0374404,0.020753,0.0168897,0.0357416,0.0401992,0.0343283,0.0192894,0.0140971,0.0147154,0.0553437,0,0.0259244,0.0708073,0.0290516,0,0,0.0203548,0,0,0.034372,0.0629647,0.0276116,0.0566329,0.0235031,0.0817464,0.0578676,0.0422928,0.0697926,0.0670943,0.027868,0.0458252,0.0560095,0.0941868,0.0231526,0.0225769,0.00967889,0.0150677,0.0280531,0.0346191,0,0,0,0,0,0,0,0,0,0.0785743
1052,0.0671109,0.0466145,0,0,0,0,0,0,0.0448678,0,0.0261687,0.0748385,0,0,0.0173278,0,0,0.0340053,0.0752285,0.0283748,0.0364039,0.0162262,0.0717421,0.0515634,0.0318203,0.0408642,0.0509349,0.0374761,0.0207797,0.0168722,0.0357434,0.0401751,0.0343534,0.0192786,0.0141002,0.0146862,0.0553442,0,0.0259013,0.0708073,0.0290523,0,0,0.020368,0,0,0.0343784,0.0629832,0.0275584,0.0566264,0.0235497,0.0817502,0.0578548,0.0423013,0.069786,0.0671013,0.0279932,0.0458198,0.0560024,0.0942052,0.0231514,0.0225662,0.00969529,0.0150396,0.0280568,0.0346384,0,0,0,0,0,0,0,0,0,0.078603
1053,0.0671203,0.0466004,0,0,0,0,0,0,0.0448675,0,0.0261454,0.0748071,0,0,0.0173294,0,0,0.0340038,0.0752429,0.0283628,0.0363804,0.0162493,0.0717395,0.0515571,0.031853,0.0408787,0.0509343,0.0374887,0.0207966,0.0167587,0.0357371,0.0401775,0.0343947,0.0192619,0.0141261,0.0146639,0.0554392,0,0.0258936,0.0707946,0.0290643,0,0,0.0203785,0,0,0.034355,0.0631233,0.0275079,0.0566214,0.0235252,0.0817632,0.0578516,0.0423073,0.0697961,0.067126,0.0279395,0.0458301,0.0560024,0.0942096,0.0230972,0.0225548,0.00970263,0.0150117,0.0280606,0.0346714,0,0,0,0,0,0,0,0,0,0.0786202
1054,0.0671252,0.0465857,0,0,0,0,0,0,0.0448389,0,0.0261415,0.0747445,0,0,0.0173254,0,0,0.0340088,0.0752499,0.0283692,0.036364,0.0162535,0.0717855,0.0515402,0.0318955,0.0409149,0.0509345,0.0374915,0.0208025,0.0167102,0.0357328,0.0401619,0.0344158,0.0192449,0.0141527,0.0146476,0.0555525,0,0.0258407,0.0707812,0.0290758,0,0,0.020372,0,0,0.0343382,0.0633954,0.0274478,0.0566345,0.0234552,0.0818073,0.0578435,0.0423216,0.069824,0.0671389,0.027855,0.0458881,0.0560272,0.094226,0.0231043,0.0225422,0.00971419,0.0150013,0.0280467,0.0346896,0,0,0,0,0,0,0,0,0,0.0786176
1055,0.0671359,0.0465676,0,0,0,0,0,0,0.044814,0,0.0261454,0.0746844,0,0,0.0173117,0,0,0.0340216,0.0752404,0.0283787,0.03636,0.0162317,0.0718486,0.0515075,0.031935,0.0409473,0.050953,0.0375124,0.0208089,0.0167356,0.0357282,0.0401629,0.0344278,0.0192272,0.0141499,0.0146223,0.0555734,0,0.0257788,0.070758,0.0291002,0,0,0.020367,0,0,0.0343887,0.0635084,0.0274232,0.0566474,0.0234369,0.0818456,0.057841,0.0423075,0.0698299,0.0671207,0.0278796,0.0459526,0.0560821,0.094239,0.023119,0.0225338,0.00973045,0.0150062,0.0280283,0.0347027,0,0,0,0,0,0,0,0,0,0.0786221
