Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x80
171,0.00350791,0.00798855,0,0,0,0,0,0.0147159,0.0204147,0.0111944,0.00812883,0,0,0.00787375,0,0.025992,0.00332939,0.036361,0.0387556,0.0251123,0.00989636,0.0102158,0.0081654,0.00825875,0.00907915,0.0120628,0.042893,0.0112367,0.0112334,0.0120978,0.0466328,0.0326184,0.011706,0.0183543,0.00584596,0.0323253,0.00713327,0.0236689,0.00613419,0.00256161,0,0,0.00298188,0,0.0103842,0.00486774,0.0851005,0.0502772,0.0832266,0.0175454,0.00487598,0.00615087,0.00871128,0.0308901,0.0482622,0.00894199,0.0243042,0.0179608,0.0183287,0.0285437,0.0597721,0.00350109,0.00410036,0.00444015,0.0080127,0.00372356,0,0,0,0,0,0,0,0,0,0
172,0.0035445,0.00800073,0,0,0,0,0,0.0104573,0.0202687,0.0110772,0.00796788,0,0,0.00761563,0,0.0259387,0.0034394,0.0363568,0.0385413,0.024985,0.00844726,0.00974391,0.00819012,0.00894183,0.00952038,0.0123577,0.042968,0.0109383,0.0109898,0.0117984,0.045426,0.0274264,0.0119467,0.0183834,0.00582004,0.0326107,0.00693449,0.0246518,0.00551089,0.00221071,0,0,0.00267493,0,0.010475,0.00505545,0.084716,0.047695,0.0836061,0.0186413,0.00514671,0.00657294,0.00753831,0.0314564,0.0486576,0.00995428,0.0246848,0.0169381,0.018503,0.0276989,0.0609667,0.0033826,0.00440407,0.00458238,0.00811905,0.00353393,0,0,0,0,0,0,0,0,0,0
173,0.00350841,0.00804947,0,0,0,0,0,0.00611187,0.0201045,0.011044,0.00789322,0,0,0.00723993,0,0.0259548,0.00345022,0.0365663,0.0373143,0.0249445,0.0055521,0.00944141,0.0080994,0.0096585,0.0104879,0.0129048,0.0433082,0.0103001,0.0105977,0.0107118,0.0439268,0.0219767,0.0120392,0.0184516,0.00594905,0.0324647,0.00668735,0.0256985,0.00479875,0.00202465,0,0,0.0023533,0,0.0105262,0.00528076,0.0842212,0.0453107,0.0840668,0.0198901,0.00540346,0.00700096,0.00693437,0.0320553,0.0490254,0.0116092,0.0248379,0.0159409,0.0186581,0.0264376,0.0615761,0.00336207,0.00435682,0.00476963,0.00827057,0.00329008,0,0,0,0,0,0,0,0,0,0
174,0.00333757,0.00804377,0,0,0,0,0,0.00327952,0.019932,0.0109407,0.00791664,0,0,0.00670573,0,0.025999,0.00342848,0.0371768,0.0355742,0.0249273,0.00282539,0.00926731,0.00795934,0.0102172,0.0114194,0.013709,0.0435277,0.00945094,0.0101636,0.00930236,0.0422206,0.0173127,0.0120048,0.0185418,0.00592949,0.0319072,0.00649637,0.0265642,0.00415562,0.00208297,0,0,0.00226009,0,0.0106524,0.00554046,0.0836806,0.0431433,0.0845529,0.0212219,0.00578215,0.00730798,0.00697644,0.032582,0.0493848,0.0136842,0.0245806,0.0149334,0.0185905,0.0247323,0.0614661,0.00351568,0.00435595,0.0048934,0.00842053,0.00300578,0,0,0,0,0,0,0,0,0,0
175,0.00342317,0.00806729,0,0,0,0,0,0.00329689,0.0196126,0.0107287,0.00798493,0,0,0.0070749,0,0.0260367,0.00362973,0.0378487,0.0333847,0.0247956,0.00206617,0.0090184,0.00761369,0.0104192,0.0114892,0.0143962,0.0437333,0.00853671,0.00980173,0.00790338,0.0405579,0.0131715,0.0123481,0.0185316,0.00618816,0.030736,0.00637919,0.0275031,0.00357954,0.00165844,0,0,0.0023586,0,0.0107916,0.00574184,0.0832058,0.0417275,0.0849726,0.022585,0.00606688,0.00764029,0.0075904,0.0331382,0.0497413,0.0157931,0.0240007,0.014088,0.01832,0.0227447,0.0605564,0.00371045,0.00433435,0.00492074,0.00833105,0.00284451,0,0,0,0,0,0,0,0,0,0
176,0.00319521,0.00787139,0,0,0,0,0,0.00509355,0.0194657,0.0105056,0.00796068,0,0,0.00675586,0,0.0259868,0.0036572,0.0382602,0.0311745,0.0245243,0.00225105,0.0086814,0.00744564,0.010445,0.0110661,0.0148487,0.0439167,0.00774316,0.00944085,0.00691893,0.0393788,0.00997857,0.0122004,0.0185717,0.00653448,0.0291074,0.00628826,0.028271,0.00302002,0.00188203,0,0,0.00258565,0,0.0108103,0.00560427,0.082872,0.041189,0.0852051,0.0237892,0.00630444,0.007581,0.0086389,0.033749,0.050115,0.017849,0.02336,0.0133605,0.0178951,0.0207103,0.0582492,0.00355116,0.0041447,0.00478516,0.0081577,0.00275317,0,0,0,0,0,0,0,0,0,0
177,0.00337865,0.00812664,0,0,0,0,0,0.00685074,0.0194858,0.0101364,0.00777295,0,0,0.00585153,0,0.0258128,0.00352185,0.0385279,0.0291544,0.0240751,0.00187696,0.00825211,0.00739355,0.0102985,0.0104214,0.0150572,0.0439797,0.00704919,0.0089267,0.0063492,0.0387991,0.00767635,0.0116879,0.0186003,0.00657704,0.0272113,0.00621782,0.0289734,0.00261013,0.00203502,0,0,0.00308186,0,0.0106764,0.00503805,0.0826613,0.0414307,0.0852196,0.0250593,0.00675091,0.00704539,0.0098453,0.0343908,0.050501,0.0196958,0.0228386,0.0126971,0.0172992,0.0188321,0.0546562,0.00385274,0.00387124,0.00469303,0.00870391,0.00293513,0,0,0,0,0,0,0,0,0,0
178,0.00338873,0.00794317,0,0,0,0,0,0.00827364,0.0194815,0.00953343,0.00750451,0,0,0.00547358,0,0.0256113,0.00353968,0.0387269,0.0272914,0.0234753,0.00198157,0.00772596,0.00694721,0.00998363,0.00965721,0.015015,0.0437801,0.00645343,0.00827796,0.00589259,0.0386035,0.00585242,0.0112208,0.0185559,0.00650639,0.0251446,0.00631577,0.0300538,0.00230811,0.0022113,0,0,0.0036026,0,0.010667,0.0049129,0.0825111,0.0421147,0.08508,0.026264,0.00690499,0.00670297,0.0109404,0.0350372,0.0508247,0.0212627,0.0223363,0.0122085,0.0166065,0.0171328,0.0504316,0.00440588,0.00388813,0.00475989,0.0085731,0.00293758,0,0,0,0,0,0,0,0,0,0
179,0.0033419,0.00772152,0,0,0,0,0,0.00940066,0.0195115,0.00888352,0.00720107,0,0,0.00507855,0,0.0253799,0.00351817,0.0387271,0.0256919,0.0228585,0.0024927,0.00723624,0.00642066,0.00972842,0.00911274,0.01456,0.0433158,0.00594307,0.00753465,0.00550192,0.0387,0.00467911,0.0107192,0.0185057,0.00663655,0.0226244,0.00645181,0.0314124,0.00223665,0.00242274,0,0,0.00409601,0,0.0106647,0.0048203,0.0823376,0.0435394,0.0847842,0.027448,0.00692354,0.00633537,0.0118104,0.0356737,0.0511669,0.0224548,0.0221508,0.0119686,0.0162292,0.0160584,0.0448442,0.0047516,0.00392459,0.00506348,0.00836972,0.00291353,0,0,0,0,0,0,0,0,0,0
180,0.00330554,0.00751594,0,0,0,0,0,0.0105202,0.0195601,0.00839345,0.00689571,0,0,0.00461592,0,0.0251113,0.00350911,0.0384763,0.0244154,0.0222773,0.00265547,0.00670238,0.00587852,0.00961643,0.00887357,0.0136626,0.0427566,0.00557593,0.00683292,0.00517126,0.0388631,0.00382363,0.0103134,0.0184204,0.00642132,0.0204371,0.00660572,0.0334394,0.0023235,0.00264556,0,0,0.00456896,0,0.0106612,0.00482737,0.0821243,0.0458636,0.0843606,0.0287253,0.00746351,0.00595142,0.0125731,0.0360941,0.0516345,0.0234217,0.0224419,0.0120092,0.0159045,0.0157277,0.037995,0.00480187,0.00399867,0.00545474,0.00811281,0.00292256,0,0,0,0,0,0,0,0,0,0
181,0.00348225,0.00716667,0,0,0,0,0,0.0137912,0.0196576,0.00788621,0.0062634,0,0,0.00420849,0,0.0248249,0.0034876,0.0385122,0.0221977,0.0214531,0.00305634,0.00562195,0.00535578,0.00914199,0,0.0128157,0.0421832,0.00572562,0.00689232,0.00445757,0.038583,0.00340438,0.00992595,0.0183029,0.00610396,0.0198862,0.00683417,0.0360853,0.00256543,0.00283281,0,0,0.00518892,0,0.0106662,0.00520017,0.0818439,0.0472914,0.0837788,0.0301723,0.00738748,0.00532674,0.0129775,0.0362313,0.0523977,0.0241709,0.0230819,0.0122484,0.0155745,0.0160336,0.0312979,0.00465867,0.00421946,0.00552665,0.00765529,0.00299888,0,0,0,0,0,0,0,0,0,0
182,0.0041148,0.00702656,0,0,0,0,0,0.0146631,0.019728,0.0079922,0.00600085,0,0,0.00390902,0,0.0246849,0.00352019,0.0379101,0.0217057,0.0213643,0.00305081,0.00541219,0.0050551,0.00944937,0,0.0124236,0.0418686,0.00533832,0.00660047,0.00416967,0.0383054,0.00387849,0.00975139,0.0182377,0.00649011,0.0212708,0.00701248,0.0387663,0.00289363,0.00270071,0,0,0.00552059,0,0.0107573,0.00548951,0.081702,0.0444951,0.0830702,0.031534,0.00763305,0.00498784,0.01304,0.0371741,0.053192,0.0248222,0.0240725,0.0123888,0.0156266,0.0167386,0.0275825,0.00473583,0.00446539,0.00564923,0.00746445,0.00304277,0,0,0,0,0,0,0,0,0,0
183,0.004832,0.00678585,0,0,0,0,0,0.0153568,0.0197443,0.0080094,0.00566664,0,0,0.00367567,0,0.0246387,0.0036759,0.0372189,0.0211032,0.0214694,0.00323771,0.00535052,0.0049441,0.00961026,0,0.0123061,0.0416443,0.00490054,0.00671431,0.00375711,0.0375798,0.00468021,0.00978255,0.0182245,0.00657028,0.0228952,0.00715879,0.0409548,0.00343042,0.00253278,0,0,0.0055916,0,0.0108655,0.00565559,0.0819317,0.0383581,0.0821736,0.0322383,0.00774969,0.00492806,0,0.0405933,0.0535863,0.0244666,0.0248778,0.0121161,0.0162281,0.0168334,0.0256235,0.00460472,0.00482187,0.00588216,0.00716959,0.00289506,0,0,0,0,0,0,0,0,0,0
184,0.00445335,0.00669702,0,0,0,0,0,0.0146903,0.0197203,0.00840139,0.00570754,0,0,0.00343177,0,0.0246517,0.00382491,0.0361656,0.0213132,0.022034,0.00257464,0.0057799,0.00493456,0.00989467,0.00885804,0.0123968,0.0413965,0.00431077,0.00676495,0.00360262,0.036731,0.00399848,0.00975634,0.0182334,0.00670368,0.0243559,0.00719216,0.0419744,0.00424003,0.00233732,0,0,0.005377,0,0.0108969,0.00576711,0.0822593,0.0341145,0.0812499,0.0326061,0.00855269,0.0051632,0,0.0445533,0.0539195,0.0241381,0.0254629,0.012077,0.0170471,0.0166441,0.0247585,0.00442594,0.00514332,0.00595715,0.00706442,0.00299181,0,0,0,0,0,0,0,0,0,0
185,0.00494458,0.00601465,0,0,0,0,0,0.0176143,0.0199355,0.00858635,0.00503331,0,0,0.00309369,0,0.0244598,0.00384711,0.0360758,0.0199389,0.022211,0.00418959,0.00584685,0.00464425,0.00993902,0,0.0128705,0.0412936,0.00459002,0.00828518,0.00293745,0.0355099,0.00801963,0.00945903,0.0181782,0.00674447,0.0276178,0.00752859,0.0416714,0.00538243,0.00269249,0,0,0.00573778,0,0.0110393,0.00628328,0.0817972,0.0342672,0.0806044,0.0339361,0.00880864,0.00515915,0,0.0421258,0.0554264,0.0256679,0.0250633,0.0126387,0.0162317,0.016467,0.0268061,0.0041478,0.00567641,0.00593752,0.00646309,0.00284168,0,0,0,0,0,0,0,0,0,0
186,0.00580288,0.0058347,0,0,0,0,0,0.0176759,0.0198884,0.00906602,0.00494309,0,0,0.0035903,0,0.0244108,0.00378325,0.0356444,0.0200683,0.0230818,0.00335763,0.00644006,0.00429175,0.0103412,0.00895149,0.0130648,0.0413746,0.00436281,0.00828384,0.00297556,0.0350239,0.00840943,0.00961681,0.0180816,0.00692997,0.0303686,0.00773205,0.0412757,0.00625473,0.00289989,0,0,0.00563587,0,0.0112017,0.00637244,0.081533,0.0342929,0.0801673,0.03494,0.0091114,0.00596629,0,0.040462,0.0567274,0.0272066,0.0245293,0.0129493,0.0157551,0.0158244,0.0288031,0.00381873,0.0057577,0.00614958,0.00608309,0.0033586,0,0,0,0,0,0,0,0,0,0
187,0.00617205,0.00582221,0,0,0,0,0,0.0190042,0.0199786,0.00907238,0.00483613,0,0,0.00373387,0,0.0242758,0.00375543,0.0356149,0.019403,0.023476,0.00343334,0.00675095,0.0041628,0.0106622,0.00927388,0.0131811,0.0414912,0.00425621,0.00840993,0.00276591,0.034741,0.0103131,0.00957777,0.0180466,0.00690277,0.0321173,0.00796176,0.0411765,0.00715139,0.00283294,0,0,0.00572702,0,0.0113222,0.00620156,0.0814595,0.0338058,0.0797515,0.0349374,0.00882507,0.00611186,0,0.0405333,0.0575001,0.0277704,0.0240086,0.0129459,0.0157902,0.0148105,0.0306456,0.00387339,0.00576831,0.00639125,0.00603238,0.00350176,0,0,0,0,0,0,0,0,0,0
188,0.0067134,0.00616205,0,0,0,0,0,0.0202055,0.0201162,0.00910783,0.00482668,0,0,0.00388745,0,0.0240627,0.00368685,0.0355656,0.0188097,0.0236017,0.00330185,0.0070584,0.00409414,0.0110053,0.00978406,0.0132125,0.0416569,0.00397727,0.00814517,0.0026445,0.0347311,0.011907,0.00953728,0.0180017,0.00680044,0.0332736,0.00819076,0.0413158,0.00781285,0.00217632,0,0,0.00600461,0,0.0114591,0.00633817,0.0817716,0.0331804,0.0796694,0,0.00845606,0.00559024,0,0.0409572,0.057877,0.0281586,0.0235177,0.012607,0.0160133,0.013847,0.0328222,0.00434899,0.00570041,0.00651695,0.00640797,0.00353441,0,0,0,0,0,0,0,0,0,0
189,0.00699646,0.00620831,0,0,0,0,0,0.0225053,0.0201604,0.00941195,0.00498984,0,0,0.00417726,0,0.0239242,0.00358187,0.035669,0.01828,0.0232572,0.00344998,0.00748616,0.00395137,0.0112913,0,0.0131592,0.0419694,0.00380251,0.00817791,0.00250215,0.0346278,0.0150944,0.00960868,0.0179351,0.00678357,0.0337422,0.00843581,0.040933,0.00874735,0.00222642,0,0,0.00607688,0,0.0116782,0.00673599,0.0816745,0.0333542,0.0793136,0.0343253,0.00821174,0.00551189,0,0.0410135,0.0580323,0.0287951,0.0229467,0.0127904,0.0159107,0.0129517,0.0333978,0.00450919,0.00586583,0.0066365,0.00634216,0.00371405,0,0,0,0,0,0,0,0,0,0
190,0.00719174,0.00634805,0,0,0,0,0,0.0232455,0.0201811,0.00984781,0.00538513,0,0,0.0044174,0,0.0238519,0.00346782,0.0354076,0.0182677,0.0231394,0.00329021,0.00811735,0.00380828,0.0113719,0.0111297,0.0129134,0.0420968,0.00322422,0.00753409,0.00240198,0.0346206,0.0164109,0.00964461,0.0179032,0.00686529,0.0332321,0.00856736,0.039868,0.00919987,0.00227736,0,0,0.00582797,0,0.0118344,0.00681501,0.0818472,0.0332388,0.0792097,0.0339792,0.00855128,0.00553307,0,0.0411406,0.0581373,0.0295346,0.022494,0.0126981,0.0160632,0.0123818,0.0330994,0.00466491,0.00600974,0.00683013,0.00642677,0.00384837,0,0,0,0,0,0,0,0,0,0
191,0.00740386,0.00641464,0,0,0,0,0,0.0250032,0.0202249,0.0103295,0.00574414,0,0,0.00469618,0,0.0237479,0.00332478,0.035144,0.0180645,0.0226463,0.00372168,0.00884269,0.0036462,0.0112231,0.0116446,0.0128021,0.0420898,0.00290411,0.00742964,0.00227701,0.0344285,0.0188136,0.00960121,0.0178676,0.00694076,0.0317188,0.00870131,0.0387232,0.00984807,0.00229254,0,0,0.00567968,0,0.0119158,0.00671951,0.0818769,0.0323292,0.0790855,0.0322608,0.00891129,0.00546039,0,0.0429662,0.0576446,0.0297186,0.0221723,0.0128731,0.0168423,0.0122363,0.03205,0.0048871,0.00606134,0.00701459,0.00648104,0.00396847,0,0,0,0,0,0,0,0,0,0
192,0.00748478,0.00635168,0,0,0,0,0,0.0269871,0.0202579,0.0111077,0.00626958,0,0,0.00503956,0,0.0236129,0.00315607,0.0348282,0.0180435,0.022097,0.00415613,0.00981806,0.00346526,0.0114401,0.0120365,0.0127599,0.0419813,0.00271734,0.00761371,0.002148,0.0340444,0.0213405,0.00949895,0.0178316,0.0066891,0.029685,0.00889067,0.0377916,0.0107823,0.00165573,0,0,0.00560964,0,0.0121075,0.00682484,0.0817462,0.0311122,0.0788908,0.0293287,0.00931967,0.00548128,0,0.0467825,0.0564267,0.0292832,0.0222912,0.0134801,0.0183946,0.0129597,0.030104,0.00508917,0.00623822,0.00718639,0.00645902,0.00398998,0,0,0,0,0,0,0,0,0,0
193,0.00734995,0.00611176,0,0,0,0,0,0.0281993,0.0203244,0.01187,0.00620323,0,0,0.00544491,0,0.0234502,0.00298975,0.0346876,0.0180626,0.0214664,0.00436289,0.0102566,0.00323587,0.0119863,0.0126875,0.012843,0.0417376,0.00260821,0.00775344,0.00204036,0.0336956,0.0229952,0.00935498,0.0177745,0.00647643,0.0281374,0.00911467,0.0362273,0.0106811,0.000734594,0,0,0.00560084,0,0.0122608,0.00656826,0.0821586,0.0302737,0.0792324,0,0.00993012,0.00559113,0,0.0463368,0.0561811,0.0295712,0.021928,0.0134098,0.0186813,0.01299,0.0286167,0.0053895,0.00649176,0.00745256,0.00627466,0.00386256,0,0,0,0,0,0,0,0,0,0
194,0.0071198,0.00599037,0,0,0,0,0,0.0280567,0.0203634,0.012349,0.00608727,0,0,0.00564481,0,0.023448,0.002892,0.0344054,0.0185022,0.0209005,0.00484164,0.0103129,0.0031919,0,0.0145857,0.0132151,0.0416971,0.00274481,0.00730592,0.00235199,0.0336058,0.0228949,0.00919178,0.017771,0.00645911,0.0272505,0.00926539,0.0339564,0.0107663,0.000857741,0,0,0.00531472,0,0.0124557,0.00656037,0.0823117,0.0306244,0.0790986,0.0283802,0.010068,0.00590557,0.0214711,0.0422539,0.0569295,0.030743,0.0204843,0.0130036,0.0169697,0.0113761,0.0270603,0.00545813,0.0067726,0.00770165,0.00614153,0.00358411,0,0,0,0,0,0,0,0,0,0
195,0.00753078,0.00613537,0,0,0,0,0,0.0293869,0.020765,0.012198,0.00349504,0,0,0.00637194,0,0.0230229,0.00285436,0.0353366,0.0172238,0.0207461,0.00436782,0.00986232,0.00231362,0.0130278,0.0143405,0.0133542,0.0416593,0.00242305,0.00756885,0.00200576,0.0336002,0.0242741,0.00883996,0.0176592,0.0064223,0.0328346,0.00959881,0.0303395,0.00689456,0.00125573,0,0,0.0058987,0,0.0126195,0.00726273,0.0841037,0.0326796,0.0815171,0.042125,0.0104388,0.00545302,0.0347514,0,0.0690621,0.0439502,0.020461,0.0184114,0.00726686,0.0154927,0.0310648,0.00593143,0.00702675,0.00791205,0.00639624,0.0040213,0,0,0,0,0,0,0,0,0,0
196,0.00736419,0.00629194,0,0,0,0,0,0.0318948,0.020595,0.0128272,0.0053388,0,0,0.00615809,0,0.0232332,0.00274546,0.0338994,0.0175407,0.0206199,0.00534155,0.0110569,0.0027576,0.0131417,0.0140879,0.012956,0.0413113,0.00221711,0.0078033,0.00156747,0.0327831,0.0276928,0.00887517,0.0177105,0.00635564,0.0262438,0.00964003,0.0321809,0.0108298,0.000949412,0,0,0.0052434,0,0.012914,0.00795008,0.0829283,0.0313592,0.079016,0.0261044,0.0109051,0.00574949,0.0227713,0.0405606,0.0557162,0.0305704,0.0190412,0.0130682,0.0166247,0.0106659,0.0282158,0.00589703,0.00747982,0.00837286,0.00642244,0.00354535,0,0,0,0,0,0,0,0,0,0
197,0.00746624,0.00630644,0,0,0,0,0,0.0329664,0.0207128,0.0132156,0.00520641,0,0,0.00629343,0,0.0230543,0.00271366,0.0333884,0.0173446,0.0205974,0.00591506,0.0115323,0.00256432,0.0134101,0.0139787,0.012831,0.0412438,0.00204264,0.00772427,0.00135852,0.032642,0.0292325,0.00877908,0.0176361,0.00624007,0.0265531,0.00988857,0.0315332,0.0112057,0.000989797,0,0,0.00533704,0,0.0130839,0.00721831,0.0831394,0.0319029,0.0788679,0.0245605,0.0111354,0.00564856,0.0222915,0.0401554,0.0546695,0.0299496,0.0184675,0.0133602,0.0167076,0.0107907,0.0304633,0.0060822,0.00759884,0.00871907,0.00639831,0.00406345,0,0,0,0,0,0,0,0,0,0
198,0.00746602,0.00616973,0,0,0,0,0,0.03379,0.0208536,0.0133427,0.00515757,0,0,0.00629922,0,0.0229375,0.00277557,0.0330521,0.0172312,0.0206014,0.00636662,0.0118408,0.0024735,0.0137082,0.0142827,0.0127354,0.0410996,0.00181633,0.00746973,0.00115165,0.0325908,0.0305934,0.00869088,0.0175947,0.00607,0.0274696,0.0101715,0.0307284,0.0113907,0.000980861,0,0,0.00548487,0,0.0132212,0.00694077,0.0833237,0.0327528,0.0785894,0.0231549,0.0106301,0.00558812,0.0224457,0.0392449,0.0536005,0.029297,0.0179506,0.0136478,0.0165874,0.0108681,0.0334342,0.00622039,0.00765452,0.00881466,0.00623773,0.00532093,0,0,0,0,0,0,0,0,0,0
199,0.00753462,0.00604565,0,0,0,0,0,0.0345807,0.0209577,0.0133814,0.00521887,0,0,0.0063456,0,0.0228619,0.00281632,0.0327295,0.0176239,0.0205819,0.0067397,0.0121318,0.00236568,0.0142252,0.0147331,0.0126617,0.0409923,0.00166491,0.00720793,0.00102296,0.0325272,0.0321379,0.00866529,0.0175649,0.00613319,0.0289654,0.0104359,0.0297302,0.0115954,0.00115122,0,0,0.00567662,0,0.0132986,0.00702245,0.0834347,0.0335573,0.0782179,0.0218027,0.0103223,0.00541195,0.022343,0.0381779,0.0523502,0.028487,0.0173525,0.0140213,0.0163043,0.0109001,0.0370521,0.00638465,0.00768698,0.00899691,0.00609734,0.00605881,0,0,0,0,0,0,0,0,0,0
200,0.00767276,0.00607424,0,0,0,0,0,0.0352738,0.0210453,0.0136321,0.00515149,0,0,0.00637542,0,0.0228286,0.00285863,0.0325195,0.0177362,0.0206706,0.00693365,0.0125762,0.00219062,0.0150973,0.0150847,0.0126933,0.040991,0.00156479,0.00697774,0.000910466,0.0324886,0.0331844,0.00864447,0.0175526,0.0061387,0.0304686,0.0106863,0.0284253,0.0118643,0.00130211,0,0,0.00571825,0,0.0134203,0.00704349,0.0834392,0.0340388,0.0781158,0.019907,0.0110701,0.0053499,0.0216299,0.0370117,0.0508479,0.0271951,0.0165642,0.014466,0.0159021,0.0109879,0.0407648,0.00641457,0.00783954,0.00913933,0.00609205,0.00614892,0,0,0,0,0,0,0,0,0,0
201,0.00788022,0.00610589,0,0,0,0,0,0.0358238,0.0211655,0.0138898,0.00522083,0,0,0.00655732,0,0.0227288,0.00284666,0.0323769,0.0179947,0.0207695,0.00704267,0.0130363,0.0021046,0.0154192,0.015405,0.0128243,0.0409992,0.00153359,0.0068128,0.000841055,0.0324367,0.0338179,0.00857686,0.0175398,0.0060968,0.0316687,0.010907,0.026829,0.0120563,0.0012357,0,0,0.00592566,0,0.0134981,0.00713026,0.0834126,0.0343419,0.0779655,0.0179619,0.0116431,0.00530679,0.0222403,0.0357955,0.0491083,0.0257925,0.015494,0.0149545,0.0154881,0.0111916,0.0438737,0.00632495,0.00793426,0.00930593,0.00608664,0.00620724,0,0,0,0,0,0,0,0,0,0
202,0.00812665,0.00612765,0,0,0,0,0,0.036248,0.0213153,0.0141052,0.00540715,0,0,0.00701048,0,0.0225337,0.00276568,0.0323232,0.0178991,0.0208764,0.00714345,0.0134074,0.0019912,0.0152132,0.0156644,0.012972,0.0410227,0.00150659,0.00670899,0.000775788,0.032416,0.0343211,0.00850734,0.0174905,0.00610219,0.0322062,0.0109258,0.0249069,0.0121396,0.0011954,0,0,0.0063903,0,0.013498,0.00748056,0.0833508,0.0340829,0.0776945,0.0163308,0.0119729,0.00533185,0.0227066,0.0345774,0.0472358,0.0243291,0.0144674,0.0155111,0.0147937,0.0112929,0.0461928,0.00649523,0.0076657,0.00939961,0.00605257,0.00636516,0,0,0,0,0,0,0,0,0,0
203,0.00829559,0.00610582,0,0,0,0,0,0.0364245,0.0215063,0.0142531,0.00565608,0,0,0.00758285,0,0.0223172,0.00269966,0.0323399,0.0173306,0.0210216,0.00719466,0.0136317,0.00213822,0.0151311,0.0158941,0.0130789,0.0410465,0.00149601,0.00663334,0.000751122,0.0324129,0.0347681,0.00839557,0.0173932,0.00613742,0.0320504,0.0109499,0.0225427,0.0120803,0.00129799,0,0,0.00695775,0,0.013513,0.00786304,0.0832655,0.0330348,0.0774029,0.0150382,0.0121366,0.0054638,0.022368,0.0329086,0.0453644,0.0231367,0.0132865,0.0161664,0.0136796,0.0112139,0.0475729,0.00679,0.00723086,0.00935345,0.00597845,0.00657416,0,0,0,0,0,0,0,0,0,0
204,0.00933287,0.00695199,0,0,0,0,0,0.0366059,0.021588,0.0144826,0.00598895,0,0,0.00793168,0,0.0222202,0.00257343,0.0324743,0.017029,0.0211852,0.00716867,0.0138466,0.0022356,0.0154238,0.0161223,0.0132572,0.0410843,0.00152094,0.00654507,0.000844461,0.0324311,0.0352897,0.0082167,0.0173224,0.00623199,0.0315764,0.0130399,0.0193662,0.0117816,0.00227033,0,0,0.00619652,0,0.0146497,0.00697989,0.0833285,0.0310202,0.0772842,0.0140494,0.0117269,0.00440339,0.0212777,0.0304851,0.0437172,0.0223058,0.0118019,0.017092,0.0120262,0.0104889,0.0483526,0.00658606,0.00988511,0.00978041,0.00678027,0.0074163,0,0,0,0,0,0,0,0,0,0
205,0.00870358,0.00487149,0,0,0,0,0,0.0367652,0.0225616,0.0145473,0.00531583,0,0,0.0104802,0,0.0209704,0.00323201,0.0331798,0.0165679,0.0216525,0.00641072,0.0139514,0.0047415,0.0158853,0.0165778,0.0138627,0.0414385,0.00154132,0.00650925,0.00119696,0.0328135,0.0354463,0.00888943,0.0168464,0.00654386,0.0365095,0.00598396,0.0467019,0.00926976,0.00350331,0,0,0.014165,0,0,0.0109633,0.0845896,0.0650455,0.0790561,0.0420055,0.0122559,0.00824873,0.0333789,0,0.064607,0.0383055,0.0291591,0,0.0256163,0.0354883,0.0245982,0.00974885,0.011159,0.00733209,0.00451437,0.00793654,0,0,0,0,0,0,0,0,0,0
206,0.00969361,0.00537508,0,0,0,0,0,0.0370384,0.0226945,0.0146405,0.00559695,0,0,0.0111445,0,0.020638,0.00308339,0.034086,0.016093,0.0231195,0.00621425,0.015721,0.00579961,0.0160359,0.0168672,0.0140788,0.0417965,0.00135609,0.006372,0.00114578,0.0329706,0.0358018,0.00909215,0.016686,0.00633511,0.0355808,0.00637976,0.0462128,0.00996203,0.00512411,0,0,0.0140927,0,0,0.0108595,0.0834696,0.0634647,0.0787204,0.0379208,0,0.0085457,0.0400346,0,0.0604109,0.0360083,0.028016,0,0.0258268,0.0346197,0.0225596,0.00945276,0.0116516,0.00727117,0.00486479,0.00940053,0,0,0,0,0,0,0,0,0,0
207,0.0122431,0.010784,0,0,0,0,0,0.0399757,0.0207047,0.0154393,0.0075752,0,0,0.00744195,0,0.0229647,0.00305834,0.0346946,0.0163188,0.0237913,0.00568873,0.0186358,0.00392341,0.0165548,0.0172273,0.0145905,0.0423933,0.00149798,0.0071914,0.00129423,0.032825,0.0394183,0.00811648,0.0174779,0.00617863,0.0256744,0.0608261,0.0109895,0.0129698,0.0079396,0,0,0.0323589,0,0.0619532,0.0423305,0.0820668,0.00813313,0.0779128,0.0138674,0,0.0130073,0.0725727,0,0.042905,0.0275408,0.00653025,0.0246563,0.00492252,0.00400778,0.0379238,0.0181725,0.0607172,0.0441115,0.0101945,0.011157,0,0,0,0,0,0,0,0,0,0
