Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,LANK,RTHIP,IMUR_M,IMUR_B,
262,0.016028,0.0111929,0,0,0,0.0104499,0.0157459,0.00625657,0,0,0.0191943,0,0.0277963,0.0035274,0.0308951,0.0163622,0.0173411,0.00222879,0.00397514,0.0195042,0.0193424,0.02528,0.019862,0.0465145,0.0175556,0.0179063,0.0159133,0.0277151,0.00558548,0.0125414,0.0208312,0.00167139,0.0289405,0.00378073,0.0218341,0.00334188,0.00849058,0,0,0.0270034,0,0.00681113,0.010232,0.083219,0.0206381,0.0820093,0.0188016,0.00555901,0.0159295,0,0.0219791,0.0498963,0.0122815,0.031444,0.00662329,0.0128317,0.02984,0.0164645,0.0062854,0.00561647,0.00963064,0.0125282,0,0,0,0,0,0,0,0,0,0.0154972,0.020654,0,0,0
263,0.0166229,0.011738,0,0,0,0.0131401,0.0157788,0.00643913,0,0,0.0189705,0,0.0278994,0.00372303,0.0314815,0.0167571,0.0171427,0.00306471,0.00423556,0.018881,0.0183993,0.0247908,0.0193008,0.0469454,0.017853,0.0182783,0.016306,0.0286709,0.00590962,0.0119129,0.0208299,0.00155276,0.0287662,0.00395038,0.0223579,0.00394178,0.00888829,0,0,0.0272248,0,0.00672261,0.00970166,0.0829383,0.0211903,0.0818328,0.0189804,0.00531383,0.0152809,0,0.0220578,0.0498493,0.0120713,0.0316242,0.00645295,0.0126471,0.0292856,0.0167246,0.00630075,0.0056032,0.0100177,0.0133341,0,0,0,0,0,0,0,0,0,0.015969,0.0201672,0,0,0
264,0.0145734,0.00948669,0,0,0,0.0166881,0.0155532,0.00650486,0,0,0.0183267,0,0.0282063,0.00307991,0.0320144,0.0195242,0.0171263,0.00428559,0.00450937,0.0197609,0.0177559,0.02414,0.0190007,0.0475996,0.018032,0.0185754,0.0166914,0.0297498,0.0129528,0.0117835,0.0208826,0.00165435,0.0286022,0.00351147,0.0229888,0.00470916,0.00880351,0,0,0.0218812,0,0.00624145,0.00865528,0.0826918,0.0219362,0.0821121,0.0194848,0.00485227,0.0184675,0,0.0224658,0.0503627,0.0114856,0.0319138,0.00635658,0.0122996,0.0284973,0.0126445,0.00690269,0.00639971,0.00819117,0.0122912,0,0,0,0,0,0,0,0,0,0.0165834,0.020463,0,0,0
265,0.0149462,0.00958588,0,0,0,0.019969,0.0154721,0.00670173,0,0,0.0182426,0,0.0283856,0.00288887,0.0326205,0.0222639,0.0173099,0.00580722,0.00552249,0.0200304,0.0173085,0.0227412,0.0187779,0.0484642,0.0181637,0.0188984,0.0171128,0.0310127,0.0192696,0.0117198,0.020947,0.00195219,0.028323,0.00347943,0.0235305,0.00548644,0.00931942,0,0,0.0219233,0,0.00619326,0.0087744,0.0825192,0.0229264,0.0825195,0.0199575,0.00487812,0.0184439,0,0.0228848,0.0510916,0.0106603,0.0322482,0.00634455,0.0120016,0.0274828,0.0126349,0.00702068,0.00655291,0.00824878,0.0130551,0,0,0,0,0,0,0,0,0,0.0168472,0.0213158,0,0,0
266,0.0175751,0.0119989,0,0,0,0.0223276,0.015522,0.00663685,0,0,0.0185663,0,0.0283533,0.00314033,0.0332084,0.0241718,0.0174985,0.00768528,0.00687329,0.019506,0.0166364,0.0213453,0.0188143,0.0496646,0.0183016,0.0192823,0.017525,0.032316,0.0240411,0.0115797,0.0209543,0.00192589,0.0279638,0.00383055,0.0239546,0.00571817,0.0102467,0,0,0.0267968,0,0.00649388,0.00981693,0.0827444,0.0241251,0.0827334,0.0200447,0.00518084,0.0152514,0,0.0231441,0.0515507,0.00982777,0.0325143,0.0065789,0.0119933,0.0263188,0.0165207,0.00666074,0.00597701,0.0101074,0.0151971,0,0,0,0,0,0,0,0,0,0.0170341,0.0219239,0,0,0
267,0.0181334,0.0121839,0,0,0,0.0242893,0.0153845,0.00661939,0,0,0.0186893,0,0.0284835,0.002942,0.0338656,0.0252833,0.0177546,0.00998258,0.0080675,0.0200257,0.0163416,0.0204617,0.0192195,0.0512569,0.0184747,0.0198122,0.0179574,0.0333795,0.026954,0.0119272,0.0210079,0.00207357,0.027708,0.00375604,0.0244708,0.00573689,0.011029,0,0,0.0271762,0,0.006499,0.0100896,0.0833831,0.0254673,0.0831108,0.020142,0.00525433,0.0152853,0,0.0234275,0.0517083,0.00939967,0.0326674,0.00698912,0.0124495,0.0255389,0.016862,0.00674866,0.00602996,0.0101135,0.0157919,0,0,0,0,0,0,0,0,0,0.0173796,0.0220112,0,0,0
268,0.0259545,0.0301429,0,0,0,0.0274615,0.0208468,0.030124,0,0,0.0164658,0,0.022202,0.00716268,0.0252629,0.021611,0.0337333,0.00769672,0.0117905,0.0153066,0.0160795,0.0195269,0.0173844,0.0482722,0.0168069,0.0185766,0.0158691,0.0329087,0.0292598,0.0147432,0.0185686,0.0059923,0.0328973,0.00935665,0.0295887,0.0451708,0.0347366,0,0,0.0121772,0,0.00913414,0.00534779,0.107349,0.0285341,0,0.0336269,0.0541581,0.0352752,0,0.0256504,0.0579483,0.0186136,0.034135,0.0118908,0.0217556,0.0306924,0.0170657,0.0102614,0.00963605,0.0311974,0.0256742,0,0,0,0,0,0,0,0,0,0.0167294,0.0287371,0,0,0
269,0.0163753,0.0105066,0,0,0,0.0258214,0.0149639,0.00624504,0,0,0.0189708,0,0.0289122,0.00226167,0.035172,0.0264392,0.0181443,0.013643,0.00974083,0.0225877,0.0168363,0.0193472,0.0203836,0.0540083,0.0190015,0.0209099,0.0187411,0.0343899,0.0286199,0.0136114,0.0210878,0.00208294,0.0285449,0.00354794,0.0258883,0.0054325,0.0121237,0,0,0.0238563,0,0.00649606,0.00999916,0.0836745,0.0271985,0.0840318,0.0214458,0.00490355,0.0181228,0,0.0240782,0.0519453,0.0100389,0.0330904,0.00709114,0.0131819,0.0263372,0.0145036,0.00725786,0.00681712,0.00834872,0.0155059,0,0,0,0,0,0,0,0,0,0.0182981,0.022106,0,0,0
270,0.0213799,0.0147428,0,0,0,0.0254119,0.0154388,0.00590918,0,0,0.0205662,0,0.0285042,0.00432525,0.0359865,0.026557,0.0182173,0.0143887,0.0111206,0.020725,0.0172527,0.0187141,0.0207927,0.0554313,0.0195195,0.021409,0.0192704,0.0343944,0.027516,0.0133142,0.0211126,0.00159866,0.0290525,0.00385704,0.0266679,0.00517353,0.0143734,0,0,0.0307108,0,0.00703248,0.0112018,0.083602,0.0280624,0.0840801,0.022196,0.00559742,0.0144593,0,0.0243622,0.0517196,0.0106555,0.0331902,0.00712104,0.0134309,0.0269032,0.0197594,0.00658297,0.00587225,0.0118981,0.018848,0,0,0,0,0,0,0,0,0,0.0188899,0.021788,0,0,0
271,0.0215995,0.0152573,0,0,0,0.0251051,0.0153892,0.00524467,0,0,0.020978,0,0.0285678,0.00448572,0.0367346,0.0267813,0.0183286,0.0152291,0.0119006,0.021353,0.018014,0.0185533,0.0214455,0.0564316,0.0201458,0.0220307,0.019773,0.0341095,0.0262864,0.0137777,0.0211403,0.00162721,0.0294957,0.00383761,0.0274302,0.00471797,0.0154293,0,0,0.0316709,0,0.00713692,0.0113207,0.0835698,0.0291623,0.0843499,0.0229247,0.00574992,0.014315,0.0124666,0.0245286,0.0514046,0.0110767,0.0334617,0.00706362,0.0136894,0.027106,0.0206458,0.00647146,0.00584315,0.0123306,0.0193263,0,0,0,0,0,0,0,0,0,0.0195199,0.0212947,0,0,0
272,0.0187596,0.0122942,0,0,0,0.02407,0.0149572,0.00412484,0,0,0.0203325,0,0.0288675,0.00295428,0.0376901,0.0272387,0.0184156,0.0155223,0.012044,0.0238601,0.0192349,0.018804,0.0219458,0.0576274,0.0205663,0.0223037,0.02017,0.0338703,0.0241114,0.0147948,0.0211475,0.00206191,0.0303847,0.00352286,0.0282324,0.00422849,0.0143079,0,0,0.0266952,0,0.00684755,0.0105121,0.0841434,0.0300893,0.0848834,0.0236159,0.00508928,0.0170678,0,0.024205,0.0516212,0.0114069,0.0336908,0.00682379,0.0137284,0.0276833,0.0167881,0.00696031,0.00663164,0.00981776,0.0172643,0,0,0,0,0,0,0,0,0,0.0201676,0.0215393,0,0,0
273,0.0198423,0.012846,0,0,0,0.0231858,0.0149776,0.00276639,0,0,0.02071,0,0.0288618,0.00320283,0.038646,0.0281134,0.018262,0.0155213,0.012605,0.0241773,0.0203969,0.0192354,0.0222093,0.0584338,0.0209376,0.0226608,0.0204969,0.033589,0.0221407,0.0149791,0.021182,0.00202868,0.0306229,0.00353375,0.0286997,0.00398933,0.0151696,0,0,0.0273438,0,0.00701811,0.010832,0.0844424,0.0310183,0.0846637,0.0238311,0.00503212,0.0170098,0.0119781,0.0238597,0.0512321,0.0110919,0.0340664,0.00664324,0.0136473,0.0274515,0.0172606,0.00689541,0.00647914,0.0104196,0.0179485,0,0,0,0,0,0,0,0,0,0.020719,0.0208636,0,0,0
274,0.023685,0.0165118,0,0,0,0.0227681,0.0153431,0.00234602,0,0,0.0217993,0,0.0286742,0.00480915,0.0396982,0.0294054,0.0181451,0.0156653,0.0137509,0.0227842,0.0213474,0.0195541,0.0220857,0.0590703,0.0214956,0.023145,0.0208876,0.0333766,0.0209745,0.0144075,0.0212113,0.00160023,0.0310051,0.00386613,0.0293884,0.00396773,0.0173532,0,0,0.0331743,0,0.00752972,0.0119315,0.0844444,0.0320511,0.0849721,0.0241513,0.00572952,0.0148923,0.0119917,0.0235968,0.051227,0.010689,0.0343927,0.00658434,0.0136557,0.0274668,0.0218892,0.00624776,0.00544231,0.0139005,0.0209086,0,0,0,0,0,0,0,0,0,0.0211969,0.0207962,0,0,0
275,0.0230459,0.0157341,0,0,0,0.0225449,0.0151562,0.00201562,0,0,0.0215018,0,0.0288275,0.00418381,0.0405638,0.030649,0.0180177,0.015891,0.0139534,0.0238592,0.0223823,0.0200326,0.0220818,0.0596668,0.0219151,0.0233788,0.0212259,0.0333149,0.020275,0.0144715,0.0212193,0.00183045,0.0316155,0.00373098,0.0302916,0.00424644,0.0170346,0,0,0.0311777,0,0.00754419,0.0113886,0.0847021,0.0331556,0.0850926,0.0248722,0.00557097,0.0155096,0.012309,0.0235686,0.0514847,0.010627,0.0346918,0.00679682,0.0141196,0.0277078,0.0206073,0.00638206,0.00562848,0.0134682,0.0206491,0,0,0,0,0,0,0,0,0,0.0219476,0.0212754,0,0,0
276,0.0233097,0.0161514,0,0,0,0.0224179,0.0151153,0.00266511,0,0,0.0214759,0,0.0289112,0.00414707,0.0415209,0.0315844,0.0179849,0.0158299,0.0143318,0.0241987,0.0232476,0.0203913,0.0227742,0.0602187,0.0222714,0.0235438,0.0216195,0.0333176,0.0198483,0.0143124,0.0212404,0.00199588,0.0322484,0.00369185,0.0311078,0.00440763,0.0172296,0,0,0.0315632,0,0.00760917,0.0113385,0.0848403,0.0343109,0.0852779,0.0256031,0.00569427,0.0157993,0.0130325,0.0237652,0.0519374,0.0107043,0.0350161,0.00689665,0.0145288,0.0278431,0.0205702,0.00635983,0.00558769,0.0140505,0.021302,0,0,0,0,0,0,0,0,0,0.0226856,0.0219586,0,0,0
277,0.0201615,0.0148812,0,0,0,0.0208128,0.0156396,0.00334324,0,0,0.0212091,0,0.0284681,0.00475667,0.0425096,0.0321033,0.0189538,0.0161489,0.0115641,0.0218846,0.0246272,0.0218108,0.0233308,0.0610559,0.0220472,0.0228337,0.0217917,0.033262,0.0175254,0.0133864,0.0210121,0.00169388,0.0327374,0.00387848,0.0343564,0.00294207,0.0147618,0,0,0.0312405,0,0.00752822,0.0109813,0.085449,0.0455248,0.0856933,0.020076,0.00444037,0.0153888,0.0207577,0,0.0544141,0.00700112,0.038514,0.010213,0.0177166,0.0261793,0.0195956,0.00631745,0.00528299,0.0132647,0.0190959,0,0,0,0,0,0,0,0,0,0.0228951,0.02114,0,0,0
278,0.023819,0.0168426,0,0,0,0.0221005,0.0151912,0.00325701,0,0,0.0215531,0,0.0289276,0.0042121,0.0436249,0.0319956,0.0178877,0.01503,0.014321,0.0239523,0.0244206,0.0210942,0.0227175,0.061101,0.0225622,0.0232583,0.0223748,0.0329473,0.0185177,0.0138604,0.0212585,0.00194359,0.0333615,0.00362784,0.0323339,0.00444702,0.0185743,0,0,0.0316645,0,0.00769312,0.0112713,0.084201,0.0359678,0.0859695,0.0263761,0.00560516,0.0157944,0.0138527,0.0241235,0.0524983,0.0107546,0.0355065,0.00676634,0.0146408,0.0283767,0.0203224,0.00628472,0.00550857,0.0144873,0.0223472,0,0,0,0,0,0,0,0,0,0.023527,0.0228137,0,0,0
279,0.0238729,0.0169663,0,0,0,0.0221765,0.0152092,0.0031743,0,0,0.0216129,0,0.0288804,0.00385391,0.04431,0.0317185,0.0177759,0.0146269,0.0142418,0.0236823,0.0249714,0.0215893,0.0222778,0.0612272,0.0225418,0.0227936,0.0225173,0.0327542,0.0182287,0.0136531,0.0212338,0.00180593,0.0338304,0.00365312,0.0328645,0.00467758,0.0187491,0,0,0.0312953,0,0.0077553,0.0111772,0.0838742,0.036507,0.0860847,0.0269716,0.0056579,0.0157478,0.0140592,0.0242735,0.0525579,0.0111789,0.0355466,0.00684718,0.0148342,0.0289094,0.0200868,0.00629796,0.00543536,0.0143466,0.0225063,0,0,0,0,0,0,0,0,0,0.0236295,0.0230789,0,0,0
280,0.0240235,0.017226,0,0,0,0.0229484,0.0152005,0.00327291,0,0,0.0216273,0,0.0288469,0.00372637,0.044897,0.0311417,0.0178321,0.014224,0.0143555,0.0235999,0.0254107,0.0219044,0.0218429,0.0612539,0.0224413,0.0225517,0.0224575,0.0330444,0.0192249,0.0135859,0.021214,0.00186838,0.0344351,0.00366775,0.0335552,0.00460372,0.0188799,0,0,0.0311336,0,0.00785248,0.0112194,0.0836984,0.0373584,0.0861758,0.0274404,0.00569305,0.0158424,0.0142988,0.0245569,0.0527622,0.0113518,0.0356598,0.00705294,0.0150859,0.0293826,0.0198466,0.00631995,0.00538251,0.0143924,0.0226965,0,0,0,0,0,0,0,0,0,0.0236607,0.0233014,0,0,0
281,0.0242268,0.0174529,0,0,0,0.0243451,0.0151853,0.00346507,0,0,0.0216486,0,0.0288463,0.00377612,0.0454128,0.0302623,0.0179811,0.0136355,0.0146148,0.0236888,0.025681,0.0220048,0.0214227,0.0613239,0.0219646,0.0221452,0.0220986,0.0340367,0.02147,0.0137019,0.0212179,0.00192313,0.0348098,0.00366942,0.0339946,0.00459609,0.0190611,0,0,0.0311071,0,0.00789738,0.0111088,0.0836158,0.0380729,0.0862433,0.0277522,0.00560318,0.0158744,0.0145583,0.0248657,0.0529572,0.0113517,0.0357349,0.00717923,0.0153497,0.0296582,0.019718,0.00633437,0.00537747,0.0144797,0.0229088,0,0,0,0,0,0,0,0,0,0.0233229,0.0234405,0,0,0
282,0.0244966,0.0176622,0,0,0,0.0260592,0.0151454,0.00362592,0,0,0.0217037,0,0.0288447,0.00379117,0.0459122,0.0291087,0.018184,0.0130145,0.0149263,0.0238451,0.0258095,0.0220225,0.021122,0.0613445,0.021213,0.0213651,0.0214097,0.0355724,0.0243043,0.0138388,0.0212241,0.00193801,0.0348647,0.00365849,0.0341501,0.00471396,0.0193256,0,0,0.0310165,0,0.00798114,0.0111797,0.0835288,0.0386653,0.0863651,0.0279254,0.0057176,0.0159414,0.0147888,0.025136,0.0531099,0.0113447,0.0357332,0.00734813,0.0155993,0.0296128,0.0196774,0.00639525,0.0053238,0.0145314,0.0232244,0,0,0,0,0,0,0,0,0,0.0225151,0.0235319,0,0,0
283,0.024837,0.0177946,0,0,0,0.0278944,0.0151126,0.00371432,0,0,0.0217519,0,0.0288861,0.00375564,0.0462688,0.0276692,0.0183943,0.0126163,0.015258,0.0240089,0.0256826,0.0219273,0.0209616,0.0612837,0.0202255,0.0199801,0.0204332,0.0374047,0.0275669,0.0140038,0.0212488,0.00199899,0.0347901,0.00361346,0.0342174,0.00486221,0.0196676,0,0,0.0310514,0,0.00797231,0.0114823,0.0834832,0.0391799,0.0865255,0.0280187,0.00574084,0.0159359,0.0150384,0.0253735,0.0532114,0.0113779,0.0356757,0.00762695,0.0158674,0.0294239,0.0197919,0.00646897,0.00534592,0.014561,0.0235974,0,0,0,0,0,0,0,0,0,0.0212742,0.0235664,0,0,0
284,0.0253558,0.0182064,0,0,0,0.0299694,0.0148226,0.00411887,0,0,0.0220805,0,0.0288158,0.00426858,0.0465031,0.025836,0.0189796,0.0122856,0.0157271,0.0227941,0.0252844,0.0215064,0.0209316,0.0611049,0.0192833,0.0186368,0.0193727,0.0394507,0.0309667,0.0135877,0.0216726,0.00220462,0.0347519,0.00360387,0.0342474,0.00513876,0.0203284,0,0,0.0334019,0,0.00836795,0.012215,0.0835109,0.0395609,0.0864381,0.0281922,0.00560935,0.0151554,0.0153258,0.0255887,0.0532738,0.0115799,0.0355768,0.00784328,0.0162336,0.0293564,0.0215384,0.00644578,0.00535999,0.0149249,0.0240424,0,0,0,0,0,0,0,0,0,0.0199516,0.0235886,0,0,0
285,0.0255229,0.018188,0,0,0,0.032605,0.014984,0.00477479,0,0,0.0218176,0,0.0290957,0.00340696,0.0461147,0.0240818,0.0190757,0.0118434,0.0163534,0.0247525,0.024559,0.0207097,0.0210793,0.0608496,0.0180517,0.0171452,0.0177804,0.041145,0.0358811,0.0143037,0.0213463,0.0022954,0.0349698,0.00351844,0.0346724,0.00609198,0.0204582,0,0,0.0323653,0,0.00800895,0.0120736,0.0840899,0.0406404,0.0865885,0.0283911,0.00513913,0.0161676,0.0158098,0.0263307,0.0537418,0.0117546,0.0355197,0.0082651,0.0170528,0.0294955,0.0205851,0.00656296,0.00561873,0.0149857,0.0243707,0,0,0,0,0,0,0,0,0,0.0177513,0.0237523,0,0,0
286,0.0255303,0.0185137,0,0,0,0.0356234,0.0148966,0.00696378,0,0,0.0220028,0,0.0292331,0.00326449,0.0456777,0.0223726,0.0195793,0.0112571,0.0171295,0.025176,0.0235836,0.0198295,0.0208907,0.0602215,0.0168241,0.0160328,0.0161121,0.0426922,0.0410671,0.0145263,0.0213974,0.00242953,0.0356293,0.00345588,0.0352967,0.0088538,0.0204546,0,0,0.0327465,0,0.00809995,0.0119681,0.0846026,0.0420064,0.0867452,0.0289191,0.0053187,0.0167886,0.016679,0.0274001,0.0546914,0.0119995,0.0356489,0.0085634,0.0178511,0.0301225,0.0207447,0.00666628,0.00582751,0.0154846,0.0246349,0,0,0,0,0,0,0,0,0,0.0154297,0.0244136,0,0,0
287,0.0262312,0.0194237,0,0,0,0.0374719,0.0150464,0.00821855,0,0,0.0224392,0,0.029184,0.00367204,0.0451522,0.0211541,0.019944,0.010648,0.0174301,0.0245027,0.0223713,0.0189631,0.0200843,0.0594136,0.0154282,0.0146349,0.0143992,0.0438347,0.044655,0.0143386,0.021428,0.0023535,0.0358572,0.00348083,0.0355407,0.0105573,0.0211717,0,0,0.0347689,0,0.00819345,0.0124437,0.0844313,0.0422223,0.0865809,0.0292767,0.00639852,0.0165416,0,0.0279245,0.0556616,0.0122305,0.0356919,0.00858494,0.0178397,0.0304364,0.022318,0.00659478,0.00561819,0.016378,0.0252537,0,0,0,0,0,0,0,0,0,0.0127926,0.0255436,0,0,0
288,0.0262821,0.0194218,0,0,0,0.0387461,0.0150203,0.00888883,0,0,0.0225369,0,0.0291892,0.0035991,0.0444224,0.0212438,0.0200629,0.00976673,0.0176093,0.0244761,0.0209444,0.0180129,0.0192055,0.0583019,0.0138328,0.012969,0.0126966,0.0447625,0.0475421,0.0144085,0.0214369,0.00249366,0.0359503,0.00346354,0.0352967,0.0112626,0.0213175,0,0,0.0350035,0,0.00821695,0.0126638,0.0844842,0.0426741,0.0864533,0.0294553,0.00681695,0.0167073,0.0172711,0.0283875,0.0558871,0.0123399,0.0356459,0.00857157,0.0181874,0.0308628,0.022463,0.00664241,0.00562976,0.0163734,0.025267,0,0,0,0,0,0,0,0,0,0.0100274,0.0255828,0,0,0
289,0.0062978,0.00778257,0,0,0,0.0517113,0.0170287,0.0159653,0,0,0.0187791,0,0.0266259,0.00410997,0.0415909,0.0248378,0.0194563,0.0071442,0.0209796,0.0166965,0.0208132,0.0190407,0.0192558,0.0559618,0.0122262,0.0133729,0.0103833,0.0474571,0.0649804,0.0115816,0.0200596,0.00105645,0.0380506,0.00477215,0.0497016,0.0323085,0.00496466,0,0,0.0226984,0,0.00655324,0.00976159,0,0.0817552,0.107322,0.0252734,0.0136044,0.0182858,0.0397749,0,0.0652829,0.0240466,0.0384881,0.0268343,0.043765,0.0401405,0.0133098,0.00742046,0.00501864,0.00749896,0.011165,0,0,0,0,0,0,0,0,0,0.00943856,0.0354119,0,0,0
290,0.0231899,0.0282354,0,0,0,0.0328767,0.01978,0.0308495,0,0,0.0166536,0,0.023493,0.00602506,0.032243,0.0156385,0.0368225,0.00688501,0.0154061,0.0132711,0.0190109,0.0181031,0.0170824,0.0522411,0.00732144,0.00599014,0.0069101,0.0435406,0.0396992,0.0123636,0.0189601,0.00423731,0.0479439,0.00790753,0.0426083,0.0462353,0.0292099,0,0,0.0112963,0,0.00820439,0.00664071,0.110937,0.0492898,0,0.0457487,0.0580348,0.0314888,0.0230885,0.030722,0.0647308,0.0226155,0.0367324,0.0122307,0.0276051,0.0444766,0.0143969,0.00965346,0.0077864,0.0290787,0.0212364,0,0,0,0,0,0,0,0,0,0.0046848,0.034272,0,0,0
291,0.0254444,0.0293357,0,0,0,0.0311241,0.0188108,0.0307462,0,0,0.0143794,0,0.0241015,0.0053175,0.0312315,0.0176172,0.0367649,0.00744597,0.0153767,0.0126533,0.0171583,0.0163677,0.0154838,0.0506118,0.00677157,0.00547126,0.00625357,0.0443871,0.0383296,0.0115924,0.0190421,0.00319334,0.0481138,0.00758342,0.0428914,0.0464049,0.029986,0,0,0.0103288,0,0.00842162,0.00621775,0.111377,0.0504055,0,0.0463639,0.0580609,0.0311496,0.0238011,0.0318257,0.0654235,0.0230502,0.0366874,0.0126473,0.0281583,0.0447509,0.0138716,0.0105003,0.00876624,0.0298345,0.022983,0,0,0,0,0,0,0,0,0,0.00313516,0.0350152,0,0,0
292,0.024526,0.0287184,0,0,0,0.0286759,0.0189028,0.02994,0,0,0.0146206,0,0.0239287,0.00519126,0.0302122,0.0188363,0.036274,0.00844542,0.0153594,0.0126593,0.0154085,0.0146792,0.0139054,0.0490519,0.00741437,0.00607633,0.00699971,0.0452258,0.0359909,0.0115737,0.0189997,0.00330553,0.0480815,0.00747815,0.0430583,0.0455265,0.0292859,0,0,0.0104799,0,0.00819104,0.00632032,0.11118,0.0518179,0,0.0471984,0.057121,0.0311306,0.0239447,0.0345594,0.0656866,0.0240549,0.0364635,0.0136145,0.0292363,0.0448634,0.01382,0.0103069,0.00847132,0.0292476,0.0227596,0,0,0,0,0,0,0,0,0,0.00307461,0.035494,0,0,0
293,0.0238622,0.0279368,0,0,0,0.0248641,0.0191018,0.028694,0,0,0.0147941,0,0.0236696,0.00512067,0.0292009,0.0185397,0.0356469,0.00946548,0.014047,0.0126885,0.0143281,0.0135807,0.0132486,0.0480522,0.00909684,0.00768555,0.00892339,0.046282,0.0319061,0.0116233,0.0189833,0.00358445,0.048131,0.00729138,0.0433515,0.0423779,0.0284391,0,0,0.0106882,0,0.00735524,0.00654078,0.109931,0.05318,0,0.0474596,0.0552218,0.0312172,0.0249131,0.0363878,0,0.0237228,0.0365325,0.0134082,0.0291907,0.0451757,0.0136857,0.00983659,0.0076585,0.0284182,0.0236005,0,0,0,0,0,0,0,0,0,0.00439732,0.0367216,0,0,0
294,0.0249469,0.0284415,0,0,0,0.0204917,0.0195193,0.0277623,0,0,0.0152344,0,0.0233128,0.00540711,0.0286608,0.0170423,0.0354978,0.00946688,0.0135018,0.0131003,0.0132405,0.0118883,0.0123459,0.0470304,0.0112065,0.00971298,0.0107248,0.0473279,0.0268388,0.011984,0.018894,0.00401725,0.0479101,0.0073927,0.0418934,0.0432021,0.0290297,0,0,0.0117002,0,0.00530373,0.00724213,0.112005,0.0505508,0,0.0423273,0.0552792,0.031713,0.0283697,0.0232239,0,0.0171926,0.0378899,0.00931401,0.0241075,0.0453066,0.0142948,0.00917728,0.00601759,0.02885,0.0251578,0,0,0,0,0,0,0,0,0,0.00627677,0.0374583,0,0,0
295,0.0332447,0.0328049,0,0,0,0.0164133,0.0181447,0.0274276,0,0,0.0118046,0,0.0247417,0.00758504,0.0280038,0.0159771,0.0365382,0.00992414,0.0116499,0.0122135,0.01309,0.0115589,0.0125405,0.0464698,0.0136311,0.0120988,0.0129351,0.0487825,0.0226066,0.0128033,0.0190993,0.00257015,0.0485775,0.00782813,0.0421576,0.0454619,0.0319352,0,0,0,0,0.00851883,0.00668483,0.117295,0.0467516,0,0.0322044,0.0576928,0.031646,0.0384441,0.0220707,0,0.0114289,0.0452838,0.0149486,0.0213326,0.0477412,0.0152893,0.0128389,0.0110217,0.0327463,0.0326124,0,0,0,0,0,0,0,0,0,0.00888316,0.0421102,0,0,0
296,0.036761,0.0346427,0,0,0,0.013549,0.0183393,0.0265737,0,0,0.0116125,0,0.0245159,0.00771277,0.0269586,0.0149157,0.0367534,0.0114933,0.0110325,0.0124276,0.0131315,0.0118575,0.0130574,0.0460726,0.0153629,0.0136742,0.0146639,0.049801,0.019519,0.0131006,0.0189877,0.00272379,0.0485138,0.0076707,0.0432613,0.0455129,0.0362713,0,0,0.0111405,0,0.00703313,0.00631923,0.119049,0.0476733,0,0.0289266,0.0579174,0.0330238,0.0431838,0.0350957,0,0.0169349,0.0492284,0.0211731,0.0260994,0.0491993,0.0149645,0.0108419,0.008784,0.0340928,0.0354039,0,0,0,0,0,0,0,0,0,0.0104071,0.0449667,0,0,0
297,0.0349644,0.0334313,0,0,0,0.011285,0.0188425,0.0255457,0,0,0.0121021,0,0.0237365,0.0065496,0.0261548,0.0138875,0.0364525,0.0122298,0.0112019,0.0131129,0.0132041,0.0121346,0.0135708,0.0457871,0.016535,0.0147345,0.0155179,0.0502234,0.0172745,0.0124249,0.0188472,0.00323217,0.0479279,0.00784165,0.0428911,0.0448941,0.0353158,0,0,0.0114134,0,0.0075183,0.00639745,0.118771,0.04858,0,0.0284605,0.0571935,0.033532,0.0438848,0.0345194,0,0.0172789,0.0490035,0.0215861,0.0269458,0.0493475,0.0152479,0.0109842,0.00909061,0.0333821,0.0340948,0,0,0,0,0,0,0,0,0,0.0112875,0.0450454,0,0,0
298,0.0350344,0.0331747,0,0,0,0.00986798,0.0186697,0.0250886,0,0,0.0119448,0,0.0239175,0.00671426,0.025352,0.013302,0.0364395,0.013188,0.0113486,0.0128865,0.0137914,0.0128208,0.0142029,0.0456902,0.0173035,0.0152219,0.0161727,0.0504215,0.0155771,0.0126489,0.0188703,0.00309617,0.047377,0.00755666,0.0421123,0.044232,0.0350624,0,0,0.0111328,0,0.0069874,0.00639431,0.118015,0.0497371,0,0.0286547,0.0569566,0.0333609,0.0431976,0.0303822,0,0.0160275,0.0477134,0.0204838,0.0265401,0.0493842,0.0149389,0.0108507,0.00888556,0.0334723,0.03434,0,0,0,0,0,0,0,0,0,0.0114123,0.044606,0,0,0
