Timestep,C7,CLAV,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,IMUL_L
All Timesteps RMSE,0.0263262,0.0266418,0,0,0,0,0.0308274,0.0207512,0.0260855,0.0630227,0,0,0.0453732,0,0.0240059,0.0212697,0.033244,0.0324475,0.0290908,0.0381126,0.0532193,0.0494961,0.0386601,0.0422358,0.0329307,0.0543726,0.0313514,0.0308566,0.0271883,0.0168971,0.0440987,0.0493499,0.0185507,0.00511633,0.038718,0.0173696,0.0343923,0.113401,0.0305915,0,0,0.061916,0,0.0203154,0.0257827,0.0501701,0.0393941,0.0340649,0.0755023,0.0380598,0.0401627,0.0394259,0.0259141,0.0401764,0.0520206,0.0303687,0.0179646,0.0203827,0.024902,0.0421794,0.0422671,0.0178961,0.0108283,0.0262347,0.0344314,0,0,0,0,0,0,0,0,0,0
0,0.025215,0.0242746,0,0,0,0,0.0477627,0.0210324,0.0315512,0.0655166,0,0,0.0455377,0,0.0219956,0.0206207,0.0339347,0.0211216,0.0316391,0.0425724,0.0652902,0.0489179,0.0439628,0.0473752,0.0365304,0.0563286,0.0276756,0.0265042,0.0259771,0.016562,0.062562,0.0518112,0.0180266,0.00524863,0.0529829,0.018174,0.0418801,0.123671,0.0298798,0,0,0.06569,0,0.0217834,0.0257639,0.0543371,0.0347948,0.0312787,0.074072,0.0336728,0.0388855,0.0286697,0.0339524,0.058609,0.0520373,0.0338759,0.0107082,0.0176998,0.0211466,0.0483528,0.0468989,0.0152636,0.0100696,0.0239562,0.0345966,0,0,0,0,0,0,0,0,0,0
1,0.0251034,0.0250143,0,0,0,0,0.0460678,0.0209864,0.0312012,0.0649317,0,0,0.045512,0,0.0220524,0.0207477,0.0339251,0.0212734,0.0318793,0.0433892,0.0656086,0.0483371,0.0441124,0.0477014,0.0365999,0.0559083,0.0281486,0.0271362,0.0260419,0.0164167,0.0609003,0.0516323,0.0180451,0.00523004,0.0518752,0.01819,0.0399884,0.122829,0.0309188,0,0,0.0647309,0,0.0219031,0.0253224,0.0543991,0.0316134,0.0318765,0.072399,0.0341322,0.0401853,0.0286477,0.0333204,0.0570219,0.0509499,0.0322425,0.00984572,0.0174879,0.01926,0.0487361,0.0466121,0.0151007,0.0100352,0.0247971,0.034955,0,0,0,0,0,0,0,0,0,0
2,0.0251311,0.0251349,0,0,0,0,0.0448199,0.0209728,0.0308766,0.0643307,0,0,0.0454537,0,0.022022,0.0208919,0.0338555,0.0213728,0.031585,0.0439109,0.0656214,0.0481919,0.0440826,0.0478156,0.0364543,0.0555299,0.0285327,0.0275627,0.0261806,0.0162566,0.0597,0.0516287,0.0180239,0.0053442,0.0510913,0.0181644,0.0377958,0.121957,0.0312259,0,0,0.0644247,0,0.0218036,0.0252013,0.0542594,0.0284855,0.0321058,0.0711225,0.0343481,0.0405422,0.0286502,0.0328657,0.0556423,0.050061,0.0304219,0.00917003,0.0173017,0.0177614,0.0494028,0.0465826,0.0150308,0.0100161,0.0249245,0.0351025,0,0,0,0,0,0,0,0,0,0
3,0.025106,0.0251795,0,0,0,0,0.0438003,0.0210236,0.0305405,0.0638657,0,0,0.0454074,0,0.0220088,0.0208002,0.0336138,0.0215031,0.0312354,0.0441747,0.0656529,0.0481681,0.0439248,0.0478174,0.0361756,0.055123,0.0288418,0.027895,0.0263335,0.0160896,0.058768,0.0516156,0.0180076,0.00553181,0.050438,0.0181483,0.0354242,0.121207,0.0313079,0,0,0.0643689,0,0.0217246,0.0251094,0.0542318,0.0255861,0.0322909,0.0698276,0.0345107,0.0406784,0.0287661,0.0324128,0.0541535,0.0493144,0.0281825,0.00848978,0.0170491,0.0161879,0.0504427,0.0466919,0.0151468,0.00998394,0.0248614,0.0351402,0,0,0,0,0,0,0,0,0,0
4,0.0250337,0.0253458,0,0,0,0,0.0430223,0.0210866,0.030329,0.0635137,0,0,0.0453518,0,0.0220133,0.0204287,0.033342,0.0217313,0.030909,0.0443367,0.0656703,0.0481621,0.0437693,0.0476781,0.0357972,0.0546724,0.0291368,0.0282046,0.0265018,0.0159438,0.0580999,0.0516308,0.0180138,0.00559049,0.0499235,0.0181591,0.0330558,0.120531,0.031328,0,0,0.0644337,0,0.0217089,0.0251373,0.0541504,0.0230752,0.0324952,0.0684467,0.034602,0.0408145,0.0290421,0.0318859,0.0525421,0.0486586,0.0257006,0.00778959,0.0166375,0.0148495,0.0515342,0.0466991,0.015192,0.00998471,0.0247565,0.035125,0,0,0,0,0,0,0,0,0,0
5,0.0249344,0.0253838,0,0,0,0,0.0425384,0.0211371,0.0302809,0.0632096,0,0,0.045249,0,0.0220188,0.0200431,0.0330903,0.0221582,0.0306437,0.044466,0.0656783,0.0481454,0.0435875,0.0474202,0.0353544,0.0542271,0.0293705,0.0284754,0.0266646,0.0158606,0.0577138,0.051672,0.0180207,0.00524439,0.0495669,0.0181204,0.0307522,0.119918,0.0313335,0,0,0.0644866,0,0.0217003,0.0254746,0.0539467,0.0205708,0.0327383,0.0671075,0.0346557,0.0409055,0.0295967,0.0312498,0.0508571,0.0482382,0.0233467,0.00724106,0.0160501,0.0137696,0.0528028,0.0466727,0.0152117,0.00996669,0.0246788,0.035062,0,0,0,0,0,0,0,0,0,0
6,0.0248432,0.025391,0,0,0,0,0.042361,0.0211914,0.0302649,0.0629687,0,0,0.0451084,0,0.0220517,0.0200079,0.0328255,0.0230012,0.0303455,0.044464,0.06573,0.0480791,0.0433359,0.047135,0.0349562,0.0537745,0.0295919,0.0287236,0.0268675,0.0158648,0.0576531,0.0517064,0.0180306,0.00516511,0.0496347,0.0180697,0.0282533,0.119419,0.0313662,0,0,0.0645184,0,0.0216659,0.0256806,0.053728,0.017629,0.0329629,0.0659919,0.0347017,0.0409626,0.0303319,0.0306852,0.0490967,0.0479531,0.021362,0.00708158,0.0155087,0.013007,0.0544364,0.0466423,0.015179,0.00986156,0.0246157,0.0350004,0,0,0,0,0,0,0,0,0,0
7,0.0247551,0.0253088,0,0,0,0,0.0423621,0.0212279,0.0303069,0.0627743,0,0,0.0450997,0,0.0220283,0.0200908,0.0324259,0.0239177,0.0300379,0.0442888,0.0658238,0.0480428,0.0430561,0.0468905,0.0345559,0.0533504,0.0297744,0.0288925,0.0270546,0.0159146,0.0578381,0.0517133,0.0180033,0.00508649,0.0499932,0.0180385,0.0258569,0.119033,0.0312185,0,0,0.0645412,0,0.0216815,0.0256369,0.05352,0.0147798,0.0331587,0.0650268,0.0347441,0.0410808,0.0311878,0.0301238,0.0470967,0.0477221,0.0195009,0.0074094,0.0148677,0.0121235,0.0562752,0.0467278,0.0150791,0.00975083,0.0246163,0.0349522,0,0,0,0,0,0,0,0,0,0
8,0.0247109,0.0252741,0,0,0,0,0.0425348,0.0212432,0.0305129,0.0625419,0,0,0.0451163,0,0.0220095,0.0201945,0.0319101,0.0248786,0.0297795,0.0440389,0.0658897,0.0480579,0.0428208,0.0466633,0.0341354,0.0530156,0.0299064,0.0290474,0.0272321,0.0159678,0.0582826,0.0517362,0.017985,0.00517589,0.0503569,0.0179888,0.0236708,0.118646,0.0310727,0,0,0.064495,0,0.0215985,0.02548,0.0533015,0.0119561,0.0333493,0.0643837,0.0348648,0.0411445,0.0322227,0.0295374,0.044863,0.0476059,0.017687,0.00820568,0.0140427,0.0112399,0.0578731,0.0467723,0.0150086,0.00977642,0.0246501,0.0349231,0,0,0,0,0,0,0,0,0,0
9,0.0247172,0.0253201,0,0,0,0,0.0429278,0.0212342,0.0308762,0.0622554,0,0,0.0451469,0,0.0221347,0.0205501,0.0313371,0.0259446,0.0295596,0.0437652,0.0659257,0.0481402,0.0426597,0.046449,0.0337955,0.0527458,0.0300283,0.0292209,0.0274735,0.0160323,0.0587719,0.0518231,0.0180049,0.00517899,0.0506465,0.0179287,0.0217469,0.118271,0.0308632,0,0,0.0644477,0,0.0214921,0.0253294,0.0530542,0.00923101,0.0335476,0.0638451,0.0350336,0.0411317,0.0334438,0.0289708,0.0423545,0.0476289,0.0159887,0.00954727,0.0131528,0.0103335,0.0591048,0.046689,0.0149957,0.0100432,0.0247226,0.0349237,0,0,0,0,0,0,0,0,0,0
10,0.0247518,0.0253736,0,0,0,0,0.0433784,0.0212164,0.0309843,0.061946,0,0,0.0452814,0,0.0222726,0.0207968,0.0308529,0.0271354,0.0293758,0.0435055,0.0658582,0.0482059,0.0425123,0.046259,0.0334205,0.0524658,0.0301995,0.0294766,0.0277569,0.0161177,0.0593093,0.0519558,0.0180473,0.00514262,0.0505994,0.0178832,0.0201526,0.117873,0.0308148,0,0,0.0644412,0,0.0213996,0.0252573,0.0527577,0.00700342,0.0337105,0.0633928,0.0352863,0.0410148,0.0347429,0.0285652,0.0395932,0.0477908,0.0145009,0.0113641,0.0122784,0.00951815,0.0597808,0.0466383,0.0150953,0.0101443,0.0247629,0.0349388,0,0,0,0,0,0,0,0,0,0
11,0.0248303,0.0254507,0,0,0,0,0.0437723,0.0212083,0.0314338,0.0616627,0,0,0.0454208,0,0.0223496,0.0208095,0.0304528,0.0284308,0.0292144,0.0432681,0.065711,0.0482879,0.0423489,0.0461047,0.0328737,0.0521809,0.0304304,0.0297929,0.0280788,0.0162394,0.0599457,0.0521307,0.0180685,0.00532112,0.0502459,0.0178735,0.019149,0.117494,0.030736,0,0,0.0644114,0,0.0213405,0.025402,0.0524322,0.00606869,0.0338531,0.0630618,0.0356198,0.0408037,0.0359998,0.0283458,0.0365855,0.0481094,0.0133527,0.013678,0.0114685,0.00908252,0.05991,0.0465273,0.0152971,0.0101934,0.0248291,0.0350025,0,0,0,0,0,0,0,0,0,0
12,0.0249376,0.0255037,0,0,0,0,0.0442693,0.0212117,0.0316887,0.0613256,0,0,0.0456446,0,0.022427,0.0206754,0.0301481,0.0298233,0.029181,0.0431411,0.0654973,0.048461,0.0421877,0.0459947,0.0324793,0.0518706,0.0307083,0.0301231,0.0284501,0.0163741,0.0608178,0.052295,0.0180969,0.00550951,0.049403,0.0178853,0.0189289,0.117085,0.0306264,0,0,0.064369,0,0.0213522,0.025526,0.0520418,0.00707872,0.0340159,0.0627687,0.0360016,0.0405826,0.0375254,0.0283162,0.0335637,0.0485761,0.0128726,0.0164712,0.0108535,0.00941985,0.0590254,0.04638,0.0154988,0.0102293,0.0248921,0.035082,0,0,0,0,0,0,0,0,0,0
13,0.0250752,0.0255161,0,0,0,0,0.0449037,0.0212301,0.0317163,0.0608547,0,0,0.0458885,0,0.0225585,0.0205759,0.0299646,0.0313205,0.0292513,0.043058,0.0652174,0.0486409,0.0419658,0.0458216,0.0321184,0.0515055,0.0310788,0.0305678,0.0288337,0.0165068,0.0618694,0.0524842,0.0181299,0.00544543,0.0477461,0.0179108,0.0194615,0.116678,0.0305255,0,0,0.0643116,0,0.0214064,0.0256249,0.0515376,0.00926141,0.0342121,0.0626259,0.0364736,0.0404217,0.0390515,0.0283508,0.0308517,0.0492613,0.0135519,0.0196997,0.011433,0.0109394,0.0565708,0.0463214,0.0156766,0.0102819,0.0249532,0.0351728,0,0,0,0,0,0,0,0,0,0
14,0.0251944,0.0255066,0,0,0,0,0.0455363,0.0212475,0.0319814,0.0603562,0,0,0.0461448,0,0.0226415,0.0206555,0.029797,0.0329903,0.0293792,0.0430263,0.0649422,0.0486684,0.041683,0.0455739,0.0316913,0.0510979,0.0314598,0.031056,0.029192,0.0166233,0.0627779,0.0526331,0.0181319,0.00531613,0.0454179,0.0179282,0.0203872,0.116241,0.0304203,0,0,0.0641342,0,0.0214334,0.0256941,0.0510329,0.0118391,0.0343661,0.0625186,0.037182,0.0402928,0.0405015,0.0286041,0.0282914,0.0499992,0.0152123,0.0229273,0.013141,0.0134729,0.0521794,0.0461576,0.0158428,0.0103249,0.0250018,0.0352557,0,0,0,0,0,0,0,0,0,0
15,0.0253142,0.0254834,0,0,0,0,0.0459964,0.0212068,0.0322361,0.0597885,0,0,0.0462875,0,0.0227208,0.0208423,0.0296418,0.0348381,0.0295917,0.0430399,0.0646716,0.0487991,0.0414317,0.045313,0.0312321,0.0506485,0.0318802,0.0315352,0.0296046,0.0167227,0.0637143,0.0527625,0.0181153,0.00526009,0.0425246,0.0179324,0.0215495,0.115714,0.0303493,0,0,0.063868,0,0.021445,0.0255755,0.0504602,0.0147307,0.0345456,0.0624421,0.0380502,0.040224,0.041846,0.0289569,0.0258789,0.0507657,0.0175773,0.0261482,0.0154773,0.0166468,0.0472507,0.0459489,0.0159908,0.0103687,0.0250247,0.0353431,0,0,0,0,0,0,0,0,0,0
16,0.0254347,0.025455,0,0,0,0,0.0465881,0.0211837,0.032443,0.0591176,0,0,0.0464516,0,0.0228695,0.021038,0.0295525,0.0367546,0.0298957,0.0430312,0.0643902,0.0490218,0.0412269,0.0449977,0.0308131,0.0502627,0.0323272,0.0320586,0.0299953,0.0168447,0.0648775,0.0528229,0.0181814,0.00540213,0.0393241,0.0179149,0.0229186,0.115025,0.0303145,0,0,0.0635939,0,0.0214255,0.0253138,0.0497737,0.0181325,0.034755,0.0624888,0.0379275,0.0401645,0.0430136,0.0292647,0.0237186,0.0514796,0.0204356,0.0291921,0.0182981,0.0200281,0.042752,0.0457454,0.0160722,0.0103848,0.0250126,0.0354279,0,0,0,0,0,0,0,0,0,0
17,0.0255316,0.0254543,0,0,0,0,0.0473568,0.0211517,0.0327106,0.0583751,0,0,0.0465436,0,0.0230055,0.0212777,0.0295294,0.038846,0.0302167,0.0430343,0.0641057,0.0492198,0.0410197,0.0447591,0.0304088,0.0499065,0.0328197,0.0326408,0.0304298,0.0169806,0.0661115,0.0528907,0.0182397,0.005663,0.036,0.0178871,0.0240407,0.11426,0.0302553,0,0,0.063334,0,0.0213634,0.0252619,0.0489678,0.0213018,0.0349774,0.0626109,0.0379319,0.0400916,0.0439694,0.0293894,0.0218424,0.0520307,0.0233078,0.0318712,0.0211679,0.0231982,0.0380016,0.0455771,0.0161726,0.010401,0.025008,0.0354705,0,0,0,0,0,0,0,0,0,0
18,0.0255837,0.0254751,0,0,0,0,0.047972,0.0210902,0.0331116,0.0576057,0,0,0.0465922,0,0.0231957,0.0216255,0.0295995,0.0411566,0.030516,0.0431075,0.0638294,0.0493421,0.040807,0.0445459,0.0300296,0.0495652,0.0333606,0.0332679,0.0309308,0.0171583,0.067448,0.0529256,0.018274,0.00563077,0.0329308,0.0178476,0.0245419,0.113494,0.0301568,0,0,0.0630487,0,0.0212924,0.0251732,0.0483511,0.0231223,0.0352432,0.0628496,0.038253,0.0400215,0.0446792,0.0293393,0.0203939,0.0523734,0.0257137,0.03397,0.0231317,0.0258098,0.0335996,0.0452854,0.0163015,0.0103931,0.0250506,0.0354675,0,0,0,0,0,0,0,0,0,0
19,0.0255547,0.0254996,0,0,0,0,0.0487208,0.0210428,0.0336814,0.0568335,0,0,0.0467389,0,0.0233731,0.0220386,0.029731,0.0435396,0.0308283,0.0432891,0.0635883,0.0495,0.0405968,0.0443591,0.0296996,0.0492201,0.0339699,0.0339362,0.0314264,0.0173576,0.0688583,0.0529156,0.0182946,0.00526264,0.0305009,0.0178171,0.0241355,0.112708,0.030056,0,0,0.0628573,0,0.0212713,0.0250259,0.0478641,0.022581,0.0354657,0.0632253,0.0386337,0.0400339,0.0450707,0.0291563,0.0197241,0.0525654,0.0273328,0.0353567,0.0240599,0.0275398,0.0303954,0.0450023,0.016427,0.0104127,0.0249696,0.0354157,0,0,0,0,0,0,0,0,0,0
20,0.0254975,0.0255551,0,0,0,0,0.0494504,0.0210188,0.0344039,0.0559925,0,0,0.0468727,0,0.0235747,0.022147,0.0298175,0.0457795,0.0311435,0.0434994,0.0632919,0.0497119,0.0402992,0.0441093,0.0293176,0.0488838,0.0346081,0.0346764,0.0319281,0.0175633,0.0702285,0.0529471,0.018337,0.00508685,0.0290721,0.0178101,0.0232441,0.111892,0.0299739,0,0,0.0628423,0,0.02132,0.0250358,0.0475621,0.0203991,0.0356489,0.0638146,0.0388385,0.0400938,0.0449302,0.0287512,0.0199384,0.0524761,0.0281119,0.03575,0.0241203,0.0283565,0.0288003,0.0448003,0.0165063,0.0104545,0.0248937,0.0353629,0,0,0,0,0,0,0,0,0,0
21,0.0254432,0.0256124,0,0,0,0,0.0499523,0.0210199,0.0347407,0.0550897,0,0,0.0469999,0,0.0237784,0.022128,0.029921,0.047771,0.0314079,0.0436844,0.0629811,0.0498935,0.0399402,0.0438014,0.0289403,0.0485473,0.0352467,0.0354431,0.0324226,0.0178108,0.0714644,0.0530078,0.0183815,0.00508147,0.0285373,0.0178256,0.0222409,0.11111,0.0298746,0,0,0.0630133,0,0.0214248,0.0250235,0.0474384,0.018195,0.035767,0.0643728,0.0389379,0.0401644,0.0442839,0.0282355,0.0208149,0.0520802,0.0280196,0.0351805,0.023333,0.0282141,0.0282363,0.0446825,0.016578,0.0105598,0.0248587,0.0352921,0,0,0,0,0,0,0,0,0,0
22,0.0253554,0.0255983,0,0,0,0,0.0504377,0.0210441,0.0350035,0.0541194,0,0,0.0471141,0,0.02389,0.022054,0.0301135,0.049447,0.0315675,0.0438263,0.0627866,0.0500226,0.0395926,0.0435631,0.0285612,0.0482753,0.0358966,0.0362183,0.0329018,0.0181003,0.0726909,0.0529648,0.0183901,0.00512211,0.028982,0.0178403,0.0217301,0.110363,0.0297527,0,0,0.0632451,0,0.021493,0.0251769,0.0474623,0.0178964,0.0356951,0.0643094,0.0389378,0.0402218,0.0435106,0.0277309,0.0215333,0.0513792,0.0265041,0.0337877,0.0215234,0.0265525,0.0284175,0.0445788,0.0166724,0.0106677,0.0248365,0.0351754,0,0,0,0,0,0,0,0,0,0
23,0.024578,0.0254049,0,0,0,0,0.0529664,0.0212534,0.0363663,0.0542093,0,0,0.0460426,0,0.0237004,0.0215445,0.0321759,0.051049,0.0327004,0.044583,0.0648167,0.0494826,0.0391091,0.0431052,0.0279765,0.0482441,0.0371505,0.0376286,0.0338922,0.0186616,0.0764521,0.0520612,0.0182876,0.00504519,0.0114033,0.01788,0.0268634,0.112765,0.029348,0,0,0.0636432,0,0.0215814,0.0254323,0.0395513,0.0392303,0.0336131,0.0584174,0.0368572,0.0404457,0.0494037,0,0.0281361,0.0528147,0.0237715,0.0295513,0.0196041,0.0294541,0.01274,0.0446629,0.0170431,0.010833,0.0247611,0.0344421,0,0,0,0,0,0,0,0,0,0
24,0.0251071,0.0255772,0,0,0,0,0.0509099,0.0211017,0.0355952,0.0518646,0,0,0.0468463,0,0.0240806,0.0221119,0.0305231,0.0514443,0.031608,0.0438504,0.062455,0.0504026,0.038719,0.0430473,0.027803,0.0477003,0.0370589,0.0375519,0.0337741,0.0185117,0.0747114,0.0526998,0.0184052,0.00526743,0.0304523,0.0178396,0.0219736,0.108778,0.0293791,0,0,0.0633104,0,0.0215034,0.0253488,0.0476871,0.0207389,0.0348784,0.0633865,0.0387587,0.0402291,0.0414806,0.0267696,0.0232724,0.0494527,0.021253,0.0292153,0.0167721,0.0207268,0.029413,0.0442303,0.017273,0.0108585,0.0248254,0.0349287,0,0,0,0,0,0,0,0,0,0
25,0.0250701,0.0255905,0,0,0,0,0.0508838,0.0211321,0.0357172,0.0509004,0,0,0.0468447,0,0.0242686,0.0222489,0.0307163,0.0519597,0.0316228,0.0439531,0.0623332,0.0506373,0.0382767,0.0426793,0.0274531,0.0473799,0.0377211,0.0382317,0.0342227,0.0185856,0.0754604,0.0525526,0.0184379,0.00491723,0.0310762,0.017861,0.0217164,0.108298,0.029224,0,0,0.0633764,0,0.0214735,0.0254186,0.0478832,0.022496,0.0344168,0.0637979,0.0386833,0.0401771,0.0399163,0.0262104,0.0253317,0.0485234,0.0193035,0.0269891,0.0145942,0.0184881,0.0304236,0.0440329,0.0175854,0.0109364,0.02484,0.0348893,0,0,0,0,0,0,0,0,0,0
26,0.0250262,0.0255302,0,0,0,0,0.0506454,0.0211232,0.0358392,0.0502806,0,0,0.0467476,0,0.0244397,0.0223349,0.0309836,0.0522519,0.0317212,0.0441972,0.0623965,0.0509577,0.0380092,0.0423596,0.0270995,0.0470086,0.0384705,0.038957,0.0346444,0.0185759,0.0760199,0.0523237,0.0184501,0.00479542,0.0318901,0.0178705,0.0216669,0.108094,0.0290977,0,0,0.0635993,0,0.0214822,0.0255882,0.0478281,0.0244475,0.0340362,0.0635849,0.0387143,0.0401094,0.0386307,0.0260252,0.0269209,0.04773,0.0168457,0.0254474,0.012563,0.0158419,0.0317663,0.0439539,0.0178668,0.011031,0.0247958,0.0349003,0,0,0,0,0,0,0,0,0,0
27,0.0249519,0.0254802,0,0,0,0,0.0502409,0.0211006,0.0359507,0.0498946,0,0,0.046688,0,0.0245713,0.0223413,0.0313287,0.052269,0.031817,0.0444209,0.0624983,0.0513382,0.0377314,0.0420956,0.0267442,0.0465968,0.0392559,0.039726,0.0349977,0.0184774,0.0764546,0.0520875,0.0184523,0.00475532,0.0334095,0.0178657,0.0219175,0.10813,0.028997,0,0,0.0638543,0,0.0214657,0.0256802,0.0474417,0.0263539,0.0339201,0.0624405,0.0389275,0.0401461,0.0380298,0.0259357,0.0277092,0.0470376,0.0148002,0.0246724,0.0111984,0.0138095,0.0339886,0.043927,0.0182501,0.0111816,0.0247196,0.0349286,0,0,0,0,0,0,0,0,0,0
28,0.0248269,0.0254982,0,0,0,0,0.0492226,0.0210821,0.0358933,0.0496567,0,0,0.0467099,0,0.0247282,0.0223628,0.0315728,0.0519953,0.031968,0.0445276,0.0623091,0.0517476,0.037229,0.0418878,0.0263756,0.0461396,0.0399664,0.0403556,0.0352066,0.0182108,0.0765638,0.0519709,0.0184871,0.00470367,0.0353903,0.0178614,0.0218574,0.108266,0.0288575,0,0,0.0640166,0,0.021437,0.0256548,0.0469108,0.0278644,0.034253,0.0604623,0.0390761,0.0402895,0.0376629,0.0257272,0.0275637,0.0462421,0.0139307,0.0244689,0.0106166,0.0130175,0.0365251,0.0437133,0.0187098,0.0112976,0.0246987,0.0349193,0,0,0,0,0,0,0,0,0,0
29,0.0246102,0.0256543,0,0,0,0,0.0475861,0.0210387,0.0355232,0.0495056,0,0,0.0468797,0,0.0249422,0.0223895,0.0317163,0.0513437,0.0322582,0.0443435,0.0615539,0.0522606,0.0368723,0.041677,0.0260691,0.0456157,0.0405481,0.0407923,0.035284,0.0176942,0.0762675,0.0520241,0.0185574,0.0047374,0.0379143,0.0178532,0.022216,0.108256,0.0287202,0,0,0.0639968,0,0.021457,0.0258837,0.0464245,0.0295682,0.0350153,0.0587992,0.0390829,0.0401655,0.0370523,0.0253851,0.0269446,0.0450241,0.0145723,0.0242043,0.0112825,0.0133637,0.0396418,0.0432924,0.0189859,0.0113729,0.0247939,0.0347508,0,0,0,0,0,0,0,0,0,0
30,0.0242547,0.0257687,0,0,0,0,0.0458469,0.0209787,0.0350247,0.0493619,0,0,0.0471094,0,0.025105,0.0223768,0.0321408,0.0502144,0.0324502,0.0439725,0.0608732,0.0527374,0.0366966,0.0414194,0.0259156,0.0451118,0.0410249,0.0411169,0.0352597,0.0170247,0.0757696,0.0519775,0.0185781,0.00470449,0.0401893,0.0178414,0.0220486,0.10809,0.0286408,0,0,0.0638085,0,0.0214652,0.0260166,0.0457085,0.0309208,0.0355849,0.0585654,0.0394819,0.039916,0.0367327,0.0249446,0.0259238,0.0439493,0.0158383,0.0237817,0.0118505,0.014294,0.0425909,0.0428371,0.0192077,0.0114642,0.0248419,0.0343585,0,0,0,0,0,0,0,0,0,0
31,0.0238427,0.0258641,0,0,0,0,0.0437873,0.0209164,0.0342538,0.0491561,0,0,0.0472356,0,0.0252637,0.0223536,0.0327975,0.0484993,0.0324932,0.0432669,0.0602761,0.053068,0.0364119,0.0413102,0.0258956,0.0447507,0.0413978,0.0412966,0.035102,0.0162424,0.0747807,0.0518689,0.0186123,0.00481355,0.0410996,0.0178012,0.0215386,0.107748,0.0285547,0,0,0.0635377,0,0.0213579,0.025994,0.0448778,0.032134,0.0358197,0.0593205,0.0394463,0.0396517,0.0370911,0.0244257,0.0246001,0.0434185,0.0168729,0.0234429,0.0119927,0.0151259,0.043989,0.0423439,0.0194643,0.0115161,0.024863,0.0337837,0,0,0,0,0,0,0,0,0,0
32,0.0234597,0.0259321,0,0,0,0,0.0410437,0.0208488,0.0330119,0.0489433,0,0,0.0473375,0,0.025414,0.022465,0.0335999,0.0461648,0.0325706,0.0421469,0.0594624,0.0533254,0.0359633,0.0411351,0.0259554,0.0444644,0.0415579,0.041182,0.0347501,0.0153297,0.0728089,0.0517778,0.0186695,0.00498926,0.0405526,0.0177854,0.0208798,0.10732,0.0284271,0,0,0.0632677,0,0.0213145,0.025984,0.0441147,0.0328421,0.0357808,0.0597068,0.0389067,0.0394421,0.0376224,0.0237531,0.0236087,0.0433001,0.0174639,0.0229186,0.0121736,0.0154986,0.0433496,0.0418648,0.019578,0.011586,0.0248723,0.0333294,0,0,0,0,0,0,0,0,0,0
33,0.0232054,0.025925,0,0,0,0,0.0373244,0.020755,0.0312911,0.0488956,0,0,0.0475086,0,0.0256275,0.0226761,0.0345427,0.043443,0.0327506,0.0407921,0.0584795,0.0536185,0.0352966,0.0407423,0.0259724,0.0442073,0.0413589,0.0407324,0.0341898,0.0142641,0.0698857,0.0516979,0.0187195,0.00499503,0.039232,0.0177679,0.0200826,0.10712,0.0283721,0,0,0.0628809,0,0.0213094,0.0259003,0.0434053,0.0323139,0.0356029,0.0593147,0.0386379,0.0393246,0.0374777,0.0229723,0.0235712,0.0432052,0.0175066,0.0221681,0.0122243,0.0151935,0.0416025,0.0413874,0.0196046,0.0116494,0.0248116,0.033077,0,0,0,0,0,0,0,0,0,0
34,0.0231503,0.0259115,0,0,0,0,0.0324375,0.0206404,0.029475,0.0491137,0,0,0.0477439,0,0.0258599,0.0228462,0.0356068,0.0404687,0.0330192,0.0393809,0.0574949,0.0538638,0.0347908,0.0401359,0.0258699,0.0439784,0.0408919,0.0400133,0.0335087,0.0131533,0.0655136,0.0516578,0.0187933,0.00487432,0.0386007,0.0177607,0.019687,0.107298,0.0284226,0,0,0.0624825,0,0.0212734,0.025968,0.0428069,0.0311156,0.0354548,0.0589504,0.0387439,0.0392757,0.0365786,0.0221032,0.0247541,0.0425763,0.0176861,0.0211694,0.0122256,0.01496,0.040415,0.0408794,0.0197525,0.011655,0.0247063,0.033075,0,0,0,0,0,0,0,0,0,0
35,0.0231862,0.0259538,0,0,0,0,0.0264405,0.0205155,0.0282261,0.0494933,0,0,0.0480094,0,0.0260898,0.0229316,0.0367502,0.0371409,0.0333753,0.0381153,0.0566098,0.0540097,0.0344938,0.039409,0.0256989,0.0438056,0.0401435,0.0390918,0.0326922,0.012121,0.0597078,0.0516664,0.0188801,0.00500448,0.0387665,0.0177415,0.0200644,0.107799,0.0285853,0,0,0.062262,0,0.0212162,0.0260627,0.0425231,0.0296928,0.0352676,0.0588299,0.0390417,0.0393371,0.035569,0.0214243,0.0260182,0.041341,0.0180217,0.0201585,0.0122774,0.0148115,0.0405118,0.0405426,0.0198713,0.0116783,0.024625,0.0332048,0,0,0,0,0,0,0,0,0,0
