Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIBI,LWRB,x79,x81,
63,0.0423104,0.0256831,0,0,0,0,0,0,0.0519986,0.017037,0.039117,0.0544815,0,0,0.0316124,0,0.0324752,0.0167384,0.0421998,0.0459164,0.0111933,0.0181686,0.0434582,0.0325915,0.0546296,0.0557986,0.054494,0.0512156,0.0172843,0.0236161,0.0196459,0.0665903,0.0268388,0.0208231,0.0180641,0.0114594,0.027816,0.10727,0.03844,0,0,0.0269865,0,0.0110273,0.0185153,0.0485036,0.0518471,0.025452,0.0833293,0.0314936,0.0280592,0.0373676,0.0225389,0.0379012,0.0442904,0.0331673,0.0118282,0.0242643,0.0337221,0.0331074,0.0235591,0.0157841,0.00519951,0.0219216,0.0411963,0,0,0,0,0,0,0,0,0.01991,0.00667795,0,0,0
64,0.0424189,0.0256728,0,0,0,0,0,0,0.0535862,0.0170963,0.0400314,0.0549044,0,0,0.0315658,0,0.0323507,0.0166011,0.042444,0.0467489,0.0110646,0.0185739,0.0429892,0.0326975,0.0549358,0.0559808,0.0547696,0.0513284,0.0178604,0.0246855,0.0203227,0.0692731,0.0269928,0.0207968,0.0183295,0.0114806,0.0280241,0.107257,0.038622,0,0,0.0270454,0,0.0110578,0.0185243,0.0485234,0.0520888,0.0253497,0.0835997,0.0311839,0.0281402,0.0375867,0.0225525,0.0380271,0.044355,0.033228,0.0116674,0.0243684,0.0337071,0.0333113,0.023658,0.0157945,0.00520896,0.0220115,0.0412931,0,0,0,0,0,0,0,0,0.0201161,0.00660544,0,0,0
65,0.0425312,0.0257294,0,0,0,0,0,0,0.0540122,0.0171198,0.0402246,0.0552648,0,0,0.0314376,0,0.0322513,0.0164215,0.0425765,0.047191,0.0111587,0.0192636,0.0425745,0.0327671,0.0553959,0.0562346,0.0551406,0.051443,0.0185925,0.0255658,0.0209949,0.0706305,0.0270649,0.0207759,0.018535,0.0114883,0.0282357,0.107187,0.0387913,0,0,0.0270512,0,0.0110526,0.0184523,0.0485177,0.0524648,0.0252772,0.0837415,0.0309015,0.028284,0.0376862,0.0225515,0.0381207,0.0443803,0.0333064,0.0115557,0.0244995,0.0337322,0.0337586,0.0237471,0.0158109,0.00520896,0.022099,0.041386,0,0,0,0,0,0,0,0,0.0207355,0.0065991,0,0,0
66,0.0426754,0.0258577,0,0,0,0,0,0,0.0534047,0.0171023,0.039947,0.0553231,0,0,0.031395,0,0.0322706,0.0164244,0.0425163,0.0472765,0.0114786,0.0202958,0.0420708,0.03285,0.0558697,0.0565384,0.0555755,0.0514771,0.0195275,0.0263888,0.0217207,0.0708408,0.0271458,0.0208046,0.0187856,0.0114582,0.0283871,0.106869,0.0389467,0,0,0.0272226,0,0.0110318,0.0185628,0.0485769,0.0528256,0.0252528,0.0837835,0.0307084,0.0285006,0.037608,0.0225893,0.0383015,0.0443232,0.0333934,0.0114908,0.0246012,0.0337376,0.0343033,0.0239226,0.0158371,0.00522632,0.0222606,0.0414745,0,0,0,0,0,0,0,0,0.0217065,0.00666078,0,0,0
67,0.0428136,0.0259702,0,0,0,0,0,0,0.0520105,0.0170751,0.0392713,0.0551397,0,0,0.0314527,0,0.0323771,0.01656,0.042332,0.047039,0.0119931,0.0215665,0.041453,0.0329918,0.0562992,0.056943,0.0560711,0.0515307,0.0206905,0.0272122,0.0226911,0.0697386,0.0273064,0.0208472,0.0190527,0.0114102,0.0285096,0.106319,0.0391017,0,0,0.0274345,0,0.0109941,0.0187957,0.0486986,0.0533015,0.0252464,0.0836985,0.0305702,0.0287472,0.0374376,0.0226479,0.0385092,0.0441769,0.0334609,0.0114531,0.0246804,0.0337388,0.0349655,0.0241106,0.0158239,0.00525295,0.0224317,0.0415562,0,0,0,0,0,0,0,0,0.0229323,0.00668642,0,0,0
68,0.0429163,0.0261412,0,0,0,0,0,0,0.0506631,0.0170668,0.0390835,0.0546296,0,0,0.031662,0,0.0325686,0.016783,0.0421092,0.0466395,0.0127349,0.022835,0.0407112,0.0332707,0.0567822,0.0575402,0.0566246,0.0517595,0.0221506,0.028281,0.0239582,0.0681499,0.0275731,0.0209247,0.0195271,0.0113869,0.0285754,0.105565,0.0392047,0,0,0.0277266,0,0.0109298,0.0190925,0.048676,0.0536875,0.0252612,0.0834453,0.0305177,0.029,0.0372463,0.0226437,0.0387426,0.0439347,0.0334381,0.0114583,0.0247194,0.0336156,0.0356744,0.0243689,0.0159146,0.00531506,0.0227087,0.0416415,0,0,0,0,0,0,0,0,0.0243236,0.0066724,0,0,0
69,0.0429555,0.0263959,0,0,0,0,0,0,0.0495557,0.0170694,0.0393339,0.0538923,0,0,0.0320453,0,0.0327203,0.0170099,0.04185,0.0455929,0.0136663,0.023846,0.0398186,0.0335011,0.0573009,0.0583288,0.0573519,0.0523694,0.0239413,0.0296241,0.0257604,0.0659638,0.0278405,0.0209822,0.0198016,0.0113871,0.0286442,0.104556,0.0392814,0,0,0.0281831,0,0.0108841,0.019348,0.0485558,0.054085,0.0252702,0.0829859,0.0305677,0.0293294,0.0369578,0.022578,0.0389313,0.0436445,0.0334026,0.011531,0.0247526,0.0335257,0.0364885,0.0247875,0.0159301,0.00535944,0.0230685,0.0417445,0,0,0,0,0,0,0,0,0.0256542,0.00669271,0,0,0
70,0.0427736,0.0263985,0,0,0,0,0,0,0.0464879,0.0171207,0.0385811,0.0552352,0,0,0.0323473,0,0.0325658,0.0169897,0.0415134,0.0421205,0.0132316,0.0254298,0.0396338,0.0334373,0.058449,0.0595991,0.0586945,0.053989,0.0260708,0.0305691,0.0277537,0.060198,0.0278959,0.0209321,0.0204518,0.011419,0.0294078,0.105067,0.0392259,0,0,0.0284538,0,0.0109137,0.0194323,0.0488784,0.0555221,0.0255242,0.0834096,0.0305811,0.0295361,0.0369787,0.0224476,0.03906,0.0439438,0.03403,0.0114697,0.0252532,0.034304,0.0382681,0.0250815,0.0156895,0.00538981,0.0230983,0.041654,0,0,0,0,0,0,0,0,0.0269179,0.00669487,0,0,0
71,0.0426827,0.0264751,0,0,0,0,0,0,0.044016,0.0171485,0.0384579,0.0558324,0,0,0.0325386,0,0.0325067,0.0169697,0.0412692,0.038669,0.0133527,0.0270209,0.0391961,0.0335947,0.0597499,0.0609112,0.0601284,0.0559001,0.0280836,0.0315274,0.0298011,0.0548773,0.0281509,0.0209034,0.0212694,0.0114143,0.030072,0.104946,0.0391889,0,0,0.0288798,0,0.0109542,0.0195757,0.0491335,0.0567857,0.0257413,0.08371,0.0306487,0.0297542,0.0369192,0.0223297,0.0392248,0.0440658,0.0345293,0.0114955,0.0256039,0.0348926,0.0398478,0.0254245,0.0155669,0.00541391,0.0231424,0.0416014,0,0,0,0,0,0,0,0,0.028431,0.0066627,0,0,0
72,0.0425471,0.0265579,0,0,0,0,0,0,0.0415819,0.0171559,0.0380786,0.0558156,0,0,0.0325061,0,0.0326211,0.0170031,0.041042,0.0353671,0.0136664,0.0290154,0.0386457,0.0338075,0.0608743,0.0618567,0.0614728,0.0578707,0.0302945,0.0326747,0.0314338,0.0497107,0.0284655,0.0209167,0.0219032,0.0114135,0.0306347,0.104357,0.0390593,0,0,0.0292555,0,0.0109288,0.0197236,0.0492525,0.0578807,0.0258911,0.0839632,0.030791,0.0299452,0.0368478,0.02226,0.0394123,0.04408,0.0349553,0.0115388,0.0258743,0.0352894,0.041226,0.0257752,0.0155616,0.00542639,0.0231608,0.0415002,0,0,0,0,0,0,0,0,0.0301558,0.00658268,0,0,0
73,0.0423248,0.026633,0,0,0,0,0,0,0.0388307,0.0171623,0.0370643,0.0554872,0,0,0.0326097,0,0.032606,0.0170428,0.0408257,0.0327994,0.0139657,0.0310906,0.0381651,0.0339293,0.0618369,0.0624415,0.0626581,0.0594652,0.0323079,0.0335155,0.0327748,0.0447626,0.0286859,0.0209336,0.0225066,0.0113954,0.0312076,0.103587,0.0388177,0,0,0.029566,0,0.0108794,0.0198399,0.0492903,0.0587853,0.0259486,0.0840213,0.0310091,0.0301279,0.0368,0.0222472,0.0396555,0.0440649,0.0353105,0.0115922,0.0260797,0.0355096,0.0424666,0.0261518,0.0155058,0.00542968,0.0231499,0.0412972,0,0,0,0,0,0,0,0,0.0316548,0.00656682,0,0,0
74,0.0420603,0.0266966,0,0,0,0,0,0,0.0363498,0.0171973,0.0355975,0.05492,0,0,0.0328262,0,0.0326425,0.0171395,0.0407131,0.0308144,0.0142327,0.0326012,0.0376785,0.0340294,0.0627154,0.0628472,0.0636255,0.0604274,0.0336062,0.0336839,0.0337475,0.0410163,0.0289085,0.020987,0.023105,0.0113389,0.0318986,0.102698,0.0385549,0,0,0.0298987,0,0.0107989,0.0200146,0.0493024,0.0596731,0.0259592,0.0840444,0.0312191,0.0302817,0.03674,0.0222862,0.039976,0.0440352,0.0355869,0.0116558,0.0263093,0.0356804,0.0435319,0.0265336,0.0153635,0.00543579,0.0231273,0.0410618,0,0,0,0,0,0,0,0,0.0326544,0.00659096,0,0,0
75,0.0417416,0.0266911,0,0,0,0,0,0,0.0342102,0.0172056,0.0337746,0.0543752,0,0,0.0329323,0,0.0327333,0.0172639,0.0405991,0.0289859,0.0143896,0.0333391,0.0373395,0.0339625,0.0633638,0.0630798,0.0642771,0.0608326,0.0343565,0.0335409,0.0341383,0.038205,0.0289683,0.0210578,0.0237263,0.0112626,0.0326649,0.101771,0.0382531,0,0,0.0301833,0,0.0107095,0.0202122,0.049276,0.0606375,0.0259312,0.0841528,0.0314342,0.0304409,0.0366971,0.0223064,0.040355,0.0440709,0.0359207,0.0117332,0.0266239,0.0359068,0.0446331,0.0268951,0.0151991,0.00545661,0.0230566,0.0407719,0,0,0,0,0,0,0,0,0.0331024,0.00658437,0,0,0
76,0.0414389,0.0266321,0,0,0,0,0,0,0.0330682,0.0171866,0.0325717,0.0538445,0,0,0.0328884,0,0.0328566,0.0173659,0.04048,0.0281196,0.0144657,0.0332402,0.0371212,0.0338521,0.0637812,0.0631345,0.0646378,0.0609116,0.034647,0.0335733,0.0340746,0.0369176,0.0290081,0.0211151,0.0244578,0.0111705,0.0334958,0.100836,0.0379827,0,0,0.0303567,0,0.01064,0.0203158,0.0491993,0.0616937,0.0257988,0.0843099,0.03161,0.0305931,0.0366695,0.0223048,0.04076,0.044152,0.0363093,0.011853,0.0269608,0.0361109,0.0457631,0.027238,0.0150758,0.00548109,0.02293,0.0404825,0,0,0,0,0,0,0,0,0.0332136,0.00653859,0,0,0
77,0.0411834,0.026604,0,0,0,0,0,0,0.0323264,0.0171166,0.0317249,0.0533477,0,0,0.0328029,0,0.0328641,0.0173539,0.0403827,0.0275622,0.0144358,0.0327545,0.0369497,0.0337339,0.0638889,0.0628272,0.0646598,0.0608832,0.034405,0.033435,0.0338515,0.0360296,0.0290407,0.0211108,0.0252445,0.0110986,0.0345265,0.100033,0.0378071,0,0,0.030508,0,0.0105831,0.0203225,0.0491738,0.0626638,0.0256276,0.084545,0.0317857,0.0307309,0.0366241,0.0223845,0.0411954,0.044255,0.0367456,0.0119983,0.0273321,0.0363284,0.0467886,0.0275348,0.0150224,0.00549677,0.0228182,0.0402276,0,0,0,0,0,0,0,0,0.0329007,0.00651028,0,0,0
78,0.040987,0.0266248,0,0,0,0,0,0,0.0332212,0.0170674,0.032512,0.0529202,0,0,0.0326978,0,0.0328795,0.0172464,0.0403855,0.0291682,0.0142925,0.0320265,0.036778,0.0336399,0.0636647,0.0621471,0.0642886,0.0607646,0.0336646,0.0331618,0.0333868,0.0369399,0.0290868,0.0211018,0.0261711,0.0110632,0.0358166,0.0992041,0.03772,0,0,0.0306051,0,0.010525,0.0204076,0.0492234,0.0635306,0.0254875,0.0848148,0.031995,0.0309096,0.0366025,0.0225358,0.041617,0.0443947,0.0372847,0.0121891,0.0277871,0.0366125,0.0478164,0.0278101,0.0150005,0.00547864,0.0227559,0.0400386,0,0,0,0,0,0,0,0,0.0323928,0.00652195,0,0,0
79,0.0407717,0.0266578,0,0,0,0,0,0,0.0352146,0.0170689,0.0337978,0.0525325,0,0,0.0325496,0,0.0329083,0.0172942,0.0405223,0.0329824,0.0140997,0.0312859,0.0366089,0.0335764,0.0630511,0.0611718,0.0635228,0.0605306,0.0321831,0.0324281,0.032764,0.0396916,0.0291192,0.0211099,0.0272047,0.0110226,0.0371955,0.0985222,0.0376258,0,0,0.0308372,0,0.0104645,0.0204298,0.0493564,0.0644265,0.025482,0.0850591,0.0320925,0.0310654,0.036581,0.0227046,0.0420227,0.0445138,0.0379079,0.0124526,0.0283365,0.036993,0.0492355,0.0280761,0.0149231,0.0054258,0.0227082,0.039875,0,0,0,0,0,0,0,0,0.0312444,0.00654684,0,0,0
80,0.0404083,0.0266501,0,0,0,0,0,0,0.0384588,0.0170897,0.0353959,0.0523586,0,0,0.0324529,0,0.0328616,0.0172563,0.0408341,0.0386559,0.0135949,0.0306329,0.0364558,0.0334972,0.0620099,0.0597657,0.0623092,0.0600514,0.0300172,0.0312093,0.0318698,0.0445285,0.0291197,0.0211055,0.0284978,0.0109687,0.0387556,0.0981955,0.037302,0,0,0.0311651,0,0.0103913,0.0204393,0.0496441,0.0654642,0.0258816,0.0855306,0.0319437,0.03114,0.0366093,0.0228402,0.0424962,0.0447454,0.0387684,0.0128091,0.0290196,0.0375762,0.0509646,0.028228,0.0147027,0.0053517,0.0226982,0.039513,0,0,0,0,0,0,0,0,0.0292242,0.00652871,0,0,0
81,0.0400447,0.0267835,0,0,0,0,0,0,0.0419127,0.0170887,0.0382042,0.0522153,0,0,0.0325124,0,0.0329801,0.0172711,0.0414141,0.0443585,0.0130796,0.0297898,0.0357909,0.0334441,0.0605774,0.057907,0.0607313,0.0592708,0.0275746,0.0297543,0.0307193,0.0493478,0.0291319,0.0211515,0.0299251,0.0108117,0.0404354,0.0978642,0.0369961,0,0,0.0314163,0,0.0102646,0.0205982,0.0500419,0.0665786,0.0270697,0.086187,0.0311141,0.0314216,0.0367472,0.023038,0.0429694,0.0451375,0.0398685,0.0132604,0.029791,0.0383198,0.0528091,0.0286559,0.0144251,0.00528775,0.022859,0.0390814,0,0,0,0,0,0,0,0,0.0269364,0.00648608,0,0,0
82,0.0395281,0.0266641,0,0,0,0,0,0,0.0442695,0.0170555,0.0419516,0.05241,0,0,0.0324775,0,0.0330611,0.0173875,0.0421219,0.0486412,0.012598,0.0281947,0.0356584,0.0332873,0.0590919,0.0558276,0.0590471,0.0579738,0.0259836,0.0287629,0.0296285,0.0521676,0.0290221,0.021182,0.0313499,0.0106335,0.0421062,0.0977635,0.0365805,0,0,0.0315395,0,0.0101017,0.0207039,0.0501334,0.0673029,0.0277149,0.0867634,0.0305469,0.0315901,0.0369313,0.0231448,0.0434647,0.0456234,0.0409123,0.0139121,0.0305112,0.0388632,0.0545465,0.0289184,0.0141598,0.0052398,0.0227727,0.0385724,0,0,0,0,0,0,0,0,0.0257173,0.00647998,0,0,0
83,0.0390173,0.0264015,0,0,0,0,0,0,0.0452767,0.0169831,0.0445705,0.0528266,0,0,0.0324421,0,0.0331078,0.0175383,0.0427101,0.0511759,0.0124095,0.0257869,0.0358198,0.0331261,0.0579039,0.0540524,0.0576247,0.0561142,0.025619,0.0293888,0.0289527,0.052733,0.0289135,0.0211919,0.0327959,0.0104492,0.0436853,0.0978817,0.0362541,0,0,0.0317073,0,0.0099512,0.0208576,0.0497875,0.0674351,0.0278253,0.0873026,0.0300916,0.0317601,0.0371658,0.0231104,0.0440287,0.0462231,0.0417951,0.0147696,0.0311031,0.0391272,0.0564194,0.0291697,0.0138825,0.00519644,0.0224972,0.0381046,0,0,0,0,0,0,0,0,0.026107,0.00649072,0,0,0
84,0.0387554,0.0262424,0,0,0,0,0,0,0.0451656,0.0168728,0.0451715,0.0530889,0,0,0.0325882,0,0.0332966,0.0177549,0.0429096,0.0526677,0.0126974,0.0236723,0.0356229,0.0331064,0.0571663,0.0530508,0.0567627,0.0540767,0.0259376,0.0308833,0.0288493,0.0523599,0.0289308,0.0212529,0.0343555,0.0102,0.0452538,0.0978932,0.0362858,0,0,0.0320859,0,0.00974433,0.02107,0.049624,0.0672647,0.0279577,0.0877293,0.0295133,0.0322761,0.0373561,0.0231642,0.0446407,0.0468562,0.0426398,0.0156898,0.031622,0.039329,0.0585299,0.0297828,0.0136793,0.00515911,0.0222936,0.0378432,0,0,0,0,0,0,0,0,0.0270238,0.00654903,0,0,0
85,0.038644,0.0261765,0,0,0,0,0,0,0.0441263,0.0167295,0.0444645,0.0531111,0,0,0.0328533,0,0.0335903,0.0179942,0.0424211,0.0535804,0.0133549,0.0230336,0.0353166,0.0331335,0.056806,0.0528521,0.0564337,0.0524747,0.0264723,0.0317015,0.0290996,0.0519971,0.0289674,0.0213629,0.0357733,0.00991041,0.0466764,0.0976417,0.0364836,0,0,0.0325931,0,0.00949691,0.0212329,0.0496822,0.066713,0.0281563,0.0881187,0.0289885,0.0329874,0.0374175,0.0233194,0.0454338,0.0474352,0.043606,0.0166324,0.0321054,0.0395739,0.0604462,0.0306206,0.0135426,0.00515011,0.0221995,0.0376819,0,0,0,0,0,0,0,0,0.0276227,0.00669584,0,0,0
86,0.0384799,0.0261911,0,0,0,0,0,0,0.0425626,0.0165738,0.0435338,0.0528973,0,0,0.0332303,0,0.0339566,0.0181704,0.0412639,0.0541938,0.0141339,0.023831,0.0351523,0.0331174,0.0569212,0.053595,0.0565983,0.0518917,0.0273004,0.0320406,0.0295415,0.0516507,0.029011,0.0215056,0.0371347,0.00959793,0.0479646,0.0971488,0.0366017,0,0,0.0330588,0,0.00926018,0.0212607,0.049729,0.0657055,0.0282549,0.0882339,0.0287559,0.0336574,0.0374543,0.0235569,0.0462568,0.0479288,0.0444535,0.0175296,0.0324651,0.0396766,0.0622464,0.0314823,0.0133024,0.00509818,0.0222233,0.0374877,0,0,0,0,0,0,0,0,0.0280115,0.00686284,0,0,0
87,0.0383279,0.0262799,0,0,0,0,0,0,0.0412607,0.0164052,0.0425212,0.0524263,0,0,0.0336784,0,0.0342275,0.0182863,0.0399237,0.0545234,0.0148373,0.02561,0.035189,0.0330831,0.0575621,0.0549857,0.0573867,0.052327,0.0281925,0.0322821,0.0301185,0.0511474,0.0290551,0.0216472,0.0382839,0.00922262,0.0488568,0.0965483,0.0366872,0,0,0.0334503,0,0.00904903,0.0211877,0.0497315,0.0640967,0.028346,0.0881954,0.0284999,0.0342221,0.0373991,0.0238787,0.0472429,0.0483904,0.0451543,0.0182849,0.0325623,0.0395149,0.0638417,0.0322414,0.0130881,0.00504681,0.0222108,0.0372832,0,0,0,0,0,0,0,0,0.0284679,0.00701191,0,0,0
88,0.0381558,0.0264715,0,0,0,0,0,0,0.0400646,0.0162141,0.0413505,0.0517022,0,0,0.0342367,0,0.034554,0.018444,0.0389878,0.0546398,0.0154159,0.0279817,0.0351283,0.0329672,0.0584709,0.0563497,0.0582885,0.0530843,0.0286817,0.0323333,0.0305993,0.0503176,0.0290973,0.0218114,0.0393331,0.00878929,0.0495625,0.095732,0.0367942,0,0,0.0339903,0,0.008782,0.0211327,0.049676,0.061844,0.0283639,0.0878168,0.0281896,0.0347771,0.0372619,0.0242791,0.0482933,0.0488661,0.0456888,0.0188657,0.0324785,0.0391433,0.0654096,0.0330639,0.0127976,0.0050396,0.0222568,0.0370905,0,0,0,0,0,0,0,0,0.0289742,0.00716655,0,0,0
89,0.0380823,0.0266581,0,0,0,0,0,0,0.0389348,0.0160182,0.0402187,0.0509592,0,0,0.0348503,0,0.0348731,0.0186569,0.0386405,0.0543598,0.0159021,0.029631,0.0349834,0.0327434,0.0590478,0.0568008,0.0585735,0.0533404,0.0287508,0.0320773,0.0306556,0.0492919,0.0291332,0.0219714,0.0402982,0.00833236,0.0501031,0.0949609,0.0369769,0,0,0.0346587,0,0.00848389,0.0214251,0.049635,0.0588147,0.0281987,0.0871984,0.0278221,0.0352917,0.0370177,0.0248281,0.0495124,0.0494464,0.0460078,0.0192763,0.0321997,0.0385077,0.0668441,0.0338557,0.0125146,0.00509458,0.0222452,0.0369471,0,0,0,0,0,0,0,0,0.0293505,0.00736358,0,0,0
90,0.0380641,0.0267041,0,0,0,0,0,0,0.037664,0.0158351,0.0391641,0.0503691,0,0,0.0353586,0,0.0352849,0.0188223,0.0387797,0.0537719,0.0161494,0.0289273,0.0348788,0.0324199,0.0587578,0.0557894,0.0580163,0.0527791,0.0283786,0.0313722,0.0301415,0.0483404,0.0290753,0.0221376,0.0412146,0.00789989,0.0506666,0.0944115,0.0371094,0,0,0.0354278,0,0.00813857,0.0217705,0.0496515,0.0552218,0.0278269,0.0863904,0.0273882,0.0356732,0.0368836,0.025497,0.0508069,0.0501689,0.0460016,0.0195363,0.0317593,0.0375263,0.0678605,0.034463,0.0123081,0.00521886,0.0221203,0.0368283,0,0,0,0,0,0,0,0,0.0294485,0.00751944,0,0,0
91,0.0381203,0.0266422,0,0,0,0,0,0,0.0361076,0.0156913,0.0381629,0.0498102,0,0,0.0357469,0,0.0355678,0.01886,0.0389192,0.0528258,0.0162168,0.026248,0.0347263,0.0320033,0.0576141,0.0540048,0.0569812,0.0516611,0.0274501,0.0303035,0.0291832,0.0473294,0.0289499,0.0222805,0.0423296,0.00748819,0.0512947,0.0940024,0.037185,0,0,0.0362301,0,0.00777908,0.0219335,0.0497044,0.0512357,0.0272063,0.0855013,0.0267985,0.0359153,0.0368795,0.0262866,0.0519891,0.0509448,0.0455573,0.0195741,0.031085,0.036047,0.0684221,0.034921,0.0120306,0.00534357,0.0219599,0.0367705,0,0,0,0,0,0,0,0,0.0292561,0.00764249,0,0,0
92,0.0384195,0.0265507,0,0,0,0,0,0,0.0341831,0.0155517,0.0368484,0.049463,0,0,0.0359675,0,0.0356871,0.0187325,0.039005,0.0512168,0.0163023,0.02346,0.0347774,0.0316126,0.0565374,0.0523804,0.0560053,0.0504598,0.0264027,0.0290835,0.0280727,0.0457243,0.0287604,0.02237,0.0433451,0.0071472,0.0517439,0.0937835,0.037316,0,0,0.0366982,0,0.00751824,0.0220249,0.0499152,0.047496,0.0265645,0.0847412,0.0262124,0.036012,0.0369241,0.0270579,0.0531148,0.0517557,0.0448555,0.0193766,0.0302958,0.0342185,0.0681065,0.0350507,0.0117727,0.00547279,0.0217543,0.0368576,0,0,0,0,0,0,0,0,0.0287465,0.00775659,0,0,0
93,0.0389009,0.0265068,0,0,0,0,0,0,0.0323009,0.0154369,0.0353621,0.0493222,0,0,0.0360701,0,0.0358543,0.0184903,0.0390744,0.0489426,0.0164063,0.0218333,0.0349481,0.0312497,0.0558945,0.0515231,0.0553699,0.0495457,0.0252936,0.0278349,0.026956,0.043764,0.028486,0.0224417,0.0443526,0.0069303,0.0522463,0.0937766,0.0374898,0,0,0.0369808,0,0.00735386,0.0221092,0.050267,0.0445992,0.0259239,0.0840939,0.0256131,0.0359129,0.0369186,0.0277873,0.054275,0.0526475,0.043926,0.0189815,0.0292843,0.0322035,0.06657,0.034932,0.0115678,0.0055788,0.0215656,0.0370694,0,0,0,0,0,0,0,0,0.0279759,0.00785689,0,0,0
94,0.0394352,0.0265094,0,0,0,0,0,0,0.0307812,0.015327,0.0340402,0.0494579,0,0,0.0361153,0,0.0358816,0.0182108,0.0390827,0.0463363,0.0165087,0.0217078,0.0353594,0.0308612,0.0554066,0.0514594,0.055162,0.049205,0.0243465,0.0266797,0.0259867,0.0418721,0.0282309,0.0224562,0.0452906,0.00677253,0.0529838,0.0940138,0.0376637,0,0,0.0370295,0,0.0072457,0.0219305,0.0508069,0.0427163,0.0253127,0.0835103,0.0252251,0.0355654,0.0369378,0.0285392,0.055478,0.0536828,0.0428731,0.0184004,0.0280497,0.0301782,0.0642644,0.0346058,0.0113429,0.0056138,0.0213616,0.0373631,0,0,0,0,0,0,0,0,0.0271547,0.00795501,0,0,0
95,0.0400773,0.02651,0,0,0,0,0,0,0.0298948,0.0151965,0.0331537,0.0497272,0,0,0.0360113,0,0.0360071,0.0178886,0.0390703,0.0440057,0.0166602,0.0226456,0.0362134,0.0304568,0.0554957,0.0520975,0.055437,0.0496183,0.0237487,0.0259249,0.0252536,0.0404163,0.0277901,0.0224841,0.0455347,0.00664162,0.0533509,0.094511,0.0378688,0,0,0.0366386,0,0.00714939,0.0214813,0.0515035,0.0421755,0.0247823,0.0829153,0.0248735,0.0350389,0.0369262,0.0292838,0.0566079,0.0546778,0.0419788,0.0177485,0.0267803,0.0284115,0.0606772,0.0339745,0.0112598,0.00566084,0.0210557,0.0378261,0,0,0,0,0,0,0,0,0.0263838,0.00806295,0,0,0
96,0.0407435,0.0266024,0,0,0,0,0,0,0.0296396,0.0150159,0.0328581,0.0498074,0,0,0.0357968,0,0.0362996,0.017563,0.0389853,0.042129,0.0169652,0.0240274,0.0372698,0.0300092,0.0562479,0.0532189,0.0561391,0.0505602,0.0234808,0.0256061,0.0247422,0.0394835,0.0273213,0.0225765,0.0461573,0.00645665,0.0535939,0.0949675,0.0380844,0,0,0.0360275,0,0.00703576,0.0210806,0.052253,0.0438196,0.0241981,0.0821897,0.0245585,0.0345362,0.0367397,0.0300248,0.0576887,0.0553489,0.0412296,0.0169847,0.0254229,0.0270886,0.0566708,0.0332504,0.0111655,0.00575406,0.0208478,0.0383661,0,0,0,0,0,0,0,0,0.0257745,0.00821505,0,0,0
97,0.0412449,0.0265899,0,0,0,0,0,0,0.0297431,0.0148873,0.0328289,0.049829,0,0,0.0355104,0,0.0365706,0.0173775,0.038902,0.0404616,0.017303,0.0252323,0.0386902,0.0295501,0.0572495,0.0546244,0.0571124,0.0516823,0.0235254,0.0255913,0.0244057,0.038649,0.0268708,0.0226769,0.0478954,0.0063537,0.0537225,0.0954995,0.0382148,0,0,0.0350182,0,0.00684083,0.0208194,0.052896,0.0463628,0.0236176,0.0810818,0.0243621,0.0338322,0.0364495,0.0306157,0.0584167,0.0556673,0.0409056,0.0164483,0.0243149,0.026484,0.0524923,0.0322609,0.0112547,0.00588762,0.0206109,0.0387214,0,0,0,0,0,0,0,0,0.0254288,0.00832839,0,0,0
98,0.0415806,0.0264097,0,0,0,0,0,0,0.0300672,0.0148268,0.0329603,0.0497628,0,0,0.0349548,0,0.0366811,0.0174954,0.0388422,0.0392438,0.0176726,0.0258228,0.0405353,0.0290759,0.058365,0.0557007,0.0581043,0.0527264,0.0237424,0.025779,0.0241668,0.0382336,0.0261658,0.0227472,0.0510574,0.00638446,0.0543488,0.0962485,0.0382478,0,0,0.0335545,0,0.00667559,0.0205798,0.0532586,0.049289,0.0226922,0.0797854,0.024432,0.0329586,0.0359883,0.0311099,0.0589477,0.0556102,0.040868,0.0160879,0.0232376,0.0264419,0.0501752,0.030978,0.0114442,0.00599669,0.0203382,0.0388916,0,0,0,0,0,0,0,0,0.0253228,0.00840552,0,0,0
