Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIBI,LWRB,x79,x81,
135,0.0503587,0.029725,0,0,0,0,0,0,0.0289163,0.0154572,0.023982,0.0373603,0,0,0.0394352,0,0.0346484,0.0198974,0.0350444,0.0268279,0.0318452,0.0308384,0.0455644,0.0339789,0.0645117,0.0640751,0.0641827,0.051363,0.0226743,0.0212062,0.0126668,0.0361116,0.0306502,0.0222728,0.0366945,0.00939914,0.0239348,0.0983346,0.0459122,0,0,0.0280745,0,0.00902729,0.0181078,0.0465673,0.0186081,0.0237278,0.0586772,0.0403891,0.0323652,0.0370653,0.0254606,0.0249869,0.0432044,0.0211745,0.031099,0.0191023,0.0207633,0.0387731,0.0270383,0.010107,0.00441346,0.0250469,0.0479531,0,0,0,0,0,0,0,0,0.0224161,0.00856142,0,0,0
136,0.0500934,0.0297817,0,0,0,0,0,0,0.0283896,0.0154913,0.023999,0.0362889,0,0,0.0395124,0,0.0346555,0.0198491,0.0347562,0.0284323,0.0323009,0.0308392,0.045046,0.0339721,0.0646028,0.0642645,0.064292,0.0512262,0.0228549,0.0213108,0.0124876,0.0355401,0.0308339,0.0222581,0.0345048,0.00946103,0.025248,0.0970594,0.0455443,0,0,0.028407,0,0.00908052,0.0181968,0.0459706,0.0212614,0.023787,0.0584716,0.0410457,0.0322836,0.0379072,0.0254228,0.0225732,0.043885,0.0238527,0.0338457,0.0216439,0.023655,0.0352713,0.0272178,0.0100997,0.00445536,0.0250764,0.0478703,0,0,0,0,0,0,0,0,0.0225274,0.00847062,0,0,0
137,0.0496418,0.029712,0,0,0,0,0,0,0.0277463,0.0155033,0.0237693,0.0352516,0,0,0.0395124,0,0.0347939,0.0197681,0.0344854,0.0302257,0.0326987,0.0308301,0.0446467,0.0339779,0.0646847,0.0644512,0.0644166,0.051019,0.0231213,0.0214684,0.0123322,0.0348356,0.0309742,0.022258,0.032665,0.00949027,0.026016,0.0957927,0.0450121,0,0,0.028667,0,0.00910374,0.0181812,0.045379,0.022577,0.023824,0.0585564,0.0415964,0.0320711,0.0386218,0.025345,0.0209011,0.0442313,0.0261469,0.0358905,0.0237127,0.0261092,0.032343,0.0272587,0.0101275,0.00448518,0.0249595,0.0476442,0,0,0,0,0,0,0,0,0.0226502,0.00836972,0,0,0
138,0.0491026,0.0296204,0,0,0,0,0,0,0.0271769,0.0155378,0.0233661,0.0343202,0,0,0.0395193,0,0.0348565,0.0198364,0.0342925,0.0321366,0.033108,0.0308215,0.0444183,0.0338064,0.0648008,0.0646354,0.0645129,0.0507666,0.0233596,0.0216854,0.01215,0.0341564,0.0309984,0.0222708,0.0312326,0.00949536,0.026087,0.0947117,0.0444163,0,0,0.02874,0,0.00909999,0.0182635,0.0448622,0.0222823,0.023917,0.0591547,0.0419922,0.0319208,0.0389177,0.0251153,0.0200421,0.0443088,0.027659,0.0371065,0.0249713,0.027753,0.0304857,0.0273372,0.0101724,0.0044726,0.0248946,0.0472924,0,0,0,0,0,0,0,0,0.0228274,0.00829173,0,0,0
139,0.0485983,0.0295984,0,0,0,0,0,0,0.0266488,0.0155533,0.0232494,0.0335804,0,0,0.0395541,0,0.0349055,0.0200421,0.0341478,0.0339572,0.0335728,0.0308732,0.0441939,0.0335826,0.0649081,0.0648107,0.0645832,0.0506114,0.0234012,0.0219129,0.011958,0.0336081,0.0309859,0.0222991,0.0304055,0.00947228,0.0257275,0.0938398,0.0438795,0,0,0.028786,0,0.00907584,0.0183692,0.0445913,0.0213795,0.0242013,0.0590806,0.042295,0.0319198,0.0388488,0.0248013,0.0197582,0.0441698,0.0280206,0.0373601,0.0251856,0.0281364,0.0294019,0.0274867,0.0102206,0.0044796,0.0249478,0.0469287,0,0,0,0,0,0,0,0,0.0230314,0.00827729,0,0,0
140,0.0480487,0.0295065,0,0,0,0,0,0,0.0261811,0.0155671,0.0231775,0.0329639,0,0,0.0394939,0,0.034941,0.0202365,0.0340098,0.0356467,0.0340412,0.0309221,0.0440056,0.0333341,0.0649764,0.0648908,0.0646214,0.0506025,0.0234657,0.0221093,0.0117788,0.0332245,0.0309259,0.0223284,0.0301705,0.00947308,0.0253526,0.0930769,0.0433058,0,0,0.0287792,0,0.00907397,0.0185366,0.0446158,0.0208698,0.0244916,0.0590007,0.0425854,0.0319479,0.0383604,0.0244468,0.0199723,0.0438076,0.0273488,0.0367429,0.0244681,0.0274273,0.0289135,0.0275593,0.0102192,0.00445819,0.0250256,0.0464973,0,0,0,0,0,0,0,0,0.0232194,0.00828995,0,0,0
141,0.0474138,0.0293773,0,0,0,0,0,0,0.0258527,0.0156052,0.0231899,0.032444,0,0,0.0393055,0,0.0349551,0.0203389,0.0338954,0.037032,0.0344872,0.0309172,0.0438225,0.0330833,0.06498,0.0648362,0.0646369,0.0507467,0.0236134,0.0222885,0.0116414,0.0330442,0.0308014,0.0223502,0.0301932,0.00949672,0.0249235,0.0923976,0.0426583,0,0,0.0287537,0,0.00909983,0.0186136,0.0448991,0.0206145,0.0247287,0.059029,0.0428509,0.0319212,0.0376715,0.0240234,0.0206919,0.0431687,0.0258998,0.0353607,0.0230264,0.0258508,0.0288746,0.0275974,0.0101673,0.00442214,0.025078,0.045986,0,0,0,0,0,0,0,0,0.0233439,0.00828697,0,0,0
142,0.0466259,0.0291457,0,0,0,0,0,0,0.0257291,0.0156416,0.0231942,0.0319424,0,0,0.0389663,0,0.034927,0.0202685,0.0338795,0.0381328,0.0349027,0.0308331,0.0438076,0.0327914,0.0649644,0.0646924,0.0646801,0.050963,0.0239163,0.0224914,0.0115029,0.0330178,0.0305579,0.0223478,0.0306714,0.00957516,0.0247335,0.0918255,0.0418418,0,0,0.0286763,0,0.00920064,0.0185234,0.0452772,0.0209192,0.0246843,0.0584248,0.0429486,0.0317901,0.0367357,0.0234523,0.0219474,0.0422505,0.0237013,0.0331036,0.0210111,0.0234658,0.029539,0.0275437,0.0102771,0.00438165,0.0250402,0.045319,0,0,0,0,0,0,0,0,0.0235147,0.00823849,0,0,0
143,0.0457213,0.0288255,0,0,0,0,0,0,0.0256918,0.015657,0.0233732,0.0316137,0,0,0.0385367,0,0.0348721,0.0200461,0.0339443,0.0389949,0.0353817,0.0307836,0.0439634,0.032474,0.0649815,0.0645324,0.0647706,0.0512799,0.0243238,0.0227887,0.0113761,0.0330678,0.0302275,0.0223007,0.0312913,0.00965142,0.0247204,0.0915197,0.0409159,0,0,0.028609,0,0.00928319,0.0184449,0.0456935,0.0219534,0.0245878,0.0582359,0.0430544,0.0315962,0.0353676,0.022876,0.0240418,0.0411176,0.0211479,0.0302991,0.0186431,0.0207072,0.0304077,0.0274264,0.0103133,0.00434347,0.0249009,0.0445617,0,0,0,0,0,0,0,0,0.0237247,0.00816861,0,0,0
144,0.0447617,0.0284951,0,0,0,0,0,0,0.0253251,0.0156779,0.0234087,0.0315408,0,0,0.0381021,0,0.0348197,0.0198024,0.0340321,0.0395384,0.035877,0.030763,0.0442218,0.0321606,0.065062,0.0644356,0.064941,0.0516993,0.024751,0.0231585,0.0111767,0.0329918,0.0298607,0.022254,0.0323833,0.00970871,0.0252063,0.0914321,0.0399655,0,0,0.0286003,0,0.00932558,0.0183482,0.0460523,0.0238793,0.0245911,0.0585239,0.0432578,0.0314249,0.0337496,0.0226087,0.0263533,0.0399694,0.0182735,0.0276689,0.0161098,0.0176225,0.031693,0.0273423,0.0104618,0.00434044,0.0246998,0.0437907,0,0,0,0,0,0,0,0,0.0238901,0.00813275,0,0,0
145,0.0438359,0.0282204,0,0,0,0,0,0,0.0250462,0.0157104,0.0235027,0.0317234,0,0,0.0377323,0,0.0348111,0.0196551,0.0341007,0.039899,0.0363733,0.0308031,0.0445426,0.0319688,0.0652432,0.0644263,0.0651648,0.05222,0.0252407,0.0236331,0.0109604,0.0328107,0.0295166,0.0222539,0.0334796,0.00973976,0.0261168,0.0915872,0.0390954,0,0,0.0285779,0,0.00935287,0.0183051,0.0461759,0.0260157,0.0248338,0.0585515,0.0435764,0.0312855,0.0323962,0.0225796,0.0283805,0.038975,0.0150645,0.0261161,0.0140596,0.0141933,0.0330704,0.027341,0.010533,0.00439222,0.0245367,0.0430858,0,0,0,0,0,0,0,0,0.0240955,0.00810786,0,0,0
146,0.0429804,0.0279328,0,0,0,0,0,0,0.0246862,0.0157202,0.0235214,0.0321981,0,0,0.0374655,0,0.034849,0.0196478,0.0341635,0.0399835,0.0369097,0.0308535,0.044889,0.0319296,0.0655771,0.0645878,0.0654781,0.0528183,0.0258168,0.0241981,0.0107145,0.0325692,0.0292225,0.0222671,0.0349373,0.00976803,0.0267818,0.0920561,0.0383464,0,0,0.0285432,0,0.00935511,0.0184339,0.0459994,0.0276817,0.0253723,0.0568511,0.0438777,0.0311949,0.0315113,0.022519,0.029464,0.0381418,0.012604,0.0255557,0.0129664,0.0115875,0.0352267,0.0273411,0.0106324,0.00447124,0.0244899,0.0425064,0,0,0,0,0,0,0,0,0.0243955,0.00806783,0,0,0
147,0.0420639,0.0276832,0,0,0,0,0,0,0.0242954,0.015698,0.0232763,0.0328159,0,0,0.0372922,0,0.0349779,0.0197509,0.0342021,0.0398012,0.0374577,0.0307749,0.0451838,0.0319655,0.0660446,0.0648895,0.0658652,0.0533732,0.0264403,0.0248224,0.0103944,0.0322978,0.0289417,0.0223107,0.0368825,0.00976175,0.0266881,0.0926614,0.0376463,0,0,0.0285271,0,0.00932635,0.018616,0.0456072,0.0287987,0.0261815,0.0541937,0.0441987,0.0311886,0.0311506,0.0223629,0.0296567,0.0374822,0.0115921,0.0253483,0.0125709,0.0105023,0.0382136,0.0273785,0.0107652,0.00456464,0.0246076,0.0418348,0,0,0,0,0,0,0,0,0.0247598,0.00804298,0,0,0
148,0.0410622,0.02744,0,0,0,0,0,0,0.0238884,0.0156486,0.0230883,0.033465,0,0,0.0371821,0,0.0351801,0.0198756,0.0341791,0.0393642,0.0379581,0.0305659,0.0454916,0.0320622,0.0666029,0.0652529,0.0663154,0.0538405,0.0270966,0.025445,0.0100115,0.0319056,0.0286468,0.0223757,0.0389737,0.00973225,0.025694,0.0932035,0.0369471,0,0,0.028431,0,0.00928695,0.0187212,0.0450818,0.0294189,0.0270516,0.0530164,0.0445288,0.0312093,0.0310661,0.0222048,0.0296143,0.0368326,0.0116113,0.0250693,0.0123272,0.0104313,0.0414234,0.0274083,0.0111546,0.00469171,0.0248745,0.0410404,0,0,0,0,0,0,0,0,0.0251402,0.00809559,0,0,0
149,0.0399728,0.0271443,0,0,0,0,0,0,0.0236079,0.0155845,0.0231379,0.0341123,0,0,0.03705,0,0.0353932,0.0199421,0.0341035,0.0387056,0.0384129,0.0301966,0.0459041,0.0320628,0.0671172,0.0656316,0.06678,0.0542516,0.0277629,0.0260397,0.00962447,0.0313603,0.0282997,0.0224395,0.0404103,0.0097152,0.0238754,0.0936005,0.0361933,0,0,0.028199,0,0.00928624,0.0186265,0.0443706,0.0299882,0.0277285,0.0529052,0.044739,0.0312045,0.0311998,0.0219664,0.0291728,0.0360823,0.012104,0.0246863,0.0119467,0.0109321,0.0434966,0.0273566,0.0113618,0.00479937,0.025181,0.0401334,0,0,0,0,0,0,0,0,0.0255126,0.00818933,0,0,0
150,0.0388017,0.0269169,0,0,0,0,0,0,0.0235279,0.0155142,0.0232147,0.0347217,0,0,0.0369648,0,0.0355764,0.0199416,0.034135,0.0377824,0.0388558,0.0295337,0.0462409,0.0320234,0.0675437,0.0659741,0.0671522,0.0545758,0.0283394,0.0266082,0.00930321,0.0307011,0.0279079,0.0225022,0.0403029,0.00971715,0.0217179,0.0937513,0.0353497,0,0,0.0279535,0,0.00933168,0.018341,0.0436346,0.031058,0.0281763,0.0531948,0.044775,0.0311693,0.0314398,0.0215386,0.0281737,0.0352393,0.0130895,0.0243921,0.0116397,0.0120873,0.0437941,0.0272877,0.0112904,0.00484139,0.0254574,0.0391753,0,0,0,0,0,0,0,0,0.0258729,0.0082526,0,0,0
151,0.0377074,0.0269094,0,0,0,0,0,0,0.0237382,0.0154106,0.0232457,0.035221,0,0,0.037082,0,0.035804,0.0199338,0.0342404,0.0365143,0.0393163,0.0284662,0.0461001,0.0319068,0.0678956,0.0662889,0.0674987,0.0549781,0.0286638,0.0271133,0.00910631,0.0300746,0.0275638,0.0225799,0.0385782,0.00968257,0.0197698,0.0936349,0.0345622,0,0,0.0278279,0,0.00936365,0.0180876,0.043,0.0324443,0.0285738,0.0538329,0.0447747,0.0312804,0.0317234,0.0209967,0.0273295,0.0346532,0.0141231,0.0242259,0.0116276,0.0131742,0.0423142,0.0273839,0.0112509,0.00484077,0.0258059,0.0382907,0,0,0,0,0,0,0,0,0.0262248,0.00834244,0,0,0
152,0.0369784,0.0273329,0,0,0,0,0,0,0.024157,0.015249,0.02326,0.0356521,0,0,0.0375953,0,0.0361682,0.0200512,0.0344774,0.0348126,0.0398418,0.0272264,0.0451592,0.031867,0.0683073,0.066638,0.0679527,0.0556324,0.0288258,0.0275121,0.00904578,0.0290401,0.0275108,0.0227107,0.0358922,0.00953807,0.0182592,0.0933818,0.0340352,0,0,0.0279186,0,0.00934069,0.0179968,0.0424031,0.0332097,0.0294443,0.0540809,0.0449063,0.0316813,0.0316284,0.0205518,0.0274201,0.0342434,0.0146793,0.0240502,0.0117642,0.0134646,0.0392568,0.0279277,0.0112171,0.00480036,0.026425,0.0376736,0,0,0,0,0,0,0,0,0.0265235,0.00856019,0,0,0
153,0.0363281,0.0277367,0,0,0,0,0,0,0.0247221,0.0151013,0.0234649,0.0361484,0,0,0.0381005,0,0.0365881,0.0202059,0.034819,0.0327521,0.0403368,0.0261531,0.0444677,0.0317899,0.0688057,0.0670679,0.0685297,0.0565556,0.0288866,0.0279146,0.00909822,0.0270149,0.0274567,0.0228606,0.0335372,0.00942555,0.0172095,0.0933452,0.0334318,0,0,0.0279193,0,0.00927778,0.0179164,0.0418994,0.0326988,0.0299568,0.0534661,0.0451129,0.0318822,0.0308733,0.0203574,0.0284735,0.0336169,0.0146536,0.0234645,0.0116997,0.0129269,0.0362445,0.0281728,0.0111788,0.00479347,0.0270056,0.0371499,0,0,0,0,0,0,0,0,0.0268165,0.00878863,0,0,0
154,0.0357438,0.0279174,0,0,0,0,0,0,0.0252793,0.0149959,0.0239035,0.0368088,0,0,0.0384174,0,0.0369625,0.0203319,0.0353064,0.0304599,0.0407605,0.0252277,0.0443466,0.0316499,0.0693942,0.067616,0.0692922,0.0577153,0.0288769,0.0283881,0.00923,0.0235664,0.0273402,0.0229957,0.0321291,0.00935178,0.0166978,0.0937553,0.0327768,0,0,0.0278584,0,0.0091954,0.0177252,0.0416711,0.0314659,0.030053,0.0518832,0.0451472,0.0317755,0.0299073,0.0204856,0.0299215,0.0325741,0.0146668,0.0225153,0.0116131,0.0123657,0.0340124,0.0280496,0.0111851,0.00479318,0.0274723,0.0366949,0,0,0,0,0,0,0,0,0.0270523,0.00893264,0,0,0
155,0.0352294,0.0279593,0,0,0,0,0,0,0.0258621,0.0149351,0.0245298,0.0375287,0,0,0.0384827,0,0.0372175,0.0203495,0.0359156,0.0279977,0.0410145,0.024338,0.0445279,0.0314808,0.0699734,0.0681731,0.0700177,0.0588692,0.0287299,0.0288625,0.00943866,0.0191645,0.0271421,0.0230705,0.0312602,0.00929411,0.0168403,0.094396,0.0321758,0,0,0.0275415,0,0.00911198,0.0175166,0.0419227,0.030288,0.0299403,0.0522113,0.0450086,0.0314513,0.0290938,0.0207383,0.0311102,0.0313341,0.0152957,0.0215927,0.0119077,0.0125824,0.032412,0.0276983,0.0112805,0.00482966,0.0278066,0.0362882,0,0,0,0,0,0,0,0,0.0271982,0.00897266,0,0,0
156,0.0348209,0.0279517,0,0,0,0,0,0,0.0263617,0.0149178,0.0251945,0.0382219,0,0,0.0383778,0,0.0373522,0.0202318,0.0366499,0.0254792,0.0410732,0.0233228,0.0447791,0.031291,0.0705848,0.0687565,0.0707074,0.0598361,0.0285221,0.0292215,0.00970908,0.0136831,0.0268989,0.0231033,0.0301238,0.00923536,0.017193,0.0951278,0.0317166,0,0,0.0268973,0,0.00901804,0.0173031,0.0424188,0.0297271,0.0298144,0.0531752,0.0447388,0.0309757,0.0285847,0.0209552,0.0317708,0.0304008,0.0164117,0.0209271,0.0123841,0.0135205,0.0308489,0.0271882,0.011478,0.00492952,0.028051,0.0358667,0,0,0,0,0,0,0,0,0.0271853,0.00896266,0,0,0
157,0.0343535,0.0278494,0,0,0,0,0,0,0.0258942,0.0149663,0.0256435,0.0389827,0,0,0.0380556,0,0.0373953,0.0199037,0.0373903,0.0234107,0.0408941,0.022457,0.0452702,0.0310694,0.0712832,0.0695595,0.0714268,0.0606028,0.0282498,0.0294186,0.0101828,0.00814331,0.026511,0.0231147,0.0286998,0.00917746,0.0174462,0.0961726,0.0312798,0,0,0.0263036,0,0.00885061,0.0171671,0.0428606,0.0299498,0.0296502,0.0544749,0.0442397,0.030183,0.0283934,0.0211343,0.0320784,0.0299648,0.0175172,0.0205233,0.0128617,0.0146287,0.0286267,0.026474,0.0119069,0.00503644,0.0280891,0.0353039,0,0,0,0,0,0,0,0,0.0268847,0.00888676,0,0,0
158,0.0340218,0.0277207,0,0,0,0,0,0,0.0271228,0.0149816,0.0261486,0.039688,0,0,0.0373653,0,0.0372951,0.0193712,0.0380239,0.0210088,0.0405057,0.0213726,0.0458905,0.0306746,0.0718793,0.0702535,0.0720145,0.0612733,0.0279967,0.0295785,0.0105971,0.0055479,0.0259131,0.023063,0.0269258,0.0091454,0.0172637,0.0972603,0.0310392,0,0,0.0255147,0,0.00872297,0.0168805,0.043108,0.0302815,0.0294426,0.0557044,0.0434874,0.0292789,0.0286194,0.021137,0.0321786,0.0299512,0.0181792,0.0202612,0.0131577,0.0152829,0.02607,0.0255119,0.0123308,0.00511347,0.0279439,0.0347795,0,0,0,0,0,0,0,0,0.0265636,0.00875914,0,0,0
159,0.0337172,0.0272647,0,0,0,0,0,0,0.0280163,0.0149854,0.0262087,0.0403924,0,0,0.0363618,0,0.0371036,0.0187853,0.0385802,0.0189906,0.0399371,0.0203139,0.0468,0.030093,0.0724036,0.0709801,0.0725042,0.0617472,0.0277593,0.0296754,0.0110313,0.0126245,0.0251364,0.0229657,0.0252361,0.00914128,0.0170291,0.0985692,0.0308325,0,0,0.0244977,0,0.00859338,0.0168134,0.0430938,0.0307145,0.0293297,0.0561858,0.0422934,0.0281392,0.0291412,0.0211291,0.0323513,0.0302032,0.0185665,0.020043,0.0134111,0.0156167,0.0234863,0.0243237,0.0130667,0.00528648,0.0275572,0.0342789,0,0,0,0,0,0,0,0,0.0263108,0.00857964,0,0,0
160,0.033399,0.026747,0,0,0,0,0,0,0.0290065,0.0150126,0.0256829,0.0409408,0,0,0.035298,0,0.0368786,0.0183162,0.0389979,0.0184601,0.0391111,0.0195103,0.0478337,0.0293691,0.0728228,0.0715025,0.0728173,0.0618955,0.0275378,0.0296336,0.0114068,0.0221023,0.0242836,0.0228401,0.0237746,0.00916622,0.0167448,0.0998203,0.030621,0,0,0.0234728,0,0.00850759,0.0167297,0.0429501,0.0310361,0.0293425,0.0566046,0.040897,0.027057,0.0291985,0.0212029,0.0326018,0.0306668,0.0187143,0.0198416,0.0136503,0.0157786,0.0211003,0.0230128,0.0137643,0.00543741,0.0271101,0.0338118,0,0,0,0,0,0,0,0,0.0261341,0.00836401,0,0,0
161,0.0330707,0.0261569,0,0,0,0,0,0,0.0303138,0.0150566,0.0247121,0.0413612,0,0,0.0341183,0,0.0366496,0.0178971,0.0391926,0.0195467,0.0380662,0.018818,0.0491056,0.0287321,0.0728494,0.07182,0.0729006,0.0619065,0.0272218,0.029272,0.0117244,0.0305792,0.0233965,0.0227228,0.0223875,0.00925014,0.0165787,0.101016,0.0303363,0,0,0.0225574,0,0.00848549,0.0166745,0.04289,0.0311517,0.0295297,0.0572184,0.0394454,0.0260657,0.0290082,0.0214112,0.0328903,0.0311619,0.0189084,0.0196926,0.0139484,0.0160788,0.0188687,0.0216413,0.0140891,0.00559856,0.0266015,0.0333618,0,0,0,0,0,0,0,0,0.0259494,0.00817235,0,0,0
162,0.0327002,0.0254985,0,0,0,0,0,0,0.0322571,0.0151192,0.0238166,0.0417494,0,0,0.0328407,0,0.0364044,0.0174246,0.0392142,0.0200781,0.0368314,0.0180102,0.0505919,0.0281613,0.0723875,0.0717597,0.0727364,0.0618577,0.026867,0.0287106,0.0119967,0.0359623,0.0225312,0.0226158,0.0210857,0.00936742,0.0165698,0.102227,0.0299443,0,0,0.0217386,0,0.00849578,0.0165075,0.0431473,0.0313155,0.0299247,0.0580839,0.0381598,0.025111,0.0289298,0.0216787,0.033219,0.0314692,0.0195055,0.0195898,0.0143744,0.0169205,0.0169749,0.0202506,0.0144587,0.00570326,0.0260476,0.0328904,0,0,0,0,0,0,0,0,0.0257767,0.00800482,0,0,0
163,0.0322779,0.0247776,0,0,0,0,0,0,0.0344265,0.0152022,0.0234747,0.0422008,0,0,0.0316081,0,0.0361135,0.0169018,0.039122,0.020637,0.0354228,0.0169591,0.0521698,0.0277176,0.0714901,0.0714744,0.0722716,0.0617701,0.0264053,0.0281402,0.0123776,0.0393275,0.0217817,0.0224945,0.0201201,0.00946217,0.0168629,0.10342,0.0294747,0,0,0.0210442,0,0.00850718,0.0162241,0.043619,0.0318768,0.0304599,0.0591993,0.0370756,0.0242393,0.0293781,0.0218487,0.0336658,0.0315689,0.0205813,0.0194867,0.0149542,0.0183966,0.0153001,0.0189144,0.0149443,0.00571526,0.0254512,0.0324415,0,0,0,0,0,0,0,0,0.0256037,0.00783692,0,0,0
164,0.0318356,0.024084,0,0,0,0,0,0,0.0364297,0.0152925,0.0240846,0.0427888,0,0,0.0305102,0,0.0357943,0.0163752,0.0388975,0.0220758,0.0338521,0.016007,0.0537486,0.0274322,0.0705885,0.070885,0.0715276,0.0616213,0.0257374,0.027564,0.0131079,0.0424726,0.0211998,0.022346,0.0194131,0.00955863,0.0173347,0.10453,0.0289923,0,0,0.0206009,0,0.00853855,0.0159463,0.0440105,0.0325895,0.0309267,0.0605607,0.0362003,0.0234486,0.030144,0.0220123,0.0339384,0.0317217,0.0216584,0.019304,0.0154684,0.0198158,0.0139831,0.0177152,0.0153467,0.00567631,0.0247975,0.0320873,0,0,0,0,0,0,0,0,0.0252815,0.00767339,0,0,0
165,0.031496,0.0235035,0,0,0,0,0,0,0.0383544,0.0153843,0.0258638,0.0434761,0,0,0.0296964,0,0.0355032,0.0159067,0.0386453,0.0243709,0.0321246,0.015682,0.0551321,0.0272633,0.069779,0.0698794,0.0706329,0.0614586,0.0248077,0.0270459,0.0141699,0.0446634,0.0208378,0.0222039,0.0188851,0.00964763,0.0179194,0.105505,0.0285954,0,0,0.0201613,0,0.00855613,0.0158029,0.0443205,0.033432,0.0312809,0.0622418,0.0355376,0.0228895,0.0304869,0.0221248,0.0339195,0.0320384,0.0226027,0.0190751,0.0160119,0.0210302,0.013031,0.0167326,0.0155952,0.00572518,0.0241623,0.0318843,0,0,0,0,0,0,0,0,0.02481,0.00749217,0,0,0
166,0.0313324,0.0230991,0,0,0,0,0,0,0.0402184,0.0154686,0.0281969,0.0442959,0,0,0.0291946,0,0.0352513,0.0155964,0.0384724,0.0270308,0.0302873,0.0159981,0.0562528,0.027282,0.0688065,0.0687965,0.0695333,0.0611019,0.023764,0.0267678,0.0153566,0.0465588,0.0207193,0.0220821,0.018307,0.00968074,0.01857,0.106338,0.0283434,0,0,0.019808,0,0.00853819,0.0157322,0.0447387,0.0345524,0.0314433,0.0638056,0.0350745,0.0225308,0.0305604,0.0222622,0.0339582,0.0325374,0.0233678,0.0187968,0.0165049,0.022079,0.0123448,0.0160501,0.0157953,0.0057883,0.0235479,0.0318392,0,0,0,0,0,0,0,0,0.024468,0.00736007,0,0,0
167,0.0314189,0.0229283,0,0,0,0,0,0,0.0416037,0.015542,0.0303504,0.0451381,0,0,0.0290703,0,0.0350528,0.0154859,0.0383852,0.0298124,0.0283934,0.016735,0.0569859,0.0274966,0.0676355,0.0676064,0.0682528,0.0605167,0.0228479,0.0267193,0.0164153,0.0479138,0.0207843,0.0219881,0.0175846,0.00966159,0.0192109,0.106888,0.028342,0,0,0.0195085,0,0.00848737,0.0157047,0.0453903,0.0359554,0.0313889,0.0652281,0.034783,0.0224129,0.0306095,0.0224854,0.0340425,0.0331841,0.0240427,0.0184174,0.0170443,0.0230193,0.011627,0.0156923,0.0158569,0.00584083,0.0229965,0.0319803,0,0,0,0,0,0,0,0,0.0242843,0.00728289,0,0,0
168,0.0316908,0.0228625,0,0,0,0,0,0,0.0423446,0.0156054,0.0319496,0.0460891,0,0,0.0291808,0,0.0348493,0.0154665,0.0383437,0.0323401,0.0265806,0.0176009,0.0573977,0.0278334,0.0663493,0.0665163,0.0668974,0.0596694,0.0221884,0.0266895,0.0171438,0.048493,0.0209893,0.0218909,0.0168693,0.00962033,0.0197069,0.107354,0.0285472,0,0,0.0192893,0,0.00845546,0.0157175,0.0458078,0.0372174,0.0311936,0.0667284,0.0345238,0.0224262,0.0309525,0.0226253,0.0338883,0.0340323,0.0245685,0.0180088,0.0174767,0.0237273,0.011086,0.0156231,0.0157808,0.00590395,0.0225018,0.0322362,0,0,0,0,0,0,0,0,0.0242038,0.0072229,0,0,0
169,0.0321006,0.0229111,0,0,0,0,0,0,0.0423277,0.0156524,0.0328791,0.0470817,0,0,0.0293953,0,0.034704,0.01547,0.0383884,0.0344269,0.0248745,0.0184384,0.0575269,0.0282327,0.0650996,0.0655437,0.0655402,0.058716,0.021724,0.0262638,0.0175305,0.0479121,0.0212915,0.02181,0.0162933,0.00955702,0.0202525,0.107762,0.0288904,0,0,0.0191943,0,0.00841043,0.0156076,0.0460657,0.0384789,0.0308667,0.0682127,0.03427,0.0225196,0.031398,0.0226307,0.0336591,0.0349912,0.025128,0.0176007,0.0179635,0.0244953,0.0111566,0.0157752,0.0155823,0.00583542,0.0221032,0.03255,0,0,0,0,0,0,0,0,0.0241327,0.00724202,0,0,0
170,0.0326429,0.0230058,0,0,0,0,0,0,0.0417068,0.0157077,0.0332503,0.0481251,0,0,0.0296162,0,0.0346063,0.0154049,0.0385325,0.0358269,0.023328,0.0191459,0.0575686,0.028635,0.0639748,0.0646241,0.0642629,0.0577838,0.0213154,0.0256271,0.0176554,0.0469147,0.0215991,0.0217791,0.0159906,0.00952249,0.0209652,0.108147,0.0293927,0,0,0.0192694,0,0.0083922,0.0156236,0.0463289,0.0400518,0.0303435,0.0697117,0.0340807,0.0226038,0.0318244,0.0224886,0.0337549,0.0360004,0.0259289,0.0172872,0.0185568,0.0255901,0.0118654,0.0159926,0.0154379,0.00583276,0.0218674,0.0328862,0,0,0,0,0,0,0,0,0.0240181,0.00709021,0,0,0
