Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII
152,0.0442724,0.0305074,0,0,0,0,0,0,0.0244121,0.0223865,0.0215747,0.0640363,0,0,0.043216,0,0.0224639,0.0164244,0.0342702,0.0338062,0.0162118,0.0158606,0.0291848,0.0417421,0.0173828,0.0242962,0.0159597,0.047487,0.0317468,0.0325711,0.0283426,0.0178593,0.00906975,0.0403989,0.0176069,0.00338826,0.024984,0.00846874,0.0341723,0.10752,0.0448067,0,0,0.0305083,0,0.0101951,0.015021,0.0451666,0.0541219,0.0261972,0.0803565,0.0366845,0.0208763,0.0378192,0.0183279,0.0425486,0.0331698,0.0126973,0.0233087,0.0327887,0.0210158,0.0254249,0.00458004,0.00284549,0.0282791,0.0477918,0,0,0,0,0,0,0,0,0.0261387
153,0.0445915,0.0305952,0,0,0,0,0,0,0.0231638,0.0224347,0.0226737,0.0635357,0,0,0.0433357,0,0.0224471,0.016266,0.0336454,0.0348953,0.0161551,0.0168811,0.0288974,0.0418025,0.018525,0.0258265,0.0161416,0.0480337,0.0322642,0.0331885,0.0294159,0.018452,0.00810056,0.040467,0.0176048,0.00339062,0.0248101,0.00851894,0.0342119,0.106655,0.0451506,0,0,0.0308406,0,0.0102496,0.015147,0.0451354,0.0544306,0.0262099,0.0810215,0.0366569,0.021,0.0381583,0.0183689,0.0430067,0.0334544,0.0125143,0.0234197,0.0330551,0.0210093,0.0255911,0.00453843,0.00284042,0.0282458,0.0480452,0,0,0,0,0,0,0,0,0.0264203
154,0.0448491,0.030541,0,0,0,0,0,0,0.0233595,0.0224848,0.0236696,0.0630409,0,0,0.0433174,0,0.0224175,0.0161331,0.0332188,0.0357437,0.0161388,0.0180702,0.0288353,0.0417855,0.019697,0.0274075,0.016466,0.0486121,0.0323221,0.0335357,0.030447,0.0192684,0.00802537,0.0404571,0.0176091,0.00356245,0.0247014,0.00858324,0.0343992,0.105986,0.0454393,0,0,0.0309682,0,0.0103314,0.0152443,0.0452797,0.0549373,0.0261399,0.0815676,0.036607,0.0209912,0.0386087,0.0185872,0.0434138,0.0337176,0.012332,0.0235683,0.0333483,0.0211643,0.0256433,0.00459134,0.00284962,0.0280747,0.0482658,0,0,0,0,0,0,0,0,0.0268432
155,0.0451355,0.0304047,0,0,0,0,0,0,0.0250757,0.0224818,0.0243927,0.0625695,0,0,0.0431809,0,0.022417,0.0160299,0.0329088,0.0365807,0.0162423,0.0190297,0.0288869,0.0416902,0.0207032,0.0288005,0.0168371,0.0492056,0.0316813,0.0332243,0.0305676,0.020354,0.00905733,0.0403522,0.0176051,0.00338323,0.0247304,0.00862441,0.0347593,0.105456,0.0457618,0,0,0.0310446,0,0.0103939,0.0152966,0.0456015,0.0555424,0.0260131,0.0820438,0.0364911,0.020934,0.0389495,0.0189112,0.0437473,0.0340393,0.0121577,0.023846,0.0335704,0.0215589,0.0256308,0.00471738,0.0029409,0.0277997,0.0485581,0,0,0,0,0,0,0,0,0.0270896
156,0.0456378,0.0305921,0,0,0,0,0,0,0.0275922,0.022418,0.0251103,0.0620076,0,0,0.0432802,0,0.0225147,0.0161092,0.0326685,0.0373261,0.0165204,0.0196109,0.0284264,0.0417918,0.021486,0.0298632,0.0170809,0.0499851,0.0306218,0.0320274,0.0302762,0.0217375,0.011235,0.0404644,0.0176291,0.00331453,0.0248672,0.0085596,0.0350437,0.104879,0.0462232,0,0,0.0313049,0,0.0103922,0.0154867,0.0461067,0.0559883,0.0263612,0.082675,0.0364676,0.0211205,0.0392373,0.0191873,0.0441189,0.0342607,0.0118934,0.024054,0.0337871,0.0220505,0.0259077,0.00485436,0.00309022,0.0278111,0.0489987,0,0,0,0,0,0,0,0,0.0272555
157,0.0460863,0.0307467,0,0,0,0,0,0,0.0304475,0.0223528,0.0259789,0.0616404,0,0,0.0432908,0,0.0226328,0.0162016,0.0325122,0.0377886,0.0169143,0.0197844,0.0280363,0.0418403,0.0220221,0.03067,0.0171572,0.0508399,0.0292244,0.0307549,0.0298212,0.0231466,0.014381,0.040506,0.0176532,0.00340141,0.0249278,0.00852344,0.0351806,0.104445,0.0466937,0,0,0.0315628,0,0.0103918,0.0156867,0.0465589,0.0563002,0.0266005,0.0832306,0.0362699,0.0213299,0.0394962,0.0194533,0.0444613,0.0344015,0.0116219,0.0241938,0.0338685,0.0224012,0.0261999,0.00494276,0.00314098,0.0277907,0.0493896,0,0,0,0,0,0,0,0,0.0273576
158,0.0464378,0.0306714,0,0,0,0,0,0,0.0333447,0.0223221,0.026833,0.061578,0,0,0.0431174,0,0.0227006,0.0162429,0.0324598,0.0380498,0.0174147,0.0196134,0.0279591,0.0418168,0.0222202,0.0311891,0.0170859,0.0516532,0.0274224,0.0289078,0.0293384,0.0243701,0.0178274,0.0404061,0.0176783,0.00361268,0.0249555,0.00857258,0.0353502,0.104275,0.0471096,0,0,0.0316194,0,0.0104079,0.0157244,0.0468608,0.0566924,0.0265585,0.0836771,0.0360792,0.0213928,0.0396796,0.0196387,0.0447743,0.0346073,0.0114568,0.0244632,0.0339462,0.0226455,0.0262712,0.00497976,0.0031623,0.0275852,0.049711,0,0,0,0,0,0,0,0,0.0277514
159,0.0468411,0.0305856,0,0,0,0,0,0,0.0355493,0.0223198,0.0272658,0.0616912,0,0,0.0429982,0,0.0227347,0.0162567,0.0324266,0.0377483,0.0180408,0.0193592,0.027948,0.0418973,0.0219445,0.0308121,0.0168946,0.0523843,0.0255483,0.026482,0.0286926,0.0252771,0.0210344,0.0403514,0.0176985,0.00368771,0.0251138,0.00861809,0.0354283,0.104247,0.0475805,0,0,0.0316021,0,0.010401,0.0156566,0.0470914,0.0566828,0.0264553,0.0840349,0.0360352,0.0214102,0.0399062,0.019789,0.0450224,0.0346049,0.011284,0.0244721,0.033776,0.0228804,0.0262739,0.00492057,0.00317992,0.0274095,0.0501068,0,0,0,0,0,0,0,0,0.0279722
160,0.0476367,0.0310219,0,0,0,0,0,0,0.0364897,0.0222294,0.0266218,0.0619251,0,0,0.0433795,0,0.0228409,0.0163945,0.0322702,0.0357991,0.0192997,0.0192001,0.0269954,0.0423015,0.0204645,0.0282739,0.0169747,0.0532555,0.0236863,0.0235804,0.0268513,0.0253303,0.0242465,0.0406994,0.017718,0.00363324,0.025159,0.00856616,0.0354536,0.103962,0.0483782,0,0,0.0322832,0,0.01042,0.0158865,0.0473648,0.0566079,0.0266973,0.0843478,0.0357243,0.0219024,0.0400995,0.019903,0.0452501,0.0345852,0.01115,0.024593,0.0335979,0.0230795,0.0268452,0.00506784,0.00321259,0.0278564,0.0508071,0,0,0,0,0,0,0,0,0.0280661
161,0.0486721,0.0316336,0,0,0,0,0,0,0.0362115,0.0221095,0.0248633,0.0623291,0,0,0.0440458,0,0.0229675,0.0166035,0.0320272,0.0335449,0.0210459,0.0205127,0.0257705,0.0428904,0.0185293,0.0242026,0.0180653,0.0541896,0.0221122,0.0208652,0.0242732,0.0247957,0.0280373,0.0412921,0.0177171,0.00371122,0.0251545,0.00847604,0.0354352,0.103527,0.0494071,0,0,0.0332163,0,0.0104411,0.0162567,0.0475302,0.0563999,0.0267686,0.0846298,0.0355181,0.0225697,0.0400842,0.0198841,0.0454059,0.0345991,0.0110968,0.0246835,0.0335359,0.0233452,0.0276339,0.00534998,0.00327018,0.0286181,0.0517096,0,0,0,0,0,0,0,0,0.0282866
162,0.049244,0.0319657,0,0,0,0,0,0,0.0364681,0.022059,0.0243998,0.0623612,0,0,0.0443994,0,0.0229732,0.0166703,0.0320275,0.0338771,0.0219776,0.0223185,0.0250959,0.0432431,0.0173962,0.0218869,0.0183373,0.0542143,0.0210087,0.0194422,0.0227579,0.0244878,0.031048,0.0415599,0.0177017,0.00381048,0.0250625,0.0084545,0.0353768,0.10306,0.0499754,0,0,0.0336677,0,0.0104614,0.0164221,0.0474413,0.0563287,0.0266851,0.0846971,0.0355342,0.0228872,0.039969,0.0197578,0.0454182,0.0345593,0.0111002,0.0247871,0.033438,0.0235144,0.027992,0.00542909,0.00323622,0.029289,0.0522365,0,0,0,0,0,0,0,0,0.0283286
163,0.0493868,0.0320718,0,0,0,0,0,0,0.0370545,0.0220642,0.0250882,0.0620051,0,0,0.0444684,0,0.0229071,0.0166239,0.0321827,0.0352285,0.0221154,0.0227867,0.0248088,0.0433568,0.0163666,0.0203845,0.0169871,0.0534258,0.0191955,0.0181555,0.021668,0.0241253,0.0322357,0.041565,0.017726,0.00386995,0.0249857,0.00852222,0.0353211,0.102572,0.0501268,0,0,0.0337449,0,0.0105196,0.0164881,0.0471749,0.0564427,0.0265622,0.0845456,0.0357605,0.0228969,0.039826,0.0195527,0.0452858,0.0345178,0.0111408,0.0248644,0.033295,0.0238422,0.0280215,0.00540081,0.00327528,0.0296579,0.0523719,0,0,0,0,0,0,0,0,0.0282125
164,0.0494982,0.03218,0,0,0,0,0,0,0.0374875,0.0220398,0.0259354,0.0615941,0,0,0.0445556,0,0.0228697,0.0166904,0.0323385,0.0365062,0.0221996,0.0228576,0.0245099,0.0434298,0.0153183,0.0186413,0.0153884,0.0524119,0.0172422,0.0167828,0.0205913,0.0236851,0.0328118,0.0415776,0.0177574,0.0038726,0.024917,0.00856726,0.0352388,0.102072,0.0502229,0,0,0.0338076,0,0.0105788,0.0166255,0.046893,0.0565806,0.0264121,0.084345,0.0361041,0.0228966,0.0396347,0.0193245,0.0451231,0.0344874,0.0112031,0.0248915,0.0331719,0.0240508,0.0280711,0.00543108,0.00332636,0.0300033,0.0524563,0,0,0,0,0,0,0,0,0.0282441
165,0.0495697,0.0322257,0,0,0,0,0,0,0.0382458,0.0220024,0.0270055,0.0612166,0,0,0.0446012,0,0.0228575,0.0168095,0.0324792,0.0374223,0.022271,0.0226726,0.0243572,0.0434407,0.0143686,0.0169092,0.0140639,0.0514627,0.0154913,0.0154418,0.0196242,0.0234325,0.0331127,0.0415936,0.0177811,0.00389715,0.0248363,0.00860584,0.0351363,0.101633,0.0502875,0,0,0.033797,0,0.0106243,0.0166819,0.0466373,0.0567359,0.0261524,0.0840968,0.036561,0.0228566,0.0393312,0.0191053,0.0449429,0.0344305,0.0112641,0.0249323,0.0330507,0.0242204,0.0280665,0.00553852,0.0033291,0.0302926,0.0525223,0,0,0,0,0,0,0,0,0.0284106
166,0.04962,0.0323065,0,0,0,0,0,0,0.0390717,0.0219629,0.0278032,0.0608289,0,0,0.0446467,0,0.0228753,0.0169492,0.0326072,0.0375087,0.0223332,0.022222,0.0243007,0.0434849,0.0138353,0.016087,0.0135069,0.0508124,0.0137643,0.0141251,0.0184584,0.0234407,0.0332656,0.0416464,0.0177773,0.00396955,0.0247461,0.00865082,0.0350579,0.101207,0.0503347,0,0,0.0337799,0,0.0106668,0.0167041,0.0464529,0.0568493,0.0258901,0.0838249,0.0371048,0.0228214,0.0390289,0.0189041,0.0447464,0.0343909,0.0113061,0.0249744,0.0329724,0.0244917,0.028056,0.00562379,0.00331124,0.0305405,0.0526041,0,0,0,0,0,0,0,0,0.0286166
167,0.0497364,0.0327711,0,0,0,0,0,0,0.0401086,0.0218711,0.0284139,0.0602142,0,0,0.0449271,0,0.0228949,0.017132,0.0327408,0.0368236,0.0224697,0.0215827,0.0237399,0.0437194,0.0137276,0.016018,0.0140135,0.0505816,0.012014,0.0129078,0.0172052,0.0237575,0.0335819,0.0418788,0.017801,0.00416592,0.0247413,0.00862976,0.0350383,0.10056,0.0504089,0,0,0.0341238,0,0.0106978,0.0168315,0.046434,0.0570922,0.0261054,0.0836097,0.0376675,0.0230524,0.038838,0.0186788,0.0445699,0.0345329,0.0113154,0.0249549,0.0331145,0.0250881,0.0283729,0.00569762,0.00332526,0.0311582,0.0527339,0,0,0,0,0,0,0,0,0.0288308
168,0.0497743,0.0332428,0,0,0,0,0,0,0.0422224,0.0217975,0.0296919,0.0596095,0,0,0.0452243,0,0.0228887,0.0172185,0.0329404,0.0364012,0.0226594,0.0207952,0.0232934,0.0439328,0.0136771,0.0164443,0.0151141,0.0506962,0.0104077,0.0120658,0.016277,0.0243259,0.034428,0.0421142,0.0178215,0.0041949,0.0249102,0.00864059,0.0350746,0.0999268,0.050437,0,0,0.0345105,0,0.0107405,0.0169607,0.0464863,0.0574564,0.0263397,0.0834849,0.0382817,0.023255,0.0386491,0.0184486,0.0443612,0.0347227,0.0113127,0.0249642,0.0332334,0.025943,0.0286671,0.00585797,0.00333802,0.0317177,0.0528124,0,0,0,0,0,0,0,0,0.0291163
169,0.0498143,0.0337455,0,0,0,0,0,0,0.0451474,0.0217429,0.0313417,0.058864,0,0,0.0455893,0,0.0229182,0.0172685,0.0332777,0.0364428,0.0229012,0.0200668,0.0229175,0.0441437,0.0138022,0.017405,0.0165478,0.0510375,0.00903196,0.0116071,0.0156406,0.0250895,0.0356293,0.0423805,0.0178548,0.00421641,0.0250742,0.00863503,0.0351313,0.0990812,0.0504461,0,0,0.0348911,0,0.0107513,0.0170483,0.0465716,0.057983,0.0264183,0.0833351,0.0388937,0.0234629,0.0382729,0.0182077,0.0440179,0.0350303,0.0113918,0.0251624,0.0334949,0.0268425,0.0289291,0.00594878,0.00346675,0.0322739,0.052895,0,0,0,0,0,0,0,0,0.0294731
170,0.0498281,0.0342046,0,0,0,0,0,0,0.0482981,0.021699,0.0330034,0.058106,0,0,0.0459279,0,0.0229457,0.0173665,0.033764,0.0369731,0.0231698,0.0194982,0.0226473,0.0443363,0.0139594,0.0185945,0.0177686,0.0514713,0.00793821,0.0113741,0.015205,0.0256886,0.0369592,0.0426659,0.0178861,0.00426807,0.0253715,0.00861549,0.0352893,0.0981264,0.0504151,0,0,0.0351639,0,0.0107548,0.0171291,0.0467005,0.0584678,0.0264434,0.0831937,0.0394124,0.0236511,0.0378861,0.0179839,0.0436688,0.0353925,0.0115022,0.0254466,0.0337889,0.0279441,0.0291842,0.00601884,0.00356888,0.0328276,0.0529589,0,0,0,0,0,0,0,0,0.0298565
171,0.0497032,0.0345233,0,0,0,0,0,0,0.0510023,0.021676,0.0344939,0.0575311,0,0,0.0461599,0,0.0229339,0.0174758,0.0340622,0.0381623,0.0233891,0.0191386,0.0225552,0.044449,0.0143947,0.01961,0.01871,0.0517936,0.00706801,0.0112076,0.0148456,0.0260762,0.038264,0.042789,0.0178975,0.00430818,0.0257811,0.00859009,0.0356093,0.0973057,0.0502727,0,0,0.0352951,0,0.0107444,0.0172464,0.0467977,0.059015,0.0263108,0.0831003,0.0398327,0.0237543,0.0376597,0.0178113,0.0434263,0.0357747,0.0116122,0.0257716,0.0340439,0.0291637,0.0293122,0.00616949,0.00364871,0.0332426,0.0529139,0,0,0,0,0,0,0,0,0.030228
172,0.0495004,0.0346921,0,0,0,0,0,0,0.0523324,0.0216947,0.0357761,0.0572329,0,0,0.0462965,0,0.0229136,0.0175793,0.0341951,0.0396973,0.0235815,0.0191167,0.0225888,0.0444565,0.0148344,0.0201508,0.0190975,0.0518535,0.00638744,0.0110351,0.0145389,0.0262793,0.0393662,0.0427773,0.0179173,0.00431288,0.0262948,0.00855021,0.0360651,0.0967022,0.0500702,0,0,0.035358,0,0.0107095,0.0173766,0.0468705,0.0596565,0.0260927,0.0831379,0.0401181,0.0237903,0.0374942,0.017705,0.0433338,0.0362057,0.0117114,0.0260665,0.0342843,0.0305094,0.0293324,0.00638436,0.00372731,0.033503,0.0527491,0,0,0,0,0,0,0,0,0.0306963
173,0.0493573,0.0350021,0,0,0,0,0,0,0.0523873,0.0216879,0.0366166,0.0570251,0,0,0.0464274,0,0.0229069,0.0177223,0.0342706,0.0410566,0.0237978,0.0194349,0.0223096,0.0444223,0.0153056,0.0201641,0.019057,0.0517249,0.00591687,0.0107156,0.014363,0.0264249,0.0400949,0.0428348,0.0179523,0.00435781,0.0269353,0.00846606,0.036626,0.0961284,0.0498697,0,0,0.0356378,0,0.0106723,0.0176351,0.0469901,0.0604059,0.0262257,0.0834854,0.0401592,0.0240181,0.0373756,0.0176471,0.043375,0.036743,0.0118046,0.0264463,0.0347682,0.0320735,0.02955,0.00650722,0.00374229,0.0339422,0.052559,0,0,0,0,0,0,0,0,0.0312022
174,0.0491986,0.0352572,0,0,0,0,0,0,0.0519793,0.0216588,0.0368361,0.0569161,0,0,0.0463931,0,0.0228692,0.0177484,0.0343053,0.0416892,0.023975,0.0197727,0.0221218,0.044289,0.015576,0.0198434,0.0189099,0.0515756,0.00574871,0.0102466,0.0142265,0.0265742,0.0403723,0.042809,0.0179555,0.00437397,0.0276118,0.00840039,0.0372111,0.0956106,0.0496627,0,0,0.0359362,0,0.0106341,0.0178338,0.0470593,0.0610732,0.0262754,0.0840335,0.0400853,0.0242464,0.0373156,0.0176601,0.0434504,0.0373277,0.0119294,0.0268594,0.0352749,0.0336467,0.029726,0.00669303,0.00378221,0.0343185,0.0523458,0,0,0,0,0,0,0,0,0.0317756
175,0.0490244,0.0353413,0,0,0,0,0,0,0.0517507,0.0216573,0.0364707,0.0569633,0,0,0.0462138,0,0.0228165,0.0176172,0.0341965,0.0414118,0.0240625,0.0201192,0.0220856,0.0441184,0.0157781,0.0193895,0.0187934,0.0515481,0.00594895,0.00978287,0.0141093,0.0267307,0.0400537,0.0426827,0.0179459,0.00435515,0.0283337,0.00832758,0.0378782,0.0952554,0.049463,0,0,0.0360542,0,0.010542,0.0179281,0.0471241,0.061741,0.0262559,0.0846947,0.0399649,0.0243896,0.0373399,0.017749,0.0436002,0.0379775,0.0121281,0.0273664,0.0357664,0.0351725,0.0297521,0.00682455,0.00386406,0.0344233,0.0521278,0,0,0,0,0,0,0,0,0.032379
176,0.0488087,0.0353095,0,0,0,0,0,0,0.0513711,0.0216551,0.0356263,0.0570961,0,0,0.0459391,0,0.0227355,0.0174507,0.0339237,0.0402546,0.0240049,0.0205326,0.0221669,0.0439125,0.0160419,0.0188817,0.0187229,0.0516736,0.00649852,0.00949372,0.0139876,0.0268359,0.0391963,0.0424586,0.0179434,0.00429763,0.0291846,0.00825252,0.038664,0.0950322,0.0492088,0,0,0.0360295,0,0.0104569,0.0179113,0.0472477,0.0623451,0.0263025,0.0854617,0.039722,0.0244983,0.0373773,0.0178685,0.0438157,0.038664,0.012364,0.0278657,0.0362751,0.0367599,0.0297091,0.00696977,0.00395811,0.0343123,0.0518789,0,0,0,0,0,0,0,0,0.0329044
177,0.0485646,0.0352535,0,0,0,0,0,0,0.0507563,0.0216885,0.0345045,0.057165,0,0,0.0456759,0,0.0226341,0.0173441,0.0337215,0.0388802,0.023841,0.0212841,0.0223185,0.0437245,0.0161358,0.0182355,0.0185178,0.0519606,0.00729079,0.00950291,0.0139031,0.026844,0.0381481,0.0422007,0.0179498,0.00424978,0.0303309,0.00825699,0.0395448,0.0947939,0.0489068,0,0,0.0360298,0,0.01045,0.0179464,0.0474694,0.0626709,0.026474,0.0863383,0.0395645,0.0246126,0.0374636,0.0179074,0.0441948,0.0392338,0.0124905,0.0281741,0.0366004,0.0385962,0.0296614,0.00711481,0.00393049,0.0341196,0.0516337,0,0,0,0,0,0,0,0,0.0333372
178,0.0482729,0.0351525,0,0,0,0,0,0,0.0502607,0.0217477,0.0333361,0.0571122,0,0,0.0454246,0,0.0225225,0.017302,0.0335954,0.038579,0.0235744,0.02229,0.0224974,0.0434891,0.0160399,0.0175531,0.0182657,0.0523573,0.00813975,0.00963436,0.0138207,0.0268235,0.0376405,0.0419324,0.0179248,0.00420284,0.0315456,0.00828519,0.040509,0.0944727,0.0485589,0,0,0.035964,0,0.0104742,0.0179967,0.0477159,0.0629255,0.0266573,0.0872965,0.0394217,0.0246987,0.0375377,0.0179493,0.0445174,0.0399741,0.0126671,0.028478,0.0369368,0.0404754,0.0295483,0.00728482,0.00390021,0.0338411,0.0513683,0,0,0,0,0,0,0,0,0.0341312
179,0.0478654,0.0348629,0,0,0,0,0,0,0.0498597,0.0218155,0.0329915,0.0570626,0,0,0.0450293,0,0.022366,0.0171432,0.0335434,0.039279,0.0232437,0.0231206,0.0228094,0.0432058,0.015937,0.0170146,0.0181188,0.0528132,0.00883939,0.0097873,0.0138759,0.0268631,0.0379559,0.0416088,0.01787,0.00410666,0.0327643,0.00830935,0.0415128,0.094186,0.048105,0,0,0.0356483,0,0.0104566,0.0179205,0.0479149,0.0631988,0.0267556,0.088195,0.0391537,0.0246222,0.0376561,0.0181498,0.0448755,0.0406966,0.0129508,0.0288705,0.0372645,0.0423464,0.0292202,0.00732772,0.00388363,0.0333189,0.051029,0,0,0,0,0,0,0,0,0.0348053
180,0.0473797,0.0344578,0,0,0,0,0,0,0.0486237,0.0219106,0.0339122,0.0569265,0,0,0.0445573,0,0.0221976,0.0169729,0.0335822,0.0399142,0.0229078,0.0233431,0.0232693,0.0429172,0.0158745,0.0167289,0.0180278,0.0531686,0.00911842,0.0097087,0.0142963,0.0269173,0.0387252,0.0412286,0.0178231,0.0040109,0.0339262,0.00834012,0.0424762,0.0938476,0.0475511,0,0,0.0352139,0,0.0104362,0.0177992,0.0480466,0.0633332,0.0267655,0.0890048,0.039139,0.024435,0.0378151,0.0184108,0.045254,0.0413777,0.0132747,0.0292394,0.0375236,0.0441167,0.0287618,0.00734492,0.00386285,0.0326386,0.050633,0,0,0,0,0,0,0,0,0.0355263
181,0.0469546,0.0344018,0,0,0,0,0,0,0.0459273,0.0219404,0.0353438,0.0564506,0,0,0.044373,0,0.0220998,0.0170997,0.0336657,0.0395757,0.0226581,0.0229028,0.0231635,0.0427825,0.0158598,0.0166485,0.0178154,0.0532249,0.00902668,0.00944228,0.0149788,0.0269049,0.0391091,0.0410271,0.0178317,0.00407597,0.0350887,0.00825547,0.0435392,0.0931626,0.0469674,0,0,0.0351953,0,0.0103926,0.0179635,0.0481958,0.0636263,0.0269805,0.0898148,0.0390457,0.0245827,0.0379498,0.0186987,0.0456909,0.042165,0.013701,0.0296436,0.0379552,0.0460833,0.02869,0.0075204,0.0039292,0.0324292,0.0502463,0,0,0,0,0,0,0,0,0.0360548
182,0.0465602,0.0344483,0,0,0,0,0,0,0.0427462,0.0219334,0.0359369,0.0559881,0,0,0.0442919,0,0.0220296,0.0174494,0.0336996,0.038331,0.0225841,0.0222528,0.0228675,0.0426966,0.0157973,0.0166496,0.0172893,0.0528319,0.00886909,0.00944725,0.0156953,0.0267161,0.0387214,0.040911,0.0178425,0.00426683,0.036257,0.00809442,0.044764,0.0924457,0.0463824,0,0,0.0352283,0,0.0102767,0.0181905,0.048237,0.0640355,0.0269615,0.090549,0.038832,0.024828,0.038063,0.0190723,0.0461155,0.0430144,0.0142818,0.0301217,0.0384475,0.0482207,0.028753,0.00769609,0.00398922,0.0323836,0.0498539,0,0,0,0,0,0,0,0,0.0366725
183,0.0462176,0.0347156,0,0,0,0,0,0,0.0405011,0.0219211,0.0352495,0.0555062,0,0,0.0443922,0,0.0219895,0.0177756,0.033585,0.0368564,0.0226571,0.0216938,0.0222697,0.0427316,0.0158115,0.0167527,0.016595,0.0520847,0.00897279,0.0100378,0.016354,0.0263468,0.0375288,0.0409708,0.0178489,0.0043314,0.0376041,0.00790431,0.0460237,0.0916495,0.0458997,0,0,0.0355525,0,0.0101596,0.0185862,0.048336,0.0641526,0.0270487,0.0913523,0.0382467,0.0252623,0.0382863,0.0194652,0.0465722,0.043847,0.0148977,0.0305498,0.0389185,0.0503325,0.0290277,0.00796835,0.00409353,0.0326023,0.0495016,0,0,0,0,0,0,0,0,0.0375255
184,0.0458968,0.0350023,0,0,0,0,0,0,0.0397016,0.0219167,0.0336375,0.0551105,0,0,0.0445295,0,0.0218928,0.017961,0.0332023,0.0354928,0.0227552,0.0210392,0.0216593,0.0428246,0.0158853,0.0169241,0.0160242,0.0512209,0.00950617,0.011059,0.0168682,0.0258984,0.0357327,0.0410978,0.0178467,0.00456083,0.0393389,0.00775704,0.0472376,0.0909296,0.0454716,0,0,0.0359954,0,0.0100276,0.0189633,0.0484914,0.0636693,0.0270007,0.0921599,0.0377532,0.025753,0.0386467,0.0198183,0.0471016,0.0446335,0.0153992,0.0307839,0.0392475,0.052506,0.0293594,0.00808264,0.0042196,0.0329095,0.049154,0,0,0,0,0,0,0,0,0.0385065
185,0.0455889,0.0354814,0,0,0,0,0,0,0.0399703,0.0218864,0.0319847,0.0544652,0,0,0.0448178,0,0.0218164,0.0180835,0.032648,0.0344095,0.0228759,0.0203684,0.0206625,0.0430102,0.015952,0.0170642,0.0159554,0.050625,0.010226,0.0120662,0.0172447,0.0255734,0.0338581,0.0413452,0.0178608,0.00461053,0.0412307,0.00757599,0.0484195,0.089947,0.0450391,0,0,0.0368302,0,0.00993887,0.0193857,0.0485902,0.0628137,0.0270856,0.0928902,0.0385405,0.0264899,0.0386852,0.0201494,0.0475439,0.0454884,0.0158746,0.030936,0.0394602,0.0546776,0.0299724,0.00824298,0.00434371,0.0335373,0.0487339,0,0,0,0,0,0,0,0,0.0395638
186,0.0451738,0.0360041,0,0,0,0,0,0,0.0404383,0.0218487,0.030667,0.0536834,0,0,0.0451135,0,0.0217669,0.0181929,0.0318976,0.0335937,0.0229118,0.0201757,0.0196185,0.0431833,0.016254,0.0174332,0.016309,0.0504171,0.0108206,0.012829,0.0175567,0.0253129,0.0323961,0.0416252,0.0178701,0.00451458,0.0429025,0.00738011,0.0495742,0.0888153,0.0445188,0,0,0.0377655,0,0.00986119,0.0197432,0.0486777,0.0616644,0.0270383,0.0934816,0.0391386,0.0272705,0.0386841,0.020541,0.0479583,0.0463126,0.016332,0.030989,0.039555,0.0569133,0.0306112,0.00854642,0.00445858,0.0342771,0.0481723,0,0,0,0,0,0,0,0,0.0406098
187,0.044666,0.0364772,0,0,0,0,0,0,0.0401298,0.0218367,0.0299387,0.0528937,0,0,0.0453535,0,0.0217221,0.0183028,0.0311395,0.0330541,0.0229102,0.0203812,0.0185576,0.0433025,0.0167898,0.018126,0.0166137,0.050403,0.0112883,0.0134576,0.0178539,0.0249403,0.0315697,0.0418683,0.0178681,0.00429404,0.0444369,0.00719795,0.050612,0.0877521,0.043902,0,0,0.0386328,0,0.00980804,0.0201717,0.0488613,0.0601678,0.0268521,0.0938608,0.0393149,0.02795,0.0387617,0.0211559,0.0484826,0.0469752,0.0167254,0.0309118,0.0394524,0.059149,0.0311548,0.00898901,0.00446155,0.0349343,0.0475705,0,0,0,0,0,0,0,0,0.0418677
188,0.0441447,0.0369167,0,0,0,0,0,0,0.0386845,0.0218313,0.029939,0.0522525,0,0,0.0455656,0,0.0216834,0.0183543,0.0305042,0.0326297,0.0228274,0.02014,0.0173847,0.0433317,0.0175563,0.0189626,0.0165786,0.0503854,0.0116649,0.0140727,0.0181475,0.0242879,0.0313359,0.0420143,0.0178797,0.00422194,0.0460006,0.00704786,0.0515922,0.0868481,0.0432781,0,0,0.0394738,0,0.00975341,0.0206585,0.0491217,0.0581872,0.0264914,0.094036,0.0393367,0.0285468,0.0388357,0.0218982,0.0491359,0.0474537,0.0170112,0.0307208,0.0391348,0.0615081,0.03163,0.00942349,0.00443545,0.0355313,0.0470391,0,0,0,0,0,0,0,0,0.0432231
