Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII
226,0.0459911,0.0305401,0,0,0,0,0,0,0.0433914,0.0222986,0.0333354,0.0538982,0,0,0.0406052,0,0.0199397,0.0155222,0.0302019,0.0282795,0.0175088,0.0368944,0.0302292,0.0382746,0.0234284,0.0234354,0.0157939,0.0427409,0.0297258,0.0288562,0.0283176,0.01893,0.0506383,0.0369749,0.0173715,0.00366362,0.0467816,0.0100372,0.0286891,0.103295,0.0459575,0,0,0.030256,0,0.0118779,0.0146043,0.0517764,0.0135792,0.0238432,0.0645867,0.0412178,0.0222977,0.0319889,0.0262822,0.0406011,0.0203025,0.00906916,0.0166424,0.0119604,0.0590195,0.0243828,0.00629981,0.0039001,0.0289406,0.0485821,0,0,0,0,0,0,0,0,0.0326208
227,0.0460141,0.0309508,0,0,0,0,0,0,0.0431652,0.0222691,0.0333349,0.0539967,0,0,0.040842,0,0.0200731,0.015958,0.030013,0.0293572,0.0175094,0.0370832,0.0299316,0.0385823,0.0235564,0.0237448,0.0158712,0.0425705,0.029875,0.0292365,0.0285873,0.0188773,0.0505885,0.0372347,0.0174091,0.00454239,0.0446741,0.00999517,0.0263885,0.103193,0.0460782,0,0,0.0305998,0,0.0118131,0.0149213,0.0514775,0.0128218,0.024026,0.063816,0.0412888,0.0225825,0.0330926,0.0262083,0.040994,0.0183271,0.0101115,0.0156189,0.0110468,0.0576261,0.0246928,0.00620297,0.00374605,0.0293836,0.0487006,0,0,0,0,0,0,0,0,0.0299946
228,0.0461116,0.0314106,0,0,0,0,0,0,0.0426847,0.0222824,0.0332183,0.0540104,0,0,0.041113,0,0.0201141,0.0161283,0.0298492,0.0304165,0.0175221,0.0372207,0.0297338,0.0388784,0.0237183,0.0241127,0.0159671,0.0424581,0.0295448,0.0297637,0.0287228,0.0188349,0.0505591,0.0374665,0.0174236,0.0057351,0.0429106,0.010031,0.024555,0.103012,0.0461229,0,0,0.0308382,0,0.0117632,0.0150355,0.0511146,0.0130993,0.0240583,0.063142,0.0415845,0.0228916,0.0344737,0.0262679,0.0413269,0.0168208,0.0117809,0.0147933,0.0106623,0.0562601,0.0249049,0.00593052,0.00333271,0.0298254,0.0487484,0,0,0,0,0,0,0,0,0.0270518
229,0.0461225,0.0318292,0,0,0,0,0,0,0.042235,0.0222942,0.0331459,0.0539574,0,0,0.0414704,0,0.0201397,0.0159891,0.0296634,0.0316796,0.017537,0.0374396,0.0295494,0.03922,0.0238804,0.0244294,0.0159621,0.0423502,0.029895,0.030219,0.0286783,0.0187871,0.0504898,0.0378333,0.0173956,0.00459613,0.0415949,0.0100895,0.0234299,0.102654,0.046259,0,0,0.031049,0,0.011761,0.0148732,0.0508814,0.0138799,0.02403,0.0624869,0.042194,0.0232014,0.0360942,0.0268729,0.0418021,0.0156995,0.013812,0.0143741,0.0106714,0.0543935,0.0251377,0.00564113,0.00327809,0.0301421,0.0489233,0,0,0,0,0,0,0,0,0.0236637
230,0.0461827,0.0316565,0,0,0,0,0,0,0.0439781,0.0224355,0.0342856,0.0552935,0,0,0.0413865,0,0.0201065,0.0154583,0.0313876,0.0334586,0.0177829,0.0383897,0.0315604,0.039138,0.0244478,0.0246847,0.0162255,0.0428615,0.0312496,0.0309842,0.0295937,0.018882,0.0531621,0.0377975,0.0173296,0.00372428,0.0192361,0.0102793,0.0326886,0.10631,0.0465039,0,0,0.0309034,0,0.0118985,0.0144074,0.0422306,0.0480744,0.0240304,0.0649262,0.0422122,0.0231283,0.0488671,0,0.0490705,0.0264377,0.0187762,0.020559,0.030102,0.0181636,0.0249563,0.00554198,0.00358535,0.0297767,0.0491531,0,0,0,0,0,0,0,0,0.0328736
231,0.046386,0.0318957,0,0,0,0,0,0,0.0436509,0.0224452,0.034355,0.0553042,0,0,0.0416286,0,0.0201372,0.0153623,0.0314267,0.0349108,0.0179251,0.0388824,0.0315797,0.0394562,0.0248763,0.0250866,0.0163298,0.0427184,0.0318819,0.0315122,0.0299185,0.0188056,0.053405,0.0381239,0.0173147,0.00372136,0.0157535,0.010335,0.0318597,0.106438,0.0467243,0,0,0.0310517,0,0.0120768,0.0144503,0.0419789,0.0482322,0.0243958,0.0634522,0.0424832,0.0232003,0.0495488,0,0.0484236,0.0259068,0.020309,0.0205767,0.0313255,0.0131202,0.0251475,0.00557504,0.00370484,0.0298839,0.0494777,0,0,0,0,0,0,0,0,0.0286751
232,0.04716,0.0329396,0,0,0,0,0,0,0.0406902,0.0222382,0.0329959,0.0534762,0,0,0.042644,0,0.0204534,0.0159677,0.0291461,0.0359481,0.0178298,0.0387435,0.0291082,0.0405086,0.0244999,0.0255223,0.0160223,0.041597,0.0317588,0.0312291,0.029659,0.0185593,0.049813,0.0390956,0.0174228,0.00483634,0.0393067,0.0101821,0.0212324,0.101762,0.0473898,0,0,0.0313781,0,0.0120941,0.0151008,0.050725,0.0139501,0.0251137,0.062267,0.0444456,0.023769,0.0402483,0.0317657,0.0446549,0.0150132,0.0214294,0.0135056,0.012871,0.0522918,0.0257243,0.00561904,0.00374876,0.0308818,0.0503801,0,0,0,0,0,0,0,0,0.0129741
233,0.0477711,0.0336318,0,0,0,0,0,0,0.0425891,0.0221989,0.0340496,0.0531396,0,0,0.0431536,0,0.020754,0.0164665,0.031607,0.0376412,0.0176097,0.0393431,0.0295354,0.0406445,0.0250039,0.0261639,0.0167297,0.0424269,0.0325872,0.0322334,0.0303219,0.018861,0.052598,0.039324,0.0174834,0.00683355,0.0126949,0.0101061,0.0294738,0.104464,0.0480168,0,0,0.0318718,0,0.0118595,0.0157043,0.041139,0.0459185,0.0250019,0.0617263,0,0.0244779,0.0509128,0,0.048222,0.0235205,0.0231732,0.0196572,0.0304668,0.0068819,0.0262119,0.00591503,0.00385226,0.0315759,0.051015,0,0,0,0,0,0,0,0,0.0209151
234,0.0476948,0.0336986,0,0,0,0,0,0,0.0397744,0.0221539,0.0330204,0.0523996,0,0,0.0430653,0,0.0208356,0.0166287,0.0291642,0.0388304,0.0176182,0.0397284,0.0286366,0.0407568,0.0246719,0.0263,0.0161211,0.0410181,0.0327842,0.0325759,0.0304472,0.0185344,0.0494822,0.039323,0.0174924,0.00657004,0.0340484,0.0102059,0.0200058,0.100968,0.0478883,0,0,0.0315786,0,0.0119521,0.0156974,0.0493072,0.0163643,0.0256446,0.0641606,0.0461378,0.0244731,0.0419773,0.0326842,0.0464355,0.0187136,0.0270466,0.0157172,0.0172886,0.0455172,0.026012,0.00598677,0.00396195,0.0316586,0.0510939,0,0,0,0,0,0,0,0,0.00984999
235,0.0479848,0.0340807,0,0,0,0,0,0,0.0392369,0.0220811,0.0331856,0.0518082,0,0,0.0433058,0,0.0210225,0.0167417,0.0292299,0.0402697,0.017475,0.0402535,0.0284147,0.0410408,0.0247731,0.0266624,0.0161984,0.0407361,0.0333649,0.032922,0.031179,0.018545,0.0492222,0.0395165,0.0175298,0.00556272,0.0309593,0.0102571,0.0190813,0.100718,0.0482069,0,0,0.0319386,0,0.0119692,0.0158997,0.0486642,0.017247,0.0260789,0.065824,0.0466804,0.0248468,0.0422719,0.0328138,0.0471171,0.0212901,0.0296245,0.0171945,0.0200314,0.0417155,0.0263028,0.0061759,0.00409024,0.0320138,0.051369,0,0,0,0,0,0,0,0,0.00995806
236,0.0483235,0.0344051,0,0,0,0,0,0,0.0387222,0.0220642,0.0333197,0.0512813,0,0,0.0434866,0,0.0211731,0.0166943,0.0293855,0.0417396,0.0173804,0.0408288,0.0283827,0.0413757,0.0248439,0.027041,0.0162965,0.0404414,0.0339697,0.0337751,0.031429,0.0185589,0.0489942,0.0396558,0.0175682,0.00672275,0.0285205,0.0100957,0.0176966,0.100665,0.0485889,0,0,0.0317772,0,0.0116491,0.0156892,0.0481761,0.0173542,0.0265102,0.067717,0.0472368,0.0253334,0.0421893,0.0326352,0.0476796,0.0238192,0.0318389,0.0184211,0.0228646,0.0390199,0.0263975,0.00550111,0.00416434,0.0321735,0.0517304,0,0,0,0,0,0,0,0,0.0107711
237,0.0484838,0.0345871,0,0,0,0,0,0,0.0382784,0.0220434,0.033498,0.0508065,0,0,0.0435866,0,0.0212939,0.0166243,0.0294944,0.0432381,0.0173232,0.0414359,0.0284405,0.0415094,0.0249001,0.0273595,0.0163431,0.0401437,0.0345945,0.0348193,0.0315291,0.018557,0.0488821,0.0396892,0.0175885,0.00655702,0.0276306,0.00990132,0.0168012,0.100613,0.0488132,0,0,0.0313073,0,0.0112741,0.0152458,0.0479176,0.0167369,0.0268274,0.0687127,0.0477422,0.0258022,0.0421654,0.0324275,0.0479993,0.0252494,0.0332331,0.0192004,0.0244934,0.0384013,0.0263303,0.00445658,0.00434821,0.032152,0.0519697,0,0,0,0,0,0,0,0,0.0112358
238,0.0475155,0.0332636,0,0,0,0,0,0,0.0403731,0.0223707,0.0348307,0.0516885,0,0,0.0418674,0,0.0210152,0.0158563,0.0315643,0.0449224,0.0175326,0.0426105,0.0308561,0.0404352,0.025408,0.0276514,0.0167067,0.040656,0.0357063,0.0356313,0.0325412,0.0186569,0.0524843,0.0383362,0.0174266,0.00425709,0.0203824,0.0115805,0.0269802,0.104241,0.0480545,0,0,0.0314144,0,0.0135036,0.0154512,0.0405217,0.0406078,0.0260185,0.0594312,0.0458695,0.0246322,0.0496643,0,0.0478986,0.0216334,0.0291754,0.019746,0.0301424,0.0147415,0.0257093,0.0110767,0.00540538,0.0305734,0.051311,0,0,0,0,0,0,0,0,0.0127138
239,0.0479619,0.032936,0,0,0,0,0,0,0.0398198,0.0222534,0.0351121,0.051295,0,0,0.0423643,0,0.0213238,0.0161705,0.0316525,0.0462961,0.017628,0.0433961,0.0311147,0.0414218,0.0254385,0.0279201,0.0167464,0.0403508,0.0364124,0.0359629,0.0328517,0.0186819,0.052347,0.0391316,0.0174586,0.00344943,0.0214114,0.00390362,0.0263398,0.10434,0.0484731,0,0,0.0236902,0,0,0.0134471,0.0405672,0.0379356,0.0262041,0.0601375,0.0461754,0.029826,0,0,0.0480979,0.0212522,0.0292514,0.0193094,0.0297689,0.0156472,0.026925,0.00846528,0.00841581,0.0298655,0.0523735,0,0,0,0,0,0,0,0,0.0138262
240,0.0486889,0.0344361,0,0,0,0,0,0,0.0365958,0.0219041,0.0340869,0.0495428,0,0,0.0440023,0,0.0218428,0.0171547,0.0293213,0.0470706,0.0173879,0.0435049,0.0285694,0.0423814,0.0250015,0.0281216,0.0163645,0.0391252,0.0364784,0.0362489,0.0323913,0.018441,0.0485064,0.040229,0.0176079,0.0037773,0.0312553,0.00371069,0.0154643,0.100205,0.0487282,0,0,0.0248812,0,0,0.0140236,0.0480576,0.011859,0.0270738,0.0681144,0.0480796,0.0314114,0,0.0328113,0.0473601,0.022254,0.0323048,0.0176746,0.0215908,0.0440793,0.0284176,0.00921216,0.00864891,0.0313283,0.0531728,0,0,0,0,0,0,0,0,0.0107151
241,0.0491647,0.0371117,0,0,0,0,0,0,0.0361195,0.0219738,0.0342879,0.0486102,0,0,0.0436588,0,0.0216943,0.0173406,0.0293374,0.0479891,0.017068,0.0440668,0.0274626,0.0417241,0.0250353,0.02826,0.0164293,0.0389084,0.0370317,0.0366106,0.0326207,0.0184305,0.0484243,0.0393079,0.0175449,0.00395807,0.0320035,0.0405042,0.0152453,0.0994072,0.0518279,0,0,0.0569264,0,0.0357283,0.0487045,0.0482214,0.0136862,0.027002,0.0682766,0.0488538,0.0254546,0,0.0326013,0.0469532,0.0208211,0.0310113,0.0161117,0.0202872,0.0448364,0.0361471,0.101263,0.0296319,0.0352569,0.0543287,0,0,0,0,0,0,0,0,0.0115134
242,0.0488964,0.0371074,0,0,0,0,0,0,0.0358806,0.0219224,0.0344553,0.0481435,0,0,0.0437386,0,0.0219565,0.017452,0.0293523,0.048691,0.0171383,0.044596,0.0275292,0.04181,0.0249933,0.0283461,0.0164534,0.0386653,0.0375071,0.0370074,0.0329043,0.0183408,0.0486333,0.0393265,0.0176484,0.00395654,0.0325255,0.0428832,0.0155614,0.0991831,0.0513591,0,0,0.0585045,0,0.0380526,0.0507842,0.0483494,0.0160659,0.0268305,0.0682306,0.0489183,0.024965,0,0.0322018,0.0464056,0.0190402,0.0292869,0.0143801,0.0185837,0.0447574,0.0368625,0.1026,0.0315617,0.0352948,0.054167,0,0,0,0,0,0,0,0,0.0122795
243,0.0480571,0.0348701,0,0,0,0,0,0,0.03574,0.0218163,0.0346692,0.0479996,0,0,0.0441941,0,0.0226031,0.0173946,0.0293867,0.0493298,0.01742,0.0451271,0.0282755,0.0424031,0.0248176,0.0283473,0.0163871,0.0383807,0.0379777,0.0376277,0.0331633,0.0182382,0.0490746,0.0400538,0.0179076,0.00384069,0.0329657,0.00431118,0.0160612,0.0992818,0.0474318,0,0,0.0260114,0,0,0.015646,0.0483544,0.0189823,0.0267017,0.0680665,0.0483116,0.0328721,0,0.0317449,0.0457403,0.0172243,0.0274721,0.0127107,0.0167838,0.0449711,0.0301545,0.0147264,0.0102492,0.0318839,0.0526083,0,0,0,0,0,0,0,0,0.0130347
244,0.0467678,0.0337214,0,0,0,0,0,0,0.038089,0.0218981,0.0361035,0.04892,0,0,0.0432758,0,0.0224602,0.0171292,0.031866,0.0502879,0.0181312,0.0462735,0.0307891,0.0416213,0.0252279,0.0284066,0.0168055,0.0391213,0.039168,0.0387995,0.0339093,0.018455,0.0529144,0.0392503,0.0178269,0.0036153,0.0163609,0.00428893,0.0226724,0.103126,0.0461139,0,0,0.0247611,0,0,0.0148658,0.040271,0.0394457,0.0259945,0.0653407,0.0466311,0.0321089,0,0,0.0476799,0.0204934,0.0258424,0.0160479,0.0237968,0.011585,0.0290954,0.0115192,0.00963679,0.0307897,0.0514234,0,0,0,0,0,0,0,0,0.0221183
245,0.0483036,0.0362,0,0,0,0,0,0,0.0349842,0.0212945,0.0348467,0.0461874,0,0,0.0456132,0,0.0231759,0.0182265,0.0297168,0.0497563,0.0176107,0.0455264,0.0270679,0.0434289,0.0248118,0.0289732,0.016678,0.0381679,0.0387202,0.0382772,0.0333167,0.0181351,0.048748,0.0410003,0.0180895,0.00429005,0.0332724,0.00374011,0.017786,0.0976481,0.0474329,0,0,0.0271126,0,0,0.0158823,0.0477085,0.0258698,0.0267783,0.0676701,0,0.0334364,0,0.0309485,0.0445269,0.0139115,0.0250988,0.0102384,0.0136017,0.0462689,0.0308522,0.0111507,0.00987767,0.0333492,0.05283,0,0,0,0,0,0,0,0,0.0144152
246,0.047508,0.0356141,0,0,0,0,0,0,0.0372107,0.0214402,0.0361864,0.0469889,0,0,0.0447092,0,0.0231901,0.0178724,0.032237,0.0503409,0.0181417,0.0464594,0.029014,0.0427891,0.0250212,0.0288883,0.0169693,0.0387279,0.0398787,0.0394463,0.0340888,0.0183247,0.0519475,0.0400324,0.0180424,0.00416108,0.0129131,0.00396502,0.0240433,0.101205,0.0469951,0,0,0.0265246,0,0,0.0155461,0.0397685,0.0451157,0.0264681,0.06513,0,0.0328015,0,0,0.046781,0.0193953,0.0255144,0.0154573,0.0223118,0.00771055,0.0303302,0.0107478,0.00954625,0.0328906,0.0521147,0,0,0,0,0,0,0,0,0.0240371
247,0.0468377,0.0349204,0,0,0,0,0,0,0.0349432,0.0214262,0.0352886,0.0477126,0,0,0.0442235,0,0.023246,0.0177876,0.0300867,0.0502188,0.0180338,0.0467751,0.0298276,0.04292,0.0243253,0.0284681,0.0163495,0.0372248,0.0402327,0.0397461,0.0339858,0.0178234,0.0494454,0.0396354,0.0180324,0.00399997,0.035688,0.0041444,0.0198965,0.0993613,0.0464889,0,0,0.0255123,0,0,0.015237,0.048066,0.0307282,0.0268412,0.0639833,0.0508982,0.0321754,0,0.0303433,0.0430868,0.0127247,0.0250458,0.0105265,0.011465,0.0495085,0.0295842,0.0109828,0.00943501,0.0322808,0.0516592,0,0,0,0,0,0,0,0,0.0129378
248,0.047465,0.0363168,0,0,0,0,0,0,0.0345155,0.0210662,0.0348889,0.0462334,0,0,0.0454062,0,0.0237181,0.0185034,0.0306391,0.0493404,0.018121,0.0461417,0.0278023,0.044155,0.0243761,0.0290734,0.0169258,0.037394,0.0402643,0.0397293,0.0337585,0.0176692,0.0486856,0.0405122,0.018232,0.00422539,0.0377934,0.00373527,0.0203868,0.0980164,0.046918,0,0,0.0272726,0,0,0.0159029,0.0468859,0.0321474,0.027808,0.0638729,0,0.0330663,0,0.0286981,0.042753,0.0141992,0.0246369,0.011307,0.0123313,0.0514926,0.0308237,0.0109313,0.0097158,0.0338026,0.0522511,0,0,0,0,0,0,0,0,0.0128512
249,0.047029,0.037179,0,0,0,0,0,0,0.0345087,0.0209095,0.034656,0.0457353,0,0,0.0458397,0,0.0241158,0.0187654,0.0311902,0.0485758,0.0180555,0.0456927,0.0266311,0.0444017,0.0241482,0.0289978,0.0171123,0.0373273,0.0405294,0.0399746,0.0337562,0.0173462,0.0485854,0.0404403,0.018367,0.00432914,0.0358925,0.00356945,0.0212071,0.0974394,0.0461852,0,0,0.0285123,0,0,0.0163634,0.0450192,0.0355729,0.0282347,0.0647874,0,0.0335207,0,0.0252758,0.0415988,0.0177017,0.0249597,0.0130632,0.0156833,0.0474953,0.0315993,0.0108083,0.00987995,0.0350502,0.0518981,0,0,0,0,0,0,0,0,0.0125818
250,0.0465671,0.0375468,0,0,0,0,0,0,0.0342037,0.0207703,0.034218,0.0456944,0,0,0.046089,0,0.0244643,0.0188843,0.0318069,0.0474242,0.0181378,0.0451493,0.0264346,0.0445759,0.0236556,0.0287188,0.017147,0.0371847,0.0407557,0.0401847,0.0336624,0.0169148,0.0482053,0.0402827,0.0184657,0.0043744,0.0353257,0.00351283,0.0217947,0.0972404,0.045706,0,0,0.0291336,0,0,0.0167236,0.0435419,0.0373024,0.0285351,0.065509,0,0.0335272,0,0.0235304,0.0407456,0.0196937,0.0244812,0.0138249,0.01772,0.0457851,0.0318851,0.0106662,0.00994522,0.0357125,0.0515478,0,0,0,0,0,0,0,0,0.0122961
251,0.0458775,0.0368501,0,0,0,0,0,0,0.0346391,0.0207486,0.0345379,0.0469498,0,0,0.0454923,0,0.0245996,0.0185998,0.034431,0.04662,0.0188475,0.0450852,0.0283981,0.0442202,0.0230312,0.0277793,0.0173417,0.0377519,0.0415414,0.0408922,0.033984,0.0166068,0.0507411,0.0395591,0.018475,0.00422465,0.0195399,0.00359091,0.0286312,0.100836,0.0453177,0,0,0.0282122,0,0,0.0166204,0.0365274,0.0506618,0.0287208,0.062808,0,0.032539,0,0,0.0417963,0.0238536,0.0232155,0.017539,0.0278563,0.0183709,0.0309364,0.0103352,0.00976436,0.0351396,0.0510133,0,0,0,0,0,0,0,0,0.0321012
252,0.0458765,0.0366273,0,0,0,0,0,0,0.0338656,0.0205024,0.0336271,0.0479439,0,0,0.0456331,0,0.0248581,0.0187358,0.0353192,0.0447232,0.019191,0.0445485,0.028991,0.0444539,0.0220417,0.0269831,0.0176544,0.0375521,0.0417541,0.0408979,0.0337065,0.0159611,0.049468,0.0394637,0.0185435,0.00428795,0.0229648,0.00353946,0.0292686,0.101728,0.0454554,0,0,0.0282699,0,0,0.0169632,0.0360157,0.0497271,0.0299786,0.0627732,0.0531441,0.0323443,0,0,0.0410727,0.0240521,0.0220088,0.0175061,0.0274484,0.0219069,0.0308927,0.0103115,0.00969629,0.0348885,0.0510097,0,0,0,0,0,0,0,0,0.0793632
253,0.048003,0.0386333,0,0,0,0,0,0,0.0326945,0.0197872,0.0316244,0.0447525,0,0,0.0480338,0,0.0256314,0.019921,0.0364532,0.0416111,0.018444,0.0418633,0.0261644,0.0464813,0.0213912,0.0270164,0.0183643,0.0382007,0.0406093,0.0397021,0.0327863,0.0156576,0.0470247,0.04131,0.0188655,0.00499684,0.028051,0.00280355,0.0292793,0.0979591,0.0475738,0,0,0.0310207,0,0,0.0182394,0.035492,0.0453401,0.0315998,0.0639678,0,0.0337422,0,0,0.0413618,0.0230561,0.0206058,0.0168124,0.0242788,0.0290575,0.0329044,0.0101907,0.0101042,0.0367944,0.052878,0,0,0,0,0,0,0,0,0.103059
254,0.0465331,0.037734,0,0,0,0,0,0,0.031453,0.0199693,0.0305658,0.0476228,0,0,0.0465422,0,0.0255599,0.0190723,0.0374427,0.0404601,0.0187283,0.0414071,0.0276648,0.0449652,0.0202021,0.0246175,0.0178719,0.0378139,0.0407493,0.0398105,0.0326835,0.0147338,0.0475673,0.0396833,0.0187933,0.00453825,0.0279005,0.0032608,0.030063,0.101233,0.0460931,0,0,0.0294582,0,0,0.0174502,0.0351937,0.0473942,0.0300731,0.0639414,0.0545158,0.0323806,0,0,0.0406664,0.0239673,0.0205557,0.0174376,0.0255519,0.0280256,0.0315272,0.00998834,0.00964503,0.0361547,0.0514726,0,0,0,0,0,0,0,0,0.10598
255,0.048536,0.0390818,0,0,0,0,0,0,0.0311074,0.0195067,0.0300168,0.049415,0,0,0.0481652,0,0.0260638,0.019524,0.0399891,0.038417,0.0197708,0.0410989,0.0282246,0.0460309,0.0195368,0.0234035,0.0186218,0.0383992,0.0410213,0.0400181,0.0325927,0.0142842,0.0463029,0.0409574,0.0189842,0.00493641,0.0295659,0.00299313,0.0316061,0.106128,0.0481831,0,0,0.0310853,0,0,0.0177351,0.0330194,0.049739,0.0319107,0,0,0.0331639,0,0,0.0435413,0.0276422,0.0200162,0.0179368,0.0275986,0.028628,0.0327058,0.00980836,0.00977051,0.0374094,0.0534872,0,0,0,0,0,0,0,0,0.0867447
256,0.044455,0.0358066,0,0,0,0,0,0,0.0280503,0.0201952,0.0286627,0.0524569,0,0,0.0435787,0,0.0250825,0.0171301,0.0391554,0.0373978,0.0195595,0.0395947,0.0298325,0.0429021,0.0174386,0.0205755,0.0170825,0.0373337,0.0403382,0.0392987,0.0316158,0.0129697,0.045825,0.0376143,0.0185839,0.00390651,0.0263029,0.0038128,0.0310587,0.107151,0.0443558,0,0,0.0262768,0,0,0.0157817,0.0345206,0.054103,0.026706,0.0672195,0.0481703,0.029898,0,0,0.0393184,0.0286935,0.0212909,0.0185118,0.0303767,0.0229825,0.028903,0.0106464,0.00930897,0.0342624,0.0494798,0,0,0,0,0,0,0,0,0.0416691
257,0.0462521,0.0374407,0,0,0,0,0,0,0.0260928,0.0201534,0.0271789,0.0520063,0,0,0.0430357,0,0.024892,0.0165423,0.0378234,0.0342284,0.0185025,0.0373461,0.0277251,0.0430981,0.015659,0.0194579,0.016601,0.0366604,0.0394037,0.0383579,0.0306859,0.0127153,0.039848,0.0370599,0.0185081,0.0039296,0.0402968,0.00380937,0.0233782,0.104137,0.0465835,0,0,0,0,0,0.016955,0.0415251,0.0329402,0.026135,0.0681741,0.0498247,0.0325386,0,0.0200172,0.0355043,0.0220036,0.0183048,0.0133446,0.0176246,0.0478022,0.0321968,0.0102911,0.00935874,0.0358652,0.0511874,0,0,0,0,0,0,0,0,0.0194962
258,0.0434379,0.035308,0,0,0,0,0,0,0.0245989,0.02032,0.0257382,0.0518347,0,0,0.0416312,0,0.0248597,0.0159382,0.037518,0.0323707,0.0173775,0.0346187,0.0280383,0.0417213,0.0143857,0.0175409,0.0155223,0.0363885,0.038488,0.0374612,0.0298107,0.01242,0.0354249,0.0357987,0.0184919,0.00361093,0.017237,0.00413269,0.0177258,0.102541,0.0436099,0,0,0.0252416,0,0,0.0153584,0.042395,0.0352755,0.0232689,0.0739104,0.0461335,0.028795,0,0.0230294,0.0376885,0.0290227,0,0.0177644,0.0252771,0.0199,0.0280303,0.0112454,0.00918666,0.0337859,0.0484604,0,0,0,0,0,0,0,0,0.0238474
259,0.0481243,0.0328171,0,0,0,0,0,0,0.0220966,0.0199288,0.0268692,0.055909,0,0,0.0432855,0,0.0251736,0.0164921,0.0412327,0.0324198,0.0175765,0.0356353,0.0456986,0.04443,0.0137946,0.0143555,0.015906,0.0369063,0.0396101,0.0385173,0.0298018,0.0119723,0.0326963,0.0374323,0.0185518,0.00392568,0.0330273,0.00511576,0.0343702,0.117774,0.0489616,0,0,0.0196308,0,0,0.013958,0.0354776,0.0506063,0,0,0.0585308,0.0267686,0,0,0.0464384,0.0334981,0.0187717,0.018012,0.0305627,0.0290632,0.0241361,0.0119712,0.00870291,0.030879,0.0550811,0,0,0,0,0,0,0,0,0.0302752
260,0.0451443,0.0342847,0,0,0,0,0,0,0.0215747,0.0202261,0.0261268,0.0540236,0,0,0.0406348,0,0.0249946,0.0155874,0.0402264,0.0285339,0.0172236,0.0329272,0.0307868,0.0416979,0.0129678,0.0135011,0.0152701,0.0368428,0.0385983,0.0374437,0.0289202,0.0126844,0.0249026,0.0350756,0.0185177,0.0034677,0.0365453,0.00428101,0.0260922,0.107971,0.0458211,0,0,0.0241599,0,0,0.0153573,0.0418736,0.0384067,0.0247375,0,0.0456967,0.0278701,0,0.018237,0.0381751,0.0267945,0.018942,0.0148552,0.0231009,0.0394803,0.0272914,0.0117006,0.00909691,0.0321925,0.0499496,0,0,0,0,0,0,0,0,0.0220225
261,0.0443889,0.0334807,0,0,0,0,0,0,0.0223852,0.0203059,0.0261979,0.0534183,0,0,0.0392371,0,0.0247868,0.0151867,0.0404606,0.0273364,0.0159785,0.0312308,0.0305105,0.040913,0.012807,0.012078,0.0147841,0.0370554,0.0380206,0.0367213,0.0281293,0.0132921,0.0195437,0.0339974,0.0184367,0.00320414,0.0343711,0.00443125,0.0260062,0.106847,0.045353,0,0,0.0237423,0,0,0.0152492,0.042043,0.0392687,0.0240029,0.0713021,0.0442863,0.0271617,0.0342858,0.0177172,0.0382939,0.0271665,0.0190889,0.0156344,0.0240109,0.0365253,0.0266774,0.0118223,0.00902,0.0313417,0.0490069,0,0,0,0,0,0,0,0,0.0203765
262,0.0441734,0.0326989,0,0,0,0,0,0,0.0245676,0.0203286,0.0261577,0.0532507,0,0,0.0381677,0,0.0245632,0.0148553,0.0409716,0.027283,0.0150279,0.0296938,0.0308561,0.0405461,0.0102706,0.0106636,0.0151456,0.0374747,0.0374446,0.0363219,0.0275085,0.0142199,0.0172401,0.0332506,0.0183178,0.00304669,0.0327322,0.00453413,0.0256978,0.106748,0.0454463,0,0,0.0237019,0,0,0.0152732,0.0419415,0.0395615,0.0243394,0.071791,0.0435824,0.026886,0.0343747,0.0171525,0.0395317,0.0274828,0.0195311,0.0151579,0.0245829,0.0338035,0.0264169,0.0121427,0.00903312,0.0304355,0.0488101,0,0,0,0,0,0,0,0,0.0201241
