Timestep,C7,CLAV,IMUL_L,IMUL_M,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIA,LTIBI,STRN,RANK,RTIBA,RTIBI,RTHI,IMUL_R,RHEE,RILC,IMUR_T,IMUR_M,IMUR_B
235,0.0136012,0.00664342,0,0,0.0311333,0.0192279,0.0273098,0.0102891,0,0,0.00664552,0,0.0203878,0.00682756,0.0366484,0.030992,0.0123123,0.00692108,0.0156832,0.00718377,0.0529347,0.0520318,0.0402653,0.0261325,0.0284058,0.0535724,0.0421654,0.0132757,0.018884,0.00337475,0.0363896,0.00938767,0.00910829,0.0177382,0,0,0.0102139,0,0.00756489,0.0100673,0.0822744,0.0262399,0.0135066,0.00754623,0.0582171,0.0759876,0.0288799,0.018148,0.0262081,0.0468633,0.00825972,0.0141075,0.00805846,0.0172581,0,0,0,0,0,0,0,0,0.0557396,0.0250501,0.00798092,0.0308964,0.0291155,0.0166582,0.0338523,0,0.0646191,0.0812034,0,0,0
236,0.0139021,0.00628818,0,0,0.0314966,0.0192452,0.0264417,0.0103897,0,0,0.00683224,0,0.0202764,0.00674567,0.0366725,0.0295309,0.012335,0.00726947,0.0155568,0.00734671,0.0525834,0.0518292,0.0406885,0.0259016,0.0283472,0.0537686,0.0420517,0.0134424,0.0188202,0.00360056,0.0359756,0.00930997,0.00913512,0.0183869,0,0,0.0105514,0,0.00739452,0.0102655,0.082369,0.0251344,0.0134485,0.00789589,0.058844,0.076443,0.0286945,0.0180589,0.0265057,0.0477565,0.00868884,0.0141705,0.00802166,0.0176224,0,0,0,0,0,0,0,0,0.0553478,0.024974,0.0076955,0.0304187,0.028763,0.0169623,0.0341384,0,0.0652741,0.0809487,0,0,0
237,0.0139332,0.00611932,0,0,0.0313312,0.0192865,0.0251344,0.0105254,0,0,0.0070549,0,0.0202628,0.00665516,0.0368756,0.0274673,0.0127101,0.00693174,0.0154077,0.00755572,0,0.0518285,0.0411498,0.0245602,0.0273274,0.0537998,0.041089,0.0136679,0.0188145,0.00388925,0.0354847,0.00927262,0.00938777,0.0185321,0,0,0.0106279,0,0.00732598,0.010306,0.0823329,0.0239675,0.0128472,0.00814442,0.0594101,0.0768846,0.0284627,0.0180148,0.0267469,0.0486501,0.00895341,0.0141371,0.00803588,0.0175892,0,0,0,0,0,0,0,0,0.0552381,0.0240466,0.00756957,0.0299043,0.0283609,0.0172642,0.034354,0,0.0657368,0.0805879,0,0,0
238,0.0139906,0.00610306,0,0,0.0339362,0.0193667,0.0246791,0.0101687,0,0,0.00731852,0,0.0202138,0.00665369,0.0367186,0.0258614,0.0122559,0.00887335,0.0155025,0.00768143,0.0508233,0.050017,0.0414349,0.0239012,0.0270407,0.0538332,0.0428212,0.0138078,0.0188211,0.00369913,0.0351402,0.00925633,0.00956883,0.0186506,0,0,0.0107718,0,0.00726067,0.0101546,0.0821963,0.0226355,0.0131257,0.00846524,0.0601665,0.0773582,0.028078,0.0179508,0.0271491,0.0502433,0.00920687,0.0141567,0.00789645,0.0176536,0,0,0,0,0,0,0,0,0.0523763,0.0240004,0.00759641,0.0294446,0.0278777,0.0175702,0.0346047,0,0.0661733,0.0807923,0,0,0
239,0.0139084,0.00615488,0,0,0.0363401,0.0194294,0.0238499,0.00967628,0,0,0.00770279,0,0.0201577,0.0066524,0.0370166,0.0262453,0.0121,0.0101563,0.0155234,0.0078839,0.0495189,0.048597,0.0417798,0.0230365,0.0259984,0.0536207,0.0449287,0.0139455,0.0188335,0.00355227,0.0346555,0.00923642,0.00984992,0.0185639,0,0,0.0107319,0,0.00720074,0.010143,0.0820308,0.0211218,0.0129924,0.00863191,0.0608015,0.0777115,0.027507,0.0179396,0.0274949,0.0517581,0.0093473,0.0141548,0.00777162,0.0175336,0,0,0,0,0,0,0,0,0.0500169,0.0231244,0.00766482,0.0288468,0.0273169,0.0178849,0.0346778,0,0.0663156,0.0808221,0,0,0
240,0.0137537,0.00620982,0,0,0.039256,0.0194836,0.023144,0.00885815,0,0,0.00796129,0,0.0201144,0.00664717,0.0376926,0.0284729,0.0119059,0.01156,0.0155423,0.00809305,0.0479653,0.0470001,0.0420541,0.0216553,0.0247862,0.0534742,0.0484368,0.0140724,0.0188261,0.00355297,0.0341774,0.00921942,0.00999091,0.0183667,0,0,0.0105774,0,0.00716221,0.010145,0.0819111,0.0194793,0.0122888,0.00874067,0.0613212,0.077972,0.0267587,0.0180324,0.027878,0.0533028,0.00937322,0.0141164,0.00771558,0.017341,0,0,0,0,0,0,0,0,0.0473834,0.0221495,0.00766029,0.0282007,0.0267026,0.0182642,0.03461,0,0.0664554,0.080765,0,0,0
241,0.0135346,0.00627669,0,0,0.042232,0.0195138,0.0235182,0.00797072,0,0,0.00814038,0,0.0200978,0.00661661,0.038667,0.031755,0.0118718,0.0126613,0.0154837,0.0082741,0.0463833,0.0454082,0.042215,0.0203736,0.0239433,0.0534343,0.0521017,0.0141378,0.0188031,0.00340503,0.0336443,0.00919258,0.0100888,0.0180462,0,0,0.0103666,0,0.00715849,0.0101031,0.0817228,0.0178133,0.0122285,0.00869097,0.0617833,0.0781948,0.0258536,0.0182326,0.0283055,0.054832,0.00930764,0.014065,0.00774621,0.0170914,0,0,0,0,0,0,0,0,0.0447554,0.0211941,0.00759355,0.0276035,0.026029,0.0186701,0.0343304,0,0.0665518,0.0807197,0,0,0
242,0.0132503,0.00634344,0,0,0.0446221,0.019511,0.0250629,0.00722008,0,0,0.00829688,0,0.0201058,0.00660051,0.0397343,0.0351629,0.0121652,0.0126084,0.0152791,0.00845254,0.0451338,0.0440325,0.0419868,0.020223,0.0242057,0.0533446,0.0547886,0.014223,0.0188284,0.00326561,0.0329742,0.00911662,0.0101797,0.0176212,0,0,0.0100994,0,0.00712193,0.00980763,0.0814235,0.0161491,0.0125193,0.00853953,0.0621149,0.0783765,0.02488,0.0185732,0.0287642,0.0563121,0.00917991,0.0139737,0.00762278,0.0168047,0,0,0,0,0,0,0,0,0.0425103,0.0204647,0.00751596,0.027177,0.0253301,0.0191281,0.0338979,0,0.0666901,0.0806584,0,0,0
243,0.0128713,0.00636421,0,0,0.0448678,0.0194644,0.026176,0.00687699,0,0,0.00841605,0,0.0201248,0.00653712,0.0408108,0.0377639,0.013187,0.00977479,0.0147075,0.00863748,0,0.0435612,0.0412201,0.020687,0.0249748,0.0529693,0.0548542,0.0143672,0.0188608,0.00330194,0.032142,0.00899105,0.01034,0.0170097,0,0,0.00966928,0,0.00706492,0.00953659,0.0810556,0.0145666,0.0119262,0.00823148,0.0622694,0.0784995,0.0238833,0.0189883,0.029111,0.0576498,0.00893999,0.01383,0.00747658,0.0163113,0,0,0,0,0,0,0,0,0.0417757,0.019843,0.00742526,0.0269478,0.0246323,0.0196229,0.0333377,0,0.0666908,0.0803489,0,0,0
244,0.0125584,0.00623698,0,0,0.0451737,0.0194176,0.0271954,0.00641339,0,0,0.00849489,0,0.0201297,0.00651371,0.0412688,0.0402602,0.0139672,0.00761711,0.0141782,0.00878477,0,0.0427679,0.0398312,0.0216162,0.0262562,0.0526987,0.0548807,0.014451,0.0188385,0.0033542,0.0315436,0.00892185,0.0103184,0.0164329,0,0,0.00935982,0,0.00699218,0.00951913,0.0807545,0.0131642,0.0109075,0.00804236,0.0622094,0.078572,0.0226481,0.0195956,0.0296335,0.05931,0.00870931,0.0138036,0.00741615,0.0159902,0,0,0,0,0,0,0,0,0.0408815,0.020284,0.00717471,0.0269466,0.0239319,0.020215,0.0325756,0,0.0667514,0.0800915,0,0,0
245,0.00966249,0.00659821,0,0,0.0460399,0.0193343,0.0281048,0.00604008,0,0,0.00821679,0,0.0201377,0.00633528,0.0410704,0.0429647,0.01455,0.00819578,0.0136532,0.00945272,0.0426853,0.0414642,0.0384775,0.022563,0.0273113,0.0527566,0.0552384,0.0145083,0.0187982,0.00328157,0.0311451,0.00911428,0.010154,0.012018,0,0,0.00776517,0,0.00744413,0.00918708,0.0805501,0.0120025,0.0101727,0.00640001,0.0621577,0.0786213,0.0211945,0.0204416,0.0302944,0.0612538,0.00694002,0.0137236,0.00762381,0.0127674,0,0,0,0,0,0,0,0,0.0398584,0.0213923,0.00720497,0.0271756,0.0232576,0.0208214,0.0316297,0,0.0668159,0.0799966,0,0,0
246,0.00961123,0.00630097,0,0,0.0448534,0.0192848,0.0280673,0.00647904,0,0,0.00814222,0,0.0201446,0.00634894,0.0408544,0.0446507,0.0158219,0.00898847,0.0125744,0.009575,0,0.0415051,0.0377328,0.02249,0.0268162,0.0526378,0.0536728,0.0143644,0.018856,0.00351407,0.0308394,0.00891098,0.0104316,0.011884,0,0,0.0076674,0,0.00725557,0.0091785,0.0803543,0.0114704,0.00943516,0.0068033,0.062204,0.07871,0.0197899,0.0214068,0.0307641,0.0630777,0.00702207,0.0139335,0.00754874,0.0128256,0,0,0,0,0,0,0,0,0.0412453,0.0212059,0.00694456,0.0275286,0.0225392,0.0213152,0.0306422,0,0.06627,0.0798867,0,0,0
247,0.00963495,0.00540403,0,0,0.0434707,0.0194771,0.028466,0.0075013,0,0,0.00827272,0,0.0198716,0.00658208,0.0395629,0.0466894,0.0162488,0.0109088,0.0110725,0.00936545,0,0.0413369,0.0371665,0.0229628,0.0265737,0.0526024,0.0513968,0.0142962,0.0187961,0.00376351,0.0314677,0.00898855,0.0112618,0.0117881,0,0,0.00852232,0,0.00712924,0.00951536,0.0806509,0.0120556,0,0.0070968,0.0624633,0.0787819,0.0180416,0.0227269,0.0317801,0.0662797,0.00729798,0.0144016,0.00753086,0.0129454,0,0,0,0,0,0,0,0,0.0421211,0.0219548,0.005981,0.0282078,0.0217555,0.0218176,0.0294655,0,0.0661574,0.0809447,0,0,0
248,0.00955278,0.00583709,0,0,0.0442041,0.0192719,0.027964,0.00711866,0,0,0.00816888,0,0.0201305,0.00651638,0.0402202,0.0482229,0.0172173,0.0127219,0.010805,0.0097916,0,0.0422389,0.0382276,0.0227782,0.0264134,0.0523178,0.0520395,0.0138993,0.0189225,0.00361631,0.0307074,0.00872726,0.0100732,0.011311,0,0,0.0078063,0,0.00711007,0.00954295,0.0801456,0.0121874,0.00974682,0.00726011,0.0626082,0.0788899,0.0171246,0.0233118,0.030982,0.0664257,0.00725866,0.0146801,0.00748652,0.0128065,0,0,0,0,0,0,0,0,0.0436669,0.0216295,0.00652887,0.0284282,0.021013,0.0219734,0.0284083,0,0.0631383,0.0801443,0,0,0
249,0.00949309,0.00557475,0,0,0.0440898,0.0192447,0.0278591,0.0071451,0,0,0.00804949,0,0.0201222,0.00662712,0.0401401,0.0498158,0.0174022,0.0156877,0.0101298,0.00975892,0.0433245,0.042018,0.0385952,0.0232665,0.0268365,0.052042,0.0515088,0.0134541,0.0189638,0.0035489,0.0306277,0.00868811,0.00927464,0.0109357,0,0,0.00769271,0,0.00714782,0.00963941,0.0800137,0.0127643,0.0102928,0.00738734,0.0627878,0.0790927,0.015881,0.0242648,0.0307762,0.067713,0.00726312,0.0147024,0.00758849,0.0127211,0,0,0,0,0,0,0,0,0.0429727,0.0221616,0.00638117,0.0289877,0.0202706,0.0222265,0.0272935,0,0.0606295,0.0803724,0,0,0
250,0.00904846,0.00554849,0,0,0.0412481,0.0191204,0.0264154,0.0076063,0,0,0.00780822,0,0.0200254,0.00662787,0.0404442,0.0495392,0.0181421,0.0156985,0.00881021,0.00976053,0,0.0420318,0.0384204,0.0224139,0.0259987,0.0511466,0.0484067,0.0129345,0.0190252,0.00390501,0.0305202,0.00849961,0.0084854,0.0102099,0,0,0.00707805,0,0.00720408,0.00956847,0.0797006,0.013432,0.0104884,0.00743712,0.062792,0.0792823,0.0147793,0.0250239,0.0301884,0.0686167,0.00711838,0.0144926,0.00759941,0.0121249,0,0,0,0,0,0,0,0,0.0423925,0.021359,0.00656472,0.029643,0.0194948,0.0224233,0.0261637,0,0.0573714,0.0804321,0,0,0
251,0.00877619,0.00551168,0,0,0.0394005,0.0189794,0.0255766,0.00760023,0,0,0.00769803,0,0.0200445,0.00659275,0.0403237,0.0497474,0.017933,0.0161173,0.00784657,0.00954538,0.0418343,0.0402638,0.0376693,0.0224978,0.0260012,0.0503428,0.0465375,0.0124109,0.0190975,0.00418256,0.0304961,0.00827144,0.00775219,0.00980503,0,0,0.0066397,0,0.00716667,0.00974094,0.0794965,0.0144341,0.0103052,0.00740887,0.0626972,0.07946,0.0137701,0.0256887,0.0295654,0.0695638,0.00708879,0.0144142,0.00738341,0.011612,0,0,0,0,0,0,0,0,0.0394217,0.0215335,0.0067848,0.0305414,0.0187241,0.0226275,0.0246179,0,0.0543288,0.0808914,0,0,0
252,0.00859201,0.00501872,0,0,0.0357102,0.0189333,0.0239953,0.00799502,0,0,0.00779138,0,0.02006,0.00667417,0.0398509,0.0488273,0.0175038,0.0146722,0.00688422,0.00902782,0.0400688,0.0386949,0.0364682,0.0221136,0.0251143,0.0490257,0.0423934,0.0119795,0.0191278,0.00371702,0.0302673,0.00822457,0.00734092,0.00958917,0,0,0.0066421,0,0.00714654,0.00963092,0.0795414,0.0155768,0,0.0071352,0.062542,0.0796385,0.0132828,0.0262142,0.0288854,0.070367,0.00720465,0.0144551,0.00729715,0.0111743,0,0,0,0,0,0,0,0,0.0372193,0.0209639,0.0064666,0.0316457,0.0180356,0.0228004,0.0228299,0,0.0520688,0.0820451,0,0,0
253,0.00802386,0.00578323,0,0,0.0329031,0.0186407,0.0214845,0.00793994,0,0,0.00786768,0,0.0204615,0.00654524,0.0409225,0.0467738,0.0183887,0.0128584,0.00578497,0.00905366,0,0.0381762,0.0362585,0.0205038,0.0232222,0.0472358,0.0394025,0.0117694,0.0192951,0.00360356,0.0289087,0.00790516,0.00640428,0.00898899,0,0,0.00579346,0,0.00717269,0.00925921,0.0788051,0.0161617,0.00791045,0.00737921,0.0623948,0.0798898,0.0136641,0.0261197,0.0270162,0.0688548,0.00735499,0.0144667,0.0071922,0.0103594,0,0,0,0,0,0,0,0,0.0371761,0.0189584,0.00753116,0.0324676,0.0174631,0.022841,0.0213314,0,0.0485633,0.0813942,0,0,0
254,0.00784368,0.00587362,0,0,0.0318022,0.0185643,0.0205591,0.00760329,0,0,0.00790803,0,0.0205518,0.00662024,0.0412371,0.0455754,0.018162,0.0133479,0.0052633,0.00872675,0.0385513,0.0370157,0.0358638,0.019838,0.0224189,0.0460989,0.0375713,0.0117942,0.019312,0.00340378,0.0275294,0.00798453,0.00601162,0.00904129,0,0,0.00577527,0,0.00731208,0.0092878,0.0784873,0.0172854,0.00753384,0.00755539,0.0621462,0.0801107,0.0144175,0.0261394,0.0255102,0.0671405,0.00746884,0.0144159,0.00738092,0.01009,0,0,0,0,0,0,0,0,0.036314,0.018381,0.00772083,0.0335861,0.0170128,0.0228058,0.0197563,0,0.0469132,0.0817889,0,0,0
255,0.00523595,0.00581481,0,0,0.0302434,0.0184414,0.0195636,0.00735392,0,0,0.00761876,0,0.0207433,0.00649654,0.0416069,0.0435137,0.0181545,0.0138453,0.00464608,0.00886821,0.0383656,0.0369335,0.0358477,0.0186875,0.0212841,0.0453821,0.035289,0.0120001,0.0193463,0.00311966,0.0260594,0.00819818,0.00573313,0.00666862,0,0,0.00481727,0,0.00787085,0.0091174,0.0781787,0.0186788,0.00753893,0.00753793,0.0619303,0.0803564,0.0156188,0.0259378,0.0238265,0.0642948,0.00703029,0.014208,0.00780026,0.00707677,0,0,0,0,0,0,0,0,0.0367618,0.0172954,0.00704683,0.0348176,0.0166589,0.0225766,0.0182265,0,0.0456722,0.0819989,0,0,0
256,0.00553366,0.00579211,0,0,0.0293196,0.0183884,0.0190605,0.00703476,0,0,0.0075011,0,0.0208003,0.00648806,0.0418135,0.0416799,0.0179937,0.0146074,0.00425572,0.00860342,0.0386928,0.0372534,0.0362657,0.0179808,0.0206412,0.0450332,0.0336624,0.0121784,0.0193501,0.00291197,0.0239513,0.00819411,0.00570505,0.00727872,0,0,0.00540555,0,0.00772639,0.00966138,0.0779929,0.0199294,0.00723631,0.00754079,0.0620571,0.0805396,0.0168295,0.0258128,0.0222593,0.0600271,0.00790097,0.0145542,0.00776373,0.00711184,0,0,0,0,0,0,0,0,0.0374956,0.0166126,0.00690919,0.0358993,0.0163938,0.0223654,0.0168698,0,0.0446215,0.0819106,0,0,0
257,0.00572019,0.00560078,0,0,0.0286955,0.018388,0.0190366,0.00660454,0,0,0.00756222,0,0.0207955,0.00647854,0.041919,0.0400362,0.0176958,0.0150397,0.00393385,0.00840428,0.0395201,0.0377525,0.0366757,0.0177686,0.0205202,0.045136,0.0324146,0.0125065,0.0193339,0.00285705,0.0218556,0.00825623,0.00574702,0.00792516,0,0,0.00593521,0,0.00763188,0.00973314,0.0781047,0.021088,0.00638052,0.00755212,0.0620781,0.0808067,0.0178629,0.0255591,0.0206583,0.05456,0.0084905,0.0146831,0.00775674,0.00729048,0,0,0,0,0,0,0,0,0.0381846,0.0162951,0.00659642,0.036755,0.0160702,0.0219257,0,0,0.0432149,0.0817797,0,0,0
258,0.00595832,0.00533582,0,0,0.0283963,0.0183698,0.0194884,0.0061245,0,0,0.0077875,0,0.020782,0.00642477,0.0419211,0.0386875,0.0173336,0.015076,0.00372429,0.00833649,0.0402996,0.0383208,0.0368464,0.0178734,0.0207158,0.0455101,0.031592,0.0129866,0.0193058,0.0028267,0.0195743,0.00838904,0.00592117,0.00870143,0,0,0.00635495,0,0.00765036,0.00972045,0.0780288,0.0223136,0.00559619,0.00762473,0.0618252,0.0809368,0.018969,0.0255223,0.0194715,0.0482022,0.00858913,0.0146483,0.00778576,0.0075976,0,0,0,0,0,0,0,0,0.0385708,0.0162771,0.00626117,0.0380147,0.0160234,0.0215769,0,0,0.0425267,0.0813482,0,0,0
259,0.00628703,0.00504357,0,0,0.0281809,0.018351,0.0199899,0.00555438,0,0,0.00810649,0,0.0207726,0.0064298,0.0418242,0.0376841,0.0171312,0.0149035,0.00360377,0.0083768,0.0406294,0.0388568,0.036733,0.0180256,0.0210459,0.0457286,0.0310084,0.0135154,0.0192971,0.00281094,0.017933,0.00845815,0.0061862,0.00929918,0,0,0.00689016,0,0.00758393,0.00978711,0.0776494,0.023316,0.00598748,0.00778885,0.0615523,0.0808884,0.0200322,0.0256851,0.0186659,0.0410097,0.00877884,0.0147356,0.00780106,0.0078164,0,0,0,0,0,0,0,0,0.0385765,0.0164365,0.00593216,0.0399779,0.0162826,0.0213354,0.0134718,0,0.0418733,0.0805046,0,0,0
260,0.00677653,0.00475186,0,0,0.0280028,0.0183881,0.020167,0.00493119,0,0,0.00845341,0,0.0207052,0.00661915,0.0415365,0.0368587,0.0170662,0.0147137,0.00368212,0.00835022,0.0403306,0.0392202,0.0363294,0.0179166,0.0212419,0.0457038,0.0304084,0.0139369,0.0192726,0.00274123,0.0184661,0.00854462,0.00635357,0.00956524,0,0,0.00753856,0,0.00750261,0.00993899,0.0774897,0.0243898,0.0066726,0.00769293,0.0616387,0.0810653,0.0209432,0.025997,0.0181753,0.0345144,0.00972355,0.0148637,0.00782075,0.00782357,0,0,0,0,0,0,0,0,0.0382024,0.0166104,0.00555486,0.0423224,0.0165331,0.0210616,0.0133639,0,0.0401839,0.0797264,0,0,0
261,0.00695918,0.00449087,0,0,0.0277307,0.0184415,0.0200018,0.00451205,0,0,0.0088265,0,0.0206467,0.0069168,0.0409788,0.0361777,0.0171851,0.0146873,0.00387853,0.0082883,0.0397828,0.0392907,0.0357597,0.01766,0.0210061,0.0451764,0.0293847,0.0143309,0.0192296,0.00279238,0.0219449,0.00863932,0.00677107,0.00956188,0,0,0.00801412,0,0.00741422,0.0100644,0.0773579,0.0256879,0.00703484,0.00735397,0.0619051,0.0814692,0.0220577,0.0264162,0.0180496,0.0309674,0.0114353,0.0149511,0.00785257,0.00773069,0,0,0,0,0,0,0,0,0.0378996,0.016679,0.00518778,0.0449025,0.0168675,0.0208085,0.0144018,0,0.0366715,0.0788054,0,0,0
262,0.00681953,0.00416075,0,0,0.0260771,0.0185054,0.0190032,0.0042905,0,0,0.00916603,0,0.0206735,0.00715633,0.0404451,0.034452,0.0177615,0.0137717,0.00387872,0.00842061,0,0.039496,0.0349102,0.0169338,0.0195711,0.0439038,0.0268106,0.0147429,0.0192031,0.00280189,0.0256719,0.00876962,0.00699349,0.0092123,0,0,0.00812198,0,0.00748605,0.0101542,0.0771872,0.026946,0.00727635,0.00716598,0.0620741,0.0820129,0.0233128,0.0267764,0.0179227,0.0295531,0.0108222,0.0148872,0.00774206,0.00744218,0,0,0,0,0,0,0,0,0.0385615,0.0161263,0.00475535,0.0466618,0.017145,0.0207366,0.0145751,0,0.0324325,0.0776624,0,0,0
263,0.00679136,0.00384161,0,0,0.025253,0.0185739,0.018418,0.00412858,0,0,0.00936105,0,0.0206249,0.00731263,0.0397806,0.033363,0.0181649,0.0135446,0.00400641,0.0084664,0,0.0391306,0.033948,0.0165866,0.018631,0.0432133,0.0252703,0.0149835,0.019156,0.00272202,0.0285252,0.00892774,0.0073566,0.00898543,0,0,0.00835065,0,0.00761938,0.0103287,0.0773773,0.028121,0.00781799,0.00693529,0.0623214,0.082848,0.0247109,0.026736,0.0174222,0.0293461,0.0111365,0.0147258,0.00771052,0.00715447,0,0,0,0,0,0,0,0,0.0391171,0.0157289,0.00428447,0.0468553,0.0171237,0.0206377,0,0,0.0292341,0.0770907,0,0,0
264,0.00701154,0.00356226,0,0,0.0239949,0.0185488,0.0177588,0.00389753,0,0,0.00927605,0,0.0206161,0.00723859,0.039282,0.0323355,0.0185886,0.0134755,0.00436045,0.00836315,0,0.0388465,0.0333055,0.0162806,0.0177634,0.042662,0.0232807,0.0149196,0.0191427,0.00249841,0.0304706,0.00902725,0.008198,0.0087941,0,0,0.00802028,0,0.00777264,0.0103244,0.0769811,0.0286555,0.00818417,0.00692804,0.0625663,0.0832416,0.02614,0.0264215,0.0166342,0.029271,0.00932487,0.0144336,0.00764518,0.00697757,0,0,0,0,0,0,0,0,0.0395238,0.0152495,0.00380067,0.046387,0.0174574,0.020906,0.0165852,0,0.027159,0.076105,0,0,0
265,0.00715862,0.00325206,0,0,0.0238846,0.0185512,0.0178473,0.00347556,0,0,0.00933151,0,0.0205325,0.00716413,0.0388447,0.0322404,0.0184198,0.0147375,0.0049322,0.00811475,0.0400143,0.0380475,0.0329449,0.0168922,0.0178415,0.0427857,0.0229297,0.014807,0.0190957,0.00231358,0.0313621,0.00916636,0.00860446,0.00835534,0,0,0.0080494,0,0.00790758,0.0102944,0.0773744,0.0285168,0.00810026,0.00652839,0.0634,0.0838029,0.0273305,0.0257414,0.0156399,0.0285629,0.00958869,0.0142132,0.00775818,0.00686314,0,0,0,0,0,0,0,0,0.0390025,0.0155769,0.00315633,0.0455527,0.0173047,0.0211524,0,0,0.0257659,0.0759777,0,0,0
266,0.00627446,0.00392641,0,0,0.0228755,0.018532,0.0175878,0.00335835,0,0,0.009902,0,0.0204565,0.00725439,0.0387536,0.031622,0.0184348,0.0149661,0.00516849,0.00800215,0.039753,0.0377883,0.0330078,0.0166175,0.0176595,0.0425144,0.0214675,0.0151882,0.0191377,0.00264231,0.0314838,0.0092415,0.00896853,0.00720166,0,0,0.00740892,0,0.00821319,0.0100876,0.0775169,0.0276063,0.00806125,0.00692622,0.0638712,0.0840438,0.0285025,0.0252288,0.0149979,0.0275922,0.0111903,0.0139591,0.00804648,0.00625833,0,0,0,0,0,0,0,0,0.0388654,0.0154403,0.00307019,0.0448902,0.0171191,0.0215406,0,0,0.0257567,0.0756582,0,0,0
267,0.00670147,0.00340024,0,0,0.0220567,0.0184231,0.0173788,0.00345411,0,0,0.00955583,0,0.0206028,0.00703315,0.0387634,0.0308686,0.0183643,0.0148679,0.00521493,0.00776742,0.0396272,0.037678,0.0333642,0.0163533,0.0175105,0.0423569,0.0199869,0.0147282,0.0191475,0.0027584,0.0312491,0.009289,0.00922698,0.00711072,0,0,0.00734984,0,0.00818104,0.00975302,0.0777123,0.0269428,0.00801506,0.00682271,0.0641798,0.0843042,0.0297984,0.0248429,0.014693,0.0272992,0.00857507,0.0141496,0.00795827,0.00620844,0,0,0,0,0,0,0,0,0.0385364,0.0155026,0.00248657,0.0444493,0.0169807,0.0219853,0,0,0.0258823,0.0755008,0,0,0
268,0.00710497,0.00299409,0,0,0.0211186,0.0183395,0.0171391,0.00372647,0,0,0.00932634,0,0.0207045,0.00688449,0.038804,0.0302341,0.0181993,0.0147051,0.00516724,0.00743951,0.0398129,0.0377832,0.0338103,0.0162132,0.0172657,0.0422941,0.0184598,0.0144238,0.019169,0.00276988,0.030433,0.00935432,0.00941219,0.0073266,0,0,0.00733213,0,0.00828348,0.00953856,0.0780175,0.0264628,0.00800282,0.00683816,0.064538,0.0846974,0.0312017,0.0246586,0.0148602,0.0262806,0.00702668,0.0141754,0.00787937,0.00617828,0,0,0,0,0,0,0,0,0.0382777,0.0154086,0.00221592,0.0436677,0.0168883,0.0223821,0,0,0.0265416,0.0754955,0,0,0
269,0.00727353,0.0028389,0,0,0.0201055,0.0182929,0.0168628,0.0041158,0,0,0.00912446,0,0.0207931,0.00684957,0.0388244,0.0297818,0.0180708,0.0146973,0.00504933,0.00712388,0.0402461,0.0379514,0.0342169,0.0161287,0.0169953,0.0421828,0.0167735,0.0142118,0.0192114,0.00256417,0.0295856,0.00941785,0.00941934,0.00738907,0,0,0.0072656,0,0.00841254,0.00960775,0.0784017,0.0258058,0.00816956,0.00683521,0.0648992,0.0850854,0.0326654,0.0245324,0.0150974,0.025207,0.00694628,0.0141193,0.00781129,0.00650844,0,0,0,0,0,0,0,0,0.038179,0.0151674,0.00233607,0.0427075,0.0169793,0.0227557,0,0,0.0273285,0.0755786,0,0,0
270,0.00736887,0.00278174,0,0,0.0189742,0.0182755,0.0165692,0.00458628,0,0,0.0090242,0,0.020829,0.00690028,0.038755,0.0291397,0.0180208,0.0149092,0.00504408,0.00700518,0.0401773,0.0380764,0.0344692,0.0160457,0.0167119,0.0419487,0.014872,0.0141656,0.019266,0.00222024,0.0285081,0.00945294,0.00943679,0.00751936,0,0,0.0070595,0,0.0085224,0.00977043,0.0787661,0.0255337,0.00838548,0.00686178,0.0652027,0.085166,0.0339088,0.0244583,0.0153849,0.0240892,0.00722586,0.0140738,0.00784925,0.00668743,0,0,0,0,0,0,0,0,0.0381007,0.0148841,0.00264829,0.0417493,0.0171412,0.023198,0,0,0.0280616,0.0756906,0,0,0
271,0.00745622,0.00281501,0,0,0.0176449,0.0182587,0.0161969,0.00506224,0,0,0.00884013,0,0.0208963,0.00688528,0.0386541,0.028469,0.0182682,0.0152449,0.00543939,0.0068933,0.0398898,0.0381521,0.0347342,0.0158994,0.0162308,0.0415541,0.0122564,0.0140351,0.019389,0.00218647,0.0273806,0.009462,0.0100446,0.00767506,0,0,0.00672486,0,0.00863396,0.00977852,0.078619,0.0243082,0.00874337,0.00700269,0.0652009,0.0849509,0.0345744,0.0245542,0.0160445,0.0227202,0.00744446,0.0140236,0.00791239,0.00672915,0,0,0,0,0,0,0,0,0.0379748,0.0145591,0.0030923,0.0410087,0.0175164,0.0238222,0.0286994,0,0.0289911,0.0752579,0,0,0
