Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,
166,0.0336635,0.0247627,0,0,0,0,0,0,0.0258107,0.0167671,0.0227922,0.0659796,0,0,0.0161939,0,0.0335314,0.00790765,0.033939,0.0319763,0.00764017,0.0103474,0.0739754,0.0305014,0.0121307,0.0206155,0.0104771,0.0402277,0.0198183,0.0192517,0.0234816,0.0171597,0.0203616,0.018013,0.020624,0.00870259,0.0302625,0.00882257,0.029628,0.115705,0.0267683,0,0,0.0290905,0,0.00797694,0.0125731,0.0506101,0.0461206,0,0.0887511,0.0690898,0.0246759,0.0425213,0.0262961,0.0431159,0.054476,0.0392531,0.0239179,0.0211279,0.0361155,0.0218794,0.0162939,0.00604599,0.00355108,0.0273728,0.0300204,0,0,0,0,0,0,0,0,0,0
167,0.0438975,0.0265333,0,0,0,0,0,0,0.0290207,0.0158197,0.024502,0.0581568,0,0,0.0230728,0,0.0356574,0.0101228,0.0342841,0.0317478,0.01391,0.00871122,0.0519579,0.035425,0.0112909,0.0209707,0.00854025,0.040306,0.0173782,0.016688,0.0223073,0.0180883,0.0239123,0.02257,0.0217066,0.00952116,0.0351366,0.00601229,0.036502,0.107284,0.0382516,0,0,0.0124317,0,0.00688334,0.00534823,0.0564445,0.0593773,0.0264383,0.0982789,0.0283337,0.0319745,0.0455208,0.0251468,0.0444305,0.0587559,0.0463008,0.0217561,0.0252168,0.0434838,0.031856,0.0213567,0.00533607,0.00396939,0.0236067,0.0391908,0,0,0,0,0,0,0,0,0,0
168,0.0443413,0.0263606,0,0,0,0,0,0,0.0305436,0.0158987,0.025428,0.0577698,0,0,0.023371,0,0.0356086,0.0101475,0.034552,0.0306588,0.0139459,0.00946404,0.0504367,0.0356016,0.011213,0.0208855,0.00821793,0.040161,0.0162315,0.0154637,0.0217482,0.0183716,0.0260864,0.0225649,0.0216953,0.0094622,0.0354777,0.0061768,0.0363589,0.106375,0.0387291,0,0,0.0115041,0,0.00680632,0.00498335,0.056697,0.0589277,0.0264154,0.0979246,0.0275899,0.0313779,0.0454655,0.0253483,0.0444591,0.0586945,0.0460921,0.0215986,0.0252022,0.0433045,0.032137,0.0209365,0.00498346,0.00388507,0.0231753,0.0397693,0,0,0,0,0,0,0,0,0,0
169,0.0448165,0.0264993,0,0,0,0,0,0,0.0317757,0.0158702,0.0259582,0.0580363,0,0,0.0234278,0,0.0355169,0.010175,0.0347503,0.0295745,0.0141929,0.0102146,0.0496123,0.0356314,0.0113777,0.0210818,0.00830716,0.0399969,0.0150073,0.0142442,0.0211044,0.018409,0.0275737,0.0224238,0.02159,0.00939997,0.035436,0.0062245,0.0359247,0.105922,0.0391613,0,0,0.0111885,0,0.0068454,0.00486444,0.0566287,0.0584837,0.0266138,0.0975601,0.0270561,0.0313797,0.0454873,0.0253557,0.0443686,0.0586769,0.0457467,0.02137,0.0250846,0.0428535,0.0320208,0.0208032,0.00484985,0.00383403,0.0231851,0.0403083,0,0,0,0,0,0,0,0,0,0
170,0.0453256,0.026661,0,0,0,0,0,0,0.0331283,0.0158528,0.026782,0.0580137,0,0,0.0234,0,0.0354886,0.0102879,0.0349104,0.0288824,0.014562,0.0106997,0.0488182,0.0356807,0.0116158,0.0212634,0.00881398,0.0398129,0.0135543,0.0130118,0.0202697,0.0183251,0.0287175,0.0222676,0.0215634,0.00925628,0.0352461,0.00625613,0.0353888,0.105499,0.0395994,0,0,0.0110391,0,0.00687693,0.00476533,0.0562942,0.0575671,0.0266872,0.0971419,0.0264511,0.0314385,0.0455047,0.0252887,0.0442789,0.0586188,0.045259,0.021138,0.0248325,0.0422509,0.0317283,0.0208127,0.00478682,0.00381354,0.023272,0.04081,0,0,0,0,0,0,0,0,0,0
171,0.0458085,0.0267735,0,0,0,0,0,0,0.0351204,0.0158668,0.0281852,0.0576345,0,0,0.0233362,0,0.0355362,0.0103463,0.0350786,0.0290021,0.0150085,0.0109568,0.0479657,0.035712,0.0120006,0.0215633,0.00982441,0.0396499,0.0118768,0.0119235,0.019352,0.0182141,0.0300501,0.022158,0.0215908,0.00905085,0.0350513,0.00629736,0.0351941,0.105054,0.0400079,0,0,0.0111711,0,0.00693146,0.00474455,0.0559687,0.056507,0.0267209,0.096793,0.0259389,0.0315496,0.0455112,0.0252524,0.0442604,0.0585487,0.0447877,0.0209093,0.0245319,0.041667,0.0316253,0.0209369,0.00479019,0.00381972,0.0233805,0.0412551,0,0,0,0,0,0,0,0,0,0
172,0.0464599,0.0270171,0,0,0,0,0,0,0.0370481,0.0158738,0.0296895,0.0569703,0,0,0.0234958,0,0.0355943,0.0104147,0.0352763,0.0297891,0.0155823,0.0109525,0.0467034,0.0356605,0.0123309,0.021487,0.0111586,0.0397077,0.00992306,0.0109499,0.0182374,0.018429,0.0319249,0.0221509,0.0216129,0.00889998,0.0345191,0.00630254,0.034808,0.10429,0.0406673,0,0,0.011455,0,0.00698411,0.00478236,0.0557306,0.0552483,0.0267029,0.0963065,0.0254086,0.0318591,0.0453948,0.0252103,0.044139,0.0584226,0.0442747,0.0208023,0.0241928,0.0410651,0.031274,0.021307,0.00483799,0.00384774,0.0235302,0.0418734,0,0,0,0,0,0,0,0,0,0
173,0.0470607,0.0272316,0,0,0,0,0,0,0.0394461,0.01592,0.0318439,0.0560924,0,0,0.02388,0,0.0355329,0.0105484,0.0355291,0.0314409,0.0161871,0.0108865,0.0453727,0.0355028,0.0128318,0.021602,0.0129791,0.0400894,0.00795248,0.0102908,0.0173303,0.018948,0.0343991,0.0222628,0.0216244,0.0089505,0.0342155,0.00631136,0.0339681,0.103306,0.0412992,0,0,0.0118452,0,0.00705866,0.00486347,0.0555183,0.0541246,0.0266773,0.0957544,0.0248077,0.0322205,0.045094,0.0251527,0.0440631,0.0582177,0.0438153,0.0207428,0.0237653,0.0405679,0.031023,0.02174,0.00487755,0.00384433,0.0236676,0.0424498,0,0,0,0,0,0,0,0,0,0
174,0.0476533,0.0274073,0,0,0,0,0,0,0.0421822,0.0159599,0.0341228,0.0549532,0,0,0.0243998,0,0.0354586,0.0107158,0.0358317,0.033635,0.016824,0.0107957,0.0439449,0.0353832,0.0134499,0.0219906,0.0148396,0.0408475,0.00602801,0.00998034,0.0166086,0.0198939,0.0374938,0.0225245,0.021679,0.00895264,0.0339089,0.00630412,0.0330239,0.10205,0.0419313,0,0,0.0122728,0,0.00713092,0.00493933,0.0553058,0.052997,0.0266582,0.0950512,0.0241797,0.0326251,0.0447823,0.0250307,0.0439189,0.0578469,0.0433203,0.0207483,0.0233615,0.0400355,0.0310596,0.0221725,0.00491586,0.0038389,0.0238196,0.0430281,0,0,0,0,0,0,0,0,0,0
175,0.0480526,0.0275169,0,0,0,0,0,0,0.0453572,0.0159394,0.0365935,0.0536319,0,0,0.0249262,0,0.0353872,0.0108348,0.0361869,0.0361428,0.0175203,0.0107763,0.0426906,0.0352947,0.0142649,0.0229027,0.0168593,0.0418359,0.0042815,0.0101322,0.0162077,0.0210956,0.0405321,0.0228559,0.0216921,0.00883418,0.0338095,0.00626283,0.0326364,0.100695,0.0423579,0,0,0.0126385,0,0.00716628,0.00504427,0.0550391,0.0520641,0.0266416,0.0943332,0.0237835,0.0329927,0.0445197,0.0248374,0.0438056,0.0573261,0.0428086,0.0207733,0.0229571,0.0395511,0.0313872,0.0226289,0.00500702,0.00388987,0.0239928,0.0434042,0,0,0,0,0,0,0,0,0,0
176,0.0483938,0.0275951,0,0,0,0,0,0,0.0477295,0.0159122,0.038341,0.0537892,0,0,0.0256034,0,0.0353983,0.0109656,0.03604,0.0372991,0.0176823,0.0110487,0.0416148,0.035145,0.0155988,0.0241844,0.0190888,0.0428964,0.00361159,0.0108038,0.0157669,0.0222565,0.0423651,0.0230795,0.0217037,0.00886068,0.033581,0.00616879,0.0320214,0.100184,0.0427711,0,0,0.0129123,0,0.00715885,0.00522825,0.0550815,0.0514194,0.0268441,0.0941718,0.0236915,0.033361,0.0444718,0.0246208,0.0437229,0.0571932,0.0427322,0.0206016,0.0226997,0.0393303,0.0322551,0.0231895,0.00519901,0.0039998,0.02408,0.0437286,0,0,0,0,0,0,0,0,0,0
177,0.048792,0.0277311,0,0,0,0,0,0,0.0496124,0.0159458,0.0402541,0.0539524,0,0,0.0261875,0,0.0353673,0.0110726,0.0357788,0.0380778,0.0180525,0.0112897,0.040785,0.0350063,0.016884,0.0254161,0.0211977,0.0442235,0.00379005,0.011719,0.0153573,0.023537,0.0437349,0.0232748,0.021666,0.00891447,0.0331634,0.00609042,0.0312078,0.0997261,0.0431748,0,0,0.0130344,0,0.00713867,0.00540573,0.0551992,0.050662,0.0271098,0.0941255,0.0235516,0.0336868,0.044418,0.0245294,0.0436506,0.0571977,0.0427846,0.0205534,0.0225567,0.0391425,0.0331638,0.023702,0.00535536,0.0041335,0.0241472,0.0440464,0,0,0,0,0,0,0,0,0,0
178,0.0492543,0.0278863,0,0,0,0,0,0,0.0513779,0.0159526,0.0421733,0.0537973,0,0,0.0265975,0,0.0353878,0.0112284,0.0355379,0.0388228,0.0184941,0.0113956,0.0399411,0.0349088,0.0180567,0.0264566,0.0229395,0.045603,0.00434002,0.0128341,0.0153537,0.0247422,0.0447895,0.023478,0.0216476,0.00899442,0.0331931,0.00596198,0.0307166,0.0989542,0.0436177,0,0,0.0131181,0,0.00707498,0.0056124,0.0552528,0.0502272,0.0273885,0.0938488,0.0234318,0.0341007,0.0444066,0.0243932,0.0434762,0.0571095,0.0426625,0.0205294,0.0222738,0.0389111,0.0342598,0.0241263,0.00550747,0.00429859,0.0242558,0.044397,0,0,0,0,0,0,0,0,0,0
179,0.0495618,0.0280417,0,0,0,0,0,0,0.0526644,0.0159328,0.0438247,0.0533591,0,0,0.0267032,0,0.0354606,0.0113754,0.0354118,0.0393553,0.0189134,0.0115004,0.0390601,0.0348163,0.0191803,0.0272066,0.0243039,0.0465533,0.00557534,0.0141012,0.0156285,0.0257774,0.0457461,0.0235268,0.0216837,0.00904616,0.0336319,0.00585397,0.0304435,0.0978437,0.0439845,0,0,0.0133176,0,0.00703231,0.00585667,0.0551882,0.0499443,0.0276232,0.0933827,0.0233894,0.0345101,0.0443224,0.0241838,0.043229,0.056958,0.0423371,0.0203241,0.0217416,0.0385117,0.0355734,0.0245044,0.00566896,0.00441816,0.0243203,0.0446592,0,0,0,0,0,0,0,0,0,0
180,0.0496836,0.0282085,0,0,0,0,0,0,0.0531526,0.0159181,0.0441417,0.0527833,0,0,0.0266007,0,0.0355855,0.0114615,0.0354446,0.0397609,0.0192682,0.0118073,0.0381507,0.0346078,0.0203068,0.027561,0.0254178,0.0469364,0.00716286,0.015026,0.0161337,0.026651,0.0462393,0.0233955,0.0217493,0.0090334,0.0342321,0.00580094,0.0302656,0.0966071,0.0442293,0,0,0.0137379,0,0.00703371,0.00605746,0.0550603,0.0497916,0.0278539,0.0929333,0.0232728,0.0348232,0.0441361,0.023947,0.0430188,0.0568139,0.0420055,0.0200145,0.021214,0.0381129,0.0371955,0.0248082,0.00579385,0.00448912,0.024295,0.0447795,0,0,0,0,0,0,0,0,0,0
181,0.0496535,0.0282194,0,0,0,0,0,0,0.0531072,0.0159542,0.0427919,0.0521682,0,0,0.0265246,0,0.0355679,0.0115543,0.0355975,0.0401548,0.019517,0.0123107,0.0372958,0.0342266,0.0212654,0.0277387,0.0262747,0.0469145,0.00825371,0.0153359,0.016447,0.0272927,0.0461883,0.0231844,0.0217557,0.00910515,0.0348499,0.00578532,0.0301917,0.0954499,0.0443125,0,0,0.0142802,0,0.0070781,0.00624228,0.0549671,0.0498482,0.0281092,0.0926245,0.023118,0.034986,0.0440799,0.02375,0.0429004,0.0566283,0.041836,0.0197453,0.0209,0.0378789,0.0389382,0.0250937,0.00591954,0.00453869,0.0241535,0.0447737,0,0,0,0,0,0,0,0,0,0
182,0.0491932,0.0280406,0,0,0,0,0,0,0.0589301,0.0160115,0,0.0512305,0,0,0.0264807,0,0.0354967,0.0116098,0.035743,0.0464325,0.0195187,0.0123688,0.0368526,0.0337303,0.0219007,0.0285222,0.0269186,0.0465968,0.00923141,0.0170101,0,0.0263548,0.0515239,0.0228873,0.0217433,0.00909923,0.0353001,0.00569154,0.0298986,0.0943998,0.0439281,0,0,0.0145415,0,0.00701371,0.00631491,0.054957,0.0498681,0.0283607,0.092413,0.0231303,0.0347639,0.0441213,0.0236274,0.0428841,0.056514,0.0418522,0.0195547,0.0207894,0.0377549,0.0405464,0.0250929,0.00610677,0.00462024,0.0239246,0.0444168,0,0,0,0,0,0,0,0,0,0
183,0.0491617,0.0279722,0,0,0,0,0,0,0.057582,0.0160143,0,0.0506896,0,0,0.0267493,0,0.0354896,0.0117604,0.03573,0.0448718,0.019805,0.0130379,0.0361123,0.0335322,0.022415,0.0289361,0.0273831,0.0466486,0.00968334,0.0169476,0.0191504,0.0265552,0.0497367,0.0228071,0.0217498,0.00902556,0.0358507,0.00548402,0.029807,0.0933122,0.044011,0,0,0.015176,0,0.00692155,0.00668819,0.0549294,0.0500295,0.0286602,0.0922423,0.0231658,0.0349111,0.0441349,0.0236081,0.0429251,0.0565569,0.0417525,0.019257,0.0206022,0.0375364,0.0419672,0.0255639,0.00635233,0.00474094,0.0237455,0.0444511,0,0,0,0,0,0,0,0,0,0
184,0.0487238,0.0277814,0,0,0,0,0,0,0.0584332,0.016037,0,0.0498778,0,0,0.026984,0,0.0353965,0.0119429,0.035474,0.0453809,0.0197214,0.0128259,0.035815,0.0330626,0.0224412,0.0286057,0.0273686,0.0466454,0.00955165,0.0171433,0,0.0263002,0.050279,0.0226322,0.0216985,0.00897033,0.0367608,0.00535931,0.030136,0.0919954,0.0436627,0,0,0.0155841,0,0.00687852,0.00707111,0.05502,0.050596,0.0289597,0.092065,0.0234318,0.0348518,0.0440516,0.0235718,0.0429614,0.0566092,0.0416287,0.018982,0.0205357,0.0375256,0.0435433,0.0258479,0.00652572,0.0047871,0.0235134,0.0440771,0,0,0,0,0,0,0,0,0,0
185,0.0487793,0.0277404,0,0,0,0,0,0,0.0515235,0.0159992,0.0413433,0.0495819,0,0,0.0273085,0,0.0354811,0.0121726,0.0352065,0.0393153,0.0198807,0.0132205,0.0352094,0.0328464,0.022335,0.0272201,0.0267528,0.0468398,0.00900045,0.0153893,0.0173331,0.0272552,0.0437838,0.0227396,0.021733,0.0089954,0.0376575,0.00512687,0.0305544,0.0907841,0.0438473,0,0,0.0162574,0,0.00678387,0.00759938,0.0550646,0.0509466,0.0293883,0.0920426,0.0236087,0.0352407,0.0439839,0.0236566,0.0430919,0.0567586,0.0415741,0.0186045,0.0204513,0.0374175,0.0451427,0.0265272,0.00672835,0.0048881,0.0233268,0.044021,0,0,0,0,0,0,0,0,0,0
186,0.0482441,0.0274332,0,0,0,0,0,0,0.0511906,0.0159853,0.0417374,0.0489935,0,0,0.0272683,0,0.035537,0.0122557,0.0350864,0.041057,0.019613,0.0127309,0.0351344,0.0324115,0.0216728,0.0264975,0.0259131,0.046679,0.00819301,0.0144926,0.0165738,0.0268766,0.0439136,0.0226173,0.021789,0.0090219,0.0386043,0.00499904,0.0310298,0.0895848,0.0435078,0,0,0.0165801,0,0.00668987,0.00791313,0.0551975,0.0514638,0.0298034,0.0920357,0.0238608,0.0353314,0.0441183,0.0237382,0.0432503,0.0569164,0.0418636,0.0182231,0.0204918,0.0374603,0.0469987,0.0268405,0.0069178,0.00501128,0.0230453,0.0434607,0,0,0,0,0,0,0,0,0,0
187,0.0475596,0.0270375,0,0,0,0,0,0,0.0522784,0.0159598,0.0422855,0.0485753,0,0,0.0270984,0,0.0355706,0.0122805,0.0352583,0.043902,0.0191733,0.0122947,0.0353333,0.0318424,0.0203618,0.0254662,0.024703,0.0465479,0.00697418,0.013291,0.0154253,0.0264272,0.0452187,0.0224484,0.0218172,0.00906174,0.0395858,0.00493762,0.0316257,0.0885669,0.0429714,0,0,0.0168471,0,0.00673121,0.00812579,0.0553415,0.0521017,0.0302436,0.0920646,0.0242507,0.0354548,0.0443094,0.0238584,0.0434709,0.0571457,0.042225,0.0177777,0.0205735,0.0375723,0.0488982,0.0271171,0.00721474,0.00511291,0.0226965,0.0428933,0,0,0,0,0,0,0,0,0,0
188,0.0468343,0.0266249,0,0,0,0,0,0,0.0533974,0.0159243,0.0442192,0.0483605,0,0,0.0269712,0,0.0356029,0.0123569,0.0356781,0.0463275,0.018718,0.0119172,0.0353445,0.0311825,0.0188044,0.0240468,0.0232195,0.0464151,0.00522677,0.0121195,0.014478,0.0262363,0.0470134,0.0222982,0.0218475,0.00902694,0.0407289,0.00482223,0.0326843,0.0876996,0.0424415,0,0,0.0172847,0,0.00674665,0.00843446,0.0555563,0.0530822,0.0309261,0.0922529,0.0241044,0.0356747,0.0443714,0.0240017,0.0437663,0.0575506,0.0427542,0.0173349,0.0207971,0.0378529,0.0509316,0.0274799,0.00752953,0.00526041,0.0222929,0.0422621,0,0,0,0,0,0,0,0,0,0
189,0.0463583,0.0262939,0,0,0,0,0,0,0.0522055,0.01587,0.0457248,0.0485725,0,0,0.0271106,0,0.0356238,0.0125003,0.0361697,0.0475102,0.0187179,0.0119546,0.0350881,0.0308541,0.0175582,0.0213731,0.0211256,0.0464315,0.00533826,0,0.0147094,0.0262813,0.0478973,0.0224263,0.0218574,0.00899333,0.0418004,0.00459599,0.0340557,0.0869712,0.0422435,0,0,0.0179971,0,0.00665413,0.00892069,0.0556195,0.0540144,0.0315765,0.092408,0.0238628,0.0360804,0.0444012,0.0242136,0.0441036,0.0580659,0.0433034,0.016967,0.0210688,0.0381662,0.0529811,0.027988,0.00778084,0.00542613,0.0218341,0.0417048,0,0,0,0,0,0,0,0,0,0
190,0.0457325,0.0258997,0,0,0,0,0,0,0.051939,0.0158644,0.0470381,0.0486958,0,0,0.0272924,0,0.0355894,0.0125974,0.0365246,0.048217,0.0189109,0.0123023,0.0349459,0.0306687,0.0166525,0.0202608,0.0195701,0.045511,0.00522301,0,0.0150984,0.0261401,0.0484712,0.0226195,0.0218741,0.00898318,0.0428167,0.00436198,0.0350727,0.0862958,0.0420865,0,0,0.0187481,0,0.0065798,0.00944891,0.0554627,0.0549131,0.032066,0.0924402,0.023568,0.0364631,0.0447449,0.0243982,0.0444387,0.0585277,0.0438782,0.0167119,0.0213706,0.038568,0.0547381,0.0285348,0.00793535,0.00554969,0.0212679,0.041122,0,0,0,0,0,0,0,0,0,0
191,0.044872,0.02542,0,0,0,0,0,0,0.0522156,0.0158807,0.0474791,0.0486973,0,0,0.0275482,0,0.035528,0.012642,0.0366689,0.0483681,0.0190754,0.0142824,0.0349237,0.030473,0.0159946,0.020936,0.0192795,0.0439914,0.00449956,0.0122203,0.0151786,0.0257801,0.0484385,0.0227854,0.0219015,0.00891714,0.0437118,0.00418479,0.0362317,0.0857206,0.0419106,0,0,0.0195979,0,0.00659777,0.00998857,0.0552026,0.0555978,0.0324108,0.0924196,0.0231202,0.0368874,0.0448807,0.0245478,0.044691,0.058985,0.044458,0.0164648,0.0216804,0.0388767,0.0560255,0.0291746,0.00821275,0.00563939,0.0206493,0.0404969,0,0,0,0,0,0,0,0,0,0
192,0.044537,0.0250717,0,0,0,0,0,0,0.0506692,0.0158051,0.0466359,0.0488198,0,0,0.0281699,0,0.0355042,0.0127921,0.0363613,0.048179,0.0195261,0.0151687,0.0347186,0.0304019,0.0157595,0.0214321,0.0195173,0.0432862,0.00447754,0.0122516,0.0156528,0.0253285,0.0476312,0.0231328,0.0219191,0.0088263,0.0444758,0.00394411,0.0374546,0.0852416,0.0420609,0,0,0.0208017,0,0.00661584,0.0106291,0.0549815,0.0557946,0.0327814,0.0924016,0.0226362,0.0375631,0.0450865,0.0247447,0.0449568,0.0596077,0.0449551,0.0162087,0.0219547,0.0389782,0.0571659,0.0301497,0.00853019,0.00574397,0.0202493,0.040075,0,0,0,0,0,0,0,0,0,0
193,0.029848,0.0205502,0,0,0,0,0,0,0.0462239,0.0173143,0.0412754,0.065315,0,0,0.0160179,0,0.0316173,0.00846969,0.0327202,0.042532,0.016831,0.0150494,0.0660942,0.0227405,0.017752,0.0236561,0.0203706,0.0425237,0.00550879,0.011409,0.0161118,0.0229001,0.0417067,0.0153698,0.0203558,0.0070617,0.040774,0.00794686,0.0309993,0.101465,0.0245531,0,0,0.0207435,0,0.00758123,0.0078799,0.0528912,0.043867,0,0.0822468,0.0692901,0.0246325,0.0396861,0.0267307,0.0451306,0.0539963,0.0400651,0.0180704,0.0181863,0.0331529,0.0506209,0.0155842,0.00335638,0.00368797,0.0253742,0.0257682,0,0,0,0,0,0,0,0,0,0
194,0.0440806,0.0247114,0,0,0,0,0,0,0.0477215,0.0153947,0.0444007,0.0493779,0,0,0.0285348,0,0.0353439,0.0131676,0.0347518,0.0463806,0.0207087,0.0121893,0.036239,0.031137,0.0163672,0.0231987,0.0209024,0.0436142,0.00441777,0.012572,0.016246,0.0243531,0.044805,0.0245316,0.0219007,0.00893774,0.0467382,0.00296774,0.0395837,0.0852476,0.0424966,0,0,0.0215105,0,0.00675017,0.0109586,0.0548626,0.0551597,0.0338747,0.0918639,0.0221499,0.0398853,0.0458881,0.0252521,0.0457786,0.0607424,0.0452907,0.0157319,0.0221651,0.0386537,0.0599911,0.0319347,0.00820409,0.00640801,0.0200683,0.0388385,0,0,0,0,0,0,0,0,0,0
195,0.0439577,0.0245865,0,0,0,0,0,0,0.0472965,0.0152708,0.0437219,0.0483676,0,0,0.0293461,0,0.0356158,0.0132627,0.0342755,0.0452396,0.0209122,0.0100422,0.0357373,0.0314861,0.0168475,0.0233561,0.0214157,0.043635,0.00433912,0.0129272,0.0164652,0.023604,0.0438999,0.0251753,0.0220066,0.00895103,0.0474004,0.00271187,0.0399848,0.084201,0.0425878,0,0,0.0231353,0,0.00659013,0.0117499,0.0548287,0.0539868,0.0338612,0.0905602,0.0213103,0.0400787,0.0459441,0.0255567,0.0462625,0.0606357,0.045093,0.0155917,0.0219731,0.0380533,0.0606608,0.0327899,0.00883316,0.00645118,0.0197223,0.0385282,0,0,0,0,0,0,0,0,0,0
196,0.0439757,0.0246803,0,0,0,0,0,0,0.0470139,0.0151454,0.0429743,0.047458,0,0,0.0296387,0,0.0357813,0.0131455,0.0340793,0.0436588,0.0209469,0.00858007,0.0355635,0.0317583,0.0170391,0.0229475,0.021326,0.0432845,0.00413525,0.0131401,0.0168319,0.0225107,0.042722,0.0255504,0.022097,0.00904586,0.0479885,0.00253369,0.0402508,0.0835465,0.0427434,0,0,0.0242024,0,0.00654508,0.0121815,0.0549298,0.0524189,0.0339647,0.0889993,0.020648,0.0404172,0.0457978,0.0259547,0.0468909,0.0606335,0.0448573,0.0153658,0.0217557,0.0373252,0.0613981,0.0333434,0.00921755,0.00651771,0.0195533,0.0383717,0,0,0,0,0,0,0,0,0,0
197,0.0287076,0.0204021,0,0,0,0,0,0,0.0447534,0.0169755,0.037882,0.0640072,0,0,0.0158224,0,0.0316275,0.0078339,0.0311547,0.0367391,0.0178846,0.00993929,0.0645776,0.0228387,0.0187785,0.0233944,0.0210092,0.0417924,0.00632662,0.0135797,0.017451,0.0192185,0.0383574,0.0162316,0.0204276,0.00703044,0.0438479,0.00727026,0.033015,0.0988551,0.0242225,0,0,0.0169773,0,0.00697479,0.00683132,0.0534124,0.0397848,0,0.0770081,0.0663994,0.0254873,0.0393112,0.0283886,0.0474777,0.0537979,0.039623,0.0165955,0.0180377,0.0315466,0.0566609,0.0157977,0.00327954,0.00393523,0.0249124,0.0233139,0,0,0,0,0,0,0,0,0,0
198,0.0440462,0.0246898,0,0,0,0,0,0,0.0456631,0.0149202,0.0404563,0.0468183,0,0,0.0287915,0,0.0359614,0.0128819,0.0342145,0.0389346,0.0207431,0.00889107,0.0366655,0.032223,0.0165596,0.0215732,0.0201796,0.0421875,0.00490275,0.0143992,0.0174542,0.0201848,0.0406893,0.0258003,0.022219,0.00917156,0.0486969,0.0020804,0.0407611,0.0839215,0.0431835,0,0,0.0237464,0,0.0068038,0.0116359,0.0553139,0.0485131,0.0345088,0.0859157,0.0196482,0.0417149,0.0456949,0.0269857,0.0483152,0.0610272,0.0436779,0.0145471,0.021034,0.0352681,0.0639362,0.0332366,0.00878041,0.00684819,0.0200199,0.0378124,0,0,0,0,0,0,0,0,0,0
199,0.0439833,0.024514,0,0,0,0,0,0,0.045234,0.014962,0.0393007,0.0459398,0,0,0.0292843,0,0.0362518,0.0130563,0.0346376,0.0362046,0.0204216,0.00993974,0.035819,0.0321243,0.0160838,0.021224,0.0196285,0.0416823,0.0055778,0.014796,0.0176623,0.0194731,0.0402181,0.0256549,0.0223801,0.00923264,0.0478398,0.00220064,0.0401952,0.0834062,0.0430834,0,0,0.0252676,0,0.00665951,0.012344,0.0554828,0.0468037,0.0342579,0.0837176,0.0185059,0.0412326,0.04557,0.0275068,0.0490262,0.061027,0.0425374,0.0141291,0.0205493,0.0336976,0.0639839,0.0332958,0.00960058,0.00678162,0.0197031,0.0378862,0,0,0,0,0,0,0,0,0,0
200,0.0441169,0.0246311,0,0,0,0,0,0,0.0457867,0.015011,0.038456,0.0456616,0,0,0.0293954,0,0.036352,0.0131237,0.0349882,0.0335628,0.0201335,0.0103588,0.0358934,0.0320611,0.0157799,0.0203351,0.0195647,0.04146,0.00604685,0.0147375,0.0177036,0.0190189,0.0402625,0.0252234,0.0224759,0.00924889,0.0469192,0.00230395,0.0400188,0.0836372,0.0429092,0,0,0.0255746,0,0.00659366,0.0125818,0.0558405,0.0455995,0.0340861,0.0816954,0.0176864,0.0407167,0.0455482,0.0280782,0.0498331,0.0611984,0.0413074,0.0135298,0.0198734,0.0320574,0.0637161,0.0329459,0.0100567,0.00668071,0.0196388,0.0381725,0,0,0,0,0,0,0,0,0,0
201,0.0442124,0.0247904,0,0,0,0,0,0,0.0467416,0.0149625,0.0379417,0.0457423,0,0,0.029265,0,0.036336,0.0131736,0.0351886,0.0312715,0.0198936,0.00991419,0.0367005,0.0318069,0.0157462,0.0197862,0.0198928,0.0414387,0.00630253,0.0141928,0.0176627,0.0188321,0.0407829,0.0245591,0.0224751,0.00925049,0.0456699,0.00231671,0.039924,0.0842269,0.0424732,0,0,0.0247911,0,0.00644986,0.0123017,0.0561592,0.0454277,0.0338221,0.0797464,0.0171274,0.0400722,0.0455345,0.0285416,0.0502745,0.0614149,0.0401089,0.0129508,0.0190199,0.0304839,0.0615058,0.0321394,0.0100076,0.00656431,0.0197543,0.0384658,0,0,0,0,0,0,0,0,0,0
