Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,
58,0.0500144,0.0279732,0,0,0,0,0,0,0.0505553,0.014907,0.0410187,0.0550433,0,0,0.0266184,0,0.0364287,0.0122441,0.0355805,0.0387403,0.0222376,0.0122413,0.0360655,0.0332961,0.0208799,0.027645,0.0277604,0.0454534,0.0133043,0.018394,0.0181996,0.0288379,0.0420933,0.0215038,0.0219214,0.0094441,0.0349383,0.00509357,0.0325482,0.0971467,0.0450794,0,0,0.0162631,0,0.00597616,0.00819953,0.0542623,0.0509794,0.029533,0.0925652,0.0233714,0.0382432,0.0453604,0.023752,0.042281,0.0574943,0.0430962,0.0190673,0.0224933,0.0396007,0.0374859,0.0277116,0.00574038,0.00374341,0.0240443,0.0439347,0,0,0,0,0,0,0,0,0,0
59,0.049327,0.0275704,0,0,0,0,0,0,0.0511271,0.0149847,0.0410122,0.0547316,0,0,0.0263495,0,0.0363474,0.0123369,0.0356466,0.0390523,0.021859,0.0119413,0.0360149,0.0328254,0.0204906,0.0267751,0.0268185,0.045408,0.0119791,0.0172738,0.0173532,0.0282961,0.042289,0.0211509,0.0218837,0.00932173,0.0354761,0.00497394,0.0327868,0.0967168,0.0444023,0,0,0.0163325,0,0.00586185,0.00824848,0.054165,0.0511636,0.0298793,0.0925089,0.0234695,0.037644,0.0455248,0.023559,0.0422025,0.0576092,0.042947,0.0186699,0.0223038,0.039336,0.0389173,0.0274223,0.00586541,0.00383958,0.0235403,0.0432856,0,0,0,0,0,0,0,0,0,0
60,0.048343,0.0270064,0,0,0,0,0,0,0.0522279,0.0150519,0.040994,0.0545074,0,0,0.0259967,0,0.0363139,0.0123656,0.0359305,0.0408321,0.0213296,0.0115168,0.0361109,0.0321452,0.0200479,0.025233,0.0254141,0.0451171,0.0101914,0.0157482,0.0162233,0.027631,0.0432002,0.0207324,0.0218547,0.00909817,0.0360716,0.00491508,0.0331554,0.0963044,0.0434585,0,0,0.0163049,0,0.00578096,0.00846014,0.0541458,0.0515285,0.0303195,0.0926156,0.0236377,0.0369266,0.0457428,0.0233989,0.0422067,0.0578183,0.0429393,0.018237,0.0221974,0.0392249,0.0404213,0.02703,0.00594961,0.00390057,0.0229846,0.0424253,0,0,0,0,0,0,0,0,0,0
61,0.0472678,0.0263983,0,0,0,0,0,0,0.0540601,0.0151548,0.0415663,0.054213,0,0,0.0257549,0,0.0361688,0.0124139,0.0364373,0.0433331,0.0208413,0.0109886,0.0362001,0.0313581,0.0189856,0.0230595,0.0236135,0.0446964,0.0080636,0.0139928,0.0149273,0.0269142,0.0449248,0.0203684,0.0218004,0.00896929,0.0366664,0.00486072,0.0334723,0.0956877,0.042431,0,0,0.0161641,0,0.00570438,0.00862326,0.0541456,0.0517158,0.0307596,0.0926064,0.0238329,0.0362461,0.0459302,0.0233412,0.0422884,0.0580379,0.0429232,0.0177742,0.0220847,0.0390509,0.0418655,0.0266392,0.00601542,0.00395462,0.0224556,0.0414936,0,0,0,0,0,0,0,0,0,0
62,0.0462345,0.0257846,0,0,0,0,0,0,0.055295,0.015259,0.0430391,0.053845,0,0,0.0257489,0,0.0359905,0.0125642,0.03693,0.0449875,0.0206358,0.0105018,0.0362393,0.0306271,0.0174929,0.021355,0.0216639,0.0444482,0.006226,0.0126474,0.0139374,0.0263379,0.0463448,0.0201799,0.0217525,0.00894575,0.0372596,0.00479124,0.0337067,0.0948587,0.0414599,0,0,0.0161745,0,0.00565621,0.0087587,0.0541541,0.0517363,0.0312123,0.092395,0.0241241,0.0357171,0.0460552,0.0233762,0.0424127,0.0582297,0.0428861,0.0173215,0.0219442,0.0388544,0.0433322,0.0264108,0.00608222,0.00402606,0.0220475,0.0406086,0,0,0,0,0,0,0,0,0,0
63,0.0453151,0.0252379,0,0,0,0,0,0,0.0553212,0.0153235,0.0450128,0.0534224,0,0,0.0260671,0,0.035814,0.0127758,0.0372344,0.0455534,0.0208779,0.0101601,0.0361263,0.0301254,0.0163212,0.0204304,0.0200426,0.0439911,0.0052954,0.0123026,0.0138784,0.025958,0.0469478,0.0203297,0.0217108,0.00889112,0.0379598,0.00465982,0.0340404,0.0939506,0.0406831,0,0,0.0165063,0,0.00562144,0.00895296,0.0541355,0.0518295,0.031668,0.0920517,0.0244084,0.0353388,0.0461261,0.0234695,0.0425764,0.0583905,0.0429026,0.0169193,0.0218154,0.0386985,0.0449214,0.0264581,0.00615709,0.00415316,0.0216833,0.0398599,0,0,0,0,0,0,0,0,0,0
64,0.0444415,0.0246912,0,0,0,0,0,0,0.0545753,0.0153597,0.0462298,0.0529878,0,0,0.0265925,0,0.0356142,0.0129164,0.0374244,0.0456443,0.0213171,0.0106582,0.0359696,0.0298033,0.0158671,0.0201181,0.019218,0.0430183,0.00522401,0.012968,0.0146564,0.0255693,0.0467671,0.0207339,0.0216544,0.00874796,0.0388235,0.00446713,0.0346262,0.0930813,0.0400914,0,0,0.017001,0,0.00556984,0.00929146,0.0539866,0.05197,0.0319466,0.0916647,0.0246061,0.0351845,0.0461765,0.0236109,0.0427692,0.0585421,0.0429921,0.0165885,0.0217341,0.0385687,0.0465989,0.0268003,0.00632781,0.00435357,0.0211743,0.039118,0,0,0,0,0,0,0,0,0,0
65,0.0436436,0.0241307,0,0,0,0,0,0,0.0530843,0.0153247,0.0458894,0.0525388,0,0,0.0271361,0,0.0356317,0.0129247,0.0374358,0.0454632,0.0218396,0.012046,0.0358278,0.0296257,0.0159711,0.0203271,0.0193572,0.0417978,0.00556022,0.0139438,0.0155412,0.0251064,0.0457283,0.021289,0.0216674,0.00858273,0.0398625,0.00422041,0.0354055,0.0922868,0.0396398,0,0,0.0175774,0,0.005485,0.00985218,0.0538246,0.0520264,0.0320725,0.0913207,0.0247657,0.0352307,0.0462337,0.0237902,0.0429998,0.0587328,0.0432095,0.0163117,0.0216912,0.0384569,0.0483683,0.0273679,0.00654262,0.00458498,0.0205683,0.0383513,0,0,0,0,0,0,0,0,0,0
66,0.0428472,0.0235959,0,0,0,0,0,0,0.0511291,0.0152604,0.0447602,0.0520936,0,0,0.0276526,0,0.0357956,0.013,0.0371665,0.0451673,0.0223591,0.0127926,0.0357642,0.0294321,0.0163776,0.0212186,0.0203411,0.0408859,0.00582536,0.0146684,0.0161408,0.024628,0.0442116,0.0217884,0.0217575,0.00854291,0.040991,0.00394431,0.0362681,0.0915065,0.0392523,0,0,0.0183873,0,0.00539773,0.0104321,0.0536514,0.0518439,0.0321254,0.0910571,0.0249177,0.0354398,0.0462843,0.0239924,0.0432477,0.0589319,0.0435149,0.0160758,0.0216482,0.0383237,0.0502054,0.0280496,0.00683138,0.00482235,0.0199542,0.0375195,0,0,0,0,0,0,0,0,0,0
67,0.0419683,0.0230504,0,0,0,0,0,0,0.0492687,0.0152494,0.043554,0.0517399,0,0,0.0280009,0,0.0358099,0.0133292,0.0366352,0.0447434,0.022812,0.011727,0.0359721,0.0292001,0.0169985,0.0224403,0.0216662,0.0406615,0.00628309,0.0151564,0.0165201,0.0241978,0.042702,0.0221203,0.0217867,0.00855858,0.0422012,0.00370247,0.0370345,0.0907015,0.0388158,0,0,0.0190095,0,0.00530083,0.0108764,0.0532448,0.051188,0.0320308,0.0906944,0.0252461,0.0355955,0.0463471,0.0242072,0.0435503,0.0591065,0.0437134,0.015881,0.0214745,0.0380235,0.0519971,0.0286,0.00705236,0.0050164,0.0192813,0.0366122,0,0,0,0,0,0,0,0,0,0
68,0.040999,0.0224992,0,0,0,0,0,0,0.0478899,0.0152696,0.0424845,0.0513399,0,0,0.0282269,0,0.0357229,0.0133911,0.0359117,0.0440536,0.0231745,0.00938648,0.0363135,0.0290502,0.0177721,0.0235694,0.022836,0.0409605,0.00703982,0.0154041,0.016835,0.0238109,0.0413561,0.0223685,0.0217804,0.0084835,0.043441,0.00350034,0.0376437,0.0899213,0.0382704,0,0,0.0196167,0,0.005243,0.01118,0.0526497,0.0501212,0.0318959,0.0901154,0.0254547,0.0356697,0.0464483,0.02438,0.0439291,0.0593332,0.043825,0.0157101,0.0212391,0.0375921,0.053797,0.0290526,0.0072136,0.00516767,0.018586,0.0357125,0,0,0,0,0,0,0,0,0,0
69,0.0400136,0.0219627,0,0,0,0,0,0,0.047497,0.0152921,0.0416718,0.0507421,0,0,0.0284547,0,0.0356006,0.013238,0.0352422,0.0432596,0.0234077,0.00712473,0.0364676,0.0289906,0.0183641,0.0245103,0.0232734,0.041248,0.00730772,0.0157027,0.0171125,0.02331,0.0406902,0.0228007,0.0217629,0.0083194,0.0445879,0.00327219,0.0382203,0.0891017,0.0377735,0,0,0.0205125,0,0.0052088,0.0114781,0.0522395,0.0487424,0.0318635,0.0892845,0.0252377,0.0357584,0.0464983,0.0246029,0.0443873,0.0595719,0.043935,0.015562,0.0210802,0.0371356,0.0559039,0.0296258,0.00735298,0.00528881,0.0179808,0.0349302,0,0,0,0,0,0,0,0,0,0
70,0.0391134,0.0215148,0,0,0,0,0,0,0.0480301,0.0153131,0.0411753,0.0500078,0,0,0.0287387,0,0.0355462,0.0133605,0.0347612,0.0422203,0.0235161,0.00554477,0.0363102,0.0288684,0.0185125,0.0245568,0.0228119,0.0410716,0.00705368,0.0160149,0.0172118,0.0225369,0.0407568,0.0232482,0.0217523,0.00822108,0.0456849,0.00299504,0.0388419,0.0882222,0.0374478,0,0,0.0218019,0,0.00520076,0.0119189,0.0520674,0.0474026,0.0321015,0.0882279,0.0243329,0.0360409,0.0464908,0.0248605,0.0450062,0.0598409,0.044064,0.0154312,0.0209998,0.0367605,0.058092,0.0304372,0.00751421,0.00545917,0.0175012,0.034301,0,0,0,0,0,0,0,0,0,0
71,0.0384938,0.0213473,0,0,0,0,0,0,0.048955,0.0153173,0.0406904,0.0490651,0,0,0.029239,0,0.0355817,0.013604,0.0344673,0.0406505,0.0235719,0.00483149,0.035456,0.0287435,0.0181423,0.0235922,0.0216541,0.0405479,0.00663831,0.01628,0.0172203,0.0214851,0.0411465,0.0235738,0.0217806,0.00825431,0.0467025,0.00260716,0.0396102,0.0871744,0.0374484,0,0,0.0237988,0,0.00525474,0.0127235,0.0522335,0.0463766,0.0330636,0.0870829,0.0220604,0.0365983,0.0465048,0.0251702,0.0457273,0.0602102,0.0441622,0.0152666,0.0210314,0.0364525,0.060325,0.0317105,0.00780977,0.00575279,0.0172122,0.033858,0,0,0,0,0,0,0,0,0,0
72,0.0378739,0.0210786,0,0,0,0,0,0,0.0496682,0.0153206,0.0397821,0.0483468,0,0,0.0295509,0,0.0354772,0.013631,0.0343609,0.0383501,0.0232394,0.00609773,0.034972,0.0285998,0.0176003,0.0223687,0.0202539,0.0400265,0.00624952,0.0163931,0.0172392,0.0202975,0.041339,0.0238374,0.0217803,0.00824543,0.0472957,0.00235865,0.0401234,0.086367,0.0371636,0,0,0.0253224,0,0.00528292,0.0133679,0.0523445,0.0450235,0.0335162,0.0855309,0.0205254,0.036718,0.0464825,0.0257065,0.0465051,0.0605201,0.043809,0.0150211,0.0208741,0.0356223,0.0620128,0.0325372,0.0080171,0.00596329,0.0168411,0.0333202,0,0,0,0,0,0,0,0,0,0
73,0.0372735,0.0207615,0,0,0,0,0,0,0.0501991,0.0152815,0.03854,0.0479132,0,0,0.029539,0,0.0355385,0.0134794,0.0343764,0.0354563,0.0227103,0.0084241,0.0349078,0.0283979,0.0171854,0.0210081,0.0191829,0.0397487,0.00600214,0.0164292,0.017185,0.0191743,0.0414671,0.0240157,0.0218228,0.00817175,0.0473329,0.00224704,0.0404691,0.0859303,0.0366296,0,0,0.0261501,0,0.00527551,0.0137087,0.0525115,0.0437406,0.0335835,0.0837293,0.0197533,0.0364991,0.0464652,0.0263983,0.0472527,0.0608138,0.0429756,0.0146317,0.0205192,0.0343281,0.0630314,0.0328504,0.00808097,0.00604468,0.016426,0.0327236,0,0,0,0,0,0,0,0,0,0
74,0.0368334,0.0205227,0,0,0,0,0,0,0.0508952,0.0152852,0.0372563,0.0476803,0,0,0.0293084,0,0.0355987,0.0135065,0.0343824,0.0323915,0.0220938,0.00995915,0.0351127,0.0281625,0.0169519,0.0198696,0.0188098,0.0399191,0.00607479,0.0163202,0.0170421,0.0183539,0.0418424,0.0239436,0.0218532,0.00803762,0.0466823,0.00221047,0.0405804,0.0858127,0.036053,0,0,0.026255,0,0.00526742,0.0137449,0.0529165,0.0433939,0.0336524,0.0819082,0.0191936,0.0361334,0.046484,0.0271483,0.047844,0.0611461,0.041889,0.014142,0.0201267,0.0328132,0.0626078,0.0326789,0.00812864,0.00605226,0.0160256,0.0321959,0,0,0,0,0,0,0,0,0,0
75,0.0365069,0.0203246,0,0,0,0,0,0,0.0518936,0.0153021,0.0365139,0.0474262,0,0,0.0289886,0,0.0354043,0.0134916,0.0342619,0.0298364,0.0214548,0.00981794,0.0353412,0.0278104,0.0168227,0.0199021,0.0192439,0.0404155,0.00641522,0.0161426,0.0170486,0.0178908,0.0426027,0.0238815,0.0218015,0.007944,0.0457793,0.00223878,0.040796,0.0855874,0.0354277,0,0,0.0259118,0,0.00525277,0.0135992,0.0534986,0.0439537,0.0336718,0.080134,0.0185777,0.0356207,0.0464547,0.027799,0.0483817,0.0614493,0.0407438,0.0135786,0.0195788,0.0312725,0.0609574,0.032095,0.00811039,0.0059879,0.0156961,0.0317643,0,0,0,0,0,0,0,0,0,0
76,0.0362929,0.0201791,0,0,0,0,0,0,0.0528013,0.0153138,0.0361827,0.0470376,0,0,0.0286447,0,0.0352186,0.0134018,0.0340914,0.0278245,0.0208516,0.00850571,0.0355972,0.0273884,0.016928,0.0221059,0.0200965,0.040727,0.00691384,0.0158961,0.0172277,0.0176697,0.0433041,0.0235999,0.0217313,0.0079139,0.0447648,0.00231171,0.0411913,0.0852474,0.0348034,0,0,0.0252243,0,0.00522698,0.0133099,0.0542456,0.0450187,0.033567,0.0784592,0.0178982,0.0349964,0.046362,0.0284041,0.0487616,0.0616324,0.0395516,0.0129319,0.0187982,0.0297306,0.0579049,0.0311955,0.00805508,0.00588736,0.0155171,0.0314516,0,0,0,0,0,0,0,0,0,0
77,0.0360375,0.0199893,0,0,0,0,0,0,0.0536244,0.0153529,0.0356862,0.0464086,0,0,0.0281923,0,0.0351065,0.013211,0.0340531,0.0260595,0.0202799,0.00757268,0.03607,0.0268763,0.0177197,0.0233684,0.0208528,0.0404608,0.00729965,0.015417,0.017334,0.0175573,0.0438557,0.0230192,0.021678,0.00788504,0.0436158,0.00247101,0.0416707,0.0847974,0.0341031,0,0,0.0241306,0,0.00518475,0.0128634,0.0549126,0.046795,0.0332214,0.0767981,0.0172938,0.0341705,0.0461653,0.0288948,0.0490273,0.0616696,0.0384513,0.0123866,0.0180127,0.028393,0.0534824,0.0300276,0.00784791,0.00574776,0.0154961,0.0311978,0,0,0,0,0,0,0,0,0,0
78,0.0355688,0.0196552,0,0,0,0,0,0,0.054312,0.0154234,0.0350454,0.0457132,0,0,0.0275344,0,0.0349716,0.0130295,0.0341363,0.024656,0.0197478,0.00770224,0.037148,0.0261937,0.0195658,0.0234462,0.0209859,0.0398059,0.00755793,0.0147969,0.0172535,0.0175165,0.0444769,0.0222092,0.0216194,0.00783286,0.043023,0.00274498,0.0426732,0.0844942,0.0332164,0,0,0.0224524,0,0.00514786,0.0122225,0.0553943,0.0490316,0.0324197,0.0748412,0.0171496,0.033125,0.0458838,0.0293383,0.0494111,0.0615534,0.0374289,0.0118957,0.017162,0.0273259,0.0490371,0.0284798,0.0076006,0.00558258,0.0155339,0.0308303,0,0,0,0,0,0,0,0,0,0
79,0.0349385,0.0192475,0,0,0,0,0,0,0.0550674,0.0155347,0.034575,0.0450701,0,0,0.0267202,0,0.0347716,0.0128839,0.0341966,0.0237836,0.0192743,0.00847752,0.0388091,0.0254641,0.0207709,0.0230361,0.0206035,0.0389717,0.00778075,0.0142732,0.0170951,0.0174766,0.0455214,0.0212566,0.0215393,0.00778751,0.0431321,0.00309977,0.0439743,0.0843998,0.0322037,0,0,0.0203364,0,0.00512218,0.0114827,0.0557541,0.052059,0.0312204,0.0727995,0.0175644,0.0319014,0.0454522,0.0298069,0.0496241,0.0612303,0.0367015,0.0115976,0.0163943,0.0265881,0.0447414,0.0267141,0.00730084,0.00534434,0.0155854,0.0303719,0,0,0,0,0,0,0,0,0,0
80,0.0343598,0.0190041,0,0,0,0,0,0,0.0559278,0.0156547,0.0343886,0.0443235,0,0,0.0260151,0,0.0346408,0.0127913,0.0341654,0.0231785,0.0190358,0.00924184,0.0402144,0.0248416,0.0214293,0.0226429,0.0202569,0.0380448,0.00802132,0.0138418,0.017059,0.0173583,0.0465108,0.0203923,0.021465,0.00775249,0.0441463,0.00340459,0.0452006,0.0842088,0.0314504,0,0,0.0186946,0,0.00512032,0.0109292,0.0561134,0.0554438,0.0303386,0.0710312,0.0175069,0.0309058,0.0447799,0.0300881,0.0497521,0.0606517,0.0366478,0.0117099,0.0160363,0.0265,0.0417701,0.0253538,0.00706019,0.00513558,0.0157157,0.0300234,0,0,0,0,0,0,0,0,0,0
81,0.0339529,0.0189012,0,0,0,0,0,0,0.0565892,0.0157559,0.0339683,0.0438491,0,0,0.0253769,0,0.0345812,0.0127339,0.0338406,0.0221381,0.0190742,0.00983212,0.0415592,0.0244239,0.021929,0.0225629,0.020227,0.0371238,0.00845458,0.0136575,0.0173223,0.0169587,0.0472925,0.0197651,0.0214187,0.00770619,0.0471196,0.00363267,0.0470998,0.0843247,0.0310415,0,0,0.017381,0,0.00517653,0.0104178,0.0563837,0.0554121,0.0296439,0.0696535,0.0170886,0.0302775,0.0439869,0.0303442,0.0500321,0.0599754,0.0368068,0.0119356,0.0155498,0.026638,0.0443817,0.0244508,0.00683155,0.00497457,0.0158567,0.0298053,0,0,0,0,0,0,0,0,0,0
82,0.0336164,0.0187692,0,0,0,0,0,0,0.0573958,0.0158191,0.0332497,0.0436495,0,0,0.0246694,0,0.0343416,0.0126933,0.0332046,0.0204334,0.0194245,0.0103272,0.0429592,0.0242213,0.022158,0.0228106,0.0203323,0.0364269,0.00903734,0.0141185,0.0174927,0.0162358,0.0484215,0.0193866,0.0213269,0.0077166,0.0510867,0.00383324,0.0492761,0.0848368,0.0307917,0,0,0.0162297,0,0.0052873,0.0099524,0.0564556,0.0533446,0.0288864,0.0683705,0.0165911,0.0298913,0.0431089,0.0308582,0.0504531,0.0592678,0.0367575,0.0124396,0.0151597,0.0265745,0.0499381,0.023808,0.00670514,0.00489032,0.0159233,0.0295427,0,0,0,0,0,0,0,0,0,0
83,0.033114,0.0185272,0,0,0,0,0,0,0.0582232,0.0158606,0.0323565,0.0436535,0,0,0.0238804,0,0.0340937,0.012632,0.0325312,0.0183935,0.0198539,0.0110089,0.0444644,0.0241126,0.022307,0.0234174,0.0206654,0.0359549,0.00975745,0.014849,0.0176429,0.0153982,0.0496608,0.0191084,0.0212057,0.00777124,0.0533181,0.00405487,0.0492212,0.0856281,0.0304408,0,0,0.0152128,0,0.00540639,0.00950702,0.0565074,0.0517818,0.028071,0.0668713,0.0162981,0.0296267,0.0422021,0.0318236,0.0510743,0.0586222,0.0365645,0.0128038,0.0152244,0.0263364,0.0525621,0.0233132,0.00667751,0.00482649,0.0159051,0.0290525,0,0,0,0,0,0,0,0,0,0
84,0.0326322,0.018323,0,0,0,0,0,0,0.0593561,0.0159572,0.0317107,0.0436922,0,0,0.0232453,0,0.0339267,0.0124889,0.0320177,0.0164683,0.0201978,0.0118141,0.045886,0.0239202,0.0223129,0.0229696,0.0210494,0.0356267,0.0103831,0.0155309,0.0178476,0.0146002,0.0512178,0.0187531,0.0211203,0.00774344,0.0544389,0.00430657,0.0480658,0.0866074,0.0300862,0,0,0.014271,0,0.00554482,0.00908009,0.0564749,0.0501587,0.0272503,0.0652411,0.016105,0.0294458,0.0413361,0.0328763,0.0516326,0.0580093,0.0358376,0.012888,0.0150864,0.0255768,0.0541641,0.0228754,0.00653227,0.00468283,0.0158807,0.0285459,0,0,0,0,0,0,0,0,0,0
85,0.0321572,0.018171,0,0,0,0,0,0,0.0607708,0.0160553,0.0314464,0.0437524,0,0,0.0226578,0,0.0336748,0.0123419,0.0317521,0.0150266,0.0204256,0.0125152,0.0471117,0.0238568,0.0223569,0.0220538,0.0214287,0.0354666,0.0107986,0.0159929,0.0180103,0.0140352,0.0531352,0.0184381,0.0210238,0.00770223,0.0541389,0.00453782,0.0467769,0.0876276,0.0297322,0,0,0.0134129,0,0.00570329,0.00867487,0.0564269,0.0487975,0.0266134,0.0634228,0.0159276,0.0293782,0.0404286,0.0339046,0.0521,0.0572982,0.0347757,0.0129522,0.0149158,0.0246465,0.054447,0.0224881,0.0062727,0.00455105,0.0158839,0.0280396,0,0,0,0,0,0,0,0,0,0
86,0.0317679,0.0180866,0,0,0,0,0,0,0.0627925,0.0161597,0.0316795,0.0438934,0,0,0.0222085,0,0.0335101,0.0121414,0.031647,0.0142205,0.0204858,0.0132868,0.0480259,0.0237817,0.0223665,0.0211996,0.0213475,0.0356845,0.0110138,0.0161326,0.0180932,0.0137219,0.0553779,0.0183868,0.0209562,0.00763847,0.0540202,0.00476655,0.0461843,0.0886493,0.029469,0,0,0.0128377,0,0.00584099,0.00836,0.0562494,0.0472469,0.0261439,0.0615842,0.0157939,0.02942,0.0393901,0.034611,0.05252,0.056552,0.0336031,0.0129967,0.0145605,0.0238588,0.0546795,0.0222718,0.00604593,0.00444038,0.0159689,0.0276372,0,0,0,0,0,0,0,0,0,0
87,0.0315044,0.0180303,0,0,0,0,0,0,0.0647354,0.0162012,0.0321147,0.0442286,0,0,0.0219069,0,0.0333237,0.0119768,0.031678,0.0139114,0.0203675,0.0143213,0.0488194,0.0238301,0.0223347,0.0212827,0.021133,0.0357461,0.0111562,0.0159233,0.0181634,0.0135725,0.0575291,0.0184342,0.0208764,0.00761834,0.0530152,0.00498401,0.0451462,0.0898467,0.0292684,0,0,0.0124016,0,0.00601842,0.0080578,0.0560162,0.0459796,0.0258129,0.0601249,0.0156971,0.029537,0.0383238,0.0351016,0.0529035,0.0557898,0.0327745,0.0130023,0.0143028,0.0233808,0.0534839,0.0220819,0.00592267,0.00431596,0.0161197,0.0273269,0,0,0,0,0,0,0,0,0,0
88,0.0314104,0.0180311,0,0,0,0,0,0,0.0664398,0.0162197,0.0325457,0.044668,0,0,0.0217569,0,0.0331708,0.0118966,0.0317551,0.0137718,0.0202161,0.0156087,0.0494332,0.0239677,0.0221765,0.0211423,0.021033,0.0356325,0.0113906,0.0156721,0.0182419,0.013459,0.0596316,0.0184855,0.0208162,0.00760926,0.0510986,0.0051612,0.043566,0.0910458,0.029188,0,0,0.0121069,0,0.00617394,0.00783332,0.0555179,0.0446389,0.0255388,0.0592098,0.0156505,0.0297324,0.0372334,0.035551,0.0532136,0.0550475,0.0321683,0.0128149,0.0140319,0.0230132,0.0513112,0.0219854,0.00578194,0.00421751,0.0163557,0.0272269,0,0,0,0,0,0,0,0,0,0
89,0.0316492,0.0181883,0,0,0,0,0,0,0.0681572,0.0162095,0.0328377,0.0450765,0,0,0.0217881,0,0.0330646,0.0119459,0.0318455,0.013372,0.0203167,0.0169876,0.0497432,0.0242496,0.0219067,0.0209947,0.0210374,0.0356313,0.0118999,0.0156748,0.018401,0.0132531,0.0618618,0.0186131,0.0207858,0.00763981,0.0486696,0.00529319,0.0419819,0.0921383,0.0293875,0,0,0.0121035,0,0.00630393,0.00773318,0.0549441,0.0431419,0.0251635,0.0579888,0.0156844,0.0299858,0.0363087,0.0363982,0.053341,0.0543181,0.031523,0.0125702,0.0140904,0.0224954,0.0486459,0.022141,0.00558482,0.00415921,0.0166815,0.0274834,0,0,0,0,0,0,0,0,0,0
90,0.0321295,0.0184856,0,0,0,0,0,0,0.0699885,0.0161982,0.0330342,0.0452367,0,0,0.0218622,0,0.0329256,0.0120378,0.0319545,0.0128106,0.0207949,0.018225,0.0496582,0.0245778,0.0219166,0.0210813,0.0212205,0.0357485,0.0125436,0.0159133,0.0186272,0.0129329,0.0641112,0.0187397,0.0207685,0.00764601,0.0468998,0.00540286,0.0407175,0.0928176,0.0298199,0,0,0.0124618,0,0.00642384,0.00776884,0.0542831,0.041553,0.0248066,0.0568377,0.0156752,0.0303922,0.0356624,0.0367119,0.0535629,0.0536142,0.030605,0.0126759,0.0138393,0.0218612,0.0468874,0.0224965,0.00552722,0.00411387,0.0170554,0.0280763,0,0,0,0,0,0,0,0,0,0
91,0.0325699,0.0186413,0,0,0,0,0,0,0.071041,0.0162123,0.0330155,0.0452433,0,0,0.0219555,0,0.0328567,0.0121056,0.0322432,0.0125476,0.0209848,0.0193236,0.049686,0.0247923,0.022725,0.0214133,0.0216004,0.0354031,0.0131215,0.0160448,0.0188376,0.0126603,0.0653624,0.0188166,0.0207517,0.00760774,0.0449976,0.00553631,0.0393086,0.0935921,0.0302054,0,0,0.0128668,0,0.00653577,0.00780104,0.0537799,0.0401898,0.0243412,0.0562461,0.0155924,0.03061,0.034962,0.0367812,0.0537892,0.0531164,0.0297959,0.0127819,0.0136245,0.0213374,0.0447865,0.0226689,0.00558762,0.00406012,0.0172709,0.0286871,0,0,0,0,0,0,0,0,0,0
92,0.0329752,0.0186485,0,0,0,0,0,0,0.071375,0.0162871,0.0328657,0.0452392,0,0,0.0219545,0,0.032859,0.0120644,0.0325351,0.0123587,0.0206982,0.0203564,0.0502265,0.0248394,0.0239442,0.0217779,0.0219126,0.034677,0.0137442,0.0160162,0.0190788,0.0125523,0.0658163,0.018771,0.0207246,0.0075183,0.0431533,0.00570733,0.0378543,0.094744,0.0305258,0,0,0.0131674,0,0.00665375,0.00778111,0.0534904,0.0394056,0.0236469,0.0559991,0.0153415,0.0306576,0.034275,0.0367736,0.0538479,0.0527582,0.0294519,0.0127437,0.0135656,0.0211519,0.0421631,0.0226306,0.00558379,0.0039744,0.0172577,0.0291483,0,0,0,0,0,0,0,0,0,0
93,0.0337054,0.0190461,0,0,0,0,0,0,0.0724451,0.0162968,0.0332246,0.0450139,0,0,0.0221222,0,0.0329413,0.0119677,0.0326401,0.0123067,0.0211421,0.0214189,0.0505297,0.0251829,0.0244648,0.022069,0.022127,0.0342254,0.014361,0.0162394,0.0195494,0.0123912,0.0670855,0.0188388,0.0207184,0.00748473,0.0417606,0.00580779,0.0364913,0.0955603,0.0311886,0,0,0.013696,0,0.00680656,0.00781446,0.0533791,0.0385008,0.0230723,0.0558207,0.0153849,0.0310405,0.0335059,0.0366162,0.0536583,0.0521937,0.0297223,0.0126766,0.0135758,0.0209165,0.0407272,0.0229424,0.00561137,0.00394498,0.0174517,0.029849,0,0,0,0,0,0,0,0,0,0
