Timestep,C7,CLAV,IMUL_L,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,RILC,RHEE,IMUL_M,IMUR_M,LTHII,RTHII,IMUR_B,,x81,x82
79,0.0378336,0.0162171,0,0,0.0210935,0.0249641,0.0108127,0.0113006,0,0,0.0185633,0,0.0148741,0.00528517,0.030563,0.0262459,0.0228995,0.00191955,0.015164,0.0551502,0.00953646,0.00132488,0.0248042,0.0100755,0.0101467,0.0104657,0.0247725,0.0482782,0.0319311,0.0163879,0.00393945,0.0266329,0.0162922,0.0480363,0.00538249,0.0405962,0,0,0.0185139,0,0.0149892,0.0100036,0.0869717,0.0195892,0.0113965,0.0265338,0.0124403,0.0169462,0.0166324,0.0418081,0,0.0419903,0.0487312,0.00940882,0.00684842,0.0144683,0.0102054,0.020718,0.036571,0,0,0,0,0,0,0,0,0,0.0825849,0.0768618,0,0,0.0092741,0.26378,0,0,0,0
80,0.0373188,0.0160764,0,0,0.0173166,0.0248526,0.0112489,0.0118639,0,0,0.0182517,0,0.0150506,0.00521911,0.0305058,0.0218525,0.0221546,0.00319555,0.0143505,0.0546043,0.00979814,0.00213439,0.0253705,0.0100133,0.0100992,0.0105642,0.0257315,0.0402058,0.0318115,0.0164433,0.00373856,0.0270392,0.0161432,0.0479687,0.00522969,0.0396308,0,0,0.0184526,0,0.0148139,0.0101313,0.087007,0.0197935,0.0112602,0.0253378,0.0117759,0.0177407,0.0163619,0.0409314,0,0.0412692,0.0478663,0.00927348,0.00679575,0.0143572,0.0101609,0.0202363,0.0360602,0,0,0,0,0,0,0,0,0,0.0828505,0.0752468,0,0,0.00919768,0.264892,0,0,0,0
81,0.0367051,0.0159468,0,0,0.0157274,0.0247428,0.0117244,0.0123524,0,0,0.0177299,0,0.0152306,0.00509353,0.0304073,0.01732,0.0216107,0.0045543,0.0135892,0.0542053,0.00987526,0.00356595,0.0261377,0.00986987,0.0101438,0.0106251,0.0268867,0.0309941,0.0319252,0.0165094,0.00356687,0.0275424,0.0159627,0.0481465,0.00551098,0.0386072,0,0,0.0183332,0,0.0146475,0.0100371,0.0871743,0.0199863,0.0106667,0.0244849,0.0112519,0.0180883,0.01602,0.040407,0,0.0409422,0.0474002,0.00987081,0.00675352,0.0141711,0.0101517,0.01988,0.0355583,0,0,0,0,0,0,0,0,0,0.0831512,0.0741059,0,0,0.00942026,0.266026,0,0,0,0
82,0.0356785,0.0155539,0,0,0.0160295,0.0246842,0.0122366,0.012704,0,0,0.0175184,0,0.0153867,0.00493223,0.0303888,0.0129798,0.0210283,0.00610991,0.0128238,0.0536521,0.0100017,0.00495839,0.0270413,0.00987504,0.0103764,0.0108403,0.028132,0.0205897,0.0320607,0.0165602,0.00355079,0.0281764,0.0157943,0.0484661,0.0060598,0.0372202,0,0,0.018317,0,0.0144635,0.0101206,0.0873345,0.0200654,0.0097618,0.0235877,0.0111106,0.0179859,0.0158502,0.0400524,0,0.0407978,0.0470873,0.0111839,0.00676518,0.0138513,0.0101256,0.0193332,0.0346662,0,0,0,0,0,0,0,0,0,0.0834987,0.0731992,0,0,0.00997402,0.266578,0,0,0,0
83,0.035528,0.0156422,0,0,0.0155718,0.024508,0.0122011,0.0129423,0,0,0.0175785,0,0.0156602,0.00508754,0.0304884,0.00978162,0.0204769,0.00786266,0.0120527,0.0537779,0.0104081,0.00625567,0.027998,0.0100856,0.0107855,0.0112623,0.0293958,0.0107746,0.0321216,0.016561,0.00338108,0.0286367,0.0156103,0.04865,0.00670939,0.0365922,0,0,0.0184136,0,0.0141962,0.0102749,0.0873985,0.0201636,0.00877035,0.0230214,0.0113329,0.0174993,0.0156849,0.0398203,0,0.0407225,0.0467254,0.0129866,0.00682125,0.0135762,0.00993457,0.0194611,0.0346483,0,0,0,0,0,0,0,0,0,0.0839671,0.0723154,0,0,0.0106803,0.266653,0,0,0,0
84,0.0348132,0.0154339,0,0,0.016154,0.0244771,0.0118894,0.0132138,0,0,0.0176411,0,0.0157629,0.00502183,0.0306525,0.0106417,0.0200424,0.0095264,0.0112505,0.0538765,0.0111657,0.0075045,0.0291233,0.0104178,0.0113048,0.0118922,0.0305103,0.00934214,0.0324826,0.0165692,0.0033876,0.0293986,0.0154499,0.0487988,0.00744298,0.0355189,0,0,0.0185339,0,0.0139626,0.0104131,0.0872802,0.0204162,0.00808134,0.0223682,0.0119807,0.0169279,0.0158926,0.0396317,0,0.0406833,0.0461709,0.0151534,0.00683842,0.0131554,0.00975745,0.0193116,0.0341704,0,0,0,0,0,0,0,0,0,0.0844523,0.0713315,0,0,0.0113482,0.266391,0,0,0,0
85,0.0338818,0.0149985,0,0,0.0177032,0.0244747,0.0118795,0.0134932,0,0,0.0177256,0,0.0158338,0.00500215,0.0308306,0.0156599,0.0197126,0.0108832,0.0103775,0.053622,0.011928,0.00850144,0.0305778,0.0108865,0.0118981,0.0125459,0.0315146,0.0182541,0.0327362,0.0165688,0.00347969,0.030228,0.0153192,0.0488393,0.00816309,0.0343984,0,0,0.0186947,0,0.0137813,0.0102718,0.0870128,0.0205162,0.00777492,0.021819,0.012643,0.0164462,0.0165668,0.0393515,0,0.040568,0.0452538,0.017369,0.00676078,0.0126199,0.00950151,0.0190404,0.0334307,0,0,0,0,0,0,0,0,0,0.0849114,0.0702124,0,0,0.0119993,0.266053,0,0,0,0
86,0.0329662,0.0147781,0,0,0.0202173,0.0244957,0.0123147,0.0135978,0,0,0.0178573,0,0.0159198,0.00501385,0.0310025,0.019621,0.0193781,0.0120597,0.00937917,0.0532065,0.0121636,0.00924648,0.0324235,0.0115207,0.0125968,0.0131322,0.0324511,0.0242326,0.0329171,0.0165576,0.00364562,0.0311259,0.0151498,0.0487053,0.00865449,0.0332352,0,0,0.0188528,0,0.0135768,0.00988183,0.0866882,0.0204067,0.00764697,0.0212736,0.0131475,0.0162587,0.0173165,0.0388771,0,0.0402543,0.0440812,0.0195261,0.00663321,0.0118489,0.00915793,0.0189034,0.0325275,0,0,0,0,0,0,0,0,0,0.0853023,0.0690294,0,0,0.0126779,0.265687,0,0,0,0
87,0.0320115,0.0146984,0,0,0.0222391,0.0244911,0.0132415,0.0133999,0,0,0.017897,0,0.0160079,0.00501551,0.0311492,0.0217141,0.018964,0.0134062,0.00817942,0.0526584,0.0122423,0.00986241,0.0345219,0.0122252,0.0133811,0.0136645,0.033502,0.0269891,0.0330038,0.016547,0.00352511,0.0318884,0.0149117,0.048459,0.00875642,0.031924,0,0,0.0187931,0,0.0132943,0.00937209,0.0864573,0.0199804,0.00757274,0.0207246,0.0136892,0.0167376,0.0179982,0.0381824,0,0.0397475,0.0428328,0.0213948,0.00643904,0.0109018,0.0087197,0.0187709,0.0314588,0,0,0,0,0,0,0,0,0,0.0855466,0.0677456,0,0,0.0133495,0.265941,0,0,0,0
88,0.0309891,0.0147145,0,0,0.0232188,0.0244467,0.0143823,0.012862,0,0,0.0178264,0,0.0160924,0.00498369,0.0313423,0.0222329,0.0184985,0.0151289,0.00687227,0.051979,0.0124888,0.010503,0.0365361,0.0129054,0.0141727,0.0141105,0.0346576,0.0282339,0.0330062,0.0165586,0.00348149,0.0326418,0.0145928,0.0482379,0.00852132,0.0304646,0,0,0.0185127,0,0.0129746,0.00870824,0.0864402,0.0193779,0.00760133,0.020126,0.0137743,0.017396,0.0181952,0.03757,0,0.0393084,0.0418684,0.0231353,0.00625202,0.00981424,0.00818132,0.0186689,0.0302186,0,0,0,0,0,0,0,0,0,0.0856141,0.0665693,0,0,0.0139553,0.266324,0,0,0,0
89,0.0297653,0.0145774,0,0,0.023375,0.024379,0.0153066,0.0121656,0,0,0.0176783,0,0.0162489,0.00493717,0.0316895,0.0217371,0.018107,0.0172884,0.0056056,0.0510364,0.0128109,0.0110702,0.0381651,0.0135024,0.0150465,0.0145205,0.035526,0.0280817,0.0326686,0.0165894,0.0035264,0.033463,0.0142104,0.0481097,0.00801189,0.0289668,0,0,0.0182022,0,0.0126113,0.00794831,0.0865915,0.0188893,0.00768686,0.0196058,0.0134117,0.0178869,0.0176817,0.0371769,0,0.0390772,0.0413051,0.0249326,0.00604716,0.00873197,0.00758001,0.0183311,0.0287476,0,0,0,0,0,0,0,0,0,0.0855433,0.065559,0,0,0.014378,0.266842,0,0,0,0
90,0.0286331,0.0145999,0,0,0.0226446,0.0243465,0.0158707,0.0114394,0,0,0.0176661,0,0.0163965,0.00492191,0.0321305,0.0213009,0.017872,0.0195335,0.00456361,0.0499468,0.0132216,0.0114118,0.0397453,0.0142396,0.0160527,0.0149738,0.0358383,0.0266784,0.0322142,0.0166503,0.00335988,0.0343465,0.0137951,0.0480758,0.0073761,0.0275984,0,0,0.0178413,0,0.0122397,0.00708511,0.0868134,0.018569,0.00779702,0.019271,0.0128886,0.0181305,0.0173734,0.0369218,0,0.0389712,0.0409619,0.0268277,0.00584908,0.00764328,0.00698406,0.0180843,0.0272898,0,0,0,0,0,0,0,0,0,0.085443,0.0646045,0,0,0.0145819,0.267226,0,0,0,0
91,0.027476,0.0146572,0,0,0.0211861,0.0243626,0.0161078,0.0107126,0,0,0.0177508,0,0.0164982,0.0048963,0.0326893,0.0213808,0.0178361,0.0214165,0.00388478,0.0488276,0.0137322,0.011732,0.0412301,0.0151524,0.0169639,0.0155322,0.0356346,0.024598,0.0317305,0.0166833,0.00333273,0.0352199,0.0133884,0.0480333,0.00675758,0.0262363,0,0,0.0175539,0,0.0118852,0.00622743,0.0869175,0.0181553,0.00790031,0.0188593,0.0124974,0.0182757,0.017136,0.036674,0,0.0388457,0.0406501,0.0286407,0.00567284,0.00664277,0.0064251,0.0178179,0.0258641,0,0,0,0,0,0,0,0,0,0.0853759,0.0636221,0,0,0.0146911,0.2674,0,0,0,0
92,0.02599,0.0144445,0,0,0.0194999,0.0243822,0.0161553,0.00986433,0,0,0.0175819,0,0.0165127,0.00491944,0.0335031,0.0219088,0.0179334,0.0226267,0.00363556,0.0471635,0.0142352,0.0121578,0.0426055,0.0161883,0.0177456,0.0162779,0.035224,0.022378,0.0310324,0.0166717,0.00339669,0.0361827,0.0130219,0.0479317,0.00609265,0.0248244,0,0,0.0172173,0,0.0116108,0.00555871,0.0868906,0.0178448,0.00801363,0.0186185,0.0123785,0.0183565,0.0170452,0.0363679,0,0.0386528,0.0402569,0.0303456,0.0054478,0.0058492,0.00592366,0.0173154,0.0242929,0,0,0,0,0,0,0,0,0,0.0853658,0.0625725,0,0,0.0147427,0.267644,0,0,0,0
93,0.0242814,0.0141619,0,0,0.0184103,0.0245346,0.0163325,0.00894532,0,0,0.0172701,0,0.0163644,0.004934,0.0346102,0.022506,0.0181309,0.0230799,0.00372005,0.0450841,0.0146775,0.0127468,0.0439171,0.0172458,0.0185342,0.0171248,0.0347976,0.0204395,0.030312,0.0166356,0.00342,0.0370907,0.0126663,0.0475593,0.00550553,0.0223696,0,0,0.0173471,0,0.0111558,0.00519917,0.0867613,0.0176127,0.00806299,0.0169141,0.0124991,0.0182999,0.0172023,0.0359683,0,0.0383372,0.0396459,0.0322307,0.00600925,0.00522679,0.00528156,0.0162953,0.0221491,0,0,0,0,0,0,0,0,0,0.0853453,0.0613867,0,0,0.0146941,0.26801,0,0,0,0
94,0.023097,0.0139693,0,0,0.0175761,0.0246234,0.0167108,0.00796033,0,0,0.0170496,0,0.0162522,0.00503659,0.0358823,0.0234675,0.0183968,0.0231303,0.00387655,0.0434949,0.0155244,0.0134572,0.0451705,0.0183294,0.0193181,0.0180235,0.0344868,0.0188105,0.0295906,0.0166195,0.00344452,0.0382448,0.0123351,0.0471561,0.00495686,0.0210408,0,0,0.0170307,0,0.010865,0.00467668,0.0866198,0.0173858,0.00808509,0.0163745,0.0126566,0.0181094,0.0174877,0.0355909,0,0.0380127,0.0389048,0.034746,0.00619988,0.00464531,0.0047921,0.0158211,0.0208596,0,0,0,0,0,0,0,0,0,0.0854034,0.0599415,0,0,0.0146754,0.268098,0,0,0,0
95,0.0217962,0.0134509,0,0,0.0170794,0.0247352,0.0172501,0.00686748,0,0,0.0169662,0,0.0161674,0.00518689,0.0372643,0.0247925,0.0184088,0.0231635,0.00382467,0.0418869,0.0165578,0.0143361,0.0463537,0.0193875,0.0200685,0.0189044,0.0342556,0.0174374,0.0288553,0.0166221,0.00333952,0.0394386,0.0120377,0.0468688,0.00454293,0.0196688,0,0,0.016775,0,0.0106115,0.00416376,0.0865488,0.0173837,0.00792548,0.0156347,0.012826,0.017876,0.0178019,0.0352641,0,0.0376779,0.0381639,0.037209,0.00647069,0.00425094,0.00430129,0.0150091,0.0193979,0,0,0,0,0,0,0,0,0,0.0854641,0.0584478,0,0,0.0147906,0.268419,0,0,0,0
96,0.0207168,0.0128851,0,0,0.0169337,0.0248287,0.0178503,0.00585366,0,0,0.0168011,0,0.0161248,0.00533425,0.0387925,0.0263193,0.018055,0.0234669,0.00360822,0.0407654,0.0176356,0.015301,0.0473402,0.0203142,0.0207509,0.0196731,0.0341397,0.0166472,0.0282875,0.0166295,0.00337595,0.0401779,0.0117258,0.0465109,0.0040549,0.0183458,0,0,0.0165877,0,0.0103353,0.00368989,0.0865656,0.0174425,0.00763637,0.0149476,0.0130321,0.0178955,0.0181645,0.0350752,0,0.037411,0.0377067,0.038853,0.00674532,0.00413735,0.00378842,0.0142371,0.0181349,0,0,0,0,0,0,0,0,0,0.0856069,0.0573019,0,0,0.0150069,0.268795,0,0,0,0
97,0.0197615,0.0123008,0,0,0.0171196,0.0248599,0.0184238,0.00561389,0,0,0.0165816,0,0.0161282,0.00544524,0.0402713,0.0277985,0.0178409,0.0236826,0.0037581,0.0395715,0.0184377,0.0162114,0.0479863,0.0209268,0.0211171,0.0202077,0.0341543,0.0162938,0.0277705,0.0166448,0.00354063,0.0409229,0.0113833,0.0460122,0.00375871,0.0170232,0,0,0.0163634,0,0.0100342,0.00324001,0.0865102,0.0173421,0.00739953,0.0142703,0.0135309,0.0180132,0.0186587,0.0348168,0,0.0371109,0.0372103,0.0405753,0.00699707,0.00426635,0.00324914,0.0134955,0.017043,0,0,0,0,0,0,0,0,0,0.0859029,0.0560337,0,0,0.0149406,0.269291,0,0,0,0
98,0.0186616,0.0115818,0,0,0.0175002,0.0248224,0.019018,0.0058148,0,0,0.0164442,0,0.0161417,0.00554276,0.0416246,0.0291834,0.0176748,0.02365,0.0042206,0.0377934,0.0194251,0.0173301,0.0483545,0.0213172,0.0212555,0.0206301,0.0343398,0.0161542,0.027228,0.0166531,0.0035479,0.0415082,0.0110135,0.0455295,0.00377248,0.0156232,0,0,0.0160349,0,0.0096853,0.00289553,0.0864045,0.0172282,0.00724472,0.0136594,0.0141689,0.0181943,0.019132,0.0345368,0,0.0368008,0.0367323,0.0423063,0.00727347,0.00457958,0.00272131,0.0126633,0.0158646,0,0,0,0,0,0,0,0,0,0.0863033,0.0548483,0,0,0.0147327,0.269585,0,0,0,0
99,0.0178091,0.0109791,0,0,0.0179142,0.0247601,0.0196896,0.00581166,0,0,0.0162879,0,0.0161963,0.00564579,0.0428578,0.030379,0.0172745,0.023337,0.004645,0.0364106,0.0206802,0.0190235,0.0484959,0.0215899,0.0212782,0.0210406,0.0347486,0.0161159,0.026842,0.0166868,0.00351483,0.0419215,0.0106651,0.0451071,0.00393457,0.0145183,0,0,0.0156287,0,0.00938134,0.00266693,0.0861707,0.0170523,0.00726979,0.0133124,0.0143036,0.0184747,0.0194987,0.0343059,0,0.0364995,0.0363605,0.0438237,0.00741373,0.00502979,0.00222308,0.0120612,0.0148343,0,0,0,0,0,0,0,0,0,0.0867925,0.053712,0,0,0.0146638,0.269719,0,0,0,0
100,0.017055,0.0104232,0,0,0.0182146,0.0246785,0.0204181,0.00566455,0,0,0.0160281,0,0.0162978,0.00571639,0.0437924,0.0314814,0.0169391,0.0229323,0.00536192,0.0354874,0.0218296,0.0211205,0.048415,0.0218089,0.0211696,0.0215067,0.0353511,0.0158364,0.0266195,0.0167323,0.00344998,0.0422512,0.0103566,0.0447361,0.00422253,0.0135003,0,0,0.0151035,0,0.00914163,0.00244904,0.0859403,0.0169065,0.00744116,0.0129971,0.0143655,0.0188638,0.0196857,0.0341696,0,0.0362409,0.0361167,0.0447029,0.0075145,0.00556436,0.00179737,0.0115085,0.0139142,0,0,0,0,0,0,0,0,0,0.0873615,0.0527454,0,0,0.0148908,0.269826,0,0,0,0
101,0.0160567,0.00962218,0,0,0.0179765,0.024589,0.021252,0.00555668,0,0,0.0159193,0,0.0163951,0.00577888,0.0445063,0.0325849,0.0167916,0.0227117,0.00639204,0.0341418,0.0234842,0.0240395,0.0480748,0.022066,0.0210318,0.0219769,0.0360697,0.0147757,0.0263628,0.0167718,0.0033083,0.0425215,0.0100772,0.0444054,0.00461971,0.0124915,0,0,0.0145157,0,0.00897614,0.00228783,0.0856557,0.0164679,0.00779996,0.0128135,0.0144688,0.0193325,0.019771,0.034099,0,0.0360447,0.0359616,0.0453293,0.00743832,0.00606947,0.00148288,0.0109656,0.0129298,0,0,0,0,0,0,0,0,0,0.0880146,0.0517949,0,0,0.0156757,0.269821,0,0,0,0
102,0.015231,0.00897111,0,0,0.0172185,0.0245103,0.0219841,0.00533104,0,0,0.015817,0,0.0164824,0.00576355,0.0453645,0.033786,0.0164508,0.0228148,0.0070886,0.0332039,0.0256676,0.0276198,0.0476999,0.0223951,0.0210104,0.0224084,0.03692,0.0131561,0.0261253,0.0168074,0.00320864,0.0428041,0.00983396,0.0440034,0.00481058,0.0116864,0,0,0.0139415,0,0.0088401,0.00216418,0.0852386,0.0160286,0.00825528,0.0127455,0.0147138,0.01982,0.0200212,0.0339822,0,0.0358229,0.0357297,0.0458906,0.00728457,0.00651831,0.00125836,0.0105885,0.0121906,0,0,0,0,0,0,0,0,0,0.0886636,0.0506806,0,0,0.0171661,0.26983,0,0,0,0
103,0.0145529,0.00843875,0,0,0.016756,0.0244288,0.0222622,0.00488949,0,0,0.015667,0,0.0165563,0.00570172,0.0462862,0.0344167,0.0159361,0.0229743,0.00739468,0.0326372,0.0273502,0.0303246,0.0474012,0.0225274,0.0209131,0.022531,0.0378413,0.0125096,0.0259242,0.0168466,0.00314017,0.0429685,0.00963769,0.0436029,0.00480675,0.0110625,0,0,0.0134281,0,0.00875801,0.00202457,0.0848409,0.0156873,0.00866509,0.012697,0.0151817,0.0203342,0.0202511,0.0338427,0,0.0355809,0.035479,0.0463866,0.0071269,0.00682634,0.00111573,0.010241,0.011607,0,0,0,0,0,0,0,0,0,0.0892515,0.0495881,0,0,0.0184974,0.26986,0,0,0,0
104,0.0132863,0.00756974,0,0,0.017244,0.0245115,0.0219525,0.00469254,0,0,0.0153919,0,0.0164014,0.00555874,0.0471125,0.0340519,0.0156045,0.0228949,0.00785214,0.0301154,0.0282869,0.0318233,0.0470633,0.0224407,0.020489,0.0222451,0.0388607,0.013337,0.025421,0.0168621,0.00324418,0.0429271,0.00935154,0.0433222,0.00493406,0.00873775,0,0,0.0139972,0,0.00835998,0.00237515,0.0845815,0.0154853,0.0090009,0.0109302,0.0159093,0.020816,0.020394,0.0337005,0,0.0353464,0.0352762,0.0468322,0.0084807,0.00683269,0.000788155,0.00828292,0.00967484,0,0,0,0,0,0,0,0,0,0.0896144,0.0486911,0,0,0.0193652,0.270004,0,0,0,0
105,0.0124971,0.00697708,0,0,0.0183399,0.0244189,0.0210387,0.00478118,0,0,0.0151574,0,0.0164326,0.00553314,0.0478656,0.0329228,0.0154314,0.0226767,0.00824689,0.0290241,0.0285998,0.032413,0.0467075,0.0220973,0.0196417,0.0215323,0.0400479,0.0152084,0.0251436,0.0169189,0.00316585,0.0430157,0.00916736,0.0431095,0.00515549,0.00797975,0,0,0.0136356,0,0.00827306,0.00226688,0.0844524,0.0153326,0.009346,0.0106178,0.0163596,0.0212811,0.0205217,0.0335782,0,0.0351608,0.0351001,0.0473226,0.00847678,0.00703774,0.000801227,0.00777838,0.00890756,0,0,0,0,0,0,0,0,0,0.0900458,0.0478834,0,0,0.0197553,0.270113,0,0,0,0
106,0.011837,0.00652614,0,0,0.0196602,0.024353,0.0197392,0.00518638,0,0,0.0150155,0,0.0164862,0.00550654,0.0485327,0.0313203,0.0153272,0.0221911,0.0086472,0.02841,0.0284406,0.0322352,0.0462494,0.0216748,0.0186375,0.0205923,0.0412453,0.0177071,0.024984,0.0169669,0.00298837,0.0431365,0.0089619,0.0428858,0.00549644,0.00736651,0,0,0.013251,0,0.00817807,0.00221919,0.0844417,0.0151715,0.00960124,0.010275,0.0164016,0.0217378,0.0206612,0.0334904,0,0.0349753,0.0349655,0.0477652,0.00846655,0.00739669,0.00097078,0.0073563,0.00827481,0,0,0,0,0,0,0,0,0,0.0904242,0.0471825,0,0,0.019765,0.270208,0,0,0,0
107,0.0110142,0.00593593,0,0,0.0208999,0.0243106,0.0179565,0.00573097,0,0,0.0150565,0,0.0165185,0.0055073,0.048999,0.0293327,0.0152954,0.0214898,0.00902831,0.0278367,0.0279096,0.0315623,0.0457537,0.0211822,0.0175648,0.0194852,0.0423864,0.0204438,0.0248321,0.0169984,0.0027771,0.0433413,0.00875658,0.042705,0.00594412,0.00672811,0,0,0.0128775,0,0.00807622,0.00216831,0.084609,0.0149809,0.00976333,0.00994838,0.0161273,0.0222041,0.0208459,0.033437,0,0.0348066,0.0348634,0.0482217,0.0084493,0.00784857,0.001377,0.00681881,0.00759393,0,0,0,0,0,0,0,0,0,0.0907038,0.0465275,0,0,0.0196849,0.270215,0,0,0,0
108,0.0103653,0.00546397,0,0,0.0220352,0.0242663,0.0155151,0.00625667,0,0,0.015176,0,0.0165803,0.00551546,0.0491945,0.026936,0.0153114,0.0203411,0.00931065,0.027113,0.026978,0.0301781,0.045076,0.0203884,0.0163213,0.0180783,0.0434352,0.0236097,0.0247772,0.0170233,0.00268133,0.0436332,0.00851679,0.0426344,0.00646785,0.00623343,0,0,0.012455,0,0.00794316,0.00230495,0.0848672,0.0148143,0.00981081,0.00967133,0.0161376,0.0226025,0.0210907,0.0334492,0,0.0347752,0.0348309,0.048869,0.00850063,0.00850621,0.00198248,0.00636258,0.0071102,0,0,0,0,0,0,0,0,0,0.0908352,0.045846,0,0,0.0194079,0.270132,0,0,0,0
109,0.00974902,0.00488189,0,0,0.0375245,0.0239652,0.00393188,0.00643808,0,0,0.0150449,0,0.0169956,0.00551795,0.0455016,0.0249009,0.0165883,0.00837767,0.0106117,0.0266488,0.0184358,0.0154005,0.0485016,0.0108572,0.0133153,0.00706778,0.0441239,0.0470676,0.0248181,0.0171978,0.0024838,0.0446656,0.00797185,0.0428081,0.00900877,0.0056478,0,0,0.0107725,0,0.00792914,0.0027127,0.0856314,0.0144834,0.00753705,0.00871024,0.015708,0.0221451,0.0208121,0.0326927,0,0.0342476,0.0341041,0.0503878,0.00822673,0.0094085,0.00273634,0.00596286,0.00661552,0,0,0,0,0,0,0,0,0,0.0908916,0.045299,0,0,0.0145383,0.270795,0,0,0,0
110,0.00900343,0.00427171,0,0,0.0417184,0.0239392,0.00345893,0.00697969,0,0,0.0150165,0,0.0171044,0.00545508,0.045172,0.0274657,0.0167633,0.00832122,0.0109812,0.0259148,0.0180497,0.0153206,0.0473799,0.00978708,0.0142436,0.00614405,0.0451895,0.0533651,0.0247111,0.0172513,0.00244277,0.0450654,0.00771113,0.0430309,0.00962815,0.00520116,0,0,0.0104773,0,0.00777074,0.00302105,0.0859319,0.0143651,0.00742374,0.0085613,0.015931,0.0225315,0.0210102,0.0327961,0,0.0344022,0.0342198,0.0510444,0.00828155,0.0099082,0.00334293,0.00557995,0.00609668,0,0,0,0,0,0,0,0,0,0.090772,0.0447066,0,0,0.0142892,0.270703,0,0,0,0
111,0.00837358,0.0040533,0,0,0.0287953,0.0240851,0.00550686,0.00720651,0,0,0.015033,0,0.016958,0.00534238,0.0477375,0.0234708,0.0158842,0.0121202,0.0101271,0.0251374,0.020582,0.020536,0.0424424,0.0140793,0.0106051,0.0109539,0.0458017,0.0374189,0.0245455,0.0172016,0.00252703,0.0450772,0.00773609,0.0431517,0.00858389,0.00482821,0,0,0.0112896,0,0.00751856,0.00307782,0.0858855,0.0144102,0.00873134,0.00903083,0.0167483,0.0235508,0.0217248,0.0334449,0,0.0349045,0.0348304,0.0512101,0.00874365,0.010133,0.00367926,0.00533153,0.00561676,0,0,0,0,0,0,0,0,0,0.0905039,0.044059,0,0,0.0147915,0.270135,0,0,0,0
112,0.00776412,0.00343194,0,0,0.046929,0.0238701,0.0065485,0.00768356,0,0,0.0148692,0,0.0172484,0.00530101,0.0445929,0.0333466,0.0170745,0.00779342,0.0114062,0.0248367,0.0178735,0.0167698,0.0438213,0.00993758,0.0148119,0.00725392,0.0472412,0.0614967,0.0245051,0.0173169,0.00242137,0.0458617,0.00742059,0.0434982,0.0105367,0.0045718,0,0,0.0102269,0,0.0074813,0.00342832,0.0865345,0.0142549,0.0068016,0.00856542,0.0164149,0.0232621,0.0215377,0.0330794,0,0.0349116,0.034454,0.0523393,0.00862443,0.0104921,0.00408407,0.00515866,0.00521438,0,0,0,0,0,0,0,0,0,0.0902779,0.0437574,0,0,0.0135954,0.270554,0,0,0,0
113,0.00726941,0.00312849,0,0,0.0472451,0.0238964,0.00863901,0.00780402,0,0,0.0148155,0,0.017283,0.00528693,0.0442666,0.0354977,0.017234,0.00757628,0.011601,0.0246687,0.0179594,0.0170255,0.0415663,0.0106514,0.0154033,0.00862485,0.0480759,0.0626839,0.0244089,0.0173424,0.00240832,0.0463494,0.00738076,0.0437176,0.0108213,0.0044714,0,0,0.0102418,0,0.00743926,0.00363479,0.0867436,0.0143095,0.00657086,0.0087138,0.0165971,0.0236158,0.0218753,0.0332112,0,0.0352035,0.0344866,0.0531409,0.00870441,0.0107683,0.00434502,0.00520766,0.00492166,0,0,0,0,0,0,0,0,0,0.08999,0.0432031,0,0,0.0130921,0.270347,0,0,0,0
114,0.00640236,0.00259984,0,0,0.0465469,0.0240299,0.010842,0.00788675,0,0,0.0146626,0,0.0172101,0.00508548,0.0438572,0.0367154,0.0174342,0.00756194,0.0118571,0.0239387,0.0181341,0.0172328,0.0393248,0.01177,0.0162056,0.0105086,0.048918,0.0625998,0.0242011,0.0173621,0.00252675,0.0468208,0.00724143,0.0437938,0.0111045,0.00386104,0,0,0.0109238,0,0.00736138,0.00375234,0.086864,0.0143877,0.00627708,0.00817331,0.016901,0.023958,0.0222563,0.03326,0,0.035326,0.0345038,0.0540798,0.00963285,0.0110288,0.00478513,0.00421282,0.00399348,0,0,0,0,0,0,0,0,0,0.0896652,0.0425194,0,0,0.0128521,0.270232,0,0,0,0
