Timestep,C7,CLAV,IMUL_L,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,RILC,RHEE,IMUL_M,IMUR_M,LTHII,RTHII,IMUR_B,,x81,x82
256,0.00774551,0.00706483,0,0,0.0202124,0.0234688,0.0196374,0.00741731,0,0,0.0148221,0,0.0170802,0.00506063,0.0413723,0.0494058,0.0234984,0.0141345,0.0109728,0.0216739,0.0187096,0.0181332,0.036017,0.0205006,0.0214696,0.0208359,0.0495176,0.0242813,0.0193902,0.0177004,0.00199135,0.0537964,0.00799411,0.0326155,0.00741438,0.00726866,0,0,0.00798811,0,0.00963662,0.00412612,0.0840933,0.0267732,0.00637675,0.00867773,0.010716,0.0318734,0.019225,0.0165799,0,0.0115316,0.0150202,0.0750521,0.0086677,0.00904544,0.00731342,0.00646929,0.00598348,0,0,0,0,0,0,0,0,0,0.0903971,0.034594,0,0,0.014939,0.281845,0,0,0,0
257,0.00840845,0.00714904,0,0,0.0173028,0.0233395,0.0182985,0.00795761,0,0,0.0145607,0,0.0171473,0.0051004,0.0420524,0.0470661,0.0238433,0.0116688,0.0101406,0.0219056,0.0184564,0.0172968,0.0363532,0.0192735,0.0198766,0.0192609,0.0478966,0.0210826,0.0192331,0.0177491,0.00193685,0.053063,0.00802319,0.0322924,0.00668127,0.00853227,0,0,0.00732588,0,0.00989135,0.00425946,0.0833807,0.0286546,0.00646267,0.00864603,0.0116196,0.0329551,0.0208799,0.017315,0,0.0104167,0.0149653,0.0751829,0.00817751,0.00935021,0.00727847,0.00645683,0.0070946,0,0,0,0,0,0,0,0,0,0.0904216,0.0341804,0,0,0.0138337,0.281712,0,0,0,0
258,0.00879342,0.00755114,0,0,0.0154481,0.0232167,0.0169377,0.00844432,0,0,0.0143061,0,0.0171706,0.00517004,0.0427407,0.0445092,0.0240934,0.0101429,0.0096005,0.0219014,0.0174383,0.016669,0.0364896,0.0181464,0.0182222,0.0178754,0.0466754,0.0187369,0.0189394,0.0177844,0.00188898,0.0518003,0.00791774,0.032057,0.00596654,0.00864155,0,0,0.00731362,0,0.00988222,0.00426564,0.0826595,0.030733,0.00648438,0.00867074,0.0131275,0.0341458,0.0229215,0.0183514,0,0.00961858,0.0152255,0.0744918,0.00830644,0.00905615,0.0072923,0.00693748,0.00740461,0,0,0,0,0,0,0,0,0,0.0902052,0.0342226,0,0,0.0129264,0.281241,0,0,0,0
259,0.00977292,0.00760927,0,0,0.0139504,0.0232766,0.0160686,0.00874844,0,0,0.0142508,0,0.0169574,0.00514229,0.0438644,0.0423423,0.0243375,0.00986182,0.00984792,0.0218305,0.0161133,0.0161516,0.0367743,0.01744,0.0175198,0.0168835,0.0462506,0.0174858,0.0184924,0.0177128,0.00181363,0.0471567,0.00800633,0.0383218,0.00726719,0.00963788,0,0,0.00761271,0,0.00996788,0.00410101,0.0851539,0.0717019,0.00705854,0.00811488,0.0229171,0,0.0408317,0.0582285,0,0.0414713,0.0578324,0.0705635,0.00854282,0.00907366,0.00750329,0.00700108,0.00863768,0,0,0,0,0,0,0,0,0,0.091384,0.0549131,0,0,0.0123786,0.262421,0,0,0,0
260,0.0097349,0.00774697,0,0,0.0125644,0.0230583,0.0152435,0.00896694,0,0,0.0140376,0,0.0170857,0.0050224,0.0443597,0.0405546,0.0241682,0.0102424,0.00980658,0.021756,0,0.0159693,0.0372672,0.0167743,0.0178982,0.0159496,0.046133,0.0164289,0.0183963,0.0177349,0.00167916,0.045292,0.00794301,0.0388334,0.00690956,0.00974933,0,0,0.0074328,0,0.0101506,0.00404203,0.0849081,0.0748894,0.00750886,0.00814949,0.0260003,0,0.0443321,0.0597289,0,0.0428536,0.0594588,0.0681623,0.00877765,0.00946854,0.00777333,0.00721462,0.00868529,0,0,0,0,0,0,0,0,0,0.0911304,0.0585165,0,0,0.0125022,0.260414,0,0,0,0
261,0.00931628,0.00773055,0,0,0.0106281,0.0226668,0.0150312,0.00933738,0,0,0.0138073,0,0.0174136,0.00494397,0.0441253,0.0394149,0.0237535,0.0110745,0.00857294,0.0217335,0.0146179,0.0154122,0.0380395,0.0163868,0.0180359,0.0154787,0.0459501,0.0140956,0.0185217,0.0177949,0.00154468,0.0466058,0.00786789,0.0338079,0.0048479,0.00937671,0,0,0.00697606,0,0.0102574,0.0039401,0.0814626,0.0353116,0.00731852,0.00834575,0.0185597,0.0387845,0.0293864,0.0201443,0,0.00806964,0.0154822,0.0684529,0.00907201,0.00978841,0.00790811,0.00725459,0.00820271,0,0,0,0,0,0,0,0,0,0.0892589,0.0360157,0,0,0.0126832,0.278773,0,0,0,0
262,0.0092103,0.00737886,0,0,0.00973068,0.022479,0.0151308,0.00942127,0,0,0.0138046,0,0.017534,0.00489898,0.0443409,0.0384769,0.0233889,0.0109275,0.00778931,0.0216916,0,0.0153833,0.0382766,0.016049,0.017334,0.0148984,0.0460124,0.0128705,0.0186606,0.0177852,0.00152282,0.0442359,0.00780946,0.0349615,0.00454798,0.00923031,0,0,0.0071953,0,0.00998733,0.00381104,0.0811377,0.036361,0.00688021,0.00822108,0.0200146,0.040131,0.0307023,0.0203373,0,0.00798871,0.0154691,0.0646249,0.00952938,0.0092659,0.00783219,0.00686312,0.00823977,0,0,0,0,0,0,0,0,0,0.088609,0.0376066,0,0,0.013052,0.277348,0,0,0,0
263,0.00925619,0.00703651,0,0,0.00928851,0.0222805,0.0155106,0.00911411,0,0,0.0137353,0,0.0177322,0.00482195,0.0442738,0.0380949,0.0229573,0.0106955,0.00714553,0.0217525,0.0151756,0.0152801,0.0376555,0.0162167,0.0174949,0.0149977,0.0461102,0.0116199,0.0188814,0.017815,0.00143939,0.0417884,0.00777581,0.0361861,0.00393247,0.00914619,0,0,0.0075027,0,0.00993798,0.0037172,0.0807379,0.0375539,0.00710488,0.00812616,0.021118,0.041048,0.0317055,0.0205578,0,0.00808852,0.0157528,0.0600477,0.00989288,0.00916671,0.0077284,0.00648862,0.00832173,0,0,0,0,0,0,0,0,0,0.0882422,0.0397429,0,0,0.0129784,0.275626,0,0,0,0
264,0.00928022,0.00664978,0,0,0.00872181,0.0221244,0.0157342,0.00848177,0,0,0.0135829,0,0.0178789,0.00467124,0.044082,0.0377964,0.0226958,0.0104432,0.00662259,0.0219311,0.0165755,0.0152707,0.0361451,0.0165219,0.0179557,0.0156213,0.046091,0.0103966,0.0191408,0.0178424,0.00137915,0.039723,0.00785382,0.0375302,0.00329495,0.0090957,0,0,0.0078469,0,0.00995094,0.00365178,0.080407,0.0387337,0.00772162,0.00814079,0.0219586,0.0417151,0.0324937,0.0206994,0,0.00823776,0.0161643,0.0546548,0.0101185,0.00911695,0.00764376,0.00600095,0.00836844,0,0,0,0,0,0,0,0,0,0.0877557,0.0422737,0,0,0.0129794,0.273877,0,0,0,0
265,0.00961362,0.00599242,0,0,0.00822009,0.0219854,0.0158295,0.0076092,0,0,0.0135498,0,0.0178326,0.00461581,0.0436385,0.0376394,0.0225929,0.0108178,0.0060095,0.0222894,0.0163476,0.0154314,0.0347138,0.0168355,0.0177886,0.0161987,0.0457906,0.009211,0.0193589,0.0177865,0.00131108,0.03838,0.00799043,0.0392199,0.00276144,0.00967948,0,0,0.00822459,0,0.00997348,0.00363677,0.080335,0.0397936,0.00821082,0.00797087,0.0226374,0.0423215,0.0332516,0.0207986,0,0.00846537,0.0166304,0.0488103,0.0100852,0.00897456,0.00745556,0.00500188,0.00889182,0,0,0,0,0,0,0,0,0,0.0871888,0.0446917,0,0,0.0131561,0.272289,0,0,0,0
266,0.00954767,0.00562422,0,0,0.00814089,0.0219535,0.0156997,0.00650111,0,0,0.0135448,0,0.017666,0.00451207,0.043168,0.0371404,0.0228546,0.0110413,0.0057221,0.0223556,0,0.0160719,0.0336592,0.0168561,0.0173132,0.0162639,0.0452007,0.00855658,0.0194861,0.0177629,0.00127085,0.0375555,0.00805664,0.0409319,0.00260163,0.00954538,0,0,0.00852776,0,0.00995495,0.00358158,0.080337,0.0406334,0.00845528,0.00785838,0.0232173,0.0430111,0.0339915,0.0209708,0,0.00888839,0.0173066,0.0431437,0.0102997,0.00889019,0.00746987,0.00440429,0.00890754,0,0,0,0,0,0,0,0,0,0.0863791,0.0474175,0,0,0.0135467,0.270793,0,0,0,0
267,0.00940535,0.00515055,0,0,0.00831522,0.0219542,0.0155932,0.00563199,0,0,0.0135069,0,0.01769,0.00437253,0.0423914,0.036623,0.0229369,0.0113075,0.00530008,0.0223425,0.0165467,0.0162377,0.033062,0.016882,0.0169252,0.0164632,0.0445538,0.00873854,0.0195812,0.0177732,0.00126888,0.037146,0.00823804,0.0425792,0.00314362,0.00942124,0,0,0.00886073,0,0.0100241,0.00353582,0.0805064,0.0412067,0.00832122,0.00785814,0.0238784,0.0435021,0.0347035,0.0211324,0,0.00963083,0.0180377,0.0387353,0.0103415,0.00879263,0.00742598,0.00372397,0.00860861,0,0,0,0,0,0,0,0,0,0.0856422,0.050022,0,0,0.0133477,0.269653,0,0,0,0
268,0.00927431,0.00474106,0,0,0.00861157,0.02193,0.0153991,0.0050278,0,0,0.013511,0,0.0177847,0.00427472,0.041722,0.0360488,0.02315,0.0114276,0.00516766,0.0222214,0.0163611,0.0160519,0.0328328,0.0167727,0.0167515,0.0166671,0.0441815,0.00995784,0.0196276,0.0177908,0.00131996,0.037092,0.00833796,0.0439662,0.00399837,0.00927222,0,0,0.00926725,0,0.0100647,0.00338442,0.0805822,0.0413654,0.00824153,0.00775447,0.0245095,0.0437882,0.0353511,0.0209442,0,0.0104407,0.0185735,0.0356395,0.0103952,0.00877896,0.00737307,0.00315624,0.00835813,0,0,0,0,0,0,0,0,0,0.0848744,0.0524677,0,0,0.0131678,0.268885,0,0,0,0
269,0.00943706,0.00444156,0,0,0.00914452,0.0218443,0.0151059,0.00457986,0,0,0.0134699,0,0.0177619,0.00422183,0.0411732,0.0353326,0.0233504,0.0112288,0.00550794,0.0221882,0.0161999,0.0156528,0.0329988,0.0165109,0.0167669,0.0163767,0.0439823,0.0118017,0.0195185,0.0177673,0.00135179,0.037377,0.00839712,0.0450121,0.00520784,0.00890098,0,0,0.00969198,0,0.0101402,0.00332372,0.0805491,0.0411824,0.00837566,0.00747708,0.0249157,0.0439145,0.0358679,0.0203963,0,0.0110391,0.0188977,0.0338454,0.0103824,0.00878834,0.00726227,0.00273078,0.00855701,0,0,0,0,0,0,0,0,0,0.0843913,0.0542319,0,0,0.0129675,0.26839,0,0,0,0
270,0.00945788,0.0041488,0,0,0.0100317,0.0217649,0.014921,0.00441554,0,0,0.0134867,0,0.017758,0.00414803,0.0406207,0.034753,0.0233062,0.0108965,0.00578262,0.0220846,0.0165096,0.0150752,0.0333499,0.0163149,0.016673,0.0160495,0.043874,0.0136824,0.0193401,0.017745,0.00134321,0.0375551,0.00854618,0.045638,0.00625029,0.00839302,0,0,0.00991017,0,0.010215,0.00332417,0.080576,0.0408653,0.00818489,0.0071626,0.025123,0.0439538,0.0361379,0.0195736,0,0.0112863,0.0190679,0.0327146,0.0101831,0.00873478,0.00737455,0.00225692,0.00879821,0,0,0,0,0,0,0,0,0,0.0839986,0.0553786,0,0,0.0126882,0.268068,0,0,0,0
271,0.00953371,0.00396567,0,0,0.0112522,0.0217163,0.0146652,0.00447508,0,0,0.013511,0,0.0178634,0.00404356,0.0399139,0.0340224,0.0231461,0.0102099,0.006332,0.0220925,0.0160786,0.0144671,0.0336434,0.0160655,0.0164078,0.0157452,0.0437252,0.0157486,0.019272,0.0177765,0.00130818,0.0377592,0.00873884,0.0460561,0.0073525,0.00846369,0,0,0.0100621,0,0.0102345,0.00318613,0.0806671,0.0404771,0.0087969,0.00712645,0.0250244,0.0438585,0.0361524,0.0185085,0,0.0111834,0.0192518,0.0325073,0.00994163,0.00847117,0.00776377,0.00191914,0.00899013,0,0,0,0,0,0,0,0,0,0.0838697,0.0560528,0,0,0.0124245,0.267814,0,0,0,0
272,0.00961213,0.00385492,0,0,0.0125536,0.0216966,0.0144366,0.00475272,0,0,0.013568,0,0.0179354,0.0039807,0.0391856,0.0333379,0.0227529,0.00976203,0.00683176,0.0221078,0.0153824,0.0140415,0.0337901,0.01589,0.0161474,0.0155789,0.043509,0.0180113,0.0193045,0.0177878,0.00130209,0.0377863,0.00899305,0.0461499,0.00818723,0.00858233,0,0,0.0102084,0,0.0103729,0.00303962,0.0808169,0.0396707,0.00981779,0.00718277,0.0249618,0.0436987,0.0360723,0.0172731,0,0.0109029,0.0190253,0.0327517,0.00977209,0.00831879,0.00812237,0.00168019,0.00921908,0,0,0,0,0,0,0,0,0,0.0837499,0.056172,0,0,0.0121981,0.267809,0,0,0,0
273,0.00975527,0.00379944,0,0,0.0136779,0.0217283,0.0142259,0.00520123,0,0,0.0136536,0,0.0178772,0.00395957,0.0388916,0.0327917,0.0222043,0.0096098,0.00726696,0.0221843,0.0153715,0.0139492,0.0337506,0.0157552,0.0158788,0.0154313,0.0432298,0.0200178,0.019417,0.017767,0.00130486,0.0378114,0.00918142,0.0462367,0.00877808,0.00872128,0,0,0.0104665,0,0.0105175,0.00302186,0.0809852,0.0389474,0.0109512,0.00729019,0.025049,0.0435448,0.0360417,0.0160799,0,0.010557,0.0182834,0.0331897,0.00978618,0.00825196,0.00829283,0.00162723,0.009511,0,0,0,0,0,0,0,0,0,0.0836126,0.0558947,0,0,0.0123355,0.268005,0,0,0,0
274,0.00986738,0.00380561,0,0,0.0146615,0.0217661,0.0141477,0.00566939,0,0,0.0137687,0,0.0177699,0.00391886,0.0388799,0.0327775,0.0217498,0.00993553,0.00768646,0.0223227,0.0158631,0.0142808,0.0337042,0.0157099,0.015665,0.0153964,0.0429784,0.0214908,0.0195076,0.0177497,0.00121596,0.0379069,0.00943566,0.0461828,0.009096,0.00881705,0,0,0.0107878,0,0.0107974,0.00313539,0.0811606,0.0382697,0.0107909,0.00741538,0.0252409,0.0433698,0.0360243,0.0147872,0,0.0102593,0.0173007,0.0334216,0.00990971,0.00831281,0.0085434,0.00172733,0.00966518,0,0,0,0,0,0,0,0,0,0.0835167,0.0556218,0,0,0.0126602,0.268381,0,0,0,0
275,0.0101276,0.00387842,0,0,0.0157061,0.0218004,0.0140403,0.00611544,0,0,0.0139114,0,0.0176976,0.00392061,0.0389003,0.0327361,0.0215045,0.0101702,0.00825104,0.0224995,0.0165294,0.0146881,0.0336011,0.0155663,0.0153033,0.0152742,0.0426693,0.0228015,0.0196452,0.01771,0.00122987,0.0381092,0.00971238,0.0461318,0.00938648,0.00890137,0,0,0.0111875,0,0.0110784,0.0032869,0.0814046,0.0375591,0.0108474,0.00752032,0.0253909,0.0431431,0.0359803,0.0135505,0,0.0100881,0.0162548,0.0340893,0.0100853,0.00848154,0.00871242,0.00195149,0.00992994,0,0,0,0,0,0,0,0,0,0.08342,0.0552227,0,0,0.0129406,0.26898,0,0,0,0
276,0.0103137,0.00397459,0,0,0.0168491,0.0218059,0.0140579,0.00639917,0,0,0.0140328,0,0.0176552,0.00386646,0.038776,0.0323221,0.0213281,0.0106331,0.00880245,0.0226924,0.0170384,0.0149129,0.0335053,0.0155554,0.014942,0.0152536,0.0424206,0.024267,0.0198559,0.0176724,0.00131913,0.0383309,0.00989734,0.0461936,0.0097454,0.00898662,0,0,0.0114269,0,0.0111262,0.00346288,0.0817083,0.0369222,0.0116138,0.00774455,0.0255504,0.0428096,0.0357904,0.0125781,0,0.00997529,0.0152238,0.0346252,0.0102547,0.00861991,0.00886149,0.00218389,0.010131,0,0,0,0,0,0,0,0,0,0.0833447,0.0550857,0,0,0.0131203,0.269801,0,0,0,0
277,0.0104006,0.00397134,0,0,0.0180131,0.0218042,0.0141707,0.00657783,0,0,0.0141072,0,0.0176489,0.00374521,0.0385651,0.0318903,0.0212372,0.0111938,0.00927741,0.0228809,0.0173849,0.0149346,0.0334144,0.0156287,0.0150524,0.0152881,0.0422812,0.0257861,0.020075,0.0176605,0.00130436,0.0386187,0.0101385,0.0464616,0.0101371,0.00901703,0,0,0.0115032,0,0.0114149,0.00349662,0.0820607,0.036179,0.0121278,0.00795466,0.0255706,0.0424188,0.0356128,0.0119243,0,0.00993135,0.0140792,0.0346919,0.0103495,0.00889055,0.00876466,0.00231666,0.0102365,0,0,0,0,0,0,0,0,0,0.0831914,0.0556752,0,0,0.0131363,0.270721,0,0,0,0
278,0.00934729,0.0041146,0,0,0.0188127,0.0218682,0.0143191,0.00678862,0,0,0.014444,0,0.0175223,0.00375894,0.0382328,0.0320998,0.0212367,0.0119114,0.00966914,0.0223944,0.0177283,0.0150681,0.0333423,0.0157837,0.0151565,0.0153979,0.0422683,0.0266969,0.0202089,0.017678,0.00136977,0.0387751,0.0104698,0.0466774,0.0105989,0.0080357,0,0,0.011412,0,0.0117615,0.00361649,0.0824472,0.035157,0.0120795,0.00828574,0.0255651,0.0419667,0.0354682,0.0119571,0,0.00983786,0.0130093,0.0339732,0.0105671,0.00984546,0.00904942,0.00272717,0.00923032,0,0,0,0,0,0,0,0,0,0.0828398,0.0568427,0,0,0.0130628,0.271776,0,0,0,0
279,0.00961992,0.00399283,0,0,0.0199524,0.0218992,0.014304,0.0068323,0,0,0.0146597,0,0.0174885,0.00365301,0.0379683,0.0316528,0.0213779,0.0116588,0.0100544,0.0224535,0.0177028,0.0153977,0.0332631,0.0156772,0.0149455,0.0152875,0.0421103,0.0281887,0.020296,0.0176439,0.00140025,0.0389732,0.0106883,0.0472178,0.0109806,0.00821043,0,0,0.0117606,0,0.0118708,0.00360614,0.0828279,0.0340788,0.0117089,0.00843419,0.025475,0.0412815,0.0351809,0.0121666,0,0.00997818,0.0118696,0.0336623,0.0107737,0.00981776,0.00921646,0.00268253,0.00942482,0,0,0,0,0,0,0,0,0,0.0823207,0.0577635,0,0,0.0130611,0.273032,0,0,0,0
280,0.00966596,0.00397721,0,0,0.0210222,0.0218822,0.01435,0.00689351,0,0,0.0148688,0,0.0174974,0.00355416,0.03764,0.0311768,0.0216011,0.0113995,0.0106556,0.0223682,0.0174564,0.0161514,0.0332355,0.015592,0.014573,0.0152294,0.0419552,0.0296107,0.0203668,0.0176253,0.00133039,0.0391358,0.0109002,0.0477527,0.011765,0.008287,0,0,0.0120749,0,0.0120204,0.00356545,0.0830803,0.0329785,0.0122953,0.00865271,0.0250741,0.0404816,0.0347004,0.011877,0,0.0100939,0.0110714,0.0330412,0.0109609,0.0097823,0.00919829,0.00282574,0.00947479,0,0,0,0,0,0,0,0,0,0.0821676,0.0587264,0,0,0.0129037,0.274091,0,0,0,0
281,0.00955608,0.00396425,0,0,0.0216989,0.0218718,0.014424,0.00696433,0,0,0.0151089,0,0.0174833,0.00350887,0.0373654,0.0307329,0.0218541,0.0112467,0.0112283,0.0221929,0.0171662,0.0158644,0.0332148,0.0155127,0.0141991,0.0152113,0.0417996,0.0305861,0.0204084,0.0176017,0.00126263,0.0391917,0.0110836,0.0481803,0.0125504,0.00827362,0,0,0.0123179,0,0.0120563,0.00364356,0.0832432,0.0322366,0.0129917,0.00895502,0.0247255,0.0396388,0.0341662,0.0112741,0,0.010274,0.0106302,0.0321588,0.0111078,0.00979784,0.00935645,0.00292706,0.00947239,0,0,0,0,0,0,0,0,0,0.0819034,0.0595755,0,0,0.0127471,0.274985,0,0,0,0
282,0.0094612,0.00388814,0,0,0.0220652,0.021841,0.014532,0.00713393,0,0,0.0154044,0,0.0173866,0.00356253,0.0372414,0.0304179,0.0220735,0.0112024,0.0116895,0.0220166,0.016875,0.0150826,0.033221,0.0154343,0.0140353,0.0151898,0.041729,0.0311949,0.0204457,0.0175482,0.0013197,0.0391777,0.011327,0.0482868,0.0131965,0.00828293,0,0,0.0125778,0,0.0122482,0.00379809,0.0833729,0.0314777,0.0134132,0.00918824,0.0244301,0.0387594,0.0336417,0.010369,0,0.0104286,0.0106078,0.0310378,0.0112184,0.00993088,0.00956437,0.00285955,0.00943714,0,0,0,0,0,0,0,0,0,0.081512,0.0604009,0,0,0.0126509,0.275783,0,0,0,0
283,0.00995028,0.00371033,0,0,0.021825,0.0219457,0.0146574,0.00622635,0,0,0.016326,0,0.0170283,0.00392584,0.0372089,0.0303534,0.0222781,0.0108369,0.0119432,0.022027,0.0162054,0.0142431,0.0331276,0.0155931,0.0143306,0.0154477,0.042067,0.0313758,0.0206438,0.0174485,0.00149683,0.0365168,0.011614,0.0481028,0.0118457,0.00935488,0,0,0.0131793,0,0.0124499,0.00408,0.0859063,0.0693565,0.0135348,0.00963782,0.04191,0,0.0568773,0.0496624,0,0.0363286,0.0505662,0.0293153,0.0111023,0.01004,0.00981726,0.00243291,0.0102224,0,0,0,0,0,0,0,0,0,0.0830288,0.0680777,0,0,0.0122865,0.257159,0,0,0,0
284,0.00998309,0.00320874,0,0,0.0235556,0.0219123,0.0141662,0.00897123,0,0,0.0166776,0,0.0170928,0.00397807,0.0360883,0.0296878,0.0225517,0.0108052,0.0137813,0.0221861,0.0158081,0.0134273,0.0329577,0.0152802,0.0139125,0.0151208,0.0414663,0.0337399,0.0208841,0.0174531,0.00145027,0.0384076,0.0117588,0.0472824,0.0154835,0.00973148,0,0,0.0135554,0,0.0124952,0.00422003,0.0842284,0.030559,0,0.0104358,0.0229059,0.0369607,0.0318733,0.00798414,0,0.0107334,0.0124033,0.0276608,0.0109406,0.0100923,0.00990754,0.00178268,0.0104241,0,0,0,0,0,0,0,0,0,0.0817065,0.0611452,0,0,0.0122907,0.276128,0,0,0,0
285,0.00959017,0.00303426,0,0,0.0238092,0.0217971,0.0142626,0.00853813,0,0,0.0167269,0,0.0172324,0.00391895,0.036464,0.0290445,0.0228198,0.0102133,0.013545,0.0221161,0.0158385,0.0133701,0.0331677,0.0151191,0.0138367,0.0149451,0.041423,0.0332276,0.020942,0.0175114,0.00132941,0.037616,0.0117834,0.0468883,0.0156494,0.00959167,0,0,0.0132651,0,0.0125371,0.00413589,0.0837159,0.0293926,0.010347,0.0108442,0.0229228,0.0360001,0.031395,0.00673259,0,0.011458,0.0140953,0.0267919,0.0109096,0.0101223,0.00998011,0.00174647,0.0102772,0,0,0,0,0,0,0,0,0,0.0806114,0.0609222,0,0,0.0123019,0.276926,0,0,0,0
286,0.010074,0.00272563,0,0,0.024665,0.0220185,0.0150206,0.00980832,0,0,0.0176105,0,0.0168614,0.00433335,0.0360416,0.0286265,0.0230944,0.00953509,0.0148494,0.0223013,0.0155344,0.0125961,0.0329192,0.0149603,0.0137756,0.0147661,0.0410096,0.0344034,0.0213196,0.0174448,0.00149095,0.0373018,0.0120826,0.0462977,0.0167914,0.0103413,0,0,0.0139965,0,0.0126196,0.00427784,0.0842765,0.0283055,0,0.0111261,0.0221265,0.034922,0.0302066,0.00659705,0,0.0125235,0.0166235,0.026578,0.011168,0.0101209,0.0102722,0.00135315,0.0108955,0,0,0,0,0,0,0,0,0,0.0811332,0.0603041,0,0,0.0120656,0.27665,0,0,0,0
287,0.00898909,0.00357275,0,0,0.0249389,0.0222264,0.0157961,0.00820552,0,0,0.0185678,0,0.0165492,0.00496451,0.0369665,0.0279694,0.023419,0.00793938,0.0140491,0.0210955,0.0149934,0.0122904,0.0331195,0.0147312,0.0140151,0.0145812,0.0409551,0.0352392,0.0214515,0.0175035,0.00166703,0.0337947,0.0121657,0.0456847,0.0150862,0.0084951,0,0,0.0144333,0,0.0125941,0.00407945,0.0850983,0.0605094,0.0105663,0.0104159,0.0376724,0,0.0503539,0.0434104,0,0.0327806,0.0463648,0.0248564,0.0122197,0.0101973,0.0103249,0.00245052,0.00945367,0,0,0,0,0,0,0,0,0,0.0816383,0.0637814,0,0,0.0120456,0.262365,0,0,0,0
288,0.00837141,0.0038086,0,0,0.0253684,0.022293,0.0160571,0.00862108,0,0,0.019254,0,0.0164295,0.00536749,0.0370614,0.0273052,0.0236567,0.00730263,0.014127,0.0205004,0.0146308,0.0120549,0.0330712,0.0144773,0.0139699,0.0143666,0.0407019,0.0359193,0.0216632,0.0175117,0.00173809,0.0333804,0.0122627,0.0449357,0.0157391,0.00718602,0,0,0.015054,0,0.0126122,0.00394149,0.0846859,0.0578022,0.0111346,0.0103275,0.0364855,0,0.048428,0.0417663,0,0.0320081,0.0455239,0.0240107,0.0130596,0.0102865,0.0103381,0.00299553,0.00864163,0,0,0,0,0,0,0,0,0,0.0814471,0.0626623,0,0,0.0120308,0.263337,0,0,0,0
289,0.0088529,0.003409,0,0,0.025292,0.0222386,0.0159872,0.00903917,0,0,0.019531,0,0.0164419,0.00544367,0.0372693,0.02666,0.0237979,0.00694894,0.0142392,0.0209002,0.0143897,0.0118758,0.0328995,0.0143003,0.0139057,0.0142221,0.040569,0.0357487,0.0219138,0.017465,0.00169101,0.0328403,0.0124684,0.0439858,0.0161989,0.00786361,0,0,0.0152697,0,0.012835,0.00392292,0.0843525,0.0548836,0.011555,0.0105751,0.0352573,0,0.046382,0.0402103,0,0.031166,0.0445402,0.0230392,0.0129857,0.0101975,0.0104148,0.00253679,0.00918611,0,0,0,0,0,0,0,0,0,0.0813914,0.0615294,0,0,0.0119724,0.263507,0,0,0,0
290,0.00743275,0.00279087,0,0,0.021681,0.021664,0.0144326,0.00897675,0,0,0.017946,0,0.0171997,0.00459015,0.0371966,0.025181,0.0227874,0.00702136,0.0105875,0.0209531,0.0146085,0.0122259,0.0319605,0.0135693,0.0128719,0.0135278,0.0402438,0.0313344,0.0216165,0.0176536,0.00110635,0.0380799,0.0123352,0.0445652,0.0153869,0.00711823,0,0,0.0139715,0,0.0130488,0.00370653,0.08302,0.0200024,0.00953152,0.0117462,0.0244859,0.028214,0.0287767,0.0093563,0,0.0176358,0.0244355,0.026593,0.0122293,0.01055,0.0103795,0.00246044,0.00772933,0,0,0,0,0,0,0,0,0,0.080031,0.0600594,0,0,0.0120749,0,0,0,0,0
291,0.00665996,0.00307004,0,0,0.0183074,0.021324,0.0134308,0.00737801,0,0,0.0172451,0,0.0176243,0.0042312,0.037519,0.0237932,0.0219781,0.00693503,0.00701318,0.0209601,0.0144378,0.0123675,0.0311448,0.0132265,0.0124144,0.0132676,0.0404271,0.0268726,0.0214683,0.0177626,0.000901797,0.0246687,0.0123126,0.0145926,0.0119957,0.00663714,0,0,0.0135411,0,0.0132592,0.00363429,0.0832738,0.024944,0.00819526,0.0123215,0.0316934,0,0.0354617,0.00801908,0.0206656,0.00303835,0.00744234,0.0241758,0.0120659,0.0108855,0.0104557,0.00319362,0.00693304,0,0,0,0,0,0,0,0,0,0.0809707,0.02208,0,0,0.0118467,0,0,0,0,0
292,0.00774123,0.00256027,0,0,0.0216459,0.0214829,0.0140493,0.00915218,0,0,0.0181573,0,0.0174227,0.00462123,0.0375415,0.0234061,0.0227808,0.00618403,0.010387,0.0211235,0.0139283,0.011523,0.0313719,0.0131364,0.0125941,0.0132005,0.0400028,0.0312842,0.0216449,0.0176896,0.00106218,0.0390445,0.0126194,0.0429754,0.0152941,0.00771057,0,0,0.0141928,0,0.0133407,0.003779,0.0825515,0.0202116,0.00923835,0.012337,0.0240507,0.0267201,0.0280605,0.0140088,0,0.0190129,0.0279678,0.0295898,0.0122091,0.0108821,0.0105971,0.00262186,0.00808073,0,0,0,0,0,0,0,0,0,0.0802863,0.0605154,0,0,0.011783,0,0,0,0,0
