Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD,LTIBI,x79,
154,0.00750803,0.00637185,0,0,0,0,0,0,0.0246774,0.0203755,0.0288375,0.00897179,0,0.0118061,0,0.0300354,0.00713944,0.0405974,0.0375444,0.0175553,0.0257021,0.00877576,0.0184992,0.0266889,0.0286305,0.0234012,0.0503955,0.0277638,0.0272706,0.0331926,0.0356084,0.0226372,0.019251,0.00280333,0.0215804,0.00733881,0.0176866,0.00670501,0.00762524,0,0,0.010345,0,0.00939847,0.00378178,0.0826659,0.0143357,0.0804618,0.0103267,0.00783968,0.00493667,0.00846447,0.0164258,0.0407357,0.0146692,0.00553957,0.0321212,0.00402497,0.00479573,0.0368263,0.0124907,0.00159733,0.00169126,0.0060794,0.00618766,0,0,0,0,0,0,0,0,0,0.0252421,0,0
155,0.00754663,0.00662783,0,0,0,0,0,0,0.0216807,0.020463,0.0267613,0.00835429,0,0.0118454,0,0.0301464,0.00729402,0.0406616,0.0356456,0.0175622,0.0245608,0.00915426,0.0184042,0.0263976,0.0274323,0.0226632,0.0511341,0.0272906,0.0268274,0.0342419,0.0321863,0.0225361,0.0192405,0.00285265,0.0207206,0.00736142,0.0179701,0.00665347,0.00767107,0,0,0.010743,0,0.00945985,0.00389464,0.0827609,0.0149138,0.0806664,0.0105343,0.00784768,0.00499822,0.00885863,0.0163737,0.0406432,0.0148843,0.00519378,0.0322244,0.00434397,0.00486477,0.0351831,0.0128528,0.00160702,0.00172489,0.00635162,0.0061382,0,0,0,0,0,0,0,0,0,0.0251809,0,0
156,0.00763151,0.00679045,0,0,0,0,0,0,0.0186387,0.0205116,0.02464,0.00782102,0,0.0118697,0,0.0302574,0.0074556,0.040775,0.0335192,0.0174776,0.0233156,0.00961068,0.0184254,0.0259423,0.0259596,0.0220159,0.051747,0.0268413,0.0263945,0.0352918,0.0284491,0.0224215,0.0192399,0.00290614,0.0202414,0.00735875,0.0180744,0.0065216,0.00771768,0,0,0.0111332,0,0.00954145,0.00397004,0.082835,0.0158275,0.080953,0.010682,0.00782178,0.00505511,0.00940842,0.0162498,0.0406177,0.0151483,0.00514463,0.0323566,0.00476425,0.00507749,0.033507,0.0132799,0.00159141,0.00177067,0.00646103,0.00621154,0,0,0,0,0,0,0,0,0,0.0250444,0,0
157,0.00780632,0.00685535,0,0,0,0,0,0,0.0157884,0.0205125,0.0228715,0.00741609,0,0.011875,0,0.0303756,0.00762019,0.0409534,0.0314645,0.0173479,0.0219856,0.0101479,0.0185987,0.0253997,0.024554,0.0217363,0.0521712,0.026373,0.0258876,0.03624,0.0262989,0.0223541,0.0192496,0.00296003,0.0197707,0.00731521,0.0182539,0.00647453,0.007823,0,0,0.0115576,0,0.0096106,0.00403275,0.0829563,0.0170728,0.0812405,0.0108419,0.00780219,0.00509229,0.00992538,0.0161971,0.0406727,0.0154594,0.00578993,0.0324632,0.00525029,0.00540524,0.0318254,0.0137022,0.00164024,0.00186525,0.00644043,0.00643584,0,0,0,0,0,0,0,0,0,0.0249328,0,0
158,0.0080385,0.00684709,0,0,0,0,0,0,0.0134205,0.0204858,0.02171,0.00705675,0,0.011809,0,0.0305233,0.00774478,0.0411267,0.0298304,0.0172214,0.0205778,0.0107268,0.0188789,0.024795,0.023142,0.0212403,0.0524909,0.0258762,0.0253225,0.0370313,0.0247795,0.0223117,0.0192942,0.00299839,0.0192992,0.00725711,0.0186622,0.00654095,0.00801276,0,0,0.0119685,0,0.00969179,0.00410098,0.0830972,0.0185332,0.0815173,0.0111002,0.00780353,0.00514723,0.0103811,0.0162071,0.0407001,0.0157525,0.00586001,0.0325696,0.00573462,0.00586002,0.0302897,0.0141192,0.00162384,0.00201443,0.00633484,0.00678805,0,0,0,0,0,0,0,0,0,0.024895,0,0
159,0.00836659,0.00682791,0,0,0,0,0,0,0.0116309,0.0204398,0.0212476,0.00667389,0,0.0117461,0,0.0307145,0.00782323,0.041196,0.0291814,0.0171409,0.0191987,0.0113275,0.0192274,0.0239506,0.021491,0.0204379,0.0529421,0.0254452,0.0248245,0.0376622,0.0240154,0.022315,0.019385,0.00302197,0.0192509,0.00717966,0.0195871,0.0065646,0.00830984,0,0,0.0122277,0,0.00980833,0.00426072,0.0831993,0.0201008,0.0818422,0.0115803,0.00780078,0.00522509,0.0108739,0.0162433,0.0405542,0.0159953,0.00539798,0.0328687,0.00627142,0.00635429,0.0293157,0.0146213,0.00158467,0.00215954,0.00618961,0.0072313,0,0,0,0,0,0,0,0,0,0.0249625,0,0
160,0.00879985,0.0068163,0,0,0,0,0,0,0.010401,0.0203765,0.0214429,0.00636027,0,0.0116741,0,0.0309081,0.00781725,0.04124,0.0296452,0.017101,0.0178611,0.0119294,0.0197072,0.0229719,0.0198902,0.0196268,0.0533568,0.0251131,0.0243963,0.0382044,0.0237223,0.0223388,0.0194853,0.00310589,0.0197407,0.00709345,0.0210049,0.00668258,0.00872054,0,0,0.0124546,0,0.00991026,0.00443817,0.0832611,0.0216065,0.0821669,0.012263,0.00780133,0.00530777,0.0113128,0.0162339,0.0404059,0.0161745,0.00490997,0.0333556,0.00635772,0.0068393,0.0290409,0.0150077,0.0015266,0.0022902,0.00605804,0.00777719,0,0,0,0,0,0,0,0,0,0.0250513,0,0
161,0.00925498,0.00680887,0,0,0,0,0,0,0.00994216,0.0203154,0.0220785,0.006238,0,0.0115424,0,0.0310622,0.00780029,0.0413714,0.0308785,0.0171217,0.0164745,0.0125164,0.0202189,0.0219947,0.0184614,0.0188813,0.0537472,0.0246758,0.0238322,0.0388662,0.023986,0.0223318,0.0195619,0.00316745,0.0199262,0.00703663,0.0219178,0.00699811,0.00916254,0,0,0.0126421,0,0.00999728,0.00457679,0.0833547,0.0230476,0.0824636,0.0130425,0.00776187,0.00540502,0.0116383,0.0164401,0.0406105,0.0163455,0.00511074,0.0335835,0.00661981,0.00742392,0.028611,0.0153087,0.00144917,0.00238054,0.00593258,0.0083671,0,0,0,0,0,0,0,0,0,0.0251273,0,0
162,0.0106128,0.0065901,0,0,0,0,0,0,0.0108258,0.0206043,0.0227037,0.00624493,0,0.0102216,0,0.031086,0.00707759,0.0415352,0.0325125,0.0171798,0.0147819,0.0131267,0.0204098,0.0209748,0.0169292,0.0183574,0.054164,0.0240322,0.0229948,0.0398023,0.0250459,0.0210808,0.0197289,0.00289875,0.0198237,0.0071053,0.0225626,0.00735609,0.010369,0,0,0.0123953,0,0.0101621,0.00448021,0.0834674,0.0245991,0.0826742,0.013735,0.00774621,0.00525221,0.0117575,0.0168064,0.040963,0.0163672,0.00557358,0.033688,0.00702582,0.00815422,0.0279558,0.0152982,0.00138646,0.00235095,0.00530833,0.00978119,0,0,0,0,0,0,0,0,0,0.0252162,0,0
163,0.0105149,0.00671978,0,0,0,0,0,0,0.0118214,0.0203924,0.0230806,0.00646614,0,0.0107445,0,0.0312788,0.00743407,0.0417879,0.0344941,0.017279,0.0133737,0.0135397,0.0207616,0.0203646,0.0158481,0.0180192,0.0545827,0.0234155,0.0222037,0.0410221,0.026938,0.0215925,0.0197092,0.00313456,0.0200079,0.0070007,0.0232195,0.00789116,0.0104551,0,0,0.0125705,0,0.010044,0.00469169,0.0835988,0.0259823,0.0830208,0.0144864,0.00762464,0.00547494,0.0120611,0.0171432,0.0413656,0.0165933,0.00602756,0.0338762,0.00735536,0.00871416,0.0275717,0.0153698,0.00144774,0.00245829,0.00562505,0.00973452,0,0,0,0,0,0,0,0,0,0.0252067,0,0
164,0.0108613,0.0068167,0,0,0,0,0,0,0.0131221,0.020369,0.0229824,0.00676709,0,0.0106553,0,0.0313752,0.00743033,0.0420416,0.0360306,0.0173549,0.0121877,0.0140567,0.0208712,0.0202721,0.0151253,0.0177918,0.054944,0.0226879,0.021069,0.0424971,0.0295238,0.0214206,0.0197378,0.0031969,0.0201576,0.00699586,0.023779,0.00843105,0.0108271,0,0,0.012582,0,0.0100344,0.00471991,0.0836749,0.0270607,0.0832758,0.0150923,0.00760052,0.00552741,0.0123862,0.0173884,0.0416738,0.0168388,0.00644035,0.0340903,0.00763261,0.00915158,0.0272335,0.0153269,0.00149756,0.00250591,0.00569874,0.0101257,0,0,0,0,0,0,0,0,0,0.0249026,0,0
165,0.0111015,0.00691154,0,0,0,0,0,0,0.0148817,0.0203567,0.0224038,0.00714318,0,0.010634,0,0.0314309,0.00744669,0.0422957,0.0369935,0.0174293,0.0115322,0.0145632,0.0209146,0.0198805,0.0145668,0.0175429,0.0552082,0.0219796,0.0198001,0.0440932,0.0329444,0.0212297,0.0197531,0.00324188,0.0206135,0.00702912,0.0245673,0.00891459,0.0111046,0,0,0.0125877,0,0.0100413,0.00473939,0.0837322,0.0278299,0.083549,0.0158517,0.00748368,0.00551313,0.0127831,0.0177277,0.0419681,0.0171749,0.00668664,0.0342851,0.00780393,0.00956765,0.0270589,0.0152639,0.00153413,0.00251029,0.00577376,0.0104007,0,0,0,0,0,0,0,0,0,0.0244961,0,0
166,0.0112709,0.00697353,0,0,0,0,0,0,0.0173424,0.020382,0.0213498,0.00750907,0,0.0106564,0,0.0314521,0.00747052,0.0425319,0.0375352,0.0174903,0.0113617,0.0150386,0.0209486,0.0192687,0.0140519,0.0172723,0.0553568,0.0213373,0.0185279,0.0456781,0.0370241,0.0211029,0.0197605,0.00325895,0.0215051,0.00708574,0.0257229,0.00935421,0.0113155,0,0,0.0125704,0,0.0100571,0.0047264,0.0837169,0.028815,0.0838382,0.0166831,0.00733314,0.00540885,0.0132028,0.0181648,0.0423038,0.0177262,0.00662811,0.0345191,0.00787317,0.00993652,0.0273878,0.0151727,0.00155385,0.00249617,0.00588092,0.0106123,0,0,0,0,0,0,0,0,0,0.0240053,0,0
167,0.0113579,0.00699011,0,0,0,0,0,0,0.0202499,0.020424,0.0202401,0.00783836,0,0.0106698,0,0.0314259,0.00747818,0.0427683,0.0381476,0.0175293,0.0116828,0.0154256,0.0209471,0.0186096,0.0135606,0.0169495,0.0553422,0.0208958,0.0174471,0.0471164,0.0415316,0.0210309,0.0197406,0.00327166,0.0217398,0.00715332,0.0263933,0.00973501,0.0114355,0,0,0.0125931,0,0.0100527,0.00465824,0.0837202,0.0300302,0.0840663,0.0175155,0.0071791,0.00522271,0.0136558,0.0186773,0.0426452,0.018465,0.00696907,0.0345458,0.00800812,0.0105239,0.0272296,0.0149373,0.00159281,0.00247317,0.00599798,0.0107286,0,0,0,0,0,0,0,0,0,0.0234109,0,0
168,0.0113978,0.00699018,0,0,0,0,0,0,0.0230988,0.0204793,0.0190249,0.00816283,0,0.0106523,0,0.031391,0.00745632,0.0431159,0.038401,0.0175453,0.0123332,0.0157842,0.0209453,0.017992,0.0130903,0.0165054,0.055129,0.0205997,0.016599,0.0482733,0.0458137,0.0209943,0.0197207,0.00323483,0.0216335,0.00724371,0.02673,0.0100665,0.0114942,0,0,0.0126469,0,0.010031,0.00456767,0.0838032,0.0311309,0.084254,0.0182162,0.00703683,0.00498077,0.0139842,0.019205,0.0430093,0.018897,0.00744912,0.0345085,0.00811656,0.0110855,0.026737,0.0146544,0.00158062,0.00243654,0.00609729,0.0108093,0,0,0,0,0,0,0,0,0,0.0227711,0,0
169,0.0110811,0.00712809,0,0,0,0,0,0,0.0255015,0.0204495,0.0175924,0.008419,0,0.0109255,0,0.0314134,0.00761517,0.0435817,0.0384116,0.0175274,0.0132235,0.0160676,0.0208394,0.0172818,0.0123878,0.0158441,0.0546947,0.0203512,0.0158894,0.0491326,0.0494329,0.0212045,0.0196861,0.00328794,0.0216371,0.00734148,0.0270985,0.0102879,0.0111632,0,0,0.0127652,0,0.0100045,0.00450337,0.0839658,0.0322982,0.0844457,0.0190063,0.00686656,0.00470184,0.01433,0.0197848,0.0433808,0.0191949,0.00796626,0.0344197,0.00814471,0.0116627,0.0262188,0.0145203,0.00151136,0.00238845,0.00640377,0.0105049,0,0,0,0,0,0,0,0,0,0.0221346,0,0
170,0.0110433,0.00714623,0,0,0,0,0,0,0.0286964,0.0204689,0.0153768,0.00863051,0,0.0109383,0,0.0314127,0.00761885,0.0438431,0.0384096,0.017715,0.0134349,0.0163534,0.0208122,0.0161594,0.0118901,0.0154573,0.0542195,0.0193535,0.0146885,0.0495393,0.0540032,0.0212337,0.0196688,0.00334498,0.0217379,0.00738339,0.0275658,0.0105626,0.0111455,0,0,0.01268,0,0.00998589,0.00459345,0.0842655,0.0335781,0.0845963,0.0198663,0.00663914,0.00457634,0.0146345,0.0203287,0.0437062,0.0193315,0.00844034,0.0342425,0.00818987,0.0123693,0.0255771,0.0143658,0.00163476,0.00234939,0.00651038,0.0104867,0,0,0,0,0,0,0,0,0,0.0208018,0,0
171,0.0113158,0.00734179,0,0,0,0,0,0,0.031368,0.0204197,0.0136383,0.00866646,0,0.011132,0,0.0314902,0.00769161,0.0441039,0.0378682,0.0179016,0.0134614,0.016756,0.0210575,0.0147162,0.0111582,0.0148025,0.0534873,0.0183893,0.0136434,0.0497051,0.0577144,0.0214388,0.0196935,0.00342548,0.0213931,0.00733571,0.0272439,0.0104592,0.0114172,0,0,0.0128274,0,0.00998205,0.0048325,0.084434,0.0330841,0.0843502,0.0192651,0.00684588,0.00461751,0.0147649,0.0208976,0.0440848,0.0192542,0.00803664,0.0345576,0.00815839,0.0117794,0.0249291,0.0144471,0.00170145,0.002401,0.00678079,0.0107916,0,0,0,0,0,0,0,0,0,0.0193176,0,0
172,0.0124636,0.00736989,0,0,0,0,0,0,0.0334075,0.0205891,0.0117659,0.00859887,0,0.0105484,0,0.0315047,0.0073524,0.0442695,0.0368657,0.0180583,0.0130034,0.0173107,0.0212282,0.0132824,0.0103417,0.0140479,0.0524905,0.0173089,0.0126041,0.0497158,0.0602711,0.0208049,0.0198173,0.00331065,0.0205536,0.00734181,0.0264618,0.0101289,0.0123833,0,0,0.0129587,0,0.0100783,0.00488458,0.0844375,0.0314873,0.0837848,0.0176353,0.00738117,0.00460804,0.0148076,0.0214463,0.044526,0.0191168,0.00729174,0.0351123,0.00833425,0.0105357,0.0243847,0.0145134,0.00173546,0.00241485,0.00677225,0.0119848,0,0,0,0,0,0,0,0,0,0.0175713,0,0
173,0.0125033,0.00785787,0,0,0,0,0,0,0.0344393,0.0204298,0.00964446,0.00846269,0,0.0111734,0,0.0316382,0.00773073,0.0443299,0.0351057,0.0182526,0.0122495,0.0177198,0.0214403,0.0118964,0.00942254,0.0134048,0.0513315,0.0161832,0.0115707,0.0496216,0.0614064,0.0213027,0.0198249,0.00348178,0.019453,0.00733977,0.0256667,0.00979924,0.0123829,0,0,0.0134758,0,0.0101215,0.00503939,0.0844282,0.0300115,0.0833047,0.0160842,0.00785632,0.0047607,0.0149346,0.0220837,0.045085,0.0190197,0.00703221,0.0355654,0.008627,0.00959704,0.0236794,0.0148391,0.00173194,0.00243689,0.007427,0.0120918,0,0,0,0,0,0,0,0,0,0.0157742,0,0
174,0.0135426,0.00852077,0,0,0,0,0,0,0.0335166,0.0202044,0.00763817,0.00805655,0,0.0119079,0,0.0318795,0.00802312,0.0443364,0.0326303,0.0183777,0.0103559,0.0184768,0.0221973,0.0108491,0.00871913,0.0130338,0.0504501,0.0141934,0.00983166,0.0493657,0.0599597,0.0218358,0.0198974,0.00363788,0.0173351,0.00718142,0.0239816,0.00907824,0.0133842,0,0,0.0142011,0,0.0101686,0.00543259,0.0842287,0.0252712,0.0823291,0.0123327,0.00903005,0.0053147,0.0149424,0.0232127,0.0459206,0.0183347,0.0074507,0.0368161,0.00999053,0.00782762,0.0228796,0.0153921,0.00168209,0.00256171,0.00812352,0.0132491,0,0,0,0,0,0,0,0,0,0.0138013,0,0
175,0.0137312,0.0088336,0,0,0,0,0,0,0.0321903,0.0201729,0.00565052,0.00775857,0,0.0121807,0,0.0319273,0.00816615,0.0439502,0.0297245,0.0186701,0.0089544,0.0186304,0.022238,0.00972654,0.00806924,0.0128878,0.0500008,0.0124913,0.00837274,0.0493572,0.0576153,0.0219382,0.0198904,0.00368804,0.0164812,0.00719862,0.0234005,0.00878889,0.0135035,0,0,0.0144598,0,0.0102064,0.00549503,0.0843366,0.0247454,0.082078,0.0113947,0.00930265,0.00544239,0.0150848,0.0238151,0.0464743,0.0181324,0.00759053,0.0370162,0.0103044,0.00802179,0.0216757,0.0155322,0.00172308,0.00254056,0.00848407,0.0135459,0,0,0,0,0,0,0,0,0,0.0121152,0,0
176,0.0137725,0.00908413,0,0,0,0,0,0,0.0309604,0.0201646,0.0043869,0.00766859,0,0.0123046,0,0.0319107,0.00824032,0.0433714,0.0265176,0.0189428,0.00852141,0.0187083,0.0221965,0.00843375,0.00754094,0.0127202,0.0496801,0.0116071,0.00780598,0.0494792,0.0552652,0.0219817,0.0198817,0.00372066,0.0166067,0.00723165,0.0235772,0.00874295,0.0134753,0,0,0.0146083,0,0.0102456,0.00554664,0.084611,0.025598,0.0819539,0.0109369,0.0094811,0.00551471,0.0153085,0.0242451,0.0469188,0.0180442,0.00727877,0.0370971,0.0104637,0.00838082,0.0209583,0.0155163,0.00178929,0.00255187,0.00875298,0.0136633,0,0,0,0,0,0,0,0,0,0.0109842,0,0
177,0.0137145,0.00927511,0,0,0,0,0,0,0.029708,0.0201718,0.00487855,0.0078021,0,0.0123279,0,0.0318575,0.00827169,0.0426447,0.0233656,0.0192183,0.00865628,0.0187312,0.0221358,0.00723833,0.00744876,0.0126005,0.0493504,0.0114162,0.0080658,0.0497121,0.052879,0.0220016,0.0198704,0.00370795,0.0160717,0.00726639,0.0232074,0.00883791,0.0133631,0,0,0.0146439,0,0.0102644,0.00560285,0.0849799,0.0267845,0.0819131,0.0107828,0.00958936,0.00558739,0.0156761,0.0248046,0.0474105,0.018041,0.00730796,0.0368276,0.010534,0.00905781,0.0195459,0.0153895,0.00182241,0.00251357,0.00895545,0.013674,0,0,0,0,0,0,0,0,0,0.0106025,0,0
178,0.013619,0.00941873,0,0,0,0,0,0,0.0283677,0.0201633,0.00659458,0.00812831,0,0.0122639,0,0.0317739,0.00825828,0.0417809,0.020402,0.0195075,0.00906808,0.0187572,0.0220808,0.00617117,0.00796303,0.0130603,0.0489363,0.0117508,0.00905367,0.0499405,0.0504668,0.0219684,0.0198591,0.00366991,0.0151361,0.00729737,0.02253,0.00909165,0.0132088,0,0,0.0147147,0,0.0102744,0.00564668,0.085326,0.0280698,0.0818752,0.0107044,0.00961192,0.00570889,0.0160537,0.0254862,0.0478847,0.0180686,0.00750269,0.0363568,0.0105649,0.00976288,0.0177886,0.0152293,0.00181693,0.00246742,0.00907111,0.0136165,0,0,0,0,0,0,0,0,0,0.0108251,0,0
179,0.0134654,0.00949903,0,0,0,0,0,0,0.0268686,0.020144,0.00834759,0.0085415,0,0.0121896,0,0.0316935,0.00821161,0.0409229,0.0183253,0.0197766,0.0097286,0.0187739,0.0219875,0.00545086,0.00869961,0.0138793,0.0483564,0.012481,0.010394,0.0500757,0.0478698,0.0219248,0.019832,0.00365419,0.0143757,0.00732627,0.0218253,0.00946974,0.0129748,0,0,0.0147193,0,0.0102753,0.00568141,0.0855604,0.0295136,0.0818739,0.0105918,0.00966853,0.00582994,0.0164157,0.0261598,0.0483567,0.0180677,0.00774843,0.0358387,0.0105693,0.0103998,0.0160884,0.0150654,0.00179595,0.00244316,0.00908,0.0134741,0,0,0,0,0,0,0,0,0,0.0114421,0,0
180,0.0132216,0.00953346,0,0,0,0,0,0,0.0255334,0.0201502,0.00958345,0.00894431,0,0.0120834,0,0.0316245,0.00817063,0.0400606,0.017041,0.0200473,0.0103793,0.0187423,0.0218259,0.00544954,0.00963077,0.0148225,0.0475736,0.013418,0.0117604,0.0500558,0.045557,0.0218668,0.019817,0.00366069,0.0137115,0.00732457,0.0210224,0.00985497,0.0126626,0,0,0.0147297,0,0.0102721,0.00566478,0.0856421,0.0312355,0.081882,0.0104248,0.00968443,0.00599783,0.0166403,0.0267746,0.0488119,0.0180776,0.00801009,0.0353524,0.0105025,0.0112109,0.0145939,0.0150172,0.00182713,0.00244819,0.0090432,0.0132153,0,0,0,0,0,0,0,0,0,0.012157,0,0
181,0.0129187,0.00956959,0,0,0,0,0,0,0.0242694,0.0201646,0.00989504,0.00920813,0,0.0119917,0,0.0315804,0.00817642,0.039325,0.0164977,0.0203273,0.0103423,0.0186677,0.0216536,0.00601422,0.0106168,0.0152669,0.0466174,0.014187,0.0128519,0.0499957,0.0437866,0.0218026,0.0198134,0.00364353,0.0126517,0.00730079,0.020272,0.0101152,0.0122919,0,0,0.0147169,0,0.010282,0.00564676,0.085648,0.0330151,0.0818565,0.0101637,0.00965403,0.00624885,0.0168803,0.0273365,0.0492172,0.0180334,0.00817973,0.0348244,0.0105038,0.0119779,0.0132393,0.0150432,0.00189021,0.00244898,0.00899697,0.0129,0,0,0,0,0,0,0,0,0,0.0128037,0,0
182,0.0125852,0.0096053,0,0,0,0,0,0,0.0228928,0.0201812,0.00951466,0.00926746,0,0.0119356,0,0.0315365,0.00826354,0.0387939,0.0164093,0.0206029,0.0102963,0.0185137,0.0212847,0.00668245,0.0113668,0.0153524,0.0456038,0.0145365,0.0133751,0.0500075,0.0421234,0.0216716,0.0197829,0.0036438,0.0115205,0.00726968,0.0196665,0.010139,0.0119222,0,0,0.0147245,0,0.010302,0.00562992,0.0856438,0.0346819,0.081765,0.00986091,0.00956791,0.00655794,0.0171776,0.0278947,0.0495638,0.0179536,0.00853504,0.0342247,0.0105911,0.0127421,0.0117079,0.0150929,0.0019295,0.00245128,0.00894442,0.0125249,0,0,0,0,0,0,0,0,0,0.0136525,0,0
183,0.0126389,0.00944611,0,0,0,0,0,0,0.0214566,0.0203623,0.00870524,0.00913601,0,0.0113718,0,0.0314201,0.00806349,0.0383337,0.0159288,0.0208256,0.0103955,0.0183261,0.0207987,0.00725377,0.0117601,0.0153364,0.0447191,0.0144882,0.0132796,0.0501618,0.0403773,0.0209915,0.0198069,0.00354085,0.0103956,0.00728183,0.0190235,0.00993107,0.0117826,0,0,0.0145467,0,0.0104244,0.00544907,0.0855715,0.0362173,0.0816103,0.00948305,0.00948181,0.00667992,0.0174742,0.0284302,0.0498841,0.0177409,0.00889019,0.0335759,0.0107222,0.0135041,0.0100442,0.0151264,0.00208396,0.00244155,0.00865445,0.0124835,0,0,0,0,0,0,0,0,0,0.0144167,0,0
184,0.0109778,0.00982128,0,0,0,0,0,0,0.0192552,0.0200713,0.00819385,0.00876673,0,0.0125477,0,0.0314949,0.00898596,0.0381018,0.0151061,0.0210224,0.0101249,0.0177767,0.0202997,0.00701149,0.0114613,0.0152641,0.044116,0.0142226,0.0128702,0.0502421,0.0368867,0.0219679,0.0196783,0.00398505,0.0093878,0.00728159,0.0184448,0.00945691,0.00994682,0,0,0.0144862,0,0.0105657,0.00538747,0.0853995,0.0376618,0.0815511,0.00896037,0.00903335,0.00659689,0.0177718,0.0291195,0.0503074,0.0175,0.00919561,0.0330497,0.0109344,0.0143276,0.00870492,0.0157254,0.00218089,0.00248233,0.00914098,0.0107725,0,0,0,0,0,0,0,0,0,0.0142806,0,0
185,0.0105031,0.00991538,0,0,0,0,0,0,0.0181896,0.0200782,0.00759344,0.00846986,0,0.0126306,0,0.0315038,0.00919465,0.0378098,0.0152695,0.0210615,0.0106845,0.0175025,0.0198559,0.00702378,0.0108727,0.0146941,0.0442718,0.0137511,0.0119794,0.050751,0.0350365,0.0218975,0.0196753,0.00404612,0.00832633,0.00719686,0.0177603,0.00921993,0.00946157,0,0,0.0144708,0,0.0106295,0.00555935,0.0852523,0.0387068,0.0814916,0.00863852,0.00889977,0.00688459,0.0181145,0.0296961,0.0506321,0.0173215,0.0094071,0.0324042,0.0110007,0.0149687,0.00775008,0.0155607,0.00224721,0.00255148,0.00918843,0.0102798,0,0,0,0,0,0,0,0,0,0.014125,0,0
186,0.0100259,0.0100516,0,0,0,0,0,0,0.0180373,0.0200782,0.00724265,0.00798184,0,0.0128294,0,0.0315101,0.00948862,0.0377685,0.01708,0.0211087,0.0112607,0.0170821,0.019397,0.00696178,0.00965592,0.0136007,0.0450602,0.0133376,0.011105,0.0514588,0.0346623,0.0219237,0.0196455,0.00408349,0.00743215,0.00712059,0.017058,0.00887773,0.00898711,0,0,0.0146682,0,0.0106631,0.00574934,0.0850827,0.039731,0.0814775,0.0083954,0.00854986,0.00717049,0.0184365,0.0302746,0.0509186,0.0170083,0.00985442,0.0317268,0.0112199,0.0157332,0.00765543,0.0153946,0.00232302,0.00258281,0.00930516,0.00981902,0,0,0,0,0,0,0,0,0,0.0141803,0,0
187,0.00956165,0.0102856,0,0,0,0,0,0,0.0188637,0.0200471,0.00741898,0.00745213,0,0.0131063,0,0.03151,0.00984454,0.0379834,0.019921,0.0212942,0.0123443,0.0165708,0.0189075,0.00738425,0.00854268,0.0126393,0.04625,0.013349,0.0106695,0.0523215,0.0360504,0.0219979,0.0196046,0.00411374,0.00686582,0.00704695,0.0163247,0.00860704,0.008488,0,0,0.014812,0,0.0106694,0.00599584,0.0848871,0.0407867,0.081611,0.00827336,0.0080049,0.00755884,0.0185845,0.0308614,0.0511382,0.0165059,0.0105736,0.0310451,0.0115931,0.0166742,0.00863871,0.0153583,0.00232916,0.00266583,0.00956623,0.00937542,0,0,0,0,0,0,0,0,0,0.0146479,0,0
188,0.00916945,0.0106518,0,0,0,0,0,0,0.0204022,0.019974,0.00803759,0.00695102,0,0.013426,0,0.0315438,0.01019,0.0384215,0.0230257,0.0215116,0.0128224,0.0163245,0.0184453,0.00870768,0.00861985,0.0123666,0.0475604,0.0137787,0.0107954,0.0532163,0.0388126,0.022052,0.0195843,0.00426677,0.00660131,0.00689884,0.0157005,0.00845508,0.0080339,0,0,0.0148129,0,0.0106698,0.00632156,0.0847147,0.0417434,0.081891,0.00843128,0.00756881,0.00806961,0.0185214,0.0312752,0.0511975,0.0159132,0.0113328,0.030194,0.0118314,0.017542,0.0100605,0.015376,0.00223656,0.00275542,0.00999691,0.00901525,0,0,0,0,0,0,0,0,0,0.015326,0,0
189,0.0340071,0.0329869,0,0,0,0,0,0,0.0146135,0.0243563,0.00815488,0.0298114,0,0.0170876,0,0.0252788,0.00763522,0.0278745,0.0214904,0.0375894,0.0160327,0.0213774,0.0159618,0.0132839,0.0120359,0.0119565,0.0455273,0.0131448,0.0107447,0.0510631,0.0302786,0.0198035,0.0172064,0.00404149,0.0244701,0.0122029,0.0219194,0.0439524,0.0347948,0,0,0.0301693,0,0.00849948,0.00983263,0.110613,0.0486578,0,0.0242096,0.0608576,0.0292858,0.0197539,0.0391833,0.0625547,0.021748,0.0137172,0.0314901,0.0109334,0.0225894,0.0265702,0.0174526,0.00502807,0.00350496,0.032521,0.0332647,0,0,0,0,0,0,0,0,0,0.0146048,0,0
