Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD,LTIBI,x79,
111,0.00556373,0.00848749,0,0,0,0,0,0,0.0417509,0.0217641,0.00787403,0.00594799,0,0.00835384,0,0.0260331,0.0106603,0.0347367,0.0324906,0.0216048,0.0136526,0.0125757,0.0129824,0.024523,0.0240664,0.0213881,0.0519568,0.00953678,0.00731653,0.0255101,0.0431829,0.0173192,0.0183177,0.00236284,0.0245701,0.0087444,0.00813747,0.0127985,0.00386903,0,0,0.0129304,0,0.0124439,0.00348173,0.0824295,0.0169939,0.0759799,0.00857839,0.00784499,0.00808038,0.0151151,0.0206341,0.0352066,0.0157244,0.00444845,0.0255812,0.0038935,0.00599655,0.0429109,0.0132456,0.00655903,0.00497408,0.00826091,0.00354692,0,0,0,0,0,0,0,0,0,0.0151828,0,0
112,0.00604831,0.00887058,0,0,0,0,0,0,0.0414153,0.0218916,0.00820173,0.0054959,0,0.00845264,0,0.0259753,0.0106867,0.0347259,0.034089,0.0214222,0.013614,0.012149,0.0128526,0.0247071,0.024257,0.0215644,0.0516102,0.00994016,0.00742745,0.0252026,0.0432305,0.0173122,0.0182783,0.00233071,0.0263572,0.00898265,0.00992372,0.0118049,0.00409705,0,0,0.013344,0,0.0124569,0.00355806,0.0820356,0.0179779,0.0763097,0.00825925,0.00771516,0.00843886,0.0159635,0.018311,0.0327655,0.0162389,0.00448526,0.0278276,0.00321474,0.00606869,0.0449976,0.0133469,0.00651036,0.00503645,0.00864598,0.00336617,0,0,0,0,0,0,0,0,0,0.0157,0,0
113,0.00660867,0.00928186,0,0,0,0,0,0,0.0407217,0.0220235,0.00865913,0.00503177,0,0.00844284,0,0.0258515,0.0107665,0.0346766,0.0357953,0.0212381,0.0136429,0.0117113,0.0127279,0.0249265,0.0243984,0.0216985,0.0508404,0.0103824,0.00755365,0.0249171,0.0428958,0.0173214,0.0182437,0.00230603,0.0283996,0.00922465,0.0128972,0.0107249,0.00449591,0,0,0.0136996,0,0.0124657,0.00362802,0.0816048,0.0195651,0.0766598,0.0083309,0.00759881,0.00880115,0.0168699,0.0158913,0.0303764,0.0170345,0.00558836,0.0300767,0.00478238,0.00663203,0.0469238,0.013343,0.00652539,0.00510767,0.00905262,0.00332269,0,0,0,0,0,0,0,0,0,0.0162691,0,0
114,0.0070439,0.00959446,0,0,0,0,0,0,0.0401254,0.0221038,0.00918662,0.00459183,0,0.00838044,0,0.0256948,0.0107138,0.0346049,0.0374961,0.021042,0.0136748,0.0110702,0.0127038,0.0250584,0.0245318,0.0216504,0.0506316,0.0107425,0.00776853,0.0245595,0.0429731,0.0173507,0.0182476,0.00231228,0.0302701,0.00939901,0.0156947,0.00953114,0.00491786,0,0,0.0139938,0,0.0124946,0.00372638,0.0812805,0.0207861,0.077044,0.0086813,0.00751801,0.00915195,0.0180088,0.0133256,0.0283117,0.0181002,0.00747662,0.0325119,0.00611726,0.0076652,0.0483564,0.0133249,0.00649815,0.00513525,0.0094069,0.00332987,0,0,0,0,0,0,0,0,0,0.0166902,0,0
115,0.00737028,0.00974875,0,0,0,0,0,0,0.0395557,0.0221464,0.00974932,0.00424207,0,0.00828662,0,0.0256613,0.0105289,0.0345033,0.0392162,0.0208149,0.0136774,0.0102803,0.0127938,0.0251867,0.0246627,0.0215405,0.0505968,0.0110385,0.00807561,0.0241917,0.0431291,0.0174086,0.0182628,0.00231433,0.0318366,0.00952191,0.0185668,0.00829761,0.00530062,0,0,0.0141806,0,0.0124693,0.00374353,0.0810353,0.0216858,0.077496,0.00901311,0.00746154,0.00947441,0.0192597,0.010528,0.0265817,0.0193639,0.00973207,0.0351145,0.00698715,0.00911008,0.0493927,0.0132772,0.00636518,0.00513637,0.00965838,0.00339656,0,0,0,0,0,0,0,0,0,0.0170769,0,0
116,0.00769139,0.00984487,0,0,0,0,0,0,0.0390608,0.0221725,0.0103155,0.00415435,0,0.0081247,0,0.0257502,0.0104368,0.0343299,0.0409952,0.0205958,0.0136016,0.00955891,0.0128715,0.0253448,0.0248586,0.021636,0.050521,0.011402,0.00847088,0.0237979,0.0431793,0.0173384,0.0182727,0.00233229,0.0333113,0.00961558,0.0219594,0.00720116,0.00566989,0,0,0.0143139,0,0.0123971,0.0037527,0.0807758,0.023027,0.0778888,0.0095004,0.00737002,0.00978497,0.0205562,0.00871828,0.0250558,0.020865,0.0119665,0.0376229,0.0090697,0.0106269,0.0503753,0.0131884,0.00619405,0.00512168,0.00988524,0.0036445,0,0,0,0,0,0,0,0,0,0.0176098,0,0
117,0.00801003,0.00997409,0,0,0,0,0,0,0.0386728,0.0222084,0.0109534,0.00432859,0,0.00789445,0,0.0259059,0.0103979,0.0342265,0.04284,0.0203714,0.0134958,0.00889691,0.0128933,0.025495,0.025106,0.0216871,0.0503293,0.0118459,0.00890961,0.0233596,0.0432342,0.0170232,0.018279,0.00234679,0.0349253,0.00970192,0.025533,0.00631278,0.00608675,0,0,0.0144649,0,0.0123531,0.00397279,0.0805136,0.0247569,0.078203,0.0102299,0.00723299,0.0101906,0.0218685,0.00791722,0.0239192,0.0223122,0.0140697,0.0400132,0.0116636,0.0120387,0.051493,0.0130538,0.00597511,0.00508732,0.0101249,0.00395945,0,0,0,0,0,0,0,0,0,0.0181352,0,0
118,0.00815553,0.0100415,0,0,0,0,0,0,0.0383584,0.0222541,0.0116157,0.00463255,0,0.00758878,0,0.025995,0.0102955,0.0341149,0.0446323,0.0201433,0.013401,0.00826557,0.0128695,0.0256391,0.0252864,0.0216567,0.050085,0.0122723,0.0093597,0.0229492,0.0434194,0.0165557,0.018277,0.00234546,0.0366851,0.00979973,0.0289021,0.00557836,0.00641903,0,0,0.0145881,0,0.0122808,0.00418347,0.080277,0.0264538,0.0784782,0.0110175,0.0071391,0.0105518,0.0231575,0.00775667,0.0232442,0.0236145,0.0160049,0.0422794,0.0142226,0.0133003,0.0527546,0.0129277,0.00573378,0.00501408,0.0102681,0.00421168,0,0,0,0,0,0,0,0,0,0.0184786,0,0
119,0.00828102,0.0101369,0,0,0,0,0,0,0.0379399,0.0222893,0.0123079,0.00503795,0,0.00738329,0,0.0260097,0.0101188,0.0339758,0.0463561,0.0199375,0.0133993,0.00766505,0.0128338,0.025758,0.0254133,0.0215764,0.0498473,0.0127464,0.00981251,0.0225742,0.0435229,0.0163176,0.0182708,0.00233508,0.0381783,0.00988311,0.0316366,0.00499721,0.00670102,0,0,0.0147116,0,0.0122247,0.00433796,0.0801338,0.0279574,0.0787219,0.0117535,0.00712624,0.0108457,0.024256,0.00809371,0.023025,0.0248159,0.0177416,0.0443574,0.0164342,0.0144368,0.0540962,0.0128373,0.00577308,0.00493332,0.010406,0.00442021,0,0,0,0,0,0,0,0,0,0.0187158,0,0
120,0.00840635,0.0102817,0,0,0,0,0,0,0.0376058,0.022355,0.0129809,0.00551919,0,0.00720764,0,0.0259704,0.00989551,0.0338083,0.0479819,0.0197653,0.0135405,0.00713613,0.0127756,0.0258642,0.0255663,0.0214806,0.0495883,0.0132039,0.0102632,0.0222085,0.0436599,0.0160816,0.0182662,0.00234165,0.0391232,0.00995982,0.0335311,0.0046187,0.00698522,0,0,0.014867,0,0.0121695,0.00445258,0.0801055,0.0288772,0.0788814,0.0123306,0.00720093,0.0111635,0.0250876,0.00861894,0.0232562,0.0258522,0.0191848,0.046109,0.0182937,0.0153724,0.0553021,0.0127791,0.00582058,0.00486474,0.0104984,0.00457466,0,0,0,0,0,0,0,0,0,0.0191084,0,0
121,0.00845983,0.0103898,0,0,0,0,0,0,0.0373209,0.0224627,0.013594,0.00596535,0,0.00709816,0,0.0259939,0.00970092,0.0335661,0.0494157,0.019644,0.0137519,0.00676096,0.0127111,0.0259663,0.0257378,0.0214875,0.0493285,0.0136441,0.0106857,0.0218528,0.0438458,0.0159077,0.0182567,0.002359,0.0394905,0.0100791,0.0344696,0.00440608,0.00721059,0,0,0.0150688,0,0.0121415,0.00455553,0.0801345,0.0293769,0.0789516,0.012729,0.00733004,0.0114537,0.0256545,0.00909815,0.0237087,0.0265197,0.0201692,0.0473419,0.0196202,0.0159675,0.0561587,0.0127252,0.00576953,0.00484578,0.0106008,0.00468432,0,0,0,0,0,0,0,0,0,0.0194909,0,0
122,0.00875506,0.0108316,0,0,0,0,0,0,0.0373271,0.022384,0.0141905,0.00636387,0,0.00777423,0,0.0261225,0.00989137,0.0333084,0.0506831,0.0196034,0.0139414,0.00662634,0.0124913,0.0260372,0.0258749,0.0215558,0.0491095,0.0140408,0.0110967,0.0214695,0.0444249,0.0162799,0.0182087,0.00249917,0.0396789,0.0101558,0.0347943,0.00444626,0.00712994,0,0,0.0154063,0,0.0121168,0.00477807,0.0801986,0.0297127,0.0790464,0.0128668,0.00743564,0.0112097,0.0258868,0.00929122,0.0242128,0.0267107,0.0206465,0.0480092,0.0202529,0.0161516,0.0568024,0.0127696,0.00558195,0.00484416,0.0109111,0.0050671,0,0,0,0,0,0,0,0,0,0.0198468,0,0
123,0.0084331,0.0111356,0,0,0,0,0,0,0.0472447,0.0222374,0.0290563,0.00702743,0,0.00842925,0,0.0263133,0.0101343,0.0274024,0.0334347,0.0211668,0.0190853,0.00688327,0.0121066,0.030798,0.0358746,0.0232828,0.0451186,0.0119407,0.0141526,0.0359205,0.0488943,0.0167733,0.0182206,0.00262572,0.0402226,0.00999346,0.0346089,0.00585945,0.0063797,0,0,0.0156849,0,0.012155,0.00491427,0.0791619,0.029611,0.0785063,0.0128877,0.009013,0.0107733,0.025959,0.00928306,0.0241994,0.0267911,0.0207176,0.0479347,0.0202688,0.0164906,0.0583232,0.0134751,0.00542581,0.00475665,0.0111983,0.00539695,0,0,0,0,0,0,0,0,0,0.0107501,0,0
124,0.0084291,0.0112483,0,0,0,0,0,0,0.0474983,0.022171,0.0294855,0.00719542,0,0.00881218,0,0.0264831,0.0100087,0.0272176,0.0339473,0.0211862,0.0196002,0.00700244,0.0122039,0.0309788,0.0362166,0.0233817,0.0450197,0.0122737,0.0143783,0.0358536,0.049476,0.0172746,0.0182418,0.00259802,0.0397652,0.0099812,0.0345756,0.00592889,0.00617917,0,0,0.0156583,0,0.0121207,0.0049638,0.0794142,0.0292244,0.0784245,0.0128425,0.00922795,0.0104853,0.0254747,0.00864405,0.0245863,0.0263823,0.0201324,0.0472792,0.0194912,0.0161359,0.0580712,0.0135129,0.00535308,0.00473475,0.0112365,0.00553434,0,0,0,0,0,0,0,0,0,0.0108238,0,0
125,0.00829361,0.0112127,0,0,0,0,0,0,0.0480693,0.0220984,0.0299868,0.00729962,0,0.00923867,0,0.0267763,0.00974215,0.0270656,0.0343768,0.0212052,0.0199961,0.00724495,0.012485,0.0310989,0.0364502,0.0234878,0.0449521,0.012597,0.0147158,0.0355986,0.0504432,0.0179377,0.0182917,0.00241864,0.0394667,0.00991048,0.0343259,0.00606981,0.00591375,0,0,0.0154744,0,0.0120793,0.00494353,0.0797485,0.0288958,0.078291,0.0128851,0.0093408,0.0100688,0.0246826,0.00764529,0.0250315,0.0255786,0.019084,0.045969,0.0179909,0.0153457,0.0577279,0.0135018,0.00519215,0.00466066,0.0111367,0.00559012,0,0,0,0,0,0,0,0,0,0.010882,0,0
126,0.00825533,0.0111288,0,0,0,0,0,0,0.0496057,0.0220945,0.0301981,0.00744877,0,0.00912052,0,0.0268433,0.00941534,0.0270169,0.0347477,0.0211594,0.0200575,0.00767783,0.0130192,0.0309577,0.0361882,0.0235497,0.0448698,0.0130915,0.0153896,0.0350286,0.052955,0.0183125,0.0183671,0.00216823,0.0399344,0.00981674,0.033905,0.00649296,0.00629396,0,0,0.0154093,0,0.0119007,0.00504213,0.0801157,0.0299191,0.0781852,0.0132232,0.00901256,0.0103579,0.0235398,0.00676345,0.0257447,0.0244676,0.0173631,0.0439412,0.0154047,0.0137314,0.057868,0.0133748,0.00498229,0.00452012,0.0108726,0.00556897,0,0,0,0,0,0,0,0,0,0.0110091,0,0
127,0.00811073,0.0110389,0,0,0,0,0,0,0.0503678,0.0219683,0.029982,0.00745274,0,0.00922048,0,0.0269509,0.00936671,0.0269792,0.0349248,0.0211508,0.0201946,0.00794063,0.0133847,0.0309118,0.0361253,0.0235291,0.0447177,0.0136049,0.01586,0.0344953,0.0545073,0.0187143,0.0184051,0.00215053,0.0400424,0.00968248,0.0331436,0.00673565,0.00630027,0,0,0.0152808,0,0.0117353,0.00525513,0.0806076,0.031102,0.0779604,0.0132324,0.0089212,0.0101766,0.022089,0.00617543,0.0264053,0.0228483,0.0161898,0.0422547,0.0129166,0.0129386,0.0577004,0.0133066,0.00480105,0.00438701,0.0103584,0.00557597,0,0,0,0,0,0,0,0,0,0.0111067,0,0
128,0.00797376,0.0109311,0,0,0,0,0,0,0.0509549,0.0218659,0.0299172,0.00745495,0,0.00927227,0,0.0271865,0.00914167,0.0269818,0.0349085,0.0210826,0.0202896,0.00806913,0.0136803,0.030798,0.0359876,0.0233506,0.044539,0.0141712,0.0163624,0.0338739,0.055967,0.0189547,0.0184954,0.00206271,0.0404155,0.00958396,0.0336079,0.00684567,0.00624778,0,0,0.0152663,0,0.0115814,0.00533388,0.0811033,0.0328511,0.0776533,0.0136472,0.00886007,0.00998696,0.0206991,0.00637407,0.0272711,0.0211931,0.0155007,0.0408902,0.0109936,0.012646,0.0581931,0.0132352,0.00460142,0.0042675,0.0100431,0.00551122,0,0,0,0,0,0,0,0,0,0.0112018,0,0
129,0.00788245,0.0107673,0,0,0,0,0,0,0.051283,0.0218195,0.0298909,0.0074672,0,0.00949732,0,0.0274057,0.00884011,0.0270458,0.0346695,0.0209741,0.020376,0.00809185,0.0139346,0.0306102,0.0358211,0.0231025,0.0443217,0.0147931,0.0168331,0.0332122,0.0571905,0.0191844,0.0185597,0.00192485,0.0409527,0.00954236,0.0347219,0.00683765,0.00617678,0,0,0.0152972,0,0.0114829,0.00523405,0.0815835,0.0345952,0.07729,0.014709,0.00884255,0.00983645,0.0194577,0.00695184,0.0282975,0.0197099,0.0154098,0.0399852,0.0106269,0.0129143,0.0593397,0.0131818,0.00459024,0.00416207,0.009856,0.00541383,0,0,0,0,0,0,0,0,0,0.0112994,0,0
130,0.00774678,0.0104357,0,0,0,0,0,0,0.0514721,0.0217936,0.0292717,0.00756353,0,0.00980652,0,0.0275041,0.00848239,0.0271701,0.0341747,0.0208294,0.0202192,0.00802011,0.0141975,0.0302703,0.035544,0.0228631,0.0440441,0.0153996,0.0172959,0.0325289,0.0582473,0.0194065,0.0185928,0.00185083,0.0413026,0.0095399,0.0349233,0.00679574,0.00610223,0,0,0.0152017,0,0.011448,0.00508503,0.0820972,0.0356524,0.0769083,0.016445,0.0088051,0.00967447,0.0183149,0.0073837,0.0294481,0.0186755,0.0154572,0.0394382,0.0099578,0.0133768,0.060774,0.0131497,0.00456971,0.00406277,0.00958473,0.00525764,0,0,0,0,0,0,0,0,0,0.011382,0,0
131,0.00750533,0.00987565,0,0,0,0,0,0,0.0514913,0.0217054,0.028364,0.00773876,0,0.0100378,0,0.0273954,0.00812294,0.0272787,0.0334179,0.0206764,0.0199118,0.00789778,0.0145829,0.0298819,0.0352827,0.0225575,0.0437149,0.0159109,0.0176338,0.0318554,0.0588077,0.0196679,0.0186014,0.00210222,0.0414664,0.00950747,0.033795,0.00673464,0.00594441,0,0,0.0149791,0,0.0114613,0.00483252,0.0826822,0.0360545,0.0765456,0.0178118,0.00875614,0.00936666,0.0170911,0.00752016,0.0307292,0.0182157,0.0152535,0.0389259,0.00891851,0.0133533,0.062167,0.0130552,0.00455703,0.0039942,0.00905921,0.0050614,0,0,0,0,0,0,0,0,0,0.0113525,0,0
132,0.00791812,0.0103308,0,0,0,0,0,0,0.0513668,0.0211452,0.0271397,0.00810487,0,0.0117973,0,0.0276097,0.00883174,0.0274812,0.0323838,0.0205554,0.0189829,0.00774745,0.0147941,0.0292375,0.0346904,0.0221329,0.0434565,0.0164232,0.0180512,0.031082,0.0595961,0.0211816,0.0185658,0.00248204,0.04142,0.00927462,0.0319683,0.00676679,0.00574667,0,0,0.0152633,0,0.0112977,0.00489027,0.083251,0.036304,0.0765334,0.0179074,0.0086573,0.00874519,0.01596,0.00742295,0.0320316,0.0182302,0.0148367,0.0383417,0.00795874,0.0132886,0.0631759,0.0134879,0.00406149,0.00381297,0.00914691,0.005248,0,0,0,0,0,0,0,0,0,0.0115133,0,0
133,0.00779097,0.00980642,0,0,0,0,0,0,0.0506837,0.0207743,0.0258018,0.00853932,0,0.0123421,0,0.027726,0.00880739,0.0277086,0.0311349,0.0203998,0.0179332,0.00746642,0.0156118,0.0284636,0.0340454,0.0217844,0.0432874,0.0168776,0.0184134,0.0304426,0.0600269,0.0221185,0.0186315,0.00250065,0.0410363,0.00897237,0.0300756,0.00668565,0.00549837,0,0,0.01505,0,0.0111728,0.00496776,0.0835318,0.0365938,0.0768731,0.0168025,0.00878145,0.00836482,0.0151737,0.00714705,0.0330766,0.018401,0.0142932,0.037763,0.00759329,0.0134344,0.0635171,0.0136376,0.00382899,0.00368693,0.00861127,0.00512665,0,0,0,0,0,0,0,0,0,0.0119178,0,0
134,0.00768898,0.00918176,0,0,0,0,0,0,0.049627,0.0203628,0.0242365,0.00910354,0,0.0128977,0,0.0279101,0.00868896,0.0280601,0.029661,0.0202088,0.0165522,0.0072187,0.0166298,0.0274121,0.0330613,0.021349,0.0431832,0.0171954,0.0188769,0.0297662,0.0604892,0.0231481,0.0187271,0.00267641,0.0401098,0.00864263,0.0283541,0.00671154,0.00526077,0,0,0.0147733,0,0.011056,0.00523923,0.0836103,0.0368367,0.0773543,0.0153596,0.00871617,0.00793098,0.0144782,0.00676527,0.0338083,0.0184464,0.0137409,0.0373011,0.00744978,0.0135898,0.0632522,0.0137498,0.00363681,0.00352364,0.00800484,0.00509725,0,0,0,0,0,0,0,0,0,0.0122348,0,0
135,0.00764405,0.00851302,0,0,0,0,0,0,0.0486585,0.0200095,0.0224564,0.00976761,0,0.0134654,0,0.0282337,0.0084314,0.0286547,0.0282121,0.0199859,0.0148803,0.00702257,0.0177182,0.0260463,0.0316962,0.0208339,0.0430329,0.0175351,0.0194397,0.0290853,0.0607483,0.0241546,0.0188425,0.0028016,0.0387232,0.00831868,0.0268346,0.00689445,0.0051364,0,0,0.0144047,0,0.0109487,0.00549193,0.0837169,0.0366296,0.0777942,0.0140778,0.00843834,0.00748343,0.0137479,0.00656421,0.0344445,0.018423,0.0130886,0.0368919,0.00722139,0.0131764,0.0620503,0.0138051,0.00347777,0.00333818,0.00740536,0.00517173,0,0,0,0,0,0,0,0,0,0.0128107,0,0
136,0.00779312,0.00780977,0,0,0,0,0,0,0.0481245,0.0197524,0.0206043,0.0105841,0,0.0138078,0,0.0286123,0.00815387,0.0296297,0.0274763,0.0196998,0.0128573,0.00684622,0.0185762,0.0241079,0.0296494,0.0202671,0.042797,0.0183399,0.0204245,0.0283674,0.0612726,0.024843,0.0189572,0.00281935,0.0371613,0.00807254,0.0253401,0.00706793,0.00531489,0,0,0.014055,0,0.0108123,0.00553955,0.0839166,0.0356527,0.0782062,0.0134049,0.00805939,0.00713189,0.0128816,0.00694406,0.0351729,0.0181931,0.0125288,0.036389,0.00591167,0.0121977,0.060201,0.0137628,0.00314337,0.00310449,0.00697269,0.00541588,0,0,0,0,0,0,0,0,0,0.0137838,0,0
137,0.00807588,0.00714544,0,0,0,0,0,0,0.0474404,0.0195788,0.0190452,0.011526,0,0.0140862,0,0.0288164,0.00787882,0.0308898,0.0280967,0.019291,0.0115302,0.00669358,0.019229,0.022052,0.0274972,0.0200066,0.042464,0.0196076,0.0217279,0.0275437,0.0610442,0.0252925,0.0190242,0.00276473,0.0356458,0.00793523,0.0237982,0.00712758,0.00572526,0,0,0.0136931,0,0.0106554,0.00542382,0.0840796,0.0339168,0.078635,0.0133666,0.00753614,0.00687022,0.0119347,0.00801277,0.0359865,0.0176582,0.0121646,0.0357832,0.00439577,0.0110143,0.0582018,0.0135774,0.00272274,0.0029282,0.00664163,0.00577001,0,0,0,0,0,0,0,0,0,0.0150953,0,0
138,0.00831144,0.00674922,0,0,0,0,0,0,0.0454031,0.0194696,0.0180614,0.012468,0,0.0143738,0,0.028862,0.00757748,0.0321894,0.0304252,0.0187983,0.0118287,0.00653746,0.0196985,0.0205327,0.0260429,0.020264,0.0421797,0.0209225,0.0228423,0.0264597,0.0584771,0.0255467,0.0190548,0.00267212,0.0344292,0.00785807,0.0224479,0.00714421,0.00619677,0,0,0.0133256,0,0.0104987,0.00513113,0.0841004,0.0317749,0.0790666,0.0133577,0.00710114,0.00668973,0.0111246,0.00936688,0.0367933,0.0169929,0.0114913,0.0350746,0.00376759,0.0100178,0.0565859,0.0133084,0.00241173,0.00279375,0.00634988,0.00608919,0,0,0,0,0,0,0,0,0,0.0163447,0,0
139,0.00841492,0.0064396,0,0,0,0,0,0,0.0417976,0.0194297,0.0188698,0.0133314,0,0.0145516,0,0.0288389,0.00723991,0.0335466,0.0354171,0.0182491,0.0136762,0.00654614,0.0199272,0.0196343,0.0254491,0.0210125,0.0420393,0.0222113,0.023788,0.0247689,0.05293,0.0255731,0.019077,0.00253905,0.0335277,0.00781682,0.0209366,0.0073444,0.00659063,0,0,0.0128781,0,0.0103599,0.0047798,0.0840522,0.0294956,0.0794663,0.0131825,0.00702261,0.00655837,0.0105722,0.0107336,0.0376063,0.0166054,0.0105624,0.03435,0.00280387,0.00930784,0.0554575,0.0129707,0.00214986,0.00264545,0.00603534,0.00625599,0,0,0,0,0,0,0,0,0,0.0177173,0,0
140,0.0084387,0.005999,0,0,0,0,0,0,0.036893,0.0194602,0.0227902,0.0140316,0,0.0146308,0,0.0288314,0.00696925,0.0351857,0.0433879,0.0176382,0.0167621,0.00686612,0.020089,0.0196661,0.0260053,0.0223791,0.0420736,0.0236657,0.0248957,0.0224166,0.0447517,0.0254339,0.0191135,0.00233551,0.0327046,0.00780949,0.0194155,0.00755438,0.00694862,0,0,0.0123683,0,0.0102535,0.00450392,0.084093,0.0273892,0.0798424,0.0126475,0.00712932,0.00632926,0.0100715,0.0117539,0.0383665,0.0165103,0.00978189,0.0337496,0.00218073,0.00894953,0.0546703,0.0125968,0.00187603,0.00246406,0.00557728,0.00637065,0,0,0,0,0,0,0,0,0,0.019533,0,0
141,0.00834079,0.00521559,0,0,0,0,0,0,0.0316521,0.0195285,0.0281328,0.0144538,0,0.0144702,0,0.028731,0.00648976,0.0368511,0.0511073,0.0170225,0.0202255,0.00743356,0.0202991,0.0209735,0.0274982,0.0239927,0.0420779,0.0251293,0.0261168,0.0204774,0.0349766,0.025059,0.0191595,0.00212546,0.0317894,0.00781165,0.0190751,0.00765471,0.00719196,0,0,0.0116727,0,0.0102062,0.00422609,0.0841599,0.0257976,0.0801773,0.012053,0.00721455,0.00585984,0.00953364,0.012301,0.0389497,0.016581,0.00942052,0.0334092,0.00186865,0.0089612,0.0537455,0.012153,0.0017608,0.00229366,0.00477785,0.0064349,0,0,0,0,0,0,0,0,0,0.0214644,0,0
142,0.00858166,0.00621195,0,0,0,0,0,0,0.0263305,0.0192595,0.0324234,0.0145999,0,0.0155186,0,0.0290733,0.00739321,0.0380708,0.0560859,0.0165689,0.0236629,0.00801716,0.0199435,0.0222567,0.029472,0.0255753,0.0421599,0.0265967,0.0274533,0.01965,0.0248045,0.0257334,0.019104,0.00256238,0.0308885,0.00762895,0.0192333,0.00774449,0.00780432,0,0,0.0121419,0,0.0098303,0.00461178,0.0842148,0.0245093,0.0805349,0.0115669,0.00722829,0.00649475,0.00900486,0.0123954,0.039341,0.0166174,0.00932822,0.0332899,0.00183722,0.00905046,0.0526134,0.0121726,0.00146938,0.00204147,0.00572896,0.00626869,0,0,0,0,0,0,0,0,0,0.0229493,0,0
143,0.00845953,0.00604563,0,0,0,0,0,0,0.0215578,0.0192836,0.0353192,0.0144968,0,0.0153776,0,0.0292401,0.0073896,0.0387622,0.0578529,0.0162015,0.0264289,0.00840327,0.0197366,0.0228485,0.0313895,0.0266632,0.0421734,0.0279152,0.028741,0.0195684,0.0143044,0.0254531,0.0191487,0.00257657,0.030052,0.00750367,0.0194691,0.00772104,0.00798881,0,0,0.0118323,0,0.0096258,0.0046383,0.0840636,0.0233599,0.0806865,0.0114106,0.00732518,0.00661987,0.00856357,0.0124794,0.039514,0.0166404,0.00922814,0.033253,0.00191397,0.00907,0.0513992,0.0118682,0.00148181,0.0018589,0.00557371,0.00604866,0,0,0,0,0,0,0,0,0,0.0239139,0,0
144,0.00829695,0.00593513,0,0,0,0,0,0,0.0182767,0.019348,0.0371262,0.0142856,0,0.0151966,0,0.0294283,0.00736877,0.03917,0.0574694,0.0159808,0.0283872,0.00852551,0.0194808,0.0231811,0.0325649,0.0271898,0.0419638,0.0289614,0.0298711,0.019849,0.00592626,0.0251711,0.0191913,0.00258284,0.029274,0.00741421,0.0195821,0.00758469,0.00799648,0,0,0.0114606,0,0.00948477,0.00458596,0.0838105,0.0222262,0.0807538,0.0113825,0.00735797,0.00663323,0.00860466,0.0127765,0.0397319,0.0168917,0.00907021,0.0331866,0.00197125,0.00888755,0.0501536,0.01165,0.00152935,0.00171599,0.00546328,0.00576397,0,0,0,0,0,0,0,0,0,0.0244414,0,0
145,0.00814034,0.00590706,0,0,0,0,0,0,0.0180785,0.0194124,0.038421,0.0140394,0,0.0150634,0,0.0294837,0.00727582,0.0393793,0.0559705,0.0159339,0.0294255,0.00842476,0.0193007,0.0238451,0.0328179,0.0269677,0.0417551,0.0296279,0.0307003,0.0203332,0.0116844,0.0249904,0.0191998,0.00259486,0.0284238,0.00737283,0.0193872,0.00742557,0.00792885,0,0,0.0111331,0,0.00939803,0.00442953,0.0835456,0.0209717,0.0807428,0.0113523,0.00732893,0.00655078,0.00916878,0.0132329,0.0399745,0.0170912,0.00873812,0.0330944,0.00205808,0.00831481,0.048679,0.011507,0.00161116,0.00161735,0.00539774,0.00550889,0,0,0,0,0,0,0,0,0,0.0246184,0,0
146,0.00804956,0.00592538,0,0,0,0,0,0,0.0201693,0.0195052,0.0389401,0.0138159,0,0.0148938,0,0.0294732,0.00714747,0.0395011,0.0534119,0.0160342,0.0300035,0.00828181,0.0191621,0.0244274,0.0325825,0.0263146,0.041966,0.0301819,0.0314622,0.0210814,0.019901,0.0248413,0.0191735,0.00256893,0.027517,0.00736715,0.0188576,0.00745326,0.0078777,0,0,0.0107779,0,0.0093201,0.00419459,0.0834319,0.0194738,0.0805765,0.0113502,0.00722844,0.0064454,0.00922191,0.0137871,0.040287,0.0170867,0.00813065,0.0329526,0.00229363,0.00733151,0.0471077,0.0113815,0.00164291,0.00159946,0.00538189,0.00531439,0,0,0,0,0,0,0,0,0,0.0247352,0,0
