Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LFHD,LKNE,LWRB,x79,
155,0.0529304,0.0347782,0,0,0,0,0,0,0.0153085,0.0176218,0.021149,0.0712266,0,0,0.0188245,0.0258789,0.00620109,0.031226,0.0319887,0.0141138,0.0474845,0.0329494,0.0140733,0.0231287,0.00843112,0.0424639,0.0233492,0.0225649,0.0249902,0.0154849,0.0198311,0.0223733,0.01992,0.0327099,0.0127097,0.037998,0.11579,0.0469453,0,0,0.0268911,0,0.0130344,0.0167727,0.0568631,0.0631823,0.02619,0.105061,0.0273045,0.0330857,0.0351695,0.0240913,0.0461615,0.0481946,0.0485306,0.0208882,0.0254258,0.0461003,0.0439556,0.0209398,0.0130873,0.00964124,0.028293,0.04528,0,0,0,0,0,0,0,0,0,0.00679976,0.00458395,0,0
156,0.0533833,0.0350981,0,0,0,0,0,0,0.0156287,0.0175553,0.0211059,0.0705872,0,0,0.0190282,0.0259033,0.00631651,0.0310236,0.0310541,0.0142926,0.0468639,0.0330932,0.013804,0.0228937,0.00753196,0.0428275,0.0228939,0.0224445,0.0249839,0.0155581,0.0208061,0.0224533,0.0199237,0.03223,0.0126753,0.0375976,0.11542,0.047512,0,0,0.0267702,0,0.0130095,0.0166786,0.0569833,0.0625485,0.0265778,0.104881,0.0274636,0.0335579,0.0352851,0.0242711,0.046082,0.0482828,0.0482029,0.0207112,0.0254112,0.0457708,0.043698,0.0211203,0.0129586,0.00960239,0.0283882,0.0456892,0,0,0,0,0,0,0,0,0,0.00772174,0.00466986,0,0
157,0.0537795,0.0353112,0,0,0,0,0,0,0.0170681,0.0175137,0.0214635,0.0700084,0,0,0.0192014,0.0258677,0.00646479,0.0309245,0.0308243,0.0144383,0.0463745,0.0332161,0.013334,0.0225817,0.00663452,0.0432715,0.0220849,0.0216116,0.0247743,0.01604,0.0222709,0.0225088,0.0199214,0.0317315,0.0126607,0.037238,0.115203,0.0479701,0,0,0.0267516,0,0.0130062,0.0166434,0.057082,0.0618087,0.0269091,0.104766,0.027738,0.0339205,0.0353682,0.0244047,0.0460827,0.0483493,0.047927,0.020568,0.0253946,0.0455954,0.0436672,0.021279,0.0127836,0.00955357,0.0285323,0.0460056,0,0,0,0,0,0,0,0,0,0.00884627,0.0046893,0,0
158,0.0541259,0.035452,0,0,0,0,0,0,0.0193042,0.0174935,0.0225257,0.0695692,0,0,0.019325,0.025898,0.00656539,0.0309494,0.0312815,0.0145595,0.0460208,0.0333317,0.012774,0.0222568,0.00573901,0.0438097,0.0209758,0.0202687,0.0243846,0.0168715,0.0243318,0.0225431,0.0199393,0.0312497,0.0126522,0.0367677,0.115168,0.0483489,0,0,0.0265439,0,0.0130066,0.016649,0.0571837,0.0611502,0.0271742,0.104643,0.0280856,0.0342043,0.0354319,0.024585,0.0460779,0.0483953,0.0475999,0.0204175,0.0253289,0.0454012,0.0433674,0.021327,0.0125438,0.00956496,0.0287457,0.0462692,0,0,0,0,0,0,0,0,0,0.01004,0.00467169,0,0
159,0.0544579,0.0355605,0,0,0,0,0,0,0.0223357,0.0174755,0.0240896,0.0693077,0,0,0.019445,0.0259651,0.00658999,0.031124,0.032316,0.0146845,0.0456981,0.0334677,0.0122369,0.0219124,0.00486413,0.0443256,0.0196146,0.0186561,0.0237186,0.0179141,0.0270758,0.0226147,0.0199607,0.0309283,0.0126441,0.0362654,0.115236,0.0486903,0,0,0.0263302,0,0.0129931,0.0166471,0.0573222,0.0605372,0.027426,0.104456,0.02841,0.0344288,0.0354737,0.0247552,0.0461065,0.0483957,0.0472654,0.0202489,0.025132,0.0451506,0.0429887,0.0212464,0.0124136,0.00960834,0.0290437,0.0465088,0,0,0,0,0,0,0,0,0,0.0107375,0.00467285,0,0
160,0.0547357,0.0356994,0,0,0,0,0,0,0.0257213,0.0174601,0.0260432,0.0691709,0,0,0.0195846,0.0260413,0.0065821,0.0314544,0.0336523,0.0147947,0.0454019,0.0335574,0.0117126,0.0215425,0.00386777,0.0447589,0.0180853,0.0168232,0.0228119,0.0189851,0.0301673,0.0227119,0.0199894,0.03067,0.012639,0.0358641,0.115358,0.0489434,0,0,0.0262934,0,0.0129817,0.0166853,0.0574285,0.0598608,0.0276512,0.104269,0.0285643,0.0345581,0.0355014,0.0249232,0.0461669,0.0483536,0.0469849,0.0200564,0.0249409,0.0447322,0.0426362,0.0210421,0.0123612,0.00959818,0.0294131,0.0467188,0,0,0,0,0,0,0,0,0,0.0113381,0.00468538,0,0
161,0.054995,0.035882,0,0,0,0,0,0,0.0286924,0.0174267,0.0282118,0.069115,0,0,0.0198307,0.0260977,0.00663077,0.031905,0.0347653,0.0149175,0.0451311,0.0336883,0.0111767,0.020975,0.00279746,0.0450384,0.0165267,0.0149543,0.021793,0.0199014,0.0334286,0.0228498,0.0200044,0.030374,0.0126628,0.0358017,0.115468,0.0491712,0,0,0.0263182,0,0.0130179,0.0166887,0.0574517,0.0591505,0.0278569,0.104106,0.0285613,0.0346287,0.0355384,0.0249914,0.0462743,0.0482859,0.0467187,0.0198982,0.0250347,0.0443788,0.0422717,0.0208498,0.0123539,0.00960688,0.0298334,0.0469615,0,0,0,0,0,0,0,0,0,0.0120922,0.00470139,0,0
162,0.0552504,0.0361021,0,0,0,0,0,0,0.0311231,0.0173807,0.030057,0.0690697,0,0,0.0201038,0.0261975,0.00672139,0.0323818,0.0355861,0.0150989,0.0448648,0.0338458,0.0106464,0.0206021,0.0018564,0.0451447,0.0149561,0.0131704,0.0206776,0.0205382,0.0364844,0.0230063,0.0200302,0.0299638,0.0126897,0.035237,0.115446,0.0493822,0,0,0.0263324,0,0.0130411,0.0166785,0.0573644,0.0581633,0.028039,0.10378,0.0284218,0.0346693,0.0356344,0.0250943,0.0462411,0.0481885,0.0463316,0.0197602,0.0252222,0.0438906,0.041785,0.0208108,0.0124591,0.00961904,0.0302663,0.047202,0,0,0,0,0,0,0,0,0,0.0130101,0.00474139,0,0
163,0.0554834,0.0363466,0,0,0,0,0,0,0.0330242,0.0173029,0.0315505,0.0689702,0,0,0.0204058,0.0263224,0.00691348,0.0328015,0.0365145,0.0153172,0.0446137,0.0340591,0.0103224,0.0202528,0.00185506,0.0450576,0.0133481,0.0114031,0.0195248,0.0208626,0.0391889,0.023207,0.0200644,0.0295349,0.0127006,0.0344343,0.115257,0.0495821,0,0,0.0263585,0,0.0130639,0.0166827,0.0571937,0.0566886,0.0281864,0.103275,0.0281638,0.0347687,0.0355712,0.0252459,0.0460589,0.0480679,0.0457377,0.0196297,0.0248281,0.0431751,0.0411052,0.0207682,0.0124938,0.00962396,0.0306597,0.0474119,0,0,0,0,0,0,0,0,0,0.0138856,0.00484294,0,0
164,0.0557379,0.0366288,0,0,0,0,0,0,0.0348112,0.0172461,0.0328083,0.0687664,0,0,0.0207401,0.0264226,0.0071758,0.0331619,0.0376947,0.0155998,0.0443401,0.0343206,0.0103633,0.0196025,0.0034116,0.0448431,0.0116542,0.00978875,0.0184067,0.0209598,0.0416094,0.023462,0.0201213,0.0292174,0.0126821,0.0336816,0.114903,0.049793,0,0,0.0263535,0,0.0130712,0.0166468,0.0569558,0.0552074,0.0283085,0.102719,0.0277819,0.0348901,0.0354177,0.0253061,0.0459157,0.0478662,0.0451091,0.0195007,0.0242685,0.0423717,0.04056,0.0207002,0.0123821,0.00963067,0.0309804,0.0476281,0,0,0,0,0,0,0,0,0,0.0145535,0.00495328,0,0
165,0.0560909,0.0369348,0,0,0,0,0,0,0.0363482,0.0171775,0.0336574,0.0683997,0,0,0.021199,0.0265154,0.00745976,0.0334007,0.0390993,0.0160149,0.0438667,0.0346828,0.0106296,0.0184624,0.00579289,0.0446527,0.00975777,0.00849614,0.0173492,0.0210346,0.0435149,0.0237861,0.0201627,0.0288587,0.0126265,0.0329585,0.114299,0.0501109,0,0,0.0262886,0,0.0130369,0.016641,0.0567014,0.0538168,0.028382,0.1021,0.0273245,0.0350292,0.0352966,0.0252735,0.0457856,0.0475554,0.0445141,0.0194062,0.0237479,0.0415449,0.0400784,0.0208341,0.0121475,0.00964293,0.0312329,0.0479627,0,0,0,0,0,0,0,0,0,0.0149043,0.00506909,0,0
166,0.0566007,0.037229,0,0,0,0,0,0,0.0376821,0.0170933,0.034629,0.0678517,0,0,0.021732,0.0266884,0.00770429,0.0335419,0.040305,0.0165694,0.0430777,0.0350336,0.0111692,0.017947,0.00863799,0.0446373,0.00773363,0.00786624,0.0162803,0.0213559,0.0450416,0.024157,0.0202183,0.0283673,0.0125318,0.0321578,0.113372,0.0505919,0,0,0.0262611,0,0.012953,0.0166519,0.0564136,0.0525883,0.028376,0.101375,0.0267935,0.0351978,0.0351452,0.0251635,0.0456069,0.0471529,0.0439213,0.0193595,0.0233391,0.0408268,0.0399266,0.0210443,0.0119767,0.00959829,0.0314182,0.0484499,0,0,0,0,0,0,0,0,0,0.014975,0.00520044,0,0
167,0.057115,0.0375031,0,0,0,0,0,0,0.0395874,0.017025,0.0360671,0.0671666,0,0,0.0222369,0.0268205,0.00789773,0.0336594,0.0416227,0.0171568,0.042222,0.0353763,0.0122053,0.0186579,0.01179,0.0448621,0.00584067,0.00794422,0.0153003,0.0220235,0.0469481,0.0245314,0.0202795,0.028124,0.0124171,0.0315032,0.112305,0.0510878,0,0,0.0262121,0,0.0128463,0.0166423,0.0560991,0.0515695,0.0283803,0.100643,0.0263332,0.0354142,0.0348117,0.0250505,0.0454176,0.0467333,0.04344,0.0193267,0.0229994,0.0402698,0.039772,0.0212882,0.0118509,0.00953509,0.0315287,0.0489591,0,0,0,0,0,0,0,0,0,0.0149111,0.0053191,0,0
168,0.0575973,0.0377617,0,0,0,0,0,0,0.0418913,0.0169513,0.0380552,0.0663366,0,0,0.0227734,0.0269132,0.00806802,0.0337816,0.0425663,0.0177676,0.0413083,0.0356814,0.0136373,0.0201338,0.0151816,0.0455805,0.00432651,0.0086502,0.0146205,0.0231273,0.0489198,0.0249309,0.0203276,0.0280279,0.0123158,0.0312125,0.11111,0.0515378,0,0,0.0262405,0,0.0127235,0.016639,0.0557992,0.0506186,0.0284348,0.0998696,0.0259785,0.035688,0.0344919,0.0249236,0.0451981,0.0462949,0.0430773,0.0193304,0.0227014,0.0397946,0.0398306,0.0216079,0.0117143,0.00947306,0.0315814,0.0494392,0,0,0,0,0,0,0,0,0,0.0146989,0.00543243,0,0
169,0.0579732,0.038042,0,0,0,0,0,0,0.0447109,0.0168748,0.0401854,0.0653388,0,0,0.0231847,0.0270895,0.00817484,0.033945,0.0432575,0.018337,0.0405061,0.0359515,0.0154291,0.021675,0.018566,0.0467736,0.0035824,0.00986827,0.0143423,0.0244263,0.0511287,0.0252663,0.0203906,0.028245,0.0121982,0.0309765,0.109819,0.0518755,0,0,0.0263626,0,0.0125962,0.0166545,0.0555452,0.0497547,0.0285487,0.0990745,0.0257357,0.03604,0.0342324,0.0248045,0.0449763,0.0458378,0.0427845,0.0193688,0.022405,0.0394051,0.0402586,0.0218136,0.0116092,0.00939657,0.0316564,0.0497956,0,0,0,0,0,0,0,0,0,0.0144228,0.00553738,0,0
170,0.0584866,0.0383722,0,0,0,0,0,0,0.0461528,0.0168048,0.0411134,0.0647478,0,0,0.023814,0.0272193,0.00841541,0.0336887,0.0428639,0.0191543,0.0394201,0.036334,0.0173099,0.0235121,0.0212791,0.0480269,0.00435423,0.0114023,0.0144814,0.0257155,0.0522956,0.0257446,0.0204508,0.0281498,0.0120378,0.0304583,0.108477,0.0523958,0,0,0.0264887,0,0.0123925,0.0166753,0.0555818,0.0487808,0.0288655,0.0982999,0.0255548,0.0364871,0.0340116,0.0246923,0.0447724,0.0454792,0.0424763,0.0193677,0.0220193,0.0390735,0.0408673,0.0221698,0.0114509,0.00931877,0.0317846,0.0503361,0,0,0,0,0,0,0,0,0,0.0142915,0.00562908,0,0
171,0.0588279,0.0386407,0,0,0,0,0,0,0.0467393,0.0167442,0.0414929,0.0640394,0,0,0.0242952,0.0273777,0.008726,0.0335114,0.0424098,0.0198672,0.0384735,0.0365899,0.0190999,0.0247888,0.0234422,0.0488522,0.00575564,0.0128749,0.014942,0.0267116,0.0527471,0.0260915,0.0205176,0.0281418,0.0118906,0.0301494,0.107104,0.0527789,0,0,0.026666,0,0.012209,0.0167191,0.0555995,0.0479025,0.0291559,0.0976513,0.0253114,0.0368117,0.0337835,0.024625,0.0446155,0.0451858,0.0421844,0.0192744,0.0216651,0.038708,0.0414999,0.0225435,0.0110748,0.00927407,0.0318994,0.0506798,0,0,0,0,0,0,0,0,0,0.0143056,0.00574505,0,0
172,0.0590528,0.0388068,0,0,0,0,0,0,0.0457874,0.0166932,0.040717,0.0633079,0,0,0.0247081,0.0275462,0.00910383,0.0333939,0.0415312,0.0204886,0.0374999,0.0367443,0.0207745,0.0252942,0.0249801,0.0490895,0.00739466,0.0141466,0.0155255,0.0274437,0.0518499,0.0263842,0.0205655,0.0280862,0.0117822,0.0299393,0.105721,0.0530609,0,0,0.0270008,0,0.0120718,0.0168588,0.0555649,0.0470882,0.0294162,0.0970418,0.025031,0.0370358,0.0336273,0.0245874,0.044447,0.0449429,0.0418377,0.0190846,0.0214522,0.0382806,0.0419616,0.0229443,0.0107387,0.00920332,0.031954,0.0508939,0,0,0,0,0,0,0,0,0,0.0148294,0.00584591,0,0
173,0.0591118,0.0389029,0,0,0,0,0,0,0.0443107,0.0166831,0.0393927,0.0626151,0,0,0.0250017,0.027672,0.0094474,0.0333105,0.0407683,0.0209355,0.0366383,0.0368178,0.022009,0.0256936,0.0259178,0.048944,0.00869986,0.0149257,0.015955,0.0277918,0.050412,0.0266522,0.0206058,0.0282327,0.0116846,0.0296604,0.104434,0.0532106,0,0,0.027433,0,0.011969,0.0169845,0.0554996,0.0463704,0.0296954,0.0965201,0.0248407,0.0372222,0.0335716,0.0245708,0.0443229,0.0447896,0.0414303,0.0188009,0.0214048,0.0377922,0.0424344,0.0233994,0.0103202,0.00914396,0.0319034,0.0509813,0,0,0,0,0,0,0,0,0,0.0157413,0.00588715,0,0
174,0.0589759,0.038889,0,0,0,0,0,0,0.0430255,0.016705,0.038089,0.0619772,0,0,0.0252492,0.0277206,0.00965737,0.0332592,0.040078,0.0211717,0.0358922,0.0369031,0.0226946,0.0256422,0.0263498,0.0486496,0.00947196,0.0152478,0.0160758,0.0278463,0.0491324,0.0268901,0.0206377,0.028491,0.0115779,0.0295641,0.1032,0.0532343,0,0,0.0276528,0,0.0118743,0.0170381,0.0554441,0.0457079,0.0300215,0.0961205,0.024738,0.0373795,0.0335865,0.0245584,0.0442835,0.0447836,0.0409803,0.0184224,0.0212955,0.0372548,0.0429915,0.0239118,0.0100462,0.00911695,0.0317549,0.0509207,0,0,0,0,0,0,0,0,0,0.0164904,0.00592388,0,0
175,0.0587065,0.0387683,0,0,0,0,0,0,0.0421475,0.0167284,0.0372332,0.0614045,0,0,0.0254677,0.0277574,0.00965053,0.0331931,0.0393802,0.0211753,0.0352426,0.0369592,0.0228413,0.0251709,0.026186,0.0483054,0.00981374,0.0152468,0.0160156,0.0277257,0.0481972,0.0271311,0.0206568,0.0286134,0.0114742,0.0295535,0.10203,0.0530984,0,0,0.0278632,0,0.0117668,0.0169997,0.0554222,0.0448706,0.0303676,0.0958273,0.0247694,0.0374474,0.0337116,0.024562,0.0442971,0.0449269,0.0406046,0.0179668,0.0210289,0.0366492,0.043531,0.0244048,0.00986578,0.0090971,0.031442,0.0507271,0,0,0,0,0,0,0,0,0,0.0169614,0.00595524,0,0
176,0.0583517,0.0385559,0,0,0,0,0,0,0.0420084,0.0167401,0.0371074,0.0607956,0,0,0.0256051,0.0278036,0.00956731,0.0331712,0.038856,0.0209057,0.0346658,0.0370293,0.0223843,0.0245297,0.0254943,0.0480454,0.0094357,0.0146368,0.0156861,0.0273761,0.047991,0.0273653,0.0206746,0.0287863,0.0113402,0.0299318,0.10091,0.0527873,0,0,0.0279614,0,0.0116331,0.0169219,0.0554261,0.0443371,0.0307381,0.0955869,0.0248343,0.0374522,0.0338525,0.0245886,0.0443526,0.0450633,0.0403195,0.0174442,0.0206341,0.0360563,0.0442181,0.0247858,0.00965185,0.00906809,0.0309514,0.0504153,0,0,0,0,0,0,0,0,0,0.0169452,0.00598175,0,0
177,0.0578378,0.0382238,0,0,0,0,0,0,0.0425244,0.0167361,0.0371546,0.0601893,0,0,0.0255956,0.0278906,0.00956429,0.0332402,0.0393779,0.0203983,0.034231,0.0369004,0.0212853,0.0238184,0.024266,0.0478315,0.00842318,0.0133203,0.0150337,0.0268588,0.048494,0.0275295,0.0206915,0.0292121,0.0111837,0.030462,0.0999387,0.0522885,0,0,0.0277844,0,0.0114683,0.0168813,0.0554149,0.0442175,0.0311579,0.0955232,0.0248834,0.0373535,0.0339652,0.0246027,0.0444541,0.0451865,0.0401189,0.0168746,0.0202892,0.0355438,0.0452594,0.0250646,0.00941176,0.00905515,0.0303622,0.0498968,0,0,0,0,0,0,0,0,0,0.0163988,0.00602148,0,0
178,0.0571198,0.0378447,0,0,0,0,0,0,0.0440976,0.0167569,0.0375974,0.0596415,0,0,0.0254762,0.0279543,0.00966849,0.0334274,0.0416547,0.0197475,0.0339305,0.0366447,0.0195653,0.0224848,0.0224256,0.0476884,0.0069746,0.0117026,0.0141049,0.0263099,0.0496234,0.0276373,0.0206931,0.0300195,0.0110591,0.0309847,0.0990936,0.0515764,0,0,0.0275921,0,0.0113355,0.0168433,0.0554144,0.0443796,0.0316369,0.0956277,0.024801,0.0371505,0.0341098,0.0245966,0.0445595,0.0453782,0.0400637,0.0163195,0.0200883,0.0351736,0.0465251,0.0252211,0.00914065,0.00904279,0.0297118,0.0491971,0,0,0,0,0,0,0,0,0,0.0156985,0.00603127,0,0
179,0.0562111,0.0374071,0,0,0,0,0,0,0.046454,0.0168129,0.0387971,0.0591844,0,0,0.0253354,0.0279433,0.00982468,0.0337071,0.0448078,0.0190528,0.0337689,0.0363385,0.0174249,0.0206679,0.0200866,0.0476547,0.00522219,0.00981473,0.0130857,0.02588,0.0515636,0.0277075,0.0206769,0.0307722,0.0109625,0.0316127,0.0983481,0.0507367,0,0,0.0274742,0,0.0112363,0.0167875,0.055406,0.044853,0.0321089,0.0958009,0.0246867,0.0368507,0.0342902,0.0245928,0.0446835,0.0456414,0.0401464,0.0158013,0.0199663,0.0349155,0.0478904,0.0252235,0.00884328,0.00896618,0.0290328,0.0483169,0,0,0,0,0,0,0,0,0,0.0151348,0.00599545,0,0
180,0.0551982,0.036907,0,0,0,0,0,0,0.0480899,0.016893,0.0411914,0.0588722,0,0,0.0252032,0.0278535,0.00996617,0.0340149,0.047205,0.0184993,0.0336944,0.0360144,0.0152079,0.0185938,0.0175466,0.0476332,0.00361411,0.00816687,0.01261,0.0257171,0.0534797,0.0277718,0.0206475,0.0316261,0.0108571,0.0325656,0.0977597,0.0498825,0,0,0.027475,0,0.011135,0.0167386,0.0553429,0.0458184,0.0325297,0.0959417,0.0244963,0.0364874,0.034466,0.0245911,0.044875,0.0459365,0.0403195,0.015391,0.0199697,0.03484,0.049439,0.0251293,0.00856508,0.00883153,0.0283909,0.047293,0,0,0,0,0,0,0,0,0,0.0147291,0.00593348,0,0
181,0.0541939,0.0363386,0,0,0,0,0,0,0.0481638,0.0169666,0.0436438,0.0586636,0,0,0.0251779,0.0276656,0.0101087,0.034279,0.0480403,0.018236,0.033577,0.0356909,0.0134373,0.0169156,0.0151593,0.047243,0.00298663,0.00733619,0.0128235,0.0256351,0.0540716,0.0278794,0.0205955,0.0328688,0.0107364,0.0337607,0.0973462,0.049115,0,0,0.0275386,0,0.011044,0.0166823,0.0552438,0.0468216,0.0328583,0.096024,0.0242415,0.0361721,0.0346297,0.0246275,0.0451341,0.0462626,0.0405369,0.0150827,0.020066,0.0348017,0.050855,0.0251053,0.0082557,0.00871991,0.02777,0.046234,0,0,0,0,0,0,0,0,0,0.0143435,0.00584748,0,0
182,0.0532804,0.0357331,0,0,0,0,0,0,0.0469928,0.017034,0.044503,0.0586523,0,0,0.0251816,0.0274863,0.0102413,0.034526,0.047878,0.0183381,0.0333805,0.0353157,0.0125549,0.0161029,0.0135798,0.0461149,0.0032491,0.00763776,0.013415,0.025369,0.0532707,0.028018,0.0205359,0.034122,0.0106456,0.0349313,0.0971464,0.0485194,0,0,0.0277176,0,0.0109747,0.0166565,0.0550801,0.0476524,0.0330925,0.0960057,0.0239953,0.0360092,0.0348316,0.0247379,0.0454002,0.0466765,0.0408004,0.0148045,0.020232,0.0348253,0.0522358,0.0252532,0.00788847,0.00862676,0.027194,0.0452463,0,0,0,0,0,0,0,0,0,0.014564,0.00581643,0,0
183,0.0524806,0.0351046,0,0,0,0,0,0,0.0450007,0.0171068,0.0437979,0.058825,0,0,0.0252703,0.0273398,0.0104089,0.0345655,0.0473064,0.0187847,0.0331103,0.0350071,0.0124351,0.0162006,0.0132947,0.0446659,0.00334069,0.0083856,0.0140818,0.024883,0.0518506,0.0281746,0.0205052,0.0351016,0.0105677,0.0360379,0.0971259,0.0480838,0,0,0.0279654,0,0.0108969,0.0166942,0.0548311,0.0483373,0.0332272,0.0958985,0.0238352,0.0359686,0.0350443,0.0249178,0.04567,0.0470874,0.0411495,0.0145884,0.0204429,0.0348575,0.053964,0.0255434,0.00750026,0.00852519,0.0265933,0.044418,0,0,0,0,0,0,0,0,0,0.0153536,0.005774,0,0
184,0.0518437,0.0344749,0,0,0,0,0,0,0.0428414,0.0171612,0.0423697,0.0588151,0,0,0.0254729,0.0272265,0.0106318,0.0338906,0.0465243,0.0194081,0.0327814,0.0348258,0.0127035,0.0168768,0.0142949,0.0439423,0.00342422,0.00896586,0.0145579,0.0244089,0.0504979,0.0283947,0.0204996,0.0360763,0.010392,0.0370988,0.0969939,0.047766,0,0,0.0282681,0,0.0107559,0.0167487,0.0544615,0.0488011,0.0332594,0.0956176,0.0237018,0.0359786,0.0352091,0.0251415,0.045942,0.0473555,0.0415,0.0144855,0.0206675,0.0349164,0.0554962,0.0258813,0.00711648,0.00841653,0.0260402,0.0438408,0,0,0,0,0,0,0,0,0,0.015554,0.00576051,0,0
185,0.0513297,0.0338739,0,0,0,0,0,0,0.0412102,0.0171715,0.0413438,0.0584964,0,0,0.0258083,0.0271697,0.0108469,0.0327823,0.0458455,0.0199593,0.0324188,0.0347607,0.0133786,0.0181409,0.0161506,0.0440599,0.00372999,0.00950539,0.0149325,0.0241321,0.0495524,0.0286848,0.020496,0.0372767,0.0101314,0.0380354,0.0966349,0.0475256,0,0,0.0284788,0,0.0105454,0.0168662,0.0540921,0.0490515,0.0333495,0.0951662,0.023428,0.0361127,0.0353061,0.0254076,0.0462526,0.0475181,0.0419459,0.0145035,0.0209535,0.0351113,0.0568863,0.026321,0.00671684,0.00828289,0.025626,0.0434268,0,0,0,0,0,0,0,0,0,0.0146395,0.00581183,0,0
186,0.050874,0.0335111,0,0,0,0,0,0,0.0406403,0.0171436,0.0410082,0.0578644,0,0,0.0262342,0.0271876,0.0110683,0.0318458,0.0452965,0.020262,0.0319989,0.0347707,0.0144875,0.0197343,0.018152,0.0446198,0.00416469,0.0101177,0.0153415,0.0240324,0.0491771,0.0290684,0.0205074,0.038818,0.00979907,0.0389679,0.0959611,0.0473879,0,0,0.0287654,0,0.0102876,0.0170597,0.0539315,0.0493328,0.0336959,0.094638,0.0227584,0.0364191,0.0353804,0.0256366,0.046551,0.0477396,0.0425652,0.0146012,0.0213222,0.0355475,0.0584745,0.0269257,0.00629346,0.00814302,0.025468,0.0430743,0,0,0,0,0,0,0,0,0,0.0130161,0.00590604,0,0
187,0.0504213,0.0333639,0,0,0,0,0,0,0.0410847,0.0171086,0.0408443,0.0570681,0,0,0.0267021,0.0272317,0.0113151,0.0315364,0.0447728,0.0203358,0.0314716,0.0348128,0.015544,0.0210094,0.0192249,0.0452611,0.00435615,0.0105027,0.0156833,0.0239224,0.0494644,0.029495,0.0205395,0.040161,0.00942867,0.0399888,0.0949269,0.0473134,0,0,0.0292274,0,0.0100183,0.0172751,0.0540007,0.0495004,0.0343168,0.0940227,0.0217561,0.0368226,0.0354562,0.0258295,0.0469033,0.048046,0.0433138,0.0147531,0.0217381,0.036088,0.0603736,0.0276314,0.00574259,0.00798093,0.0255406,0.0426828,0,0,0,0,0,0,0,0,0,0.0116504,0.00600615,0,0
188,0.0498341,0.0331359,0,0,0,0,0,0,0.0419776,0.0171129,0.0407534,0.0565012,0,0,0.0269304,0.0271875,0.0114387,0.0315875,0.0440074,0.0202984,0.0312449,0.0347264,0.0161294,0.0209774,0.0191975,0.0456633,0.00412383,0.0105795,0.0158235,0.0235259,0.0501939,0.0296851,0.020557,0.0411209,0.0091272,0.0408228,0.0938012,0.0470846,0,0,0.0295797,0,0.00980003,0.0173608,0.0540916,0.0491012,0.0346699,0.0931079,0.0211616,0.0370162,0.0354734,0.0261139,0.0473706,0.0483385,0.0440091,0.0148768,0.0220605,0.0364274,0.0621392,0.0280856,0.00520054,0.00776965,0.0254402,0.0421188,0,0,0,0,0,0,0,0,0,0.0104251,0.00606014,0,0
189,0.0492062,0.0328715,0,0,0,0,0,0,0.0427516,0.0171509,0.0403963,0.0561912,0,0,0.0269735,0.0270841,0.0114096,0.0317099,0.0427546,0.0201877,0.0311318,0.0345042,0.0163202,0.0202164,0.0185493,0.0457296,0.00371519,0.0105392,0.0159386,0.0227434,0.0509072,0.0296838,0.0205575,0.0421836,0.00890051,0.0416235,0.0927469,0.0467674,0,0,0.0300145,0,0.00961772,0.0173365,0.0541693,0.0481356,0.0347492,0.0919395,0.0206895,0.0370749,0.0355106,0.0264845,0.0479531,0.0486587,0.0445814,0.0148815,0.0221562,0.0365391,0.0635869,0.0284145,0.00460897,0.00760292,0.0251809,0.041537,0,0,0,0,0,0,0,0,0,0.00971469,0.00606916,0,0
190,0.0487461,0.0326768,0,0,0,0,0,0,0.0431258,0.0171822,0.0395229,0.0561397,0,0,0.0268717,0.0269527,0.0112246,0.0317785,0.0407243,0.0200962,0.0311304,0.0341653,0.0163262,0.0193538,0.0179258,0.0455143,0.00376416,0.0107181,0.0161962,0.021769,0.0512857,0.0295272,0.0205414,0.0432066,0.00873386,0.0423961,0.0919174,0.0465053,0,0,0.0303892,0,0.0095508,0.0171943,0.0542875,0.0470287,0.0348031,0.0906647,0.0201185,0.0372077,0.0356779,0.0269247,0.0486202,0.0491351,0.0449027,0.0148241,0.0222086,0.0364456,0.0647473,0.0287435,0.00410354,0.00746775,0.0248981,0.041106,0,0,0,0,0,0,0,0,0,0.0103284,0.00605587,0,0
