Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,RTHII,IMUR_M,IMUR_B
69,0.039259,0.0251623,0,0,0,0.0241673,0.0166045,0.0243642,0.0348261,0,0,0.0374947,0,0.0292081,0.0150698,0.0384948,0.0178386,0.0358634,0.0177255,0.0440928,0.0302077,0.0517653,0.0469752,0.0526216,0.052125,0.0248045,0.0265718,0.0236255,0.0133636,0.0197511,0.0330116,0.020877,0.00641265,0.0294146,0.00831092,0.019739,0.0907705,0.0317132,0,0,0.0167798,0,0.0077265,0.00818662,0.0478479,0.034934,0.0270327,0.0552864,0.0389577,0.019254,0.0630813,0.0395122,0.0673791,0.0238987,0.0287588,0.0172746,0.0231488,0.0302848,0.0101178,0.00610532,0.00378486,0.0231155,0.0377931,0,0,0,0,0,0,0,0,0,0.0214244,0,0
70,0.0390892,0.0248104,0,0,0,0.0244246,0.0167222,0.0239928,0.0350274,0,0,0.036497,0,0.0289652,0.0147868,0.0388791,0.0194359,0.0344367,0.0166344,0.0449243,0.0297377,0.0514862,0.0468359,0.0524843,0.052675,0.0242156,0.026206,0.0232745,0.0140416,0.024648,0.0322761,0.02075,0.00616992,0.0269036,0.00838349,0.0199013,0.0916265,0.0314853,0,0,0.017327,0,0.0077547,0.00834107,0.0481469,0.0351972,0.0272278,0.0557377,0.0379412,0.0187624,0.0637472,0.0396572,0.0681976,0.0246061,0.0288779,0.0178165,0.0236796,0.0265442,0.00949334,0.00644375,0.0038806,0.0228408,0.0376903,0,0,0,0,0,0,0,0,0,0.0219708,0,0
71,0.0387204,0.0243443,0,0,0,0.026038,0.016835,0.0239216,0.0352515,0,0,0.0354519,0,0.0286843,0.0143764,0.0391031,0.0207971,0.0329416,0.0157342,0.0459334,0.0293139,0.0508817,0.0464932,0.0522472,0.0532739,0.0237392,0.0258531,0.0228573,0.0147509,0.0275361,0.0315919,0.020602,0.00591513,0.0246986,0.00849776,0.0202374,0.0925915,0.0311171,0,0,0.0181402,0,0.00782599,0.00866481,0.0483525,0.0356253,0.0275211,0.0560964,0.0369395,0.0184144,0.0640845,0.0395883,0.0686844,0.0253928,0.0289413,0.0184144,0.0244135,0.023114,0.00890374,0.00672687,0.00394541,0.0225354,0.0374227,0,0,0,0,0,0,0,0,0,0.0221101,0,0
72,0.0381642,0.0238445,0,0,0,0.0279327,0.0169547,0.0242236,0.0355771,0,0,0.0344882,0,0.0283621,0.0139017,0.039122,0.0224591,0.0314293,0.0149617,0.0470115,0.028946,0.0502084,0.0459082,0.0519749,0.0539565,0.0232601,0.0254102,0.0224091,0.0155645,0.0299523,0.031034,0.0204394,0.00564196,0.0228076,0.00862419,0.0206345,0.0936404,0.030608,0,0,0.0191962,0,0.00791845,0.00887615,0.048507,0.0361715,0.0279242,0.056731,0.0360688,0.0182306,0.0640037,0.0394196,0.0686331,0.0262536,0.0289029,0.018963,0.0253019,0.0201473,0.00841124,0.00695358,0.00398422,0.0222523,0.0370487,0,0,0,0,0,0,0,0,0,0.0218467,0,0
73,0.0375257,0.0234318,0,0,0,0.0295234,0.0171009,0.0251429,0.0361094,0,0,0.0337021,0,0.0281062,0.0134691,0.0389559,0.024231,0.029983,0.014463,0.0480326,0.0286651,0.0495421,0.0452018,0.0516032,0.0544804,0.0227063,0.0249851,0.0220179,0.0164303,0.0322242,0.0306252,0.0203231,0.00540166,0.0210557,0.00871173,0.0209557,0.0947658,0.0300325,0,0,0.0201141,0,0.00799244,0.0089881,0.0486723,0.0366315,0.028364,0.0575178,0.0354304,0.0182225,0.0637053,0.039302,0.0682987,0.0270867,0.0288102,0.0194965,0.0262574,0.0176562,0.00807284,0.00719451,0.00401994,0.0220513,0.036656,0,0,0,0,0,0,0,0,0,0.0213826,0,0
74,0.0370253,0.0231848,0,0,0,0.0306769,0.0172197,0.0263221,0.0367793,0,0,0.0332498,0,0.0278733,0.013113,0.0386941,0.026016,0.0286477,0.0144574,0.0488421,0.0285414,0.0486439,0.0443641,0.0510961,0.0546204,0.0220728,0.0246834,0.021798,0.0172133,0.0337955,0.0304279,0.0202279,0.00521992,0.0193256,0.00879706,0.0212293,0.0958888,0.029575,0,0,0.0207452,0,0.00805612,0.00922388,0.0488403,0.036807,0.0287144,0.0583831,0.0350582,0.0183554,0.0633801,0.039325,0.067896,0.0276828,0.0286251,0.0198912,0.0270367,0.0152417,0.00785242,0.0074004,0.00407265,0.0219343,0.0363388,0,0,0,0,0,0,0,0,0,0.0209718,0,0
75,0.0367768,0.0231261,0,0,0,0.0312647,0.017318,0.0272361,0.0375395,0,0,0.0330841,0,0.0277054,0.0129445,0.0383879,0.0275408,0.0274052,0.0147421,0.0493577,0.0286557,0.0476151,0.0435115,0.0504311,0.0544052,0.0214746,0.0244871,0.0217895,0.0177871,0.0342742,0.0304974,0.0201514,0.00508294,0.0174656,0.00884128,0.02125,0.0969133,0.0293261,0,0,0.0211965,0,0.00809499,0.00935474,0.0489656,0.036846,0.0289976,0.0594192,0.0349198,0.0185663,0.0631491,0.0394231,0.0676669,0.0280234,0.0283794,0.0200877,0.0274737,0.0127572,0.00775319,0.00755936,0.0041235,0.0218461,0.0361938,0,0,0,0,0,0,0,0,0,0.0207679,0,0
76,0.0367684,0.0231531,0,0,0,0.0313242,0.0173926,0.0276371,0.0384016,0,0,0.0330708,0,0.0275988,0.0130108,0.0381743,0.028786,0.0262286,0.0150705,0.0497305,0.0288084,0.0465445,0.0426802,0.0495189,0.0538394,0.0209992,0.0242582,0.021872,0.0180722,0.0337238,0.030711,0.0200926,0.00498247,0.0155421,0.00885428,0.0209636,0.0977918,0.0292327,0,0,0.0214695,0,0.00812786,0.00935769,0.0490255,0.0369137,0.0291507,0.0605973,0.0350104,0.0188231,0.0630577,0.0396014,0.067692,0.0281323,0.0280882,0.0200996,0.0275589,0.0104283,0.00782413,0.00765383,0.00416653,0.0217732,0.0361408,0,0,0,0,0,0,0,0,0,0.0207033,0,0
77,0.0369222,0.0231916,0,0,0,0.0307724,0.0174525,0.0276372,0.0394285,0,0,0.0331539,0,0.0274368,0.0130723,0.0381024,0.0298875,0.0250533,0.0153588,0.0500533,0.0289702,0.0455076,0.0418266,0.0485216,0.0531517,0.0206567,0.0238915,0.0219542,0.0180963,0.0325955,0.0309171,0.0200183,0.00489322,0.0137972,0.00889837,0.0205873,0.0984837,0.0292389,0,0,0.0217396,0,0.00817708,0.00931021,0.0490451,0.0367552,0.0290997,0.0617441,0.0352558,0.0190398,0.0630905,0.0398349,0.0678776,0.0281202,0.0277248,0.0200155,0.0274893,0.00850524,0.00806106,0.00761036,0.00417739,0.0216983,0.0360909,0,0,0,0,0,0,0,0,0,0.0209245,0,0
78,0.0374279,0.0234208,0,0,0,0.0297799,0.017464,0.0273931,0.040385,0,0,0.0335473,0,0.0273639,0.0131145,0.0381216,0.0309174,0.0240058,0.015629,0.0498395,0.0293419,0.0444484,0.0410453,0.047343,0.0524062,0.0203698,0.0233028,0.0219412,0.0179319,0.0312525,0.0313573,0.0200016,0.00485582,0.012429,0.00890885,0.020569,0.0988415,0.0296278,0,0,0.021751,0,0.00820256,0.00929184,0.0491297,0.0370091,0.0289883,0.0629081,0.0354097,0.0192194,0.0632091,0.0399784,0.0681477,0.0283464,0.027233,0.0202056,0.0277224,0.0074559,0.00835896,0.00728102,0.00409201,0.0217023,0.0363337,0,0,0,0,0,0,0,0,0,0.0219406,0,0
79,0.0381895,0.023705,0,0,0,0.0287314,0.0174582,0.0270285,0.0412137,0,0,0.0340925,0,0.0274111,0.0131866,0.0382288,0.0315475,0.023112,0.0160449,0.0492878,0.0298577,0.0434753,0.0403056,0.0460656,0.0517065,0.0201667,0.0226263,0.0218711,0.0176306,0.0302262,0.0319102,0.0200255,0.00487723,0.0115541,0.00886288,0.0209253,0.0988849,0.0302101,0,0,0.0215062,0,0.00818868,0.00910711,0.049217,0.0378971,0.0288819,0.0641114,0.0353477,0.019346,0.063382,0.04012,0.0685716,0.0288899,0.0267678,0.0207344,0.0283377,0.00783539,0.00860508,0.00706798,0.00400036,0.021806,0.0367228,0,0,0,0,0,0,0,0,0,0.0229577,0,0
80,0.0391362,0.0239855,0,0,0,0.0276395,0.0174775,0.0264947,0.0419472,0,0,0.0347544,0,0.0274757,0.0132935,0.038414,0.0318044,0.0222978,0.0163168,0.0485451,0.0303926,0.0425538,0.0395552,0.0450779,0.0510599,0.0200427,0.02195,0.0217817,0.0172386,0.0294468,0.0325227,0.0200404,0.00490321,0.0111376,0.00882967,0.0214872,0.0986767,0.0309308,0,0,0.0209892,0,0.00816741,0.00914595,0.0492345,0.0389968,0.0287727,0.0654033,0.0351277,0.0194112,0.0636123,0.0402008,0.0692181,0.0295759,0.0263682,0.0212912,0.0291361,0.00922903,0.0087474,0.00712182,0.00397795,0.0219623,0.0372803,0,0,0,0,0,0,0,0,0,0.0237374,0,0
81,0.0400563,0.0242879,0,0,0,0.0265745,0.0175135,0.0258899,0.0426736,0,0,0.0354225,0,0.0274931,0.0134239,0.0385576,0.0316247,0.0215615,0.0163677,0.0477571,0.03086,0.0415486,0.0387982,0.0443377,0.0504899,0.0199308,0.021339,0.0217445,0.0167661,0.0288796,0.0331011,0.0200353,0.00485598,0.011126,0.0088352,0.0219185,0.0983295,0.0316721,0,0,0.0205534,0,0.00821835,0.00905466,0.0493411,0.0397002,0.0286327,0.0663789,0.0350041,0.019458,0.0639316,0.0403434,0.0700896,0.0299761,0.0258588,0.0212596,0.0297082,0.0106233,0.00903347,0.00705941,0.00390664,0.0221163,0.0379539,0,0,0,0,0,0,0,0,0,0.0241467,0,0
82,0.0409268,0.0246766,0,0,0,0.0255985,0.0175309,0.0250788,0.0433423,0,0,0.0360942,0,0.0274873,0.0135281,0.0386718,0.0311564,0.0209549,0.0162101,0.0469188,0.0313442,0.0406426,0.0380614,0.0435833,0.0499783,0.0198609,0.0207449,0.0217015,0.0162169,0.0283884,0.0335978,0.0200226,0.00482619,0.0109266,0.00882758,0.0222915,0.0978459,0.0324324,0,0,0.0201622,0,0.00826993,0.00849222,0.0494994,0.0403506,0.0285129,0.0674034,0.0348952,0.0195496,0.0642712,0.0405039,0.0709353,0.0303935,0.0252585,0.0207645,0.0302534,0.01224,0.0094218,0.0068536,0.00378015,0.0222553,0.0387465,0,0,0,0,0,0,0,0,0,0.0247094,0,0
83,0.0417644,0.0250887,0,0,0,0.025039,0.017532,0.0242699,0.0438828,0,0,0.0365961,0,0.0275407,0.013588,0.0387179,0.0303941,0.02043,0.0158815,0.0460708,0.0317907,0.0398714,0.0374009,0.0426282,0.0495329,0.0198378,0.0201713,0.0216215,0.0156633,0.0281355,0.0339843,0.0200376,0.00488572,0.0108391,0.00877952,0.0225287,0.0973083,0.0331902,0,0,0.019731,0,0.00828475,0.00763793,0.0496622,0.04099,0.0284394,0.0685097,0.0346801,0.0197152,0.064595,0.0406447,0.0716106,0.0308369,0.0245998,0.0211883,0.0308087,0.0141543,0.00985972,0.00657494,0.00358339,0.0223316,0.0396405,0,0,0,0,0,0,0,0,0,0.0256274,0,0
84,0.0426081,0.0254904,0,0,0,0.0246212,0.0175021,0.0234691,0.0442966,0,0,0.0370323,0,0.0276419,0.0136196,0.0387669,0.0295892,0.0199885,0.0153821,0.0452502,0.0321026,0.0391859,0.0367613,0.041685,0.0491252,0.0197753,0.0196466,0.0215622,0.015132,0.0281364,0.0342582,0.0200685,0.00495113,0.0110506,0.0086994,0.0227288,0.096786,0.033983,0,0,0.0191566,0,0.00829872,0.00744957,0.0497846,0.0415996,0.0284214,0.0696789,0.0344986,0.0199934,0.0646942,0.0407687,0.0720874,0.0312541,0.0240118,0.0219365,0.031326,0.0160925,0.0103056,0.00618769,0.00338317,0.0223553,0.0405612,0,0,0,0,0,0,0,0,0,0.0261291,0,0
85,0.0434595,0.0258308,0,0,0,0.0240523,0.0174529,0.0227349,0.0446042,0,0,0.0373647,0,0.0277864,0.0138231,0.0388364,0.02923,0.0195995,0.0150864,0.0444643,0.0323797,0.0385894,0.0361411,0.0412597,0.0487587,0.0196596,0.0191206,0.0214372,0.0146627,0.0282284,0.0344232,0.0201184,0.00499542,0.0113861,0.00860105,0.0229853,0.0963191,0.0348148,0,0,0.0185788,0,0.00831882,0.00735531,0.0499026,0.0420545,0.0284745,0.0706519,0.0343973,0.0203319,0.0648473,0.0408844,0.0724723,0.0315343,0.0235312,0.0225109,0.0316734,0.0176637,0.0107081,0.00576818,0.00324383,0.0223341,0.0414125,0,0,0,0,0,0,0,0,0,0.0265741,0,0
86,0.0442919,0.0261179,0,0,0,0.0235004,0.0174015,0.0220566,0.044783,0,0,0.0375622,0,0.0278604,0.0141786,0.0388687,0.0290626,0.019246,0.0150619,0.0436341,0.0326298,0.0381353,0.0356094,0.0408863,0.0484663,0.0194671,0.0186531,0.0212275,0.0142875,0.0280682,0.034524,0.02015,0.00503864,0.0116461,0.00854541,0.023218,0.0958718,0.0356696,0,0,0.0179936,0,0.00829949,0.007512,0.0500427,0.0422031,0.0285731,0.0713403,0.0343099,0.0207142,0.0651336,0.0409797,0.0728785,0.0316204,0.0231446,0.0230417,0.0317722,0.0188968,0.0109938,0.00538954,0.0031229,0.0223051,0.0421915,0,0,0,0,0,0,0,0,0,0.0271306,0,0
87,0.0451012,0.0263438,0,0,0,0.023285,0.0173728,0.0213835,0.0449053,0,0,0.0376663,0,0.0278521,0.0144998,0.0389322,0.0286113,0.0188729,0.0149972,0.0427858,0.0327732,0.0377637,0.0351247,0.0402135,0.0482731,0.0192195,0.0183518,0.0210578,0.0140549,0.028078,0.034566,0.020156,0.00506044,0.0118321,0.00853607,0.0233384,0.0954467,0.0364593,0,0,0.017607,0,0.0082951,0.00764918,0.0501281,0.0421121,0.0287062,0.071854,0.0341331,0.021116,0.0654253,0.0410816,0.0731684,0.0315596,0.0227137,0.023241,0.0316603,0.0197868,0.0112737,0.00514317,0.00300689,0.0222902,0.0428485,0,0,0,0,0,0,0,0,0,0.027654,0,0
88,0.0457999,0.0264602,0,0,0,0.0233599,0.0173805,0.0211374,0.0450677,0,0,0.0376268,0,0.0278314,0.01453,0.039159,0.028148,0.0184572,0.0150523,0.041974,0.0328129,0.0375467,0.0347238,0.0396258,0.0482116,0.0190241,0.0179108,0.0209943,0.0140134,0.02827,0.0345469,0.0201509,0.00507291,0.0119978,0.00857116,0.0232145,0.0951629,0.0371239,0,0,0.0174761,0,0.00835974,0.00754118,0.0501865,0.0417459,0.0288018,0.0722983,0.033884,0.0214547,0.0654082,0.0411446,0.0734388,0.0313247,0.0222005,0.0231839,0.0313648,0.0204559,0.0115672,0.0049801,0.00290483,0.0222481,0.0433052,0,0,0,0,0,0,0,0,0,0.0282024,0,0
89,0.0463454,0.0264988,0,0,0,0.0237247,0.0174271,0.0214285,0.0453238,0,0,0.0374188,0,0.0277345,0.0142773,0.0395003,0.0281462,0.0180242,0.0150892,0.0411719,0.0328956,0.037526,0.0344741,0.0392807,0.0482595,0.0189003,0.0174911,0.0208789,0.0142089,0.0286043,0.0345126,0.0201207,0.00503832,0.0122068,0.0086334,0.0229081,0.0951633,0.0377121,0,0,0.0175262,0,0.00847512,0.00743536,0.0502224,0.0411768,0.0288361,0.0727407,0.033657,0.021693,0.065411,0.0411637,0.0737379,0.0309992,0.0216315,0.0229491,0.0309669,0.0210025,0.0118045,0.00489076,0.00282007,0.0222135,0.0437134,0,0,0,0,0,0,0,0,0,0.028741,0,0
90,0.0468757,0.0265305,0,0,0,0.0245037,0.0174842,0.0221992,0.0456667,0,0,0.0372042,0,0.0275905,0.0138879,0.0399182,0.0286413,0.017583,0.014878,0.040369,0.0329915,0.0376758,0.0343716,0.0391289,0.0483565,0.0184173,0.0173998,0.0206266,0.0146936,0.0292965,0.0344874,0.0200705,0.00499238,0.0122906,0.00869119,0.0227293,0.09528,0.0382461,0,0,0.0175684,0,0.00858835,0.00747875,0.0502276,0.0405777,0.0289014,0.073266,0.0334329,0.0218942,0.0657018,0.0412172,0.0740319,0.0308767,0.0211556,0.0226737,0.0307179,0.0214548,0.0119883,0.00486251,0.00275647,0.0222281,0.0441317,0,0,0,0,0,0,0,0,0,0.0292937,0,0
91,0.0473924,0.026518,0,0,0,0.0256432,0.0175471,0.0233704,0.0460877,0,0,0.0371019,0,0.0274383,0.013566,0.0403943,0.029521,0.017132,0.0151718,0.039678,0.0330069,0.0379535,0.0342728,0.0390645,0.0484856,0.0179389,0.0176236,0.0202063,0.0154751,0.0305698,0.0344178,0.0200107,0.00493317,0.012432,0.0087261,0.022691,0.095514,0.0386567,0,0,0.0176462,0,0.00864154,0.00764841,0.0502848,0.0400152,0.0289871,0.0738336,0.033158,0.0220092,0.0663626,0.0413338,0.074323,0.0308363,0.0208157,0.0226852,0.030471,0.0219121,0.0121336,0.00481265,0.00270807,0.0221743,0.0444486,0,0,0,0,0,0,0,0,0,0.0299202,0,0
92,0.0478524,0.026481,0,0,0,0.0271962,0.0176178,0.0248941,0.0465582,0,0,0.0368826,0,0.0272818,0.0133628,0.0409453,0.0309275,0.0167363,0.0160994,0.0391034,0.0329666,0.0382957,0.0342986,0.0390811,0.0485919,0.0175131,0.0180954,0.0196287,0.0164965,0.0324966,0.0342318,0.0199703,0.00483939,0.0126068,0.00874578,0.0226321,0.0957991,0.0389511,0,0,0.0177026,0,0.00868599,0.00750571,0.0504041,0.0396608,0.0290633,0.0742674,0.0328655,0.0220675,0.0667877,0.041364,0.0745478,0.0307714,0.0202968,0.0227318,0.0301502,0.0224407,0.0122519,0.00469775,0.00264883,0.0220578,0.0446621,0,0,0,0,0,0,0,0,0,0.0304492,0,0
93,0.0481894,0.0264127,0,0,0,0.0291976,0.0176729,0.0265102,0.0471962,0,0,0.0365108,0,0.0271461,0.013351,0.0415078,0.0325941,0.0164382,0.0171444,0.0386385,0.0328789,0.0386419,0.0343098,0.0391724,0.0486669,0.01716,0.0188378,0.0190706,0.0176487,0.0350585,0.0340452,0.019928,0.00480678,0.0127864,0.00874632,0.0227138,0.0961695,0.0391102,0,0,0.0177503,0,0.00871876,0.00717464,0.0503017,0.0395473,0.0290976,0.0747127,0.0325921,0.0220766,0.066652,0.041261,0.0747059,0.030832,0.0196027,0.0227224,0.0299365,0.0229093,0.0123371,0.00457117,0.00252661,0.0219268,0.044787,0,0,0,0,0,0,0,0,0,0.0307567,0,0
94,0.0483932,0.0262761,0,0,0,0.0320441,0.0177396,0.0285674,0.0479445,0,0,0.0361095,0,0.0270382,0.0134327,0.0420951,0.0347638,0.0162547,0.0178474,0.038224,0.0326747,0.0390334,0.0344342,0.0392498,0.0486488,0.0169311,0.0198894,0.0187285,0.018858,0.0385603,0.0338071,0.0198974,0.0047492,0.0129214,0.00877374,0.0230625,0.0965556,0.0391977,0,0,0.0177836,0,0.00876519,0.00726754,0.0501041,0.0398151,0.0290927,0.0751767,0.0322294,0.0220858,0.0664748,0.0410892,0.0747725,0.0311795,0.0187409,0.0230073,0.0301997,0.0230644,0.0124156,0.00452364,0.00246574,0.0218093,0.0448789,0,0,0,0,0,0,0,0,0,0.0308457,0,0
95,0.0485508,0.0261214,0,0,0,0.0351454,0.0177854,0.0309828,0.0486904,0,0,0.0357567,0,0.0269578,0.0135353,0.0426657,0.0366783,0.0161789,0.0184524,0.0378784,0.0325268,0.0394429,0.0346577,0.0394721,0.0483849,0.0168598,0.0210664,0.0184326,0.0200459,0.0422222,0.0336436,0.019876,0.00473658,0.0132067,0.00878428,0.0231352,0.0969219,0.0393222,0,0,0.0177772,0,0.00876557,0.00740312,0.0498747,0.0397802,0.0290971,0.0755661,0.0319385,0.0221215,0.0668169,0.0410114,0.0748934,0.0312932,0.0182614,0.0230558,0.0303385,0.0234894,0.0125022,0.00448565,0.00240853,0.0217138,0.0449597,0,0,0,0,0,0,0,0,0,0.0309711,0,0
96,0.0487001,0.0260018,0,0,0,0.0375883,0.0178393,0.0330937,0.0492608,0,0,0.0355329,0,0.0268919,0.0136224,0.0430541,0.0379466,0.0162773,0.0189404,0.037516,0.0325309,0.0398322,0.0349395,0.0397406,0.0480597,0.0170111,0.0221535,0.0183149,0.0210916,0.0454998,0.0335775,0.0198669,0.00477821,0.0134612,0.00881052,0.0230994,0.0971139,0.039427,0,0,0.0177789,0,0.00876906,0.00750716,0.0496214,0.0396435,0.0290793,0.0758345,0.0317761,0.0221802,0.0670087,0.040796,0.0749568,0.0312649,0.0178858,0.0230318,0.0302715,0.0239927,0.0126258,0.00449634,0.00243809,0.0217205,0.0450356,0,0,0,0,0,0,0,0,0,0.0311808,0,0
97,0.0487798,0.0258967,0,0,0,0.039279,0.017898,0.0344792,0.0496163,0,0,0.0354767,0,0.0267747,0.0136244,0.0432221,0.038398,0.0164898,0.0194112,0.037097,0.0326181,0.0402041,0.0353127,0.0399901,0.047714,0.017422,0.0229962,0.018328,0.0219533,0.0478793,0.0336194,0.0198387,0.00475793,0.0137468,0.0088601,0.0229598,0.0970668,0.0395053,0,0,0.0179378,0,0.00878037,0.00736965,0.0494517,0.0394106,0.0289994,0.0759848,0.0317333,0.0222168,0.0670517,0.0405922,0.0750153,0.0310722,0.0175315,0.0227362,0.0299431,0.0246153,0.0127507,0.00455955,0.00237172,0.0218013,0.045097,0,0,0,0,0,0,0,0,0,0.0314236,0,0
98,0.0488135,0.0257966,0,0,0,0.040053,0.0179604,0.0349101,0.0497893,0,0,0.035547,0,0.0266502,0.0136227,0.0433077,0.0383583,0.0167399,0.0199836,0.0366042,0.032664,0.0406711,0.0357395,0.0402977,0.0472259,0.0180323,0.0238346,0.0185178,0.0226352,0.0491294,0.0337549,0.0198012,0.00474708,0.0140449,0.00893473,0.0228,0.0968169,0.0395542,0,0,0.0181736,0,0.00885705,0.00735395,0.0493532,0.039295,0.0288734,0.0759685,0.031726,0.0222532,0.0670938,0.0403773,0.075096,0.0308665,0.0171223,0.0223937,0.0295254,0.0253515,0.0129396,0.00457767,0.0023303,0.0218899,0.0451031,0,0,0,0,0,0,0,0,0,0.0316032,0,0
99,0.0488645,0.0257755,0,0,0,0.0405778,0.0179979,0.0352719,0.0497414,0,0,0.0357763,0,0.0265222,0.013601,0.0432316,0.0384947,0.0171004,0.0206897,0.0359661,0.0327539,0.0413163,0.0364903,0.0407475,0.0467498,0.0188139,0.0247964,0.0192962,0.0234472,0.0499433,0.0339706,0.0197443,0.00473686,0.0143312,0.00900479,0.0226831,0.0963317,0.0396252,0,0,0.0184384,0,0.00900523,0.00743988,0.0492551,0.0392658,0.0287334,0.0758673,0.0315943,0.0223278,0.0671252,0.0401109,0.0751807,0.0306277,0.0166624,0.0221869,0.0291388,0.0261401,0.0132242,0.00447107,0.00229153,0.0219967,0.0451278,0,0,0,0,0,0,0,0,0,0.0317358,0,0
100,0.0489943,0.0258644,0,0,0,0.0410574,0.0179885,0.0355641,0.049491,0,0,0.0360831,0,0.0264232,0.0135866,0.0430545,0.0386671,0.0175131,0.021612,0.03525,0.0328927,0.0422038,0.0374704,0.0414563,0.046598,0.0198269,0.0255185,0.0207477,0.0244801,0.0504325,0.0342415,0.0196785,0.00474212,0.0147044,0.00902474,0.0226206,0.0956456,0.0397725,0,0,0.0185065,0,0.00907979,0.00760106,0.0492135,0.0393058,0.0286399,0.075832,0.0315481,0.0224669,0.0670607,0.0398762,0.0752117,0.0304869,0.0162279,0.0220683,0.0288776,0.0270591,0.0134596,0.0043277,0.00218063,0.0220881,0.0452911,0,0,0,0,0,0,0,0,0,0.0319323,0,0
101,0.0491608,0.0260258,0,0,0,0.0414764,0.0179815,0.0359487,0.049128,0,0,0.0362215,0,0.0264279,0.0136311,0.042919,0.0385898,0.0178874,0.0227515,0.0345671,0.0331013,0.0433043,0.0385631,0.0424435,0.0468715,0.0211049,0.0261567,0.022109,0.0257108,0.0505165,0.0345004,0.0196896,0.00476901,0.0153333,0.00902003,0.0225482,0.0948685,0.0399575,0,0,0.0184695,0,0.0091153,0.00773569,0.0492525,0.0392634,0.0286146,0.0758287,0.0316442,0.0226879,0.0669821,0.0396901,0.0751939,0.0303157,0.0158929,0.0217832,0.028547,0.0283097,0.0137097,0.00419054,0.00215013,0.0221853,0.0455185,0,0,0,0,0,0,0,0,0,0.0321506,0,0
102,0.0492897,0.026261,0,0,0,0.0418568,0.0179941,0.0365249,0.0486477,0,0,0.0362232,0,0.0265535,0.013689,0.0427169,0.0381642,0.0182492,0.0241074,0.0339352,0.033232,0.044522,0.0397309,0.0436669,0.0475737,0.0226397,0.0273585,0.0233568,0.0271473,0.0501301,0.034684,0.0197827,0.00479652,0.0161418,0.00898419,0.0224686,0.0940174,0.0400993,0,0,0.0182833,0,0.00904799,0.00781585,0.0493375,0.0391784,0.0286248,0.0757722,0.0317447,0.0229569,0.0668797,0.0395092,0.0751342,0.0301155,0.0156482,0.0214064,0.0281464,0.0295416,0.0138902,0.00420869,0.00215618,0.0222708,0.0456605,0,0,0,0,0,0,0,0,0,0.0323066,0,0
103,0.0492948,0.0264404,0,0,0,0.0422148,0.0180035,0.037161,0.0480468,0,0,0.0362729,0,0.0266926,0.0138504,0.0424593,0.037434,0.0185722,0.0257195,0.0333349,0.0333359,0.0457333,0.041138,0.0450251,0.0486915,0.024524,0.0286939,0.024715,0.0287369,0.049328,0.0348777,0.0198579,0.00486828,0.0166671,0.00896352,0.0225678,0.0930581,0.0401177,0,0,0.0182677,0,0.00900832,0.00786789,0.0494531,0.0395076,0.0286373,0.0757337,0.0317771,0.0231256,0.0666026,0.0392641,0.0749265,0.0302174,0.0153499,0.0214021,0.0281192,0.0305326,0.0140819,0.00422434,0.0021336,0.0223207,0.0456696,0,0,0,0,0,0,0,0,0,0.0323911,0,0
104,0.0491533,0.0265656,0,0,0,0.042173,0.0180198,0.0374076,0.0472901,0,0,0.0363221,0,0.0267707,0.0140373,0.0421996,0.0363683,0.0188835,0.0274832,0.032766,0.03348,0.0468468,0.0427461,0.0464173,0.0500537,0.0264741,0.0301411,0.0261397,0.0303621,0.047991,0.0350977,0.0199057,0.0049285,0.0171731,0.00896393,0.0227431,0.0919891,0.0399952,0,0,0.0184256,0,0.00902556,0.00765035,0.0495637,0.0400191,0.0286574,0.0757466,0.0318102,0.0232135,0.0662059,0.03895,0.0746274,0.0303944,0.0150373,0.0214699,0.0281919,0.0316861,0.0142571,0.0041078,0.00201296,0.0224321,0.0455643,0,0,0,0,0,0,0,0,0,0.0324043,0,0
105,0.0488402,0.0265349,0,0,0,0.041056,0.0180649,0.0371475,0.0465913,0,0,0.0363484,0,0.026678,0.0141127,0.0419796,0.0349396,0.019052,0.0293846,0.0323401,0.0335539,0.0482798,0.0442147,0.0478089,0.0514855,0.0282334,0.0314109,0.0274861,0.0317543,0.0456405,0.0352684,0.0198856,0.00495236,0.0178375,0.00900597,0.023021,0.0909938,0.0397129,0,0,0.0186368,0,0.00906886,0.00752252,0.0496366,0.0407075,0.0287002,0.0757824,0.0318866,0.0231133,0.0658815,0.038606,0.0743651,0.0306057,0.0146655,0.0215116,0.0282342,0.0331527,0.0143729,0.00395989,0.00191747,0.0225064,0.0452741,0,0,0,0,0,0,0,0,0,0.0324233,0,0
