Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD
75,0.0539229,0.0225794,0,0,0,0,0,0,0.0201726,0.0184148,0.0249263,0.0757878,0,0.046157,0,0.027879,0.0139125,0.0299232,0.0361687,0.0255048,0.0220006,0.0346123,0.0345918,0.0318218,0.0366775,0.0250157,0.0576495,0.0247521,0.0239203,0.0270591,0.0225588,0.0281946,0.0379106,0.0202095,0.00529649,0.0217961,0.00507904,0.0253148,0.119394,0.0488967,0,0,0.0294402,0,0.00826371,0.0159975,0.049027,0.0490282,0.0260444,0.0814361,0.0279891,0.0172385,0.0254809,0.017781,0.0332398,0.0253871,0.0310366,0.0108661,0.024761,0.0327698,0.032344,0.0287849,0.00737268,0.00559191,0.0175392,0.0527541,0,0,0,0,0,0,0,0,0
76,0.0535894,0.0223925,0,0,0,0,0,0,0.0210075,0.0184747,0.0248596,0.0757008,0,0.0457948,0,0.0277593,0.0136772,0.0301209,0.0355823,0.0259534,0.0225443,0.0347221,0.0343382,0.0313422,0.0357286,0.0245248,0.0576207,0.0234557,0.0224741,0.0262653,0.0224716,0.0294437,0.0376512,0.020188,0.00540515,0.021567,0.00520241,0.0254913,0.119036,0.0486249,0,0,0.0290528,0,0.00831809,0.0156743,0.0488512,0.0490935,0.0260429,0.0812186,0.0277347,0.0169989,0.0252383,0.0177693,0.0335676,0.0251731,0.0309659,0.0106704,0.0247357,0.0324845,0.032274,0.0284183,0.00731751,0.0054911,0.0174462,0.0524341,0,0,0,0,0,0,0,0,0
77,0.0534095,0.0224156,0,0,0,0,0,0,0.0217195,0.0185053,0.0252223,0.0754624,0,0.0455201,0,0.0277296,0.0135615,0.0302955,0.0351498,0.0264439,0.0229264,0.0346706,0.0342526,0.0306892,0.0345096,0.0238563,0.0574301,0.0219477,0.0209076,0.0252653,0.0222206,0.030322,0.0374931,0.0201918,0.00542783,0.0215062,0.00526657,0.0256973,0.118335,0.0484651,0,0,0.0288911,0,0.0083534,0.0154994,0.0486569,0.049173,0.0260676,0.08097,0.0275208,0.0169266,0.0249529,0.0177627,0.0338711,0.0249691,0.0308742,0.0104855,0.0247704,0.032182,0.0323764,0.0283067,0.00735958,0.00542285,0.0173502,0.052251,0,0,0,0,0,0,0,0,0
78,0.0534661,0.022661,0,0,0,0,0,0,0.0226927,0.0185106,0.0259415,0.0750551,0,0.0454585,0,0.0277986,0.0136667,0.0304695,0.034934,0.0269948,0.0231304,0.0343864,0.0343783,0.03,0.0330985,0.023295,0.0571409,0.0202155,0.019224,0.0239522,0.0219178,0.0309064,0.0374482,0.0202204,0.0054232,0.0216202,0.00527956,0.0258158,0.117305,0.04849,0,0,0.0291227,0,0.00837804,0.0155878,0.0485161,0.0492278,0.0261336,0.0807839,0.0273315,0.0170168,0.0246353,0.0177493,0.0341827,0.0247774,0.0307956,0.0103109,0.0248415,0.0318583,0.0328008,0.028462,0.0073371,0.00541422,0.0173478,0.0522608,0,0,0,0,0,0,0,0,0
79,0.0537475,0.0230459,0,0,0,0,0,0,0.0241092,0.0184759,0.0268517,0.0744347,0,0.0456358,0,0.0278989,0.0139668,0.0306093,0.0353215,0.0275503,0.0232708,0.033876,0.0346153,0.0291713,0.0315876,0.0229719,0.0568377,0.0183417,0.0174372,0.0223827,0.021666,0.0313146,0.0375451,0.0202519,0.00536487,0.0219642,0.00523991,0.0259052,0.115977,0.0486507,0,0,0.0295064,0,0.00837116,0.0158283,0.0485023,0.049316,0.0262677,0.0807199,0.0272112,0.0172589,0.0243657,0.0177277,0.0345662,0.0246367,0.0308041,0.0101503,0.0249543,0.0315885,0.0333755,0.0288177,0.00732379,0.00546746,0.0174628,0.0524629,0,0,0,0,0,0,0,0,0
80,0.0542213,0.0236171,0,0,0,0,0,0,0.0259984,0.0183998,0.027682,0.0734238,0,0.0460471,0,0.0279186,0.0143638,0.0307215,0.0361416,0.0280716,0.0235821,0.0330737,0.0350647,0.0284258,0.0300337,0.0228404,0.0566789,0.0164338,0.0157302,0.0207913,0.0216283,0.0319466,0.0380419,0.0202707,0.00527015,0.022374,0.00517309,0.0260791,0.114155,0.048958,0,0,0.0301324,0,0.0083871,0.0161737,0.0485648,0.0495732,0.0264447,0.080568,0.0272349,0.0177038,0.0240862,0.0177434,0.0349765,0.0244268,0.0308246,0.0100204,0.02509,0.0313429,0.0340897,0.029394,0.00740836,0.00556695,0.0177915,0.0528592,0,0,0,0,0,0,0,0,0
81,0.0547039,0.0243054,0,0,0,0,0,0,0.0283646,0.0183085,0.0289338,0.0721422,0,0.046574,0,0.0280125,0.0147492,0.030835,0.0370667,0.0284849,0.0239628,0.0321177,0.0355265,0.0280157,0.0286314,0.0228422,0.0567525,0.014533,0.0141042,0.0193021,0.0219489,0.0330606,0.038621,0.0203364,0.00538004,0.0228927,0.00508817,0.0263083,0.112077,0.049305,0,0,0.0309864,0,0.00841549,0.0165537,0.0486886,0.0500254,0.0266197,0.0803452,0.0273532,0.0182834,0.0237162,0.0178076,0.0354181,0.0241755,0.0309069,0.00991925,0.0252335,0.0312256,0.0350509,0.0300962,0.00757219,0.00564664,0.0182823,0.05333,0,0,0,0,0,0,0,0,0
82,0.0551049,0.0250003,0,0,0,0,0,0,0.0308883,0.0182328,0.0303349,0.0707378,0,0.0471366,0,0.0281909,0.0150401,0.0309211,0.0379193,0.0287359,0.0241135,0.0311616,0.0359499,0.0276455,0.0274433,0.0228359,0.0570083,0.012529,0.0123135,0.0179067,0.0226798,0.0347841,0.0391664,0.0204334,0.00554443,0.0236751,0.0050156,0.0263693,0.110063,0.0495902,0,0,0.0319216,0,0.00844877,0.0169655,0.0488141,0.0504098,0.0267789,0.0802661,0.0275902,0.0188615,0.0234247,0.0179049,0.035825,0.0239662,0.0311428,0.00971544,0.025223,0.0312444,0.0363107,0.0308034,0.00768522,0.00570263,0.0188369,0.0537502,0,0,0,0,0,0,0,0,0
83,0.0554912,0.0257195,0,0,0,0,0,0,0.0331443,0.0181678,0.0317099,0.0693541,0,0.0478211,0,0.0283673,0.0152991,0.0310299,0.038432,0.0289412,0.0240767,0.0301553,0.0363464,0.0272382,0.0265958,0.0234228,0.0574791,0.0107705,0.0107955,0.0166592,0.023633,0.0365125,0.0397403,0.0205224,0.00579293,0.024512,0.00494123,0.0264295,0.108136,0.04985,0,0,0.0329327,0,0.0084841,0.0173646,0.0489756,0.0509106,0.0269269,0.080209,0.0278788,0.0194891,0.0231482,0.0180246,0.0362195,0.0237669,0.0314424,0.00948864,0.0252818,0.0313965,0.0377105,0.0315712,0.00781853,0.00577946,0.0194102,0.0541182,0,0,0,0,0,0,0,0,0
84,0.0558631,0.0264686,0,0,0,0,0,0,0.0348756,0.0180969,0.0323973,0.0679339,0,0.0486248,0,0.0284076,0.015604,0.0310751,0.0386017,0.0290921,0.0241152,0.0290954,0.0367702,0.0269059,0.0261153,0.0244983,0.0581491,0.00915832,0.00974075,0.0155548,0.0246328,0.0377125,0.0403496,0.0205907,0.00617099,0.0249336,0.004823,0.0269885,0.106178,0.0500483,0,0,0.033912,0,0.00848512,0.0177589,0.0491513,0.0522109,0.0270576,0.0800305,0.0281539,0.0201407,0.0228058,0.0181507,0.0366746,0.0234725,0.031735,0.00948572,0.0255754,0.0317318,0.0388863,0.0323188,0.00798361,0.00587443,0.0199425,0.0544281,0,0,0,0,0,0,0,0,0
85,0.056145,0.0271885,0,0,0,0,0,0,0.0361916,0.018039,0.0326819,0.0665522,0,0.0492931,0,0.0285729,0.0158961,0.0310892,0.0388963,0.0291624,0.0244952,0.0280922,0.0371591,0.0268385,0.0258576,0.0254991,0.0586273,0.00794396,0.00934797,0.0147211,0.0254137,0.0383364,0.0408994,0.0206808,0.00626986,0.0252294,0.00470175,0.0277902,0.104264,0.0501896,0,0,0.0348706,0,0.00848644,0.0182749,0.0493066,0.0536203,0.0271489,0.0799277,0.0284252,0.0207692,0.0225552,0.0182866,0.0370929,0.0232332,0.0320454,0.00951762,0.0259181,0.0320827,0.0398621,0.0330247,0.00816976,0.00598971,0.0204396,0.0546639,0,0,0,0,0,0,0,0,0
86,0.0562516,0.0278236,0,0,0,0,0,0,0.0371653,0.0179877,0.0326149,0.0653416,0,0.0497532,0,0.0288159,0.0161962,0.0311218,0.0394248,0.0291665,0.0250411,0.0272202,0.0373935,0.0269086,0.0257503,0.0262078,0.0586983,0.0073752,0.00941807,0.0141742,0.0258997,0.0384732,0.0414608,0.0207671,0.00639344,0.0255952,0.00459596,0.0286514,0.102542,0.0502103,0,0,0.0358693,0,0.00847123,0.0188376,0.049438,0.0548614,0.027198,0.0799441,0.0286436,0.0212674,0.0224399,0.0184242,0.0374641,0.023135,0.0323987,0.00945232,0.0261958,0.0323448,0.0406852,0.0336312,0.00832106,0.00610716,0.0209254,0.0547447,0,0,0,0,0,0,0,0,0
87,0.056178,0.0282897,0,0,0,0,0,0,0.0377904,0.0179568,0.0321603,0.0643795,0,0.0501657,0,0.0288595,0.0165777,0.031177,0.0399884,0.0291642,0.0255148,0.0264916,0.0374743,0.0269764,0.0256859,0.0266648,0.0584531,0.00735719,0.00967421,0.014003,0.0261236,0.0381466,0.0418517,0.0207869,0.00656632,0.0259645,0.00450469,0.029511,0.101169,0.0500737,0,0,0.0368378,0,0.00844079,0.0192754,0.0495126,0.0561039,0.0272264,0.0800554,0.0287824,0.0216456,0.0224723,0.0185844,0.037811,0.0231602,0.0327723,0.00938242,0.0265159,0.0326071,0.0416192,0.0341105,0.00843867,0.00618973,0.0213638,0.0546673,0,0,0,0,0,0,0,0,0
88,0.0559658,0.0285814,0,0,0,0,0,0,0.038022,0.0179361,0.031416,0.0637249,0,0.0506538,0,0.0287221,0.0169998,0.0312404,0.0399329,0.0292189,0.0257737,0.0258988,0.0374184,0.0270783,0.0256583,0.0270355,0.0581675,0.00778186,0.0100221,0.0141132,0.0262106,0.0373149,0.0420956,0.0207391,0.00671466,0.0262889,0.00443987,0.0303936,0.100218,0.0498239,0,0,0.0375599,0,0.0084273,0.0195836,0.0496007,0.0573771,0.0272849,0.0802771,0.0289797,0.0218997,0.0225848,0.0187147,0.0381028,0.0232709,0.0332655,0.00932473,0.0269778,0.032957,0.04284,0.034449,0.00854758,0.00626707,0.0217489,0.0545126,0,0,0,0,0,0,0,0,0
89,0.0556446,0.0287339,0,0,0,0,0,0,0.0380625,0.0179736,0.0308183,0.0633004,0,0.0509812,0,0.0286913,0.0173024,0.031196,0.0388698,0.0292508,0.0258702,0.0254584,0.0372108,0.0271855,0.0257461,0.0274751,0.0582117,0.008398,0.0104067,0.0141813,0.0262574,0.0361873,0.042274,0.0207401,0.00682195,0.0266544,0.00439086,0.0314866,0.0995697,0.049518,0,0,0.0380902,0,0.00842024,0.0198079,0.0497345,0.0586494,0.0273841,0.0805751,0.029237,0.0221045,0.0227282,0.018837,0.0383893,0.0234297,0.0338792,0.00934042,0.0275236,0.0333978,0.0440576,0.0346445,0.00870838,0.0063225,0.0220902,0.0542803,0,0,0,0,0,0,0,0,0
90,0.0551961,0.0288065,0,0,0,0,0,0,0.0384298,0.01806,0.0307054,0.0629527,0,0.0511727,0,0.0286222,0.0175032,0.0310619,0.0374468,0.029163,0.0258376,0.0250782,0.0369527,0.0273621,0.0259644,0.0278805,0.0586873,0.0088874,0.0106255,0.0139637,0.026226,0.0354792,0.042293,0.0207489,0.0068449,0.0271714,0.00435795,0.0327163,0.0989433,0.0490828,0,0,0.0384583,0,0.00840189,0.019973,0.0498696,0.0598574,0.0275582,0.08091,0.029555,0.0222061,0.0228795,0.0189961,0.0386863,0.0236016,0.0345456,0.00950842,0.0280824,0.0338804,0.0452073,0.0346752,0.00887665,0.00635883,0.0223982,0.0538883,0,0,0,0,0,0,0,0,0
91,0.0545128,0.0287654,0,0,0,0,0,0,0.0388621,0.0181525,0.030982,0.0627121,0,0.0512706,0,0.0285343,0.0176586,0.0309437,0.0377948,0.0288936,0.0258005,0.0247916,0.036585,0.027499,0.0261402,0.028067,0.0594857,0.00922716,0.0106181,0.0140446,0.0261359,0.0358431,0.042357,0.0207175,0.00677864,0.0278079,0.00433873,0.0340841,0.0984152,0.048402,0,0,0.0385171,0,0.00837434,0.0200731,0.0500696,0.0611149,0.0278508,0.0813687,0.0297821,0.0221584,0.0230475,0.0191402,0.0389661,0.0237793,0.0353479,0.00976596,0.0287021,0.0344971,0.0464829,0.0344929,0.00890644,0.00635242,0.0225952,0.053312,0,0,0,0,0,0,0,0,0
92,0.0536395,0.0286788,0,0,0,0,0,0,0.0392444,0.0182312,0.0320404,0.0626593,0,0.0511929,0,0.0283637,0.0177306,0.0309726,0.0400244,0.0285022,0.0256949,0.0246413,0.0361027,0.0275437,0.0263816,0.0280484,0.0604263,0.00959073,0.0100986,0.0143913,0.0261485,0.0376865,0.042425,0.0206403,0.00671815,0.0286915,0.0043635,0.0356689,0.0981731,0.0475091,0,0,0.0383512,0,0.00836935,0.0201491,0.0503192,0.062283,0.0282168,0.0820922,0.0297929,0.02201,0.0232746,0.0193388,0.0393198,0.0240685,0.0363537,0.010207,0.0293328,0.0351666,0.048172,0.0341635,0.0089279,0.00633801,0.0227291,0.0525685,0,0,0,0,0,0,0,0,0
93,0.0526441,0.0285277,0,0,0,0,0,0,0.0388663,0.0183403,0.0338931,0.0628528,0,0.0508996,0,0.0282209,0.0176846,0.0311204,0.0423348,0.0281904,0.0253898,0.0246105,0.0355051,0.0277705,0.0269132,0.0281145,0.0613513,0.0100121,0.00944237,0.014906,0.0264681,0.040579,0.0422788,0.0205783,0.00664788,0.0299132,0.00440649,0.0375235,0.0981519,0.0464827,0,0,0.0380952,0,0.00837059,0.0201308,0.0506429,0.0634547,0.0286126,0.0829786,0.0296698,0.0218211,0.0235711,0.0195315,0.0396761,0.0245274,0.0375043,0.0108295,0.0300849,0.035946,0.0501489,0.0337546,0.00897935,0.00634301,0.0227686,0.0517076,0,0,0,0,0,0,0,0,0
94,0.0516022,0.0283267,0,0,0,0,0,0,0.0375521,0.0184363,0.0363949,0.0631267,0,0.0505686,0,0.0281392,0.0176372,0.0312857,0.0434555,0.0281009,0.0246019,0.0245914,0.0349063,0.0281849,0.0276403,0.028302,0.0620414,0.0102955,0.00854091,0.0155278,0.0269897,0.0432473,0.0420654,0.0205322,0.00654788,0.0312211,0.00442797,0.0394372,0.0981809,0.0454419,0,0,0.0378936,0,0.00836471,0.0201055,0.0509018,0.0646794,0.0289951,0.0837797,0.0294197,0.0216734,0.0238042,0.019721,0.0400154,0.0251212,0.0387454,0.0117279,0.0309239,0.0367572,0.0521904,0.0333692,0.00904674,0.00636759,0.0227784,0.050852,0,0,0,0,0,0,0,0,0
95,0.0507203,0.0282065,0,0,0,0,0,0,0.0360746,0.0185069,0.0380221,0.0633064,0,0.0504878,0,0.0279905,0.0176901,0.0312728,0.0432305,0.0283019,0.0237029,0.0244097,0.0344942,0.028602,0.0284262,0.0282519,0.0622002,0.0104351,0.00755303,0.015998,0.0273001,0.0446039,0.0420542,0.0204991,0.0065314,0.032272,0.00439131,0.0414071,0.09804,0.0445897,0,0,0.0379234,0,0.00836037,0.0202341,0.0510348,0.0657489,0.0292594,0.0844317,0.0291878,0.0217397,0.0240383,0.019922,0.0403643,0.025729,0.0399478,0.0127835,0.0317123,0.0374674,0.0540367,0.0332501,0.00912616,0.00643939,0.0228708,0.0501164,0,0,0,0,0,0,0,0,0
96,0.050105,0.0282509,0,0,0,0,0,0,0.0358229,0.0185165,0.0387101,0.0632462,0,0.0507187,0,0.0278664,0.0178908,0.0307965,0.0430309,0.0289104,0.0232714,0.023884,0.0344392,0.0288217,0.0290717,0.0278252,0.061873,0.0104434,0.00715501,0.0166809,0.0270696,0.0449893,0.0423254,0.0204993,0.006555,0.0333613,0.00426528,0.0434138,0.0975745,0.0440204,0,0,0.0383881,0,0.00835547,0.0205277,0.0509263,0.0665344,0.029344,0.0847926,0.0290508,0.022149,0.0242893,0.0201234,0.0406283,0.0262669,0.0410213,0.0140207,0.0323944,0.038015,0.0557887,0.033522,0.0092502,0.00661689,0.0230892,0.0495187,0,0,0,0,0,0,0,0,0
97,0.0496426,0.0284829,0,0,0,0,0,0,0.035354,0.0184785,0.0380255,0.0629794,0,0.0512036,0,0.0278575,0.0182122,0.0297496,0.0421512,0.029645,0.0227963,0.0230834,0.0346194,0.0292139,0.0296568,0.0277198,0.0617084,0.00996962,0.00734033,0.0171422,0.0265454,0.0443833,0.0427756,0.0205249,0.00663478,0.0345961,0.00408035,0.0453346,0.0969411,0.043597,0,0,0.0391319,0,0.00836126,0.0209707,0.0506628,0.0667922,0.0292505,0.0850741,0.0289439,0.0227704,0.0245794,0.0203136,0.0408794,0.0268772,0.0420365,0.0152686,0.033002,0.0383926,0.057642,0.0340648,0.00947007,0.00682517,0.0233993,0.0489567,0,0,0,0,0,0,0,0,0
98,0.0489928,0.0285016,0,0,0,0,0,0,0.0340026,0.0184837,0.0369643,0.0628053,0,0.0514804,0,0.0277872,0.0184593,0.0286794,0.0409127,0.0300008,0.0217986,0.0223525,0.0345871,0.0299825,0.0301446,0.0282923,0.0617484,0.00982489,0.00795082,0.0174698,0.0259752,0.0435183,0.0430412,0.0205223,0.00659958,0.0359734,0.00392993,0.0470529,0.096452,0.0430306,0,0,0.0397161,0,0.00835719,0.0213304,0.0502955,0.0662611,0.0290359,0.0853227,0.0285843,0.0232904,0.0250186,0.0205445,0.041087,0.0276513,0.0429442,0.0165129,0.0336088,0.0385238,0.0598808,0.0344829,0.00964069,0.00697797,0.0233913,0.0481768,0,0,0,0,0,0,0,0,0
99,0.0481955,0.0283161,0,0,0,0,0,0,0.0318401,0.0185201,0.0355358,0.0627506,0,0.0515544,0,0.0276452,0.0185854,0.0282356,0.0393406,0.0298305,0.0205532,0.0218833,0.0344397,0.0309194,0.0303955,0.0290821,0.0617323,0.0101838,0.00897906,0.017864,0.0253425,0.0420265,0.0434001,0.0205037,0.00659822,0.0373341,0.00381325,0.0484915,0.096116,0.0423104,0,0,0.0401249,0,0.00836659,0.0215407,0.0500709,0.0649376,0.0288281,0.0854446,0.028003,0.0236938,0.0254255,0.020918,0.0414447,0.0285413,0.0437357,0.0176206,0.0341132,0.0384244,0.0621079,0.0347497,0.00978614,0.00708948,0.0230588,0.0472695,0,0,0,0,0,0,0,0,0
100,0.0476436,0.0283028,0,0,0,0,0,0,0.0294903,0.0184793,0.0335811,0.0623175,0,0.05188,0,0.0276454,0.018716,0.0279879,0.0372006,0.0294554,0.0200176,0.0213476,0.034558,0.0316354,0.0306314,0.0292767,0.0613503,0.0107083,0.0100727,0.0181847,0.0244145,0.0393782,0.0439469,0.0205336,0.00668988,0.0385183,0.00364754,0.0495412,0.0954541,0.0417773,0,0,0.0408064,0,0.00840517,0.0217625,0.0500125,0.0628395,0.0286786,0.085036,0.0275465,0.0242335,0.0255534,0.0215189,0.0420717,0.029286,0.0443188,0.0184768,0.0340591,0.0380665,0.0641196,0.0351748,0.00995619,0.00725743,0.0228073,0.0466355,0,0,0,0,0,0,0,0,0
101,0.0473334,0.0284431,0,0,0,0,0,0,0.0278715,0.018354,0.0319588,0.0614496,0,0.052408,0,0.027729,0.018808,0.0277699,0.0351449,0.0288771,0.0198615,0.0207251,0.0348144,0.0320515,0.0311594,0.0287186,0.0606092,0.0112877,0.011229,0.018524,0.0231883,0.0363346,0.0446135,0.0205984,0.00681774,0.0394528,0.00346218,0.0502204,0.0945383,0.0414048,0,0,0.0416398,0,0.00846298,0.0220335,0.050063,0.0599712,0.0285081,0.0842598,0.0271263,0.0248133,0.025414,0.0222864,0.043092,0.0299127,0.0446261,0.0190011,0.0336592,0.037366,0.0658812,0.0357411,0.0100913,0.00745849,0.0226786,0.0462561,0,0,0,0,0,0,0,0,0
102,0.047111,0.0284272,0,0,0,0,0,0,0.027073,0.018224,0.0310782,0.060575,0,0.0527615,0,0.0277833,0.018776,0.0275258,0.0333424,0.0279786,0.0191106,0.0203258,0.0349149,0.0324398,0.0319904,0.0280025,0.059831,0.0119701,0.0122837,0.0189531,0.0218918,0.0337297,0.0450941,0.02065,0.00684446,0.0402877,0.00331331,0.0507109,0.0939063,0.0410725,0,0,0.0422657,0,0.00850322,0.0222125,0.0502113,0.056712,0.0282094,0.0836285,0.0265875,0.0252316,0.0252099,0.023106,0.0444035,0.0306466,0.0446763,0.0192302,0.0330869,0.0363121,0.0673632,0.0361763,0.0102384,0.00764086,0.0224042,0.0459614,0,0,0,0,0,0,0,0,0
103,0.047028,0.0282884,0,0,0,0,0,0,0.0269536,0.0181074,0.0305663,0.0598731,0,0.05293,0,0.027831,0.0187518,0.0272325,0.0315743,0.0269418,0.0183348,0.0202181,0.0349427,0.0328748,0.032696,0.0275964,0.0593473,0.0129488,0.013545,0.0196766,0.0206586,0.0316299,0.0454206,0.0206892,0.00687012,0.0409888,0.00320357,0.0510846,0.0937655,0.0408669,0,0,0.0426509,0,0.00854256,0.0223852,0.0505194,0.0536725,0.0278074,0.08331,0.0259596,0.0255182,0.0250994,0.023939,0.0459159,0.0316217,0.044514,0.0191999,0.032299,0.0349599,0.0683194,0.036425,0.0104053,0.00773874,0.0220139,0.0457789,0,0,0,0,0,0,0,0,0
104,0.0471776,0.0281932,0,0,0,0,0,0,0.0270829,0.0180102,0.0296287,0.0594528,0,0.0530499,0,0.0278955,0.018838,0.0270483,0.0290853,0.0261683,0.0183953,0.020363,0.0349793,0.0332191,0.0331353,0.0276516,0.0592421,0.0142728,0.01508,0.0205229,0.0196455,0.0296257,0.0456587,0.0207434,0.00695344,0.0415022,0.00311899,0.0516205,0.0938966,0.0408577,0,0,0.0429427,0,0.00857383,0.0226492,0.0510834,0.0513289,0.0274361,0.0831219,0.0254492,0.0257489,0.0250791,0.0248658,0.0474515,0.0327759,0.0440804,0.01896,0.0312905,0.0333352,0.0685144,0.0365113,0.0106354,0.0078321,0.0216274,0.0458223,0,0,0,0,0,0,0,0,0
105,0.0474087,0.0280765,0,0,0,0,0,0,0.0274306,0.0179584,0.0285873,0.0594315,0,0.0530397,0,0.0278824,0.0189422,0.027046,0.0265329,0.0255835,0.0194213,0.0208863,0.0349465,0.0334989,0.0333482,0.027913,0.0593021,0.0155932,0.0165039,0.021231,0.0190316,0.028,0.0457456,0.0207582,0.00703609,0.0416892,0.0030667,0.0522384,0.09442,0.0408754,0,0,0.0429233,0,0.00859004,0.0227192,0.0518682,0.0499394,0.0271541,0.0831357,0.0250126,0.0258283,0.0251357,0.0257577,0.0488442,0.0340581,0.0435369,0.0185557,0.0300175,0.0316447,0.0675378,0.0363491,0.010756,0.00788009,0.0211763,0.0459375,0,0,0,0,0,0,0,0,0
106,0.0476141,0.0278781,0,0,0,0,0,0,0.028345,0.0179467,0.0283943,0.0596822,0,0.0529118,0,0.0277945,0.0188778,0.0270253,0.0244716,0.0250468,0.0203838,0.0217527,0.0347778,0.0335066,0.0332494,0.0280726,0.0593089,0.0166824,0.0175609,0.0218633,0.0188221,0.0274355,0.0456316,0.0207558,0.00703449,0.0415916,0.00305924,0.052896,0.0952844,0.0408473,0,0,0.0426229,0,0.00861428,0.0225548,0.0527907,0.0492999,0.0269019,0.0832118,0.0246594,0.0257309,0.0252926,0.0266523,0.0499993,0.0353648,0.0428937,0.0179757,0.0283967,0.0298952,0.0653308,0.0360147,0.0108588,0.00786698,0.0206289,0.046019,0,0,0,0,0,0,0,0,0
107,0.047783,0.0276419,0,0,0,0,0,0,0.0296986,0.0179536,0.0284561,0.0597755,0,0.0528096,0,0.0276254,0.0186705,0.0268458,0.0224833,0.0245301,0.0208316,0.0226793,0.0345293,0.0331634,0.0328483,0.0279785,0.0591772,0.017338,0.0179296,0.0222758,0.0190121,0.0278918,0.0454447,0.0207504,0.0069342,0.0407127,0.00306482,0.052641,0.0958339,0.0407846,0,0,0.0421672,0,0.00862801,0.0222626,0.0537521,0.0502467,0.026638,0.0828763,0.0244324,0.025428,0.0253395,0.0275864,0.0509054,0.0362841,0.0423806,0.0173836,0.0268769,0.0285809,0.060209,0.0355123,0.0109289,0.00781026,0.0200296,0.0460644,0,0,0,0,0,0,0,0,0
108,0.0478281,0.0272285,0,0,0,0,0,0,0.0314945,0.017972,0.0284907,0.0597693,0,0.0526911,0,0.0273817,0.0184058,0.0266266,0.0206237,0.0240221,0.020932,0.0238252,0.0341078,0.0326686,0.0323996,0.027611,0.0588282,0.0177843,0.0177043,0.0225391,0.0194401,0.0290609,0.0451647,0.020719,0.00684153,0.0411011,0.0030854,0.0523676,0.0961766,0.0406353,0,0,0.0415158,0,0.00858524,0.0218982,0.054647,0.0522291,0.0263005,0.0822138,0.0242873,0.0249044,0.0253045,0.0283193,0.0515338,0.0369121,0.0419691,0.0167859,0.0254731,0.0276581,0.0547657,0.0348343,0.010836,0.00769931,0.0193708,0.04603,0,0,0,0,0,0,0,0,0
109,0.0476402,0.0264861,0,0,0,0,0,0,0.0333847,0.0180052,0.028544,0.0599232,0,0.0524021,0,0.0271746,0.0180962,0.0267403,0.0195813,0.0234853,0.0216023,0.025414,0.0334709,0.0324084,0.0322086,0.0272063,0.0583283,0.0182101,0.0175415,0.0226547,0.0199667,0.0305624,0.0446658,0.0206652,0.00683039,0.0427494,0.0031294,0.0526901,0.0966761,0.0403111,0,0,0.040483,0,0.00850749,0.0214353,0.0554913,0.0554144,0.0259212,0.0813584,0.0243315,0.0241564,0.0252245,0.0288354,0.0519273,0.0373056,0.0418304,0.0162853,0.0242778,0.0271986,0.0500513,0.0339739,0.0106917,0.00753586,0.0185306,0.0458274,0,0,0,0,0,0,0,0,0
110,0.0473225,0.0255193,0,0,0,0,0,0,0.0352939,0.0180364,0.0290307,0.0602318,0,0.0518604,0,0.0269978,0.017776,0.0270238,0.0190921,0.0230477,0.0227583,0.0272655,0.0327628,0.0323566,0.032215,0.0268995,0.0577012,0.0185871,0.0178002,0.0227365,0.0203441,0.032127,0.0439235,0.0206083,0.00684133,0.0455663,0.00319232,0.0538836,0.097421,0.0399325,0,0,0.0392069,0,0.00842123,0.020986,0.0560999,0.0588076,0.0254695,0.0804209,0.0242431,0.0233198,0.0250155,0.0292505,0.0522411,0.0374335,0.0419824,0.0159784,0.0233019,0.0272969,0.0472885,0.0330484,0.0106071,0.00735776,0.0176085,0.0455313,0,0,0,0,0,0,0,0,0
111,0.0469952,0.0244422,0,0,0,0,0,0,0.0369272,0.0180817,0.0296258,0.0607303,0,0.0511548,0,0.026811,0.0174587,0.0272775,0.0185748,0.0228173,0.0235617,0.0292674,0.0320302,0.0321935,0.0323166,0.0267624,0.0568428,0.0189959,0.0181274,0.0229392,0.0203367,0.0334556,0.0431011,0.0205427,0.00666879,0.0486382,0.00329785,0.0558707,0.0984404,0.0396128,0,0,0.0379471,0,0.00832583,0.0205137,0.05617,0.0596396,0.0248709,0.0796652,0.0240928,0.0225336,0.0246944,0.0295983,0.0526225,0.0374328,0.042353,0.0158554,0.0224477,0.0277468,0.046504,0.0321148,0.0105255,0.00719185,0.0169131,0.0452525,0,0,0,0,0,0,0,0,0
