Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUL_M,RTHIA,RASI,,x74
278,0.0466954,0,0,0,0,0.0414906,0,0,0,0,0,0.0378593,0,0.0320265,0.0297169,0,0,0.0147551,0,0,0.00883956,0.0436001,0.0270154,0.0223564,0.0216494,0.0443166,0.026343,0.0322234,0.0302737,0.0394182,0.0341866,0.03351,0.0354933,0.0201419,0.0247719,0.0158213,0.0391791,0,0,0.020893,0,0.0210249,0.0462166,0,0,0.0323551,0,0,0.0334775,0.0475379,0.0503027,0.0207535,0.0141914,0.0508158,0.0426474,0.0531168,0.0545513,0.0413581,0.0648632,0.0453508,0.0493564,0.0735841,0.0311934,0.0344865,0.0339397,0.0173528,0.0451451,0.0612947,0,0,0,0,0.0770715,0.0364493,0,0
279,0.0467637,0,0,0,0,0.0415239,0,0,0,0,0,0.0381817,0,0.0320246,0.0298687,0,0,0.0148678,0,0,0.00885152,0.043504,0.0271915,0.02237,0.0216985,0.0443758,0.0263805,0.0323242,0.0303738,0.0393675,0.0341077,0.0335153,0.0353987,0.0201724,0.024878,0.0157601,0.039145,0,0,0.0205573,0,0.0205058,0.046253,0,0,0.0324318,0,0,0.0335005,0.0475806,0.0494737,0.0210729,0.0140254,0.0510358,0.0427466,0.0532397,0.0547854,0.0413378,0.065032,0.0454774,0.0496513,0.073956,0.0315772,0.0346226,0.0339834,0.0173893,0.0453194,0.0611812,0,0,0,0,0.0772943,0.0363891,0,0
280,0.0467208,0,0,0,0,0.0415921,0,0,0,0,0,0.0383745,0,0.0319902,0.029906,0,0,0.0148944,0,0,0.00896706,0.0433806,0.0274004,0.02234,0.0216999,0.0444584,0.0264024,0.0322853,0.0306188,0.0393545,0.0339639,0.0335648,0.0353657,0.0201867,0.0249543,0.0157873,0.0390023,0,0,0.0203322,0,0.0201478,0.0463336,0,0,0.0324069,0,0,0.0335307,0.047604,0.0484366,0.0213899,0.0139562,0.0512601,0.0428336,0.0531897,0.0551485,0.0412999,0.0651532,0.0456192,0.0499027,0.0742395,0.0317422,0.0344648,0.0340542,0.0174131,0.0454712,0.0610366,0,0,0,0,0.0775671,0.0362157,0,0
281,0.0466764,0,0,0,0,0.0416306,0,0,0,0,0,0.0385284,0,0.0319524,0.0298407,0,0,0.0148588,0,0,0.0090315,0.0432313,0.0275564,0.0222234,0.0216044,0.044541,0.0263853,0.0321667,0.0305702,0.0393431,0.0338072,0.0336804,0.0353753,0.0201986,0.0249896,0.0158295,0.0388688,0,0,0.0200445,0,0.0200836,0.0464301,0,0,0.0323279,0,0,0.0335759,0.0475729,0.0474087,0.0216469,0.0140626,0.0514435,0.0428957,0.0530224,0.0554392,0.0411869,0.0652532,0.0456747,0.0499842,0.0743253,0.0318702,0.0344224,0.03409,0.0174174,0.0455883,0.0609373,0,0,0,0,0.0776443,0.0359249,0,0
282,0.0467751,0,0,0,0,0.0416041,0,0,0,0,0,0.0384592,0,0.0318682,0.0298837,0,0,0.0149129,0,0,0.0090477,0.0431527,0.0276674,0.0221059,0.0214783,0.0446436,0.0264007,0.0320552,0.0305615,0.0392682,0.0337274,0.0337515,0.0354404,0.0203255,0.0250905,0.0160554,0.0390319,0,0,0.0196358,0,0.0201322,0.046521,0,0,0.0322601,0,0,0.0336855,0.0474849,0.046577,0.0217597,0.0143196,0.0515497,0.0429456,0.0527921,0.0554956,0.0409713,0.0653188,0.045698,0.0499539,0.0742938,0.0321728,0.0345891,0.0341393,0.0174197,0.0457239,0.0608362,0,0,0,0,0.0777419,0.0358394,0,0
283,0.0469123,0,0,0,0,0.0416452,0,0,0,0,0,0.0382706,0,0.0318137,0.0298268,0,0,0.015022,0,0,0.00901305,0.0430741,0.0279419,0.0220845,0.0213911,0.0447812,0.0264174,0.032024,0.0306463,0.0391246,0.0335172,0.0339317,0.0354752,0.0205443,0.0252317,0.0164444,0.0388169,0,0,0.0192323,0,0.0200607,0.0465697,0,0,0.0322914,0,0,0.0338018,0.0474686,0.0460237,0.021799,0.014669,0.0516752,0.0430406,0.0523961,0.0555034,0.0409184,0.0653067,0.0457464,0.0499088,0.0742848,0.0326978,0.0344784,0.0341822,0.0174066,0.0460261,0.0607488,0,0,0,0,0.07788,0.0357799,0,0
284,0.0470915,0,0,0,0,0.041698,0,0,0,0,0,0.0383455,0,0.0318016,0.0296482,0,0,0.0151386,0,0,0.00902568,0.0429844,0.0283211,0.0220436,0.0212939,0.0449262,0.0264721,0.032036,0.0307628,0.0389779,0.0332635,0.0340402,0.0353538,0.0206489,0.0253752,0.0165629,0.0384689,0,0,0.0189736,0,0.0199441,0.0465984,0,0,0.0324279,0,0,0.0339245,0.047489,0.045726,0.0217714,0.0149359,0.0518328,0.0431832,0.0519312,0.0555254,0.0409193,0.0652781,0.0457277,0.0498797,0.074331,0.0332824,0.034352,0.0341403,0.0173485,0.0462918,0.0605996,0,0,0,0,0.0780311,0.035534,0,0
285,0.0472348,0,0,0,0,0.0417214,0,0,0,0,0,0.0386843,0,0.0316883,0.029677,0,0,0.0151358,0,0,0.00905339,0.0429008,0.0287204,0.0218508,0.0212527,0.0452384,0.0265898,0.0320561,0.0309704,0.0388929,0.0332052,0.0340035,0.0351859,0.0207026,0.0254978,0.0164416,0.0380798,0,0,0.0187632,0,0.019819,0.046645,0,0,0.0325334,0,0,0.0340468,0.0475736,0.0456381,0.0216198,0.0149188,0.052128,0.0433404,0.0515917,0.0556654,0.0409367,0.0653206,0.0456456,0.0498416,0.0744548,0.0342265,0.034307,0.0340758,0.0172769,0.0464655,0.0605975,0,0,0,0,0.0781753,0.0351312,0,0
286,0.0472763,0,0,0,0,0.0417342,0,0,0,0,0,0.0391452,0,0.0316287,0.0296815,0,0,0.0151946,0,0,0.0090164,0.0427435,0.029115,0.0216421,0.0211428,0.0454787,0.0267368,0.0320052,0.0312958,0.0387747,0.0332997,0.0339606,0.0351497,0.0208205,0.0254998,0.0161879,0.0379632,0,0,0.0186635,0,0.0196925,0.0467606,0,0,0.0326203,0,0,0.034113,0.0479096,0.0457626,0.0215039,0.0148576,0.0524686,0.0435318,0.0513924,0.0558254,0.0409001,0.0654269,0.0455885,0.0497977,0.0745413,0.0353538,0.0343165,0.0340394,0.0172449,0.0466284,0.0606234,0,0,0,0,0.0783288,0.0350936,0,0
287,0.0473181,0,0,0,0,0.0417299,0,0,0,0,0,0.0396406,0,0.0314463,0.029739,0,0,0.0153059,0,0,0.00902379,0.0424986,0.0295648,0.0215622,0.0209491,0.0456195,0.0268844,0.0319182,0.0314708,0.0386602,0.033191,0.0339729,0.0351448,0.0210294,0.0254368,0.0159505,0.0380421,0,0,0.0186478,0,0.01959,0.0468976,0,0,0.0326505,0,0,0.0341051,0.0483535,0.0461024,0.021548,0.0147995,0.0528253,0.0438164,0.0514016,0.0558945,0.0408369,0.0655089,0.0455939,0.0497552,0.0744846,0.0366708,0.0342799,0.0339988,0.0172273,0.0467866,0.0606618,0,0,0,0,0.078544,0.0351283,0,0
288,0.0473689,0,0,0,0,0.0417535,0,0,0,0,0,0.0399498,0,0.0311593,0.0297857,0,0,0.0154417,0,0,0.00908629,0.0423452,0.0299952,0.0213768,0.0207147,0.045806,0.0270391,0.0318975,0.0316931,0.0386399,0.0330107,0.0339188,0.0352124,0.021163,0.0254018,0.0159144,0.0381824,0,0,0.0187271,0,0.0194079,0.0470444,0,0,0.0326045,0,0,0.0340012,0.0486004,0.0465326,0.0216196,0.0148147,0.0532092,0.0441025,0.0516424,0.0558813,0.0407424,0.0655592,0.0456596,0.0496835,0.074402,0.0382661,0.0341454,0.0339264,0.0172118,0.0469251,0.0607632,0,0,0,0,0.0788333,0.0349757,0,0
289,0.0473448,0,0,0,0,0.0418298,0,0,0,0,0,0.0400653,0,0.0308472,0.0298289,0,0,0.0155715,0,0,0.00904687,0.042243,0.0303486,0.0211237,0.0203625,0.0459908,0.0272006,0.0317644,0.031913,0.0387104,0.0328311,0.0339069,0.0351585,0.0210907,0.0253863,0.0161022,0.0380734,0,0,0.0189206,0,0.019205,0.0471232,0,0,0.0326049,0,0,0.033914,0.0485603,0.0469453,0.0216487,0.0148806,0.0535554,0.0444104,0.0519202,0.0559167,0.0403877,0.0655675,0.0457274,0.0495856,0.0744057,0.0399681,0.033896,0.0338816,0.0172491,0.0471037,0.0608816,0,0,0,0,0.0789967,0.0346794,0,0
290,0.04737,0,0,0,0,0.0419571,0,0,0,0,0,0.0400746,0,0.0305184,0.0299265,0,0,0.0156861,0,0,0.00899784,0.0421607,0.0305387,0.0209984,0.0199992,0.0460918,0.0273366,0.0315795,0.032236,0.0387932,0.0325129,0.03397,0.0351153,0.0209521,0.0253505,0.0163728,0.0381548,0,0,0.0191867,0,0.0190097,0.0471943,0,0,0.0326267,0,0,0.033906,0.048578,0.0473915,0.0217265,0.0149048,0.0538685,0.0447329,0.0520174,0.0559901,0.0400481,0.065615,0.0458398,0.0495849,0.0745166,0.0417976,0.0337228,0.0338841,0.0173048,0.0472457,0.0609669,0,0,0,0,0.07927,0.0344809,0,0
291,0.0473884,0,0,0,0,0.0421776,0,0,0,0,0,0.0401151,0,0.0302756,0.0300363,0,0,0.0157817,0,0,0.00895912,0.0420751,0.0306695,0.0209566,0.0196279,0.0461977,0.0274302,0.0314589,0.0326254,0.0388514,0.0322937,0.0338681,0.0352164,0.0207571,0.0251923,0.0165907,0.0378244,0,0,0.0194717,0,0.0187538,0.0472504,0,0,0.0325999,0,0,0.0340323,0.0485289,0.0478533,0.0219445,0.0148788,0.0542049,0.0450413,0.0521075,0.0560433,0.0397388,0.0657001,0.0459739,0.0496627,0.0746121,0.0437307,0.0335077,0.033963,0.017313,0.0473874,0.0610319,0,0,0,0,0.0791048,0.034332,0,0
292,0.0473291,0,0,0,0,0.0424211,0,0,0,0,0,0.0402615,0,0.0299076,0.0300704,0,0,0.0159419,0,0,0.00897574,0.0420381,0.0307421,0.0208026,0.0192691,0.0463189,0.0275055,0.0313336,0.0327953,0.0389037,0.0321476,0.0333416,0.0352511,0.0206144,0.0250328,0.0167867,0.0374849,0,0,0.0199581,0,0.0185106,0.0473506,0,0,0.0326587,0,0,0.0341816,0.0482765,0.0483623,0.0222171,0.0147884,0.0545564,0.0452874,0.0522252,0.056064,0.03942,0.0658745,0.0461817,0.049756,0.0749265,0.0458501,0.0332842,0.0340242,0.017309,0.0475699,0.0610459,0,0,0,0,0.0790259,0.034125,0,0
293,0.0472052,0,0,0,0,0.0426529,0,0,0,0,0,0.0405543,0,0.0295204,0.0301654,0,0,0.016059,0,0,0.00901647,0.0420459,0.0307857,0.0206302,0.0189862,0.0464997,0.0275673,0.0311963,0.0329129,0.0389545,0.0319824,0.0328646,0.0352534,0.0205876,0.0249193,0.0169661,0.0372509,0,0,0.0206637,0,0.0182925,0.0474502,0,0,0.0327691,0,0,0.0343149,0.0481268,0.0488479,0.0224084,0.0147335,0.0548514,0.0455423,0.0523854,0.056091,0.0389168,0.0661563,0.0464769,0.0498747,0.0754541,0.04783,0.0331326,0.0340761,0.0173209,0.0476966,0.0610177,0,0,0,0,0.0793886,0.0341444,0,0
294,0.0471135,0,0,0,0,0.0428417,0,0,0,0,0,0.0410037,0,0.0292063,0.0302775,0,0,0.0161386,0,0,0.00903874,0.0420218,0.0308444,0.0205319,0.0186567,0.0466098,0.0275743,0.0309763,0.0331052,0.0389437,0.0317419,0.0334547,0.0353252,0.0205695,0.0247932,0.0171214,0.0370547,0,0,0.0214484,0,0.0180507,0.0474948,0,0,0.032828,0,0,0.0344198,0.0480153,0.0491812,0.0225204,0.0147928,0.0550636,0.0458559,0.0525226,0.0561834,0.0383373,0.0663725,0.0467574,0.0499922,0.0758544,0.0494706,0.033008,0.0341614,0.0173607,0.0478233,0.0610121,0,0,0,0,0.0795109,0.0343071,0,0
295,0.0454527,0,0,0,0,0.04553,0,0,0,0,0,0.0414045,0,0.0288163,0.0303344,0,0,0.014795,0,0,0.0608521,0.0418663,0.0308845,0.0203407,0.0183052,0.0470069,0.027624,0.0307218,0.0334374,0.0389758,0.031434,0.0335096,0.0354528,0.0205444,0.0246944,0.017432,0.0393966,0.0331105,0,0.0221439,0,0.017851,0.0452308,0,0,0.0331037,0,0,0.034677,0.0478487,0.0496109,0.0229968,0.0149153,0.0558637,0.0455166,0.0525371,0.0564965,0.0380166,0.0663195,0.0468138,0.0499391,0.075943,0.0511437,0.0324257,0.0343238,0.0173664,0.0498504,0.0602359,0,0,0,0,0.0793624,0.0340953,0,0
296,0.0454211,0,0,0,0,0.0457756,0,0,0,0,0,0.0418465,0,0.028561,0.0301281,0,0,0.0148674,0,0,0.0608675,0.0417343,0.0309445,0.0203233,0.0181564,0.0468182,0.0275494,0.0305742,0.0334583,0.0391174,0.0312076,0.0330844,0.0354572,0.0205731,0.0246859,0.0177776,0.0394013,0.0331745,0,0.0227989,0,0.0176503,0.0453013,0,0,0.033084,0,0,0.0347728,0.047598,0.04995,0.0230554,0.0150781,0.0559869,0.0457167,0.0524486,0.0565205,0.0375798,0.066383,0.0468536,0.0499301,0.0760868,0.0528306,0.0322928,0.0344205,0.017362,0.0499987,0.0602328,0,0,0,0,0.0793231,0.0341005,0,0
297,0.0452649,0,0,0,0,0.0460014,0,0,0,0,0,0.0425586,0,0.0281443,0.0299895,0,0,0.0146317,0,0,0.0609438,0.0417115,0.0310541,0.0201811,0.0179902,0.0466503,0.0274249,0.0304422,0.0334709,0.0392222,0.0311061,0.0321752,0.0355421,0.0206446,0.0246962,0.0180058,0.0394141,0.0334763,0,0.0233914,0,0.0174775,0.0454085,0,0,0.0331229,0,0,0.0348838,0.0473059,0.0502475,0.0229743,0.0153364,0.0560569,0.0459657,0.0522957,0.0565385,0.0370255,0.0663721,0.0467738,0.0497719,0.0761263,0.0544786,0.0321575,0.0344932,0.0174237,0.0500897,0.0601904,0,0,0,0,0.0792291,0.0341742,0,0
298,0.0450839,0,0,0,0,0.0462305,0,0,0,0,0,0.0434127,0,0.02774,0.0298685,0,0,0.0142139,0,0,0.0610234,0.0418688,0.0311377,0.0201915,0.0177708,0.0464884,0.0272459,0.0303795,0.0335361,0.0393199,0.0310716,0.0317643,0.0356966,0.0207214,0.0247288,0.0182451,0.0393985,0.0340643,0,0.023818,0,0.0173602,0.045508,0,0,0.0331222,0,0,0.0350083,0.0472031,0.050377,0.0227781,0.015562,0.0560583,0.0462803,0.0521514,0.0564132,0.036539,0.0662743,0.0466135,0.0494843,0.0759328,0.0557731,0.0319862,0.0346896,0.0175451,0.0502348,0.0601349,0,0,0,0,0.0790521,0.033751,0,0
299,0.0449736,0,0,0,0,0.0464049,0,0,0,0,0,0.044297,0,0.0272995,0.0296912,0,0,0.0141844,0,0,0.0610087,0.0420219,0.0310772,0.0202884,0.0174074,0.0464442,0.027012,0.0303158,0.0337339,0.0394397,0.0309642,0.0317683,0.0358638,0.0206899,0.0247028,0.0185112,0.0394238,0.0342414,0,0.0239698,0,0.0173312,0.0456684,0,0,0.0332759,0,0,0.0351483,0.0472284,0.0504144,0.0224422,0.0157784,0.0559913,0.0466638,0.052088,0.0562069,0.0361352,0.06612,0.0464678,0.0492451,0.0756054,0.0568041,0.0317657,0.0349651,0.0177303,0.0503809,0.0600371,0,0,0,0,0.0789496,0.033601,0,0
300,0.0449984,0,0,0,0,0.0465661,0,0,0,0,0,0.0450834,0,0.0267632,0.0297519,0,0,0.014379,0,0,0.0609387,0.0421667,0.0309138,0.0203947,0.0170334,0.04642,0.0267378,0.0301861,0.0340571,0.0395872,0.0308625,0.0318581,0.036001,0.020741,0.0246235,0.0188582,0.0394654,0.0340463,0,0.0238185,0,0.0173342,0.0458723,0,0,0.0335349,0,0,0.0352913,0.0471088,0.0504183,0.022229,0.0160314,0.055861,0.0469939,0.0519417,0.0560628,0.0358393,0.0661216,0.0464202,0.0491822,0.0756812,0.057557,0.0315978,0.0352002,0.0178854,0.0505626,0.0599068,0,0,0,0,0.0792071,0.0337386,0,0
301,0.0448956,0,0,0,0,0.0467127,0,0,0,0,0,0.0458835,0,0.0261781,0.0294548,0,0,0.0145818,0,0,0.0608649,0.0423394,0.0311622,0.0203075,0.0166659,0.0463786,0.0264357,0.0299876,0.034203,0.0396799,0.03076,0.0320813,0.0360531,0.0207604,0.0245018,0.0194099,0.0395947,0.0338819,0,0.0236006,0,0.0173112,0.0460889,0,0,0.0337616,0,0,0.0354883,0.0469863,0.0503343,0.0221757,0.0163359,0.0556766,0.0471839,0.0517259,0.0559187,0.0355645,0.0660908,0.0464417,0.0491561,0.0757629,0.0579328,0.0314777,0.0354008,0.0179736,0.0507048,0.0597553,0,0,0,0,0.07987,0.0334829,0,0
302,0.0446579,0,0,0,0,0.0467909,0,0,0,0,0,0.0428491,0,0.0239068,0.0290088,0,0,0.0151465,0,0,0.0612035,0.0417279,0.0323292,0.0183042,0.0161509,0.0459947,0.0254322,0.0286338,0.0329468,0.0403952,0.0315422,0.0325285,0.0358224,0.0217121,0.0255834,0.0220791,0.03919,0.0329017,0,0.018535,0,0.0208163,0.0470537,0,0,0.0332987,0,0,0.0361379,0.0471318,0.0503867,0.0229927,0.0157866,0.0560574,0.047943,0.0530981,0.0579723,0.0355287,0.0651076,0.0434316,0.0479016,0.0760372,0.0494468,0.0317918,0.0352304,0.0186302,0.0506699,0.0597445,0,0,0,0,0.0829711,0.0327631,0,0
303,0.04624,0,0,0,0,0.0445246,0,0,0,0,0,0.0479861,0,0.0247403,0.0278017,0,0,0.0159647,0,0,0.00933503,0.0429104,0.0319284,0.0196782,0.0155128,0.0460171,0.026079,0.0295204,0.0341308,0.0399471,0.0308179,0.0319065,0.0362739,0.0207272,0.0243356,0.0208516,0.0372357,0,0,0.0236236,0,0.0170292,0.0487742,0,0,0.0333457,0,0,0.0355632,0.0461191,0.0503365,0.0213068,0.0171118,0.0546699,0.0478949,0.0513801,0.055321,0.0346131,0.0657372,0.0461088,0.0487703,0.0754026,0.0592935,0.0318153,0.0357142,0.018225,0.0488894,0.0606825,0,0,0,0,0.0798572,0.0329132,0,0
304,0.0458806,0,0,0,0,0.0448027,0,0,0,0,0,0.0442375,0,0.0222656,0.0281224,0,0,0.0158416,0,0,0.009378,0.0421016,0.0331566,0.018039,0.0151039,0.0452834,0.025412,0.0284531,0.0332835,0.0403396,0.0312855,0.0320618,0.0363284,0.021795,0.02531,0.0236267,0.036994,0,0,0.0186122,0,0.02088,0.0496716,0,0,0.0324355,0,0,0.0359697,0.0461755,0.0509648,0.0221173,0.0162425,0.0547078,0.0485888,0.0529651,0.0575985,0.0348241,0.0644105,0.042492,0.0469294,0.0753361,0.0502681,0.0323747,0.0355257,0.0189745,0.0491322,0.0607102,0,0,0,0,0.0829314,0.0324861,0,0
305,0.0458454,0,0,0,0,0.0448106,0,0,0,0,0,0.0446573,0,0.0214954,0.0278285,0,0,0.0156886,0,0,0.00940101,0.0422578,0.0334533,0.017923,0.0143181,0.0451018,0.0252667,0.028293,0.0333391,0.0404197,0.0311032,0.0323791,0.0364838,0.0217707,0.0251143,0.0247692,0.0372009,0,0,0.018606,0,0.0208669,0.0497566,0,0,0.0321886,0,0,0.0358962,0.045687,0.0513293,0.0217934,0.0165284,0.0541737,0.0484352,0.052724,0.0573918,0.0345566,0.0641408,0.0421847,0.0465844,0.074969,0.0504287,0.0324456,0.0357164,0.0191008,0.0492594,0.0607316,0,0,0,0,0.0828231,0.0329481,0,0
306,0.0458491,0,0,0,0,0.0447767,0,0,0,0,0,0.0451998,0,0.0207846,0.0273629,0,0,0.0154993,0,0,0.00939069,0.0424631,0.0338404,0.017685,0.0137325,0.0448692,0.0250786,0.0280974,0.0334789,0.0404148,0.0309104,0.0331897,0.0366747,0.0216093,0.0247499,0.0260269,0.0374729,0,0,0.0183911,0,0.0208941,0.0498769,0,0,0.0319016,0,0,0.035828,0.0452061,0.0515795,0.0215024,0.0167561,0.0535624,0.0481769,0.0525777,0.057129,0.0343756,0.0638251,0.041864,0.0462416,0.0744904,0.0503963,0.0325736,0.0359029,0.0192767,0.049381,0.0606576,0,0,0,0,0.0822052,0.0334212,0,0
307,0.0459369,0,0,0,0,0.0446609,0,0,0,0,0,0.0456141,0,0.0200511,0.0267406,0,0,0.0152404,0,0,0.00944049,0.0428314,0.0342962,0.0174233,0.0134574,0.044647,0.0248316,0.0281611,0.0337269,0.0403348,0.0308001,0.0334376,0.036866,0.0215667,0.0243184,0.0276474,0.0378535,0,0,0.0179141,0,0.0209174,0.0499578,0,0,0.0316902,0,0,0.0357936,0.0445901,0.0517169,0.0211884,0.0170446,0.0529207,0.0478919,0.0525006,0.0568411,0.0339214,0.0634446,0.0414231,0.0458499,0.0739953,0.0500691,0.0327821,0.0361073,0.0194371,0.049433,0.0606542,0,0,0,0,0.0809175,0.0338679,0,0
308,0.045979,0,0,0,0,0.0445631,0,0,0,0,0,0.045933,0,0.0195452,0.0261154,0,0,0.0150291,0,0,0.00937777,0.0430234,0.0348561,0.0170985,0.0131426,0.0443861,0.0245613,0.0282151,0.0341398,0.0402822,0.030572,0.0333802,0.0369616,0.0215199,0.0237384,0.029516,0.0381842,0,0,0.0177327,0,0.0206976,0.0501138,0,0,0.0314217,0,0,0.0358317,0.0441728,0.0516409,0.0209584,0.0172757,0.0523902,0.0476917,0.0522563,0.056661,0.0333724,0.0631432,0.0410772,0.0455278,0.0734519,0.0499255,0.0331105,0.0362242,0.0196629,0.0494556,0.0609292,0,0,0,0,0.0798919,0.0340348,0,0
309,0.0459552,0,0,0,0,0.0445306,0,0,0,0,0,0.0457277,0,0.018946,0.0252036,0,0,0.0146818,0,0,0.00938151,0.0434542,0.0357558,0.0169261,0.0129505,0.0442178,0.0243065,0.0284661,0.0349691,0.0401979,0.0303396,0.0333229,0.0371011,0.0215896,0.0232226,0.0315469,0.0386735,0,0,0.0176061,0,0.0206441,0.0499776,0,0,0.0313889,0,0,0.0357373,0.0435903,0.051555,0.0207194,0.0174115,0.0517818,0.047587,0.0520341,0.0568702,0.0327241,0.0628848,0.0406888,0.0453056,0.0732265,0.0495966,0.0334139,0.0365091,0.0197222,0.0495368,0.0611351,0,0,0,0,0.0795049,0.034154,0,0
310,0.0460162,0,0,0,0,0.0444226,0,0,0,0,0,0.0457045,0,0.0186186,0.0248434,0,0,0.0145164,0,0,0.00937863,0.0438746,0.0363408,0.0164976,0.0126604,0.0441941,0.0241101,0.0286437,0.035836,0.0402206,0.0300043,0.0332741,0.037227,0.0213706,0.022539,0.0339155,0.038951,0,0,0.0174084,0,0.0203135,0.0500259,0,0,0.0312728,0,0,0.0357221,0.0430526,0.051133,0.0207286,0.0176375,0.0513557,0.0474983,0.0516897,0.0563668,0.0319962,0.0628654,0.0405379,0.0452922,0.0732717,0.049299,0.033658,0.0366349,0.0199409,0.0495125,0.0613924,0,0,0,0,0.0790871,0.0341439,0,0
311,0.0462862,0,0,0,0,0.0441405,0,0,0,0,0,0.0490866,0,0.0200949,0.0252711,0,0,0.0146511,0,0,0.00927706,0.0456154,0.0359667,0.0175632,0.0122279,0.0449851,0.0245496,0.0299088,0.0378089,0.0401544,0.0289099,0.03293,0.0374567,0.0201958,0.0206566,0.0351565,0.0395228,0,0,0.022174,0,0.0159581,0.04919,0,0,0.0318338,0,0,0.0351312,0.0418415,0.0505144,0.019497,0.0189661,0.0503682,0.0468332,0.0499309,0.0536684,0.0308745,0.0638255,0.0435366,0.0466754,0.0731069,0.0580935,0.0333794,0.0372125,0.0195757,0.0493398,0.0617433,0,0,0,0,0.0756663,0.0346678,0,0
312,0.0462189,0,0,0,0,0.044065,0,0,0,0,0,0.0490966,0,0.0197552,0.0270413,0,0,0.0146514,0,0,0.00919491,0.0464681,0.0366439,0.0170294,0.0119835,0.0452605,0.0245717,0.030421,0.0385446,0.0403588,0.028654,0.0329527,0.0375705,0.0199618,0.0198912,0.0375658,0.0396388,0,0,0.0218132,0,0.0154582,0.0489554,0,0,0.0316743,0,0,0.0349822,0.0409961,0.0501589,0.0196758,0.0191967,0.0499362,0.0469087,0.0501113,0.0535566,0.0301559,0.0636465,0.0433763,0.0466571,0.0730754,0.0578515,0.0335976,0.0373273,0.0197285,0.0492934,0.0620673,0,0,0,0,0.0753729,0.034672,0,0
313,0.0461046,0,0,0,0,0.0440398,0,0,0,0,0,0.0482853,0,0.019347,0.0242121,0,0,0.0146093,0,0,0.00908547,0.0469086,0.0374545,0.016631,0.011545,0.0454541,0.0245398,0.0305729,0.039322,0.0408549,0.0280183,0.0327242,0.0374784,0.0195888,0.0188111,0.040128,0.0397593,0,0,0.0209699,0,0.0149093,0.0488263,0,0,0.0315732,0,0,0.0349374,0.0407343,0.049662,0.0201048,0.0190651,0.0495978,0.0471896,0.049885,0.0533889,0.0294424,0.0633667,0.0431353,0.0465684,0.0728051,0.0564978,0.0337069,0.0374057,0.0198724,0.0493055,0.0623069,0,0,0,0,0.074973,0.0346284,0,0
314,0.0459775,0,0,0,0,0.0440246,0,0,0,0,0,0.0469461,0,0.0189721,0.0222286,0,0,0.0146876,0,0,0.00903293,0.0475305,0.0376101,0.0162502,0.0110838,0.0457623,0.0246076,0.0307159,0.040283,0.0414969,0.0273252,0.0325765,0.0374472,0.0192492,0.0176036,0.0425056,0.0397712,0,0,0.020368,0,0.0145853,0.0487419,0,0,0.0314856,0,0,0.0349587,0.0405122,0.049228,0.0204319,0.0188313,0.0493991,0.047604,0.0494872,0.0533136,0.0287459,0.0633007,0.042881,0.0464339,0.0724949,0.0551416,0.0337265,0.0375001,0.0199726,0.0493286,0.062496,0,0,0,0,0.0744692,0.0346144,0,0
315,0.0458735,0,0,0,0,0.0440444,0,0,0,0,0,0.0449737,0,0.0185439,0.0217585,0,0,0.0148231,0,0,0.00900072,0.0484907,0.0373901,0.015823,0.010678,0.0461754,0.0247375,0.0310409,0.0413854,0.0421741,0.0267323,0.0326666,0.037425,0.0189315,0.0163702,0.0444882,0.0396836,0,0,0.0200707,0,0.0144653,0.0486909,0,0,0.0314356,0,0,0.0349684,0.0401618,0.0488723,0.0206911,0.0186354,0.049393,0.0480093,0.0491522,0.0533824,0.0282463,0.0630735,0.0427197,0.0463745,0.0722746,0.0541222,0.0336878,0.0376263,0.0201154,0.0493743,0.0625936,0,0,0,0,0.0740333,0.034667,0,0
316,0.0458655,0,0,0,0,0.0440893,0,0,0,0,0,0.0424018,0,0.018145,0.0208078,0,0,0.0147562,0,0,0.00893177,0.0490478,0.0374612,0.0152918,0.0105481,0.0462308,0.0246176,0.0318456,0.0425803,0.0424961,0.0257976,0.0326461,0.0373887,0.0187876,0.015436,0.0467798,0.0397726,0,0,0.0181123,0,0.0132521,0.0487419,0,0,0.0313794,0,0,0.0349303,0.0399429,0.0457911,0.0208991,0.0138796,0.0490792,0.0485068,0,0.0549671,0.0306981,0.0621433,0.041611,0.0462289,0.0721414,0.0497792,0.0336678,0.037668,0.0202692,0.0496306,0.0623852,0,0,0,0,0.0777634,0.0338001,0,0
