Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x75,x77,x80,x79,x76,
1309,0.038392,0,0,0,0,0.055876,0,0,0,0,0,0,0.0462483,0,0.0366803,0,0,0,0.0461803,0,0,0.0900103,0.0514048,0.0527044,0,0.0103459,0.0527643,0.043545,0.0401892,0,0,0.0319045,0,0.0192684,0.110525,0.028361,0.0165115,0.0502247,0.177573,0.114862,0,0,0.0378073,0.0485009,0.0333713,0,0,0.0309389,0,0,0.0164584,0.0538749,0.0558961,0.00733593,0.0174746,0.033547,0.0442141,0.0410155,0.0562033,0.0344154,0.0377746,0.0625874,0.0172675,0.03907,0,0.0105637,0.0613942,0.0571018,0,0,0,0,0.0463384,0.0502346,0,0,0,0,0,0
1310,0.0383023,0,0,0,0,0.0558772,0,0,0,0,0,0,0.0468043,0,0.0370009,0,0,0,0.0454308,0,0,0.0899143,0.0514406,0.0528735,0,0.0104347,0.0528683,0.0434802,0.0402734,0,0,0.0319681,0,0.019748,0.110486,0.0282214,0.0157196,0.0502284,0.176481,0.114463,0,0,0.0379183,0.0484691,0.0332966,0,0,0.0308523,0,0,0.016434,0.0539556,0.0557802,0.00736993,0.0175154,0.0336022,0.0445339,0.0409738,0.0562824,0.0344866,0.0377973,0.0626462,0.0172361,0.0392258,0,0.0105494,0.0621114,0.0570559,0,0,0,0,0.0463182,0.0502154,0,0,0,0,0,0
1311,0.0378425,0,0,0,0,0.05584,0,0,0,0,0,0,0.0456405,0,0.0347141,0,0,0,0.0445722,0,0,0.0898115,0.051061,0.0479926,0,0.0113156,0.0518002,0.042902,0.0410056,0,0.056211,0.0305716,0,0.0231982,0.114319,0.026177,0.0150636,0.0503373,0.175312,0.114072,0.0347646,0,0.0335281,0.047585,0.0336628,0,0,0.0313867,0,0,0.016625,0.0535301,0.0520537,0.00837914,0.0173651,0.0345763,0.0462214,0.0415984,0.057849,0.0366407,0.0404341,0.0647297,0.0131793,0.0389128,0,0.0106348,0.0622526,0.0578224,0,0,0,0,0.0471007,0.0499027,0,0,0,0,0,0
1312,0.0381627,0,0,0,0,0.0559364,0,0,0,0,0,0,0.0480514,0,0.0376482,0,0,0,0.0437652,0,0,0.0898032,0.0543325,0.0532605,0,0.011696,0.0509453,0.0435499,0.0411056,0,0,0.0352818,0,0.0181705,0.109918,0.0291867,0.0142542,0.0498403,0.173704,0.113328,0,0,0.0342781,0,0.0330833,0,0,0.0312651,0,0,0.0166572,0.0507649,0.0558143,0.0119534,0.0165658,0.0311007,0.0460363,0.0425544,0.0525231,0.0322134,0.0354453,0.0588025,0.018546,0.0388708,0,0.0105003,0.0633532,0.0561938,0,0,0,0,0.0484884,0.0546815,0,0,0,0,0,0
1313,0.0379011,0,0,0,0,0.0561758,0,0,0,0,0,0,0.0443531,0,0.0365421,0,0,0,0.0428312,0,0,0.0894817,0.0516435,0.0525821,0,0,0.0533421,0.0431599,0.0414388,0,0,0.0317406,0,0.0174237,0.110579,0.027088,0.0181545,0.0503085,0.17224,0.112607,0,0,0.0374377,0.0485689,0.0328148,0,0,0.0304353,0,0,0.0163439,0.0538431,0.0558921,0.00736284,0.0175578,0.0336608,0.0453712,0.0409961,0.0559591,0.0340515,0.0373759,0.0622534,0.017418,0.0396287,0,0.0105228,0.0623383,0.05686,0,0,0,0,0.0462702,0.0503526,0,0,0,0,0,0
1314,0.037459,0,0,0,0,0.0563685,0,0,0,0,0,0,0.0446236,0,0.0362069,0,0,0,0.0421168,0,0,0.0894861,0.0502909,0.051281,0,0,0.0528172,0.042742,0.0405493,0,0,0.0310008,0,0,0.111168,0.0262109,0.0173865,0.0502555,0.170958,0.112161,0,0,0,0.0477802,0.0328489,0,0,0.0306372,0,0,0.0166339,0.0542786,0.0631241,0.00707095,0.0167228,0.0348753,0.0463066,0.0394795,0.0535557,0.0299552,0.033485,0.0599927,0.0215352,0.0395638,0,0.0105523,0.0614518,0.0575155,0,0,0,0,0.0452096,0.0510551,0,0,0,0,0,0
1315,0.0375312,0,0,0,0,0.0564723,0,0,0,0,0,0,0.0457375,0,0.0365382,0,0,0,0.0414173,0,0,0.089493,0.0515696,0.0528756,0,0.0106245,0.0531817,0.0426916,0.0400067,0,0,0.0319854,0,0.0190943,0.1103,0.0288914,0.0166066,0.0501101,0.169975,0.111807,0,0,0.0373883,0.0481267,0.0325406,0,0,0.030342,0,0,0.0165088,0.0538574,0.0554177,0.00744148,0.0176131,0.0339001,0.0461602,0.0408045,0.0561315,0.0337039,0.0376415,0.0615135,0.0172626,0.0398816,0,0.0105824,0.0614727,0.0570008,0,0,0,0,0.0462654,0.0502433,0,0,0,0,0,0
1316,0.0370693,0,0,0,0,0.0564717,0,0,0,0,0,0,0.0447535,0,0.0343398,0,0,0,0.0407247,0,0,0.0895472,0.0506496,0.048167,0,0.0115444,0.0521275,0.0421479,0.0404127,0,0.0564228,0.0303794,0,0.0247984,0.114124,0.0270913,0.0163725,0.0500822,0.168965,0.111566,0,0,0.0375986,0.0466771,0.0329099,0,0,0.0309208,0,0,0.0167803,0.0537069,0.05467,0.00821085,0.0174351,0.0350711,0.0478191,0.0404718,0.0567401,0.0340956,0.038262,0.0618822,0.0168337,0.0396217,0,0.0106268,0.0612775,0.0579869,0,0,0,0,0.0463192,0.0496073,0,0,0,0,0,0
1317,0.037379,0,0,0,0,0.0566572,0,0,0,0,0,0,0.0461515,0,0.0366719,0,0,0,0.0399223,0,0,0.0895164,0.0520779,0.0529277,0,0.0104358,0.0534632,0.0424786,0.040182,0,0,0.032279,0,0.0210596,0.110403,0.0292182,0.0165715,0.0502439,0.167931,0.111109,0.0337424,0,0.0331828,0.0486348,0.0322245,0,0,0.030103,0,0,0.0163807,0.0534768,0.051488,0.00766138,0.0172146,0.0337428,0.0464662,0.0422057,0.0572308,0.0353476,0.0402769,0.0629636,0.0131786,0.0402572,0,0.0104611,0.0617773,0.0568362,0,0,0,0,0.0474585,0.0501456,0,0,0,0,0,0
1318,0.0371475,0,0,0,0,0.0563914,0,0,0,0,0,0,0.0464286,0,0.0334296,0,0,0,0.0391202,0,0,0.0894417,0.0501547,0.0463962,0,0.0133435,0.051463,0.0423955,0.0407025,0,0.0544755,0.0300626,0,0.0145406,0.115339,0.0254558,0.0141669,0.0507143,0.166846,0.110768,0,0,0.0377552,0.0465583,0.0324328,0,0,0.0314983,0,0,0.00551122,0.0536875,0.054392,0.00874047,0.0171893,0.0352367,0.0483598,0.0408936,0.0565449,0.0340583,0.0382559,0.0618654,0.0166719,0.0392425,0,0,0.0614056,0.0587149,0,0,0,0,0.0463426,0.0485084,0,0,0,0,0,0
1319,0.0368496,0,0,0,0,0.0566066,0,0,0,0,0,0,0.0472144,0,0.0348324,0,0,0,0.0384093,0,0,0.0895606,0.0499166,0.0478908,0,0,0.0528826,0.0423024,0.0439358,0,0,0.0303509,0,0.0465923,0.114455,0.0210133,0.0137219,0.0506091,0.165879,0.110343,0,0,0.0376457,0.0474879,0.0324436,0,0,0.0304722,0,0,0.0164866,0.0537908,0.0543606,0.00802287,0.0170892,0.0355008,0.0482574,0.0414258,0.0559985,0.0336656,0.0378236,0.0615377,0.0168966,0.0401517,0,0.0104103,0.0623212,0.0582379,0,0,0,0,0.04631,0.048756,0,0,0,0,0,0
1320,0.0377097,0,0,0,0,0.0564896,0,0,0,0,0,0,0.04726,0,0.0377902,0,0,0,0.0377952,0,0,0.089441,0.0543985,0.0524273,0,0,0.0493397,0.0424541,0.0423671,0,0,0.0357478,0,0,0.110324,0.0271466,0.0159827,0.0509525,0.164833,0.110015,0,0,0.036657,0,0.0319015,0,0,0.0313923,0,0,0.00588332,0.05002,0.0572644,0.0161015,0.0165735,0.0306753,0.0485142,0.0455318,0.047952,0.0275784,0.032311,0.0549704,0.0189821,0.0393088,0,0,0.0642372,0.0559681,0,0,0,0,0.0510959,0,0,0,0,0,0,0
1321,0.0369582,0,0,0,0,0.0568231,0,0,0,0,0,0,0.0454684,0,0.0364628,0,0,0,0.0370879,0,0,0.0894342,0.0506119,0.0511788,0,0,0.0534936,0.0425969,0.0407679,0,0,0.0316638,0,0,0.111683,0.0260948,0.017443,0.0506284,0.164061,0.109593,0,0,0.037267,0.0480044,0.0318584,0,0,0.0299761,0,0,0.016306,0.0537809,0.0546575,0.00784696,0.0169155,0.0344108,0.048001,0.0412899,0.0557109,0.0336528,0.0376621,0.0615997,0.0168646,0.0405746,0,0.0104588,0.0628431,0.0576158,0,0,0,0,0.04657,0.050149,0,0,0,0,0,0
1322,0.0364292,0,0,0,0,0.0569538,0,0,0,0,0,0,0.0455337,0,0.0334302,0.0386847,0,0,0.0363585,0,0,0.0893379,0.0525379,0.0449615,0,0.0109652,0.0533693,0.0419318,0.0418215,0,0.0533322,0.0312356,0,0.022492,0.117043,0.026545,0.0154144,0.0508976,0.163259,0.109538,0,0,0.0360959,0.0458045,0.03223,0,0,0.0300879,0,0,0.0164634,0.0509164,0.0537279,0.0097349,0.0157072,0.0360314,0.049012,0.0386851,0.0568738,0.0348687,0.0387234,0.0632908,0.0170709,0.040568,0,0.0103441,0.0618713,0.058571,0,0,0,0,0.0471657,0.0496999,0,0,0,0,0,0
1323,0.0366264,0,0,0,0,0.0571962,0,0,0,0,0,0,0.0459306,0,0.0351619,0.0414917,0,0,0.0356755,0,0,0.0894671,0.0532649,0.0494719,0,0.00796205,0.0547164,0.0420178,0.040935,0,0,0.0322599,0,0.0245691,0.113848,0.0289261,0.0164484,0.0510468,0.162579,0.10954,0,0,0.0359228,0.0468894,0.0315138,0,0,0.029227,0,0,0.0159742,0.0507628,0.054114,0.00880962,0.01554,0.0352106,0.0476617,0.0389622,0.0563052,0.0346264,0.038341,0.063096,0.0173806,0.0411041,0,0.0101807,0.0616161,0.0574306,0,0,0,0,0.0474183,0.0503668,0,0,0,0,0,0
1324,0.036603,0,0,0,0,0.0572104,0,0,0,0,0,0,0.0460686,0,0.0350101,0.0412512,0,0,0.0349618,0,0,0.089513,0.0532189,0.0494111,0,0.00765071,0.0547025,0.0420996,0.0408957,0,0,0.0323307,0,0.0235071,0.113984,0.028923,0.0161644,0.0510478,0.161829,0.109256,0,0,0.0358359,0.0467677,0.0314217,0,0,0.0292707,0,0,0.0159402,0.0508074,0.0541172,0.00886779,0.0154895,0.0353265,0.0479255,0.039004,0.0562154,0.034571,0.0382637,0.0631174,0.0173847,0.0410695,0,0.0103752,0.0616714,0.0576028,0,0,0,0,0.0474863,0.0503817,0,0,0,0,0,0
1325,0.0366624,0,0,0,0,0.0571465,0,0,0,0,0,0,0.0461935,0,0.035029,0.0411113,0,0,0.0343293,0,0,0.0894986,0.0531216,0.0493122,0,0.00765457,0.0547663,0.042296,0.0408915,0,0,0.0322685,0,0.0227641,0.114217,0.0287525,0.0160506,0.0510434,0.161295,0.109169,0,0,0.0357514,0.0465437,0.0313529,0,0,0.0293653,0,0,0.0158779,0.0508627,0.0541199,0.00892222,0.0153913,0.0354364,0.0482001,0.0390238,0.0561499,0.0344493,0.0382203,0.0629935,0.0174013,0.0409681,0,0.0107589,0.0622405,0.0577904,0,0,0,0,0.0475394,0.05039,0,0,0,0,0,0
1326,0.0367388,0,0,0,0,0.057124,0,0,0,0,0,0,0.0486974,0,0.0348955,0.0383371,0,0,0.0336527,0,0,0.0895558,0.0561829,0.0475819,0,0.011179,0.0553917,0.0426174,0,0,0,0.0318569,0,0,0.115113,0.0269058,0.0131797,0.0508356,0.160735,0.108919,0,0,0.0351422,0.0465206,0.0312028,0,0,0.0289674,0,0,0.0157222,0.0492505,0.0542275,0.00958867,0.0147463,0.0352675,0.048015,0.0379609,0.0561735,0.0347226,0.0384325,0.0631325,0.0180501,0.0410947,0,0.0102337,0.0625076,0.0576254,0,0,0,0,0.0478812,0.0505905,0,0,0,0,0,0
1327,0.0368741,0,0,0,0,0.0572427,0,0,0,0,0,0,0.048,0,0.0351093,0.0398045,0,0,0.0330671,0,0,0.0897265,0.0566135,0.0491085,0,0.0116746,0.0560964,0.0426327,0,0,0,0.0317641,0,0.0218114,0.114082,0.0277277,0.0144985,0.0509382,0.15993,0.108459,0,0,0.0352334,0.0466515,0.0309978,0,0,0.0285821,0,0,0.0155709,0.0494742,0.0546561,0.00930354,0.0147843,0.0349655,0.0475494,0.038147,0.0559543,0.0348793,0.0382659,0.0630555,0.01829,0.0412598,0,0.010205,0.0626786,0.0571422,0,0,0,0,0.04802,0.0508039,0,0,0,0,0,0
1328,0.0368792,0,0,0,0,0.0572501,0,0,0,0,0,0,0.0480098,0,0.0349666,0.0399131,0,0,0.0324271,0,0,0.0899128,0.0568904,0.0490647,0,0.0117677,0.0561956,0.0426854,0,0,0,0.0316514,0,0.0217591,0.114242,0.0277074,0.0146479,0.0509496,0.159234,0.108015,0,0,0.0352523,0.0465002,0.0309433,0,0,0.0286822,0,0,0.0155744,0.0495616,0.0547662,0.00931595,0.0147613,0.0350462,0.0477306,0.0383378,0.0559343,0.0349942,0.0382312,0.0630782,0.0183365,0.0411669,0,0.010675,0.0625966,0.0572203,0,0,0,0,0.0479931,0.0508806,0,0,0,0,0,0
1329,0.0364849,0,0,0,0,0.0571028,0,0,0,0,0,0,0.0477306,0,0.0329209,0.0367449,0,0,0.0317234,0,0,0.0899792,0.0565169,0.0447821,0,0.0133212,0.0549791,0.0424375,0,0,0.0530514,0.031099,0,0.0243839,0.117617,0.0263842,0.0140401,0.0507144,0.158762,0.107872,0,0,0.0354258,0.0451319,0.0315137,0,0,0.0290683,0,0,0.0159216,0.0497542,0.0545574,0.0103884,0.0148922,0.0361032,0.0493526,0.0380791,0.0563898,0.035027,0.0386025,0.0635873,0.0181589,0.0408874,0,0.010185,0.0620787,0.0583858,0,0,0,0,0.0478001,0.0503479,0,0,0,0,0,0
1330,0.0367317,0,0,0,0,0.0573679,0,0,0,0,0,0,0.0484804,0,0.0346537,0.0400721,0,0,0.0311437,0,0,0.0896743,0.0571038,0.0490572,0,0.0115387,0.0564967,0.0426731,0,0,0,0.0315759,0,0.021317,0.114515,0.0277028,0.014283,0.050679,0.158257,0.107863,0,0,0.035192,0.0464931,0.0309763,0,0,0.0282835,0,0,0.0154959,0.0497158,0.054777,0.00943663,0.0147323,0.0353388,0.0479671,0.0383302,0.0558832,0.0345295,0.0383427,0.0632167,0.0184664,0.0412946,0,0.010099,0.0623011,0.0573422,0,0,0,0,0.0480122,0.0509655,0,0,0,0,0,0
1331,0.0367096,0,0,0,0,0.0574521,0,0,0,0,0,0,0.0484444,0,0.0348436,0.0403201,0,0,0.0306095,0,0,0.0895722,0.0568787,0.0490494,0,0.0114972,0.0565083,0.0427628,0,0,0,0.0315705,0,0.0212834,0.1145,0.0277863,0.0141798,0.0507056,0.157896,0.107724,0,0,0.0351189,0.0465696,0.0309459,0,0,0.0284096,0,0,0.0154587,0.0498075,0.0548186,0.00944709,0.0147965,0.0353149,0.0481455,0.0381917,0.0558938,0.0344977,0.0383852,0.0632379,0.0184238,0.0411742,0,0.0105538,0.0621309,0.0574572,0,0,0,0,0.04807,0.0510533,0,0,0,0,0,0
1332,0.0366012,0,0,0,0,0.0575019,0,0,0,0,0,0,0.0480399,0,0.0349769,0.0403003,0,0,0.0300532,0,0,0.089599,0.0570285,0.0490539,0,0.0114233,0.0565763,0.042734,0,0,0,0.0314688,0,0.0213491,0.114255,0.027796,0.0140794,0.0507207,0.157557,0.107544,0,0,0.0351537,0.0464678,0.0310093,0,0,0.0281261,0,0,0.0153873,0.0499243,0.055034,0.00949823,0.0148194,0.035372,0.0482015,0.038139,0.0558904,0.0345157,0.038367,0.0632279,0.0185161,0.0413024,0,0.00995825,0.0619965,0.0574945,0,0,0,0,0.0481261,0.0510955,0,0,0,0,0,0
1333,0.0366094,0,0,0,0,0.0573323,0,0,0,0,0,0,0.0484115,0,0.0368392,0,0,0,0.0294051,0,0,0.0897687,0.0545663,0.053406,0,0.0145087,0.0556027,0.0431062,0,0,0,0.0313989,0,0.017797,0.110859,0.028182,0.0141812,0.0502321,0.157392,0.107315,0,0,0.0373787,0.0470762,0.0310156,0,0,0.0283127,0,0,0.0155764,0.0535206,0.0568598,0.00784144,0.0165173,0.0338489,0.0485706,0.040302,0.0551491,0.0336331,0.0373775,0.0624052,0.017896,0.0410246,0,0.00963295,0.061752,0.0573423,0,0,0,0,0.0471178,0.0512727,0,0,0,0,0,0
1334,0.0361479,0,0,0,0,0.0573968,0,0,0,0,0,0,0,0,0.0348125,0.0371878,0,0,0.0290631,0,0,0.0896692,0.0559413,0.0437505,0,0.0128214,0.0557291,0.0423713,0,0,0.0540108,0.0295862,0,0.0234601,0.116603,0.0237872,0.020219,0.0503857,0.157076,0.107427,0,0,0.0353667,0.0452241,0.0314277,0,0,0.0282979,0,0,0.0156084,0.0499615,0.0553828,0.0103874,0.0149867,0.0360435,0.0492746,0.0378478,0.0561741,0.03476,0.0385178,0.0636337,0.01866,0.0410378,0,0.00959682,0.0604197,0.0583341,0,0,0,0,0.048025,0.0507524,0,0,0,0,0,0
1335,0.0364112,0,0,0,0,0.0576669,0,0,0,0,0,0,0,0,0.0366097,0.0406022,0,0,0.0286638,0,0,0.0896883,0.0564356,0.0479488,0,0.0112507,0.057245,0.0426129,0,0,0,0.0304185,0,0.0201379,0.11334,0.0257236,0.0227708,0.0503622,0.156934,0.10738,0,0,0.0351797,0.0465973,0.0309271,0,0,0.0275508,0,0,0.0152139,0.0498973,0.0556594,0.00946741,0.0148488,0.0352077,0.0478063,0.0382856,0.0556233,0.0343881,0.0381621,0.063193,0.0189818,0.0412951,0,0.009533,0.0604283,0.057291,0,0,0,0,0.0481946,0.0512859,0,0,0,0,0,0
1336,0.0363509,0,0,0,0,0.0577431,0,0,0,0,0,0,0,0,0.0367933,0.0405007,0,0,0.0283041,0,0,0.0898053,0.0563466,0.0477455,0,0.0112276,0.0572728,0.0426582,0,0,0,0.0304533,0,0.0201756,0.112401,0.0259356,0.0230982,0.0502929,0.156943,0.107384,0,0,0.0352566,0.046778,0.0309547,0,0,0.0275129,0,0,0.0151903,0.0499797,0.0557022,0.00952155,0.0148437,0.0353571,0.0479162,0.0383006,0.0556283,0.0343671,0.0382061,0.0632488,0.0189865,0.0412056,0,0.00949588,0.0602265,0.0573926,0,0,0,0,0.0482079,0.0512308,0,0,0,0,0,0
1337,0.0360739,0,0,0,0,0.0573242,0,0,0,0,0,0,0.0460414,0,0.0323907,0.0376962,0,0,0.0279081,0,0,0.0898845,0.0553762,0.0446643,0,0.0129283,0.054723,0.0425631,0,0,0.0522781,0.0303772,0,0.0244585,0.114439,0.0271321,0.0137943,0.0504644,0.156993,0.107435,0,0,0,0.0450095,0.0316349,0,0,0.0290529,0,0,0.00760891,0.0508441,0.0638779,0.010372,0.0156325,0.0368173,0.0495275,0.0365021,0.0539995,0.0308584,0.0345686,0.0616232,0.0206935,0.0401819,0,0,0.0595312,0.0594729,0,0,0,0,0.0466614,0.0513441,0,0,0,0,0,0
1338,0.0364958,0,0,0,0,0.057461,0,0,0,0,0,0,0,0,0.0362149,0.0414728,0,0,0.0275939,0,0,0.0899961,0.0551229,0.0472689,0,0.011079,0.0570442,0.0424326,0,0,0,0.0302616,0,0.020532,0.108821,0.0261578,0.0237074,0.0503584,0.15703,0.107437,0,0,0,0.0463788,0.0310686,0,0,0.0276832,0,0,0.014993,0.0505272,0.0641706,0.00893007,0.0153421,0.0358595,0.0484515,0.0367509,0.0534351,0.0304678,0.0342533,0.0611294,0.0208766,0.041097,0,0.00987665,0.0607301,0.057955,0,0,0,0,0.0470716,0.0525877,0,0,0,0,0,0
1339,0.0363038,0,0,0,0,0.0574024,0,0,0,0,0,0,0.0463286,0,0.0343447,0.0395873,0,0,0.0273566,0,0,0.0901328,0.0568028,0.0490273,0,0.0108964,0.0569245,0.0427711,0,0,0,0.0314887,0,0.0217782,0.110573,0.0284569,0.0145917,0.0502561,0.157128,0.107449,0,0,0.0352303,0.0465206,0.0312241,0,0,0.0277607,0,0,0.0152461,0.050326,0.0558432,0.00960961,0.014857,0.036028,0.0485254,0.0383984,0.0556807,0.0344756,0.0384307,0.0632963,0.0189362,0.0409798,0,0.00940582,0.0609781,0.0583521,0,0,0,0,0.048294,0.0517957,0,0,0,0,0,0
1340,0.0360085,0,0,0,0,0.0574209,0,0,0,0,0,0,0,0,0.0346185,0.0372214,0,0,0.0271518,0,0,0.0903275,0.0555717,0.0436474,0,0.0125642,0.056127,0.0427657,0,0,0.053679,0.0298551,0,0.0235969,0.115454,0.0244155,0.0207806,0.0500603,0.157279,0.107518,0,0,0.0354386,0.0455838,0.0315117,0,0,0.0282036,0,0,0.0155218,0.0502998,0.0560559,0.0105215,0.0149992,0.0365649,0.0496108,0.0378353,0.0561242,0.0348688,0.0386706,0.0638097,0.0189809,0.0406654,0,0.00942452,0.0601611,0.05895,0,0,0,0,0.048221,0.0511143,0,0,0,0,0,0
1341,0.0358935,0,0,0,0,0.0576656,0,0,0,0,0,0,0,0,0.034888,0.0373956,0,0,0.0269566,0,0,0.0904473,0.055606,0.0440065,0,0.0127489,0.0562635,0.0427101,0,0,0.0537998,0.0297863,0,0.0234284,0.119261,0.0240699,0.0211312,0.0499765,0.157599,0.107748,0,0,0.0355295,0.0456763,0.0313975,0,0,0.0282599,0,0,0.0155768,0.0503628,0.0563265,0.0106242,0.0149862,0.0366237,0.0496605,0.0378223,0.0560368,0.0347828,0.0385622,0.063786,0.0191335,0.0405226,0,0.0094738,0.0592061,0.0588642,0,0,0,0,0.0482024,0.0510346,0,0,0,0,0,0
1342,0.0362997,0,0,0,0,0.0573703,0,0,0,0,0,0,0.0458269,0,0.0322233,0.0364532,0,0,0.0251303,0,0,0.129898,0.0558458,0.0455299,0,0.0127215,0.0564007,0.0448946,0,0,0.0522037,0.0305078,0,0.0245139,0.115808,0.0268364,0.0138928,0.0540073,0.0791827,0,0,0,0.0351997,0.0449861,0.0318502,0,0,0.0287322,0,0,0.0157508,0.051173,0.0561658,0.0123638,0.014902,0.0384239,0.0496452,0.0385835,0.055662,0.0345312,0.0383677,0.0632894,0.0190641,0.0399701,0,0.00949006,0.0579716,0.0586692,0,0,0,0,0.0488083,0.0515014,0,0,0,0,0,0
1343,0.035984,0,0,0,0,0.057107,0,0,0,0,0,0,0,0,0.0291158,0.0332651,0,0,0.0249433,0,0,0.130187,0.0535522,0.0383419,0,0.0142246,0.055593,0.0453353,0,0,0,0.0312746,0,0.0276893,0,0.02588,0.0248154,0.0535484,0.0794526,0,0,0,0.0343487,0.045382,0.0322446,0,0,0.0294417,0,0,0.0160287,0.0499597,0.0552004,0.013192,0.0142935,0.0396398,0.0509231,0.0383034,0.0555159,0.0344842,0.0384807,0.0630249,0.0187332,0.0394915,0,0.00947046,0.0575226,0.060184,0,0,0,0,0.0486281,0.0516681,0,0,0,0,0,0
1344,0.0359521,0,0,0,0,0.0571478,0,0,0,0,0,0,0.0435281,0,0.0292825,0.0340201,0,0,0.0248675,0,0,0.13026,0.0546933,0.0419262,0,0.013417,0.0557354,0.0453866,0,0,0,0.0317299,0.024575,0.027261,0,0.0279965,0.0169079,0.0536677,0.0797354,0,0,0,0.034472,0.0452441,0.0321999,0,0,0.0295482,0,0,0.016018,0.0503653,0.05535,0.0129156,0.0142821,0.0397656,0.0510764,0.0386694,0.0554356,0.0345393,0.0383872,0.0628855,0.018669,0.0393584,0,0.00949411,0.0582932,0.0600678,0,0,0,0,0.0486413,0.051826,0,0,0,0,0,0
1345,0.03593,0,0,0,0,0.0573245,0,0,0,0,0,0,0,0,0.0314349,0.0344345,0,0,0.0247588,0,0,0.130323,0.0539472,0.0404336,0,0.0129902,0.0563116,0.0454194,0,0,0,0.0304395,0.0229731,0.0265313,0,0.025219,0.0241216,0.0537885,0.0801205,0,0,0,0.0344028,0.045491,0.031978,0,0,0.0294294,0,0,0.0159558,0.0502041,0.0555415,0.0126059,0.0142021,0.0395496,0.0507411,0.0384998,0.0553764,0.0345801,0.038336,0.0629897,0.0189773,0.0393578,0,0.00945392,0.0586773,0.0595377,0,0,0,0,0.0488074,0.0519399,0,0,0,0,0,0
1346,0.035501,0,0,0,0,0.0570104,0,0,0,0,0,0,0.0429488,0,0.0284141,0.0319158,0,0,0.0246282,0,0,0.130634,0.0547853,0.0385166,0,0.0158262,0.0548239,0.0452671,0,0,0.0468613,0.0316291,0.0266614,0.0299781,0,0.0276551,0.0160007,0.0535664,0.0803709,0,0,0,0.0347242,0.0438392,0.0328797,0,0,0.0303786,0,0,0.0164771,0.0505755,0.0553392,0.0140161,0.0145104,0.0409522,0.0528846,0.0382774,0.0559588,0.0346741,0.0386706,0.0632298,0.0184825,0.0389192,0,0.00953062,0.057867,0.0611038,0,0,0,0,0.0484884,0.0508987,0,0,0,0,0,0
1347,0.0359242,0,0,0,0,0.0573909,0,0,0,0,0,0,0,0,0.0311493,0.0344423,0,0,0.0246542,0,0,0.130587,0.0540187,0.0403758,0,0.0130768,0.0560827,0.0457492,0,0,0,0.0302936,0.0231342,0.0265695,0,0.0250355,0.0245777,0.053976,0.0804665,0,0,0,0.0343299,0.0451543,0.0316587,0,0,0.0302865,0,0,0.00875491,0.0502222,0.0555267,0.0126117,0.0142849,0.0394583,0.0502438,0.0385638,0.0554859,0.0342454,0.0383771,0.062306,0.0190145,0.0387365,0,0,0.0581538,0.0596214,0,0,0,0,0.0488417,0.051483,0,0,0,0,0,0
1348,0.0357413,0,0,0,0,0.0574778,0,0,0,0,0,0,0.0444366,0,0.0290284,0.0341221,0,0,0.0246355,0,0,0.130835,0.0549391,0.0420423,0,0.0135825,0.0557355,0.0456361,0,0,0,0.031423,0.0246139,0.0272774,0,0.0278397,0.0174957,0.0538456,0.0805286,0,0,0,0.0343044,0.0449866,0.0319023,0,0,0.0306982,0,0,0.0091313,0.0504051,0.0556945,0.0128294,0.0144199,0.0400081,0.0508823,0.0384824,0.0554151,0.034461,0.0382506,0.062596,0.0188341,0.0385496,0,0,0.0576554,0.0600537,0,0,0,0,0.0486059,0.0515306,0,0,0,0,0,0
1349,0.0354046,0,0,0,0,0.0571328,0,0,0,0,0,0,0,0,0.0278795,0.0313618,0,0,0.0245798,0,0,0.131307,0.0538276,0.0349505,0,0.0169626,0.0550129,0.0453155,0,0,0.0466839,0.0308905,0,0.0306748,0,0.0252615,0.0226784,0.0532648,0.0805506,0,0,0,0.0341236,0.0438621,0.0328542,0,0,0.0310363,0,0,0.0165945,0.0501093,0.0559523,0.0141509,0.0146341,0.0414326,0.0535845,0.0377588,0.0556797,0.0347197,0.0383172,0.0631328,0.0187549,0.0386099,0,0.010169,0.0575257,0.0612401,0,0,0,0,0.0481945,0.0511538,0,0,0,0,0,0
