Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,x74,RWRA,RTHII,,x76,x79
776,0.0454403,0,0,0,0,0.0433082,0,0,0,0,0,0,0.0354846,0,0.0310243,0.0364924,0,0,0.0150613,0,0,0.0489382,0.0412361,0.0308601,0.0281255,0.020498,0.0260999,0.0379866,0.0274298,0.0284497,0.0405987,0.0392391,0.0413801,0.0449095,0.0296172,0.0325676,0.0211208,0.0591253,0.0170617,0.0195965,0.0344919,0,0.0188895,0.0508193,0.0413654,0,0,0.0124129,0,0,0.0254121,0.0464774,0.0452184,0.029738,0.0105439,0.0268715,0.0446774,0,0,0.0316758,0.0598727,0.0377965,0.0447612,0.0687494,0.0145398,0.050177,0.0198969,0.0532927,0.0650796,0,0,0,0,0.0233626,0.0540831,0,0,0
777,0.0451815,0,0,0,0,0.0433018,0,0,0,0,0,0,0.0349698,0,0.0308867,0.0375838,0,0,0.0158263,0,0,0.0486539,0.039384,0.03136,0.0274576,0.0195608,0.0270008,0.0388754,0.0254908,0.0285899,0.0412827,0.0389802,0.0412324,0.0449412,0.0294556,0.0324592,0.0218142,0.058475,0.0178145,0.018078,0.0268863,0,0.018466,0.0469182,0.0419568,0,0,0.0126539,0,0,0.0252055,0.0508802,0.0413968,0.0266178,0.0137577,0.02918,0.0451482,0,0.0641894,0.030628,0.0626196,0.0415818,0.0472209,0.0717868,0.0159382,0.0500391,0.0189473,0.0528294,0.0661782,0,0,0,0,0.0232455,0.0493461,0,0,0
778,0.0450783,0,0,0,0,0.0433043,0,0,0,0,0,0,0.034991,0,0.0307932,0.0375601,0,0,0.0156533,0,0,0.0486414,0.0396581,0.0313615,0.0273775,0.0195497,0.0269542,0.0387557,0.0255721,0.0286134,0.0412686,0.0389953,0.0412225,0.0447628,0.0294096,0.0324353,0.0217816,0.0584628,0.0176523,0.018581,0.0267161,0,0.0184156,0.0468716,0.0419566,0,0,0.0125979,0,0,0.0252103,0.0508494,0.0412822,0.0264883,0.0136628,0.0291926,0.0451794,0,0.0641317,0.0307395,0.0625825,0.0415977,0.0472378,0.071837,0.0160223,0.0500989,0.0189872,0.0529108,0.0660765,0,0,0,0,0.0231874,0.0493444,0,0,0
779,0.0454892,0,0,0,0,0.0434807,0,0,0,0,0,0,0.033724,0,0.0305308,0.0405744,0,0,0.0143657,0,0,0.0491179,0.0396019,0.0308781,0,0.0194871,0.0265094,0.0393636,0.0277167,0.0302719,0.0391978,0.0364345,0.040732,0.0438887,0.0291547,0.0318845,0.0226179,0.058209,0.0167119,0.0194454,0.0273391,0,0.0188924,0.0462801,0.0408314,0,0,0.0124854,0,0,0.0254995,0.0508186,0.0416006,0.0247287,0.0134731,0.0258515,0.0442983,0,0.0646063,0.0309675,0.0621976,0.0411922,0.0468157,0.0714323,0.01574,0.0502815,0.0198247,0.0538883,0.0649212,0,0,0,0,0.0235745,0.0497267,0,0,0
780,0.0452558,0,0,0,0,0.0433932,0,0,0,0,0,0,0.0355676,0,0.0310387,0.0364589,0,0,0.0151074,0,0,0.0489509,0.0420545,0.03056,0.0288533,0.0205547,0.0259984,0.0379884,0.0279466,0.028635,0.0402956,0.0391079,0.0414652,0.044821,0.0295895,0.0326323,0.0207982,0.0590284,0.0173734,0.0197462,0.0347616,0,0.018809,0.0501063,0.0412765,0,0,0.012498,0,0,0.0254003,0.0464558,0.045402,0.0290865,0.0108975,0.0270142,0.0446999,0,0,0.0316404,0.059918,0.0378423,0.044758,0.0686729,0.0146217,0.0503546,0.0197739,0.0535669,0.0648462,0,0,0,0,0.0234302,0.0540468,0,0,0
781,0.0452298,0,0,0,0,0.043443,0,0,0,0,0,0,0.0354779,0,0.0311958,0.0365398,0,0,0.0152253,0,0,0.0489399,0.0419537,0.030492,0.0286447,0.0205518,0.0259945,0.0380794,0.0281396,0.028715,0.0401866,0.038976,0.0414433,0.0450392,0.0295846,0.0326502,0.0208516,0.0590134,0.0174518,0.0192514,0.0348273,0,0.0188524,0.0499414,0.0412211,0,0,0.0125949,0,0,0.025355,0.0465379,0.0454072,0.0291596,0.0110028,0.027014,0.0446858,0,0,0.0316684,0.059958,0.037833,0.0447861,0.0687265,0.0147271,0.05028,0.0195502,0.0535997,0.0648094,0,0,0,0,0.0234872,0.054146,0,0,0
782,0.0451208,0,0,0,0,0.0439261,0,0,0,0,0,0,0.0363427,0,0.0315642,0.0377841,0,0,0.0147262,0,0,0.0492939,0.0433961,0.0323317,0.0274038,0.0200068,0.0252622,0.0386085,0.0275086,0.029236,0.042549,0.0401115,0.0400611,0.0437485,0.0284149,0.0325049,0.0204328,0.0581122,0.0167617,0.0186125,0.0243664,0,0.0184914,0,0.0416381,0,0,0.0117495,0,0,0.0250635,0.0469365,0.0437468,0.0321082,0.0119087,0.0266548,0.0460358,0,0.0676579,0.0300744,0.0597513,0.038959,0.0448675,0.0699486,0.0190147,0.0495516,0.018603,0.0545984,0.0649091,0,0,0,0,0.0224325,0.053411,0,0,0
783,0.0452571,0,0,0,0,0.0436872,0,0,0,0,0,0,0.0336389,0,0.0308058,0.0404301,0,0,0.0143178,0,0,0.0496634,0.0397303,0.0310621,0,0.0195669,0.0265291,0.0394445,0.0277577,0.0302487,0.0394832,0.0366081,0.0405904,0.0443494,0.0290911,0.0319928,0.022894,0.0581779,0.0165355,0.0185577,0.026577,0,0.0188131,0.0469677,0.0405439,0,0,0.0124111,0,0,0.0252716,0.0507514,0.0412871,0.0248369,0.0127847,0.0261488,0.0445515,0,0.0645714,0.0308261,0.061912,0.0409142,0.046709,0.0715272,0.0160365,0.0499159,0.0196915,0.0540419,0.0650091,0,0,0,0,0.0234341,0.050303,0,0,0
784,0.0458005,0,0,0,0,0.0437843,0,0,0,0,0,0,0.0345983,0,0.0321767,0.0409254,0,0,0.0148143,0,0,0.0491734,0.0440044,0.0324404,0,0.0197503,0.0247818,0.0389787,0.0286192,0.0304482,0.0420529,0.0390174,0.039793,0.0429228,0.0281453,0.0322373,0.021641,0.0576896,0.0166147,0.0190971,0.0246954,0,0.0187688,0,0.041188,0,0,0.0120841,0,0,0.0246621,0.0458655,0.0462617,0.032751,0.0116053,0.0235832,0.046158,0,0.0711449,0.0322465,0.0560907,0.0354377,0.0419608,0.0670166,0.0182248,0.0494271,0.018967,0.0555655,0.0634373,0,0,0,0,0.0222354,0,0,0,0
785,0.0452283,0,0,0,0,0.0437833,0,0,0,0,0,0,0.0362565,0,0.0319916,0.0380183,0,0,0.0152261,0,0,0.0491072,0.0447881,0.0327291,0.0277042,0.0201238,0.0249045,0.0378742,0.0271671,0.0293601,0.0435795,0.0414287,0.0401166,0.0429977,0.0281968,0.0326695,0.0204516,0.0583342,0.0170208,0.019367,0.0247485,0,0.0186807,0,0.0418899,0,0,0.0116739,0,0,0.024646,0.045339,0.0460052,0.0345431,0.0112629,0.0264876,0.0467614,0,0.0713428,0.0316969,0.0562872,0.0354959,0.0420319,0.067203,0.0180326,0.0494373,0.019006,0.0549163,0.0641446,0,0,0,0,0.0219535,0,0,0,0
786,0.0453584,0,0,0,0,0.0431763,0,0,0,0,0,0,0.0353547,0,0.0320417,0.0365184,0,0,0.0156992,0,0,0.0488645,0.0432699,0.0308295,0.0287547,0.0206386,0.0255148,0.0373708,0.0276808,0.0285351,0.0413787,0.0402495,0.0413022,0.044346,0.0294162,0.0328735,0.0208281,0.0592598,0.0175742,0.0197825,0.0356575,0,0.0185725,0.0548536,0.0414459,0,0,0.0125979,0,0,0.0246927,0.0446702,0.0477136,0.0313667,0.00961598,0.0271237,0.0456365,0,0,0.0330488,0.0565771,0.0344509,0.0422137,0.0661013,0.0169905,0.050158,0.0203781,0.0538131,0.0641653,0,0,0,0,0.0227929,0,0,0,0
787,0.0459076,0,0,0,0,0.0437767,0,0,0,0,0,0,0.0353684,0,0.0316194,0.0404753,0,0,0.0145445,0,0,0.049229,0.0450227,0.030827,0,0.0209542,0.025026,0.0391454,0,0.0304943,0.0406632,0.038502,0.0401967,0.0430174,0.0286618,0.0327799,0.0201876,0.057688,0.0164653,0.0192944,0.0239492,0,0.0185836,0,0.0409883,0,0,0.0120664,0,0,0.024671,0.0447642,0.0464034,0.0331171,0.0114577,0.0222755,0.0460546,0,0.0718799,0.0314394,0.0558133,0.0352575,0.0418166,0.0669739,0.0187804,0.0495313,0.0197129,0.0558329,0.0630017,0,0,0,0,0.0223084,0,0,0,0
788,0.0454972,0,0,0,0,0.0432548,0,0,0,0,0,0,0.0353214,0,0.0320214,0.0364956,0,0,0.0155874,0,0,0.0490323,0.0433138,0.030708,0.0282783,0.0207488,0.0255471,0.0373786,0.0278604,0.0285647,0.041226,0.0392262,0.0412652,0.0443514,0.0294313,0.0329027,0.0208792,0.0592892,0.0175425,0.0197942,0.0356963,0,0.0187288,0.0549124,0.0414344,0,0,0.0124913,0,0,0.0245973,0.0446648,0.0477356,0.0314705,0.00952684,0.0270687,0.0457423,0,0,0.0329783,0.0563063,0.0342047,0.0422012,0.0661866,0.0169925,0.0499511,0.0206989,0.0539283,0.0640968,0,0,0,0,0.0227793,0,0,0,0
789,0.0450423,0,0,0,0,0.0436261,0,0,0,0,0,0,0.0349256,0,0.0311401,0.0378743,0,0,0.0151593,0,0,0.0493053,0.0410828,0.0312546,0.027102,0.0200429,0.0263356,0.0377259,0.0267213,0.0289197,0.0409352,0.0381658,0.0411258,0.0442618,0.0292283,0.0324846,0.0219912,0.0591242,0.0172906,0.0195102,0.0280974,0,0.0189704,0.0507985,0.0415232,0,0,0.0119467,0,0,0.0247239,0.0490846,0.0431652,0.0279953,0.0111323,0.0285429,0.0457486,0,0.0678945,0.0310089,0.0591141,0.0379899,0.0445182,0.0692759,0.0148807,0.0497596,0.0209874,0.0537924,0.0647816,0,0,0,0,0.0228609,0,0,0,0
790,0.0460068,0,0,0,0,0.043251,0,0,0,0,0,0,0.0334716,0,0.032299,0.0395544,0,0,0.0149402,0,0,0.0489868,0.0425229,0.0302043,0,0.0205026,0.0256607,0.0384603,0.0298111,0.0299948,0.0392203,0.0368379,0.041234,0.0441284,0.0294127,0.0324061,0.0222978,0.0587812,0.0170827,0.0197094,0.0365139,0,0.0188282,0.0535087,0.0407206,0,0,0.0128315,0,0,0.0245068,0.0452798,0.0485949,0.029597,0.0102841,0.0241657,0.0451071,0,0,0.0329497,0.0564473,0.034185,0.0421906,0.0656374,0.0177101,0.050066,0.0213558,0.0545969,0.0630665,0,0,0,0,0.0231881,0,0,0,0
791,0.0461625,0,0,0,0,0.0432726,0,0,0,0,0,0,0.0341114,0,0.0317024,0.0393058,0,0,0.0147382,0,0,0.0491228,0.0435538,0.0288951,0,0.0215968,0.0260308,0.0387015,0,0.0302718,0.0378097,0.0368686,0.0418411,0.044824,0.0299014,0.0328853,0.0211576,0.0587213,0.0169658,0.0196583,0.0360093,0,0.018796,0.0539491,0.0404359,0,0,0.0130044,0,0,0.0247188,0.0442823,0.0486788,0.0299511,0.0101772,0.0228091,0.0446592,0,0,0.0325537,0.0564879,0.03396,0.0420965,0.0655892,0.017363,0.0503007,0.0212757,0.0548197,0.0625971,0,0,0,0,0.0234282,0,0,0,0
792,0.0449541,0,0,0,0,0.0436631,0,0,0,0,0,0,0.0343631,0,0.0313413,0.038107,0,0,0.0149755,0,0,0.0493798,0.0408176,0.0312421,0.0258359,0.0196972,0.0263178,0.0377806,0.0269598,0.0289926,0.0406603,0.0379316,0.0411415,0.0447551,0.0292512,0.0324131,0.0226909,0.0590782,0.0172097,0.0195834,0.0284367,0,0.0189669,0.0505735,0.0415314,0,0,0.0120123,0,0,0.0248712,0.0492037,0.0432026,0.0278382,0.0113122,0.0285148,0.0456377,0,0.0679236,0.0307206,0.0592517,0.0378287,0.0444756,0.0690763,0.0147198,0.0499815,0.0201414,0.0538542,0.0645958,0,0,0,0,0.0229018,0,0,0,0
793,0.0448302,0,0,0,0,0.0436983,0,0,0,0,0,0,0.0343618,0,0.0315978,0.0379942,0,0,0.0149332,0,0,0.0493898,0.040862,0.0311145,0.025316,0.0196802,0.0262246,0.0377205,0.0270443,0.0289815,0.0406098,0.03799,0.0410059,0.0447847,0.0293211,0.0324957,0.0226554,0.059122,0.0171518,0.0197475,0.0281657,0,0.0189234,0.0507098,0.0415615,0,0,0.0120724,0,0,0.0247383,0.0492078,0.0430543,0.0277894,0.0111709,0.0285819,0.0456646,0,0.0678141,0.0306908,0.0591803,0.0379663,0.0445655,0.0693199,0.0148824,0.0499507,0.019927,0.053898,0.064505,0,0,0,0,0.0229727,0,0,0,0
794,0.0447323,0,0,0,0,0.0436256,0,0,0,0,0,0,0.0341373,0,0.0317544,0.0377166,0,0,0.0143373,0,0,0.0495294,0.0399318,0.0309168,0.0243761,0.0194349,0.0269967,0.0385591,0.0261079,0.0287799,0.0407232,0.0380596,0.0411824,0.0450647,0.029566,0.0326288,0.0227233,0.0582608,0.0166096,0.0196377,0.0259064,0,0.0178633,0.047618,0.0418482,0,0,0.0121719,0,0,0.0247195,0.0511506,0.0409791,0.0257328,0.0129253,0.0296842,0.0459143,0,0.0640985,0.0298334,0.0616423,0.0408905,0.0469644,0.0714361,0.016209,0.0497608,0.0190583,0.0534743,0.0656007,0,0,0,0,0.0226376,0.0501583,0,0,0
795,0.045485,0,0,0,0,0.0438912,0,0,0,0,0,0,0.0365251,0,0.0328684,0.036372,0,0,0.0147887,0,0,0.0493864,0.048119,0.0308441,0.0252506,0.0218761,0.0236623,0.037834,0,0.0295541,0.0418573,0.0409769,0.0405703,0.0436835,0.0289106,0.0334206,0.0193866,0.0584851,0.0170614,0.0197738,0.0322782,0,0.0189314,0,0.0415205,0,0,0.0120378,0,0,0.0246136,0.0398725,0.0514811,0.0398929,0.0120707,0.0231284,0.0467238,0,0,0.0340525,0.0523151,0.0304103,0.0389908,0.0630846,0.0168411,0.0496474,0.0185726,0.0561228,0.0620618,0,0,0,0,0.0220864,0,0,0,0
796,0.0444893,0,0,0,0,0.0437462,0,0,0,0,0,0,0.0344972,0,0.031743,0.0381762,0,0,0.0148686,0,0,0.0497109,0.041024,0.0310246,0.0247813,0.0197099,0.0258388,0.0379648,0.027136,0.0291166,0.0406049,0.038066,0.0409179,0.044663,0.0293145,0.0325522,0.0224316,0.0589649,0.0173749,0.0192856,0.0275195,0,0.0187216,0.0512299,0.0415288,0,0,0.0120642,0,0,0.0251811,0.0494782,0.0429816,0.0274674,0.0107813,0.0285716,0.0457859,0,0.0679731,0.0310967,0.0588216,0.0376365,0.0443557,0.0688441,0.0149728,0.0500317,0.0191684,0.0540928,0.0645037,0,0,0,0,0.0228171,0,0,0,0
797,0.0444141,0,0,0,0,0.0437053,0,0,0,0,0,0,0.0341225,0,0.0318165,0.0379955,0,0,0.0147728,0,0,0.0497538,0.040768,0.0310358,0.0247546,0.0197016,0.0257759,0.0377897,0.0271533,0.0291139,0.0404104,0.0378538,0.0410838,0.0448134,0.0294046,0.0324925,0.0229496,0.0591087,0.0172842,0.0196816,0.0281778,0,0.0189625,0.0504092,0.0414438,0,0,0.0122802,0,0,0.0252229,0.0495538,0.0430359,0.0274638,0.0112839,0.0286265,0.0455452,0,0.067856,0.030922,0.059201,0.0379625,0.0445337,0.0689944,0.0149157,0.0502268,0.0192401,0.0540152,0.0644233,0,0,0,0,0.0230581,0,0,0,0
798,0.0444151,0,0,0,0,0.0435897,0,0,0,0,0,0,0.0336724,0,0.0319441,0.0376054,0,0,0.0142415,0,0,0.0498057,0.0396235,0.0308616,0.0241955,0.0194407,0.0266049,0.0385573,0.0262178,0.0288679,0.0404172,0.0377619,0.0415395,0.0452474,0.0297068,0.0325747,0.0233857,0.0583939,0.0167545,0.0195758,0.026501,0,0.0180059,0.0467993,0.0416196,0,0,0.0124134,0,0,0.0250757,0.0514716,0.0411324,0.0253921,0.0135771,0.0297252,0.0456686,0,0.0640945,0.0298579,0.0618504,0.041059,0.0470224,0.0712009,0.0160288,0.0500639,0.0191894,0.0534907,0.0655308,0,0,0,0,0.0228262,0.04988,0,0,0
799,0.0449023,0,0,0,0,0.0433327,0,0,0,0,0,0,0.0342311,0,0.0327157,0.0365449,0,0,0.0150927,0,0,0.0494136,0.0426592,0.030159,0.0246798,0.0204615,0.0250872,0.0375004,0.0285872,0.0287915,0.0400928,0.0385256,0.0416602,0.0451305,0.0298368,0.0329449,0.022071,0.0593896,0.0174604,0.0200484,0.03688,0,0.0188298,0.0537005,0.0412633,0,0,0.0128616,0,0,0.0249935,0.0453183,0.048704,0.0305465,0.0104662,0.0271337,0.0454119,0,0,0.032507,0.0562571,0.0342281,0.0422374,0.0656592,0.0179479,0.050405,0.0196345,0.0541667,0.0635277,0,0,0,0,0.0231138,0,0,0,0
800,0.0445081,0,0,0,0,0.0437239,0,0,0,0,0,0,0.0341231,0,0.0322234,0.0364571,0,0,0.0141897,0,0,0.0499246,0.0416145,0.0302616,0.0249583,0.0204036,0.025741,0.0382728,0.0283286,0.0287227,0.0395683,0.0380326,0.0416418,0.0453224,0.0299272,0.032747,0.0226997,0.059011,0.0169039,0.0194799,0.0344049,0,0.0184405,0.0501468,0.0410448,0,0,0.0124251,0,0,0.0251889,0.046923,0.0454341,0.0283947,0.0107528,0.0275285,0.0452301,0,0,0.0309395,0.058999,0.0373069,0.0445838,0.0681756,0.0146907,0.0501246,0.0195928,0.0541372,0.0645065,0,0,0,0,0.023256,0.0545228,0,0,0
801,0.045013,0,0,0,0,0.0432876,0,0,0,0,0,0,0.0348369,0,0.0322929,0.0357902,0,0,0.015121,0,0,0.0492616,0.0435458,0.0288598,0.0256877,0.0214921,0.0250711,0.0378673,0,0.0287459,0.0388418,0.0387426,0.0421111,0.0455337,0.030461,0.0335723,0.0209665,0.0593442,0.0175096,0.0197284,0.0363117,0,0.0186692,0.053996,0.0411244,0,0,0.0131045,0,0,0.0251911,0.0444984,0.0488519,0.0306586,0.0105158,0.0261101,0.0450196,0,0,0.0322706,0.0561971,0.0340978,0.0422154,0.0657477,0.0175262,0.0505913,0.0198585,0.0542874,0.0634124,0,0,0,0,0.023332,0,0,0,0
802,0.0442669,0,0,0,0,0.0436484,0,0,0,0,0,0,0.0335621,0,0.0321067,0.0375277,0,0,0.0142755,0,0,0.0496862,0.0396288,0.0308025,0.0241929,0.0194027,0.0264865,0.0387404,0.0263087,0.0288905,0.0402761,0.0377656,0.0414358,0.0451586,0.029781,0.0326621,0.0234675,0.0584847,0.0168209,0.0192347,0.0266179,0,0.0179992,0.0466851,0.0416563,0,0,0.0123554,0,0,0.0251658,0.0517388,0.0412568,0.0253147,0.0136882,0.029786,0.0455718,0,0.0641922,0.0299481,0.061708,0.0408485,0.0469532,0.0711556,0.0160566,0.0500991,0.0193135,0.053574,0.0656871,0,0,0,0,0.0228695,0.0496324,0,0,0
803,0.0441728,0,0,0,0,0.0436685,0,0,0,0,0,0,0.0335093,0,0.0320813,0.0375173,0,0,0.014178,0,0,0.0497586,0.0395899,0.0308816,0.0241622,0.0193245,0.0264622,0.0386671,0.0262432,0.0289254,0.0403166,0.0377245,0.0414472,0.0451116,0.0297415,0.0326079,0.0235955,0.0584969,0.0166806,0.0195232,0.0265618,0,0.0179478,0.0465718,0.0416338,0,0,0.0124007,0,0,0.0251815,0.0518818,0.0411332,0.0257806,0.0137553,0.0298864,0.0455348,0,0.0640774,0.0299176,0.0617941,0.0409338,0.0469576,0.0712622,0.016141,0.0501337,0.0192862,0.0535742,0.0657142,0,0,0,0,0.0228715,0.0494845,0,0,0
804,0.0441482,0,0,0,0,0.0436603,0,0,0,0,0,0,0.033536,0,0.0320367,0.0374907,0,0,0.0141969,0,0,0.049809,0.0395607,0.0307859,0.0241855,0.0193194,0.0264175,0.0386954,0.0263029,0.0288984,0.0402257,0.0376838,0.0413681,0.045146,0.0297522,0.0326231,0.0235544,0.0584779,0.0166812,0.0195092,0.0267199,0,0.0179258,0.0465342,0.0416195,0,0,0.0124422,0,0,0.0252069,0.0519317,0.0412557,0.0256102,0.0138221,0.0299207,0.045493,0,0.0641532,0.0299914,0.0617409,0.0408829,0.0469109,0.0711359,0.0160607,0.0501377,0.0192605,0.053596,0.06576,0,0,0,0,0.0229353,0.0494893,0,0,0
805,0.0444001,0,0,0,0,0.0437867,0,0,0,0,0,0,0.0342753,0,0.0322363,0.0364049,0,0,0.0142081,0,0,0.0499182,0.0417637,0.030149,0.0247142,0.0203233,0.0252918,0.038363,0.0283632,0.0287719,0.0396033,0.038115,0.0415742,0.0452083,0.0298687,0.0327753,0.0224809,0.0589077,0.0168384,0.01936,0.0339155,0,0.0182358,0.0508004,0.0410719,0,0,0.0123347,0,0,0.0252037,0.0471166,0.0453522,0.0271477,0.0104631,0.0275912,0.0453279,0,0,0.0310809,0.0587701,0.0369697,0.0443174,0.0679382,0.0142857,0.0501122,0.0194497,0.0543399,0.0645317,0,0,0,0,0.0231764,0.0545398,0,0,0
806,0.0451247,0,0,0,0,0.0438835,0,0,0,0,0,0,0.0357239,0,0.0327729,0.0357717,0,0,0.0142063,0,0,0.0495909,0.0463365,0.0302895,0.0245047,0.0214947,0.0233605,0.0388951,0,0.0291153,0.0408606,0.0401787,0.0412904,0.0443093,0.0294528,0.0334491,0.0203594,0.0580308,0.0165842,0.0192012,0.0298038,0,0.0175499,0,0.0413124,0,0,0.0121403,0,0,0.0248963,0.0421368,0.0482395,0.032473,0.0108581,0.0242025,0.046316,0,0,0.0309698,0.0560512,0.0345317,0.0421486,0.0661361,0.0155715,0.0497194,0.0191131,0.0557934,0.0632841,0,0,0,0,0.0222309,0.0589111,0,0,0
807,0.0443362,0,0,0,0,0.0436502,0,0,0,0,0,0,0.0337598,0,0.0320498,0.0374706,0,0,0.0143066,0,0,0.0496787,0.0397666,0.0307302,0.0239149,0.0193837,0.0260308,0.0388676,0.0264022,0.0288969,0.0402581,0.0377958,0.0415736,0.0451088,0.0297238,0.0326832,0.0231554,0.0583742,0.0167477,0.0192651,0.0261942,0,0.0177635,0.0474513,0.0417363,0,0,0.0123593,0,0,0.0252739,0.0519931,0.0413215,0.0240099,0.0134425,0.0297943,0.0457282,0,0.0643665,0.0301521,0.0613944,0.0407318,0.0467552,0.0710971,0.016382,0.0500554,0.0197238,0.0537387,0.0657065,0,0,0,0,0.0227777,0.0499131,0,0,0
808,0.0442186,0,0,0,0,0.0438038,0,0,0,0,0,0,0.0344223,0,0.0311839,0.0367977,0,0,0.0140588,0,0,0.0500196,0.0405988,0.0295005,0.0256498,0.0206002,0.0260756,0.0391266,0,0.0289784,0.0385206,0.0375029,0.0421039,0.0455759,0.030249,0.0330604,0.0223328,0.0585849,0.01668,0.0190659,0.0264784,0,0.0181793,0.0474417,0.0410971,0,0,0.0124432,0,0,0.0255739,0.0509723,0.0414252,0.0255829,0.0130756,0.0282998,0.0450891,0,0.0651295,0.0295565,0.0613458,0.0405496,0.0465715,0.071217,0.016536,0.0502904,0.0199293,0.0539603,0.0651494,0,0,0,0,0.0233091,0.050131,0,0,0
809,0.0441157,0,0,0,0,0.04361,0,0,0,0,0,0,0.0334887,0,0.0321352,0.0373569,0,0,0.0143004,0,0,0.0496619,0.0396315,0.0306843,0.0240454,0.0194201,0.0262506,0.0388947,0.0264296,0.0288395,0.0400764,0.0376264,0.0413709,0.0451847,0.0297711,0.0326194,0.0235259,0.0583941,0.0167299,0.0193041,0.0265914,0,0.0178158,0.0467649,0.0414351,0,0,0.0125871,0,0,0.025299,0.0523498,0.0412232,0.0252299,0.013739,0.0299498,0.0455778,0,0.0642073,0.0301023,0.0615889,0.0409753,0.0467783,0.0711634,0.0161742,0.050259,0.0195141,0.0535657,0.0656477,0,0,0,0,0.0229335,0.0496215,0,0,0
810,0.0441889,0,0,0,0,0.0434832,0,0,0,0,0,0,0.033537,0,0.0323456,0.0374124,0,0,0.014272,0,0,0.0495962,0.0394388,0.030674,0.023926,0.0193136,0.0261477,0.038809,0.0262659,0.0288449,0.0400648,0.0375695,0.0412878,0.0451998,0.0297665,0.0326161,0.023349,0.0582319,0.0167292,0.019437,0.0265776,0,0.0176604,0.0466118,0.0412808,0,0,0.0127075,0,0,0.025295,0.0526073,0.0413351,0.024919,0.0140213,0.0301338,0.0457031,0,0.0641027,0.0302695,0.0617407,0.0411192,0.0468335,0.0709995,0.0162401,0.0502871,0.0194064,0.0534919,0.0657854,0,0,0,0,0.0228898,0.0495315,0,0,0
811,0.0442391,0,0,0,0,0.0436203,0,0,0,0,0,0,0.0338906,0,0.0327518,0.0362994,0,0,0.0144041,0,0,0.0498046,0.0412302,0.0305987,0.0239153,0.0200309,0.0253974,0.0383825,0.0276263,0.0285584,0.0397792,0.0380484,0.0414431,0.0453115,0.0298364,0.0326505,0.0230105,0.0586665,0.0169344,0.0194606,0.034082,0,0.0178359,0.0499326,0.0407079,0,0,0.0127747,0,0,0.0252676,0.0482243,0.0455393,0.0277995,0.0110723,0.0285288,0.0454905,0,0,0.0311915,0.0590647,0.0373372,0.0445036,0.0679625,0.0147264,0.0503638,0.0197948,0.0540347,0.0648546,0,0,0,0,0.0231567,0.0540968,0,0,0
812,0.0440577,0,0,0,0,0.043591,0,0,0,0,0,0,0.0335632,0,0.032277,0.0374713,0,0,0.0142961,0,0,0.0498119,0.0393451,0.0310316,0.0237029,0.0192556,0.026138,0.0387024,0.0261099,0.0288314,0.0401583,0.0375921,0.0412012,0.045253,0.0296235,0.0324331,0.0235772,0.0582745,0.0167727,0.0194718,0.0265962,0,0.0176476,0.0466659,0.0410315,0,0,0.0126847,0,0,0.0253283,0.0527024,0.0412566,0.0253397,0.01393,0.0302783,0.045723,0,0.0640664,0.0299586,0.061658,0.0408175,0.046701,0.0709567,0.01618,0.0502741,0.0195202,0.0536243,0.0657333,0,0,0,0,0.0229736,0.0495751,0,0,0
813,0.0440888,0,0,0,0,0.0435387,0,0,0,0,0,0,0.0342005,0,0.0318209,0.0368328,0,0,0.0143186,0,0,0.0497635,0.0399299,0.0298051,0.0245576,0.0201384,0.0259975,0.0388268,0,0.0287997,0.0389055,0.0375378,0.0417863,0.0457003,0.030108,0.032835,0.0223477,0.0581694,0.0167587,0.0195625,0.0259802,0,0.0174462,0.0468946,0.040935,0,0,0.0129486,0,0,0.0255141,0.0519176,0.0413452,0.0255231,0.0139585,0.0293163,0.0453964,0,0.0643989,0.0296762,0.0617048,0.0408799,0.0466578,0.0710839,0.016796,0.0505061,0.0195588,0.0537243,0.0653368,0,0,0,0,0.0230803,0.0497096,0,0,0
814,0.0437679,0,0,0,0,0.0437532,0,0,0,0,0,0,0.0333021,0,0.0321427,0.03738,0,0,0.0143187,0,0,0.0498538,0.0394809,0.0312125,0.023557,0.0192742,0.0261675,0.038636,0.0260961,0.0287523,0.0402499,0.0376544,0.0413993,0.0451481,0.0295829,0.0323526,0.024029,0.0583552,0.0167715,0.0194504,0.0267646,0,0.0178819,0.0467584,0.0410035,0,0,0.0124995,0,0,0.0252841,0.052529,0.0412602,0.0255084,0.0139601,0.0302731,0.0456548,0,0.0641282,0.0299946,0.0616356,0.0406806,0.0464647,0.0709868,0.0159785,0.0502289,0.019615,0.0537257,0.0656331,0,0,0,0,0.0229083,0.0495837,0,0,0
