Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,RWRA,RASI,LTHI,RTHI,RTHII,x75,x80
31,0.0477149,0,0,0,0,0.0487571,0,0,0,0,0,0,0.0359302,0,0.032053,0.0358845,0,0,0.0153346,0,0,0.0486009,0.0478775,0.0317592,0.0249252,0.0211144,0.0168504,0.0386241,0.0374074,0.0425827,0.038151,0.039346,0.0415227,0.0266675,0.0330641,0.0226728,0.0581824,0.0186323,0.0204862,0.0239448,0,0.024832,0.0446134,0,0,0.00589859,0,0,0.0227336,0.0444588,0.0445915,0,0.0201803,0.0259713,0.0547402,0.0763808,0.0425288,0.0539222,0.0358461,0.0420914,0.0645006,0.0195854,0.045001,0.0226282,0.0626882,0.0587777,0,0,0,0,0,0,0,0,0,0,0
32,0.0482638,0,0,0,0,0.0486705,0,0,0,0,0,0,0.0358204,0,0.0320948,0.0361865,0,0,0.0152216,0,0,0.04861,0.0476693,0.0318814,0.0247545,0.0210035,0.0161123,0.0388297,0.0372088,0.0426584,0.0381148,0.0394835,0.0415799,0.0267518,0.0330901,0.0228381,0.0581571,0.0185335,0.0206156,0.0239605,0,0.0248599,0.044408,0,0,0.00375506,0,0,0.020687,0.0447436,0.0445556,0,0.0202981,0.0262755,0.0545635,0.0763376,0.0426007,0.0539404,0.0359041,0.0421133,0.0644678,0.0196139,0.0448396,0.0228972,0.0627205,0.0591696,0,0,0,0,0.0153483,0,0,0,0,0,0
33,0.0486541,0,0,0,0,0.0480351,0,0,0,0,0,0,0.0382321,0,0.0316505,0.0343566,0,0,0.0140478,0,0,0.0490036,0,0.0289282,0.0278114,0.0230538,0.0226665,0.0415105,0.0364711,0.0421098,0.0405399,0.0408548,0.0426146,0.0275843,0.0344803,0.0188415,0.0575217,0.0176753,0.0203286,0.024317,0,0.0243768,0.0426377,0,0,0.00552799,0,0,0.0212064,0.0428333,0.0434542,0.040711,0.0202787,0.0215099,0.051475,0.0739988,0.0404188,0.0537634,0.0355826,0.0421099,0.0645462,0.0185769,0.0457992,0.0220006,0.060945,0.060838,0,0,0,0,0.0242222,0,0,0,0,0,0
34,0.0485902,0,0,0,0,0.0480396,0,0,0,0,0,0,0.0380881,0,0.0317485,0.0342412,0,0,0.0141792,0,0,0.0490998,0,0.028995,0.0280022,0.0230441,0.022806,0.0415166,0.0365141,0.0420996,0.0404636,0.0408166,0.04262,0.0275107,0.0344291,0.0190678,0.0575835,0.0175307,0.0201018,0.0240795,0,0.0243462,0.0426223,0,0,0.00552644,0,0,0.0215925,0.0428297,0.0434919,0.0405334,0.0203812,0.0214531,0.0513934,0.0739775,0.0404578,0.0536217,0.0354663,0.0420245,0.0644874,0.0186885,0.0459427,0.0207943,0.0608888,0.0607651,0,0,0,0,0.0223369,0,0,0,0,0,0
35,0.0485377,0,0,0,0,0.0480479,0,0,0,0,0,0,0.0379987,0,0.0318689,0.0342428,0,0,0.0142865,0,0,0.0492079,0,0.0289767,0.0280558,0.023059,0.0228203,0.0415032,0.0365289,0.0421327,0.0404574,0.0406852,0.0425803,0.0275743,0.0344599,0.0191351,0.0576202,0.0173389,0.0199112,0.0240142,0,0.0243162,0.0426783,0,0,0.00571552,0,0,0.0216261,0.0427974,0.0436265,0.0404847,0.0203719,0.0214573,0.0514363,0.0740073,0.0404652,0.0536238,0.035431,0.0420092,0.0644365,0.0188105,0.0459132,0.0200794,0.0609851,0.0607352,0,0,0,0,0.0211707,0,0,0,0,0,0
36,0.0485408,0,0,0,0,0.0480629,0,0,0,0,0,0,0.037943,0,0.031878,0.0342909,0,0,0.0143257,0,0,0.0491922,0,0.0289118,0.0280239,0.0230696,0.0227844,0.0414957,0.0364978,0.0420953,0.0404818,0.0405322,0.0425606,0.0275628,0.0344901,0.0191643,0.0576082,0.0172989,0.0199544,0.0240387,0,0.0242788,0.0427212,0,0,0.00608287,0,0,0.0215497,0.0427948,0.0438759,0.0404554,0.0203492,0.0214246,0.0514977,0.0740659,0.0404641,0.0536151,0.0354467,0.0420789,0.0644502,0.0188571,0.0458704,0.019531,0.0610044,0.0607473,0,0,0,0,0.0213379,0,0,0,0,0,0
37,0.0482669,0,0,0,0,0.0481189,0,0,0,0,0,0,0.0361041,0,0.031402,0.0377491,0,0,0.014685,0,0,0.0490019,0.049041,0.0304358,0.0280124,0.0205475,0.0209956,0.040392,0.0368006,0.0416267,0.0373079,0.0398755,0.0421732,0.0270695,0.0334732,0.021813,0.0579286,0.0176655,0.0202756,0.0248849,0,0.0247699,0.0433884,0,0,0.0060466,0,0,0.0213103,0.0473169,0.0430868,0.0385991,0.021925,0.0237368,0.0525753,0.0716322,0.0421948,0.0543659,0.0363072,0.0426366,0.0648176,0.0175766,0.0456877,0.0186895,0.0609186,0.0609191,0,0,0,0,0.0211329,0,0,0,0,0,0
38,0.0483767,0,0,0,0,0.0481034,0,0,0,0,0,0,0.0379291,0,0.0317337,0.0347157,0,0,0.0142331,0,0,0.0491508,0,0.0291325,0.0276052,0.0229667,0.0228095,0.0414186,0.0365638,0.0420288,0.0403735,0.0407098,0.0424646,0.0275491,0.0343093,0.0192718,0.0575318,0.0173727,0.0203243,0.0240516,0,0.0242759,0.0428256,0,0,0.00677477,0,0,0.0215953,0.0428312,0.0439124,0.0403834,0.0203667,0.0212392,0.051687,0.0740337,0.0404854,0.0536312,0.0354426,0.0420353,0.0643166,0.0187427,0.0459285,0.0186019,0.0610509,0.0607609,0,0,0,0,0.0215803,0,0,0,0,0,0
39,0.0483536,0,0,0,0,0.0480574,0,0,0,0,0,0,0.0380453,0,0.0317088,0.0346096,0,0,0.0142977,0,0,0.0491282,0,0.028979,0.0275788,0.0231423,0.0228114,0.0412758,0.0365701,0.0419792,0.040433,0.0406417,0.0424765,0.0275343,0.0343509,0.0190688,0.0575561,0.0174799,0.0203232,0.0239673,0,0.0242654,0.0428736,0,0,0.00695772,0,0,0.0216018,0.0427585,0.0439258,0.040405,0.0203951,0.0212384,0.0516507,0.0740709,0.0404994,0.0535929,0.0353777,0.0420107,0.0643141,0.0188099,0.0459474,0.0184411,0.0610048,0.0607639,0,0,0,0,0.0214941,0,0,0,0,0,0
40,0.0481711,0,0,0,0,0.0480004,0,0,0,0,0,0,0.0361462,0,0.0313161,0.0377853,0,0,0.0146733,0,0,0.0489379,0.0492266,0.0304071,0.0279905,0.0208323,0.0210032,0.0400776,0.0368578,0.0415568,0.0372794,0.0395984,0.0421032,0.0269467,0.0334215,0.0217062,0.0579536,0.0179136,0.020296,0.024783,0,0.0247465,0.0435166,0,0,0.00673264,0,0,0.0213346,0.0472719,0.0430243,0.0385623,0.0220121,0.0236637,0.0525274,0.0716162,0.0422569,0.0543457,0.0362116,0.0425531,0.0647533,0.0175379,0.0457263,0.0179479,0.0609432,0.0608974,0,0,0,0,0.0209621,0,0,0,0,0,0
41,0.0481632,0,0,0,0,0.0478991,0,0,0,0,0,0,0.036041,0,0.0313009,0.037777,0,0,0.0146187,0,0,0.0489273,0.049186,0.0304984,0.028122,0.0207029,0.0210738,0.0399842,0.0368678,0.0415858,0.0372298,0.0396073,0.0420533,0.0269262,0.0333551,0.0218616,0.0579449,0.0179442,0.0202137,0.0248603,0,0.0247237,0.043535,0,0,0.00735951,0,0,0.021139,0.047261,0.0429471,0.0385279,0.0219786,0.0236301,0.0524041,0.0715902,0.0422287,0.0543654,0.0362388,0.0425629,0.0647803,0.0174601,0.0459501,0.017957,0.0607637,0.0608838,0,0,0,0,0.0207651,0,0,0,0,0,0
42,0.0481035,0,0,0,0,0.0478539,0,0,0,0,0,0,0.0360132,0,0.031281,0.0377829,0,0,0.0146357,0,0,0.0488497,0.0492372,0.0304576,0.0281307,0.0206365,0.0210734,0.0399323,0.036907,0.0415925,0.0372063,0.0395642,0.0420366,0.0268821,0.0333346,0.0218264,0.0579276,0.0180701,0.0202363,0.0248814,0,0.0246991,0.0436004,0,0,0.00746173,0,0,0.0211623,0.0472531,0.0429351,0.0384708,0.0219256,0.0235645,0.0524225,0.0716331,0.0421745,0.0543627,0.0362556,0.042609,0.0647895,0.0174486,0.0461431,0.0179386,0.0606215,0.0609033,0,0,0,0,0.020713,0,0,0,0,0,0
43,0.0480168,0,0,0,0,0.0478034,0,0,0,0,0,0,0.036061,0,0.0313314,0.0378502,0,0,0.0146612,0,0,0.0488105,0.0492884,0.0304944,0.0282871,0.02064,0.0210598,0.0398225,0.0369025,0.0416082,0.0372943,0.0397098,0.042001,0.026877,0.0333237,0.0217702,0.0578831,0.0181912,0.0202477,0.0248893,0,0.0246742,0.0436821,0,0,0.00693255,0,0,0.0212773,0.0472417,0.0429333,0.0384193,0.0217964,0.0235336,0.0524122,0.0716553,0.0421537,0.0543676,0.036269,0.0426288,0.0647653,0.0174495,0.0460909,0.0179127,0.0605547,0.0609114,0,0,0,0,0.0208469,0,0,0,0,0,0
44,0.0481377,0,0,0,0,0.048272,0,0,0,0,0,0,0.0361585,0,0.0317319,0.0365753,0,0,0.0155147,0,0,0.0484639,0.0510254,0.0309674,0.0256584,0.0211271,0.0152768,0.037982,0.0376318,0.0418973,0.0377132,0.0392617,0.0414236,0.0264796,0.033077,0.021796,0.0582921,0.0187968,0.0206202,0.0238434,0,0.0247249,0.0447778,0,0,0.00579089,0,0,0.0206687,0.0451437,0.0446281,0,0.0200935,0.0261941,0.0548429,0.0765701,0.0428574,0.0539444,0.035871,0.0421152,0.0643807,0.0196548,0.0454723,0.0165657,0.062506,0.0590133,0,0,0,0,0.0196838,0,0,0,0,0,0
45,0.048221,0,0,0,0,0.0480401,0,0,0,0,0,0,0.0362004,0,0.0316575,0.0365603,0,0,0.0156532,0,0,0.0483577,0.0510804,0.0307709,0.0256322,0.0211797,0.0152669,0.0378722,0.0375933,0.0418305,0.0377219,0.0391257,0.0414528,0.0265357,0.033114,0.0216404,0.0583226,0.0187569,0.0205713,0.0237277,0,0.0246575,0.0447846,0,0,0.00628421,0,0,0.0204053,0.0451214,0.044626,0,0.0200527,0.0261732,0.054612,0.0765916,0.0428578,0.0539737,0.0358999,0.0421216,0.0644199,0.0197465,0.0456809,0.0166041,0.0623299,0.0590149,0,0,0,0,0.0195486,0,0,0,0,0,0
46,0.0480388,0,0,0,0,0.047354,0,0,0,0,0,0,0.0364041,0,0.0311076,0.0379313,0,0,0.0148256,0,0,0.0487273,0.0494572,0.0301443,0.0282649,0.0207814,0.0208327,0.039463,0.0368722,0.0414685,0.0373751,0.0396226,0.0419373,0.0268807,0.0333329,0.0211438,0.0578963,0.0180127,0.0201584,0.0250277,0,0.0246199,0.0437128,0,0,0.00706577,0,0,0.021019,0.0471081,0.0429142,0.0387894,0.0214968,0.023505,0.0520646,0.0718253,0.0421316,0.0545089,0.0363607,0.0426535,0.0648559,0.0174144,0.046234,0.0174986,0.0603731,0.0609133,0,0,0,0,0.0209199,0,0,0,0,0,0
47,0.0481543,0,0,0,0,0.0472284,0,0,0,0,0,0,0.0379979,0,0.031601,0.0347411,0,0,0.0144445,0,0,0.0488284,0,0.0290931,0.0281042,0.0231623,0.0227949,0.0405385,0.0364687,0.0420518,0.0405092,0.0404769,0.0421666,0.027369,0.0341149,0.0190499,0.0573223,0.0177092,0.0200351,0.0240131,0,0.0241599,0.0430456,0,0,0.00757123,0,0,0.0214369,0.042611,0.0438705,0.0404426,0.0200334,0.0209797,0.050869,0.0742536,0.0404216,0.0535852,0.035357,0.0419585,0.0644085,0.0187752,0.0464832,0.0178658,0.0604158,0.0608317,0,0,0,0,0.0214211,0,0,0,0,0,0
48,0.0481288,0,0,0,0,0.0476573,0,0,0,0,0,0,0.0360714,0,0.0316588,0.0367257,0,0,0.0159252,0,0,0.048397,0.0509513,0.0308692,0.0257459,0.0211122,0.0151831,0.0377774,0.0373696,0.0418566,0.0377104,0.0392146,0.0411638,0.0265414,0.0329983,0.0217729,0.0580914,0.0185228,0.0204478,0.0234837,0,0.0246741,0.0447614,0,0,0.00632109,0,0,0.0208529,0.0451269,0.0446792,0,0.0201193,0.0259287,0.054164,0.0766521,0.0429171,0.0538061,0.0357623,0.0420237,0.0644192,0.0198582,0.0456848,0.0163452,0.0623621,0.0591482,0,0,0,0,0.0197462,0,0,0,0,0,0
49,0.0480989,0,0,0,0,0.0470342,0,0,0,0,0,0,0.038226,0,0.0314856,0.0346642,0,0,0.0146631,0,0,0.0489095,0,0.028645,0.0279281,0.023208,0.0225892,0.0402973,0.0361938,0.0420099,0.0407383,0.0401614,0.0421338,0.0274582,0.0343005,0.0185698,0.0573877,0.0174881,0.020154,0.0239424,0,0.0241115,0.0430852,0,0,0.00784669,0,0,0.0214711,0.0425596,0.043741,0.0407066,0.0198562,0.0209607,0.0507532,0.0744296,0.0404435,0.0535505,0.035466,0.0420263,0.0643532,0.0188468,0.0465331,0.0178549,0.060442,0.0608909,0,0,0,0,0.0215223,0,0,0,0,0,0
50,0.0479952,0,0,0,0,0.0470183,0,0,0,0,0,0,0.0381207,0,0.0315811,0.0347384,0,0,0.0147401,0,0,0.0487536,0,0.0286903,0.0281018,0.0232684,0.0226452,0.040281,0.036101,0.0420295,0.0407427,0.0401464,0.0422155,0.027504,0.0342314,0.0187858,0.0574232,0.0175924,0.0203359,0.0237417,0,0.0240785,0.0430853,0,0,0.00803084,0,0,0.0215936,0.0425798,0.0437025,0.0404495,0.0199289,0.0208664,0.0506969,0.0743817,0.0404993,0.0531739,0.035417,0.0420171,0.0643855,0.0189215,0.0466664,0.017897,0.0605252,0.0608885,0,0,0,0,0.0216294,0,0,0,0,0,0
51,0.0478318,0,0,0,0,0.0476412,0,0,0,0,0,0,0.035891,0,0.0320127,0.0367218,0,0,0.0158808,0,0,0.0483523,0.0480662,0.0315541,0.0252154,0.0212542,0.0152184,0.0377177,0.0369417,0.0425078,0.0382107,0.0390351,0.0411458,0.0265193,0.032791,0.022455,0.0581655,0.0185393,0.0206367,0.0233807,0,0.0246018,0.0447356,0,0,0.00661782,0,0,0.0210146,0.0446925,0.0446884,0,0.0198993,0.0258148,0.0539936,0.0768241,0.0427798,0.0532348,0.0356628,0.0419727,0.0643626,0.0199914,0.0458635,0.0164057,0.0626103,0.0593273,0,0,0,0,0.0199243,0,0,0,0,0,0
52,0.0478568,0,0,0,0,0.0469865,0,0,0,0,0,0,0.0383741,0,0.0315559,0.0349434,0,0,0.0147126,0,0,0.04863,0,0.0286784,0.0279349,0.0233263,0.0223285,0.0401666,0.03598,0.0420593,0.0407855,0.0404302,0.0421648,0.0275057,0.0342173,0.0184198,0.0575925,0.0179622,0.0203718,0.0238701,0,0.0241131,0.0430613,0,0,0.00816091,0,0,0.0216607,0.0425519,0.0437602,0.0406785,0.0197441,0.0207913,0.0504619,0.0745724,0.0404588,0.0532963,0.0354294,0.0420473,0.0643934,0.0189229,0.0467821,0.0180846,0.0607832,0.0608502,0,0,0,0,0.02169,0,0,0,0,0,0
53,0.0477734,0,0,0,0,0.0469608,0,0,0,0,0,0,0.038298,0,0.0315163,0.0350694,0,0,0.0148262,0,0,0.0485318,0,0.0286633,0.0280113,0.0232741,0.0223262,0.0401622,0.0357921,0.0420792,0.0407832,0.0401874,0.042172,0.0275551,0.0342233,0.018502,0.0575963,0.018145,0.0204409,0.0236932,0,0.0241644,0.0430142,0,0,0.00821272,0,0,0.0217692,0.0426391,0.0438887,0.0404853,0.019769,0.0207229,0.0502394,0.0749082,0.0404562,0.0530366,0.0354047,0.0420156,0.0642458,0.0190917,0.0469143,0.0181514,0.0608662,0.0608498,0,0,0,0,0.0217978,0,0,0,0,0,0
54,0.0476935,0,0,0,0,0.0469585,0,0,0,0,0,0,0.0383049,0,0.0314776,0.0352061,0,0,0.014833,0,0,0.0485674,0,0.0286408,0.0279953,0.0232554,0.022279,0.0401292,0.0357241,0.042139,0.0408177,0.0400476,0.0422088,0.0276397,0.0342667,0.0185014,0.057678,0.0181482,0.0204562,0.0236212,0,0.024181,0.0429502,0,0,0.00822735,0,0,0.0218115,0.0427121,0.0439782,0.040543,0.0197274,0.0206949,0.0500512,0.0751436,0.0404636,0.0528995,0.0354071,0.0419949,0.064199,0.0192171,0.0470124,0.0181858,0.0610201,0.0608607,0,0,0,0,0.0218652,0,0,0,0,0,0
55,0.0473716,0,0,0,0,0.0470137,0,0,0,0,0,0,0.0362732,0,0.0313363,0.0383989,0,0,0.0151602,0,0,0.0485964,0.0461778,0.0307037,0.027647,0.0207705,0.0205646,0.0391511,0.0357451,0.0423155,0.0380728,0.0391297,0.0417571,0.0269891,0.0332355,0.0217334,0.0580082,0.0183576,0.0204675,0.0244321,0,0.0246762,0.0434188,0,0,0.00779733,0,0,0.0216197,0.0469423,0.0434803,0.0387476,0.0212368,0.0232442,0.0509141,0.0727854,0.0420601,0.0534928,0.0361185,0.0424669,0.0644755,0.0180628,0.0469101,0.0178156,0.0611301,0.0611555,0,0,0,0,0.0214152,0,0,0,0,0,0
56,0.0475079,0,0,0,0,0.0469642,0,0,0,0,0,0,0.0383927,0,0.0314496,0.0353442,0,0,0.0148056,0,0,0.0487118,0,0.0287822,0.0280077,0.023191,0.0220936,0.040023,0.035595,0.0423335,0.0408983,0.0400248,0.0422793,0.0274794,0.0342341,0.0185761,0.0577412,0.0180164,0.0203861,0.0235559,0,0.0242028,0.0427084,0,0,0.00810819,0,0,0.0220014,0.0427917,0.0444453,0.0406031,0.0198202,0.0206602,0.049848,0.07519,0.0405569,0.0527849,0.0353607,0.0420229,0.0641431,0.0193131,0.0471909,0.018418,0.0613622,0.0609032,0,0,0,0,0.0219718,0,0,0,0,0,0
57,0.0475053,0,0,0,0,0.0468812,0,0,0,0,0,0,0.0384909,0,0.0314143,0.0352459,0,0,0.014918,0,0,0.0487385,0,0.0286473,0.0279752,0.0231632,0.0220299,0.0400439,0.0355047,0.0422726,0.0409402,0.0401006,0.0423608,0.0275246,0.0342909,0.0183986,0.0578029,0.0179273,0.0203463,0.023505,0,0.0241903,0.0426466,0,0,0.00819993,0,0,0.0220235,0.0428299,0.0442372,0.0406228,0.0198185,0.0206264,0.0497341,0.0751701,0.0405892,0.0528025,0.0354188,0.04204,0.0641355,0.0193222,0.0472453,0.0185827,0.0614559,0.0609521,0,0,0,0,0.0220025,0,0,0,0,0,0
58,0.0472056,0,0,0,0,0.0469345,0,0,0,0,0,0,0.0364433,0,0.0313185,0.0383295,0,0,0.0152063,0,0,0.0488518,0.0456686,0.0307776,0.0274884,0.0206136,0.0203804,0.0390749,0.0355049,0.0424682,0.0382275,0.0392208,0.0418501,0.0269221,0.0332473,0.021646,0.0581001,0.0181278,0.0203006,0.0243591,0,0.0247433,0.0431808,0,0,0.00787064,0,0,0.0218213,0.047025,0.043462,0.0388643,0.0213028,0.0231782,0.0506809,0.0727202,0.0421488,0.0534122,0.0361238,0.042447,0.064365,0.0181397,0.0470383,0.0182058,0.0614982,0.0612616,0,0,0,0,0.0215212,0,0,0,0,0,0
59,0.0471795,0,0,0,0,0.0469036,0,0,0,0,0,0,0.0364439,0,0.0313812,0.0385744,0,0,0.0151233,0,0,0.0487843,0.0456044,0.0309272,0.0275075,0.0205087,0.0203603,0.0390392,0.0354662,0.0425472,0.0382014,0.0393184,0.041844,0.0270651,0.0332098,0.021737,0.0580909,0.0182256,0.0203955,0.0244343,0,0.0247812,0.0431605,0,0,0.00794213,0,0,0.0218471,0.0471333,0.0435181,0.038786,0.0213353,0.0231825,0.0506225,0.0727275,0.0421702,0.0534272,0.0361051,0.0424712,0.0643195,0.0181818,0.047067,0.0181703,0.0615218,0.0612579,0,0,0,0,0.0214786,0,0,0,0,0,0
60,0.0473165,0,0,0,0,0.0474327,0,0,0,0,0,0,0.0366025,0,0.0317415,0.0375466,0,0,0.0159188,0,0,0.0483649,0.0475181,0.0314148,0.0248146,0.0209649,0.0142811,0.0373777,0.0362378,0.0428959,0.0385225,0.0387451,0.0412567,0.026794,0.032993,0.0217313,0.0585432,0.018615,0.0207768,0.0233187,0,0.0248469,0.0442608,0,0,0.00671242,0,0,0.0214342,0.0450649,0.0454012,0,0.0196842,0.0260666,0.0530149,0.0777306,0.0428545,0.0530677,0.0357312,0.0420253,0.0640813,0.0205482,0.046339,0.0169276,0.0635609,0.0593297,0,0,0,0,0.0201602,0,0,0,0,0,0
61,0.047189,0,0,0,0,0.0467698,0,0,0,0,0,0,0.0368481,0,0.0311595,0.0386103,0,0,0.0150998,0,0,0.0487259,0.0458364,0.0305714,0.0273896,0.0205473,0.0201455,0.0390533,0.0353954,0.0425236,0.0382741,0.0391517,0.0419161,0.0272296,0.0333383,0.0211897,0.0581261,0.017706,0.0205027,0.024641,0,0.02478,0.0431507,0,0,0.00816552,0,0,0.0219352,0.0469536,0.0439039,0.0391044,0.021223,0.0232224,0.0504833,0.0727634,0.0422867,0.0536866,0.0362462,0.0424948,0.0644699,0.0181423,0.0469699,0.0180862,0.0614059,0.0611798,0,0,0,0,0.0214653,0,0,0,0,0,0
62,0.0471708,0,0,0,0,0.0467017,0,0,0,0,0,0,0.0366917,0,0.0312109,0.038688,0,0,0.0151504,0,0,0.0487701,0.0459303,0.0307666,0.0275398,0.0204768,0.0202349,0.039128,0.0353721,0.0425573,0.0382219,0.0391379,0.041939,0.0272561,0.033254,0.0215225,0.0580453,0.0176365,0.0204083,0.0244709,0,0.0247984,0.0431373,0,0,0.00825589,0,0,0.0218972,0.0469645,0.0436628,0.0388037,0.0214162,0.0230929,0.050354,0.0724299,0.0424486,0.0537432,0.0361332,0.0424033,0.0644819,0.0181606,0.0469322,0.0180974,0.0612984,0.0612301,0,0,0,0,0.0214518,0,0,0,0,0,0
63,0.0473177,0,0,0,0,0.0472252,0,0,0,0,0,0,0.0368024,0,0.0316232,0.0375001,0,0,0.0159675,0,0,0.0484231,0.0477898,0.0313497,0.0248944,0.0209364,0.0141508,0.0373769,0.0361958,0.0428807,0.0385234,0.0386825,0.0413323,0.0270063,0.0329781,0.0215576,0.0585029,0.0183127,0.0206418,0.0232568,0,0.0248484,0.0442801,0,0,0.00681755,0,0,0.0214082,0.0449423,0.0451811,0,0.019817,0.0260063,0.0528318,0.0773111,0.0431397,0.0531396,0.0357091,0.0419813,0.0641868,0.0205106,0.0461325,0.0168635,0.0632461,0.0593599,0,0,0,0,0.0200697,0,0,0,0,0,0
64,0.0472042,0,0,0,0,0.046581,0,0,0,0,0,0,0.03701,0,0.0310947,0.0385527,0,0,0.0151062,0,0,0.048734,0.0461046,0.0305567,0.0274446,0.0205165,0.0200723,0.0390121,0.0353606,0.0424688,0.0382751,0.039173,0.0419179,0.0274962,0.0332986,0.0210089,0.0581538,0.0178746,0.0202589,0.0244966,0,0.0248407,0.0431936,0,0,0.00802022,0,0,0.0218819,0.0470459,0.0435677,0.03903,0.0213717,0.0232011,0.0503576,0.0724397,0.0424523,0.0534934,0.0361771,0.0424625,0.064499,0.0181647,0.0467784,0.0180165,0.0610218,0.0612166,0,0,0,0,0.0213275,0,0,0,0,0,0
65,0.0472881,0,0,0,0,0.0470978,0,0,0,0,0,0,0.0368206,0,0.0316378,0.0373474,0,0,0.0159573,0,0,0.0483581,0.047899,0.0313097,0.0249293,0.020984,0.0141968,0.0374154,0.0361402,0.0428186,0.0385345,0.0386463,0.0412375,0.0268672,0.032958,0.0214898,0.0585245,0.0186317,0.0203652,0.023175,0,0.024901,0.0442879,0,0,0.00657129,0,0,0.0214268,0.045148,0.0452202,0,0.019867,0.0259887,0.0527778,0.0773409,0.043161,0.0529818,0.035721,0.0419769,0.0642345,0.0205636,0.0460473,0.0167504,0.0630011,0.0593268,0,0,0,0,0.0201419,0,0,0,0,0,0
66,0.0472929,0,0,0,0,0.0469815,0,0,0,0,0,0,0.0368479,0,0.0316425,0.0371831,0,0,0.0160005,0,0,0.0482171,0.0477765,0.031186,0.0249887,0.0212046,0.0142715,0.0374211,0.036066,0.0427336,0.0385767,0.0386481,0.0412714,0.026808,0.0329817,0.0214242,0.0585106,0.0187637,0.0204723,0.0231835,0,0.0248541,0.0443557,0,0,0.00653571,0,0,0.0214163,0.0451418,0.0451895,0,0.0198739,0.0259594,0.0527858,0.077368,0.0431153,0.0530212,0.0357801,0.0420722,0.0643109,0.0205373,0.0460367,0.0167224,0.062876,0.0593416,0,0,0,0,0.0202442,0,0,0,0,0,0
67,0.0472593,0,0,0,0,0.046954,0,0,0,0,0,0,0.0368613,0,0.0316045,0.0371952,0,0,0.0159848,0,0,0.0481436,0.0477835,0.0311463,0.0249202,0.0211732,0.014314,0.0373881,0.0360719,0.0427325,0.0385645,0.0385812,0.0412661,0.0268185,0.032983,0.021433,0.0584796,0.0188147,0.0206846,0.0231727,0,0.0248485,0.0444249,0,0,0.00650559,0,0,0.0215202,0.0450232,0.0451929,0,0.0198944,0.0258975,0.052825,0.0773702,0.0430671,0.0530753,0.0357742,0.0420973,0.0643247,0.020533,0.0460065,0.0166811,0.0628113,0.0593612,0,0,0,0,0.0203719,0,0,0,0,0,0
68,0.0472237,0,0,0,0,0.0469009,0,0,0,0,0,0,0.0367941,0,0.0315961,0.0372423,0,0,0.0159844,0,0,0.048137,0.0478907,0.0310909,0.024768,0.0211389,0.0143187,0.0373239,0.0361049,0.0426956,0.0384984,0.038542,0.041274,0.0267944,0.0329902,0.0214329,0.0584943,0.018834,0.0207701,0.0231322,0,0.0248611,0.0444471,0,0,0.00645083,0,0,0.0216063,0.044814,0.0452359,0,0.0199291,0.0258625,0.0528338,0.0773126,0.0431019,0.0532948,0.0357706,0.0420506,0.0643232,0.020608,0.0460072,0.016649,0.0627081,0.0593328,0,0,0,0,0.0204294,0,0,0,0,0,0
69,0.0472189,0,0,0,0,0.0468417,0,0,0,0,0,0,0.0367175,0,0.0315722,0.0372231,0,0,0.0159909,0,0,0.0481539,0.0479161,0.031064,0.0247299,0.0211784,0.0143458,0.0372538,0.0361585,0.0426676,0.0384808,0.0385452,0.0412609,0.0266894,0.0329621,0.0214311,0.0585611,0.0188702,0.0206206,0.0231644,0,0.0248954,0.0444456,0,0,0.00630869,0,0,0.0216478,0.0447535,0.0452675,0,0.0199555,0.025861,0.0528127,0.0773256,0.043151,0.0535208,0.0357556,0.0420399,0.0643049,0.0206675,0.0459739,0.0166038,0.0626252,0.0592933,0,0,0,0,0.0204561,0,0,0,0,0,0
70,0.0472008,0,0,0,0,0.0468028,0,0,0,0,0,0,0.0366896,0,0.0315771,0.0372297,0,0,0.016022,0,0,0.0481481,0.0479046,0.0310286,0.0247899,0.0212268,0.0143862,0.0372154,0.0362097,0.0426514,0.0384799,0.0386027,0.0412587,0.0265607,0.0329262,0.0214368,0.0585932,0.0188853,0.0205099,0.0231187,0,0.0249191,0.044484,0,0,0.00620107,0,0,0.0216794,0.0447708,0.0452534,0,0.0199494,0.0258855,0.0527983,0.0773343,0.0431249,0.0533687,0.0357741,0.0420685,0.0643199,0.0206517,0.045957,0.0165661,0.0626022,0.0592729,0,0,0,0,0.0204466,0,0,0,0,0,0
