Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,RWRA,RASI,LTHI,RTHI,RTHII,x75,x80
739,0.046367,0,0,0,0,0.0432263,0,0,0,0,0,0,0.0350339,0,0.0297003,0.0375129,0,0,0.0189878,0,0,0.046609,0.0443969,0.0278859,0.0339828,0.0196442,0.0222032,0.0357767,0.0304655,0.0401482,0.0365653,0.0395769,0.0428213,0.0287161,0.0316126,0.0167578,0.0585228,0.0202589,0.0224405,0.0345351,0,0.02658,0.0450348,0,0,0.0143011,0,0,0.022306,0.0526424,0.0335456,0.030256,0.0234837,0.0239081,0.0419689,0.0630421,0,0.0671835,0.0471729,0.0521214,0.0738612,0.00811459,0.0552876,0.0226738,0.0544017,0.0633149,0,0,0,0,0,0.0576623,0.0305091,0.0541425,0.0484033,0,0
740,0.0467815,0,0,0,0,0.0437744,0,0,0,0,0,0,0.0364684,0,0.0304217,0.0380432,0,0,0.0186955,0,0,0.0466678,0.0480806,0.0294811,0.0332145,0.0197916,0.0194618,0.0360085,0.0315646,0.0423493,0.0382127,0.0383544,0.0411768,0.027497,0.0315178,0.0155624,0.0578125,0.0199405,0.0218432,0.0322629,0,0.0254792,0.0454047,0,0,0.0137012,0,0,0.0212985,0.0479762,0.0368453,0.0413225,0.0219359,0.0227017,0.0437914,0.0675723,0,0.0642249,0.0444564,0.049613,0.0712154,0.0106683,0.054489,0.0214395,0.0563639,0.0623276,0,0,0,0,0,0,0.031992,0.0538478,0.0523262,0,0
741,0.0463108,0,0,0,0,0.0432187,0,0,0,0,0,0,0.034992,0,0.0296969,0.0376161,0,0,0.0188054,0,0,0.0466455,0.044409,0.0277971,0.0342798,0.0196437,0.0227557,0.0359109,0.0305121,0.040108,0.03642,0.0395705,0.0428041,0.0287445,0.0316034,0.016741,0.0585697,0.0201617,0.022227,0.0346326,0,0.0266732,0.0451106,0,0,0.0143067,0,0,0.0224076,0.0527157,0.0335127,0.0338282,0.0234778,0.0238835,0.041932,0.0625991,0,0.0672363,0.0470496,0.0521393,0.0739383,0.00794681,0.0552717,0.0225713,0.0543072,0.0635221,0,0,0,0,0,0.0568947,0.0304735,0.0543789,0.0481932,0,0
742,0.0462371,0,0,0,0,0.0432871,0,0,0,0,0,0,0.0350011,0,0.0296282,0.0376094,0,0,0.0188124,0,0,0.0466848,0.0444767,0.0276919,0.0343802,0.0197007,0.0228009,0.0359038,0.0305934,0.0399979,0.0363568,0.0395715,0.0428113,0.028758,0.0315753,0.0166855,0.0586554,0.0201713,0.0221578,0.0347257,0,0.0267899,0.0450491,0,0,0.0143044,0,0,0.0224493,0.0523521,0.0335581,0.0340176,0.0235009,0.0237869,0.0418725,0.062679,0,0.0671495,0.0470489,0.0521161,0.0735397,0.00793531,0.0552802,0.0224597,0.0543664,0.0633517,0,0,0,0,0,0.0567813,0.0305904,0.0542982,0.0482243,0,0
743,0.0462531,0,0,0,0,0.0433367,0,0,0,0,0,0,0.0350128,0,0.0295957,0.0376052,0,0,0.0188532,0,0,0.0467264,0.0445853,0.0276321,0.0343502,0.0197057,0.0227664,0.035907,0.030599,0.0399686,0.0363326,0.0396885,0.042826,0.0287581,0.0315556,0.0166467,0.0586734,0.0201211,0.0222261,0.0346944,0,0.0268113,0.0451517,0,0,0.014307,0,0,0.0224254,0.0524315,0.0335719,0.0337039,0.0235112,0.0237439,0.0418455,0.0627551,0,0.0670944,0.0470686,0.0521266,0.0735242,0.00797639,0.055278,0.0224524,0.0544422,0.0633774,0,0,0,0,0,0.0568069,0.0306569,0.0542571,0.0482531,0,0
744,0.0462992,0,0,0,0,0.0433344,0,0,0,0,0,0,0.0350083,0,0.0295732,0.037669,0,0,0.0188755,0,0,0.0467975,0.0446719,0.0276318,0.0342005,0.0197348,0.022762,0.0359536,0.0305996,0.0399297,0.0362892,0.0396598,0.0428501,0.0287706,0.0315676,0.0166742,0.0586674,0.02003,0.0223363,0.0345878,0,0.0268659,0.0451876,0,0,0.0143028,0,0,0.0224177,0.0520701,0.0336512,0.0335945,0.0235061,0.023716,0.0419002,0.0627191,0,0.0670532,0.0471512,0.0520514,0.073865,0.00805623,0.0552845,0.0226101,0.0544754,0.0634519,0,0,0,0,0,0.0568047,0.0306741,0.0543733,0.0482539,0,0
745,0.0463478,0,0,0,0,0.0433386,0,0,0,0,0,0,0.0349402,0,0.029621,0.037734,0,0,0.018875,0,0,0.04685,0.0446036,0.0276999,0.0337634,0.019756,0.0227821,0.036016,0.030696,0.0398486,0.0362396,0.0397922,0.0428723,0.0287779,0.0315687,0.0168121,0.0586055,0.0200319,0.0221194,0.0345331,0,0.0268228,0.0451664,0,0,0.0142759,0,0,0.0224046,0.0518954,0.0336542,0.033629,0.0235551,0.0236582,0.0418789,0.0627067,0,0.0670893,0.0471916,0.0520632,0.0736545,0.00806132,0.0553188,0.0225666,0.0545118,0.0635161,0,0,0,0,0,0.0567339,0.0306901,0.0545224,0.0482419,0,0
746,0.0463749,0,0,0,0,0.0433759,0,0,0,0,0,0,0.0348886,0,0.0296497,0.0377689,0,0,0.0188549,0,0,0.0468865,0.0443293,0.0277794,0.0334949,0.0197375,0.0228046,0.0360614,0.0309338,0.0398178,0.0361738,0.0398717,0.042882,0.0287621,0.0315418,0.0169345,0.0585998,0.0200599,0.0219348,0.0345415,0,0.026824,0.0451634,0,0,0.0142557,0,0,0.0224463,0.0518547,0.0336966,0.0337491,0.0236538,0.0236143,0.0418512,0.0627135,0,0.0670854,0.0471104,0.0520351,0.0733758,0.00807481,0.0552771,0.0227428,0.054575,0.0635352,0,0,0,0,0,0.0566833,0.0307314,0.0545185,0.0482702,0,0
747,0.0468498,0,0,0,0,0.0439096,0,0,0,0,0,0,0.0362591,0,0.0304071,0.0382804,0,0,0.0186107,0,0,0.0469194,0.04774,0.0294442,0.0323308,0.0197155,0.0198585,0.0363113,0.0320263,0.0421139,0.0378914,0.0384412,0.0412641,0.0275446,0.0314642,0.0157963,0.0578209,0.0196804,0.021551,0.0321267,0,0.0256038,0.0455665,0,0,0.0136714,0,0,0.0214104,0.0471937,0.0370633,0.0427054,0.0221127,0.0223961,0.0437593,0.0671964,0,0.0640904,0.0445334,0.0494771,0.0708377,0.0107139,0.0544532,0.021662,0.0565791,0.062408,0,0,0,0,0,0,0.0321644,0.0542476,0.0522158,0,0
748,0.0463532,0,0,0,0,0.0434012,0,0,0,0,0,0,0.0348175,0,0.0296716,0.0378295,0,0,0.0187987,0,0,0.0468748,0.0441494,0.0278141,0.0331932,0.0196032,0.0228712,0.0362098,0.0310534,0.0398765,0.036162,0.0395183,0.0428792,0.0287697,0.0315382,0.0169757,0.0584827,0.0200272,0.0217071,0.0344284,0,0.0267437,0.0451821,0,0,0.014235,0,0,0.0224307,0.0519509,0.0337404,0.0338321,0.0236352,0.0236778,0.041927,0.0625588,0,0.0670287,0.0471865,0.0519201,0.0735625,0.00812129,0.0552222,0.02253,0.0546778,0.0636709,0,0,0,0,0,0.0565021,0.0307737,0.0546516,0.0482462,0,0
749,0.046794,0,0,0,0,0.0439534,0,0,0,0,0,0,0.0362099,0,0.0303697,0.03815,0,0,0.0185733,0,0,0.0468851,0.0478154,0.0294374,0.0321585,0.0197729,0.01989,0.0363971,0.0319878,0.0420659,0.0378878,0.0381359,0.0412984,0.0275585,0.0314594,0.0158651,0.0577486,0.0197082,0.0212267,0.0321629,0,0.0255475,0.0455045,0,0,0.0136793,0,0,0.0214271,0.0474797,0.036934,0.0428328,0.0220645,0.0222955,0.0438292,0.0672869,0,0.0640736,0.0445713,0.0493816,0.0707613,0.0106794,0.0544293,0.0215637,0.0567325,0.0627229,0,0,0,0,0,0,0.0322345,0.0543204,0.0522137,0,0
750,0.0468247,0,0,0,0,0.0440126,0,0,0,0,0,0,0.0363063,0,0.0303819,0.0381462,0,0,0.0184979,0,0,0.0469361,0.0479797,0.0294939,0.0319041,0.0199153,0.0198519,0.0365442,0.0319703,0.0422272,0.0379977,0.0382078,0.041256,0.0275355,0.0314937,0.0158229,0.0576638,0.0195828,0.0211817,0.0320403,0,0.0256267,0.0455248,0,0,0.0136308,0,0,0.0214039,0.0477712,0.0371464,0.043353,0.0220452,0.0223383,0.0441005,0.0673657,0,0.0639983,0.0444009,0.0492793,0.0705774,0.0106675,0.054296,0.0217711,0.0568782,0.062874,0,0,0,0,0,0,0.0321061,0.0544174,0.0523344,0,0
751,0.0468007,0,0,0,0,0.0440146,0,0,0,0,0,0,0.0363475,0,0.0304104,0.0382449,0,0,0.0184981,0,0,0.0470245,0.0478767,0.0294954,0.0318501,0.020114,0.0197984,0.0365367,0.0320448,0.0422128,0.0378679,0.0382975,0.0412183,0.0275087,0.0315079,0.0157419,0.0576733,0.019498,0.020955,0.0319541,0,0.0257627,0.0454969,0,0,0.0135706,0,0,0.021455,0.0474211,0.0370849,0.0433372,0.0221038,0.0223892,0.0441366,0.0672759,0,0.0638587,0.0442824,0.0492047,0.0707498,0.0107377,0.0542681,0.0218693,0.0568748,0.0628563,0,0,0,0,0,0,0.03214,0.0545391,0.0523696,0,0
752,0.0462616,0,0,0,0,0.0434467,0,0,0,0,0,0,0.0345195,0,0.0297861,0.0374863,0,0,0.0187987,0,0,0.0472269,0.044299,0.0278376,0.0323417,0.0199766,0.0229518,0.0363034,0.0308933,0.0398953,0.0363839,0.0396299,0.042969,0.0288471,0.0315733,0.0174035,0.0585321,0.0197676,0.0207093,0.03432,0,0.0268653,0.0450144,0,0,0.0141402,0,0,0.0225359,0.0518411,0.0333425,0.0339657,0.0236147,0.0237784,0.0420997,0.0626454,0,0.0669383,0.0470632,0.0517581,0.0734971,0.00818755,0.055063,0.0229568,0.0547418,0.0637778,0,0,0,0,0,0.0566104,0.0308069,0.0547501,0.0483348,0,0
753,0.0461697,0,0,0,0,0.0435259,0,0,0,0,0,0,0.0344094,0,0.0297864,0.037364,0,0,0.0187408,0,0,0.0473678,0.0443584,0.0278371,0.0320974,0.0199859,0.0229755,0.0362831,0.0308718,0.0397818,0.0366544,0.0396744,0.0430238,0.0288735,0.0315304,0.0175968,0.0585367,0.0197048,0.0206555,0.0343983,0,0.0268676,0.0449744,0,0,0.0140861,0,0,0.0225115,0.0517073,0.033374,0.0341109,0.0235662,0.0236944,0.0420406,0.0628018,0,0.0670399,0.0470989,0.051647,0.0731674,0.00817225,0.0550284,0.0226777,0.054754,0.063635,0,0,0,0,0,0.0565513,0.0310921,0.0546371,0.0483901,0,0
754,0.0461798,0,0,0,0,0.0435602,0,0,0,0,0,0,0.0343972,0,0.0298353,0.0373258,0,0,0.0187026,0,0,0.0473391,0.0443663,0.0278459,0.0319759,0.0199896,0.0229675,0.0362884,0.030875,0.0397541,0.0365679,0.0397928,0.0430396,0.0288789,0.0315089,0.0176285,0.0584926,0.0196559,0.0207719,0.0343985,0,0.0268332,0.0449786,0,0,0.0140577,0,0,0.0224975,0.0517563,0.0335847,0.0341412,0.0236179,0.0236824,0.0420453,0.0628185,0,0.0671137,0.0470754,0.0516361,0.0731627,0.00817667,0.0550083,0.0226344,0.0547485,0.0635958,0,0,0,0,0,0.0565228,0.0311642,0.0545843,0.0484047,0,0
755,0.0467744,0,0,0,0,0.0440773,0,0,0,0,0,0,0.0358371,0,0.030516,0.0377049,0,0,0.0184936,0,0,0.0472912,0.0479541,0.0294212,0.0307654,0.0200614,0.019939,0.0364482,0.0318788,0.0420719,0.0374999,0.0383515,0.0414306,0.0276706,0.0315227,0.01639,0.0576702,0.0192207,0.0205562,0.0319814,0,0.0256875,0.045381,0,0,0.0134574,0,0,0.021447,0.0471338,0.0370062,0.0428766,0.0220689,0.0224153,0.0439838,0.0673572,0,0.0640508,0.0444629,0.049123,0.0709966,0.010879,0.0541967,0.0217093,0.0567,0.0624149,0,0,0,0,0,0,0.0322714,0.0543364,0.0523832,0,0
756,0.0464073,0,0,0,0,0.0435671,0,0,0,0,0,0,0.0343579,0,0.0299231,0.037266,0,0,0.0186554,0,0,0.0472368,0.0443991,0.0275409,0.03146,0.0200081,0.0229266,0.0363015,0.030889,0.0398163,0.0353748,0.0396725,0.0430343,0.0289004,0.0316859,0.0176249,0.058343,0.0195682,0.0208118,0.0342245,0,0.0269132,0.0450532,0,0,0.0140245,0,0,0.0224519,0.0517866,0.0337133,0.0339458,0.0234937,0.0237635,0.0421396,0.062709,0,0.0668579,0.0470577,0.0516052,0.0740591,0.00834335,0.0549873,0.0227406,0.0547567,0.063602,0,0,0,0,0,0.0566493,0.0311601,0.0546887,0.048428,0,0
757,0.0463588,0,0,0,0,0.0436072,0,0,0,0,0,0,0.0343045,0,0.0300262,0.0372874,0,0,0.0186187,0,0,0.0472871,0.0444072,0.0270469,0.0314724,0.0200971,0.022911,0.036314,0.0309849,0.0396942,0.0352947,0.0397907,0.0430221,0.0289358,0.0317333,0.0177378,0.0583687,0.0195757,0.0209403,0.0342888,0,0.0269615,0.0450166,0,0,0.0140269,0,0,0.0224913,0.0516914,0.033975,0.034042,0.0234703,0.0236849,0.0420969,0.0627806,0,0.0669075,0.0470559,0.0515933,0.0739655,0.00834848,0.0550004,0.022924,0.0548103,0.0635306,0,0,0,0,0,0.056604,0.0313331,0.0546274,0.0484456,0,0
758,0.0463112,0,0,0,0,0.0436028,0,0,0,0,0,0,0.0342596,0,0.0300048,0.0373751,0,0,0.0186065,0,0,0.0473092,0.0443504,0.0265853,0.0314299,0.0200862,0.0229785,0.0363462,0.0310548,0.0396853,0.0352988,0.0396798,0.0429685,0.0289345,0.0317553,0.0178033,0.0583222,0.0195327,0.0209689,0.0343099,0,0.0268584,0.0450282,0,0,0.0140395,0,0,0.0224682,0.0518023,0.0342568,0.0344186,0.0235927,0.0237197,0.0420887,0.0626924,0,0.0669542,0.0470788,0.0516767,0.0738091,0.00832187,0.0550105,0.022852,0.0547976,0.0635916,0,0,0,0,0,0.0564344,0.0313584,0.0546009,0.0484032,0,0
759,0.0464183,0,0,0,0,0.0443885,0,0,0,0,0,0,0.0358968,0,0.0308371,0.0379302,0,0,0.0182882,0,0,0.0475106,0.0478332,0.0283919,0.0305411,0.0201444,0.0199412,0.0363795,0.0321724,0.0419122,0.0368972,0.0381538,0.0412874,0.0275242,0.03145,0.0164011,0.0575545,0.0191677,0.0206052,0.0322935,0,0.0259081,0.0453894,0,0,0.0134217,0,0,0.0216048,0.0472696,0.0379307,0.0436287,0.0222442,0.022355,0.043899,0.0673032,0,0.0636917,0.0443761,0.0490223,0.0709661,0.0109093,0.0543145,0.0216875,0.0569483,0.062431,0,0,0,0,0,0,0.0325205,0.0544244,0.0524182,0,0
760,0.0463454,0,0,0,0,0.0435563,0,0,0,0,0,0,0.0342202,0,0.0304704,0.0373515,0,0,0.0185526,0,0,0.0473031,0.0443723,0.0268868,0.0314473,0.0200436,0.0230717,0.0365261,0.0310966,0.0397606,0.0353407,0.0395515,0.0429468,0.0289263,0.0317973,0.0177803,0.0582721,0.0194717,0.0208879,0.034312,0,0.0267856,0.0450427,0,0,0.0140233,0,0,0.0224121,0.0518833,0.0343352,0.0343583,0.0236702,0.0237985,0.0421167,0.0626614,0,0.0668329,0.0470859,0.0517581,0.0737764,0.00831283,0.0549926,0.0228838,0.0547494,0.06409,0,0,0,0,0,0.056424,0.031312,0.0546287,0.0483829,0,0
761,0.0468319,0,0,0,0,0.0440817,0,0,0,0,0,0,0.0356927,0,0.0314675,0.0377272,0,0,0.0184244,0,0,0.0473017,0.0479019,0.0287266,0.0305504,0.0200794,0.0199964,0.0365984,0.0321268,0.0419855,0.037035,0.0382033,0.0413115,0.0276913,0.0317104,0.0165137,0.0574973,0.0191035,0.0206839,0.0319722,0,0.0255013,0.0454209,0,0,0.0134958,0,0,0.0213984,0.0472106,0.0375801,0.0427675,0.0222304,0.0225134,0.0439332,0.0673154,0,0.0639604,0.0444945,0.0492732,0.070919,0.0109923,0.0542555,0.0215784,0.0567103,0.0629251,0,0,0,0,0,0,0.0324589,0.054373,0.0523684,0,0
762,0.0469231,0,0,0,0,0.0441253,0,0,0,0,0,0,0.0364375,0,0.0302263,0.0371448,0,0,0.0182867,0,0,0.0474216,0.0491371,0.028261,0.0319515,0.0213953,0.0200567,0.0368491,0.0324478,0.0411283,0.0373906,0.038729,0.0416301,0.0280717,0.032234,0.0153084,0.0572886,0.0189197,0.0205152,0.0310094,0,0.0251672,0.0451266,0,0,0.0135857,0,0,0.0215972,0.0458228,0.0378986,0.0435358,0.0216883,0.0210284,0.0436712,0.0682488,0,0.0635712,0.0440309,0.0490612,0.0708243,0.0118084,0.0543245,0.0215143,0.0570224,0.0621561,0,0,0,0,0,0,0,0.0536844,0.0528575,0,0
763,0.0465129,0,0,0,0,0.043494,0,0,0,0,0,0,0.0348054,0,0.0291058,0.0363628,0,0,0.01858,0,0,0.0473173,0.045481,0.0264539,0.0330018,0.0214188,0.0232973,0.0365662,0.0313236,0.038416,0.035459,0.0402891,0.0435319,0.0294905,0.0323388,0.0166709,0.058203,0.0194162,0.0208831,0.0333591,0,0.0261832,0.0447477,0,0,0.0142872,0,0,0.0226595,0.0506502,0.0338901,0.0339245,0.0232111,0.0224169,0.0416531,0.0635218,0,0.0667486,0.0465677,0.0517983,0.0738938,0.00893139,0.0552008,0.0229594,0.0548828,0.0631635,0,0,0,0,0,0.056773,0,0.0537103,0.0486475,0,0
764,0.0463762,0,0,0,0,0.0436126,0,0,0,0,0,0,0.0342867,0,0.0296255,0.0369333,0,0,0.0187169,0,0,0.0473622,0.0445193,0.0274963,0.0315834,0.0200558,0.0231634,0.0363266,0.031044,0.0395229,0.0351897,0.0395957,0.0430409,0.0288881,0.0316493,0.0177523,0.0582448,0.0194954,0.0209733,0.0340741,0,0.0266225,0.045014,0,0,0.014123,0,0,0.0224273,0.0516825,0.0339404,0.0339865,0.0236649,0.0238308,0.0420884,0.0628591,0,0.0667362,0.0465969,0.0517174,0.0738592,0.00842717,0.0550811,0.022922,0.0548405,0.0635362,0,0,0,0,0,0.0562576,0.0315891,0.0543838,0.0484429,0,0
765,0.0464878,0,0,0,0,0.0444863,0,0,0,0,0,0,0.0358264,0,0.0300657,0.0373922,0,0,0.0183228,0,0,0.0478201,0.048231,0.0292947,0.0308611,0.0203142,0.0201267,0.0363937,0.0321243,0.0417626,0.0369535,0.0381983,0.041325,0.0275626,0.0314232,0.0166091,0.0575878,0.0191093,0.0205156,0.032336,0,0.0260337,0.0451258,0,0,0.0132868,0,0,0.0214442,0.0469037,0.0376681,0.0429697,0.0220259,0.0222544,0.0439485,0.0676752,0,0.0633966,0.0438144,0.0488172,0.0710859,0.0109544,0.0542369,0.0218002,0.0570939,0.0622493,0,0,0,0,0,0,0.0329571,0.0541063,0.052544,0,0
766,0.0464352,0,0,0,0,0.0436461,0,0,0,0,0,0,0.034233,0,0.0295896,0.0369791,0,0,0.0187909,0,0,0.0474035,0.0444678,0.0276001,0.0316559,0.0199507,0.023225,0.0363754,0.0310591,0.0396387,0.0352873,0.0395194,0.0429048,0.0288621,0.0316112,0.0178361,0.0581401,0.0194886,0.0208325,0.0339827,0,0.0265573,0.0449915,0,0,0.0141237,0,0,0.0223437,0.0518605,0.0339562,0.0342434,0.0236489,0.0239557,0.0422014,0.0627195,0,0.0666752,0.0465711,0.0516607,0.0740508,0.00846801,0.0550924,0.0231126,0.0548767,0.063672,0,0,0,0,0,0.056274,0.0314291,0.0545222,0.0484274,0,0
767,0.0465262,0,0,0,0,0.0445173,0,0,0,0,0,0,0.0358051,0,0.0299462,0.037414,0,0,0.0183577,0,0,0.0475778,0.0481679,0.029433,0.0308539,0.0202488,0.0202003,0.0363757,0.0321701,0.0417291,0.0369102,0.0381498,0.0412587,0.0274887,0.0313256,0.0165874,0.0574856,0.0190887,0.0204301,0.0321526,0,0.0257891,0.0452496,0,0,0.0133756,0,0,0.0214698,0.0469561,0.0375348,0.0432434,0.0221116,0.0223073,0.0440313,0.0675469,0,0.0635806,0.0435722,0.0489537,0.0708178,0.0109464,0.0543012,0.0222405,0.0571269,0.0623541,0,0,0,0,0,0,0.0328824,0.0540844,0.0525053,0,0
768,0.0468121,0,0,0,0,0.044263,0,0,0,0,0,0,0.0357874,0,0.0301313,0.037474,0,0,0.0185681,0,0,0.0474308,0.0481388,0.0293625,0.0305797,0.0200357,0.0201419,0.0365961,0.0321363,0.0419189,0.0370244,0.0381097,0.041196,0.0275106,0.0314599,0.0164948,0.0572347,0.0189812,0.0206519,0.0315399,0,0.0252917,0.0455171,0,0,0.013487,0,0,0.0212442,0.0470298,0.0374951,0.0429369,0.022302,0.0225569,0.0443482,0.0673284,0,0.0639371,0.043778,0.0492099,0.0702952,0.0110096,0.0541992,0.0220759,0.057006,0.062548,0,0,0,0,0,0,0.0326464,0.0543424,0.0524545,0,0
769,0.0467445,0,0,0,0,0.044259,0,0,0,0,0,0,0.0358188,0,0.0300746,0.0374413,0,0,0.0186351,0,0,0.0475087,0.0481961,0.0294286,0.0310317,0.0200413,0.0202191,0.0365828,0.0321742,0.0419686,0.0370258,0.0380926,0.0411413,0.02746,0.0314403,0.0164568,0.057243,0.019004,0.020719,0.0315244,0,0.0253124,0.0455984,0,0,0.0134511,0,0,0.0212324,0.0469937,0.0375173,0.0431306,0.0222612,0.0225825,0.0443304,0.0673096,0,0.0638707,0.0438388,0.049188,0.0705189,0.0110054,0.0541831,0.021926,0.0570358,0.0625266,0,0,0,0,0,0,0.0326748,0.0542723,0.0524564,0,0
770,0.0467701,0,0,0,0,0.0442472,0,0,0,0,0,0,0.0359118,0,0.0299081,0.0373567,0,0,0.0187033,0,0,0.047499,0.0482768,0.0295429,0.031893,0.0200103,0.0203089,0.0365494,0.0322158,0.0421195,0.0370776,0.0380637,0.0410443,0.0273658,0.031433,0.0164015,0.0572649,0.0190328,0.0207674,0.0313972,0,0.0254245,0.0457041,0,0,0.0134346,0,0,0.0212294,0.0469143,0.0376347,0.0433199,0.0220098,0.0226848,0.0442616,0.0672592,0,0.063695,0.0438128,0.0491181,0.0715553,0.0111048,0.0542204,0.0216714,0.0570473,0.0625504,0,0,0,0,0,0,0.0326325,0.0543193,0.052449,0,0
771,0.0468291,0,0,0,0,0.0442666,0,0,0,0,0,0,0.0359643,0,0.0300626,0.0372801,0,0,0.0187046,0,0,0.047487,0.048275,0.0295591,0.0322184,0.020038,0.0203636,0.0365864,0.0322065,0.0421276,0.037104,0.0379847,0.0410272,0.0273634,0.0314468,0.0163985,0.0572457,0.019047,0.0208066,0.0313855,0,0.0254547,0.0457213,0,0,0.0134188,0,0,0.0212522,0.0468992,0.0376034,0.0433364,0.0219879,0.0227496,0.0442718,0.0672599,0,0.0637443,0.0437859,0.049141,0.0716269,0.0110969,0.0542281,0.0217408,0.0570838,0.0625724,0,0,0,0,0,0,0.032637,0.0543545,0.0524132,0,0
772,0.0469073,0,0,0,0,0.0442981,0,0,0,0,0,0,0.0359348,0,0.0300924,0.0372366,0,0,0.0186931,0,0,0.0474645,0.0482487,0.0295237,0.0321486,0.0200399,0.0203793,0.0365803,0.0321966,0.042068,0.0370848,0.0379493,0.0410339,0.027368,0.0314275,0.01643,0.0572105,0.0190258,0.0208127,0.0314682,0,0.0252564,0.0456949,0,0,0.0134008,0,0,0.0212525,0.046946,0.0373904,0.0431158,0.0222025,0.022754,0.0443292,0.0672992,0,0.0639986,0.0438709,0.0492731,0.0706534,0.0109614,0.0541916,0.0219434,0.0571187,0.0625993,0,0,0,0,0,0,0.0326496,0.0542459,0.0523889,0,0
773,0.0469467,0,0,0,0,0.0443411,0,0,0,0,0,0,0.0359294,0,0.0299914,0.0371987,0,0,0.0186746,0,0,0.0474583,0.0482647,0.029507,0.032029,0.0200297,0.0204067,0.0365504,0.0322222,0.0420199,0.037034,0.0379564,0.0410333,0.0273413,0.0313738,0.0164648,0.0572089,0.0190311,0.0208572,0.031517,0,0.0251756,0.0457104,0,0,0.0133472,0,0,0.021235,0.0469371,0.0372585,0.0428775,0.0223227,0.0227298,0.044322,0.0673371,0,0.0640835,0.0439529,0.0493755,0.0702356,0.0109283,0.0541731,0.0217365,0.057185,0.0625795,0,0,0,0,0,0,0.0327291,0.0542115,0.0523924,0,0
774,0.0465077,0,0,0,0,0.0438007,0,0,0,0,0,0,0.0342618,0,0.0294325,0.0366109,0,0,0.0189477,0,0,0.0473743,0.0445939,0.0277547,0.032728,0.0199929,0.0236542,0.0363682,0.0311966,0.0395894,0.0351575,0.0394688,0.0427257,0.0286223,0.0314425,0.0179113,0.057981,0.0195241,0.0212009,0.0339895,0,0.0262033,0.0453734,0,0,0.0139536,0,0,0.022306,0.0516703,0.0334749,0.0338888,0.0238728,0.0241322,0.0422794,0.0627335,0,0.0671627,0.0467608,0.0520178,0.0728365,0.00836471,0.0550408,0.0227993,0.0551887,0.0637401,0,0,0,0,0,0.0560102,0.0316098,0.0542943,0.0483531,0,0
775,0.0469976,0,0,0,0,0.0443016,0,0,0,0,0,0,0.0350639,0,0.0301932,0.0356608,0,0,0.0184524,0,0,0.0475202,0.0475288,0.0285915,0.0305699,0.0204506,0.0206918,0.0371962,0.0317772,0.040689,0.0363192,0.0389076,0.0418652,0.0279383,0.0312635,0.0173735,0.0568667,0.0188769,0.0208774,0.0263539,0,0.0228612,0.0455029,0,0,0.0134816,0,0,0.0214239,0.0479864,0.0311246,0.0433238,0.0213046,0.0225874,0.04372,0.0648066,0,0.0688482,0.0479106,0.0543684,0,0.0122376,0.0542968,0.0221287,0.0569029,0.0629958,0,0,0,0,0,0,0.0330417,0.0514877,0.0484637,0,0
776,0.0472033,0,0,0,0,0.04445,0,0,0,0,0,0,0.0357721,0,0.0301765,0.0370306,0,0,0.0187903,0,0,0.0474211,0.0481748,0.0292402,0.0308218,0.0202144,0.0204211,0.0365655,0.0322005,0.0417104,0.0368752,0.0381376,0.0411243,0.0274289,0.0313349,0.0166115,0.0571741,0.0190865,0.0208653,0.0315291,0,0.0251931,0.0457894,0,0,0.0133409,0,0,0.0213057,0.0470471,0.0371467,0.0428911,0.022111,0.0226639,0.0442607,0.0673071,0,0.0638832,0.0439557,0.0493433,0.0704452,0.0109999,0.0542425,0.0221985,0.057354,0.0626029,0,0,0,0,0,0,0.032884,0.0541393,0.0523777,0,0
777,0.0471684,0,0,0,0,0.0444869,0,0,0,0,0,0,0.0357359,0,0.0302761,0.0371736,0,0,0.0187306,0,0,0.0474704,0.0481957,0.0293505,0.0308966,0.0201896,0.0204592,0.0366447,0.032258,0.0417439,0.036934,0.0380115,0.041086,0.0274051,0.0313141,0.0166634,0.0570746,0.0190239,0.0207042,0.0316072,0,0.0253289,0.0457064,0,0,0.0133268,0,0,0.0212569,0.0470455,0.0373468,0.0431191,0.0220525,0.0226391,0.0443539,0.0672213,0,0.063823,0.0438322,0.0492101,0.0704185,0.0109877,0.054164,0.022283,0.0574243,0.0627183,0,0,0,0,0,0,0.0328645,0.0542683,0.0524195,0,0
