Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LWRA,IMUL_M,x78,x81,x80
885,0,0.0529877,0,0,0,0,0.0355255,0,0,0,0,0,0.0338438,0,0.0364437,0,0,0,0.0120456,0,0,0.0375598,0.119025,0.0428388,0.0297104,0.0175969,0.0363944,0.0210407,0.0267141,0.0357216,0.0514383,0.0410946,0.0296723,0.0319566,0.0191717,0.0288179,0.0200726,0.0479804,0.0200307,0.0199716,0,0.019744,0,0.0466676,0,0,0.0241698,0,0,0.0203558,0.0438774,0.0468755,0.0236769,0.0135328,0.0303601,0.0454157,0.0402224,0.0699137,0.0570098,0.0298817,0.0588956,0.0377755,0.0443773,0.069751,0.0270542,0.0421966,0.0193667,0.0127752,0.0395668,0.0677346,0,0,0,0,0,0,0,0,0
886,0,0.0524506,0,0,0,0,0.0354421,0,0,0,0,0,0.0338757,0,0.036455,0,0,0,0.0119463,0,0,0.03773,0.11902,0.0427627,0.0295382,0.0178416,0.0362918,0.0214165,0.0267782,0.0357055,0.0514412,0.04106,0.0296218,0.0319587,0.0191278,0.0287528,0.0200847,0.0478924,0.0199717,0.0202475,0,0.0198827,0,0.0466078,0,0,0.0243624,0,0,0.0205406,0.0438267,0.046833,0.0238356,0.0136435,0.0303286,0.0450409,0.0402424,0.0698116,0.0568683,0.0300225,0.0589784,0.0377516,0.0443688,0.0696488,0.0266738,0.0424512,0.0193717,0.0128167,0.0395408,0.0674231,0,0,0,0,0,0,0,0,0
887,0,0.0522312,0,0,0,0,0.0354526,0,0,0,0,0,0.0338848,0,0.0364299,0,0,0,0.0118861,0,0,0.0378383,0.118835,0.0426714,0.0293357,0.0178651,0.0362122,0.0217803,0.0268196,0.0356841,0.0514025,0.0410286,0.0295087,0.0319814,0.0190851,0.028658,0.0201346,0.047825,0.019913,0.0204469,0,0.0200108,0,0.0465228,0,0,0.0244486,0,0,0.0207426,0.0438055,0.0466847,0.0239231,0.0136861,0.0303169,0.0446851,0.040336,0.0697028,0.0568046,0.0300838,0.0590683,0.0377862,0.0443812,0.0695642,0.0262959,0.0425902,0.0193598,0.0128526,0.0395519,0.0672567,0,0,0,0,0,0,0,0,0
888,0,0.0520291,0,0,0,0,0.0354908,0,0,0,0,0,0.0338175,0,0.036397,0,0,0,0.0117463,0,0,0.037985,0.118718,0.0426735,0.0291324,0.0176489,0.0361028,0.0221397,0.0268747,0.0357182,0.0513459,0.0409673,0.0294452,0.0319986,0.0190418,0.0285547,0.0202792,0.0478023,0.0198251,0.0207038,0,0.0201287,0,0.0464371,0,0,0.0245097,0,0,0.0208941,0.0437855,0.0465568,0.0239834,0.0135716,0.030338,0.0443581,0.0404287,0.0696212,0.0567613,0.0302269,0.0591324,0.0379635,0.0444517,0.069517,0.0259153,0.0427542,0.0191398,0.012803,0.0396034,0.0671931,0,0,0,0,0,0,0,0,0
889,0,0.0519603,0,0,0,0,0.0354891,0,0,0,0,0,0.0337799,0,0.0363334,0,0,0,0.0116122,0,0,0.0381548,0.11872,0.0427065,0.0289344,0.0175003,0.0360038,0.022529,0.0269288,0.0358322,0.051309,0.0409648,0.0295536,0.0319117,0.018991,0.0284904,0.020398,0.0477976,0.0198099,0.020935,0,0.0201344,0,0.0463662,0,0,0.0244221,0,0,0.0210379,0.0437716,0.0464861,0.0240996,0.0135713,0.0303396,0.0440072,0.0404497,0.069513,0.0568061,0.0303441,0.0591674,0.0382529,0.0445298,0.0695342,0.0255487,0.0428524,0.0190292,0.0126526,0.0396872,0.0671814,0,0,0,0,0,0,0,0,0
890,0,0.0520391,0,0,0,0,0.0354878,0,0,0,0,0,0.0337414,0,0.0363338,0,0,0,0.0114478,0,0,0.0383716,0.118815,0.0427303,0.0287285,0.017416,0.0359449,0.0229244,0.0269567,0.0359355,0.0512943,0.0409354,0.0298991,0.0317771,0.0189305,0.0284558,0.0205098,0.047804,0.0198094,0.0210427,0,0.0201379,0,0.0464019,0,0,0.0242594,0,0,0.0210323,0.0437311,0.0464151,0.0242943,0.0135987,0.0303267,0.0436444,0.0402373,0.0693457,0.0569864,0.0303238,0.0591652,0.0384436,0.0446508,0.0695482,0.0253388,0.0429607,0.0188826,0.0125159,0.0398284,0.0670458,0,0,0,0,0,0,0,0,0
891,0,0.0521207,0,0,0,0,0.0355464,0,0,0,0,0,0.0337013,0,0.0363358,0,0,0,0.011315,0,0,0.0385167,0.118786,0.0427572,0.028561,0.0173286,0.0358851,0.0232391,0.0270086,0.0359729,0.051253,0.040927,0.0299867,0.0317582,0.0189357,0.028402,0.0206574,0.0478803,0.0197426,0.0210867,0,0.0201923,0,0.0464994,0,0,0.0240094,0,0,0.0209335,0.0436625,0.0462882,0.0245599,0.0135511,0.0302927,0.0432778,0.0399939,0.0692101,0.0570133,0.0302768,0.0590271,0.0384057,0.0447099,0.0695637,0.02518,0.0430668,0.0187504,0.0124073,0.0400322,0.0669083,0,0,0,0,0,0,0,0,0
892,0,0.0520099,0,0,0,0,0.035618,0,0,0,0,0,0.0336708,0,0.0362366,0,0,0,0.0111829,0,0,0.0386845,0.118645,0.0427494,0.0283961,0.017234,0.0358807,0.0235103,0.0271562,0.0359946,0.0511947,0.0409057,0.0299411,0.0318386,0.0189688,0.0283282,0.0208156,0.047992,0.0196939,0.0212471,0,0.0202771,0,0.0463585,0,0,0.0238976,0,0,0.0209304,0.0435512,0.0461776,0.0247827,0.0134597,0.0301883,0.0429681,0.0401431,0.069161,0.0569421,0.0301315,0.0589399,0.0381931,0.044672,0.0695186,0.0249324,0.043123,0.0186723,0.012286,0.0402342,0.0664457,0,0,0,0,0,0,0,0,0
893,0,0.0518562,0,0,0,0,0.0356145,0,0,0,0,0,0.0336555,0,0.0362065,0,0,0,0.0110852,0,0,0.0388319,0.118624,0.0427538,0.0282207,0.0170968,0.0359676,0.0237443,0.027323,0.0360492,0.0512029,0.0408861,0.0299184,0.0319069,0.0189925,0.0283004,0.020946,0.0481185,0.0196201,0.0213425,0,0.0203067,0,0.0460799,0,0,0.0237533,0,0,0.0209062,0.0435221,0.0460072,0.0250287,0.0134328,0.0301597,0.0426559,0.0401969,0.0690304,0.056836,0.0299277,0.0589206,0.0380947,0.0446322,0.0694569,0.0247093,0.0431282,0.0185431,0.0121924,0.0403474,0.0661263,0,0,0,0,0,0,0,0,0
894,0,0.0519772,0,0,0,0,0.0356968,0,0,0,0,0,0.0336875,0,0.0361593,0,0,0,0.0110431,0,0,0.0389439,0.118719,0.0428411,0.0280806,0.016949,0.0358118,0.0240133,0.0274461,0.0361411,0.0513034,0.0409168,0.0300209,0.0319535,0.0190169,0.0283395,0.021052,0.0483329,0.0195446,0.0214158,0,0.0203607,0,0.0458837,0,0,0.0234923,0,0,0.0207831,0.0434882,0.0458846,0.0251958,0.0134337,0.030069,0.042351,0.0401197,0.0688798,0.0567864,0.029835,0.0589488,0.0380694,0.0445868,0.0693883,0.0245016,0.0431493,0.0183771,0.0120716,0.0404926,0.0662848,0,0,0,0,0,0,0,0,0
895,0,0.052342,0,0,0,0,0.0357066,0,0,0,0,0,0.0340154,0,0.0364808,0,0,0,0.0111938,0,0,0.0388434,0.118255,0.043343,0.027034,0.0171194,0.0345957,0.0231325,0.0279275,0.0366665,0.051843,0.0413144,0.0299399,0.0315755,0.0188829,0.028544,0.0208625,0.0487855,0.0195224,0.0224782,0,0.0217636,0,0.0461209,0,0,0.0232618,0,0,0.0206998,0.0426118,0.0485335,0.0281767,0.0142101,0.0293895,0.0422733,0.0422065,0.0722477,0,0.0323895,0.0554057,0.034655,0.0416747,0.0665242,0.0227833,0.0431709,0.0181451,0.0118628,0.040943,0.0657801,0,0,0,0,0,0,0,0,0
896,0,0.0522563,0,0,0,0,0.0357522,0,0,0,0,0,0.0341617,0,0.0363855,0,0,0,0.0110744,0,0,0.0390094,0.118152,0.0434762,0.0269353,0.0170222,0.0344467,0.0233052,0.0278022,0.0367204,0.0520095,0.0414907,0.0299284,0.0316767,0.0190072,0.0287196,0.0208108,0.0488082,0.0194715,0.0224429,0,0.0218555,0,0.0460953,0,0,0.0231754,0,0,0.0207019,0.0425895,0.0485708,0.0283446,0.0142353,0.029235,0.0421158,0.0422403,0.0721071,0,0.0326594,0.0551925,0.0345478,0.0415883,0.0664342,0.0226585,0.0433008,0.0179968,0.0118232,0.041124,0.0653909,0,0,0,0,0,0,0,0,0
897,0,0.0521979,0,0,0,0,0.0357805,0,0,0,0,0,0.0343374,0,0.0362861,0,0,0,0.0111284,0,0,0.0390925,0.117976,0.0435573,0.0268977,0.0169516,0.0344181,0.023372,0.0278195,0.0367955,0.0521652,0.0416623,0.029732,0.0318211,0.0192044,0.0289427,0.0207196,0.0488496,0.0195348,0.0225,0,0.021851,0,0.0460051,0,0,0.0230073,0,0,0.0207334,0.0425121,0.0485054,0.0285135,0.0143688,0.0290702,0.0418032,0.0422746,0.0719314,0,0.0327626,0.0551151,0.0345301,0.0415521,0.0664105,0.0224797,0.0435149,0.0181046,0.0117846,0.0412849,0.0651091,0,0,0,0,0,0,0,0,0
898,0,0.0520158,0,0,0,0,0.0359243,0,0,0,0,0,0.0344603,0,0.0362851,0,0,0,0.0109181,0,0,0.0391954,0.11789,0.0437025,0.026928,0.0169067,0.0343188,0.0235111,0.0277854,0.0369104,0.0523201,0.0418201,0.0296971,0.0319253,0.0193523,0.0291674,0.0207376,0.0489351,0.0194145,0.0226807,0,0.0219156,0,0.0459461,0,0,0.0230002,0,0,0.0207009,0.0424783,0.0485278,0.0286471,0.0144842,0.0289497,0.0415396,0.0422965,0.0717931,0,0.0327254,0.0551361,0.034586,0.0415711,0.0663985,0.0222656,0.0438918,0.017707,0.0117567,0.0415641,0.0647755,0,0,0,0,0,0,0,0,0
899,0,0.0518422,0,0,0,0,0.0360056,0,0,0,0,0,0.0346273,0,0.036296,0,0,0,0.0108383,0,0,0.0391935,0.117876,0.0438566,0.0270095,0.0169541,0.0341925,0.0235556,0.0278018,0.0369969,0.0525375,0.0420144,0.0297881,0.0320263,0.0194727,0.0294088,0.0207157,0.0489725,0.0193245,0.0228011,0,0.0219752,0,0.0458956,0,0,0.0229117,0,0,0.0208436,0.0424812,0.0485098,0.0287085,0.0145169,0.0289161,0.041245,0.0423349,0.0717067,0,0.0326781,0.0551562,0.0346597,0.041599,0.0664103,0.0221177,0.0442392,0.0172417,0.0113313,0.0418113,0.0643666,0,0,0,0,0,0,0,0,0
900,0,0.0516591,0,0,0,0,0.0360933,0,0,0,0,0,0.0347927,0,0.0363137,0,0,0,0.0108555,0,0,0.0391848,0.117868,0.0440246,0.0270566,0.0170029,0.034102,0.023576,0.0278558,0.0371023,0.0527739,0.0422097,0.029881,0.0321454,0.0195738,0.0296264,0.0206879,0.0490921,0.0192394,0.0228302,0,0.0220127,0,0.0458663,0,0,0.0229499,0,0,0.0210982,0.0425117,0.0484637,0.0287286,0.014559,0.0288679,0.0409683,0.0424089,0.0716322,0,0.0328525,0.0551845,0.0346827,0.0416501,0.0664631,0.0220692,0.0445543,0.0167425,0.0107651,0.0420399,0.0639931,0,0,0,0,0,0,0,0,0
901,0,0.0515272,0,0,0,0,0.0362387,0,0,0,0,0,0.0349272,0,0.036312,0,0,0,0.010882,0,0,0.0391752,0.117886,0.0442024,0.0270867,0.0169934,0.0340044,0.0236647,0.0278899,0.0371953,0.0530294,0.0424182,0.029916,0.0322867,0.0196983,0.0297981,0.0206405,0.0492709,0.0191675,0.0229311,0,0.0220467,0,0.0457981,0,0,0.0230135,0,0,0.0212485,0.0425403,0.0484761,0.0286611,0.014613,0.0287673,0.0407156,0.0424675,0.0715578,0,0.0329003,0.055208,0.0347556,0.04168,0.0664602,0.021965,0.0448351,0.0162418,0.0102579,0.042278,0.0637377,0,0,0,0,0,0,0,0,0
902,0,0.0513099,0,0,0,0,0.0364277,0,0,0,0,0,0.0350996,0,0.036271,0,0,0,0.0109147,0,0,0.0391565,0.11769,0.0443953,0.0270623,0.0169333,0.0339346,0.0236871,0.0278402,0.0372676,0.0532287,0.0426264,0.0298877,0.0324357,0.0198485,0.0299727,0.0205853,0.0494701,0.0191202,0.0228705,0,0.0220911,0,0.045724,0,0,0.023108,0,0,0.0212837,0.0426089,0.0483725,0.0287417,0.0146401,0.0286008,0.0404813,0.0424833,0.0715082,0,0.0327268,0.0552893,0.0348325,0.0417056,0.0664093,0.021945,0.0450281,0.0157779,0.00984922,0.0425496,0.0634997,0,0,0,0,0,0,0,0,0
903,0,0.0509868,0,0,0,0,0.0365891,0,0,0,0,0,0.0353258,0,0.0361966,0,0,0,0.0109405,0,0,0.03911,0.117512,0.0445387,0.0270458,0.0168741,0.0338777,0.0236764,0.0277687,0.0373611,0.0534213,0.0428416,0.0299283,0.0325948,0.0199796,0.0301492,0.0205753,0.0496729,0.0190986,0.0228718,0,0.0221375,0,0.0456875,0,0,0.0230643,0,0,0.0211661,0.0426199,0.0483667,0.0287867,0.0146292,0.0283708,0.0402122,0.0425565,0.071512,0,0.0327452,0.0553362,0.0349132,0.0417212,0.0664201,0.0219528,0.0450975,0.0153574,0.00946348,0.0428171,0.0631698,0,0,0,0,0,0,0,0,0
904,0,0.0507527,0,0,0,0,0.0367681,0,0,0,0,0,0.0355963,0,0.0360471,0,0,0,0.0110147,0,0,0.0390626,0.11747,0.0446939,0.0271916,0.0168394,0.0338348,0.0236432,0.0277688,0.0374871,0.0535355,0.0429107,0.0300273,0.0327338,0.0200144,0.0302834,0.0205959,0.0499469,0.019008,0.0229226,0,0.0221358,0,0.0455712,0,0,0.0220545,0,0,0.0234978,0.0425613,0.0484088,0.0287704,0.0145333,0.0284126,0.0396756,0.0427974,0.0715966,0,0.0329497,0.055244,0.0349707,0.0416899,0.0663727,0.0219913,0.0452348,0.010826,0,0.0430518,0.0624325,0,0,0,0,0,0,0,0,0
905,0,0.0506229,0,0,0,0,0.0368995,0,0,0,0,0,0.0357399,0,0.0358899,0,0,0,0.0110434,0,0,0.039069,0.1175,0.0448087,0.0272262,0.0168748,0.033834,0.0236876,0.0276431,0.0375518,0.053693,0.0430513,0.0301706,0.0328635,0.0201078,0.0304273,0.0205232,0.0501886,0.0189279,0.0228016,0,0.0220119,0,0.0455362,0,0,0.0220442,0,0,0.0232014,0.0425827,0.0483835,0.0286723,0.0144922,0.0287386,0.0392211,0.0428156,0.0715793,0,0.0329959,0.0552244,0.0350052,0.0417353,0.0662845,0.0221056,0.0455215,0.0107011,0,0.0432271,0.0615385,0,0,0,0,0,0,0,0,0
906,0,0.0507973,0,0,0,0,0.0369177,0,0,0,0,0,0.0359667,0,0.0358902,0,0,0,0.011254,0,0,0.03892,0.117549,0.044956,0.0273933,0.0169529,0.0337513,0.0237936,0.0276002,0.0376601,0.0537896,0.0431205,0.030232,0.0328984,0.0200999,0.0304515,0.0206083,0.0507583,0.0189128,0.0228037,0,0.0220196,0,0.0451878,0,0,0.0164067,0,0,0,0.0425176,0.0483547,0.0286706,0.0143993,0.028818,0.0382177,0.0428452,0.0716686,0,0.0330271,0.0552254,0.0348904,0.0416869,0.0661388,0.0221182,0.0453322,0.00809834,0,0.0433217,0.0616428,0,0,0,0,0,0,0,0,0
907,0,0.0507872,0,0,0,0,0.0369763,0,0,0,0,0,0.0360948,0,0.035745,0,0,0,0.0115962,0,0,0.0387211,0.11734,0.0448747,0.0272141,0.0168024,0.033497,0.0239221,0.0274211,0.0376335,0.0539134,0.0433024,0.030478,0.0330078,0.0202591,0.0305673,0.0205893,0.0510054,0.0191195,0.022876,0,0.0219513,0,0.0451222,0,0,0.0180112,0,0,0,0.0425824,0.0482502,0.0287184,0.0143496,0.0286147,0.0381066,0.0426944,0.0715718,0,0.0329744,0.0553653,0.0349841,0.0418206,0.0660828,0.0220959,0.0452612,0.00940046,0.0132618,0.0434214,0.0612728,0,0,0,0,0,0,0,0,0
908,0,0.0502389,0,0,0,0,0.0373023,0,0,0,0,0,0.0359872,0,0.0352228,0,0,0,0.0114729,0,0,0.0388287,0.117618,0.0445326,0.0279356,0.016415,0.0343318,0.0250419,0.0266404,0.0371831,0.0536572,0.0431119,0.0308789,0.0335285,0.0205715,0.0304867,0.0207201,0.0509144,0.0190202,0.0218215,0,0.0205197,0,0.0447404,0,0,0.0179421,0,0,0,0.043419,0.0454259,0.026008,0.01336,0.0290116,0.037513,0.0407365,0.0682157,0.0553611,0.0305523,0.0588571,0.0383929,0.0447822,0.068861,0.0234328,0.0456487,0.00921842,0.0131556,0.0432935,0.06182,0,0,0,0,0,0,0,0,0
909,0,0.0493135,0,0,0,0,0.0381634,0,0,0,0,0,0.0361576,0,0.0350385,0,0,0,0.0115113,0,0,0.0387208,0.117643,0.0446245,0.0281243,0.0164719,0.0343149,0.0250625,0.0267695,0.0372691,0.0537146,0.0430764,0.0308495,0.0335386,0.0205726,0.030464,0.0207155,0.0512181,0.0187082,0.0219357,0,0.020693,0,0.0449046,0,0,0.0224723,0,0,0.0210126,0.0432506,0.0454958,0.0260879,0.0132788,0.0287789,0.0372668,0.040922,0.0683549,0.0554675,0.0304411,0.0587227,0.0382725,0.044688,0.0687432,0.023355,0.0469316,0.0127878,0.00752713,0.043974,0.0614126,0,0,0,0,0,0,0,0,0
910,0,0.048942,0,0,0,0,0.0384142,0,0,0,0,0,0.0363501,0,0.0349915,0,0,0,0.0117623,0,0,0.0382703,0.117865,0.0445298,0.0280877,0.0164439,0.0342194,0.025112,0.0266994,0.0372622,0.0537673,0.0431026,0.0309229,0.0337008,0.0206423,0.0304927,0.0205827,0.0514419,0.018946,0.0220955,0,0.0207241,0,0.0449682,0,0,0.0228312,0,0,0.0206152,0.0432144,0.0454741,0.0261098,0.0133342,0.0287221,0.0368374,0.0408251,0.0683326,0.0554603,0.0305235,0.0586903,0.0382663,0.044734,0.0687209,0.0232468,0.0473311,0.0124659,0.00765617,0.0442441,0.0613789,0,0,0,0,0,0,0,0,0
911,0,0.0483277,0,0,0,0,0.038754,0,0,0,0,0,0.0380209,0,0.0342974,0,0,0,0.0116732,0,0,0.0378667,0.118688,0.0423497,0.0277826,0.016629,0.034112,0.024722,0.0268309,0.0368067,0.052971,0.0429729,0.0314673,0.0342664,0.0210917,0.030849,0.018048,0.0518404,0.0188891,0.0229852,0,0.0206804,0,0.0450997,0,0,0.0241708,0,0,0.0206618,0.0428647,0.0452019,0.0263601,0.0134745,0.0287418,0.0361723,0.0406725,0.0684606,0.0550119,0.030196,0.0592927,0.0387795,0.0451161,0.0689496,0.022743,0.0481729,0.017601,0.0120743,0.0444329,0.0612284,0,0,0,0,0,0,0,0,0
912,0,0.0478254,0,0,0,0,0.0392821,0,0,0,0,0,0.0366279,0,0.0349294,0,0,0,0.0120059,0,0,0.0378735,0.117534,0.0445589,0.0281547,0.0164267,0.0340528,0.0252217,0.0267118,0.0372517,0.0539342,0.0434103,0.0310467,0.0337964,0.020708,0.0305895,0.0204332,0.051935,0.0186624,0.0222425,0,0.020776,0,0.0448827,0,0,0.0229902,0,0,0.0204884,0.0431932,0.0454817,0.0261361,0.0133672,0.0284779,0.0359086,0.040691,0.0683196,0.0553589,0.0307588,0.058741,0.0382726,0.0446833,0.068639,0.0231311,0.0481081,0.0126907,0.00757295,0.0451025,0.061144,0,0,0,0,0,0,0,0,0
913,0,0.0474079,0,0,0,0,0.0397185,0,0,0,0,0,0.0367008,0,0.0349592,0,0,0,0.0122283,0,0,0.0377074,0.117385,0.0446802,0.0282401,0.016431,0.0340103,0.0252778,0.0267929,0.0373085,0.0541004,0.0434843,0.0310329,0.0338117,0.0206842,0.0306515,0.0205132,0.0520532,0.0186802,0.0221636,0,0.0208146,0,0.0448261,0,0,0.022561,0,0,0.0206253,0.0432167,0.0454785,0.0261034,0.0133731,0.0283413,0.0354962,0.0408218,0.0682623,0.0552672,0.0308481,0.0586896,0.0381326,0.0446213,0.0685388,0.0231483,0.0482838,0.0131874,0.00725965,0.0455775,0.0609205,0,0,0,0,0,0,0,0,0
914,0,0.0469889,0,0,0,0,0.0401741,0,0,0,0,0,0.0368105,0,0.0349559,0,0,0,0.0124136,0,0,0.0375469,0.117507,0.0447716,0.0282884,0.0164233,0.0339874,0.0252824,0.026876,0.0373853,0.0542326,0.0435501,0.0310174,0.0339766,0.0207026,0.0307503,0.0204983,0.0522006,0.0187036,0.022105,0,0.0208558,0,0.0447443,0,0,0.0226858,0,0,0.020911,0.043253,0.0455229,0.0260495,0.0134216,0.0282711,0.035145,0.0407869,0.0681687,0.0551764,0.0307531,0.0586521,0.0381093,0.0446607,0.0685209,0.0231084,0.0484845,0.0134022,0.00714643,0.0460594,0.0607052,0,0,0,0,0,0,0,0,0
915,0,0.0468979,0,0,0,0,0.0403291,0,0,0,0,0,0.0368827,0,0.0350713,0,0,0,0.0125188,0,0,0.0373795,0.117471,0.0448295,0.028337,0.0163924,0.034089,0.0253522,0.0268871,0.0374994,0.0544303,0.043657,0.0310744,0.034207,0.0207917,0.0308895,0.0204131,0.0523829,0.0186368,0.0219275,0,0.0206532,0,0.0445937,0,0,0.0207778,0,0,0.0162594,0.0433712,0.0454486,0.0258252,0.0135351,0.028364,0.0344379,0.0406841,0.0679827,0.0550355,0.030715,0.0587492,0.0382932,0.0448446,0.0684252,0.0231292,0.048421,0,0.00779332,0.0462893,0.060823,0,0,0,0,0,0,0,0,0
916,0,0.0460788,0,0,0,0,0.0411002,0,0,0,0,0,0.037013,0,0.0349979,0,0,0,0.0126997,0,0,0.0371303,0.117418,0.0449095,0.0284786,0.0164796,0.0340361,0.0253777,0.0270145,0.0375938,0.0544891,0.0437185,0.0311584,0.0341154,0.0208198,0.0308825,0.020525,0.052533,0.0187573,0.0221516,0,0.0208809,0,0.0445638,0,0,0.022359,0,0,0.0204453,0.0432621,0.0455595,0.0259834,0.0134676,0.0281856,0.0344242,0.040816,0.068119,0.0551018,0.0309276,0.0586654,0.0382131,0.0447373,0.068309,0.0229988,0.0488354,0.0131987,0.00709499,0.047129,0.0608015,0,0,0,0,0,0,0,0,0
917,0,0.0458848,0,0,0,0,0.0412986,0,0,0,0,0,0.037059,0,0.0351395,0,0,0,0.0127857,0,0,0.0368999,0.117312,0.0448979,0.028356,0.0164227,0.0340729,0.0255877,0.0268522,0.0375774,0.0546555,0.043879,0.0313028,0.0341272,0.0209383,0.0310349,0.0204738,0.0527401,0.0187767,0.0219638,0,0.0207194,0,0.0442438,0,0,0.0176071,0,0,0,0.0434283,0.0454242,0.0258867,0.0135879,0.0282714,0.0342804,0.0407809,0.0679362,0.0549461,0.0310878,0.0587301,0.0384052,0.0448201,0.0681637,0.0230727,0.0482999,0.00843076,0.0114189,0.0475461,0.0609567,0,0,0,0,0,0,0,0,0
918,0,0.0447639,0,0,0,0,0.0421634,0,0,0,0,0,0.0372478,0,0.0349797,0,0,0,0.0129446,0,0,0.0367599,0.117264,0.045047,0.0286076,0.0164921,0.0341217,0.0256189,0.0270352,0.0376882,0.0546952,0.0439174,0.0313294,0.0341017,0.0209089,0.0311015,0.020585,0.0527207,0.0189251,0.0220953,0,0.0209265,0,0.0443505,0,0,0.0221853,0,0,0.0202769,0.0432464,0.0454698,0.0258301,0.0134464,0.028039,0.0341178,0.0409591,0.0680529,0.0549832,0.0309337,0.0586172,0.0382026,0.0446116,0.068034,0.0229865,0.0489679,0.0123209,0.0067739,0.0484832,0.0604867,0,0,0,0,0,0,0,0,0
919,0,0.0440643,0,0,0,0,0.0427306,0,0,0,0,0,0.0374073,0,0.0349661,0,0,0,0.0130899,0,0,0.0366678,0.117199,0.0451594,0.0286426,0.0165177,0.0341195,0.0258643,0.0270775,0.0377852,0.0547874,0.0440018,0.0314142,0.0341766,0.0209817,0.0311664,0.0206316,0.052795,0.0190265,0.0220968,0,0.0209344,0,0.0441929,0,0,0.0220597,0,0,0.0204353,0.0431984,0.0454888,0.0258016,0.0134662,0.0279603,0.0340522,0.0409666,0.0680341,0.0549352,0.0308288,0.0585859,0.0381366,0.0445835,0.0680659,0.0229619,0.0490203,0.0118566,0.00651286,0.0492393,0.0601855,0,0,0,0,0,0,0,0,0
920,0,0.0435277,0,0,0,0,0.0432752,0,0,0,0,0,0.0374957,0,0.0349597,0,0,0,0.0132528,0,0,0.0366786,0.11702,0.0452455,0.02867,0.016568,0.0340216,0.026207,0.0271485,0.0378734,0.0548958,0.044108,0.0315085,0.0342883,0.0210913,0.0312158,0.0205939,0.0528003,0.0191428,0.0220892,0,0.0209811,0,0.0439305,0,0,0.0217235,0,0,0.0203276,0.043167,0.0454993,0.0257745,0.0135179,0.0278913,0.0340408,0.040987,0.068029,0.0548714,0.0309838,0.0585392,0.038162,0.0445432,0.068075,0.0229468,0.0490148,0.011304,0.00638646,0.0499918,0.0598972,0,0,0,0,0,0,0,0,0
921,0,0.0429422,0,0,0,0,0.0438775,0,0,0,0,0,0.0375544,0,0.0349972,0,0,0,0.0133584,0,0,0.0367057,0.11673,0.0453095,0.028738,0.0166223,0.0340123,0.0265474,0.0272127,0.0379578,0.0549671,0.0441606,0.0316187,0.0343869,0.021168,0.0312599,0.0205667,0.0527534,0.0193187,0.0220723,0,0.0210834,0,0.0436597,0,0,0.0210841,0,0,0.0199715,0.04315,0.0455313,0.0257472,0.0135859,0.0278282,0.0340553,0.0410632,0.0680231,0.0548363,0.0311457,0.0585412,0.0382196,0.0444449,0.0681041,0.0229494,0.0490643,0.0108777,0.00622087,0.0507773,0.0596766,0,0,0,0,0,0,0,0,0
922,0,0.0423464,0,0,0,0,0.0444822,0,0,0,0,0,0.0376232,0,0.034964,0,0,0,0.0134403,0,0,0.0367323,0.116637,0.0454097,0.0287774,0.0165958,0.0340998,0.0269216,0.0272133,0.0380247,0.0549746,0.0441893,0.0316614,0.0344463,0.0212055,0.031346,0.0205957,0.0527387,0.0195209,0.0220578,0,0.0211721,0,0.0434372,0,0,0.0203367,0,0,0.0196748,0.0431323,0.0455766,0.025607,0.0136577,0.0277443,0.0341633,0.0411425,0.067985,0.0548054,0.031234,0.0585067,0.0383611,0.0444073,0.0681581,0.0229248,0.0490765,0.011163,0.0058844,0.0514976,0.0594064,0,0,0,0,0,0,0,0,0
923,0,0.0416107,0,0,0,0,0.0450918,0,0,0,0,0,0.0376926,0,0.0349803,0,0,0,0.0134993,0,0,0.0367864,0.116665,0.0454882,0.0287961,0.0165999,0.0340463,0.0273419,0.0272357,0.038083,0.0549279,0.0442309,0.0316863,0.0344704,0.0212408,0.0314629,0.0206613,0.0526922,0.0197355,0.022012,0,0.0212505,0,0.0431918,0,0,0.019797,0,0,0.0196232,0.0431313,0.0455921,0.0255833,0.0137553,0.0276962,0.0342348,0.041174,0.0679454,0.0547857,0.0312925,0.0584448,0.0384505,0.0443811,0.0682539,0.022888,0.0490678,0.0112147,0.00574097,0.0521825,0.0590754,0,0,0,0,0,0,0,0,0
