Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LTIBI,,RTHI,RTHII,x74,x80,x78,x82
761,0.0475214,0,0,0,0,0.0408422,0,0,0,0,0,0,0.0523246,0.0287374,0.0648853,0,0,0.0123756,0,0,0.041123,0.160675,0.0635655,0.0334002,0.0359084,0.0401487,0.0320282,0.145454,0.0569387,0.0781032,0.0642225,0.0380187,0.0282418,0.0595077,0.0101855,0.0626673,0,0.0249138,0.0262992,0,0.0245331,0,0.0387654,0,0,0.0131854,0,0,0.0227704,0.0510916,0.0501372,0.0355961,0.0215329,0.0380626,0.0430586,0.0715205,0.0392358,0.0475159,0.0293731,0.0351797,0.0590548,0.0162694,0.0479076,0.0267132,0.0209719,0.0503581,0.0652093,0,0,0,0.0358377,0,0,0,0,0,0,0
762,0.0462942,0,0,0,0,0.0412984,0,0,0,0,0,0,0.0501849,0.0281149,0.0666076,0,0,0.0108593,0,0,0.0419825,0.154117,0.0624139,0.0364603,0.031897,0.0453427,0.0329431,0.144437,0.0549384,0.0762564,0.061515,0.0357599,0.0267023,0.0567228,0.00991834,0.0615477,0,0.0243108,0.0274279,0,0.0224195,0.0659993,0.0392396,0,0,0.0132894,0,0,0.0233773,0.0603282,0.0418504,0.0233231,0.0193309,0.0454115,0.0426756,0.0607773,0.0377791,0.0540529,0.0351907,0.0408258,0.0645326,0.0142559,0.0481195,0.0265929,0.0208482,0.0485633,0.0691379,0,0,0,0.0341558,0,0,0.0540638,0,0,0,0
763,0.0475219,0,0,0,0,0.040866,0,0,0,0,0,0,0.0520609,0.0286724,0.0649111,0,0,0.0124369,0,0,0.0411427,0.159549,0.063498,0.0337137,0.0358886,0.0402069,0.0321463,0.146255,0.0567525,0.0781457,0.0642718,0.0380454,0.0282289,0.0593821,0.00988316,0.0627302,0,0.0249151,0.0263163,0,0.0245111,0,0.0385931,0,0,0.0132216,0,0,0.0227791,0.050097,0.0500874,0.0356814,0.0214408,0.0378203,0.04284,0.0717357,0.0391073,0.047365,0.0293385,0.0351348,0.0588749,0.0161788,0.0479456,0.0268382,0.0211783,0.0502794,0.0651189,0,0,0,0.0358378,0,0,0,0,0,0,0
764,0.0463686,0,0,0,0,0.0412389,0,0,0,0,0,0,0.0499262,0.0280971,0.0666208,0,0,0.0109634,0,0,0.0419818,0.152765,0.0621713,0.0367228,0.0319764,0.0454998,0.033038,0.145114,0.0547527,0.0763022,0.0616663,0.0358241,0.0267191,0.0566502,0.00980741,0.0616207,0,0.0244167,0.0272467,0,0.0222927,0.0661883,0.0392054,0,0,0.0133588,0,0,0.0233882,0.05982,0.0418171,0.0231889,0.0193699,0.0453123,0.0424903,0.0609697,0.0376095,0.0539889,0.0352179,0.0408923,0.0642041,0.0143124,0.0481836,0.026708,0.0209368,0.0484061,0.0691231,0,0,0,0.0341906,0,0,0.0541351,0,0,0,0
765,0.0474835,0,0,0,0,0.0407725,0,0,0,0,0,0,0.0509805,0.0287327,0.0661577,0,0,0.0115054,0,0,0.0415361,0.157319,0.062847,0.0362049,0.0355131,0.042516,0.0332382,0.146491,0.0562875,0.0783016,0.0644842,0.0377623,0.0279913,0.0587842,0.00976854,0.0618897,0,0.0248015,0.0245254,0,0.02217,0,0.038612,0,0,0.0133347,0,0,0.0226364,0.0527652,0.0458997,0.0321682,0.0186793,0.0400645,0.0429407,0.0672305,0.0362451,0.0514255,0.0328042,0.0387211,0.0623633,0.016842,0.047747,0.0266512,0.0209883,0.0494635,0.0669356,0,0,0,0.035639,0,0,0.0583837,0,0,0,0
766,0.0474996,0,0,0,0,0.0407041,0,0,0,0,0,0,0.0506717,0.0287594,0.0661649,0,0,0.0115901,0,0,0.0414738,0.157149,0.0627472,0.0362925,0.0355625,0.0424911,0.0332313,0.14683,0.0562433,0.0783407,0.0645217,0.0377811,0.028014,0.0586572,0.00971145,0.0619144,0,0.0248485,0.0246342,0,0.0221406,0,0.038563,0,0,0.0134045,0,0,0.0226191,0.0537726,0.0459356,0.0325456,0.0185169,0.0399032,0.0429205,0.0674707,0.036173,0.0514364,0.0327856,0.0387148,0.0625857,0.0167717,0.0477713,0.0267039,0.0210258,0.0494254,0.0668954,0,0,0,0.0356387,0,0,0.0583927,0,0,0,0
767,0.0463999,0,0,0,0,0.0411072,0,0,0,0,0,0,0.0493835,0.0281104,0.0665597,0,0,0.0111698,0,0,0.0418668,0.151582,0.0619433,0.0370403,0.032111,0.0455553,0.0330964,0.146168,0.0545641,0.0763544,0.0618134,0.0358565,0.0267321,0.056393,0.00972442,0.0616938,0,0.02452,0.0274588,0,0.0222394,0.0665296,0.0391046,0,0,0.0134899,0,0,0.0234247,0.0614616,0.0419049,0.0237098,0.0190305,0.0449471,0.0423816,0.0615447,0.0373062,0.053983,0.0351691,0.040906,0.0645936,0.0141716,0.0482625,0.0268979,0.0211024,0.0482738,0.0689789,0,0,0,0.0341726,0,0,0.0542259,0,0,0,0
768,0.0475613,0,0,0,0,0.0406467,0,0,0,0,0,0,0.0503843,0.0287965,0.0661624,0,0,0.0116848,0,0,0.0413965,0.155855,0.0626328,0.0368859,0.0355598,0.0425775,0.0333756,0.147514,0.0561668,0.0783831,0.0646755,0.0378032,0.0280172,0.0586092,0.00962606,0.0619786,0,0.0249542,0.0246326,0,0.0220657,0,0.0386137,0,0,0.013512,0,0,0.0226656,0.0535125,0.0459791,0.0327881,0.0183842,0.0397231,0.0427363,0.0677461,0.0360717,0.0514011,0.032811,0.0388636,0.0625839,0.0167693,0.0478306,0.0268422,0.0212091,0.0492988,0.066808,0,0,0,0.035645,0,0,0.058457,0,0,0,0
769,0.047543,0,0,0,0,0.0405989,0,0,0,0,0,0,0.0501463,0.0287823,0.0662177,0,0,0.0117244,0,0,0.0413428,0.155298,0.062468,0.0368248,0.0355963,0.0427746,0.0334326,0.147847,0.0561107,0.0784369,0.064793,0.03784,0.028017,0.0585909,0.00964812,0.0620014,0,0.0250055,0.0244929,0,0.0219804,0,0.0386964,0,0,0.0136096,0,0,0.0226581,0.0529397,0.0459477,0.0328335,0.0183658,0.0397348,0.0426575,0.0677418,0.0359926,0.0514473,0.032763,0.0389291,0.0625415,0.0168341,0.047895,0.0269244,0.0212855,0.0491695,0.0668253,0,0,0,0.0356754,0,0,0.058438,0,0,0,0
770,0.0464021,0,0,0,0,0.0409629,0,0,0,0,0,0,0.048675,0.0281412,0.0666385,0,0,0.0113147,0,0,0.041705,0.149764,0.0615327,0.0365265,0.032159,0.0461415,0.033233,0.147257,0.0543432,0.0764551,0.0620996,0.0358982,0.0266945,0.0561908,0.00980455,0.0618064,0,0.0247332,0.0268496,0,0.0219844,0.0668018,0.0391413,0,0,0.0137511,0,0,0.023437,0.05967,0.0417399,0.0236668,0.0189341,0.0450158,0.0421046,0.0615245,0.0370346,0.0541571,0.0353004,0.0405664,0.0644375,0.0144655,0.0484308,0.0271271,0.0213321,0.0478949,0.0690339,0,0,0,0.0341666,0,0,0.0541328,0,0,0,0
771,0.0475503,0,0,0,0,0.0404097,0,0,0,0,0,0,0.0490883,0.0288896,0.0663513,0,0,0.0120075,0,0,0.0411817,0.154342,0.0621645,0.0351108,0.0355096,0.0435235,0.0333899,0.148683,0.0558311,0.0785071,0.0649417,0.0378073,0.0279019,0.0582254,0.00960466,0.0622713,0,0.0252161,0.0238163,0,0.0216918,0,0.0384036,0,0,0.0138646,0,0,0.0226633,0.0522265,0.0454591,0.0325106,0.0180754,0.0399499,0.0423361,0.0675087,0.0356487,0.0518258,0.0331085,0.036989,0.0629587,0.017294,0.0480146,0.027189,0.0215968,0.0487707,0.0668972,0,0,0,0.0356295,0,0,0.058124,0,0,0,0
772,0.046445,0,0,0,0,0.0408237,0,0,0,0,0,0,0.04812,0.028266,0.0666398,0,0,0.0114638,0,0,0.0415588,0.148634,0.06138,0.0360986,0.0321886,0.0465446,0.0333163,0.14807,0.0541892,0.0765701,0.0622657,0.0359297,0.0267346,0.0560671,0.00996771,0.0618802,0,0.0247971,0.0263168,0,0.0217756,0.0668729,0.0389474,0,0,0.0138804,0,0,0.0234866,0.0590008,0.0416083,0.0238279,0.0188178,0.0450397,0.041986,0.0614015,0.0367112,0.0542924,0.0354439,0.0385342,0.0648793,0.0147878,0.0484504,0.027268,0.0216214,0.0476603,0.0691226,0,0,0,0.0341793,0,0,0.0539423,0,0,0,0
773,0.0463747,0,0,0,0,0.0407994,0,0,0,0,0,0,0.0477559,0.0282816,0.066692,0,0,0.0116581,0,0,0.0415552,0.147968,0.0614271,0.0350029,0.0321149,0.0469384,0.0333237,0.148568,0.0540412,0.0765655,0.0624588,0.0359197,0.0266605,0.0560288,0.00990233,0.0620432,0,0.024847,0.0264219,0,0.0217644,0.0668902,0.0388743,0,0,0.0139667,0,0,0.0236254,0.0589465,0.0414882,0.0236604,0.0188402,0.0451395,0.0417552,0.0615258,0.0365443,0.0542594,0.0353744,0.0391183,0.0647166,0.0147145,0.0486096,0.0274529,0.0218283,0.0475264,0.0690931,0,0,0,0.0341688,0,0,0.0539181,0,0,0,0
774,0.0464152,0,0,0,0,0.0407173,0,0,0,0,0,0,0.0475117,0.0283101,0.0667343,0,0,0.0117376,0,0,0.0414432,0.147479,0.0612733,0.0341685,0.0321873,0.0471186,0.0332819,0.148963,0.0539757,0.0766311,0.0625884,0.0359132,0.0266409,0.0559434,0.00998583,0.0621083,0,0.0249708,0.0264924,0,0.0216661,0.0670627,0.038898,0,0,0.0140915,0,0,0.0236224,0.0594858,0.0414505,0.0236659,0.0187935,0.0451246,0.0416851,0.0616896,0.0364938,0.054296,0.0353392,0.0400966,0.0646454,0.0146569,0.0487695,0.0275352,0.0218723,0.0474191,0.0690077,0,0,0,0.0341004,0,0,0.0539637,0,0,0,0
775,0.0464775,0,0,0,0,0.0406447,0,0,0,0,0,0,0.0471949,0.0282632,0.0667711,0,0,0.0117865,0,0,0.0413547,0.147041,0.0610663,0.0340654,0.0322464,0.0473252,0.03331,0.149286,0.0538947,0.0766512,0.062665,0.0359385,0.0266537,0.055908,0.0101333,0.0621733,0,0.0250212,0.0262879,0,0.0215782,0.0670481,0.0388618,0,0,0.0142083,0,0,0.0235869,0.0586662,0.0413339,0.0235516,0.0186305,0.0451839,0.0415886,0.0615864,0.0363409,0.0544853,0.0354147,0.0393305,0.0649328,0.0146947,0.0487717,0.0276157,0.0218966,0.0473107,0.0690354,0,0,0,0.0341362,0,0,0.0539127,0,0,0,0
776,0.0463956,0,0,0,0,0.0406508,0,0,0,0,0,0,0.0469593,0.0282753,0.0667407,0,0,0.0118525,0,0,0.0413406,0.146519,0.0609656,0.0343223,0.032179,0.0473661,0.0333544,0.149613,0.0538169,0.07661,0.0626287,0.03589,0.0266297,0.055771,0.0101827,0.0622134,0,0.0250488,0.0261511,0,0.0215587,0.0670508,0.0387987,0,0,0.0142678,0,0,0.0236076,0.0579815,0.0413171,0.0236345,0.0185973,0.045138,0.0414683,0.0615604,0.0362331,0.0544749,0.035392,0.0387107,0.0649755,0.0147801,0.0488197,0.0277032,0.0219594,0.0473052,0.0690667,0,0,0,0.0341336,0,0,0.0539104,0,0,0,0
777,0.0464174,0,0,0,0,0.0405886,0,0,0,0,0,0,0.0465558,0.0283333,0.0666016,0,0,0.0119453,0,0,0.0412992,0.14606,0.0609208,0.0350604,0.0320866,0.0472916,0.0334093,0.149979,0.0537699,0.0765895,0.0625692,0.0358603,0.0266822,0.0556232,0.0103568,0.062222,0,0.025115,0.0259647,0,0.0215462,0.0671415,0.0387252,0,0,0.0143275,0,0,0.0236028,0.0578441,0.04141,0.0235283,0.0185519,0.0450147,0.0414076,0.0615875,0.0361391,0.0544233,0.0354337,0.0385422,0.0650434,0.0149649,0.0488579,0.027764,0.0220451,0.04726,0.0689992,0,0,0,0.0341047,0,0,0.0539138,0,0,0,0
778,0.0476627,0,0,0,0,0.0400155,0,0,0,0,0,0,0.047994,0.028946,0.0664543,0,0,0.012387,0,0,0.0409152,0.150897,0.0617314,0.0364908,0.0355746,0.044157,0.0338468,0.151072,0.0555822,0.0786723,0.065439,0.0379093,0.0279581,0.0581005,0.00999137,0.0624262,0,0.0254955,0.0234082,0,0.0212849,0,0.038144,0,0,0.0142949,0,0,0.0227656,0.0508141,0.0452571,0.0328175,0.0177624,0.0397136,0.0418615,0.0677697,0.0350318,0.0519713,0.0331636,0.036545,0.0631348,0.0174406,0.048372,0.0276146,0.0221346,0.0482613,0.0667533,0,0,0,0.0357356,0,0,0.0580338,0,0,0,0
779,0.0464744,0,0,0,0,0.0404789,0,0,0,0,0,0,0.0463268,0.0283687,0.0664382,0,0,0.0120173,0,0,0.0412881,0.145207,0.0607434,0.0366094,0.0320762,0.0470025,0.0334343,0.150596,0.0536986,0.0765149,0.062544,0.0359073,0.0268007,0.0555167,0.0106215,0.0621922,0,0.0251536,0.0259802,0,0.0214517,0.0675652,0.0386692,0,0,0.014362,0,0,0.023665,0.0593708,0.0416011,0.0240427,0.0185402,0.0446542,0.041457,0.0619684,0.0362216,0.0542225,0.035323,0.0390417,0.0647041,0.0148797,0.0488715,0.0277152,0.0220596,0.047214,0.0687667,0,0,0,0.0341017,0,0,0.0540892,0,0,0,0
780,0.0476556,0,0,0,0,0.0399069,0,0,0,0,0,0,0.0475402,0.0290632,0.0664643,0,0,0.0125975,0,0,0.0408429,0.149944,0.0615869,0.0358548,0.0355456,0.04428,0.0337722,0.151673,0.0554644,0.0786714,0.0655681,0.0379541,0.0279867,0.0579792,0.0102204,0.0625909,0,0.0256349,0.0237393,0,0.0212946,0,0.0380964,0,0,0.0144246,0,0,0.0228449,0.0517585,0.0453889,0.0337165,0.0178271,0.0396443,0.0417743,0.0680888,0.0351042,0.0518528,0.0330375,0.0379137,0.0628537,0.0172057,0.0484738,0.0277034,0.0222367,0.0480823,0.0667624,0,0,0,0.0357748,0,0,0.0581661,0,0,0,0
781,0.04645,0,0,0,0,0.0403905,0,0,0,0,0,0,0.0459295,0.0285079,0.0664487,0,0,0.0121665,0,0,0.0412207,0.144274,0.0607381,0.035793,0.0321723,0.0472929,0.0334598,0.151165,0.05361,0.0766173,0.0627498,0.0359872,0.0268659,0.055461,0.0108392,0.0623349,0,0.0252585,0.0260341,0,0.0214632,0.0676521,0.0386194,0,0,0.0144863,0,0,0.023693,0.0586449,0.0417159,0.0244646,0.0185886,0.0447582,0.0413438,0.0619832,0.0361278,0.0541498,0.0353085,0.0397572,0.0646278,0.014787,0.0489737,0.0278207,0.0222108,0.047025,0.0689066,0,0,0,0.0341357,0,0,0.0541179,0,0,0,0
782,0.0476946,0,0,0,0,0.0398434,0,0,0,0,0,0,0.0471203,0.0291649,0.066409,0,0,0.0126536,0,0,0.0407598,0.149233,0.061439,0.0357286,0.0356625,0.0444491,0.0338504,0.152264,0.0553175,0.0786893,0.0656434,0.0379881,0.0280329,0.0578673,0.0104826,0.0626868,0,0.0257087,0.0236311,0,0.0212608,0,0.0380291,0,0,0.0145598,0,0,0.022879,0.0516199,0.0453227,0.0340363,0.0178254,0.0396018,0.0416036,0.068161,0.0350147,0.0517663,0.0329696,0.0385864,0.0628965,0.0172403,0.0484708,0.0278417,0.0223006,0.0479539,0.0667873,0,0,0,0.0357988,0,0,0.0581913,0,0,0,0
783,0.04775,0,0,0,0,0.0398142,0,0,0,0,0,0,0.0471393,0.0292286,0.0664098,0,0,0.0127001,0,0,0.0407194,0.149056,0.0614,0.0356285,0.0357834,0.0444235,0.0338353,0.15247,0.0553208,0.0787643,0.0656667,0.0380401,0.0280862,0.0578929,0.0105387,0.0626652,0,0.0256973,0.0231525,0,0.0212192,0,0.0380323,0,0,0.014575,0,0,0.0228141,0.0518411,0.0451411,0.034289,0.0178822,0.0394935,0.0415942,0.0683249,0.034968,0.0517091,0.0329,0.0383993,0.0628735,0.0176241,0.0484569,0.0278725,0.0220418,0.0479541,0.0667012,0,0,0,0.0358281,0,0,0.0583145,0,0,0,0
784,0.0477869,0,0,0,0,0.0397848,0,0,0,0,0,0,0.0470173,0.0293303,0.0664619,0,0,0.0127564,0,0,0.0406744,0.148805,0.0613912,0.0354398,0.0357595,0.0445434,0.0338792,0.152654,0.055285,0.0787754,0.0657221,0.0380517,0.0280861,0.0578806,0.0106216,0.0626439,0,0.0256887,0.0228694,0,0.0210867,0,0.0380069,0,0,0.0146185,0,0,0.022823,0.0518379,0.044937,0.034451,0.0178287,0.0394901,0.041533,0.0682849,0.034835,0.0517779,0.0329927,0.0372004,0.0629657,0.0178194,0.0485328,0.0279355,0.0219882,0.0479009,0.0667081,0,0,0,0.0357925,0,0,0.0582657,0,0,0,0
785,0.0479013,0,0,0,0,0.0397454,0,0,0,0,0,0,0.0468679,0.0293816,0.0664836,0,0,0.0128298,0,0,0.0406475,0.148546,0.0612756,0.0353046,0.0357141,0.0446237,0.0338963,0.152855,0.0552518,0.0787661,0.0658035,0.0380545,0.0281014,0.0578426,0.0106916,0.0626734,0,0.0256556,0.0227977,0,0.0210857,0,0.0379857,0,0,0.0146339,0,0,0.0229039,0.0517035,0.0448742,0.0345417,0.0178422,0.0394767,0.041501,0.0682945,0.0347982,0.0517685,0.0330191,0.0370749,0.0630488,0.0178881,0.0486143,0.0279746,0.0222329,0.0478466,0.0667882,0,0,0,0.035803,0,0,0.0582804,0,0,0,0
786,0.047891,0,0,0,0,0.0396944,0,0,0,0,0,0,0.0467177,0.0295017,0.066429,0,0,0.0128919,0,0,0.0406625,0.148315,0.0612334,0.0353896,0.0357458,0.0446605,0.0339064,0.153059,0.0551873,0.07874,0.0658309,0.0380558,0.0281393,0.0578355,0.0107882,0.062699,0,0.0256362,0.0228349,0,0.0211499,0,0.0379701,0,0,0.0146428,0,0,0.0229216,0.0515733,0.0448992,0.0345506,0.0178723,0.0394377,0.0415032,0.0683482,0.0348046,0.0516967,0.0329156,0.0377529,0.0631357,0.0178547,0.0485887,0.0280075,0.0223727,0.0478036,0.0667714,0,0,0,0.0357821,0,0,0.0583471,0,0,0,0
787,0.0478763,0,0,0,0,0.0396649,0,0,0,0,0,0,0.0465717,0.029693,0.0663542,0,0,0.012936,0,0,0.0406927,0.148113,0.0613889,0.0354828,0.0357305,0.0447153,0.0339435,0.153241,0.0551252,0.078696,0.0659376,0.0380548,0.0281702,0.0577613,0.0109257,0.0627352,0,0.0256751,0.0227786,0,0.0211798,0,0.0379336,0,0,0.0146661,0,0,0.022875,0.0514694,0.0449401,0.034585,0.017795,0.0394225,0.0415194,0.0683496,0.0347391,0.0516616,0.0328582,0.0375669,0.0634352,0.0178675,0.048585,0.0280259,0.0224818,0.0477805,0.0667465,0,0,0,0.0357396,0,0,0.0583552,0,0,0,0
788,0.0466286,0,0,0,0,0.0402685,0,0,0,0,0,0,0.0450844,0.0292039,0.0663986,0,0,0.0123347,0,0,0.0412996,0.142736,0.0607146,0.0354604,0.0324487,0.0475531,0.0336386,0.152466,0.0534559,0.0767181,0.0634301,0.03612,0.0270341,0.0554299,0.0115295,0.0623967,0,0.0251407,0.0255897,0,0.0215036,0.0682352,0.0383859,0,0,0.0145924,0,0,0.0237579,0.0591584,0.0413605,0.0250373,0.0184485,0.0444271,0.041167,0.062423,0.0357416,0.0537893,0.0349319,0.0403024,0.0651529,0.0153242,0.0490345,0.0280734,0.0223719,0.0469113,0.0687401,0,0,0,0.0341852,0,0,0.0543692,0,0,0,0
789,0.0467117,0,0,0,0,0.0402292,0,0,0,0,0,0,0.0441811,0.0293102,0.0665006,0,0,0.0123162,0,0,0.041323,0.142506,0.0598568,0.0357001,0.0324344,0.0476307,0.0336419,0.152452,0.0534946,0.0767153,0.0634961,0.0361608,0.027064,0.0554637,0.0121483,0.0624428,0,0.0251997,0.0257195,0,0.0214473,0.068031,0.0383098,0,0,0.0146909,0,0,0.0237988,0.0593091,0.0413159,0.0247701,0.0184986,0.0444533,0.0410612,0.0623065,0.0358284,0.0538102,0.0350182,0.0408599,0.0648236,0.0152635,0.0490982,0.0281564,0.0224797,0.046878,0.0687763,0,0,0,0.0343296,0,0,0.0543138,0,0,0,0
790,0.0481131,0,0,0,0,0.0395951,0,0,0,0,0,0,0.0454932,0.0293552,0.0666118,0,0,0.0129709,0,0,0.0406937,0.147664,0.0594154,0.0354619,0.0356994,0.0449085,0.0339363,0.153358,0.0551729,0.0786255,0.066397,0.0381189,0.0281017,0.057912,0.0115171,0.0629333,0,0.0258275,0.023093,0,0.0210798,0,0.0377817,0,0,0.0148383,0,0,0.0229143,0.0515992,0.0449068,0.0343688,0.01783,0.0394436,0.0412836,0.0683085,0.034843,0.0516574,0.0328918,0.039087,0.0630398,0.0176249,0.0486337,0.0282185,0.022738,0.0477195,0.0666532,0,0,0,0.0360067,0,0,0.0583035,0,0,0,0
791,0.0482346,0,0,0,0,0.0395631,0,0,0,0,0,0,0.0465693,0.0305946,0.0702296,0,0,0.0132106,0,0,0.0407805,0.14933,0.0619427,0,0.036999,0.0469167,0.0339209,0.152036,0.0570656,0.0806915,0.0681084,0.0376386,0.0265757,0.0585095,0.0109925,0.0634149,0,0.0258073,0.0223812,0,0.0202577,0,0.0371787,0,0,0.0157699,0,0,0.0235771,0.0506622,0.0431724,0.0360054,0.0168527,0.0399167,0.0400018,0.0680955,0.0337403,0.0528893,0.0337659,0.0401629,0.0644891,0.0180771,0.0493994,0.0290366,0.0236094,0.0473825,0.0665434,0,0,0,0.0361184,0,0,0.0572619,0,0,0,0
792,0.0467966,0,0,0,0,0.0401671,0,0,0,0,0,0,0.044911,0.0282088,0.0667347,0,0,0.0123733,0,0,0.041304,0.142535,0.0600135,0.0339526,0.0325667,0.0479455,0.0336526,0.152402,0.053608,0.0768927,0.0639476,0.0360059,0.0268079,0.0553206,0.0114933,0.0626186,0,0.025254,0.0255357,0,0.021237,0.0682478,0.0383664,0,0,0.0147402,0,0,0.0237262,0.0589681,0.0413417,0.0249084,0.0184436,0.0445815,0.0409711,0.0623521,0.0357842,0.0539643,0.0350891,0.0409304,0.0648251,0.0152683,0.0490507,0.028164,0.022583,0.0467969,0.068594,0,0,0,0.0341071,0,0,0.0542663,0,0,0,0
793,0.0471182,0,0,0,0,0.0399573,0,0,0,0,0,0,0.0451297,0.0299797,0.0699561,0,0,0.0127109,0,0,0.041436,0.144093,0.0625851,0,0.034099,0.0499632,0.0340772,0.150992,0.0554191,0.0789603,0.0656488,0.0360137,0.0256706,0.0565533,0.0118067,0.0631534,0,0.0252844,0.0254174,0,0.0208592,0.0685886,0.0375772,0,0,0.0155884,0,0,0.0239813,0.0585361,0.0398319,0.025881,0.0176002,0.0451368,0.0399052,0.0619881,0.034603,0.0549435,0.0357863,0.0418984,0.0662171,0.0153629,0.0495107,0.0288886,0.0235114,0.046316,0.0687629,0,0,0,0.0348338,0,0,0.0531699,0,0,0,0
794,0.0478975,0,0,0,0,0.0395971,0,0,0,0,0,0,0.0461163,0.0289449,0.0666744,0,0,0.012929,0,0,0.0407782,0.147811,0.0606406,0.0341878,0.0356729,0.0451581,0.0341061,0.153279,0.055162,0.0786901,0.0667417,0.0379299,0.0279631,0.0576329,0.0110051,0.062964,0,0.0258384,0.0230396,0,0.0209198,0,0.0378046,0,0,0.0148039,0,0,0.0228973,0.0512009,0.0453169,0.0342462,0.0177245,0.0396103,0.0412696,0.0682474,0.0345681,0.0515809,0.0330175,0.0391131,0.0633264,0.0176785,0.0486466,0.028143,0.0228053,0.0476999,0.066482,0,0,0,0.0356683,0,0,0.0581497,0,0,0,0
795,0.0470713,0,0,0,0,0.0399609,0,0,0,0,0,0,0.0455208,0.0300648,0.0699906,0,0,0.0126024,0,0,0.0414121,0.144303,0.0625341,0,0.0341987,0.0499486,0.0341217,0.150801,0.0554781,0.0789635,0.0658292,0.0360842,0.025723,0.0567184,0.0115991,0.0630137,0,0.0252099,0.0252475,0,0.0207121,0.0685922,0.037516,0,0,0.0155591,0,0,0.0239634,0.058056,0.0405071,0.026013,0.0176659,0.0452345,0.0399868,0.0619578,0.0345913,0.0548238,0.0358774,0.0420176,0.066009,0.0154556,0.049471,0.0288481,0.0233969,0.0463447,0.0687372,0,0,0,0.0349222,0,0,0.0531527,0,0,0,0
796,0.046693,0,0,0,0,0.0402545,0,0,0,0,0,0,0.0446534,0.0285692,0.0665936,0,0,0.0121271,0,0,0.0414293,0.14278,0.060228,0.0350551,0.0324365,0.0478274,0.0338255,0.152112,0.053559,0.076684,0.0638099,0.0360146,0.0268867,0.0552752,0.0116697,0.0625233,0,0.0251902,0.0257808,0,0.0211704,0.0679298,0.0382307,0,0,0.0147436,0,0,0.0237361,0.0586986,0.0421882,0.0245794,0.0184817,0.0446081,0.0409614,0.0621965,0.0357722,0.0537792,0.0352484,0.0410471,0.0645795,0.0153679,0.0490562,0.0281806,0.0225728,0.0469062,0.0685472,0,0,0,0.0341001,0,0,0.0541512,0,0,0,0
797,0.0479044,0,0,0,0,0.0396379,0,0,0,0,0,0,0.0460121,0.0293106,0.0665524,0,0,0.0128349,0,0,0.0407414,0.148161,0.0606179,0.0343117,0.0357022,0.0451185,0.0341259,0.152936,0.0551157,0.0785898,0.0664114,0.0380707,0.0280802,0.0577975,0.0111359,0.0629342,0,0.0258412,0.0231149,0,0.0209783,0,0.0377974,0,0,0.0149288,0,0,0.0228594,0.0509488,0.0451951,0.034001,0.0177558,0.0397201,0.0412558,0.0681703,0.0347316,0.0514979,0.0329885,0.0391416,0.0630915,0.0177365,0.0486144,0.0282109,0.0227834,0.0477517,0.066511,0,0,0,0.0358354,0,0,0.0581968,0,0,0,0
798,0.0470528,0,0,0,0,0.0399848,0,0,0,0,0,0,0.0454686,0.0304697,0.06993,0,0,0.0125543,0,0,0.0413816,0.144848,0.0626343,0,0.0343112,0.0499306,0.0341429,0.150449,0.0554665,0.0789506,0.0650413,0.0362668,0.0258615,0.0569884,0.0116869,0.062967,0,0.0252413,0.0253711,0,0.0208719,0.0685254,0.0376232,0,0,0.0156144,0,0,0.0238964,0.0578184,0.0396746,0.0258215,0.0175735,0.0453478,0.039995,0.0619118,0.0347083,0.0547488,0.0358191,0.0419821,0.0659133,0.0152929,0.0494392,0.0288684,0.0233542,0.0464149,0.0687781,0,0,0,0.0351365,0,0,0.0532257,0,0,0,0
799,0.0466808,0,0,0,0,0.0402401,0,0,0,0,0,0,0.0448043,0.0287195,0.0665332,0,0,0.0120905,0,0,0.041368,0.143429,0.0604612,0.0351002,0.0325606,0.0478188,0.0338434,0.151699,0.0535774,0.0767309,0.0628869,0.0361599,0.0270157,0.0555059,0.0116077,0.0624286,0,0.0252407,0.0258434,0,0.0213734,0.0678772,0.0383385,0,0,0.0147593,0,0,0.0237095,0.0582704,0.0411528,0.0243004,0.0184138,0.0448014,0.0409896,0.0621105,0.03577,0.0535408,0.0351803,0.0409796,0.0649157,0.0150552,0.0490759,0.028162,0.0225346,0.0469535,0.0686091,0,0,0,0.0342581,0,0,0.0542279,0,0,0,0
