Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHII
109,0.0468534,0,0,0,0,0.0465574,0,0,0,0,0,0,0.039541,0,0.0330714,0.0375178,0,0,0.0184165,0,0,0.046322,0.044997,0.0371387,0.0250786,0.0189754,0.0292508,0.0344224,0.0319315,0.034693,0.0457079,0.0395702,0.0361909,0.040058,0.0237174,0.0303516,0.0218691,0.0602443,0.0158864,0.0167963,0.035537,0,0.0326518,0,0.0403334,0,0,0.00643285,0,0,0.0192864,0.0478178,0.0490324,0.0289966,0.0232134,0.0281762,0.0485168,0.0426487,0.0392552,0.0541336,0.0349013,0.040463,0.0623814,0.00981035,0.0488331,0,0.0218838,0.0587207,0.0605819,0,0,0,0,0
110,0.046852,0,0,0,0,0.0465506,0,0,0,0,0,0,0.0395491,0,0.0330783,0.0376125,0,0,0.0184818,0,0,0.0463739,0.045042,0.0371172,0.0249479,0.0187995,0.0292102,0.0343436,0.0319359,0.0346706,0.0457039,0.0395251,0.0361465,0.040039,0.0238326,0.0304237,0.0219062,0.06009,0.0158963,0.0168854,0.0356194,0,0.0327296,0,0.0403309,0,0,0.0064859,0,0,0.0190242,0.0478277,0.0490943,0.0290372,0.0232207,0.0281526,0.0483413,0.0427623,0.0392331,0.0542016,0.0349217,0.0404391,0.0623798,0.00985613,0.0488678,0,0.0217503,0.0587177,0.0605835,0,0,0,0,0
111,0.0468415,0,0,0,0,0.0465445,0,0,0,0,0,0,0.0395794,0,0.0330939,0.0377576,0,0,0.018477,0,0,0.0464256,0.0449313,0.0371452,0.0249182,0.018921,0.029134,0.034283,0.0319106,0.0346561,0.0457414,0.0394892,0.0361701,0.0400691,0.0239765,0.0304916,0.0219198,0.0601117,0.0158415,0.0169338,0.0356083,0,0.032794,0,0.0403638,0,0,0.00648756,0,0,0.0187956,0.0478681,0.0491942,0.0290416,0.0232284,0.0280664,0.048192,0.0428162,0.0391459,0.0543224,0.034998,0.0404729,0.0623641,0.00987238,0.0489107,0,0.0216632,0.0587181,0.0605675,0,0,0,0,0
112,0.0468452,0,0,0,0,0.0464943,0,0,0,0,0,0,0.039742,0,0.0330256,0.0379053,0,0,0.0184485,0,0,0.0464338,0.0448085,0.037221,0.0250123,0.0189984,0.0290615,0.0342331,0.0318695,0.0346567,0.0457432,0.039453,0.0362393,0.0401662,0.0239968,0.0305059,0.0218345,0.0599962,0.0156685,0.0169107,0.035653,0,0.0328468,0,0.0403928,0,0,0.00647886,0,0,0.0186082,0.047865,0.0492806,0.02908,0.0231807,0.0279972,0.0480421,0.0428766,0.0390673,0.0543654,0.0350222,0.0405194,0.0622968,0.0099014,0.0489913,0,0.0215758,0.0587084,0.0605065,0,0,0,0,0
113,0.0468536,0,0,0,0,0.0464483,0,0,0,0,0,0,0.0399342,0,0.0329146,0.0380763,0,0,0.0183851,0,0,0.0464165,0.0446966,0.0373126,0.0250209,0.0189679,0.0290493,0.0341822,0.0317881,0.0346678,0.045705,0.0394453,0.0362047,0.0402462,0.0242115,0.0305292,0.0217435,0.0599399,0.0155407,0.0167919,0.0356857,0,0.0328812,0,0.0404046,0,0,0.00649506,0,0,0.0184406,0.0478606,0.0493624,0.0291067,0.0231483,0.0279848,0.0479108,0.0428791,0.0389787,0.0543508,0.0350866,0.0405698,0.0623587,0.00993555,0.0490486,0,0.0214567,0.0587152,0.0604557,0,0,0,0,0
114,0.0470495,0,0,0,0,0.0464137,0,0,0,0,0,0,0.0413403,0,0.0335714,0.0349238,0,0,0.0178299,0,0,0.0466476,0,0.0368213,0.0249105,0.0209191,0.0307462,0.0351655,0.0347943,0.0345155,0.0462184,0.0420589,0.036609,0.0404691,0.0245951,0.0311372,0.0200227,0.0596049,0.0151381,0.0165709,0.0351107,0,0.032316,0,0.0397767,0,0,0.00715839,0,0,0.0187441,0.0436808,0.050093,0.0307124,0.0216537,0.0260661,0.0467998,0.0429637,0.0370838,0.0537088,0.0344656,0.0401639,0.0620212,0.0104761,0.0493676,0,0.0218034,0.0587413,0.0602896,0,0,0,0,0
115,0.0470551,0,0,0,0,0.0463902,0,0,0,0,0,0,0.0415752,0,0.0333763,0.0349438,0,0,0.0178891,0,0,0.0465999,0,0.0367753,0.0249186,0.0208897,0.0306431,0.0351413,0.0350757,0.034614,0.0462051,0.0419824,0.0366071,0.0405309,0.0246665,0.0311811,0.0197769,0.0596394,0.0151171,0.0167026,0.0351823,0,0.0323282,0,0.0397956,0,0,0.00715119,0,0,0.0186904,0.0437999,0.0501601,0.0307201,0.0216644,0.0260354,0.0466794,0.0430062,0.0370165,0.0537883,0.0345333,0.040221,0.062106,0.0104964,0.0494576,0,0.0217309,0.0587617,0.0602572,0,0,0,0,0
116,0.0470386,0,0,0,0,0.0463801,0,0,0,0,0,0,0.0417236,0,0.0332687,0.034999,0,0,0.0179188,0,0,0.0466068,0,0.0368126,0.0248976,0.0209144,0.0305746,0.0351112,0.0351014,0.0346311,0.0462714,0.0419056,0.0366006,0.0405756,0.0248496,0.0312153,0.0196944,0.0596135,0.0150894,0.0168485,0.0351962,0,0.032315,0,0.0398306,0,0,0.00713863,0,0,0.0186252,0.0438934,0.0501396,0.0306758,0.0216241,0.0260031,0.0466539,0.0430591,0.0369995,0.0539629,0.0344902,0.0402304,0.0621435,0.0105308,0.0495525,0,0.0217307,0.0587612,0.0602467,0,0,0,0,0
117,0.0469879,0,0,0,0,0.0463879,0,0,0,0,0,0,0.0418249,0,0.0333589,0.035157,0,0,0.0178705,0,0,0.0466352,0,0.0368662,0.0249443,0.0209657,0.030579,0.0350706,0.0348887,0.0346075,0.0463551,0.0419784,0.0366763,0.0406169,0.0251608,0.0312563,0.0197827,0.0595635,0.0150764,0.016888,0.0352082,0,0.0323185,0,0.0398657,0,0,0.00711609,0,0,0.0186173,0.0439058,0.0501704,0.0306938,0.0215429,0.026016,0.0465814,0.0430597,0.036958,0.0541176,0.0342707,0.0402137,0.0621656,0.0105816,0.0495873,0,0.0217564,0.0587556,0.0602876,0,0,0,0,0
118,0.0469768,0,0,0,0,0.0463663,0,0,0,0,0,0,0.0418417,0,0.0334955,0.0351355,0,0,0.0178167,0,0,0.0467055,0,0.0369521,0.0250584,0.0210002,0.0306565,0.0350737,0.0345261,0.0345926,0.0465725,0.0421197,0.0367417,0.0406452,0.0250762,0.0313284,0.0199136,0.0595619,0.0150701,0.0168733,0.0352114,0,0.0323304,0,0.0398877,0,0,0.00709775,0,0,0.0185876,0.0438489,0.0501863,0.0306682,0.0215103,0.0260526,0.0464433,0.0430064,0.0369151,0.0541529,0.0342832,0.0402136,0.0621653,0.0105716,0.0496071,0,0.0216758,0.0587022,0.0603942,0,0,0,0,0
119,0.0469533,0,0,0,0,0.0463552,0,0,0,0,0,0,0.0419513,0,0.0334387,0.0352107,0,0,0.0178277,0,0,0.0467621,0,0.0370495,0.0251762,0.0210444,0.0306754,0.0350991,0.0343949,0.0345671,0.0467842,0.0421582,0.0366287,0.0406538,0.0250118,0.0313604,0.019856,0.0595745,0.0151253,0.01681,0.0352392,0,0.0323717,0,0.0399008,0,0,0.00712021,0,0,0.0185653,0.0438218,0.050201,0.0306312,0.0215336,0.0260365,0.046389,0.0429882,0.0368553,0.0540881,0.0345023,0.040174,0.0620849,0.0105456,0.0496312,0,0.0216039,0.0586758,0.0603928,0,0,0,0,0
120,0.0468891,0,0,0,0,0.0463869,0,0,0,0,0,0,0.0421486,0,0.0332093,0.0354259,0,0,0.0177949,0,0,0.0467823,0,0.0371491,0.0252795,0.0210749,0.0306322,0.03511,0.0344052,0.0345405,0.0467776,0.042149,0.0365873,0.0406485,0.0249962,0.0313486,0.0197057,0.0596597,0.0152726,0.0167216,0.0353064,0,0.0324167,0,0.0399194,0,0,0.00716589,0,0,0.0185739,0.0438282,0.0502268,0.0306156,0.0215673,0.0260133,0.0463851,0.0429679,0.0367773,0.0540375,0.034565,0.0401509,0.062025,0.0105197,0.0496723,0,0.0215988,0.0587037,0.0603687,0,0,0,0,0
121,0.0468844,0,0,0,0,0.0463569,0,0,0,0,0,0,0.0422123,0,0.0331555,0.0355778,0,0,0.0178109,0,0,0.0467584,0,0.0371531,0.0253942,0.021071,0.0305805,0.0350882,0.0344195,0.0345011,0.0468816,0.0421575,0.0366041,0.040647,0.0249618,0.0313979,0.0196757,0.059706,0.0153709,0.0166112,0.035296,0,0.0323985,0,0.0399602,0,0,0.00719463,0,0,0.0185501,0.0438599,0.050219,0.030579,0.0215901,0.0260231,0.0463182,0.0429675,0.0367989,0.0540652,0.034463,0.0402018,0.0620512,0.0105204,0.0497376,0,0.0216117,0.0586659,0.0603899,0,0,0,0,0
122,0.0467522,0,0,0,0,0.0463386,0,0,0,0,0,0,0.0408709,0,0.0325098,0.0387475,0,0,0.0183135,0,0,0.0465689,0.0440203,0.0375579,0.0256402,0.0189047,0.0287709,0.0340841,0.0315518,0.034771,0.0461985,0.0395039,0.0360677,0.0404575,0.0246805,0.0310155,0.0212605,0.0600997,0.0156798,0.0167132,0.0357895,0,0.0329331,0,0.040562,0,0,0.00660471,0,0,0.0181087,0.0481286,0.0495746,0.0289558,0.0231117,0.0278464,0.0471434,0.0429297,0.0386244,0.0547654,0.0349959,0.0406916,0.0624647,0.0100609,0.0495585,0,0.0211353,0.0586185,0.0604846,0,0,0,0,0
123,0.046767,0,0,0,0,0.0463192,0,0,0,0,0,0,0.0409239,0,0.0325077,0.0387811,0,0,0.0182311,0,0,0.0466463,0.0440404,0.037594,0.0257834,0.0188273,0.0287502,0.0340673,0.0315111,0.0348599,0.0461549,0.0394665,0.0362235,0.0404331,0.0248297,0.0310036,0.0212238,0.0602081,0.0158228,0.0167268,0.0357803,0,0.032911,0,0.0405495,0,0,0.0066673,0,0,0.0181189,0.0481601,0.0495147,0.0288783,0.0231189,0.0278567,0.047066,0.0430153,0.0386697,0.0547574,0.0350837,0.0406538,0.0623649,0.0100836,0.049544,0,0.02119,0.0585986,0.0604891,0,0,0,0,0
124,0.0468498,0,0,0,0,0.0464345,0,0,0,0,0,0,0.0404465,0,0.0326521,0.038577,0,0,0.0187841,0,0,0.0464321,0.0440916,0.0373174,0.0264077,0.0186811,0.0260761,0.0330194,0.0322119,0.0353964,0.0452981,0.0384613,0.0362897,0.0403823,0.0249757,0.0307337,0.0215199,0.06103,0.0164441,0.0170923,0.0372462,0,0.0327044,0,0.0408194,0,0,0.00663792,0,0,0.0182233,0.0467937,0.0492625,0.0329938,0.0233764,0.0264437,0.0473266,0,0.0407245,0.0535325,0.0340092,0.0398039,0.061319,0.00806219,0.0497567,0,0.0210864,0.0593392,0.0591634,0,0,0,0,0
125,0.0469263,0,0,0,0,0.0462485,0,0,0,0,0,0,0.0421084,0,0.0333952,0.0351752,0,0,0.0175841,0,0,0.0470775,0,0.0372027,0.0255493,0.020847,0.0305427,0.0350742,0.0342112,0.0345173,0.0469131,0.0421808,0.0368665,0.0407028,0.0252074,0.03155,0.0197872,0.0602215,0.0156564,0.0164809,0.0350803,0,0.0321897,0,0.0399242,0,0,0.00735232,0,0,0.0185022,0.0439805,0.0499813,0.030287,0.0215916,0.0261508,0.0460536,0.0432609,0.0369241,0.0540068,0.0341733,0.040134,0.0619364,0.0105422,0.0497985,0,0.02178,0.0585442,0.0604604,0,0,0,0,0
126,0.0469414,0,0,0,0,0.0462454,0,0,0,0,0,0,0.0421913,0,0.0332962,0.0351856,0,0,0.0176691,0,0,0.0470247,0,0.0371941,0.0255212,0.020961,0.0305638,0.0351983,0.0342236,0.034477,0.0469019,0.042221,0.0367938,0.0406902,0.0251052,0.0315136,0.019688,0.0601788,0.0157188,0.0164008,0.0350022,0,0.0321487,0,0.0399373,0,0,0.00733294,0,0,0.0184833,0.043973,0.0499788,0.0301951,0.0215683,0.026176,0.0460349,0.0433857,0.0369267,0.0539654,0.034027,0.0401189,0.0619854,0.0105595,0.0497526,0,0.0217839,0.0584918,0.0605494,0,0,0,0,0
127,0.0468626,0,0,0,0,0.046377,0,0,0,0,0,0,0.040386,0,0.0326752,0.038271,0,0,0.0189207,0,0,0.0464733,0.044136,0.037289,0.02626,0.0189574,0.0260649,0.0332018,0.0321359,0.0353024,0.0452624,0.0385129,0.0361446,0.04032,0.0248406,0.0307228,0.0215063,0.0611332,0.016672,0.0168591,0.0370253,0,0.0324985,0,0.0408283,0,0,0.00663834,0,0,0.0181433,0.0468128,0.0491346,0.0327694,0.0233727,0.0265549,0.047214,0,0.040791,0.0534331,0.0336337,0.0397746,0.0614427,0.00806762,0.0497285,0,0.0211668,0.0591966,0.0593189,0,0,0,0,0
128,0.0469313,0,0,0,0,0.0461571,0,0,0,0,0,0,0.0419651,0,0.0335044,0.035089,0,0,0.0177359,0,0,0.0470625,0,0.0371478,0.025483,0.0211146,0.0305456,0.0351704,0.0341467,0.0344265,0.0468105,0.042244,0.0367581,0.0404315,0.0251356,0.0315435,0.0198671,0.0601554,0.0160549,0.0163191,0.0348877,0,0.0319916,0,0.0399589,0,0,0.00734247,0,0,0.0184446,0.0440225,0.0498033,0.0300203,0.0215192,0.0263098,0.0459136,0.0435685,0.0369206,0.0539696,0.0340338,0.0401221,0.0619859,0.0106672,0.0497682,0,0.0218489,0.0583275,0.0606698,0,0,0,0,0
129,0.0469335,0,0,0,0,0.0461406,0,0,0,0,0,0,0.0419782,0,0.0335642,0.0350833,0,0,0.0177115,0,0,0.0470749,0,0.0370998,0.0255112,0.020818,0.0305649,0.0352859,0.0341171,0.0344245,0.0467536,0.0422739,0.0368436,0.0404104,0.0251364,0.0315895,0.0198432,0.0600555,0.0159389,0.0163897,0.0348129,0,0.0320094,0,0.0399649,0,0,0.00732188,0,0,0.0184213,0.0440439,0.0498735,0.030032,0.0215069,0.0263782,0.0459054,0.0435406,0.0369258,0.0538406,0.0341126,0.0400043,0.0619896,0.0106323,0.0497612,0,0.0218271,0.058298,0.0606866,0,0,0,0,0
130,0.0471587,0,0,0,0,0.0461485,0,0,0,0,0,0,0.0415362,0,0.0336759,0.0347544,0,0,0.018458,0,0,0.0466735,0,0.0367093,0.0259335,0.0207743,0.027985,0.0343495,0.0349413,0.0348269,0.0459677,0.0415621,0.0372944,0.0404276,0.0251995,0.031489,0.0199659,0.0605475,0.0164064,0.0167616,0.036258,0,0.0317261,0,0.0402358,0,0,0.00724766,0,0,0.0183652,0.0422899,0.0497094,0.0343574,0.0217861,0.0247791,0.0462025,0,0.0390819,0.0524998,0.0330124,0.0391411,0.061011,0.00831883,0.0499619,0,0.0217017,0.0589295,0.0593986,0,0,0,0,0
131,0.0469479,0,0,0,0,0.0460153,0,0,0,0,0,0,0.0408508,0,0.0327561,0.0381691,0,0,0.0183929,0,0,0.046822,0.044549,0.0373114,0.0259073,0.0187411,0.0287815,0.0342571,0.0312026,0.0346637,0.0459377,0.0395251,0.0374218,0.0402139,0.0248878,0.0313529,0.0209887,0.0604472,0.0163855,0.0164498,0.0351776,0,0.0323348,0,0.0405216,0,0,0.00673329,0,0,0.0178002,0.0483069,0.0489794,0.0283588,0.0229062,0.0283194,0.046831,0.0434432,0.0388168,0.0543658,0.0349517,0.0405207,0.0625361,0.00994658,0.0497418,0,0.021439,0.0581623,0.060844,0,0,0,0,0
132,0.0472137,0,0,0,0,0.0461142,0,0,0,0,0,0,0.0414783,0,0.0337566,0.0347383,0,0,0.0183716,0,0,0.046787,0,0.0368629,0.0261619,0.0210294,0.0280112,0.0341506,0.0347951,0.034782,0.0459479,0.0414843,0.0375145,0.0402959,0.0250671,0.0313604,0.0200975,0.0605546,0.0166033,0.0164347,0.0362429,0,0.0315907,0,0.0401823,0,0,0.00716197,0,0,0.0183335,0.042375,0.0495583,0.0342225,0.021731,0.024879,0.046169,0,0.0392136,0.0523292,0.0329759,0.0391389,0.0609025,0.00838594,0.050225,0,0.0217055,0.0588588,0.0595282,0,0,0,0,0
133,0.0469271,0,0,0,0,0.0462155,0,0,0,0,0,0,0.0401402,0,0.0329961,0.0380912,0,0,0.0188674,0,0,0.0465537,0.0447692,0.0371013,0.026245,0.0187419,0.0261611,0.0330463,0.0320363,0.0351264,0.0449445,0.0385246,0.0367878,0.0401228,0.0248125,0.0307146,0.0216576,0.0610244,0.0170003,0.0166016,0.0367338,0,0.0321581,0,0.0408404,0,0,0.0064289,0,0,0.0180542,0.0469553,0.0488136,0.032512,0.0232325,0.0270079,0.0470998,0,0.0409695,0.053029,0.0337466,0.0396214,0.0613729,0.00796495,0.0500682,0,0.0212693,0.0588944,0.0595759,0,0,0,0,0
134,0.0472619,0,0,0,0,0.0459288,0,0,0,0,0,0,0.0402544,0,0.0330488,0.0380969,0,0,0.0190913,0,0,0.0463698,0.0456823,0.0371865,0.0263155,0.0189345,0.0263971,0.0328575,0.032508,0.035263,0.0452753,0.0391926,0.0364996,0.039923,0.0247783,0.0309732,0.0213887,0.0612797,0.0171888,0.0167621,0.0380046,0,0.0324569,0,0.0408167,0,0,0.00642715,0,0,0.0175211,0.0464452,0.0494174,0.0334221,0.0237856,0.0270135,0.0471953,0,0.041627,0.0518747,0.0325574,0.0386071,0.0599896,0.010107,0.0498772,0,0.0216135,0.058767,0.0593792,0,0,0,0.0309109,0
135,0.0472765,0,0,0,0,0.0458905,0,0,0,0,0,0,0.0402873,0,0.0329186,0.0381452,0,0,0.0190857,0,0,0.0463866,0.0457667,0.0372492,0.0261185,0.0189233,0.0263661,0.0328986,0.0325488,0.0353102,0.0451865,0.0391634,0.0366623,0.0398682,0.0246863,0.0309112,0.0213795,0.0611619,0.0172279,0.0167692,0.0380117,0,0.0324213,0,0.0407933,0,0,0.00643603,0,0,0.0174769,0.0464534,0.0493725,0.0334035,0.0238231,0.0270016,0.0472225,0,0.0416752,0.0518258,0.0325077,0.0385419,0.059849,0.0102231,0.0497835,0,0.0216609,0.0587243,0.0592886,0,0,0,0.0309891,0
136,0.046919,0,0,0,0,0.0461374,0,0,0,0,0,0,0.039947,0,0.0328927,0.0381067,0,0,0.0188095,0,0,0.0466261,0.0450385,0.0372433,0.0259689,0.0184833,0.0261715,0.0330557,0.0321695,0.0352098,0.0446547,0.0384534,0.0370689,0.0400589,0.0246942,0.0306142,0.0218751,0.0607314,0.017066,0.0166409,0.0367199,0,0.0320331,0,0.04077,0,0,0.0065328,0,0,0.0179243,0.0469764,0.0486029,0.0323357,0.0232709,0.0270988,0.0471563,0,0.0410155,0.0529762,0.0336076,0.0395064,0.0611077,0.00810253,0.0498708,0,0.0213297,0.0586684,0.059464,0,0,0,0,0
137,0.0472287,0,0,0,0,0.0459319,0,0,0,0,0,0,0.0402321,0,0.0329889,0.0379723,0,0,0.0190953,0,0,0.0464787,0.0459619,0.0372648,0.0262159,0.018502,0.026382,0.0328719,0.0325545,0.0352595,0.0450856,0.0390624,0.0371129,0.0398899,0.0246659,0.0308347,0.0214089,0.0610353,0.0172629,0.0167728,0.0379564,0,0.0323538,0,0.0407019,0,0,0.00669448,0,0,0.0173313,0.0464346,0.0492923,0.0333649,0.0237985,0.0271426,0.0472381,0,0.0416501,0.0518369,0.0324184,0.0384859,0.0597772,0.0102119,0.0498415,0,0.0215523,0.0584116,0.0593377,0,0,0,0.0310463,0
138,0.0472599,0,0,0,0,0.0458915,0,0,0,0,0,0,0.0401882,0,0.033013,0.0379465,0,0,0.019114,0,0,0.0465089,0.0460128,0.0371708,0.0262626,0.0186254,0.0263444,0.0329138,0.0326105,0.0352612,0.0450191,0.0390848,0.0366039,0.0399553,0.024836,0.0308766,0.0214014,0.0609364,0.0172542,0.0166583,0.0380009,0,0.0323561,0,0.0406785,0,0,0.00676051,0,0,0.0172707,0.0464029,0.0493164,0.0333345,0.0238203,0.0271513,0.047232,0,0.0416605,0.0518138,0.0323983,0.0384958,0.0597381,0.0102599,0.0497256,0,0.0214968,0.0584605,0.0594037,0,0,0,0.0310227,0
139,0.0469113,0,0,0,0,0.0461132,0,0,0,0,0,0,0.0400199,0,0.0328329,0.0379044,0,0,0.0188743,0,0,0.0466719,0.0452291,0.0371952,0.0260808,0.0184914,0.026137,0.0331775,0.0322614,0.0352116,0.0445288,0.038455,0.0368223,0.0400769,0.0250712,0.0305539,0.0217816,0.0605738,0.0170277,0.0165606,0.0366916,0,0.0319557,0,0.040725,0,0,0.00677883,0,0,0.0177815,0.0469398,0.0485645,0.0322321,0.0232815,0.0272295,0.0471258,0,0.0410045,0.0529577,0.0335597,0.0395159,0.0611152,0.00800904,0.049754,0,0.021234,0.0585154,0.059572,0,0,0,0,0
140,0.047219,0,0,0,0,0.0459007,0,0,0,0,0,0,0.0402879,0,0.0329408,0.0380016,0,0,0.0192089,0,0,0.0465393,0.0459814,0.037366,0.0259955,0.0189571,0.026335,0.0329741,0.0326436,0.0353474,0.0449942,0.0390622,0.037097,0.0397431,0.0247649,0.0306811,0.0214246,0.0608665,0.0170239,0.0167107,0.0379425,0,0.0322989,0,0.0407047,0,0,0.00680893,0,0,0.017275,0.0464191,0.0493008,0.0332673,0.0238252,0.0272114,0.0472012,0,0.041667,0.0517495,0.0323809,0.0384327,0.0598204,0.010223,0.049691,0,0.021569,0.0582791,0.0593458,0,0,0,0.030982,0
141,0.0471962,0,0,0,0,0.0459444,0,0,0,0,0,0,0.0401378,0,0.0330463,0.038033,0,0,0.0191905,0,0,0.0465249,0.0458212,0.0374046,0.0257941,0.0189219,0.0263455,0.0329101,0.0326184,0.0353806,0.0450237,0.0391142,0.0369061,0.0398045,0.0246417,0.0307124,0.0216066,0.0609168,0.017041,0.0166799,0.0379964,0,0.0323057,0,0.0407257,0,0,0.00672021,0,0,0.0172494,0.0464078,0.049341,0.0331827,0.0238249,0.0271728,0.0472473,0,0.0416734,0.051725,0.0323843,0.0384074,0.0597749,0.0102375,0.0496719,0,0.0215595,0.0582061,0.0593696,0,0,0,0.0308513,0
142,0.0471716,0,0,0,0,0.045932,0,0,0,0,0,0,0.040008,0,0.0331691,0.0378831,0,0,0.0192392,0,0,0.0465229,0.0460706,0.0372656,0.0259452,0.0187267,0.0262834,0.0328557,0.0326357,0.035404,0.0449613,0.0391356,0.0367821,0.0398744,0.0247674,0.0308884,0.0216656,0.0609776,0.0171341,0.0165863,0.0379902,0,0.0322919,0,0.0407443,0,0,0.0066563,0,0,0.017244,0.0464088,0.0492919,0.0330977,0.0238341,0.0271398,0.0472445,0,0.0416579,0.0517576,0.0324086,0.0384701,0.0597608,0.0102459,0.0496482,0,0.0215755,0.0582197,0.059326,0,0,0,0.0308118,0
143,0.0471341,0,0,0,0,0.0459147,0,0,0,0,0,0,0.040001,0,0.0331596,0.0378994,0,0,0.0192485,0,0,0.0465537,0.0461542,0.0372706,0.0257541,0.0186866,0.0262015,0.0328769,0.0326336,0.0354125,0.0449225,0.0390593,0.0367449,0.039836,0.0247449,0.0310245,0.0216992,0.0609886,0.0171623,0.0164611,0.0379932,0,0.0322808,0,0.0407081,0,0,0.0067026,0,0,0.0172308,0.0464126,0.0492543,0.0330194,0.0238456,0.027119,0.0472508,0,0.0416221,0.0517307,0.0323857,0.0384563,0.0597544,0.0102487,0.0496277,0,0.0215684,0.0582248,0.059253,0,0,0,0.0307774,0
144,0.0470951,0,0,0,0,0.0459116,0,0,0,0,0,0,0.0400521,0,0.0330842,0.0380595,0,0,0.0192916,0,0,0.046569,0.0459329,0.0374169,0.0255357,0.0189076,0.02619,0.0329161,0.03261,0.0353965,0.0449433,0.0390729,0.0367063,0.0398018,0.0246609,0.0308479,0.021711,0.0609399,0.0172615,0.016529,0.037999,0,0.0322712,0,0.040709,0,0,0.00673022,0,0,0.0172714,0.0463815,0.0492795,0.0329339,0.0238443,0.0271148,0.0472388,0,0.0416021,0.0516711,0.0323547,0.0384167,0.0597798,0.0102491,0.049617,0,0.0215496,0.058219,0.0592097,0,0,0,0.0307234,0
145,0.0467292,0,0,0,0,0.0461374,0,0,0,0,0,0,0.0397588,0,0.0330308,0.0380215,0,0,0.018898,0,0,0.0467467,0.0450453,0.03739,0.0253883,0.018829,0.0260366,0.0331137,0.0322083,0.0352941,0.0445019,0.038487,0.0367765,0.0400629,0.0247361,0.0305359,0.022202,0.0607442,0.0170549,0.0163881,0.0367076,0,0.0318728,0,0.0407359,0,0,0.00672296,0,0,0.0177776,0.0468958,0.0484997,0.0317448,0.0232949,0.0271736,0.0471405,0,0.0409218,0.0528476,0.0335441,0.0394721,0.0611938,0.00804549,0.0497097,0,0.0212768,0.0582509,0.0594273,0,0,0,0,0
146,0.0470091,0,0,0,0,0.0458874,0,0,0,0,0,0,0.0399135,0,0.0332823,0.0379791,0,0,0.0191247,0,0,0.0466264,0.0458972,0.0373829,0.0256786,0.0189377,0.0261827,0.032729,0.0325835,0.0353755,0.0450173,0.0391236,0.0367501,0.0398662,0.0247167,0.0308298,0.021849,0.0612633,0.0172192,0.0165302,0.037951,0,0.0322503,0,0.0407199,0,0,0.006722,0,0,0.017287,0.0463286,0.0492458,0.0327945,0.0238505,0.0271235,0.0472383,0,0.0415951,0.0516579,0.0323992,0.0384178,0.0599131,0.0101768,0.0496623,0,0.0215839,0.0581455,0.0592036,0,0,0,0.0306131,0
147,0.0466434,0,0,0,0,0.0460929,0,0,0,0,0,0,0.0396522,0,0.0332146,0.0377741,0,0,0.0189584,0,0,0.0468727,0.0451657,0.0373023,0.0259591,0.0185058,0.0260264,0.0329325,0.0321949,0.0352376,0.0446799,0.0385557,0.0368949,0.0399932,0.0247776,0.0306629,0.0222368,0.0608095,0.0170769,0.0164763,0.0366763,0,0.0318501,0,0.0407407,0,0,0.00659535,0,0,0.0177985,0.0467843,0.0484857,0.0315471,0.0233108,0.0271862,0.0472041,0,0.0409362,0.05279,0.0335386,0.0394082,0.0611853,0.00799461,0.0497288,0,0.0212969,0.0580985,0.0594846,0,0,0,0,0
148,0.0472257,0,0,0,0,0.0460341,0,0,0,0,0,0,0.0398827,0,0.033681,0.0360601,0,0,0.0205626,0,0,0.0461625,0.0473239,0.0373264,0.0236527,0.0189593,0.0212796,0.0306315,0.0337175,0.0354987,0.0448579,0.0393814,0.0368898,0.0397125,0.0247666,0.0307443,0.0218498,0.0619508,0.0181674,0.0172731,0.0356769,0,0.0318922,0,0.0418529,0,0,0.00541853,0,0,0.0162102,0.0441888,0.0504297,0,0.024475,0.0272445,0.0493118,0,0.0435514,0.0495784,0.0308616,0.0370844,0.0586688,0.0119251,0.0492636,0,0.0208963,0.0591943,0.0576048,0,0,0,0.0300692,0
149,0.0469762,0,0,0,0,0.0458374,0,0,0,0,0,0,0.0400671,0,0.0331856,0.037798,0,0,0.0193228,0,0,0.0468446,0.0465042,0.0371511,0.0257529,0.0184963,0.026184,0.0324211,0.0325402,0.0354207,0.0449565,0.0391394,0.0368519,0.0397742,0.0248203,0.0309299,0.0216137,0.0610733,0.0173843,0.0165444,0.0378052,0,0.0322742,0,0.0407671,0,0,0.00653731,0,0,0.0173225,0.0463742,0.0494067,0.0335632,0.0239033,0.0272536,0.0473146,0,0.0415542,0.0515557,0.0323603,0.0383474,0.0597995,0.00985763,0.0495254,0,0.0215326,0.0576738,0.0592967,0,0,0,0.0301852,0
