Timestep,C7,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,CBL,IMUL_M,R5HD
74,0.0450351,0,0,0,0.0478537,0,0,0,0,0,0.0408284,0,0.0286861,0.0339247,0,0,0.0185587,0,0,0.0550403,0.0439335,0.0322108,0.029073,0.0150345,0.0451149,0.0302319,0.0326494,0.038923,0.0429684,0.0302207,0.0331912,0.0377219,0.0213043,0.0254408,0.0138873,0.0416679,0.0304068,0,0.0266395,0.0304549,0.0478973,0.0455232,0,0,0.050845,0,0,0.0306752,0.0481821,0.0467877,0.020603,0.0226855,0.0383256,0.0446813,0.0455826,0.0653822,0.054225,0.0382089,0.0599325,0.0414056,0.0458678,0.0681242,0.0199933,0.0398853,0.0331811,0.0257915,0.0537029,0.0587185,0,0,0,0,0,0,0
75,0.0446819,0,0,0,0.0481696,0,0,0,0,0,0.0409299,0,0.0287245,0.0338115,0,0,0.0192795,0,0,0.0538478,0.0440459,0.0323224,0.0291744,0.0147406,0.0451995,0.0297161,0.0328344,0.0389944,0.0429743,0.0302571,0.0331681,0.0377209,0.0213166,0.0255093,0.0139726,0.0418527,0.0350907,0.0127593,0.02649,0.0304597,0.0478731,0.0452504,0,0,0.0508381,0,0,0.0309227,0.0480796,0.0468147,0.0204329,0.0226843,0.0382121,0.0446221,0.0455248,0.0652382,0.0541784,0.0382117,0.0599913,0.0414407,0.0458618,0.0681679,0.0201424,0.0399562,0.0332213,0.0257814,0.0541108,0.0585982,0,0,0,0,0,0,0
76,0.0444402,0,0,0,0.0484198,0,0,0,0,0,0.0409636,0,0.0287524,0.0338238,0,0,0.0190136,0,0,0.0537601,0.0441109,0.0323765,0.0292467,0.0146575,0.0452422,0.0295014,0.0328835,0.0388902,0.0429388,0.0302654,0.0331418,0.0377764,0.0213388,0.025551,0.0139956,0.0420211,0.0358526,0.0131433,0.0263484,0.0304347,0.0478463,0.0451989,0,0,0.0506811,0,0,0.0310345,0.0480173,0.0469158,0.0203633,0.0226937,0.0381135,0.0444707,0.0454247,0.0650697,0.0542036,0.0382075,0.0600204,0.0414446,0.0458379,0.0681234,0.0202405,0.0400318,0.0333145,0.0255908,0.0543645,0.0584328,0,0,0,0,0,0,0
77,0.0442094,0,0,0,0.048652,0,0,0,0,0,0.0410568,0,0.0286905,0.0336615,0,0,0.0188484,0,0,0.053927,0.0440835,0.0323946,0.0293707,0.0146827,0.0451905,0.0293584,0.0328072,0.0389014,0.042923,0.0302836,0.033169,0.0378454,0.0214335,0.0255398,0.0138439,0.0422408,0.0360004,0.0130613,0.0265365,0.030403,0.047887,0.0451802,0,0,0.0505229,0,0,0.0309147,0.0480363,0.0469905,0.02028,0.0226881,0.0380599,0.044291,0.0453803,0.0649947,0.0542726,0.0381849,0.0600437,0.0414255,0.0458499,0.0680466,0.0201743,0.0402138,0.0332306,0.0254219,0.0545126,0.0582817,0,0,0,0,0,0,0
78,0.0440094,0,0,0,0.048818,0,0,0,0,0,0.0412903,0,0.028667,0.0338134,0,0,0.0187238,0,0,0.0543312,0.0440449,0.0324001,0.0293848,0.0146884,0.0450597,0.0292634,0.0329105,0.0389052,0.0429642,0.0304483,0.0332108,0.0378201,0.0217157,0.0255258,0.0137428,0.0425881,0.0359803,0.012858,0.0266069,0.0303702,0.0479514,0.0451902,0,0,0.0502052,0,0,0.0306501,0.0480569,0.0470494,0.0202125,0.0226129,0.0380607,0.0440775,0.045477,0.0650026,0.0542554,0.0381495,0.0600656,0.0414192,0.0458527,0.0680844,0.020187,0.0403578,0.0331476,0.0252788,0.0546398,0.0581598,0,0,0,0,0,0,0
79,0.0438402,0,0,0,0.0489563,0,0,0,0,0,0.0416924,0,0.0286602,0.0340463,0,0,0.0186767,0,0,0.0546835,0.0440511,0.032391,0.0294499,0.0146409,0.0449627,0.0291696,0.0329022,0.0388403,0.0429789,0.0304908,0.033315,0.0377686,0.0216818,0.0254943,0.013575,0.0430197,0.0362404,0.01293,0.0264597,0.0303672,0.0479828,0.0452121,0,0,0.0498057,0,0,0.0304145,0.048095,0.0470797,0.0201247,0.0225155,0.038019,0.0438882,0.0455553,0.0650398,0.0541813,0.0380791,0.0600728,0.0414817,0.045853,0.0681466,0.0202877,0.0403979,0.0330739,0.0252222,0.0548335,0.0580277,0,0,0,0,0,0,0
80,0.0436794,0,0,0,0.0490848,0,0,0,0,0,0.0419014,0,0.0285979,0.0341321,0,0,0.0186193,0,0,0.0549517,0.0440811,0.0323982,0.0295686,0.0146126,0.0449273,0.0290676,0.0329215,0.0387923,0.0429749,0.030417,0.0333628,0.0377585,0.021316,0.025485,0.0133994,0.043299,0.0360832,0.0126605,0.0262125,0.0303399,0.0479645,0.0452577,0,0,0.0495339,0,0,0.0303156,0.0480128,0.0471171,0.0200646,0.0224225,0.0380006,0.0437466,0.0455658,0.0651761,0.0541398,0.0379661,0.0601036,0.0415429,0.0458678,0.0681067,0.0204179,0.040445,0.0330789,0.0252561,0.0550064,0.0580178,0,0,0,0,0,0,0
81,0.0434285,0,0,0,0.0492293,0,0,0,0,0,0.0420322,0,0.0284688,0.0339456,0,0,0.0181622,0,0,0.0558541,0.0440591,0.0324846,0.0296723,0.0146384,0.0449442,0.0293287,0.032851,0.0388275,0.04297,0.0302519,0.0333166,0.0377946,0.0211883,0.0254798,0.0132584,0.0434355,0.0314262,0,0.0260224,0.0302949,0.0479232,0.0454676,0,0,0.0492168,0,0,0.0302875,0.0478593,0.0472087,0.0200731,0.0223438,0.0380534,0.043568,0.045627,0.0652829,0.0541354,0.0378515,0.0601253,0.0415761,0.0458648,0.067985,0.0205083,0.0405748,0.0331689,0.0253165,0.0551436,0.0580496,0,0,0,0,0,0,0
82,0.0432506,0,0,0,0.0493042,0,0,0,0,0,0.0421163,0,0.0285055,0.0339004,0,0,0.0186896,0,0,0.0544884,0.0440604,0.0325773,0.029794,0.0146786,0.045013,0.028891,0.0328776,0.0389331,0.0429497,0.0301748,0.0332077,0.0377829,0.0212815,0.0255526,0.0133475,0.0434691,0.0361249,0.0127788,0.0259303,0.0302508,0.0479051,0.0453595,0,0,0.0490168,0,0,0.030659,0.0477692,0.0472835,0.0199407,0.0222525,0.0380296,0.0435813,0.0456411,0.0653007,0.0540576,0.0377175,0.0601538,0.0416311,0.0458543,0.0679834,0.0205813,0.0404296,0.0332767,0.0254713,0.0553472,0.0580742,0,0,0,0,0,0,0
83,0.0431151,0,0,0,0.0494051,0,0,0,0,0,0.0419886,0,0.0285514,0.0340116,0,0,0.0184448,0,0,0.0541955,0.0440099,0.0326175,0.0298182,0.014694,0.045073,0.0288497,0.0328065,0.039063,0.0429399,0.0301311,0.0331735,0.0377406,0.0213393,0.0255689,0.0134224,0.0434217,0.0361788,0.0126313,0.025874,0.030238,0.0478881,0.0454013,0,0,0.0487965,0,0,0.0310201,0.0477627,0.0473704,0.0198664,0.0221844,0.0380064,0.0435929,0.045627,0.0652967,0.0540219,0.0376494,0.0601716,0.0416672,0.0458815,0.0680277,0.0206794,0.0403997,0.0334658,0.0255928,0.0556075,0.05805,0,0,0,0,0,0,0
84,0.0429767,0,0,0,0.0495709,0,0,0,0,0,0.0421075,0,0.0285678,0.0342869,0,0,0.0182982,0,0,0.0540858,0.0440049,0.0326445,0.0299433,0.0146537,0.0452087,0.0288091,0.0326692,0.0388919,0.0429839,0.0301112,0.0332079,0.0377072,0.0213249,0.0255934,0.0133706,0.0432919,0.0359087,0.0123337,0.0258677,0.0301919,0.0478702,0.0454131,0,0,0.0487139,0,0,0.0311169,0.0477658,0.0474241,0.0197934,0.0220897,0.0379484,0.0436104,0.0455895,0.0653115,0.0540543,0.037559,0.0602182,0.0416755,0.0459212,0.0679809,0.0207766,0.0403594,0.0335265,0.0256702,0.0558694,0.0579572,0,0,0,0,0,0,0
85,0.0428462,0,0,0,0.0497734,0,0,0,0,0,0.0421064,0,0.0285117,0.034457,0,0,0.0182322,0,0,0.0539982,0.0439216,0.0326793,0.0299781,0.014583,0.0452906,0.0287283,0.0326895,0.0387212,0.0430097,0.0300395,0.0331985,0.0376331,0.0213663,0.0256059,0.0133533,0.0432908,0.0361755,0.0126156,0.0258428,0.0301664,0.047822,0.0453591,0,0,0.0487315,0,0,0.0310775,0.0478052,0.0474759,0.01976,0.0220343,0.0378992,0.0436214,0.0456189,0.0653361,0.0540667,0.0374918,0.0602331,0.041661,0.0459182,0.0679408,0.020878,0.0403633,0.0335769,0.0256134,0.0560401,0.0578988,0,0,0,0,0,0,0
86,0.043506,0,0,0,0.0489246,0,0,0,0,0,0.0420903,0,0.0284323,0.0344763,0,0,0.0133115,0,0,0.0415392,0.0437159,0.0326873,0.0297631,0.0145455,0.0454017,0.0272808,0.0327277,0.0387615,0.0429883,0.0300082,0.0332246,0.0376193,0.0214518,0.0255841,0.0133997,0.0424915,0,0.0209538,0.0258131,0.0301482,0.0478017,0.0459374,0,0,0.0485919,0,0,0.0308919,0.047874,0.0475202,0.0199295,0.0220802,0.0380788,0.0436905,0.0457583,0.0654069,0.0541344,0.0375331,0.0601332,0.0415837,0.0458243,0.067908,0.0209103,0.0403575,0.0335607,0.0254723,0.0552525,0.0580803,0,0,0,0,0,0,0
87,0.043363,0,0,0,0.0490065,0,0,0,0,0,0.0414343,0,0.0283217,0,0,0,0.0135248,0,0,0.0417472,0.0420545,0.0351849,0.0317398,0.0139512,0.0444637,0.0276852,0.0315947,0.0403662,0.044369,0.0285655,0.0313778,0.0356349,0.0199563,0.0249877,0.0144981,0.0423043,0,0.0210496,0.0265807,0.0308667,0.0481981,0.0458901,0,0,0.0485461,0,0,0.0307163,0.0500672,0.0480836,0.0188557,0.023212,0.0370735,0.0441232,0.0455091,0.0645251,0.0543809,0.0388474,0.059716,0.0412213,0.0453362,0.067364,0.0199887,0.0400524,0.0334651,0.0253705,0.0555425,0.0578115,0,0,0,0,0,0,0
88,0.0432332,0,0,0,0.0490606,0,0,0,0,0,0.0419417,0,0.0285954,0.0346433,0,0,0.0134757,0,0,0.0414178,0.0435765,0.032922,0.0298504,0.0146991,0.0452701,0.02748,0.0326709,0.0387404,0.0429279,0.0299539,0.0331517,0.037498,0.0214672,0.0256078,0.0133959,0.0426358,0,0.0207504,0.0254259,0.0301936,0.0480216,0.045847,0,0,0.0482709,0,0,0.0304785,0.0479372,0.0476906,0.0198584,0.0222586,0.0379052,0.0436748,0.0455095,0.0651905,0.05404,0.0375501,0.0601285,0.0415871,0.0457999,0.0678372,0.0211452,0.0403537,0.0333814,0.0252714,0.0551999,0.0579955,0,0,0,0,0,0,0
89,0.0431656,0,0,0,0.0490792,0,0,0,0,0,0.0422413,0,0.0285574,0.0344335,0,0,0.0133445,0,0,0.0413678,0.0436556,0.0329107,0.0299186,0.0146652,0.0452097,0.0274697,0.0327658,0.0386922,0.0428669,0.0299902,0.0332165,0.0375355,0.0215221,0.0257163,0.0132092,0.0428848,0,0.0207669,0.02551,0.030226,0.0480688,0.0458557,0,0,0.0480293,0,0,0.0303005,0.0479604,0.0476224,0.0198327,0.0223196,0.0379135,0.0435177,0.0454719,0.0651309,0.053951,0.0375371,0.0601682,0.0416478,0.0458252,0.0678839,0.0211142,0.0406249,0.0334755,0.0251864,0.0550853,0.0580715,0,0,0,0,0,0,0
90,0.0430897,0,0,0,0.0490955,0,0,0,0,0,0.0424654,0,0.0285876,0.0341167,0,0,0.0131086,0,0,0.0413413,0.043769,0.0328126,0.0300519,0.0147634,0.0450883,0.027522,0.0328718,0.0387432,0.0428365,0.0300888,0.0332653,0.0376225,0.0215132,0.0257996,0.0130708,0.0431321,0,0.0208411,0.0255661,0.0302709,0.0482296,0.0459155,0,0,0.0478962,0,0,0.0302294,0.0479957,0.0475219,0.0197717,0.0223872,0.0378469,0.0433648,0.0453985,0.064963,0.0538348,0.0374903,0.0601168,0.0416713,0.0458207,0.0679295,0.020994,0.0409379,0.0336832,0.0251505,0.0550611,0.0581398,0,0,0,0,0,0,0
91,0.043063,0,0,0,0.0490895,0,0,0,0,0,0.0425394,0,0.0286396,0.0340718,0,0,0.0128934,0,0,0.0412269,0.0440213,0.0326845,0.0302853,0.0148383,0.0449413,0.027575,0.0328453,0.0387553,0.0428341,0.030214,0.0333051,0.0377694,0.0215909,0.0258889,0.0128458,0.0434246,0,0.020852,0.0255031,0.0302926,0.0484078,0.0459917,0,0,0.0477272,0,0,0.0303221,0.0480152,0.0474877,0.0197181,0.0224718,0.0376964,0.0432081,0.0452521,0.0647691,0.053763,0.037413,0.0600604,0.0416881,0.0458761,0.0679706,0.0210299,0.0412938,0.0339197,0.0251479,0.0550917,0.0581235,0,0,0,0,0,0,0
92,0.0430342,0,0,0,0.049079,0,0,0,0,0,0.042739,0,0.0287111,0.0342325,0,0,0.0128849,0,0,0.0407525,0.0445198,0.0326249,0.0303721,0.0148992,0.0447632,0.0275125,0.0328508,0.0387648,0.0428107,0.0302891,0.0334036,0.0377488,0.0216755,0.0259871,0.012644,0.0437708,0,0.0205292,0.0253783,0.0303486,0.0485213,0.0461267,0,0,0.047517,0,0,0.030731,0.0481183,0.0475016,0.0196591,0.0226094,0.0375373,0.0430937,0.0450784,0.0645805,0.0536814,0.0373896,0.0600246,0.0417088,0.0459039,0.0680086,0.0210831,0.0415734,0.0341163,0.0251371,0.0551292,0.058027,0,0,0,0,0,0,0
93,0.0430182,0,0,0,0.0490664,0,0,0,0,0,0.0430433,0,0.0287564,0.0343216,0,0,0.0128181,0,0,0.0403044,0.0449536,0.0326118,0.0304172,0.0149607,0.0445884,0.0274273,0.0328657,0.0388144,0.0427663,0.0303179,0.0334736,0.0376848,0.0217625,0.0260633,0.0124987,0.0441592,0,0.0203349,0.0253045,0.0304158,0.0486245,0.0462863,0,0,0.0473663,0,0,0.030993,0.0482859,0.0475417,0.0195619,0.0227503,0.0373575,0.0429828,0.04493,0.0644495,0.0536095,0.0373982,0.0599862,0.0417025,0.0459361,0.0680285,0.0211135,0.041834,0.0342459,0.0251118,0.0551607,0.0580583,0,0,0,0,0,0,0
94,0.0430226,0,0,0,0.0490429,0,0,0,0,0,0.0431969,0,0.0288176,0.0341282,0,0,0.0125707,0,0,0.0400773,0.0450495,0.0326513,0.0304557,0.0150591,0.0444619,0.027333,0.0329228,0.0389775,0.0427277,0.0303796,0.0335039,0.0377036,0.0220127,0.0261214,0.0123823,0.044567,0,0.0203764,0.0252287,0.0304682,0.0487377,0.04645,0,0,0.0472736,0,0,0.0309581,0.0484544,0.0475541,0.0194256,0.0228823,0.0371972,0.0428457,0.0448743,0.0643346,0.0535623,0.0374471,0.0599563,0.0416727,0.0459782,0.0680718,0.0212265,0.0420937,0.0342857,0.0250226,0.0551586,0.0582439,0,0,0,0,0,0,0
95,0.0429974,0,0,0,0.0490666,0,0,0,0,0,0.043403,0,0.0288775,0.0341499,0,0,0.0122372,0,0,0.0399274,0.0450281,0.032689,0.030565,0.0151469,0.044407,0.0272457,0.0328926,0.0388912,0.0426968,0.0304851,0.033517,0.0378088,0.0223825,0.0261364,0.0121191,0.0449856,0,0.0203987,0.0251912,0.0305137,0.0488322,0.0466121,0,0,0.0471795,0,0,0.0306296,0.0485544,0.0475467,0.0192914,0.0229523,0.0369947,0.0426868,0.0448552,0.0642337,0.0535077,0.0374537,0.0599323,0.0416805,0.0459749,0.0681156,0.0213093,0.0422377,0.0342305,0.0248881,0.0551848,0.0583839,0,0,0,0,0,0,0
96,0.0429593,0,0,0,0.049075,0,0,0,0,0,0.0435576,0,0.0289194,0.0343012,0,0,0.0121333,0,0,0.0397786,0.0449891,0.0326815,0.0305697,0.0152397,0.0443427,0.027246,0.0329045,0.0389381,0.042705,0.0305893,0.0335582,0.0378734,0.0224179,0.0261988,0.0119335,0.0454505,0,0.0203775,0.0250697,0.0305713,0.048882,0.0467185,0,0,0.0470337,0,0,0.0300768,0.0486707,0.0475887,0.0192368,0.0230284,0.0368113,0.0425859,0.0448432,0.0640835,0.0534772,0.0374595,0.0599098,0.0417025,0.0459694,0.0681784,0.0214112,0.0423229,0.0340249,0.0247732,0.055198,0.0584,0,0,0,0,0,0,0
97,0.0430126,0,0,0,0.0490579,0,0,0,0,0,0.0438055,0,0.0290087,0.0345207,0,0,0.0120018,0,0,0.0396696,0.0448899,0.0327057,0.0305873,0.0152655,0.044203,0.0273398,0.0328166,0.0386419,0.0427289,0.0306167,0.033695,0.0377777,0.0224283,0.0262406,0.011701,0.0458716,0,0.0203001,0.0250223,0.0306334,0.0488967,0.0467578,0,0,0.0468637,0,0,0.0296536,0.0488123,0.0476716,0.0192268,0.0231146,0.0366265,0.0424894,0.044854,0.0639101,0.0535082,0.0374697,0.0599181,0.0417543,0.0460458,0.0682841,0.0213864,0.0424384,0.0337761,0.024708,0.0551838,0.0583747,0,0,0,0,0,0,0
98,0.0431143,0,0,0,0.049076,0,0,0,0,0,0.0439632,0,0.0291487,0.0347859,0,0,0.0120304,0,0,0.0396272,0.0448683,0.0326313,0.0306366,0.0153107,0.0440825,0.0274742,0.0328266,0.0383999,0.0427372,0.0307442,0.0339303,0.0377094,0.0222522,0.0263377,0.0115691,0.046058,0,0.0202661,0.0248775,0.0306443,0.0489358,0.0467001,0,0,0.0466428,0,0,0.0293844,0.0488512,0.0477174,0.019269,0.0231759,0.0364994,0.0423702,0.0448921,0.0638186,0.0534987,0.0374567,0.0599628,0.0418078,0.0461427,0.0683585,0.0214501,0.0424869,0.033526,0.0246848,0.0551894,0.0583638,0,0,0,0,0,0,0
99,0.0431626,0,0,0,0.0490935,0,0,0,0,0,0.0439597,0,0.0292227,0.0348841,0,0,0.01218,0,0,0.0396124,0.0448535,0.0325429,0.0305693,0.0153778,0.0439611,0.027724,0.0328357,0.0383159,0.042756,0.0308156,0.0338962,0.0377799,0.0223808,0.0264635,0.0115845,0.0460252,0,0.0203002,0.0245427,0.030691,0.0489589,0.0465502,0,0,0.0463757,0,0,0.0293204,0.0489822,0.0477324,0.0193262,0.0232776,0.0364513,0.0422038,0.0449564,0.0637513,0.0534613,0.0374685,0.0599881,0.0418279,0.0461741,0.0684147,0.021633,0.0425036,0.0332769,0.0246725,0.0552153,0.0582478,0,0,0,0,0,0,0
100,0.0431536,0,0,0,0.0491581,0,0,0,0,0,0.0439525,0,0.0292925,0.0351068,0,0,0.0123799,0,0,0.0396741,0.0448063,0.0325228,0.0305063,0.0154707,0.0438501,0.0280663,0.032919,0.0383539,0.042758,0.0308578,0.0338366,0.0378148,0.0227255,0.0265595,0.0115654,0.0458735,0,0.0203506,0.0252582,0.0311725,0.048977,0.0463356,0,0,0.0462941,0,0,0.0293327,0.0491081,0.0483073,0.0193847,0.0233273,0.0364356,0.0419667,0.0450162,0.0637011,0.0535125,0.037526,0.0598132,0.041711,0.0458904,0.0680805,0.0218043,0.0425894,0.0330879,0.0246044,0.0553848,0.058189,0,0,0,0,0,0,0
101,0.0430982,0,0,0,0.0493074,0,0,0,0,0,0.0441655,0,0.0293649,0.0352312,0,0,0.0125677,0,0,0.0397396,0.0447671,0.0325525,0.0306351,0.0155154,0.0438308,0.0286014,0.0329496,0.0382193,0.0427435,0.0309025,0.033853,0.0378015,0.0226494,0.0266312,0.0113502,0.0456464,0,0.0203988,0.0264243,0.0317943,0.0490192,0.046105,0,0,0.0463356,0,0,0.0292676,0.0491807,0.0490203,0.019453,0.0232948,0.0364813,0.0416912,0.0450373,0.0637744,0.0535796,0.0374832,0.0596295,0.0415691,0.0455462,0.0677071,0.0219838,0.0427014,0.0329585,0.0245159,0.0556455,0.0581835,0,0,0,0,0,0,0
102,0.0430112,0,0,0,0.0495014,0,0,0,0,0,0.044393,0,0.0294669,0.035271,0,0,0.012835,0,0,0.0396849,0.0446526,0.0326103,0.0307427,0.0156316,0.0437922,0.0289749,0.0329748,0.0380175,0.0427282,0.0309431,0.0338788,0.0377873,0.0225916,0.0267443,0.0111495,0.045417,0,0.0203216,0.0274765,0.0324593,0.0490241,0.0459158,0,0,0.0464397,0,0,0.0291886,0.0493188,0.0498089,0.0195692,0.023276,0.0365376,0.0413962,0.0449693,0.0638174,0.0536204,0.0374006,0.0594324,0.0413837,0.0451554,0.0674021,0.0223292,0.0427803,0.0328883,0.0244205,0.055849,0.0581987,0,0,0,0,0,0,0
103,0.0429629,0,0,0,0.0496578,0,0,0,0,0,0.0438599,0,0.029486,0,0,0,0.0132626,0,0,0.0396225,0.0429417,0.035161,0.0330559,0.015074,0.0426518,0.0295322,0.0319763,0.0396642,0.0440841,0.0295244,0.0320565,0.0356858,0.0211589,0.0263009,0.0122615,0.0448752,0,0.0203191,0.0302217,0.0344395,0.0492906,0.045742,0,0,0.0465875,0,0,0.0291787,0.0516915,0.0517886,0.0186358,0.0243091,0.0354751,0.0415794,0.0447828,0.0630637,0.0540148,0.038649,0.0585424,0.0406525,0.0439324,0.0662445,0.0222736,0.0426552,0.0327555,0.0243481,0.0561443,0.0579448,0,0,0,0,0,0,0
104,0.0428927,0,0,0,0.0497724,0,0,0,0,0,0.0447058,0,0.0297714,0.0350791,0,0,0.013228,0,0,0.0393702,0.0443402,0.0327494,0.0306454,0.0161928,0.04345,0.0293353,0.0330756,0.0383723,0.0425907,0.0311108,0.0340688,0.0376235,0.022694,0.0269586,0.0108893,0.0450262,0,0.0202414,0.0298829,0.033973,0.0489013,0.0456254,0,0,0.0464649,0,0,0.0288708,0.0497506,0.0513994,0.0197574,0.0231958,0.036504,0.0409543,0.0448379,0.0637056,0.0536806,0.0372057,0.0588543,0.0409234,0.0443615,0.0667913,0.023343,0.0429485,0.0324914,0.0242647,0.0556552,0.0581327,0,0,0,0,0,0,0
105,0.0428856,0,0,0,0.0498165,0,0,0,0,0,0.0451112,0,0.0296769,0.0350013,0,0,0.0132293,0,0,0.0393414,0.0442032,0.0328244,0.0306063,0.0162899,0.0432626,0.0295846,0.0330906,0.038566,0.0425883,0.0311954,0.0341084,0.0375591,0.0227134,0.026999,0.0104837,0.0449765,0,0.0202299,0.0309212,0.0344993,0.0487623,0.045507,0,0,0.0464082,0,0,0.0286214,0.0499924,0.0519523,0.0198407,0.0231092,0.0364485,0.0407407,0.0447748,0.0636549,0.0537011,0.0370708,0.0586079,0.0407706,0.0440925,0.0666026,0.0237017,0.0429584,0.0322527,0.0241833,0.0558604,0.0580834,0,0,0,0,0,0,0
106,0.0425963,0,0,0,0.0501204,0,0,0,0,0,0.0420024,0,0.0276822,0.0350565,0,0,0.0135027,0,0,0.0393016,0.0438784,0.0332336,0.0306001,0.01671,0.042277,0.029673,0.0330004,0.0377351,0.0427163,0.0317165,0.0347091,0.0377049,0.0238382,0.0280914,0.013778,0.0449405,0,0.0200732,0.0270276,0.031241,0.0490676,0.0457143,0,0,0.045615,0,0,0.0279633,0.0500687,0.0481291,0.0208999,0.022647,0.0359642,0.0409029,0.0441516,0.0635389,0.0534737,0.0365509,0.0607908,0.0422616,0.0467205,0.069155,0.0202377,0.042938,0.032367,0.0241138,0.0563733,0.0578322,0,0,0,0,0,0,0
107,0.0427641,0,0,0,0.0500461,0,0,0,0,0,0.0418095,0,0.0274548,0,0,0,0.0135947,0,0,0.0392803,0.0421949,0.0357335,0.0330687,0.0157042,0.0411838,0.0301818,0.031911,0.0388578,0.0440591,0.0303307,0.0329074,0.0357464,0.022591,0.0276845,0.0144904,0.0447898,0,0.019924,0.0279756,0.031772,0.049409,0.0455059,0,0,0.0457473,0,0,0.028063,0.0524654,0.0485921,0.0198776,0.0235698,0.0349157,0.0410132,0.0437693,0.0625744,0.0536814,0.0375864,0.0607505,0.042252,0.0465598,0.0688436,0.0192975,0.0427999,0.0322952,0.0241314,0.0567307,0.0576673,0,0,0,0,0,0,0
108,0.0427341,0,0,0,0.0499727,0,0,0,0,0,0.042285,0,0.0275647,0.0357598,0,0,0.0135071,0,0,0.0390219,0.0435375,0.0334313,0.0305155,0.0167712,0.041844,0.0300867,0.0329012,0.0368874,0.0426335,0.0318243,0.0347429,0.0377916,0.0239621,0.0281295,0.0133635,0.0451776,0,0.0198781,0.0274373,0.031168,0.0491574,0.0454369,0,0,0.0456144,0,0,0.0277663,0.0506705,0.0479349,0.0208738,0.0224381,0.035881,0.0404328,0.0439456,0.0633005,0.0534365,0.036277,0.0610324,0.0424476,0.0470156,0.0693894,0.0199488,0.0432104,0.0321895,0.0241757,0.0565049,0.0579694,0,0,0,0,0,0,0
109,0.0426777,0,0,0,0.0500394,0,0,0,0,0,0.0425798,0,0.0275319,0.0361914,0,0,0.0134979,0,0,0.0389749,0.0434363,0.0334831,0.0304771,0.0168038,0.0416847,0.0302122,0.0328934,0.0368661,0.0424932,0.0318052,0.0348792,0.0379248,0.0239198,0.0280562,0.0129384,0.0453505,0,0.0199277,0.0276744,0.0311428,0.04905,0.0452983,0,0,0.0454941,0,0,0.0273628,0.0508347,0.0478109,0.0210748,0.0223502,0.0358673,0.0401352,0.0440631,0.0633714,0.0535006,0.0362994,0.0610467,0.0424457,0.0470433,0.0693914,0.0200074,0.0434888,0.0321102,0.0242232,0.0567516,0.0578637,0,0,0,0,0,0,0
110,0.0427283,0,0,0,0.0500236,0,0,0,0,0,0.0426792,0,0.027596,0.0363515,0,0,0.0135331,0,0,0.0390775,0.0433755,0.0335147,0.0304429,0.0168685,0.0415475,0.0303618,0.0329253,0.0368336,0.0424473,0.0318624,0.0349375,0.0379004,0.0239314,0.0281092,0.0128541,0.0453495,0,0.0199858,0.0277795,0.0310859,0.0490096,0.0451405,0,0,0.0454593,0,0,0.0271878,0.051017,0.0477484,0.0211914,0.0222416,0.0358951,0.039886,0.0439894,0.0633005,0.0534457,0.0362546,0.0611905,0.0424781,0.0470759,0.0694604,0.0199504,0.0437393,0.0319858,0.0242393,0.0569105,0.0578267,0,0,0,0,0,0,0
111,0.0426639,0,0,0,0.050137,0,0,0,0,0,0.0431281,0,0.027593,0.0362532,0,0,0.0136929,0,0,0.039114,0.0433266,0.033609,0.030514,0.0168901,0.0413509,0.0303973,0.0329438,0.0368135,0.0423588,0.0318324,0.0349728,0.0378565,0.0238263,0.0280576,0.0127195,0.0453449,0,0.0200533,0.0279812,0.0311036,0.0490023,0.0450295,0,0,0.0455209,0,0,0.0269584,0.0511873,0.0477896,0.0213099,0.0221676,0.035876,0.0396542,0.0440372,0.0632568,0.0534935,0.0362317,0.0612242,0.0424258,0.0470314,0.0694426,0.0198442,0.0439199,0.0319635,0.0241721,0.0571271,0.0577758,0,0,0,0,0,0,0
112,0.0427219,0,0,0,0.0501162,0,0,0,0,0,0.0432138,0,0.0276223,0.0359224,0,0,0.0138369,0,0,0.0390948,0.043253,0.0336173,0.0304711,0.0168455,0.041286,0.0303786,0.0327938,0.0367228,0.0422965,0.0319025,0.0350109,0.0377694,0.0237949,0.0281401,0.0127905,0.0453869,0,0.0199736,0.028067,0.0310349,0.0489901,0.0449655,0,0,0.0458105,0,0,0.026967,0.0513984,0.0477303,0.0212648,0.0221308,0.0359249,0.0395091,0.0438845,0.0630886,0.0534817,0.0361465,0.061321,0.0424839,0.0471776,0.0695841,0.0197209,0.0440381,0.0319153,0.0241461,0.0571491,0.0578959,0,0,0,0,0,0,0
