Timestep,C7,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,CBL,IMUL_M,R5HD
191,0.0357731,0,0,0,0.052146,0,0,0,0,0,0.0395464,0,0.031968,0.0390598,0,0,0.0116821,0,0,0.0348667,0.0379518,0.0331539,0.0320911,0.0176509,0.0376474,0.0322799,0.0313531,0.036975,0.0403724,0.0305548,0.032643,0.0362628,0.0210263,0.0272543,0.0154378,0.0501812,0,0.0198039,0.0238685,0.0225909,0.0404483,0.0420166,0,0,0.0272551,0,0,0.0227107,0.0526601,0.0489798,0.0185844,0.0151665,0.0381901,0.0347849,0.0435586,0.0677355,0.0561733,0.034678,0.058548,0.0387586,0.0448747,0.06906,0.0255265,0.0503244,0.0152383,0,0.0587787,0.060754,0,0,0,0,0,0,0
192,0.0354529,0,0,0,0.0523309,0,0,0,0,0,0.0395079,0,0.0318993,0.039231,0,0,0.0114445,0,0,0.0350611,0.0376155,0.0332643,0.0321571,0.0175641,0.0378372,0.0329416,0.0312352,0.0367666,0.0402872,0.0304854,0.0327457,0.0361466,0.0210869,0.0271831,0.01538,0.0500133,0,0.0199464,0.0223966,0.0223283,0.0396782,0.0418024,0,0,0.0256607,0,0,0.0280692,0.0526718,0.0499392,0.0184175,0.0150295,0.0386174,0.0353829,0.0438241,0.0686719,0.0562629,0.0345481,0.058239,0.0385047,0.0444913,0.0686703,0.0281819,0.0499124,0.0175093,0,0.0589259,0.0609259,0,0,0,0,0,0,0
193,0.0349041,0,0,0,0.0532441,0,0,0,0,0,0.0393389,0,0.0317468,0.0395457,0,0,0.0153448,0,0,0.0474731,0.0373024,0.0333046,0.0321684,0.0174061,0.0379775,0.0354804,0.0311642,0.0367309,0.0402216,0.0305045,0.032706,0.0360737,0.0207478,0.0271909,0.0154498,0.0503152,0.0310331,0.00827809,0.0211524,0.0222494,0.0390111,0.0406816,0,0,0.0232682,0,0,0.029271,0.052654,0.050981,0.0183285,0.0148288,0.0390781,0.0357254,0.0442393,0.0696792,0.0561202,0.0345336,0.0578424,0.0380083,0.0441129,0.0681173,0.0310133,0.0494051,0.0176873,0,0.0595552,0.0610018,0,0,0,0,0,0,0
194,0.0350294,0,0,0,0.0526152,0,0,0,0,0,0.039148,0,0.0316846,0.0398637,0,0,0.0109829,0,0,0.0355884,0.0370562,0.0332767,0.0322164,0.0172096,0.0379251,0.034261,0.0310463,0.0367372,0.0401886,0.0305166,0.032386,0.036073,0.0206127,0.0272671,0.0155862,0.0499369,0,0.0203655,0.0200646,0.0221686,0.0385108,0.0412613,0,0,0.0208063,0,0,0.0298024,0.0526108,0.0521362,0.0180378,0.0145758,0.0392748,0.036105,0.0445569,0.0705402,0.0562462,0.0344308,0.0575256,0.0374481,0.0438018,0.0677128,0.0340729,0.049048,0.0175082,0,0.0589254,0.061421,0,0,0,0,0,0,0
195,0.0348841,0,0,0,0.0527468,0,0,0,0,0,0.0389849,0,0.0316602,0.0401161,0,0,0.0109339,0,0,0.035761,0.0368504,0.0333528,0.0323064,0.0171267,0.0379729,0.0345986,0.030847,0.0368829,0.0401483,0.0304448,0.0324675,0.0360686,0.0207094,0.0272129,0.0157331,0.0501634,0,0.0204146,0.019543,0.0220165,0.0380823,0.0409882,0,0,0.0185422,0,0,0.0306261,0.0526225,0.0534461,0.0178112,0.014447,0.0394849,0.0365696,0.0448648,0.0714855,0.0582921,0.0344135,0.0573355,0.0376132,0.0435341,0.0675508,0.0373703,0.0486582,0.0174733,0,0.0589241,0.0618057,0,0,0,0,0,0,0
196,0.0344961,0,0,0,0.0536197,0,0,0,0,0,0.038991,0,0.0317226,0.0403244,0,0,0.0151606,0,0,0.0478245,0.0367776,0.0334893,0.0324593,0.0171541,0.0380043,0.0366419,0.0306871,0.0368592,0.0401287,0.0304115,0.032817,0.0360532,0.0209134,0.0271029,0.015692,0.0507548,0.0290906,0.00741041,0.0191382,0.0217315,0.0378773,0.0399235,0,0,0.0162807,0,0,0.0318156,0.0526043,0.054565,0.0177145,0.0143304,0.0396103,0.0370946,0.0452647,0.0722287,0.060432,0.0344998,0.0573037,0.0379327,0.0434698,0.0676154,0.0404794,0.0482164,0.0176432,0,0.0595387,0.0620321,0,0,0,0,0,0,0
197,0.0344477,0,0,0,0.0537294,0,0,0,0,0,0.0390021,0,0.0317743,0.040512,0,0,0.0148371,0,0,0.0475672,0.0369244,0.0336657,0.0323769,0.0171414,0.0374569,0.0366257,0.0306975,0.0370902,0.0402379,0.0305097,0.0327737,0.0359417,0.0207359,0.0270996,0.0156569,0.0511316,0.0281944,0.0072625,0.0189459,0.0217355,0.03918,0.0397685,0,0,0.0136071,0,0,0.0338196,0.0524572,0.0560669,0.0182926,0.0146933,0.0394222,0.0375974,0.0454611,0.0730621,0.051051,0.0347978,0.0568667,0.0376523,0.0430849,0.0674426,0.042557,0.0480433,0.018286,0,0.059658,0.0619759,0,0,0,0,0,0,0
198,0.0356238,0,0,0,0.0535035,0,0,0,0,0,0.0406728,0,0.0324616,0.0413935,0,0,0.0153924,0,0,0.0468845,0.039615,0.034728,0.031096,0.0172385,0.0326843,0.0351525,0.0314156,0.0375993,0.0417332,0.0319328,0.0314773,0.0348789,0.0201924,0.0272922,0.0141175,0.0522592,0.0272296,0.00775031,0.0170092,0.021532,0,0.0393651,0,0,0.0134869,0,0,0.00364034,0.049998,0.0561123,0.0269119,0.0151829,0.0371866,0.0374606,0,0.0828935,0,0.0421,0.0508483,0.0314078,0.0388735,0.0640604,0.0388715,0.0478384,0,0,0.060943,0.0599758,0,0,0,0,0,0,0
199,0.0356811,0,0,0,0.0536627,0,0,0,0,0,0.0409674,0,0.0325033,0.042689,0,0,0.015786,0,0,0.0465307,0.0399685,0.0352838,0.0308009,0.0170656,0.0312118,0.0344057,0.0310971,0.0378552,0.0423142,0.0320384,0.0308447,0.0342885,0.0200291,0.0272652,0.0139248,0.0531667,0.0263317,0.00804833,0.0192125,0.0258558,0,0.0393017,0,0,0.0129582,0,0,0.00517674,0.0508974,0.0636562,0.0306604,0.0195477,0.0374207,0.0382435,0,0.0826263,0.0725638,0.0416752,0.0479886,0.0297454,0.0361608,0.0610638,0.0420582,0.0482616,0,0,0.0615247,0.059271,0,0,0,0,0,0,0
200,0.035666,0,0,0,0.0535334,0,0,0,0,0,0.0408484,0,0.0323174,0.0417189,0,0,0.0155687,0,0,0.0467255,0.0396536,0.0346107,0.0300203,0.0172022,0.0319445,0.0355434,0.030761,0.0372537,0.0417758,0.0319962,0.0313303,0.0348029,0.020502,0.0272624,0.0138032,0.0529459,0.0252101,0.00850259,0.017147,0.0209571,0,0.0388164,0,0,0.0131916,0,0,0.00662923,0.0503197,0.0565228,0.0269919,0.0151893,0.036992,0.0384052,0,0.0830054,0,0.0426157,0.0512067,0.0320512,0.0394483,0.0649321,0.0403228,0.0487466,0,0,0.0612231,0.0604847,0,0,0,0,0,0,0
201,0.0353967,0,0,0,0.0536956,0,0,0,0,0,0.0409827,0,0.032276,0.0420384,0,0,0.0157168,0,0,0.0468747,0.039656,0.0346517,0.0295367,0.0172844,0.0317401,0.0356434,0.0306386,0.0371911,0.0417654,0.0318946,0.031403,0.0347287,0.0204602,0.0271988,0.013626,0.0532252,0.024131,0.00905345,0.0171854,0.0208591,0,0.0387796,0,0,0.0119915,0,0,0.0160421,0.0506018,0.0568496,0.0268654,0.0151843,0.0368878,0.0389043,0,0.0831741,0,0.0426702,0.0512236,0.0322392,0.0395535,0.0650997,0.0407073,0.049279,0,0.00560297,0.0615644,0.0605663,0,0,0,0,0,0,0
202,0.0353287,0,0,0,0.05369,0,0,0,0,0,0.0382767,0,0.0311995,0.042083,0,0,0.0160348,0,0,0.0466821,0.0362016,0.0336704,0.0308212,0.0170452,0.0317795,0.0356333,0.0303918,0.0373214,0.0397786,0.0295506,0.032695,0.0359475,0.0212204,0.0269849,0.0163002,0.0538941,0.0230602,0.00945892,0.0173953,0.0203294,0.0478799,0.0384821,0,0,0.0131333,0,0,0.0170585,0.0530646,0.0555121,0.0241553,0.0121734,0.0371225,0.039018,0,0.0820065,0,0.0411663,0.05401,0.0345534,0.0416613,0.0670888,0.0388753,0.0499855,0,0.005726,0.0615096,0.0609224,0,0,0,0,0,0,0
203,0.0354101,0,0,0,0.0535866,0,0,0,0,0,0.0386543,0,0.0312127,0.0423132,0,0,0.0161203,0,0,0.0464943,0.0360326,0.0333826,0.0304788,0.0173739,0.0317255,0.0359531,0.0303125,0.0369602,0.039711,0.0297927,0.032934,0.0360928,0.0207377,0.0271208,0.0158108,0.0540604,0.0217566,0.00993903,0.0173292,0.0205159,0.0456746,0.0382281,0,0,0.0144863,0,0,0.0182108,0.0532897,0.0556417,0.0237993,0.0121001,0.0371135,0.0393141,0,0.0817091,0,0.0409709,0.0538591,0.0344482,0.0415658,0.0668921,0.03831,0.050461,0,0.00599242,0.0616605,0.0611452,0,0,0,0,0,0,0
204,0.0355317,0,0,0,0.0533224,0,0,0,0,0,0.0375172,0,0.0298433,0.041609,0,0,0.0157445,0,0,0.0466655,0.0362831,0.0316127,0.0298768,0.0185393,0.0321556,0.0370173,0.0302033,0.0354038,0.0395141,0.0314092,0.0341443,0.0369362,0,0.0289193,0.0166382,0.0536036,0.0201677,0.0107623,0.0183317,0.0224329,0.0469554,0.0381232,0,0,0.0160697,0,0,0.019418,0.0530709,0.0589101,0.0222547,0.0142929,0.0373021,0.0400288,0.0487695,0.0776212,0,0.0378761,0.0541041,0.0351645,0.0415507,0.0664385,0.0404715,0.0505834,0,0.00632433,0.0614112,0.062365,0,0,0,0,0,0,0
205,0.035969,0,0,0,0.0531824,0,0,0,0,0,0.0382567,0,0.0308634,0,0,0,0.015763,0,0,0.0464913,0.0342603,0.0359265,0.0351499,0.0161187,0.029799,0.0368913,0.0293405,0.0387602,0.0413477,0.0278069,0.0308579,0.0339469,0.0196213,0.0266367,0.0169619,0.0539531,0.0184919,0.0119331,0.0182325,0.0216231,0.0450368,0.0377946,0,0,0.0177967,0,0,0.0206043,0.0559156,0.056131,0.0230882,0.0129221,0.0356902,0.0408418,0,0.0801249,0,0.042555,0.0526572,0.033088,0.0407171,0.0654259,0.0330717,0.0508409,0,0.00662997,0.0621738,0.0613556,0,0,0,0,0,0,0
206,0.0360497,0,0,0,0.0529387,0,0,0,0,0,0.0412416,0,0.0314837,0.0424552,0,0,0.0157371,0,0,0.0462177,0.037025,0.0329214,0.030381,0.018163,0.0321277,0.0375512,0.0295284,0.035547,0.040328,0.031279,0.0328158,0.0363536,0.0218253,0.0273638,0.0129469,0.0540673,0.0171327,0.013181,0.0188957,0.0228658,0.043927,0.0374629,0,0,0.0192616,0,0,0.0215573,0.0530425,0.0589122,0.0215873,0.0143971,0.0370178,0.0407143,0.0481114,0.0767609,0,0.0380305,0.0538029,0.0348793,0.0413606,0.0658401,0.0361889,0.051453,0,0.00710486,0.0608638,0.0628324,0,0,0,0,0,0,0
207,0.0364996,0,0,0,0.0528421,0,0,0,0,0,0.0412271,0,0.0311999,0.0429184,0,0,0.0163366,0,0,0.0456712,0.0382656,0.0326993,0.0307887,0.0178266,0.0300152,0.0364988,0.0296578,0.0358725,0.0398055,0.0304966,0.0329198,0.0366342,0.0225321,0.0274721,0.0128935,0.0549819,0.015908,0.0144526,0.0192241,0.021519,0.0436634,0.0371699,0,0,0.0214621,0,0,0.0229548,0.0535775,0.0559616,0.0234177,0.0122519,0.0359146,0.0415251,0,0.0801958,0,0.041148,0.0534828,0.0342299,0.041446,0.0659086,0.0312806,0.05205,0,0.00741458,0.0611141,0.0620215,0,0,0,0,0,0,0
208,0.0374284,0,0,0,0.0524902,0,0,0,0,0,0.0430437,0,0.0315974,0.041105,0,0,0.0161549,0,0,0.0456646,0,0.0318053,0.0304545,0.0187642,0.029628,0.0372696,0.0306527,0.0349321,0.039807,0.0322168,0.0338275,0.0372012,0.022421,0.028131,0.0109028,0.0550012,0.0150219,0.0159672,0.0198452,0.0214207,0.0467534,0.0364131,0,0,0.0235694,0,0,0.0244091,0.0514475,0.0560588,0.0230119,0.012364,0.0340062,0.0422518,0,0.0806495,0,0.0405284,0.053166,0.0341738,0.0414518,0.0659372,0.0309803,0.0524554,0,0.00765037,0.0610576,0.062341,0,0,0,0,0,0,0
209,0.0417085,0,0,0,0.051861,0,0,0,0,0,0.0421137,0,0.0307329,0.0444167,0,0,0.0163785,0,0,0.0455283,0.0377116,0.0307737,0.0298669,0.0184539,0.023636,0.0396865,0.0281412,0.0339611,0.0387473,0.030838,0.0346582,0.0379442,0.0222561,0.0279978,0.0114718,0.056957,0.0145033,0.0178612,0.022891,0.0223554,0.0470168,0.0352448,0,0,0.037772,0,0,0.0485661,0.0557818,0.0555044,0.0261542,0.0127901,0.0338511,0.0510488,0,0.0790477,0,0.042514,0.053041,0.0339606,0.0413405,0.0654502,0.0254855,0.0528081,0.127041,0.0294152,0.0615134,0.0656342,0,0,0,0,0,0,0
210,0.0389392,0,0,0,0.0521025,0,0,0,0,0,0.0438465,0,0.0320317,0.0436009,0,0,0.0159601,0,0,0.0461278,0.0392343,0.0332621,0.0295832,0.0184761,0.0257677,0.0363128,0.0293723,0.0346792,0.0412848,0.03298,0.0330163,0.0359007,0.0207854,0.0278524,0.010429,0.0548153,0.0141187,0.0184983,0.021519,0.0233581,0,0.0366575,0,0,0.0212706,0,0,0.0250922,0.0521126,0.0576042,0.0277905,0.0158569,0.0325432,0.0457697,0,0.0808556,0,0.0438278,0.0499819,0.0318598,0.0392113,0.0634304,0.0281029,0.0497313,0,0.00993322,0.0617569,0.0627587,0,0,0,0,0,0,0
211,0.0386859,0,0,0,0.0520823,0,0,0,0,0,0.0419581,0,0.0313265,0.0429629,0,0,0.016794,0,0,0.0458159,0.0357207,0.0318381,0.0301383,0.0184827,0.0267451,0.0362624,0.0290014,0.0341997,0.0392712,0.0314816,0.0342153,0.0371804,0.0225189,0.0278373,0.012112,0.055845,0.0138878,0.019775,0.0243363,0.022754,0.0458458,0.0367368,0,0,0.018134,0,0,0.0236815,0.0545648,0.0548818,0.0239508,0.0124969,0.0336936,0.0447282,0,0.078408,0,0.0419977,0.0533811,0.034085,0.0416176,0.0656075,0.0229856,0.0476734,0,0.0142089,0.060483,0.0635473,0,0,0,0,0,0,0
212,0.0394214,0,0,0,0.0520829,0,0,0,0,0,0.0420703,0,0.0314407,0.04379,0,0,0.0169051,0,0,0.0458486,0.0367114,0.0317847,0.0296254,0.0186869,0.0258344,0.0365348,0.0280653,0.0337482,0.0392433,0.0318454,0.0342165,0.0372388,0.0227805,0.0277169,0.0120265,0.0568616,0.0141475,0.0209441,0.025714,0.0229988,0.0466023,0.0366855,0,0,0.0109649,0,0,0.0334879,0.0550147,0.0544079,0.0244156,0.0125134,0.0333421,0.0470668,0,0.0779324,0,0.0421703,0.0535086,0.0343867,0.041619,0.0655085,0.020991,0.0440934,0.022416,0.016181,0.0602102,0.0642912,0,0,0,0,0,0,0
213,0.0402502,0,0,0,0.0519393,0,0,0,0,0,0.0408315,0,0.0308234,0,0,0,0.0164718,0,0,0.0463014,0.033666,0.034636,0.0347654,0.0169103,0.0243388,0.0367758,0.0267674,0.0364858,0.0407207,0.0292577,0.0319464,0.0348381,0.0211603,0.0270429,0.0140149,0.0566191,0.0145366,0.021005,0.0275437,0.023917,0.0475645,0.0366756,0,0,0.012184,0,0,0.0324716,0.0575669,0.0541951,0.0241603,0.0138172,0.0323085,0.0481099,0,0.0767183,0,0.0440478,0.0526909,0.0337454,0.0408724,0.0644278,0.0180936,0.0425124,0.0160508,0.0191031,0.0606023,0.0642728,0,0,0,0,0,0,0
214,0.0413387,0,0,0,0.0507374,0,0,0,0,0,0.0425388,0,0.0313233,0.0444752,0,0,0.0171294,0,0,0.0462369,0.0354086,0.0314482,0.0295177,0.0188177,0.0256229,0.0362163,0.0294886,0.0334574,0.039234,0.0320142,0.0343719,0.03759,0.0228806,0.0278294,0.0115417,0.0586366,0.0159211,0.0220402,0.0252876,0.0229092,0.0474677,0.0369582,0,0,0.0120797,0,0,0.0317666,0.0538263,0.0533606,0.0250452,0.0128671,0.0329781,0.0481769,0,0.0767749,0,0.0418998,0.0537334,0.0345805,0.0416832,0.065314,0.0200286,0.0421255,0.0196626,0.0204093,0.058872,0.0648964,0,0,0,0,0,0,0
215,0.0443173,0,0,0,0.0464745,0,0,0,0,0,0.0428041,0,0.0313348,0.044525,0,0,0.0192994,0,0,0.0325942,0.0355953,0.0314423,0.0296289,0.0187536,0.0255793,0.0211644,0.0305558,0.033416,0.0392248,0.0318742,0.0347518,0.0375938,0.0228921,0.0278147,0.0113688,0.0604716,0,0.0254777,0.023981,0.02263,0.0476617,0.0390033,0,0,0.0181074,0,0,0.0257936,0.0530847,0.0528069,0.0243362,0.0128985,0.0330084,0.0472279,0,0.0762473,0,0.0414411,0.053618,0.0343328,0.0414835,0.0651234,0.020539,0.0426399,0,0.0225501,0.0553206,0.0650451,0,0,0,0,0,0,0
216,0.0424486,0,0,0,0.0494135,0,0,0,0,0,0.0431625,0,0.0312853,0.0448271,0,0,0.0174649,0,0,0.047292,0.0354587,0.0313385,0.0294875,0.0188425,0.0247317,0.033387,0.0305044,0.033404,0.0390965,0.0318727,0.035326,0.0376335,0.0228626,0.0277862,0.0110533,0.0591997,0.0184827,0.0214466,0.0229459,0.0224676,0.0484424,0.0376898,0,0,0.0187143,0,0,0.0261156,0.0535345,0.0519375,0.0243213,0.0130085,0.0329643,0.047194,0,0.0759396,0,0.0412133,0.0533556,0.0339016,0.0413067,0.0648619,0.0211063,0.0439822,0,0.0236905,0.0577585,0.0650764,0,0,0,0,0,0,0
217,0.043756,0,0,0,0.0490306,0,0,0,0,0,0.043425,0,0.0311371,0.0451274,0,0,0.0180395,0,0,0.0477956,0.035113,0.0311369,0.0292978,0.0188252,0.0238276,0.0338089,0.0301632,0.0333481,0.0388685,0.0319502,0.0354565,0.0377561,0.022909,0.027726,0.0107383,0.0601249,0.0205826,0.0204498,0.0221048,0.0222633,0.0495418,0.0374449,0,0,0.0125267,0,0,0.0297439,0.0541857,0.0504507,0.024755,0.0131964,0.0328632,0.0494627,0,0.0755369,0,0.0410193,0.053324,0.0334739,0.0415093,0.0646933,0.0216806,0.0423645,0.0279927,0.0206156,0.0577391,0.0658299,0,0,0,0,0,0,0
218,0.0434219,0,0,0,0.048517,0,0,0,0,0,0.0433234,0,0.0308907,0.0448668,0,0,0.0183039,0,0,0.0480465,0.0351953,0.0313526,0.0296595,0.0183938,0.0239961,0.0323835,0.03033,0.0336359,0.038632,0.0317161,0.0348331,0.0376145,0.0228915,0.0275951,0.0109068,0.0598196,0.0211856,0.0189066,0.0213093,0.0218613,0.0502039,0.0382193,0,0,0.0197446,0,0,0.0267851,0.0541201,0.0488852,0.024401,0.0132951,0.0326929,0.0475601,0,0.0752371,0,0.040684,0.0534494,0.0331575,0.041538,0.0646682,0.0226916,0.0451308,0,0.0232747,0.0573667,0.0652028,0,0,0,0,0,0,0
219,0.0446889,0,0,0,0.0482786,0,0,0,0,0,0.0431431,0,0.0304602,0.0451495,0,0,0.0187655,0,0,0.0479779,0.0348605,0.0312501,0.0294487,0.0182692,0.0229067,0.0328791,0.0301869,0.0337478,0.0381958,0.0315128,0.0345199,0.0377734,0.0231536,0.0275291,0.011202,0.0607725,0.0222172,0.0178481,0.0206093,0.0215398,0.0520692,0.0378833,0,0,0.0127456,0,0,0.0290492,0.0541684,0.0477192,0.0248149,0.0132289,0.0324326,0.0502406,0,0.0747014,0,0.0405282,0.0535523,0.0328128,0.0412364,0.064441,0.0236311,0.0430975,0.0312798,0.018563,0.0574816,0.0657968,0,0,0,0,0,0,0
220,0.0449416,0,0,0,0.0479007,0,0,0,0,0,0.0426917,0,0.0301634,0.044269,0,0,0.019648,0,0,0.0475797,0.0350424,0.0312239,0.0277234,0.0181025,0.0212895,0.0314897,0.0303782,0.0335718,0.0381676,0.0316097,0.0343929,0.0378512,0.023056,0.0274164,0.011775,0.0614673,0.0236058,0.0168378,0.0187698,0.0212924,0.0536449,0.0384841,0,0,0.0128168,0,0,0.0286422,0.0532513,0.0481417,0,0.0135411,0.0325371,0.0511142,0,0.0754932,0,0.0407142,0.0528004,0.0319279,0.0402837,0.0639549,0.0260947,0.0434828,0.0319306,0.016707,0.057537,0.0650985,0,0,0,0,0,0,0
221,0.0452434,0,0,0,0.0479828,0,0,0,0,0,0.0447924,0,0.0310223,0.0440137,0,0,0.0200261,0,0,0.0475686,0.0389633,0.0327556,0.0259671,0.0177113,0.0199248,0.0308441,0.0315226,0.0339035,0.0403071,0.033505,0.0331344,0.0363549,0.0215993,0.0272217,0.0102727,0.0609969,0.0242759,0.0153636,0.0156204,0.0219508,0,0.0391247,0,0,0.0124316,0,0,0.0276101,0.0497382,0.0524544,0,0.0174355,0.0307883,0.0527898,0,0.0792382,0,0.0424398,0.0479593,0.02845,0.0367249,0.0619526,0.0317461,0.0431163,0.03094,0.0138197,0.0587682,0.0642079,0,0,0,0,0,0,0
222,0.0449138,0,0,0,0.047648,0,0,0,0,0,0.0429369,0,0.0297907,0.0438992,0,0,0.0201652,0,0,0.0473037,0.0359126,0.0315669,0.026832,0.0175289,0.0244775,0.0329154,0.0305943,0.0337474,0.0387772,0.0320556,0.0342257,0.0374902,0.0223932,0.0268844,0.011693,0.0610772,0.0237234,0.0151007,0.0183293,0.0221365,0.0524508,0.0387175,0,0,0.0112056,0,0,0.0276651,0.0525265,0.0502143,0,0.0145198,0.0326068,0.0506678,0.0450521,0.0717849,0,0.0369574,0.0531497,0.0330148,0.0406814,0.0673316,0.0292803,0.0440737,0.0324508,0.0135516,0.0567333,0.0662423,0,0,0,0,0,0,0
223,0.0448083,0,0,0,0.0477853,0,0,0,0,0,0.0424835,0,0.0294855,0.0440232,0,0,0.0198393,0,0,0.0473714,0.0365347,0.032143,0.0280585,0.0170143,0.027015,0.0346808,0.029994,0.0346989,0.0388403,0.0316177,0.0335144,0.036956,0.0219883,0.02645,0.0123457,0.0606495,0.0234854,0.0142214,0.0190703,0.0218618,0.0504158,0.0384416,0,0,0.0102262,0,0,0.0277863,0.052382,0.0493063,0.0227182,0.0138695,0.0323424,0.0500008,0.0434935,0.0710348,0,0.0358007,0.0544551,0.0339702,0.0415782,0.0663226,0.0275397,0.0442705,0.0330838,0.0124623,0.05631,0.0670109,0,0,0,0,0,0,0
224,0.0445242,0,0,0,0.0480248,0,0,0,0,0,0.0420242,0,0.0291756,0.043524,0,0,0.019936,0,0,0.0473891,0.037591,0.0326485,0.0277914,0.0166568,0.0277929,0.0349434,0.0292404,0.0349647,0.0388457,0.0312739,0.0330848,0.0366867,0.0217449,0.0261011,0.0129805,0.060658,0.0242185,0.0132741,0.0191006,0.0220587,0.050214,0.0386348,0,0,0.0092787,0,0,0.0277912,0.0516939,0.0494471,0.0229952,0.0139013,0.0320775,0.0503014,0.0434076,0.0713081,0,0.0355506,0.0546159,0.0341355,0.0415251,0.0653671,0.0273198,0.0439393,0.0330083,0.0111166,0.0563185,0.0670037,0,0,0,0,0,0,0
225,0.0441129,0,0,0,0.0483604,0,0,0,0,0,0.0417953,0,0.0288142,0.0426322,0,0,0.0199029,0,0,0.0473734,0.0380326,0.0330287,0.0274391,0.016168,0.0285844,0.0356221,0.0289041,0.0353187,0.0388882,0.0310294,0.0329432,0.0365341,0.021561,0.025799,0.0133161,0.0605544,0.0243372,0.012813,0.0194518,0.0224476,0.0499592,0.0387207,0,0,0.00862644,0,0,0.0278921,0.0509509,0.0494638,0.0232346,0.0140215,0.0318017,0.0506588,0.0434696,0.0712979,0,0.0354612,0.054345,0.0340187,0.0413918,0.0657187,0.0268485,0.0433948,0.0325393,0.0104423,0.0565094,0.0668738,0,0,0,0,0,0,0
226,0.0437255,0,0,0,0.0487015,0,0,0,0,0,0.0415814,0,0.0285392,0.0415783,0,0,0.0199985,0,0,0.0472956,0.0380528,0.0333367,0.0269489,0.0157287,0.029367,0.0367427,0.0290559,0.0352744,0.0388045,0.0307779,0.032924,0.0364136,0.0213368,0.0254587,0.0135914,0.0603475,0.0236141,0.0127571,0.0200008,0.0227943,0.0497232,0.0385905,0,0,0.00892702,0,0,0.0280594,0.0503494,0.0494987,0.0233875,0.0142632,0.0315567,0.0508377,0.0435423,0.071036,0,0.0354415,0.0540028,0.0338118,0.0411123,0.0665046,0.0260563,0.0430199,0.0317056,0.0111518,0.0568802,0.066612,0,0,0,0,0,0,0
227,0.0432837,0,0,0,0.0490327,0,0,0,0,0,0.0412153,0,0.0282797,0.0404964,0,0,0.0199176,0,0,0.0477142,0.0381391,0.0338253,0.0264134,0.0155713,0.0300669,0.0374182,0.029408,0.0355689,0.0387726,0.0306771,0.0326835,0.036134,0.0210195,0.0250576,0.0140556,0.0605244,0.0238362,0.0121925,0.0205639,0.0230772,0.0496096,0.0384786,0,0,0.00876397,0,0,0.0282141,0.0499361,0.0491149,0.0234905,0.0145248,0.0313744,0.0513284,0.0435218,0.0705015,0,0.0353199,0.0539188,0.0337138,0.0408965,0.0658742,0.0251434,0.0423643,0.0311265,0.011019,0.057464,0.0662454,0,0,0,0,0,0,0
228,0.0428658,0,0,0,0.0493379,0,0,0,0,0,0.0408855,0,0.0279868,0.0393567,0,0,0.0199117,0,0,0.048052,0.0384862,0.0343721,0.0259501,0.0151873,0.0307146,0.0382246,0.0297841,0.0362814,0.0388482,0.0306407,0.0322637,0.0358364,0.0206997,0.0247573,0.0144855,0.0606716,0.023724,0.0121189,0.0211824,0.0233407,0.0496853,0.038326,0,0,0.0089031,0,0,0.0284246,0.0495784,0.0486867,0.0239152,0.0146374,0.0312833,0.0518548,0.0434901,0.0702661,0,0.0351365,0.0536573,0.0335989,0.0408539,0.0668727,0.0243185,0.041805,0.030418,0.0115049,0.0582681,0.0658319,0,0,0,0,0,0,0
229,0.0425425,0,0,0,0.0496385,0,0,0,0,0,0.0405221,0,0.0277652,0.0384152,0,0,0.0197527,0,0,0.0482091,0.0389679,0.0348711,0.0254909,0.0146701,0.03131,0.0389049,0.0302097,0.0369854,0.0388622,0.0302531,0.0320237,0.0355127,0.0205454,0.0244304,0.0149397,0.0605019,0.0233985,0.0122707,0.0216209,0.0235088,0.0498953,0.0381337,0,0,0.0092747,0,0,0.0286131,0.0493719,0.0482233,0.024332,0.0146556,0.0313114,0.0523167,0.0434091,0.0700123,0,0.0348497,0.0534312,0.0335764,0.0408576,0.0674766,0.0237051,0.0412293,0.0295873,0.0122179,0.0591364,0.0654614,0,0,0,0,0,0,0
