Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LASI,,RASI
163,0.0478804,0,0,0,0,0.0427404,0,0,0,0,0,0,0.0505197,0,0.0247787,0,0,0.016485,0,0,0.0283387,0.0381943,0.0279224,0.0231519,0.016677,0.0377126,0.0401528,0.0257333,0.0312657,0.0407695,0.0309796,0.0366417,0.0403553,0.0245013,0.0249821,0.0102937,0.0429961,0.0177105,0.0310285,0,0.0304439,0.0382643,0,0,0.0131325,0,0,0.0223759,0.053307,0.0352777,0.0168092,0.0223241,0.0406238,0.0341341,0.0472089,0.0696767,0.0557765,0.0411218,0.0632785,0.0428187,0.0436169,0.0740848,0.0187449,0.0401832,0.0192517,0.0143051,0.0493175,0.0754922,0,0,0,0,0.0326624,0,0.0391767
164,0.0479664,0,0,0,0,0.0425479,0,0,0,0,0,0,0.0501221,0,0.0251018,0,0,0.0166595,0,0,0.0284196,0.0382537,0.0276196,0.023057,0.0169371,0.0374359,0.0406814,0.0255843,0.0311903,0.0406412,0.0310856,0.0367368,0.0404639,0.0245701,0.0249757,0.0101128,0.0427988,0.0177144,0.0315938,0,0.030519,0.0381119,0,0,0.013337,0,0,0.0224801,0.0536213,0.0349735,0.0173484,0.0224323,0.0405804,0.0339143,0.0464104,0.069437,0.0558045,0.0414162,0.0633001,0.0428507,0.0436017,0.0739722,0.0181172,0.0404665,0.0195018,0.0145338,0.0488971,0.0754786,0,0,0,0,0.032959,0,0.0390896
165,0.0480402,0,0,0,0,0.0423354,0,0,0,0,0,0,0.0496514,0,0.0254036,0,0,0.0168656,0,0,0.0284806,0.0383079,0.0272954,0.0229001,0.0170375,0.0371772,0.0412174,0.0257466,0.0309609,0.040596,0.0313366,0.0366293,0.040474,0.0245778,0.0249709,0.00976925,0.0425893,0.0175189,0.0322427,0,0.0306837,0.0380734,0,0,0.0135347,0,0,0.0225315,0.0539466,0.0347676,0.0176188,0.0225694,0.0405537,0.0336994,0.0466962,0.0691365,0.0559092,0.0416308,0.0633016,0.0429235,0.0435623,0.0739982,0.0174078,0.0406808,0.0197241,0.0148065,0.0485894,0.0754655,0,0,0,0,0.0331585,0,0.0390428
166,0.0481777,0,0,0,0,0.0421377,0,0,0,0,0,0,0.0491427,0,0.0256842,0,0,0.017121,0,0,0.0284997,0.0382794,0.0270863,0.0226705,0.0171114,0.036881,0.0417534,0.0262469,0.0306053,0.0405657,0.031769,0.0364598,0.0404652,0.0244355,0.0249425,0.00955789,0.0422889,0.017281,0.0328711,0,0.0308792,0.0379898,0,0,0.0136725,0,0,0.0225537,0.0542458,0.0347489,0.0178236,0.0227101,0.0404883,0.0335502,0.0468856,0.0689069,0.0561318,0.0418979,0.0634697,0.0429489,0.0435032,0.0740839,0.016904,0.0409583,0.0199218,0.0151041,0.048413,0.0755537,0,0,0,0,0.0334442,0,0.0388845
167,0.0483191,0,0,0,0,0.0419768,0,0,0,0,0,0,0.0488108,0,0.0258847,0,0,0.0174138,0,0,0.028725,0.0384131,0.0268501,0.0225039,0.0173034,0.0367891,0.0423416,0.0265214,0.0302604,0.0404631,0.0320314,0.0363215,0.0405208,0.0243356,0.0248584,0.009446,0.0420137,0.0171599,0.0335802,0,0.0310377,0.0378791,0,0,0.0138643,0,0,0.0226549,0.0543403,0.0351895,0.0180483,0.0229034,0.0405386,0.0334131,0.0476574,0.0687748,0.0566428,0.0421865,0.0642413,0.0428824,0.0434135,0.0741055,0.01672,0.0411492,0.0201428,0.0152144,0.0482879,0.0756683,0,0,0,0,0.0338601,0,0.0386795
168,0.0484183,0,0,0,0,0.0418367,0,0,0,0,0,0,0.0482841,0,0.0260273,0,0,0.0177453,0,0,0.0289403,0.0383845,0.0261417,0.0225576,0.0174905,0.0367396,0.0429445,0.0265495,0.030062,0.0403251,0.0321707,0.0364404,0.0405855,0.0242592,0.0247766,0.00929195,0.0418011,0.0170047,0.0344518,0,0.0310712,0.0377219,0,0,0.0141355,0,0,0.0227678,0.0543256,0.0357972,0.018405,0.0230923,0.0406714,0.0333377,0.047644,0.06884,0.0575002,0.0424804,0.0649292,0.0427189,0.0433385,0.074137,0.0166569,0.0411972,0.0204122,0.0152987,0.0481825,0.0757993,0,0,0,0,0.0343009,0,0.0384796
169,0.0488025,0,0,0,0,0.0414316,0,0,0,0,0,0,0.0481725,0,0.026229,0,0,0.0184208,0,0,0.0294395,0.0387486,0.0244993,0.0226812,0.0180145,0.0378017,0.0451347,0.0270407,0.0293994,0.0397376,0.0329308,0.0371281,0.0413458,0.0247975,0.0251704,0.00893612,0.0409098,0.0167046,0.0289501,0,0.0269589,0.0373572,0,0,0.0145307,0,0,0.022802,0.0540477,0.0341015,0.0167458,0.0231184,0.0400553,0.0332546,0.046365,0.0658335,0.0555509,0.0416026,0.0690441,0.0460552,0.0476778,0,0.0174746,0.04156,0.0208659,0.0155876,0.0475944,0.0770181,0,0,0,0,0.0328261,0,0.0359504
170,0.0490511,0,0,0,0,0.0412525,0,0,0,0,0,0,0.0478982,0,0.0266001,0,0,0.0187504,0,0,0.0293831,0.03862,0.024413,0.0224144,0.0182233,0.0377535,0.0457532,0.0271383,0.0293498,0.0395677,0.0330983,0.0370884,0.0413662,0.0246329,0.025175,0.00885249,0.0406657,0.0165259,0.0291946,0,0.026557,0.0371205,0,0,0.0147406,0,0,0.0228447,0.0543586,0.0344107,0.0170488,0.0232553,0.0398317,0.0332589,0.0465377,0.0657428,0.0558087,0.0423372,0.0690102,0.045933,0.047545,0,0.0175254,0.0419998,0.0212024,0.0158459,0.0474031,0.0773264,0,0,0,0,0.0331897,0,0.0356751
171,0.0492909,0,0,0,0,0.0410962,0,0,0,0,0,0,0.0474386,0,0.0268283,0,0,0.0189403,0,0,0.0294298,0.0384738,0.0242459,0.02208,0.018412,0.0375301,0.0463021,0.0273909,0.0293624,0.0394333,0.0332055,0.0370962,0.0413687,0.0245466,0.0251263,0.00877486,0.0404627,0.0163968,0.0292671,0,0.0263268,0.0369852,0,0,0.0150255,0,0,0.0228792,0.0547531,0.0346421,0.0173621,0.0233732,0.0397567,0.0330781,0.0460724,0.0656761,0.0559188,0.0428971,0.0689599,0.0458661,0.0473556,0,0.0171016,0.0422605,0.021457,0.0160958,0.0472145,0.0777298,0,0,0,0,0.033599,0,0.0354285
172,0.0492254,0,0,0,0,0.0414655,0,0,0,0,0,0,0.0459788,0,0.0269466,0,0,0.0179784,0,0,0.0287174,0.0377695,0.0255859,0.0222477,0.0177518,0.034555,0.0434259,0.027566,0.0305925,0.0400183,0.0321722,0.0360119,0.0401679,0.0234563,0.0243981,0.00930253,0.0418655,0.0167021,0.037064,0,0.0308812,0.0371089,0,0,0.0149791,0,0,0.0228736,0.0555799,0.038897,0.0226974,0.0226744,0.0403778,0.0330931,0.048879,0.0719946,0,0.0466454,0.0620288,0.0392624,0.040564,0.0720751,0.014947,0.0424077,0.0213956,0.0161953,0.0481382,0.0757024,0,0,0,0,0.0367365,0,0.0408423
173,0.0495749,0,0,0,0,0.0411216,0,0,0,0,0,0,0.0456646,0,0.0271531,0,0,0.0187226,0,0,0.0293441,0.0374072,0.024747,0.02175,0.0183046,0.0356828,0.0457896,0.0280733,0.0298139,0.0395785,0.0329063,0.0365202,0.0407922,0.0239232,0.024619,0.0092783,0.0408014,0.0164683,0.0371489,0,0.0300028,0.0370151,0,0,0.0153511,0,0,0.0230931,0.0561316,0.0382176,0.0196771,0.0228323,0.040585,0.0328679,0.0461148,0.0687653,0.0584048,0.0453702,0.0649631,0.0421712,0.0436212,0.074359,0.0154098,0.0426552,0.021632,0.0165626,0.0471526,0.0776007,0,0,0,0,0.0361433,0,0.0377908
174,0.0497613,0,0,0,0,0.0409947,0,0,0,0,0,0,0.0450327,0,0.0273785,0,0,0.0187639,0,0,0.0294197,0.0367862,0.0247069,0.0217639,0.018426,0.0355678,0.0461967,0.0283172,0.0298583,0.0393898,0.0331569,0.0364697,0.0408146,0.0238325,0.0245537,0.00949407,0.0406421,0.0164124,0.0378138,0,0.0293184,0.0370433,0,0,0.0155214,0,0,0.0232591,0.0564951,0.0394873,0.0199526,0.021736,0.0408197,0.0326028,0.0461683,0.0689459,0.0571721,0.0455189,0.0646972,0.0422048,0.0441965,0.0746413,0.0147967,0.0427867,0.021795,0.0167896,0.0468363,0.0777059,0,0,0,0,0.0363677,0,0.0379434
175,0.0499173,0,0,0,0,0.0408422,0,0,0,0,0,0,0.0443085,0,0.0275246,0,0,0.0188235,0,0,0.029505,0.0361295,0.0248172,0.0217122,0.0184826,0.0356788,0.0464301,0.0283269,0.029992,0.0392436,0.0329984,0.0364237,0.0407782,0.023756,0.0244839,0.00985221,0.040473,0.0163462,0.0383189,0,0.0286161,0.0370617,0,0,0.0155883,0,0,0.0232445,0.0568391,0.0411339,0.020212,0.0207826,0.041117,0.0325199,0.0464499,0.0691309,0.0566312,0.0448085,0.064402,0.0421007,0.0446571,0.0747872,0.0145458,0.0429798,0.0220165,0.0170095,0.0465872,0.0777539,0,0,0,0,0.0365312,0,0.0378754
176,0.0500208,0,0,0,0,0.0406552,0,0,0,0,0,0,0.043428,0,0.0273276,0,0,0.0190124,0,0,0.0297049,0.0365894,0.0234071,0.0220553,0.0203732,0.0355991,0.0469852,0,0.030248,0.0374513,0.0323018,0.0376187,0.0416092,0.0246607,0.0252468,0.0104219,0.0403104,0.0162932,0.0378122,0,0.027752,0.0367774,0,0,0.0157637,0,0,0.0233857,0.0561087,0.0430735,0.0199116,0.0198706,0.0406317,0.0324177,0.0465527,0.069677,0.056793,0.0432224,0.0642531,0.041848,0.0451576,0.0750177,0.015736,0.0433765,0.0222436,0.0175188,0.0465307,0.0777259,0,0,0,0,0.0355924,0,0.0377349
177,0.0503164,0,0,0,0,0.0403358,0,0,0,0,0,0,0.0429216,0,0.0275142,0,0,0.0196503,0,0,0.0302989,0.0367832,0.0224727,0.0215061,0.0206334,0.0367047,0.0487932,0,0.0298165,0.0369096,0.0328184,0.03819,0.04233,0.0251694,0.02559,0.010571,0.0395571,0.0161435,0.0313078,0,0.0236758,0.0365014,0,0,0.0157227,0,0,0.0235263,0.055869,0.0410392,0.0178481,0.0185985,0.0404475,0.0324759,0.0462671,0.0670305,0.0543717,0.0409792,0.0678871,0.044836,0.0499004,0,0.0172328,0.0438382,0.0224157,0.0181997,0.0460759,0.0788487,0,0,0,0,0.0342774,0,0.0354481
178,0.0500101,0,0,0,0,0.0404552,0,0,0,0,0,0,0.0415579,0,0.0276101,0,0,0.019165,0,0,0.0299387,0.0344587,0.0249969,0.0208225,0.0180256,0.0360692,0.0471912,0.0283301,0.0305743,0.0388985,0.0323465,0.0362689,0.0407904,0.0234021,0.0244533,0.0118786,0.0401716,0.0162164,0.0374409,0,0.0272243,0.0367274,0,0,0.0151871,0,0,0.0234991,0.0577521,0.0462798,0.02002,0.0190332,0.0421662,0.0325231,0.046434,0.0700877,0.0570691,0.0416573,0.0636233,0.041266,0.0451113,0.0743836,0.0168433,0.0437747,0.0221864,0.0181055,0.0464856,0.0780963,0,0,0,0,0.0379112,0,0.0371816
179,0.0500995,0,0,0,0,0.0402834,0,0,0,0,0,0,0.0406915,0,0.0275242,0,0,0.0192622,0,0,0.0301661,0.0348379,0.0237877,0.0214756,0.0199305,0.0361507,0.0476655,0,0.0310223,0.0371592,0.0315875,0.037365,0.0415755,0.0242205,0.0253191,0.0124623,0.0400262,0.0161471,0.0362205,0,0.0267076,0.0366037,0,0,0.0154875,0,0,0.0236093,0.0568618,0.0479388,0.0196105,0.0179871,0.0415766,0.0323518,0.0466405,0.0713614,0.0568589,0.0397857,0.0632896,0.0413886,0.0457434,0.0742881,0.0204276,0.0437218,0.0223132,0.0181606,0.046804,0.0779272,0,0,0,0,0.0368481,0,0.0362791
180,0.0502817,0,0,0,0,0.0398881,0,0,0,0,0,0,0.0404962,0,0.0279724,0,0,0.0202591,0,0,0.0308989,0.0344432,0.0241191,0.0201442,0.0184498,0.0382373,0.0501255,0.0288881,0.0301285,0.0381979,0.0329679,0.0369468,0.0417028,0.0238877,0.024779,0.012607,0.0389444,0.0158302,0.0251593,0,0.0189818,0.0366726,0,0,0.0156572,0,0,0.0236093,0.0574025,0.0418391,0.0177996,0.0166394,0.0420096,0.0326441,0.0465089,0.0668077,0.0519503,0.0382703,0.0697346,0.0480934,0,0,0.0263602,0.0436384,0.0223863,0.0181933,0.046352,0.079752,0,0,0,0,0.0357141,0,0.0323822
181,0.0499744,0,0,0,0,0.0400082,0,0,0,0,0,0,0.0391004,0,0.0275368,0,0,0.0194257,0,0,0.0304202,0.0339273,0.0240785,0.0211713,0.0195825,0.0362928,0.0479924,0,0.0315034,0.0370658,0.0311891,0.0371746,0.0414638,0.0239417,0.025194,0.0139284,0.0398167,0.0160192,0.0353024,0,0.0266309,0.0364341,0,0,0.0157077,0,0,0.0233971,0.0566841,0.0500586,0.0199993,0.0179605,0.0422563,0.0326924,0.046314,0.071932,0.0566469,0.0376489,0.0621686,0.0406257,0.0479636,0.0732967,0.0253739,0.0439082,0.0224085,0.0180464,0.0475276,0.0777866,0,0,0,0,0.037695,0,0.0355032
182,0.0499497,0,0,0,0,0.0399381,0,0,0,0,0,0,0.0382826,0,0.0276122,0,0,0.0195627,0,0,0.0306073,0.0336465,0.0242103,0.0210784,0.0194313,0.0364142,0.0481962,0,0.0315766,0.0370576,0.030995,0.0370739,0.0414061,0.023959,0.0252958,0.0148008,0.0397063,0.0159906,0.0340925,0,0.0265567,0.0362982,0,0,0.0157176,0,0,0.0232781,0.0563083,0.0508555,0.0204607,0.0188073,0.0424043,0.0328818,0.0459319,0.0713229,0.0566273,0.0367016,0.0616334,0.0407138,0.0466352,0.0716628,0.0275245,0.044137,0.0224899,0.0180583,0.0478391,0.0776497,0,0,0,0,0.037859,0,0.0352087
183,0.0499864,0,0,0,0,0.0399368,0,0,0,0,0,0,0.0373459,0,0.0277914,0,0,0.0196218,0,0,0.030702,0.0324591,0.0259393,0.0202554,0.0172716,0.0368471,0.0481409,0.0279424,0.0315239,0.0387362,0.0314572,0.0357583,0.0405542,0.0229916,0.0244551,0.0162674,0.0396522,0.0159208,0.0340944,0,0.0266416,0.0363822,0,0,0.0155006,0,0,0.0233699,0.0572527,0.0514687,0.0218415,0.019417,0.0433544,0.0331689,0.0456439,0.0706015,0.0568619,0.0364792,0.0611137,0.0409556,0.046712,0.0707998,0.0279006,0.0440995,0.0223803,0.0180551,0.0479981,0.0777073,0,0,0,0,0.0390291,0,0.0349907
184,0.0499073,0,0,0,0,0.0399292,0,0,0,0,0,0,0.0362977,0,0.0278098,0,0,0.01958,0,0,0.0306745,0.0318286,0.0261254,0.0203927,0.0170014,0.0368153,0.048006,0.0278988,0.032013,0.038661,0.0311522,0.0355736,0.0404603,0.0226622,0.0242723,0.0175106,0.0397347,0.01589,0.038792,0,0,0.0365183,0,0,0.0153253,0,0,0.0235698,0.0577227,0.0558061,0.0227936,0.0211567,0.0435913,0.0334071,0.0450468,0.0704873,0.0575668,0.0353319,0.0601725,0.0393147,0.0440548,0.06914,0.0282968,0.0441445,0.0222236,0.0180707,0.0483188,0.0775359,0,0,0,0,0.039625,0,0.0346516
185,0.0496895,0,0,0,0,0.0398384,0,0,0,0,0,0,0.0356089,0,0.0278883,0,0,0.0196213,0,0,0.0306957,0.0321502,0.0258026,0.0201372,0.0167855,0.0369878,0.048159,0.0282508,0.0323342,0.0385987,0.0313579,0.0354315,0.0404334,0.0224799,0.0242391,0.0182097,0.0396916,0.0158509,0.0339408,0,0.0261186,0.036337,0,0,0.0153341,0,0,0.0235716,0.0575468,0.0523215,0.022545,0.0197019,0.0434091,0.0334901,0.0453891,0.0703734,0.0571495,0.0357031,0.0633905,0.0418673,0.0471901,0.0711174,0.030449,0.0442585,0.022238,0.0181427,0.0485495,0.0773421,0,0,0,0,0.0393967,0,0.0347235
186,0.0496411,0,0,0,0,0.0397942,0,0,0,0,0,0,0.0346011,0,0.0278642,0,0,0.0196131,0,0,0.0306307,0.0320187,0.0257215,0.0199612,0.0165218,0.0369307,0.0480868,0.0284868,0.0327511,0.0384524,0.0313235,0.0352633,0.0403808,0.0223712,0.0241867,0.0192428,0.039674,0.0157893,0.0338301,0,0.025699,0.0360673,0,0,0.0153629,0,0,0.0236526,0.0576452,0.052452,0.0226814,0.0195737,0.0433867,0.0336818,0.0451871,0.070491,0.0560364,0.035277,0.0633019,0.0418377,0.0481579,0.0714167,0.0312716,0.044335,0.022191,0.0181807,0.0488052,0.0770452,0,0,0,0,0.0395329,0,0.0346144
187,0.048664,0,0,0,0,0.0403482,0,0,0,0,0,0,0.0338686,0,0.0279248,0,0,0.0198643,0,0,0.0307186,0.0320149,0.0260825,0.019927,0.016133,0.0375647,0.0476342,0.0288307,0.0333592,0.0384187,0.0311986,0.035004,0.0402223,0.0221793,0.02411,0.0202001,0.0391324,0.015683,0.0336085,0,0.0254402,0.0366116,0,0,0.0152089,0,0,0.0178599,0.0576602,0.0530523,0.0225765,0.0200469,0.0436411,0.0333954,0.0448809,0.0699274,0.0557733,0.0343472,0.0633037,0.0421114,0.0471955,0.0717108,0.0326268,0.0454899,0.0240075,0,0.0490491,0.0763487,0,0,0,0,0.0393164,0,0.0341609
188,0.0485684,0,0,0,0,0.0404753,0,0,0,0,0,0,0.033173,0,0.0280905,0,0,0.0198978,0,0,0.0306722,0.0318676,0.026404,0.0199115,0.0159734,0.0376132,0.0476914,0.0290865,0.0337487,0.0383099,0.0311862,0.034919,0.0402106,0.0220981,0.0240037,0.0211408,0.0391087,0.0156129,0.0335483,0,0.0253823,0.0366447,0,0,0.0151196,0,0,0.018041,0.0579212,0.0538419,0.0225784,0.0209442,0.043636,0.0335396,0.0445383,0.0687962,0.0564315,0.0333341,0.062442,0.0423763,0.0461664,0.0718315,0.0340137,0.0456467,0.0239649,0,0.0487725,0.0764565,0,0,0,0,0.039355,0,0.0338541
189,0.0496649,0,0,0,0,0.0400662,0,0,0,0,0,0,0.0327695,0,0.0279839,0,0,0.0195421,0,0,0.0304029,0.031594,0.0266416,0.0197953,0.0160071,0.0369823,0.0481528,0.029424,0.0340236,0.0380929,0.0313154,0.0350021,0.0403777,0.0221251,0.0239005,0.021817,0.039666,0.0156618,0.0335111,0,0.0252672,0.0361102,0,0,0.0153817,0,0,0.0239958,0.0582558,0.0540754,0.0228283,0.0215193,0.043322,0.0339396,0.04457,0.0682616,0.0561909,0.0330481,0.0619036,0.042322,0.0455706,0.0719128,0.0351006,0.0448449,0.0220312,0.0182485,0.0478907,0.0768363,0,0,0,0,0.0395342,0,0.0335365
190,0.0495474,0,0,0,0,0.040123,0,0,0,0,0,0,0.0326731,0,0.028339,0,0,0.0197697,0,0,0.0304185,0.0320503,0.0267627,0.0195505,0.0162597,0.0373161,0.0488208,0.0301709,0.0341865,0.0376717,0.0316352,0.0352252,0.0407056,0.0222925,0.0240483,0.0223421,0.0394268,0.0154536,0.0306233,0,0.0217269,0.0359698,0,0,0.015407,0,0,0.0242629,0.0582468,0.0515696,0.0220095,0.0223364,0.0429566,0.0339561,0.0441036,0.06523,0.0545194,0.033087,0.0640887,0,0.0484596,0.073573,0.0422853,0.0450384,0.0220305,0.0182238,0.0472589,0.0770403,0,0,0,0,0.0387136,0,0.0320768
191,0.0493449,0,0,0,0,0.0403449,0,0,0,0,0,0,0.0321291,0,0.0282193,0,0,0.0194503,0,0,0.0302017,0.0314784,0.0271524,0.0196348,0.0161657,0.0369165,0.048027,0.0295588,0.0349842,0.0375661,0.0310285,0.0349628,0.0404509,0.0220335,0.0239994,0.0232981,0.039668,0.0154495,0.0335269,0,0.0253683,0.0361216,0,0,0.0152232,0,0,0.0240257,0.0582956,0.0537318,0.0228527,0.0228806,0.0433611,0.0339741,0.0430931,0.0680525,0.0566104,0.0323718,0.061589,0.0420614,0.0457754,0.0718079,0.0378187,0.0451023,0.0219616,0.0180743,0.0471233,0.0766964,0,0,0,0,0.0398552,0,0.0326049
192,0.0493188,0,0,0,0,0.0405171,0,0,0,0,0,0,0.0316378,0,0.0283948,0,0,0.0194498,0,0,0.0302336,0.0314996,0.0270611,0.0195213,0.0162941,0.0368247,0.0479903,0.0283509,0.0354389,0.0372501,0.030853,0.0349244,0.0404499,0.0220507,0.0241033,0.023958,0.0396014,0.0154069,0.0331903,0,0.0253072,0.0361397,0,0,0.0151334,0,0,0.0240449,0.0584263,0.0538858,0.0229026,0.0234194,0.0433152,0.033967,0.0427093,0.0686149,0.056402,0.0320904,0.061249,0.0419129,0.0458049,0.0719856,0.039402,0.045274,0.0220093,0.0177672,0.0469963,0.0767588,0,0,0,0,0.0398811,0,0.0320647
193,0.0491466,0,0,0,0,0.0406145,0,0,0,0,0,0,0.0311936,0,0.0283719,0,0,0.0193516,0,0,0.0301618,0.031522,0.0274714,0.019493,0.0163177,0.0367149,0.0478271,0.0279919,0.035639,0.0370186,0.0308034,0.0348498,0.0404595,0.0220734,0.0241072,0.0246525,0.0396609,0.0153361,0.0329691,0,0.0249029,0.0362502,0,0,0.0151038,0,0,0.0242111,0.0585059,0.0546259,0.0229154,0.0237016,0.043299,0.0340035,0.0423687,0.0686816,0.0563577,0.0316517,0.061125,0.0424367,0.0456727,0.0721139,0.0409082,0.0455888,0.0220173,0.017458,0.0469954,0.0766273,0,0,0,0,0.0399114,0,0.0316178
194,0.049236,0,0,0,0,0.0406683,0,0,0,0,0,0,0.0307869,0,0.0282265,0,0,0.0191973,0,0,0.0300827,0.0315359,0.0281096,0.0195924,0.0163299,0.0366245,0.0476446,0.0282012,0.0355973,0.0366746,0.0307749,0.0348482,0.0404722,0.0220896,0.0240895,0.0254091,0.0397071,0.0153197,0.0328031,0,0.0243821,0.0362921,0,0,0.0150652,0,0,0.0243595,0.0585599,0.0552347,0.0229649,0.0239927,0.0431883,0.033911,0.0414252,0.0687797,0.0564419,0.0308208,0.061268,0.0427254,0.0455852,0.0723075,0.0422385,0.0459053,0.0220178,0.0174536,0.0471864,0.0763607,0,0,0,0,0.0401127,0,0.0315554
195,0.0492159,0,0,0,0,0.040789,0,0,0,0,0,0,0.030174,0,0.0285116,0,0,0.0190221,0,0,0.030015,0.031465,0.0283925,0.0197363,0.016379,0.0366102,0.0474244,0.0285188,0.0357389,0.0362279,0.0307202,0.0349216,0.0405059,0.0221624,0.0241938,0.0263651,0.0398217,0.0153493,0.0328919,0,0.0239781,0.0365864,0,0,0.0149514,0,0,0.0243393,0.0587985,0.0553664,0.0230645,0.0246741,0.0431233,0.0338613,0.0407441,0.0695889,0.0564809,0.0299208,0.0613038,0.0429088,0.0454908,0.0725282,0.0434091,0.0460347,0.0220205,0.017663,0.047454,0.0762897,0,0,0,0,0.0402624,0,0.0318365
196,0.049071,0,0,0,0,0.0410029,0,0,0,0,0,0,0.0296479,0,0.0286428,0,0,0.0188353,0,0,0.0299094,0.0313995,0.0282709,0.0198355,0.0164058,0.0365686,0.0471472,0.0288891,0.0361224,0.035908,0.0306572,0.0349602,0.040496,0.0222213,0.0243447,0.0271616,0.0400053,0.0153424,0.0326734,0,0.0236471,0.0368265,0,0,0.0149164,0,0,0.0246285,0.0591631,0.0554544,0.0232047,0.0253914,0.0430581,0.0338639,0.0406275,0.068818,0.0566037,0.029493,0.0612414,0.0429579,0.0453828,0.0727397,0.0445445,0.046192,0.0219782,0.0180429,0.0477722,0.076391,0,0,0,0,0.0401193,0,0.0319083
197,0.0492204,0,0,0,0,0.0413079,0,0,0,0,0,0,0.0292968,0,0.0286807,0,0,0.0187139,0,0,0.0298253,0.0313945,0.0283459,0.0198174,0.0163999,0.036494,0.0469302,0.0294559,0.0365579,0.0357669,0.0306322,0.0350224,0.0405233,0.022283,0.0244408,0.0277936,0.0401054,0.0153164,0.0323132,0,0.023407,0.0369423,0,0,0.0149058,0,0,0.0249502,0.0595428,0.055476,0.0232646,0.0255668,0.0429529,0.0338007,0.040496,0.0678481,0.0567223,0.0292982,0.0611052,0.0428392,0.0453159,0.0727885,0.0459643,0.0464359,0.0218927,0.0183469,0.0480803,0.0765136,0,0,0,0,0.0400889,0,0.0315813
198,0.0492348,0,0,0,0,0.041783,0,0,0,0,0,0,0.0312823,0,0.0292107,0,0,0.0187204,0,0,0.0298314,0.0339952,0.0292491,0.0181019,0.0158205,0.0357518,0.0467453,0.0301716,0.0365875,0.0369392,0.032058,0.0341665,0.0397213,0.0214865,0.0246325,0.025567,0.0400965,0.0152528,0.0316295,0,0.0227872,0.0367882,0,0,0.0144914,0,0,0.0249765,0.0576311,0.0560354,0.0226107,0.024198,0.0419773,0.0342286,0.0393353,0.0682515,0.0590595,0.0297947,0.0598114,0.0421494,0.0447336,0.0724793,0.0507444,0.046305,0.0215381,0.0180545,0.0489506,0.0761205,0,0,0,0,0.0399237,0,0
199,0.0490893,0,0,0,0,0.0417101,0,0,0,0,0,0,0.0289964,0,0.0289298,0,0,0.018467,0,0,0.0297341,0.0319652,0.0289752,0.0196507,0.0163496,0.0367079,0.0466784,0.030776,0.037206,0.035576,0.0309011,0.0349368,0.0405103,0.022446,0.0246633,0.0287422,0.0403661,0.0153023,0.0314999,0,0.0226043,0.036628,0,0,0.0147114,0,0,0.0253179,0.0597502,0.0563057,0.0231454,0.0251305,0.0425008,0.0337461,0.0397479,0.066786,0.0567772,0.0286604,0.0609314,0.0428041,0.0453112,0.0733155,0.0499726,0.046878,0.0217384,0.0181785,0.0485126,0.0765433,0,0,0,0,0.0400822,0,0.0277895
200,0.0493088,0,0,0,0,0.0416758,0,0,0,0,0,0,0.0287932,0,0.0290968,0,0,0.0183828,0,0,0.0296761,0.0322073,0.0291246,0.0198099,0.0163207,0.0368865,0.0464832,0.0310436,0.0375705,0.035333,0.031001,0.0349809,0.0405047,0.0225936,0.0247906,0.0292529,0.0403692,0.0152686,0.0310703,0,0.022096,0.0365274,0,0,0.0146913,0,0,0.0255741,0.0599742,0.056511,0.0231791,0.025227,0.0423345,0.0337324,0.0392855,0.0664362,0.0568147,0.0284268,0.0608423,0.0428108,0.0452746,0.0736151,0.0514513,0.0471362,0.0215927,0.0183807,0.0486953,0.0765207,0,0,0,0,0.0399908,0,0.0271604
201,0.0493993,0,0,0,0,0.0414587,0,0,0,0,0,0,0.0285276,0,0.0291252,0,0,0.0183525,0,0,0.0296267,0.0324194,0.0292267,0.0198255,0.0163099,0.0369139,0.0462866,0.0313244,0.0378002,0.0351635,0.03104,0.0350124,0.0405393,0.0226437,0.0249165,0.0298025,0.0403479,0.0152174,0.0305705,0,0.0216209,0.0363135,0,0,0.0146622,0,0,0.0257694,0.0603323,0.056556,0.0231489,0.025261,0.0422025,0.0337674,0.0390918,0.0660166,0.0567791,0.0282837,0.0606524,0.042688,0.0451465,0.0736757,0.0527281,0.0472593,0.0214459,0.0185403,0.0488617,0.0762114,0,0,0,0,0.0398923,0,0.0269121
