Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x74,,x77
1092,0.0442729,0,0,0,0,0.0479318,0,0,0,0,0,0,0.0353082,0,0.0280707,0.0280255,0,0,0.0192179,0,0,0.056513,0.0437386,0.0289539,0.0196853,0.015614,0.0501235,0.037412,0.0334203,0.0351962,0.0367395,0.0343028,0.0329958,0.0369859,0.0199692,0.0237167,0.0175079,0.0366832,0.0322657,0.0110609,0.0312397,0,0.023857,0.0352027,0.045253,0,0,0.0295156,0,0,0.0341638,0.0437475,0.0446204,0.0208717,0.0191634,0.049814,0.0449802,0.0343503,0.0636203,0.0416263,0.0467908,0.0719141,0.0157384,0.0322095,0.0331238,0.0197315,0.0446302,0.0693757,0,0,0,0.0682053,0.0456724,0.0548754,0,0,0
1093,0.0441616,0,0,0,0,0.0478421,0,0,0,0,0,0,0.0342077,0,0.0280532,0.0288025,0,0,0.0192238,0,0,0.0565927,0.0431045,0.0291537,0.0196183,0.0155123,0.050043,0.0375184,0.033004,0.0352032,0.0367417,0.0337855,0.0328265,0.03695,0.0199287,0.0236392,0.0184823,0.036772,0.0323602,0.0110477,0.0274165,0,0.0226336,0.0344576,0.0452149,0,0,0.0294137,0,0,0.0341244,0.0442595,0.0461593,0.0206317,0.0187114,0.0499569,0.0450693,0.0332172,0.0635427,0.0416275,0.0467349,0.0721937,0.0202689,0.0321473,0.0329702,0.0196969,0.0445124,0.0696841,0,0,0,0.0691527,0.0460297,0.0551233,0,0,0
1094,0.0440299,0,0,0,0,0.047802,0,0,0,0,0,0,0.0330742,0,0.0279296,0.0294035,0,0,0.0191492,0,0,0.0566018,0.0424062,0.0293456,0.019523,0.0153869,0.049826,0.0375339,0.0327062,0.0355258,0.0367673,0.0331948,0.0326748,0.0368741,0.0198531,0.0232996,0.0193928,0.0366949,0.0324705,0.011088,0.0240891,0,0.0213883,0.0340251,0.0451785,0,0,0.0293562,0,0,0.0340702,0.0447996,0.0474572,0.0205204,0.0180404,0.0501086,0.0451462,0.0319385,0.0636353,0.0420018,0.046925,0.0725637,0.0257501,0.0321019,0.0328183,0.0195854,0.0443869,0.0698828,0,0,0,0.0701614,0.0462299,0.0553889,0,0,0
1095,0.0439156,0,0,0,0,0.0477969,0,0,0,0,0,0,0.0321206,0,0.027848,0.0298764,0,0,0.0190016,0,0,0.0566461,0.0414604,0.0294515,0.0194496,0.0153777,0.049553,0.0375389,0.0324822,0.035763,0.036763,0.0325848,0.0326041,0.0367249,0.0197605,0.0231273,0.0200274,0.0364652,0.0325496,0.011094,0.0218325,0,0.0203026,0.0336675,0.045086,0,0,0.0293521,0,0,0.0339844,0.0452426,0.0487185,0.0205411,0.017286,0.0501981,0.0451793,0.0307122,0.0637927,0.0425802,0.047287,0.0730358,0.0318053,0.0320762,0.0326789,0.0194801,0.0443231,0.0699809,0,0,0,0.0711939,0.046169,0.0557144,0,0,0
1096,0.043844,0,0,0,0,0.0477826,0,0,0,0,0,0,0.0314011,0,0.0277801,0.0302875,0,0,0.0188571,0,0,0.0567043,0.0410086,0.0295477,0.0194542,0.0153847,0.0492472,0.0375196,0.0323197,0.0358348,0.0367728,0.0319671,0.032475,0.0365342,0.0196609,0.0231091,0.0205813,0.0364288,0.0325941,0.0110832,0.0207513,0,0.0194007,0.0332691,0.044996,0,0,0.029179,0,0,0.0338913,0.045616,0.0500208,0.0205954,0.0167374,0.0502438,0.0452041,0.0296158,0.0639347,0.0431552,0.0477462,0.0733915,0.03804,0.0320355,0.0325488,0.0193912,0.0442946,0.0700412,0,0,0,0.0722033,0.0459084,0.056056,0,0,0
1097,0.0437872,0,0,0,0,0.0477586,0,0,0,0,0,0,0.030888,0,0.0276911,0.0306365,0,0,0.0187972,0,0,0.0567863,0.040481,0.0296401,0.0194536,0.0152898,0.0489489,0.0374738,0.0321575,0.0361618,0.0368113,0.0314978,0.0324546,0.0364018,0.0196951,0.0230374,0.0210129,0.0365819,0.0326212,0.0110435,0.0207531,0,0.0186912,0.0328952,0.0449407,0,0,0.0290009,0,0,0.0337979,0.0458677,0.0514312,0.0206799,0.0165524,0.0502818,0.0451668,0.0285405,0.0640546,0.0436626,0.0480133,0.0735889,0.0442444,0.0320173,0.0324198,0.0192839,0.0443274,0.0701023,0,0,0,0.0731719,0.0455828,0.0563516,0,0,0
1098,0.0437179,0,0,0,0,0.0477477,0,0,0,0,0,0,0.0306515,0,0.0276028,0.0309158,0,0,0.0187512,0,0,0.0568396,0.0398123,0.0296951,0.0194509,0.0151822,0.0486546,0.0374215,0.0320302,0.0365246,0.0368443,0.0311274,0.0324813,0.0365478,0.019832,0.0229824,0.0212405,0.0367596,0.0326494,0.0110121,0.0218472,0,0.0182015,0.0326137,0.0449232,0,0,0.0288557,0,0,0.033719,0.046041,0.0529302,0.0206922,0.0167557,0.0502948,0.0450664,0.0275123,0.0641485,0.0440791,0.0480547,0.0738601,0.0500987,0.032008,0.0323163,0.0192075,0.0443844,0.070136,0,0,0,0.0738579,0.0452585,0.0565626,0,0,0
1099,0.0436215,0,0,0,0,0.0477477,0,0,0,0,0,0,0.0306842,0,0.0275765,0.0311669,0,0,0.0186206,0,0,0.0568746,0.039278,0.0296733,0.0195461,0.0150795,0.0484445,0.0374154,0.0320018,0.0367671,0.0368554,0.0307813,0.0325094,0.0368556,0.0199419,0.0229752,0.0213413,0.0366769,0.0327002,0.010989,0.0236593,0,0.0178653,0.0323933,0.0448701,0,0,0.0287144,0,0,0.033691,0.046105,0.054437,0.0205684,0.0172875,0.0502767,0.0449751,0.0266081,0.064178,0.0442896,0.0479714,0.0740419,0.0552697,0.031942,0.0322257,0.0191276,0.0444541,0.0701046,0,0,0,0.0739754,0.0449121,0.0566412,0,0,0
1100,0.0435297,0,0,0,0,0.0476797,0,0,0,0,0,0,0.0307789,0,0.0275128,0.0313415,0,0,0.0185247,0,0,0.0568688,0.0388875,0.0295998,0.0197308,0.0150052,0.0483242,0.0374338,0.032145,0.0369473,0.0368687,0.0304575,0.0325693,0.0370338,0.0199723,0.023004,0.0212865,0.0368182,0.0327685,0.0109939,0.0255557,0,0.0176797,0.0322541,0.0448363,0,0,0.028578,0,0,0.0336684,0.0460788,0.0559282,0.0203256,0.0180138,0.0502273,0.044905,0.025931,0.0641506,0.0442618,0.0478591,0.0743467,0.0598063,0.0319012,0.0321463,0.0190662,0.0445417,0.0700693,0,0,0,0.0735771,0.0445866,0.0565938,0,0,0
1101,0.0434326,0,0,0,0,0.0475841,0,0,0,0,0,0,0.0307985,0,0.0275265,0.0314558,0,0,0.0185016,0,0,0.0568403,0.0385621,0.0295346,0.019933,0.0150557,0.0482651,0.0374488,0.0324429,0.037103,0.03684,0.0302305,0.0325502,0.0370771,0.020055,0.023062,0.0212317,0.0372095,0.0328175,0.0109957,0.0273889,0,0.0175358,0.0320755,0.0449053,0,0,0.0285237,0,0,0.0336519,0.0463649,0.0570216,0.0199982,0.0186687,0.0501994,0.0448559,0.0254671,0.0641404,0.0443627,0.0478235,0.0746534,0.0640377,0.0318775,0.0320416,0.0189651,0.0446515,0.0699976,0,0,0,0.0735915,0.0443154,0.0565364,0,0,0
1102,0.0433333,0,0,0,0,0.0475655,0,0,0,0,0,0,0.030816,0,0.0276822,0.0315489,0,0,0.0184017,0,0,0.0567823,0.0383439,0.0295304,0.0200951,0.0153543,0.0483594,0.0374677,0.032466,0.0372262,0.0367926,0.0301145,0.0326227,0.0370739,0.0202344,0.0231694,0.0211057,0.0373068,0.0328385,0.0109763,0.0290969,0,0.0174589,0.0319202,0.0449204,0,0,0.0285416,0,0,0.0336368,0.0466563,0.0579358,0.0197591,0.0193306,0.0501095,0.0447641,0.0251689,0.0641007,0.0446548,0.0478641,0.0750247,0.0675123,0.0318723,0.0319554,0.0188809,0.0448226,0.0699404,0,0,0,0.0735529,0.0440764,0.0564505,0,0,0
1103,0.0431178,0,0,0,0,0.0476385,0,0,0,0,0,0,0.0297763,0,0.0277653,0.0325494,0,0,0.0190747,0,0,0.0566848,0.0368367,0.029834,0.0191192,0.0153412,0.0481507,0.0366398,0.0314119,0.0365706,0.0369817,0.0300833,0.0327796,0.0371425,0.0206279,0.02339,0.0220731,0.0367358,0.0325491,0.011245,0.0238937,0,0.0210529,0.0312799,0.0457795,0,0,0.027709,0,0,0.0344511,0.0473692,0.0590907,0.0209117,0.020878,0.0507837,0.0451688,0.025043,0.0637278,0.0418904,0.0472832,0.0767839,0.0592781,0.0321423,0.0312262,0.0196332,0.0448311,0.0698479,0,0,0,0.0759767,0.0449737,0.0588651,0,0,0
1104,0.0430114,0,0,0,0,0.0476715,0,0,0,0,0,0,0.029824,0,0.027796,0.0326209,0,0,0.0190361,0,0,0.0566549,0.0367018,0.0298597,0.019242,0.0154531,0.0482481,0.0366341,0.0312461,0.0363348,0.0369184,0.0300232,0.0329117,0.0373251,0.0208732,0.0235476,0.0216807,0.0367695,0.0326303,0.011242,0.0248219,0,0.0211463,0.0312803,0.0458144,0,0,0.0276932,0,0,0.0344852,0.0476563,0.0599021,0.0207356,0.0216736,0.0506235,0.0451447,0.0249019,0.0639496,0.0421478,0.047541,0.07765,0.0607431,0.0321553,0.0311757,0.0196127,0.0449725,0.0699043,0,0,0,0.0754179,0.0448098,0.059114,0,0,0
1105,0.0429198,0,0,0,0,0.0476052,0,0,0,0,0,0,0.0298514,0,0.0277329,0.0326545,0,0,0.0190448,0,0,0.0566903,0.0365725,0.0297871,0.0194954,0.0153941,0.0483864,0.036617,0.0313545,0.0363074,0.0367786,0.0299472,0.0330479,0.0374301,0.0210667,0.0237109,0.0214435,0.0370449,0.0327607,0.0112866,0.0256821,0,0.0212631,0.0311287,0.0458776,0,0,0.02763,0,0,0.0345064,0.0480436,0.0606694,0.0206325,0.0225739,0.0504209,0.0449959,0.0246713,0.0643414,0.0423985,0.0477574,0.078406,0.061956,0.0321652,0.0311473,0.0195974,0.0450281,0.0699373,0,0,0,0.0748933,0.0445914,0.0592978,0,0,0
1106,0.0428078,0,0,0,0,0.0475692,0,0,0,0,0,0,0.0300015,0,0.0275391,0.0326917,0,0,0.0189903,0,0,0.0567862,0.0364812,0.0300367,0.0197001,0.0153397,0.0484979,0.0365834,0.0316938,0.0365513,0.0366254,0.0299232,0.0332164,0.037572,0.021271,0.0239341,0.0212695,0.0371074,0.0329007,0.0113255,0.0264068,0,0.0213553,0.0309122,0.0459681,0,0,0.0275729,0,0,0.0345715,0.0484879,0.0611627,0.0204542,0.0234333,0.0501823,0.0447943,0.0243409,0.0645627,0.0425466,0.0479371,0.0789116,0.0628557,0.0321749,0.0311704,0.0196124,0.0450522,0.0701028,0,0,0,0.0742961,0.0442913,0.0593796,0,0,0
1107,0.0426851,0,0,0,0,0.047581,0,0,0,0,0,0,0.0302286,0,0.0273005,0.032697,0,0,0.0189336,0,0,0.0568249,0.0364746,0.0308437,0.019832,0.0154752,0.0485923,0.0365417,0.0318938,0.0367539,0.0364168,0.0299675,0.0334659,0.0377816,0.0215433,0.0242207,0.0211661,0.0371765,0.0330528,0.0113742,0.0269644,0,0.0213979,0.0306604,0.0460072,0,0,0.027452,0,0,0.034582,0.0488577,0.0615935,0.0203239,0.0242626,0.0498536,0.0445791,0.0239392,0.0646345,0.0425835,0.0480927,0.0792816,0.0635658,0.0321382,0.0312075,0.0196141,0.0451447,0.070115,0,0,0,0.0736307,0.0439513,0.0593933,0,0,0
1108,0.0426349,0,0,0,0,0.0475818,0,0,0,0,0,0,0.0303114,0,0.0272568,0.0327392,0,0,0.0188884,0,0,0.0567969,0.0364626,0.0310672,0.0199644,0.0156271,0.0486016,0.0364395,0.0322806,0.0368238,0.0362657,0.0300832,0.0336017,0.0379346,0.0217792,0.0243901,0.0210598,0.0373333,0.0331997,0.0114109,0.0272626,0,0.0215789,0.030422,0.0460414,0,0,0.0273666,0,0,0.0345811,0.0491284,0.0620136,0.0201232,0.0249672,0.0495055,0.0443365,0.0235317,0.0645877,0.0424986,0.0480232,0.0795285,0.0640581,0.0322344,0.0312748,0.0196254,0.0452104,0.0702377,0,0,0,0.0728849,0.043525,0.0594301,0,0,0
1109,0.0426303,0,0,0,0,0.0475757,0,0,0,0,0,0,0.0303215,0,0.0273214,0.0326495,0,0,0.0188661,0,0,0.0567365,0.0363697,0.0306936,0.0201525,0.0157098,0.0485039,0.0363036,0.0325189,0.0368994,0.0361762,0.0301533,0.0336906,0.0379903,0.0220239,0.0244583,0.0209095,0.037612,0.0333564,0.0114341,0.0273952,0,0.0216488,0.0303117,0.0460976,0,0,0.0272909,0,0,0.0346153,0.0493301,0.0624477,0.0198064,0.0254684,0.0491561,0.0440438,0.0231262,0.0644581,0.0423961,0.0479466,0.0796342,0.0641498,0.0323575,0.0314394,0.0195798,0.0450179,0.0701596,0,0,0,0.0720646,0.0430435,0.059289,0,0,0
1110,0.0426045,0,0,0,0,0.0475536,0,0,0,0,0,0,0.0303232,0,0.0273731,0.0324766,0,0,0.0188335,0,0,0.0567016,0.0362621,0.0299591,0.0203265,0.0157603,0.0483777,0.0361234,0.0326105,0.0369404,0.0360939,0.0301697,0.0337442,0.0381136,0.0222585,0.0244768,0.0207866,0.0378986,0.0334798,0.0114871,0.0274781,0,0.0216231,0.0303014,0.0461064,0,0,0.0271903,0,0,0.034644,0.0496229,0.062515,0.0195364,0.0257723,0.048782,0.0437017,0.0227066,0.0643154,0.0423962,0.0479367,0.0796856,0.064146,0.032503,0.0315493,0.019573,0.0449956,0.0700754,0,0,0,0.0717499,0.0425621,0.0591185,0,0,0
1111,0.0425533,0,0,0,0,0.047561,0,0,0,0,0,0,0.0303364,0,0.0274038,0.0324205,0,0,0.0187181,0,0,0.0566723,0.0362181,0.0296613,0.0204459,0.0159126,0.0482723,0.0359363,0.0327917,0.0369163,0.0359642,0.0302325,0.0339396,0.0382774,0.0222041,0.0245498,0.0206858,0.0380544,0.0336356,0.0115638,0.0276267,0,0.0215625,0.0303297,0.0461306,0,0,0.0270903,0,0,0.0346476,0.049877,0.0625924,0.0193149,0.0260146,0.0483725,0.0433942,0.0222276,0.0641942,0.0424526,0.0478613,0.0797605,0.0637397,0.0326064,0.0316748,0.0196134,0.0449439,0.0700478,0,0,0,0.0714038,0.0421104,0.0589129,0,0,0
1112,0.0424988,0,0,0,0,0.04759,0,0,0,0,0,0,0.0303654,0,0.0274254,0.032515,0,0,0.0186447,0,0,0.0566413,0.0362704,0.0295586,0.0205595,0.0159581,0.0481342,0.0357224,0.033138,0.0369793,0.0357958,0.0303047,0.0341432,0.0384249,0.0221463,0.0246767,0.0206061,0.038335,0.0337541,0.0115871,0.0274963,0,0.0215212,0.0304647,0.0461375,0,0,0.0270232,0,0,0.0345895,0.0500167,0.0627046,0.0191057,0.0261419,0.0479446,0.0430538,0.0218419,0.0640918,0.0425473,0.0478594,0.0798621,0.0629784,0.0326925,0.0317974,0.0196433,0.0449127,0.0700341,0,0,0,0.0709224,0.0417137,0.0586643,0,0,0
1113,0.0424438,0,0,0,0,0.0476144,0,0,0,0,0,0,0.0304857,0,0.0273903,0.032493,0,0,0.0185845,0,0,0.0565531,0.036365,0.0294705,0.0207057,0.0158815,0.0480237,0.0354708,0.0332723,0.0370598,0.0356459,0.0303735,0.0342105,0.0386312,0.022341,0.0248544,0.0204427,0.0385896,0.0339066,0.0116808,0.0274066,0,0.0214417,0.0306974,0.0461432,0,0,0.0269926,0,0,0.0344655,0.0500585,0.062495,0.0189077,0.0261297,0.0475597,0.0426864,0.021626,0.0640093,0.0426761,0.0478391,0.0799003,0.0621769,0.0328143,0.0319501,0.019713,0.0448829,0.0700124,0,0,0,0.0708013,0.0413704,0.0584037,0,0,0
1114,0.0424032,0,0,0,0,0.0476068,0,0,0,0,0,0,0.0305985,0,0.0273635,0.0321957,0,0,0.0185005,0,0,0.0564769,0.036479,0.0293006,0.020837,0.0158813,0.0479569,0.0352185,0.033221,0.0370994,0.0355296,0.0304485,0.0342505,0.0387805,0.0225773,0.0250287,0.0202335,0.0387136,0.0340958,0.0117797,0.0272733,0,0.0213124,0.0310006,0.0461727,0,0,0.0269303,0,0,0.0343887,0.0500614,0.0621906,0.018659,0.0259693,0.0472496,0.0423293,0.021496,0.063791,0.0428438,0.0478343,0.0796152,0.0610183,0.0329157,0.0321107,0.0197834,0.0448711,0.0700329,0,0,0,0.0706409,0.0410817,0.0581041,0,0,0
1115,0.0425216,0,0,0,0,0.0475902,0,0,0,0,0,0,0.0320173,0,0.0276696,0.0313102,0,0,0.0176334,0,0,0.0565198,0.0379216,0.0289154,0.022131,0.0160389,0.0484931,0.0357513,0.034452,0.0377824,0.0354533,0.0304057,0.0340601,0.0386055,0.0223362,0.0248225,0.0187282,0.0391091,0.0345914,0.0115209,0.0326837,0,0.0178226,0.0320349,0.0452875,0,0,0.027725,0,0,0.0335245,0.0496562,0.0611857,0.0168713,0.024949,0.0461915,0.0414692,0.0216325,0.063314,0.0461928,0.0480855,0.077435,0.0698089,0.0327453,0.0330225,0.0189551,0.0449984,0.0701017,0,0,0,0.0679569,0.0403159,0.0556491,0,0,0
1116,0.0424153,0,0,0,0,0.0475764,0,0,0,0,0,0,0.0320966,0,0.0276803,0.0312441,0,0,0.0176286,0,0,0.0565742,0.0380643,0.0287784,0.022272,0.0160822,0.0485139,0.0355175,0.0348499,0.0377908,0.0353426,0.0303556,0.0341374,0.0386196,0.02249,0.0248992,0.0186051,0.0391864,0.0347281,0.0115822,0.0318339,0,0.0180464,0.032694,0.0452859,0,0,0.0277235,0,0,0.033618,0.0497358,0.0607724,0.0166522,0.0247818,0.0458471,0.0411878,0.0216129,0.0629069,0.0460337,0.0477906,0.0769935,0.0678315,0.0328702,0.0332151,0.0190407,0.0450862,0.0700289,0,0,0,0.0676644,0.0402089,0.0554236,0,0,0
1117,0.0423604,0,0,0,0,0.0475708,0,0,0,0,0,0,0.0322135,0,0.0277048,0.0311244,0,0,0.01776,0,0,0.0567084,0.0382433,0.028731,0.0223826,0.0161209,0.0485046,0.0352926,0.0352238,0.0378766,0.0352474,0.030363,0.0342783,0.0387089,0.0225698,0.0249848,0.0184561,0.039324,0.0348961,0.0116773,0.0310309,0,0.0182944,0.0333047,0.0452989,0,0,0.0277666,0,0,0.0337391,0.0498148,0.060298,0.0164998,0.0244929,0.0455341,0.0409172,0.0217056,0.0624893,0.0457326,0.0474639,0.0764755,0.0657836,0.0329737,0.0333789,0.0190994,0.0452281,0.0699025,0,0,0,0.0674749,0.0401065,0.0552067,0,0,0
1118,0.0422892,0,0,0,0,0.0476174,0,0,0,0,0,0,0.0323054,0,0.0276996,0.0307519,0,0,0.0178212,0,0,0.0567532,0.0385304,0.0286268,0.0225104,0.016123,0.0485769,0.0351074,0.0353218,0.0379871,0.0352056,0.0304487,0.0344069,0.0388171,0.0225876,0.0251153,0.018329,0.0394655,0.0350321,0.0117582,0.0302717,0,0.0184648,0.033802,0.0452889,0,0,0.0278138,0,0,0.0337434,0.0499712,0.0598409,0.0162547,0.024094,0.0452483,0.0407309,0.0219569,0.0619927,0.0453536,0.047217,0.0759661,0.063805,0.0330384,0.0335357,0.0192114,0.0453983,0.0699018,0,0,0,0.0673635,0.040041,0.0550636,0,0,0
1119,0.0421907,0,0,0,0,0.0476682,0,0,0,0,0,0,0.0323631,0,0.0276892,0.0304514,0,0,0.0178169,0,0,0.0566533,0.0388972,0.0284718,0.0226058,0.0161473,0.0486455,0.0349614,0.035122,0.0380025,0.0351735,0.0305877,0.0344396,0.0389461,0.0227307,0.0252363,0.0181813,0.0396395,0.0351271,0.011815,0.0295199,0,0.0185925,0.0343876,0.0452857,0,0,0.0278366,0,0,0.0336561,0.0501759,0.0594481,0.0160189,0.0236809,0.0449725,0.0405169,0.0223069,0.0615013,0.0449262,0.0469748,0.0754181,0.0619481,0.0331012,0.0336859,0.0193379,0.045574,0.0699493,0,0,0,0.0671905,0.0399,0.05473,0,0,0
1120,0.0421358,0,0,0,0,0.0477257,0,0,0,0,0,0,0.0323546,0,0.0276877,0.0302924,0,0,0.0178179,0,0,0.0565086,0.0392634,0.0284013,0.0227207,0.0161572,0.0486754,0.0348337,0.0353438,0.0379598,0.0351229,0.0307047,0.0344926,0.0391325,0.0228375,0.0253405,0.0180265,0.0397102,0.0352169,0.0118679,0.0287447,0,0.0186833,0.0349824,0.0452647,0,0,0.0278173,0,0,0.0335951,0.050448,0.0589588,0.0159243,0.0231747,0.0446591,0.0403444,0.0226559,0.0611479,0.0444323,0.046556,0.0748086,0.0602333,0.0331712,0.0337496,0.0193598,0.0457821,0.0699697,0,0,0,0.066997,0.0397757,0.0544332,0,0,0
1121,0.0421316,0,0,0,0,0.0477978,0,0,0,0,0,0,0.0323994,0,0.02769,0.0302496,0,0,0.0178645,0,0,0.0565434,0.0396605,0.0283593,0.0228391,0.0161699,0.0486919,0.0346842,0.0358915,0.0378794,0.0350569,0.0308297,0.0345419,0.0391386,0.0229436,0.025434,0.0179459,0.039847,0.0353339,0.0119168,0.0281965,0,0.018875,0.0355714,0.0452547,0,0,0.0277563,0,0,0.0336323,0.0507871,0.058454,0.0158039,0.0226026,0.0442969,0.0402197,0.0229734,0.0608376,0.0439228,0.046002,0.0742636,0.058361,0.0332502,0.033902,0.0194222,0.0459968,0.0699638,0,0,0,0.0667553,0.0396209,0.0541604,0,0,0
1122,0.0420939,0,0,0,0,0.0478779,0,0,0,0,0,0,0.0324576,0,0.0276895,0.0302206,0,0,0.0179226,0,0,0.0567879,0.0400379,0.0282614,0.0228787,0.0162439,0.0487379,0.0345029,0.0363257,0.0380453,0.0350046,0.0310081,0.0346411,0.0389379,0.0230792,0.0255316,0.017932,0.0399203,0.0354424,0.0118836,0.0280217,0,0.0194262,0.0361602,0.0452093,0,0,0.0276426,0,0,0.0337604,0.0510084,0.0578863,0.0156319,0.0221082,0.0439248,0.0400976,0.0231504,0.0604382,0.043348,0.0453538,0.0735869,0.0562595,0.0333201,0.0340554,0.0194564,0.0461769,0.0698801,0,0,0,0.0665622,0.0393782,0.0538661,0,0,0
1123,0.0420604,0,0,0,0,0.0479656,0,0,0,0,0,0,0.0325047,0,0.0277132,0.0300994,0,0,0.0179359,0,0,0.0569126,0.0403645,0.0281415,0.0228617,0.0163014,0.0488277,0.0342926,0.036583,0.0382092,0.0349632,0.0310627,0.0347569,0.0390892,0.0232071,0.025636,0.0179238,0.0399782,0.0354935,0.0118973,0.0277555,0,0.0202996,0.0366892,0.0451736,0,0,0.0275286,0,0,0.0339093,0.0511791,0.0571265,0.0154286,0.021685,0.0435396,0.0400192,0.0232535,0.0599653,0.0427005,0.0445696,0.072697,0.0542923,0.0333741,0.0341869,0.0194683,0.0463107,0.069655,0,0,0,0.0664041,0.0391128,0.0535282,0,0,0
1124,0.0420394,0,0,0,0,0.0480275,0,0,0,0,0,0,0.0324454,0,0.0276985,0.0299008,0,0,0.0179475,0,0,0.0568931,0.0406733,0.0280563,0.0228791,0.0164019,0.0489463,0.0340815,0.0367902,0.0383604,0.0348887,0.0310964,0.0348471,0.0390434,0.0233583,0.0257431,0.0180549,0.0401707,0.0355093,0.0119555,0.0275072,0,0.021361,0.0372614,0.0451415,0,0,0.0274588,0,0,0.0339702,0.0512631,0.0560734,0.0152298,0.0213798,0.0431854,0.0399702,0.0233586,0.0594518,0.0418553,0.0435299,0.0717376,0.0526242,0.0334471,0.0342961,0.0194891,0.046452,0.0693406,0,0,0,0.0660729,0.0388978,0.0532111,0,0,0
1125,0.0419095,0,0,0,0,0.048095,0,0,0,0,0,0,0.0324208,0,0.0276797,0.0297929,0,0,0.0179917,0,0,0.0568481,0.0409902,0.0280191,0.022935,0.0164702,0.0491252,0.0338927,0.0368099,0.0385207,0.0347748,0.0312054,0.0349362,0.0391548,0.0234927,0.025836,0.0181669,0.0402777,0.0354723,0.0119374,0.0277699,0,0.0223527,0.0379136,0.0450612,0,0,0.027457,0,0,0.0340058,0.0512275,0.0553674,0.0151658,0.020926,0.0428522,0.0399218,0.0235245,0.058972,0.0410564,0.0425496,0.070878,0.0509746,0.0335243,0.0344393,0.0195405,0.0466029,0.0691083,0,0,0,0.0659859,0.0388273,0.0528965,0,0,0
1126,0.0416492,0,0,0,0,0.0482014,0,0,0,0,0,0,0.0325211,0,0.027667,0.0297799,0,0,0.0182062,0,0,0.0566992,0.0413559,0.0280153,0.0230093,0.0164533,0.0493918,0.0337404,0.0369702,0.03875,0.0346561,0.0313469,0.0350811,0.0395593,0.0235644,0.025927,0.0181638,0.0403837,0.0352205,0.0120719,0.0281095,0,0.023036,0.0385538,0.0449903,0,0,0.0275224,0,0,0.0340528,0.0510183,0.0558307,0.0150821,0.0202263,0.0424536,0.0398634,0.0237888,0.0587311,0.0405821,0.0420476,0.070068,0.0486092,0.0336351,0.0345442,0.0196133,0.0467004,0.0689194,0,0,0,0.0660194,0.0389042,0.0525535,0,0,0
1127,0.0415384,0,0,0,0,0.0482418,0,0,0,0,0,0,0.0326561,0,0.0277051,0.0297891,0,0,0.0177696,0,0,0.0567292,0.0417886,0.0280634,0.0229858,0.0165202,0.0495573,0.0335042,0.0372707,0.03891,0.0345516,0.0315324,0.0352286,0.0397863,0.0234531,0.0260887,0.0181481,0.0404191,0.0355083,0.011937,0.0276218,0,0.0233681,0.0393291,0.044996,0,0,0.0276324,0,0,0.0341112,0.0507605,0.0566415,0.0149201,0.0190002,0.0419943,0.0399533,0.0243807,0.0586757,0.040419,0.0418197,0.0693862,0.0450509,0.0336912,0.0346897,0.0196494,0.0467166,0.0686673,0,0,0,0.0661257,0.0391678,0.0524299,0,0,0
1128,0.0415091,0,0,0,0,0.0483189,0,0,0,0,0,0,0.0329962,0,0.0277257,0.0295111,0,0,0.0176885,0,0,0.0567685,0.0423796,0.028148,0.0228762,0.0165893,0.0497499,0.0332608,0.037691,0.0391004,0.0345307,0.0318318,0.0352289,0.0399258,0.0232239,0.026288,0.0179317,0.0404438,0.0354857,0.0119828,0.0260686,0,0.024031,0.040189,0.0450118,0,0,0.0275806,0,0,0.0342032,0.050554,0.0567065,0.0149057,0.0178524,0.0416126,0.0399926,0.0249875,0.0587702,0.040542,0.0419949,0.0687955,0.0404916,0.0337448,0.0348075,0.0197003,0.0467554,0.0683261,0,0,0,0.0662316,0.0394728,0.0521775,0,0,0
1129,0.0415138,0,0,0,0,0.0483992,0,0,0,0,0,0,0.0334567,0,0.0277341,0.029346,0,0,0.0175892,0,0,0.0567724,0.042974,0.0282812,0.0227401,0.0166813,0.0499456,0.0329494,0.0382361,0.0393479,0.0345439,0.032205,0.0351771,0.0399649,0.0234461,0.0264636,0.0175853,0.0404938,0.0354259,0.0120035,0.0242283,0,0.024955,0.0411412,0.0450071,0,0,0.0274263,0,0,0.0342599,0.0503594,0.0553488,0.0150049,0.0169258,0.0413582,0.0400227,0.0256013,0.0588138,0.0407117,0.0421206,0.068056,0.035903,0.0337898,0.0348799,0.0197557,0.0468511,0.0679849,0,0,0,0.0662578,0.0397399,0.0517873,0,0,0
