Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHII,RTHI,x74,
1142,0.0468004,0,0,0,0,0.04612,0,0,0,0,0,0,0.06598,0,0.0261189,0.030889,0,0,0.00391205,0,0,0.0444041,0.0533911,0.0374134,0.0209712,0.0126519,0.0497711,0.0224505,0.0432562,0.0499248,0.0415704,0.0351866,0.0347031,0.0375253,0.0247661,0.0301362,0.00736579,0.0445998,0,0.0200338,0.0213851,0,0.0291636,0.0494638,0.0479011,0,0,0.0639969,0,0,0,0.0524949,0.049958,0.0192624,0.0256526,0.0393361,0.0410623,0.062645,0.0419983,0.06139,0.0436002,0.0454533,0.067545,0.0226532,0.0489913,0,0.0778576,0.0483965,0.0670075,0,0,0,0.0513254,0.0454192,0,0
1143,0.047271,0,0,0,0,0.0451787,0,0,0,0,0,0,0.0687152,0,0.0258317,0.0304213,0,0,0.0193896,0,0,0.0537189,0.0538185,0.0365233,0.0216925,0.0126053,0.0489118,0.0253479,0.0430073,0.049618,0.0420253,0.0353731,0.0347545,0.0375045,0.0247285,0.0302492,0.00584532,0.0391443,0.0295821,0.0126309,0.0208681,0,0.0294072,0.0497517,0.0501271,0,0,0.0637802,0,0,0,0.0519727,0.0494347,0.0181925,0.0263226,0.0379334,0.0412814,0.0618973,0.041479,0.0616479,0.043795,0.045633,0.0684498,0.023092,0.0493413,0,0.0775927,0.0475858,0.0680576,0,0,0,0.0508712,0.0449639,0,0
1144,0.0474202,0,0,0,0,0.0450294,0,0,0,0,0,0,0.0689839,0,0.0257635,0.0302183,0,0,0.019061,0,0,0.053731,0.0537869,0.036611,0.0216476,0.0124441,0.0488408,0.0249158,0.0426463,0.0497096,0.0424626,0.0351533,0.0346762,0.0373584,0.0245173,0.0300502,0.00551681,0.0393294,0.0299188,0.0125594,0.0205933,0,0.0296951,0.0497764,0.050319,0,0,0.0638044,0,0,0,0.0515621,0.0492228,0.0183696,0.0269256,0.0378034,0.0414017,0.061648,0.0412946,0.0617748,0.0439479,0.0458551,0.068661,0.0235167,0.0493045,0,0.0773518,0.0474355,0.0682271,0,0,0,0.0508046,0.0448968,0,0
1145,0.0475519,0,0,0,0,0.0448911,0,0,0,0,0,0,0.0677509,0,0.0258173,0.029888,0,0,0.0190555,0,0,0.0537041,0.0537627,0.037363,0.0215551,0.0119655,0.048751,0.0245823,0.0424557,0.0497053,0.0428274,0.0350116,0.0345274,0.037315,0.02428,0.0297787,0.00521999,0.0396476,0.0299681,0.0125579,0.0200042,0,0.0300119,0.0498817,0.0504926,0,0,0.0638715,0,0,0,0.0512785,0.0494006,0.0183959,0.0274413,0.0376731,0.0415659,0.0614551,0.0411704,0.0617149,0.0439342,0.0457192,0.0687511,0.0244127,0.0492667,0,0.0771717,0.0472715,0.0683935,0,0,0,0.0508259,0.0448839,0,0
1146,0.0474426,0,0,0,0,0.0447513,0,0,0,0,0,0,0.0593549,0,0.0221131,0.0297673,0,0,0.0192802,0,0,0.0538556,0.0529636,0.0373406,0.0206093,0.0127476,0.0478088,0.0239186,0.0416796,0.0482151,0.0434447,0.0357999,0.0356706,0.0380554,0.0263129,0.0317889,0.0125344,0.0397064,0.0290497,0.0133043,0.0211869,0,0.0311733,0.0501753,0.0510049,0,0,0.0647766,0,0,0,0.0511858,0.0497261,0.0194898,0.0273155,0.0374766,0.0422701,0.0618641,0.0412509,0.062048,0.043689,0.0456534,0.0689928,0.0225078,0.0499416,0,0.0762055,0.0472644,0.0685648,0,0,0,0.0508227,0.0450267,0,0
1147,0.0474133,0,0,0,0,0.0446353,0,0,0,0,0,0,0.0567067,0,0.0223404,0.0294531,0,0,0.0193484,0,0,0.0538357,0.0532083,0.0375998,0.0204742,0.0114934,0.0475787,0.0235774,0.0418188,0.0486279,0.0435497,0.0351901,0.0350031,0.0377097,0.0256419,0.0309992,0.014276,0.0396442,0.0289827,0.0133943,0.0214849,0,0.0315486,0.0504812,0.0511212,0,0,0.0649517,0,0,0,0.0509619,0.0502181,0.0196203,0.0274201,0.0373455,0.0424784,0.0616336,0.0410788,0.0624069,0.0438863,0.0457402,0.069232,0.0226896,0.0500569,0,0.0759321,0.0472401,0.068807,0,0,0,0.0507027,0.0445279,0,0
1148,0.0473673,0,0,0,0,0.0445136,0,0,0,0,0,0,0.053986,0,0.0226905,0.0293687,0,0,0.0194478,0,0,0.0537984,0.0535503,0.0380222,0.0202689,0.0103737,0.0474892,0.0233796,0.0420346,0.0492709,0.0434271,0.0343834,0.0344977,0.0376891,0.0249159,0.0300286,0.0167242,0.039547,0.0289206,0.0134929,0.0215641,0,0.0318377,0.0508398,0.051189,0,0,0.065094,0,0,0,0.0506719,0.050668,0.0196957,0.0274449,0.0373669,0.0427157,0.0615891,0.0409646,0.0626241,0.0440265,0.045806,0.0693874,0.0230149,0.0498948,0,0.075693,0.0472302,0.0691936,0,0,0,0.0506834,0.0441121,0,0
1149,0.0472571,0,0,0,0,0.0444322,0,0,0,0,0,0,0.0512228,0,0.0232212,0.0291936,0,0,0.019582,0,0,0.0537973,0.0539181,0.0388943,0.020012,0.00964364,0.0475352,0.0233148,0.0423221,0.0499868,0.0431206,0.0334084,0.0341622,0.0375799,0.0243028,0.0290711,0.0195956,0.0394714,0.0288712,0.0135594,0.0215888,0,0.0320506,0.0511672,0.0512417,0,0,0.0652212,0,0,0,0.0503755,0.0511152,0.0196008,0.0273976,0.0376243,0.0430193,0.0616639,0.0409144,0.0628197,0.044145,0.0458186,0.0693392,0.0234163,0.0496833,0,0.0754971,0.0472426,0.0695339,0,0,0,0.0507243,0.0438126,0,0
1150,0.0470924,0,0,0,0,0.0443574,0,0,0,0,0,0,0.0485649,0,0.0238251,0.0291129,0,0,0.0196977,0,0,0.0537866,0.0542743,0.0399637,0.019776,0.00930265,0.0476734,0.0233444,0.0426353,0.0506252,0.0427605,0.0323601,0.0336723,0.0372452,0.0238495,0.0283408,0.0226892,0.0393083,0.0288218,0.0135769,0.0215042,0,0.0322164,0.051468,0.0512508,0,0,0.0653621,0,0,0,0.0501528,0.0515036,0.0195002,0.0272908,0.0379006,0.0433294,0.0618394,0.0408778,0.0629486,0.0441396,0.0457274,0.0693752,0.0238878,0.0495233,0,0.0754001,0.0472541,0.0697298,0,0,0,0.0507797,0.0435045,0,0
1151,0.0469705,0,0,0,0,0.0442656,0,0,0,0,0,0,0.0460924,0,0.0243512,0.0291178,0,0,0.0198114,0,0,0.0537691,0.0545897,0.0405973,0.0195925,0.00949861,0.0479098,0.0234408,0.0427549,0.05139,0.0424489,0.0314384,0.0332196,0.036677,0.0234217,0.0276759,0.0259814,0.0391632,0.0287968,0.0135795,0.021317,0,0.0323485,0.0517693,0.0512374,0,0,0.0654747,0,0,0,0.0498982,0.0517408,0.0193018,0.0271191,0.0381869,0.04363,0.0621857,0.040823,0.0630448,0.0440383,0.0456041,0.0693146,0.0243923,0.0494691,0,0.0753618,0.0472654,0.0698773,0,0,0,0.0509264,0.0432379,0,0
1152,0.0468967,0,0,0,0,0.0442615,0,0,0,0,0,0,0.0440491,0,0.0248757,0,0,0,0.019841,0,0,0.0537003,0.0523925,0.0413193,0.0196776,0.010572,0.0486278,0.022996,0.0409558,0.0518499,0.0429487,0.0301531,0.0325955,0.0358213,0.0226716,0.0267203,0.0289563,0.0393166,0.0288401,0.0136351,0.0217637,0,0.0329114,0.0522209,0.0512466,0,0,0.065521,0,0,0,0.051422,0.0523229,0.0186056,0.0278792,0.0391905,0.043693,0.0617836,0.0419084,0.0629829,0.0438274,0.0453041,0.0689858,0.0241591,0.0494259,0,0.0752871,0.047225,0.0700439,0,0,0,0.0513928,0.0429108,0,0
1153,0.0467368,0,0,0,0,0.0441653,0,0,0,0,0,0,0.0421442,0,0.0255134,0.0294196,0,0,0.0200045,0,0,0.0539503,0.0545713,0.0421548,0.0193595,0.0109638,0.0484431,0.0238208,0.0423421,0.0526442,0.0421623,0.0297586,0.0326517,0.0361358,0.0226204,0.0262227,0.0321922,0.0388064,0.0286877,0.0135507,0.0209211,0,0.0324443,0.0522704,0.0511035,0,0,0.065688,0,0,0,0.0493382,0.0520047,0.0188546,0.0267348,0.0387259,0.0441922,0.0628496,0.0405914,0.0628919,0.0437493,0.0454979,0.0691351,0.0255257,0.0489357,0,0.0752327,0.0472705,0.0703003,0,0,0,0.0514354,0.0429664,0,0
1154,0.0465867,0,0,0,0,0.0442134,0,0,0,0,0,0,0.0406175,0,0.0257904,0.0290502,0,0,0.0201021,0,0,0.0540339,0.0542622,0.0425755,0.0192765,0.0116284,0.0488018,0.0239509,0.0420572,0.0530258,0.0420633,0.0288208,0.0324477,0.0359184,0.0223486,0.025381,0.034702,0.0385639,0.0285998,0.0135032,0.0206167,0,0.0323824,0.0522576,0.0510205,0,0,0.0657379,0,0,0,0.0489718,0.0519246,0.0187627,0.0264284,0.0391403,0.0443682,0.0632167,0.0403457,0.062698,0.0436164,0.0452628,0.0688318,0.0260488,0.0486128,0,0.0751312,0.0471702,0.0704214,0,0,0,0.0517365,0.0429721,0,0
1155,0.0464583,0,0,0,0,0.0442857,0,0,0,0,0,0,0.0389565,0,0.0259346,0.0288396,0,0,0.0201996,0,0,0.0540751,0.0538007,0.0428605,0.019276,0.0122105,0.0491236,0.0241288,0.0417489,0.0533448,0.0421302,0.0278192,0.0322705,0.0358722,0.0221127,0.0245594,0.0368711,0.0384211,0.0285342,0.0134603,0.0204008,0,0.0322905,0.0523326,0.0509552,0,0,0.0657967,0,0,0,0.0485714,0.0517776,0.0187341,0.0261569,0.0393566,0.0445203,0.0636376,0.0401194,0.0625233,0.0434281,0.0450236,0.0691512,0.0264559,0.0483917,0,0.0750787,0.0470512,0.0704607,0,0,0,0.0518287,0.0429549,0,0
1156,0.0463528,0,0,0,0,0.0442996,0,0,0,0,0,0,0.0373038,0,0.0260229,0.0285764,0,0,0.0202713,0,0,0.0541166,0.0533494,0.0430537,0.0192243,0.0128328,0.0493647,0.024351,0.0413544,0.0535434,0.0423141,0.026782,0.0321254,0.0355555,0.0218936,0.0238606,0.0389888,0.0386658,0.0285154,0.0134449,0.0202012,0,0.0321691,0.0523746,0.0509093,0,0,0.0658526,0,0,0,0.048126,0.0515952,0.0187816,0.0259312,0.0394819,0.0446519,0.0640344,0.0398303,0.0623929,0.0432725,0.0449969,0.0693786,0.026826,0.0481999,0,0.0750421,0.0469437,0.0704859,0,0,0,0.0518955,0.0429028,0,0
1157,0.0462478,0,0,0,0,0.0443468,0,0,0,0,0,0,0.0359397,0,0.0261911,0.028123,0,0,0.0202898,0,0,0.0541775,0.0529396,0.0433643,0.0191279,0.0136039,0.0495691,0.0245955,0.0410181,0.0536608,0.0425509,0.0256862,0.0321171,0.0350469,0.0217143,0.0231841,0.0413604,0.0387335,0.0284921,0.0134085,0.0199662,0,0.0320416,0.0524245,0.0509186,0,0,0.0658693,0,0,0,0.0476561,0.0514662,0.0188531,0.0257283,0.0396591,0.0447938,0.0642118,0.0394868,0.0623141,0.0431893,0.0450521,0.0689551,0.0271712,0.0480257,0,0.0749937,0.0468865,0.07058,0,0,0,0.0519594,0.0428717,0,0
1158,0.0460708,0,0,0,0,0.0444661,0,0,0,0,0,0,0.0347903,0,0.026472,0.0280703,0,0,0.0202653,0,0,0.0542735,0.0526635,0.0437676,0.0191257,0.0144717,0.0496336,0.0249032,0.0408442,0.0538938,0.0428093,0.0244703,0.0321368,0.0348227,0.0214697,0.0224612,0.0440862,0.0386028,0.0284956,0.0133818,0.0197956,0,0.0319598,0.0524361,0.0510981,0,0,0.0659174,0,0,0,0.047225,0.0514707,0.018934,0.0255891,0.0398632,0.0450097,0.0643628,0.0391899,0.0622842,0.0431339,0.0448904,0.0686454,0.0274657,0.0478978,0,0.074995,0.0469342,0.0705575,0,0,0,0.0519908,0.0428844,0,0
1159,0.0458642,0,0,0,0,0.0445813,0,0,0,0,0,0,0.0335139,0,0.0268223,0.0279641,0,0,0.0201946,0,0,0.0543619,0.0525019,0.0441836,0.0191234,0.0152981,0.04968,0.0252183,0.0407339,0.054141,0.0432079,0.0233772,0.0320965,0.0347869,0.0213094,0.0218173,0.0465661,0.0384113,0.0284965,0.0133444,0.0197261,0,0.0319358,0.0524267,0.0511512,0,0,0.0659271,0,0,0,0.0468027,0.0514501,0.019078,0.0254791,0.0400972,0.0451621,0.0645454,0.0389178,0.0622562,0.0430566,0.0447642,0.0688817,0.0277337,0.0477949,0,0.0750067,0.0469613,0.0704909,0,0,0,0.0519979,0.0428425,0,0
1160,0.0457398,0,0,0,0,0.0446525,0,0,0,0,0,0,0.0322701,0,0.027289,0.0276897,0,0,0.0200746,0,0,0.0543912,0.0525088,0.044734,0.0190946,0.0160276,0.0497444,0.0254623,0.0405384,0.0544162,0.0437029,0.0223768,0.0320992,0.034926,0.0211973,0.0213753,0.0489893,0.0382785,0.0284442,0.0133042,0.0196013,0,0.0319325,0.0524,0.0509883,0,0,0.0659568,0,0,0,0.0463774,0.0511431,0.0193007,0.0253795,0.0402454,0.04529,0.0646182,0.0386539,0.0622492,0.0430272,0.0448296,0.0683273,0.0279612,0.047578,0,0.0749933,0.0469482,0.0704588,0,0,0,0.0519955,0.0427563,0,0
1161,0.0457129,0,0,0,0,0.0446519,0,0,0,0,0,0,0.0314459,0,0.0276324,0.0272588,0,0,0.0199726,0,0,0.0544005,0.0525726,0.0452076,0.0190474,0.0166173,0.0498727,0.0256645,0.0404417,0.0548121,0.0441736,0.0215225,0.0320769,0.0348822,0.0212048,0.0211152,0.0511458,0.0381798,0.0284338,0.0132612,0.0195152,0,0.0319518,0.0523989,0.0506986,0,0,0.0660465,0,0,0,0.0460204,0.0506689,0.0195279,0.0253546,0.040371,0.0454049,0.0647378,0.0384254,0.0622951,0.0430333,0.044937,0.0677102,0.0281546,0.0472332,0,0.0749715,0.0468946,0.0704984,0,0,0,0.0519952,0.0426765,0,0
1162,0.0456146,0,0,0,0,0.0446879,0,0,0,0,0,0,0.0305526,0,0.0278584,0.0267926,0,0,0.0198697,0,0,0.0544524,0.0527027,0.0458089,0.0190857,0.0170469,0.0499819,0.0259063,0.0403794,0.0552802,0.0445494,0.0209056,0.0320606,0.0346925,0.0212911,0.0209394,0.0530289,0.0381886,0.0284237,0.0132358,0.019607,0,0.0321146,0.0524782,0.0505532,0,0,0.0661577,0,0,0,0.0457491,0.0504977,0.0197542,0.0253458,0.0405433,0.0454831,0.0647792,0.0382372,0.0624033,0.042978,0.0447735,0.0684695,0.0283122,0.047014,0,0.074962,0.0469661,0.0705499,0,0,0,0.0520202,0.0426588,0,0
1163,0.045492,0,0,0,0,0.0447645,0,0,0,0,0,0,0.0297594,0,0.028039,0.0265198,0,0,0.0197516,0,0,0.0545551,0.0528836,0.0461952,0.0191045,0.0172894,0.0500576,0.0261543,0.0401487,0.0557668,0.0449258,0.0204294,0.0321415,0.0345307,0.0214017,0.0208109,0.0547201,0.0382223,0.0284213,0.0132109,0.0195677,0,0.0322089,0.0524732,0.0505027,0,0,0.0662031,0,0,0,0.0454867,0.0501281,0.0199877,0.0252695,0.0406929,0.0455881,0.0646893,0.0380988,0.0627562,0.0430077,0.0447684,0.0675981,0.02849,0.0468622,0,0.074925,0.047108,0.0706287,0,0,0,0.0519673,0.0426678,0,0
1164,0.0454212,0,0,0,0,0.044839,0,0,0,0,0,0,0.029365,0,0.0282347,0.0265406,0,0,0.0196316,0,0,0.0546189,0.053025,0.046031,0.0190858,0.0174287,0.0500643,0.0263609,0.0402124,0.0554935,0.0453673,0.020047,0.032056,0.0342895,0.0213017,0.0205945,0.0560064,0.0381949,0.0284651,0.0132336,0.0196017,0,0.0323226,0.0525187,0.0504457,0,0,0.0662212,0,0,0,0.0452858,0.0494864,0.0202131,0.0251604,0.0407774,0.0457189,0.0647322,0.0380715,0.0628837,0.04305,0.0448171,0.067213,0.0286763,0.0467117,0,0.074883,0.0472959,0.0705691,0,0,0,0.0519606,0.0426504,0,0
1165,0.04535,0,0,0,0,0.044881,0,0,0,0,0,0,0.0291171,0,0.0284038,0.0265466,0,0,0.0195409,0,0,0.0546823,0.0530587,0.0460467,0.0190862,0.0174921,0.0500153,0.0265358,0.0401641,0.0552525,0.0456621,0.0197972,0.0319263,0.0340937,0.0211399,0.0203684,0.0567668,0.0381903,0.0285343,0.0132734,0.0195988,0,0.0324741,0.0525258,0.0503655,0,0,0.0662229,0,0,0,0.0451283,0.04918,0.0204223,0.0252098,0.040822,0.0458565,0.0647145,0.0380916,0.0629627,0.0431126,0.0449061,0.0669862,0.028887,0.0465862,0,0.0748217,0.047504,0.070513,0,0,0,0.0519215,0.0427021,0,0
1166,0.0452715,0,0,0,0,0.0449666,0,0,0,0,0,0,0.0287069,0,0.0286019,0.025917,0,0,0.0194463,0,0,0.05477,0.0529832,0.0462029,0.0190081,0.0174529,0.0499242,0.0265998,0.039904,0.0551562,0.045945,0.0195942,0.0318233,0.033975,0.021027,0.0201966,0.0573163,0.0381689,0.0286136,0.0132649,0.0195591,0,0.0325962,0.0524389,0.0502982,0,0,0.0661374,0,0,0,0.0450253,0.0492195,0.0206712,0.0253076,0.0408938,0.0459849,0.0647378,0.0381808,0.0630547,0.0431986,0.0450169,0.0673349,0.0290431,0.0464272,0,0.0746818,0.0476911,0.0704427,0,0,0,0.0518921,0.0427786,0,0
1167,0.0452092,0,0,0,0,0.0450749,0,0,0,0,0,0,0.0284295,0,0.0287956,0.0254808,0,0,0.0193598,0,0,0.0548253,0.0529348,0.0464127,0.0189328,0.017314,0.049773,0.0265995,0.0396541,0.0550933,0.0461827,0.0194788,0.0317465,0.033775,0.0209985,0.0199975,0.0576709,0.0381636,0.0287007,0.0132814,0.0195251,0,0.0327339,0.0523483,0.0502066,0,0,0.0660768,0,0,0,0.0449256,0.049169,0.0209517,0.0253568,0.0408688,0.0461407,0.0648273,0.038243,0.0631634,0.0433089,0.045112,0.0679722,0.0291133,0.0462674,0,0.0745332,0.0478355,0.0704617,0,0,0,0.0518611,0.0428083,0,0
1168,0.0451653,0,0,0,0,0.0451519,0,0,0,0,0,0,0.028085,0,0.0289073,0.0254401,0,0,0.0192662,0,0,0.0548969,0.0528847,0.046619,0.0189156,0.0170971,0.0495156,0.0265838,0.0396652,0.0550492,0.0463173,0.0195172,0.0316201,0.0334823,0.0208275,0.0197418,0.0575894,0.0383468,0.028808,0.0133305,0.0194811,0,0.0328736,0.0521257,0.0500785,0,0,0.066065,0,0,0,0.0448351,0.0489098,0.021223,0.0253493,0.0407888,0.0463865,0.0648115,0.0382846,0.0633529,0.0434428,0.0452283,0.0676453,0.0292726,0.0462047,0,0.0743926,0.0479029,0.0705385,0,0,0,0.0518163,0.0428648,0,0
1169,0.0450057,0,0,0,0,0.0452073,0,0,0,0,0,0,0.0277676,0,0.0289734,0.0252836,0,0,0.0191656,0,0,0.054961,0.052789,0.0464139,0.0188853,0.0167588,0.0492395,0.0265229,0.0395004,0.0548593,0.0463836,0.0196715,0.031483,0.0332087,0.0205722,0.0195314,0.0569409,0.0384641,0.0289444,0.0133779,0.0194536,0,0.0329661,0.0517844,0.0499551,0,0,0.0660807,0,0,0,0.0447864,0.0488447,0.0215321,0.025393,0.0407138,0.0466364,0.0649174,0.0383543,0.0636002,0.0436004,0.0454204,0.067398,0.0294324,0.0462135,0,0.0742471,0.0479157,0.0705107,0,0,0,0.0517154,0.0429654,0,0
1170,0.0448534,0,0,0,0,0.0452756,0,0,0,0,0,0,0.0277081,0,0.0287937,0.0249916,0,0,0.0190753,0,0,0.0549651,0.052676,0.0458525,0.0188387,0.0162779,0.048984,0.02642,0.0392115,0.0543875,0.0464637,0.0198426,0.0311597,0.033036,0.0203401,0.0193155,0.0556626,0.0385548,0.0291061,0.0134501,0.0195184,0,0.0331035,0.0516563,0.0499105,0,0,0.066073,0,0,0,0.044786,0.0488225,0.0217956,0.0254486,0.0406513,0.0468512,0.0650982,0.0384333,0.0637599,0.0437609,0.0456238,0.0676775,0.0295949,0.046245,0,0.0740998,0.0479366,0.0704284,0,0,0,0.0516129,0.0430798,0,0
1171,0.0446582,0,0,0,0,0.0454439,0,0,0,0,0,0,0.0276978,0,0.0285732,0,0,0,0.0188659,0,0,0.054822,0.0510225,0.0448062,0.0176817,0.0160741,0.0491142,0.0256127,0.0379404,0.0538366,0.0472516,0.0198151,0.0309352,0.0327322,0.01997,0.0187942,0.0542309,0.0389714,0.0293103,0.0135712,0.0199546,0,0.0335387,0.051633,0.050008,0,0,0.0660064,0,0,0,0.0461834,0.0490489,0.0215778,0.0263027,0.0412574,0.0468395,0.0644838,0.0394341,0.0638607,0.0439043,0.0456416,0.0681144,0.0291565,0.0461392,0,0.0739076,0.0478897,0.0703385,0,0,0,0.0516361,0.0430019,0,0
1172,0.0445344,0,0,0,0,0.0455454,0,0,0,0,0,0,0.0279422,0,0.0285694,0,0,0,0.0187723,0,0,0.0548106,0.051014,0.0441684,0.017671,0.0154097,0.048728,0.0254791,0.0379341,0.0533895,0.0472118,0.0200385,0.0306846,0.032338,0.0197429,0.0186231,0.0525068,0.0390558,0.0295041,0.0136868,0.019877,0,0.0335697,0.0513397,0.0500277,0,0,0.0660655,0,0,0,0.0462176,0.0491547,0.0218952,0.0264234,0.0410944,0.0470803,0.0644606,0.0395754,0.0640986,0.0440687,0.0457946,0.0680198,0.0293785,0.0459642,0,0.0737765,0.0480074,0.0702558,0,0,0,0.0516279,0.0431812,0,0
1173,0.0444344,0,0,0,0,0.0456039,0,0,0,0,0,0,0.0287584,0,0.0282953,0.0243759,0,0,0.0188174,0,0,0.0549401,0.0525536,0.0438068,0.0189477,0.0142761,0.0480561,0.0259849,0.039087,0.0530087,0.0462555,0.0206465,0.0302398,0.031868,0.0197024,0.0188509,0.05025,0.0389324,0.0296748,0.0137866,0.0195033,0,0.0332532,0.0509084,0.0499406,0,0,0.0662382,0,0,0,0.044796,0.0491184,0.0227171,0.0257396,0.04056,0.047422,0.0653289,0.038824,0.0643354,0.0442412,0.0460657,0.0683038,0.0301723,0.0458278,0,0.0737257,0.0482343,0.0701732,0,0,0,0.051548,0.0436699,0,0
1174,0.0443669,0,0,0,0,0.0457318,0,0,0,0,0,0,0.0296093,0,0.0276802,0.0247051,0,0,0.0187405,0,0,0.0549452,0.0525061,0.04336,0.0188918,0.0135403,0.0479307,0.0258102,0.038777,0.0524991,0.0459979,0.0211512,0.0297937,0.0315284,0.0195544,0.0187139,0.0477929,0.0391249,0.0298183,0.0138429,0.0195278,0,0.0332803,0.0505793,0.0499275,0,0,0.0663191,0,0,0,0.044626,0.0489374,0.0230305,0.0257055,0.0410295,0.0474555,0.0656063,0.0387333,0.0644276,0.0444673,0.0461946,0.0687208,0.0303405,0.0458374,0,0.0736733,0.0483151,0.0700376,0,0,0,0.0515189,0.0440089,0,0
1175,0.0442485,0,0,0,0,0.0458496,0,0,0,0,0,0,0.0303738,0,0.0272557,0.0258986,0,0,0.0186618,0,0,0.0549202,0.0524283,0.0431072,0.0186647,0.0129726,0.0478304,0.0256254,0.0383752,0.0518345,0.0456471,0.0218173,0.0296569,0.031262,0.0193277,0.0185451,0.0452084,0.0392056,0.0297885,0.0136944,0.0193877,0,0.0332628,0.0502699,0.0499238,0,0,0.0663884,0,0,0,0.0444172,0.0487076,0.0233745,0.0256043,0.0413498,0.0474512,0.0658602,0.0384373,0.0645421,0.0448101,0.0463371,0.068663,0.0306005,0.0458811,0,0.0736256,0.048444,0.0699029,0,0,0,0.0514357,0.0443654,0,0
1176,0.0441523,0,0,0,0,0.045936,0,0,0,0,0,0,0.0312297,0,0.0268918,0.0255859,0,0,0.0186063,0,0,0.0548551,0.0522509,0.0428517,0.0189863,0.0125309,0.0474966,0.0254719,0.0379792,0.0512982,0.0453022,0.0222235,0.029504,0.0311334,0.0189912,0.0184692,0.0429609,0.0392207,0.0298642,0.0136219,0.0191369,0,0.033287,0.0499149,0.0498931,0,0,0.0664772,0,0,0,0.0445774,0.0486071,0.0236929,0.0257098,0.0412852,0.047558,0.0659451,0.0385974,0.0645983,0.044823,0.0463891,0.0685468,0.030768,0.0458117,0,0.0736168,0.0487007,0.0696507,0,0,0,0.0514658,0.0447965,0,0
1177,0.0440445,0,0,0,0,0.0459384,0,0,0,0,0,0,0.0321866,0,0.0265607,0.0273844,0,0,0.0184942,0,0,0.0548622,0.0523262,0.0423589,0.0188103,0.0119701,0.0474678,0.0253741,0.0375943,0.0504121,0.0450193,0.0230608,0.0292549,0.0309819,0.0186663,0.0185411,0.0405481,0.0394261,0.0300157,0.0135826,0.0187486,0,0.0332778,0.0496749,0.0498701,0,0,0.0665311,0,0,0,0.0443769,0.0483561,0.0239692,0.02566,0.0414654,0.0475783,0.0662632,0.0386421,0.0646371,0.0446361,0.0464964,0.0686865,0.0310157,0.0457313,0,0.0736233,0.0487437,0.0695095,0,0,0,0.0514767,0.0452222,0,0
1178,0.0443675,0,0,0,0,0.0455949,0,0,0,0,0,0,0.0331092,0,0.0264241,0.0288109,0,0,0.0170177,0,0,0.0446703,0.0522422,0.0418715,0.0186003,0.011639,0.0475338,0.0244232,0.0371408,0.0495669,0.0447748,0.0238205,0.0291079,0.0307826,0.0183897,0.0187467,0.0384278,0.0388293,0,0.0206352,0.0184779,0,0.0333007,0.0493072,0.0500969,0,0,0.0664499,0,0,0,0.0443377,0.0482568,0.0243739,0.025675,0.0419468,0.0475233,0.0665709,0.0388864,0.0645133,0.0445489,0.0464841,0.0687237,0.0312734,0.0456699,0,0.073673,0.0483479,0.0693963,0,0,0,0.0516124,0.0457853,0,0
1179,0.0440553,0,0,0,0,0.0458119,0,0,0,0,0,0,0.0341342,0,0.0261684,0.0292538,0,0,0.0177857,0,0,0.0550087,0.0520567,0.0414327,0.0189826,0.0113374,0.0472296,0.0252689,0.0367934,0.0487845,0.0444972,0.0246471,0.0289739,0.0305505,0.0180295,0.018927,0.0367297,0.0393692,0.0312702,0.0136119,0.0181691,0,0.0332245,0.0490589,0.0498748,0,0,0.0664902,0,0,0,0.0443405,0.0480171,0.0244041,0.0256954,0.0418442,0.0477347,0.0666902,0.0391173,0.0645081,0.0447491,0.0465497,0.0688422,0.0313663,0.0457437,0,0.0736515,0.0485579,0.0691942,0,0,0,0.0516154,0.0463071,0,0
1180,0.0438481,0,0,0,0,0.04613,0,0,0,0,0,0,0.0355823,0,0.0256848,0.0293356,0,0,0.0182027,0,0,0.0549402,0.0515729,0.0412531,0.0193162,0.0111495,0.0470183,0.0251862,0.0366467,0.0482141,0.0442061,0.0253946,0.0286444,0.0304557,0.0176457,0.019121,0.0357613,0.039682,0.0307163,0.0137453,0.0178706,0,0.0331463,0.0487853,0.0496597,0,0,0.0665596,0,0,0,0.0444489,0.0480346,0.0245599,0.0257488,0.0419063,0.0478367,0.0670301,0.0394378,0.0644495,0.0448374,0.0465327,0.0691595,0.03158,0.045671,0,0.0736285,0.0488119,0.0689542,0,0,0,0.051722,0.0468137,0,0
