Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHII,RTHI,x74,
1460,0.0296686,0,0,0,0,0.060142,0,0,0,0,0,0,0.0398722,0,0,0,0,0,0.0181563,0,0,0.00876798,0.0614471,0,0.0344318,0.013931,0.0552956,0.021622,0,0.0257867,0,0.0235408,0.0227388,0,0.0147861,0.0211352,0.020583,0.0415723,0,0,0,0,0.0309618,0.0463195,0.0417475,0,0,0.0140023,0,0,0,0.0463174,0.0377831,0.0141993,0.0268889,0.0336374,0.0359352,0,0.0354724,0.0526734,0,0,0.0720522,0,0,0,0,0.0682574,0.0571118,0,0,0,0.0448983,0.0455017,0,0
1461,0.029329,0,0,0,0,0.0606473,0,0,0,0,0,0,0.0433657,0,0,0,0,0,0.0183688,0,0,0.00889933,0.063566,0,0.032397,0,0.0544444,0.0205723,0,0.0275332,0,0.0227141,0,0,0.0173527,0.0233939,0.0164878,0.0424129,0,0,0,0,0.0124002,0.0477201,0.0418683,0,0,0.0141823,0,0,0,0.0450268,0.0187477,0.0171088,0.0336081,0.0344437,0.0365975,0,0.0345034,0,0,0,0.0586102,0,0,0,0,0.0687628,0.0566631,0,0,0,0.0434857,0.0410162,0,0
1462,0.0274216,0,0,0,0,0.0621785,0,0,0,0,0,0,0.0432287,0,0,0,0,0,0.0187786,0,0,0.00845905,0.0683026,0,0.0292265,0,0.0571683,0.02158,0,0.0315597,0,0,0,0,0.0171225,0.0245162,0.0157403,0.0411976,0,0,0,0,0.0167512,0.0484039,0.0432359,0,0,0.017584,0,0,0.032312,0.0421021,0.0293314,0.0188093,0.0264702,0.0386271,0.0444015,0,0.0294618,0.0607719,0,0,0.0109022,0,0,0.0187243,0,0.0691216,0.0573348,0,0,0,0.0452576,0.0423393,0,0
1463,0.0278158,0,0,0,0,0.0597659,0,0,0,0,0,0,0.0440893,0,0,0,0,0,0.0187812,0,0,0.00907261,0.0711857,0,0,0.115674,0.0506149,0.0241062,0,0.0422798,0,0.0400844,0,0,0,0.0248923,0.0166852,0.0409255,0,0,0,0,0.0179635,0.0435545,0.0449115,0,0,0.0224034,0,0,0,0.0402726,0.0327605,0.0225035,0.0244941,0.0416312,0.0518755,0,0.0255007,0.0617448,0,0,0.0179831,0,0,0.0135573,0,0.0657686,0.0667828,0,0,0,0.0420587,0.040939,0,0
1464,0.0289379,0,0,0,0,0.0598648,0,0,0,0,0,0,0.0390624,0,0,0,0,0,0.0191475,0,0,0.00873848,0.0650596,0,0.0188738,0.119518,0.0520903,0.0240801,0,0,0,0.0419437,0,0,0,0.0296316,0.0226365,0.0397434,0,0,0,0,0.00753857,0.0397522,0.0459273,0,0,0.0189132,0,0,0,0.0420203,0.0114241,0.0194319,0.0365039,0.0444121,0.045344,0,0.0290392,0,0,0,0,0,0,0,0,0.0651052,0.0693895,0,0,0,0.0356152,0.0368013,0,0
1465,0.0282567,0,0,0,0,0.0593399,0,0,0,0,0,0,0.033964,0,0,0,0,0,0.0187206,0,0,0.00968458,0.0664407,0,0.0195455,0.11674,0.0511184,0.0248079,0,0.049137,0,0.0440646,0,0.0550622,0,0.0298551,0.0270945,0.0416152,0,0,0,0,0.00928249,0.0385274,0.0453286,0,0,0.0565656,0,0,0,0.044208,0.0204507,0.0171145,0.0290136,0.0420775,0.0575482,0,0.029175,0.05329,0,0,0,0,0,0.0594636,0,0.064397,0.069595,0,0,0,0.0370989,0.0432777,0,0
1466,0.028486,0,0,0,0,0.0603721,0,0,0,0,0,0,0.0329838,0,0,0,0,0,0.0191106,0,0,0.0087943,0.0634695,0,0.0175301,0.120955,0.0527689,0.0232236,0,0,0,0.0391489,0,0.0506346,0,0.0259259,0.0290911,0.0401354,0,0,0,0,0.00774279,0.0405161,0.0447098,0,0,0.0179332,0,0,0,0.0421736,0.0119562,0.0185909,0.0362941,0.0426728,0.0440179,0,0.0290002,0,0,0,0,0,0,0,0,0.0663063,0.0668841,0,0,0,0.0366949,0.036761,0,0
1467,0.0264946,0,0,0,0,0.0625089,0,0,0,0,0,0,0.0338724,0,0,0,0,0,0.0193858,0,0,0.00831543,0.0637898,0,0.0182105,0.122502,0.0547972,0.0232523,0,0,0,0.0393387,0,0.0494658,0,0.0247811,0.0283896,0.0393272,0,0,0,0,0.0115088,0.0439422,0.0457687,0,0,0.021947,0,0,0.0325606,0.0414932,0.0200884,0.0208233,0.0269928,0.0450609,0.0532977,0,0.0288516,0.0625646,0,0,0,0,0,0.023392,0,0.0679182,0.0651369,0,0,0,0.0428506,0.0408967,0,0
1468,0.0265697,0,0,0,0,0.0617515,0,0,0,0,0,0,0.0420608,0,0,0,0,0,0.0154252,0,0,0.0318366,0.0618987,0,0.0185681,0.12746,0.0528763,0.0221795,0,0,0.0810783,0.0349141,0,0,0,0.0247409,0.0209776,0.0429259,0,0.0191986,0,0,0.0246342,0.0478127,0.0440758,0,0,0.0170539,0,0,0,0.0406244,0.0318594,0.0234099,0.0247618,0.0438018,0.0518008,0,0.0313093,0.0642024,0,0.0460267,0,0,0,0.00628526,0,0.0674136,0.064277,0,0,0,0.0479422,0.0427901,0,0
1469,0.0281028,0,0,0,0,0.0609947,0,0,0,0,0,0,0.0395481,0,0,0,0,0,0.0155837,0,0,0.0320241,0.0654233,0,0.0195406,0.122095,0.0510321,0.0225001,0,0,0,0.0422061,0,0,0.0316554,0.0230421,0.0197617,0.041714,0,0.019403,0,0,0.0266159,0,0.0441455,0,0,0.0190061,0,0,0,0.0380622,0.035484,0.027561,0.0243447,0.0420833,0.0454693,0,0.030312,0.0593118,0,0.0429008,0,0,0,0,0,0.0677793,0.0648434,0,0,0,0.0503844,0.0417841,0,0
1470,0.0263938,0,0,0,0,0.0625022,0,0,0,0,0,0,0.0347556,0,0,0,0,0,0.0155404,0,0,0.0319794,0.0594072,0,0.0154517,0.123253,0.0544568,0.0225997,0.0542586,0,0.0182808,0.0377164,0,0,0.0320535,0.0243179,0.0280505,0.0413662,0,0.0194241,0,0,0.0256098,0.0473563,0.0453125,0,0,0.0165579,0,0,0.00962842,0.0422064,0.0317454,0.0225641,0.0254877,0.046477,0.0527175,0,0.0320276,0.0605976,0,0.045957,0,0,0,0,0,0.0681462,0.06559,0,0,0,0.0474007,0.0423155,0,0
1471,0.0258644,0,0,0,0,0.0636073,0,0,0,0,0,0,0.0348579,0,0,0,0,0,0.0194785,0,0,0.00787935,0.0576759,0,0.0140249,0.12254,0.055155,0.0225262,0.0535995,0,0.0297764,0.0376944,0,0,0.0321252,0.0239865,0.0270332,0.0392153,0,0,0,0,0,0.0490344,0.0465467,0,0,0.0188027,0,0,0.0319586,0.0419476,0.0482084,0.0237621,0.0195334,0.0485715,0.0557053,0,0.0366572,0.0529351,0,0.032483,0.0530451,0,0,0.0207311,0,0.0689881,0.0655598,0,0,0,0.0519981,0.0452133,0,0
1472,0.0262862,0,0,0,0,0.0621389,0,0,0,0,0,0,0.03653,0,0,0,0,0,0.019328,0,0,0.008467,0.0619117,0,0.0150973,0.120881,0.0550831,0.0237699,0,0,0,0.0400323,0,0,0.0325258,0.0234871,0.0216458,0.0389155,0,0,0,0,0,0.0419031,0.0460676,0,0,0.0168142,0,0,0.00934111,0.0470258,0.0443625,0.0179647,0.0238378,0.0466753,0.0535144,0.0503532,0.0243466,0.0680834,0,0,0,0,0,0,0,0.0668804,0.0669951,0,0,0,0.0410057,0.0360316,0,0
1473,0.0260804,0,0,0,0,0.062774,0,0,0,0,0,0,0.037827,0,0,0,0,0,0.0193157,0,0,0.00823082,0.0643738,0,0.0171296,0.121662,0.0550536,0.0226091,0,0,0,0.0414837,0,0,0.0317619,0.0223867,0.0205802,0.0394843,0,0,0,0,0.0265984,0.047356,0.0455408,0,0,0.0166511,0,0,0.00894314,0.040846,0.0323633,0.0230772,0.0245,0.0470439,0.052688,0,0.030678,0.0607916,0,0.0456489,0,0,0,0,0,0.0675844,0.065396,0,0,0,0.0472759,0.0422294,0,0
1474,0.0261082,0,0,0,0,0.0630151,0,0,0,0,0,0,0.0356577,0,0,0,0,0,0.016364,0,0,0.0312795,0.0626237,0,0.0162717,0.118643,0.0549971,0.0245295,0,0,0,0.0419213,0,0,0,0.0255586,0.0247576,0.0390228,0,0.0204954,0,0,0.016208,0.0449734,0.0470485,0,0,0.0196729,0,0,0.032106,0.0456085,0.0301793,0.0224585,0.0280968,0.0483159,0.0570916,0.0498919,0.0266611,0.0682409,0,0.0540484,0,0,0,0.0207972,0,0.0680605,0.0669189,0,0,0,0.0429769,0.0361237,0,0
1475,0.0272991,0,0,0,0,0.0615079,0,0,0,0,0,0,0.0372366,0,0,0,0,0,0.0151225,0,0,0.0310705,0.0566954,0,0.0138896,0.120912,0.0551052,0.0229846,0.053468,0,0,0.0369076,0,0,0,0.0273729,0.0272154,0.0403879,0,0.0196176,0,0,0.0351384,0.0444434,0.0450551,0,0,0.0192516,0,0,0,0.0490202,0.0536713,0.0198037,0.0240706,0.0480129,0.0463104,0.0504359,0.0260107,0.0605835,0,0.0433195,0,0,0,0,0,0.0662849,0.0676627,0,0,0,0.0437841,0.0366736,0,0
1476,0.027344,0,0,0,0,0.0611699,0,0,0,0,0,0,0.0386611,0,0,0,0,0,0.0151875,0,0,0.0315732,0.0586194,0,0.0158921,0.120431,0.0536514,0.0240877,0.0545824,0,0.0243632,0.0383729,0,0,0,0.0276877,0.0259314,0.0395117,0,0.0199153,0,0,0.0242012,0,0.04559,0,0,0.0199109,0,0,0,0.0475933,0.0442285,0.0212618,0.0253076,0.0456978,0.0473183,0.0485248,0.0234568,0.0659578,0,0,0,0,0,0,0,0.0660055,0.0676603,0,0,0,0.042816,0.0341404,0,0
1477,0.0271022,0,0,0,0,0.0616407,0,0,0,0,0,0,0.041574,0,0,0,0,0,0.014954,0,0,0.0314258,0.0620606,0,0.017097,0.119423,0.0525935,0.0230833,0,0,0,0.0416569,0,0,0,0.0249908,0.018746,0.0397395,0,0.0197258,0,0,0.0382899,0,0.0453633,0,0,0.0198526,0,0,0,0.0451145,0.0533811,0.0262868,0.025032,0.046319,0.0470945,0.0560833,0.0286763,0.0539916,0,0.0365682,0.0606482,0,0,0,0,0.0668308,0.0662087,0,0,0,0.0502065,0.0369679,0,0
1478,0.0258963,0,0,0,0,0.062029,0,0,0,0,0,0,0.0361335,0,0,0,0,0,0.0159338,0,0,0.0314375,0.0637054,0,0.0179146,0.11934,0.0527114,0.0248409,0,0,0,0.0431698,0,0,0,0.0245908,0.024893,0.0392054,0,0.0195018,0,0,0.0162556,0,0.0464667,0,0,0.0166128,0,0,0,0.0439954,0.0314018,0.0250792,0.0276519,0.0447815,0.0570602,0.0512693,0.0248036,0.0669583,0,0.0525426,0,0,0,0.00520634,0,0.067152,0.0660048,0,0,0,0.0454425,0.0340137,0,0
1479,0.0262895,0,0,0,0,0.0617622,0,0,0,0,0,0,0.0349706,0,0,0,0,0,0.0198139,0,0,0.00830638,0.0580923,0,0.0150173,0.119249,0.054355,0.0245824,0.0485563,0,0.0253487,0.0396314,0,0,0,0.0271811,0.0290961,0.0378792,0,0,0,0,0.0259365,0.0464327,0.0474281,0,0,0.0249856,0,0,0.00815392,0.0458515,0.035155,0.0219676,0.0253186,0.0484309,0.0544994,0.0546589,0.0288182,0.0632785,0.0494187,0.0470511,0,0,0,0,0,0.0668892,0.0681266,0,0,0,0.0454858,0.0370946,0,0
1480,0.0248523,0,0,0,0,0.0634927,0,0,0,0,0,0,0.037438,0,0,0,0,0,0.0150036,0,0,0.0321307,0.0624009,0,0.0162406,0.12258,0.0576421,0.025937,0,0,0,0.0408995,0,0,0.0305325,0.0212969,0.0209496,0.0372061,0,0.0227175,0,0,0.0205759,0,0.0473023,0,0,0.037182,0,0,0,0.041657,0.0454156,0.0187837,0.0249174,0.04772,0.0507636,0.0595052,0.0308675,0.0670379,0,0.0523869,0,0.0452269,0,0.0591508,0,0.0680871,0.0654863,0,0,0,0.045633,0.0398226,0,0
1481,0.0255277,0,0,0,0,0.0624023,0,0,0,0,0,0,0.0335372,0,0,0,0,0,0.0203308,0,0,0.00727738,0.0630392,0,0.0176853,0.118305,0.0533344,0.0258039,0.0725305,0,0,0.0446184,0,0,0.0342352,0.0258462,0.0256531,0.0367534,0,0,0,0,0.0263901,0,0.0488007,0,0,0.0410353,0,0,0.0436992,0.0436099,0.0352196,0.0250373,0.0247549,0.0474524,0.0538114,0.0557903,0.0275599,0.0616966,0.0479009,0.045839,0,0,0,0.0840962,0.0419277,0.0676753,0.0679254,0,0,0,0.0477187,0.0356754,0,0
1482,0.0241161,0,0,0,0,0.0647555,0,0,0,0,0,0,0.0375323,0,0,0,0,0,0.0229374,0,0,0.0438138,0.0639184,0,0.0164386,0.123629,0.0567784,0.027043,0,0,0,0.041452,0,0,0.0294776,0.0202839,0.0210216,0.0393137,0.0303981,0,0,0,0,0,0.0474466,0,0,0.0465647,0,0,0,0.0442357,0.0468632,0.0248757,0.0247958,0.0479474,0.0488804,0.0551945,0.0264582,0.0578215,0,0.0412481,0,0,0,0.0628763,0,0.0703153,0.0632145,0,0,0,0.0489524,0.0363302,0,0
1483,0.0251955,0,0,0,0,0.0616034,0,0,0,0,0,0,0.031265,0,0,0,0,0,0.0244207,0,0,0.0557159,0.0555445,0,0.0170071,0.115577,0.0594045,0.0233549,0.0462065,0,0.096471,0.0415143,0,0,0,0.0314333,0.0344303,0.0482044,0.0975959,0.137977,0,0,0,0.0423531,0.0511867,0,0,0.0868162,0,0,0.0775625,0.0454116,0.0555736,0.0222487,0.0215894,0.0554939,0.0467299,0.0611675,0.0331187,0.0610597,0.0397216,0.0438593,0,0.0274665,0,0.0500912,0,0.064742,0.0707066,0,0,0,0.0469739,0.041544,0,0
1484,0.0244756,0,0,0,0,0.0641362,0,0,0,0,0,0,0.0346038,0,0,0,0,0,0.023016,0,0,0.0440842,0.0575162,0,0.0139481,0.123264,0.057061,0.0283397,0.0579013,0,0,0.0364888,0,0,0,0.024984,0.0311615,0.0390559,0.0298915,0,0,0,0.0175233,0.0457505,0.0484182,0,0,0.0282685,0,0,0,0.0473804,0.0295167,0.0211627,0.0281663,0.0490233,0.0525583,0.0502471,0.0269965,0.0679851,0,0.0531433,0,0,0,0.0783708,0.0439745,0.0679096,0.065157,0,0,0,0.0442675,0.0351298,0,0
1485,0.0248931,0,0,0,0,0.0639494,0,0,0,0,0,0,0.0382237,0,0,0,0,0,0.0226356,0,0,0.0440597,0.0644479,0,0.0171131,0.120327,0.0565858,0.0283337,0,0,0,0.0425015,0,0,0,0.0239414,0.0230043,0.0381576,0.0308375,0,0,0,0.0233004,0,0.0477921,0,0,0.028081,0,0,0,0.037673,0.0438486,0.0234535,0.0213747,0.0479067,0.0527277,0,0.0325014,0.0643812,0,0.049398,0,0.0268693,0,0.0795288,0.0432492,0.0682498,0.06496,0,0,0,0.0491093,0.0443008,0,0
1486,0.0247892,0,0,0,0,0.0640289,0,0,0,0,0,0,0.0339635,0,0,0,0,0,0.022707,0,0,0.0443257,0.0630569,0,0.0154649,0.121461,0.0573603,0.0289744,0,0,0.0299401,0.0415833,0,0,0.0317961,0.0228059,0.0257453,0.0375118,0.0309819,0,0,0,0.0298152,0,0.0481729,0,0,0.0425454,0,0,0,0.0415802,0.0541908,0.0210653,0.0221908,0.0492415,0.050472,0.0625419,0.0319564,0.0606315,0.0416857,0.0443752,0,0.0364675,0,0.0652307,0,0.0683799,0.0657223,0,0,0,0.0487521,0.0416207,0,0
1487,0.0254377,0,0,0,0,0.0626993,0,0,0,0,0,0,0.0354322,0,0,0,0,0,0.0221787,0,0,0.0440734,0.0571011,0,0.0140308,0.121463,0.0557614,0.0290322,0.0545599,0,0.0225533,0.0376734,0,0,0,0.026327,0.0295665,0.0386123,0.0308025,0,0,0,0,0,0.0480023,0,0,0.0451657,0,0,0.0516848,0.0435422,0.0573926,0.0204363,0.0207969,0.0484943,0.0503162,0.0627776,0.0323945,0.0587538,0.0379546,0.0417396,0,0.0295862,0,0.0728949,0,0.0672033,0.0669822,0,0,0,0.049635,0.0409898,0,0
1488,0.0254691,0,0,0,0,0.0626472,0,0,0,0,0,0,0.0351087,0,0,0,0,0,0.0220279,0,0,0.0441409,0.0622806,0,0.0140875,0.118525,0.0562265,0.029051,0,0,0,0.041649,0,0,0,0.0260165,0.0257164,0.038548,0.0307963,0,0,0,0.0294648,0.0423533,0.047982,0,0,0.0434039,0,0,0.0533582,0.0437985,0.0515912,0.0194959,0.0223191,0.0493958,0.0503324,0.0607936,0.0323998,0.0628175,0.0430205,0.0464411,0,0.0348832,0,0.0742323,0,0.0669833,0.0672822,0,0,0,0.0465916,0.0423982,0,0
1489,0.0256317,0,0,0,0,0.0622979,0,0,0,0,0,0,0.0302417,0,0,0,0,0,0.0218657,0,0,0.0441486,0.0585069,0,0.0144919,0.123681,0.0555483,0.0291739,0.0553088,0,0.0265594,0.0381672,0,0,0.0314353,0.0231474,0.0335346,0.0385508,0.03073,0,0,0,0.0218696,0,0.0473644,0,0,0.0385583,0,0,0.0452275,0.043407,0.0464391,0.0188091,0.0242063,0.0464606,0.0511676,0.0582556,0.0308117,0.0662752,0,0.0512637,0,0.0424527,0,0.0830991,0.0386674,0.0669093,0.066251,0,0,0,0.0461142,0.0391381,0,0
1490,0.0244567,0,0,0,0,0.0643865,0,0,0,0,0,0,0.0249894,0,0.0332526,0,0,0,0.0219051,0,0,0.0443036,0.0595327,0,0.0130215,0.127432,0.0569364,0.0279076,0.0559322,0,0,0.0392368,0,0,0.0244801,0.0220347,0.0335738,0.0379217,0.0306129,0,0,0,0,0,0.0482243,0,0,0.0433392,0,0,0,0.0453172,0.0573826,0.019293,0.0228415,0.0482909,0.0490085,0.0642916,0,0.0566517,0.0359772,0.0395694,0,0.0243739,0,0.0647697,0,0.0687427,0.0643469,0,0,0,0.0513989,0.0429421,0,0
1491,0.0255697,0,0,0,0,0.0632257,0,0,0,0,0,0,0.0229259,0,0.0337918,0,0,0,0.0214992,0,0,0.0440585,0.062933,0,0.0129861,0.125844,0.0560869,0.0272851,0.0586167,0,0.0245365,0.0409282,0,0,0.0263222,0.0230601,0.0366794,0.039132,0.0304296,0,0,0,0.0303393,0.0459209,0.0472635,0,0,0.0381971,0,0,0.045,0.0486082,0.0427496,0.0203145,0.0261328,0.0480787,0.0502184,0.0516763,0.027981,0.0616308,0,0.0449241,0,0,0,0.0829105,0.0385632,0.0677411,0.0653134,0,0,0,0.0454986,0.0369883,0,0
1492,0.025687,0,0,0,0,0.0632722,0,0,0,0,0,0,0.0226253,0,0.0322889,0,0,0,0.0217249,0,0,0.0444288,0.0673942,0,0.0126397,0.120251,0.0557535,0.0281875,0,0,0.0225615,0.0455329,0,0,0,0.0259875,0.0322108,0.038254,0.0306394,0,0,0,0.0330237,0.0412418,0.0484122,0,0,0.0442225,0,0,0.0530042,0.044031,0.0538876,0.0194423,0.0235429,0.0490316,0.0498206,0.0636691,0.035499,0.0607663,0.0403881,0.0439177,0,0.0316528,0,0.074494,0,0.0677909,0.0668539,0,0,0,0.0478704,0,0,0
1493,0.0252718,0,0,0,0,0.0638193,0,0,0,0,0,0,0.0219721,0,0.0345165,0,0,0,0.0219667,0,0,0.0447355,0.0609741,0,0.0140827,0.123384,0.0569559,0.0285945,0.0577093,0,0.0327693,0.0426005,0,0,0,0.0245529,0.0366151,0.0375454,0.0307726,0,0,0,0,0,0.0485386,0,0,0.0460594,0,0,0,0.0441442,0.0583346,0.019696,0.0211089,0.0490541,0.0495943,0.0625699,0.0324364,0.0582582,0.0372341,0.041062,0,0.029054,0,0.064912,0,0.0678949,0.0666105,0,0,0,0.0497078,0.0406398,0,0
1494,0.0252238,0,0,0,0,0.0632978,0,0,0,0,0,0,0.0235473,0,0.03138,0.0290558,0,0,0.0219387,0,0,0.0448445,0.0682625,0,0.0142065,0.122203,0.0559095,0.0297617,0,0,0,0.0450738,0,0,0,0.0246302,0.030646,0.0375013,0.0310825,0,0,0,0.0206662,0.0426877,0.0481056,0,0,0.0481391,0,0,0,0.0443688,0.0430845,0.01622,0.0244026,0.0461244,0.0480917,0.0575555,0.0307895,0.0687306,0,0.0537277,0,0.0419039,0,0.0634417,0,0.0667276,0.0657222,0,0,0,0.0440849,0.0401513,0,0
1495,0.0252714,0,0,0,0,0.0634135,0,0,0,0,0,0,0.0163581,0,0.0355633,0,0,0,0.0217907,0,0,0.0447666,0.058633,0,0.0148089,0.120359,0.0580355,0.0293646,0.0566372,0,0.0926296,0.0435851,0,0,0.0324273,0.0281756,0.049384,0.0378706,0.0308749,0,0,0,0.0326663,0.0447237,0.0492524,0,0,0.049678,0,0,0,0.0455912,0.0551763,0.0179396,0.0230104,0.0505777,0.0490531,0.0597555,0.0330947,0.0613557,0.0412837,0.0442701,0,0.034029,0,0.062955,0,0.0659824,0.0685911,0,0,0,0.0464925,0.040969,0,0
1496,0.0253825,0,0,0,0,0.0631311,0,0,0,0,0,0,0.0201423,0,0.0342397,0.0312104,0,0,0.0218386,0,0,0.044867,0.061751,0,0.0138419,0.124973,0.0562411,0.0294985,0.0596742,0,0,0.0403312,0,0,0,0.0234062,0.039736,0.0378458,0.0309177,0,0,0,0.0317924,0.0452123,0.047854,0,0,0.0505851,0,0,0,0.04493,0.0547057,0.0159063,0.0227967,0.046205,0.047058,0.0604991,0.0328479,0.0614549,0.0414531,0.0445665,0,0.0346349,0,0.061931,0,0.0667137,0.0658703,0,0,0,0.0471033,0.0415235,0,0
1497,0.0254616,0,0,0,0,0.0631668,0,0,0,0,0,0,0.0207579,0,0.0345363,0,0,0,0.0217519,0,0,0.0448067,0.0617739,0,0.0146556,0.122893,0.0560225,0.0289836,0.0587259,0,0.0330366,0.0427727,0,0,0,0.0255257,0.0381344,0.0380948,0.0307145,0,0,0,0.0332898,0,0.0484782,0,0,0.0520186,0,0,0,0.0438591,0.0580892,0.0192388,0.0226584,0.0473873,0.0477657,0.0615442,0.0325147,0.0592324,0.0398643,0.0422678,0,0.0359659,0,0.0614719,0,0.0670295,0.0668784,0,0,0,0.0489335,0.0406153,0,0
1498,0.0253043,0,0,0,0,0.0632498,0,0,0,0,0,0,0.0193827,0,0.0342527,0,0,0,0.0216797,0,0,0.0447511,0.0613403,0,0.0126972,0.12273,0.0567377,0.0284954,0.0598466,0,0.0213801,0.0415088,0,0,0,0.0253126,0.0399767,0.03853,0.0305336,0,0,0,0.0319441,0.044046,0.0483701,0,0,0.0528796,0,0,0,0.0459788,0.0546414,0.0172206,0.0230745,0.0485947,0.0469922,0.0600745,0.0333937,0.0616594,0.0415218,0.0447114,0,0.03396,0,0.0604009,0,0.066761,0.0671943,0,0,0,0.0468451,0.0414612,0,0
1499,0.025188,0,0,0,0,0.0619842,0,0,0,0,0,0,0.0196031,0,0.0340929,0,0,0,0.02121,0,0,0.0441295,0.0613401,0,0.0129187,0.123317,0.0556164,0.0283906,0.0597685,0,0,0.0408095,0,0,0,0.0246222,0.0391608,0.0416239,0.0297157,0,0,0,0.0321343,0.0447562,0.0464597,0,0,0.0476336,0,0,0,0.046107,0.054795,0.0159116,0.0229438,0.046677,0.0462295,0.0599343,0.033672,0.0615031,0.0413996,0.0445688,0,0.0339001,0.0605949,0.0689804,0,0.0648885,0.0672055,0,0,0,0.046712,0.0412329,0,0
1500,0.0250217,0,0,0,0,0.0620465,0,0,0,0,0,0,0.0181478,0,0.0348816,0.029233,0,0,0.0211204,0,0,0.0439935,0.064781,0,0.0142581,0.12453,0.0528381,0.0275218,0.0611744,0,0.0273387,0.0414166,0,0,0,0.0238087,0.0425115,0.0421018,0.0295747,0,0,0,0.0288295,0.0492832,0.0463983,0,0,0.0484919,0,0,0,0.0433388,0.0311393,0.0208299,0.0236658,0.0437153,0.0462186,0,0.0310538,0.0605442,0,0.0444279,0,0,0.0614829,0.0688377,0,0.0654717,0.0655909,0,0,0,0.0481713,0.0404255,0,0
1501,0.025228,0,0,0,0,0.061823,0,0,0,0,0,0,0.0315187,0,0,0,0,0,0.0218357,0,0,0.0445121,0.0600838,0,0.0157582,0.123406,0.0526673,0.0280276,0.0569394,0,0,0.0373302,0,0,0,0.0258654,0.0315705,0.0416101,0.0287043,0,0,0,0.0271984,0,0.0472805,0,0,0.040667,0,0,0.0515201,0.0446495,0.0353455,0.0230791,0.0235127,0.0431944,0.0464481,0.0560687,0.026838,0.0612299,0.0463376,0.0453154,0,0,0.060196,0.0797186,0,0.0655216,0.0654999,0,0,0,0.0489537,0.034612,0,0
1502,0.0256327,0,0,0,0,0.06149,0,0,0,0,0,0,0.0238457,0,0,0.029291,0,0,0.0213233,0,0,0.0445114,0.0590699,0,0.0146773,0.125378,0.0548545,0.0288086,0.0574582,0,0,0.0351977,0,0,0.0307801,0.0233231,0.0393563,0.0407248,0.0301126,0,0,0,0.021559,0.0449259,0.0463012,0,0,0.0402126,0,0,0.051256,0.0457952,0.0446167,0.0138617,0.0244751,0.0435741,0.0448382,0.0571024,0.0311468,0.0678983,0,0.0525287,0,0.0405315,0.0595098,0.0795328,0,0.0648861,0.0662681,0,0,0,0.0443258,0.0392329,0,0
1503,0.0258849,0,0,0,0,0.0611811,0,0,0,0,0,0,0.0222466,0,0.0311657,0.0274738,0,0,0.0214245,0,0,0.0447596,0.0703122,0,0.0159012,0.121474,0.0532293,0.0294305,0,0,0,0.045673,0,0,0,0.0251722,0.0312658,0.0401977,0.0303629,0,0,0,0.0151891,0,0.046838,0,0,0.0408501,0,0,0.0516344,0.0431544,0.0386958,0.0161706,0.0257288,0.0413051,0.0455111,0.0558904,0.0282208,0.0733923,0,0,0,0.0485394,0.0590537,0.0799464,0,0.064805,0.066516,0,0,0,0.0427281,0.0371931,0,0
1504,0.0259557,0,0,0,0,0.0611885,0,0,0,0,0,0,0.0182902,0,0.0279405,0.0254927,0,0,0.0212373,0,0,0.0446044,0.0696893,0,0.016652,0.125327,0.0528349,0.0285693,0,0,0,0.043252,0,0.0459591,0,0.0238911,0.0375626,0.0414516,0.0299262,0,0,0,0.0208459,0,0.0456358,0,0,0.0508251,0,0,0,0.0424004,0.045978,0.0172268,0.0227905,0.0401846,0.0438895,0.0594823,0.0294575,0.0664527,0,0.0516255,0,0.0440945,0.0609128,0.0671464,0,0.0641296,0.0650868,0,0,0,0.0464105,0.039083,0,0
1505,0.0258768,0,0,0,0,0.0612443,0,0,0,0,0,0,0.0179304,0,0.0343821,0,0,0,0.0211147,0,0,0.0445749,0.0632815,0,0.0149893,0.121644,0.0541754,0.0281816,0.0594911,0,0.0421625,0.0427188,0,0,0,0.0258819,0.0416719,0.0417953,0.0298714,0,0,0,0.0226285,0,0.0476611,0,0,0.0518571,0,0,0,0.045167,0.0473441,0.017227,0.0239131,0.0451117,0.045525,0.057771,0.0307785,0.0659537,0,0.0504636,0,0.0407891,0.060891,0.0671373,0,0.0631345,0.0685431,0,0,0,0.0456627,0.0380715,0,0
