Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,LTHI,RWRA,RASI,IMUR_B,RTHI,RTHII,x74
863,0.0406103,0,0,0,0,0.0454358,0,0,0,0,0,0.0405003,0,0.0292539,0.0396343,0,0,0.0101644,0,0,0.0521588,0.0366106,0.0297473,0.0265757,0.0180261,0.033922,0.0262908,0.0329715,0.0375964,0.0315686,0.0346567,0.0376332,0.0226405,0.0261525,0.0122723,0.0522467,0.0380102,0.0107762,0.0248909,0,0.0214319,0.04401,0,0,0.0332474,0,0,0,0.0535456,0.0437425,0.019235,0.0178986,0.0339833,0.0346765,0.0618472,0.0337761,0.0615759,0.0411668,0.0459227,0.0690112,0.0193099,0.0446456,0.0621792,0.0493556,0.0691246,0,0,0,0,0.0289242,0.119923,0.0451562,0,0.041736,0.0501635,0
864,0.0412966,0,0,0,0,0.0445669,0,0,0,0,0,0.0405137,0,0.0290166,0.0396429,0,0,0.009736,0,0,0.0371724,0.0364284,0.0296472,0.0265653,0.0177048,0.0338677,0.023849,0.0331879,0.0376256,0.0314952,0.0346362,0.037662,0.0225838,0.0260841,0.012119,0.0521191,0,0.0181007,0.0245757,0,0.0212054,0.0450846,0,0,0.0342563,0,0,0,0.0535178,0.0440919,0.0192108,0.0177928,0.0342845,0.0342865,0.0621402,0.0335358,0.0616804,0.0411239,0.0459155,0.0691066,0.0196688,0.0448133,0.0616469,0.0485694,0.0694773,0,0,0,0,0.0288101,0.119714,0.0447416,0,0.0417304,0.0502906,0
865,0.0409545,0,0,0,0,0.045282,0,0,0,0,0,0.0404623,0,0.0290057,0.0396662,0,0,0.0106798,0,0,0.0507384,0.0363229,0.0295531,0.0267064,0.0174336,0.0339645,0.0261164,0.0333076,0.0377145,0.031367,0.0345496,0.0376936,0.0224676,0.0259879,0.0120876,0.0518271,0.0380305,0.0110183,0.024064,0,0.020973,0.0444776,0,0,0.0351847,0,0,0,0.053475,0.0445155,0.0190787,0.0176952,0.0344278,0.0340194,0.062446,0.0333901,0.0616911,0.0411268,0.0458962,0.0691636,0.0201421,0.0444724,0.0614469,0.049133,0.0695769,0,0,0,0,0.0287457,0.119493,0.0442986,0,0.041689,0.050417,0
866,0.0409379,0,0,0,0,0.045225,0,0,0,0,0,0.0403173,0,0.0290659,0.0397618,0,0,0.0107041,0,0,0.0505646,0.0361694,0.0294442,0.0268307,0.0172235,0.0340292,0.0261668,0.0331501,0.0378065,0.0313055,0.03443,0.0377134,0.0223552,0.0258994,0.0121208,0.0518141,0.0385861,0.0112486,0.0234619,0,0.0207023,0.0447124,0,0,0.0358079,0,0,0,0.0534794,0.0450285,0.0189699,0.0176036,0.0346588,0.0339142,0.0627332,0.0331927,0.0615974,0.0410842,0.0459054,0.0692072,0.0207034,0.044455,0.0616227,0.0489823,0.0698968,0,0,0,0,0.0286386,0.119473,0.0438995,0,0.0416927,0.0505909,0
867,0.0409261,0,0,0,0,0.0452572,0,0,0,0,0,0.0402318,0,0.0290172,0.0398086,0,0,0.0107264,0,0,0.0507403,0.0359846,0.0293412,0.0269251,0.0169884,0.034108,0.0261591,0.0331541,0.037913,0.0312672,0.0343388,0.0377087,0.0222487,0.0258111,0.0120949,0.0519915,0.039009,0.0116206,0.0229053,0,0.0204678,0.0449543,0,0,0.0360448,0,0,0,0.0534418,0.0456846,0.0188005,0.0175332,0.0348415,0.0338872,0.0629644,0.0330616,0.0615931,0.0409793,0.0458926,0.0692294,0.0213322,0.044196,0.0621983,0.0488342,0.0701973,0,0,0,0,0.0285732,0.119598,0.043447,0,0.0417396,0.0507552,0
868,0.0409495,0,0,0,0,0.0452795,0,0,0,0,0,0.0401366,0,0.0289171,0.0398056,0,0,0.0106941,0,0,0.0511845,0.0357526,0.0292106,0.0269622,0.0167343,0.0341821,0.0261294,0.0333009,0.0380062,0.0311942,0.0342712,0.0377275,0.0221521,0.0256766,0.012054,0.0521327,0.0394202,0.0120308,0.0223825,0,0.0202779,0.0451673,0,0,0.0359973,0,0,0,0.0533686,0.0464492,0.0186322,0.0175182,0.0349913,0.0339488,0.063155,0.0329073,0.0616116,0.040913,0.0458383,0.0692081,0.0220146,0.0436999,0.0628647,0.0486984,0.0704769,0,0,0,0,0.0285308,0.119732,0.0428662,0,0.0417993,0.0509645,0
869,0.040995,0,0,0,0,0.0452352,0,0,0,0,0,0.0399769,0,0.0288845,0.0398189,0,0,0.0106369,0,0,0.0517044,0.0354928,0.0291097,0.0270241,0.0165498,0.0342785,0.0262221,0.0334414,0.0380502,0.0310691,0.0341606,0.0377487,0.0220923,0.0255256,0.012069,0.0523631,0.0398395,0.0124231,0.0217713,0,0.0201368,0.0454086,0,0,0.0359309,0,0,0,0.053317,0.0469044,0.018615,0.0175187,0.0352753,0.0340373,0.0634852,0.0327461,0.0615231,0.0409109,0.0457738,0.0692451,0.022695,0.0430614,0.0634039,0.0486103,0.0707131,0,0,0,0,0.0285196,0.119784,0.0423086,0,0.0418307,0.051203,0
870,0.0409882,0,0,0,0,0.0451758,0,0,0,0,0,0.0398274,0,0.028874,0.0398585,0,0,0.0105963,0,0,0.0521909,0.0351866,0.0290237,0.0271413,0.0163289,0.0343618,0.0263791,0.0335693,0.038012,0.03087,0.0340329,0.0377255,0.0220971,0.025386,0.0120419,0.0524471,0.0402787,0.0128013,0.0211502,0,0.0200122,0.0455925,0,0,0.035859,0,0,0,0.0533118,0.0474105,0.0186109,0.0175602,0.0356481,0.0341364,0.0638711,0.0325457,0.0614424,0.0408661,0.045752,0.0693195,0.0234517,0.042262,0.0638422,0.0484968,0.0709152,0,0,0,0,0.0284919,0.119712,0.0417573,0,0.0419097,0.0514303,0
871,0.0409896,0,0,0,0,0.0451328,0,0,0,0,0,0.0397388,0,0.0288263,0.0399163,0,0,0.0105182,0,0,0.0525732,0.0349806,0.0289197,0.0272722,0.0160818,0.0344686,0.0265703,0.0337366,0.0379688,0.0306874,0.0338864,0.0376902,0.0221052,0.0252532,0.0120007,0.0522836,0.0406465,0.0131093,0.0205335,0,0.0198981,0.0457248,0,0,0.0358719,0,0,0,0.053325,0.0479677,0.0185939,0.0176571,0.0360308,0.0342462,0.0642957,0.0324012,0.0613913,0.0407478,0.045699,0.0693554,0.024289,0.0414167,0.064185,0.0483637,0.071105,0,0,0,0,0.028422,0.119567,0.0411744,0,0.0420148,0.0516698,0
872,0.0414733,0,0,0,0,0.044272,0,0,0,0,0,0.039559,0,0.0286784,0.0399369,0,0,0.00913053,0,0,0.0381739,0.0348836,0.028794,0.0272847,0.0158822,0.0345859,0.0247949,0.0337837,0.0381143,0.0306462,0.033806,0.0377232,0.0219829,0.0251491,0.0120342,0.0521577,0,0.0186666,0.0200419,0,0.0198562,0.0467196,0,0,0.0360032,0,0,0,0.0533697,0.0485392,0.0186682,0.0177323,0.0364233,0.0343659,0.0647286,0.03233,0.0613088,0.0406032,0.0456578,0.0693574,0.0250946,0.0410578,0.064501,0.0475474,0.0713651,0,0,0,0,0.0282578,0.119578,0.0405612,0,0.0421348,0.0519454,0
873,0.0410549,0,0,0,0,0.0450885,0,0,0,0,0,0.0395046,0,0.0286414,0.0399882,0,0,0.0105221,0,0,0.0530659,0.0347296,0.0286536,0.0274738,0.0157125,0.0348236,0.027067,0.0339509,0.0381976,0.0306134,0.0337509,0.0376657,0.0218194,0.0250044,0.012048,0.0517073,0.0407795,0.0132294,0.0195343,0,0.0197882,0.0459683,0,0,0.0362782,0,0,0,0.0533694,0.0491802,0.0185388,0.0178194,0.0367011,0.0344645,0.0651181,0.0321944,0.0612205,0.0405763,0.0456556,0.0693997,0.0259619,0.0402076,0.0648488,0.0481677,0.071299,0,0,0,0,0.0281718,0.119442,0.039966,0,0.0421521,0.052214,0
874,0.041051,0,0,0,0,0.0450992,0,0,0,0,0,0.0393237,0,0.0285764,0.0400323,0,0,0.0105035,0,0,0.0531278,0.0344377,0.0285384,0.0275384,0.0155664,0.0351499,0.0272439,0.0340294,0.0382597,0.0304337,0.0337277,0.0376859,0.0217515,0.0249238,0.0121164,0.0513484,0.0408729,0.0132066,0.0190486,0,0.0196962,0.0461041,0,0,0.0366045,0,0,0,0.053365,0.0499175,0.018506,0.0178353,0.0369779,0.0345781,0.065576,0.0320978,0.0610855,0.0406,0.0456418,0.0693385,0.0267679,0.0397102,0.0650573,0.0480624,0.0713902,0,0,0,0,0.0280747,0.119322,0.0394539,0,0.0422063,0.0525083,0
875,0.0410812,0,0,0,0,0.0451091,0,0,0,0,0,0.0391317,0,0.0285198,0.0400851,0,0,0.010551,0,0,0.0530352,0.0340982,0.0284795,0.0275971,0.0154212,0.03553,0.0273853,0.034111,0.0382874,0.0302478,0.0336393,0.0376803,0.0216998,0.0248696,0.012211,0.0509913,0.0408792,0.0132355,0.0186849,0,0.019611,0.0461752,0,0,0.0370384,0,0,0,0.0533918,0.0506444,0.0184597,0.0178245,0.0372737,0.0346816,0.0660186,0.0319492,0.0610376,0.040661,0.0457096,0.0693168,0.0275448,0.0394015,0.0650817,0.0479804,0.0715017,0,0,0,0,0.0279625,0.119189,0.0389524,0,0.0422907,0.0527666,0
876,0.0410585,0,0,0,0,0.0451149,0,0,0,0,0,0.0389398,0,0.0284679,0.040187,0,0,0.01058,0,0,0.0527835,0.033837,0.0284433,0.0276672,0.0152864,0.0355609,0.0274655,0.0341909,0.0382926,0.0301319,0.033502,0.0376317,0.0216139,0.0248168,0.0123133,0.0506533,0.0408569,0.0132603,0.0184691,0,0.0195517,0.0462425,0,0,0.0374707,0,0,0,0.053445,0.0514309,0.0184176,0.0177072,0.0375792,0.0347883,0.0664377,0.031689,0.0610437,0.0407859,0.0458328,0.0694196,0.0282526,0.0391706,0.0650665,0.0478997,0.071657,0,0,0,0,0.0278265,0.119074,0.0385017,0,0.0423814,0.0530173,0
877,0.0410708,0,0,0,0,0.0451,0,0,0,0,0,0.0387233,0,0.0283956,0.0402939,0,0,0.0105356,0,0,0.0524942,0.0336143,0.0283997,0.0277342,0.0151526,0.0355995,0.0274672,0.0342906,0.0383493,0.0300418,0.0333897,0.0375725,0.0214944,0.0247605,0.0124405,0.0502914,0.0408624,0.0132937,0.0183424,0,0.0195289,0.0463656,0,0,0.0378901,0,0,0,0.0534731,0.0521758,0.0183823,0.0175448,0.0378511,0.0348975,0.0668538,0.0315843,0.0609692,0.0408773,0.0459587,0.0695619,0.0290453,0.0389522,0.0650496,0.0477694,0.071802,0,0,0,0,0.0276971,0.119023,0.0380798,0,0.0424735,0.0532408,0
878,0.0415929,0,0,0,0,0.0442844,0,0,0,0,0,0.0383744,0,0.0282743,0.0403858,0,0,0.00859022,0,0,0.0373091,0.03335,0.0284358,0.027652,0.0150333,0.0358588,0.0254803,0.0343078,0.038418,0.0299586,0.0332881,0.037567,0.0213619,0.0246902,0.012688,0.0505548,0,0.0180573,0.0181536,0,0.0195278,0.0472056,0,0,0.0381736,0,0,0,0.0535222,0.0527892,0.0184839,0.0175351,0.0381942,0.0348766,0.0672763,0.0315081,0.0608877,0.0409076,0.0460244,0.0697341,0.0300001,0.0389191,0.065094,0.0469088,0.0720613,0,0,0,0,0.0275806,0.118998,0.0377032,0,0.0426621,0.0535053,0
879,0.0412244,0,0,0,0,0.0450547,0,0,0,0,0,0.0380552,0,0.0282239,0.0405537,0,0,0.010194,0,0,0.0522897,0.0332455,0.0285552,0.0277514,0.0149,0.0361359,0.0273282,0.0344099,0.0384792,0.0298649,0.0331717,0.0375224,0.0211411,0.0244508,0.0129608,0.0497539,0.0410431,0.0135278,0.0178787,0,0.0194255,0.0464287,0,0,0.0384367,0,0,0,0.05353,0.0531898,0.0182966,0.0175512,0.038317,0.0350007,0.0675907,0.0312152,0.06094,0.040945,0.046115,0.0698278,0.0312394,0.0383401,0.0651451,0.0474992,0.0721063,0,0,0,0,0.0275467,0.118828,0.0373513,0,0.0427992,0.0536463,0
880,0.0413264,0,0,0,0,0.0449413,0,0,0,0,0,0.0375952,0,0.0281354,0.0407277,0,0,0.010077,0,0,0.0523795,0.0330439,0.028784,0.0277043,0.0147734,0.0362886,0.0273059,0.0344822,0.0385313,0.0297879,0.0331151,0.0375129,0.0209347,0.0242198,0.0133741,0.0495036,0.0411458,0.0135578,0.0176298,0,0.0192771,0.0465698,0,0,0.0385915,0,0,0,0.0535974,0.0534703,0.0182448,0.0175258,0.0384921,0.0350884,0.0678845,0.0309383,0.0609592,0.0409172,0.0461275,0.0699155,0.0327555,0.0379818,0.0651128,0.0473463,0.0723081,0,0,0,0,0.0273823,0.118752,0.0370296,0,0.0428573,0.0538844,0
881,0.0414145,0,0,0,0,0.0448399,0,0,0,0,0,0.0371235,0,0.0280108,0.0408934,0,0,0.0101076,0,0,0.0525577,0.032802,0.0289075,0.0276878,0.0145818,0.036379,0.0272858,0.0345857,0.0386192,0.0296967,0.0330481,0.0374744,0.0207423,0.024023,0.0137744,0.0493944,0.041154,0.0136409,0.0174345,0,0.0191614,0.0467387,0,0,0.0387509,0,0,0,0.0536702,0.0536773,0.0183451,0.0174361,0.0386076,0.0351653,0.0681494,0.0305997,0.0609098,0.0409717,0.0461575,0.070048,0.0344517,0.0376372,0.0651145,0.0471903,0.0724668,0,0,0,0,0.0272108,0.118869,0.0366983,0,0.0426925,0.0540858,0
882,0.0414779,0,0,0,0,0.0447804,0,0,0,0,0,0.0366646,0,0.0278781,0.0410268,0,0,0.010156,0,0,0.0527799,0.0325874,0.0289272,0.0277215,0.0144169,0.0365614,0.0272639,0.0347249,0.0387229,0.0295651,0.0329613,0.0374519,0.0205728,0.0238446,0.0141672,0.0493558,0.0412227,0.0137604,0.0172766,0,0.0189736,0.0469233,0,0,0.0388919,0,0,0,0.0537242,0.0540731,0.0184499,0.0174209,0.0387113,0.0352345,0.0683752,0.0302877,0.0609502,0.0412145,0.0462509,0.0702651,0.0362756,0.0373007,0.0651756,0.0471126,0.0726035,0,0,0,0,0.0270965,0.119013,0.0364257,0,0.0423877,0.0542601,0
883,0.0415194,0,0,0,0,0.0447355,0,0,0,0,0,0.0362842,0,0.0277,0.0411648,0,0,0.0101837,0,0,0.0529636,0.0323836,0.0289226,0.0277089,0.0142732,0.0366142,0.0272166,0.0348419,0.0388607,0.0294092,0.032886,0.0374341,0.0204338,0.0236253,0.0145873,0.0493416,0.0413026,0.0138875,0.0172395,0,0.0186638,0.0471253,0,0,0.0390118,0,0,0,0.0538077,0.054573,0.018533,0.0175027,0.0388927,0.0353051,0.068577,0.0299911,0.0611134,0.0414629,0.046476,0.0705831,0.038203,0.0369891,0.0653324,0.0470838,0.072778,0,0,0,0,0.0269474,0.119091,0.0362475,0,0.0422221,0.0544429,0
884,0.0415511,0,0,0,0,0.0446764,0,0,0,0,0,0.0359611,0,0.0275025,0.0412805,0,0,0.0102074,0,0,0.0530887,0.0321606,0.028951,0.0277145,0.014135,0.036744,0.0271902,0.0349527,0.0390063,0.029207,0.032784,0.037412,0.0202904,0.0234318,0.0150535,0.0493027,0.0413615,0.0140078,0.0175681,0,0.0183866,0.0473691,0,0,0.0391122,0,0,0,0.0538851,0.0550673,0.0186007,0.0176227,0.0391763,0.0354185,0.0687932,0.029698,0.0613023,0.0416938,0.0466724,0.0709328,0.040378,0.0367424,0.0655431,0.0470426,0.072951,0,0,0,0,0.0267744,0.119108,0.0360581,0,0.0422253,0.0546691,0
885,0.0416039,0,0,0,0,0.0446207,0,0,0,0,0,0.0356203,0,0.0274121,0.0413965,0,0,0.010264,0,0,0.0531331,0.0318918,0.0290042,0.027771,0.0140101,0.0369879,0.0272165,0.0350566,0.0390908,0.0290002,0.0326955,0.0374124,0.0202144,0.0233071,0.015435,0.0492634,0.0413888,0.0141107,0.0181525,0,0.0180401,0.0476112,0,0,0.03929,0,0,0,0.0539714,0.0557817,0.0186597,0.0177319,0.0393756,0.0355049,0.0690678,0.0294163,0.0615414,0.0419197,0.046865,0.0712361,0.0428015,0.0365927,0.0657105,0.0469398,0.0730194,0,0,0,0,0.0266051,0.119092,0.035844,0,0.0422779,0.0548821,0
886,0.0416541,0,0,0,0,0.0446244,0,0,0,0,0,0.0352814,0,0.027421,0.0415144,0,0,0.0103105,0,0,0.0530813,0.0316196,0.0290657,0.0278518,0.0138721,0.0367717,0.0272599,0.0351059,0.0390656,0.0287953,0.0326777,0.0374027,0.0201661,0.0231699,0.0157915,0.049233,0.0413933,0.0142045,0.0187889,0,0.0176371,0.0477842,0,0,0.0394748,0,0,0,0.0541021,0.0565071,0.0187192,0.0178575,0.0395204,0.0355152,0.0692624,0.0290883,0.0616864,0.0420903,0.04706,0.071533,0.0453113,0.0365068,0.0658397,0.0467991,0.07299,0,0,0,0,0.0264557,0.119054,0.035614,0,0.042029,0.0550402,0
887,0.0416658,0,0,0,0,0.0446919,0,0,0,0,0,0.0350195,0,0.0273164,0.0416499,0,0,0.0103458,0,0,0.0530245,0.0313666,0.029124,0.0279757,0.0137401,0.0368909,0.0273515,0.0351576,0.0388996,0.0285818,0.0326693,0.0373954,0.0201155,0.023014,0.0161173,0.0491668,0.0413701,0.0142608,0.0195813,0,0.0173855,0.0478329,0,0,0.03959,0,0,0,0.0542109,0.0571228,0.0187572,0.0180743,0.0396276,0.0355743,0.0693601,0.0287178,0.0617595,0.0422373,0.0471562,0.071813,0.0477234,0.0364092,0.0659031,0.0466686,0.0730991,0,0,0,0,0.026314,0.119003,0.0354133,0,0.0417864,0.0551738,0
888,0.0416531,0,0,0,0,0.04468,0,0,0,0,0,0.0347391,0,0.0271892,0.0417779,0,0,0.0104124,0,0,0.0529818,0.0311211,0.0291862,0.0280881,0.0136735,0.0370382,0.0274389,0.0352304,0.0389053,0.0284085,0.0326525,0.037369,0.0200849,0.0228441,0.0164106,0.0491226,0.0413418,0.0143131,0.0203451,0,0.0172595,0.0478644,0,0,0.0396831,0,0,0,0.0543012,0.0576636,0.0187801,0.0184168,0.0397702,0.0356631,0.0694383,0.0283303,0.0617454,0.0423828,0.0471903,0.0720271,0.0499736,0.0363218,0.0658973,0.0465451,0.0734215,0,0,0,0,0.0261986,0.118924,0.0352192,0,0.0417241,0.0553055,0
889,0.0416414,0,0,0,0,0.0445732,0,0,0,0,0,0.0345106,0,0.027125,0.0418472,0,0,0.0104796,0,0,0.05298,0.0309478,0.0291967,0.0281791,0.0136825,0.0371153,0.0275403,0.0352792,0.0391328,0.0283205,0.0326739,0.0373658,0.0200793,0.0227506,0.0166073,0.0490987,0.0412923,0.0143546,0.0212106,0,0.0171604,0.0478684,0,0,0.0398148,0,0,0,0.0543554,0.0582432,0.0187961,0.0188336,0.0398778,0.0357378,0.069489,0.0280092,0.0618163,0.0425292,0.047229,0.0722169,0.0520455,0.0363062,0.0658737,0.0464538,0.0737713,0,0,0,0,0.0261128,0.118815,0.0350394,0,0.0418254,0.0554441,0
890,0.0416145,0,0,0,0,0.0444672,0,0,0,0,0,0.0343454,0,0.0271132,0.041945,0,0,0.0105577,0,0,0.0529808,0.0307567,0.0291707,0.0282727,0.0136887,0.0370443,0.0276545,0.0352762,0.0392571,0.0282615,0.0327043,0.0373647,0.0201152,0.0226708,0.0167308,0.0491023,0.0412289,0.0143967,0.022166,0,0.0171921,0.0479025,0,0,0.0399689,0,0,0,0.0544555,0.0586843,0.0188309,0.0191905,0.0399709,0.0357339,0.0695543,0.0278093,0.0619186,0.0427182,0.0473527,0.0724846,0.0539225,0.0362334,0.0658864,0.0463651,0.0736559,0,0,0,0,0.0260431,0.118738,0.0348655,0,0.0418222,0.0555269,0
891,0.0415686,0,0,0,0,0.0443748,0,0,0,0,0,0.0342559,0,0.0270428,0.0420395,0,0,0.0106362,0,0,0.0529687,0.0305655,0.0293269,0.028365,0.0136989,0.0371471,0.027776,0.0352699,0.0391885,0.0282107,0.0327474,0.0373805,0.0201741,0.0226823,0.0168074,0.0491048,0.0411743,0.0144418,0.0230311,0,0.0172338,0.0479539,0,0,0.040146,0,0,0,0.0545669,0.0590829,0.0188595,0.0195382,0.0400257,0.0357856,0.0696189,0.027673,0.0620238,0.0428608,0.0475056,0.0728193,0.0556012,0.0361366,0.0659278,0.0463028,0.0735514,0,0,0,0,0.0259949,0.118629,0.0346533,0,0.0416589,0.0555843,0
892,0.0415325,0,0,0,0,0.0443228,0,0,0,0,0,0.0342655,0,0.0269342,0.0421086,0,0,0.0106944,0,0,0.0529487,0.0303798,0.0297947,0.028434,0.0137273,0.0373385,0.0278937,0.0352572,0.0390279,0.028159,0.0327913,0.0374061,0.0202699,0.0228456,0.0168279,0.0490497,0.0411195,0.0144966,0.0239316,0,0.0173501,0.0480195,0,0,0.0402959,0,0,0,0.0547049,0.0595337,0.0188617,0.0198972,0.0400533,0.0358825,0.0695545,0.0275097,0.0620997,0.0430331,0.0476412,0.0730534,0.0569486,0.0359965,0.0659745,0.0462599,0.0735607,0,0,0,0,0.025963,0.118551,0.0344284,0,0.0413785,0.055618,0
893,0.0415851,0,0,0,0,0.0442779,0,0,0,0,0,0.0343225,0,0.0269218,0.0421392,0,0,0.0107506,0,0,0.0529651,0.0302666,0.0299908,0.0284952,0.0137756,0.0372078,0.0280045,0.0352292,0.0390783,0.0281277,0.0328005,0.0374349,0.020344,0.0229848,0.016769,0.0490455,0.0410703,0.0145573,0.0246706,0,0.017438,0.0480625,0,0,0.0403972,0,0,0,0.0548477,0.0601055,0.0188353,0.0203006,0.0400931,0.035927,0.0694228,0.0273371,0.0620977,0.043275,0.047743,0.0732988,0.0579728,0.0359683,0.0660076,0.0462314,0.0736071,0,0,0,0,0.0259274,0.118507,0.0343088,0,0.0412812,0.0556592,0
894,0.0416623,0,0,0,0,0.0442333,0,0,0,0,0,0.0344044,0,0.0268743,0.0421946,0,0,0.0108246,0,0,0.0530434,0.030181,0.0299637,0.0285712,0.0138077,0.0373112,0.0281242,0.0351766,0.0391363,0.0280721,0.032826,0.037438,0.0203674,0.0230319,0.0166806,0.0489847,0.0410416,0.0146089,0.0253381,0,0.017417,0.0480261,0,0,0.0404723,0,0,0,0.0550208,0.0605473,0.0188097,0.0206904,0.0400823,0.0359017,0.0693463,0.0271656,0.0620623,0.0435125,0.0477821,0.0734932,0.0590108,0.0358945,0.0660255,0.0462273,0.0736612,0,0,0,0,0.0258994,0.118426,0.0342219,0,0.0413333,0.0557755,0
895,0.0416373,0,0,0,0,0.0442011,0,0,0,0,0,0.0344684,0,0.0268979,0.0423281,0,0,0.0109032,0,0,0.0531006,0.0300643,0.0298485,0.0286765,0.0138588,0.0373922,0.0282609,0.0351134,0.0391383,0.0280489,0.0328991,0.0374222,0.0204123,0.0230371,0.0165869,0.0488797,0.0410379,0.0146924,0.0259169,0,0.0174443,0.047993,0,0,0.0405754,0,0,0,0.0552292,0.0608036,0.0188047,0.0210396,0.0400849,0.0358628,0.0692419,0.0270282,0.0620708,0.0437459,0.0478622,0.0736928,0.0599437,0.0358251,0.0660595,0.046227,0.073707,0,0,0,0,0.0258875,0.118311,0.03414,0,0.0411759,0.0558912,0
896,0.0416203,0,0,0,0,0.0442091,0,0,0,0,0,0.0345122,0,0.0269182,0.0424007,0,0,0.0109751,0,0,0.0531458,0.0299379,0.0296121,0.0287635,0.0138967,0.0373963,0.0283771,0.0350885,0.0391043,0.0281043,0.0329111,0.0374577,0.0204605,0.0229855,0.0164857,0.0488014,0.0410093,0.0147694,0.0263828,0,0.0175674,0.0480203,0,0,0.040686,0,0,0,0.0554179,0.0610036,0.0187475,0.0214036,0.0400527,0.0358404,0.0691664,0.0270953,0.0621538,0.0439268,0.0480002,0.0738058,0.060605,0.0358289,0.0660705,0.0462233,0.0736786,0,0,0,0,0.0259007,0.118173,0.0340592,0,0.0411103,0.0558713,0
897,0.0416239,0,0,0,0,0.0442124,0,0,0,0,0,0.0345795,0,0.0269307,0.0424582,0,0,0.0110454,0,0,0.053197,0.0298505,0.0293768,0.0288172,0.013908,0.0374414,0.0284892,0.0350397,0.0390709,0.0281053,0.0329364,0.0374822,0.0204974,0.0229939,0.016365,0.0486611,0.0409757,0.0148247,0.0266928,0,0.0177118,0.048026,0,0,0.0408049,0,0,0,0.0555604,0.0611827,0.0186141,0.021722,0.0399861,0.0358327,0.0691448,0.0271226,0.062185,0.0441094,0.048079,0.0738825,0.0610377,0.0358687,0.0660892,0.0462129,0.0736162,0,0,0,0,0.0258852,0.118091,0.0340249,0,0.0411462,0.0558935,0
898,0.0416494,0,0,0,0,0.0442072,0,0,0,0,0,0.0346225,0,0.0269296,0.0424295,0,0,0.0110931,0,0,0.0532511,0.0297797,0.0295617,0.0288316,0.0139526,0.0373943,0.0285656,0.0349656,0.0390301,0.0280758,0.0329968,0.0375316,0.020561,0.0230846,0.0162803,0.0485028,0.0409349,0.014859,0.0268998,0,0.0177748,0.0479689,0,0,0.0408821,0,0,0,0.0557018,0.0613831,0.0184259,0.0220876,0.0399659,0.0358316,0.0690814,0.0270579,0.0621435,0.0442612,0.0481478,0.0739993,0.0611154,0.0359371,0.06611,0.046209,0.0735888,0,0,0,0,0.0258723,0.118066,0.0339996,0,0.0410203,0.0559679,0
899,0.0416483,0,0,0,0,0.0442257,0,0,0,0,0,0.0346176,0,0.0270178,0.0424237,0,0,0.0111263,0,0,0.0532677,0.0297432,0.0291911,0.0289149,0.0139554,0.0373702,0.0286598,0.0349139,0.0390545,0.0280611,0.03302,0.0375576,0.0205537,0.023055,0.0160851,0.0483568,0.0409314,0.0149555,0.0270842,0,0.0179025,0.0478623,0,0,0.0409621,0,0,0,0.0558111,0.0615028,0.0184059,0.0224575,0.0399086,0.0357354,0.0689282,0.0269388,0.062066,0.0443996,0.0482349,0.0741002,0.0608503,0.0360048,0.0661381,0.0462276,0.0735569,0,0,0,0,0.025863,0.118034,0.0340422,0,0.0409494,0.0558729,0
900,0.0416616,0,0,0,0,0.0442419,0,0,0,0,0,0.0346409,0,0.0270145,0.0424608,0,0,0.0111795,0,0,0.0532577,0.0296609,0.0287849,0.0289705,0.013967,0.0372602,0.0287329,0.0349013,0.0390638,0.0280144,0.0330628,0.0375787,0.0206056,0.0230652,0.0158727,0.0482749,0.0409928,0.0151542,0.0270939,0,0.0181219,0.047784,0,0,0.0410269,0,0,0,0.0558979,0.0614969,0.0183563,0.0227039,0.0398279,0.0356175,0.068728,0.0268027,0.0619818,0.0444644,0.0483395,0.074223,0.060234,0.0360914,0.066141,0.0462346,0.0735269,0,0,0,0,0.0258843,0.118006,0.0341311,0,0.0407575,0.0557534,0
901,0.0417115,0,0,0,0,0.0442433,0,0,0,0,0,0.0346992,0,0.0269787,0.0424283,0,0,0.0112693,0,0,0.0532815,0.0296222,0.0287053,0.0290053,0.0140207,0.0371874,0.0287555,0.034874,0.0390506,0.0279833,0.0331532,0.0376316,0.0207153,0.0231013,0.0157752,0.0481896,0.0410748,0.0153625,0.0270416,0,0.0182826,0.0477212,0,0,0.041073,0,0,0,0.0559619,0.0614525,0.0183202,0.0228876,0.0397236,0.0355422,0.0684926,0.0267008,0.0619323,0.0445951,0.0483863,0.0742858,0.0592257,0.0361988,0.0661483,0.0462332,0.0735431,0,0,0,0,0.0258725,0.117983,0.0342484,0,0.0406453,0.0556857,0
