Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,LTHI,RWRA,RASI,IMUR_B,RTHI,RTHII,x74
29,0.0467424,0,0,0,0,0.0447932,0,0,0,0,0,0.0356873,0,0.0342243,0.1338,0,0,0.0179037,0,0,0.0504821,0,0.0239831,0.0451058,0.0265818,0.0246898,0.0308944,0.038323,0.0274124,0.0427234,0.0490466,0.0527969,0.0363308,0.0373206,0.0264228,0.0595922,0.0118433,0.0235991,0.0303905,0,0.0326131,0.0451887,0,0,0.0184401,0,0,0.0233289,0.0531187,0.0526396,0.0317527,0.0282567,0.0239755,0.0426344,0.0690172,0.0435944,0.0562262,0.0397684,0.0414717,0.061534,0.0139883,0.0551443,0.016265,0.057021,0.0630979,0,0,0,0,0,0,0,0,0,0,0
30,0.0467112,0,0,0,0,0.0447671,0,0,0,0,0,0.03566,0,0.0341662,0.132492,0,0,0.0178787,0,0,0.0504637,0,0.0240253,0.0448877,0.0264684,0.0246855,0.0308199,0.0383169,0.0275555,0.0426432,0.0489828,0.0526295,0.0362168,0.0372509,0.0264833,0.0597279,0.0118728,0.0235896,0.0305058,0,0.0325671,0.0451132,0,0,0.0183735,0,0,0.0232612,0.0530903,0.0525838,0.0317007,0.0282094,0.0239941,0.0425474,0.0689768,0.0436032,0.0562719,0.0397853,0.0414958,0.0616065,0.0139844,0.0550891,0.0162425,0.0570802,0.0630756,0,0,0,0,0,0,0,0,0,0,0
31,0.0468394,0,0,0,0,0.0446654,0,0,0,0,0,0.035095,0,0.0333314,0.132524,0,0,0.0182715,0,0,0.0501257,0,0.0232442,0.0457884,0.0254872,0.0234799,0.0301304,0.0387106,0.0274284,0.04128,0.0486802,0.0523858,0.0362483,0.0373518,0.0268628,0.0599796,0.0120849,0.0235996,0.0326668,0,0.0325442,0.0455748,0,0,0.0185111,0,0,0.0228965,0.0557744,0.0530987,0.0327409,0.0309792,0.0251375,0.0432709,0.0696601,0,0.0555376,0.039647,0.0409954,0.0597152,0.00982962,0.0549401,0.0158458,0.0571454,0.0630112,0,0,0,0,0,0,0,0,0,0,0
32,0.0466749,0,0,0,0,0.0447676,0,0,0,0,0,0.0355971,0,0.0341594,0.132823,0,0,0.0179186,0,0,0.0504673,0,0.0240232,0.0449247,0.0264342,0.0246517,0.0306586,0.0384437,0.0274679,0.0425292,0.0489036,0.0525742,0.0364426,0.0372611,0.0266163,0.0598597,0.0119616,0.0235641,0.0305671,0,0.0325603,0.0450142,0,0,0.018279,0,0,0.0232976,0.0532208,0.0525349,0.031727,0.0282679,0.023962,0.0424956,0.0689108,0.0437432,0.0562512,0.0397875,0.0415395,0.0615776,0.0138299,0.0550709,0.0162147,0.0569181,0.0630175,0,0,0,0,0,0,0,0,0,0,0
33,0.0466364,0,0,0,0,0.0447817,0,0,0,0,0,0.0355812,0,0.0340418,0.132804,0,0,0.0179572,0,0,0.0504155,0,0.0239384,0.0446395,0.0264917,0.024624,0.030569,0.0385182,0.0273558,0.0425799,0.0489943,0.0526358,0.0365562,0.037293,0.0265634,0.0599066,0.0119656,0.0235963,0.0304029,0,0.0325792,0.044963,0,0,0.0182767,0,0,0.0233531,0.0532613,0.0525109,0.0317274,0.0282433,0.0239836,0.0424433,0.0688802,0.0437452,0.0562644,0.0397978,0.0415413,0.0616185,0.0139164,0.0551048,0.0162153,0.0567191,0.0629654,0,0,0,0,0,0,0,0,0,0,0
34,0.0465935,0,0,0,0,0.0447719,0,0,0,0,0,0.0355552,0,0.0339878,0.132743,0,0,0.01797,0,0,0.0503707,0,0.023951,0.0446952,0.0265094,0.0246213,0.030549,0.038571,0.0273073,0.0425742,0.0490693,0.0526374,0.0364812,0.0372931,0.0265421,0.059957,0.0119695,0.023609,0.0304109,0,0.0325811,0.0449367,0,0,0.0182224,0,0,0.0233526,0.0532849,0.0524493,0.0316974,0.0282305,0.0240176,0.0424303,0.0689144,0.0437572,0.0562667,0.0397864,0.0415307,0.0616179,0.0139514,0.0551646,0.0162021,0.0568703,0.0629357,0,0,0,0,0,0,0,0,0,0,0
35,0.0465454,0,0,0,0,0.0447459,0,0,0,0,0,0.0354438,0,0.0340457,0.132734,0,0,0.0179817,0,0,0.0503499,0,0.0239487,0.045034,0.026489,0.0246301,0.0305242,0.0385648,0.0273201,0.0425785,0.0490699,0.0526173,0.0364777,0.0373123,0.0266363,0.0600306,0.0119739,0.0236259,0.0303833,0,0.0325405,0.0449069,0,0,0.0181977,0,0,0.0233622,0.0532926,0.0523884,0.0316893,0.0282188,0.02406,0.0424301,0.0689477,0.0437303,0.0563214,0.0398013,0.0415845,0.0616474,0.0139143,0.0552241,0.0161753,0.0569706,0.0629341,0,0,0,0,0,0,0,0,0,0,0
36,0.0465449,0,0,0,0,0.0447401,0,0,0,0,0,0.0353872,0,0.0341251,0.132742,0,0,0.0179507,0,0,0.0503461,0,0.023915,0.0452272,0.0264693,0.0246217,0.0304747,0.0385615,0.0273174,0.0425562,0.0490524,0.0526076,0.036482,0.0373273,0.0266521,0.0600978,0.0119704,0.0236361,0.0303697,0,0.0325439,0.0448687,0,0,0.0182735,0,0,0.0234369,0.0532876,0.052427,0.0317304,0.0282128,0.0240509,0.0424256,0.0688616,0.0436995,0.0563532,0.039805,0.0416012,0.0616816,0.0138304,0.0552069,0.0160925,0.0569609,0.0629479,0,0,0,0,0,0,0,0,0,0,0
37,0.0465582,0,0,0,0,0.0447313,0,0,0,0,0,0.0353276,0,0.0341671,0.132732,0,0,0.017996,0,0,0.0503317,0,0.0239098,0.0453163,0.0264925,0.0245985,0.0304497,0.0385417,0.0272701,0.0424691,0.0491122,0.0526507,0.0363627,0.0373261,0.0266584,0.060068,0.0119758,0.0236445,0.0303497,0,0.0325358,0.044848,0,0,0.0183653,0,0,0.0234982,0.0532939,0.0524518,0.031755,0.0282303,0.0240121,0.0424753,0.0686374,0.0436815,0.056189,0.0398191,0.0416068,0.0617009,0.0137909,0.0551705,0.01604,0.056934,0.0628868,0,0,0,0,0,0,0,0,0,0,0
38,0.0465501,0,0,0,0,0.0447275,0,0,0,0,0,0.0354487,0,0.0341645,0.132655,0,0,0.0181025,0,0,0.0503227,0,0.0238945,0.0453544,0.0264986,0.0245709,0.0304317,0.0385502,0.0272144,0.0424405,0.0492057,0.0526452,0.0361271,0.0373454,0.0265929,0.0599931,0.0119971,0.0236434,0.0303254,0,0.0325224,0.0448371,0,0,0.0183725,0,0,0.0234982,0.0533104,0.0524148,0.0317618,0.0282114,0.0240138,0.0424884,0.068392,0.0436347,0.055829,0.0398462,0.0416366,0.0617444,0.0137964,0.0551683,0.0160386,0.056922,0.0628289,0,0,0,0,0,0,0,0,0,0,0
39,0.0465348,0,0,0,0,0.0447233,0,0,0,0,0,0.0355154,0,0.0341494,0.132657,0,0,0.0181414,0,0,0.0503046,0,0.0238612,0.0453658,0.0265196,0.024553,0.0303948,0.0385789,0.0271795,0.0424698,0.0492175,0.0526591,0.0360707,0.0373537,0.0266099,0.0599824,0.0120229,0.0236373,0.0302951,0,0.032527,0.0448281,0,0,0.0182781,0,0,0.0234571,0.0533384,0.0523849,0.0317689,0.0282033,0.0240168,0.0424291,0.0685325,0.0436355,0.0558246,0.039892,0.0416927,0.0617799,0.0138005,0.055159,0.0160648,0.0569208,0.0628214,0,0,0,0,0,0,0,0,0,0,0
40,0.046519,0,0,0,0,0.0446959,0,0,0,0,0,0.0355565,0,0.0341675,0.13267,0,0,0.018161,0,0,0.050296,0,0.0238719,0.0453661,0.0264968,0.0245411,0.0303635,0.0386222,0.0271519,0.0425695,0.0491979,0.0526715,0.0361684,0.0373354,0.0265713,0.0600318,0.0120538,0.0236247,0.0302729,0,0.0325344,0.0448109,0,0,0.018203,0,0,0.0234712,0.0533558,0.0523909,0.0318083,0.0282174,0.0239904,0.0424127,0.0685327,0.0436447,0.0560087,0.0399056,0.0417155,0.0618203,0.0137703,0.0551321,0.0160705,0.0569146,0.0628331,0,0,0,0,0,0,0,0,0,0,0
41,0.0464709,0,0,0,0,0.0446937,0,0,0,0,0,0.0355351,0,0.0341073,0.13276,0,0,0.0181802,0,0,0.0503002,0,0.0238901,0.045403,0.0264488,0.0245602,0.0303617,0.0386302,0.0271957,0.0425629,0.0491886,0.0526706,0.0364072,0.0373421,0.026553,0.0600605,0.0120543,0.0236592,0.0302735,0,0.0325111,0.0448258,0,0,0.0181568,0,0,0.0235083,0.0533251,0.0523696,0.0318009,0.0282326,0.0239402,0.0425256,0.0683593,0.0436558,0.0558334,0.0399254,0.0417186,0.0618611,0.0137511,0.055119,0.0160919,0.0569109,0.0628116,0,0,0,0,0,0,0,0,0,0,0
42,0.0464435,0,0,0,0,0.0446856,0,0,0,0,0,0.0354093,0,0.0339763,0.132851,0,0,0.018194,0,0,0.0503251,0,0.0238898,0.0454503,0.0264411,0.0245874,0.030364,0.0386316,0.0272047,0.042517,0.0491699,0.0526773,0.0365706,0.0373545,0.0266062,0.0600574,0.0120647,0.0237004,0.0303024,0,0.0325254,0.0448217,0,0,0.018123,0,0,0.023555,0.0533262,0.0523859,0.0317732,0.0282304,0.023886,0.0425471,0.0685008,0.0436227,0.0558611,0.0399633,0.0417349,0.0618786,0.0137274,0.0550888,0.0160912,0.0569144,0.0627516,0,0,0,0,0,0,0,0,0,0,0
43,0.0464415,0,0,0,0,0.0446835,0,0,0,0,0,0.0354007,0,0.0340343,0.132829,0,0,0.018214,0,0,0.0503404,0,0.0238656,0.0454369,0.0264453,0.024604,0.0303712,0.0386652,0.0271859,0.0424987,0.0491986,0.0526487,0.0364733,0.0373654,0.0266205,0.0600803,0.0120709,0.0236994,0.0303328,0,0.0325833,0.0447885,0,0,0.0180435,0,0,0.0235708,0.0533572,0.052441,0.0318021,0.0282258,0.0238565,0.0424658,0.0686187,0.0435906,0.056168,0.0399771,0.0417348,0.0618657,0.0136886,0.0550555,0.0161055,0.0569323,0.0627185,0,0,0,0,0,0,0,0,0,0,0
44,0.0464044,0,0,0,0,0.0446951,0,0,0,0,0,0.0353412,0,0.0341482,0.132729,0,0,0.0182233,0,0,0.0503683,0,0.0238621,0.0452339,0.0264567,0.024608,0.0303535,0.0387056,0.027125,0.0424008,0.0492483,0.0526872,0.0363264,0.0373467,0.0266846,0.0601235,0.0120615,0.0237281,0.0303251,0,0.0325933,0.0447631,0,0,0.0179373,0,0,0.023587,0.0534013,0.0524411,0.0318448,0.0282431,0.0238581,0.0424129,0.0685969,0.0435992,0.0561395,0.0399643,0.04176,0.0618742,0.0137111,0.0550978,0.0161318,0.0569425,0.0627246,0,0,0,0,0,0,0,0,0,0,0
45,0.0464098,0,0,0,0,0.0446611,0,0,0,0,0,0.0353063,0,0.034196,0.132623,0,0,0.0182355,0,0,0.0504159,0,0.023815,0.0449476,0.0264852,0.0246005,0.0303385,0.0387487,0.02706,0.042314,0.0492894,0.05273,0.036299,0.0373744,0.0267067,0.0601939,0.0120123,0.0237953,0.0303305,0,0.0326032,0.0447237,0,0,0.0179203,0,0,0.0235766,0.0534458,0.0524443,0.0318817,0.0282693,0.0238792,0.0424452,0.0685742,0.0435839,0.0561341,0.0399521,0.0417488,0.0619171,0.0137028,0.0551209,0.0161286,0.0569137,0.0627068,0,0,0,0,0,0,0,0,0,0,0
46,0.046432,0,0,0,0,0.0446288,0,0,0,0,0,0.0352972,0,0.0341677,0.132657,0,0,0.0182318,0,0,0.0504507,0,0.0238233,0.0452404,0.0265012,0.0245655,0.0303475,0.0387141,0.0270719,0.0424077,0.0493061,0.0527771,0.0362188,0.037403,0.0267283,0.060249,0.0120034,0.023831,0.0303503,0,0.0326081,0.0447003,0,0,0.0179766,0,0,0.023586,0.0534224,0.0523807,0.0318763,0.0282511,0.0239205,0.0424942,0.0685737,0.0435719,0.0559123,0.0399584,0.0417522,0.0619303,0.0136975,0.0550784,0.0160982,0.0568982,0.0627089,0,0,0,0,0,0,0,0,0,0,0
47,0.0464196,0,0,0,0,0.0446196,0,0,0,0,0,0.0352044,0,0.0340793,0.132695,0,0,0.0181956,0,0,0.0504639,0,0.0238417,0.0455106,0.0264956,0.0245514,0.0303802,0.0386858,0.0271142,0.0424413,0.0492602,0.0527628,0.0363569,0.037416,0.0267715,0.0603415,0.0120137,0.0238381,0.0303626,0,0.0326367,0.0446649,0,0,0.0179694,0,0,0.0235906,0.0534004,0.0522959,0.031842,0.0282216,0.0239185,0.0424802,0.0685761,0.0436043,0.0559684,0.039929,0.0417222,0.0619321,0.0137896,0.0550586,0.0161103,0.0569198,0.0626879,0,0,0,0,0,0,0,0,0,0,0
48,0.0464996,0,0,0,0,0.0445683,0,0,0,0,0,0.0347211,0,0.0331882,0.132644,0,0,0.0185274,0,0,0.0501604,0,0.02304,0.0464775,0.0255137,0.0233402,0.029827,0.0390492,0.0269987,0.0410448,0.0489536,0.0525382,0.036422,0.0375205,0.0270874,0.0605738,0.0122551,0.023838,0.0322934,0,0.0325978,0.045181,0,0,0.018092,0,0,0.0232652,0.0560589,0.0528062,0.0328653,0.0309988,0.0250144,0.0432695,0.0693434,0,0.0554823,0.0398058,0.0411854,0.0600354,0.00965476,0.0549553,0.0157614,0.0570271,0.0626201,0,0,0,0,0,0,0,0,0,0,0
49,0.0463472,0,0,0,0,0.0446486,0,0,0,0,0,0.0353688,0,0.034149,0.132685,0,0,0.0181569,0,0,0.0505295,0,0.0238688,0.0456453,0.0264801,0.0245548,0.0305187,0.03874,0.0271095,0.0422783,0.0492686,0.0527212,0.0364983,0.0373995,0.0267589,0.0602803,0.0121265,0.0237793,0.0303546,0,0.0326083,0.0446635,0,0,0.0178609,0,0,0.0235891,0.0534407,0.0523829,0.0318044,0.0282619,0.0238011,0.0425028,0.0686841,0.0436596,0.0561271,0.0399937,0.0417584,0.0619623,0.0136533,0.0550693,0.0161219,0.0569228,0.0626488,0,0,0,0,0,0,0,0,0,0,0
50,0.0463468,0,0,0,0,0.0445964,0,0,0,0,0,0.0354124,0,0.034164,0.132635,0,0,0.0182397,0,0,0.0504865,0,0.0238028,0.0456399,0.0265187,0.0245698,0.030564,0.038746,0.0270481,0.042322,0.0493896,0.0527497,0.036439,0.0374502,0.0266957,0.0601592,0.0121089,0.0237795,0.0303351,0,0.0326218,0.0446314,0,0,0.0178477,0,0,0.0235824,0.053419,0.0523928,0.0317775,0.0282072,0.0238427,0.0424599,0.068709,0.0436138,0.0560103,0.040027,0.0418198,0.0620783,0.013714,0.0550785,0.0161493,0.056853,0.0626041,0,0,0,0,0,0,0,0,0,0,0
51,0.0463306,0,0,0,0,0.0445983,0,0,0,0,0,0.0353027,0,0.0342042,0.13264,0,0,0.0182814,0,0,0.0504576,0,0.0238386,0.0456848,0.0265068,0.0245854,0.0306208,0.0387591,0.027041,0.0423757,0.0493715,0.0527347,0.0364461,0.0374778,0.0267304,0.06,0.012069,0.0237645,0.0304549,0,0.0326815,0.0446162,0,0,0.0178498,0,0,0.0235841,0.0534041,0.0523616,0.0317511,0.0281924,0.023826,0.0424762,0.0688331,0.0436173,0.0559702,0.0399896,0.0418012,0.0620926,0.0137902,0.0550469,0.0161736,0.0568246,0.0625737,0,0,0,0,0,0,0,0,0,0,0
52,0.046348,0,0,0,0,0.0445938,0,0,0,0,0,0.0351665,0,0.0342067,0.13266,0,0,0.0183277,0,0,0.0504026,0,0.0238061,0.0456535,0.0264776,0.0245696,0.0306694,0.0387709,0.0270578,0.0424602,0.0493326,0.0527355,0.0364762,0.0374617,0.0268411,0.059853,0.012063,0.0237529,0.0304357,0,0.0326518,0.0445883,0,0,0.0178635,0,0,0.0235705,0.0534122,0.0523515,0.0317598,0.0282051,0.0237934,0.0424213,0.0687703,0.0436237,0.0559383,0.0399987,0.0417821,0.062083,0.0137812,0.0549874,0.016176,0.0568122,0.0625649,0,0,0,0,0,0,0,0,0,0,0
53,0.0462989,0,0,0,0,0.0446384,0,0,0,0,0,0.0351437,0,0.0342168,0.132638,0,0,0.018239,0,0,0.0504274,0,0.023799,0.0456765,0.0264837,0.024535,0.0307144,0.0387626,0.027029,0.0424003,0.0493512,0.0527573,0.0364545,0.0374521,0.0268538,0.0600178,0.0120801,0.0237949,0.030354,0,0.0326167,0.044564,0,0,0.0178945,0,0,0.0235766,0.0533899,0.0523883,0.0318364,0.0281943,0.0237577,0.0423698,0.0684887,0.0435949,0.0558978,0.0400397,0.0417985,0.0620406,0.0136758,0.0550213,0.0161711,0.0568547,0.0625184,0,0,0,0,0,0,0,0,0,0,0
54,0.0462759,0,0,0,0,0.044633,0,0,0,0,0,0.0351795,0,0.0342084,0.132616,0,0,0.0182263,0,0,0.0504447,0,0.0237899,0.0457334,0.0264908,0.0245241,0.0307588,0.0387422,0.0270096,0.0424042,0.049396,0.0527732,0.0364701,0.0374789,0.0268607,0.0600227,0.0120285,0.0238282,0.0302772,0,0.0326056,0.0445255,0,0,0.0179287,0,0,0.0235806,0.0533943,0.052401,0.0318799,0.0281808,0.0237468,0.042343,0.0684385,0.0435871,0.0559326,0.0400582,0.0418136,0.0620462,0.0136461,0.0549837,0.0161746,0.0568299,0.0624925,0,0,0,0,0,0,0,0,0,0,0
55,0.0462903,0,0,0,0,0.0446083,0,0,0,0,0,0.0353273,0,0.034151,0.132648,0,0,0.0183356,0,0,0.0504145,0,0.0237768,0.0457078,0.0264371,0.0245522,0.0308303,0.0387411,0.0270099,0.0424281,0.0493596,0.0527933,0.0365558,0.0375063,0.0268337,0.0597871,0.0119455,0.0238248,0.0302304,0,0.0326208,0.0445044,0,0,0.0179633,0,0,0.0235815,0.0534901,0.0524122,0.0318055,0.0282193,0.0237917,0.0423452,0.0696099,0.0435627,0.0559909,0.0401273,0.0418806,0.0621309,0.013816,0.0549675,0.0161701,0.0567581,0.06254,0,0,0,0,0,0,0,0,0,0,0
56,0.0462747,0,0,0,0,0.0446237,0,0,0,0,0,0.0353329,0,0.0341192,0.132703,0,0,0.0183611,0,0,0.0504327,0,0.0237996,0.0457267,0.0263635,0.024571,0.0308803,0.0387365,0.0270308,0.0424711,0.0492841,0.0528414,0.0367277,0.0374715,0.0268653,0.0597504,0.011896,0.0238073,0.0302016,0,0.0327168,0.0444733,0,0,0.0179882,0,0,0.0235877,0.0535724,0.0524727,0.0317357,0.0282457,0.0238045,0.0423096,0.0711251,0.0432192,0.0560177,0.0401462,0.0418753,0.0621646,0.0140491,0.0549745,0.0161781,0.0567667,0.0625863,0,0,0,0,0,0,0,0,0,0,0
57,0.0462787,0,0,0,0,0.0446816,0,0,0,0,0,0.0352496,0,0.0342182,0.132551,0,0,0.0182955,0,0,0.0503686,0,0.023842,0.0459327,0.0264761,0.0243694,0.0308543,0.0388565,0.0270603,0.0426057,0.0492761,0.0527902,0.0367879,0.0374587,0.0268311,0.0598463,0.0119276,0.023865,0.0307828,0,0.0328876,0.0444356,0,0,0.0180567,0,0,0.023596,0.052991,0.0525858,0.0324246,0.0281119,0.0234059,0.0422294,0.0642965,0.0426637,0.0555463,0.0396222,0.0414424,0.061714,0.0130185,0.0549415,0.0161653,0.0569734,0.0623291,0,0,0,0,0,0,0,0,0,0,0
58,0.0461433,0,0,0,0,0.0451627,0,0,0,0,0,0.0358093,0,0.0343444,0.131407,0,0,0.0188304,0,0,0.0494409,0,0.0232634,0.0477476,0.0260225,0.0223146,0.0288222,0.0397256,0.0276205,0.0425938,0.0487455,0.0520207,0.0361245,0.037534,0.0254955,0.0599437,0.0133909,0.0244024,0.0380026,0,0.0343541,0.0451917,0,0,0.0193439,0,0,0.0231528,0.0530994,0.0552603,0.0389267,0.031723,0.0231376,0.0428421,0,0,0.05142,0.0359249,0.0381861,0.056248,0.00463229,0.0553324,0.016225,0.0582465,0.0607389,0,0,0,0,0,0,0,0,0,0,0
59,0.0459384,0,0,0,0,0.0453424,0,0,0,0,0,0.0358765,0,0.0341437,0.131271,0,0,0.0187736,0,0,0.0496963,0,0.0233606,0.0480671,0.0262249,0.0224614,0.0286744,0.0399532,0.0275896,0.0425912,0.0486671,0.0519357,0.0359783,0.0373312,0.0255308,0.0599302,0.0131626,0.0240465,0.0385925,0,0.0347025,0.044984,0,0,0.0191071,0,0,0.0230414,0.0528511,0.0552873,0.0388735,0.031475,0.0228243,0.0426946,0,0,0.0512929,0.0355095,0.0379106,0.0561699,0.00485367,0.0551279,0.0161268,0.0584522,0.0605603,0,0,0,0,0,0,0,0,0,0,0
60,0.0470688,0,0,0,0,0.04454,0,0,0,0,0,0.0351738,0,0.0344773,0.130562,0,0,0.019383,0,0,0.0495281,0,0.0229299,0.0486945,0.0274526,0.0217423,0.0293052,0.0406506,0.0272704,0.0437019,0.0493071,0.0523963,0.0368677,0.037828,0.026196,0.0601035,0.0128551,0.0239848,0.0418409,0,0.0342692,0.0448373,0,0,0.018716,0,0,0.0231455,0.0504178,0.0536558,0.0415934,0.0305025,0.0210401,0.0424943,0.0536027,0,0.0506423,0.0338247,0.0375303,0.0560929,0.00996335,0.0546994,0.0155105,0.0584398,0.0597192,0,0,0,0,0,0,0,0,0,0,0
61,0.047091,0,0,0,0,0.0445618,0,0,0,0,0,0.0353489,0,0.0344962,0.13043,0,0,0.019449,0,0,0.0495053,0,0.0229521,0.0488297,0.0275988,0.0216913,0.0291177,0.0408808,0.0273135,0.0439015,0.0492817,0.0524201,0.0369058,0.0378237,0.0260873,0.0600322,0.0128175,0.0239234,0.0427527,0,0.034352,0.0447629,0,0,0.0190142,0,0,0.0229747,0.0501692,0.0534542,0.0422144,0.0305349,0.020849,0.0420631,0.0598247,0,0.0501193,0.033375,0.037316,0.0558989,0.0115447,0.0545209,0.015394,0.0585447,0.0595033,0,0,0,0,0,0,0,0,0,0,0
62,0.0470246,0,0,0,0,0.0445702,0,0,0,0,0,0.0354182,0,0.0344509,0.130342,0,0,0.0195339,0,0,0.0493951,0,0.0228643,0.0489057,0.0275598,0.0217614,0.0290366,0.0409272,0.0273018,0.0439221,0.0492381,0.0524248,0.0368947,0.0378531,0.0259955,0.0598565,0.0127859,0.0239026,0.042701,0,0.0343395,0.0447453,0,0,0.0194552,0,0,0.0227263,0.0502127,0.0534399,0.0421047,0.0305431,0.0208491,0.0417559,0.0588317,0,0.0500715,0.0334097,0.0372739,0.0558663,0.011338,0.0545684,0.0151551,0.0585517,0.0595075,0,0,0,0,0,0,0,0,0,0,0
63,0.0468867,0,0,0,0,0.0446316,0,0,0,0,0,0.0354471,0,0.0343997,0.130436,0,0,0.0195358,0,0,0.0491554,0,0.0227588,0.0490464,0.0274611,0.0218024,0.0289531,0.0410034,0.0272849,0.043887,0.0492254,0.0524014,0.0368801,0.0379182,0.0259741,0.0597373,0.0127285,0.0238638,0.0426092,0,0.0343217,0.0447572,0,0,0.019965,0,0,0.0224827,0.0502562,0.053564,0.0421055,0.0306014,0.0208156,0.0415335,0.0582736,0,0.0503963,0.0334507,0.0372501,0.0557623,0.0112207,0.0547244,0.0148488,0.0585824,0.0594914,0,0,0,0,0,0,0,0,0,0,0
64,0.0466799,0,0,0,0,0.0447496,0,0,0,0,0,0.03536,0,0.0343467,0.130623,0,0,0.0194545,0,0,0.0488679,0,0.0227131,0.049081,0.0273458,0.0218967,0.0288541,0.0410978,0.0272755,0.0438292,0.0492728,0.0525148,0.0369034,0.0379315,0.0259202,0.0596629,0.0125394,0.0236589,0.0424163,0,0.0342609,0.0447136,0,0,0.0205369,0,0,0.0222009,0.0501935,0.0534746,0.0419893,0.0305368,0.0207912,0.0413115,0.0571563,0,0.050627,0.033507,0.0372908,0.0558048,0.0109504,0.0549489,0.0145469,0.0586075,0.0595019,0,0,0,0,0,0,0,0,0,0,0
65,0.0462675,0,0,0,0,0.044757,0,0,0,0,0,0.0354273,0,0.0338204,0.129665,0,0,0.0196137,0,0,0.0484269,0,0.022705,0.0483904,0.0267173,0.0225301,0.0287373,0.0404841,0.0276379,0.0427042,0.0487013,0.0520747,0.0362073,0.0376041,0.0257582,0.0592506,0.0123023,0.0233594,0.0379706,0,0.0340885,0.0449026,0,0,0.0215157,0,0,0.0216391,0.0519538,0.0545048,0.0394549,0.0309969,0.0223375,0.0411473,0,0,0.0518186,0.0354671,0.0381439,0.0564303,0.00589263,0.0553707,0.0142966,0.0580086,0.0603599,0,0,0,0,0,0,0,0,0,0,0
66,0.0461111,0,0,0,0,0.0453987,0,0,0,0,0,0.0404149,0,0.0319541,0,0,0,0.0112926,0,0,0.0506798,0,0.033453,0.0325878,0.0198449,0.0237697,0.0335818,0.0442584,0.0425969,0.0419224,0.0373771,0.039372,0.0255741,0.0344309,0.0234709,0.0554574,0.0109112,0.0221544,0.0352914,0,0.0325674,0.0428268,0,0,0.0220709,0,0,0.0216625,0.0467014,0.0512345,0.0370428,0.02645,0.018982,0.0386307,0,0.0442697,0.0539928,0.0365761,0.0399769,0.0597494,0.00669449,0.0559409,0.014605,0.0587076,0.0606056,0,0,0,0,0,0,0,0,0,0,0
67,0.0457133,0,0,0,0,0.0457751,0,0,0,0,0,0.0407826,0,0.0319987,0,0,0,0.0112169,0,0,0.0501514,0,0.0339067,0.0325923,0.0200073,0.0239954,0.0342519,0.0445873,0.0431956,0.0424065,0.0370103,0.0388642,0.0253607,0.0344712,0.0231873,0.0543625,0.01154,0.0206008,0.034992,0,0.0326422,0.0427651,0,0,0.0230639,0,0,0.0210919,0.0461442,0.0515968,0.0375342,0.0261926,0.0185426,0.0384299,0,0.0442397,0.0538883,0.0364517,0.0398529,0.0597282,0.00666001,0.0561878,0.0140746,0.0591096,0.0606131,0,0,0,0,0,0,0,0,0,0,0
68,0.0447036,0,0,0,0,0.0464918,0,0,0,0,0,0.037072,0,0.0322521,0,0,0,0.0117909,0,0,0.0498779,0.0536899,0.0373937,0.0332966,0.0165166,0.0217011,0.032853,0.0443515,0.0428431,0.0377894,0.0360477,0.0387216,0.0248596,0.0328203,0.0298334,0.0544536,0.012632,0.0182913,0.035499,0,0.0333735,0.0431995,0,0,0.0242191,0,0,0.0201128,0.0513357,0.0512378,0.0350592,0.0281543,0.0215156,0.0391367,0,0.0465788,0.0545428,0.0372297,0.0401343,0.0600044,0.00593292,0.0562743,0.0141099,0.0595655,0.0607355,0,0,0,0,0,0,0,0,0,0,0
69,0.0445242,0,0,0,0,0.0464899,0,0,0,0,0,0.0404998,0,0.0321706,0,0,0,0.0125732,0,0,0.0491879,0,0.0343072,0.0328454,0.0200323,0.0245189,0.0337574,0.044862,0.0433881,0.0423389,0.0366579,0.0385434,0.0251215,0.0343159,0.023646,0.0538008,0.0127464,0.0174136,0.0350669,0,0.0325867,0.0425854,0,0,0.0257204,0,0,0.0200443,0.0458748,0.051493,0.0371454,0.0260875,0.018232,0.0376441,0,0.0441626,0.0540922,0.0364196,0.0398912,0.0598053,0.00669155,0.0572372,0.0143145,0.0596402,0.0603612,0,0,0,0,0,0,0,0,0,0,0
