Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,RTHIA,x76,x80,,x75
866,0.0466705,0,0,0,0,0.0425692,0,0,0,0,0,0,0.0411757,0,0.0302862,0,0,0,0.0121236,0,0,0.0437149,0.0537538,0.0309499,0.083557,0.021729,0.0351782,0.0298134,0.0325,0.0277939,0.0457016,0.0443961,0.0389986,0.0421868,0.0263246,0.0322197,0.013463,0.0617554,0,0.0236987,0.0291417,0,0.0254495,0.0596435,0.0401077,0,0,0.0136391,0,0,0.0268734,0.0480153,0.0359108,0.0317076,0.0173877,0.0319434,0.0424932,0,0.047551,0.0305651,0.0653679,0.0455034,0.0506358,0.073246,0.0126765,0.0508981,0.0226144,0.0189988,0.0503523,0.0651699,0,0,0,0,0.0612447,0,0,0,0
867,0.0466966,0,0,0,0,0.0425715,0,0,0,0,0,0,0.0413072,0,0.0305351,0,0,0,0.0127007,0,0,0.0434703,0.0543288,0.0313623,0.0845279,0.0217253,0.0341238,0.0290471,0.0326964,0.028196,0.0460732,0.0452197,0.0388022,0.0417931,0.0260567,0.0321003,0.013359,0.0620976,0,0.0239406,0.0298745,0,0.0262858,0.06231,0.0402961,0,0,0.0136217,0,0,0.0270838,0.0468424,0.0391208,0.0338089,0.0172978,0.0315189,0.0426628,0,0,0.0312137,0.0629924,0.04331,0.0475569,0.0708792,0.0112821,0.0510445,0.0225201,0.0188261,0.0506586,0.0642859,0,0,0,0,0.0632366,0,0,0,0
868,0.0459663,0,0,0,0,0.043152,0,0,0,0,0,0,0.0411273,0,0.0301978,0,0,0,0.0122342,0,0,0.0430842,0.0539433,0.0320359,0.0824218,0.0213771,0.0361328,0.0294743,0.0313995,0.0276215,0.0463163,0.0461858,0.0387886,0.0421805,0.0260884,0.0318277,0.0141622,0.0617935,0,0.0244505,0,0,0.0306256,0.0588418,0.0403838,0,0,0.013562,0,0,0.0266741,0.0481223,0.0372289,0.0310634,0.0168339,0.0331777,0.0425833,0,0.0483496,0.0313437,0.0633143,0.0429964,0.0457176,0.0713708,0.0117698,0.0508703,0.0227145,0.0191853,0.0504208,0.0656035,0,0,0,0,0.062693,0,0,0,0
869,0.0461425,0,0,0,0,0.0429585,0,0,0,0,0,0,0.041039,0,0.0301948,0,0,0,0.0122778,0,0,0.0431567,0.0541924,0.0318036,0.0825795,0.0214132,0.0360763,0.0294983,0.0312944,0.0276015,0.0461827,0.0461737,0.0385969,0.0422526,0.0261695,0.0318918,0.0141525,0.0618436,0,0.0243927,0,0,0.0305235,0.0587381,0.0404321,0,0,0.0136659,0,0,0.0267107,0.0480675,0.036981,0.0310404,0.0167994,0.0330823,0.0425217,0,0.0483119,0.0313636,0.0634582,0.042977,0.0457444,0.0715252,0.0118696,0.0508887,0.0227441,0.0191702,0.0502887,0.0655553,0,0,0,0,0.0627403,0,0,0,0
870,0.0468306,0,0,0,0,0.0424555,0,0,0,0,0,0,0.0410853,0,0.0302284,0,0,0,0.0120501,0,0,0.0437535,0.0542308,0.0309636,0.0837279,0.0217537,0.0351937,0.0297994,0.031869,0.0277624,0.0456782,0.0455071,0.0387041,0.042263,0.0263435,0.0321811,0.0136034,0.0617068,0,0.0237908,0.029136,0,0.0253539,0.0594291,0.0402707,0,0,0.0136854,0,0,0.0268772,0.0480825,0.0359457,0.0319946,0.0175484,0.0319427,0.0425201,0,0.047472,0.0305712,0.0655031,0.045562,0.0498949,0.0732947,0.0124395,0.0508394,0.0226573,0.0190153,0.050243,0.0652108,0,0,0,0,0.0611784,0,0,0,0
871,0.0468648,0,0,0,0,0.042431,0,0,0,0,0,0,0.0411486,0,0.0302804,0,0,0,0.0120145,0,0,0.04377,0.0539505,0.0309814,0.0836722,0.0217571,0.0352523,0.0298218,0.0318626,0.0277376,0.0457453,0.0455124,0.0388753,0.0422378,0.0262851,0.0321921,0.0135038,0.0616477,0,0.0238656,0.0298806,0,0.0253224,0.0594419,0.0402209,0,0,0.0136627,0,0,0.0269177,0.0480782,0.0361,0.0319573,0.0176599,0.0320153,0.0425128,0,0.0474587,0.0305996,0.0654569,0.0455588,0.0507945,0.073179,0.0124135,0.0508268,0.0226871,0.0190761,0.0502195,0.0651712,0,0,0,0,0.061181,0,0,0,0
872,0.0468532,0,0,0,0,0.0423982,0,0,0,0,0,0,0.0412246,0,0.0302513,0,0,0,0.0119424,0,0,0.0437707,0.0537582,0.031014,0.0836755,0.0216956,0.0352472,0.0297907,0.0317533,0.0276756,0.0457711,0.0458586,0.0390981,0.0421901,0.0261847,0.0321386,0.0133783,0.0616742,0,0.0239924,0.0294576,0,0.0254436,0.0593982,0.0402133,0,0,0.0136311,0,0,0.0269419,0.0481505,0.0360432,0.0319739,0.0176252,0.0320651,0.0425342,0,0.0474475,0.0305554,0.0654205,0.0454976,0.0507684,0.0732215,0.0123,0.050811,0.0226911,0.0190865,0.0501985,0.0651443,0,0,0,0,0.061158,0,0,0,0
873,0.0468434,0,0,0,0,0.0424006,0,0,0,0,0,0,0.0412438,0,0.0301455,0,0,0,0.0119202,0,0,0.0437055,0.0537076,0.0310578,0.0837158,0.02166,0.0352231,0.0297857,0.0317093,0.027665,0.0457581,0.0462228,0.0390444,0.0421638,0.0262313,0.0321077,0.0133599,0.0616754,0,0.0238303,0.0290952,0,0.0255277,0.0593725,0.0402069,0,0,0.0135733,0,0,0.0269455,0.0482097,0.0360014,0.031967,0.0175966,0.0320782,0.0425518,0,0.0474609,0.0305078,0.0654306,0.0454578,0.0506156,0.0732546,0.0123092,0.050799,0.0226751,0.0191607,0.0502163,0.0651061,0,0,0,0,0.0611548,0,0,0,0
874,0.0468557,0,0,0,0,0.0423959,0,0,0,0,0,0,0.0412214,0,0.030096,0,0,0,0.0119735,0,0,0.0436716,0.0537039,0.0310525,0.0837064,0.0216783,0.0351805,0.0297755,0.0317739,0.0276718,0.0457481,0.0465142,0.0387537,0.0421659,0.0264705,0.0321323,0.0134101,0.0616591,0,0.0237272,0.0292637,0,0.02548,0.0594072,0.0402484,0,0,0.0135862,0,0,0.026916,0.0481974,0.0360436,0.0316776,0.0176792,0.0320439,0.0425788,0,0.0474911,0.0305684,0.0654648,0.045515,0.0506469,0.0732383,0.0122787,0.0507864,0.0227059,0.0191276,0.0502256,0.0651137,0,0,0,0,0.0611945,0,0,0,0
875,0.0468836,0,0,0,0,0.042374,0,0,0,0,0,0,0.0414488,0,0.0303736,0,0,0,0.0125742,0,0,0.0434629,0.0543296,0.0312357,0.0844943,0.0217713,0.0341597,0.0289979,0.0322376,0.0280495,0.046089,0.0464051,0.0383441,0.0418358,0.026265,0.0321347,0.0131331,0.0620049,0,0.0241284,0.0304693,0,0.0262462,0.0622114,0.040529,0,0,0.0135692,0,0,0.0271234,0.0469203,0.0394735,0.0333384,0.0175922,0.0316426,0.0427848,0,0,0.0312586,0.063033,0.0432928,0.0483389,0.0707888,0.0108956,0.0509337,0.0226721,0.0189426,0.0505571,0.0643021,0,0,0,0,0.0632443,0,0,0,0
876,0.0469448,0,0,0,0,0.0423764,0,0,0,0,0,0,0.0413669,0,0.0300508,0,0,0,0.0119055,0,0,0.0438523,0.053805,0.0308548,0.0835294,0.0218448,0.0352205,0.0297419,0.0319519,0.0276331,0.0457349,0.0449805,0.0387457,0.0422219,0.0263401,0.0322561,0.0131709,0.0616074,0,0.0241013,0.0294269,0,0.0254162,0.0595151,0.0403339,0,0,0.0136367,0,0,0.0269057,0.0480772,0.036067,0.0315269,0.0177155,0.0320283,0.0426334,0,0.0475299,0.0305337,0.0654212,0.0455578,0.0506941,0.0732087,0.0122337,0.0507829,0.0228011,0.019122,0.050225,0.0651692,0,0,0,0,0.0612778,0,0,0,0
877,0.0468796,0,0,0,0,0.0423559,0,0,0,0,0,0,0.0413975,0,0.030093,0,0,0,0.011885,0,0,0.0438367,0.0538382,0.0308221,0.0835241,0.0218452,0.0353027,0.0297739,0.0320449,0.0276181,0.0457536,0.0445616,0.0388987,0.042182,0.0263606,0.032296,0.0130925,0.0615908,0,0.0241889,0.0294048,0,0.0253982,0.0594646,0.0403614,0,0,0.013623,0,0,0.0268843,0.0481099,0.0360521,0.0317386,0.0177006,0.0320158,0.042648,0,0.0474769,0.0304368,0.065399,0.0454676,0.0507329,0.0732142,0.0121831,0.0507538,0.0228124,0.0190929,0.0502327,0.0650692,0,0,0,0,0.0612375,0,0,0,0
878,0.0464943,0,0,0,0,0.0423183,0,0,0,0,0,0,0.0414107,0,0.0300766,0,0,0,0.0119017,0,0,0.0437915,0.053784,0.0308658,0.0835696,0.0218353,0.0352931,0.0298465,0.0321719,0.0276224,0.0457431,0.044784,0.0388395,0.0421354,0.0265465,0.0323015,0.0130683,0.0615625,0,0.0240492,0.0294145,0,0.0254072,0.0594083,0.0403245,0,0,0.013577,0,0,0.0268917,0.0481808,0.0360583,0.0318604,0.0177446,0.031948,0.042671,0,0.0474635,0.030459,0.0654185,0.0453979,0.0507742,0.0732,0.012172,0.0507062,0.022779,0.0191166,0.0502342,0.0649759,0,0,0,0,0.0612162,0,0,0,0
879,0.0460943,0,0,0,0,0.0422793,0,0,0,0,0,0,0.041409,0,0.0300437,0,0,0,0.0118649,0,0,0.04377,0.0537512,0.0308821,0.0835514,0.0218678,0.0353086,0.0299038,0.0321742,0.0276138,0.0457496,0.044973,0.0388694,0.0421521,0.0266171,0.0322985,0.0130808,0.0615679,0,0.0238251,0.0293887,0,0.0254082,0.0593911,0.0402549,0,0,0.0135703,0,0,0.0268676,0.0481974,0.0360699,0.031756,0.0177279,0.0319852,0.0427295,0,0.0474716,0.0305217,0.065438,0.0453745,0.0507962,0.0731951,0.0121741,0.0506365,0.0227735,0.0191383,0.0502323,0.0650067,0,0,0,0,0.0612121,0,0,0,0
880,0.0465769,0,0,0,0,0.0423539,0,0,0,0,0,0,0.0413523,0,0.0300112,0,0,0,0.0118189,0,0,0.0437773,0.0538002,0.0309224,0.0834458,0.0218981,0.0353911,0.0299001,0.0316731,0.0275866,0.0457705,0.0450635,0.0387519,0.0422012,0.0266346,0.0322537,0.0131966,0.0615635,0,0.0236902,0.0293505,0,0.0254098,0.0593926,0.0402303,0,0,0.0136182,0,0,0.0268469,0.0481623,0.036093,0.0319594,0.0177126,0.0320754,0.0427312,0,0.0474927,0.0305568,0.0654376,0.0453126,0.0508031,0.073177,0.0121781,0.0506624,0.0228488,0.0191841,0.0502859,0.0650696,0,0,0,0,0.0612314,0,0,0,0
881,0.0468009,0,0,0,0,0.0423863,0,0,0,0,0,0,0.0414262,0,0.0303332,0,0,0,0.0123559,0,0,0.0435316,0.0545544,0.0312108,0.0841325,0.0219482,0.0344955,0.029217,0.0315065,0.0279144,0.0462015,0.0453397,0.0385431,0.0418926,0.0263968,0.0321998,0.013146,0.0618606,0,0.024053,0.030348,0,0.0261938,0.0621954,0.0404917,0,0,0.013577,0,0,0.0270531,0.0468193,0.0395289,0.0337551,0.0175107,0.0317807,0.0429142,0,0,0.0311664,0.0630249,0.0430121,0.0484599,0.0707454,0.0108033,0.0508193,0.0227918,0.0189904,0.0506681,0.0642369,0,0,0,0,0.0632719,0,0,0,0
882,0.0468208,0,0,0,0,0.0423752,0,0,0,0,0,0,0.0413722,0,0.0301104,0,0,0,0.0117231,0,0,0.0437584,0.0538073,0.0308632,0.0835049,0.0218658,0.0353143,0.0298895,0.0319289,0.0275954,0.0457348,0.0447988,0.0390396,0.042182,0.0265989,0.0321757,0.0130926,0.0615097,0,0.0238897,0.0292472,0,0.0254349,0.0594747,0.0403129,0,0,0.013639,0,0,0.0268303,0.0480701,0.036227,0.0318219,0.0176589,0.0320808,0.0428233,0,0.0475866,0.0304981,0.0653427,0.0453128,0.0507286,0.073086,0.0121824,0.0506245,0.0229149,0.0189373,0.0503954,0.0649847,0,0,0,0,0.0612906,0,0,0,0
883,0.0468181,0,0,0,0,0.0423315,0,0,0,0,0,0,0.0415477,0,0.0304168,0,0,0,0.0123785,0,0,0.0434373,0.0544095,0.0310409,0.0842608,0.0219554,0.0344095,0.0292114,0.0323663,0.0279562,0.046087,0.0447207,0.0388433,0.0418081,0.0263812,0.0321603,0.0128594,0.0617268,0,0.0240797,0.0302915,0,0.0262034,0.0620851,0.0405576,0,0,0.013598,0,0,0.0271276,0.0467857,0.0394989,0.0335995,0.017524,0.031797,0.0429599,0,0,0.0311292,0.0629736,0.0431331,0.0483973,0.0707283,0.0107994,0.0508121,0.0228394,0.0190041,0.0506925,0.0642125,0,0,0,0,0.0632592,0,0,0,0
884,0.0468149,0,0,0,0,0.0423469,0,0,0,0,0,0,0.0411612,0,0.030222,0,0,0,0.0116882,0,0,0.0438182,0.0540826,0.0308207,0.0830831,0.0220668,0.0354611,0.0299891,0.0307987,0.0274376,0.0458914,0.0447912,0.0389373,0.0422142,0.0267105,0.0322463,0.0134002,0.0613558,0,0.0238396,0.0291501,0,0.0253963,0.0596752,0.0403784,0,0,0.0135428,0,0,0.0269404,0.0477937,0.0362898,0.0316377,0.0175349,0.0321927,0.0429899,0,0.0475779,0.0303032,0.0652612,0.0453453,0.0506542,0.0730997,0.0122234,0.0505842,0.0229134,0.0193614,0.0503873,0.0652247,0,0,0,0,0.0613684,0,0,0,0
885,0.0467943,0,0,0,0,0.0423419,0,0,0,0,0,0,0.0411958,0,0.0305453,0,0,0,0.0122798,0,0,0.0436344,0.0547276,0.0311007,0.0837424,0.0221302,0.0346093,0.029299,0.0307229,0.0277897,0.0462962,0.0452781,0.0385641,0.0418935,0.0264944,0.0321994,0.0134099,0.061738,0,0.0238962,0.0301851,0,0.0261605,0.0623388,0.0405682,0,0,0.0135092,0,0,0.0272192,0.046545,0.0396279,0.0337533,0.0173351,0.0319621,0.0431446,0,0,0.0309565,0.0628924,0.0431338,0.0483496,0.0707322,0.0108571,0.0507561,0.0228954,0.0194282,0.0506798,0.0644859,0,0,0,0,0.0633581,0,0,0,0
886,0.0467738,0,0,0,0,0.0423497,0,0,0,0,0,0,0.0411988,0,0.0305106,0,0,0,0.0122569,0,0,0.0438485,0.0547358,0.0311364,0.083756,0.0221207,0.0346151,0.0292923,0.0307383,0.0278369,0.0462917,0.0451775,0.0385552,0.0418953,0.026514,0.0321919,0.0133884,0.0618648,0,0.0237472,0.0301742,0,0.0261571,0.0623979,0.0405402,0,0,0.013438,0,0,0.0271769,0.046548,0.0397975,0.034025,0.0173656,0.0320025,0.0432216,0,0,0.0309355,0.0628792,0.0430766,0.0482921,0.0706415,0.010852,0.0506971,0.0229239,0.0193705,0.0507053,0.0644982,0,0,0,0,0.0633715,0,0,0,0
887,0.0468097,0,0,0,0,0.0423199,0,0,0,0,0,0,0.0411915,0,0.0304829,0,0,0,0.0122828,0,0,0.0438933,0.0547364,0.0311122,0.0836808,0.0221288,0.0347114,0.0292774,0.0308201,0.0277827,0.0462629,0.0450209,0.0386013,0.0420334,0.0265263,0.0322195,0.0133257,0.061887,0,0.0237739,0.030187,0,0.0261164,0.0622398,0.0404648,0,0,0.0134835,0,0,0.0271505,0.0466033,0.0396581,0.0338712,0.0174356,0.0320825,0.0431681,0,0,0.0309316,0.0630399,0.0430492,0.048382,0.0707335,0.0108286,0.0507156,0.0230058,0.0195177,0.0507077,0.064442,0,0,0,0,0.0633416,0,0,0,0
888,0.0468367,0,0,0,0,0.0423352,0,0,0,0,0,0,0.0410306,0,0.0302345,0,0,0,0.0116498,0,0,0.0441988,0.0541421,0.0308285,0.0828018,0.0220993,0.03568,0.0300034,0.0304535,0.0273656,0.0458956,0.0447232,0.0388627,0.0426709,0.0268119,0.0322511,0.0134834,0.0615759,0,0.0236648,0.0291505,0,0.0253572,0.0595786,0.0401883,0,0,0.0134831,0,0,0.0269703,0.0478367,0.0362599,0.0317254,0.0175246,0.0324125,0.0429913,0,0.0475707,0.0302668,0.0655296,0.045295,0.0507344,0.0731658,0.0122065,0.0505445,0.0231362,0.0197539,0.0504637,0.0652493,0,0,0,0,0.0613788,0,0,0,0
889,0.0467053,0,0,0,0,0.0423616,0,0,0,0,0,0,0.0410908,0,0.0301183,0,0,0,0.0116443,0,0,0.0442189,0.0541018,0.0308879,0.0827984,0.022058,0.0356879,0.0299939,0.0304389,0.0273874,0.0458985,0.0446726,0.0387952,0.0427401,0.0269344,0.0321825,0.0134416,0.0614968,0,0.0234584,0.0291321,0,0.0253803,0.0595974,0.0401475,0,0,0.0134302,0,0,0.0269343,0.0478311,0.0362526,0.0317549,0.0175203,0.0323823,0.0429775,0,0.0475716,0.030271,0.0654653,0.0453164,0.0507356,0.0731448,0.0122052,0.0505341,0.0231646,0.0195296,0.0505601,0.0653101,0,0,0,0,0.0613864,0,0,0,0
890,0.0465426,0,0,0,0,0.0423785,0,0,0,0,0,0,0.0410943,0,0.0300529,0,0,0,0.0116476,0,0,0.0442365,0.05409,0.0309151,0.0827766,0.0220487,0.0357546,0.030054,0.0304191,0.0274091,0.0459138,0.0446917,0.0387999,0.042632,0.0272078,0.0321298,0.0134612,0.0614644,0,0.0234673,0.0291381,0,0.025363,0.0595637,0.0401637,0,0,0.0134848,0,0,0.026834,0.0478304,0.036216,0.0318784,0.0174898,0.0323993,0.042957,0,0.047572,0.0302455,0.065459,0.0453686,0.0507541,0.0731699,0.0121594,0.0505522,0.0232561,0.0190092,0.0506405,0.0653687,0,0,0,0,0.0613776,0,0,0,0
891,0.0466546,0,0,0,0,0.0424166,0,0,0,0,0,0,0.0410946,0,0.0300696,0,0,0,0.0116384,0,0,0.0442667,0.0540871,0.0309145,0.0828043,0.0220447,0.0357574,0.0300631,0.0304187,0.027424,0.0459107,0.0447033,0.0388807,0.0424829,0.0274151,0.0320098,0.0134713,0.061447,0,0.023475,0.0291543,0,0.0253628,0.0595516,0.0402068,0,0,0.0135526,0,0,0.026834,0.047826,0.0361925,0.0319419,0.017501,0.0323916,0.0429761,0,0.0475898,0.0302243,0.0654475,0.045423,0.0507386,0.0732635,0.0121645,0.0505511,0.023331,0.0189746,0.0507299,0.0653357,0,0,0,0,0.0613811,0,0,0,0
892,0.0467946,0,0,0,0,0.0424359,0,0,0,0,0,0,0.0410838,0,0.0301533,0,0,0,0.0116169,0,0,0.0443249,0.0541101,0.0308843,0.0828201,0.0220492,0.0357501,0.0300573,0.0304029,0.0274088,0.0458955,0.0447299,0.0390426,0.0425346,0.0273502,0.032029,0.0134697,0.0614121,0,0.0235182,0.0291492,0,0.02537,0.0595707,0.0402012,0,0,0.0135121,0,0,0.0268711,0.0478067,0.0362005,0.0318171,0.0174413,0.0323649,0.0430517,0,0.0475914,0.0301933,0.0654167,0.0455121,0.0507622,0.073261,0.0121391,0.0504947,0.023318,0.0194403,0.0508131,0.0652733,0,0,0,0,0.0613912,0,0,0,0
893,0.0467171,0,0,0,0,0.0424494,0,0,0,0,0,0,0.0410538,0,0.0301265,0,0,0,0.011585,0,0,0.0443299,0.0541208,0.030854,0.0828005,0.0220655,0.0357607,0.0300657,0.0304212,0.0273923,0.0458576,0.0447407,0.0389513,0.0424238,0.0271189,0.0321521,0.0134933,0.0614691,0,0.0234774,0.0290695,0,0.0253904,0.0595281,0.0402277,0,0,0.0134997,0,0,0.0268681,0.0477959,0.0362091,0.0318403,0.0173599,0.0323558,0.0430599,0,0.047551,0.0301259,0.0654137,0.0455122,0.0508197,0.0725228,0.0121512,0.0504811,0.0233748,0.019342,0.0508626,0.0652666,0,0,0,0,0.0613521,0,0,0,0
894,0.0465452,0,0,0,0,0.0424619,0,0,0,0,0,0,0.0410825,0,0.0302108,0,0,0,0.0115469,0,0,0.0443301,0.0541164,0.0308797,0.0827415,0.0220658,0.0357276,0.0300807,0.0304369,0.0273731,0.0458504,0.0447229,0.0388502,0.0424053,0.0273353,0.0322249,0.0134816,0.0615414,0,0.0234794,0.028874,0,0.0254449,0.059535,0.040271,0,0,0.0135127,0,0,0.0268684,0.0478262,0.0361933,0.0317736,0.0171476,0.032324,0.0430318,0,0.0474919,0.0300035,0.0654716,0.0454761,0.050886,0.0707672,0.0123231,0.0504821,0.0234426,0.0191856,0.0508932,0.0652556,0,0,0,0,0.0612718,0,0,0,0
895,0.0464806,0,0,0,0,0.0425343,0,0,0,0,0,0,0.0411394,0,0.0302349,0,0,0,0.0114974,0,0,0.0444828,0.0541081,0.0308312,0.0826469,0.0221128,0.0356766,0.0305195,0.0304427,0.0273478,0.0458362,0.0447283,0.0389145,0.042542,0.0275146,0.032258,0.0133898,0.0616255,0,0.0241361,0.0287205,0,0.0254909,0.0596214,0.0403093,0,0,0.0137658,0,0,0.0267502,0.0478201,0.036206,0.0314461,0.0169537,0.0323218,0.0430591,0,0.0475167,0.0300047,0.065506,0.0455403,0.0509092,0.0700837,0.0124498,0.0505024,0.0237255,0.0187588,0.0509907,0.0652335,0,0,0,0,0.0612983,0,0,0,0
896,0.046671,0,0,0,0,0.0424191,0,0,0,0,0,0,0.04131,0,0.0297518,0,0,0,0.0112822,0,0,0.0445459,0.0551998,0.029798,0.0825186,0.0233647,0.035735,0.0311815,0,0.027066,0.0453228,0.0453908,0.0398506,0.0429899,0.028263,0.0330638,0.0130843,0.0614335,0,0.0241599,0.0280522,0,0.0249615,0.0604817,0.0399337,0,0,0.0141446,0,0,0.0267844,0.0464719,0.0360999,0.0316906,0.0164721,0.0313797,0.0427453,0,0.0477454,0.0293867,0.0655328,0.0456367,0.0509991,0.0701481,0.0130866,0.0506498,0.0239987,0.0188893,0.0510047,0.0651375,0,0,0,0,0.0620647,0,0,0,0
897,0.0465792,0,0,0,0,0.042458,0,0,0,0,0,0,0.0417933,0,0.029954,0,0,0,0.0118083,0,0,0.0442893,0.0540408,0.0296536,0.0825095,0.0224824,0.035845,0.031255,0.0308481,0.027073,0.0452764,0.0446385,0.0393451,0.0427099,0.0278429,0.0325341,0.01226,0.0616055,0,0.0242097,0.0290832,0,0.0253654,0.0591499,0.0398267,0,0,0.0141467,0,0,0.0266778,0.0477377,0.0353062,0.0312439,0.0171731,0.0324227,0.0428489,0,0.047406,0.0303414,0.0657114,0.0458205,0.0511578,0.0704497,0.0124728,0.0506733,0.0241586,0.0188797,0.0509209,0.065178,0,0,0,0,0.0616144,0,0,0,0
898,0.0461613,0,0,0,0,0.0425215,0,0,0,0,0,0,0.041153,0,0.0300394,0,0,0,0.0113909,0,0,0.0445928,0.0541881,0.0307941,0.0826032,0.0221508,0.035712,0.0308451,0.030507,0.0272991,0.0458037,0.0447217,0.0388803,0.0423494,0.0274482,0.0322658,0.0133696,0.0615542,0,0.0239002,0.028891,0,0.0254893,0.059599,0.0398574,0,0,0.0137204,0,0,0.0267307,0.047968,0.0361184,0.0313456,0.0171296,0.0323457,0.0431838,0,0.047482,0.0301398,0.0654768,0.0455814,0.0508904,0.0709547,0.0123353,0.0503748,0.0238389,0.0189988,0.0511061,0.0653044,0,0,0,0,0.0613403,0,0,0,0
899,0.0457599,0,0,0,0,0.0423447,0,0,0,0,0,0,0.0411483,0,0.0300723,0,0,0,0.0113796,0,0,0.0444736,0.054155,0.0308879,0.0827117,0.0221131,0.0356659,0.0301202,0.0304609,0.0273162,0.0458655,0.0447027,0.0389382,0.0423246,0.0274067,0.0322566,0.0133972,0.0616542,0,0.0233595,0.0290483,0,0.025453,0.0596409,0.0397531,0,0,0.0133847,0,0,0.0268567,0.0478924,0.0362024,0.0314617,0.0172217,0.0323124,0.0432824,0,0.047507,0.0301706,0.0653477,0.0454561,0.05078,0.0719416,0.0122618,0.0501911,0.0235451,0.0198151,0.0510436,0.0653893,0,0,0,0,0.0613219,0,0,0,0
900,0.0463385,0,0,0,0,0.0424448,0,0,0,0,0,0,0.0411314,0,0.030131,0,0,0,0.0113597,0,0,0.0444888,0.0540944,0.03091,0.0827227,0.0220781,0.0356562,0.030118,0.0304275,0.0273162,0.0458707,0.044664,0.0392791,0.0423102,0.0274264,0.0322386,0.0133995,0.0616714,0,0.0234175,0.028939,0,0.0254892,0.0595904,0.0398702,0,0,0.0134699,0,0,0.0268782,0.0478991,0.0362062,0.0318415,0.017168,0.0323134,0.0432243,0,0.0474785,0.0300931,0.0653581,0.0454528,0.0508119,0.071101,0.0123344,0.0502406,0.0236623,0.0199745,0.0511708,0.0653965,0,0,0,0,0.0612333,0,0,0,0
901,0.0467155,0,0,0,0,0.0425681,0,0,0,0,0,0,0.0410921,0,0.0301894,0,0,0,0.0113524,0,0,0.044573,0.0540881,0.0309149,0.0826914,0.0220802,0.0356191,0.0302939,0.0304191,0.0273232,0.0458652,0.0446636,0.0393903,0.0422843,0.0274683,0.0322078,0.0134343,0.0617367,0,0.0239464,0.0287734,0,0.0255254,0.0596274,0.0399608,0,0,0.0136296,0,0,0.0267581,0.0479039,0.036211,0.0318062,0.0171117,0.0323131,0.0432115,0,0.0474864,0.0301058,0.0653918,0.0455291,0.0508558,0.0704769,0.0123986,0.050328,0.0238782,0.019591,0.0512955,0.0653788,0,0,0,0,0.0612306,0,0,0,0
902,0.0467433,0,0,0,0,0.0425747,0,0,0,0,0,0,0.0410923,0,0.0302311,0,0,0,0.0114678,0,0,0.0445623,0.0541491,0.0308856,0.082702,0.0221249,0.0356132,0.0302351,0.0304492,0.0273153,0.0458484,0.0446731,0.0390657,0.04229,0.0275162,0.0322113,0.0134395,0.0616894,0,0.0239436,0.0287438,0,0.0255547,0.0596472,0.0398664,0,0,0.0135746,0,0,0.0268184,0.0478903,0.036222,0.0315979,0.0170479,0.0322937,0.0432523,0,0.0474809,0.0301326,0.0654221,0.0455166,0.0508625,0.0703371,0.0124073,0.0503298,0.0238718,0.0196346,0.0513468,0.0653754,0,0,0,0,0.0612621,0,0,0,0
903,0.0466691,0,0,0,0,0.0424932,0,0,0,0,0,0,0.0412698,0,0.0305051,0,0,0,0.0120933,0,0,0.0442815,0.054825,0.0311246,0.0835315,0.0221595,0.0346759,0.029509,0.0308257,0.0276685,0.0462253,0.0449403,0.0387085,0.0419423,0.0272952,0.0322302,0.0132061,0.062001,0,0.0241409,0.0298387,0,0.026319,0.0623347,0.0399592,0,0,0.0134719,0,0,0.0270191,0.0466657,0.0395746,0.0332768,0.0167968,0.0319513,0.0434808,0,0,0.0307322,0.0630193,0.043305,0.0485587,0.0678964,0.0110187,0.0504138,0.0237138,0.0193563,0.0516624,0.0646754,0,0,0,0,0.0632131,0,0,0,0
904,0.0467465,0,0,0,0,0.0424839,0,0,0,0,0,0,0.0410966,0,0.0302466,0,0,0,0.0115647,0,0,0.0445295,0.0542098,0.0308765,0.0827367,0.0221355,0.0356332,0.0301499,0.0304458,0.0272966,0.0458473,0.0446894,0.0390665,0.042289,0.0275367,0.0322586,0.0133942,0.0616316,0,0.0235367,0.0288127,0,0.0255462,0.0596304,0.0396616,0,0,0.0133246,0,0,0.0269292,0.0479165,0.0361891,0.0315608,0.0169768,0.0322757,0.0433225,0,0.0474367,0.0300182,0.0653431,0.0456117,0.0508746,0.070392,0.0124234,0.0502366,0.0237431,0.019878,0.0513656,0.0656123,0,0,0,0,0.0612133,0,0,0,0
