Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,RTHIA,x76,x80,,x75
598,0.0501802,0,0,0,0,0.0390738,0,0,0,0,0,0,0.0292838,0,0.0308894,0.0324585,0,0,0.0120702,0,0,0.0386682,0.112071,0.0220833,0.0235322,0.0163608,0.0435973,0.0245574,0.119136,0.0361344,0.0390921,0.0335726,0.0351702,0.0400219,0.0218946,0.0253508,0.0204031,0.0454192,0,0.0194557,0.0265821,0,0.0222262,0,0.0509321,0,0,0.0231323,0,0,0.0236345,0.0468845,0.0620339,0.0175692,0.025589,0.0412038,0.0515808,0.0407327,0.0596159,0.0223861,0.0632973,0.0425698,0.0484797,0.07892,0.0606056,0.0352229,0.0201683,0.0117112,0.0417201,0.0668737,0,0,0,0,0.0733564,0,0,0,0
599,0.0504917,0,0,0,0,0.0389077,0,0,0,0,0,0,0.0273509,0,0.0310417,0.0314587,0,0,0.0117413,0,0,0.0388435,0.112283,0.0222273,0.0254698,0.0163581,0.044506,0.024277,0.118873,0.0375787,0.037621,0.0311582,0.0354823,0.0402597,0.0223268,0.0247686,0.0227787,0.0458711,0,0.0193149,0.0316291,0,0.0160442,0.0338434,0.0506327,0,0,0.0239297,0,0,0.022849,0.0482988,0.0587399,0.0162446,0.0227105,0.0411408,0.0509658,0,0.0569568,0.0239756,0.0647784,0.0468826,0.0501232,0.0777368,0.0672918,0.0351721,0.0204723,0.0111041,0.0414244,0.0669205,0,0,0,0,0.0731271,0,0,0,0
600,0.0504917,0,0,0,0,0.0387759,0,0,0,0,0,0,0.0285788,0,0.031141,0.0318977,0,0,0.0117658,0,0,0.0388824,0.111912,0.0232179,0.0252046,0.0167827,0.0448848,0.0246736,0.119035,0.03693,0.0379158,0.0317487,0.0355278,0.0402677,0.022267,0.0249558,0.0214059,0.0457583,0,0.019276,0.0317802,0,0.0172326,0.0346772,0.0506085,0,0,0.0239339,0,0,0.0226966,0.0488306,0.0607579,0.01459,0.023439,0.0417274,0.0511041,0.0414964,0.0553979,0.0234107,0.0646402,0.0473577,0.0498319,0.0772537,0.0679229,0.0351633,0.0203575,0.0111216,0.0411308,0.0675043,0,0,0,0,0.0704703,0,0,0,0
601,0.050612,0,0,0,0,0.0386412,0,0,0,0,0,0,0.0289951,0,0.0312558,0.0313561,0,0,0.0118349,0,0,0.0386828,0.11179,0.0237691,0.0251548,0.0168525,0.0447326,0.0245203,0.119069,0.0366573,0.0380004,0.031842,0.0354214,0.0402679,0.0221784,0.0250633,0.0210177,0.0458721,0,0.0192618,0.030718,0,0.0169747,0.0344996,0.0506507,0,0,0.0239219,0,0,0.0225917,0.0487589,0.0603567,0.0144761,0.0213558,0.0417547,0.0512177,0.0418262,0.0552825,0.0238535,0.0648373,0.0473724,0.0497811,0.0771487,0.0659383,0.035327,0.0202334,0.0110457,0.0409789,0.0676624,0,0,0,0,0.0707958,0,0,0,0
602,0.0507847,0,0,0,0,0.0385405,0,0,0,0,0,0,0.0290704,0,0.03143,0.030614,0,0,0.0119049,0,0,0.0384371,0.11173,0.023101,0.0251654,0.0168612,0.0445815,0.024356,0.119098,0.0365484,0.0381244,0.0319023,0.0354009,0.0401969,0.0221675,0.0251877,0.0208733,0.0458826,0,0.0192312,0.0290148,0,0.0168777,0.0344882,0.0507578,0,0,0.023859,0,0,0.0225539,0.0486599,0.059674,0.0145382,0.0202833,0.0417454,0.0513378,0.0420998,0.055233,0.0242258,0.0649075,0.0471185,0.0498681,0.0768343,0.0628915,0.0354171,0.0201063,0.0109469,0.0408391,0.0677827,0,0,0,0,0.0710812,0,0,0,0
603,0.051083,0,0,0,0,0.0384459,0,0,0,0,0,0,0.0289045,0,0.0311639,0.0304008,0,0,0.0120451,0,0,0.0382032,0.111691,0.0218502,0.0251953,0.0168541,0.0444607,0.0241641,0.11918,0.0364815,0.0382082,0.0319867,0.0355098,0.0401923,0.0222791,0.0255183,0.0208724,0.0459278,0,0.0192337,0.0268367,0,0.0169222,0.0346198,0.0509944,0,0,0.0237881,0,0,0.0224598,0.048469,0.0587998,0.0144614,0.0199159,0.0416027,0.0513507,0.0424246,0.0551962,0.0245789,0.0647753,0.0466107,0.0496834,0.0762769,0.0590422,0.0354238,0.020004,0.0108895,0.0406959,0.0678131,0,0,0,0,0.0712993,0,0,0,0
604,0.0513782,0,0,0,0,0.0383337,0,0,0,0,0,0,0.0292435,0,0.0310495,0.0308512,0,0,0.0122078,0,0,0.0380186,0.111645,0.0218608,0.0251609,0.0169284,0.0444948,0.0240555,0.11936,0.0362582,0.0381928,0.0321353,0.035607,0.0402997,0.0224114,0.0256594,0.0205119,0.0459647,0,0.0192882,0.0247928,0,0.0170882,0.03478,0.0509835,0,0,0.0237522,0,0,0.0223027,0.0481505,0.0578835,0.0142725,0.0196171,0.0412763,0.0512487,0.0425883,0.0550671,0.0247637,0.0644814,0.0459791,0.0495268,0.0755406,0.0546895,0.0354967,0.0199729,0.0108925,0.0405619,0.0678806,0,0,0,0,0.0713059,0,0,0,0
605,0.0515158,0,0,0,0,0.0382101,0,0,0,0,0,0,0.030117,0,0.0312204,0.0316141,0,0,0.0123356,0,0,0.0379759,0.111534,0.0233289,0.0249297,0.017146,0.0446541,0.0240684,0.119633,0.0358266,0.038089,0.0323273,0.0356783,0.0404916,0.0225401,0.0256785,0.019697,0.0459739,0,0.0193766,0.0232272,0,0.0173366,0.0349345,0.0507363,0,0,0.0236783,0,0,0.0221011,0.0477405,0.0568584,0.0142856,0.0192478,0.0408651,0.0511802,0.0426321,0.0547701,0.0248315,0.0641515,0.0452612,0.0493746,0.0748069,0.0500914,0.0354633,0.0199859,0.0109001,0.0404294,0.0679375,0,0,0,0,0.0710739,0,0,0,0
606,0.051658,0,0,0,0,0.0381523,0,0,0,0,0,0,0.0306289,0,0.0315894,0.0313068,0,0,0.0124398,0,0,0.037972,0.111298,0.0229576,0.0248253,0.0175075,0.0446137,0.0240642,0.119719,0.0355643,0.0381532,0.0325099,0.0357678,0.0404807,0.0225703,0.0257587,0.0191003,0.046019,0,0.0194348,0.0219571,0,0.0177631,0.0351374,0.0507663,0,0,0.0235858,0,0,0.0219202,0.0475377,0.0557661,0.0143095,0.0186962,0.0405649,0.0511301,0.0425467,0.0545384,0.0251098,0.0637345,0.0445111,0.0492026,0.0741108,0.0450037,0.0355638,0.0199275,0.010843,0.0403172,0.0679887,0,0,0,0,0.070742,0,0,0,0
607,0.0518919,0,0,0,0,0.0380221,0,0,0,0,0,0,0.0311647,0,0.0317078,0.0307161,0,0,0.0125548,0,0,0.037902,0.111136,0.0224828,0.0247509,0.0176257,0.0444002,0.0241056,0.119828,0.0354338,0.0381314,0.0327153,0.0358126,0.040511,0.0226248,0.0258895,0.0186624,0.046085,0,0.0194631,0.0210436,0,0.0181105,0.0353305,0.0507676,0,0,0.02351,0,0,0.0218991,0.047427,0.0548151,0.0142508,0.0181579,0.0404132,0.0510341,0.0424139,0.0542701,0.025502,0.0631557,0.0439926,0.0490456,0.0735228,0.0400455,0.0357069,0.0198572,0.0107029,0.0401743,0.0679861,0,0,0,0,0.0703217,0,0,0,0
608,0.0521477,0,0,0,0,0.0378583,0,0,0,0,0,0,0.0315978,0,0.0315178,0.0305371,0,0,0.0126655,0,0,0.0378307,0.111095,0.0223352,0.0247197,0.0175341,0.0442418,0.0240925,0.120039,0.0353133,0.0379994,0.0329474,0.0359458,0.040425,0.0227453,0.0261098,0.0182231,0.0461851,0,0.0195025,0.0207291,0,0.0183889,0.0355899,0.050918,0,0,0.0233912,0,0,0.0218614,0.0473275,0.0538618,0.0141537,0.0177012,0.0403227,0.0509075,0.0423647,0.05403,0.0258846,0.0628122,0.0436268,0.0490171,0.0731599,0.0356935,0.0359371,0.0197657,0.0105425,0.0400372,0.0679543,0,0,0,0,0.069905,0,0,0,0
609,0.0525979,0,0,0,0,0.0376599,0,0,0,0,0,0,0.0318721,0,0.0316449,0.0312577,0,0,0.0127815,0,0,0.0378285,0.110975,0.0222989,0.0247314,0.0175586,0.0440224,0.0240709,0.12032,0.0351336,0.0378607,0.0331544,0.0361462,0.0401521,0.0228831,0.0262879,0.0178329,0.0462768,0,0.0195492,0.0210292,0,0.0187261,0.0359032,0.0505907,0,0,0.0231794,0,0,0.0217195,0.0472327,0.052532,0.0141784,0.0173829,0.0400799,0.0507551,0.0422882,0.0538799,0.0261949,0.0627319,0.0435473,0.0492089,0.073106,0.0322567,0.0360342,0.0197053,0.0104243,0.0398816,0.0680032,0,0,0,0,0.0695009,0,0,0,0
610,0.0528585,0,0,0,0,0.0375143,0,0,0,0,0,0,0.0322005,0,0.0317381,0.0308706,0,0,0.0129214,0,0,0.0378201,0.11082,0.0220866,0.0246517,0.0176682,0.0437554,0.023965,0.120501,0.0349895,0.0377888,0.033324,0.0361598,0.0400672,0.0229489,0.0264495,0.0174484,0.0463907,0,0.0195852,0.0215051,0,0.0189208,0.0361317,0.0503959,0,0,0.0228837,0,0,0.0214649,0.0473163,0.0513647,0.0145369,0.0170249,0.0399648,0.0506051,0.0422134,0.0537183,0.0265164,0.0627257,0.0434939,0.0492561,0.0730726,0.0293073,0.0360554,0.0196986,0.0103489,0.0397431,0.0680015,0,0,0,0,0.069099,0,0,0,0
611,0.0527703,0,0,0,0,0.0373667,0,0,0,0,0,0,0.032472,0,0.0321435,0.0302582,0,0,0.013061,0,0,0.0377676,0.110648,0.0221471,0.0245825,0.0178368,0.0435244,0.0238529,0.120701,0.0348477,0.0377382,0.0335077,0.0360718,0.0402163,0.0230383,0.0265986,0.0172139,0.0465117,0,0.0196029,0.0222201,0,0.0189327,0.0363468,0.0504142,0,0,0.0226537,0,0,0.021232,0.0473887,0.0509994,0.0148255,0.0164568,0.0398399,0.0505197,0.0422803,0.0534874,0.0268369,0.0627432,0.0432151,0.0492542,0.0730037,0.0267563,0.0361466,0.0196502,0.0102362,0.0396151,0.0679585,0,0,0,0,0.0687743,0,0,0,0
612,0.0526981,0,0,0,0,0.0372482,0,0,0,0,0,0,0.0325897,0,0.0323423,0.0306558,0,0,0.0131413,0,0,0.0377174,0.110491,0.0223272,0.0245541,0.0179526,0.0433018,0.0237589,0.120933,0.0346615,0.0376244,0.0336284,0.0361032,0.0405506,0.0231081,0.0266043,0.0171889,0.0465686,0,0.0195971,0.0229305,0,0.0190063,0.0368293,0.0505508,0,0,0.0225505,0,0,0.0211032,0.0473059,0.0501184,0.0150794,0.0158437,0.039517,0.0504982,0.0422947,0.0533331,0.0271208,0.062638,0.0428349,0.0491571,0.0728791,0.0244647,0.0363548,0.0195168,0.0100963,0.0395482,0.0679663,0,0,0,0,0.0684917,0,0,0,0
613,0.0531921,0,0,0,0,0.0371419,0,0,0,0,0,0,0.0327095,0,0.0321413,0.0306489,0,0,0.0132471,0,0,0.0376435,0.110283,0.0225024,0.0244893,0.018129,0.0431652,0.023557,0.121123,0.0344847,0.0374757,0.0336861,0.0361637,0.0406749,0.0231496,0.0265049,0.0171301,0.046648,0,0.0196015,0.0236448,0,0.019627,0.0372866,0.0503844,0,0,0.0224414,0,0,0.0209923,0.0472079,0.0477731,0.0153845,0.0157088,0.0392216,0.0504455,0.0419671,0.0531976,0.0274149,0.0624848,0.0421895,0.0489508,0.0725435,0.0223089,0.0365585,0.0194294,0.00997658,0.0394597,0.068037,0,0,0,0,0.0681233,0,0,0,0
614,0.0535136,0,0,0,0,0.0370786,0,0,0,0,0,0,0.0327325,0,0.0320683,0.0302481,0,0,0.0133894,0,0,0.0375498,0.11008,0.0226335,0.024388,0.0181888,0.0428815,0.0232921,0.12133,0.034279,0.0373258,0.0337035,0.0362449,0.0406602,0.0231846,0.026549,0.0172386,0.0467679,0,0.019608,0.0241778,0,0.0205449,0.0378581,0.0502716,0,0,0.0222465,0,0,0.0208765,0.0470953,0.0451004,0.0157352,0.0159683,0.0390155,0.0503834,0.0414663,0.0529871,0.0276979,0.0623436,0.0417348,0.0485207,0.0721269,0.0204623,0.0366114,0.0193871,0.00988598,0.0393907,0.0680563,0,0,0,0,0.0675653,0,0,0,0
615,0.0536041,0,0,0,0,0.0369932,0,0,0,0,0,0,0.0326777,0,0.0321441,0.0305376,0,0,0.013533,0,0,0.037414,0.109888,0.0227348,0.0243588,0.0182617,0.0426532,0.0230109,0.121543,0.0341189,0.0371729,0.0337118,0.0363603,0.0407011,0.0232772,0.026718,0.0174979,0.0469267,0,0.0196263,0.024463,0,0.0210434,0.0385641,0.0503215,0,0,0.022112,0,0,0.0207732,0.0469306,0.0434122,0.0161376,0.0161011,0.0387463,0.0502882,0.040983,0.0528249,0.0277473,0.0624461,0.0423478,0.0479345,0.0715591,0.0197744,0.0366705,0.0193859,0.00981146,0.0393381,0.0679992,0,0,0,0,0.0670158,0,0,0,0
616,0.053736,0,0,0,0,0.0369091,0,0,0,0,0,0,0.0324881,0,0.0323159,0.0304443,0,0,0.0135627,0,0,0.0372569,0.109628,0.022861,0.024337,0.0183529,0.0424998,0.0226434,0.121694,0.0339696,0.0369438,0.0336522,0.0364989,0.0407571,0.0234504,0.0268444,0.0178043,0.0471111,0,0.0196601,0.0240631,0,0.0207042,0.0391872,0.0504407,0,0,0.0220561,0,0,0.0207054,0.0469032,0.0426117,0.0164729,0.0162989,0.0385291,0.0501638,0.0403792,0.0527345,0.0279809,0.0625268,0.042629,0.0476192,0.0711343,0.0207161,0.0368456,0.0193834,0.00971041,0.0392704,0.0681472,0,0,0,0,0.0665767,0,0,0,0
617,0.0532254,0,0,0,0,0.0379696,0,0,0,0,0,0,0.0317588,0,0.0327501,0.0299289,0,0,0.00832569,0,0,0.037986,0.109269,0.0231439,0.0239896,0.0186441,0.0425812,0.0225447,0.121761,0.033824,0.0366753,0.0333417,0.0365701,0.0406257,0.0236233,0.0268272,0.0188142,0.0518597,0,0.0180365,0.0231933,0,0.0201688,0.0396209,0.0488643,0,0,0.0222648,0,0,0.0207625,0.0471746,0.0423239,0.0169806,0.0162112,0.0391153,0.0500005,0.0398854,0.0529693,0.0285919,0.0622059,0.0421951,0.0471665,0.0706962,0.0217596,0.0366781,0.0192708,0.00974776,0.0400685,0.0677221,0,0,0,0,0.0663939,0,0,0,0
618,0.053401,0,0,0,0,0.0378139,0,0,0,0,0,0,0.0314667,0,0.032857,0.0298462,0,0,0.00861621,0,0,0.0379207,0.108879,0.0233313,0.0239443,0.0188539,0.0422729,0.022075,0.121841,0.0336784,0.0364113,0.0332114,0.0367701,0.0405973,0.0237539,0.026872,0.01914,0.0519724,0,0.0181229,0.0223367,0,0.0193777,0.0401107,0.0489416,0,0,0.0221606,0,0,0.0206801,0.0474404,0.0419969,0.0169457,0.0158298,0.0390008,0.0500155,0.0395853,0.0529826,0.0288066,0.0623647,0.0419794,0.0471482,0.0709201,0.0222764,0.0368682,0.0192796,0.00970734,0.0399581,0.067677,0,0,0,0,0.0663517,0,0,0,0
619,0.0530699,0,0,0,0,0.0376126,0,0,0,0,0,0,0.0311467,0,0.0328601,0.0302741,0,0,0.00889261,0,0,0.0378881,0.108397,0.0235682,0.0238407,0.0190986,0.0419833,0.021545,0.121918,0.0334622,0.0361753,0.0330397,0.0367234,0.04055,0.0238064,0.0267931,0.0195605,0.0521486,0,0.0182257,0.0225728,0,0.0188861,0.040682,0.0490579,0,0,0.0220583,0,0,0.0206206,0.0476931,0.0414569,0.0168771,0.0152221,0.0388677,0.0500572,0.0397584,0.0530677,0.0288961,0.0628634,0.0422988,0.0476242,0.0715362,0.0227448,0.0369682,0.019278,0.00968299,0.0398152,0.0677185,0,0,0,0,0.0665362,0,0,0,0
620,0.0524823,0,0,0,0,0.0373607,0,0,0,0,0,0,0.0310272,0,0.0327909,0.030603,0,0,0.0092043,0,0,0.0378238,0.108125,0.023748,0.0237283,0.0193436,0.0415678,0.0208774,0.122052,0.033229,0.0361795,0.0330497,0.0363704,0.0405225,0.0238684,0.0266757,0.0197945,0.0523614,0,0.0183212,0.0224967,0,0.0190328,0.0412659,0.0492449,0,0,0.0219785,0,0,0.0205558,0.0477189,0.0408733,0.0170008,0.0147699,0.0386545,0.0499681,0.0400741,0.0530094,0.0287411,0.0633327,0.0429486,0.0481143,0.072025,0.0233848,0.0370785,0.0193079,0.00966772,0.0396655,0.0679087,0,0,0,0,0.0666661,0,0,0,0
621,0.0533135,0,0,0,0,0.0372099,0,0,0,0,0,0,0.0311352,0,0.0327705,0.0309074,0,0,0.00962967,0,0,0.0376462,0.108104,0.0239337,0.023633,0.0195188,0.0412273,0.0201806,0.122143,0.0330625,0.0362807,0.0330708,0.0364797,0.0404882,0.0239217,0.0266485,0.0197864,0.0527007,0,0.0184142,0.0224332,0,0.0190567,0.0417426,0.0495401,0,0,0.0218892,0,0,0.0203813,0.0474803,0.0404098,0.0170889,0.0144796,0.0384593,0.0498194,0.0402486,0.0526941,0.0282976,0.0636031,0.0433515,0.0483341,0.0722804,0.02343,0.0374327,0.0193942,0.00967351,0.0396461,0.0680161,0,0,0,0,0.066701,0,0,0,0
622,0.054288,0,0,0,0,0.0370065,0,0,0,0,0,0,0.0316515,0,0.0330021,0.031574,0,0,0.0105295,0,0,0.0371493,0.108509,0.0245251,0.0229446,0.0197568,0.0400601,0.0182871,0.122118,0.0330674,0.0367616,0.0333804,0.0362788,0.0401247,0.0236732,0.026651,0.0195075,0.053457,0,0.0185539,0.0238781,0,0.0198944,0.0452389,0.0499571,0,0,0.0216817,0,0,0.0202111,0.0458233,0.0421885,0.0201669,0.0125677,0.0381268,0.049673,0.0418961,0,0.0290885,0.0607891,0.0402979,0.0459501,0.0702096,0.0205169,0.0377757,0.0195957,0.00969338,0.0399332,0.0671813,0,0,0,0,0.0699622,0,0,0,0
623,0.0542184,0,0,0,0,0.0367385,0,0,0,0,0,0,0.0315337,0,0.0329083,0.0318915,0,0,0.0102768,0,0,0.0372144,0.107939,0.0242869,0.0234264,0.0203252,0.0405976,0.0188656,0.122341,0.0327131,0.0364529,0.0331683,0.0366365,0.0405014,0.0240223,0.0268262,0.0197127,0.0532778,0,0.0185713,0.0227882,0,0.0190188,0.0425392,0.0498799,0,0,0.0217421,0,0,0.0201216,0.0467031,0.0402612,0.0172931,0.0141427,0.0377057,0.0496314,0.0401763,0.0518264,0.027245,0.0635446,0.0434125,0.0484302,0.0723941,0.0223685,0.0379228,0.0196592,0.00976285,0.0396463,0.0680462,0,0,0,0,0.0661248,0,0,0,0
624,0.0546266,0,0,0,0,0.0364679,0,0,0,0,0,0,0.0315546,0,0.0329604,0.0313584,0,0,0.0105284,0,0,0.0370453,0.107811,0.0244239,0.0232998,0.0206322,0.0403474,0.0183571,0.122425,0.0325048,0.0365351,0.033157,0.0367971,0.04049,0.0240806,0.0267815,0.0196458,0.0535064,0,0.0186245,0.0232106,0,0.0193896,0.0430748,0.0498168,0,0,0.0217913,0,0,0.020059,0.0466009,0.0396509,0.0174135,0.0140661,0.037241,0.0494788,0.0397564,0.0516462,0.0270684,0.063411,0.0434421,0.0484727,0.0723379,0.0212921,0.0383121,0.019749,0.00979736,0.0395942,0.0679524,0,0,0,0,0.0656401,0,0,0,0
625,0.0551729,0,0,0,0,0.0362345,0,0,0,0,0,0,0.033372,0,0.0334357,0,0,0,0.0100035,0,0,0.0372648,0.110438,0.0278382,0.0241119,0.0200751,0.0376896,0.0196765,0.120262,0.033729,0.0397794,0.0335931,0.0340999,0.0372912,0.0214752,0.0260479,0.0184152,0.0530846,0,0.0185935,0.0219385,0,0.0196133,0,0.049607,0,0,0.0217778,0,0,0.0200569,0.0457912,0.0418067,0.0210813,0.0131029,0.0338683,0.0510872,0.0393308,0.0544977,0.0281206,0.0603801,0.0411522,0.0462789,0.0700616,0.022724,0.0382068,0.0195842,0.00965243,0.0405941,0.0672092,0,0,0,0,0.0667545,0,0,0,0
626,0.0553367,0,0,0,0,0.0360573,0,0,0,0,0,0,0.0342353,0,0.0337483,0.0317092,0,0,0.0103019,0,0,0.0370692,0.108887,0.0256186,0.0223923,0.02102,0.0381876,0.0191896,0.122574,0.0320583,0.0382464,0.0351315,0.036045,0.039424,0.0232721,0.0268053,0.017104,0.0533467,0,0.0186362,0.0217356,0,0.0194944,0,0.0495713,0,0,0.0217697,0,0,0.0199402,0.0440705,0.0417108,0.0221791,0.0128899,0.0339331,0.0503804,0.039628,0.0539974,0.0269986,0.0609426,0.041703,0.0467362,0.0704845,0.023154,0.0385726,0.0197829,0.00978248,0.0402569,0.0671404,0,0,0,0,0.0669998,0,0,0,0
627,0.0553943,0,0,0,0,0.0359007,0,0,0,0,0,0,0.0324721,0,0.0329364,0.032435,0,0,0.0108648,0,0,0.0367203,0.107681,0.0247792,0.0232004,0.0206513,0.0397488,0.0181105,0.122832,0.0322414,0.0363583,0.0335031,0.0371509,0.0406926,0.0244969,0.0269774,0.0188476,0.0538561,0,0.0187762,0.02509,0,0.0204339,0.0454613,0.0495132,0,0,0.0217282,0,0,0.0198253,0.0466494,0.0392709,0.0178617,0.01416,0.0359669,0.04879,0.0394904,0.0509409,0.027292,0.0634805,0.0434586,0.0485329,0.071977,0.0184104,0.039155,0.0201358,0.0100042,0.0394538,0.0673221,0,0,0,0,0.0647691,0,0,0,0
628,0.0555374,0,0,0,0,0.0357395,0,0,0,0,0,0,0.0329969,0,0.0327165,0.0316207,0,0,0.0109007,0,0,0.0366421,0.107777,0.0251748,0.0231095,0.0206003,0.0397477,0.0181424,0.122916,0.0322717,0.0364152,0.0336854,0.0370039,0.0407549,0.0245634,0.0269956,0.0182832,0.0539793,0,0.0188107,0.0259739,0,0.0208087,0.0441227,0.0493321,0,0,0.0217134,0,0,0.0197815,0.0465392,0.03908,0.0178496,0.0142141,0.0358616,0.0484245,0.0396456,0.0507757,0.0274214,0.063649,0.0433211,0.0486846,0.071914,0.0174911,0.0394521,0.0202848,0.0100738,0.039364,0.0672028,0,0,0,0,0.064536,0,0,0,0
629,0.0556444,0,0,0,0,0.0356203,0,0,0,0,0,0,0.0334465,0,0.0320575,0.0310187,0,0,0.0108972,0,0,0.0366214,0.10791,0.0252714,0.0229032,0.0205407,0.0396234,0.018334,0.122905,0.0322605,0.0365044,0.0337977,0.0367032,0.0407541,0.0244902,0.0268369,0.0178169,0.0540898,0,0.0188394,0.026385,0,0.0210763,0.044077,0.0491914,0,0,0.0216839,0,0,0.0197727,0.0464942,0.0387159,0.0178858,0.0139175,0.0357781,0.0481585,0.0397674,0.0507802,0.0276847,0.0637052,0.0432286,0.0487979,0.0719128,0.0168071,0.0396282,0.0204251,0.0101275,0.039301,0.0671709,0,0,0,0,0.0642567,0,0,0,0
630,0.0556984,0,0,0,0,0.03555,0,0,0,0,0,0,0.0336713,0,0.0317055,0.0318353,0,0,0.0108453,0,0,0.0366871,0.108043,0.0253001,0.0228077,0.0204879,0.03945,0.0185958,0.122957,0.0322933,0.0365141,0.0339417,0.0369434,0.0408126,0.0244779,0.0268281,0.0176281,0.0541936,0,0.0188514,0.0268894,0,0.0214013,0.0447602,0.049063,0,0,0.0216118,0,0,0.0197703,0.0463184,0.0384716,0.0180455,0.0139606,0.0355813,0.0478171,0.040125,0.0505713,0.0278087,0.0638891,0.0434014,0.0488934,0.072048,0.0162056,0.0397143,0.020523,0.0101721,0.0392729,0.0670913,0,0,0,0,0.064083,0,0,0,0
631,0.0552387,0,0,0,0,0.0354496,0,0,0,0,0,0,0.0339102,0,0.031747,0.0312239,0,0,0.0107995,0,0,0.0367765,0.108169,0.0253843,0.0225728,0.0206288,0.0392526,0.0187924,0.122932,0.0323407,0.0365709,0.0340686,0.0372035,0.0408814,0.0244836,0.0268833,0.0175132,0.0542733,0,0.0188323,0.0275348,0,0.0217455,0.0453706,0.0489195,0,0,0.0215414,0,0,0.0197617,0.0464217,0.038261,0.0182275,0.014046,0.035609,0.0475265,0.0403449,0.0503358,0.0279656,0.0640385,0.0435346,0.0489408,0.0721908,0.0156118,0.0398031,0.0205816,0.0102259,0.0392082,0.0669707,0,0,0,0,0.0638054,0,0,0,0
632,0.0545299,0,0,0,0,0.0353716,0,0,0,0,0,0,0.0339021,0,0.0323363,0.0302241,0,0,0.0107245,0,0,0.0369713,0.108187,0.0255219,0.0222493,0.0209413,0.0390433,0.0190218,0.122896,0.0322953,0.0366596,0.0341669,0.0372516,0.0408419,0.0245073,0.0268983,0.0177911,0.0541862,0,0.0187994,0.0277934,0,0.0219925,0.0460138,0.0487261,0,0,0.0214513,0,0,0.0197349,0.0467814,0.0380226,0.0184514,0.0138747,0.0356783,0.0472826,0.0404131,0.0502363,0.0281652,0.0638383,0.0434375,0.0489883,0.072271,0.0152723,0.0399503,0.0206571,0.0102782,0.0391555,0.0669555,0,0,0,0,0.0634189,0,0,0,0
633,0.0552382,0,0,0,0,0.0354086,0,0,0,0,0,0,0.0338213,0,0.0328134,0.0303614,0,0,0.0107039,0,0,0.0370149,0.10808,0.025559,0.0220681,0.0209783,0.0388764,0.0193027,0.122971,0.0322308,0.0366627,0.034376,0.0372791,0.0408324,0.0247264,0.0271191,0.0179856,0.0541971,0,0.0187419,0.0280792,0,0.022234,0.0465854,0.0486264,0,0,0.0214211,0,0,0.0196179,0.0469663,0.0378241,0.0186976,0.0137766,0.0356291,0.0469445,0.0405275,0.0501469,0.028215,0.0637552,0.0433408,0.049022,0.0722842,0.0149998,0.0402378,0.0206624,0.0103426,0.0392164,0.0667796,0,0,0,0,0.0631922,0,0,0,0
634,0.0558985,0,0,0,0,0.0354488,0,0,0,0,0,0,0.0360406,0,0.0335931,0.031705,0,0,0.0101622,0,0,0.0372315,0.109242,0.0264783,0.0215091,0.021089,0.0366677,0.0205621,0.122951,0.0322565,0.0384358,0.0363403,0.0363117,0.0397737,0.0239291,0.0273521,0.0159354,0.0538466,0,0.0186988,0.0257698,0,0.021908,0,0.0485361,0,0,0.0211996,0,0,0.0197033,0.0441665,0.0406044,0.024032,0.013123,0.0327565,0.0479367,0.0409996,0.0531209,0.0278088,0.0611473,0.0413272,0.047037,0.0703898,0.0178863,0.0401381,0.0206085,0.0101733,0.0402209,0.0660151,0,0,0,0,0.0655616,0,0,0,0
635,0.055853,0,0,0,0,0.035526,0,0,0,0,0,0,0.0336734,0,0.0329361,0.0314633,0,0,0.0105533,0,0,0.0370375,0.107931,0.0255581,0.0218516,0.0213115,0.0385316,0.0197805,0.123197,0.0320969,0.0366115,0.0346622,0.03714,0.0408579,0.0248763,0.0273866,0.0182703,0.0543482,0,0.0186801,0.0283743,0,0.0227865,0.0477649,0.0485981,0,0,0.0212166,0,0,0.0196164,0.0472702,0.0369675,0.0190251,0.0137656,0.0354764,0.0460895,0.0409042,0.0501513,0.0282162,0.0634397,0.0432933,0.0490153,0.0723107,0.0145566,0.0408545,0.020923,0.0104197,0.0394258,0.0665063,0,0,0,0,0.0628678,0,0,0,0
