Timestep,C7,CBL,CBR,CFR,CLAV,IMUL_B,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,REAR,RELB,RFIN,RFRM,RGTR,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBP,RUPA,STRN,T10,x71,x72,x73,LTIBA,RKNE,RTHI,RBHD,RHEE,RTHII,,RFHD,IMUL_M,RTHIA,IMUR_B,IMUL_T,IMUR_M,CFL,LTHI,RWRB,RTOE,RTIBA,x74,RTIBI,LASI,RWRA,LANK,LHEE,LWRA
137,0.050844,0,0,0,0.0423809,0,0.0397473,0,0,0,0.0169589,0,0,0.0384044,0.0393151,0.0356768,0.0110917,0.0398452,0.0328425,0,0.026465,0.0197645,0,0.0211025,0.0231433,0.040349,0.0193162,0,0,0.0400946,0.0418771,0.0453025,0,0.0172188,0,0.0120761,0.0509402,0.0195453,0.0406071,0.0465605,0.0348888,0.0544423,0.0604983,0.0390815,0.0472723,0.0587435,0,0,0,0.024607,0.0221548,0.0461066,0,0.0427265,0.0611925,0,0,0,0,0,0,0,0,0,0.00340061,0,0.0366717,0,0.0353521,0,0,0,0,0
138,0.0506642,0,0,0,0.0426884,0,0.0416986,0,0,0,0.0169831,0,0,0.0385193,0.038424,0.0360792,0.0120179,0.0405517,0.0331754,0,0.0263499,0.0189716,0.0102586,0.0200475,0.020624,0.040123,0.0193364,0,0,0.028962,0.0409069,0.045309,0,0.0173305,0,0.0121947,0.052483,0.0177492,0.0416015,0.0471242,0.0381672,0.0583942,0.0670853,0.0388564,0.0471131,0.0597503,0,0,0,0.0243124,0.0147651,0.0500908,0,0.0579177,0.0614378,0,0,0,0,0,0,0,0,0,0.00343941,0.0350858,0.0376968,0,0.0416834,0,0,0,0,0
139,0.0509432,0,0,0,0.042298,0,0.0417213,0,0,0,0.0167255,0,0,0.0381858,0.0399719,0.0319946,0.0121497,0.0409382,0.0319382,0,0.0271894,0.0234436,0.0130827,0.0192566,0.0202056,0.0405395,0.0192391,0,0,0.0280953,0.0392103,0.0455667,0,0.0172021,0,0.0120728,0.0497441,0.0195003,0.0414972,0.0471286,0.0405858,0.0579502,0.0676042,0.0388925,0.046725,0.0595944,0,0,0,0.0287298,0.0121972,0,0,0.0553015,0.0645292,0,0,0,0,0,0,0,0,0,0.00363255,0.0286583,0.0363971,0,0.0418175,0.0440838,0,0,0,0
140,0.0507753,0,0,0,0.0420838,0,0.0419012,0,0,0,0.0167468,0,0,0.0382542,0.0385476,0.0362547,0.012116,0.040831,0.0326135,0,0.0264537,0.0189196,0.0104074,0.020062,0.020238,0.0404123,0.0191787,0,0,0,0.0409549,0.0454976,0,0.0172925,0,0.0120958,0.0525188,0.0177169,0.0412864,0.0480681,0.03798,0.0557815,0.0638259,0.0387714,0.0464148,0.0598131,0,0,0,0.0242829,0.0169809,0.0495292,0,0.0630525,0.0612262,0,0,0,0,0,0,0,0,0,0.00360623,0.0300212,0.0337297,0,0.0373262,0,0,0,0,0
141,0.050813,0,0,0,0.0418153,0,0.0431035,0,0,0,0.0165469,0,0,0.0382059,0.0403311,0.031597,0.0122882,0.0422176,0.0319692,0,0.0281615,0.0231084,0.0127942,0.0191901,0.0192993,0.0406611,0.0191784,0,0,0,0.0405095,0.0457262,0,0.0171905,0,0.012004,0.0492629,0.0183417,0.0419157,0.0480152,0.0369331,0.0562851,0.0642074,0.0387328,0.0460006,0.0603013,0,0,0,0.028467,0.016845,0.0502229,0,0.0624979,0.060943,0,0,0,0,0,0,0,0,0,0.00376198,0.0296753,0.0342622,0,0.0378206,0.0449961,0,0,0,0
142,0.0512873,0,0,0,0.0417229,0,0.042997,0,0,0,0.0163114,0,0,0.0380769,0.0413653,0.0318037,0.0120516,0.0423443,0.0311684,0,0.0278982,0.0236145,0.0134081,0.0192628,0.0192921,0.041028,0.019099,0,0,0.0294389,0.0396954,0.0459948,0,0.0171452,0,0.0118379,0.049492,0.0196531,0.0410816,0.0479544,0.0420306,0.0573243,0.0663443,0.0387585,0.0464575,0.059632,0,0,0,0.0291064,0.011848,0,0,0.0542386,0.0633667,0,0,0,0,0,0,0,0,0,0.00386886,0.0207681,0.0356456,0,0.0413114,0.0432972,0,0,0,0
143,0.0514437,0,0,0,0.0417743,0,0.043417,0,0,0,0.0162659,0,0,0.0380142,0.041794,0.0316899,0.0118824,0.0425965,0.030921,0,0.0281143,0.023709,0.0137586,0.0193202,0.0185508,0.0411817,0.0190057,0,0,0.0313378,0.0399911,0.0461849,0,0.0171686,0,0.0116996,0.0492588,0.0197273,0.0410027,0.0480957,0.0425727,0.0574521,0.0663727,0.0386952,0.0462423,0.0596177,0,0,0,0.0291506,0.0115935,0,0,0.0533775,0.0630565,0,0,0,0,0,0,0,0,0,0.00387211,0.0193003,0.035899,0,0.0415013,0.0427248,0,0,0,0
144,0.0511218,0,0,0,0.0418291,0,0.0437248,0,0,0,0.0163133,0,0,0.0380875,0.0405567,0.0300579,0.00849159,0.0428013,0.0311539,0,0.0295791,0.0231039,0.0149732,0.0205466,0.0188557,0.0408829,0.0189995,0,0,0.0330852,0.0415912,0.0463131,0,0.0173344,0,0.0118249,0.0488482,0.0186406,0.0419882,0.0490105,0.0396946,0.0590323,0.0668412,0.0384679,0.0454685,0.0606397,0,0,0,0.0286207,0.0151045,0.0509769,0,0.0542609,0.0591463,0,0,0,0,0,0,0,0,0.0312036,0.00374606,0.0205485,0.0376713,0,0.0422251,0.043981,0,0,0,0
145,0.0515775,0,0,0,0.0417967,0,0.042926,0,0,0,0.0161065,0,0,0.0378666,0.0400106,0.0306153,0.00848665,0.0419818,0.0302036,0,0.0283729,0.0232782,0.0156429,0.020646,0.0195519,0.0411785,0.0189225,0,0,0,0.0403604,0.0466324,0,0.01742,0,0.0119182,0.0501457,0.0200685,0.0414683,0.049322,0.0426528,0.0552691,0.0630365,0.0384964,0.0457917,0.0600292,0,0,0,0.0286668,0.012507,0,0,0.0577841,0.0623741,0,0,0,0,0,0,0,0,0.0314789,0.00386839,0.0254396,0.032485,0,0.0374395,0.0436127,0,0,0,0
146,0.0515482,0,0,0,0.0417268,0,0.0443182,0,0,0,0.0161693,0,0,0.0378571,0.0408834,0.0300357,0.00886771,0.0422479,0.0308269,0,0.0296322,0.0232707,0.0147861,0.0206822,0.018133,0.0409225,0.0188187,0,0,0.0342896,0.042067,0.0465221,0,0.0175765,0,0.0120811,0.0485676,0.0186886,0.0417837,0.0491797,0.0406754,0.0593625,0.0668716,0.0384255,0.0456652,0.0606632,0,0,0,0.0287125,0.0153438,0.0509647,0,0.0532187,0.0586362,0,0,0,0,0,0,0,0,0.0314722,0.00390731,0.0195049,0.0376741,0,0.0423825,0.0437596,0,0,0,0
147,0.0517638,0,0,0,0.0416359,0,0.0446827,0,0,0,0.0161093,0,0,0.037585,0.0407776,0.0300276,0.00921895,0.0419453,0.0304681,0,0.0295641,0.0234311,0.014373,0.0205471,0.0177873,0.0411862,0.0186286,0.0521291,0,0,0.0427954,0.0466508,0,0.0176477,0,0.0121415,0.0486014,0.0189361,0.0418932,0.0493502,0.0416376,0.0590757,0.0673787,0.0384658,0.0457357,0.0606346,0,0,0,0.0288944,0.0144394,0.0516773,0,0.0534828,0.0594525,0,0,0,0,0,0,0,0,0.031361,0.00394325,0.0163569,0.0363179,0,0.0421682,0.0439247,0,0,0,0
148,0.0519431,0,0,0,0.0416114,0,0.0450106,0,0,0,0.0159839,0,0,0.0374729,0.0407758,0.0302083,0.00945648,0.0419654,0.0302281,0,0.0295439,0.0234979,0.0145275,0.0205557,0.0174902,0.0411087,0.0185358,0.0530801,0,0,0.0430643,0.0466891,0,0.0176866,0,0.0121422,0.0485684,0.0189353,0.041825,0.0494831,0.0420693,0.0591017,0.0672949,0.038465,0.0457885,0.0607007,0,0,0,0.0291067,0.0146419,0.0515814,0,0.0533749,0.0590933,0,0,0,0,0,0,0,0,0.0312477,0.00394393,0.0171816,0.0362515,0,0.0421698,0.0434063,0,0,0,0
149,0.0521156,0,0,0,0.0415149,0,0.0457457,0,0,0,0.015951,0,0,0.0373997,0.041298,0.0300387,0.00982568,0.0422649,0.0302385,0,0.0298498,0.0238305,0.014626,0.0205303,0.0168255,0.0409776,0.0184634,0.0480553,0,0.0298822,0.0433683,0.0466631,0,0.017682,0,0.0121209,0.0482042,0.0187306,0.0415472,0.0494201,0.0429547,0.0610962,0.069293,0.0384117,0.0458155,0.0608846,0,0,0,0.0293907,0.0150379,0.0517979,0,0.050066,0.0580129,0,0,0,0,0,0,0,0,0.0313628,0.00395482,0.0122953,0.0390578,0,0.0454183,0.0427971,0,0,0,0
150,0.0528157,0,0,0,0.041438,0,0.0441386,0,0,0,0.0158171,0,0,0.0371324,0.0395085,0.0343908,0.00925174,0.040637,0.0293339,0,0.0273101,0.0204179,0.0128442,0.0209751,0.0186121,0.0412706,0.0183436,0.0606233,0,0,0.0431552,0.0469093,0,0.0175956,0,0.0119208,0.0518705,0.0197299,0.0400058,0.0499277,0.0472198,0.0573024,0.0659874,0.038526,0.046542,0.0597473,0,0,0,0.0255645,0.0129737,0,0,0.0512682,0.0611604,0,0,0,0,0,0,0,0,0.0309205,0.00399264,0.0239982,0.034045,0,0.041078,0,0,0,0,0
151,0.0525696,0,0,0,0.0413802,0,0.0463766,0,0,0,0.0157031,0,0,0.0372782,0.0408822,0.0301117,0.0103514,0.041911,0.0292737,0,0.0294599,0.0239166,0.0146938,0.0204594,0.0163395,0.0412397,0.0183528,0.0570114,0,0,0.0435951,0.0468449,0,0.0175801,0,0.0119149,0.0484483,0.0190234,0.0415943,0.0496566,0.0426784,0.0593613,0.0673969,0.0384984,0.0457043,0.0609882,0,0,0,0.028922,0.0149573,0.0516797,0,0.0529244,0.0588561,0,0,0,0,0,0,0,0,0.0310331,0.00400041,0.0179637,0.0363188,0,0.0424399,0.0431327,0,0,0,0
152,0.052764,0,0,0,0.0414298,0,0.045142,0,0,0,0.0155889,0,0,0.0374824,0.0392078,0.0347608,0.0104112,0.0410229,0.0294039,0,0.0275011,0.0202704,0.0126969,0.0207911,0.0178435,0.0412241,0.0184506,0,0,0,0.0434917,0.0468753,0,0.0176375,0,0.011941,0.0515281,0.0175597,0.0405117,0.0502586,0.0430035,0.0569164,0.0632582,0.0385168,0.0459461,0.0606678,0,0,0,0.0245878,0.0170627,0.0500382,0,0.0583818,0.0586422,0,0,0,0,0,0,0,0,0.0301708,0.00403349,0.0302545,0.0338046,0,0.0379743,0,0,0,0,0
153,0.0527967,0,0,0,0.0413823,0,0.0476129,0,0,0,0.0153397,0,0,0.0375426,0.0413403,0.0304199,0.0107612,0.042099,0.0286513,0,0.0295936,0.0246294,0.0148469,0.0204568,0.0150966,0.0415117,0.0185059,0.045448,0,0.0305805,0.0437078,0.0469251,0,0.0176388,0,0.0119071,0.0480575,0.0188197,0.0411135,0.0495192,0.0435743,0.0614,0.069522,0.038595,0.0448273,0.0610538,0,0,0,0.0290033,0.0156794,0.0518868,0,0.0489952,0.058102,0,0,0,0,0,0,0,0,0.0311273,0.00406308,0.0122023,0.0393989,0,0.0457234,0.0430648,0,0,0,0
154,0.0529713,0,0,0,0.0415193,0,0.0469605,0,0,0,0.0153668,0,0,0.0377525,0.0399811,0.0345709,0.0107069,0.0411077,0.0287912,0,0.0281369,0.0205225,0.0127813,0.0207487,0.0162664,0.0414191,0.0186065,0.0461325,0,0.0316452,0.0444873,0.0469315,0,0.0177661,0,0.0119195,0.0506216,0.0174837,0.0397787,0.0500047,0.0450523,0.0611288,0.0691036,0.0386241,0.0452295,0.0606925,0,0,0,0.0249057,0.0165658,0.0514515,0,0.0489707,0.0577998,0,0,0,0,0,0,0,0,0.0302909,0.00398567,0.0136838,0.0389422,0,0.0453128,0,0,0,0,0
155,0.0527494,0,0,0,0.041575,0,0.0429744,0,0,0,0.0153965,0,0,0.0377025,0.0388505,0.0308879,0.0119383,0.0406392,0.0276821,0.0410185,0.0288791,0.0226717,0.0146269,0.020476,0.0208873,0.0415042,0.018596,0.0525285,0,0,0.0442734,0.0472513,0,0.0178304,0,0.0120253,0.0501097,0.0184319,0.0409207,0.0513049,0.043811,0.0593511,0.0674977,0.0385675,0.0453497,0.061514,0,0,0,0.0266714,0.0150408,0.0517794,0,0.0520159,0.0582691,0,0,0,0,0,0,0,0,0.0287102,0.00381647,0.0187109,0.036243,0,0.0422689,0,0,0,0,0
156,0.0534247,0,0,0,0.041495,0,0.0433621,0,0,0,0.0150846,0,0,0.037352,0.0402721,0.0305954,0.0120898,0.0395707,0.0259085,0.0408069,0.0291144,0.0226778,0.0147168,0.020563,0.0205055,0.0422247,0.0183477,0.045816,0,0.031915,0.047665,0.0475952,0,0.0179896,0,0.0120565,0.0488516,0.0222021,0.040244,0.0513633,0.0465378,0.0577637,0.0668142,0.038789,0.0458842,0.0602954,0,0,0,0.0264841,0.0154676,0.055272,0,0.0508925,0,0,0,0,0,0,0,0,0,0.0296338,0.00381996,0.0158171,0.0357556,0,0.0425048,0,0,0,0,0
157,0.0527643,0,0,0,0.0415179,0,0.0435317,0,0,0,0.0153737,0,0,0.0374417,0.0385672,0.0309691,0.0123591,0.0406853,0.0268135,0.0403414,0.0287421,0.022904,0.0144932,0.0204235,0.0198764,0.041441,0.0183137,0.0501534,0,0,0.0438722,0.0473204,0,0.0183068,0,0.0123997,0.0503495,0.0174944,0.0408119,0.0520906,0.0440366,0.0598673,0.0685458,0.0386323,0.0453084,0.0619305,0,0,0,0.0266438,0.0139888,0.0515138,0,0.050655,0.0579571,0,0,0,0,0,0,0,0,0.028383,0.0037051,0.017326,0.0369974,0,0.0431775,0,0,0,0,0
158,0.0538031,0,0,0,0.0415115,0,0.0445174,0,0,0,0.0145614,0,0,0.0367587,0.0412301,0.0277035,0.0135148,0.0397497,0.023292,0.0386674,0.0296881,0.026708,0.0170798,0.0210197,0.0188681,0.0425546,0.0180358,0.0462032,0,0.0298309,0.0463642,0.0479847,0,0.0181686,0,0.0123803,0.0483558,0.0251789,0.0408134,0.05155,0.0500207,0.0562443,0.0668442,0.0390557,0.0455226,0.0600164,0,0,0,0.0307881,0.0133354,0,0,0.0480292,0,0,0,0,0,0,0,0,0,0.030747,0.00384372,0.0185523,0.033444,0,0.0420992,0.0393513,0,0,0,0
159,0.052606,0,0,0,0.041653,0,0.0438071,0,0,0,0.0149788,0,0,0.0374873,0.0376371,0.0316128,0.0129588,0.0411691,0.0263848,0.0408763,0.0280994,0.0235924,0.0147992,0.0202044,0.019128,0.041336,0.0183269,0.0501352,0,0,0.040803,0.0473103,0,0.0184592,0,0.0125741,0.0518121,0.0153599,0.0402575,0.0528698,0.0469284,0.0611274,0.0710004,0.0386666,0.0448351,0.0626939,0,0,0,0.0275718,0.00988169,0.10971,0,0.0444297,0,0,0,0,0,0,0,0,0,0.0278984,0.00364236,0.0178347,0.0380061,0,0.0454335,0,0,0,0,0
160,0.0540092,0,0,0,0.0416491,0,0.0434975,0,0,0,0.0142091,0,0,0.0368618,0.0397748,0.031489,0.012943,0.0386207,0.0226064,0.0413044,0.0278426,0.023087,0.0150215,0.0204534,0.0196012,0.0426691,0.0181408,0.0471588,0,0.0299835,0.0475597,0.0481653,0,0.018261,0,0.0123713,0.0504633,0.0239556,0.0391459,0.0529272,0.0511919,0.0559967,0.0666809,0.0391742,0.0457843,0.0596193,0,0,0,0.0268742,0.014125,0,0,0.0463776,0,0,0,0,0,0,0,0,0,0.029512,0.00367415,0.0193316,0.033254,0,0.0420114,0,0,0,0,0
161,0.0540208,0,0,0,0.0417805,0,0.0438642,0,0,0,0.0140416,0,0,0.03685,0.0400012,0.0316055,0.0127908,0.0385962,0.0219369,0.0409185,0.0278532,0.0230562,0.0150345,0.0205021,0.0190499,0.0425391,0.0181483,0.0463979,0,0.0297952,0.0480611,0.0482561,0,0.0183549,0,0.012522,0.0502586,0.0241342,0.0389266,0.0533216,0.0510255,0.0558498,0.0665875,0.039206,0.0457133,0.0595144,0,0,0,0.0267638,0.0143531,0,0,0.0454431,0,0,0,0,0,0,0,0,0,0.0293428,0.00365991,0.0188108,0.0332583,0,0.0418287,0,0,0,0,0
162,0.0539521,0,0,0,0.0404642,0,0.0450331,0,0,0,0.0158567,0,0,0.00936381,0.039649,0.0317581,0.0132592,0.0403184,0.024548,0.0402755,0.0287341,0.0227712,0.0144934,0.0200821,0.0177623,0.038964,0,0.0408378,0,0.0284799,0.0457083,0.0494499,0,0.0184018,0,0.0126625,0.0496537,0.0170268,0.0391607,0.0542007,0.0439424,0.0617825,0.0706336,0.0392669,0.0436192,0.0624894,0,0,0,0.0265787,0.0142815,0.0522854,0,0.0434524,0.0578778,0,0,0,0,0,0,0,0,0.0279616,0.00365946,0.0122531,0.0400052,0,0.0462572,0,0,0,0,0
163,0.0533442,0,0,0,0.0420602,0,0.0473102,0,0,0,0.0137046,0,0,0.0369735,0.0421047,0.0274962,0.0136123,0.039875,0.0210839,0.0376817,0.0304402,0.0260288,0.0164713,0.0204913,0.0154968,0.0424938,0.0182437,0.0412588,0,0.0290602,0.0490238,0.0479003,0,0.0205935,0,0.0233853,0.0462427,0.0235333,0.0402996,0.0542824,0.0444371,0.0582069,0.0678523,0.0384098,0.0447701,0.060718,0,0,0,0.030063,0.0136313,0.0557332,0,0.0452316,0,0,0,0,0,0,0,0,0,0.0293273,0.00706139,0.0133136,0.0357493,0,0.0430113,0.0409407,0.0163398,0,0,0
164,0.053284,0,0,0,0.0422954,0,0.0474726,0,0,0,0.0135654,0,0,0.0369772,0.0422639,0.0275794,0.0134181,0.039926,0.0206416,0.0377237,0.0304168,0.0260198,0.0163346,0.0206525,0.0154797,0.0427091,0.0182296,0.04051,0,0.0286927,0.0492472,0.0480176,0,0.0206183,0,0.0235812,0.0460956,0.0233818,0.0402019,0.054495,0.0439321,0.0581371,0.0678739,0.0384632,0.0446402,0.0606106,0,0,0,0.0299627,0.0136887,0.0547435,0,0.0444797,0,0,0,0,0,0,0,0,0,0.029176,0.00721079,0.0133876,0.0355354,0,0.0429191,0.0408853,0.016664,0,0,0
165,0.0533763,0,0,0,0.0423984,0,0.0479093,0,0,0,0.0135198,0,0,0.037069,0.0435115,0.0281923,0.0157716,0.0403225,0.0204875,0.0382071,0.03008,0.02631,0.0158252,0.0195984,0.0149705,0.0428996,0.0182131,0.0392998,0,0.0281851,0.0496724,0.0480214,0,0.0207133,0,0.0237865,0.0450533,0.0233108,0.0398488,0.0541338,0.0434158,0.0579829,0.0677383,0.0385679,0.045168,0.0602965,0,0,0,0.0301018,0.0132642,0.0542105,0,0.0442684,0,0,0,0,0,0,0,0,0,0,0.00753504,0.0130401,0.0352404,0,0.0426869,0.0400701,0.0172819,0,0,0
166,0.0533183,0,0,0,0.0424367,0,0.047736,0,0,0,0.0133899,0,0,0.0371719,0.043628,0.0281133,0.0153972,0.0402685,0.0200094,0.0383677,0.0298822,0.0262651,0.0157239,0.0195888,0.0151897,0.0428393,0.0183764,0.0390973,0,0.0279917,0.0496842,0.0481555,0,0.0207695,0,0.0240322,0.0450505,0.0230465,0.0398528,0.0543142,0.0434147,0.0579137,0.0676342,0.0386014,0.045544,0.0601434,0,0,0,0.0300911,0.0127623,0.0538527,0,0.0441405,0,0,0,0,0,0,0,0,0,0,0.00790194,0.0127519,0.0351394,0,0.0426014,0.0397691,0.0179985,0,0,0
167,0.0532757,0,0,0,0.0425532,0,0.0473998,0,0,0,0.0132186,0,0,0.0370771,0.0426781,0.0276231,0.0120017,0.0403169,0.0192153,0.038374,0.0299116,0.0258207,0.0158825,0.0207883,0.0155411,0.0430171,0.0183097,0.0395639,0,0.0283211,0.0490042,0.0486668,0,0.0192772,0,0.0148509,0.0459095,0.0223702,0.0404663,0.0541908,0.0433367,0.0580198,0.0675498,0.0390078,0.0456652,0.0602362,0,0,0,0.0297702,0.0123578,0.0533262,0,0.0443679,0,0,0,0,0,0,0,0,0,0.0294793,0.0043878,0.012749,0.035397,0,0.0426882,0.0404118,0,0,0,0
168,0.052658,0,0,0,0.0426056,0,0.0469262,0,0,0,0.0134557,0,0,0.037257,0.0417488,0.0276583,0.0116653,0.0413268,0.0202355,0.0381261,0.0299067,0.0259438,0.0156845,0.0204888,0.0161496,0.0426784,0.0182169,0.036224,0,0.0266135,0.0461824,0.0485236,0,0.0195051,0,0.0150098,0.0465984,0.0180479,0.0405846,0.0545471,0.0412479,0.0613452,0.0701191,0.0388126,0.0453693,0.061489,0,0,0,0.0295687,0.0120888,0.0509395,0,0.0424278,0.0579878,0,0,0,0,0,0,0,0,0.0284531,0.0044194,0.0122665,0.0391288,0,0.0456512,0.040927,0,0,0,0
169,0.0526073,0,0,0,0.0426619,0,0.0465012,0,0,0,0.0134732,0,0,0.0371849,0.0418231,0.0275913,0.0112494,0.04149,0.0199073,0.0383228,0.030019,0.0258322,0.0155406,0.0203062,0.0168795,0.0426948,0.0182024,0.035691,0,0.0264843,0.0460268,0.0486314,0,0.0196386,0,0.0151153,0.0464914,0.0176283,0.0405524,0.054684,0.0408498,0.0614788,0.069959,0.0388016,0.045503,0.0615071,0,0,0,0.0292737,0.0118543,0.0511336,0,0.0431887,0.0578759,0,0,0,0,0,0,0,0,0.0281168,0.00458612,0.0129173,0.0391457,0,0.0454984,0.0407505,0,0,0,0
170,0.0525809,0,0,0,0.0427271,0,0.0464389,0,0,0,0.0134058,0,0,0.0372734,0.0420314,0.0274461,0.010717,0.0416616,0.0196829,0.038551,0.0300983,0.0256949,0.0152869,0.0201021,0.0174637,0.0427438,0.018247,0.0354318,0,0.0261261,0.0457705,0.0486289,0,0.0197983,0,0.0151774,0.0463702,0.0172992,0.0404594,0.0548276,0.040472,0.0613482,0.0698045,0.0387796,0.0457867,0.0615577,0,0,0,0.0291447,0.0117481,0.0512785,0,0.0441107,0.0577936,0,0,0,0,0,0,0,0,0.02804,0.00473058,0.0133048,0.0389979,0,0.045085,0.0405365,0,0,0,0
171,0.0522976,0,0,0,0.0428278,0,0.0466581,0,0,0,0.0132075,0,0,0.0373716,0.0421086,0.0270487,0.0100621,0.0415025,0.0196201,0.0386731,0.0302215,0.0256107,0.0149076,0.0199603,0.0177957,0.0428357,0.0182286,0.035298,0,0.025851,0.0455603,0.0482167,0,0.0212208,0,0.0251185,0.0462533,0.0171721,0.0400441,0.0557193,0.0402274,0.0610951,0.0696194,0.0383726,0.0461106,0.0616564,0,0,0,0.0292817,0.0116753,0.0514231,0,0.0448274,0.0576252,0,0,0,0,0,0,0,0,0.0275794,0.00884912,0.0135212,0.038779,0,0.0447555,0.0402992,0.0193614,0,0,0
172,0.0530602,0,0,0,0.0428897,0,0.047087,0,0,0,0.0130728,0,0,0.0371298,0.04349,0.0270298,0.00932314,0.0411313,0.0181617,0.0395229,0.0302918,0.0249752,0.0143553,0.0199337,0.0182125,0.0434432,0.0181319,0.0375852,0,0.0271879,0.0483032,0.0486922,0,0.0201032,0,0.0148252,0.0450994,0.0209176,0.0397196,0.0547294,0.0420092,0.0575536,0.0668431,0.0389255,0.0461438,0.0604928,0,0,0,0.0289237,0.0109403,0.0539552,0,0.0474784,0,0,0,0,0,0,0,0,0,0.0281679,0.00484866,0.0137138,0.0347191,0,0.0418897,0.039412,0,0,0,0
173,0.0524164,0,0,0,0.0429142,0,0.0466088,0,0,0,0.0131333,0,0,0.0377174,0.0426673,0.0272337,0.00880064,0.0420838,0.0195182,0.0392649,0.030158,0.0249537,0.0141107,0.0196904,0.01921,0.0426835,0.0187193,0.0347123,0,0.0253459,0.045229,0.0485332,0,0.0203522,0,0.0147656,0.0461441,0.0169373,0.0394057,0.0549921,0.0400479,0.0608151,0.0695177,0.0388849,0.0453871,0.0618369,0,0,0,0.0292492,0.0115819,0.0512553,0,0.0452738,0.0576684,0,0,0,0,0,0,0,0,0.0272781,0.00491381,0.0138467,0.0383256,0,0.0451051,0.0390223,0,0,0,0
174,0.0530223,0,0,0,0.0414426,0,0.0464738,0,0,0,0.0150385,0,0,0.00991184,0.0418556,0.0276954,0.00815923,0.042557,0.021175,0.0395266,0.0299103,0.0244551,0.0134354,0.0193327,0.0199919,0.0399938,0,0.0256528,0,0.0234046,0.0440117,0.050149,0,0.0204258,0,0.0145627,0.0481361,0.0144719,0.0396896,0.0555544,0.0384357,0.0638938,0.0729165,0.0391742,0.0443727,0.0636513,0,0,0,0.0287695,0.0156629,0.0459444,0,0.0451891,0.0527545,0,0,0,0.0691009,0,0,0,0,0.0264591,0.0050091,0.0239514,0.04352,0,0.0485878,0.0401822,0,0,0,0
175,0.052048,0,0,0,0.0429049,0,0.0467204,0,0,0,0.0128688,0,0,0.0386337,0.0420461,0.0273754,0.00752722,0.0427631,0.0205127,0.0398675,0.0297909,0.0242568,0.0130133,0.0191773,0.0207056,0.0419742,0.0215475,0.0255527,0,0.023319,0.0438749,0.0486565,0,0.0207056,0,0.0145935,0.0481197,0.0148618,0.0397326,0.0551371,0.0382024,0.0637668,0.0728946,0.0389128,0.0457071,0.0631417,0,0,0,0.0283181,0.0156862,0.0459217,0,0.0451406,0.0528183,0,0,0,0.0690395,0,0,0,0,0.0264509,0.00513316,0.0239227,0.0435635,0,0.0485143,0.0397098,0,0,0,0
176,0.0525237,0,0,0,0.0430589,0,0.0457648,0,0,0,0.0129899,0,0,0.0377625,0.0422714,0.029843,0.00689897,0.0413803,0.0202336,0.0428642,0.0284314,0.0214231,0.0110326,0.0188992,0.0236064,0.042414,0.0191982,0.0361064,0,0.0255657,0.0457858,0.0484462,0,0.0207587,0,0.0143553,0.0481662,0.0160505,0.03739,0.0547479,0.0405667,0.0602867,0.0692736,0.0390083,0.0465685,0.0617824,0,0,0,0.02502,0.0123105,0.0504113,0,0.0447385,0.0572098,0,0,0,0,0,0,0,0,0.0267422,0.00510701,0.0133412,0.0382306,0,0.0449018,0,0,0,0,0
177,0.0519572,0,0,0,0.0431807,0,0.0474454,0,0,0,0.0132759,0,0,0.0376169,0.0424487,0.0267843,0.00635634,0.0427818,0.0204657,0.0405643,0.0294285,0.0237962,0.0124282,0.0187909,0.0229004,0.0422467,0.0183512,0.0263845,0,0.0233438,0.0439383,0.0482796,0,0.0209099,0,0.0142713,0.0475062,0.0150155,0.0393849,0.0547833,0.0376543,0.0634059,0.0727464,0.038815,0.0459533,0.0631852,0,0,0,0.0276189,0.0159898,0.0457254,0,0.0447117,0.0526342,0,0,0,0.0676523,0,0,0,0,0.0263814,0.00513972,0.0226926,0.0433094,0,0.0483654,0.0392264,0,0,0,0
178,0.0531344,0,0,0,0.0418041,0,0.0450933,0,0,0,0.0147856,0,0,0.00982935,0.0446499,0.0254052,0.00629441,0.0416274,0.0206754,0.0417251,0.030669,0.0254838,0.0141681,0.0220028,0.0240535,0.0403223,0,0.0361381,0,0.0249963,0.0447117,0.05017,0,0.0207588,0,0.0139077,0.0452355,0.0174732,0.0381925,0.0551374,0.0384379,0.0606737,0.0699194,0.039304,0.0451251,0.0632651,0,0,0,0.0287079,0.0117375,0.0503439,0,0.0439835,0.0562786,0,0,0,0,0,0,0,0,0.0289271,0.0049979,0.0134473,0.0388415,0,0.0455233,0.0362251,0,0.0307078,0,0
