Timestep,C7,CBL,CBR,CFR,CLAV,IMUL_B,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,REAR,RELB,RFIN,RFRM,RGTR,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBP,RUPA,STRN,T10,x71,x72,x73,LTIBA,RKNE,RTHI,RBHD,RHEE,RTHII,,RFHD,IMUL_M,RTHIA,IMUR_B,IMUL_T,IMUR_M,CFL,LTHI,RWRB,RTOE,RTIBA,x74,RTIBI,LASI,RWRA,LANK,LHEE,LWRA
179,0.053209,0,0,0,0.0432805,0,0.0445442,0,0,0,0.0128838,0,0,0.0372859,0.0474509,0.0258594,0.00695935,0.0406434,0.0174602,0.0435887,0.0291321,0.0259283,0.0144664,0.0211979,0.0254314,0.0437782,0.0184157,0.0409985,0,0.0255802,0.0481249,0.0490096,0,0.0207813,0,0.0137907,0.0444538,0.0245264,0.0378388,0.0540938,0.0446473,0.0549638,0.0661507,0.0393035,0.0470427,0.0601974,0,0,0,0.0290838,0.00938978,0,0,0.0441003,0,0,0,0,0,0,0,0,0,0,0.00498621,0.016996,0.0328711,0,0.041564,0.0338136,0,0.0292418,0,0
180,0.0532121,0,0,0,0.0419062,0,0.0450109,0,0,0,0.0143503,0,0,0.00965975,0.0463297,0.0246214,0.00498571,0.0406628,0.0195887,0.0428364,0.030246,0.0246386,0.0133856,0.020956,0.0266021,0.0410159,0,0.039841,0,0.0265175,0.0484864,0.0502549,0,0.0223501,0,0.0249335,0.0435187,0.0219208,0.0378904,0.0561377,0.0404911,0.0569613,0.0666017,0.0389387,0.0458715,0.0622169,0,0,0,0.027988,0.0106488,0.0524177,0,0.0453809,0,0,0,0,0,0,0,0,0,0.0295295,0.0108823,0.0146919,0.0351358,0,0.0427071,0.0350113,0.0207979,0.0304272,0,0
181,0.052968,0,0,0,0.0418613,0,0.0442047,0,0,0,0.014513,0,0,0.00971521,0.0451144,0.0247108,0.00422588,0.0422559,0.0204669,0.043265,0.0296996,0.0240671,0.0126775,0.0198548,0.028812,0.0404605,0,0.0286472,0,0.0245062,0.0469983,0.0503842,0,0.0210573,0,0.0145757,0.0448829,0.0186917,0.0391456,0.0555836,0.0388751,0.0604116,0.0698326,0.0391699,0.0455342,0.0633767,0,0,0,0.0276906,0.0151958,0.0467173,0,0.0450202,0,0,0,0,0.0702122,0,0,0,0,0.0286289,0.00527015,0.0179452,0.0402696,0,0.0462384,0.0364257,0,0.0302221,0,0
182,0.051686,0,0,0,0.0433756,0,0.0431602,0,0,0,0.0127747,0,0,0.0378966,0.0452484,0.0238194,0.00379351,0.0424437,0.0194101,0.043662,0.0293046,0.0235662,0.0120032,0.0189918,0.0307407,0.0427685,0.0186138,0.0291964,0,0.0248427,0.0469616,0.0485039,0,0.0228785,0,0.0248741,0.0447846,0.0192874,0.0392802,0.0565892,0.0390254,0.0601016,0.0694304,0.038176,0.0469345,0.0627105,0,0,0,0.0274454,0.0157214,0.0468158,0,0.0451242,0,0,0,0,0.0697495,0,0,0,0,0.0293969,0.0110257,0.0168543,0.0399713,0,0.0459992,0.0357539,0.0203281,0.0301985,0,0
183,0.0526258,0,0,0,0.0418558,0,0.0422107,0,0,0,0.015,0,0,0.0100484,0.0452459,0.024248,0.00389969,0.0437072,0.0217422,0.0438558,0.0290136,0.0235061,0.0115649,0.0181806,0.032752,0.0399221,0,0.0287672,0,0.0243421,0.044151,0.0501959,0,0.0210869,0,0.014429,0.0452456,0.0154689,0.0389166,0.0559813,0.0373633,0.0628054,0.0715289,0.0387845,0.045477,0.0643162,0,0,0,0.0275562,0.0172361,0.0450483,0,0.0435535,0.0505643,0,0,0,0.0664617,0,0,0,0,0.0292862,0.00524979,0.0176924,0.0429991,0,0.0484264,0.0347933,0,0.0299397,0,0
184,0.0516907,0,0,0,0.043335,0,0.0423039,0,0,0,0.0130486,0,0,0.037903,0.0462015,0.0232217,0.00325306,0.0430095,0.0195145,0.0446419,0.0287484,0.0226894,0.010763,0.0173001,0.0354434,0.0427141,0.0185337,0.0295337,0,0.0252221,0.0469673,0.0485731,0,0.0221483,0,0.0249987,0.0442229,0.0196316,0.039044,0.0571857,0.0390103,0.059518,0.0690753,0.0380632,0.0472364,0.0627197,0,0,0,0.0272044,0.0164811,0.0467345,0,0.0449935,0,0,0,0,0.0686493,0,0,0,0,0.0293467,0.0110045,0.0158885,0.0400084,0,0.0459237,0.0340465,0.0209116,0.0301894,0,0
185,0.0513587,0,0,0,0.0432972,0,0.0418087,0,0,0,0.0132368,0,0,0.0380845,0.0454256,0.0232604,0.00381634,0.0439719,0.0206629,0.0448355,0.0281592,0.0231103,0.0104694,0.0163171,0.0379999,0.0420192,0.0186499,0.0356923,0,0,0.0439358,0.0484294,0,0.0219838,0,0.0249672,0.0452349,0.0162029,0.0391612,0.0577632,0.0370924,0.0613361,0.0700188,0.0378009,0.0471953,0.0638335,0,0,0,0.0273169,0.0166343,0.0447932,0,0.0472284,0.050859,0,0,0,0.0661878,0,0,0,0,0.0289683,0.010684,0.0156206,0.0403143,0,0.0458614,0.0338212,0.0207423,0.0296935,0,0
186,0.0513172,0,0,0,0.0433469,0,0.0400727,0,0,0,0.0131706,0,0,0.0380938,0.0456651,0.0223752,0.00414397,0.0440031,0.0206221,0.0443736,0.0274023,0,0.0119943,0.0147121,0.0402758,0.0418716,0.0186974,0.0366032,0,0,0.0436404,0.0485055,0,0.0218253,0,0.0247442,0.0450247,0.0164548,0.039266,0.0586611,0.0372406,0.0614273,0.0699592,0.0376496,0.0469555,0.0641355,0,0,0,0.0293162,0.0170503,0.0448105,0,0.0472561,0.0506208,0,0,0,0.0659457,0,0,0,0,0.0304228,0.010323,0.0150863,0.0404512,0,0.045919,0.032612,0.0204213,0.0275638,0,0
187,0.0514346,0,0,0,0.0433201,0,0.0404973,0,0,0,0.0130825,0,0,0.0381168,0.0467853,0.0227154,0.00417648,0.0445444,0.020689,0.0460805,0.0278687,0.0223807,0.00938188,0.014763,0.0408014,0.0418824,0.0186932,0.0303237,0,0.0252788,0.0447172,0.0483473,0,0.021571,0,0.0246586,0.0441061,0.0164306,0.0387379,0.0586384,0.0381099,0.0622251,0.0708217,0.037669,0.0462128,0.0639115,0,0,0,0.0267141,0.0188243,0.0452352,0,0.0438416,0.050371,0,0,0,0.0652748,0,0,0,0,0.0300194,0.0101389,0.0154331,0.0430576,0,0.0482654,0.0317144,0.0204036,0.0293021,0,0
188,0.0521347,0,0,0,0.0431612,0,0.0390457,0,0,0,0.0127899,0,0,0.0378282,0.0473815,0.0223033,0.00388773,0.043105,0.0184913,0.0473516,0.02709,0.0211058,0.00879271,0.0141133,0.0430387,0.0426199,0.0187138,0.0317526,0,0.0250838,0.0472469,0.0487892,0,0.0212385,0,0.0247561,0.0433052,0.0208782,0.0381472,0.0593292,0.042738,0.0576642,0.0682345,0.0378496,0.0468755,0.0625793,0,0,0,0.0261821,0.0189152,0,0,0.0433966,0,0,0,0,0.0706767,0,0,0,0,0.0308603,0.00989905,0.012251,0.0390409,0,0.0454278,0.0310354,0.0203771,0.0293693,0,0
189,0.0519942,0,0,0,0.0431036,0,0.0383312,0,0,0,0.0129377,0,0,0.0382311,0.0485173,0.0222735,0.00416876,0.0443219,0.0192416,0.0478426,0.027383,0.0206411,0.00863791,0.0137603,0.0440329,0.0421938,0.019,0.0321404,0,0.0258247,0.048548,0.0486779,0,0.0211255,0,0.0249295,0.0428986,0.0197601,0.0388326,0.0596509,0.0400017,0.0590833,0.0684735,0.0377226,0.0468505,0.0634248,0,0,0,0.0261282,0.0189624,0.0466164,0,0.046088,0,0,0,0,0.0676436,0,0,0,0,0.0309413,0.00984828,0.0136258,0.0404142,0,0.046101,0.0302402,0.0204819,0.0287182,0,0
190,0.0522007,0,0,0,0.0430345,0,0,0,0,0,0.0129879,0,0,0.0383337,0.0482004,0.0229151,0.00325226,0.0442463,0.0188498,0.0463388,0.028222,0,0.00937866,0.0118799,0.0410736,0.0423727,0.0189696,0.0333354,0,0.0263117,0.0478887,0.0488332,0,0.0209412,0,0.024815,0.0435182,0.0195232,0.0387049,0.0602421,0.0407078,0.0593339,0.0684656,0.0377923,0.0467788,0.063347,0,0,0,0.0280446,0.0195796,0.0470339,0,0.0464407,0,0,0,0,0.0673029,0,0,0,0,0.0311227,0.00984151,0.0130093,0.0406611,0,0.0462835,0.0300311,0.0203849,0.0292398,0,0
191,0.0523995,0,0,0,0.0430363,0,0.0350327,0,0,0,0.0131762,0,0,0.0383591,0.0481655,0.0231831,0.00413423,0.0450047,0.0188816,0.0502482,0.0260497,0.0197894,0.00815556,0.0121498,0.0499179,0.0422716,0.0188983,0.034392,0,0.0272308,0.0496058,0.0491651,0,0.0201965,0,0.015324,0.0448605,0.0181589,0.0388985,0.0595918,0.0420045,0.0588583,0.0676915,0.0382121,0.0465193,0.0633994,0,0,0,0.0253278,0.0209627,0.0466739,0,0.0473339,0,0,0,0,0.0660137,0,0,0,0,0.0302368,0.00561518,0.01209,0.0404089,0,0.0457208,0,0,0.0290277,0,0
192,0.0521697,0,0,0,0.042988,0,0.0362983,0,0,0,0.013262,0,0,0.0383349,0.050088,0.0226493,0.00840862,0.0452725,0.0190498,0.0508278,0.0231338,0.0292267,0.0160035,0.0140039,0.0506112,0.0423025,0.018886,0.0341653,0,0.0270445,0.0502679,0.0489679,0,0.0210769,0,0.024293,0.0436457,0.0185805,0.0387064,0.0609744,0.0416626,0.0585457,0.0675938,0.0376641,0.0462155,0.0637422,0,0,0,0.032052,0.0210254,0.0462743,0,0.0477036,0,0,0,0,0.0659874,0,0,0,0,0,0.00983635,0.0122841,0.0409617,0,0.0457668,0,0.019934,0.0212974,0.0423272,0
193,0.0518932,0,0,0,0.0430018,0,0.0351419,0,0,0,0.0133075,0,0,0.0383279,0.0507266,0.0206013,0.00627583,0.0455265,0.0190674,0.0493,0.024413,0.0287534,0.0156723,0.0144639,0.0517352,0.0423523,0.0188529,0.0338345,0,0.0266853,0.0499346,0.0493363,0,0.0208982,0,0.0245355,0.0428645,0.0194438,0.039527,0.0618725,0.0412904,0.0590472,0.0679088,0.037418,0.045814,0.0646917,0,0,0,0.0313026,0.0211741,0.0454457,0,0.0477427,0,0,0,0,0.0655864,0,0,0,0,0.0341914,0.00956492,0.0125783,0.0414159,0,0.0461166,0.0284549,0.0198882,0.0226472,0.0449008,0
194,0.0521347,0,0,0,0.042967,0,0.032967,0,0,0,0.0132974,0,0,0.0382027,0.0493135,0.0209916,0.00762373,0.0461924,0.0188045,0.0506956,0.0236334,0.0293158,0.0160139,0.014328,0.0556156,0.0422654,0.0188194,0.0349237,0,0.0272691,0.0507306,0.0497985,0,0.0205551,0,0.0160063,0.0449204,0.0179098,0.0399455,0.0606494,0.0427361,0.0588883,0.0673582,0.0377848,0.0465092,0.0645954,0,0,0,0.0310516,0.0227771,0.0448378,0,0.0482221,0,0,0,0,0.0642776,0,0,0,0,0.0342771,0.00602367,0.0119375,0.0409403,0,0.0457606,0,0,0.0237202,0.0464358,0
195,0.0521231,0,0,0,0.0428855,0,0.0267879,0,0,0,0.0133221,0,0,0.0382686,0.0490018,0.0220331,0.00559367,0.0460693,0.0188155,0.0510686,0.0241447,0,0.0128655,0.0128477,0.0603034,0.042083,0.0189539,0.0350707,0,0.027405,0.0511889,0.0495266,0,0.0212073,0,0.0246549,0.0450694,0.0176042,0.0393554,0.0613521,0.0429736,0.0588193,0.0672151,0.0372443,0.0463463,0.0643346,0,0,0,0.028112,0.0232093,0.0448535,0,0.0480784,0,0,0,0,0.0642326,0,0,0,0,0.0337255,0.0097837,0.0117552,0.040902,0,0.0456112,0,0.0199426,0.0294411,0,0
196,0.0514881,0,0,0,0.0429217,0,0.0287162,0,0,0,0.0136359,0,0,0.0386597,0.0487461,0.0208123,0.01171,0.0470922,0.0200362,0.0503862,0.0219749,0,0.0206069,0.0168274,0.062536,0.0413799,0.0191131,0.0353283,0,0.0267807,0.0490331,0.0495661,0,0.021244,0,0.0249085,0.0455056,0.0147502,0.0401859,0.0616931,0.0413419,0.0618576,0.069586,0.0368828,0.0451682,0.0658247,0,0,0,0.035208,0.0232406,0.0429974,0,0.0461874,0.0495774,0,0,0,0.0618766,0,0,0,0,0.0360001,0.0101619,0.0118258,0.0440702,0,0.0481617,0,0.0203397,0.0231871,0.0443511,0
197,0.0517276,0,0,0,0.0429269,0,0.0300113,0,0,0,0.0138503,0,0,0.038758,0.0491973,0.021729,0.00921957,0.0478167,0.0202146,0.0512294,0.0226592,0.0314751,0.0186015,0.0162223,0.0662757,0.0412298,0.0192335,0.0351863,0,0.0265961,0.0496271,0.049816,0,0.0209235,0,0.0159783,0.0452479,0.0143406,0.0401514,0.0600628,0.0410795,0.0614664,0.0695371,0.0372274,0.045384,0.0656467,0,0,0,0.0321299,0.0233957,0.0428954,0,0.0465047,0.0497657,0,0,0,0.0618358,0,0,0,0,0.0350739,0.00604073,0.0120988,0.0441693,0,0.0481961,0,0,0.0250817,0.0494806,0
198,0.052247,0,0,0,0.0426923,0,0.0261895,0,0,0,0.0136954,0,0,0.038496,0.0487744,0.0230758,0.0074305,0.0468504,0.0191945,0.0522743,0.0243519,0.0246611,0.0137501,0.0158254,0.0717761,0.0417274,0.01927,0.0359895,0,0.0365663,0.0518101,0.0496267,0,0.0213583,0,0.0245526,0.0467242,0.0162269,0.0393366,0.0606232,0.0384575,0.0574964,0.0677723,0.0369869,0.0459278,0.0645844,0,0,0,0.0258362,0.021371,0.0407027,0,0,0.0520551,0,0,0,0.0605536,0,0,0,0,0.0336573,0.010066,0.018582,0.0390833,0,0.0431034,0,0.0205593,0.0318548,0,0
199,0.0523465,0,0,0,0.0425059,0,0.0302929,0,0,0,0.0139245,0,0,0.0386477,0.0505292,0.0256354,0.0156629,0.0480984,0.0205073,0,0.0190927,0.0319294,0.0183661,0.0156686,0.0680795,0.0413479,0.0192338,0.0351989,0,0.0266161,0.0510959,0.0492102,0,0.0215125,0,0.0245089,0.0455186,0.0132011,0.038489,0.0594764,0.0411062,0.0613299,0.069318,0.0370159,0.0457613,0.0647343,0,0,0,0.0315333,0.0239686,0.0429877,0,0.0477824,0.0506468,0,0,0,0.0615139,0,0,0,0,0.0404005,0.0100391,0.0123372,0.0438256,0,0.0480204,0,0.0207645,0.0245151,0.0503755,0
200,0.0522577,0,0,0,0.0423294,0,0.0264723,0,0,0,0.0139919,0,0,0.0385802,0.0495005,0.0238384,0.00883174,0.0479631,0.0206234,0.0526093,0.0240143,0.0261494,0.0155996,0.0182298,0.0750857,0.0411918,0.0192916,0.0356452,0,0.0266236,0.0509497,0.0493714,0,0.0216853,0,0.024527,0.0452836,0.0136486,0.0389615,0.0600811,0.0406425,0.0614265,0.0695167,0.0368926,0.0454202,0.0653524,0,0,0,0.0270763,0.023977,0.0426898,0,0.0478237,0.0503447,0,0,0,0.0611982,0,0,0,0,0.0349539,0.00995468,0.0121327,0.0441811,0,0.048257,0,0.0207289,0.0310557,0,0
201,0.0520828,0,0,0,0.0422146,0,0.0302422,0,0,0,0.0139134,0,0,0.0386092,0.0498388,0.022547,0.0111489,0.0482671,0.020743,0.0523378,0.0220159,0.0332627,0.0217218,0.0200418,0.0754461,0.0410483,0.0192768,0.0357842,0,0.0266843,0.0514482,0.0495011,0,0.0219316,0,0.0244093,0.0455325,0.0136662,0.0397249,0.0605178,0.0403956,0.0611067,0.0695411,0.036909,0.0448191,0.0658654,0,0,0,0.0337194,0.0242337,0.042268,0,0.0479506,0.0502173,0,0,0,0.0606782,0,0,0,0,0.0382674,0.0100746,0.0119524,0.044136,0,0.0482416,0,0.0207403,0.0249537,0.0512304,0
202,0.0526266,0,0,0,0.0420852,0,0.0303974,0,0,0,0.0130305,0,0,0.0385105,0.0528722,0.0236518,0.015592,0.0484548,0.0208154,0.0555064,0.0200958,0.033416,0.0213795,0.0204973,0.0668793,0.0416503,0.0193468,0.0406984,0,0.0261053,0.0540894,0.0489764,0,0.0225607,0,0.0242155,0.0415695,0.0160788,0.0380435,0.0595204,0.0406264,0.0603752,0.0676804,0.0367686,0.0445635,0.0648072,0,0,0,0.032733,0.0232262,0.0439382,0,0.046131,0.0515637,0,0,0,0,0,0,0,0,0.040416,0.0106045,0.011158,0.0433273,0,0.0475407,0,0.0205892,0.0305611,0.0537673,0
203,0.0526116,0,0,0,0.0418887,0,0.0265962,0,0,0,0.0133624,0,0,0.0388359,0.0509025,0.0254497,0.0153017,0.0493102,0.021798,0.0551652,0.0217912,0.0283372,0.0193107,0.0233508,0.0695848,0.0411325,0.019101,0.0336885,0,0.0257403,0.0523392,0.0488928,0,0.0226869,0,0.0240491,0.0449923,0.0123845,0.0386426,0.0591807,0.0394906,0.0615134,0.0696468,0.0368186,0.0447049,0.0651349,0,0,0,0.0267694,0.0248766,0.0416489,0,0.0481869,0.0498244,0,0,0,0.0592993,0,0,0,0,0.0353317,0.0104388,0.0129478,0.0455415,0,0.0489057,0,0.0206777,0.0393469,0,0
204,0.05227,0,0,0,0.041918,0,0.0320338,0,0,0,0.0141258,0,0,0.0386327,0.0500877,0.0236246,0.0139474,0.0489296,0.0214406,0.0534689,0.0211829,0.0341287,0.0237215,0.0222456,0.0812508,0.0407735,0.0192787,0.0359739,0,0.027293,0.0525911,0.0495045,0,0.0224127,0,0.0240595,0.0457986,0.0132713,0.0396022,0.060443,0.0400597,0.0605688,0.0692136,0.0368586,0.0445606,0.0657059,0,0,0,0.0343494,0.0249671,0.0419082,0,0.048787,0.05061,0,0,0,0.0597398,0,0,0,0,0.0392491,0.0101697,0.0118989,0.0443072,0,0.0480471,0,0.0206787,0.0253527,0.0524907,0
205,0.0528185,0,0,0,0.0418354,0,0.0308372,0,0,0,0.0131699,0,0,0.0385047,0.0527364,0.0250362,0.0189758,0.0492627,0.0215599,0.0572285,0.019374,0.034045,0.0232865,0.0229403,0.0711527,0.0413985,0.0193206,0.0402749,0,0.0265191,0.0551379,0.0489212,0,0.0230364,0,0.0238978,0.0418781,0.0155977,0.0380743,0.0596169,0.0404032,0.0599442,0.0676002,0.0365369,0.0444062,0.0647163,0,0,0,0.0334062,0.0242373,0.0434328,0,0.0471112,0.052123,0,0,0,0,0,0,0,0,0.0419484,0.0103911,0.0111807,0.0435055,0,0.0474649,0,0.0202449,0.0317102,0.054809,0
206,0.0525786,0,0,0,0.04178,0,0.0321493,0,0,0,0.0140779,0,0,0.0387941,0.0516706,0.025237,0.0181725,0.0494631,0.0222325,0.0566166,0.0202286,0.0354609,0.0250492,0.0231262,0.0834963,0.0408042,0.0194164,0.0351022,0,0.0271222,0.0533084,0.0493258,0,0.0224479,0,0.0239703,0.0446549,0.0133347,0.0385816,0.0600285,0.0392682,0.0604637,0.0694585,0.0368405,0.0447427,0.0648029,0,0,0,0.0359038,0.0248494,0.0419665,0,0.0491451,0.0508322,0,0,0,0.0601922,0,0,0,0,0,0.0100769,0.0126838,0.0444448,0,0.0481462,0,0.0206594,0.0247959,0.0504399,0
207,0.05327,0,0,0,0.0416443,0,0.0302154,0,0,0,0.012774,0,0,0.0387738,0.0556282,0.0267835,0.0230431,0.0501341,0.0223111,0.0608934,0.0194287,0.0355827,0.0241791,0.0228871,0.0720794,0.0415231,0.0197674,0.0394461,0,0.0269614,0.056197,0.0484822,0,0.0230459,0,0.0235085,0.040318,0.0160251,0.0372079,0.0592098,0.0392689,0.0595449,0.0677082,0.0364351,0.0453418,0.0633827,0,0,0,0.0349523,0.0236193,0.0434377,0,0.0481146,0.0520786,0,0,0,0,0,0,0,0,0,0.0101216,0.0113888,0.0431785,0,0.0472195,0,0.0203091,0.0303833,0.0524639,0
208,0.0527187,0,0,0,0.0415842,0,0.0306585,0,0,0,0.0134532,0,0,0.039134,0.0516399,0.0262146,0.0216443,0.0509543,0.0228808,0.0586935,0.0196118,0.0345115,0.0241223,0.0240741,0.0732648,0.0407111,0.0195753,0.0330786,0,0.0265041,0.0537242,0.0490266,0,0.0226206,0,0.0233269,0.0464468,0.0112754,0.0399785,0.0603478,0.0393579,0.0608445,0.0695564,0.0362259,0.044751,0.0647824,0,0,0,0.0341147,0.02616,0.0406597,0,0.0497945,0.0499087,0,0,0,0.0574166,0,0,0,0,0.038338,0.0100437,0.0135131,0.0455681,0,0.0486686,0,0.0199668,0.0322028,0.0555555,0
209,0.0528525,0,0,0,0.04156,0,0.0314745,0,0,0,0.0141506,0,0,0.0390301,0.0520238,0.0267492,0.0224445,0.0500408,0.0225055,0,0.0199149,0.0337776,0.0234511,0.0225903,0.0796576,0.0404303,0.0195927,0.0358906,0,0.0281372,0.0536009,0.0495048,0,0.0217448,0,0.0232144,0.0465261,0.0121679,0.0390123,0.0607592,0.0402935,0.0599076,0.0690979,0.0366697,0.0446781,0.0641874,0,0,0,0.033923,0.0260394,0.0420778,0,0.0501725,0.050875,0,0,0,0.0587935,0,0,0,0,0.0512901,0.00965547,0.0124693,0.0443365,0,0.0477593,0,0.020305,0.0251966,0.0516443,0
210,0.0523574,0,0,0,0.0415254,0,0.0312786,0,0,0,0.0143771,0,0,0.0391257,0.0514345,0.0236178,0.0184973,0.0504413,0.0227584,0,0.0227455,0.0350851,0.0257271,0.0252104,0.0816551,0.0401887,0.0195407,0.0353948,0,0.0279524,0.0536183,0.0498119,0,0.0215531,0,0.0231114,0.0462134,0.012695,0.0405962,0.0622953,0.0396251,0.0601597,0.0693171,0.0363561,0.0433644,0.065934,0,0,0,0.0359972,0.0258713,0.0415644,0,0.0498944,0.0506285,0,0,0,0.0584422,0,0,0,0,0.0892386,0.00947568,0.0127417,0.044405,0,0.0478327,0,0.0199816,0.0251654,0.0511494,0
211,0.052222,0,0,0,0.0415203,0,0.0305972,0,0,0,0.0145327,0,0,0.0392542,0.0514489,0.0226469,0.0170397,0.0508435,0.0228861,0,0.0244179,0.0357471,0.0267392,0.0261927,0.0813305,0.0399423,0.0195753,0.0348347,0,0.0278456,0.0538231,0.0500239,0,0.0213317,0,0.0228708,0.0462052,0.0128878,0.0413873,0.0630578,0.0393605,0.0603081,0.0694248,0.0361841,0.0427415,0.0668003,0,0,0,0.0371049,0.0258472,0.0412376,0,0.0499394,0.0502855,0,0,0,0.0585748,0,0,0,0,0.107429,0.00936076,0.0132301,0.044312,0,0.0478292,0,0.0197677,0.0252389,0.0506718,0
212,0.0523068,0,0,0,0.0415318,0,0.0298824,0,0,0,0.0146171,0,0,0.0393051,0.0515396,0.0227385,0.0168302,0.0509771,0.0229654,0,0.0248951,0.0354048,0.0266285,0.0260685,0.0794149,0.0398617,0.019616,0.0345846,0,0.0278136,0.0540072,0.0501391,0,0.0211766,0,0.0229137,0.0464066,0.0128441,0.041478,0.0633194,0.0394195,0.060364,0.0694525,0.0360867,0.0426884,0.0668516,0,0,0,0.0370624,0.0260653,0.0412239,0,0.0505331,0.0502188,0,0,0,0.0585434,0,0,0,0,0.107892,0.00925039,0.013465,0.0442268,0,0.0477622,0,0.0196709,0.025374,0.0501396,0
213,0.0524613,0,0,0,0.0414852,0,0.029125,0,0,0,0.0146564,0,0,0.0393307,0.0515766,0.0231652,0.0170636,0.0509121,0.0229762,0,0.0250621,0.034625,0.0259557,0.0255056,0.076691,0.0399409,0.0196924,0.0350949,0,0.0281575,0.0539628,0.0502466,0,0.0210263,0,0.0229631,0.0467164,0.0126104,0.0412535,0.063422,0.0396364,0.0604016,0.0693111,0.0360035,0.042676,0.0666323,0,0,0,0.0365569,0.0263739,0.0414529,0,0.0512693,0.0502432,0,0,0,0.0584847,0,0,0,0,0.102068,0.00918851,0.0134797,0.0443833,0,0.0475933,0,0.0195445,0.0254702,0.0498744,0
214,0.0536985,0,0,0,0.0413675,0,0.0268018,0,0,0,0.0145505,0,0,0.0391,0.0560333,0.0292605,0.0273883,0.0503222,0.0230469,0,0.0228526,0.0324472,0.0216823,0.0203386,0.0642186,0.0404061,0.0197759,0.0347648,0,0.0282626,0.0536573,0.0497896,0,0.0208063,0,0.0226945,0.0464718,0.011678,0.0375317,0.0609859,0.040296,0.0607976,0.069263,0.0364175,0.043488,0.0636592,0,0,0,0.0337789,0.0266081,0.0427811,0,0.0515917,0.0510045,0,0,0,0.0595601,0,0,0,0,0,0.00918783,0.0139897,0.0448668,0,0.0478425,0,0.0198992,0.0245241,0.0478905,0
215,0.0531825,0,0,0,0.0414764,0,0.0274084,0,0,0,0.014693,0,0,0.0390887,0.0530545,0.0263337,0.0192408,0.0506711,0.0229924,0.0588413,0.0255813,0.0329065,0.023945,0.0233855,0.0714425,0.0400567,0.0196337,0.0347719,0,0.0283165,0.0539453,0.050091,0,0.0207544,0,0.0228106,0.0464679,0.0119046,0.0391953,0.0624583,0.0398102,0.0609842,0.0693388,0.0360831,0.0430681,0.064928,0,0,0,0.0349864,0.0266235,0.0421943,0,0.0515004,0.0506268,0,0,0,0.0592155,0,0,0,0,0,0.00909613,0.014292,0.0449006,0,0.0479478,0,0.0196795,0.0261004,0.0491561,0
216,0.0532341,0,0,0,0.0415126,0,0.0270192,0,0,0,0.0148103,0,0,0.0391098,0.0531077,0.0263505,0.0186173,0.0507395,0.0228624,0.0587051,0.0264207,0.0323477,0.0234315,0.0230192,0.0683439,0.0398849,0.0195538,0.0347925,0,0.0285508,0.05383,0.0502267,0,0.0207768,0,0.0230168,0.0467062,0.0118198,0.039256,0.0627769,0.0398711,0.0611958,0.0693373,0.0359632,0.0432909,0.0648875,0,0,0,0.0348066,0.0267883,0.042286,0,0.0516916,0.0505122,0,0,0,0.0592252,0,0,0,0,0,0.00910182,0.0144651,0.0449526,0,0.0479613,0,0.0197245,0.026451,0.0488183,0
217,0.0530656,0,0,0,0.0415113,0,0.0278249,0,0,0,0.0149412,0,0,0.0392329,0.0506766,0.0257909,0.0137615,0.050994,0.0224425,0.054979,0.02766,0.0310471,0.0230416,0.0240587,0.0682465,0.0396979,0.0196792,0.03658,0,0.0294116,0.0535955,0.0506195,0,0.0209365,0,0.0233115,0.0483487,0.011448,0.0405783,0.0637353,0.0406118,0.0610585,0.0686513,0.0357704,0.0435734,0.0656564,0,0,0,0.033955,0.0275156,0.0421354,0,0.0527935,0.0502944,0,0,0,0.0585071,0,0,0,0,0.0452546,0.0090847,0.0141438,0.0446522,0,0.0472775,0,0.0196583,0.0278612,0.0514794,0
218,0.0532167,0,0,0,0.0414392,0,0.0276832,0,0,0,0.0150324,0,0,0.0391911,0.0507364,0.0259855,0.0131262,0.0509373,0.0224351,0.0548935,0.0283045,0.0304056,0.02251,0.0239584,0.0644956,0.039591,0.019719,0.0366507,0,0.028997,0.0533561,0.0507037,0,0.021061,0,0.0232533,0.0486037,0.0113501,0.0404434,0.0638075,0.0408165,0.0613842,0.0686958,0.0357147,0.0438247,0.0655838,0,0,0,0.0333447,0.0276991,0.0423003,0,0.0528705,0.0502064,0,0,0,0.0583643,0,0,0,0,0.0442086,0.00914162,0.0143874,0.0446823,0,0.0474,0,0.0196306,0.0280751,0.0509378,0
219,0.0501739,0,0,0,0.0435498,0,0.0278931,0,0,0,0.0155723,0,0,0.0395749,0.0507574,0.0260227,0.0123338,0.0509487,0.0226671,0.0544711,0.0289667,0.0300217,0.0221406,0.0240423,0.0608662,0.0385066,0.019529,0.0363817,0,0.0289924,0.0530555,0.0526045,0,0.0183334,0,0.0217027,0.0487891,0.0114754,0.0404339,0.0645427,0.0408834,0.061415,0.0688728,0,0.0452821,0.0645733,0,0,0,0.0328482,0.0278782,0.0424911,0,0.0531531,0.0502057,0,0,0,0.0583047,0,0,0,0,0.0444029,0.00818206,0.0146539,0.0447596,0,0.047589,0,0.0203996,0.0282241,0.0502233,0
