Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x73
261,0,0,0,0,0,0,0.0131417,0.00761363,0,0,0,0.0273326,0.0234308,0.0143907,0,0,0.0517926,0,0.0157741,0.0305134,0.0180807,0.0153484,0.0149403,0.00957752,0.0125419,0.0270345,0.00518091,0.00888707,0.00977181,0.0495244,0.0107442,0.0138526,0.00949695,0.0331948,0.034319,0.0432674,0.0070166,0.0111884,0.0464489,0.0167114,0.0273954,0.0128788,0,0,0.00648353,0,0.0136288,0.00357839,0.0818803,0.0284484,0.0511314,0.0190024,0.0123828,0.00455321,0.0129663,0.0288543,0.0610859,0.0282239,0.0219366,0.0139255,0.0231734,0.0194546,0.05496,0.00105255,0.00560647,0.00462732,0.00711941,0.0125834,0,0,0,0,0
262,0,0,0,0,0,0,0.0134432,0.00757662,0,0,0,0.0249103,0.0209328,0.0136049,0,0,0.034577,0,0.0167752,0.0195891,0.017407,0.0143893,0.0146971,0.00873911,0.0114568,0.02125,0.00496201,0.00807663,0.00926369,0.0493865,0.0103131,0.0129008,0.0091381,0.0336601,0.0306416,0.0301387,0.00785884,0.00789085,0.0501684,0.0167821,0.0280977,0.0132833,0,0,0.00639422,0,0.0136301,0.00362074,0.0820698,0.0282093,0.0511483,0.0211498,0.0119429,0.00436192,0.0128072,0.0286778,0.0614309,0.0285976,0.0221818,0.0144928,0.0229228,0.0189335,0.0594934,0.00112791,0.00584268,0.00461783,0.00681889,0,0,0,0,0,0
263,0,0,0,0,0,0,0.0120264,0.00715941,0,0,0,0.0229709,0.0212513,0.0127765,0,0,0.0352851,0,0.0166348,0.0201866,0.0167303,0.0132869,0.0148116,0.00817602,0.0113998,0.0205729,0.00511448,0.00782649,0.00897305,0.0494029,0.00988153,0.0121164,0.00869659,0.0338578,0.0281131,0.0303212,0.00767845,0.00826471,0.051942,0.0168466,0.0285762,0.0121393,0,0,0.0067044,0,0.0136866,0.00390246,0.0820327,0.0294728,0.0504199,0.0226898,0.0128137,0.00403361,0.0116822,0.0284026,0.0618703,0.0289223,0.0224406,0.014908,0.0225935,0.0186205,0.0612568,0.00110005,0.00592791,0.00463828,0.00668215,0.011892,0,0,0,0,0
264,0,0,0,0,0,0,0.0117342,0.00706661,0,0,0,0.0199843,0.0211708,0.0116813,0,0,0.0343062,0,0.0168699,0.0194838,0.0161331,0.012188,0.0149009,0.00749418,0.0107775,0.0200774,0.00524994,0.00724657,0.00872704,0.0492818,0.00927274,0.0107069,0.00862611,0.0342179,0.0238931,0.029502,0.00776795,0.00793083,0.052143,0.0168148,0.0283555,0.0117283,0,0,0.00674351,0,0.0136424,0.00386624,0.08196,0.0296848,0.0501135,0.023871,0.0125139,0.00407988,0.0114969,0.02837,0.0620394,0.0292723,0.0227287,0.0149962,0.0225442,0.0186794,0.0613763,0.00146146,0.00596035,0.00459861,0.00662161,0.0116319,0,0,0,0,0
265,0,0,0,0,0,0,0.0110523,0.00665491,0,0,0,0.0174562,0.0209366,0.0104005,0,0,0.0350673,0,0.01699,0.0198515,0.0157643,0.0107924,0.0157169,0.00766692,0.00957659,0.0191287,0.00565423,0.00707839,0,0.0492674,0.00845175,0.00931142,0.00795836,0.0340045,0.020327,0.0296272,0.00782765,0.00798021,0.0512708,0.0164887,0.0247548,0.0107807,0,0,0.00706938,0,0.0133523,0.00384092,0.0818606,0.0234643,0.0474767,0.0178867,0.0121922,0.00419981,0,0.0229834,0.0570131,0.0279063,0.0189182,0.011472,0.0212337,0.0171667,0.0614148,0.00191831,0.00648724,0.00463915,0.00617451,0.0108813,0,0,0,0,0
266,0,0,0,0,0,0,0.010943,0.00659288,0,0,0,0.0150426,0.0208964,0.00981457,0,0,0.0355577,0,0.0168861,0.0201573,0.0153732,0.0103981,0.0158134,0.00740702,0.00861994,0.019139,0.00572161,0.00638162,0.00846413,0.0490966,0.00807899,0.00833357,0.00767927,0.0342295,0.0167809,0.0298968,0.00774062,0.00806325,0.0493938,0.0157867,0.0240076,0.0106417,0,0,0.00703198,0,0.012766,0.00362506,0.0814618,0.0237456,0.0472054,0.0186239,0.0115603,0.00436889,0.0137398,0.0238591,0.0574658,0.0279677,0.019349,0.0113729,0.0208559,0.0179725,0.0592778,0.00214719,0.00745406,0.00476638,0.00603932,0.010734,0,0,0,0,0
267,0,0,0,0,0,0,0.0131474,0.00720586,0,0,0,0.0125936,0.0240712,0.00953203,0,0,0.0572801,0,0.0161014,0.0339106,0.0146998,0.0109265,0.0153476,0.00693715,0.00869424,0.0290134,0.00568309,0.00525044,0.00814764,0.0488288,0.00780944,0.00749013,0.00763004,0.034655,0.0129227,0.0469829,0.00658974,0.0131512,0.0465229,0.0156206,0.0261293,0.0129028,0,0,0.00685461,0,0.0126478,0.00366209,0.0811298,0.0298813,0.0492508,0.0247081,0.011165,0.00497583,0.0130034,0.0289318,0.06212,0.0293815,0.023509,0.0139892,0.022168,0.0207998,0.0548998,0.00188691,0.00785561,0.0048698,0.00607359,0.012845,0,0,0,0,0
268,0,0,0,0,0,0,0.0109637,0.00664302,0,0,0,0.0107307,0.0210687,0.00872932,0,0,0.0360881,0,0.0171563,0.0203201,0.0147233,0.0109508,0.0157581,0.00739922,0.00688593,0.018934,0.00574507,0.00512099,0.00808963,0.048415,0.00734146,0.00664631,0.00717136,0.034432,0.00935147,0.030055,0.00783604,0.00805723,0.0444222,0.00372647,0.0227426,0.010843,0,0,0.0234895,0,0,0.0171202,0.0808705,0.0239391,0.0471527,0.0182457,0.00959742,0.00198749,0.0127415,0.0248223,0.0570784,0.0267101,0.020255,0.0107567,0.0212505,0.0196404,0.0529277,0.00945949,0.01534,0.0137655,0.00588629,0.0106135,0,0,0,0,0
269,0,0,0,0,0,0,0.0111901,0.00668517,0,0,0,0.00823219,0.0211333,0.00827745,0,0,0.0360989,0,0.017034,0.0203411,0.0142227,0.0115461,0.0157794,0.007713,0,0.0190898,0.00584669,0.00456795,0.00806942,0.0483306,0.00716329,0.00575487,0.00693085,0.0345514,0.00566476,0.0301043,0.00777219,0.00816921,0.0421925,0.00371686,0.0223264,0.0110375,0,0,0.0235602,0,0,0.0171477,0.0808323,0.024102,0.047545,0.0178417,0.00857374,0.00184445,0.0122712,0.0247888,0.0566311,0.0260385,0.0201693,0.0105574,0.0214542,0.0196394,0.0495342,0.00937467,0.0149677,0.0137403,0.00586385,0.0104635,0,0,0,0,0
270,0,0,0,0,0,0,0.0110476,0.00650688,0,0,0,0.00755969,0.0209656,0.00790513,0,0,0.0362288,0,0.0170668,0.0203983,0.0145234,0.0112484,0.0160313,0.00806683,0.00640804,0.0186003,0.00587758,0.00470687,0.00811944,0.0483538,0.00696294,0.00538489,0.00673988,0.0344989,0.0045068,0.0301149,0.0078335,0.00818652,0.0399404,0.00368332,0.0220829,0.0106997,0,0,0.0237237,0,0,0.0169876,0.0812231,0.0245728,0.0469296,0.0165796,0.00846827,0.00207841,0,0.0249471,0.0559918,0.0250818,0.0208269,0.0100417,0.0224243,0.020586,0.0464459,0.00944778,0.0139679,0.0135879,0.00578464,0.0100587,0,0,0,0,0
271,0,0,0,0,0,0,0.0109261,0.00653893,0,0,0,0.00619752,0.0209345,0.00744473,0,0,0.0360065,0,0.0170417,0.0202552,0.014391,0.0112961,0.0161801,0.00818909,0.00594217,0.0184146,0.0059943,0.00463895,0.00821201,0.0484534,0.00680396,0.00488776,0.00668023,0.0346951,0.00345742,0.0299598,0.00786848,0.00802719,0.0386097,0.00367935,0.0221312,0.010384,0,0,0.023863,0,0,0.0167654,0.0816001,0.0255649,0.0466674,0.0151325,0.00756857,0.00226699,0.00993421,0.0248544,0.0555348,0.0243187,0.0213192,0.00976214,0.0228257,0.0210131,0.0441499,0.00966067,0.0138353,0.0135366,0.00593077,0.0100489,0,0,0,0,0
272,0,0,0,0,0,0,0.0107964,0.00668411,0,0,0,0.00565841,0.02092,0.00696692,0,0,0.0355623,0,0.0170668,0.0199749,0.0140563,0.0117585,0.0162413,0.0082196,0.00568033,0.0181656,0.00615568,0.00453924,0.00836051,0.0484066,0.00670395,0.00454325,0.00671904,0.0349639,0.00452948,0.0296941,0.0078947,0.00778705,0.0381563,0.00369943,0.0219364,0.0101362,0,0,0.0230452,0,0,0.0160482,0.0820542,0.0257823,0.0465557,0.0136978,0.00692158,0.00264701,0.00860069,0.0244117,0.0547729,0.0237229,0.0214218,0.00967656,0.0233528,0.0208908,0.0433003,0.00931486,0.0148984,0.0136941,0.00621782,0.0100679,0,0,0,0,0
273,0,0,0,0,0,0,0.0109479,0.00660561,0,0,0,0.00583963,0.0213154,0.00726093,0,0,0.0382316,0,0.0169494,0.0216805,0.0138881,0,0.0162351,0.00830477,0.00548713,0.0192745,0.00610718,0.00438551,0.00833735,0.0480525,0.00686424,0.00415299,0.00669595,0.0355572,0.00774149,0.0317884,0.00767062,0.00877666,0.0386273,0.0155861,0.0218994,0.0102712,0,0,0.00864779,0,0.0126132,0.00441362,0.0824348,0.0257941,0.0463765,0.0120049,0.00714426,0.0047216,0.0085892,0.0242554,0.0537595,0.0233959,0.0213393,0.00989145,0.023611,0.0205659,0.0436372,0.00209661,0.00772014,0.00520794,0.00624105,0.0103467,0,0,0,0,0
274,0,0,0,0,0,0,0.0105133,0.00649619,0,0,0,0.00665844,0.020871,0.00628183,0,0,0.0346831,0,0.0171812,0.0195166,0.0134834,0.0134023,0.0162858,0.00811116,0.00521894,0.0178132,0.00636671,0.00458138,0.00866613,0.0483424,0.00683307,0.00435809,0.00600612,0.0352878,0.00907555,0.0291314,0.0078971,0.00828272,0.0394778,0.0158586,0.0222853,0.00984048,0,0,0.00958564,0,0.0127294,0.00489172,0.082819,0.0265763,0.0462089,0.0104541,0.00759626,0.00465617,0.0089892,0.0240154,0.052608,0.0232381,0.021375,0.0104401,0.0237338,0.0204765,0.0443129,0.00230828,0.00823887,0.00548874,0.00645126,0.00999598,0,0,0,0,0
275,0,0,0,0,0,0,0.0122663,0.007616,0,0,0,0.00696037,0.0144352,0.00617981,0,0,0.0306828,0,0,0.0197965,0.0132352,0.0135976,0.0162161,0.00801389,0.00477882,0.0174259,0.00653099,0.0047384,0.00876124,0.048385,0.0068646,0.00451781,0.00568535,0.0354208,0.0111094,0.0272497,0.0082046,0.010528,0.0406064,0,0.0224769,0.0113593,0,0,0.0288346,0,0.00184929,0.0211488,0.0831422,0.0268439,0.0457955,0.00908056,0.00861707,0.00863088,0.00972647,0.0238092,0.0515663,0.0230239,0.0214936,0.0111415,0.0242773,0.0205767,0.0456466,0.00803934,0.0160992,0.0190731,0.00724718,0.0115446,0,0,0,0,0
276,0,0,0,0,0,0,0.0119232,0.0076528,0,0,0,0.00568971,0.0144573,0.00675573,0,0,0.0300397,0,0,0.01948,0.0144178,0.0116265,0,0.00708073,0.00579733,0.0173963,0.00615477,0.00515657,0.00841723,0.0486501,0.00641032,0.0042321,0.00640277,0.0349347,0.00352743,0.0269681,0.00814409,0.010547,0.0410954,0,0.0226875,0.0110136,0,0,0.0276377,0,0,0.0202653,0.0842479,0.0269918,0.0461273,0.00613968,0.00705196,0.00760807,0.0122771,0.0236627,0.0515276,0.0243495,0.0211069,0.011668,0.0243617,0.0199824,0.0459052,0.00917363,0.0154453,0,0.00826628,0.0118448,0,0,0,0,0
277,0,0,0,0,0,0,0.0105245,0.00667258,0,0,0,0.00942246,0.0205989,0.00616333,0,0,0.0344144,0,0.0175744,0.0192722,0.012295,0.0151026,0.0161228,0.00832132,0.00359926,0.017465,0.00699187,0.00497167,0.00891485,0.0482566,0.00727491,0.00529931,0.00560073,0.0358618,0.015407,0.0292054,0.00807195,0.00845934,0.0454411,0,0.0229945,0.0096512,0,0,0.026885,0,0,0.0193001,0.0836608,0.0240243,0.0452936,0.00745594,0.0085325,0.00579488,0.011292,0.0231672,0.049005,0.022647,0.0222047,0.013336,0.0249684,0.0215728,0,0.00853636,0.0160535,0.0166752,0.00676678,0.0106463,0,0,0,0,0
278,0,0,0,0,0,0,0,0.00673353,0,0,0,0.010333,0.0211393,0.00644645,0,0,0.0372997,0,0.0176222,0.0211168,0.0117397,0.015127,0.0163818,0.00868996,0.00329391,0.0178458,0.00717089,0.0051987,0.00905092,0.048284,0.00751267,0.00557539,0.00566661,0.0360644,0.016736,0.0313577,0.00792592,0.00869175,0.0421487,0,0.0213918,0.0102081,0,0,0.0269356,0,0,0.0194914,0.0838696,0.0249882,0.0450797,0.00705849,0.00861262,0.00546601,0.0114056,0.0231506,0.048323,0.0225171,0.0217261,0.0157147,0.0237772,0.0215768,0.0484352,0.00839731,0.0161235,0.0169238,0.00661512,0.0110104,0,0,0,0,0
279,0,0,0,0,0,0,0.0112404,0.00671861,0,0,0,0.0110626,0.0214191,0.00673725,0,0,0.04083,0,0.0175723,0.023171,0.0114035,0.0153133,0.0164883,0.00899938,0.00326798,0.0196635,0.00724364,0.00534529,0.00917648,0.0483238,0.00769741,0.00572407,0.00564738,0.0361714,0.0176587,0.0339023,0.00781751,0.00886023,0.0413872,0,0.0205443,0.0100375,0,0,0.0271364,0,0,0.0194111,0.0840472,0.0250897,0.0445392,0.00705229,0.00952496,0.00582759,0.0115275,0.0228597,0.0473522,0.0226063,0.0217052,0.0177935,0.0230488,0.0219843,0.0481618,0.00843008,0.0156418,0.0166579,0.00667707,0.010942,0,0,0,0,0
280,0,0,0,0,0,0,0.0106532,0.00639428,0,0,0,0.0119904,0.0205413,0.00697327,0,0,0.0355917,0,0.017659,0.0199213,0.0110385,0.0153149,0.0165653,0.00920579,0.00354176,0.0173925,0.00731515,0.00543262,0.00928772,0.0482293,0.00790831,0.00589942,0.00543883,0.0362853,0.0192669,0.0297708,0.0081331,0.00771949,0.0401157,0,0.0193246,0.009392,0,0,0.0266286,0,0,0.0196489,0.0842802,0.0253534,0.044149,0.00725656,0.00931289,0.00570392,0.0117361,0.0223802,0.046251,0.0226723,0.0216573,0.0199791,0.0217605,0.0222481,0.0473991,0.00807523,0.0158401,0.0173505,0.00641444,0.0103457,0,0,0,0,0
281,0,0,0,0,0,0,0,0.00640633,0,0,0,0.013056,0.0208378,0.00714456,0,0,0.0384149,0,0.017393,0.0218127,0.0108194,0.0155256,0.0167233,0.00958217,0.00310621,0.0175421,0.00744352,0.00553645,0.00942504,0.0481001,0.00812118,0.00621431,0.00527467,0.0362552,0.0210873,0.0319432,0.00792499,0.00864188,0.0387934,0,0.0176358,0.00999056,0,0,0.0274189,0,0,0.0187433,0.0844561,0.0251774,0.0437355,0.00779045,0.00921115,0.0050174,0.0120514,0.021621,0.0451391,0.0229513,0.0211929,0.0224812,0.0200595,0.0222122,0.0464358,0.00855492,0.0168391,0.0169981,0.00608636,0.0109837,0,0,0,0,0
282,0,0,0,0,0,0,0.0105868,0.0062812,0,0,0,0.0134679,0.0203931,0.00726709,0,0,0.0362726,0,0.0176087,0.0202258,0.0106741,0.0156566,0.0167895,0.00975345,0.00300818,0.0169834,0.00752485,0.0054839,0.00940744,0.0480173,0.00818426,0.00637319,0.00502809,0.0362347,0.0218283,0.030156,0.00820108,0.00787567,0.0366216,0,0.0159557,0.00934099,0,0,0.0293728,0,0.0016897,0.0209649,0.0845953,0.0260076,0.0432957,0.00866895,0.00990688,0.00705711,0.0124821,0.0206408,0.0439822,0.0235004,0.0206234,0.0253885,0.0183207,0.0220772,0.0450352,0.00865056,0.0173891,0.0174524,0.00609239,0.0107234,0,0,0,0,0
283,0,0,0,0,0,0,0.0106312,0.00607331,0,0,0,0.0136844,0.0203069,0.00760958,0,0,0.036289,0,0.0177346,0.0200942,0.0105484,0.0160575,0.0168318,0.00996702,0.00289689,0.0164698,0.00755527,0.00546206,0.00929025,0.0479338,0.00830516,0.00658933,0.0047858,0.0362201,0.0222223,0.0299438,0.00828604,0.00784529,0.0330514,0,0.0143373,0.00930374,0,0,0.0266773,0,0,0.0193259,0.0846077,0.0279749,0.0427708,0.00929361,0.0106297,0.00503915,0.0130635,0.0195619,0.0428945,0.0243999,0.0199216,0.0286319,0.0162096,0.0219665,0.0430073,0.0079254,0.0156391,0.0169622,0.0058639,0.0109371,0,0,0,0,0
284,0,0,0,0,0,0,0.0111704,0.00629055,0,0,0,0.0138735,0.0206164,0.00835613,0,0,0.0396947,0,0.0177343,0.0221536,0.010393,0.0167806,0.0168782,0.010166,0.00278196,0.0174195,0.00762578,0.00540508,0.00919536,0.047837,0.0085084,0.00700345,0.00484631,0.0362507,0.022756,0.0324195,0.00821958,0.00847064,0.0289786,0,0.0132367,0.00955515,0,0,0.0292679,0,0.00173363,0.0209264,0.0844773,0.0308345,0.0421693,0.00980189,0.0112516,0.00649385,0.0139495,0.0181767,0.0418012,0.0256823,0.0192303,0.0319253,0.0135738,0.0220702,0.0403442,0.00818838,0.0169144,0.0175406,0.00600735,0.0111223,0,0,0,0,0
285,0,0,0,0,0,0,0.011086,0.00625888,0,0,0,0.0140432,0.0201707,0.00890937,0,0,0.0371238,0,0.0179463,0.0205724,0.0103231,0.0167483,0.0168158,0.0101843,0.00278721,0.0162505,0.00769499,0.00514225,0.00905365,0.0475862,0.00864745,0.00711005,0.00493346,0.0362742,0.0230142,0.0304026,0.00839132,0.00802047,0.0280236,0,0.0121176,0.00923102,0,0,0.0294653,0,0.00177184,0.0210719,0.0842932,0.0328836,0.0417215,0.0110501,0.0117735,0.00632358,0.0156711,0.01565,0.039684,0.0278697,0.0183903,0.0338384,0.00946558,0.0213111,0,0.00807057,0.0164587,0.0176407,0.00607012,0.0109388,0,0,0,0,0
286,0,0,0,0,0,0,0,0.00638051,0,0,0,0.0140942,0.0201733,0.00909098,0,0,0.0370183,0,0.0180492,0.020648,0.0103387,0.0167208,0.0170752,0.0103507,0.00315538,0.0152382,0.0079148,0.00491309,0.00882508,0.0475643,0.00882365,0.00727418,0.00503838,0.0362908,0.0231073,0.0303896,0.00838078,0.00792954,0.0223786,0,0.0157699,0.0098,0,0,0.0310342,0,0.000991951,0.022197,0.0839895,0.0391988,0.0413052,0.00979706,0.0124126,0.0059069,0.0178758,0.0134311,0.0383839,0.0300189,0.0181869,0.0376407,0.00859534,0.0224471,0,0.00871872,0.0167011,0,0.0059341,0.0113332,0,0,0,0,0
287,0,0,0,0,0,0,0.0115433,0.0067454,0,0,0,0.0128894,0.0199875,0.0087818,0,0,0.0376392,0,0.0184571,0.020803,0.0107967,0.0159131,0.0169633,0.0100305,0.00530918,0.0155747,0.0077948,0.00450664,0.00833412,0.0476882,0.00875944,0.0069843,0.00517494,0.0364354,0.0215221,0.0306117,0.00854412,0.00749714,0.00912119,0,0.0431341,0.00919155,0,0,0.0297034,0,0.00184731,0.0212167,0.082636,0.075049,0.0406771,0.00702931,0.0149331,0.00607885,0.0238572,0.01224,0.0391873,0.0339351,0.028339,0.0456136,0.0226398,0.0414768,0,0.0077077,0.0159402,0.0178788,0.00656059,0.0113387,0,0,0,0,0
288,0,0,0,0,0,0,0.0116956,0.00690547,0,0,0,0.0135218,0.0199876,0.00925069,0,0,0.0379679,0,0.0184683,0.0210018,0.0106509,0.0171013,0.0171058,0.010521,0.00535143,0.0153151,0.00761217,0.00461247,0.00847431,0.0477616,0.00910166,0.00737309,0.00508046,0.0364924,0.0224266,0.0306709,0.00857053,0.00746225,0.00711613,0,0.0313748,0.00916191,0,0,0.0299337,0,0.00185403,0.0212114,0.0829705,0.0558582,0.0400153,0.00476576,0.0152587,0.00601796,0.023334,0.0102914,0.0375113,0.0344337,0.0236193,0.0475712,0.0195228,0.0326677,0.025034,0.00779727,0.0162023,0.0178042,0.00668943,0.0113831,0,0,0,0,0
289,0,0,0,0,0,0,0.0136468,0.0077837,0,0,0,0.0122032,0.021024,0.0094798,0,0,0.0452827,0,0.0183478,0.0253122,0.0109185,0.0167564,0.0167108,0.0102131,0.00783881,0.0188245,0.00718947,0.00421681,0.00805694,0.0475261,0.00910774,0.00697358,0.00533541,0.0365721,0.0204894,0.0362495,0.00847689,0.00846722,0.0100759,0,0.0545057,0.0109215,0,0,0.0301371,0,0.00186458,0.0212401,0.0821446,0.0843588,0.040425,0.0115826,0.0173216,0.006218,0.0303676,0.00904871,0.0374406,0.0402464,0.0346603,0.0534546,0.0316477,0.0494644,0,0.00763785,0.0163908,0.0178459,0.00729087,0,0,0,0,0,0
290,0,0,0,0,0,0,0.0120924,0.00741244,0,0,0,0.0129393,0.020787,0.0100456,0,0,0.0370744,0,0.018704,0.02042,0.010726,0.0170997,0.0171009,0.0107966,0.007973,0.0146887,0.00713899,0.00430894,0.00837733,0.0474743,0.00936714,0.00725092,0.00513168,0.0364188,0.021423,0.0295732,0.0089367,0.00623353,0.00666818,0,0.0478676,0.00912554,0,0,0.0302279,0,0.00196395,0.0216555,0.0818904,0.0723076,0.039051,0.0117128,0.0173833,0.0062908,0.0294773,0.0101038,0.0379899,0.0383778,0.033872,0.0554141,0.0312444,0.045307,0.0200859,0.00787356,0.0152104,0.0187439,0.0072869,0.0116495,0,0,0,0,0
291,0,0,0,0,0,0,0.0133044,0.00857753,0,0,0,0.0114282,0.0195087,0.00970422,0,0,0.0398587,0,0.0187347,0.0218135,0.0112914,0.0162307,0.0174896,0.0102775,0.00948673,0.0177772,0.0067226,0.00383896,0.00781857,0.0475051,0.00906364,0.0065091,0.00594455,0.0364996,0.0191064,0.0315283,0.00892368,0.00674792,0.00768943,0,0.0507208,0.00995359,0,0,0.0303095,0,0.00197557,0.0218169,0.0822066,0.0761012,0.0389895,0.0145184,0.018135,0.00747429,0.0313686,0.0106957,0.037835,0.039466,0.0358105,0.0573729,0.0334324,0.04712,0.0207679,0.00805752,0.0157478,0.0184991,0.00867975,0,0,0,0,0,0
