Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,STRN
227,0,0,0,0,0,0,0.0173205,0.0137824,0,0,0,0.0158857,0.0217083,0.0263264,0.0252668,0,0,0.0106516,0,0.0184547,0.00598851,0.0375974,0.0358739,0.0199643,0.0239142,0.00875904,0.01065,0.0824463,0.0798673,0.0820992,0.0857969,0.0266597,0.020944,0.0280084,0.00752539,0.0183278,0.00929728,0.00937347,0.00517284,0.03169,0.0144292,0.021251,0.0439822,0.0143925,0,0,0.0334303,0,0.011204,0.0230785,0.046046,0.0251907,0.0126153,0.0574743,0.0086274,0.0132076,0.0796217,0.0761377,0.0279982,0.0528825,0.0348986,0.028574,0.0154858,0.0308553,0.0285746,0.0174012,0.00862524,0.00958464,0.0167105,0,0,0,0,0
228,0,0,0,0,0,0,0.0172148,0.0137845,0,0,0,0.0172791,0.0216383,0.0267776,0.0255029,0,0,0.0106082,0,0.0184328,0.00603358,0.037686,0.0359194,0.0201352,0.0244452,0.00897262,0.0106127,0.0822906,0.0796915,0.081461,0.0853359,0.027132,0.0211099,0.0275994,0.00780082,0.0195205,0.00923758,0.0093701,0.00508029,0.0311938,0.014504,0.0206262,0.0440638,0.0143148,0,0,0.0329575,0,0.0112161,0.0227777,0.0460051,0.0246068,0.0127706,0.0574401,0.00888101,0.0132637,0.0796956,0.0761822,0.0280132,0.0528691,0.0348552,0.0284684,0.0155086,0.0307636,0.0281646,0.0171591,0.00858404,0.00954684,0.0167663,0,0,0,0,0
229,0,0,0,0,0,0,0.0171049,0.0136835,0,0,0,0.0192668,0.0215425,0.0269229,0.0256636,0,0,0.0105108,0,0.0184287,0.0059985,0.0379001,0.03563,0.0201565,0.0250332,0.00910013,0.0106256,0.0825693,0.0797895,0.0805565,0.0848466,0.0271308,0.0205393,0.0267803,0.00801405,0.0213389,0.00915401,0.00935372,0.00502199,0.0305131,0.0146256,0.0198781,0.0441167,0.0142986,0,0,0.0323651,0,0.0112696,0.0225088,0.0458755,0.0237433,0.0129211,0.0574586,0.00909013,0.0130683,0.0798016,0.0761902,0.0279702,0.0528722,0.0347875,0.0285417,0.0156842,0.0305668,0.0278409,0.0168908,0.00863269,0.00964592,0.0168513,0,0,0,0,0
230,0,0,0,0,0,0,0.0166724,0.0130336,0,0,0,0.0217135,0.0214214,0.0270539,0.0255768,0,0,0.0103856,0,0.0184335,0.00595945,0.0382315,0.035402,0.020041,0.0257761,0.00914483,0.0103035,0.0832625,0.0802107,0.0793299,0.0843815,0.0267774,0.0196308,0.0258273,0.00816108,0.0237427,0.00899161,0.0093541,0.00498107,0.0297881,0.014768,0.0191138,0.0441617,0.0140563,0,0,0.0309863,0,0.011397,0.0215489,0.0457437,0.0227476,0.0129289,0.0574581,0.0091157,0.0121727,0.0798649,0.0761624,0.0278703,0.0528976,0.0347027,0.028804,0.0158352,0.0303929,0.0276687,0.0160532,0.00829639,0.00933726,0.0165654,0,0,0,0,0
231,0,0,0,0,0,0,0.0161922,0.0121064,0,0,0,0.0248857,0.0213511,0.0271807,0.0254108,0,0,0.0102703,0,0.0184353,0.00590828,0.0386266,0.0356487,0.0197824,0.0265353,0.00902774,0.00976913,0.0843892,0.0809816,0.0778084,0.0839252,0.0260468,0.0184758,0.024517,0.00831807,0.0268547,0.0088093,0.00937667,0.00487361,0.0291757,0.0148873,0.0184192,0.0441244,0.0138087,0,0,0.0294855,0,0.0115226,0.0204006,0.0457042,0.0219659,0.0129313,0.0573756,0.0090989,0.0109267,0.0798572,0.0760523,0.0277239,0.0530787,0.0346517,0.0288991,0.0159654,0.0303521,0.0276424,0.0150097,0.00783742,0.00869208,0.0160355,0,0,0,0,0
232,0,0,0,0,0,0,0.0156644,0.0108539,0,0,0,0.0286032,0.0213092,0.0274187,0.0252897,0,0,0.0100214,0,0.0184417,0.00572987,0.0390812,0.0361628,0.0193608,0.0271666,0.00858432,0.00907181,0.0860015,0.082188,0.0760596,0.0834858,0.024953,0.0170174,0.0226326,0.0085481,0.0303854,0.00855354,0.00940903,0.00470282,0.0287371,0.0150393,0.0178016,0.0439475,0.013584,0,0,0.0279645,0,0.0117231,0.0191918,0.0456847,0.021465,0.013054,0.0572326,0.00953585,0.00938308,0.0798257,0.0758853,0.0276567,0.0532936,0.0346174,0.0288525,0.016165,0.0303438,0.0276246,0.0139436,0.00740421,0.00748154,0.0155987,0,0,0,0,0
233,0,0,0,0,0,0,0.0143479,0.00613702,0,0,0,0.0263853,0.0210762,0.02749,0.0244504,0,0,0.00950617,0,0.0184851,0.00540192,0.0394404,0.0410659,0.0173049,0.0248793,0.0061903,0.00800653,0.0883416,0.0871078,0.0778085,0.0830498,0.0199178,0.00961914,0.0164255,0.0103729,0.0304654,0.0085207,0.00949462,0.00422359,0.02889,0,0.0179766,0.0435666,0.0128027,0,0,0.0211699,0,0.00218777,0.0166841,0.0459336,0.0221715,0.0130739,0.0569865,0.0108823,0.00317909,0.0797399,0.0756336,0.0276446,0.053564,0.0342808,0.0286848,0.015988,0.0303154,0.0274906,0.00957299,0.0135371,0.0111999,0.0152748,0,0,0,0,0
234,0,0,0,0,0,0,0.0139842,0.00553789,0,0,0,0.0276216,0.0208859,0.0274304,0.0241086,0,0,0.00987719,0,0.0185561,0.00557788,0.0398218,0.041003,0.0169131,0.025074,0.00561052,0.010208,0.0906545,0.0890864,0.0763245,0.0829844,0.018336,0.00919558,0.0133467,0.0125825,0.0316397,0.00968068,0.00957795,0.00384019,0.0289289,0,0.0178927,0.0433497,0.0116655,0,0,0.0157148,0,0.00208644,0.0127361,0.0460853,0.0221873,0.0131491,0.0568238,0.0116356,0.0083063,0.0796571,0.0753785,0.0276371,0.0537808,0.0340739,0.0289543,0.0158833,0.0303291,0.0275437,0.00732196,0.0126539,0.00713943,0.0150058,0,0,0,0,0
235,0,0,0,0,0,0,0.0155336,0.011249,0,0,0,0.0306858,0.0207225,0.0273703,0.0237975,0,0,0.010914,0,0.0186671,0.00591736,0.0398192,0.0388449,0.0171704,0.0250677,0.0058564,0.0159484,0.0930656,0.0901104,0.0734374,0.08302,0.017286,0.00965349,0.0114444,0.0145932,0.0333078,0.0120988,0.00966055,0.00336767,0.0286851,0,0.0178872,0.0433707,0.010268,0,0,0.0151506,0,0.00165666,0.0130221,0.0462808,0.0222167,0.013119,0.056686,0.0121883,0.017885,0.0795176,0.0750664,0.0275882,0.0540452,0.0339518,0.0291564,0.0157189,0.0302739,0.0273459,0.0115854,0.0123601,0.029158,0.0152764,0,0,0,0,0
236,0,0,0,0,0,0,0.017074,0.0146612,0,0,0,0.0342129,0.0206176,0.0271158,0.0235916,0,0,0.0119086,0,0.0187942,0.0063749,0.0396995,0.0364409,0.0172758,0.025038,0.00570052,0.0188792,0.0953688,0.0909279,0.0704729,0.0833337,0.0167233,0.0112096,0.00999518,0.0167733,0.035775,0.0137292,0.00974433,0.00308673,0.0287888,0,0.0181386,0.0433963,0.0103427,0,0,0.0185791,0,0.00154445,0.0160454,0.0464952,0.0223341,0.0127222,0.0565738,0.0130197,0.0222621,0.0793914,0.0747501,0.0274887,0.0543287,0.033801,0.0290847,0.0154997,0.0302963,0.0274506,0.0149514,0.012756,0.0391828,0.0159986,0,0,0,0,0
237,0,0,0,0,0,0,0.0181799,0.0161084,0,0,0,0.0377726,0.0205917,0.0269864,0.0235894,0,0,0.0121551,0,0.0186986,0.00635056,0.0397225,0.0341878,0.0169904,0.0252852,0.0050633,0.0201878,0.097406,0.091672,0.0675961,0.0838741,0.0167814,0.0135344,0.00863703,0.0191195,0.0387399,0.0141774,0.00974187,0.00298027,0.0290093,0,0.0186557,0.0433918,0.0109654,0,0,0.0189367,0,0.00153834,0.0170084,0.0465997,0.0228376,0.0125565,0.0565105,0.0138654,0.0233471,0.079294,0.074512,0.02732,0.0544978,0.033503,0.0288275,0.0150735,0.0301958,0.0275141,0.0155101,0.0128477,0.0378233,0.0167656,0,0,0,0,0
238,0,0,0,0,0,0,0.0190305,0.0168076,0,0,0,0.04125,0.0205853,0.0273157,0.0237341,0,0,0.0124172,0,0.0186693,0.00639773,0.0398962,0.0318747,0.0164435,0.0258535,0.00434916,0.0208887,0.0993384,0.0925055,0.0648139,0.0845573,0.0173668,0.0162005,0.00771477,0.0216087,0.041921,0.0145396,0.00974903,0.00291123,0.0296216,0,0.0194947,0.0434803,0.011711,0,0,0.019399,0,0.00159712,0.0172501,0.0466602,0.0237593,0.0122853,0.056556,0.014744,0.0234901,0.0792758,0.0743047,0.0270352,0.0544926,0.0331345,0.0284785,0.0143809,0.0300362,0.0278329,0.0152327,0.0128894,0.0355203,0.0174658,0,0,0,0,0
239,0,0,0,0,0,0,0.0198467,0.0174532,0,0,0,0.0441425,0.0205861,0.0279581,0.0240187,0,0,0.0127361,0,0.018708,0.00656284,0.0403583,0.0298213,0.0157909,0.0261158,0.00371544,0.0213807,0.101296,0.0933835,0.0623453,0.0852915,0.0178555,0.0186813,0.00769152,0.0239478,0.0449315,0.0150557,0.00975616,0.00285712,0.0305629,0,0.0207168,0.0435221,0.012556,0,0,0.0196778,0,0.00162192,0.0175331,0.0466969,0.0251197,0.0122166,0.0567298,0.0155725,0.0235539,0.0793106,0.0740876,0.0267174,0.0543675,0.0327789,0.0281177,0.0135432,0.0299307,0.028355,0.01482,0.0130279,0.0346819,0.0181743,0,0,0,0,0
240,0,0,0,0,0,0,0.0203351,0.0179548,0,0,0,0.0458862,0.0206012,0.028522,0.0242183,0,0,0.0130852,0,0.0187414,0.00677049,0.0408905,0.0285251,0.0152357,0.0251372,0.00330782,0.0217147,0.103002,0.0943969,0.0606748,0.0857886,0.0177644,0.0204613,0.00850623,0.0256003,0.0471164,0.0154841,0.00975625,0.00278227,0.0319037,0,0.0225156,0.0434585,0.0132497,0,0,0.0195084,0,0.00159086,0.0178624,0.0468154,0.0271046,0.0121415,0.0570308,0.0162514,0.0235529,0.0793726,0.0739361,0.0263162,0.0545651,0.0324189,0.0278685,0.0127053,0.0299315,0.0289361,0.0144718,0.0132017,0.0344362,0.0187015,0,0,0,0,0
241,0,0,0,0,0,0,0.020509,0.0182479,0,0,0,0.046389,0.0206218,0.0289843,0.0242466,0,0,0.0134143,0,0.018734,0.00687644,0.0412682,0.0285712,0.0149105,0.0236379,0.00331491,0.0218238,0.104048,0.0954786,0.0602166,0.0857709,0.0171781,0.0211402,0.00930248,0.0261024,0.0480701,0.0157014,0.009736,0.00274399,0.0338536,0,0.0248297,0.0433243,0.0136713,0,0,0.0193195,0,0.00155107,0.0181882,0.0469952,0.0296187,0.0122395,0.0574462,0.0165887,0.0234718,0.0794451,0.0739082,0.0258335,0.0546484,0.0321541,0.0276543,0.0117218,0.0300359,0.0296351,0.0142574,0.0133617,0.0342477,0.0189653,0,0,0,0,0
242,0,0,0,0,0,0,0.0205092,0.0182431,0,0,0,0.0460369,0.0206941,0.0288489,0.0241225,0,0,0.0134358,0,0.0187129,0.00684579,0.0411864,0.0287548,0.0147821,0.0227504,0.00331588,0.0216698,0.104054,0.0961863,0.0609421,0.085358,0.016489,0.0206194,0.00932162,0.0258411,0.0476821,0.0156611,0.00971315,0.00278982,0.0369976,0,0.0278266,0.0432791,0.0138049,0,0,0.0198995,0,0.00154887,0.0184875,0.0472633,0.0328242,0.0119983,0.0578383,0.016877,0.0234333,0.0794121,0.0736909,0.025475,0.0546564,0.031839,0.0268649,0.0104429,0.0300926,0.0315049,0.0141682,0.0135081,0.0339174,0.0190058,0,0,0,0,0
243,0,0,0,0,0,0,0.0203363,0.0180783,0,0,0,0.0460378,0.0207698,0.0283129,0.0240175,0,0,0.0132713,0,0.0187234,0.00674946,0.0407983,0.028349,0.0148064,0.0229276,0.00337655,0.0214246,0.103139,0.0960707,0.0622676,0.0848947,0.0162209,0.0193846,0.00861635,0.0253071,0.0475042,0.0154782,0.00969417,0.00283345,0.0404236,0,0.0314404,0.0434565,0.0138704,0,0,0.019986,0,0.00151526,0.0186798,0.0473122,0.0369445,0.0116268,0.0585788,0.017153,0.0233557,0.0795326,0.0736073,0.0248721,0.0547463,0.0316533,0.0264358,0.00909905,0.0302093,0.033726,0.0140474,0.013655,0.0334071,0.0188963,0,0,0,0,0
244,0,0,0,0,0,0,0.0222812,0.016428,0,0,0,0.0479936,0.0207633,0.0272055,0.0223766,0,0,0.0139867,0,0.0188367,0.00701486,0.0416111,0.0263423,0.0172196,0.0219579,0.00876223,0.0217197,0.103776,0.0940262,0.0626777,0.0876709,0.0145891,0.0170021,0.00767684,0.0236312,0.0499612,0.0160667,0.00973386,0.00276771,0.00953498,0,0.0163473,0.0550642,0.0155152,0,0,0.0204742,0,0.00146375,0.0189838,0.03771,0.0202445,0.0157731,0.0466421,0.0159298,0.022549,0.0882333,0,0.0418943,0.0395222,0.0155953,0.0168195,0.0140742,0.0104529,0.00752988,0.0141561,0.0140936,0.0324247,0.0214277,0,0,0,0,0
245,0,0,0,0,0,0,0.0223055,0.0166231,0,0,0,0.0475594,0.0208018,0.0279505,0.0225438,0,0,0.0140566,0,0.0187775,0.00693231,0.0415732,0.0280968,0.0169407,0.0233191,0.00833062,0.0219047,0.102069,0.0932571,0.0644637,0.0872626,0.0153229,0.0158747,0.00763701,0.023055,0.0489118,0.0161759,0.00972443,0.00273154,0.0116844,0,0.0165162,0.0549786,0.0158165,0,0,0.0203625,0,0.00141575,0.0190389,0.0378559,0.0203947,0.015533,0.0470216,0.0159339,0.0225575,0.0884464,0,0.0410783,0.0396178,0.0161141,0.016124,0.0146659,0.0106883,0.00902267,0.0140283,0.0142136,0.0323157,0.0215037,0,0,0,0,0
246,0,0,0,0,0,0,0.0223446,0.0169327,0,0,0,0.0457609,0.0208222,0.0287532,0.0226925,0,0,0.0141584,0,0.0187302,0.00685958,0.0415047,0.0292302,0.0166273,0.0250349,0.00787237,0.0222739,0.100736,0.0928409,0.065898,0.086792,0.0160554,0.0155209,0.00755671,0.0222518,0.0468685,0.0164789,0.00971234,0.00270381,0.0144547,0,0.0168757,0.0548407,0.0159501,0,0,0.0210518,0,0.00140329,0.0192466,0.038101,0.0206983,0.015164,0.0474187,0.0159053,0.0226854,0.0885265,0,0.0402261,0.0400412,0.0165616,0.015275,0.0153491,0.0107811,0.0117636,0.0140756,0.0143156,0.0323689,0.0214757,0,0,0,0,0
247,0,0,0,0,0,0,0.022301,0.017225,0,0,0,0.0426857,0.0208303,0.0283539,0.0227009,0,0,0.0142197,0,0.0187175,0.00671462,0.0410726,0.0287905,0.0163105,0.026052,0.00748194,0.0225661,0.100172,0.0928611,0.066326,0.0863176,0.0160996,0.0155953,0.00730204,0.0217129,0.0437394,0.0166944,0.00970291,0.00274578,0.0171917,0,0.017646,0.0547781,0.0159573,0,0,0.0214384,0,0.00140404,0.0194157,0.0381297,0.0211516,0.0147591,0.0481133,0.0159148,0.0227468,0.0887872,0,0.0391396,0.0403839,0.017102,0.0146798,0.0157972,0.0111245,0.0144578,0.0140585,0.014373,0.0322809,0.0213943,0,0,0,0,0
248,0,0,0,0,0,0,0.0219324,0.0165716,0,0,0,0.0394737,0.0208436,0.0266656,0.022633,0,0,0.0140373,0,0.018683,0.00656532,0.0402775,0.027627,0.016278,0.0253664,0.00752914,0.0218151,0.100418,0.0932878,0.0658377,0.0859358,0.0152614,0.0155006,0.00714454,0.0218737,0.0404281,0.0164043,0.00966897,0.00278079,0.0198464,0,0.0183676,0.0548194,0.0158656,0,0,0.0214421,0,0.00136337,0.0195787,0.0379391,0.0216294,0.0146416,0.0489686,0.0160144,0.0217021,0.0892734,0,0.0378788,0.0405618,0.017842,0.014153,0.016133,0.0115648,0.017263,0.0135041,0.0145171,0.0324948,0.0211137,0,0,0,0,0.0185484
249,0,0,0,0,0,0,0.022366,0.0168589,0,0,0,0.036892,0.0208341,0.0247182,0.0226398,0,0,0.0144103,0,0.0187186,0.00683778,0.0395268,0.0263429,0.0161955,0.0234832,0.00730827,0.0219768,0.101254,0.0939415,0.0650206,0.0858049,0.0141405,0.0150476,0.00719899,0.0224252,0.0374838,0.0168103,0.00968095,0.00279522,0.0224173,0,0.0187553,0.0545754,0.0158025,0,0,0.0214764,0,0.00136326,0.0197878,0.0376454,0.0219044,0.0144717,0.0497606,0.0162248,0.0213642,0.0897697,0,0.0363918,0.0407916,0.0187134,0.0136907,0.0162891,0.0118902,0.020343,0.0134305,0.0146016,0.0325174,0.0211845,0,0,0,0,0.0183432
250,0,0,0,0,0,0,0.0224628,0.0170112,0,0,0,0.0346507,0.0208216,0.0234035,0.0230321,0,0,0.0146063,0,0.0187524,0.00703543,0.0391004,0.0251763,0.0162091,0.0217853,0.00721042,0.0219681,0.102122,0.094533,0.0644065,0.0858564,0.0134264,0.0146078,0.00717249,0.0228583,0.0351471,0.0170464,0.00969767,0.00284818,0.0248265,0,0.0191159,0.0541648,0.0155286,0,0,0.0220273,0,0.00141191,0.0198462,0.0374835,0.0219527,0.0142599,0.0505651,0.0169738,0.0210717,0.0901108,0,0.0347362,0.0410609,0.0191856,0.0132665,0.0162325,0.0123688,0.0235135,0.0132859,0.0146129,0.0322591,0.0209555,0,0,0,0,0.0182863
251,0,0,0,0,0,0,0.0222276,0.0171204,0,0,0,0.033064,0.0207844,0.0226745,0.0237717,0,0,0.0147474,0,0.0187405,0.00712846,0.0391284,0.0242924,0.0163161,0.0210491,0.00730146,0.0221217,0.102632,0.0948674,0.0642272,0.0860393,0.0132406,0.0143693,0.00704188,0.0230138,0.033486,0.0172143,0.00969743,0.0029085,0.0269278,0,0.0194225,0.053659,0.0151749,0,0,0.0225592,0,0.00144628,0.0200049,0.0375098,0.0220113,0.0140243,0.0514071,0.0186724,0.0209161,0.0904567,0,0.0331507,0.0415009,0.0195782,0.0129783,0.016003,0.0129076,0.0265727,0.0134128,0.0146358,0.0321464,0.0209666,0,0,0,0,0.0181109
252,0,0,0,0,0,0,0.0222439,0.0173912,0,0,0,0.0317098,0.0207029,0.0222564,0.0234056,0,0,0.0149503,0,0.0186512,0.00717745,0.0395206,0.0237353,0.0164595,0.0210612,0.00724373,0.0226702,0.102743,0.0948972,0.0644957,0.0861956,0.0132358,0.0141411,0.00692325,0.0228857,0.0322494,0.0175214,0.00968593,0.00289626,0.0285568,0,0.0195912,0.0533534,0.0150147,0,0,0.0229243,0,0.00147443,0.0202682,0.0375813,0.0222273,0.0139972,0.0519797,0.0193193,0.020904,0.0909563,0,0.0314682,0.0421123,0.0201056,0.0128347,0.015679,0.0136725,0.029648,0.0137043,0.0147303,0.032289,0.0218672,0,0,0,0,0.0179511
253,0,0,0,0,0,0,0.0224733,0.0176857,0,0,0,0.030064,0.0206338,0.0218157,0.0227684,0,0,0.0152849,0,0.0186374,0.00729971,0.0399139,0.0232145,0.0166605,0.0211778,0.00705063,0.0231473,0.102559,0.0947992,0.0649952,0.0862226,0.0130897,0.0137432,0.00684501,0.0225331,0.0307389,0.0179174,0.00969468,0.00281846,0.0298591,0,0.0196779,0.0534565,0.0150302,0,0,0.0231336,0,0.00150332,0.0204403,0.0376684,0.0228359,0.0141774,0.0522074,0.0194283,0.0211384,0.0916189,0,0.0296364,0.0428149,0.0205897,0.0127985,0.0151458,0.0150222,0.0323882,0.0138254,0.0148143,0.0324602,0.0225147,0,0,0,0,0.0177583
254,0,0,0,0,0,0,0.0230526,0.0175791,0,0,0,0.0274674,0.0206344,0.0209965,0.0224767,0,0,0.0154861,0,0.0186653,0.0073604,0.0403692,0.0226016,0.0172451,0.0209924,0.00716729,0.0234199,0.102181,0.0946243,0.0657865,0.0863667,0.0125153,0.0128965,0.00687361,0.0219335,0.0283796,0.0181946,0.00971226,0.00273191,0.0308625,0,0.0202273,0,0.0153618,0,0,0.0229155,0,0.00156099,0.0201756,0.0375325,0.0250028,0.015365,0.0523304,0.0208996,0.0213222,0.0925688,0,0.027638,0.0434971,0.0213149,0.0126674,0.0143157,0.0173439,0.0346508,0.0138229,0.0148126,0.0321619,0.023175,0,0,0,0,0.0170556
