Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,STRN
116,0,0,0,0,0,0,0.0201658,0.0150119,0,0,0,0.0256071,0.0215509,0.0275559,0.0244603,0,0,0.00923148,0,0.0183927,0.00497011,0.0389398,0.0400888,0.0170041,0.024637,0.00518187,0.0122886,0.0899895,0.0883361,0.0761263,0.0832891,0.0186315,0.00952979,0.0148145,0.011594,0.0294223,0.0105454,0.00939605,0.00494078,0.0308417,0.013494,0.0240027,0.0431458,0.016644,0,0,0.0469454,0,0.0107839,0.0308074,0.0465728,0.027748,0.0115005,0.0573557,0.0112668,0.0155509,0.0785717,0.0744778,0.0272288,0.0538634,0.0327023,0.0270255,0.0126221,0.0302582,0.0258594,0.0242939,0.0111969,0.0114302,0.0200132,0,0,0,0,0.0131251
117,0,0,0,0,0,0,0.0202992,0.0150135,0,0,0,0.02855,0.021498,0.0278959,0.0241809,0,0,0.00890808,0,0.0183754,0.00478549,0.0393605,0.0403009,0.0165398,0.0249477,0.00428719,0.0123076,0.0917876,0.0895749,0.0744513,0.0833577,0.0178029,0.0097216,0.0124753,0.0135589,0.0312155,0.0104051,0.00941008,0.00489138,0.0301536,0.0134982,0.0235086,0.0429694,0.0168725,0,0,0.0470693,0,0.0108082,0.0309685,0.0465715,0.0274133,0.0113949,0.0572169,0.0122125,0.0157015,0.0785882,0.074393,0.0271764,0.0539575,0.0326143,0.0273612,0.0127209,0.0302822,0.0254376,0.0245525,0.0112006,0.0112978,0.0200825,0,0,0,0,0.0131059
118,0,0,0,0,0,0,0.0203646,0.0149868,0,0,0,0.0323688,0.0214629,0.0282778,0.0240132,0,0,0.00870562,0,0.0183747,0.00464815,0.0396012,0.0397863,0.0161672,0.0252846,0.00372078,0.012276,0.0935362,0.0902589,0.0721971,0.083495,0.0173886,0.0105814,0.010733,0.015347,0.0336502,0.0102547,0.00941076,0.00487958,0.0296607,0.0135387,0.0231846,0.0428902,0.0170317,0,0,0.0470933,0,0.0108657,0.0309444,0.0465455,0.0270169,0.0113219,0.0571388,0.0129988,0.0157652,0.0785218,0.0742368,0.0271607,0.0540659,0.0325206,0.0275449,0.0127075,0.030356,0.0250742,0.0247109,0.0112001,0.011164,0.0201094,0,0,0,0,0.013073
119,0,0,0,0,0,0,0.0205204,0.0150642,0,0,0,0.0365401,0.0214662,0.0289071,0.0239165,0,0,0.00855675,0,0.0184056,0.00456655,0.0398219,0.038998,0.0156613,0.0257958,0.00314772,0.012327,0.0951659,0.0907635,0.0698606,0.0837453,0.0173778,0.0119903,0.00913151,0.0173113,0.0367505,0.0101636,0.00941476,0.00485851,0.0294723,0.013523,0.0231461,0.0429053,0.0172923,0,0,0.0472901,0,0.0108602,0.0310358,0.0465121,0.026785,0.0112454,0.0571265,0.0137468,0.015897,0.0784321,0.0740036,0.0270256,0.0541692,0.0323456,0.0274119,0.0124517,0.0303384,0.0249091,0.0250065,0.0112267,0.0112177,0.0202304,0,0,0,0,0.0131727
120,0,0,0,0,0,0,0.0207948,0.0152624,0,0,0,0.0404345,0.0214366,0.0298351,0.0239483,0,0,0.00841737,0,0.0184281,0.00446697,0.0401257,0.0381739,0.0150086,0.0264878,0.00251209,0.012449,0.0966777,0.09118,0.0675175,0.0840953,0.0177567,0.0138432,0.00775533,0.0194239,0.0400946,0.0100652,0.00943355,0.00483923,0.0296487,0.0134526,0.0235737,0.0429716,0.0177287,0,0,0.0475759,0,0.0108034,0.0312819,0.0464678,0.027226,0.0111667,0.057106,0.0145168,0.0161325,0.0783881,0.0738145,0.0268041,0.0542279,0.0320987,0.0271907,0.0120853,0.0302588,0.0248769,0.0254725,0.0112899,0.0114814,0.02049,0,0,0,0,0.0133883
121,0,0,0,0,0,0,0.0210646,0.0154289,0,0,0,0.043658,0.0213688,0.030911,0.0241155,0,0,0.00825527,0,0.0184322,0.0043258,0.0406535,0.0373426,0.0142759,0.0270484,0.00187051,0.012545,0.0982004,0.0917597,0.065255,0.0845258,0.0182564,0.0158255,0.00710676,0.0215458,0.0431636,0.00992045,0.00947013,0.00480368,0.0303681,0.013427,0.0245549,0.0430198,0.0182055,0,0,0.0477628,0,0.0107975,0.0314497,0.0464434,0.0281354,0.01112,0.0571841,0.0153561,0.0164034,0.0784026,0.0736498,0.0265646,0.0542838,0.0318228,0.02684,0.0115082,0.0302028,0.0251128,0.0259307,0.0113004,0.0116143,0.0207659,0,0,0,0,0.0136068
122,0,0,0,0,0,0,0.021294,0.0155266,0,0,0,0.0458861,0.0213255,0.031701,0.0242018,0,0,0.00807211,0,0.0184342,0.00424569,0.0413336,0.0368561,0.0136091,0.0270013,0.00152742,0.0125715,0.0998516,0.0926638,0.0632635,0.0849857,0.0183604,0.0175199,0.00730081,0.0234591,0.0454689,0.00985082,0.00949892,0.00476568,0.0317081,0.0134381,0.0258031,0.0429991,0.0186512,0,0,0.0479571,0,0.010837,0.0315522,0.0464633,0.0295891,0.0110951,0.0573402,0.0162256,0.0167457,0.0784002,0.0734593,0.0263373,0.0543783,0.031538,0.0263667,0.0107,0.0301539,0.0258094,0.0263042,0.0112983,0.0115842,0.0209717,0,0,0,0,0.0137921
123,0,0,0,0,0,0,0.021535,0.0156599,0,0,0,0.0466321,0.0212773,0.0320476,0.0242279,0,0,0.00789535,0,0.0184331,0.00417767,0.0419755,0.0367975,0.0131644,0.0260686,0.00184867,0.0126233,0.101452,0.0938881,0.0619344,0.0853058,0.0177938,0.0185125,0.00788866,0.024744,0.0466121,0.0098433,0.00950225,0.00475309,0.0337459,0.0133969,0.0276535,0.042892,0.0190486,0,0,0.048426,0,0.0108137,0.0317565,0.0465962,0.0314314,0.0111139,0.0575364,0.0170553,0.0172653,0.0782848,0.0732074,0.0260106,0.0544994,0.0312095,0.0257821,0.00971565,0.0301168,0.0270517,0.0267068,0.011376,0.0116128,0.0210406,0,0,0,0,0.013993
124,0,0,0,0,0,0,0.0216682,0.0156829,0,0,0,0.0460713,0.0212504,0.0319884,0.0241799,0,0,0.00774138,0,0.0184347,0.00406282,0.042191,0.0375494,0.0129724,0.0247273,0.00227768,0.0126317,0.102539,0.0950821,0.0616411,0.0852638,0.0169083,0.0187099,0.00848441,0.025167,0.0462511,0.00975228,0.00947899,0.00478151,0.0365113,0.0133449,0.0303692,0.0428257,0.0192772,0,0,0.0486091,0,0.0107808,0.0318268,0.0468343,0.0345404,0.0109614,0.0577572,0.0176684,0.0176055,0.0781632,0.0729886,0.025725,0.0546303,0.0308586,0.0252095,0.00855766,0.0301808,0.0288729,0.0269979,0.0114181,0.0115708,0.0210584,0,0,0,0,0.014079
125,0,0,0,0,0,0,0.0216606,0.0156092,0,0,0,0.0448724,0.0212214,0.0314378,0.0241341,0,0,0.00750198,0,0.0184185,0.00395368,0.0419023,0.0381687,0.0129377,0.0239778,0.00247986,0.0125383,0.102699,0.0957368,0.0622032,0.0849415,0.0165221,0.0182934,0.00856375,0.0249983,0.0448013,0.00961961,0.00949084,0.00478418,0.0377812,0.0133203,0.0315075,0.0428925,0.0193935,0,0,0.0483957,0,0.0107724,0.0316652,0.0469892,0.0359643,0.0107239,0.0577133,0.0179873,0.017629,0.0781119,0.0728797,0.0255192,0.0547562,0.0305668,0.0249072,0.00809757,0.0301002,0.0298927,0.0270517,0.0113912,0.0116265,0.0209675,0,0,0,0,0.0140431
126,0,0,0,0,0,0,0.0215902,0.0154662,0,0,0,0.0440093,0.0212048,0.0307739,0.024173,0,0,0.00721056,0,0.0183892,0.00382093,0.0414349,0.0378331,0.0129152,0.024268,0.00250919,0.012395,0.101914,0.0955506,0.0631481,0.0844942,0.0168894,0.0175548,0.00801928,0.0244566,0.0439636,0.00940143,0.00953204,0.00473662,0.0375635,0.0133306,0.0308201,0.0430968,0.0194129,0,0,0.0479695,0,0.0107923,0.0314798,0.0469526,0.0356607,0.010534,0.0573427,0.0180659,0.0174244,0.0782133,0.0728285,0.0255998,0.0548649,0.030147,0.0247935,0.00809371,0.0296579,0.0300549,0.026919,0.0113746,0.0115921,0.0208219,0,0,0,0,0.0139139
127,0,0,0,0,0,0,0.0214665,0.0152012,0,0,0,0.0442677,0.0211784,0.0302819,0.0242482,0,0,0.00698696,0,0.0183752,0.00367366,0.0411675,0.0367995,0.0128827,0.0250493,0.00244597,0.0122243,0.10046,0.0947972,0.0645359,0.0841086,0.0171232,0.0165528,0.00738369,0.0236032,0.0442919,0.00912073,0.0095494,0.00472212,0.0375452,0.0133675,0.0303131,0.043287,0.0193564,0,0,0.0475092,0,0.0108572,0.031177,0.0468146,0.0353525,0.0104519,0.0569852,0.0179578,0.0170646,0.0784507,0.0728464,0.0256341,0.0548895,0.0296465,0.0247786,0.00786468,0.0290991,0.0302589,0.0265422,0.0113011,0.011535,0.0206335,0,0,0,0,0.0136879
128,0,0,0,0,0,0,0.0213787,0.0149742,0,0,0,0.0452695,0.0211812,0.0302591,0.0243795,0,0,0.00678077,0,0.0183772,0.00350844,0.041186,0.0362995,0.0128655,0.0260652,0.00227159,0.012022,0.0987719,0.094026,0.0662833,0.0837788,0.0176868,0.0155989,0.00755407,0.0226813,0.0452848,0.00903028,0.00955443,0.00474404,0.0377165,0.0133657,0.0298128,0.0433556,0.0192945,0,0,0.0473543,0,0.0108758,0.0310419,0.0467069,0.0351089,0.0104771,0.0567295,0.0176672,0.0167645,0.078673,0.0729381,0.0255563,0.054838,0.0291003,0.024797,0.00762235,0.028509,0.0304727,0.0262809,0.0112671,0.0114862,0.0204977,0,0,0,0,0.0134175
129,0,0,0,0,0,0,0.0213211,0.0148022,0,0,0,0.0466674,0.0212114,0.0309992,0.0245249,0,0,0.00671171,0,0.0184231,0.00339765,0.0412357,0.0363712,0.0128871,0.0274478,0.00213173,0.0118739,0.0972411,0.0934088,0.0679659,0.0834823,0.018435,0.0151608,0.00800794,0.0218529,0.0463655,0.00888747,0.00956462,0.00475879,0.0384918,0.0133117,0.0298054,0.0433049,0.0193213,0,0,0.0474223,0,0.0108422,0.0311402,0.0466679,0.0353625,0.0105161,0.0559476,0.0173656,0.0166831,0.0786315,0.0730467,0.0258576,0.0546887,0.0279897,0.0244385,0.00707358,0.0275424,0.0313886,0.0262546,0.0114042,0.0116499,0.020389,0,0,0,0,0.0131942
130,0,0,0,0,0,0,0.0212208,0.0146615,0,0,0,0.046879,0.0212282,0.031675,0.024689,0,0,0.00665618,0,0.0184627,0.00331094,0.0409942,0.0357013,0.0128954,0.0289013,0.00202192,0.0116486,0.0962828,0.0929949,0.0688489,0.0831887,0.0190044,0.0152528,0.00786377,0.0211617,0.0462841,0.00866265,0.00957786,0.00478421,0.0387078,0.0132513,0.0292789,0.0432326,0.0193295,0,0,0.0474229,0,0.0107888,0.0312822,0.0465794,0.0349142,0.0105283,0.0555264,0.0171551,0.0167526,0.0786971,0.0731245,0.025815,0.0545617,0.0273075,0.0243251,0.00690818,0.0269328,0.0320937,0.0262352,0.0114664,0.0118039,0.0201826,0,0,0,0,0.013022
131,0,0,0,0,0,0,0.0209784,0.014394,0,0,0,0.0448648,0.021211,0.0309554,0.0248383,0,0,0.00662389,0,0.0184824,0.00325689,0.0404884,0.0336321,0.0128681,0.0294936,0.00207167,0.0113152,0.096278,0.0930072,0.068495,0.0829281,0.0188187,0.0154415,0.00712339,0.020839,0.0445002,0.00838518,0.00960194,0.00479029,0.0378863,0.0132449,0.0276709,0.0431197,0.0192276,0,0,0.0474097,0,0.0108072,0.0312124,0.0464174,0.0336776,0.0104422,0.0555126,0.0171861,0.0167478,0.0789846,0.0731298,0.0255062,0.0545731,0.0272619,0.0245257,0.00744618,0.0268007,0.0323837,0.0262321,0.0114849,0.011841,0.0199077,0,0,0,0,0.0127705
132,0,0,0,0,0,0,0.0206874,0.0140807,0,0,0,0.0416075,0.0212007,0.0286149,0.0249691,0,0,0.00659288,0,0.0184838,0.00324731,0.0398786,0.0311099,0.0127586,0.0282882,0.00251762,0.0110058,0.0971401,0.093466,0.0671093,0.0827937,0.0176553,0.0155678,0.00674577,0.0211934,0.0418292,0.00821859,0.00962636,0.00474795,0.0380833,0.0132767,0.0271184,0.0428973,0.0190677,0,0,0.0474298,0,0.0108917,0.031145,0.0462163,0.0334501,0.0102543,0.0548281,0.0175699,0.0167277,0.0790417,0.0731234,0.0254548,0.0545407,0.0265311,0.0245047,0.0073468,0.0264245,0.0334254,0.0263044,0.0115249,0.0117964,0.0197084,0,0,0,0,0.0125339
133,0,0,0,0,0,0,0.0204308,0.013921,0,0,0,0.0378393,0.0212101,0.0259352,0.0250594,0,0,0.00655953,0,0.0184821,0.00327327,0.0392841,0.0289764,0.012715,0.0259303,0.00320468,0.0107654,0.0985959,0.0941859,0.0653818,0.082933,0.0162812,0.0159356,0.0071177,0.0219804,0.0386482,0.00813893,0.00965348,0.00473197,0.0381107,0.0132937,0.0264806,0.0425702,0.0188998,0,0,0.0475331,0,0.0109404,0.0311245,0.0460379,0.0332515,0.0100686,0.0539234,0.0181197,0.0167774,0.0790192,0.0730971,0.0252948,0.0545535,0.0257354,0.0244996,0.00720065,0.0262041,0.0343838,0.0263692,0.0116096,0.0118176,0.0193489,0,0,0,0,0.0124028
134,0,0,0,0,0,0,0.0200639,0.0137981,0,0,0,0.033891,0.0212119,0.0239073,0.0251013,0,0,0.00661772,0,0.0184486,0.00333341,0.0387018,0.0264428,0.0128629,0.0240104,0.00380763,0.0104652,0.100136,0.0949279,0.0639305,0.0832642,0.0156329,0.0169299,0.00773177,0.02273,0.0350679,0.00807548,0.00966654,0.0047978,0.0377035,0.0132871,0.0253893,0.0421735,0.0186748,0,0,0.0474467,0,0.0109589,0.0311462,0.0458958,0.0330499,0.009875,0.0525721,0.0186551,0.0167303,0.0789827,0.0731015,0.0252175,0.0546317,0.0248998,0.0245602,0.00701523,0.0260578,0.0349713,0.0263108,0.011546,0.0116732,0.0181115,0,0,0,0,0.0123121
135,0,0,0,0,0,0,0.0196157,0.0136426,0,0,0,0.0306785,0.0212084,0.0225592,0.0251571,0,0,0.00666057,0,0.0184771,0.00331996,0.038171,0.0245894,0.0131279,0.0233887,0.00433083,0.0100832,0.101151,0.0954204,0.0630717,0.0835474,0.0160857,0.0183421,0.00825672,0.0231985,0.0319908,0.00792043,0.00965975,0.00485486,0.0365161,0.0132619,0.0241671,0.0418115,0.018416,0,0,0.0474181,0,0.0109782,0.0311743,0.045707,0.0331653,0.00961533,0.0507743,0.0190874,0.0166484,0.0789861,0.0730967,0.0251689,0.0547566,0.0238667,0.024762,0.00673986,0.0258639,0.0349399,0.0261544,0.0115423,0.0117102,0.0165207,0,0,0,0,0.0122302
136,0,0,0,0,0,0,0.0190219,0.0132498,0,0,0,0.0289471,0.0212221,0.0219282,0.0252968,0,0,0.0066639,0,0.0184991,0.0032225,0.0378137,0.0234814,0.0133936,0.0237789,0.00491147,0.00980571,0.101337,0.0953584,0.0629797,0.0835924,0.0168619,0.0193651,0.00846828,0.0232652,0.0302576,0.00781232,0.00966042,0.00481009,0.034572,0.0132842,0.0230354,0.0414565,0.0180474,0,0,0.0473257,0,0.0110521,0.031042,0.0454958,0.0338632,0.00926255,0.0487537,0.0194888,0.0166311,0.0790049,0.0731793,0.0251019,0.0548841,0.0225097,0.0250024,0.00640019,0.0257347,0.0343369,0.0261173,0.0115656,0.0118099,0.0172619,0,0,0,0,0.011976
137,0,0,0,0,0,0,0.0185821,0.0129304,0,0,0,0.0282055,0.0212227,0.0218211,0.0255708,0,0,0.00656251,0,0.0184516,0.00312031,0.0376603,0.0229405,0.0136289,0.0245845,0.00532927,0.00955993,0.100871,0.0950836,0.0634996,0.0832964,0.0173919,0.0196437,0.00854072,0.0228658,0.0295828,0.00770568,0.00967353,0.00483622,0.032288,0.0132284,0.0221072,0.0411525,0.0178138,0,0,0.0473777,0,0.0110172,0.031018,0.0453436,0.0349909,0.00894529,0.0467169,0.0196444,0.0167555,0.0790524,0.0733519,0.0251351,0.0549823,0.0211244,0.0249239,0.00609994,0.0256638,0.0334649,0.0263303,0.011537,0.0117945,0.0170961,0,0,0,0,0.0117445
138,0,0,0,0,0,0,0.0182537,0.0125968,0,0,0,0.0271854,0.0212003,0.0215287,0.0260279,0,0,0.00637413,0,0.0184266,0.00305492,0.0375719,0.0221898,0.0139369,0.0253446,0.00559174,0.0092148,0.100156,0.0949072,0.0643253,0.0827264,0.0174318,0.0194773,0.00880338,0.02209,0.0288103,0.00758836,0.00964413,0.00490938,0.0301484,0.0131928,0.0216342,0.0408894,0.0176623,0,0,0.047277,0,0.0110104,0.0309523,0.045174,0.0364567,0.00870054,0.0447592,0.019463,0.0168217,0.0790899,0.0736304,0.0253374,0.0549901,0.0199151,0.0245559,0.00583674,0.0256693,0.0327293,0.0263909,0.0115047,0.0118005,0.015827,0,0,0,0,0.0114822
139,0,0,0,0,0,0,0.017901,0.0120693,0,0,0,0.0261408,0.0212354,0.0208889,0.0266062,0,0,0.00627364,0,0.0184429,0.00307623,0.0373161,0.0207237,0.0142947,0.0257678,0.00566876,0.00880939,0.0994869,0.0949042,0.0651548,0.0820701,0.0172512,0.0191029,0.00902337,0.0211918,0.0279882,0.00750644,0.00963869,0.00498182,0.0282247,0.0131479,0.0215394,0.0406044,0.0174519,0,0,0.0471079,0,0.0109754,0.0308878,0.0449426,0.0378248,0.0083272,0.0428817,0.0189819,0.01683,0.0791007,0.07403,0.0257256,0.0548901,0.0189075,0.0241243,0.00563585,0.0254085,0.0320567,0.0262767,0.0113987,0.0116531,0.0159672,0,0,0,0,0.0110545
140,0,0,0,0,0,0,0.0175371,0.0114839,0,0,0,0.0255291,0.0212666,0.0200591,0.0271809,0,0,0.00624186,0,0.0184253,0.00315405,0.0369286,0.0190793,0.0147022,0.025964,0.00555718,0.00830238,0.0990712,0.0950453,0.0657559,0.0815244,0.0170851,0.0187632,0.00914665,0.0203586,0.0274976,0.00735775,0.00964316,0.00505273,0.0264321,0.0131279,0.0219226,0.0403251,0.0172044,0,0,0.0467426,0,0.0109785,0.0307229,0.0447013,0.0391875,0.00789877,0.0411292,0.0183559,0.01664,0.0791036,0.0746205,0.0262288,0.0546703,0.0181135,0.0238564,0.00554191,0.0251386,0.0315684,0.0260408,0.0112346,0.0115322,0.0149986,0,0,0,0,0.0105692
141,0,0,0,0,0,0,0.0170727,0.0108275,0,0,0,0.0257205,0.021303,0.019454,0.0277079,0,0,0.00639814,0,0.0184156,0.00326877,0.0368055,0.0174605,0.0151089,0.0261656,0.00550799,0.00779554,0.0988591,0.0951873,0.0660849,0.0811808,0.0170109,0.018509,0.00909236,0.0196545,0.0277006,0.00734645,0.00962879,0.00510247,0.0246061,0.0131659,0.0226751,0.039997,0.0167748,0,0,0.0463723,0,0.0110313,0.0303498,0.0445523,0.0403273,0.00742531,0.0395139,0.0178104,0.0163982,0.0791351,0.075299,0.0268229,0.0544244,0.0174095,0.0237034,0.00552326,0.0249625,0.0316094,0.0259122,0.0111129,0.0114005,0.0148544,0,0,0,0,0.0100314
142,0,0,0,0,0,0,0.0165716,0.0101898,0,0,0,0.0264881,0.0214061,0.0192092,0.0281044,0,0,0.00666825,0,0.018418,0.00340852,0.0371412,0.0161844,0.0154887,0.0264313,0.00569353,0.00732153,0.0987173,0.0951834,0.0661411,0.0810653,0.0170669,0.0183287,0.00899186,0.019156,0.0283167,0.00735061,0.00960203,0.00516128,0.0235682,0.0132349,0.0231047,0.0397024,0.0162388,0,0,0.0461103,0,0.0111064,0.0300632,0.0445095,0.0413445,0.00694988,0.038029,0.0173971,0.0161226,0.079189,0.0759698,0.027624,0.0542055,0.0167798,0.0236274,0.00546431,0.0248362,0.0307018,0.0257087,0.0111984,0.0114018,0.0158075,0,0,0,0,0.0094551
143,0,0,0,0,0,0,0.0164202,0.0103474,0,0,0,0.0274169,0.0214864,0.0192747,0.0283048,0,0,0.00687451,0,0.0184199,0.00365715,0.0378279,0.0156689,0.0157395,0.0268426,0.00602913,0.00654731,0.0986606,0.0950666,0.0660128,0.0811487,0.0172196,0.0182437,0.00895096,0.018849,0.0290972,0.00719571,0.00957898,0.00521657,0.0230196,0.0131968,0.0234716,0.039423,0.0159735,0,0,0.0460746,0,0.0110701,0.0300518,0.0445202,0.0421677,0.00636599,0.036657,0.0171856,0.0158806,0.0793426,0.0766004,0.0283346,0.0540412,0.0162118,0.0235753,0.00528412,0.0247889,0.0290512,0.0255243,0.0112066,0.0114644,0.0162463,0,0,0,0,0
144,0,0,0,0,0,0,0.015717,0.00959427,0,0,0,0.0282262,0.0215529,0.0194036,0.0283395,0,0,0.0073069,0,0.0184443,0.0039181,0.038436,0.0156545,0.0161401,0.0270631,0.00648524,0.00634451,0.098668,0.0950392,0.0658858,0.0811801,0.0174995,0.0183939,0.0090017,0.018679,0.0298371,0.00723663,0.00958333,0.00535407,0.0230229,0.013187,0.0243361,0.0392028,0.0151473,0,0,0.046203,0,0.0110418,0.0301066,0.0446211,0.0428325,0.00586762,0.0353802,0.0169847,0.0155371,0.0795484,0.0771757,0.0289039,0.0539635,0.0157466,0.0236258,0.00504081,0.02488,0.0270235,0.0254161,0.0111634,0.0113795,0.0155881,0,0,0,0,0.00875607
145,0,0,0,0,0,0,0.0152352,0.00937663,0,0,0,0.0287124,0.0216097,0.0193866,0.0283108,0,0,0.00750386,0,0.0184529,0.00401296,0.0386649,0.0157854,0.0165412,0.027049,0.00723502,0.00592457,0.0986848,0.0951132,0.0658504,0.0811449,0.0177529,0.0187838,0.0091087,0.0185827,0.0302785,0.00713578,0.00960496,0.00537922,0.0235947,0.0132023,0.0256433,0.0390129,0.0146057,0,0,0.0463263,0,0.0110427,0.0301084,0.0447052,0.0432628,0.00534043,0.0341971,0.0171059,0.0152198,0.0798516,0.0777398,0.0293326,0.0540397,0.0153756,0.0237728,0.00479629,0.0248673,0.0255525,0.025155,0.0110814,0.0113663,0.015049,0,0,0,0,0.0085883
146,0,0,0,0,0,0,0.0149196,0.00933717,0,0,0,0.0290057,0.0216544,0.0192456,0.0282235,0,0,0.00773424,0,0.0184435,0.00409812,0.0385372,0.0156202,0.0169026,0.0270369,0.00818905,0.00564226,0.0987386,0.0953668,0.0658039,0.0810325,0.0179845,0.0194241,0.00941414,0.0185439,0.0305844,0.00714051,0.00960956,0.00542072,0.0243093,0.0132349,0.0265964,0.038797,0.0142543,0,0,0.0465235,0,0.0110591,0.0301787,0.0447276,0.0435089,0.00480976,0.0332035,0.0175272,0.015121,0.0802076,0.078203,0.0295872,0.0543131,0.0150819,0.0239689,0.00442383,0.0246061,0.0265395,0.0250759,0.0111112,0.0114003,0.0146487,0,0,0,0,0.00830899
147,0,0,0,0,0,0,0.0147082,0.00934539,0,0,0,0.0292272,0.0216985,0.019084,0.0280342,0,0,0.0079734,0,0.0184269,0.00416963,0.0381837,0.0151794,0.0171799,0.026768,0.00910061,0.00547661,0.0991944,0.0956847,0.0657791,0.0809824,0.0179959,0.0200689,0.00974342,0.0186207,0.0308495,0.00721014,0.00958322,0.00546158,0.0254459,0.0132517,0.0265285,0.0385752,0.0141145,0,0,0.046566,0,0.011079,0.0301747,0.0446633,0.0439403,0.0042722,0.0323335,0.0181545,0.0150704,0.0804165,0.0783395,0.0296649,0.0546377,0.0149765,0.0241155,0.00413736,0.0242801,0.0293703,0.0250632,0.0110783,0.0113773,0.0140205,0,0,0,0,0.00833197
148,0,0,0,0,0,0,0.0145896,0.00932805,0,0,0,0.0297158,0.0216821,0.019019,0.0277617,0,0,0.00811372,0,0.0183965,0.00429623,0.037831,0.0147495,0.0174328,0.0263834,0.00977676,0.00537498,0.0997873,0.0958758,0.0657807,0.0811095,0.0180186,0.0206161,0.00985709,0.0186971,0.0313512,0.00724894,0.00955383,0.00541364,0.0267972,0.0132862,0.0263702,0.038231,0.0141062,0,0,0.0464728,0,0.0111221,0.0301105,0.0445528,0.0444709,0.00371089,0.0316913,0.0187931,0.0149317,0.0804835,0.0783469,0.0295477,0.0548771,0.0150834,0.0242493,0.00404896,0.0241308,0.0325403,0.0249429,0.0109672,0.0113622,0.0130045,0,0,0,0,0.00857161
149,0,0,0,0,0,0,0.0146817,0.00937253,0,0,0,0.0305432,0.0216739,0.0190047,0.027469,0,0,0.0081867,0,0.0183895,0.00437819,0.0376057,0.0149929,0.0177167,0.0260813,0.0104288,0.00533639,0.100045,0.0958687,0.0657956,0.0813385,0.0181813,0.0208014,0.00981775,0.0186422,0.032132,0.00726352,0.00955257,0.00532809,0.0276776,0.0133107,0.0266191,0.0378013,0.0142035,0,0,0.046594,0,0.0111401,0.0301825,0.0445224,0.0448066,0.0031083,0.0311074,0.0192735,0.0148998,0.080439,0.0783263,0.0293676,0.0550171,0.0152181,0.024382,0.00408511,0.024122,0.0348098,0.0249356,0.0110533,0.0114387,0.0127821,0,0,0,0,0.00847983
150,0,0,0,0,0,0,0.0148587,0.00951316,0,0,0,0.0315257,0.0216735,0.0191927,0.0272552,0,0,0.00828989,0,0.0183999,0.00445524,0.0376037,0.015089,0.0179881,0.0258388,0.0113835,0.00535536,0.100069,0.0956862,0.0658862,0.0815773,0.0181099,0.0204254,0.00976405,0.0184561,0.0331413,0.00733817,0.00956594,0.00535837,0.0276583,0.0133271,0.0266762,0.0373361,0.0143274,0,0,0.0466662,0,0.0111484,0.0301448,0.0445382,0.0446509,0.00249659,0.0305263,0.0195691,0.0149824,0.080232,0.0782398,0.0291941,0.0550997,0.0152042,0.0244339,0.00413445,0.0242523,0.0353793,0.025014,0.011176,0.0114143,0.0129488,0,0,0,0,0.00844706
151,0,0,0,0,0,0,0.0149744,0.00952225,0,0,0,0.0326688,0.0216656,0.0194939,0.0270006,0,0,0.00836373,0,0.0183935,0.00450927,0.0377519,0.0151678,0.0182246,0.0256288,0.0125078,0.00537221,0.100089,0.0954197,0.0660089,0.0817993,0.0178256,0.0197223,0.00961304,0.0182391,0.0342369,0.00745939,0.00953979,0.00540829,0.0269464,0.0133855,0.0266229,0.0369676,0.0143856,0,0,0.0466315,0,0.0111893,0.0299849,0.0445412,0.0443005,0.00192979,0.0300551,0.0195966,0.0149853,0.079916,0.0781254,0.0290725,0.0550969,0.014964,0.0244147,0.00399076,0.0245397,0.0350394,0.0249656,0.0111551,0.0113207,0.0131896,0,0,0,0,0.00847987
152,0,0,0,0,0,0,0.0150997,0.00961073,0,0,0,0.0340158,0.0216875,0.0199024,0.0266786,0,0,0.00842174,0,0.0183807,0.0045937,0.0379612,0.0153649,0.0184921,0.0255476,0.0125769,0.00533081,0.100163,0.0953169,0.0660599,0.0820584,0.0175416,0.0190625,0.00939289,0.018082,0.0355544,0.00759933,0.00950779,0.00543581,0.0259365,0.0134709,0.0262911,0.0367601,0.0144806,0,0,0.0465894,0,0.0112344,0.0299866,0.0445443,0.0438139,0.00133684,0.0297254,0.0193693,0.0149826,0.0795733,0.0779566,0.0290417,0.0550774,0.0148277,0.0243508,0.00393868,0.0249082,0.033939,0.0250026,0.0111672,0.0112947,0.0133942,0,0,0,0,0.00860099
