Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
9,0,0,0,0,0,0,0.0239691,0.00940199,0,0,0,0.0482895,0.0162751,0.0317904,0.0296577,0,0,0.00657256,0,0.0195903,0.00412389,0.0437055,0.0352959,0.0111606,0.0173673,0.0120415,0.0108811,0.0298492,0.0193962,0.0171182,0.0434788,0.0130939,0.0175808,0.0143577,0.0255038,0.0567658,0.00567473,0.0102726,0.00303913,0.0141011,0.013168,0.0156648,0.0573425,0.0275052,0,0,0.0287305,0,0.0106346,0.0205062,0.0400797,0.0201802,0.0107912,0.0440443,0.0178896,0.0181959,0.0380754,0.0161789,0.0535906,0.0478587,0.0144618,0.013085,0.0157351,0.0110789,0.0178844,0.0204545,0.00807647,0.00714122,0.0115385,0.0229398,0,0,0,0
10,0,0,0,0,0,0,0.0244054,0.00993041,0,0,0,0.0503757,0.0162908,0.0348291,0.0295591,0,0,0.00689921,0,0.0195841,0.00402257,0.04381,0.0380565,0.0116957,0.018723,0.0122941,0.0111156,0.0299992,0.0196917,0.0172886,0.0447177,0.0145589,0.0190889,0.0150948,0.0262172,0.0591571,0.0059612,0.0102124,0.00316151,0.0145971,0.0131639,0.0160663,0.0571636,0.0279484,0,0,0.0288711,0,0.0106287,0.0205534,0.0402623,0.0205951,0.0108635,0.0438955,0.0186299,0.0186798,0.0378104,0.0157827,0.0537714,0.0475682,0.0146082,0.0128782,0.0158404,0.0113461,0.0179819,0.020929,0.00805906,0.0070642,0.011921,0.0233274,0,0,0,0
11,0,0,0,0,0,0,0.0245928,0.0102464,0,0,0,0.0514275,0.0162648,0.0375313,0.0293115,0,0,0.00705271,0,0.0195608,0.00372572,0.0437702,0.0399089,0.0119198,0.0198291,0.0124772,0.011237,0.0294166,0.0191803,0.0171377,0.045307,0.0157046,0.0203687,0.015776,0.0261851,0.0599691,0.00613561,0.0101191,0.00302654,0.015208,0.0131674,0.0165849,0.0569233,0.0281166,0,0,0.029039,0,0.0106311,0.0206029,0.0405327,0.0210955,0.0108233,0.0438301,0.0191702,0.0189789,0.0376173,0.0154608,0.0536204,0.047276,0.014884,0.0125023,0.016073,0.0116138,0.0179827,0.0209618,0.00804528,0.00701939,0.0121869,0.0234628,0,0,0,0
12,0,0,0,0,0,0,0.024543,0.0104612,0,0,0,0.0504687,0.0163148,0.0377432,0.0291493,0,0,0.00724803,0,0.0194834,0.00365314,0.0434435,0.0382629,0.0117354,0.0203613,0.0125339,0.0111814,0.0289073,0.0183404,0.0164919,0.0448105,0.0158507,0.0206978,0.0157933,0.0259764,0.0590551,0.00625164,0.0101434,0.00299561,0.0161211,0.0132016,0.0173537,0.0568741,0.0281018,0,0,0.0291525,0,0.0106528,0.020659,0.0407699,0.0219119,0.0106494,0.0439512,0.0194228,0.0192569,0.0375719,0.0153282,0.0537298,0.0471474,0.0153395,0.0118579,0.0165407,0.0120169,0.0181256,0.0207582,0.00802711,0.00700162,0.0124982,0.0235173,0,0,0,0
13,0,0,0,0,0,0,0.0244336,0.0105398,0,0,0,0.0486921,0.0163786,0.0351684,0.0291756,0,0,0.00722249,0,0.0193857,0.00366802,0.042977,0.0354892,0.0112606,0.02019,0.0123826,0.0110362,0.0287084,0.0177382,0.0156669,0.043376,0.014944,0.0196551,0.0151587,0.0255632,0.0575232,0.00613386,0.0101119,0.00297981,0.0172293,0.0132483,0.0182636,0.0570426,0.0280526,0,0,0.0291994,0,0.0106855,0.0207269,0.0408831,0.0227995,0.0105176,0.0443106,0.0194107,0.0195086,0.0373927,0.0151039,0.0540758,0.046994,0.0160018,0.0109344,0.0171882,0.0123914,0.0181294,0.0209956,0.00800871,0.00705519,0.0126309,0.023455,0,0,0,0
14,0,0,0,0,0,0,0.024294,0.010483,0,0,0,0.0473531,0.0164912,0.0324567,0.0294488,0,0,0.0069917,0,0.0193168,0.0037593,0.0427554,0.0320932,0.0106232,0.0192829,0.0119004,0.0108944,0.0285156,0.0178346,0.0151719,0.0414924,0.0132097,0.0174596,0.0143778,0.0247659,0.0555715,0.00607024,0.0100508,0.00300483,0.0186157,0.0133235,0.0192842,0.0574378,0.0280086,0,0,0.0291325,0,0.0107598,0.0208016,0.0408705,0.023749,0.0102083,0.0447119,0.0192657,0.0196521,0.0373572,0.0151529,0.0545074,0.0470564,0.0166593,0.00979754,0.0179408,0.0129063,0.0187136,0.0213395,0.00802634,0.0071701,0.0125039,0.0232803,0,0,0,0
15,0,0,0,0,0,0,0.0240843,0.0104704,0,0,0,0.0462819,0.016585,0.0309111,0.0297883,0,0,0.00685632,0,0.0192982,0.00382133,0.0426522,0.0297375,0.0100685,0.0171428,0.0113243,0.0107263,0.0279087,0.0183742,0.0152555,0.0397622,0.0112519,0.0150993,0.0137368,0.0236287,0.0538267,0.00617545,0.0100306,0.00313852,0.0205001,0.0133853,0.0203129,0.0574072,0.0279294,0,0,0.0291334,0,0.0108369,0.0209213,0.0409246,0.024602,0.0100683,0.0451528,0.0188692,0.0197806,0.0374302,0.0153107,0.0550455,0.0471725,0.0173315,0.0087339,0.0187646,0.0134869,0.019876,0.0214087,0.00815255,0.00729237,0.01259,0.0229882,0,0,0,0
16,0,0,0,0,0,0,0.0239697,0.0105804,0,0,0,0.045537,0.0165819,0.0296451,0.0300661,0,0,0.00692449,0,0.0193051,0.00381428,0.0424004,0.0290993,0.00968962,0.0146746,0.0107877,0.0107292,0.0269028,0.0186888,0.0154138,0.0386447,0.00991153,0.0136694,0.0135809,0.0225226,0.0527866,0.00644506,0.0100145,0.00298049,0.0241507,0.0133689,0.0220356,0.0572879,0.0279152,0,0,0.0292301,0,0.0108444,0.0210453,0.0409677,0.0258127,0.0100074,0.0451577,0.018549,0.020054,0.0380718,0.0152429,0.0552626,0.0476808,0.0173664,0.00820095,0.0195562,0.0137467,0.022445,0.0214709,0.00829011,0.00739878,0.0128374,0.0227715,0,0,0,0
17,0,0,0,0,0,0,0.023762,0.0107185,0,0,0,0.0448763,0.0166133,0.028599,0.0302809,0,0,0.00698692,0,0.0192311,0.00364704,0.041918,0.0297502,0.00968817,0.0136868,0.0105111,0.0107387,0.0257806,0.0184534,0.0150933,0.0384999,0.0102789,0.014115,0.0138781,0.0223414,0.0521633,0.00665767,0.00997947,0.00290553,0.0268486,0.0133111,0.0228069,0.0572736,0.0278228,0,0,0.0292668,0,0.0108117,0.021037,0.0408691,0.0264048,0.00995704,0.0453814,0.0185303,0.0204206,0.0381472,0.0152212,0.0561056,0.0476901,0.0180148,0.00747142,0.0204315,0.0145392,0.0253039,0.0216076,0.00838461,0.00745782,0.0131899,0.022543,0,0,0,0
18,0,0,0,0,0,0,0.0235684,0.0108327,0,0,0,0.0442196,0.0166536,0.0281005,0.0304291,0,0,0.00693969,0,0.0190808,0.00347372,0.0413914,0.0307159,0.0100062,0.014468,0.0105191,0.0107303,0.0249311,0.017608,0.0144635,0.0393672,0.0119173,0.0160671,0.0144113,0.0232297,0.0517976,0.00682869,0.00994104,0.00286132,0.0276841,0.013282,0.0226144,0.057063,0.027648,0,0,0.0291275,0,0.0108005,0.0209143,0.0407075,0.0267525,0.00997284,0.0457547,0.0186956,0.0205768,0.0377272,0.0154166,0.0574384,0.0472943,0.0190667,0.00631727,0.0210672,0.0159641,0.0269061,0.0217072,0.00840478,0.00744094,0.0135651,0.0222509,0,0,0,0
19,0,0,0,0,0,0,0.0233613,0.0108588,0,0,0,0.0437156,0.0166879,0.0278804,0.0305001,0,0,0.00697306,0,0.0191108,0.00335205,0.0411144,0.0316891,0.0104295,0.0159427,0.0107056,0.0106213,0.0246618,0.016548,0.0140119,0.0407905,0.0139738,0.0182648,0.0148206,0.024581,0.0515717,0.0068793,0.00996383,0.00286019,0.0273813,0.0132468,0.0222078,0.0564915,0.0273912,0,0,0.0288771,0,0.0107828,0.0207657,0.0405692,0.0274163,0.00992317,0.0458663,0.0188939,0.0204602,0.037081,0.0157485,0.0585119,0.0466552,0.0202334,0.00527979,0.0215134,0.0179306,0.0276408,0.0216906,0.00840034,0.00738654,0.0139631,0.0220568,0,0,0,0
20,0,0,0,0,0,0,0.0230379,0.0107872,0,0,0,0.0438923,0.0166465,0.027806,0.0304477,0,0,0.00703459,0,0.0190973,0.00339547,0.0411571,0.0328638,0.0108244,0.0166751,0.0109866,0.0104682,0.0247795,0.0154179,0.0135877,0.0420715,0.0153575,0.0200952,0.0150756,0.025844,0.0515909,0.00687635,0.00997696,0.00290244,0.0279804,0.0131602,0.022528,0.0554778,0.0270692,0,0,0.0286076,0,0.0107256,0.0206656,0.0405654,0.0286295,0.00989977,0.0448943,0.0192292,0.0203645,0.0365746,0.0156353,0.0590099,0.0460905,0.0206375,0.00426029,0.0217437,0.019443,0.0291385,0.0216396,0.00845107,0.00739266,0.0140456,0.0217744,0,0,0,0
21,0,0,0,0,0,0,0.0225789,0.0105328,0,0,0,0.0451479,0.0166298,0.0279241,0.0303912,0,0,0.00692233,0,0.0191238,0.00347732,0.0413343,0.0336441,0.0111224,0.0160706,0.0114324,0.0103089,0.0246314,0.0142073,0.0130922,0.042792,0.0161892,0.021497,0.0152563,0.0266562,0.0520348,0.00675155,0.00994271,0.0030064,0.0283418,0.0130095,0.0224126,0.0545782,0.0266022,0,0,0.0283365,0,0.0106217,0.0205232,0.0406486,0.0303618,0.0098886,0.0434556,0.0195968,0.0201431,0.0359981,0.0157954,0.0597065,0.0455548,0.0211764,0.00353551,0.0219986,0.0212064,0.0299742,0.0214761,0.00856533,0.00748384,0.0138732,0.0214226,0,0,0,0
22,0,0,0,0,0,0,0.0221699,0.010078,0,0,0,0.0465098,0.0164985,0.028197,0.0305726,0,0,0.00669948,0,0.0191633,0.00355506,0.0415786,0.0335342,0.0112361,0.0151156,0.0117479,0.0101658,0.0233035,0.0130469,0.0125756,0.0429462,0.0165454,0.0225676,0.0153401,0.0267448,0.0528905,0.0064721,0.00989834,0.00303663,0.0285811,0.0129151,0.0225533,0.054326,0.0261208,0,0,0.0281215,0,0.0105665,0.0203231,0.0405611,0.0328602,0.0095194,0.0417261,0.0198737,0.0197205,0.0354689,0.0163199,0.0605978,0.0451687,0.021782,0.00298686,0.0222355,0.0231139,0.0306444,0.0210159,0.00863441,0.00759468,0.0135989,0.020965,0,0,0,0
23,0,0,0,0,0,0,0.021802,0.00955836,0,0,0,0.0475081,0.016512,0.0284161,0.0308354,0,0,0.00643861,0,0.0191891,0.00343809,0.0415664,0.0325633,0.0111829,0.0144424,0.0120453,0.00999464,0.0212043,0.0119422,0.0120347,0.0427413,0.0167152,0.0235154,0.0156864,0.0262474,0.0536703,0.00620842,0.00990556,0.00304176,0.0282241,0.0128739,0.022925,0.0541648,0.0256355,0,0,0.0279145,0,0.0105553,0.0201981,0.0404349,0.0355868,0.0091241,0.0399153,0.0199162,0.0192633,0.0348598,0.0170987,0.0615882,0.0448202,0.0222364,0.00261081,0.0224665,0.024622,0.031585,0.0206464,0.00865301,0.00765525,0.0133216,0.0204718,0,0,0,0
24,0,0,0,0,0,0,0.0214586,0.00900263,0,0,0,0.047767,0.0165629,0.0283056,0.0311454,0,0,0.00619864,0,0.0192075,0.00345652,0.0412434,0.030985,0.0110397,0.01429,0.0121865,0.00976264,0.019476,0.0110566,0.0115777,0.0423567,0.0167751,0.0242774,0.015926,0.0255453,0.0536765,0.00594284,0.00990084,0.00304349,0.0278656,0.0128598,0.0233095,0.0539217,0.0252608,0,0,0.0277893,0,0.0105557,0.0201733,0.0401971,0.0381053,0.00869978,0.0382426,0.0196539,0.0189198,0.0341336,0.0179744,0.0626297,0.0445184,0.0225521,0.00239428,0.0226226,0.0257418,0.0327115,0.020376,0.00861466,0.00761536,0.0130547,0.0202117,0,0,0,0
25,0,0,0,0,0,0,0.0210472,0.00844797,0,0,0,0.0473547,0.0165813,0.0274941,0.0313649,0,0,0.0059675,0,0.0192109,0.00349704,0.0406836,0.0289616,0.0109219,0.0143404,0.0123918,0.00942509,0.0186249,0.0105819,0.0113026,0.0419518,0.0167322,0.0244928,0.0158966,0.0248431,0.0531359,0.00568665,0.00992397,0.00310725,0.0275529,0.0128199,0.0236852,0.0535595,0.024933,0,0,0.027712,0,0.0105204,0.0201241,0.039891,0.0403587,0.00828225,0.0367997,0.0191546,0.0186722,0.0334233,0.0189361,0.0637522,0.0443051,0.0226908,0.0023556,0.0226351,0.0264807,0.0340154,0.0201242,0.00853297,0.00753733,0.0128607,0.0198773,0,0,0,0
26,0,0,0,0,0,0,0.0205315,0.00793283,0,0,0,0.0467397,0.0165814,0.0263417,0.0314649,0,0,0.00569198,0,0.019199,0.00347462,0.0402162,0.0268578,0.010862,0.014361,0.0126498,0.00898257,0.018598,0.0104621,0.0111855,0.0416572,0.0164518,0.0240777,0.0157765,0.0241865,0.0528773,0.00539534,0.0099475,0.00312553,0.0275146,0.0128029,0.0241788,0.0532121,0.0245025,0,0,0.0275982,0,0.0105017,0.0200248,0.0396315,0.0420575,0.00777861,0.0354035,0.0185561,0.0183987,0.0328653,0.0198932,0.0648356,0.0443137,0.0226211,0.00224218,0.0224215,0.0269153,0.0345778,0.019834,0.00853431,0.00745703,0.0127643,0.0193932,0,0,0,0
27,0,0,0,0,0,0,0.0199769,0.00746906,0,0,0,0.0464495,0.0166248,0.0254932,0.0316946,0,0,0.00532934,0,0.0192035,0.00346436,0.0400883,0.0251439,0.0107958,0.0143461,0.0127749,0.00849435,0.0189582,0.0105081,0.0111985,0.0415273,0.0162064,0.0232643,0.0157504,0.0235814,0.0531489,0.00498769,0.00994395,0.00311866,0.0279105,0.0128086,0.0248254,0.0529544,0.0239849,0,0,0.0273598,0,0.0105067,0.0198489,0.0396314,0.0430973,0.00717926,0.033777,0.0180083,0.0181264,0.0325381,0.0207763,0.0654765,0.0444811,0.0224845,0.00223973,0.0220806,0.0272388,0.0353437,0.0194477,0.00854111,0.00741675,0.0126885,0.0189016,0,0,0,0
28,0,0,0,0,0,0,0.0194546,0.00709139,0,0,0,0.0467781,0.0166809,0.0251411,0.0318372,0,0,0.00495863,0,0.0191614,0.00345949,0.0402887,0.0238335,0.0107971,0.0144194,0.0129654,0.00804822,0.0193182,0.0106351,0.011317,0.0415561,0.015783,0.0225759,0.015563,0.0230854,0.0537194,0.00462276,0.00992229,0.00309566,0.0283601,0.0128388,0.0254308,0.0525769,0.0234701,0,0,0.0271945,0,0.0105255,0.0197496,0.0399626,0.0436435,0.00665366,0.0320737,0.0176711,0.0178477,0.0322759,0.0213454,0.0661352,0.0446119,0.0221993,0.00247401,0.0216055,0.0273079,0.036698,0.0190016,0.00854394,0.00744258,0.0125733,0.0183055,0,0,0,0
29,0,0,0,0,0,0,0.0189661,0.0068115,0,0,0,0.0476784,0.0167362,0.0253876,0.0319546,0,0,0.00456498,0,0.0190156,0.00347957,0.0406011,0.0232157,0.0109656,0.0145482,0.0133066,0.00764283,0.0194562,0.0107041,0.0114615,0.0416593,0.0156345,0.0223834,0.0155125,0.0227576,0.0545888,0.00429926,0.00987548,0.0030822,0.0300078,0.0128926,0.0262043,0.0521705,0.0229972,0,0,0.0271069,0,0.0105514,0.0196731,0.0404324,0.0436111,0.00629727,0.0305681,0.0174956,0.0174108,0.0319522,0.021619,0.0662879,0.0445143,0.0217372,0.00287008,0.0210184,0.0268582,0.0400083,0.0186478,0.00849597,0.00744016,0.0124394,0.0175825,0,0,0,0
30,0,0,0,0,0,0,0.0186458,0.00662818,0,0,0,0.0487473,0.0168101,0.0260513,0.03209,0,0,0.00428166,0,0.0190712,0.00349655,0.0407902,0.0233777,0.0111996,0.0147186,0.0137524,0.00733103,0.0193653,0.0107234,0.0116135,0.041839,0.0157779,0.0227108,0.0156691,0.022599,0.0555494,0.00409375,0.00988747,0.00314325,0.0324157,0.0129369,0.0265878,0.0517108,0.0226551,0,0,0.0271807,0,0.0105674,0.0196661,0.0408988,0.0435231,0.00615467,0.0289233,0.0176789,0.0170432,0.031544,0.0216318,0.0657804,0.0441669,0.0213957,0.00344418,0.0205385,0.026118,0.0435918,0.0186472,0.008484,0.00738684,0.0123405,0.0171365,0,0,0,0
31,0,0,0,0,0,0,0.0186199,0.00648823,0,0,0,0.0496292,0.0168325,0.0269577,0.0323047,0,0,0.0041441,0,0.019109,0.00353068,0.040853,0.0241215,0.011432,0.0149595,0.0141278,0.0073006,0.0192674,0.0106918,0.0118144,0.0420815,0.0160351,0.0233034,0.0159972,0.0225286,0.0564481,0.00401987,0.00989858,0.00317009,0.0353055,0.0129741,0.0266747,0.0511713,0.0225229,0,0,0.0273157,0,0.0105837,0.0196965,0.0412563,0.0441522,0.00602817,0.0273649,0.0182343,0.0168286,0.0312073,0.0215064,0.0649934,0.0437493,0.0212983,0.00409918,0.020175,0.0254452,0.0472302,0.0186564,0.00849235,0.00736124,0.0122242,0.017059,0,0,0,0
32,0,0,0,0,0,0,0.0188234,0.00639747,0,0,0,0.0503759,0.0168271,0.0279313,0.0325272,0,0,0.00413477,0,0.0190496,0.0035024,0.0407328,0.0249787,0.0116625,0.0153672,0.0144599,0.00747184,0.0193607,0.0106819,0.0121147,0.0423317,0.0163454,0.0237582,0.0163114,0.0224153,0.0573187,0.00402648,0.00990547,0.00310992,0.0379767,0.0130175,0.0268468,0.050771,0.0225832,0,0,0.0275092,0,0.0106068,0.0198003,0.0414786,0.0448926,0.00588804,0.0260835,0.0189776,0.016729,0.0307901,0.0214291,0.0642998,0.0433234,0.021432,0.00465001,0.0199563,0.02519,0.0509118,0.0186738,0.00851012,0.00735819,0.0120854,0.0172529,0,0,0,0
33,0,0,0,0,0,0,0.0191553,0.00636959,0,0,0,0.0507783,0.0167621,0.028635,0.0325067,0,0,0.00430866,0,0.0189376,0.00348541,0.0403923,0.0253427,0.0118304,0.015828,0.0147467,0.00778916,0.0197698,0.0107846,0.0124586,0.0425259,0.016522,0.0237753,0.0164624,0.0222061,0.0580589,0.00411071,0.00987702,0.00304026,0.0398556,0.0130398,0.0266475,0.0502821,0.0227984,0,0,0.0278312,0,0.0106166,0.0200294,0.0416605,0.044896,0.00584001,0.0247503,0.0197599,0.0167087,0.0303107,0.0213746,0.0639891,0.0428567,0.0216188,0.00506271,0.0199027,0.0253206,0.0534033,0.0188215,0.00855677,0.00739145,0.0119564,0.0175767,0,0,0,0
34,0,0,0,0,0,0,0.0194327,0.00619269,0,0,0,0.051019,0.0167357,0.0287867,0.0323462,0,0,0.00442755,0,0.0189325,0.00345394,0.0399908,0.0249418,0.012021,0.016225,0.0151097,0.00807111,0.0200544,0.0109702,0.012862,0.0426759,0.0165083,0.0234827,0.0164748,0.0219108,0.058815,0.00419766,0.00985789,0.00307149,0.0404023,0.0130641,0.0262424,0.0498037,0.0229782,0,0,0.0280502,0,0.0106211,0.0201719,0.0417936,0.0445516,0.00578352,0.0235065,0.0202407,0.0165296,0.0299463,0.02139,0.0640406,0.0425173,0.0217581,0.00518457,0.0199549,0.0259031,0.054344,0.0187552,0.00855845,0.00740963,0.0117977,0.0178564,0,0,0,0
