Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI
147,0,0,0,0,0,0,0.0217904,0.00895797,0,0,0,0.0604025,0.01898,0.0307573,0,0,0.0107532,0,0.019055,0.00550037,0.0370416,0.0243232,0.0160712,0.0147397,0.0190591,0.0133995,0.0183891,0.00858232,0.0142802,0.0447097,0.0164249,0.0252292,0.0165221,0.0214676,0.0746358,0.0110738,0.00937952,0.00287792,0.034211,0.0129979,0.0281747,0,0.0253224,0,0,0.0272305,0,0.0107703,0.0202823,0.0436127,0.0531034,0.00975923,0.02247,0.018198,0.016536,0.022423,0.0183496,0.0563647,0.0344005,0.0233139,0.00689745,0.0218951,0.0324821,0.0538123,0.0196307,0.00813618,0.00725158,0.00843716,0.0212739,0,0,0,0,0
148,0,0,0,0,0,0,0.0224659,0.00953091,0,0,0,0.0607754,0.01891,0.031115,0,0,0.0110889,0,0.019128,0.0055572,0.0368603,0.0246334,0.0162228,0.0146883,0.0186584,0.0140921,0.0182783,0.00862981,0.0143748,0.044601,0.0164331,0.0252677,0.0166104,0.0212813,0.0751779,0.0115618,0.00942793,0.00276656,0.0344723,0.0129681,0.0282523,0,0.0260649,0,0,0.0273251,0,0.0107638,0.0204138,0.0436842,0.0541964,0.0100903,0.0236676,0.0187489,0.0169701,0.0228902,0.0179341,0.0559581,0.0347316,0.023027,0.00795736,0.0209853,0.0334176,0.0554321,0.019949,0.00818807,0.00725944,0.00883009,0.022034,0,0,0,0,0
149,0,0,0,0,0,0,0.0230838,0.0101466,0,0,0,0.0612553,0.0188564,0.031348,0,0,0.0115558,0,0.019219,0.00567517,0.0366642,0.024953,0.0162984,0.014566,0.0180376,0.0147149,0.0181778,0.00849617,0.0143754,0.0445136,0.0163609,0.025592,0.0163776,0.0211824,0.0754245,0.0120424,0.00947774,0.00266429,0.0347861,0.0129823,0.0279664,0,0.0267201,0,0,0.0273587,0,0.0107761,0.0205024,0.0437683,0.0548696,0.0104295,0.024925,0.0193527,0.0174022,0.0235814,0.0174402,0.0555292,0.0352901,0.0226267,0.00943416,0.0198203,0.033878,0.0569413,0.0202812,0.00823087,0.00732278,0.00923699,0.0227562,0,0,0,0,0
150,0,0,0,0,0,0,0.0236067,0.010814,0,0,0,0.0614903,0.0188136,0.0315328,0,0,0.0120621,0,0.0192889,0.00583305,0.036448,0.0252429,0.0162725,0.0144119,0.0172394,0.0152773,0.017976,0.00817224,0.0142615,0.0443864,0.0163608,0.0256736,0.0163089,0.0211726,0.0754878,0.0124617,0.00952394,0.00262429,0.0349309,0.0130493,0.0272521,0,0.0272745,0,0,0.0273739,0,0.0108218,0.0205723,0.0438606,0.0549195,0.0107053,0.0260423,0.0200065,0.0177814,0.0244911,0.0168612,0.0550541,0.036082,0.0220505,0.0111176,0.0183739,0.0339413,0.0579905,0.0206153,0.00829236,0.00747208,0.00966805,0.0233635,0,0,0,0,0
151,0,0,0,0,0,0,0.0240398,0.0115396,0,0,0,0.0614766,0.0187978,0.0316649,0,0,0.0124944,0,0.0193277,0.00592143,0.0362247,0.0255022,0.0161199,0.0141883,0.0162459,0.0157498,0.0176755,0.00781996,0.0140164,0.0442205,0.01631,0.0256668,0.0163792,0.0212187,0.0754547,0.0128088,0.00954919,0.0026098,0.0347522,0.0130175,0.0260829,0,0.02773,0,0,0.0272084,0,0.0108156,0.0205131,0.0439404,0.0536178,0.0109293,0.0269748,0.0207481,0.0180972,0.0256619,0.0161891,0.0545348,0.0372152,0.0211904,0.0130436,0.0166674,0.0336677,0.0584503,0.0208767,0.00830017,0.00747705,0.0102067,0.0238301,0,0,0,0,0
152,0,0,0,0,0,0,0.0244283,0.0122316,0,0,0,0.0614638,0.0187912,0.0316592,0,0,0.0127671,0,0.0193306,0.00592654,0.0359525,0.0256767,0.0158913,0.0139246,0.015234,0.0161987,0.0173123,0.00743483,0.0136703,0.0440503,0.0161723,0.0256331,0.0163371,0.0213128,0.0752939,0.0131295,0.00955873,0.00260039,0.0342229,0.0130882,0.0247001,0,0.0281223,0,0,0.0272969,0,0.0108549,0.020585,0.0440276,0.0514978,0.0110733,0.0277469,0.0214696,0.0184161,0.0270752,0.0154793,0.0538681,0.038619,0.0200775,0.0152231,0.0146879,0.0328553,0.058129,0.0211692,0.00832591,0.00752874,0.0107447,0.024195,0,0,0,0,0
153,0,0,0,0,0,0,0.0247557,0.0128973,0,0,0,0.0611286,0.0188108,0.0315061,0,0,0.0129237,0,0.0193487,0.00590735,0.0356657,0.02579,0.0156083,0.0135935,0.014244,0.0166119,0.0169664,0.00706139,0.0133451,0.0438986,0.0159168,0.0254907,0.0162258,0.0214797,0.0751554,0.0134145,0.00956968,0.00257496,0.0333148,0.0131277,0.0232156,0,0.0284295,0,0,0.0274798,0,0.0108765,0.0206884,0.0441127,0.0486838,0.0111805,0.0285966,0.0221488,0.0187036,0.0286736,0.0148199,0.0531284,0.0403005,0.0187678,0.0176523,0.0123836,0.0315689,0.0568515,0.0214451,0.00837704,0.00756266,0.0113044,0.0245322,0,0,0,0,0
154,0,0,0,0,0,0,0.0251236,0.0135236,0,0,0,0.0609156,0.0188271,0.0312929,0,0,0.0130225,0,0.0193817,0.00587168,0.0354246,0.0259312,0.0153943,0.0132952,0.0134718,0.0170207,0.016713,0.006731,0.0131397,0.043843,0.01562,0.0254394,0.0162033,0.0216578,0.0752929,0.0136469,0.00958438,0.00255618,0.031858,0.0131296,0.0213096,0,0.0287855,0,0,0.0276757,0,0.0108783,0.0208402,0.044058,0.0453334,0.0113735,0.0297209,0.0227764,0.0190247,0.0304059,0.0143742,0.0525079,0.0420538,0.017347,0.0202261,0.00987169,0.0299698,0.0545072,0.021711,0.00842534,0.00759087,0.0118623,0.024913,0,0,0,0,0
155,0,0,0,0,0,0,0.0255796,0.0141502,0,0,0,0.0608623,0.0188075,0.0311781,0,0,0.0130879,0,0.0194063,0.00579458,0.0352093,0.0262111,0.0152059,0.0130311,0.0127554,0.0174078,0.0164479,0.00621271,0.0128219,0.043797,0.0154399,0.0254975,0.0162038,0.0218638,0.0755368,0.0138495,0.00960123,0.00250429,0.0297347,0.0131379,0.0191888,0,0.0291935,0,0,0.0279759,0,0.0108873,0.0210761,0.0439589,0.0419584,0.0116831,0.0308222,0.0235179,0.0194284,0.0321285,0.0141989,0.051953,0.043724,0.0159994,0.0229731,0.00731549,0.0284118,0.050987,0.0220053,0.00843283,0.00761948,0.0124485,0.0253737,0,0,0,0,0
156,0,0,0,0,0,0,0.0261152,0.0148231,0,0,0,0.0608277,0.0187659,0.0310071,0,0,0.0132222,0,0.0194346,0.00579767,0.035064,0.0265066,0.0150326,0.012778,0.0121541,0.017798,0.0162185,0.0058677,0.0124272,0.0436328,0.0153494,0.0253104,0.0160698,0.0220095,0.0757314,0.0140814,0.00962557,0.00244569,0.0270244,0.0131539,0.0170946,0,0.0297093,0,0,0.0284176,0,0.0109023,0.0214174,0.0438875,0.0383235,0.0121407,0.0316975,0.0243857,0.0199597,0.0336451,0.0142538,0.0514998,0.0452528,0.0149307,0.0257963,0.0051229,0.027053,0.0465826,0.0224688,0.00846745,0.0076682,0.0131262,0.0259173,0,0,0,0,0
157,0,0,0,0,0,0,0.0266396,0.0154857,0,0,0,0.0612108,0.0187509,0.0310364,0,0,0.0135382,0,0.0194437,0.00591607,0.034963,0.0269351,0.0149312,0.0126347,0.0117441,0.0181029,0.0161022,0.00566401,0.0120556,0.0435191,0.0153581,0.0250794,0.0158762,0.0220673,0.0759311,0.0143558,0.0096559,0.00239731,0.0237958,0.0131825,0.0156672,0,0.0303159,0,0,0.028849,0,0.0109054,0.0217632,0.0438665,0.0357018,0.0127101,0.0324212,0.0252857,0.0206262,0.0348537,0.0143438,0.0513414,0.0466309,0.0146243,0.0285463,0.00446051,0.0262496,0.0418125,0.0230606,0.00848335,0.00771068,0.0139005,0.0264741,0,0,0,0,0
158,0,0,0,0,0,0,0.0270467,0.0160399,0,0,0,0.0617294,0.0187756,0.0312271,0,0,0.0139668,0,0.019414,0.00619102,0.0349899,0.027503,0.0149296,0.0126521,0.0116316,0.0182995,0.0161147,0.00559833,0.0119569,0.0433607,0.0154486,0.0250677,0.0157164,0.0221271,0.0762818,0.0146449,0.00967296,0.00236948,0.0206279,0.0132481,0.0157136,0,0.0308921,0,0,0.0292037,0,0.0109411,0.0220127,0.0439615,0.0349045,0.0132868,0.0331327,0.0260208,0.0212949,0.0358527,0.01429,0.0513824,0.0476776,0.015244,0.0309539,0.00585318,0.0262019,0.0374375,0.0236346,0.00847824,0.0076883,0.0146223,0.0269231,0,0,0,0,0
159,0,0,0,0,0,0,0.0273162,0.0164346,0,0,0,0.0621335,0.0187688,0.0312997,0,0,0.0142171,0,0.0194169,0.00639445,0.0351108,0.0280584,0.0150136,0.0126946,0.0117226,0.0183527,0.0162725,0.00565837,0.0118482,0.0431503,0.0155906,0.025273,0.0155081,0.0221635,0.0766904,0.014756,0.00968232,0.00236649,0.018408,0.0133109,0.0169956,0,0.0313824,0,0,0.0294386,0,0.0109764,0.0221305,0.0440505,0.036488,0.0137385,0.0338323,0.0265148,0.0218677,0.0365576,0.0139911,0.0514436,0.0482784,0.01627,0.0327203,0.00761436,0.0268115,0.0341717,0.0241677,0.00846217,0.00764486,0.0151458,0.0272037,0,0,0,0,0
160,0,0,0,0,0,0,0.0267235,0.015317,0,0,0,0.0640301,0.0188277,0.0328394,0,0,0.013729,0,0.0193521,0.00624593,0.0359759,0.0306825,0.0167719,0.0141764,0.0148173,0.0174869,0.0179162,0.00690866,0.0132809,0.0443329,0.0165964,0.0266604,0.0161356,0.0211239,0.0796112,0.0141279,0.00963108,0.00249836,0.0164923,0.0133376,0.0166028,0,0.0310845,0,0,0.0289441,0,0.0109565,0.0216759,0.0425358,0.0358789,0.0140511,0.0369082,0.0242092,0.0211612,0.0374817,0.0143485,0.0526886,0.0490208,0.0155843,0.0319166,0.00719638,0.0248338,0.0290004,0.0235162,0.00826795,0.0074873,0.0140749,0.0266311,0,0,0,0,0
161,0,0,0,0,0,0,0.0267897,0.0156172,0,0,0,0.0642161,0.0187409,0.0346763,0,0,0.0136557,0,0.0193721,0.00620822,0.0360086,0.0347606,0.0168607,0.0136424,0.0149145,0.0174245,0.0184291,0.00757096,0.0140789,0.0453798,0.0159546,0.0275721,0.0159981,0.0201033,0.0810838,0.0140703,0.00965978,0.0024669,0.0158841,0.0132157,0.0177522,0,0.0312476,0,0,0.0290135,0,0.0108663,0.0216817,0.0422979,0.0391718,0.0140128,0.0371881,0.0240806,0.0212419,0.0370737,0.0138758,0.052491,0.0485603,0.0158449,0.0320482,0.007536,0.0258031,0.0289877,0.0236026,0.00824524,0.0074254,0.0141346,0.0266176,0,0,0,0,0
162,0,0,0,0,0,0,0.0268411,0.01598,0,0,0,0.0646891,0.0186456,0.0368767,0,0,0.0134348,0,0.0194165,0.00604489,0.0360065,0.0389171,0.0170255,0.0139748,0.0150248,0.0173449,0.0187901,0.00852996,0.0149103,0.0463557,0.0163275,0.0290133,0.0170349,0.019953,0.0825109,0.0138927,0.00969138,0.00243736,0.0156963,0.0132027,0.0184818,0,0.0313344,0,0,0.0288183,0,0.0108534,0.0215848,0.0420826,0.0412903,0.0139124,0.0371422,0.0237758,0.0212084,0.0360751,0.013616,0.0523942,0.0475533,0.0160713,0.0317693,0.0074207,0.0272942,0.0299326,0.0234579,0.00818176,0.00731551,0.0141905,0.0265757,0,0,0,0,0
163,0,0,0,0,0,0,0.027009,0.0162578,0,0,0,0.0649008,0.0185137,0.0389476,0,0,0.0130214,0,0.0194936,0.00569553,0.035921,0.0424802,0.0170718,0.0146311,0.0149468,0.0173196,0.0189253,0.00920317,0.0154779,0.0469964,0.017138,0.03036,0.0184019,0.0203173,0.0833265,0.0135506,0.00974164,0.0023813,0.0160234,0.0132628,0.0184798,0,0.0314918,0,0,0.0288126,0,0.0108862,0.0216101,0.0420881,0.0414579,0.0137761,0.0360381,0.0234383,0.0211628,0.0348904,0.0136444,0.0521099,0.0465409,0.0160578,0.031253,0.00695216,0.028634,0.0318979,0.0233166,0.00812394,0.00730566,0.0142309,0.0266643,0,0,0,0,0
164,0,0,0,0,0,0,0.0271035,0.0163328,0,0,0,0.0650698,0.0183807,0.0411809,0,0,0.0127559,0,0.0195228,0.00547301,0.0357594,0.0457928,0.0171099,0.0153813,0.0147745,0.0172041,0.0189337,0.009599,0.0158778,0.047505,0.0181268,0.031681,0.019957,0.0209302,0.0839987,0.013287,0.00979029,0.00233382,0.0175559,0.0133933,0.0181113,0,0.0315411,0,0,0.0290086,0,0.0109627,0.0217716,0.0423617,0.0405482,0.0136239,0.0347536,0.0232255,0.0210838,0.033726,0.0137355,0.0519247,0.0455309,0.0161499,0.0303572,0.00622276,0.0295448,0.0350828,0.0233113,0.0081249,0.00738518,0.0142186,0.0267179,0,0,0,0,0
165,0,0,0,0,0,0,0.0271212,0.0163605,0,0,0,0.0650676,0.0182692,0.0430989,0,0,0.0125729,0,0.0195397,0.00538685,0.0356037,0.0486538,0.0171673,0.0160916,0.0145131,0.0170731,0.0188452,0.00970952,0.016006,0.0478399,0.0190593,0.0327459,0.0214604,0.0215886,0.0845567,0.013124,0.00983686,0.00231459,0.0209965,0.0134988,0.0175481,0,0.0315305,0,0,0.0292351,0,0.0110314,0.0219172,0.0428917,0.0396629,0.0134836,0.0337562,0.0231854,0.0210179,0.0326787,0.0137575,0.0518653,0.04455,0.0160953,0.0292047,0.00544738,0.0295383,0.0395535,0.023345,0.0081297,0.00739319,0.0142337,0.0267377,0,0,0,0,0
166,0,0,0,0,0,0,0.02717,0.0165073,0,0,0,0.0647701,0.0181766,0.0445876,0,0,0.0124831,0,0.0195718,0.00536403,0.035502,0.0509402,0.0172618,0.0166423,0.0143088,0.0170119,0.0186666,0.00958034,0.0157389,0.0479787,0.0197838,0.0334165,0.0226799,0.0221186,0.0846437,0.0130491,0.00989003,0.00228326,0.0246148,0.0135764,0.0171343,0,0.0315428,0,0,0.0294867,0,0.0110937,0.0220516,0.0434474,0.0393571,0.0135217,0.032821,0.0233433,0.0210783,0.0319005,0.0137692,0.0519889,0.0438032,0.0159268,0.0283778,0.005048,0.0289265,0.0442309,0.023507,0.0081608,0.00738228,0.0143499,0.0267997,0,0,0,0,0
167,0,0,0,0,0,0,0.027271,0.0167536,0,0,0,0.0641016,0.0180523,0.0455811,0,0,0.01246,0,0.0195941,0.00534286,0.0353967,0.0524558,0.0173423,0.0170148,0.0141333,0.0170379,0.0184243,0.00928472,0.0152129,0.0478054,0.0201939,0.0335716,0.0234831,0.0224415,0.0840452,0.0130278,0.00995587,0.00224997,0.0264882,0.0135851,0.0168519,0,0.0315902,0,0,0.0297589,0,0.011093,0.0221779,0.0436991,0.0396964,0.0137732,0.0321894,0.0236538,0.0212475,0.0316773,0.0138123,0.05207,0.0435574,0.0158369,0.028238,0.00489872,0.0281982,0.0472427,0.0237811,0.00813,0.00736484,0.0145303,0.026899,0,0,0,0,0
168,0,0,0,0,0,0,0.0273033,0.0169627,0,0,0,0.0624738,0.0179264,0.0451633,0,0,0.0124858,0,0.01963,0.00528632,0.0352911,0.0524463,0.0174057,0.0171328,0.0138757,0.0170525,0.0180052,0.0086596,0.0143002,0.0473063,0.0199145,0.0328243,0.0233162,0.0223315,0.0822931,0.0130241,0.0100194,0.00223179,0.0262234,0.0135545,0.0163985,0,0.0316494,0,0,0.0299126,0,0.0110742,0.022283,0.0435696,0.0396917,0.0141755,0.0319026,0.0241078,0.0214501,0.0321934,0.0136807,0.0518022,0.0440355,0.0155707,0.0285832,0.00471431,0.0274587,0.0473892,0.0239766,0.00806174,0.00725775,0.0146819,0.0269633,0,0,0,0,0
169,0,0,0,0,0,0,0.0272013,0.0171089,0,0,0,0.0599323,0.0178113,0.0434558,0,0,0.0124421,0,0.019681,0.00516062,0.03519,0.0508092,0.0174497,0.0168457,0.0136867,0.0169477,0.0174652,0.00781629,0.0130432,0.0465567,0.0189152,0.0310664,0.0221275,0.0218448,0.079447,0.0128709,0.0100569,0.00220888,0.0253435,0.0134788,0.01536,0,0.0316338,0,0,0.0298347,0,0.0110378,0.0222017,0.0431731,0.0391759,0.0144847,0.032062,0.0245049,0.0215991,0.0331601,0.0131888,0.0510791,0.044886,0.014727,0.0286729,0.00457087,0.0264559,0.0454057,0.0239646,0.00800447,0.00711332,0.0147726,0.0267992,0,0,0,0,0
170,0,0,0,0,0,0,0.0270943,0.0172096,0,0,0,0.0568728,0.0177073,0.0411569,0,0,0.0122974,0,0.019747,0.00501156,0.0351313,0.0482947,0.0175023,0.0164364,0.0136344,0.0167411,0.0169142,0.00705868,0.0117054,0.0457295,0.017529,0.028664,0.0204353,0.0212951,0.0762161,0.0125342,0.010088,0.00220387,0.0246129,0.0133937,0.0145059,0,0.0315817,0,0,0.0296328,0,0.0109925,0.0219923,0.0426544,0.0384881,0.01461,0.0324902,0.0246173,0.0217102,0.0340947,0.0124522,0.0502066,0.0454609,0.0140351,0.0282396,0.00455221,0.0254732,0.0431888,0.0239223,0.00795972,0.00697179,0.0148413,0.0264236,0,0,0,0,0
171,0,0,0,0,0,0,0.027044,0.0172631,0,0,0,0.0534086,0.0176066,0.0381406,0,0,0.0121129,0,0.0198008,0.00486371,0.0351829,0.0449576,0.0175963,0.016289,0.0137223,0.0164907,0.0164319,0.00671135,0.0105697,0.0447761,0.0160421,0.0258528,0.0185498,0.0208274,0.0725662,0.0121865,0.0101654,0.00226062,0.0244455,0.0133273,0.0139891,0,0.0315012,0,0,0.0295006,0,0.0109261,0.0218531,0.0420233,0.037786,0.0147122,0.0327106,0.0243938,0.0218268,0.0346353,0.0117705,0.0494577,0.0455374,0.0138832,0.0277704,0.0045196,0.0245385,0.0422389,0.0240269,0.00785491,0.00683533,0.0148652,0.0262257,0,0,0,0,0
172,0,0,0,0,0,0,0.0270121,0.0172172,0,0,0,0.0497021,0.0174969,0.0337948,0,0,0.0119383,0,0.0198416,0.0048307,0.0353083,0.0399719,0.0177796,0.0166557,0.0138779,0.0162598,0.0160517,0.00727381,0.0100972,0.0436083,0.0144101,0.0223525,0.0161156,0.0205386,0.0677573,0.0118802,0.0102314,0.00229447,0.0252824,0.0132638,0.0134858,0,0.0313554,0,0,0.0295009,0,0.0108479,0.0218017,0.0415325,0.0371912,0.0149668,0.0324394,0.0240006,0.0218368,0.0347943,0.0113376,0.0492193,0.045269,0.0136081,0.0275944,0.00445169,0.0233462,0.0429938,0.0241867,0.00776051,0.00669966,0.0147387,0.0261875,0,0,0,0,0
173,0,0,0,0,0,0,0.0268973,0.0169194,0,0,0,0.0452232,0.0174215,0.0281293,0,0,0.0117888,0,0.0198785,0.00488188,0.0355354,0.0331864,0.0180536,0.0178178,0.0141575,0.0160815,0.0160125,0.00927527,0.0111065,0.0421156,0.0129305,0.0181481,0.0130364,0.0208457,0.0615235,0.0116707,0.0102696,0.00231526,0.026517,0.0132498,0.0130036,0,0.0311212,0,0,0.0295341,0,0.010824,0.0217658,0.0414988,0.036762,0.0153251,0.0318226,0.0234809,0.0217037,0.0346535,0.0111711,0.0494434,0.0448528,0.0127051,0.0273927,0.004332,0.0218771,0.0447689,0.0241111,0.00777347,0.00669457,0.0143976,0.0261363,0,0,0,0,0
174,0,0,0,0,0,0,0.0265048,0.016273,0,0,0,0.0400992,0.0173935,0.0227533,0,0,0.011549,0,0.0198874,0.00481739,0.035927,0.0264127,0.0184416,0.0197649,0.0147073,0.0157925,0.0165726,0.0123786,0.0137596,0.0407758,0.0125324,0.0145351,0.0107133,0.0221871,0.0551142,0.0114685,0.0102808,0.0023195,0.0268505,0.0132679,0.0127951,0,0.0306584,0,0,0.0293628,0,0.0108422,0.0217202,0.0419701,0.0360909,0.0155594,0.0313206,0.0226274,0.0212807,0.0342765,0.0111073,0.0496016,0.0442976,0.0115189,0.0267956,0.00436854,0.0205557,0.0457275,0.0236568,0.00780363,0.00671922,0.0137699,0.0257557,0,0,0,0,0
175,0,0,0,0,0,0,0.0260155,0.0155334,0,0,0,0.0359844,0.0173823,0.0205526,0,0,0.0112815,0,0.0198769,0.00473771,0.0364255,0.0234186,0.018724,0.0208784,0.0152396,0.0155537,0.017364,0.0148287,0.016105,0.0402105,0.0123657,0.012487,0.0101461,0.0229485,0.0509441,0.0113714,0.0102782,0.0023315,0.0261675,0.0132946,0.012974,0,0.0300984,0,0,0.0291277,0,0.0108667,0.0215426,0.0426255,0.0348841,0.0156114,0.0309942,0.0216943,0.0206772,0.0337571,0.0109472,0.0493122,0.043689,0.0107501,0.0259739,0.00484368,0.0196733,0.0450004,0.0230754,0.00778938,0.00671612,0.0130025,0.0252707,0,0,0,0,0
176,0,0,0,0,0,0,0.0253331,0.0147408,0,0,0,0.0327826,0.0174219,0.0202058,0,0,0.0110377,0,0.0198565,0.00471704,0.0370226,0.0226498,0.018788,0.0207023,0.0155924,0.0152095,0.0181689,0.0163103,0.0176569,0.0400939,0.011399,0.0108672,0.00992869,0.0225829,0.0475766,0.0112363,0.0102473,0.00235312,0.0253744,0.0132643,0.0130467,0,0.0294011,0,0,0.0288797,0,0.0108253,0.0212509,0.0431498,0.0334376,0.0154872,0.0308208,0.0206611,0.0200052,0.0332887,0.010584,0.0484864,0.0431642,0.0104565,0.0253171,0.00550465,0.0190253,0.0435038,0.0224925,0.00768696,0.00664432,0.0122058,0.0247843,0,0,0,0,0
177,0,0,0,0,0,0,0.0244382,0.0137751,0,0,0,0.029081,0.0175222,0.019535,0,0,0.010672,0,0.0198108,0.00468734,0.0376923,0.0220489,0.0187455,0.0199425,0.0159382,0.0147162,0.0193375,0.0175334,0.0191758,0.0400459,0.0103798,0.00960386,0.00975717,0.022146,0.0435557,0.0109331,0.0101979,0.00242698,0.0248073,0.0132852,0.0127624,0,0.0284584,0,0,0.0283936,0,0.0108251,0.0208976,0.043693,0.0317323,0.0152989,0.0307165,0.0195218,0.0190963,0.033035,0.010146,0.0476505,0.0429867,0.0104924,0.0250183,0.00599542,0.0184875,0.0420207,0.0217484,0.00757324,0.00649227,0.0112111,0.0241732,0,0,0,0,0
178,0,0,0,0,0,0,0.0234424,0.0126893,0,0,0,0.0252523,0.0176461,0.0182949,0,0,0.0101194,0,0.0197659,0.004562,0.0383754,0.0216654,0.0187013,0.0187405,0.0162959,0.0141281,0.0204343,0.0184471,0.0206147,0.0402694,0.00940481,0.00865733,0.00968787,0.0217591,0.0391717,0.0105116,0.0101492,0.0025444,0.0242435,0.0133238,0.0122836,0,0.027311,0,0,0.027705,0,0.0108485,0.0206306,0.0443925,0.0299141,0.0151702,0.0305883,0.0183398,0.0179386,0.0330691,0.00974209,0.0471782,0.0429934,0.0108269,0.0249447,0.00623882,0.0180598,0.0406394,0.0207927,0.00752547,0.00624842,0.01006,0.0232533,0,0,0,0,0
179,0,0,0,0,0,0,0.0223389,0.0115787,0,0,0,0.0220849,0.0177814,0.016935,0,0,0.00947075,0,0.0196736,0.00441958,0.0389738,0.0221105,0.0186139,0.0173272,0.0164958,0.0134874,0.0211882,0.0190124,0.0218012,0.0407144,0.00847343,0.00780437,0.00975734,0.0215829,0.0333858,0.00993667,0.0100787,0.00265357,0.0237584,0.0133249,0.011722,0,0.0260056,0,0,0.02706,0,0.010848,0.020289,0.0449712,0.0282849,0.0151797,0.0304484,0.017258,0.0166669,0.0331117,0.0094418,0.0472521,0.0429204,0.0112123,0.0249303,0.00634589,0.0176681,0.0395653,0.0195749,0.00747189,0.0063902,0.00888538,0.022096,0,0,0,0,0
