Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI
36,0,0,0,0,0,0,0.0247073,0.0148658,0,0,0,0.0625606,0.0193015,0.0322031,0,0,0.0132076,0,0.0188538,0.0061489,0.0351986,0.0263927,0.0151099,0.0128364,0.0114039,0.0154142,0.0163628,0.006907,0.0136463,0.04403,0.014872,0.0245179,0.0166205,0.0208427,0.0773614,0.0132345,0.00919579,0.00263996,0.029948,0.0128059,0.014362,0.0473425,0.028294,0,0,0.0259044,0,0.0106876,0.019494,0.044932,0.0330046,0.0127864,0.0289679,0.0248788,0.0208762,0.0335083,0.0128029,0.0498925,0.044929,0.0141961,0.0244318,0.00616396,0.024767,0.0488257,0.0216532,0.0083622,0.00750862,0.0135025,0.0249579,0,0,0,0,0.0304534
37,0,0,0,0,0,0,0.0250129,0.015425,0,0,0,0.0622343,0.0192908,0.0318037,0,0,0.0134275,0,0.0188967,0.00615439,0.0350765,0.0263365,0.0150345,0.0126659,0.0110844,0.0157477,0.0159853,0.0063309,0.013422,0.0437915,0.0146398,0.0242596,0.0164633,0.0209313,0.0778477,0.0134661,0.00923645,0.00271498,0.0274633,0.0128038,0.0128373,0.0470211,0.0285943,0,0,0.026085,0,0.0106971,0.0196586,0.0449208,0.0296863,0.0130998,0.0294044,0.0255659,0.0213112,0.034694,0.0127819,0.0495747,0.0462052,0.013298,0.0266696,0.0046476,0.0233349,0.0450638,0.0220984,0.00843503,0.00751306,0.0139684,0.0252171,0,0,0,0,0.0304046
38,0,0,0,0,0,0,0.0253595,0.0159567,0,0,0,0.0621006,0.0192817,0.0315349,0,0,0.0136156,0,0.0189894,0.00622101,0.0351025,0.0264567,0.0149642,0.0125318,0.0108629,0.0160732,0.015723,0.00592576,0.0130845,0.0435507,0.0145463,0.0241211,0.0162919,0.0209792,0.0779362,0.0136957,0.00925918,0.00276307,0.024656,0.0128137,0.0120529,0.0469183,0.0288968,0,0,0.0263238,0,0.0107029,0.0198706,0.0449387,0.0279333,0.0134546,0.0297135,0.0262888,0.0217536,0.0355423,0.0127887,0.0494282,0.0471072,0.0128246,0.0288424,0.00411584,0.0222836,0.0410439,0.0225415,0.00849142,0.00755231,0.0144438,0.0255417,0,0,0,0,0.0304374
39,0,0,0,0,0,0,0.0257372,0.0164632,0,0,0,0.0618729,0.0192607,0.031273,0,0,0.0138201,0,0.0190876,0.00634211,0.0350713,0.0267498,0.0149081,0.0124045,0.0107451,0.0164423,0.0154908,0.00560685,0.0127829,0.0433309,0.0146321,0.0240668,0.016166,0.0210354,0.0777116,0.0139416,0.00926938,0.0025482,0.0218278,0.0128284,0.0122926,0.0469921,0.0292235,0,0,0.0265846,0,0.0107115,0.0200781,0.044996,0.0280149,0.0138053,0.0300405,0.0269709,0.0221795,0.0360369,0.0128113,0.049372,0.0476096,0.0128671,0.0307735,0.00486677,0.0218544,0.0372179,0.0229296,0.0085093,0.00760058,0.014901,0.0258935,0,0,0,0,0.0305869
40,0,0,0,0,0,0,0.0258569,0.0164931,0,0,0,0.0620408,0.0192263,0.0313555,0,0,0.0139512,0,0.0190474,0.00628775,0.0349427,0.0275766,0.0154703,0.0130526,0.0114347,0.0165709,0.0156385,0.00568058,0.0128739,0.0435696,0.0152354,0.024364,0.0164501,0.020842,0.0781763,0.0139954,0.00927533,0.00248117,0.0188097,0.0128373,0.0126722,0.0481327,0.0293525,0,0,0.0265314,0,0.0107057,0.0199805,0.0447141,0.0280813,0.0144681,0.0316037,0.0266282,0.0221297,0.0363774,0.0130898,0.0499257,0.0479407,0.0128317,0.0317299,0.00562288,0.0211605,0.0326191,0.0228382,0.00840168,0.00750398,0.0149296,0.0260862,0,0,0,0,0.0308001
41,0,0,0,0,0,0,0.0258164,0.0164789,0,0,0,0.0624093,0.0192284,0.0312775,0,0,0.0139043,0,0.0190314,0.00618209,0.0348402,0.0283514,0.0157228,0.0134245,0.0118448,0.0165947,0.0157862,0.00566512,0.0128654,0.0435867,0.0153739,0.0243479,0.0164752,0.0208718,0.0785393,0.0138437,0.00928618,0.00248392,0.0165339,0.0128275,0.0139602,0.0484888,0.029379,0,0,0.0266453,0,0.0106874,0.019954,0.0444112,0.0299724,0.0145767,0.0324985,0.0264326,0.0221673,0.0362496,0.0130827,0.0500016,0.0478389,0.0132999,0.0325945,0.00650847,0.0215877,0.0300373,0.0228093,0.008326,0.00739131,0.0149382,0.0260555,0,0,0,0,0.0310264
42,0,0,0,0,0,0,0.0258063,0.01642,0,0,0,0.0631508,0.0192141,0.0311879,0,0,0.0138872,0,0.0190526,0.00617178,0.0347795,0.029198,0.015959,0.0137227,0.0121179,0.0166456,0.0159315,0.00576252,0.0128338,0.0436059,0.0155368,0.0245555,0.0163321,0.0208893,0.0788429,0.0137687,0.00929861,0.00248936,0.0153667,0.0128805,0.0152326,0.0488616,0.0294222,0,0,0.0268489,0,0.0107091,0.0200854,0.0440353,0.0324017,0.0145657,0.0331664,0.0262549,0.0222482,0.0358442,0.0130994,0.0500403,0.0474827,0.0137854,0.0330024,0.00704492,0.0225059,0.0291564,0.0229193,0.00829773,0.00735322,0.0148967,0.0259761,0,0,0,0,0.0312992
43,0,0,0,0,0,0,0.0258491,0.0162541,0,0,0,0.0634285,0.0191478,0.0311105,0,0,0.0138613,0,0.0190668,0.00611935,0.0347094,0.0299284,0.0161801,0.0140868,0.0122821,0.0167337,0.0160271,0.00578149,0.0126727,0.043617,0.0158494,0.024933,0.0162862,0.0209125,0.0790749,0.0137305,0.00928498,0.00246773,0.0152453,0.0129391,0.0162154,0.0490616,0.0295182,0,0,0.027047,0,0.010736,0.020228,0.0437182,0.0349902,0.0145133,0.0335531,0.0261293,0.0223153,0.0352571,0.0131513,0.0501152,0.0469103,0.0143402,0.0330457,0.00731422,0.0238303,0.0295283,0.0230713,0.00829537,0.00738502,0.0147532,0.025962,0,0,0,0,0.0315281
44,0,0,0,0,0,0,0.0258295,0.0160317,0,0,0,0.0635856,0.0190343,0.031041,0,0,0.0137483,0,0.0190339,0.00595078,0.0346309,0.0304332,0.0164504,0.0144322,0.0125066,0.016842,0.0161062,0.00573499,0.0125929,0.0436224,0.0162084,0.0250822,0.0163578,0.0209304,0.0791925,0.0136843,0.00925378,0.00253661,0.0157576,0.0129761,0.0168291,0.0492094,0.02958,0,0,0.0271679,0,0.0107447,0.0202653,0.0435266,0.0366421,0.0144523,0.033536,0.0259304,0.0222766,0.0346577,0.0131301,0.0502047,0.0463119,0.0148303,0.0328302,0.00729124,0.0251604,0.0305748,0.0231468,0.00822587,0.00733326,0.0145269,0.0259169,0,0,0,0,0.031725
45,0,0,0,0,0,0,0.0257679,0.0159197,0,0,0,0.0634234,0.0190923,0.030959,0,0,0.0136761,0,0.0190335,0.00577011,0.0345938,0.0309174,0.0166631,0.0147009,0.012667,0.0169958,0.0162566,0.00567844,0.0126242,0.0436553,0.0161462,0.0251219,0.0162531,0.020806,0.0791904,0.0137961,0.00927232,0.0026355,0.0167539,0.0130209,0.0170649,0.049275,0.0295687,0,0,0.0272792,0,0.0107668,0.0202852,0.0434918,0.0373644,0.014384,0.0331684,0.0258391,0.0222377,0.0340664,0.0130254,0.0502881,0.0457818,0.015164,0.032345,0.0069644,0.0263262,0.0322892,0.0232304,0.00818671,0.00728388,0.0143969,0.025859,0,0,0,0,0.0318494
46,0,0,0,0,0,0,0.0257558,0.0159805,0,0,0,0.0630953,0.0190776,0.0316718,0,0,0.0138103,0,0.0190858,0.00584241,0.03437,0.0330048,0.0167646,0.0141832,0.012552,0.0172149,0.0164405,0.00554929,0.0128348,0.0444018,0.0152043,0.0251087,0.015801,0.0198592,0.079969,0.0141073,0.00931108,0.00246517,0.0188802,0.0130406,0.0169959,0.0489308,0.0295463,0,0,0.0275271,0,0.0107621,0.0204094,0.0437294,0.0372836,0.014205,0.0319616,0.0260048,0.0223285,0.0335963,0.013075,0.0500161,0.0454673,0.014864,0.0315231,0.00614533,0.0265478,0.0352058,0.0234877,0.00821984,0.00735862,0.0144872,0.0258547,0,0,0,0,0.031716
47,0,0,0,0,0,0,0.025874,0.0161761,0,0,0,0.0626339,0.0190186,0.0325793,0,0,0.0138092,0,0.0190895,0.00581108,0.0341328,0.035041,0.0167246,0.0140566,0.0122844,0.0173146,0.0165237,0.00560401,0.012984,0.0449527,0.0149673,0.0251694,0.0157731,0.0195461,0.0810827,0.0142087,0.00931013,0.00241068,0.0215834,0.013044,0.016896,0.0485227,0.0296071,0,0,0.0277092,0,0.0107621,0.020475,0.0440949,0.0370647,0.0140478,0.0313213,0.0261918,0.0224801,0.0331497,0.0130454,0.0499722,0.0450534,0.0149144,0.0304275,0.00550934,0.0269352,0.0388387,0.0236698,0.00821281,0.00739077,0.0147419,0.0259805,0,0,0,0,0.0315748
48,0,0,0,0,0,0,0.0259862,0.0164145,0,0,0,0.0620178,0.0189077,0.0336294,0,0,0.013831,0,0.0190792,0.00579754,0.033901,0.0370472,0.0166618,0.0141021,0.0120765,0.0173631,0.0166477,0.00569305,0.0131407,0.0453885,0.0150898,0.0254443,0.0161785,0.0195532,0.0823348,0.014184,0.00930453,0.00242893,0.0247614,0.0130255,0.0167375,0.0481749,0.0297321,0,0,0.0278026,0,0.01075,0.020509,0.0444755,0.0371888,0.0138952,0.0310321,0.0262739,0.0226193,0.0326764,0.0129853,0.0500166,0.0445619,0.0149326,0.0292355,0.00508229,0.027015,0.0428712,0.0237336,0.00820225,0.00743152,0.0149986,0.0261138,0,0,0,0,0.0314881
49,0,0,0,0,0,0,0.0261112,0.0166205,0,0,0,0.0620772,0.018798,0.0348402,0,0,0.0139119,0,0.0190995,0.00585756,0.0337968,0.0391264,0.0166269,0.0142533,0.011988,0.0174167,0.0167374,0.00577135,0.0131618,0.0457505,0.015299,0.0258705,0.016863,0.0197731,0.0835437,0.0141136,0.00930678,0.00234732,0.0273047,0.0130035,0.0168542,0.0478836,0.0298898,0,0,0.0277922,0,0.0107405,0.0205151,0.0447557,0.0375727,0.0137852,0.0309692,0.0261748,0.0227748,0.032143,0.0128968,0.0501644,0.0440499,0.0149335,0.0281466,0.00495702,0.0269309,0.0465548,0.0238111,0.00821899,0.00747077,0.0152414,0.0262495,0,0,0,0,0.0314822
50,0,0,0,0,0,0,0.0263042,0.0168531,0,0,0,0.0627635,0.0188483,0.0359133,0,0,0.0141541,0,0.0191857,0.00603921,0.0337597,0.0410681,0.0166502,0.0144283,0.0119781,0.0175251,0.0168771,0.00589467,0.0130349,0.0460087,0.0155755,0.0262908,0.0174403,0.0201083,0.0843896,0.0142069,0.0093654,0.00234777,0.0288772,0.0129815,0.0173662,0.0478144,0.0300423,0,0,0.0278155,0,0.0107258,0.020583,0.0447911,0.0382647,0.0138375,0.0309364,0.0260175,0.0230053,0.0315886,0.0129077,0.0504468,0.0434811,0.0151882,0.0275046,0.00512997,0.0271922,0.0492337,0.024001,0.00824815,0.00749211,0.0154769,0.0264105,0,0,0,0,0.0314903
51,0,0,0,0,0,0,0.0265538,0.0171428,0,0,0,0.0634009,0.0188243,0.0368056,0,0,0.0143858,0,0.0192265,0.00619008,0.0339039,0.0426287,0.016731,0.0146038,0.012005,0.017695,0.0170825,0.00607716,0.0128281,0.0461802,0.0158667,0.0265822,0.0179895,0.0204959,0.0849964,0.0143782,0.00941744,0.00238062,0.0294389,0.0129665,0.0177611,0.047999,0.0302588,0,0,0.0278644,0,0.0107097,0.0206307,0.0445149,0.0391269,0.0140012,0.0307824,0.0259427,0.0232864,0.0313354,0.0129849,0.050597,0.0431713,0.015777,0.027588,0.00542215,0.0278348,0.050254,0.024238,0.00826108,0.00752345,0.0156799,0.0266765,0,0,0,0,0.0315295
52,0,0,0,0,0,0,0.0267646,0.0173992,0,0,0,0.0630902,0.0187164,0.0368291,0,0,0.0145575,0,0.0192422,0.00623273,0.0340749,0.0431462,0.0168014,0.0147358,0.0119743,0.0179137,0.0171289,0.00605943,0.0123396,0.0460753,0.0158866,0.0262885,0.0181121,0.0207484,0.0846607,0.0145745,0.00944941,0.00215978,0.0288278,0.0129812,0.0175601,0.0481457,0.0304867,0,0,0.0279136,0,0.0107295,0.0206456,0.0440728,0.039017,0.0142974,0.0307138,0.0259876,0.0235598,0.0317319,0.0127241,0.0501596,0.0435413,0.0163875,0.0282333,0.00556999,0.0285434,0.0490401,0.0244443,0.00832635,0.00758392,0.0158366,0.0269311,0,0,0,0,0.0316486
53,0,0,0,0,0,0,0.0269452,0.017614,0,0,0,0.0616231,0.0186989,0.0359389,0,0,0.0147227,0,0.0193194,0.00624353,0.0343265,0.0425348,0.0168915,0.0148588,0.0118989,0.0182038,0.0168667,0.00581074,0.011587,0.0456857,0.0155709,0.0254591,0.0176473,0.0207878,0.0830908,0.0148597,0.00948728,0.00198257,0.0277336,0.0129548,0.0164026,0.0482171,0.0306688,0,0,0.0279505,0,0.0107142,0.0206219,0.0435657,0.0375751,0.0145931,0.0308729,0.0260987,0.0237997,0.0327119,0.0120208,0.0493116,0.0444669,0.0162382,0.0288035,0.00557882,0.0284539,0.0467777,0.0245705,0.00837386,0.00763512,0.0159756,0.0271288,0,0,0,0,0.0317834
54,0,0,0,0,0,0,0.0271149,0.0177429,0,0,0,0.0592671,0.0186359,0.0343695,0,0,0.0147135,0,0.019366,0.00619589,0.0345967,0.0409137,0.0169807,0.0149922,0.01181,0.0183371,0.0164089,0.00565403,0.0107483,0.04504,0.0150195,0.0241772,0.0166532,0.0207391,0.0804234,0.0150011,0.00950164,0.00188715,0.0274491,0.0129296,0.015013,0.0479128,0.0307706,0,0,0.0279487,0,0.0106981,0.0205544,0.0430849,0.035478,0.0148502,0.0311707,0.0261249,0.0239761,0.0339908,0.0110357,0.0483609,0.0454798,0.0156111,0.0289883,0.00568483,0.027422,0.0453687,0.0246704,0.00835311,0.00765599,0.0160828,0.0272557,0,0,0,0,0.0318863
55,0,0,0,0,0,0,0.0272206,0.0176916,0,0,0,0.0563383,0.0186585,0.032407,0,0,0.014734,0,0.019401,0.00618716,0.0348342,0.0384852,0.0171501,0.0152787,0.0117783,0.0184463,0.0162084,0.00596449,0.0101365,0.0442756,0.0144089,0.0226102,0.0154957,0.0206641,0.077082,0.0151923,0.00956288,0.00185562,0.02861,0.012933,0.0140259,0.047981,0.0307646,0,0,0.0278551,0,0.0107032,0.0204508,0.042679,0.0338929,0.0151257,0.0314676,0.0259393,0.0239799,0.035064,0.0102143,0.0477615,0.0461151,0.0152508,0.0289866,0.0058424,0.026149,0.0454341,0.0246439,0.00834048,0.00764277,0.0161336,0.0273767,0,0,0,0,0.0318175
56,0,0,0,0,0,0,0.0271565,0.0173849,0,0,0,0.052817,0.0186105,0.0302159,0,0,0.0147087,0,0.0194034,0.00615367,0.0350297,0.0355573,0.0174519,0.0156215,0.0118006,0.0183979,0.01614,0.00694516,0.0101864,0.0434334,0.0137139,0.0205172,0.0142805,0.0205205,0.0733792,0.0152735,0.00959053,0.00181106,0.0306046,0.0129547,0.0133286,0.0478929,0.0305889,0,0,0.0277294,0,0.0107273,0.0203915,0.0424319,0.0330782,0.0154596,0.0314091,0.0255428,0.0237607,0.0354927,0.00974704,0.0477265,0.0461994,0.0147771,0.0290143,0.0057726,0.0247407,0.0468416,0.024465,0.0083653,0.00763861,0.0158793,0.0273986,0,0,0,0,0.0315725
57,0,0,0,0,0,0,0.0269231,0.016826,0,0,0,0.0484828,0.0185322,0.0272548,0,0,0.0146101,0,0.019424,0.00607529,0.0353253,0.0316128,0.0177681,0.0163497,0.0118893,0.0182955,0.0161154,0.00860233,0.011086,0.0424618,0.0129326,0.0177124,0.0127834,0.0207214,0.0689394,0.0153099,0.00959005,0.00173394,0.0316361,0.012958,0.0131956,0.0479212,0.0303013,0,0,0.0275392,0,0.010739,0.0202549,0.0425114,0.0334212,0.015791,0.0308171,0.025059,0.0233373,0.0352578,0.00971312,0.0481056,0.0457197,0.0137554,0.0287975,0.00544608,0.0233409,0.0485603,0.0241304,0.00837207,0.00764762,0.0152781,0.0272622,0,0,0,0,0.0312024
58,0,0,0,0,0,0,0.0264129,0.0160187,0,0,0,0.0440257,0.0185897,0.0238212,0,0,0.0144266,0,0.01947,0.00601916,0.035669,0.0270667,0.018086,0.0179337,0.0121909,0.0180609,0.0163437,0.0108116,0.0129264,0.0414011,0.0124907,0.0148904,0.0113218,0.0215647,0.0634645,0.0152824,0.00963197,0.00176667,0.031201,0.0129599,0.0136031,0.0480216,0.0297631,0,0,0.0272521,0,0.010731,0.0200512,0.0427578,0.0341152,0.0159267,0.0301193,0.0243669,0.0227203,0.0346141,0.00996619,0.0484423,0.0448972,0.0124545,0.028172,0.00513395,0.02215,0.0493102,0.0236289,0.0083243,0.00759349,0.0144157,0.0268005,0,0,0,0,0.030761
59,0,0,0,0,0,0,0.0257618,0.0150916,0,0,0,0.0407573,0.0185972,0.0216068,0,0,0.0140484,0,0.0194574,0.00599795,0.0360156,0.0238928,0.0183438,0.0196732,0.0126466,0.0175858,0.0170644,0.0130964,0.0151131,0.0405395,0.0125251,0.0131381,0.0108581,0.0226068,0.058868,0.0149607,0.00962178,0.00183864,0.0300007,0.0129493,0.0142172,0.0479335,0.0290446,0,0,0.0268832,0,0.0107139,0.0197837,0.0430174,0.0344289,0.0157644,0.0298123,0.0234454,0.0219233,0.0338541,0.0101354,0.0483212,0.043984,0.0113636,0.027254,0.00519686,0.0212185,0.0489415,0.0229901,0.00823832,0.00752935,0.0134326,0.0261848,0,0,0,0,0.0301374
60,0,0,0,0,0,0,0.0251849,0.014261,0,0,0,0.0385949,0.0185154,0.0211887,0,0,0.0135495,0,0.0194259,0.00593879,0.0363193,0.0231835,0.0183965,0.0199998,0.013044,0.01711,0.0179866,0.0145666,0.016448,0.0401147,0.0118096,0.0118209,0.0106128,0.0222723,0.0560506,0.0144944,0.0095323,0.00187235,0.028598,0.012961,0.0146522,0.0475244,0.028339,0,0,0.0264982,0,0.0107168,0.0195132,0.0433046,0.0340886,0.0154364,0.029794,0.0224682,0.0211185,0.0332488,0.00997421,0.0477545,0.0432577,0.0108094,0.0264249,0.00559858,0.0204858,0.0477685,0.02235,0.00817728,0.00749,0.0125776,0.0255821,0,0,0,0,0.0291626
61,0,0,0,0,0,0,0.0245805,0.0133931,0,0,0,0.0356446,0.0185358,0.0209484,0,0,0.0130377,0,0.019434,0.00579946,0.036696,0.0227677,0.0183785,0.0200789,0.0135479,0.0166048,0.0188258,0.0160265,0.0179508,0.0397139,0.0113052,0.0108429,0.0105034,0.0219345,0.0514193,0.0139611,0.00947668,0.00191928,0.0272272,0.0129791,0.0146753,0.0471293,0.027591,0,0,0.0260851,0,0.0107175,0.0192386,0.0436445,0.0329326,0.0150307,0.0299425,0.0212753,0.0202059,0.0329986,0.00959931,0.0471727,0.0429693,0.0106349,0.025885,0.00601995,0.01977,0.0461704,0.0216486,0.00808545,0.00744393,0.0117254,0.0249822,0,0,0,0,0.0280744
62,0,0,0,0,0,0,0.0239306,0.0124311,0,0,0,0.0314771,0.0186097,0.0207877,0,0,0.0124724,0,0.0193505,0.00553846,0.037158,0.0229859,0.0183142,0.0194901,0.0141432,0.0159888,0.0195349,0.0172544,0.0194389,0.0394943,0.0107246,0.0099964,0.0106742,0.0216972,0.0444292,0.0133651,0.00948253,0.00191635,0.0260411,0.0130377,0.0143087,0.0468803,0.0267657,0,0,0.0257009,0,0.0107533,0.0190108,0.0440872,0.0313245,0.0146659,0.0300956,0.0199697,0.0191926,0.0330876,0.0092614,0.0468426,0.0430361,0.0106173,0.0256209,0.00621699,0.0191169,0.0445623,0.0209495,0.00805802,0.00743536,0.0108027,0.0243287,0,0,0,0,0.0270717
63,0,0,0,0,0,0,0.0232119,0.0113617,0,0,0,0.026005,0.0187902,0.0200436,0,0,0.0119871,0,0.0193141,0.00541787,0.0377777,0.0232976,0.0182416,0.0184161,0.0146745,0.0153927,0.0201659,0.0180393,0.0207866,0.0395377,0.00961823,0.0089762,0.0106494,0.0214612,0.0359824,0.0128284,0.00951016,0.0019219,0.024994,0.0130858,0.0137804,0.046756,0.0259375,0,0,0.0253896,0,0.0107837,0.0188545,0.0445248,0.0297065,0.0144184,0.0301848,0.0186209,0.0181656,0.0333339,0.0091323,0.0468181,0.0432921,0.0106214,0.0255825,0.00628383,0.0186278,0.0430271,0.0202896,0.00800742,0.00744333,0.0097463,0.0235635,0,0,0,0,0.026189
64,0,0,0,0,0,0,0.0223589,0.0103276,0,0,0,0.0205193,0.0189034,0.0189816,0,0,0.0115517,0,0.0192891,0.00537758,0.0383893,0.0237556,0.0181689,0.0166489,0.0149426,0.0147941,0.0207697,0.0186436,0.0218277,0.0398281,0.00813825,0.00784323,0.0105369,0.0212007,0.0274344,0.0122651,0.00951118,0.00193295,0.0242738,0.0131284,0.013135,0.0467062,0.0250575,0,0,0.0251698,0,0.0108099,0.0187554,0.044772,0.0282258,0.0143357,0.0302438,0.0173628,0.0171721,0.0335305,0.00919697,0.0469425,0.0434764,0.0105085,0.0256883,0.00624207,0.0181188,0.0418972,0.0194724,0.0079931,0.00746108,0.00865151,0.0227017,0,0,0,0,0.0254384
65,0,0,0,0,0,0,0.0214407,0.00941606,0,0,0,0.0168232,0.0189145,0.0181116,0,0,0.0111865,0,0.0192457,0.00534988,0.0388877,0.0246963,0.0180727,0.0148954,0.0148232,0.0142943,0.0213459,0.0190889,0.022534,0.0402406,0.00661689,0.00680853,0.0103369,0.0210133,0.0187887,0.0118308,0.00946505,0.00198046,0.0238564,0.0131513,0.0126146,0.0468035,0.0241454,0,0,0.0249899,0,0.0108183,0.0186563,0.0448717,0.0272348,0.0145083,0.0303173,0.0163275,0.0162381,0.0335356,0.00937657,0.0471074,0.0433814,0.0103044,0.0258322,0.00611593,0.0175966,0.041172,0.0186425,0.00799697,0.00750045,0.0076707,0.0218058,0,0,0,0,0.0248349
66,0,0,0,0,0,0,0.020516,0.00864201,0,0,0,0.0144728,0.0188908,0.0177139,0,0,0.0108027,0,0.0191636,0.00527552,0.0392306,0.0261567,0.0179133,0.0131208,0.0145049,0.0137869,0.0218623,0.0194595,0.0228516,0.0406118,0.00545174,0.00599241,0.010211,0.0210062,0.0114019,0.0114244,0.00938813,0.00207748,0.0234705,0.0131716,0.0122703,0.0470709,0.0232075,0,0,0.0248161,0,0.0108224,0.0185559,0.044841,0.0264174,0.0148254,0.0303566,0.0154059,0.0153483,0.0334129,0.00958485,0.0471767,0.0431143,0.00998228,0.0259053,0.00599169,0.016884,0.0406017,0.0178598,0.00802834,0.00755796,0.00688208,0.0208974,0,0,0,0,0.0245223
67,0,0,0,0,0,0,0.0196673,0.00796873,0,0,0,0.0120785,0.0190069,0.0173377,0,0,0.0105502,0,0.0190789,0.00525176,0.0393371,0.0274388,0.0176623,0.0114982,0.0141331,0.0133085,0.0222782,0.0197782,0.0227585,0.0407005,0.00477859,0.00540906,0.0100316,0.0212236,0.00745673,0.0110887,0.00931922,0.00218373,0.0231153,0.0131971,0.0122267,0.0473479,0.0223738,0,0,0.0246321,0,0.0108278,0.0184455,0.044685,0.0259243,0.0150651,0.0304887,0.0145566,0.0144929,0.0332836,0.00978952,0.0472194,0.0427718,0.00966113,0.0257771,0.00595147,0.016138,0.0400473,0.0171367,0.008053,0.00758806,0.00628944,0.0200712,0,0,0,0,0.0244959
68,0,0,0,0,0,0,0.0189589,0.00728598,0,0,0,0.0105244,0.0189945,0.015964,0,0,0.0102472,0,0.0189777,0.00527711,0.0392065,0.0263364,0.017379,0.0102135,0.0138776,0.0127613,0.0224421,0.0199068,0.0222049,0.0403474,0.00426728,0.00464922,0.00957402,0.0215945,0.00631545,0.0106109,0.00924469,0.00225659,0.0228199,0.0132132,0.0124934,0.0476242,0.0216156,0,0,0.0246296,0,0.01084,0.0184331,0.0444129,0.0262104,0.0150741,0.030992,0.0136771,0.0136915,0.033178,0.00998936,0.0472607,0.0424606,0.0094298,0.0254102,0.00590665,0.01553,0.0395355,0.0165202,0.008089,0.00762725,0.00573526,0.0193319,0,0,0,0,0.0245965
69,0,0,0,0,0,0,0.0183913,0.00664773,0,0,0,0.00939702,0.0190072,0.014449,0,0,0.0100185,0,0.0189192,0.00531356,0.0389197,0.0235156,0.0170724,0.00934807,0.0137033,0.0122516,0.0223463,0.019861,0.0214002,0.0397595,0.00372328,0.00388152,0.00869343,0.022066,0.00662521,0.0102133,0.00920017,0.0022815,0.0227543,0.0132012,0.0129631,0.0480086,0.0210724,0,0,0.0246844,0,0.0108343,0.0184726,0.0440863,0.0266118,0.0148756,0.0319858,0.0127967,0.0131064,0.0330832,0.0101897,0.0474877,0.042154,0.00941515,0.0248981,0.00598919,0.0151853,0.0392214,0.0159489,0.008111,0.00760922,0.00534114,0.0187657,0,0,0,0,0.0246964
70,0,0,0,0,0,0,0.0178082,0.00566801,0,0,0,0.00883598,0.0190822,0.0129311,0,0,0.00971317,0,0.018858,0.00530079,0.0388433,0.0202266,0.0171005,0.00864337,0.0145484,0.0116301,0.0221699,0.0198651,0.0205912,0.0394742,0.00304355,0.00350148,0.00773652,0.0225927,0.00769933,0.00987119,0.00915643,0.00234208,0.0226152,0.0132116,0.0133455,0,0.0206056,0,0,0.024692,0,0.0108376,0.0184908,0.0434607,0.0263763,0.0148136,0.033617,0.0120468,0.0124208,0.0332287,0.0104384,0.0481601,0.0422907,0.00951163,0.0239479,0.00643908,0.0148579,0.03883,0.0153937,0.00812274,0.00759471,0.004922,0.0181047,0,0,0,0,0.025205
71,0,0,0,0,0,0,0.0175344,0.00521715,0,0,0,0.00847584,0.0190919,0.0120022,0,0,0.00955512,0,0.0188285,0.00523666,0.0384765,0.017595,0.0168462,0.00745013,0.0147906,0.0113239,0.0218288,0.0199774,0.0196725,0.0391136,0.00233354,0.00301795,0.00697227,0.0230774,0.00912573,0.00989833,0.00911403,0.00238195,0.0221092,0.0132318,0.0137074,0,0.0203755,0,0,0.0248252,0,0.0108639,0.0185744,0.0431614,0.0261819,0.0143714,0.0346417,0.0114908,0.0122566,0.0333538,0.0106057,0.04857,0.04242,0.00958571,0.0233818,0.0067266,0.0146804,0.0380582,0.0153643,0.00815638,0.00758858,0.00475882,0.0176779,0,0,0,0,0.0252327
72,0,0,0,0,0,0,0.0172915,0.00489721,0,0,0,0.00864996,0.0191126,0.0115212,0,0,0.00949345,0,0.0187912,0.00515686,0.0380943,0.0161192,0.0165641,0.00662223,0.0151398,0.0110925,0.0216165,0.0201682,0.018886,0.0388361,0.00190712,0.0027735,0.006449,0.0234687,0.00982886,0.010046,0.00908836,0.00242249,0.0216054,0.0132368,0.0139184,0,0.0201863,0,0,0.0249965,0,0.0108691,0.0186285,0.0428602,0.0257837,0.0139249,0.0355397,0.0111628,0.0122629,0.0335164,0.0108252,0.0490726,0.0426123,0.00973888,0.0228801,0.00688954,0.0145986,0.0370459,0.0154394,0.00815787,0.00762817,0.00473693,0.0173633,0,0,0,0,0.0251485
