Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RWRB,x73
66,0,0,0,0,0,0,0.00132944,0.00273311,0,0,0,0.0637666,0.0148041,0.0144335,0.00412014,0,0,0.0314429,0,0.0226887,0.0194728,0.0206356,0.0246761,0.0179863,0.0304751,0.00561139,0.0147729,0.0160257,0.0309862,0.0233148,0.0512602,0.0269434,0.0381711,0.0133475,0.0202296,0.0799973,0.0256766,0.0110849,0.00650306,0.0253632,0.0180525,0.0261987,0.00675834,0.00248569,0,0,0.0125399,0,0.0147469,0.00616546,0.0856512,0.0346519,0.0487521,0.0171729,0.002478,0.0058012,0.00875917,0.0287047,0.0455536,0.015556,0.0292915,0.0215262,0.026084,0.0304332,0.0292387,0.00973891,0.00815064,0.0025853,0.000913756,0,0,0,0.00567981,0
67,0,0,0,0,0,0,0.00142207,0.00288794,0,0,0,0.0629985,0.0149268,0.0143118,0.00409113,0,0,0.031406,0,0.0225466,0.0195197,0.0202017,0.0248062,0.0179774,0.0298816,0.00510741,0.0149362,0.015882,0.0303161,0.0229975,0.0512301,0.026349,0.0371892,0.0131222,0.0204268,0.079406,0.0257301,0.0110354,0.00665014,0.0251729,0.0180546,0.0254855,0.00672834,0.00243457,0,0,0.012315,0,0.0147465,0.00609018,0.0860725,0.0336912,0.0484663,0.0183145,0.00288172,0.00566115,0.00924957,0.0275003,0.0435362,0.0172216,0.028833,0.0227554,0.0245601,0.0299654,0.0290073,0.00964141,0.00821534,0.00285445,0.00108987,0,0,0,0.00570921,0
68,0,0,0,0,0,0,0.00150571,0.00319569,0,0,0,0.062208,0.0150218,0.0141803,0.00412461,0,0,0.0314406,0,0.0224787,0.0196973,0.0198492,0.0251272,0.0180656,0.0293475,0.0046229,0.0152372,0.0154074,0.0296631,0.0226058,0.0511578,0.0257988,0.0361992,0.0128605,0.020645,0.078671,0.0259686,0.0110389,0.00669538,0.0231859,0.018024,0.0242719,0.00674888,0.00236652,0,0,0.0124248,0,0.0146967,0.00617817,0.0864475,0.0330001,0.0481073,0.0195447,0.00337818,0.00563298,0.00992314,0.0260523,0.0413996,0.0191647,0.0281483,0.0246357,0.0226294,0.0291009,0.0270522,0.00970254,0.00832649,0.00317798,0.0015511,0,0,0,0.005796,0
69,0,0,0,0,0,0,0.00179978,0.00333855,0,0,0,0.0612172,0.0149599,0.013968,0.00431743,0,0,0.0321151,0,0.022565,0.0201079,0.0194357,0.0254802,0.0181331,0.0287321,0.0041831,0.0156471,0.0150652,0.0290366,0.0221925,0.051077,0.0251939,0.0356503,0.0124735,0.0208711,0.0774937,0.0266967,0.0110631,0.00704612,0.0213702,0.0180225,0.0224697,0.00670363,0.00246188,0,0,0.0120731,0,0.0146989,0.00600927,0.0867666,0.031093,0.0477485,0.0208603,0.00382631,0.00554437,0.0109104,0.0244525,0.0390338,0.021419,0.027298,0.027267,0.0203225,0.0279154,0.0249988,0.00945326,0.00837725,0.00350083,0.00162962,0,0,0,0.00591578,0
70,0,0,0,0,0,0,0.00225372,0.00362785,0,0,0,0.0601464,0.0149576,0.0136289,0.00450022,0,0,0.0322184,0,0.0225435,0.0201227,0.0190017,0.0258758,0.0181796,0.0281617,0.00367702,0.0159485,0.0149941,0.0282844,0.0217587,0.0510144,0.0245254,0.0353597,0.0121228,0.0210949,0.0761998,0.0269673,0.0110671,0.00717231,0.0197404,0.0180597,0.0202905,0.00662514,0.00269783,0,0,0.011507,0,0.0147463,0.00573441,0.0869179,0.0280452,0.0473041,0.0221845,0.00440103,0.00536946,0.012233,0.0226255,0.0365203,0.0239709,0.026278,0.0303584,0.017732,0.0263836,0.0227208,0.0091747,0.00817392,0.0039715,0.0019013,0,0,0,0.00593446,0
71,0,0,0,0,0,0,0.00271425,0.00401784,0,0,0,0.0592601,0.0149007,0.0133154,0.00488571,0,0,0.0322135,0,0.0225836,0.0200324,0.0185825,0.0263965,0.0182104,0.0276199,0.00325516,0.016319,0.0149708,0.0276517,0.0213225,0.0509696,0.0238963,0.0344129,0.011864,0.021357,0.0750321,0.0271813,0.0110889,0.00714505,0.0182764,0.0180244,0.0178298,0.0065786,0.00292267,0,0,0.0115671,0,0.01469,0.00576291,0.086905,0.024841,0.0468168,0.0233291,0.00507194,0.00518298,0.0137947,0.0205972,0.0339731,0.0267062,0.0250963,0.0336757,0.0151497,0.0245583,0.0202853,0.00903756,0.00826499,0.00450429,0.00227793,0,0,0,0.00586459,0
72,0,0,0,0,0,0,0.0032726,0.00448543,0,0,0,0.0583681,0.0148367,0.0132097,0.00533394,0,0,0.0324375,0,0.0226679,0.02008,0.0182162,0.0270118,0.0182499,0.0269386,0.00297626,0.0167615,0.0147195,0.0269883,0.0208551,0.0508963,0.0231698,0.0333502,0.01142,0.0216357,0.0735901,0.0275552,0.0111353,0.00712796,0.0171906,0.0180267,0.0155702,0.00675733,0.0031421,0,0,0.0112663,0,0.0146839,0.00564975,0.0868318,0.0227255,0.0463483,0.0239195,0.00593722,0.00506833,0.0156538,0.0184663,0.0314014,0.0295089,0.0237158,0.0372126,0.0130635,0.0225309,0.0184457,0.00871484,0.00825972,0.00509611,0.00274836,0,0,0,0.00587472,0
73,0,0,0,0,0,0,0.00388805,0.00490328,0,0,0,0.0575032,0.0147756,0.0129599,0.00587252,0,0,0.0326428,0,0.0227132,0.0201783,0.0178514,0.0275296,0.0182744,0.0263353,0.00313685,0.0171841,0.01449,0.0264185,0.0205589,0.0508491,0.0225536,0.0326774,0.0109829,0.0218356,0.0723914,0.0278953,0.0111641,0.00723899,0.0182767,0.0180328,0.0140185,0.00687706,0.00339,0,0,0.0109537,0,0.0146927,0.00549528,0.0865695,0.0205073,0.0456809,0.023816,0.0069501,0.0050706,0.0179089,0.0161063,0.0288149,0.0322871,0.0220381,0.0409701,0.0117774,0.0203132,0.0186827,0.00836897,0.00820588,0.00561091,0.00337773,0,0,0,0.00593502,0
74,0,0,0,0,0,0,0.00459669,0.00537208,0,0,0,0.0563347,0.0146374,0.0126855,0.0062692,0,0,0.0330875,0,0.0228299,0.0204127,0.0174526,0.0278197,0.018259,0.0256972,0.00355728,0.0177474,0.0143405,0.0258033,0.0202248,0.050825,0.0219471,0.0319792,0.0106481,0.0221048,0.071253,0.0284089,0.0112012,0.00737204,0.020167,0.0180104,0.0145073,0.00709924,0.00392936,0,0,0.0106954,0,0.0146648,0.00535842,0.0863643,0.0206023,0.0449834,0.0236248,0.00803919,0.00502071,0.0201135,0.0137728,0.0263435,0.0349363,0.0209664,0.0448348,0.0121431,0.0187077,0.0210318,0.00824158,0.00821236,0.00614571,0.00407345,0,0,0,0.00592374,0
75,0,0,0,0,0,0,0.0053838,0.00577762,0,0,0,0.0550013,0.0145245,0.0123555,0.00661267,0,0,0.0335745,0,0.0229667,0.0206489,0.0169866,0.0281616,0.0181941,0.0250329,0.00411242,0.0182957,0.0141707,0.0251127,0.0198761,0.0507729,0.0214215,0.0310915,0.0102774,0.0223556,0.0705083,0.0289177,0.0112327,0.00752109,0.0229374,0.0180154,0.0173014,0.00727736,0.00467568,0,0,0.0103011,0,0.0146618,0.00520388,0.0860445,0.0228999,0.0441038,0.0225939,0.00909703,0.00505224,0.0222484,0.0114401,0.0243897,0.0371547,0.0205751,0.0487893,0.0141282,0.0179872,0.0245624,0.00811495,0.00820512,0.00657525,0.00484934,0,0,0,0.00601025,0
76,0,0,0,0,0,0,0.00612964,0.00609508,0,0,0,0.0537181,0.014428,0.0119483,0.00710516,0,0,0.0342188,0,0.0230418,0.021,0.0164724,0.0285693,0.0180991,0.0243951,0.00460473,0.0188809,0.0139544,0.0243761,0.0195477,0.050685,0.0208887,0.0301689,0.00986536,0.0225861,0.0694577,0.0294965,0.0112571,0.00766737,0.0255774,0.0180369,0.0214107,0.00745558,0.00543696,0,0,0.00993728,0,0.0146701,0.00508441,0.0857163,0.0277631,0.0432109,0.0207354,0.0100168,0.0051669,0.0241794,0.00933274,0.022985,0.038803,0.0209532,0.0521974,0.0170909,0.0185225,0.0277211,0.00794097,0.00826143,0.00689553,0.00560447,0,0,0,0.00604543,0
77,0,0,0,0,0,0,0.00675624,0.00625109,0,0,0,0.0520656,0.0143456,0.0117327,0.00758712,0,0,0.0349163,0,0.0231088,0.0213214,0.0159182,0.0290438,0.017982,0.0237851,0.00502499,0.0194605,0.0137137,0.0235661,0.0191538,0.0505605,0.0202063,0.0297534,0.00966295,0.0228347,0.0679977,0.0301262,0.0112515,0.00784496,0.0271075,0.0180517,0.0253641,0.00755449,0.00605741,0,0,0.00969945,0,0.0146757,0.00504169,0.0853382,0.0336212,0.0425017,0.0184871,0.0106521,0.00530315,0.0256598,0.00779183,0.0222251,0.0397114,0.0217366,0.0545023,0.0198707,0.0199702,0.0292628,0.00775748,0.00821517,0.00705047,0.00626929,0,0,0,0.006002,0
78,0,0,0,0,0,0,0.00713398,0.00624325,0,0,0,0.0499021,0.0142856,0.0113247,0.00801138,0,0,0.0355002,0,0.0231702,0.0215538,0.015367,0.0295649,0.0179871,0.0232165,0.00533811,0.0199431,0.0134887,0.0227509,0.018623,0.0504234,0.0196569,0.0292522,0.0094311,0.0231236,0.0661702,0.0306597,0.0112606,0.00801053,0.0272586,0.0180509,0.0275687,0.00751205,0.00643515,0,0,0.00960482,0,0.0146764,0.00506189,0.0850016,0.0379999,0.0422051,0.0170191,0.0109839,0.00552048,0.0262838,0.0072907,0.0219794,0.0398789,0.0223133,0.0555696,0.021305,0.0211445,0.0293478,0.00764483,0.00824727,0.00706603,0.00664878,0,0,0,0.00596434,0
79,0,0,0,0,0,0,0.00732695,0.00615094,0,0,0,0.0473672,0.0142396,0.0108339,0.00825399,0,0,0.0359373,0,0.0232429,0.0217501,0.01481,0.0301995,0.0180965,0.0226335,0.00561015,0.0202767,0.0132423,0.0220492,0.0179224,0.0502321,0.0191884,0.0286711,0.00916409,0.0234093,0.0637908,0.0310673,0.0112957,0.00816561,0.0262231,0.0180732,0.0279631,0.00740617,0.00662832,0,0,0.00954762,0,0.0146873,0.00506587,0.0846829,0.0400844,0.0421205,0.0164704,0.0110883,0.00575759,0.026033,0.00766771,0.022264,0.0392668,0.022726,0.0554703,0.0216332,0.0220856,0.0282226,0.00763674,0.0083277,0.00695398,0.00677404,0,0,0,0.00611594,0
80,0,0,0,0,0,0,0.00730027,0.00592147,0,0,0,0.0439287,0.0142203,0.0106334,0.00850186,0,0,0.0364504,0,0.0232839,0.0221114,0.0140138,0.0311308,0.0184919,0.021864,0.00569096,0.0204708,0.0130594,0.0212003,0.0170198,0.0501266,0.0184477,0.0275473,0.00886187,0.0235941,0.0602128,0.0314957,0.0113375,0.00831927,0.0246539,0.0181873,0.0263451,0.00708878,0.00666138,0,0,0.0092007,0,0.0147836,0.00493919,0.084616,0.0384994,0.0421931,0.0172382,0.0106896,0.00607647,0.0249938,0.00874827,0.0228218,0.0381492,0.0228466,0.0543706,0.0208123,0.0222753,0.0268169,0.00757479,0.00840641,0.00660748,0.00671148,0,0,0,0.00620193,0
81,0,0,0,0,0,0,0.00714582,0.00559629,0,0,0,0.0404594,0.0142191,0.0107773,0.00848106,0,0,0.0368069,0,0.0233198,0.0223452,0.0132125,0.0320557,0.0188701,0.0212761,0.00570589,0.0205184,0.0129067,0.0205003,0.0159893,0.0499132,0.0176889,0.0261433,0.00861418,0.0238222,0.0568727,0.0317547,0.0113597,0.0082604,0.0225388,0.0182196,0.0234859,0.00678888,0.00656362,0,0,0.00943513,0,0.0147941,0.00512387,0.0847559,0.0346399,0.0422781,0.0186422,0.0101553,0.00635124,0.0234976,0.0101957,0.0236321,0.0366452,0.022795,0.0527259,0.0192748,0.0219929,0.024892,0.00760558,0.00873299,0.00627434,0.00658658,0,0,0,0.00632985,0
82,0,0,0,0,0,0,0.00694973,0.00530851,0,0,0,0.0362932,0.0141381,0.0111492,0.00828989,0,0,0.0374612,0,0.0233508,0.0226833,0.0122105,0.0327621,0.0193521,0.0206196,0.00543008,0.0205135,0.0128106,0.0196989,0.0149676,0.0497488,0.0166355,0.0245162,0.0082401,0.0241136,0.0528208,0.0321789,0.0113482,0.0082673,0.0208232,0.018162,0.020019,0.0064249,0.00644184,0,0,0.00978428,0,0.0147257,0.00531871,0.0852766,0.0300351,0.0426297,0.0208354,0.00925991,0.00659306,0.0217887,0.012052,0.0247322,0.0351247,0.0227191,0.0506382,0.0172918,0.0212638,0.0235145,0.00754992,0.00897522,0.00596957,0.00640021,0,0,0,0.00631992,0
83,0,0,0,0,0,0,0.00701134,0.00524324,0,0,0,0.0321826,0.0140896,0.0119546,0.00850912,0,0,0.0379242,0,0.0232764,0.0229028,0.0111716,0.033351,0.0197921,0.0197629,0.0052893,0.0204916,0.0125269,0.0188949,0.0138171,0.0495068,0.0156373,0.0229679,0.00796604,0.0243979,0.049284,0.032471,0.011287,0.00838602,0.0184999,0.0181511,0.01824,0.00604436,0.00654203,0,0,0.00970441,0,0.0147366,0.00532062,0.0853312,0.0285338,0.0425369,0.0212798,0.00864024,0.00671133,0.0205296,0.0136191,0.0261707,0.0332294,0.0230513,0.0493419,0.0167857,0.0216502,0.0219694,0.00766338,0.0089704,0.0058258,0.00646693,0,0,0,0.00638391,0
84,0,0,0,0,0,0,0.00715528,0.00520233,0,0,0,0.0273899,0.0140375,0.0130813,0.00879253,0,0,0.0385408,0,0.0233612,0.0231503,0.0100114,0.0336617,0.0203367,0.0186124,0.00521015,0.0205753,0.0122009,0.0179191,0.0126601,0.0493245,0.0143291,0.0208923,0.00770394,0.0246452,0.0446129,0.0328633,0.011309,0.00848067,0.0173077,0.0181069,0.0176144,0.00559981,0.00664862,0,0,0.00985407,0,0.0147147,0.00543133,0.0854116,0.0285271,0.0425265,0.0225825,0.00821211,0.00668343,0.0196375,0.014978,0.0273155,0.0319891,0.0239359,0.0487186,0.0165609,0.0221665,0.0220506,0.00763601,0.00899085,0.00581908,0.00655515,0,0,0,0.00659627,0
85,0,0,0,0,0,0,0.00725701,0.00522529,0,0,0,0.0221724,0.0139768,0.0137081,0.00914286,0,0,0.0390132,0,0.0234495,0.0231777,0.00878604,0.0332875,0.0209238,0.0173544,0.00539713,0.0206771,0.0118864,0.0168415,0.0116057,0.0492778,0.0129572,0.0184977,0.00754862,0.0249835,0.0393959,0.0331761,0.0113349,0.00855507,0.0165823,0.0180828,0.0172482,0.00524714,0.00672452,0,0,0.00985358,0,0.0146901,0.005505,0.0854371,0.0287222,0.042476,0.0246107,0.00806611,0.00666227,0.0193967,0.0156945,0.027617,0.0319072,0.0244591,0.048473,0.0156823,0.0219594,0.0222134,0.00752678,0.00910036,0.00586301,0.00663065,0,0,0,0.00676829,0
86,0,0,0,0,0,0,0.00726352,0.00517628,0,0,0,0.0168328,0.0138771,0.0143494,0.00945984,0,0,0.039242,0,0.0235457,0.0231571,0.00755641,0.0324306,0.0214869,0.0156028,0.00569922,0.020743,0.0115924,0.0154722,0.0106648,0.04934,0.0112175,0.0156351,0.00747358,0.0253542,0.0336184,0.0333094,0.0113704,0.00865842,0.0165296,0.0180896,0.0161218,0.00500128,0.00679003,0,0,0.00968974,0,0.0146687,0.00553251,0.0855258,0.027265,0.042522,0.0260093,0.00798339,0.00668047,0.0199921,0.015756,0.0270084,0.0330119,0.0237694,0.0478505,0.0140165,0.0206251,0.0217965,0.00741926,0.00917108,0.00585391,0.00659192,0,0,0,0.00675257,0
87,0,0,0,0,0,0,0.0073453,0.0050318,0,0,0,0.0122758,0.0137442,0.014823,0.0096367,0,0,0.0391924,0,0.0235916,0.0230656,0.00628957,0.0306997,0.0219515,0.0132635,0.0059525,0.020805,0.0113108,0.0137637,0.00973625,0.0494498,0.00917017,0.0124362,0.00753751,0.0257075,0.0274709,0.0333333,0.011372,0.00868617,0.0171154,0.0181086,0.0145499,0.00471271,0.0069262,0,0,0.00941437,0,0.0146401,0.00547641,0.0856498,0.0247142,0.0427645,0.0256018,0.00777169,0.00668965,0.0210974,0.0154742,0.025792,0.034503,0.0221545,0.0466915,0.0123865,0.0187773,0.0214424,0.007157,0.00933672,0.00572466,0.0065018,0,0,0,0.0065365,0
88,0,0,0,0,0,0,0.00749752,0.0049364,0,0,0,0.00933134,0.0136815,0.0147774,0.00972128,0,0,0.0389077,0,0.0235622,0.0229129,0.00507131,0.0275576,0.0223688,0.0105604,0.00624532,0.0208037,0.011056,0.0116607,0.00863781,0.049478,0.00727199,0.00946441,0.00768903,0.0258938,0.0214606,0.0332908,0.0113756,0.00859671,0.0177918,0.0180737,0.0133511,0.00435056,0.0071074,0,0,0.0092881,0,0.0146041,0.0054332,0.085698,0.0220621,0.0431702,0.0241685,0.00741256,0.00669358,0.0221791,0.015333,0.0243918,0.0356114,0.0205107,0.0455246,0.0112224,0.0170092,0.0217109,0.00704878,0.00937515,0.00551801,0.00660476,0,0,0,0.00642381,0
89,0,0,0,0,0,0,0.00764149,0.00499287,0,0,0,0.00972133,0.0136366,0.0139698,0.00960537,0,0,0.0385003,0,0.023501,0.0226697,0.00409905,0.0230975,0.0229181,0.0077285,0.00658188,0.0207213,0.0108325,0.00968786,0.00714942,0.0493209,0.0066519,0.00823645,0.00809666,0.0257096,0.0158538,0.0331225,0.011367,0.00853203,0.0181364,0.0181178,0.0128429,0.00399323,0.00731571,0,0,0.00818801,0,0.0147145,0.00499207,0.0857826,0.0196729,0.0437681,0.0236043,0.00715813,0.00672029,0.0227853,0.0157602,0.0237339,0.0361557,0.0195923,0.0446947,0.0101326,0.0156448,0.0218439,0.00693385,0.00891481,0.00545071,0.00674931,0,0,0,0.00661157,0
90,0,0,0,0,0,0,0.00758592,0.00504788,0,0,0,0.0132404,0.013571,0.0121157,0.0093398,0,0,0.0383594,0,0.0234878,0.0225517,0.00384555,0.0180491,0.0235414,0.006689,0.00712693,0.0207208,0.0106674,0.0103485,0.00541412,0.0487349,0.00856031,0.0109756,0.0085115,0.0251854,0.0135365,0.0330929,0.0113973,0.0085061,0.0181944,0.0180785,0.0129035,0.00386058,0.0074358,0,0,0.00839163,0,0.0145929,0.00507233,0.0860216,0.0178047,0.0444561,0.0242402,0.0070652,0.00683236,0.0229834,0.0167597,0.0241407,0.0362095,0.0192368,0.0439432,0.00902717,0.0149144,0.0221843,0.00707813,0.00911091,0.00539176,0.00685795,0,0,0,0.00644345,0
91,0,0,0,0,0,0,0.00749132,0.00501447,0,0,0,0.0169541,0.0135571,0.00967152,0.00880983,0,0,0.0384201,0,0.0235756,0.0225603,0.00445682,0.0137671,0.0241154,0.00983889,0.0076152,0.0206366,0.0107391,0.0138369,0.00494494,0.0475955,0.0123688,0.0157054,0.008725,0.0243743,0.0155183,0.0330881,0.0114423,0.00857949,0.0183971,0.0180821,0.0134553,0.00383154,0.00750227,0,0,0.00808984,0,0.0145465,0.0049646,0.0864508,0.0165252,0.0450158,0.0252761,0.00696857,0.00687071,0.0230516,0.0178622,0.0251731,0.0358638,0.0189104,0.043039,0.00806325,0.0149386,0.0229706,0.00702638,0.00908778,0.00524818,0.00677662,0,0,0,0.00621567,0
92,0,0,0,0,0,0,0.00738437,0.00485328,0,0,0,0.019572,0.0135931,0.00756403,0.00796352,0,0,0.0387545,0,0.023672,0.0227144,0.00566329,0.0139334,0.0246221,0.0147606,0.00774576,0.0205347,0.011383,0.0186813,0.0071146,0.0460157,0.0165849,0.0208472,0.00877534,0.0235157,0.018692,0.033196,0.0114794,0.0086362,0.0184886,0.0180506,0.0140724,0.00389962,0.00744186,0,0,0.00800496,0,0.0144927,0.00491575,0.0871329,0.0153908,0.0455598,0.0262369,0.00670966,0.00682306,0.0232415,0.0185816,0.0257307,0.0355914,0.0186349,0.0417366,0.00718793,0.0156198,0.0234754,0.00696448,0.00906261,0.00503115,0.00656267,0,0,0,0.0063191,0
93,0,0,0,0,0,0,0.00729056,0.00452096,0,0,0,0.0204714,0.0136153,0.00747071,0.00731447,0,0,0.0391529,0,0.0236787,0.0229259,0.00703382,0.0195128,0.0250529,0.019621,0.00748965,0.0204085,0.0124918,0.0236529,0.0107015,0.0440075,0.0203952,0.025488,0.00863116,0.0228173,0.0209288,0.0332806,0.0115072,0.00868585,0.0182916,0.0179901,0.014189,0.00407046,0.00724414,0,0,0.0082094,0,0.0144325,0.00499195,0.0878225,0.0141352,0.0460451,0.0266228,0.00624846,0.00666086,0.0236528,0.0186979,0.0253425,0.0356841,0.0183073,0.0404733,0.00682472,0.0161803,0.0232752,0.00684663,0.00910068,0.00464441,0.0063975,0,0,0,0.00638762,0
94,0,0,0,0,0,0,0.00713316,0.00410605,0,0,0,0.0203226,0.0136045,0.00990566,0.00702717,0,0,0.0394714,0,0.0236469,0.0230191,0.00811808,0.0263283,0.0253473,0.0238176,0.00754772,0.020212,0.0138309,0.0279762,0.0146878,0.041753,0.02326,0.0291241,0.00758669,0.0222236,0.0219374,0.0333149,0.0115056,0.00875673,0.018177,0.0179236,0.014338,0.00442292,0.00692212,0,0,0.00861547,0,0.0143813,0.00521085,0.0884643,0.0132822,0.0464134,0.026265,0.00563295,0.0063709,0.0241765,0.0184752,0.0244249,0.0360771,0.0177531,0.0397541,0.00658948,0.0162057,0.0228004,0.0067085,0.00922344,0.00419416,0.00624886,0,0,0,0.00628702,0
95,0,0,0,0,0,0,0.00692977,0.00371946,0,0,0,0.0196287,0.0135871,0.0127516,0.00713353,0,0,0.0397062,0,0.023579,0.0230732,0.00891288,0.032351,0.025606,0.0272573,0.00744885,0.0199829,0.0152373,0.0314654,0.0186803,0.0394836,0.0251557,0.0315568,0.00650364,0.0216727,0.0220402,0.0333379,0.0114828,0.00880145,0.0183355,0.0179058,0.0147855,0.00512931,0.00652597,0,0,0.0088457,0,0.0143552,0.0053198,0.0890883,0.0130489,0.0466704,0.0253605,0.00498594,0.00597099,0.024584,0.0182863,0.0236849,0.0364317,0.0171811,0.0394869,0.00616059,0.0160167,0.0224884,0.00664117,0.0093432,0.00380307,0.00606589,0,0,0,0.00618424,0
96,0,0,0,0,0,0,0.00662603,0.00345175,0,0,0,0.0183699,0.0135819,0.015106,0.00747176,0,0,0.0398306,0,0.0235894,0.0231433,0.00953696,0.037474,0.0258569,0.0299342,0.00716084,0.0197683,0.0165229,0.0340734,0.0223568,0.0374979,0.0265111,0.0328672,0.00506417,0.0212389,0.021743,0.0333214,0.0114883,0.00880622,0.0186198,0.017897,0.015215,0.00600595,0.0060699,0,0,0.00913589,0,0.0143445,0.00541429,0.089518,0.0132246,0.0468897,0.0245394,0.00440468,0.00561637,0.0247269,0.0183615,0.0236008,0.0364707,0.0169279,0.039319,0.00592949,0.0160927,0.0222293,0.00649685,0.00944126,0.00357248,0.00585438,0,0,0,0.00619815,0
97,0,0,0,0,0,0,0.00631606,0.00338691,0,0,0,0.0159581,0.013573,0.0171092,0.00795147,0,0,0.0399512,0,0.0236006,0.0231966,0.0100536,0.0427629,0.0260814,0.0320151,0.00683431,0.019497,0.0176698,0.0360684,0.0254965,0.0359149,0.027498,0.0331233,0.00399229,0.0209942,0.0224134,0.0333406,0.0114821,0.00877102,0.0188765,0.0178765,0.0154855,0.00691974,0.00571082,0,0,0.00947274,0,0.0143313,0.00553037,0.0895769,0.013296,0.047213,0.024287,0.00391993,0.00545196,0.0246275,0.0189293,0.0241003,0.0361027,0.0170089,0.0390572,0.0059542,0.0164498,0.0220197,0.00643491,0.00951368,0.00352843,0.00575326,0,0,0,0.00626009,0
98,0,0,0,0,0,0,0.00606329,0.00345833,0,0,0,0.0130303,0.0135919,0.0197219,0.00861148,0,0,0.0400705,0,0.0236199,0.0232174,0.0103565,0.0486397,0.0262709,0.0337336,0.00669661,0.0193372,0.01872,0.0376095,0.0277961,0.0346951,0.0279387,0.0323874,0.00309226,0.0209822,0.0251703,0.0334096,0.0114786,0.00880438,0.0190775,0.0178604,0.0157258,0.00769347,0.00553111,0,0,0.00977151,0,0.0143218,0.00565608,0.0893819,0.0137181,0.04749,0.0241519,0.00384666,0.00549555,0.0244094,0.0198825,0.0247747,0.0354472,0.0170396,0.0388053,0.00600629,0.0167315,0.0218318,0.00627721,0.00953881,0.00363589,0.00574507,0,0,0,0.00640555,0
99,0,0,0,0,0,0,0.00597743,0.00358451,0,0,0,0.0111674,0.013614,0.0228392,0.00912244,0,0,0.0401909,0,0.0235678,0.0232372,0.0104763,0.0543477,0.0263624,0.0354968,0.00691487,0.0192759,0.0198329,0.0390173,0.0292326,0.0336719,0.0279223,0.0312101,0.00265238,0.0211612,0.0288629,0.0335103,0.0114547,0.00889746,0.0190297,0.0178594,0.0157374,0.00825694,0.00557775,0,0,0.00991297,0,0.0143398,0.00570602,0.0891151,0.0140104,0.0476552,0.0239106,0.00410819,0.00567782,0.0242821,0.0208657,0.0251954,0.0348935,0.0169166,0.0385536,0.00600444,0.0168783,0.0213931,0.00626616,0.00946749,0.00376314,0.00565246,0,0,0,0.00664564,0
100,0,0,0,0,0,0,0.0059131,0.00362762,0,0,0,0.0106463,0.0136354,0.025173,0.00940689,0,0,0.0402501,0,0.0236074,0.0232896,0.0104302,0.0586032,0.0264357,0.0373235,0.0073878,0.0192284,0.0210533,0.0403621,0.0301427,0.0327189,0.0279632,0.0303498,0.00249962,0.0214432,0.0300236,0.0335921,0.0114754,0.00890876,0.018704,0.0177878,0.0155033,0.0086182,0.00566777,0,0,0.0101948,0,0.014281,0.00587822,0.0888384,0.0139477,0.0477795,0.0235117,0.00449452,0.00588482,0.0243246,0.0214934,0.025214,0.0346514,0.0166391,0.0383233,0.00602783,0.0169959,0.020709,0.0065326,0.00953002,0.00372939,0.00542076,0,0,0,0.00676706,0
101,0,0,0,0,0,0,0.00588815,0.00362231,0,0,0,0.0100553,0.0136728,0.0269444,0.00953273,0,0,0.0402289,0,0.0235795,0.023258,0.0101971,0.0606581,0.0265262,0.039151,0.00782071,0.01919,0.0219149,0.0415309,0.0309409,0.0319287,0.0285666,0.0304493,0.00243389,0.0218024,0.0297807,0.0335998,0.0114573,0.00889716,0.0182778,0.0177241,0.0152123,0.00887949,0.00575647,0,0,0.0104903,0,0.0142474,0.00598732,0.0885169,0.013559,0.0478998,0.022905,0.00484163,0.00598665,0.024438,0.0218421,0.0249762,0.0345619,0.0161116,0.0381875,0.00584402,0.0170167,0.0201121,0.00669165,0.00946719,0.00352844,0.0055161,0,0,0,0.00689689,0
102,0,0,0,0,0,0,0.00589208,0.00353796,0,0,0,0.00963509,0.0136737,0.0287571,0.00944339,0,0,0.0401079,0,0.0235389,0.0231403,0.00980041,0.0614631,0.0265184,0.0407902,0.00816576,0.0193009,0.0224625,0.0432483,0.0317596,0.0312863,0.0295373,0.0310786,0.0024591,0.0221656,0.0296213,0.03356,0.0114302,0.00889065,0.0178244,0.0177321,0.0148367,0.00904235,0.00578766,0,0,0.0106892,0,0.0142712,0.0059274,0.0881719,0.0130747,0.0480219,0.0221318,0.00517967,0.0060749,0.0246635,0.0219773,0.0247878,0.0345558,0.0154771,0.0381412,0.00538944,0.0168843,0.0195411,0.00674327,0.0092874,0.00325175,0.00559277,0,0,0,0.00677766,0
