Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RWRB,x73
177,0,0,0,0,0,0,0.00111702,0.00121631,0,0,0,0.0760247,0.0150565,0.0200418,0.00448905,0,0,0.0277618,0,0.0220745,0.0171447,0.0224133,0.0202528,0.0167939,0.031288,0.00703752,0.016632,0.0150835,0.0321506,0.0237675,0.0501987,0.0289964,0.0418715,0.0159285,0.0183998,0.0924424,0.0232283,0.011117,0.00618152,0.0273273,0.0182297,0.0273491,0.00768406,0.00113304,0,0,0.0130293,0,0.014957,0.00613531,0.0856233,0.0353628,0.0507636,0.0144368,0.000864123,0.00675789,0.00750873,0.0294359,0.0482997,0.0141918,0.0294459,0.0185243,0.0279261,0.030604,0.0318922,0.00954668,0.00800362,0,0.0022413,0,0,0,0.00546106,0
178,0,0,0,0,0,0,0.000829834,0.0013074,0,0,0,0.0752505,0.0151064,0.0200342,0.00447427,0,0,0.0278156,0,0.0220575,0.0172391,0.0217599,0.0207914,0.0169153,0.0306428,0.00669355,0.0167996,0.0148402,0.0315076,0.0233593,0.0502336,0.0281843,0.0408207,0.0155695,0.018453,0.0911092,0.0234091,0.011126,0.00618,0.0277533,0.0182469,0.0267031,0.00752971,0.00106295,0,0,0.0128676,0,0.0149582,0.00609757,0.0861656,0.0346421,0.0504781,0.0154327,0.000986019,0.00664362,0.00791705,0.028549,0.046494,0.0151613,0.0295407,0.0191964,0.0269697,0.0308615,0.0327274,0.00950715,0.00795771,0,0.00227961,0,0,0,0.00550346,0
179,0,0,0,0,0,0,0.000792229,0.00140449,0,0,0,0.0738594,0.0150783,0.0197826,0.00445152,0,0,0.0280761,0,0.0220468,0.0173893,0.0211906,0.0213607,0.0170245,0.029996,0.00629354,0.0169926,0.0147384,0.0309369,0.0233305,0.0502193,0.0273565,0.0397351,0.0151043,0.0186484,0.0896446,0.0237672,0.0111376,0.00618395,0.0278705,0.0182687,0.0258501,0.0073063,0.00114733,0,0,0.0126438,0,0.0149635,0.0060472,0.0865903,0.0335013,0.0501389,0.016899,0.00135072,0.00659118,0.00839048,0.0275028,0.0445321,0.016502,0.0294115,0.020618,0.0254721,0.0306552,0.0331686,0.00939514,0.00788249,0,0.00240675,0,0,0,0.00534509,0
180,0,0,0,0,0,0,0.00101817,0.00160449,0,0,0,0.0722108,0.0150397,0.0194012,0.00437144,0,0,0.0284517,0,0.0220485,0.0175573,0.020701,0.0214622,0.0171875,0.0293791,0.00579064,0.0172397,0.0148372,0.0304768,0.0229543,0.0501349,0.0265919,0.0386895,0.0146157,0.0188578,0.0879606,0.024206,0.0111293,0.00618058,0.0274619,0.0182206,0.0245663,0.0069526,0.00131684,0,0,0.012584,0,0.0149508,0.00600568,0.0869853,0.0318144,0.0497022,0.0185324,0.00197582,0.00662132,0.00899595,0.0262945,0.0424661,0.0181363,0.0289387,0.0227396,0.023567,0.0300329,0.0330092,0.00938993,0.00787453,0,0.00258767,0,0,0,0.00538172,0
181,0,0,0,0,0,0,0.00119082,0.00207025,0,0,0,0.0706295,0.0150585,0.0190786,0.00427117,0,0,0.0286279,0,0.0220097,0.0177308,0.0203318,0.0221108,0.0174528,0.0289016,0.0051455,0.0176431,0.01485,0.0301108,0.0224476,0.0500099,0.0260488,0.0378378,0.0143362,0.0190435,0.0865097,0.0245749,0.0111572,0.00588595,0.0252721,0.0181847,0.0228357,0.00660826,0.00144995,0,0,0.0128053,0,0.0149061,0.00611062,0.0873388,0.0307593,0.0491242,0.020162,0.00275549,0.00668407,0.00974741,0.024909,0.0403624,0.0201045,0.0282445,0.0253366,0.0214521,0.0290927,0.0311741,0.00952272,0.00800547,0,0.00307249,0,0,0,0.00547455,0
182,0,0,0,0,0,0,0.00177445,0.00223641,0,0,0,0.0690546,0.0149522,0.0185653,0.00428324,0,0,0.0291681,0,0.0220704,0.0179618,0.0199353,0.0229933,0.0175998,0.028483,0.00439912,0.0181384,0.0146939,0.029583,0.0221344,0.0500171,0.0253674,0.0368228,0.0138585,0.019305,0.0847658,0.0251355,0.0111629,0.00619337,0.0234308,0.0182234,0.020724,0.00650172,0.00165796,0,0,0.0123102,0,0.0149173,0.00594638,0.0874717,0.0283818,0.0487686,0.0216315,0.00336571,0.00668995,0.0108884,0.0233949,0.0381216,0.0223868,0.0273019,0.0282755,0.0190576,0.0277043,0.0289257,0.00932624,0.00814202,0,0.00302606,0,0,0,0.00546645,0
183,0,0,0,0,0,0,0.00244014,0.00247844,0,0,0,0.0673236,0.0147923,0.0177292,0.00445712,0,0,0.0297842,0,0.0221911,0.0182567,0.0196333,0.0236363,0.0177071,0.0278875,0.00372955,0.0187071,0.0145981,0.0290561,0.0218137,0.0500958,0.0245566,0.0358185,0.0132533,0.0196777,0.0825622,0.0258241,0.0111946,0.00639346,0.0205586,0.0182354,0.0183911,0.00640286,0.00196163,0,0,0.0118924,0,0.0149048,0.00571475,0.0874059,0.0263723,0.0483402,0.0227551,0.00396279,0.00670717,0.0124454,0.0216891,0.0357321,0.0249882,0.0260638,0.0315891,0.0165623,0.0256916,0.0254478,0.00910292,0.00824077,0,0.0030528,0,0,0,0.00534421,0
184,0,0,0,0,0,0,0.00310053,0.00286298,0,0,0,0.0652371,0.0145829,0.0166923,0.00473112,0,0,0.0304931,0,0.0223578,0.0186302,0.0193739,0.0241571,0.0178022,0.0271687,0.00329153,0.0192102,0.0145279,0.0284925,0.0214198,0.0502089,0.0237537,0.0348724,0.0126183,0.0200462,0.0803755,0.0266065,0.0112751,0.00654023,0.0172826,0.0182012,0.016,0.00638526,0.00232702,0,0,0.0117868,0,0.0148642,0.00562491,0.0872668,0.0247549,0.0478196,0.0235025,0.00469323,0.00666387,0.0143611,0.019774,0.0331819,0.0277958,0.024616,0.0351364,0.0141717,0.0234798,0.0217852,0.00882632,0.00828774,0,0.00330345,0,0,0,0.00533242,0
185,0,0,0,0,0,0,0.0037649,0.003329,0,0,0,0.0630005,0.0144705,0.0157377,0.00507171,0,0,0.0310092,0,0.0224735,0.0189303,0.0190734,0.0251987,0.0179116,0.0265543,0.00315125,0.0196321,0.0145679,0.027919,0.0210342,0.0502941,0.0230275,0.0339462,0.0120462,0.020331,0.0784173,0.0271884,0.0113235,0.00676897,0.0160682,0.0182284,0.0140125,0.00644143,0.00287791,0,0,0.0111519,0,0.0148966,0.00535171,0.0869857,0.0225007,0.047122,0.0237125,0.00560351,0.00663902,0.0165718,0.0176302,0.0304944,0.0306384,0.0228897,0.0389213,0.0121955,0.0212272,0.0195119,0.00834652,0.00798793,0,0.00381049,0,0,0,0.00528367,0
186,0,0,0,0,0,0,0.0044734,0.00386446,0,0,0,0.0610484,0.0143567,0.0150855,0.00555151,0,0,0.0316733,0,0.0225973,0.0193109,0.0187278,0.0261354,0.0180919,0.0259839,0.00323252,0.0201382,0.0144705,0.0272838,0.0206284,0.0502979,0.0223692,0.0330223,0.011574,0.0206709,0.0763669,0.0278615,0.0113801,0.00695736,0.0160045,0.0182544,0.0135396,0.00659139,0.00356002,0,0,0.011119,0,0.0149206,0.00540861,0.0865346,0.0219373,0.046274,0.0234995,0.00671193,0.0065741,0.0188896,0.0154015,0.0278696,0.0333675,0.0214574,0.0428713,0.011766,0.0193342,0.018659,0.00810151,0.00778994,0,0.0045112,0,0,0,0.0053167,0
187,0,0,0,0,0,0,0.00515286,0.00450012,0,0,0,0.0592989,0.0142199,0.0144022,0.00599237,0,0,0.0323555,0,0.0227744,0.019658,0.0184069,0.0264346,0.018293,0.0254517,0.00338283,0.0208316,0.0142441,0.0265392,0.0202203,0.0502418,0.021858,0.03217,0.0111573,0.0209505,0.0742285,0.0286061,0.0114518,0.00710226,0.0174166,0.018268,0.0154186,0.00691132,0.00425528,0,0,0.0111745,0,0.0149161,0.00556668,0.0861495,0.023921,0.0455063,0.0233027,0.00801846,0.00637616,0.0210546,0.0132922,0.0255583,0.0359174,0.0211502,0.0466808,0.013239,0.0187853,0.0199998,0.00790496,0.0077543,0,0.00522696,0,0,0,0.00533543,0
188,0,0,0,0,0,0,0.00591177,0.00501513,0,0,0,0.0574886,0.0140774,0.0137847,0.00657083,0,0,0.032769,0,0.0228631,0.0198341,0.0179724,0.0273994,0.0184543,0.0249298,0.00369732,0.021511,0.0137898,0.0256673,0.0198065,0.0501344,0.0213425,0.0313155,0.0108017,0.0211722,0.0724581,0.0291961,0.0114745,0.00721193,0.0198868,0.0183064,0.0194024,0.00707787,0.00500407,0,0,0.0109526,0,0.0149365,0.00566977,0.0856893,0.0285901,0.0445105,0.0219884,0.00915445,0.00623238,0.0229786,0.0111197,0.023952,0.0377945,0.0216759,0.0503753,0.0160572,0.0195803,0.0225831,0.00750817,0.00753496,0,0.0060172,0,0,0,0.0053148,0
189,0,0,0,0,0,0,0.00662035,0.00540271,0,0,0,0.0556085,0.0139616,0.0132615,0.00719042,0,0,0.0330657,0,0.0229373,0.0199702,0.0174285,0.0286652,0.0185715,0.0243603,0.0041665,0.0220748,0.0133831,0.0246479,0.0193809,0.049993,0.0208248,0.0304981,0.0104705,0.0214315,0.0706384,0.0297006,0.0115016,0.00731068,0.0221937,0.0183381,0.0241015,0.00716179,0.00564074,0,0,0.0108406,0,0.0149495,0.00557318,0.085266,0.0350327,0.043526,0.0198619,0.00984116,0.00623401,0.0245437,0.00915144,0.0230519,0.0387966,0.0226757,0.0534014,0.0191159,0.0211454,0.024958,0.00711998,0.00733805,0,0.00668912,0,0,0,0.00527181,0
190,0,0,0,0,0,0,0.00716181,0.00563094,0,0,0,0.0536589,0.0139009,0.0127451,0.00776099,0,0,0.0332344,0,0.0230118,0.0200523,0.0168852,0.0291127,0.0186908,0.023749,0.00463514,0.0225172,0.0130794,0.023692,0.018782,0.0498205,0.0202522,0.0297151,0.010127,0.0217636,0.068643,0.0300936,0.0115208,0.00742899,0.0235846,0.0183609,0.0278185,0.00717464,0.00609267,0,0,0.0109182,0,0.0149632,0.00556942,0.0849536,0.0408845,0.0428327,0.0179765,0.0100998,0.00631458,0.0255591,0.00786158,0.0226588,0.0390903,0.0236151,0.0552222,0.0213538,0.0227546,0.0261624,0.00685108,0.00721698,0,0.00715018,0,0,0,0.00526623,0
191,0,0,0,0,0,0,0.00735464,0.00572628,0,0,0,0.0515,0.0138859,0.012117,0.00819875,0,0,0.0332007,0,0.0230096,0.0200098,0.0163925,0.0290752,0.018811,0.0232183,0.00501028,0.0228552,0.0128384,0.0228469,0.0181664,0.0496268,0.0196521,0.0289964,0.00983075,0.0221452,0.0666664,0.0302837,0.0115379,0.00744459,0.0237357,0.0183951,0.0294721,0.00713772,0.00625539,0,0,0.0112649,0,0.0149854,0.00566601,0.084736,0.04459,0.0425156,0.0170671,0.010159,0.00645942,0.0258261,0.00747162,0.0225422,0.038908,0.0241581,0.055778,0.0222734,0.0239576,0.0260673,0.00683111,0.00718164,0,0.00730801,0,0,0,0.0053035,0
192,0,0,0,0,0,0,0.00736469,0.00570543,0,0,0,0.0490143,0.0138572,0.0117087,0.0085443,0,0,0.0330623,0,0.0229842,0.019922,0.0157565,0.0297672,0.0189074,0.0227027,0.0053488,0.0230546,0.0125787,0.0220199,0.0174949,0.0494742,0.0190396,0.028138,0.00955212,0.022395,0.0643496,0.0303089,0.0115201,0.00743536,0.0224133,0.0184471,0.0291908,0.00703845,0.00629994,0,0,0.0115559,0,0.0150262,0.00581324,0.084518,0.0452122,0.0423382,0.0168774,0.0100382,0.00668931,0.0253162,0.00778119,0.0227522,0.0382422,0.0244026,0.0553447,0.0221465,0.0248521,0.0245932,0.00674859,0.00714263,0,0.00730545,0,0,0,0.00532742,0
193,0,0,0,0,0,0,0.00719643,0.00550971,0,0,0,0.045695,0.0138913,0.0114791,0.00874206,0,0,0.0328919,0,0.0229222,0.0198071,0.0149231,0.0307992,0.0191649,0.0220578,0.00580993,0.0230353,0.0123228,0.0211259,0.0166892,0.0493395,0.0183368,0.0269778,0.00906202,0.0226759,0.0611375,0.0301994,0.0114972,0.00740505,0.0202496,0.0185132,0.0270446,0.00673327,0.00611164,0,0,0.0117907,0,0.0151088,0.00591637,0.0845101,0.0423862,0.0422726,0.0177096,0.00955,0.00691214,0.0242553,0.00873366,0.0231907,0.0372083,0.024222,0.0540974,0.0210335,0.0246571,0.0228323,0.00669796,0.00701985,0,0.00709957,0,0,0,0.00536733,0
194,0,0,0,0,0,0,0.0068472,0.00526586,0,0,0,0.0419089,0.0139426,0.011587,0.00867555,0,0,0.0327505,0,0.0228981,0.0197379,0.0140079,0.0317536,0.019523,0.0214006,0.00614286,0.0227784,0.0121586,0.0204466,0.0157891,0.0492013,0.0176435,0.0257638,0.00867507,0.0230201,0.057743,0.0300078,0.0115015,0.00735443,0.018196,0.0185918,0.0237441,0.0062697,0.00575617,0,0,0.011923,0,0.0152295,0.00601084,0.0848792,0.0373913,0.0424488,0.0196385,0.00876383,0.00708415,0.0228947,0.0102056,0.0238189,0.0360284,0.023964,0.0522414,0.0192984,0.023619,0.0217006,0.0067644,0.00695224,0,0.0067998,0,0,0,0.00544692,0
195,0,0,0,0,0,0,0.00657959,0.00514093,0,0,0,0.0379948,0.0139413,0.0118206,0.00853038,0,0,0.0326416,0,0.0229234,0.0197522,0.013046,0.032479,0.0199105,0.0206853,0.00631686,0.0225743,0.0120288,0.0198094,0.0148243,0.0490585,0.0169766,0.0244304,0.00833735,0.0233385,0.054094,0.0298286,0.0115186,0.00731176,0.0169977,0.0187514,0.0209939,0.0057504,0.00548249,0,0,0.0116621,0,0.015415,0.00600482,0.0853629,0.0334839,0.0426887,0.0214335,0.00795821,0.00726439,0.0215511,0.0119509,0.0248648,0.0345205,0.0240883,0.0504964,0.018084,0.0232689,0.0214005,0.00672186,0.00706968,0,0.00655489,0,0,0,0.00555085,0
196,0,0,0,0,0,0,0.00659606,0.00510004,0,0,0,0.0341473,0.0139283,0.0119795,0.00869902,0,0,0.0326782,0,0.0229417,0.0197601,0.012037,0.0328541,0.0204646,0.0198911,0.00612559,0.0225788,0.0117858,0.0189163,0.0138112,0.0489588,0.0161098,0.0228195,0.00804516,0.0236293,0.0498652,0.02975,0.011532,0.00728121,0.0157074,0.0187881,0.019951,0.00526707,0.00541416,0,0,0.0121646,0,0.0154174,0.00648674,0.0855256,0.0323719,0.0427454,0.0227131,0.00735804,0.00740525,0.0205304,0.0135362,0.0261454,0.0329703,0.0247002,0.0496294,0.0178147,0.0237392,0.0218332,0.00681269,0.00742686,0,0.00665922,0,0,0,0.00560799,0
197,0,0,0,0,0,0,0.00660805,0.00518699,0,0,0,0.0296837,0.0139066,0.0123739,0.00898501,0,0,0.0328476,0,0.0229643,0.0197752,0.0110282,0.0335,0.020977,0.0189462,0.00617527,0.0226109,0.0115443,0.0179522,0.0129262,0.0488722,0.0150889,0.0208685,0.00779245,0.0239295,0.0450014,0.0297533,0.0115287,0.00733016,0.0142737,0.0188112,0.0196676,0.00489127,0.00538694,0,0,0.0120939,0,0.0154239,0.0065386,0.0855692,0.0324449,0.0427297,0.0245397,0.00713965,0.00758149,0.0200497,0.0145791,0.0268056,0.0324499,0.0252535,0.0494814,0.0170214,0.0235708,0.0222678,0.00675169,0.00749282,0,0.00678291,0,0,0,0.00572074,0
198,0,0,0,0,0,0,0.00653297,0.00532468,0,0,0,0.0245186,0.0138507,0.0131374,0.00936399,0,0,0.0331442,0,0.0230195,0.0198402,0.0100715,0.0336779,0.021396,0.0177723,0.00639477,0.0226821,0.0112692,0.0168117,0.0121179,0.0487901,0.0138289,0.0186119,0.00759361,0.0242598,0.0395841,0.0297855,0.0115277,0.00744087,0.0130619,0.0188099,0.0186739,0.00461012,0.00536003,0,0,0.0120064,0,0.0154125,0.00642555,0.0855841,0.0316917,0.042882,0.0262273,0.00706431,0.0078274,0.0202225,0.0149842,0.0265895,0.0330979,0.024881,0.0493069,0.0156025,0.0224334,0.0217165,0.00671595,0.00756384,0,0.00682286,0,0,0,0.00581251,0
199,0,0,0,0,0,0,0.00645626,0.00540328,0,0,0,0.0193725,0.0138163,0.014122,0.00964685,0,0,0.033383,0,0.0230815,0.0199193,0.00908113,0.0330365,0.0217865,0.0162584,0.00673861,0.0226692,0.0109697,0.0155894,0.010946,0.0487198,0.0122965,0.0162478,0.00743385,0.0246938,0.0341064,0.0298049,0.0115582,0.00755406,0.0122115,0.0188028,0.0170587,0.00436506,0.00528461,0,0,0.011965,0,0.0154236,0.00639187,0.0855024,0.0301245,0.0431642,0.0262852,0.00690035,0.00800308,0.0210244,0.0149985,0.0257548,0.0344382,0.0236374,0.0486524,0.0142943,0.0208185,0.0208319,0.00694157,0.00775557,0,0.00671876,0,0,0,0.00579324,0
200,0,0,0,0,0,0,0.00659854,0.00548535,0,0,0,0.014182,0.0137729,0.0148743,0.00983723,0,0,0.0334858,0,0.023129,0.0200028,0.00784639,0.0314178,0.022273,0.0142683,0.00709424,0.0225179,0.0107525,0.0139959,0.00934868,0.0487627,0.0102426,0.0132291,0.00741738,0.0251039,0.0277344,0.0298529,0.0115749,0.00760608,0.0123117,0.0188274,0.0155633,0.0039672,0.0053453,0,0,0.0119028,0,0.0154535,0.00634608,0.0852991,0.0281589,0.0435348,0.024772,0.00659134,0.00803201,0.0219062,0.0150968,0.0247062,0.0355388,0.0222678,0.0477325,0.0135363,0.0193836,0.020526,0.00719229,0.00795148,0,0.00660736,0,0,0,0.0056928,0
201,0,0,0,0,0,0,0.00678356,0.00552336,0,0,0,0.0100561,0.0137258,0.0146133,0.0100369,0,0,0.0335453,0,0.0231445,0.020032,0.00661204,0.0288081,0.0226831,0.0118622,0.00732871,0.0222882,0.0104238,0.0121374,0.00821133,0.0486938,0.00818167,0.0097572,0.00763481,0.0253135,0.0214157,0.0299133,0.0116005,0.00757821,0.0128137,0.0188872,0.0146261,0.00358594,0.00540983,0,0,0.011917,0,0.0154971,0.00637016,0.0850725,0.0259728,0.0439499,0.0235668,0.00630041,0.00797226,0.0225536,0.0154894,0.0239518,0.0360984,0.021321,0.0468805,0.0128331,0.0180783,0.0210352,0.0071194,0.00792735,0,0.00654563,0,0,0,0.00586846,0
202,0,0,0,0,0,0,0.00684017,0.00556169,0,0,0,0.00945806,0.0136845,0.0139023,0.00988426,0,0,0.0335548,0,0.0231845,0.0200007,0.00549696,0.0251018,0.0231518,0.00921242,0.00757667,0.0221519,0.00995607,0.0101785,0.00698755,0.0484424,0.00689628,0.00758198,0.00810629,0.0252655,0.0162596,0.0300067,0.0116359,0.00756025,0.0135534,0.0189472,0.0138879,0.00319551,0.0053847,0,0,0.0117662,0,0.0155318,0.00644546,0.0849037,0.023701,0.0444804,0.0238417,0.00607596,0.00790466,0.022822,0.0163419,0.0240184,0.0360455,0.0208258,0.0461402,0.011559,0.0168667,0.0222996,0.00702671,0.00781842,0,0.00664906,0,0,0,0.00620199,0
203,0,0,0,0,0,0,0.00687383,0.00560486,0,0,0,0.0128479,0.0136232,0.0125724,0.00928736,0,0,0.0334677,0,0.0232718,0.0199432,0.00466404,0.0202082,0.0237875,0.00713999,0.0079604,0.0223111,0.0094576,0.00927457,0.00538439,0.0479634,0.00772017,0.00919968,0.00878841,0.0248811,0.0141121,0.0301562,0.0116671,0.00758979,0.0143757,0.0189049,0.013363,0.00272037,0.00547343,0,0,0.01153,0,0.015495,0.00644985,0.0849952,0.0215096,0.0451006,0.0251545,0.00592316,0.00788509,0.0228182,0.0175644,0.0247596,0.0356077,0.0205582,0.0452302,0.0100867,0.0158848,0.0239333,0.00709136,0.00761387,0,0.00672935,0,0,0,0.00632404,0
204,0,0,0,0,0,0,0.00684807,0.0055608,0,0,0,0.0170218,0.0135508,0.010647,0.00881932,0,0,0.0332019,0,0.0233446,0.0198205,0.00459542,0.0152871,0.0243816,0.00797894,0.00831227,0.0227872,0.00924894,0.0111422,0.00430184,0.0468913,0.0105912,0.013482,0.00926949,0.024232,0.016162,0.0302438,0.0116873,0.00761172,0.0146512,0.018711,0.0130254,0.00240922,0.00551367,0,0,0.0114132,0,0.0153514,0.00628914,0.0855031,0.0193971,0.0456252,0.0264048,0.00567018,0.00791654,0.0228688,0.0186472,0.0254828,0.0352294,0.0201435,0.0440051,0.00890067,0.0155492,0.0249131,0.00705006,0.00741104,0,0.00671375,0,0,0,0.00648437,0
205,0,0,0,0,0,0,0.00680125,0.00549938,0,0,0,0.0202392,0.0135468,0.00850261,0.00828997,0,0,0.032764,0,0.0233331,0.0195581,0.00530774,0.0132415,0.0248911,0.0117159,0.00841917,0.0228963,0.00975838,0.0154199,0.00567511,0.045275,0.0142451,0.0184933,0.00924987,0.0233929,0.0194828,0.0301598,0.0116795,0.00756637,0.0149562,0.0187844,0.0127486,0.00227315,0.00550555,0,0,0.0103951,0,0.0154934,0.00572475,0.0864106,0.0171756,0.046237,0.0271416,0.00527694,0.00796803,0.0230863,0.0192358,0.0256147,0.035144,0.0197007,0.0426526,0.00771886,0.0157247,0.0252831,0.00669769,0.00703067,0,0.00665903,0,0,0,0.00675179,0
206,0,0,0,0,0,0,0.00667238,0.00518206,0,0,0,0.0219041,0.0134997,0.00773466,0.00778554,0,0,0.0325663,0,0.0233455,0.0193944,0.00640874,0.0170566,0.0252933,0.0163566,0.00853318,0.0228087,0.0107408,0.0205372,0.00901327,0.0435426,0.0180123,0.0233811,0.00863406,0.0226575,0.0228025,0.0301517,0.011683,0.00744358,0.0151081,0.0187279,0.0125685,0.00179717,0.00538468,0,0,0.011586,0,0.0154164,0.00637029,0.0872323,0.0148692,0.0468147,0.026894,0.00473038,0.00801577,0.0233627,0.0192359,0.0251751,0.0352574,0.0191847,0.0415768,0.00685048,0.0160386,0.0251236,0.00710291,0.0074911,0,0.00663778,0,0,0,0.00654564,0
207,0,0,0,0,0,0,0.00656236,0.00471625,0,0,0,0.0226486,0.0134755,0.00938267,0.00737976,0,0,0.032325,0,0.0233802,0.0192189,0.00760487,0.0238879,0.0255792,0.0207443,0.00848968,0.0226576,0.0119641,0.0254769,0.0130271,0.0415232,0.0212405,0.0276174,0.00722283,0.0219502,0.0249064,0.029972,0.0116781,0.00743585,0.015262,0.0187596,0.0125718,0.00134558,0.00524105,0,0,0.0121206,0,0.015491,0.00681588,0.087855,0.0130361,0.0472987,0.0261984,0.00407862,0.00793945,0.0236502,0.0188896,0.0245514,0.0354662,0.0187514,0.0408412,0.00645093,0.0160805,0.0243356,0.00708962,0.00755375,0,0.00659029,0,0,0,0.00616504,0
208,0,0,0,0,0,0,0.0063924,0.0043012,0,0,0,0.0222941,0.0134027,0.011966,0.00707394,0,0,0.0321966,0,0.0234276,0.0191259,0.00889223,0.030375,0.0255965,0.0245679,0.00795887,0.0223233,0.0139794,0.0296782,0.0171433,0.0392469,0.0237568,0.0307598,0.00634752,0.021221,0.025793,0.0296894,0.011677,0.00748428,0.0154245,0.0186588,0.0127264,0,0.00498217,0,0,0.0124117,0,0.0153712,0.0068877,0.0883232,0.0117505,0.0475859,0.025609,0.0030942,0.00789759,0.0239247,0.0187543,0.0241428,0.035621,0.0184014,0.0403727,0.0063407,0.0159661,0.0233084,0.0070097,0.00758185,0,0.00655636,0,0,0,0.0060054,0
209,0,0,0,0,0,0,0.00626194,0.00385295,0,0,0,0.0204773,0.0133217,0.0135137,0.00750251,0,0,0.0323275,0,0.0234254,0.0191121,0.00968413,0.0347966,0.0258705,0.0269468,0.00767443,0.021869,0.0153334,0.0321887,0.0206102,0.0374686,0.0249742,0.032022,0.00544628,0.0209621,0.0253946,0.0294834,0.0116606,0.0075416,0.0155371,0.0186699,0.0127717,0,0.00481932,0,0,0.0126495,0,0.0153358,0.00695308,0.0888397,0.0109725,0.0477978,0.0252517,0.00254704,0.00779361,0.0240035,0.0186119,0.0240499,0.0356697,0.0181186,0.0399517,0.0061067,0.0159024,0.0221704,0.00698376,0.00776475,0,0.00653147,0,0,0,0.00607514,0
210,0,0,0,0,0,0,0.00509107,0.00318759,0,0,0,0.00936156,0.0134727,0.0152258,0.00445795,0,0,0.0331561,0,0.0233555,0.0195418,0.0272236,0.0336529,0.0209401,0.0481249,0.0106306,0.0201097,0.0269308,0.0494391,0.0325414,0.0433408,0.0341047,0.0344571,0.0180739,0.0161811,0.0331314,0.0290136,0.0115864,0.00765129,0.0153352,0.0186619,0.0122104,0,0.00554439,0,0,0.0145735,0,0.0153426,0.00793916,0.084998,0.00976399,0.0449656,0.0242535,0.00728414,0.00893166,0.0254397,0.0217721,0.0250877,0.0361459,0.0167621,0.040909,0.00521675,0.014373,0.020812,0.00730123,0.00851049,0,0.00641724,0,0,0,0.00664807,0
211,0,0,0,0,0,0,0.00548912,0.00345594,0,0,0,0.00827224,0.0135287,0.0139652,0.00496056,0,0,0.0336029,0,0.0234046,0.0198038,0.0271351,0.0319904,0.0210439,0.0480286,0.0102624,0.0197897,0.0267041,0.0480591,0.0318044,0.0430477,0.0335034,0.0335109,0.0177766,0.0162344,0.0226751,0.0289796,0.0115746,0.0076951,0.0154143,0.0187042,0.0122349,0,0.00588092,0,0,0.0146964,0,0.0154002,0.00795661,0.0847182,0.00973415,0.0450192,0.0239402,0.00737097,0.0090753,0.0254498,0.0221782,0.0252999,0.0361521,0.016394,0.0406405,0.00508776,0.0143072,0.0201042,0.00712437,0.00850243,0,0.00672911,0,0,0,0.00685977,0
212,0,0,0,0,0,0,0.0060717,0.00355588,0,0,0,0.0126345,0.0134147,0.0207217,0.00892329,0,0,0.033513,0,0.023535,0.0197275,0.0113029,0.0500788,0.0264959,0.0321152,0.00683393,0.0209392,0.0183422,0.037966,0.0280955,0.0341021,0.0264494,0.030467,0.00343899,0.0207465,0.0296516,0.0293279,0.0116303,0.00769083,0.0160209,0.0187785,0.0130456,0,0.00479305,0,0,0.0137038,0,0.0154425,0.00741206,0.0889496,0.0104682,0.0486278,0.0247657,0.00287267,0.00759933,0.0240669,0.0196276,0.0242927,0.0355303,0.0173539,0.0391119,0.00565117,0.0160888,0.0203486,0.00628904,0.00811473,0,0.00652687,0,0,0,0.00652263,0
213,0,0,0,0,0,0,0.0060166,0.00359317,0,0,0,0.0118808,0.0134589,0.0235748,0.00912167,0,0,0.0337847,0,0.0235093,0.0197897,0.011541,0.054385,0.0265374,0.0340344,0.00695207,0.0207987,0.0195061,0.040043,0.0291994,0.0332263,0.02676,0.0300374,0.00346342,0.0207937,0.0318636,0.0293761,0.0116265,0.00773939,0.0159122,0.0188587,0.012972,0,0.00501981,0,0,0.0138591,0,0.0155708,0.00766805,0.0886956,0.0105213,0.0487611,0.0243614,0.00345968,0.0077685,0.0242324,0.0201542,0.0242169,0.0354505,0.0169157,0.038957,0.00541213,0.0162474,0.0197448,0.00606945,0.00811247,0,0.00664023,0,0,0,0.00681801,0
