Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,RASI
66,0,0,0,0,0,0,0.0236806,0.00819348,0,0,0,0.062143,0.0147052,0.0324698,0,0,0.00893997,0,0.0212527,0.00567512,0.0383094,0.0255492,0.015066,0.0146353,0.0129126,0.0128353,0.0239487,0.0171937,0.0204188,0.0483722,0.0116943,0.0202234,0.0146556,0.0246115,0.0713967,0.00712694,0.0114362,0.00244119,0.0290092,0.0145683,0.0260949,0.0272782,0,0,0.0313384,0,0.0115982,0.0205055,0.0439495,0.0466922,0.0104834,0.0164043,0.0221482,0.0213674,0.0262169,0.0210587,0.0587091,0.0395149,0.0193008,0.0100863,0.0188032,0.0277433,0.0437189,0.0250879,0.00722437,0.00788378,0.00923355,0.0235828,0,0,0,0,0.0475373
67,0,0,0,0,0,0,0.024195,0.00862401,0,0,0,0.0622128,0.014659,0.0323592,0,0,0.00894212,0,0.0212591,0.00568551,0.0381626,0.0256269,0.0150948,0.0147216,0.0124581,0.013004,0.0236408,0.0171541,0.0203432,0.0483662,0.0119056,0.0203635,0.0146543,0.02472,0.0715924,0.007272,0.0114476,0.00246802,0.0291606,0.0145272,0.0260472,0.0277847,0,0,0.0315465,0,0.0115753,0.0207021,0.0440172,0.0474077,0.0106828,0.0171947,0.0228039,0.0218787,0.0269778,0.0205378,0.0582047,0.0401536,0.0189403,0.0111577,0.0178646,0.0284118,0.045129,0.0254109,0.00721824,0.00791281,0.00957838,0.0240357,0,0,0,0,0.0474724
68,0,0,0,0,0,0,0.0246997,0.00908525,0,0,0,0.0622384,0.0146084,0.0322035,0,0,0.00916215,0,0.0212649,0.00574647,0.038109,0.0254642,0.0151007,0.0146473,0.0119242,0.013306,0.0232469,0.0169712,0.0201881,0.0483107,0.0118674,0.0206699,0.0145656,0.0248079,0.0721016,0.00727184,0.0114354,0.00257445,0.0291804,0.0145186,0.0257287,0.0282814,0,0,0.0318341,0,0.011581,0.0209234,0.0441063,0.0474865,0.0108213,0.0182099,0.0234974,0.0223861,0.0279584,0.0200823,0.0577538,0.0410833,0.0184619,0.012434,0.0166841,0.028817,0.0460349,0.0257797,0.00725478,0.00798246,0.00992603,0.0244376,0,0,0,0,0.0473597
69,0,0,0,0,0,0,0.0251337,0.00952142,0,0,0,0.0622824,0.0146947,0.032078,0,0,0.00914015,0,0.021299,0.00562858,0.0380107,0.0252167,0.0150415,0.0144776,0.0113722,0.0136735,0.022926,0.0166949,0.0199738,0.0482454,0.0117957,0.0208073,0.0143116,0.0249802,0.072636,0.00724479,0.0114367,0.00263783,0.0291416,0.0145137,0.0250282,0.0287021,0,0,0.032083,0,0.0115887,0.0211408,0.0441361,0.0466602,0.0109048,0.0194189,0.024144,0.0228688,0.0291286,0.0196403,0.0574026,0.0421523,0.0178116,0.0138555,0.0153288,0.0288386,0.0464052,0.0261823,0.00730861,0.00796368,0.0102687,0.0248872,0,0,0,0,0.0471817
70,0,0,0,0,0,0,0.0254222,0.00993736,0,0,0,0.0623327,0.0147696,0.0318589,0,0,0.00922728,0,0.0212734,0.00566545,0.0378528,0.0249294,0.0149346,0.0142317,0.0108584,0.0138309,0.0225391,0.0163592,0.0196732,0.0481349,0.0117343,0.0206845,0.0141012,0.0250604,0.0729455,0.00737498,0.0114422,0.00258046,0.0289948,0.0145197,0.0238053,0.0289338,0,0,0.0321981,0,0.0115819,0.0212269,0.0440917,0.0455652,0.010943,0.0207945,0.0246473,0.0233396,0.0303727,0.0192743,0.0571649,0.0433182,0.0169787,0.015429,0.0138536,0.0284774,0.0463243,0.0265174,0.00732046,0.00793968,0.0106669,0.025178,0,0,0,0,0.0469182
71,0,0,0,0,0,0,0.0256243,0.0102797,0,0,0,0.062131,0.0147928,0.0315279,0,0,0.00933357,0,0.0212654,0.00575493,0.0377074,0.0246881,0.0147729,0.01399,0.0104125,0.0139408,0.0220819,0.0160067,0.0193439,0.0479765,0.0117969,0.0206091,0.0141435,0.0252192,0.0731879,0.00743328,0.011454,0.00265195,0.0286214,0.0145083,0.0222689,0.029098,0,0,0.0322757,0,0.0115773,0.0212926,0.0440464,0.0440622,0.0108649,0.0221534,0.0250398,0.0237605,0.0317332,0.0190005,0.0570632,0.0446842,0.0161393,0.0171081,0.0123661,0.0279402,0.0457912,0.0268506,0.00735393,0.00793049,0.0110449,0.0253409,0,0,0,0,0.0465284
72,0,0,0,0,0,0,0.0257429,0.0105936,0,0,0,0.0616404,0.0147451,0.0309996,0,0,0.00962689,0,0.0212435,0.00590969,0.0374992,0.0243407,0.0145843,0.0137403,0.00999409,0.0139735,0.0216036,0.0156226,0.0190321,0.0477909,0.0118398,0.0205286,0.014275,0.0254238,0.0732832,0.00756408,0.0114597,0.00267861,0.0280204,0.0145216,0.0207267,0.0292485,0,0,0.0323358,0,0.0115906,0.0213419,0.0439613,0.0420546,0.0107439,0.0235503,0.0254219,0.0241738,0.033208,0.0188875,0.0569935,0.0461882,0.0153127,0.0190506,0.0105522,0.0273662,0.0448799,0.0272609,0.0074119,0.00788646,0.0113866,0.0254889,0,0,0,0,0.046077
73,0,0,0,0,0,0,0.0258418,0.0108504,0,0,0,0.0612211,0.0146462,0.0304196,0,0,0.00985611,0,0.0212514,0.00613073,0.03734,0.0239301,0.0144125,0.0135648,0.00965185,0.0140107,0.0210858,0.0152107,0.0186792,0.047582,0.0119795,0.0205386,0.0141298,0.025627,0.0733786,0.00768938,0.0114466,0.00272652,0.0272737,0.0145272,0.0189946,0.0294163,0,0,0.0324176,0,0.0116012,0.0214019,0.0438353,0.0396092,0.0106243,0.025,0.0257838,0.0246226,0.034734,0.0189916,0.0569317,0.0477762,0.0146202,0.0212681,0.00845963,0.0268147,0.0437321,0.0277088,0.00746274,0.00784558,0.0117017,0.0255459,0,0,0,0,0.0455519
74,0,0,0,0,0,0,0.0259143,0.0111635,0,0,0,0.0608377,0.014567,0.03007,0,0,0.00996876,0,0.0212641,0.00613492,0.0371143,0.0235157,0.0142569,0.0134686,0.00940537,0.0140407,0.020539,0.014798,0.0182276,0.047367,0.0121692,0.0207137,0.0140378,0.0257349,0.0734592,0.00767276,0.011441,0.002872,0.0262265,0.0145002,0.0173175,0.0295241,0,0,0.0325496,0,0.0115863,0.0214974,0.0437282,0.0371724,0.0106598,0.0264818,0.0261302,0.0250479,0.0362757,0.0192205,0.056946,0.0493827,0.0144303,0.0236766,0.00640649,0.0265123,0.0420621,0.0280175,0.0074655,0.00784037,0.0120526,0.0254555,0,0,0,0,0.0450064
75,0,0,0,0,0,0,0.0259827,0.0115244,0,0,0,0.0605632,0.0145786,0.029719,0,0,0.0100218,0,0.0212898,0.00596041,0.0368092,0.0230823,0.0140995,0.0133682,0.0091908,0.0141425,0.0200455,0.0144308,0.0177812,0.0471669,0.0122648,0.0209192,0.0139522,0.0259004,0.0733301,0.00755875,0.0114733,0.00288402,0.0247893,0.014467,0.0158103,0.0296039,0,0,0.0327266,0,0.0115645,0.0216324,0.0435916,0.0351307,0.0107756,0.0279588,0.0266051,0.0254754,0.0377798,0.0195268,0.0571626,0.0509343,0.0148327,0.0260628,0.00481791,0.0266718,0.0399195,0.0282971,0.00746971,0.0078977,0.0124419,0.025318,0,0,0,0,0.0445722
76,0,0,0,0,0,0,0.0260782,0.0118487,0,0,0,0.061034,0.0147049,0.0293499,0,0,0.00995897,0,0.0213268,0.00585412,0.036487,0.0228183,0.0139921,0.0132901,0.00911608,0.0143792,0.0196366,0.0139946,0.0174297,0.0470225,0.0123068,0.0210554,0.0138657,0.0260564,0.0730884,0.00739195,0.0115125,0.00279321,0.02313,0.0144965,0.0145843,0.0297173,0,0,0.0329441,0,0.0115841,0.0218322,0.0433895,0.0335458,0.010962,0.0292963,0.0271469,0.025851,0.0390725,0.0198441,0.057559,0.0522613,0.0155108,0.0283442,0.00445283,0.0270616,0.0376137,0.0285693,0.00746241,0.00790953,0.012848,0.0252789,0,0,0,0,0.0442653
77,0,0,0,0,0,0,0.0262304,0.0120632,0,0,0,0.0612917,0.014734,0.0290959,0,0,0.0100393,0,0.0213412,0.00591276,0.0362291,0.022643,0.0139464,0.0133022,0.00918127,0.0147502,0.0192259,0.0134479,0.0170266,0.0468184,0.0124439,0.0213225,0.013965,0.0260389,0.0731116,0.00737767,0.0115135,0.00275329,0.0216098,0.0145481,0.0139983,0.0298402,0,0,0.0331553,0,0.0116268,0.0220367,0.0432044,0.0325589,0.0111684,0.0302145,0.0276972,0.0261473,0.0401503,0.0200894,0.0579105,0.0533367,0.0162329,0.0303183,0.00537958,0.0274065,0.0356395,0.0288487,0.00749936,0.00792553,0.0131375,0.0252315,0,0,0,0,0.0440395
78,0,0,0,0,0,0,0.0263494,0.012174,0,0,0,0.0613138,0.0146248,0.0287745,0,0,0.0103403,0,0.0212847,0.00609251,0.0360354,0.0225818,0.0139365,0.0134769,0.00932382,0.0150664,0.0188455,0.0129825,0.0166371,0.0466226,0.0126369,0.0217854,0.0140278,0.0259878,0.0732432,0.00754984,0.011492,0.00270376,0.0205047,0.0145695,0.0141191,0.0299628,0,0,0.0332813,0,0.0116451,0.0221316,0.0429736,0.0326136,0.0113947,0.0309295,0.0282017,0.0263651,0.0410029,0.0201504,0.0582017,0.0541815,0.0169047,0.0319129,0.00666527,0.02763,0.0342092,0.029048,0.00753586,0.00797606,0.0133711,0.0252653,0,0,0,0,0.0439694
79,0,0,0,0,0,0,0.0264587,0.0121695,0,0,0,0.0611319,0.0146346,0.0284024,0,0,0.0103356,0,0.0212479,0.00604763,0.0358899,0.0225245,0.013959,0.0137078,0.00943324,0.0153772,0.018483,0.0126078,0.016302,0.0464294,0.0129288,0.0220473,0.0137313,0.0259493,0.0733353,0.00758002,0.0114895,0.00265644,0.0201216,0.014574,0.0148998,0.0301254,0,0,0.03334,0,0.0116383,0.0221368,0.0428169,0.0336279,0.0116496,0.0319506,0.0286366,0.0265003,0.0416164,0.020102,0.0585422,0.054753,0.0176625,0.0330388,0.00786246,0.0279738,0.0334427,0.0291175,0.0075131,0.00798016,0.0134392,0.0254009,0,0,0,0,0.0440307
80,0,0,0,0,0,0,0.0265725,0.0119488,0,0,0,0.0606807,0.0146865,0.0280116,0,0,0.0101207,0,0.0212549,0.00591669,0.0357639,0.0225809,0.0139992,0.0139051,0.00949594,0.0156333,0.0181869,0.0123019,0.0159949,0.0462711,0.0133191,0.0222798,0.0138183,0.0259706,0.0731974,0.00751522,0.0114822,0.00253665,0.020506,0.0145564,0.0158394,0.0302991,0,0,0.0332829,0,0.0116154,0.0220477,0.0426341,0.0351344,0.0119055,0.0332151,0.0289437,0.0265096,0.0419445,0.0198737,0.0587299,0.0549909,0.0184166,0.0337211,0.00876302,0.0285241,0.0336489,0.029092,0.00748433,0.00794758,0.0133107,0.025605,0,0,0,0,0.0441639
81,0,0,0,0,0,0,0.0266851,0.0116,0,0,0,0.059948,0.0146875,0.0275529,0,0,0.00977698,0,0.0212878,0.00578883,0.0355498,0.0228164,0.014014,0.0140782,0.00945094,0.0158427,0.0180282,0.0120758,0.0157177,0.0461278,0.0137034,0.0224894,0.0139798,0.0260261,0.0727832,0.00742885,0.0114537,0.00250701,0.0212949,0.014527,0.016635,0.0304596,0,0,0.0330814,0,0.0115877,0.0219237,0.0423844,0.0370017,0.0121261,0.034127,0.029142,0.0263638,0.0419831,0.019572,0.0588106,0.0549308,0.0192431,0.0340197,0.0093731,0.0296584,0.0348519,0.0289747,0.00745283,0.00789377,0.013025,0.0258787,0,0,0,0,0.0442659
82,0,0,0,0,0,0,0.0266269,0.0111333,0,0,0,0.0592209,0.0146036,0.027077,0,0,0.0097185,0,0.0212731,0.00569904,0.0353887,0.0230694,0.0141069,0.0143493,0.00935188,0.0157923,0.0180474,0.0120149,0.0155691,0.0460538,0.0139425,0.0225326,0.0139733,0.0260624,0.0722777,0.00733406,0.0114272,0.00250942,0.0222911,0.0145246,0.0173273,0.0304071,0,0,0.0327569,0,0.0115745,0.0217101,0.0420559,0.0389832,0.0123582,0.0345329,0.0290767,0.0260074,0.0416919,0.0192529,0.0588747,0.0545775,0.0200389,0.034005,0.00962345,0.0312409,0.0367383,0.0285717,0.00740162,0.00789467,0.0126244,0.0260392,0,0,0,0,0.0443982
83,0,0,0,0,0,0,0.0264792,0.0106601,0,0,0,0.0584394,0.0146133,0.0265696,0,0,0.00960576,0,0.0212675,0.00551288,0.0351383,0.0232251,0.0143149,0.0147037,0.0092485,0.0156938,0.0180709,0.0120398,0.0155357,0.0460298,0.0141793,0.0222729,0.0133324,0.0261299,0.0716602,0.00718045,0.0114278,0.00248261,0.0237612,0.0145298,0.018083,0.0301835,0,0,0.0323899,0,0.0115661,0.0215047,0.0417776,0.0406489,0.0125333,0.0343379,0.0288122,0.0254984,0.0410452,0.0191034,0.0589407,0.0539576,0.0205796,0.0336256,0.00947345,0.0329038,0.0395021,0.028084,0.00737585,0.00791868,0.0121864,0.0259374,0,0,0,0,0.0445583
84,0,0,0,0,0,0,0.0263249,0.0102674,0,0,0,0.0573784,0.0146097,0.0259973,0,0,0.00960604,0,0.0212487,0.00555547,0.0349388,0.023426,0.01464,0.0150522,0.00923742,0.0156977,0.0181432,0.0121025,0.0155871,0.046023,0.0144175,0.0221036,0.0126293,0.0262118,0.0710706,0.00723795,0.0113978,0.00250062,0.0254872,0.0145351,0.0187701,0.0299095,0,0,0.0321762,0,0.0115558,0.0213995,0.0416576,0.0417204,0.0126229,0.0335915,0.0284489,0.0249494,0.0401082,0.0191218,0.05893,0.0530946,0.020703,0.0328614,0.00888397,0.0341449,0.0427936,0.0276295,0.00736762,0.00796407,0.0118105,0.025691,0,0,0,0,0.0446695
85,0,0,0,0,0,0,0.0262222,0.00999468,0,0,0,0.056278,0.0146668,0.0255014,0,0,0.00968697,0,0.0212379,0.00572508,0.0347453,0.0236354,0.0150629,0.0154012,0.0093526,0.0158494,0.0182734,0.0122034,0.0156869,0.0460176,0.0145707,0.022013,0.0123582,0.0262867,0.0704414,0.00724013,0.0113851,0.00247346,0.0270702,0.0145514,0.0190711,0.0296549,0,0,0.0321565,0,0.0115642,0.021426,0.0417122,0.0418541,0.0126805,0.0325796,0.0280318,0.0243953,0.0390013,0.0191583,0.0587625,0.052086,0.0204299,0.0317228,0.00801108,0.0345847,0.046134,0.0272415,0.00738665,0.00806051,0.0114965,0.0255649,0,0,0,0,0.0446625
86,0,0,0,0,0,0,0.0263161,0.00999087,0,0,0,0.0550756,0.0146722,0.0250199,0,0,0.0100344,0,0.0212511,0.00599986,0.0347162,0.0238229,0.0154648,0.0157742,0.00959218,0.0160271,0.0184788,0.012373,0.0158364,0.0459971,0.0146127,0.0218218,0.0122165,0.026328,0.0697535,0.00721661,0.0114023,0.00244087,0.0284786,0.0145733,0.0189782,0.0295852,0,0,0.032172,0,0.0115728,0.0214635,0.0418398,0.0413782,0.0127996,0.0319447,0.0277343,0.0240329,0.0379166,0.019208,0.058745,0.0511141,0.0202627,0.0306916,0.00731707,0.034581,0.0491391,0.0269636,0.00738117,0.00814867,0.0113756,0.0257803,0,0,0,0,0.04463
87,0,0,0,0,0,0,0.0264699,0.00999599,0,0,0,0.0536767,0.0146107,0.0244649,0,0,0.0102822,0,0.021269,0.00625577,0.0347184,0.0238875,0.0158454,0.0161363,0.00988334,0.0161595,0.0186359,0.0125366,0.0159845,0.0459207,0.0145279,0.0214908,0.0120452,0.0263178,0.0687881,0.00748913,0.0114339,0.00244691,0.0293896,0.0145992,0.0184319,0.0296156,0,0,0.0322628,0,0.0115915,0.0215122,0.0418776,0.0409558,0.0130548,0.0315071,0.0275006,0.0238016,0.0373637,0.0194317,0.0588725,0.0507204,0.0202323,0.0305394,0.00693584,0.034057,0.0507871,0.0267954,0.0073683,0.00824344,0.0112897,0.026204,0,0,0,0,0.0446782
88,0,0,0,0,0,0,0.0265145,0.00997995,0,0,0,0.0518923,0.0144626,0.023754,0,0,0.0103481,0,0.021314,0.00637179,0.0348273,0.0238758,0.0161438,0.0164855,0.0100053,0.0162084,0.0186802,0.0127671,0.0161007,0.0457141,0.0142745,0.0208896,0.0118625,0.0262588,0.0672952,0.00775403,0.0114835,0.0025121,0.0287349,0.0146267,0.0174349,0.0296305,0,0,0.0322713,0,0.0116231,0.0214729,0.0417986,0.0406394,0.0134344,0.0311715,0.0274834,0.0236662,0.0377192,0.0196481,0.0587939,0.0512583,0.0197958,0.0312644,0.00674227,0.0328308,0.0497754,0.0267157,0.00736533,0.00823791,0.0112024,0.0266017,0,0,0,0,0.0447691
89,0,0,0,0,0,0,0.0263979,0.00995231,0,0,0,0.0497357,0.0142225,0.0230861,0,0,0.0105032,0,0.0213786,0.00641752,0.0349864,0.0237186,0.0164101,0.0167666,0.00994741,0.0161054,0.0186035,0.013055,0.0161951,0.0453851,0.0138105,0.0199696,0.0114609,0.026157,0.0653466,0.00774814,0.0115127,0.00261696,0.0269285,0.014632,0.0156682,0.0295916,0,0,0.0322438,0,0.0116425,0.0213761,0.0416349,0.0396001,0.0138656,0.0311075,0.0277464,0.0236109,0.038771,0.0194084,0.0583039,0.0522792,0.0184452,0.031898,0.00672688,0.0307283,0.0464195,0.0267527,0.00736075,0.00820251,0.0110927,0.0266674,0,0,0,0,0.0447675
90,0,0,0,0,0,0,0.026288,0.00998564,0,0,0,0.0473998,0.0140332,0.0227248,0,0,0.0104496,0,0.0214496,0.00630725,0.035118,0.0233859,0.0165201,0.0168161,0.0097778,0.0160098,0.0185471,0.0132714,0.0161778,0.0448281,0.0129356,0.0184822,0.0109141,0.0260331,0.0628782,0.00754352,0.0115392,0.00273041,0.0259278,0.0146356,0.0143036,0.0295461,0,0,0.0322996,0,0.0116599,0.0213571,0.0414777,0.0384634,0.014107,0.0311437,0.0282811,0.0237212,0.0399853,0.0185882,0.0574643,0.0531399,0.0171944,0.0319551,0.00689555,0.0286426,0.0431786,0.0268871,0.00738042,0.00825087,0.0110769,0.0264694,0,0,0,0,0.0444196
91,0,0,0,0,0,0,0.0262524,0.0100167,0,0,0,0.0456194,0.0139145,0.0225453,0,0,0.010357,0,0.0215198,0.00615538,0.0353594,0.0229356,0.0166305,0.0168284,0.00965057,0.0158915,0.0185786,0.0136329,0.0163311,0.0442232,0.0117892,0.0165937,0.0105662,0.0258059,0.0603657,0.00749302,0.0115782,0.00290344,0.0264611,0.0146292,0.0138315,0.0294946,0,0,0.0323497,0,0.0116632,0.0213994,0.0413043,0.0377401,0.0143133,0.0312765,0.0285597,0.0238647,0.0409004,0.0177134,0.0568586,0.0534903,0.0167489,0.0316906,0.0069697,0.0269383,0.0421275,0.0269845,0.00732941,0.00821122,0.0110962,0.0262915,0,0,0,0,0.0439807
92,0,0,0,0,0,0,0.0261014,0.00992828,0,0,0,0.0441837,0.0138358,0.0220127,0,0,0.0105231,0,0.0215661,0.00611587,0.0355952,0.0224879,0.0168,0.0167058,0.00943131,0.0157012,0.0188613,0.0143782,0.0167905,0.0435327,0.0104333,0.0143709,0.0104852,0.0253095,0.0580063,0.00750135,0.0116083,0.00290991,0.0286085,0.0146084,0.0135428,0.0293129,0,0,0.0322893,0,0.0116446,0.0213919,0.0411313,0.0374633,0.0145592,0.0309599,0.028484,0.0238428,0.0410979,0.0172591,0.0567973,0.0533493,0.0163008,0.0316406,0.00689988,0.0252945,0.0440238,0.0270036,0.00722151,0.00816755,0.0110132,0.0261536,0,0,0,0,0.0436554
93,0,0,0,0,0,0,0.025824,0.00963998,0,0,0,0.0425235,0.0138109,0.0215897,0,0,0.0106236,0,0.0215981,0.0062935,0.0358071,0.022242,0.0170391,0.0164359,0.00904223,0.0155587,0.0194843,0.0155663,0.0176458,0.042709,0.00888502,0.0119903,0.0101965,0.0245117,0.0552045,0.00757798,0.0116494,0.00276067,0.0308637,0.0145747,0.0130248,0.0289113,0,0,0.0321355,0,0.011615,0.0212415,0.0411181,0.0375377,0.0147766,0.0297564,0.027977,0.0235501,0.0404711,0.0172319,0.0570471,0.0527513,0.0150392,0.0315335,0.00646801,0.0236266,0.0474973,0.0267606,0.00714071,0.00805487,0.0107449,0.0259553,0,0,0,0,0.0433572
94,0,0,0,0,0,0,0.0254133,0.00921551,0,0,0,0.0406467,0.0138574,0.0215055,0,0,0.0106725,0,0.0216297,0.00651623,0.0359849,0.0224882,0.0173089,0.0160306,0.00862139,0.0154797,0.0203672,0.0170717,0.0188335,0.0419874,0.00743786,0.00961221,0.00998505,0.0237571,0.0529682,0.00777891,0.0117028,0.002774,0.0312698,0.0145548,0.0128287,0.0283391,0,0,0.0318406,0,0.011597,0.0210071,0.0414643,0.0381376,0.0147591,0.0282819,0.0270241,0.0230089,0.0394323,0.0173845,0.0571456,0.0518138,0.0135297,0.0310093,0.00569106,0.0226342,0.0494074,0.0261829,0.00710749,0.0080102,0.010321,0.0255841,0,0,0,0,0.042878
95,0,0,0,0,0,0,0.0249624,0.00872086,0,0,0,0.0386181,0.0138282,0.0217951,0,0,0.0108832,0,0.0216441,0.00683015,0.0362296,0.0229745,0.017607,0.0154217,0.0083185,0.0154174,0.0213785,0.0186044,0.0202862,0.0413908,0.00658067,0.00771436,0.0102503,0.0230079,0.0509509,0.00807851,0.0117323,0.00301579,0.0295572,0.0145759,0.0135345,0.0276828,0,0,0.031428,0,0.011612,0.0207703,0.0419741,0.0389643,0.0145326,0.0275421,0.0257525,0.0222352,0.0383184,0.0173976,0.0568844,0.0506383,0.0127496,0.0301686,0.00509142,0.0227929,0.0485699,0.0254959,0.0070829,0.00802153,0.00972265,0.0250762,0,0,0,0,0.0422175
96,0,0,0,0,0,0,0.0243948,0.0081798,0,0,0,0.0360088,0.0138493,0.0220577,0,0,0.0110123,0,0.021624,0.00690857,0.0366011,0.0231828,0.017962,0.014618,0.00827108,0.0153252,0.0224293,0.019999,0.0217753,0.0409645,0.00663803,0.00668357,0.0112341,0.0221525,0.0485525,0.00829343,0.0117354,0.00304717,0.0268169,0.0146055,0.0145761,0.0269153,0,0,0.0310325,0,0.0116249,0.020528,0.0424303,0.0392596,0.0142412,0.0275681,0.0241867,0.0213022,0.0374075,0.0171267,0.0562775,0.049552,0.0127509,0.0294519,0.00497914,0.0233885,0.0459719,0.0247591,0.00703228,0.00807475,0.00898173,0.0245025,0,0,0,0,0.0415335
97,0,0,0,0,0,0,0.0236921,0.00756128,0,0,0,0.0330665,0.0138789,0.0215299,0,0,0.0109692,0,0.02155,0.00697204,0.0370658,0.0228908,0.0184089,0.0136892,0.00864063,0.0151415,0.0234923,0.0212081,0.023171,0.0408165,0.00642672,0.00635673,0.0118541,0.0213409,0.0457667,0.008467,0.0116957,0.00297649,0.0243915,0.0146377,0.0151796,0.0260882,0,0,0.0306276,0,0.0116304,0.0202393,0.0429473,0.0387558,0.0139075,0.0278769,0.0223556,0.0202895,0.0368734,0.016676,0.0554783,0.0489032,0.0128337,0.0291095,0.00512251,0.0234072,0.042862,0.0239428,0.00696922,0.00811617,0.00821369,0.0238444,0,0,0,0,0.041047
98,0,0,0,0,0,0,0.0228852,0.00705584,0,0,0,0.0307765,0.0140629,0.0206205,0,0,0.0105947,0,0.0214918,0.00685555,0.0375522,0.0228798,0.0188936,0.0124834,0.00906255,0.0148072,0.0245066,0.0221949,0.0243592,0.0409381,0.0055991,0.00660975,0.012258,0.0207014,0.0430945,0.00845234,0.0116859,0.00298963,0.0230818,0.0146507,0.0151485,0.0252404,0,0,0.0302171,0,0.0116234,0.0199683,0.0436507,0.0374495,0.0136597,0.0281231,0.0205897,0.0192899,0.0367933,0.0162214,0.0548137,0.0487549,0.0126305,0.029058,0.00530281,0.0225383,0.0403289,0.0231087,0.00694573,0.00812549,0.00760703,0.0230363,0,0,0,0,0.0407994
99,0,0,0,0,0,0,0.0220197,0.00666102,0,0,0,0.0286502,0.0141484,0.0197587,0,0,0.0103618,0,0.0214314,0.00681555,0.0379774,0.0239916,0.0193162,0.0106861,0.00922123,0.0145258,0.0254527,0.0230084,0.0253637,0.0411946,0.00511267,0.00745295,0.0129942,0.0203335,0.0395664,0.00849861,0.0116518,0.0029717,0.0228719,0.0146822,0.0143922,0.0243184,0,0,0.0299594,0,0.0116444,0.019841,0.0442687,0.035275,0.0135805,0.0280532,0.0190827,0.018313,0.0370435,0.0158817,0.0544086,0.0489661,0.0120334,0.0290874,0.00530674,0.0208196,0.0387782,0.0223418,0.00698048,0.00820843,0.00714929,0.0221248,0,0,0,0,0.0407434
100,0,0,0,0,0,0,0.0212101,0.00638513,0,0,0,0.0267939,0.0140909,0.0193747,0,0,0.0102669,0,0.0213644,0.00684621,0.0383057,0.0263067,0.0195354,0.00843327,0.00886088,0.0143698,0.0263471,0.0238655,0.0260369,0.0413724,0.00523846,0.00916769,0.013503,0.0202708,0.034438,0.00865405,0.0115789,0.00294802,0.0234523,0.0146937,0.0133781,0.0234045,0,0,0.0298278,0,0.011652,0.0197752,0.0446235,0.0328622,0.0136806,0.0279,0.0180162,0.0174229,0.0374107,0.0157481,0.0543445,0.0492674,0.011405,0.0290975,0.00521916,0.0190375,0.038322,0.0216416,0.00701168,0.00824679,0.00690205,0.0212191,0,0,0,0,0.0407809
101,0,0,0,0,0,0,0.0204926,0.00625692,0,0,0,0.0248768,0.0141037,0.01931,0,0,0.0100007,0,0.0213303,0.0067667,0.0385526,0.0286766,0.0195152,0.00640687,0.00791147,0.0142178,0.0271128,0.0245544,0.0262456,0.0412731,0.0058094,0.0109296,0.0138433,0.0205178,0.0292666,0.00872508,0.0115343,0.00300956,0.0244697,0.0147,0.0125529,0.0226205,0,0,0.0297833,0,0.0116453,0.0197511,0.0447338,0.0308275,0.0139154,0.0280145,0.0174413,0.0166813,0.0376586,0.015891,0.0546168,0.0494213,0.0110507,0.0290676,0.00511308,0.0178464,0.0388089,0.0210623,0.00701138,0.00829628,0.00688185,0.0204788,0,0,0,0,0.040913
102,0,0,0,0,0,0,0.0198621,0.00618842,0,0,0,0.0222727,0.0141978,0.0187092,0,0,0.00969928,0,0.0212837,0.00677092,0.0386199,0.0292293,0.0192658,0.00483953,0.0067741,0.0140069,0.0274702,0.0247864,0.0257811,0.0408306,0.0065209,0.0119783,0.0143824,0.0209894,0.0254452,0.00871092,0.0115001,0.00294537,0.0253332,0.0147055,0.0119015,0.0219737,0,0,0.0297323,0,0.0116334,0.019708,0.0446589,0.0293994,0.0141544,0.028341,0.0170133,0.0161164,0.0376631,0.016207,0.0550892,0.0493515,0.0108888,0.0289255,0.00500727,0.0171981,0.039428,0.0206152,0.00699706,0.00834929,0.00704188,0.0198319,0,0,0,0,0.0412404
