Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LILC,x76
35,0,0,0,0,0,0,0.00793352,0.0055671,0,0,0,0.0182336,0.0208239,0.0134974,0,0,0.085933,0,0.0209578,0.052814,0.0211776,0.0237682,0.0053105,0.00879362,0.0417786,0.00759035,0.00758903,0.00971204,0.0462873,0.0107434,0.0113451,0.0107441,0.0372488,0.022323,0.0670257,0.00970048,0.0175287,0.017686,0.0157192,0.028686,0.00679822,0,0,0.00494698,0,0.0127588,0.00186573,0.0832255,0.0388753,0.0542495,0.0139396,0.00461372,0.00482001,0.0215287,0.0201522,0.0566579,0.0717758,0.0164758,0.024071,0.014907,0.0219904,0.0114517,0.00331027,0.00419578,0.00229332,0.00461506,0.00741117,0,0,0,0,0.0189292,0
36,0,0,0,0,0,0,0.0079167,0.00548596,0,0,0,0.0209011,0.0199905,0.0137166,0,0,0.0765938,0,0.0204362,0.0464118,0.0204303,0.0233582,0.00456783,0.00873532,0.0366315,0.00661803,0.00740491,0.00960611,0.0468228,0.0107977,0.0116974,0.0109863,0.0370869,0.0259732,0.0596361,0.00991911,0.0147606,0.0212604,0.0156489,0.0287811,0.00672755,0,0,0.0051318,0,0.0126919,0.00199338,0.0829078,0.0372136,0.0545298,0.0129961,0.00492386,0.00511717,0.0207212,0.0203741,0.0545119,0.0736072,0.0167509,0.022366,0.0159885,0.0212861,0.0113139,0.00344422,0.00438319,0.00240605,0.00457838,0.00743306,0,0,0,0,0.018766,0
37,0,0,0,0,0,0,0.0083986,0.00536416,0,0,0,0.0228677,0.0203296,0.013466,0,0,0.0810408,0,0.0207635,0.0495439,0.0199542,0.0224758,0.00416086,0.00827465,0.0391318,0.00524347,0.00721667,0.00938754,0.0470148,0.0106382,0.011681,0.01092,0.0365523,0.0287884,0.0631688,0.00976305,0.0161286,0.0256242,0.0155838,0.0285045,0.00706669,0,0,0.00525264,0,0.0126422,0.00206479,0.0825733,0.0350989,0.0548495,0.0118951,0.00516447,0.00514686,0.0197599,0.0205467,0.0520303,0.0757527,0.0170864,0.0205987,0.0170354,0.0206581,0.0131059,0.00342357,0.00449537,0.00248095,0.00465331,0.00796903,0,0,0,0,0.0184519,0
38,0,0,0,0,0,0,0.00897035,0.0054469,0,0,0,0.025962,0.0207133,0.0139486,0,0,0.0857506,0,0.0211639,0.0527969,0.0197377,0.0215129,0.00504825,0.00820068,0.0419193,0.00532237,0.00856138,0.0100958,0.0474791,0.0107842,0.0130399,0.010634,0.0351905,0.0338661,0.0667338,0.00942145,0.0179956,0.0227015,0.0155507,0.0285228,0.00739025,0,0,0.00560949,0,0.0126445,0.00219905,0.0825503,0.0371078,0.055273,0.0108407,0.00510798,0.00492732,0.0185145,0.0209596,0.0495782,0.0779318,0.0178434,0.0189802,0.0183382,0.0206492,0.015567,0.00341423,0.00452213,0.00258545,0.00495189,0.00856625,0,0,0,0,0.0182275,0
39,0,0,0,0,0,0,0.00867303,0.00525407,0,0,0,0.0266783,0.0188587,0.0136604,0,0,0.0653596,0,0.0201045,0.0389243,0.0197656,0.0207149,0.00581847,0.00742361,0.0313,0.00580499,0.00952567,0.0101096,0.0471559,0.0109034,0.0139113,0.0103397,0.0343506,0.0353329,0.0506712,0.00976201,0.0127513,0.0258202,0.0155707,0.0286645,0.00692944,0,0,0.00558377,0,0.0126256,0.0021806,0.0823867,0.0364277,0.0555532,0.0099288,0.00515627,0.00499485,0.0172136,0.0212149,0.0470838,0.0802755,0.0185475,0.0175598,0.0195315,0.0206607,0.0189012,0.0034182,0.00453597,0.00256207,0.00505174,0.00834754,0,0,0,0,0.0179133,0
40,0,0,0,0,0,0,0.00936196,0.00516128,0,0,0,0.0265496,0.0197163,0.0133824,0,0,0.0731498,0,0.0202622,0.0442536,0.0198735,0.0199709,0.00638813,0.00671477,0.0359892,0.00663072,0.0107294,0.00980991,0.046733,0.0110798,0.0148526,0.00999988,0.0336607,0.0358724,0.0572496,0.00938521,0.0152405,0.029531,0.0156424,0.0292295,0.00747936,0,0,0.00543459,0,0.0126784,0.00203898,0.082297,0.0360551,0.055577,0.00986035,0.00503226,0.00490786,0.0157643,0.0216321,0.0446975,0.0826637,0.0192063,0.0164885,0.0205642,0.0206704,0.0255638,0.00315732,0.00447489,0.00249241,0.0050435,0.00896578,0,0,0,0,0.017568,0
41,0,0,0,0,0,0,0.00940875,0.00503586,0,0,0,0.0256848,0.0200442,0.0131952,0,0,0.0724878,0,0.0201286,0.0437348,0.020127,0.0191724,0.00662808,0.00605668,0.0362611,0.00775223,0.0118909,0.00971158,0.046476,0.0112308,0.0154824,0.00948592,0.0331174,0.035625,0.0568578,0.0095704,0.0144354,0.0312352,0.0157116,0.0296493,0.0074386,0,0,0.00542026,0,0.0127263,0.00204853,0.0822902,0.0370347,0.0554591,0.0108302,0.00476416,0.00502732,0.0143651,0.0222691,0.0422469,0.0850956,0.0197278,0.0158392,0.0213623,0.0204559,0.0300074,0.00319831,0.00445818,0.00246305,0.00508479,0.00899985,0,0,0,0,0.0172705,0
42,0,0,0,0,0,0,0.00984743,0.00495633,0,0,0,0.0244816,0.0205521,0.0127949,0,0,0.0746392,0,0.0202883,0.0452657,0.0204746,0.018252,0.0065492,0.00516339,0.0380432,0.00855774,0.012611,0.0098607,0.0463727,0.0112234,0.015501,0.00920048,0.0328349,0.0346067,0.0585763,0.00951545,0.0150038,0.0340545,0.0158278,0.0294674,0.00780835,0,0,0.00529043,0,0.0128142,0.00202746,0.082175,0.0368382,0.0552222,0.0123511,0.00462371,0.00505013,0.0132698,0.0231245,0.0396429,0.0876138,0.0199203,0.0156425,0.0217444,0.0197593,0.0347508,0.00289163,0.00443307,0.00237176,0.00489867,0.00939822,0,0,0,0,0.0171086,0
43,0,0,0,0,0,0,0.00996596,0.00504272,0,0,0,0.0241659,0.0209661,0.0129291,0,0,0.075523,0,0.0203223,0.0460254,0.0207374,0.0172932,0.00669515,0.00463433,0.0389966,0.00902129,0.0130162,0.010343,0.0466763,0.0113082,0.0155795,0.00920057,0.03249,0.0348488,0.0594931,0.00953375,0.0151036,0.0374417,0.0158105,0.0297084,0.00794545,0,0,0.00415044,0,0.0128054,0.00169079,0.0821402,0.0371653,0.0549392,0.0142856,0.00431716,0.0053242,0.0124704,0.0241286,0.0373539,0.0899269,0.0202153,0.0157661,0.0221091,0.0191238,0.0393006,0.00298015,0.00404021,0.00233246,0.00494028,0.00954338,0,0,0,0,0.0169965,0
44,0,0,0,0,0,0,0.0103378,0.0047818,0,0,0,0.0219912,0.0207995,0.011796,0,0,0.0717409,0,0.0200361,0.0435764,0.020541,0.0160413,0.00557695,0.00347983,0.0375852,0.00839114,0.0115611,0.00952527,0.0465342,0.0105353,0.0143094,0.0088651,0.0330359,0.0307625,0.0568495,0.00938911,0.0145634,0.0417546,0.0160013,0.0304102,0.00825661,0,0,0.00392468,0,0.0129613,0.00151188,0.0817131,0.0369258,0.0545538,0.0165808,0.00462346,0.00499569,0.0121539,0.0251278,0.0352719,0.0921024,0.0201526,0.0160525,0.0220354,0.018018,0.0444252,0.00257528,0.00379022,0.0023318,0.00439875,0.00999318,0,0,0,0,0.0168109,0
45,0,0,0,0,0,0,0.0104823,0.00464911,0,0,0,0.0212302,0.0209557,0.0114558,0,0,0.0710625,0,0.0199275,0.0431554,0.0199652,0.0153751,0.00487191,0.00326316,0.0376379,0.00798717,0.0107514,0.00917814,0.0467418,0.0102196,0.0139117,0.00882631,0.0331634,0.0294111,0.0566226,0.00935363,0.0144636,0.0456513,0.0161306,0.0313636,0.00834776,0,0,0.00363363,0,0.0130416,0.00134624,0.0812788,0.0374011,0.0539308,0.019235,0.00467857,0.00496942,0.0119113,0.026141,0.0336588,0.0937577,0.020295,0.0165876,0.0219712,0.0172398,0.0497798,0.00240343,0.00355675,0.00222469,0.00412862,0.0101915,0,0,0,0,0.0169002,0
46,0,0,0,0,0,0,0.0106328,0.00445024,0,0,0,0.0207368,0.0213279,0.0113063,0,0,0.074315,0,0.0200747,0.0454345,0.0191288,0.0145874,0.00415072,0.00352643,0.0395178,0.00759699,0.0100747,0.00877225,0.047001,0.00997552,0.0135546,0.0087125,0.0332202,0.0283287,0.0593268,0.00920348,0.0156336,0.048458,0.016287,0.0320682,0.00847855,0,0,0.00361747,0,0.0131448,0.00123478,0.0808433,0.0389326,0.053189,0.0219995,0.00467089,0.0049571,0.0116463,0.0270613,0.0323426,0.0950703,0.0204983,0.0171426,0.021817,0.0165941,0.0529045,0.00230717,0.00346783,0.00207998,0.00369482,0.0103533,0,0,0,0,0.0171881,0
47,0,0,0,0,0,0,0.0102974,0.00417628,0,0,0,0.0182796,0.0214161,0.0107282,0,0,0.0739894,0,0.0200348,0.0451787,0.0182519,0.0139541,0.00338641,0.0035669,0.0393776,0.00662387,0.00845869,0.007614,0.0468236,0.00929953,0.0122192,0.00840204,0.0337507,0.0240961,0.0591087,0.00927783,0.0152905,0.0497953,0.0162766,0.0317963,0.00817248,0,0,0.00276317,0,0.0131288,0.000896885,0.0804757,0.0378141,0.0525568,0.0244835,0.00468336,0.00517796,0.0115795,0.0277985,0.0312696,0.096104,0.0210816,0.0171489,0.0218031,0.0166545,0.0545272,0.00255565,0.00300989,0.00197927,0.00308155,0.0100337,0,0,0,0,0.0174169,0
48,0,0,0,0,0,0,0.0100528,0.00400467,0,0,0,0.0168293,0.0214217,0.0103934,0,0,0.0738744,0,0.0201719,0.0450394,0.017244,0.0134774,0.00354454,0.00400664,0.0391988,0.00624202,0.00751552,0.00703715,0.0469004,0.00887969,0.011604,0.00821331,0.0339304,0.0219188,0.0589349,0.00931026,0.0151574,0.0498916,0.0163778,0.0312458,0.00800508,0,0,0.00279031,0,0.0131919,0.000768853,0.0801591,0.0386637,0.0519427,0.0267064,0.0045676,0.00530378,0.0117455,0.0283419,0.0304281,0.0970032,0.0216629,0.0171702,0.0216928,0.01699,0.0542047,0.0025738,0.00294138,0.00187269,0.00250701,0.00975278,0,0,0,0,0.0179375,0
49,0,0,0,0,0,0,0.00982235,0.00390435,0,0,0,0.0154819,0.0215821,0.0101184,0,0,0.0745121,0,0.020382,0.0457753,0.0162376,0.0132673,0.00405631,0.00455107,0.0393786,0.00577473,0.00647364,0.00634315,0.0467861,0.00843463,0.0110027,0.00825256,0.0340135,0.019514,0.0594422,0.00935766,0.0153111,0.0492452,0.0164522,0.0305984,0.00788612,0,0,0.00245637,0,0.0132431,0.000773334,0.0797294,0.0387919,0.0515077,0.0286161,0.00444528,0.00542764,0.0121327,0.0287053,0.029865,0.0977081,0.0225138,0.0170401,0.0215683,0.0180399,0.0533864,0.0025253,0.00270551,0.00173147,0.00205315,0.00947411,0,0,0,0,0.0184148,0
50,0,0,0,0,0,0,0.00891357,0.0034113,0,0,0,0.0138966,0.0252715,0.00973918,0,0,0.114273,0,0.0243572,0.0740897,0.0152932,0.0134711,0.00486909,0.00565153,0.0615429,0.00510494,0.00514448,0.00539088,0.0465023,0.00804338,0.0100106,0.00825304,0.0342433,0.0161585,0.0912727,0.0104869,0.0251882,0.0483141,0.0164822,0.0300284,0.00695216,0,0,0.00220362,0,0.0133159,0.000779818,0.0792291,0.0380448,0.0514668,0.030288,0.00500589,0.00491962,0.0125275,0.0290296,0.0295609,0.0981221,0.0234482,0.016904,0.0213675,0.0193596,0.0522802,0.0022026,0.00245634,0.00169063,0.00142097,0.00875522,0,0,0,0,0.0187612,0
51,0,0,0,0,0,0,0.00935923,0.00372558,0,0,0,0.0128067,0.0216112,0.00927068,0,0,0.0734988,0,0.0202894,0.0454358,0.0145887,0.013212,0.00555342,0.00595087,0.0387166,0.00455188,0.00426967,0.0047533,0.0464487,0.00778032,0.00931793,0.00767619,0.0341953,0.0142888,0.0583209,0.00939239,0.0149609,0.0476168,0.016538,0.0297491,0.00754716,0,0,0.00164145,0,0.0132994,0.00086775,0.0787527,0.0381174,0.0508617,0.0315917,0.00463489,0.00562193,0.012825,0.029357,0.0292517,0.0985332,0.0242709,0.0168651,0.0213384,0.0204711,0.050753,0.0026456,0.00232125,0.00152959,0.00164358,0.00888709,0,0,0,0,0.0192475,0
52,0,0,0,0,0,0,0.00918786,0.00364278,0,0,0,0.0116855,0.0216221,0.00875796,0,0,0.0735778,0,0.0203503,0.0451459,0.0141744,0.0128048,0.00600858,0.00674875,0.0386173,0.00424563,0.00362363,0.00463627,0.0464949,0.00750513,0.00859533,0.00721601,0.0341477,0.0124902,0.0581164,0.00938022,0.0148187,0.0471748,0.016554,0.0297225,0.00743868,0,0,0.00155431,0,0.0133113,0.000944496,0.0784475,0.0383445,0.0505432,0.0327954,0.00502638,0.00574334,0.0127117,0.0298386,0.0289521,0.0987777,0.0249191,0.0169897,0.0214608,0.021188,0.0497197,0.00272568,0.00226499,0.0014523,0.0016079,0.00862462,0,0,0,0,0.0197474,0
53,0,0,0,0,0,0,0.00879176,0.00390859,0,0,0,0.0108275,0.022843,0.00860753,0,0,0.0860567,0,0.0213794,0.0535975,0.0138326,0.0115143,0.0055645,0.00722453,0.0451118,0.00451241,0.00391728,0.00516743,0.0469247,0.00744642,0.00882759,0.00715073,0.0337061,0.014676,0.0679344,0.00955815,0.0176134,0.0468676,0.016533,0.0296888,0.00715604,0,0,0.00162328,0,0.0132563,0.00109151,0.0783358,0.0378334,0.0501406,0.0336322,0.00498388,0.00616744,0.0120045,0.0305259,0.0285815,0.0988872,0.0253477,0.0171138,0.0218314,0.0215568,0.0489968,0.00308512,0.00253098,0.00137962,0.00193712,0.00821211,0,0,0,0,0.020304,0
54,0,0,0,0,0,0,0.00909399,0.00361417,0,0,0,0.0090661,0.0209361,0.00859498,0,0,0.0688427,0,0.0202122,0.042411,0.0136825,0.0130462,0.00717267,0.00890381,0.0357869,0.00380128,0.00262805,0.00444428,0.0464152,0.00721573,0.00711666,0.00651709,0.0340236,0.00774809,0.0542382,0.00891864,0.0148109,0.0463746,0.0165487,0.0298479,0.00742416,0,0,0.00168052,0,0.0133028,0.00093018,0.0780109,0.0382268,0.0498668,0.0338459,0.00630144,0.0058522,0.0113014,0.0311098,0.0281921,0.0989563,0.0253748,0.0174411,0.0220918,0.0213447,0.0475962,0.0027805,0.0024113,0.0015124,0.00159002,0.00857095,0,0,0,0,0.0205455,0
55,0,0,0,0,0,0,0.00904833,0.00360895,0,0,0,0.00760057,0.0205597,0.00834437,0,0,0.0666639,0,0.0200929,0.0414793,0.0134396,0.0132335,0.00768014,0.0100368,0.034571,0.00385334,0.0023127,0.00457566,0.0464691,0.0071356,0.00653082,0.00617458,0.0339318,0.0057208,0.0525275,0.00885468,0.014769,0.0455261,0.0165164,0.0300237,0.00737897,0,0,0.00179008,0,0.0132675,0.000990661,0.0778295,0.0386451,0.0497033,0.033615,0.00680523,0.00584626,0.0103095,0.0317459,0.0279141,0.0988468,0.0254145,0.0178292,0.022563,0.0211818,0.0460784,0.0029478,0.00249778,0.00163699,0.00171362,0.00852506,0,0,0,0,0.020918,0
56,0,0,0,0,0,0,0.00832388,0.00360057,0,0,0,0.00629039,0.0198353,0.00782655,0,0,0.0591531,0,0.0197907,0.0360715,0.013147,0.013623,0.00803499,0.011126,0.0306411,0.00394967,0.00197913,0.00489029,0.0465585,0.00706585,0.00598878,0.00580184,0.0338299,0.0036491,0.0467673,0.00916449,0.0123899,0.0441759,0.0164616,0.0301201,0.00670302,0,0,0.00203078,0,0.0132336,0.00105594,0.0777728,0.0391448,0.0495349,0.0331987,0.0071153,0.00575457,0.00923588,0.0322986,0.0277953,0.0986412,0.0254965,0.0182479,0.0230973,0.0210949,0.044186,0.00313504,0.00256933,0.00174928,0.00191864,0.00791686,0,0,0,0,0.0212871,0
57,0,0,0,0,0,0,0.00880133,0.00376618,0,0,0,0.00569478,0.0204856,0.0076951,0,0,0.0658995,0,0.020002,0.0402955,0.0127933,0.0141076,0.00832186,0.0119842,0.0341757,0.00409549,0.00181358,0.0051867,0.0466919,0.00699405,0.00550008,0.00533082,0.0337914,0.00245394,0.0521515,0.00886118,0.0145318,0.0423513,0.0164126,0.0301299,0.00719627,0,0,0.00201861,0,0.0132018,0.00117278,0.0778924,0.0395729,0.0493063,0.0327549,0.0071152,0.00584506,0.00816268,0.0327482,0.02785,0.098345,0.0256369,0.0186384,0.0236177,0.0211589,0.0420352,0.00322108,0.00247757,0.00177352,0.00217708,0.00843091,0,0,0,0,0.0215814,0
58,0,0,0,0,0,0,0.00843039,0.00378028,0,0,0,0.005897,0.0204545,0.00810721,0,0,0.0643114,0,0.0199625,0.0390228,0.0123962,0.0155211,0.00915402,0.0130216,0.033365,0.00412551,0.00168147,0.00530825,0.0465858,0.00718279,0.00505811,0.00509143,0.0338638,0.00447056,0.050972,0.00904177,0.0137207,0.040728,0.0164215,0.0300404,0.00686807,0,0,0.00225442,0,0.0132131,0.00104994,0.078126,0.0394025,0.0488807,0.0322575,0.00726561,0.00571077,0.00721468,0.0331668,0.0277964,0.0980512,0.0257913,0.0188581,0.0240403,0.0212972,0.040064,0.00293756,0.00259865,0.00177934,0.00234591,0.00819401,0,0,0,0,0.0218057,0
59,0,0,0,0,0,0,0.00842774,0.00373073,0,0,0,0.00638637,0.0202139,0.00841428,0,0,0.0634292,0,0.019978,0.0384659,0.0119567,0.0171256,0.0096036,0.0138219,0.0328752,0.00434888,0.00175969,0.00555252,0.0466779,0.0073687,0.00494264,0.0050449,0.0337975,0.00662803,0.0505076,0.00898275,0.0140587,0.0393033,0.0163357,0.0300334,0.00685614,0,0,0.00232007,0,0.0131426,0.00110689,0.0785251,0.0396757,0.0485676,0.0316845,0.00720393,0.00556273,0.00625881,0.0335969,0.0275745,0.0977398,0.0261107,0.0189814,0.0244883,0.0215943,0.0377705,0.00280792,0.00257515,0.00178579,0.0024936,0.00823316,0,0,0,0,0.0221134,0
60,0,0,0,0,0,0,0.00798332,0.0035921,0,0,0,0.00730941,0.0196657,0.00868412,0,0,0.0585466,0,0.0198727,0.0353603,0.0115026,0.0183785,0.00994883,0.0144858,0.0303356,0.00461193,0.00185378,0.00581911,0.0468065,0.00754805,0.00525255,0.00496477,0.0337918,0.00859892,0.0468025,0.00921674,0.0125532,0.0382783,0.0162593,0.0299346,0.00641374,0,0,0.00246628,0,0.0130925,0.00115594,0.0788747,0.0399141,0.0482305,0.0309281,0.00705469,0.00534906,0.00527932,0.0340464,0.0276499,0.0974226,0.0263339,0.0189347,0.0248835,0.0219357,0.0364937,0.00264891,0.00257987,0.00186994,0.00258963,0.00769857,0,0,0,0,0.022469,0
61,0,0,0,0,0,0,0.00782455,0.0034955,0,0,0,0.0081368,0.0194459,0.00906818,0,0,0.0573313,0,0.0198815,0.0348929,0.0110735,0.0187564,0.0100995,0.0149399,0.0297315,0.00484023,0.00196556,0.00607683,0.046931,0.00770858,0.00561236,0.00492361,0.0337251,0.0100999,0.0457949,0.0093384,0.0120423,0.0377232,0.0162024,0.0298767,0.00624592,0,0,0.00241949,0,0.0130476,0.00118266,0.0792068,0.040147,0.0479288,0.0301235,0.00677709,0.00517398,0.00431296,0.0344899,0.0280472,0.0970668,0.0263387,0.0188192,0.0253032,0.0223867,0.0362565,0.00255591,0.00255081,0.00184881,0.00257643,0.00735148,0,0,0,0,0.0228449,0
62,0,0,0,0,0,0,0.00813273,0.00359268,0,0,0,0.00807084,0.0205225,0.00926631,0,0,0.0673927,0,0.0201569,0.0410495,0.0107308,0.0191589,0.0100585,0.0149722,0.0349778,0.00506663,0.00204008,0.00632566,0.0471032,0.00782244,0.00578934,0.00473193,0.0336252,0.0111785,0.0536071,0.00941739,0.0139666,0.037871,0.0161771,0.0298855,0.00654722,0,0,0.00237491,0,0.0130219,0.00112401,0.0795661,0.0400422,0.0475564,0.0293171,0.00610835,0.00516624,0.00342592,0.0348498,0.0285555,0.0966288,0.0264192,0.018557,0.0256997,0.0228787,0.0367986,0.00248399,0.00260863,0.00183795,0.00243263,0.00746362,0,0,0,0,0.0231775,0
63,0,0,0,0,0,0,0.00784316,0.00332243,0,0,0,0.00967455,0.0192617,0.00971801,0,0,0.057586,0,0.0199241,0.0344058,0.0105147,0.0201584,0.0105103,0.015571,0.0298323,0.00523388,0.00221768,0.00659999,0.0471599,0.00813286,0.00602866,0.00441491,0.0336597,0.0130245,0.0458318,0.00942277,0.012149,0.0382859,0.0160659,0.0300998,0.00619908,0,0,0.0022102,0,0.0129331,0.00112319,0.0799236,0.0402342,0.0473893,0.0287139,0.00625211,0.00483032,0.00273498,0.0351624,0.0292539,0.0959514,0.0264645,0.0183136,0.0260366,0.0233624,0.0375625,0.00238665,0.00256828,0.00182219,0.00214334,0.00720575,0,0,0,0,0.0234706,0
64,0,0,0,0,0,0,0.00780831,0.00313129,0,0,0,0.0103203,0.0191876,0.00995396,0,0,0.0572748,0,0.019979,0.0342675,0.0103241,0.0204761,0.0107654,0.0157827,0.029626,0.00546284,0.00235316,0.00687415,0.0473525,0.00833261,0.00620561,0.00447347,0.0336392,0.0142623,0.045671,0.00944617,0.0119547,0.0390378,0.0159999,0.0303984,0.0061698,0,0,0.00214647,0,0.0128817,0.00113197,0.0802756,0.0403527,0.0472117,0.0279307,0.00600865,0.00480889,0.00226237,0.0353266,0.0300153,0.0951999,0.0263329,0.0181442,0.0263502,0.023808,0.038974,0.00240971,0.00255528,0.00175168,0.00192868,0.00716198,0,0,0,0,0.0237165,0
65,0,0,0,0,0,0,0.00828161,0.00301991,0,0,0,0.0112276,0.0196331,0.0103429,0,0,0.0632278,0,0.0201926,0.038185,0.0102072,0.0209361,0.0112277,0.0158929,0.0325175,0.00566302,0.00253277,0.00710535,0.047528,0.00861299,0.00652878,0.0045659,0.0337105,0.0157934,0.0503176,0.00920428,0.0138883,0.0399474,0.0159399,0.0305724,0.00665485,0,0,0.00198031,0,0.0128361,0.00115072,0.0805199,0.0405014,0.0471286,0.0269209,0.00573674,0.00484405,0.00224175,0.0353751,0.0309517,0.0943448,0.0262741,0.017998,0.0266884,0.024211,0.0405158,0.00244671,0.00251847,0.00169434,0.00173341,0.00756289,0,0,0,0,0.023859,0
66,0,0,0,0,0,0,0.00771174,0.00294623,0,0,0,0.0125707,0.0190258,0.0110467,0,0,0.0578067,0,0.0199903,0.0344564,0.0101373,0.0219552,0.0119491,0.0161822,0.0295,0.00584128,0.00281697,0.00724544,0.0476068,0.00903481,0.00709906,0.0044535,0.0339257,0.0180192,0.0460288,0.00949268,0.0120193,0.0407825,0.015936,0.0306624,0.00614764,0,0,0.00238214,0,0.0128367,0.00116477,0.0806985,0.0405344,0.0470219,0.0257568,0.0057283,0.00463867,0.00251891,0.0352743,0.0320004,0.0935172,0.026227,0.0178611,0.0268968,0.0244831,0.0419374,0.00246001,0.00275223,0.00176415,0.0014853,0.0070552,0,0,0,0,0.0238874,0
67,0,0,0,0,0,0,0.00765685,0.00307606,0,0,0,0.0133014,0.0189591,0.0113982,0,0,0.0577378,0,0.0200226,0.0343671,0.0100056,0.0225462,0.0122033,0.0161869,0.0292614,0.00604577,0.00296747,0.00734911,0.0477965,0.00943335,0.00764348,0.00446096,0.0340345,0.0192722,0.0457725,0.00951651,0.0120243,0.0410918,0.0158507,0.0308881,0.00615254,0,0,0.00223856,0,0.0127752,0.00120642,0.0810388,0.0408105,0.0469477,0.0245973,0.0055364,0.00459142,0.00299492,0.0350476,0.0331631,0.0926428,0.0261152,0.0178532,0.0270254,0.0246558,0.0425849,0.00242706,0.00272381,0.0017799,0.00138048,0.00712399,0,0,0,0,0.0238794,0
68,0,0,0,0,0,0,0.00757786,0.00321325,0,0,0,0.0132351,0.0192927,0.011345,0,0,0.063152,0,0.0204351,0.0381781,0.0103351,0.0222852,0.0121381,0.0152414,0.0314211,0.00597332,0.00271879,0.00725477,0.0477979,0.00953847,0.0076302,0.00445024,0.0339193,0.019073,0.0496536,0.00938181,0.0138,0.0437614,0.015772,0.0293601,0.0062384,0,0,0.00246163,0,0.0127296,0.00129552,0.0814092,0.0362194,0.0454598,0.0179982,0.00507388,0.00453735,0.00711326,0.0295419,0.0395478,0.0861919,0.0247314,0.0145829,0.0268669,0.0246543,0.0466148,0.00232242,0.00278301,0.00185108,0.00147925,0.00708263,0,0,0,0,0.0238236,0
69,0,0,0,0,0,0,0.0076103,0.00321332,0,0,0,0.014935,0.0191818,0.011831,0,0,0.0594646,0,0.0203409,0.0360353,0.00975138,0.0234754,0.0128141,0.0162703,0.0299449,0.00618472,0.00333006,0.00735631,0.047951,0.0100501,0.00817918,0.00453095,0.0341777,0.0221881,0.0470159,0.00967427,0.0122436,0.0400299,0.0158426,0.0311222,0.0062256,0,0,0.00268137,0,0.0127799,0.0013012,0.081971,0.0412001,0.0466812,0.0222769,0.00541911,0.00440156,0.00402913,0.0342934,0.0357957,0.0904694,0.0254488,0.0184143,0.0266639,0.0245576,0.0414526,0.00228601,0.00293176,0.00187251,0.0014497,0.00705901,0,0,0,0,0.023667,0
70,0,0,0,0,0,0,0.00801652,0.0033291,0,0,0,0.0156912,0.0195985,0.012128,0,0,0.0645295,0,0.0205026,0.0391235,0.00956537,0.023653,0.0130488,0.0162893,0.0325572,0.00623466,0.00351492,0.00732408,0.0479505,0.00990211,0.00866655,0.00455963,0.0342726,0.0233901,0.0511775,0.00943314,0.0138277,0.0385863,0.0158159,0.0309236,0.00668102,0,0,0.00248172,0,0.0127698,0.00136171,0.0825918,0.0410463,0.0466865,0.0212074,0.00548242,0.00439785,0.00450023,0.0338673,0.0372337,0.0892965,0.025087,0.0190099,0.026211,0.0243794,0.0400984,0.00233115,0.0028761,0.00186771,0.00156544,0.00734764,0,0,0,0,0.0235484,0
71,0,0,0,0,0,0,0.00641012,0.00337375,0,0,0,0.0146397,0.0186963,0.0117257,0,0,0.0595843,0,0.0206066,0.0353252,0.0104115,0.0222085,0.0123549,0.0146629,0.0283652,0.00577753,0.00270218,0.00706479,0.0476199,0.00926159,0.00793035,0.00450033,0.0339327,0.0214878,0.0466856,0.00972601,0.0121707,0.0425088,0.0158503,0.0243705,0.00551887,0,0,0.00348764,0,0.0127921,0.00169885,0.0824249,0.0283066,0.0431239,0.0108513,0.00640701,0.00417262,0.0128311,0.0245701,0.0466597,0.0793499,0.0209447,0.0166643,0.0231146,0.0215237,0.0467076,0.00261969,0.0032161,0.00203174,0.00200307,0.00554493,0,0,0,0,0.0236429,0
72,0,0,0,0,0,0,0.00721774,0.00335799,0,0,0,0.0170761,0.0188053,0.0122121,0,0,0.0579404,0,0.0202151,0.0343553,0.00926086,0.023785,0.0130699,0.0164032,0.0285391,0.00618427,0.00358869,0.00719652,0.0477659,0.00985097,0.00833214,0.0045672,0.0343779,0.0253238,0.0454817,0.00963272,0.0118843,0.033265,0.0158695,0.0290056,0.00599123,0,0,0.00299067,0,0.0128194,0.00153424,0.0837686,0.039537,0.0463017,0.0190395,0.00585127,0.00415303,0.00498474,0.0329949,0.0397441,0.087286,0.0234611,0.0211223,0.0241828,0.0230615,0.0344645,0.00238859,0.00315852,0.00195269,0.00165061,0.00642544,0,0,0,0,0.0233616,0
