Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LILC,x76
155,0,0,0,0,0,0,0.00795862,0.005661,0,0,0,0.0117877,0.0182474,0.0132691,0,0,0.0636809,0,0.0209509,0.0377695,0.0155974,0.0230196,0.00527807,0.0041014,0.0285278,0.00438054,0.00407713,0.0098827,0.0494725,0.00897867,0.00780864,0.0105253,0.0388495,0.0120834,0.0492796,0.0102252,0.0130526,0.017529,0.0151078,0.0223554,0.00661595,0,0,0.00836028,0,0.012351,0.00407848,0.0819791,0.0288316,0.0505479,0.00848588,0.00374637,0.00511111,0.0210415,0.0203139,0.0511759,0.0750231,0.0138811,0.0211364,0.0146228,0.0164761,0.0195959,0.00418207,0.00470518,0.00278657,0.00491974,0.00750587,0,0,0,0,0.0218825,0
156,0,0,0,0,0,0,0.00790805,0.00546261,0,0,0,0.0150978,0.0181486,0.0130562,0,0,0.0605903,0,0.0208273,0.0357144,0.0152158,0.0210742,0.00337622,0.00399558,0.0271263,0.00351654,0.00370035,0.00938087,0.0492058,0.00818001,0.00782895,0.0101364,0.0377332,0.0165525,0.0468374,0.0102895,0.0123582,0.0211593,0.0151179,0.0216717,0.00654658,0,0,0.00833667,0,0.0123479,0.004017,0.0820843,0.0259979,0.0506984,0.00719889,0.00398637,0.00510033,0.0198563,0.0204499,0.0491438,0.0767689,0.0145924,0.0191231,0.0156987,0.0161676,0.0211951,0.00424502,0.00475827,0.00282451,0.00472226,0.00756045,0,0,0,0,0.0213505,0
157,0,0,0,0,0,0,0.00828137,0.00539006,0,0,0,0.0177683,0.0186838,0.0128203,0,0,0.0630483,0,0.0209219,0.0373695,0.0151394,0.0194705,0.00229844,0.00396207,0.0287795,0.00307136,0.00385732,0.00886637,0.0487989,0.00773031,0.00839399,0.00976379,0.0364297,0.0204804,0.0487791,0.010152,0.0133435,0.0241153,0.0151248,0.0211397,0.00684823,0,0,0.00829798,0,0.0123427,0.00402171,0.0821254,0.0238938,0.0507593,0.00574855,0.00401352,0.00512217,0.0185562,0.0205852,0.0471834,0.0785577,0.0153977,0.0171804,0.0167895,0.0162351,0.0239934,0.00425732,0.00474259,0.00281275,0.00463968,0.0080165,0,0,0,0,0.0205518,0
158,0,0,0,0,0,0,0.0086442,0.00540216,0,0,0,0.0210924,0.0191596,0.0133628,0,0,0.0651613,0,0.0209362,0.0387373,0.0151614,0.0180258,0.00255818,0.00439558,0.0302736,0.00365571,0.00602307,0.009264,0.0488467,0.0079556,0.0101419,0.0096418,0.0349133,0.0262108,0.0505366,0.010088,0.0138532,0.0231071,0.0150881,0.0217131,0.00706853,0,0,0.00802806,0,0.0123313,0.00390897,0.0822551,0.0268388,0.0509288,0.00476667,0.00337388,0.00537069,0.0167278,0.0210576,0.0451188,0.0805787,0.0166522,0.0154517,0.0181752,0.0171021,0.0274137,0.00421583,0.00454711,0.00284376,0.004865,0.00844849,0,0,0,0,0.0199039,0
159,0,0,0,0,0,0,0.00898317,0.00529347,0,0,0,0.0220623,0.0192922,0.0133453,0,0,0.0629639,0,0.0206729,0.0373089,0.0153734,0.0172099,0.00298594,0.00422638,0.0297235,0.004441,0.0075127,0.00941598,0.0487171,0.00819599,0.0108515,0.00960095,0.0343447,0.0279347,0.049084,0.0100524,0.0134443,0.0271659,0.0151418,0.0240946,0.00724859,0,0,0.00786039,0,0.012365,0.00383627,0.0821646,0.0292988,0.051841,0.00633504,0.00311458,0.00544228,0.0140609,0.0222436,0.0423413,0.083462,0.0187469,0.0139256,0.0202853,0.0189929,0.0300301,0.00402157,0.0044577,0.00284379,0.00486627,0.00893021,0,0,0,0,0.0189126,0
160,0,0,0,0,0,0,0.0095688,0.00534849,0,0,0,0.0224037,0.0195348,0.0133509,0,0,0.0635628,0,0.0206063,0.0378699,0.0157292,0.0167376,0.00303173,0.00412825,0.0306761,0.00515436,0.00834449,0.00971843,0.0488971,0.00816018,0.0109143,0.00951232,0.0341525,0.0284575,0.049887,0.00980514,0.0141649,0.0290771,0.0151682,0.0259185,0.00764444,0,0,0.00746136,0,0.0123889,0.00360515,0.0821005,0.0334346,0.0525636,0.00882819,0.00276334,0.00552992,0.0118309,0.0236652,0.039693,0.0863462,0.0202683,0.0132436,0.0219059,0.0200832,0.032206,0.00369991,0.00424577,0.0028621,0.00494002,0.00955747,0,0,0,0,0.0179515,0
161,0,0,0,0,0,0,0.0101173,0.00536512,0,0,0,0.0224167,0.0196973,0.0134816,0,0,0.0612749,0,0.0203443,0.0364533,0.0160136,0.0168745,0.00273378,0.00369276,0.0304238,0.00556266,0.00824734,0.0101241,0.0492611,0.00793703,0.0103738,0.00941893,0.0343907,0.027996,0.0485967,0.00973251,0.0136907,0.0317306,0.0152441,0.0276035,0.00798902,0,0,0.00709942,0,0.0124257,0.00334139,0.0819725,0.0361564,0.0534214,0.0137491,0.0027167,0.00541305,0.00909135,0.0268223,0.0355458,0.090786,0.0219604,0.014275,0.0233012,0.0209693,0.0337748,0.00332795,0.00403543,0.00278393,0.00503411,0.0102566,0,0,0,0,0.0172179,0
162,0,0,0,0,0,0,0.0105462,0.00538005,0,0,0,0.0225754,0.0199552,0.0136262,0,0,0.0621111,0,0.0202916,0.0371478,0.0160566,0.016939,0.00251099,0.00343823,0.0314135,0.00563812,0.0076774,0.0105224,0.0496327,0.00763151,0.0095692,0.00930997,0.0346765,0.0275772,0.0495568,0.0095009,0.0144095,0.0351195,0.0153267,0.027926,0.0083592,0,0,0.00655127,0,0.0124893,0.00297489,0.0818554,0.0360125,0.0533184,0.0158638,0.00267322,0.00527462,0.00875761,0.0277048,0.0338106,0.0927082,0.0223611,0.014246,0.0237654,0.0207351,0.0379001,0.00306048,0.00378221,0.00270796,0.00505338,0.0108037,0,0,0,0,0.0169005,0
163,0,0,0,0,0,0,0.0108169,0.00523129,0,0,0,0.0232573,0.0199616,0.0137643,0,0,0.0606038,0,0.0201694,0.036231,0.0155695,0.0168046,0.00256922,0.00346612,0.0311026,0.00557517,0.00685603,0.0106108,0.0499689,0.007536,0.00896782,0.00930128,0.0350264,0.027543,0.0485727,0.00943078,0.014299,0.0396395,0.0154644,0.0286229,0.00860024,0,0,0.00612057,0,0.0125749,0.00270474,0.0816534,0.0348367,0.0528592,0.0178939,0.00291152,0.00507869,0.00856668,0.0284214,0.032491,0.0940545,0.0223676,0.0145141,0.0238524,0.0200719,0.0438476,0.0026414,0.00356567,0.00257129,0.00488739,0.0110107,0,0,0,0,0.0169926,0
164,0,0,0,0,0,0,0.0106953,0.00492947,0,0,0,0.0242491,0.0197541,0.0138579,0,0,0.0569196,0,0.0200458,0.0337519,0.0147016,0.0166924,0.00268826,0.0038248,0.0294833,0.00552229,0.00602036,0.0103571,0.0501797,0.0075649,0.0086638,0.00949651,0.0353316,0.0279452,0.0458428,0.00954859,0.0132087,0.0446,0.0156324,0.0296557,0.0085031,0,0,0.00596939,0,0.0126829,0.00262567,0.0813738,0.0342756,0.0522855,0.0199987,0.00330532,0.00486637,0.00853997,0.0291278,0.0315292,0.0950209,0.0224504,0.015025,0.0238602,0.0194311,0.0500013,0.00234258,0.00338277,0.00240239,0.00456614,0.010846,0,0,0,0,0.0167541,0
165,0,0,0,0,0,0,0.0111948,0.00483311,0,0,0,0.024666,0.0203063,0.0141116,0,0,0.0629718,0,0.020273,0.037911,0.0137443,0.0165602,0.00270708,0.00438826,0.0327045,0.0055648,0.00538029,0.00994773,0.050148,0.00757663,0.00856542,0.00964086,0.0354287,0.0283138,0.0506741,0.0092448,0.0153096,0.0484883,0.0157706,0.0305688,0.00908671,0,0,0.00553069,0,0.0127775,0.00236829,0.0810718,0.0347517,0.0517766,0.0220286,0.00382002,0.00480052,0.00872461,0.029681,0.0308316,0.0957795,0.0227005,0.0156543,0.0238011,0.01897,0.0544187,0.00195439,0.00314971,0.00224296,0.00418993,0.0112791,0,0,0,0,0.0167712,0
166,0,0,0,0,0,0,0.0108224,0.00456557,0,0,0,0.0230357,0.0199788,0.0140909,0,0,0.0593197,0,0.0201359,0.0354728,0.0129425,0.0169384,0.00324158,0.00461584,0.0307847,0.00528566,0.00411349,0.0090315,0.0496565,0.0073996,0.00791062,0.00951026,0.035687,0.0261839,0.0477604,0.00943152,0.0142438,0.0508762,0.0158301,0.0310226,0.0087543,0,0,0.00480514,0,0.0128241,0.00201144,0.080806,0.0339874,0.0513713,0.0237976,0.00407146,0.00469746,0.00910142,0.0300299,0.0302824,0.0964475,0.0232374,0.016018,0.0238234,0.0190196,0.0577526,0.00181611,0.00291524,0.00218865,0.00382632,0.0108878,0,0,0,0,0.0167842,0
167,0,0,0,0,0,0,0.0103861,0.00436627,0,0,0,0.0227028,0.0196829,0.0137046,0,0,0.056752,0,0.0201272,0.0337728,0.0123519,0.0163795,0.00345123,0.00517331,0.0292411,0.00518179,0.00348657,0.00836365,0.0493684,0.00724064,0.00776382,0.00924113,0.0354977,0.0253262,0.0455008,0.00965213,0.0135325,0.0514364,0.0158828,0.0310728,0.00832251,0,0,0.00470437,0,0.0128614,0.00200728,0.080766,0.0349121,0.051018,0.0253122,0.00439045,0.00465111,0.00942003,0.0303734,0.0297081,0.0971233,0.0236269,0.0164038,0.0237656,0.0190291,0.0583581,0.00183513,0.00282323,0.00214352,0.00360903,0.0104161,0,0,0,0,0.0171002,0
168,0,0,0,0,0,0,0.0103212,0.00441615,0,0,0,0.0215998,0.0207317,0.0131192,0,0,0.0665885,0,0.0204565,0.0402242,0.0119652,0.0156611,0.0037992,0.00551349,0.0340709,0.0049656,0.00282378,0.00759501,0.0490073,0.00709532,0.00752039,0.00896787,0.0352617,0.0241876,0.05296,0.00976478,0.0153109,0.0510133,0.0159001,0.0305603,0.00836701,0,0,0.00435063,0,0.0128726,0.00180671,0.0807032,0.0348342,0.0506708,0.0265176,0.00446705,0.0048178,0.0096595,0.0306855,0.029192,0.0977533,0.0240639,0.016504,0.0237962,0.0193657,0.0581334,0.00175191,0.00265097,0.00207445,0.00355996,0.0102675,0,0,0,0,0.0172614,0
169,0,0,0,0,0,0,0.00992704,0.00421848,0,0,0,0.0194222,0.0195772,0.0125487,0,0,0.0573986,0,0.0202329,0.0342921,0.0117777,0.015763,0.00498853,0.00628079,0.0290387,0.00448971,0.0016648,0.00650241,0.0483749,0.00693268,0.00646752,0.00859729,0.0354378,0.0203513,0.0454753,0.00971575,0.0133173,0.0498388,0.0159304,0.0300091,0.00801346,0,0,0.00428565,0,0.0128876,0.00180445,0.0805759,0.0348882,0.0505702,0.0276037,0.00506617,0.00463492,0.00996061,0.0309441,0.028875,0.0982024,0.024545,0.0165294,0.0237327,0.019837,0.0569213,0.00162412,0.00261615,0.00198515,0.00337334,0.0098876,0,0,0,0,0.0172113,0
170,0,0,0,0,0,0,0.00963773,0.00417784,0,0,0,0.0184936,0.0194287,0.0119827,0,0,0.0566169,0,0.0202801,0.0337418,0.0117625,0.0148169,0.00506206,0.0068773,0.0283417,0.00449862,0.00143975,0.00608713,0.0482842,0.00679197,0.00621137,0.0083725,0.0350978,0.0192618,0.0446003,0.00981426,0.0123885,0.0480924,0.0159293,0.0296894,0.00776415,0,0,0.00447977,0,0.0128878,0.00190438,0.0806332,0.0360188,0.0504121,0.0284104,0.00542211,0.00470573,0.0101044,0.0312127,0.0287327,0.098499,0.0251554,0.0165729,0.0237367,0.02058,0.0544711,0.00172103,0.0025543,0.00200741,0.00326465,0.00955382,0,0,0,0,0.017413,0
171,0,0,0,0,0,0,0.00981622,0.00427423,0,0,0,0.0169767,0.019671,0.0113189,0,0,0.0602836,0,0.0204447,0.0361649,0.0118734,0.014313,0.00535685,0.00751144,0.0300552,0.00452296,0.00124898,0.00592482,0.0482541,0.00659496,0.00575166,0.00815316,0.0349041,0.0173746,0.0473207,0.0096741,0.0138711,0.0460448,0.0159173,0.0294415,0.00793259,0,0,0.00453077,0,0.0128774,0.00188979,0.0806425,0.0369083,0.050273,0.0288937,0.00582985,0.00484958,0.010072,0.0314472,0.0286879,0.0985942,0.0256898,0.0165819,0.0237796,0.0212951,0.0516529,0.00177101,0.00241906,0.00201675,0.00316331,0.00963857,0,0,0,0,0.0175416,0
172,0,0,0,0,0,0,0.00948772,0.00421604,0,0,0,0.0140638,0.0194857,0.0107411,0,0,0.0580744,0,0.0203428,0.0346992,0.0120698,0.0153285,0.00668743,0.00857825,0.028929,0.00427314,0.00102049,0.00556328,0.0478773,0.00651489,0.00460199,0.00773329,0.0352098,0.012649,0.0456691,0.00976728,0.0134208,0.0438085,0.0158917,0.0291059,0.00758006,0,0,0.00443348,0,0.0128366,0.00184903,0.0805003,0.0367714,0.0500841,0.0289818,0.00668543,0.00491175,0.00990976,0.0315755,0.0287062,0.0984648,0.0259574,0.0165534,0.0238157,0.021698,0.0490718,0.00171501,0.00238265,0.00200269,0.00313607,0.00927162,0,0,0,0,0.017387,0
173,0,0,0,0,0,0,0.00927988,0.00419373,0,0,0,0.0126791,0.0193487,0.0100847,0,0,0.0565687,0,0.0202935,0.0336662,0.0121319,0.0151791,0.006825,0.00932636,0.0282199,0.00447487,0.0011387,0.00571492,0.0479851,0.00641222,0.00422674,0.00750512,0.0350646,0.0103233,0.0446131,0.00984057,0.0129307,0.0412563,0.0158382,0.0289277,0.00738487,0,0,0.00464939,0,0.0127947,0.0019937,0.0806043,0.0377109,0.0499792,0.0287373,0.00703527,0.00500209,0.00943622,0.0316872,0.0287891,0.0981863,0.0261218,0.0167015,0.02408,0.0219762,0.0454347,0.00187838,0.00248625,0.00204569,0.00317402,0.00905758,0,0,0,0,0.0175361,0
174,0,0,0,0,0,0,0.00965051,0.00433877,0,0,0,0.0104576,0.0197445,0.0101851,0,0,0.0610331,0,0.0204033,0.0366961,0.0121235,0.0166743,0.00803224,0.0102077,0.0306031,0.00438147,0.00143517,0.00544967,0.0476437,0.00665576,0.00370659,0.00684349,0.0353265,0.00583347,0.0482195,0.00958787,0.0143819,0.0389496,0.0158051,0.0286113,0.00781659,0,0,0.00442793,0,0.0127638,0.00193863,0.0807014,0.0373681,0.0497972,0.0281111,0.0075206,0.00514186,0.00882641,0.0317287,0.0289652,0.0978729,0.0261578,0.0168221,0.0243627,0.0221114,0.0428095,0.00184986,0.0026425,0.00201307,0.00327454,0.00939838,0,0,0,0,0.0174575,0
175,0,0,0,0,0,0,0.00917633,0.00428386,0,0,0,0.00848449,0.0193511,0.00991528,0,0,0.0562397,0,0.0202592,0.033461,0.0118973,0.0170299,0.00847379,0.0107614,0.0281498,0.00455371,0.00158427,0.00537936,0.0476354,0.00685969,0.0037726,0.00619777,0.0353425,0.00391776,0.0446461,0.00980778,0.0127038,0.0367742,0.0157658,0.0285046,0.00739706,0,0,0.0045585,0,0.0127439,0.00203933,0.0809654,0.0379861,0.0496344,0.0271274,0.00762032,0.00510897,0.00802963,0.0317717,0.0293266,0.0974655,0.0262268,0.0170209,0.0248463,0.0222538,0.0397892,0.00187746,0.00277278,0.00206528,0.0033583,0.00902845,0,0,0,0,0.0176356,0
176,0,0,0,0,0,0,0.00914301,0.00434723,0,0,0,0.00678543,0.0193352,0.0095988,0,0,0.0562008,0,0.0202591,0.0334104,0.0115616,0.0173851,0.00875561,0.0111482,0.0281386,0.00478642,0.00167069,0.00550457,0.0476971,0.00709624,0.00403838,0.00608454,0.0354312,0.00457922,0.0447754,0.00981536,0.0125287,0.0350982,0.0157548,0.0286032,0.00736039,0,0,0.00469031,0,0.0127353,0.00209799,0.0812363,0.0389578,0.0494754,0.0258725,0.00749345,0.00509297,0.007198,0.0318603,0.0297992,0.0969112,0.0262812,0.0172121,0.0253713,0.0223911,0.0372911,0.00195353,0.002811,0.00208936,0.00348367,0.00900602,0,0,0,0,0.0179286,0
177,0,0,0,0,0,0,0.00958839,0.00449598,0,0,0,0.00705575,0.0197417,0.00982603,0,0,0.060809,0,0.0203642,0.0365075,0.0112418,0.0186814,0.00958566,0.0117357,0.0306183,0.00488799,0.00208463,0.00547433,0.0475047,0.00760561,0.00477166,0.00597727,0.0357437,0.0082265,0.0485719,0.0096203,0.0138676,0.0343362,0.0157307,0.0287929,0.00782392,0,0,0.00453057,0,0.0127171,0.00206196,0.0813715,0.0386404,0.0493039,0.024298,0.00752531,0.00508121,0.00632202,0.0319651,0.0303705,0.0962849,0.0262025,0.0172227,0.0257878,0.0225435,0.0365775,0.00197897,0.0027112,0.0020704,0.00357552,0.00938866,0,0,0,0,0.0180965,0
178,0,0,0,0,0,0,0.00921396,0.00446378,0,0,0,0.00744355,0.0193817,0.00965852,0,0,0.0563906,0,0.0202404,0.0334932,0.0108758,0.019058,0.00966006,0.0121377,0.0284649,0.00511771,0.00221503,0.00559037,0.047566,0.00775643,0.00531129,0.00558631,0.0358004,0.0104897,0.0452687,0.00983125,0.012376,0.0337032,0.0157149,0.0292425,0.0074454,0,0,0.00474013,0,0.0127188,0.00227315,0.0816081,0.0392605,0.0492474,0.0226141,0.00736098,0.00499041,0.00537088,0.0320968,0.0311085,0.0956012,0.026254,0.0172162,0.0263752,0.0230241,0.0355313,0.00201266,0.00269116,0.00205792,0.00361725,0.0090267,0,0,0,0,0.0183403,0
179,0,0,0,0,0,0,0.00922237,0.00446521,0,0,0,0.00906001,0.0193109,0.00982068,0,0,0.0555017,0,0.0202279,0.0329131,0.0105768,0.0199577,0.00998456,0.0126609,0.0282597,0.00516925,0.00246058,0.00559934,0.0474651,0.00809038,0.00597411,0.00523946,0.0359171,0.0135368,0.0446902,0.00984751,0.0121663,0.0335024,0.015656,0.029623,0.00742409,0,0,0.00461401,0,0.0126829,0.00221831,0.0818399,0.0392853,0.0491784,0.0208237,0.00734156,0.00495496,0.00460005,0.032249,0.0318035,0.0949468,0.0263615,0.0171289,0.0269498,0.0236759,0.0351226,0.00175566,0.00255493,0.0020374,0.00364068,0.00904042,0,0,0,0,0.0183744,0
180,0,0,0,0,0,0,0.00935405,0.00449036,0,0,0,0.010424,0.0194156,0.00993137,0,0,0.0563574,0,0.0202462,0.0334716,0.0103492,0.0208689,0.0102206,0.0130635,0.0289445,0.00518019,0.00265999,0.00557062,0.0473963,0.00831919,0.00650891,0.00518361,0.0359788,0.0162711,0.0453632,0.00979108,0.0124481,0.0333584,0.0156303,0.0299083,0.0074863,0,0,0.00457646,0,0.0126611,0.00215391,0.0821281,0.0392765,0.0490561,0.0190095,0.00720878,0.00496657,0.00392474,0.0324059,0.0325662,0.0942521,0.0265067,0.0170294,0.0274985,0.0243734,0.0346596,0.00162376,0.0024551,0.00202394,0.00364955,0.00922657,0,0,0,0,0.0184024,0
181,0,0,0,0,0,0,0.00944934,0.00450691,0,0,0,0.0117537,0.0194089,0.00995078,0,0,0.0563882,0,0.0202387,0.0334924,0.0102044,0.0214041,0.0105939,0.0133166,0.0291467,0.00523035,0.00280541,0.0055137,0.0474143,0.00823452,0.00704651,0.00514434,0.03598,0.018583,0.0453931,0.00974126,0.0126068,0.0329222,0.0156156,0.0301173,0.00754859,0,0,0.00462171,0,0.0126466,0.00213199,0.0824999,0.0391971,0.0489886,0.0172875,0.00706104,0.00497441,0.00333875,0.0325558,0.03341,0.0935126,0.0266867,0.0169403,0.027914,0.0250379,0.0342213,0.0015614,0.00243521,0.00202359,0.00362881,0.00941417,0,0,0,0,0.018422,0
182,0,0,0,0,0,0,0.00925723,0.0044717,0,0,0,0.0130155,0.0193283,0.0099336,0,0,0.0546537,0,0.0201578,0.0322826,0.010059,0.0216208,0.0107336,0.0134052,0.0283071,0.00537501,0.0028349,0.00553648,0.0475082,0.00814957,0.00754195,0.00505549,0.0359591,0.0202905,0.0439823,0.00981098,0.0120392,0.0322833,0.0155934,0.0302095,0.00741267,0,0,0.00478017,0,0.0126398,0.00219212,0.0829129,0.0389667,0.0489271,0.0159043,0.00690934,0.00495315,0.00291122,0.032689,0.0343199,0.0927737,0.0268898,0.0169005,0.02816,0.0256364,0.0337346,0.00145813,0.00242988,0.00204173,0.00361768,0.00932658,0,0,0,0,0.0184593,0
183,0,0,0,0,0,0,0.00970504,0.00453634,0,0,0,0.0149394,0.0198232,0.0101726,0,0,0.059777,0,0.020272,0.035703,0.00988194,0.0223323,0.0111212,0.0135284,0.0308506,0.00541826,0.00302304,0.00555188,0.0474199,0.00841912,0.0081554,0.00491467,0.0360149,0.0228766,0.0478274,0.00954026,0.0136952,0.0315588,0.0156019,0.0300291,0.00794414,0,0,0.00467003,0,0.0126394,0.00213573,0.0832584,0.0381867,0.0487202,0.0148938,0.00680743,0.00501904,0.00264365,0.0327696,0.0352454,0.0919824,0.0268356,0.0169753,0.0280388,0.0260008,0.0328674,0.00121337,0.00238051,0.00200665,0.00357532,0.00978223,0,0,0,0,0.018396,0
184,0,0,0,0,0,0,0.00904714,0.00445554,0,0,0,0.0154874,0.0194155,0.00975973,0,0,0.0545319,0,0.0200859,0.0321327,0.00965528,0.0223784,0.0112052,0.0135645,0.027969,0.00553082,0.00317134,0.00559043,0.0474655,0.00860783,0.00858829,0.00494317,0.0359356,0.0247623,0.0435986,0.00978973,0.0119435,0.0307211,0.0156163,0.0298897,0.00732692,0,0,0.00474519,0,0.0126592,0.00217043,0.083745,0.0376333,0.0485714,0.0142468,0.00668417,0.00491543,0.00247221,0.032761,0.0363365,0.0910486,0.0267435,0.0174768,0.0276793,0.0262913,0.0316413,0.00144655,0.00242611,0.00200349,0.00363385,0.00914921,0,0,0,0,0.0184068,0
185,0,0,0,0,0,0,0.00914041,0.00460524,0,0,0,0.0164584,0.0196366,0.00989062,0,0,0.0574148,0,0.0201706,0.0340695,0.0094672,0.0221775,0.0113678,0.0134689,0.0292205,0.00559766,0.00330394,0.00557535,0.047512,0.00882836,0.00882782,0.00499709,0.0358239,0.0264344,0.0457996,0.00964006,0.0129358,0.0294731,0.0156079,0.0294076,0.00750952,0,0,0.00467777,0,0.0126605,0.00213079,0.0842559,0.0368432,0.0484082,0.0139834,0.00646173,0.0049659,0.00239282,0.0326425,0.0374571,0.0901177,0.0264897,0.0183418,0.0269251,0.0263343,0.0302348,0.00161975,0.00243663,0.00202285,0.00372517,0.00922078,0,0,0,0,0.0184623,0
186,0,0,0,0,0,0,0.00798352,0.00461453,0,0,0,0.0171652,0.0191636,0.0103365,0,0,0.0547221,0,0.0203113,0.0320907,0.00985773,0.0217131,0.0113369,0.0122735,0.0269139,0.00532331,0.00299647,0.00544888,0.0472455,0.00876447,0.0085466,0.00463042,0.0355766,0.0269643,0.0434518,0.00982563,0.0120785,0.0320058,0.0156067,0.0243054,0.00654361,0,0,0.00522973,0,0.0126606,0.00248027,0.0839411,0.0281533,0.046511,0.00865125,0.00582962,0.00483556,0.0086825,0.0239274,0.0454008,0.0826026,0.0240695,0.0180541,0.0240014,0.0242957,0.0357931,0.00186328,0.00261071,0.00216144,0.00377212,0.00792775,0,0,0,0,0.0187428,0
187,0,0,0,0,0,0,0.00842673,0.00456763,0,0,0,0.019412,0.019231,0.0107758,0,0,0.053545,0,0.0202028,0.031272,0.00912627,0.0223084,0.0117294,0.0131304,0.0269056,0.00556895,0.00363449,0.00551513,0.047252,0.00909515,0.00936433,0.0044433,0.0356419,0.0296177,0.0429739,0.00980139,0.0117373,0.0252913,0.0156001,0.0261165,0.00681193,0,0,0.00492724,0,0.0126548,0.00233866,0.0849094,0.0329619,0.0475548,0.0136574,0.00635612,0.00471704,0.00249394,0.0315962,0.0399209,0.088065,0.0245833,0.0211314,0.0237946,0.0247246,0.0258104,0.00162973,0.00256683,0.00212366,0.00372206,0.00830884,0,0,0,0,0.0187031,0
188,0,0,0,0,0,0,0.00719438,0.0048512,0,0,0,0.0194087,0.0193981,0.0109605,0,0,0.0612294,0,0.0209141,0.0359884,0.0100415,0.0216807,0.0116529,0.0125142,0.0288296,0.00548134,0.00310584,0.00614671,0.0470569,0.00882409,0.00921807,0.00424182,0.0346287,0.0290182,0.0480353,0.0098345,0.0135993,0.0230757,0.0155701,0.012689,0.00600553,0,0,0.00524647,0,0.0126328,0.00263501,0.0826019,0.0144875,0.0421289,0.00422453,0.0069911,0.00461978,0.00845591,0.0263966,0.042098,0.0862272,0.0106579,0.0253089,0.0111319,0.0125224,0.0261217,0.00215665,0.00269985,0.00220262,0.00401717,0.00684581,0,0,0,0,0.0202186,0
189,0,0,0,0,0,0,0.00652829,0.00483771,0,0,0,0.019867,0.0188639,0.0106118,0,0,0.0548939,0,0.0207438,0.0316683,0.00992672,0.0214204,0.0114224,0.0122307,0.0255224,0.00542885,0.00325078,0.00607765,0.046931,0.00879974,0.00933411,0.0041348,0.034469,0.0297757,0.0429503,0.0101207,0.011533,0.0196127,0.015614,0.0114049,0.00534656,0,0,0.00543859,0,0.0126775,0.00284917,0.0829162,0.0140616,0.0421317,0.00400879,0.0071141,0.00455154,0.00865859,0.0250836,0.0434363,0.0848586,0.0104889,0.0275032,0.0103111,0.012696,0.0229138,0.0024692,0.00273776,0.00224623,0.00400431,0.00619845,0,0,0,0,0.0202596,0
190,0,0,0,0,0,0,0.00788321,0.00482777,0,0,0,0.0214888,0.0196107,0.0104352,0,0,0.0588609,0,0.0205899,0.0344212,0.00915072,0.0217913,0.0113879,0.0119115,0.0288371,0.00546262,0.00405682,0.00563309,0.0466866,0.00897323,0.009878,0.0040654,0.0349174,0.0322845,0.0463997,0.00977678,0.0127324,0.0152799,0.0156809,0.0169677,0.0063689,0,0,0.00496162,0,0.012736,0.00257464,0.0850755,0.0216541,0.045494,0.0127517,0.00612902,0.00458241,0.00568627,0.0267727,0.0457925,0.0831583,0.0191452,0.0280164,0.0162805,0.0196926,0.0159638,0.00188567,0.00254574,0.00221684,0.00383402,0.00755547,0,0,0,0,0.019147,0
191,0,0,0,0,0,0,0.00688499,0.0053427,0,0,0,0.020426,0.0194974,0.0100776,0,0,0.0636055,0,0.0212166,0.0372697,0.0100995,0.020949,0.0112724,0.0118039,0.0292365,0.00532596,0.00375923,0.00622443,0.0463823,0.00864464,0.00975164,0.00396798,0.0339722,0.0315648,0.0490736,0.00989764,0.0136922,0.0144485,0.0155804,0.0105796,0.00568485,0,0,0.00540747,0,0.0126649,0.00292111,0.0824263,0.0184183,0.0406503,0.00597081,0.00817445,0.00450366,0.012321,0.0207778,0.0474059,0.0812117,0.00977143,0.0340863,0.00845275,0.0135377,0.0180668,0.00225056,0.00275402,0.00237253,0.00444549,0.00640913,0,0,0,0,0.020273,0
192,0,0,0,0,0,0,0.00595886,0.00553131,0,0,0,0.0203617,0.0184699,0.00987803,0,0,0.0550261,0,0.0210844,0.031518,0.0103178,0.0205295,0.0112474,0.0114338,0.0239097,0.00518619,0.00373072,0.00623345,0.0462333,0.00859571,0.00967426,0.00396498,0.0336738,0.0316498,0.0418831,0.0102774,0.0112749,0.0141722,0.0155209,0.0148951,0.0049987,0,0,0.00578795,0,0.0126152,0.00325453,0.0820093,0.0256226,0.0396207,0.00852545,0.00907289,0.00448564,0.0161648,0.0185408,0.0499694,0.0786844,0.0119378,0.0381525,0.0106722,0.0170255,0.0187796,0.00267595,0.00294817,0.00246124,0.00466716,0.00556284,0,0,0,0,0.020457,0
