Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
89,0.0270116,0,0,0,0,0.0417827,0,0,0,0,0,0,0.0246644,0,0.0204183,0.067783,0,0,0.0178441,0,0,0.0250097,0.0729205,0.0144667,0.00891347,0.0174927,0.0372283,0.0441606,0.083755,0.0554079,0,0.0101031,0.00917464,0.0219995,0.0222261,0.0210274,0.0174543,0.0217666,0.0290982,0,0.0188995,0.0648693,0.0326813,0,0,0.0251155,0,0,0.0472637,0.0556044,0.0284999,0.0253594,0.0120097,0.0480999,0.0388524,0.0436357,0.0748082,0.0690478,0.0238354,0.0607099,0.0376368,0.0469871,0.0801114,0.020385,0.0122552,0.0248356,0,0.0209436,0.0256429,0,0
90,0.027403,0,0,0,0,0.0418591,0,0,0,0,0,0,0.0231846,0,0.0188309,0.0676583,0,0,0.0177844,0,0,0.0249901,0.0708039,0.018355,0.00647721,0.0128063,0.0372744,0.0438516,0.0875705,0.0509811,0.0720009,0.00952288,0.0106045,0.0266352,0.0284267,0.0260157,0.017342,0.0217542,0.030171,0,0.0188027,0.0652234,0.0329074,0,0,0.0249178,0,0,0.0471701,0.055941,0.02825,0.0247268,0.0122826,0.0479678,0.0386854,0.043224,0.0747887,0.0692465,0.0243893,0.0605942,0.0375765,0.0467651,0.0802073,0.0193894,0.0121432,0.0247827,0,0.0209753,0.0253401,0,0
91,0.0277083,0,0,0,0,0.0418801,0,0,0,0,0,0,0.0230512,0,0.0187641,0.0678526,0,0,0.0178128,0,0,0.0249388,0.0706333,0.0185707,0.00652195,0.0131069,0.0374112,0.0436558,0.0876894,0.0512606,0.0760289,0.00944517,0.0106662,0.0267487,0.0285735,0.0262917,0.017192,0.0217754,0.0301647,0,0.0188604,0.0652324,0.0330793,0,0,0.0247738,0,0,0.0470606,0.0558583,0.0282618,0.0248503,0.0124285,0.0478892,0.0385919,0.0431204,0.0747981,0.0692711,0.024279,0.0606054,0.0375228,0.046692,0.0802612,0.0193739,0.0121445,0.0247096,0,0.0210696,0.0251229,0,0
92,0.0277399,0,0,0,0,0.0418595,0,0,0,0,0,0,0.0230692,0,0.0187521,0.067889,0,0,0.0179339,0,0,0.0249489,0.0708373,0.0185798,0.00674832,0.0129806,0.0373604,0.0435069,0.0875626,0.0512225,0.0752695,0.00963012,0.0107249,0.0267522,0.0286136,0.0262965,0.0170808,0.0218226,0.0302991,0,0.0188985,0.0651793,0.0331187,0,0,0.024767,0,0,0.0469275,0.0558472,0.0281628,0.0249304,0.012541,0.0479776,0.0388033,0.0430488,0.0747566,0.069303,0.0242704,0.0606444,0.037544,0.0468093,0.0803148,0.0192482,0.0122964,0.0246067,0,0.0211437,0.0251344,0,0
93,0.0277717,0,0,0,0,0.0418435,0,0,0,0,0,0,0.0230452,0,0.018775,0.0678381,0,0,0.0180575,0,0,0.024931,0.0709765,0.0186161,0.00684796,0.0128602,0.0373413,0.0433364,0.0874537,0.0511951,0.0745086,0.00971482,0.0107001,0.0267458,0.0286356,0.026262,0.0170081,0.0218784,0.0305133,0,0.0189039,0.0651556,0.0331642,0,0,0.0246937,0,0,0.0467489,0.055881,0.0280397,0.024882,0.0125949,0.0480472,0.0390609,0.0429869,0.0747759,0.0693444,0.024297,0.0606966,0.0375557,0.0469184,0.0803578,0.019071,0.0124352,0.0244865,0,0.0211415,0.0251564,0,0
94,0.0278478,0,0,0,0,0.0418992,0,0,0,0,0,0,0.022922,0,0.0187869,0.0677948,0,0,0.0181363,0,0,0.0249453,0.0710016,0.0187423,0.00679223,0.0128722,0.0374097,0.0431206,0.0872744,0.0512278,0.0746312,0.00975833,0.0106592,0.0267767,0.0286845,0.026227,0.0169867,0.0219861,0.0307383,0,0.0188473,0.065242,0.0332449,0,0,0.0244337,0,0,0.04659,0.0559288,0.0279498,0.0247416,0.0126327,0.0480968,0.0392431,0.043023,0.074749,0.0693739,0.0243292,0.0607618,0.0375458,0.0470363,0.0804037,0.0189402,0.0120417,0.0243947,0,0.0211357,0.0251298,0,0
95,0.0279583,0,0,0,0,0.0418773,0,0,0,0,0,0,0.0227261,0,0.0187853,0.0677673,0,0,0.0181613,0,0,0.024926,0.0709399,0.0189466,0.006627,0.0129692,0.0374856,0.0428955,0.0870502,0.0512668,0.0759451,0.00979615,0.0106323,0.0268556,0.0287666,0.0263513,0.017062,0.0221345,0.0309562,0,0.018755,0.0653286,0.0333401,0,0,0.0240149,0,0,0.0464751,0.055949,0.0279235,0.0246455,0.0126674,0.0480984,0.0394198,0.0430354,0.0747037,0.0694042,0.0243794,0.0608017,0.0375363,0.0470437,0.0804393,0.0188485,0.0110791,0.0243382,0,0.0211126,0.0250738,0,0
96,0.0280426,0,0,0,0,0.0418333,0,0,0,0,0,0,0.0226341,0,0.018804,0.0677098,0,0,0.0181667,0,0,0.0249301,0.0708872,0.0189777,0.00646082,0.0130594,0.037583,0.0426629,0.0875832,0.0513046,0.0771841,0.00978866,0.0106388,0.0268883,0.0287804,0.0267507,0.0171198,0.0222555,0.031128,0,0.0186985,0.0653759,0.0334129,0,0,0.0237937,0,0,0.0463941,0.05597,0.027913,0.0246217,0.0126747,0.0481009,0.0396832,0.0430108,0.0747092,0.0694208,0.0244638,0.0608424,0.0375396,0.0471021,0.0804436,0.0186568,0.0106604,0.0242805,0,0.0211075,0.025034,0,0
97,0.0276265,0,0,0,0,0.0418087,0,0,0,0,0,0,0.022895,0,0.0189508,0.0675268,0,0,0.0182763,0,0,0.0249805,0.0715067,0.0185764,0.00705454,0.0124762,0.0373406,0.0425897,0.0894537,0.0511514,0.0710914,0.0101756,0.0108168,0.0266534,0.0285408,0.0263003,0.0171557,0.0223513,0.0313839,0,0.0186547,0.0650715,0.0332793,0,0,0.0238784,0,0,0.0464116,0.0560955,0.0277996,0.024748,0.0126236,0.0483577,0.0404542,0.0429569,0.0746126,0.0693712,0.0245521,0.0609676,0.0375929,0.0472817,0.0805155,0.0184086,0.0105784,0.0242451,0,0.0209098,0.0253131,0,0
98,0.0273935,0,0,0,0,0.0417886,0,0,0,0,0,0,0.0244661,0,0.0204011,0.0676881,0,0,0.0183404,0,0,0.0250227,0.0736293,0.0146495,0.00918342,0.0173882,0.0374309,0.0426106,0.0859275,0.0559964,0,0.0103519,0.00923235,0.0220857,0.0224144,0.0210054,0.0171435,0.0224038,0.0306386,0,0.0187197,0.0645431,0.0332447,0,0,0.0240038,0,0,0.0462992,0.0557643,0.0279189,0.0254143,0.0124043,0.048526,0.040917,0.0433815,0.0746887,0.0692077,0.0240526,0.0611194,0.0375703,0.0474804,0.0805565,0.0190102,0.0109423,0.0241559,0,0.0208035,0.0255108,0,0
99,0.0278091,0,0,0,0,0.0417714,0,0,0,0,0,0,0,0,0.0160374,0.0670437,0,0,0.0169687,0,0,0.0246981,0.0754742,0.0224065,0.0138432,0.0111818,0.0350814,0.0392998,0.0680873,0,0.0945296,0.00851511,0.00658511,0.0227839,0.0271879,0.00727832,0.0158415,0.0218393,0.0401545,0,0.0161464,0.0677914,0.0341676,0,0,0.0247998,0,0,0.046217,0.0483851,0.0340496,0.0347448,0.0136711,0.052741,0.0427191,0,0,0.0729422,0.0255415,0.0552616,0.035,0.0414028,0.0750928,0.0186099,0.0119318,0.024068,0,0.0209628,0.0242093,0,0
100,0.0282662,0,0,0,0,0.0420116,0,0,0,0,0,0,0.0222914,0,0.0186924,0.065956,0,0,0.0180161,0,0,0.0249503,0.0703902,0.0174564,0.00432393,0.0154783,0.0386804,0.0422072,0.0389044,0.0518563,0,0.00930966,0.0105444,0.0253676,0.0266059,0.0259205,0.0171553,0.0224673,0.0319151,0,0.0185169,0.0668218,0.0344552,0,0,0.0240516,0,0,0.0477312,0.0559964,0.0280235,0.0239917,0.0131043,0.0476864,0.0398837,0.0433049,0.0749083,0.0697269,0.0251187,0.060769,0.0371731,0.047078,0.0803017,0.0183131,0.00998051,0.0275892,0.022528,0.0210348,0.0247716,0,0
101,0.0252844,0,0,0,0,0.0418194,0,0,0,0,0,0,0.0225101,0,0.0186518,0.0644083,0,0,0.0189345,0,0,0.0252213,0.0740313,0.0209767,0.0101861,0.0119545,0.0370324,0.0434915,0.0327642,0.0438474,0.0982693,0.015664,0.0160593,0.0295445,0.0328728,0.0300688,0.0173101,0.0226769,0.0323259,0,0.0184886,0.0666123,0.0331136,0,0,0.0248133,0,0,0.0483609,0.0567155,0.0274256,0.0248422,0.0139645,0.0488317,0.0427919,0.0424068,0.0743502,0.0696621,0.0255052,0.0611664,0.0374494,0.0474691,0.0807898,0.0180294,0.0101218,0.0272247,0.0229054,0.0199733,0.0269538,0,0
102,0.0253275,0,0,0,0,0.0417223,0,0,0,0,0,0,0.0224145,0,0.0186361,0.0645371,0,0,0.0187612,0,0,0.0252434,0.0740253,0.0210116,0.0100917,0.0120199,0.0370618,0.0433867,0.0327441,0.0438862,0.0966548,0.0155567,0.0161384,0.0296122,0.032911,0.0299257,0.0172857,0.0226714,0.0323121,0,0.0184639,0.0666675,0.0332639,0,0,0.0245142,0,0,0.0483421,0.0566443,0.027478,0.0248033,0.0139452,0.0488145,0.0427845,0.0423157,0.0743996,0.069612,0.0254385,0.0612077,0.0374652,0.0475137,0.0808431,0.0179343,0.00960182,0.0270498,0.0227947,0.0199949,0.0269638,0,0
103,0.0252944,0,0,0,0,0.0415685,0,0,0,0,0,0,0.0225974,0,0.018702,0.0646437,0,0,0.0186178,0,0,0.0251912,0.0741235,0.020673,0.0101783,0.0118682,0.0370041,0.0433527,0.0322235,0.0439134,0.0966377,0.0155081,0.0163014,0.0295504,0.0327844,0.0292869,0.0173047,0.0226835,0.0324288,0,0.0185013,0.0666686,0.0333722,0,0,0.0241945,0,0,0.0483254,0.0565806,0.0275075,0.0248302,0.0139108,0.0488253,0.0428607,0.0422941,0.0743747,0.0695581,0.0253568,0.0612446,0.0375473,0.0475464,0.0808729,0.0178099,0.00880798,0.0269233,0.0226592,0.0198959,0.0270396,0,0
104,0.0252897,0,0,0,0,0.0414824,0,0,0,0,0,0,0.022816,0,0.0187434,0.0646356,0,0,0.0184071,0,0,0.0250983,0.0741593,0.0204932,0.0102046,0.0118727,0.0369895,0.0433508,0.032172,0.0438036,0.0969291,0.0155606,0.0165051,0.0295316,0.0327484,0.0287669,0.0172788,0.0225429,0.0326923,0,0.0185095,0.066662,0.0334591,0,0,0.0241853,0,0,0.0482262,0.0565324,0.0275397,0.0248394,0.0139438,0.0488048,0.0429261,0.0423274,0.0740467,0.0694841,0.0252567,0.0612506,0.0375767,0.0475444,0.0808745,0.0176414,0.00902754,0.0266909,0.0225664,0.0198273,0.027086,0,0
105,0.0252852,0,0,0,0,0.0413534,0,0,0,0,0,0,0.0230781,0,0.0187573,0.0646285,0,0,0.0181826,0,0,0.0250114,0.0742007,0.0205154,0.010208,0.011967,0.0369506,0.0434121,0.0322095,0.043636,0.096939,0.0156324,0.0162304,0.0295202,0.0327312,0.0286709,0.0172475,0.0223958,0.0330923,0,0.0184788,0.0666399,0.0335798,0,0,0.0239719,0,0,0.0482688,0.0564615,0.0275674,0.0248698,0.0139845,0.0487734,0.0429706,0.0425357,0.0734971,0.0693862,0.0251476,0.0612452,0.0375476,0.0475636,0.0809005,0.0173903,0.0082967,0.0264986,0.0225375,0.0197034,0.0271289,0,0
106,0.0284309,0,0,0,0,0.0414105,0,0,0,0,0,0,0.0227646,0,0.0184355,0.0658269,0,0,0.0170741,0,0,0.0247446,0.0702332,0.0182292,0.0040213,0.0153195,0.0386479,0.042263,0.0381354,0.0503368,0,0.00977947,0.011179,0.0262868,0.0277377,0.0260298,0.017043,0.0219501,0.0326099,0,0.0186506,0.0675687,0.0352101,0,0,0.0228377,0,0,0.0476662,0.055736,0.0281944,0.0238587,0.0137995,0.0472445,0.0399873,0.0434791,0.0744352,0.0694098,0.024907,0.0608151,0.0369854,0.047163,0.0804392,0.017642,0.00816483,0.0264304,0.021953,0.0205083,0.0250078,0,0
107,0.0253155,0,0,0,0,0.0412719,0,0,0,0,0,0,0.0234979,0,0.0187363,0.064591,0,0,0.0178892,0,0,0.0249514,0.0742754,0.0206259,0.0100797,0.0121339,0.0369234,0.0436259,0.0322236,0.0434109,0.0967126,0.0154913,0.0160527,0.0294792,0.0326638,0.0284413,0.0173358,0.0224028,0.0333569,0,0.0184829,0.0666764,0.0336979,0,0,0.0239833,0,0,0.0482234,0.0564613,0.0275842,0.0247645,0.0140997,0.0486798,0.0432114,0.0426449,0.0741038,0.0692035,0.0250118,0.0613472,0.0374022,0.0477141,0.0809777,0.0171428,0.00848901,0.0257272,0.0220941,0.019389,0.0272167,0,0
108,0.0253907,0,0,0,0,0.0412799,0,0,0,0,0,0,0.0234925,0,0.0187563,0.0645559,0,0,0.0177781,0,0,0.024916,0.0742955,0.020646,0.0100119,0.0121443,0.0369695,0.0437401,0.032283,0.0433257,0.096636,0.0155401,0.0161566,0.0294349,0.0326231,0.0280894,0.0174184,0.0225291,0.0335814,0,0.018465,0.0667289,0.0337542,0,0,0.0239363,0,0,0.0481217,0.0564241,0.0276327,0.0247342,0.0141343,0.0486831,0.0433974,0.0426459,0.0741148,0.0691215,0.0249156,0.0613711,0.0373457,0.0477473,0.0810148,0.016995,0.00846711,0.0253831,0.0219109,0.0193835,0.0272085,0,0
109,0.0255158,0,0,0,0,0.0412976,0,0,0,0,0,0,0.0235399,0,0.0188275,0.0645299,0,0,0.0177196,0,0,0.0249323,0.0742892,0.0207139,0.00990493,0.0121598,0.0370644,0.0438694,0.0323331,0.0432168,0.0964093,0.0156735,0.0159147,0.0293801,0.03261,0.0277205,0.0175059,0.0227011,0.0337277,0,0.0183928,0.0667567,0.0337955,0,0,0.0239407,0,0,0.0481717,0.0564061,0.0276835,0.024681,0.0141334,0.0487247,0.0436086,0.0427285,0.0741063,0.0690561,0.0248301,0.0613944,0.0373412,0.047761,0.0810652,0.0168863,0.00902846,0.0251388,0.0218816,0.0194632,0.0271492,0,0
110,0.0256602,0,0,0,0,0.0413301,0,0,0,0,0,0,0.0236572,0,0.0188891,0.0645664,0,0,0.0176998,0,0,0.0249599,0.0742564,0.0206224,0.00982563,0.0121662,0.0371543,0.0440894,0.0323538,0.0431352,0.0958832,0.0158061,0.015617,0.0293194,0.032578,0.0274213,0.0176097,0.0227251,0.033786,0,0.0182819,0.0667103,0.0338266,0,0,0.0240207,0,0,0.0482049,0.0564155,0.0277302,0.0245954,0.0141176,0.048791,0.0437618,0.0428953,0.0741197,0.0689955,0.0247697,0.0614289,0.0373528,0.0478681,0.0810909,0.0168417,0.0093733,0.0249007,0.0217282,0.0195517,0.0270818,0,0
111,0.0257936,0,0,0,0,0.0413504,0,0,0,0,0,0,0.0238154,0,0.0189571,0.0646371,0,0,0.0177172,0,0,0.025002,0.0742235,0.0204269,0.00975206,0.0122069,0.0372491,0.0443522,0.0323245,0.0430711,0.095639,0.0158239,0.0156603,0.0292796,0.032566,0.0272349,0.0176992,0.0226985,0.0339381,0,0.0182899,0.0665585,0.0338515,0,0,0.0241289,0,0,0.0481919,0.0564106,0.0278192,0.0245807,0.0140902,0.0488747,0.0439038,0.0428884,0.0741484,0.0689473,0.024737,0.0614516,0.0373733,0.0478727,0.0810516,0.016774,0.00970864,0.0245927,0.0214407,0.0195789,0.0270446,0,0
112,0.025902,0,0,0,0,0.0413956,0,0,0,0,0,0,0.0239531,0,0.0189824,0.0646936,0,0,0.0178156,0,0,0.0250652,0.0742166,0.0202906,0.00971083,0.0123264,0.0373386,0.0446189,0.0322738,0.043067,0.0956893,0.0157545,0.0158462,0.0292573,0.0325335,0.0270469,0.0177898,0.0227602,0.0341034,0,0.0182921,0.0664971,0.033891,0,0,0.0240812,0,0,0.04809,0.0564104,0.0279434,0.0246036,0.0140757,0.0489404,0.0440779,0.0428294,0.0741803,0.068908,0.0247107,0.0614684,0.0373905,0.0478535,0.0810171,0.0167245,0.00967322,0.0244382,0.0215244,0.0195794,0.0270478,0,0
113,0.0259929,0,0,0,0,0.0414538,0,0,0,0,0,0,0.024061,0,0.0190156,0.0647274,0,0,0.0179719,0,0,0.0251699,0.0742349,0.0202404,0.00970815,0.0124348,0.0374121,0.0448466,0.0322599,0.0430096,0.0958193,0.015749,0.0159162,0.0292331,0.0325163,0.0268773,0.0178778,0.0227616,0.0341701,0,0.0182815,0.0664968,0.0339401,0,0,0.0239798,0,0,0.0480697,0.056421,0.0280534,0.0246208,0.0140979,0.0490061,0.0442172,0.0428387,0.0742125,0.0688806,0.02469,0.0614725,0.0373873,0.0478807,0.0810024,0.016665,0.00968381,0.0242771,0.0216065,0.0196964,0.027075,0,0
114,0.0260858,0,0,0,0,0.0414776,0,0,0,0,0,0,0.0241872,0,0.0190476,0.0647096,0,0,0.0180882,0,0,0.0252463,0.0742632,0.0202424,0.00970202,0.0125156,0.0374443,0.0450619,0.0322763,0.0428435,0.0958393,0.015823,0.0159193,0.0292536,0.0325345,0.0267157,0.0179149,0.0227122,0.0342519,0,0.0182741,0.0664378,0.0339833,0,0,0.0238709,0,0,0.0480908,0.0564007,0.0281344,0.0246254,0.0141265,0.0490425,0.0443355,0.0429139,0.0741987,0.0688714,0.0246726,0.0614736,0.0373546,0.0481067,0.0809634,0.0165915,0.00972176,0.0240402,0.0215586,0.0198519,0.0271056,0,0
115,0.0261823,0,0,0,0,0.0414918,0,0,0,0,0,0,0.0243162,0,0.0190809,0.0646397,0,0,0.018148,0,0,0.0252814,0.0743083,0.0202483,0.00969624,0.0125328,0.0374562,0.0452604,0.0323015,0.0426962,0.0958938,0.0158099,0.0159486,0.0292623,0.0325227,0.0265411,0.0179586,0.0227278,0.0343615,0,0.018285,0.0663656,0.0340377,0,0,0.0237593,0,0,0.0480311,0.0563681,0.0281973,0.0246382,0.0141629,0.0490496,0.0444712,0.0430329,0.0742112,0.0688648,0.0247074,0.0614338,0.0373189,0.0484476,0.0809238,0.016509,0.00969879,0.0238014,0.021478,0.0200946,0.0271289,0,0
116,0.0262913,0,0,0,0,0.0415561,0,0,0,0,0,0,0.0243906,0,0.0191203,0.0646176,0,0,0.0181964,0,0,0.0253351,0.0743228,0.0202504,0.0096641,0.0125379,0.0375007,0.0453802,0.0322384,0.04261,0.0958839,0.0157933,0.0159656,0.0292715,0.0325376,0.026482,0.0179806,0.0227832,0.0344527,0,0.0182712,0.066368,0.0341239,0,0,0.0237102,0,0,0.0479895,0.0563782,0.0281764,0.0245918,0.0142129,0.049061,0.044646,0.0430645,0.0742306,0.0688415,0.0247505,0.0614539,0.0372971,0.0482186,0.0809606,0.0164908,0.00975633,0.0235925,0.0214591,0.0202658,0.0271256,0,0
117,0.0264037,0,0,0,0,0.0415859,0,0,0,0,0,0,0.0245089,0,0.0191643,0.0646379,0,0,0.0182159,0,0,0.0254091,0.0743303,0.0202388,0.00962693,0.0125494,0.0375395,0.0454528,0.0321587,0.0425334,0.0958995,0.0158211,0.0159675,0.0292579,0.0325422,0.0263254,0.0179687,0.0228439,0.0345667,0,0.0182343,0.0663841,0.0342408,0,0,0.0237795,0,0,0.0479986,0.0563716,0.0281495,0.0245206,0.014281,0.049047,0.0448907,0.0429808,0.0742682,0.0688308,0.0246946,0.0615151,0.0372651,0.0480467,0.0810246,0.0164469,0.0100836,0.0233408,0.0215009,0.020219,0.0271144,0,0
118,0.0265053,0,0,0,0,0.0415916,0,0,0,0,0,0,0.0246513,0,0.0191995,0.0646283,0,0,0.0182377,0,0,0.0254355,0.0743488,0.020208,0.00958959,0.012577,0.0376085,0.0454786,0.0321364,0.0423649,0.0959285,0.0158198,0.0159303,0.0292563,0.0325448,0.0261871,0.0179732,0.0228739,0.0346908,0,0.0181885,0.0663721,0.0343981,0,0,0.0235749,0,0,0.0478356,0.0563139,0.0281083,0.0244774,0.0143925,0.0490615,0.0451483,0.0428616,0.0742978,0.0688175,0.0246341,0.0615765,0.0372039,0.0480144,0.0810684,0.0163722,0.0100784,0.0230622,0.0215189,0.0203421,0.0271097,0,0
119,0.0266,0,0,0,0,0.0415516,0,0,0,0,0,0,0.0246439,0,0.0192093,0.0646347,0,0,0.0182488,0,0,0.0254103,0.0743585,0.0202043,0.00955177,0.0126129,0.0376946,0.0454389,0.0322078,0.0421024,0.0958536,0.0158073,0.0158831,0.0292357,0.0325443,0.0260853,0.0179571,0.0228447,0.0348137,0,0.018178,0.0663788,0.0345927,0,0,0.0233492,0,0,0.047661,0.0562437,0.0280721,0.0244284,0.0145308,0.0491001,0.045465,0.0427671,0.0743342,0.0687805,0.0246034,0.0616187,0.0371404,0.0480459,0.081101,0.016284,0.0101125,0.0227942,0.0215375,0.0205039,0.0271062,0,0
120,0.0266421,0,0,0,0,0.0414802,0,0,0,0,0,0,0.0244977,0,0.019201,0.0646784,0,0,0.0181863,0,0,0.0254053,0.0743382,0.020238,0.00948131,0.0126488,0.0377895,0.0453951,0.0322857,0.0417821,0.0957453,0.0157735,0.0158578,0.0292022,0.032517,0.0260156,0.0179102,0.0228298,0.0349648,0,0.0181582,0.066376,0.0348113,0,0,0.0233591,0,0,0.0477448,0.0562157,0.0280432,0.0243643,0.0145986,0.0491255,0.0458024,0.0428792,0.0742771,0.0687488,0.0245799,0.0616484,0.0370983,0.0480571,0.081138,0.0161764,0.0102389,0.022515,0.0214585,0.0205227,0.0271054,0,0
121,0.0266459,0,0,0,0,0.0413759,0,0,0,0,0,0,0.024524,0,0.0192113,0.0646389,0,0,0.0180916,0,0,0.0254524,0.07434,0.0202744,0.00942851,0.0127153,0.0378751,0.045334,0.0322933,0.0418464,0.0958884,0.01579,0.0158852,0.0292018,0.0325544,0.0259866,0.0178109,0.0228371,0.03515,0,0.0181423,0.0663777,0.0350242,0,0,0.0233196,0,0,0.0477264,0.0561943,0.0280282,0.0243562,0.0146287,0.049141,0.0462184,0.042888,0.0742028,0.0687296,0.0245464,0.0616526,0.0370698,0.0480519,0.0811691,0.0160683,0.0102886,0.022259,0.0214449,0.0205627,0.0271472,0,0
122,0.026616,0,0,0,0,0.0413151,0,0,0,0,0,0,0.0246465,0,0.0191852,0.0645435,0,0,0.0180269,0,0,0.0255126,0.0743359,0.020359,0.009398,0.0129241,0.0379627,0.045284,0.0321498,0.0429738,0.0958312,0.0158775,0.0159588,0.0293451,0.0327971,0.0259805,0.0176451,0.0227619,0.0353356,0,0.0181244,0.0664687,0.0352241,0,0,0.0232343,0,0,0.0476445,0.0562318,0.0280113,0.024254,0.0146746,0.0491694,0.0467055,0.042906,0.0742167,0.068716,0.024575,0.0616693,0.0370906,0.0480513,0.0812144,0.0159689,0.0102177,0.0220345,0.0215206,0.0204793,0.0272128,0,0
123,0.0266276,0,0,0,0,0.0413248,0,0,0,0,0,0,0.0247473,0,0.0191226,0.0645007,0,0,0.0179775,0,0,0.0255296,0.0743167,0.0204828,0.00942678,0.0132061,0.0381192,0.0452016,0.0319493,0.0448516,0.0955925,0.016029,0.0160914,0.029572,0.0331207,0.026026,0.0174643,0.0227292,0.0355153,0,0.0180586,0.0665544,0.0354413,0,0,0.0231781,0,0,0.0475908,0.0563108,0.0279829,0.0240913,0.0147236,0.0492122,0.0472183,0.0429562,0.0742469,0.0687187,0.0246421,0.061701,0.0371021,0.0480678,0.0812642,0.0158789,0.0101797,0.0218423,0.0216563,0.0204916,0.0272485,0,0
124,0.0276851,0,0,0,0,0.0414014,0,0,0,0,0,0,0.0243616,0,0.0191263,0.0645857,0,0,0.0173433,0,0,0.0254121,0.0743107,0.0205099,0.0100437,0.013306,0.0377767,0.0434897,0.032898,0.0438607,0.096222,0.0159094,0.0159801,0.0295028,0.0328887,0.0264922,0.0167209,0.022353,0.0368248,0,0.0178224,0.0676996,0.0363532,0,0,0.0231399,0,0,0.0475987,0.0536522,0.0290707,0.0273606,0.0170682,0.050383,0.0475951,0,0.0765905,0.0687922,0.0241116,0.0601211,0.0357426,0.0464834,0.0801166,0.016139,0.0103184,0.0216045,0.0217748,0.0208645,0.0261294,0,0
125,0.0269327,0,0,0,0,0.0414012,0,0,0,0,0,0,0.0244224,0,0.0193406,0.064392,0,0,0.017783,0,0,0.0255165,0.0744327,0.0204109,0.00937984,0.0129218,0.0385219,0.0449059,0.0326882,0.0427036,0.0960469,0.0160032,0.015915,0.0292895,0.032586,0.0263448,0.017387,0.0226084,0.0353028,0,0.0180795,0.0664672,0.0358483,0,0,0.02313,0,0,0.0476271,0.0561923,0.0281792,0.0241133,0.0148098,0.0491475,0.0479984,0.0430208,0.074358,0.068682,0.0245212,0.0617262,0.0370581,0.0480694,0.0812883,0.0158962,0.0102716,0.021442,0.0218768,0.0206605,0.0270361,0,0
126,0.0269862,0,0,0,0,0.0414354,0,0,0,0,0,0,0.0243677,0,0.0193475,0.0643227,0,0,0.0177859,0,0,0.0255386,0.0743716,0.0204599,0.00924377,0.0129165,0.0387245,0.0447681,0.0328403,0.042616,0.0961128,0.0160701,0.0158859,0.029291,0.032569,0.0264355,0.0172483,0.0225381,0.0355532,0,0.0180255,0.0664546,0.0359151,0,0,0.0231035,0,0,0.0475603,0.0562104,0.0282055,0.0239247,0.0146949,0.0491507,0.0483318,0.0430787,0.074346,0.0686522,0.0245535,0.0617724,0.0371284,0.0480742,0.0813009,0.0158018,0.0103784,0.02118,0.0217259,0.021001,0.0269583,0,0
127,0.026956,0,0,0,0,0.0414538,0,0,0,0,0,0,0.0243626,0,0.019322,0.0642645,0,0,0.0176841,0,0,0.0255642,0.0743452,0.020527,0.00919633,0.0129673,0.0387888,0.0446467,0.0328653,0.0427111,0.0960471,0.0158807,0.0159147,0.0293504,0.0326458,0.0263447,0.0170508,0.0223976,0.0356071,0,0.0179999,0.0663772,0.0359079,0,0,0.0232497,0,0,0.0475378,0.0562334,0.0282397,0.023823,0.01463,0.0491912,0.0486738,0.0431172,0.0743135,0.0686363,0.0245486,0.0617895,0.0371207,0.0480977,0.081321,0.0157585,0.0105974,0.020853,0.0214223,0.0211682,0.0269321,0,0
128,0.0269231,0,0,0,0,0.0414064,0,0,0,0,0,0,0.0244218,0,0.0193135,0.06421,0,0,0.0175782,0,0,0.0255489,0.0743846,0.0206124,0.00915808,0.013012,0.0388031,0.0445957,0.032841,0.0427521,0.0959727,0.015622,0.0159865,0.0294026,0.0326996,0.0261988,0.0169079,0.0222873,0.0356606,0,0.0179756,0.0662781,0.0359063,0,0,0.023217,0,0,0.047537,0.0562459,0.0283005,0.0236949,0.0145848,0.049177,0.0488646,0.0430824,0.0743409,0.0686308,0.0244747,0.0618142,0.0371253,0.0481365,0.0813247,0.0157146,0.0104082,0.0208716,0.0214491,0.0210519,0.0269607,0,0
