Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
129,0.0269366,0,0,0,0,0.0413509,0,0,0,0,0,0,0.0245546,0,0.0192799,0.0641211,0,0,0.0174722,0,0,0.0255668,0.0744652,0.0205547,0.0091505,0.0130349,0.0388038,0.0445992,0.032877,0.0426998,0.0959955,0.0154942,0.0161157,0.0294286,0.0327306,0.0260831,0.0168326,0.0222328,0.0357253,0,0.0179446,0.0662833,0.0358956,0,0,0.0231894,0,0,0.0475344,0.0562193,0.0283628,0.0235795,0.014563,0.0491404,0.0489332,0.0429193,0.0743513,0.0686172,0.0244452,0.0618037,0.0371423,0.0481005,0.0813,0.0156612,0.0102572,0.0207798,0.0213942,0.0210014,0.0269891,0,0
130,0.0269785,0,0,0,0,0.0412912,0,0,0,0,0,0,0.0247346,0,0.0192197,0.0639546,0,0,0.0173518,0,0,0.0255883,0.0745467,0.0205046,0.00918394,0.0130236,0.0388033,0.0446434,0.0329687,0.0426274,0.0961604,0.0155181,0.0163019,0.0294622,0.0327423,0.025933,0.0168455,0.0223083,0.0357045,0,0.0178755,0.0663494,0.0358763,0,0,0.0232267,0,0,0.0475052,0.0561849,0.028424,0.0234998,0.0145563,0.0491057,0.0489134,0.0426911,0.0743434,0.0686339,0.0244581,0.0617894,0.0371294,0.048092,0.0812665,0.0156045,0.0102374,0.0207586,0.0215826,0.0210273,0.0270254,0,0
131,0.0270168,0,0,0,0,0.0412174,0,0,0,0,0,0,0.0248648,0,0.0191745,0.0638183,0,0,0.0172324,0,0,0.0256258,0.0746081,0.0204931,0.00919627,0.0130077,0.0388224,0.0447058,0.0330219,0.0425894,0.0960966,0.0155407,0.0163035,0.0295533,0.0327373,0.0257188,0.0168975,0.0225368,0.0356945,0,0.0177583,0.0663269,0.035831,0,0,0.0232397,0,0,0.0474705,0.0561897,0.0284728,0.0234592,0.0145278,0.0490866,0.0488495,0.0426292,0.0743599,0.0686407,0.0244832,0.0617782,0.0371093,0.0481689,0.0812662,0.0155792,0.0102997,0.0207348,0.0216388,0.0211319,0.0271154,0,0
132,0.0270229,0,0,0,0,0.0411647,0,0,0,0,0,0,0.0249434,0,0.0191735,0.0637501,0,0,0.0171556,0,0,0.0256383,0.0746396,0.0205146,0.00921133,0.0130104,0.0388361,0.0448039,0.0329948,0.0425733,0.0960198,0.0155277,0.0162667,0.0296145,0.0327574,0.0255142,0.0168853,0.0225415,0.0357298,0,0.0176655,0.0662342,0.0357735,0,0,0.0231889,0,0,0.0474562,0.0562302,0.0285041,0.0233911,0.014447,0.0490913,0.0487823,0.0427863,0.0744186,0.0686177,0.0245163,0.0617649,0.037095,0.0482396,0.0812572,0.0155777,0.0101708,0.0207013,0.0215953,0.0212801,0.0272353,0,0
133,0.0269837,0,0,0,0,0.0411195,0,0,0,0,0,0,0.0249605,0,0.0191868,0.0639255,0,0,0.0171707,0,0,0.0256022,0.0746775,0.020535,0.00920807,0.0130223,0.0387941,0.0449728,0.032945,0.0425105,0.0959673,0.0155558,0.01622,0.0296228,0.0327991,0.0254375,0.0169161,0.0223022,0.0357834,0,0.0176168,0.0662359,0.0357221,0,0,0.0230984,0,0,0.0474613,0.0562316,0.0285909,0.0233235,0.0143806,0.0490729,0.0487409,0.0430501,0.0743814,0.0685937,0.0244852,0.0618921,0.0370972,0.0482169,0.0812126,0.015531,0.0096485,0.0206807,0.021583,0.0211959,0.027355,0,0
134,0.0258616,0,0,0,0,0.0410973,0,0,0,0,0,0,0.0246061,0,0.0193741,0.063336,0,0,0.0178279,0,0,0.0257055,0.074724,0.0206633,0.00862209,0.0126781,0.0394156,0.0471181,0.0324013,0.0424231,0.0956648,0.0157543,0.016337,0.0296702,0.0328226,0.0260536,0.0176844,0.0225328,0.0344567,0,0.0187127,0.0654524,0.0349237,0,0,0.0230164,0,0,0.0474773,0.0591507,0.0246985,0.0192897,0.0166034,0.0477796,0.0487986,0.0410101,0.0706303,0.0653132,0.0220568,0,0.03968,0.0517083,0.0847333,0.015513,0.00887512,0.0207043,0.0217073,0.0205945,0.0286476,0,0
135,0.0258486,0,0,0,0,0.0410833,0,0,0,0,0,0,0.0245425,0,0.0193624,0.0632069,0,0,0.0178017,0,0,0.0257023,0.0747123,0.0206709,0.00867422,0.0126432,0.0394784,0.0471967,0.0322425,0.0422924,0.095671,0.0158325,0.0163073,0.0297027,0.0328606,0.0260504,0.017766,0.0224995,0.034796,0,0.0187247,0.0654717,0.034922,0,0,0.0230041,0,0,0.0473946,0.0590576,0.0248106,0.0193546,0.0165547,0.0478151,0.0489064,0.0409775,0.0700906,0.0652893,0.0219456,0,0.0396526,0.0517481,0.0846941,0.0153637,0.00926516,0.0206251,0.0216756,0.0204925,0.0287452,0,0
136,0.0269167,0,0,0,0,0.0410619,0,0,0,0,0,0,0.0249132,0,0.0191497,0.0635423,0,0,0.017294,0,0,0.0255871,0.0746597,0.0205272,0.00926102,0.0129468,0.0390172,0.0453353,0.0323809,0.0421656,0.0959489,0.0158117,0.0161245,0.0297322,0.0329325,0.0255156,0.0168625,0.0220716,0.0368224,0,0.017727,0.0663065,0.0357359,0,0,0.0228871,0,0,0.0473813,0.0560249,0.0289349,0.0233595,0.0143626,0.0491909,0.0489003,0.0431523,0.0736307,0.0685089,0.0241938,0.0629702,0.0370659,0.0482574,0.0810643,0.0152215,0.00954786,0.0205442,0.0215703,0.0210289,0.0276601,0,0
137,0.0268525,0,0,0,0,0.041041,0,0,0,0,0,0,0.024961,0,0.0192062,0.0635421,0,0,0.0172843,0,0,0.0256065,0.0746652,0.0205229,0.00918667,0.0129307,0.039043,0.0454276,0.0322703,0.0421531,0.0958974,0.0158791,0.0161437,0.0297391,0.0329451,0.0256753,0.0169078,0.0221409,0.0368679,0,0.0176173,0.0662642,0.0357594,0,0,0.0230053,0,0,0.0474745,0.0559876,0.0289887,0.0233714,0.0142414,0.0491483,0.049135,0.0431866,0.0735464,0.0685465,0.0242523,0.0620472,0.0369876,0.048302,0.0810853,0.0152459,0.00962878,0.0203943,0.0216179,0.0211221,0.0277679,0,0
138,0.0268106,0,0,0,0,0.0410143,0,0,0,0,0,0,0.0248769,0,0.0192762,0.0639927,0,0,0.0173252,0,0,0.0256202,0.0746574,0.0205903,0.00913911,0.0129279,0.0390612,0.0455512,0.0323405,0.0422763,0.0958901,0.015787,0.0161557,0.0297564,0.0329607,0.0257888,0.0168898,0.0221785,0.0367121,0,0.0176247,0.0661989,0.0357602,0,0,0.0230357,0,0,0.0474624,0.0560237,0.0290141,0.0233296,0.0141329,0.049052,0.0493546,0.0433114,0.0739999,0.0685283,0.0242866,0.0616532,0.0369483,0.0483564,0.0811356,0.0152658,0.00974012,0.0202599,0.0216078,0.0210943,0.0278842,0,0
139,0.0268126,0,0,0,0,0.0409549,0,0,0,0,0,0,0.0247953,0,0.0193223,0.0641869,0,0,0.0173573,0,0,0.0256331,0.0746469,0.0206581,0.0091052,0.0129234,0.0390852,0.0456038,0.0324334,0.042373,0.0959273,0.0157354,0.0161193,0.0297363,0.0329213,0.0257847,0.0168363,0.0221665,0.0367248,0,0.0176165,0.0661928,0.0357846,0,0,0.0229668,0,0,0.0473478,0.0560362,0.0290422,0.0232466,0.0140813,0.048984,0.0495316,0.0435143,0.074262,0.0685072,0.0242871,0.061654,0.036921,0.0483809,0.0811451,0.0152102,0.00972794,0.0201304,0.0215557,0.0210578,0.0279526,0,0
140,0.0268376,0,0,0,0,0.0409256,0,0,0,0,0,0,0.0248515,0,0.0193233,0.064158,0,0,0.0173859,0,0,0.0256319,0.0745983,0.0205169,0.0090224,0.0129556,0.0390946,0.0455576,0.0324901,0.0423431,0.0960239,0.0157009,0.0160265,0.0296659,0.0328301,0.0256891,0.0167325,0.0221191,0.0369021,0,0.0175168,0.0662443,0.035829,0,0,0.0229337,0,0,0.0472977,0.0560103,0.0290814,0.0231323,0.0140422,0.0489331,0.0496641,0.0433586,0.0743082,0.0684834,0.0241986,0.0616941,0.0369239,0.0483878,0.0811276,0.0151422,0.00989146,0.0200058,0.0214848,0.0210172,0.0279652,0,0
141,0.0268428,0,0,0,0,0.0408428,0,0,0,0,0,0,0.0248692,0,0.0193085,0.0640776,0,0,0.0174463,0,0,0.0256246,0.0746001,0.0204484,0.00895318,0.0129699,0.0390561,0.0454804,0.032506,0.0423393,0.0961139,0.0157084,0.0160377,0.0296215,0.0327906,0.0256303,0.0165658,0.0220924,0.0370241,0,0.0174281,0.0662474,0.0358682,0,0,0.0229029,0,0,0.0472543,0.055986,0.0291513,0.0230568,0.0140151,0.0488602,0.0497849,0.0432405,0.0742607,0.0684636,0.0241287,0.0617021,0.0369282,0.0483915,0.0811096,0.0150757,0.00995743,0.0199009,0.0214891,0.0210353,0.0279936,0,0
142,0.0268206,0,0,0,0,0.0407299,0,0,0,0,0,0,0.0248064,0,0.0193044,0.0640674,0,0,0.0175036,0,0,0.0256195,0.0746135,0.0205003,0.00884041,0.0129474,0.0389381,0.0454376,0.0325512,0.0424106,0.096169,0.0158601,0.0160938,0.0296228,0.0327823,0.0256713,0.0164087,0.0220735,0.0370539,0,0.017377,0.0662394,0.0358913,0,0,0.0228024,0,0,0.0471884,0.0559841,0.0292393,0.0230129,0.014001,0.0487129,0.0498929,0.0433698,0.0742037,0.0684247,0.0241059,0.0617134,0.0369087,0.0483795,0.0811032,0.0149915,0.00988648,0.0198229,0.0214898,0.0209852,0.0280442,0,0
143,0.0263444,0,0,0,0,0.0407251,0,0,0,0,0,0,0.022017,0,0.0189442,0,0,0,0.0175128,0,0,0.0255686,0.0725787,0.0210454,0.0110041,0.0121964,0.0350221,0.0448179,0.0315504,0.0446871,0.0968354,0.0155819,0.0165202,0.0300635,0.0330666,0.0311023,0.0158217,0.0219372,0.0407855,0,0.0174662,0.057865,0.0359984,0,0,0.0231109,0,0,0.0474268,0.0575783,0.0295383,0.0239017,0.0145782,0.0487088,0.0526515,0.0441422,0.0745082,0.0693376,0.0269619,0.0607485,0.0360175,0.0473117,0.0803408,0.0147607,0.0104954,0.0195786,0.0217947,0.0216047,0.0274745,0,0
144,0.0262091,0,0,0,0,0.0406857,0,0,0,0,0,0,0.0216523,0,0.0190851,0,0,0,0.0175214,0,0,0.0255815,0.0725543,0.0211837,0.0116391,0.0121883,0.0347491,0.0448445,0.0316275,0.0445532,0.0967952,0.015445,0.0166842,0.0300976,0.0330594,0.031933,0.0157581,0.0219851,0.0414519,0,0.0172502,0.0575533,0.0360152,0,0,0.0232278,0,0,0.047357,0.057627,0.0296119,0.0238968,0.0146078,0.0483284,0.0529609,0.0441356,0.074643,0.0694235,0.0271658,0.0606752,0.0359476,0.0472073,0.0802627,0.0149052,0.0103432,0.0192308,0.0219662,0.0213255,0.0275499,0,0
145,0.0261301,0,0,0,0,0.040634,0,0,0,0,0,0,0.0216593,0,0.0191385,0,0,0,0.0174831,0,0,0.0255935,0.0726117,0.0211425,0.0116777,0.0121573,0.0347747,0.0446555,0.0315973,0.0444902,0.0968252,0.0153747,0.0166938,0.0300946,0.0330586,0.0319903,0.0155777,0.0219829,0.0413846,0,0.0171943,0.0574165,0.0360427,0,0,0.0232334,0,0,0.0473246,0.0576543,0.0296247,0.0238347,0.0146387,0.0482762,0.0531477,0.0441797,0.0746784,0.0694451,0.0271818,0.0607007,0.0359301,0.0471881,0.0802569,0.0149496,0.0103781,0.0189776,0.0217944,0.0209936,0.0276684,0,0
146,0.0260814,0,0,0,0,0.0405593,0,0,0,0,0,0,0.021682,0,0.0191334,0,0,0,0.0174213,0,0,0.0255554,0.0726715,0.0211949,0.0116605,0.0121189,0.0348012,0.0444324,0.0315288,0.0444739,0.0968754,0.0153942,0.0165816,0.0300751,0.033052,0.0319478,0.0154221,0.0218652,0.0411862,0,0.0171862,0.0573157,0.0360373,0,0,0.0232449,0,0,0.0471884,0.0576729,0.0296029,0.0237869,0.0146586,0.048268,0.0534028,0.0441693,0.0746881,0.0694609,0.0271787,0.0607116,0.0359243,0.0471467,0.0802602,0.0150113,0.0104851,0.0186471,0.0213713,0.0208316,0.0277729,0,0
147,0.0260689,0,0,0,0,0.0404727,0,0,0,0,0,0,0.0216655,0,0.0191426,0,0,0,0.017394,0,0,0.0255255,0.072688,0.0213106,0.0115441,0.0121356,0.0348633,0.0442029,0.0316847,0.0444607,0.0968704,0.0155055,0.0165721,0.0300992,0.033088,0.0320224,0.0152718,0.0217622,0.0411647,0,0.0171669,0.0573751,0.0360747,0,0,0.0232049,0,0,0.0471177,0.0576754,0.0295705,0.0237063,0.0146511,0.0483106,0.0536805,0.0440065,0.0746901,0.0694765,0.027191,0.0607193,0.0358996,0.0471348,0.0802449,0.0150567,0.0104134,0.0185545,0.0214505,0.0207245,0.0278129,0,0
148,0.0261023,0,0,0,0,0.0404102,0,0,0,0,0,0,0.0215694,0,0.0191349,0,0,0,0.017359,0,0,0.0255559,0.0726221,0.0214894,0.0112472,0.0122953,0.0349924,0.0439664,0.0323656,0.0442959,0.0968058,0.0154821,0.016671,0.0302516,0.0332516,0.0323175,0.0150883,0.0217169,0.0412661,0,0.0171366,0.057565,0.0361439,0,0,0.023245,0,0,0.0470872,0.0576999,0.0295128,0.0235843,0.0146381,0.0483473,0.0539836,0.043878,0.0747139,0.06949,0.0272323,0.0607403,0.0358778,0.047134,0.0802303,0.0150701,0.0105836,0.0184432,0.0216157,0.0206581,0.0278099,0,0
149,0.0261264,0,0,0,0,0.040362,0,0,0,0,0,0,0.0215356,0,0.0191354,0,0,0,0.0172964,0,0,0.0255618,0.0725984,0.0214893,0.0109804,0.0122846,0.0351072,0.0437437,0.0324245,0.044194,0.0967822,0.015242,0.0166543,0.0303016,0.0332673,0.0323838,0.014898,0.0216554,0.041366,0,0.0170977,0.0577132,0.0362135,0,0,0.0233118,0,0,0.0470384,0.0577324,0.0294145,0.0234844,0.014678,0.0484002,0.0544071,0.0438555,0.0747137,0.0695007,0.0272686,0.0607548,0.0358796,0.047101,0.080252,0.0150633,0.010808,0.0183348,0.0216843,0.0206206,0.0278177,0,0
150,0.0258621,0,0,0,0,0.0403163,0,0,0,0,0,0,0.0221198,0,0.0194532,0,0,0,0.0173006,0,0,0.0255536,0.073262,0.020543,0.011934,0.0110931,0.0349948,0.043542,0.0328699,0.0450884,0.0971384,0.0147415,0.0159958,0.0295082,0.0321796,0.030627,0.0146992,0.0215785,0.0413544,0,0.0170421,0.057204,0.0362317,0,0,0.023421,0,0,0.047087,0.0576826,0.0292779,0.0238171,0.0146008,0.0487117,0.0552855,0.0437362,0.0747028,0.069384,0.027058,0.0608766,0.0360302,0.0471931,0.0803974,0.0149932,0.0108616,0.0182051,0.0217625,0.0206567,0.0280162,0,0
151,0.0251331,0,0,0,0,0.0402055,0,0,0,0,0,0,0.0235249,0,0.0205687,0,0,0,0.0173653,0,0,0.0255873,0.0753474,0.0187769,0.0152749,0.00880579,0.0345111,0.0434106,0.0665334,0.0477165,0.0981783,0.0140433,0.0148602,0.0276153,0.0296678,0.0267744,0.0144958,0.0215819,0.0410304,0,0.0169718,0.0552679,0.0361379,0,0,0.0236377,0,0,0.0472522,0.0574709,0.0290507,0.0249525,0.0142181,0.0494111,0.056828,0.0434475,0.074598,0.0689999,0.0263338,0.0612479,0.036432,0.0475779,0.0806686,0.0147419,0.0110872,0.0180546,0.0219687,0.0209421,0.0285512,0,0
152,0.0257057,0,0,0,0,0.0400009,0,0,0,0,0,0,0.023723,0,0.0209385,0,0,0,0.0168321,0,0,0.0254861,0.0762036,0.0183044,0.0176771,0.0085982,0.0337309,0.0415703,0.0846078,0.0493469,0.0991164,0.0136638,0.014507,0.0269733,0.0287612,0.0259475,0.0137588,0.0212008,0.0421622,0,0.0169212,0.0553088,0.0367704,0,0,0.023678,0,0,0.0472867,0.0549672,0.0297675,0.0282132,0.0164359,0.0510052,0.0579154,0,0.0767085,0.068866,0.0256728,0.0599054,0.0352002,0.0462769,0.079754,0.0159977,0.0107308,0.0179107,0.0221307,0.0213997,0.0278221,0,0
153,0.0241504,0,0,0,0,0.0398724,0,0,0,0,0,0,0.0237348,0,0.0213542,0,0,0,0.0173598,0,0,0.0255572,0.0765376,0.0185182,0.0160187,0.00785072,0.0348446,0.0439787,0.0837149,0.048994,0.0984391,0.0140005,0.0148849,0.0270568,0.0288164,0.0261686,0.0148398,0.0216205,0.0447708,0,0.0170196,0.0534209,0.0359301,0,0,0.023689,0,0,0.0473472,0.0584197,0.027295,0.0229634,0.0134065,0.0491188,0.0582425,0.0423788,0.0733369,0.0674972,0.0246621,0.062902,0,0.0490967,0.0819124,0.0152806,0.00984582,0.0179706,0.022206,0.0209025,0.0295388,0,0
154,0.024918,0,0,0,0,0.0398081,0,0,0,0,0,0,0.0237055,0,0.0210981,0,0,0,0.0170725,0,0,0.0255007,0.0763305,0.0185547,0.0163653,0.00827173,0.0346721,0.0426658,0.081421,0.0487522,0.0985495,0.0139447,0.014795,0.0271354,0.0289608,0.0261853,0.0141242,0.0212618,0.0413757,0,0.0169398,0.0546142,0.036444,0,0,0.023676,0,0,0.0472807,0.0572582,0.0287768,0.0253585,0.0141711,0.0497493,0.0584086,0.0434862,0.0745189,0.0688283,0.0260186,0.0614994,0.0365999,0.0479215,0.0808918,0.0147096,0.0105777,0.0179453,0.0219186,0.020911,0.0287578,0,0
155,0.0249878,0,0,0,0,0.0396959,0,0,0,0,0,0,0.0237134,0,0.0210516,0,0,0,0.0169574,0,0,0.0255164,0.0763233,0.0185615,0.016253,0.00824806,0.0347621,0.0424205,0.0811558,0.0488299,0.0985992,0.0139793,0.014711,0.0271433,0.0289843,0.0262007,0.0140615,0.0211662,0.0416667,0,0.0169531,0.0546554,0.0365035,0,0,0.0238144,0,0,0.0472188,0.0572626,0.028727,0.0253132,0.0143676,0.0497236,0.0586985,0.0436071,0.0744801,0.0688209,0.0260904,0.0618358,0.0364977,0.0479256,0.0809055,0.0147535,0.0112894,0.0178297,0.0216984,0.0207911,0.0287068,0,0
156,0.0250473,0,0,0,0,0.0395735,0,0,0,0,0,0,0.0237497,0,0.0210411,0,0,0,0.0168667,0,0,0.0254813,0.0764197,0.0185476,0.0162771,0.008197,0.0348012,0.0422714,0.0815824,0.0488978,0.0986707,0.0139717,0.0146408,0.0271129,0.0289808,0.0261626,0.0139402,0.0210535,0.0421383,0,0.0169625,0.0546647,0.0365689,0,0,0.0238136,0,0,0.0471632,0.0572408,0.0286663,0.0252544,0.0145704,0.0496982,0.0589253,0.0437124,0.0744665,0.0687975,0.02601,0.0623154,0.0363133,0.0479208,0.0809314,0.0148205,0.0111935,0.0178732,0.0219459,0.0206549,0.0286854,0,0
157,0.0251042,0,0,0,0,0.0394346,0,0,0,0,0,0,0.02374,0,0.0210411,0,0,0,0.0167657,0,0,0.0254295,0.0765433,0.0185716,0.0162766,0.00816316,0.0348188,0.0421646,0.0817071,0.0488953,0.0986978,0.0139311,0.014647,0.0271138,0.0290104,0.0261568,0.0138588,0.0209436,0.0425291,0,0.0169474,0.0547028,0.0366196,0,0,0.0238632,0,0,0.0472049,0.0572302,0.0285814,0.0252045,0.0146722,0.0496725,0.0591488,0.0437199,0.0743901,0.0687658,0.0259715,0.0620334,0.0361894,0.0480173,0.0810005,0.0148784,0.0107199,0.0178581,0.0219864,0.0206023,0.0287082,0,0
158,0.0251721,0,0,0,0,0.0393277,0,0,0,0,0,0,0.0237416,0,0.0210365,0,0,0,0.0167045,0,0,0.0254286,0.076643,0.0186095,0.0162183,0.00813272,0.0348659,0.0421189,0.0816248,0.048874,0.0986833,0.0140502,0.014612,0.0271438,0.0290539,0.0261719,0.0138435,0.0208623,0.0428486,0,0.0168932,0.054738,0.0366604,0,0,0.0238534,0,0,0.0472588,0.0572348,0.028563,0.025166,0.0147833,0.0496334,0.059361,0.0437486,0.0743151,0.068744,0.0259962,0.0618759,0.0361166,0.0480517,0.0810413,0.0148962,0.0100242,0.017838,0.0217584,0.0205306,0.0287403,0,0
159,0.0252432,0,0,0,0,0.039306,0,0,0,0,0,0,0.0237096,0,0.0210108,0,0,0,0.0166469,0,0,0.0254638,0.0767018,0.0186261,0.0161406,0.00810566,0.0349625,0.0420947,0.0815255,0.0488158,0.0986373,0.0141021,0.0144985,0.0271376,0.0290929,0.0261893,0.0137669,0.020793,0.0430919,0,0.016894,0.0547703,0.0367068,0,0,0.0240664,0,0,0.0472656,0.0572238,0.0285484,0.0251311,0.0149502,0.0496142,0.059609,0.0437751,0.0743561,0.0687336,0.0260643,0.0619392,0.0360108,0.0480341,0.0810641,0.0149349,0.0104866,0.017881,0.0219006,0.0205035,0.0287501,0,0
160,0.0253225,0,0,0,0,0.039262,0,0,0,0,0,0,0.0237027,0,0.0209983,0,0,0,0.0165933,0,0,0.0254596,0.0767527,0.0186404,0.0160789,0.00808658,0.0350684,0.0421101,0.0814463,0.048752,0.0985994,0.013965,0.0145394,0.0271238,0.0291003,0.026084,0.0137105,0.0207312,0.0434146,0,0.0169283,0.054801,0.0367553,0,0,0.0242526,0,0,0.0472839,0.0571805,0.0285539,0.0251013,0.0150978,0.0496291,0.0598641,0.0438657,0.0744416,0.068728,0.0261131,0.0620272,0.0357907,0.0480577,0.081064,0.0150212,0.0108311,0.0178953,0.0220357,0.0206059,0.0287218,0,0
161,0.0253959,0,0,0,0,0.0391985,0,0,0,0,0,0,0.0237717,0,0.0210059,0,0,0,0.0165374,0,0,0.0254493,0.0767907,0.0186445,0.01602,0.00810848,0.0351826,0.0421868,0.0814905,0.0487329,0.0985582,0.0138157,0.0145718,0.02711,0.0290787,0.0259801,0.0136822,0.020693,0.0438301,0,0.0169685,0.054781,0.036815,0,0,0.024372,0,0,0.0473072,0.0571444,0.0285287,0.0250881,0.0151691,0.0496743,0.060098,0.0439612,0.0744916,0.0687128,0.0261663,0.0620427,0.0355407,0.0480893,0.0810705,0.01515,0.0107226,0.0178881,0.0220684,0.0207324,0.0286937,0,0
162,0.0254565,0,0,0,0,0.0391211,0,0,0,0,0,0,0.0238405,0,0.0210464,0,0,0,0.0164722,0,0,0.0254801,0.0768235,0.018637,0.0159703,0.00814837,0.0353109,0.0423166,0.0815071,0.0486998,0.0985257,0.0136517,0.0146219,0.0271215,0.0290871,0.0258408,0.0137022,0.0206968,0.0440951,0,0.0169374,0.0548295,0.0368516,0,0,0.0244863,0,0,0.0473343,0.0571309,0.0285219,0.0250848,0.0152249,0.0497331,0.0602975,0.0439989,0.0744584,0.0686914,0.0262039,0.062081,0.0355109,0.0480998,0.0811018,0.0152366,0.0103735,0.0178745,0.0220815,0.0208769,0.0286875,0,0
163,0.0255248,0,0,0,0,0.0390212,0,0,0,0,0,0,0.0239059,0,0.0210892,0,0,0,0.0164326,0,0,0.0255308,0.0768476,0.0186423,0.0159116,0.00819224,0.035416,0.0424861,0.0814756,0.0486651,0.0985315,0.0137666,0.014554,0.0271022,0.029055,0.0257898,0.0137541,0.0207624,0.0443441,0,0.0168789,0.0549084,0.0368893,0,0,0.0245549,0,0,0.0473538,0.0571337,0.0285538,0.0251046,0.0153167,0.0497902,0.0604351,0.0440453,0.0743989,0.0686598,0.0262344,0.0621401,0.0355565,0.0480835,0.0811218,0.0152938,0.00978167,0.0179117,0.0221853,0.020907,0.0287028,0,0
164,0.0255837,0,0,0,0,0.0389226,0,0,0,0,0,0,0.023978,0,0.0211202,0,0,0,0.016445,0,0,0.0255185,0.0768704,0.0186794,0.0158364,0.00827138,0.0355493,0.0425899,0.0814522,0.0486465,0.0985487,0.0140345,0.0144672,0.0270856,0.0290105,0.0257061,0.013822,0.0207638,0.0443559,0,0.0168298,0.0549517,0.0369347,0,0,0.0247103,0,0,0.0472987,0.0571683,0.0286041,0.0251528,0.0154754,0.049866,0.0605746,0.0441371,0.0743569,0.0686061,0.0263078,0.0622301,0.0358391,0.0480521,0.0811739,0.0152401,0.0101225,0.0178035,0.0221681,0.0210763,0.0287174,0,0
165,0.0256203,0,0,0,0,0.038831,0,0,0,0,0,0,0.024079,0,0.0211205,0,0,0,0.0164394,0,0,0.0254973,0.0768954,0.0186852,0.0158093,0.00835667,0.0356298,0.0426835,0.0815498,0.0485823,0.0985701,0.0142249,0.0144134,0.0270737,0.0289786,0.0255221,0.0138333,0.0205995,0.0446051,0,0.0168005,0.0549356,0.036991,0,0,0.0248844,0,0,0.0472271,0.0571753,0.02864,0.0251833,0.0156028,0.0499175,0.0607125,0.0441534,0.0743216,0.0685531,0.0263889,0.0622857,0.0358805,0.0479972,0.0811999,0.0152962,0.0105416,0.0176523,0.0221724,0.0210156,0.0287493,0,0
166,0.0256645,0,0,0,0,0.038754,0,0,0,0,0,0,0.0242219,0,0.0211106,0,0,0,0.0164041,0,0,0.0254715,0.0769118,0.0186664,0.0157939,0.00840477,0.0356811,0.0427812,0.0816361,0.0484489,0.0985521,0.0144295,0.0143811,0.0270491,0.0289722,0.0252623,0.0138942,0.0205005,0.0450231,0,0.0168099,0.0548931,0.0370381,0,0,0.0249704,0,0,0.0471768,0.057172,0.0286956,0.0251848,0.0156354,0.0499682,0.0608242,0.0442538,0.0743252,0.0685053,0.0263775,0.0623005,0.0356596,0.0479987,0.081202,0.0154583,0.0106409,0.0175558,0.0222254,0.0208504,0.0287933,0,0
167,0.0257371,0,0,0,0,0.0386986,0,0,0,0,0,0,0.0243305,0,0.0210863,0,0,0,0.0164118,0,0,0.025494,0.076955,0.018629,0.0158127,0.00842079,0.0357152,0.0428765,0.0816564,0.0482658,0.098478,0.0143381,0.0143748,0.0270259,0.0289959,0.0250462,0.0139038,0.0204738,0.045419,0,0.0167444,0.0549044,0.0370758,0,0,0.02505,0,0,0.0471541,0.0571468,0.0287167,0.0252157,0.0156625,0.0500278,0.0609489,0.0442709,0.0743096,0.0684536,0.0263206,0.0623038,0.0355283,0.0480378,0.0812282,0.0155775,0.0106008,0.0174587,0.022227,0.0211297,0.0288354,0,0
168,0.0258082,0,0,0,0,0.0386415,0,0,0,0,0,0,0.0244207,0,0.0210731,0,0,0,0.0164468,0,0,0.0255723,0.077011,0.0186075,0.0158494,0.00844482,0.0357325,0.0429914,0.0816559,0.0481627,0.0984059,0.0142576,0.01444,0.0270073,0.0289969,0.0248435,0.013912,0.0205117,0.0457184,0,0.0165935,0.05486,0.0371174,0,0,0.0251018,0,0,0.0471682,0.0571111,0.028688,0.0252263,0.0156928,0.0500624,0.0611044,0.0443941,0.0742848,0.0684095,0.0262654,0.0623002,0.0354896,0.0481063,0.0812663,0.0155947,0.0104582,0.0173935,0.022252,0.021209,0.0288697,0,0
