Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTIBI,RTHI,
1125,0.0222185,0,0,0,0,0.0452047,0,0,0,0,0,0,0.0396446,0,0.0130396,0.0723862,0,0,0.0240549,0,0,0.039165,0.0675157,0.0134226,0.0127878,0.0240836,0.035297,0.0325613,0.0855882,0,0.0327224,0.0139689,0.0171069,0.0185293,0.0195334,0.0127525,0.00540094,0.0200242,0.0168177,0.03338,0,0.0128899,0.0656271,0.0359894,0,0,0.0160799,0,0,0.0498978,0.060501,0.0315047,0.0284533,0.00745577,0.0542369,0.0406295,0.123272,0.0524628,0.0195278,0.0599535,0.0389248,0.0748736,0.0197062,0.0190324,0.0279317,0.0218708,0.0257852,0.0301371,0.044096,0.0457822,0
1126,0.0222436,0,0,0,0,0.0451777,0,0,0,0,0,0,0.0392457,0,0.0129142,0.0724583,0,0,0.0240201,0,0,0.0391108,0.067619,0.0135662,0.012958,0.0239039,0.0351305,0.0325264,0.0855365,0,0.0325553,0.0139672,0.0171257,0.0184645,0.0193363,0.0127994,0.00557041,0.0199844,0.0167678,0.0334055,0,0.0128643,0.0655997,0.0355215,0,0,0.016848,0,0,0.0470018,0.060571,0.031424,0.0285151,0.00745765,0.0541982,0.041034,0.123367,0.0524461,0.0194573,0.0599701,0.0390225,0.0749349,0.0196874,0.0211818,0.0268745,0,0.0257245,0.0302243,0.0441464,0.0457756,0
1127,0.0222247,0,0,0,0,0.0453384,0,0,0,0,0,0,0.0387597,0,0.0127764,0.0724184,0,0,0.0241653,0,0,0.0391686,0.0675735,0.0136426,0.0128639,0.0238668,0.0353207,0.0324427,0.0856542,0,0.0326107,0.0138752,0.0171008,0.0184673,0.0193969,0.0126385,0.00531798,0.0201058,0.0168345,0.0333835,0,0.0128457,0.0655394,0.0359303,0,0,0.0161547,0,0,0.0500092,0.0604885,0.0313371,0.0284909,0.00732845,0.0542562,0.040702,0.123288,0.0525108,0.0194793,0.0598766,0.0390394,0.0750272,0.0196872,0.0192704,0.0282555,0.0217372,0.0259282,0.0300822,0.0441794,0.0457136,0
1128,0.0222356,0,0,0,0,0.045393,0,0,0,0,0,0,0.0381331,0,0.0127758,0.0724592,0,0,0.0242056,0,0,0.0392022,0.0676068,0.0134853,0.012913,0.0237658,0.0352332,0.032309,0.0856932,0,0.0325887,0.0137842,0.017116,0.0184021,0.0195599,0.0124126,0.00526422,0.0201792,0.0168432,0.0334879,0,0.0128563,0.0655273,0.0359124,0,0,0.0163586,0,0,0.0499923,0.0604155,0.0312345,0.0286385,0.00727053,0.0542713,0.0407888,0.123239,0.0525389,0.0195242,0.0599193,0.0390789,0.0751442,0.0195937,0.0192346,0.0281414,0.0218765,0.0259759,0.030024,0.0442346,0.0456845,0
1129,0.0222905,0,0,0,0,0.0453663,0,0,0,0,0,0,0.0371463,0,0.0129084,0.0724905,0,0,0.0241194,0,0,0.0391236,0.0677019,0.0132137,0.0130128,0.0236977,0.0349666,0.0322306,0.0856621,0,0.0325087,0.0136549,0.0171109,0.0183177,0.0195717,0.012158,0.00548921,0.0200922,0.0167905,0.0337106,0,0.0128882,0.065583,0.0354829,0,0,0.0170931,0,0,0.047134,0.0604051,0.0311062,0.0288126,0.00727285,0.0542226,0.041134,0.123234,0.0525339,0.0195268,0.0600976,0.0391539,0.0752311,0.0193711,0.0213848,0.0270082,0,0.0259074,0.0300761,0.0443447,0.0456597,0
1130,0.0219852,0,0,0,0,0.0453993,0,0,0,0,0,0,0.0362522,0,0,0.0723975,0,0,0.0242835,0,0,0.0391665,0.0679651,0.0134617,0.0133413,0.0236967,0.0348597,0.0322366,0.0853125,0,0.0322072,0.012747,0.0162542,0.0186054,0.0194074,0.0124952,0.00519941,0.0201076,0.0168928,0.0338873,0,0.0128647,0.0655649,0.0357975,0,0,0.0165447,0,0,0.050135,0.0603012,0.03098,0.0288985,0.00726335,0.0543303,0.0410557,0.123238,0.0525381,0.0194637,0.0602344,0.039205,0.0752803,0.0192344,0.019505,0.0284515,0.0217756,0.0259283,0.0301974,0.0444795,0.0456417,0
1131,0.022265,0,0,0,0,0.0454117,0,0,0,0,0,0,0.0350402,0,0.0128429,0.0723411,0,0,0.024129,0,0,0.0390844,0.0678453,0.0134077,0.0131008,0.0231521,0.0349105,0.0320163,0.0857724,0,0.0325627,0.0133825,0.0168273,0.018186,0.0196523,0.0120766,0.00545584,0.0200535,0.0167852,0.0342601,0,0.0128695,0.0657264,0.0354254,0,0,0.0172169,0,0,0.0471813,0.0602653,0.0308335,0.0289224,0.00724087,0.0541387,0.0411442,0.123242,0.0525151,0.0195376,0.0603054,0.0392622,0.0753659,0.0189101,0.0214269,0.0269962,0,0.0259351,0.0301132,0.0445745,0.0457118,0
1132,0.0221737,0,0,0,0,0.0454991,0,0,0,0,0,0,0.0339682,0,0.0127729,0.0721793,0,0,0.0242453,0,0,0.0391224,0.067865,0.0133735,0.013034,0.0230035,0.0350541,0.031907,0.086003,0,0.0327036,0.0131873,0.0165405,0.0180586,0.0197323,0.0123742,0.00521323,0.0201604,0.016838,0.0344456,0,0.0128911,0.0658192,0.0358337,0,0,0.0165842,0,0,0.0500328,0.0601303,0.0307435,0.0288925,0.00717249,0.05415,0.0408353,0.123258,0.0525401,0.0195714,0.060352,0.0392958,0.0754715,0.0187395,0.0193731,0.028385,0.0219259,0.0260584,0.0300381,0.0446208,0.0458571,0
1133,0.0221753,0,0,0,0,0.0455104,0,0,0,0,0,0,0.0328355,0,0.0129118,0.0720436,0,0,0.0242812,0,0,0.0391014,0.0679442,0.0132486,0.0130288,0.0227676,0.0350942,0.0318558,0.0861525,0,0.0328397,0.013019,0.0162887,0.017971,0.0197411,0.0128158,0.00524984,0.0201651,0.0168509,0.0345586,0,0.0129136,0.0659323,0.0358446,0,0,0.0165476,0,0,0.0500926,0.0600536,0.0306529,0.0289453,0.0071179,0.0542163,0.0408024,0.123241,0.0525692,0.0196182,0.0604267,0.0393656,0.0756057,0.0185991,0.0194996,0.0286528,0.0217838,0.0261077,0.0300655,0.0446983,0.0458905,0
1134,0.022145,0,0,0,0,0.0454961,0,0,0,0,0,0,0.0317296,0,0.0131869,0.0719465,0,0,0.0243093,0,0,0.0391063,0.0680143,0.0130586,0.0130626,0.0226411,0.0350688,0.031745,0.0862763,0,0.0329558,0.0128184,0.0159942,0.0180229,0.0197022,0.0132919,0.00523214,0.0202552,0.0168487,0.0346245,0,0.0129958,0.0659845,0.0358922,0,0,0.0167367,0,0,0.0500661,0.0599692,0.0305545,0.0290547,0.00704552,0.0542596,0.0408852,0.123218,0.0526027,0.0196895,0.0604947,0.0394189,0.0757923,0.0185104,0.0194267,0.0285354,0.0219401,0.0260911,0.0300894,0.0447611,0.0458796,0
1135,0.0221005,0,0,0,0,0.0454458,0,0,0,0,0,0,0.0304073,0,0.0134832,0.0719002,0,0,0.0242674,0,0,0.0390546,0.068159,0.012949,0.013195,0.0224692,0.0348231,0.0317171,0.086355,0,0.0330239,0.0127111,0.0157825,0.0179974,0.0195403,0.0139875,0.00539214,0.0202215,0.0167996,0.0347387,0,0.0130042,0.0660507,0.0354489,0,0,0.0176404,0,0,0.0472826,0.059945,0.0304285,0.0292017,0.00706794,0.0541368,0.0412936,0.123151,0.0525811,0.0197741,0.0605899,0.039491,0.075948,0.0184136,0.0214634,0.0269241,0,0.0260002,0.0302021,0.0448324,0.045828,0
1136,0.0220284,0,0,0,0,0.0455363,0,0,0,0,0,0,0.0291844,0,0.013536,0.071747,0,0,0.0244066,0,0,0.0391136,0.0681876,0.0128873,0.0130338,0.0224921,0.0348428,0.0317662,0.0865978,0,0.0332923,0.0126223,0.0156351,0.0179525,0.019416,0.0147995,0.0051205,0.0202745,0.0168742,0.0348172,0,0.0129797,0.0661206,0.0357763,0,0,0.0167729,0,0,0.0500548,0.0598474,0.0303538,0.0291369,0.00698495,0.0540282,0.0409099,0.123106,0.052609,0.019846,0.0606241,0.0394877,0.0759812,0.0183577,0.0194783,0.02863,0.021997,0.0261571,0.0301577,0.0448641,0.0458503,0
1137,0.0219789,0,0,0,0,0.0454855,0,0,0,0,0,0,0.0280893,0,0.0138324,0.0717133,0,0,0.0243327,0,0,0.0390944,0.0683712,0.0128982,0.0131089,0.0223472,0.0346058,0.0317471,0.0866677,0,0.0334319,0.0125037,0.0155058,0.0177935,0.0195078,0.0155798,0.00528248,0.0202866,0.0168021,0.0349516,0,0.0129483,0.0662303,0.0353628,0,0,0.0177537,0,0,0.0473534,0.0598434,0.0302904,0.0292517,0.00692166,0.0539367,0.0413157,0.123072,0.0526385,0.0198969,0.0606882,0.0395144,0.0759779,0.0182415,0.0215311,0.026983,0,0.0260445,0.0302716,0.0449009,0.0458648,0
1138,0.0219183,0,0,0,0,0.0455549,0,0,0,0,0,0,0.0271306,0,0.0140219,0.0715488,0,0,0.0244903,0,0,0.0391366,0.0683983,0.0130225,0.0128991,0.0223252,0.0348576,0.0317545,0.0868519,0,0.0336638,0.0123358,0.0154317,0.017851,0.0196086,0.016307,0.00504975,0.0203546,0.0168533,0.0350097,0,0.0129523,0.0662486,0.0356865,0,0,0.0169121,0,0,0.0501204,0.0597907,0.0302608,0.029206,0.00680468,0.054045,0.0409491,0.123095,0.0526957,0.0199045,0.0607007,0.0394959,0.0759503,0.0181907,0.019541,0.0287916,0.0220361,0.0261637,0.0302061,0.0447556,0.0458423,0
1139,0.0219113,0,0,0,0,0.045579,0,0,0,0,0,0,0.0263964,0,0.0141476,0.0714249,0,0,0.0245574,0,0,0.0391154,0.0685002,0.0131469,0.0127976,0.0223297,0.035065,0.0317888,0.0869217,0,0.0338127,0.0121931,0.015359,0.0179739,0.0195249,0.0168452,0.00504741,0.02034,0.0168669,0.0350304,0,0.0129632,0.0662753,0.0356208,0,0,0.0168228,0,0,0.0501738,0.0597959,0.030174,0.0292537,0.00671802,0.0542116,0.0409364,0.123072,0.0527272,0.0199022,0.0607491,0.0395278,0.0760236,0.0181437,0.0196555,0.0289992,0.0219163,0.0261954,0.0302047,0.0444538,0.0457375,0
1140,0.0219288,0,0,0,0,0.0456048,0,0,0,0,0,0,0.0257999,0,0.0141835,0.0713521,0,0,0.0246154,0,0,0.0391073,0.06865,0.0132397,0.0127365,0.0223574,0.0351428,0.0318648,0.086966,0,0.0340059,0.0121232,0.0153453,0.0180912,0.0194005,0.0172611,0.00502142,0.020325,0.0168962,0.0350194,0,0.0129601,0.0663167,0.0355953,0,0,0.0168218,0,0,0.0501572,0.0597527,0.0301103,0.0292803,0.00665795,0.0542417,0.0409284,0.123021,0.0527451,0.0199191,0.0607319,0.03952,0.076,0.0181496,0.0196787,0.0290266,0.0219159,0.0262104,0.0301998,0.044349,0.0456663,0
1141,0.0219145,0,0,0,0,0.0456122,0,0,0,0,0,0,0.0253543,0,0.0143269,0.0712685,0,0,0.0246407,0,0,0.0391073,0.0687977,0.0133783,0.0126566,0.0222622,0.0351476,0.031977,0.0869913,0,0.0342071,0.0120812,0.0153267,0.0180944,0.0194076,0.0176587,0.00502481,0.0203291,0.0169133,0.0350325,0,0.0129438,0.066384,0.0355796,0,0,0.0168387,0,0,0.0501222,0.0596989,0.0300917,0.029306,0.00662263,0.0542269,0.0408849,0.123052,0.0527223,0.0199421,0.0606344,0.0395056,0.0759659,0.0181477,0.0196703,0.0290128,0.0219222,0.0262149,0.0302107,0.0443459,0.0456279,0
1142,0.0218611,0,0,0,0,0.0456155,0,0,0,0,0,0,0.0249981,0,0.0144492,0.0711796,0,0,0.0246479,0,0,0.0391136,0.0689193,0.0135263,0.0125643,0.0223419,0.0351531,0.0320027,0.0870587,0,0.0344122,0.0120608,0.0152999,0.0181092,0.0194566,0.0180613,0.00506389,0.0203377,0.0169261,0.0350429,0,0.0129409,0.0664512,0.0355893,0,0,0.0168444,0,0,0.0500862,0.0596657,0.0300653,0.0293252,0.00660001,0.0542315,0.0408693,0.12311,0.0526826,0.0199496,0.0606027,0.0395058,0.0759559,0.0181518,0.0196318,0.028994,0.0219422,0.0262216,0.0302259,0.0443376,0.0455919,0
1143,0.0217828,0,0,0,0,0.045623,0,0,0,0,0,0,0.0246764,0,0.0146168,0.0711095,0,0,0.0246396,0,0,0.0391287,0.0690313,0.0136464,0.0124606,0.0224377,0.0351842,0.0320031,0.0871421,0,0.0346249,0.0120332,0.0151824,0.0181825,0.0194875,0.0183721,0.00507339,0.0203604,0.0169201,0.0350303,0,0.0129403,0.0665258,0.0355472,0,0,0.016853,0,0,0.0500748,0.0596208,0.0300115,0.029375,0.00656749,0.0542636,0.0408815,0.123173,0.0526383,0.0199264,0.0606471,0.0395011,0.0760073,0.0181582,0.0195873,0.0290029,0.0219539,0.0262517,0.0302694,0.0443134,0.0455459,0
1144,0.0217225,0,0,0,0,0.0456091,0,0,0,0,0,0,0.0244764,0,0.0147096,0.071041,0,0,0.0246139,0,0,0.0391715,0.0691451,0.0137238,0.0123804,0.0223105,0.0351451,0.03196,0.0872101,0,0.0348975,0.0119227,0.0149972,0.0182218,0.019465,0.0185722,0.0050202,0.0204541,0.0169154,0.0349456,0,0.0129509,0.0666037,0.0355216,0,0,0.0170042,0,0,0.050035,0.0595442,0.0299648,0.0294781,0.00650348,0.0543242,0.0409221,0.123269,0.0526083,0.019871,0.0607053,0.0394955,0.0760779,0.0181976,0.0194514,0.0288233,0.0221051,0.0262517,0.0303183,0.0442966,0.0454943,0
1145,0.0217569,0,0,0,0,0.0455553,0,0,0,0,0,0,0.0239967,0,0.0148662,0.0710719,0,0,0.0244979,0,0,0.0391194,0.069256,0.0138434,0.0124069,0.0222509,0.0349008,0.0319544,0.0871812,0,0.0351586,0.0118738,0.0148967,0.0182263,0.0193709,0.0190325,0.00519727,0.0204164,0.0168643,0.0349452,0,0.0129145,0.0666775,0.0351239,0,0,0.0179943,0,0,0.0474089,0.0595265,0.0299007,0.0295625,0.00653003,0.0542975,0.0412756,0.123396,0.0525373,0.0198487,0.0607258,0.0395289,0.076133,0.0181905,0.0214938,0.0270261,0,0.0261669,0.0304463,0.0443176,0.0454162,0
1146,0.0217429,0,0,0,0,0.0456098,0,0,0,0,0,0,0.0235893,0,0.0150191,0.0709731,0,0,0.024561,0,0,0.0391263,0.0692164,0.0139112,0.0121675,0.0224538,0.035128,0.0319265,0.0873334,0,0.0356087,0.0118317,0.0147258,0.0183321,0.019392,0.0193698,0.00499602,0.0204617,0.0169192,0.0348845,0,0.0128857,0.0667588,0.0355145,0,0,0.0171426,0,0,0.0500851,0.059409,0.0298693,0.0294878,0.00647867,0.0543631,0.0409347,0.123392,0.0525179,0.0198333,0.0606911,0.0394971,0.0761392,0.0182582,0.0194872,0.0289312,0.0220576,0.0262992,0.0304441,0.044295,0.0453825,0
1147,0.0216646,0,0,0,0,0.0456128,0,0,0,0,0,0,0.0236462,0,0.0151647,0.070852,0,0,0.0245169,0,0,0.0391,0.0692661,0.0138598,0.0120429,0.0225494,0.0352316,0.0318539,0.0874721,0,0.0358586,0.0117024,0.0144332,0.0184357,0.0194402,0.0193231,0.00502503,0.0205051,0.0168806,0.0347697,0,0.0129,0.0669315,0.0355398,0,0,0.0171899,0,0,0.0500858,0.0593065,0.0298204,0.0295742,0.0064251,0.0544091,0.0410137,0.123375,0.0525081,0.0198175,0.0606846,0.0394547,0.0761562,0.0183644,0.0194957,0.0289392,0.0220687,0.0262973,0.0305272,0.0442889,0.0453385,0
1148,0.021621,0,0,0,0,0.0455883,0,0,0,0,0,0,0.0235373,0,0.0154517,0.0708133,0,0,0.0244017,0,0,0.0390532,0.0692989,0.013977,0.0120309,0.022751,0.0350098,0.0317915,0.0874904,0,0.0360697,0.011627,0.0141527,0.0186252,0.01944,0.01944,0.00525178,0.0204824,0.0168017,0.0347793,0,0.0128744,0.0670346,0.0352351,0,0,0.0181722,0,0,0.047492,0.059231,0.029784,0.0296916,0.00646048,0.0543413,0.0414076,0.123417,0.0524459,0.0198334,0.0606944,0.0394692,0.0761877,0.0183571,0.0215451,0.0270644,0,0.0262155,0.0306294,0.0443139,0.0452641,0
1149,0.0215697,0,0,0,0,0.0456482,0,0,0,0,0,0,0.0236051,0,0.0156364,0.0706562,0,0,0.0244959,0,0,0.0390969,0.0691582,0.014177,0.0117545,0.0231242,0.0350368,0.0317024,0.0876024,0,0.0365131,0.0115336,0.0138196,0.0189377,0.0195094,0.0193675,0.00508586,0.0205432,0.0168602,0.0347177,0,0.0128376,0.0670999,0.0356477,0,0,0.0172635,0,0,0.0501322,0.0590977,0.0297907,0.0295693,0.00643421,0.0543168,0.0410178,0.123539,0.0524256,0.0198024,0.0606683,0.0394491,0.0761547,0.0183991,0.0195326,0.0290371,0.0220488,0.0263656,0.030573,0.0443509,0.0452102,0
1150,0.0215527,0,0,0,0,0.0455927,0,0,0,0,0,0,0.0242779,0,0.0159087,0.0706105,0,0,0.0244089,0,0,0.0390568,0.0691597,0.0142065,0.0117572,0.023331,0.0349206,0.0315326,0.0875372,0,0.0367004,0.0114318,0.0134816,0.0192442,0.0195864,0.0186373,0.00529213,0.0205406,0.0167894,0.0346821,0,0.012814,0.0672238,0.0353034,0,0,0.0182298,0,0,0.0475676,0.0590446,0.0297747,0.0297355,0.00644328,0.0542278,0.0414232,0.123696,0.0523693,0.0197472,0.0606845,0.0394495,0.0761921,0.0184259,0.0215392,0.0270963,0,0.0262741,0.0306552,0.0443299,0.0451426,0
1151,0.0215585,0,0,0,0,0.0456286,0,0,0,0,0,0,0.0250683,0,0.0162819,0.070532,0,0,0.02443,0,0,0.0390459,0.0690309,0.0142405,0.0115865,0.0237728,0.0352044,0.0314049,0.0874358,0,0.0368726,0.011392,0.0133391,0.0196389,0.0197192,0.0179057,0.00532177,0.0205522,0.0167847,0.0347018,0,0.0128017,0.0673207,0.0353445,0,0,0.0182264,0,0,0.0475916,0.0589652,0.029789,0.0298015,0.00643497,0.0541308,0.0413915,0.123783,0.0523508,0.0197196,0.0606509,0.0393868,0.0761781,0.0184185,0.0215303,0.027103,0,0.0263269,0.0306684,0.0442404,0.045121,0
1152,0.0215519,0,0,0,0,0.0457225,0,0,0,0,0,0,0.0258953,0,0.0165643,0.0703813,0,0,0.0245187,0,0,0.0390661,0.0688367,0.0145745,0.0112599,0.0241633,0.0356245,0.0313046,0.0873709,0,0.0371568,0.011439,0.0133739,0.0200416,0.0199712,0.0170136,0.00516279,0.0206084,0.016846,0.0347371,0,0.0128044,0.0674114,0.0356964,0,0,0.0172611,0,0,0.0501435,0.0588533,0.029827,0.0297601,0.00638523,0.0540102,0.0409485,0.123787,0.0523405,0.0197074,0.0605344,0.0392691,0.0760648,0.0184095,0.0195003,0.0291224,0.0220865,0.0264971,0.0306249,0.0443548,0.0451258,0
1153,0.0215899,0,0,0,0,0.0457727,0,0,0,0,0,0,0.026639,0,0.0167818,0.0702526,0,0,0.024517,0,0,0.0390165,0.0686746,0.0149615,0.0109959,0.0244461,0.0358042,0.0312556,0.0872486,0,0.0373816,0.0115352,0.0135544,0.0204631,0.0202099,0.01599,0.00523734,0.0205815,0.0168357,0.0348293,0,0.0127998,0.0675219,0.035641,0,0,0.0170784,0,0,0.0501587,0.0588084,0.0298849,0.0297581,0.00638492,0.0538406,0.0407811,0.123727,0.0522746,0.0197088,0.0603866,0.0391691,0.0759011,0.0183115,0.0195879,0.0293329,0.0219235,0.0265742,0.0305984,0.0448099,0.0450956,0
1154,0.0216224,0,0,0,0,0.0457776,0,0,0,0,0,0,0.0278955,0,0.0168545,0.0701589,0,0,0.0245321,0,0,0.0389933,0.068557,0.0151853,0.0107779,0.0247154,0.0359349,0.0311914,0.0871327,0,0.03759,0.0116386,0.0137035,0.0208502,0.0204269,0.0147284,0.00527931,0.0205909,0.0168241,0.0349557,0,0.0127868,0.0676178,0.0356276,0,0,0.0169998,0,0,0.0501216,0.058776,0.0299534,0.0297185,0.00638307,0.0537333,0.0406635,0.123769,0.0522149,0.0197525,0.0602128,0.0390997,0.0758761,0.0182146,0.0195727,0.0293632,0.0218845,0.0266194,0.0305547,0.044974,0.0450789,0
1155,0.0216672,0,0,0,0,0.0457595,0,0,0,0,0,0,0.0295205,0,0.0167809,0.0700556,0,0,0.0245485,0,0,0.0390064,0.0684513,0.0151696,0.010586,0.024887,0.0360719,0.0311372,0.0870566,0,0.0377319,0.0118177,0.0139613,0.0210987,0.0206062,0.0134588,0.00530209,0.0206059,0.0168254,0.0351122,0,0.0127846,0.0677034,0.0356115,0,0,0.016915,0,0,0.0500619,0.0587445,0.0300738,0.0296346,0.0064088,0.053626,0.040539,0.123766,0.0521835,0.0198178,0.0601325,0.0390464,0.0758579,0.0181006,0.0195305,0.0293717,0.0218604,0.0266321,0.0305372,0.0449109,0.0451394,0
1156,0.0216924,0,0,0,0,0.0457589,0,0,0,0,0,0,0.0311585,0,0.0166427,0.0700094,0,0,0.0245541,0,0,0.039031,0.0682659,0.0149984,0.0104241,0.0249548,0.0362159,0.0310986,0.0870112,0,0.0376653,0.012024,0.0143012,0.0212238,0.0206981,0.0121356,0.00532087,0.02062,0.0168329,0.0352132,0,0.012817,0.0677668,0.0355681,0,0,0.0168097,0,0,0.050031,0.0587266,0.0301864,0.0295902,0.00642455,0.0535324,0.040387,0.123763,0.0521905,0.0198665,0.0601371,0.0390101,0.0758106,0.0180093,0.0195008,0.0293654,0.0218645,0.0266401,0.0304905,0.0448064,0.045179,0
1157,0.0217135,0,0,0,0,0.0457751,0,0,0,0,0,0,0.0328773,0,0.0164116,0.0700047,0,0,0.0245492,0,0,0.0390404,0.0680599,0.0147206,0.0102963,0.0249256,0.0363668,0.0311005,0.0869863,0,0.0375255,0.0122532,0.01469,0.0212732,0.0206928,0.0108731,0.00531954,0.0206314,0.0168374,0.0352232,0,0.0128583,0.0677814,0.0354511,0,0,0.016719,0,0,0.0500067,0.058754,0.0302371,0.0295435,0.00644216,0.0534969,0.0402196,0.123736,0.0522169,0.019898,0.0599102,0.039002,0.0757686,0.0179963,0.0194629,0.0293487,0.0218531,0.0266548,0.030452,0.0447447,0.0452303,0
1158,0.0217265,0,0,0,0,0.0457908,0,0,0,0,0,0,0.0348101,0,0.0160545,0.0700194,0,0,0.0245581,0,0,0.0390559,0.0678536,0.0145536,0.0101937,0.0249859,0.0365243,0.0311204,0.0870021,0,0.0372712,0.012483,0.015069,0.0212658,0.0206779,0.00990836,0.00530421,0.0206398,0.016858,0.0352157,0,0.0128992,0.0677574,0.0353483,0,0,0.0166864,0,0,0.050004,0.0588165,0.0302756,0.0295072,0.00648028,0.0534672,0.0400829,0.123706,0.0522166,0.0199183,0.0599934,0.0389483,0.0757443,0.0180017,0.0194397,0.0293603,0.0218327,0.0266532,0.0304192,0.0446809,0.0452848,0
1159,0.0217585,0,0,0,0,0.0458188,0,0,0,0,0,0,0.0368354,0,0.0156162,0.0700507,0,0,0.0245714,0,0,0.0390689,0.067672,0.0147499,0.0101257,0.0250559,0.0366594,0.0311714,0.0870032,0,0.0370912,0.012805,0.0155636,0.0212222,0.0207031,0.00959093,0.00528898,0.0206526,0.0168882,0.0352697,0,0.0129849,0.0677173,0.0352745,0,0,0.0166914,0,0,0.0500145,0.0589357,0.0303614,0.0294543,0.00654909,0.0534527,0.0399857,0.123649,0.052176,0.019922,0.0600436,0.0388483,0.0757189,0.0179673,0.0194273,0.0294012,0.0218131,0.0266553,0.0303666,0.0445988,0.0452827,0
1160,0.0217749,0,0,0,0,0.0458603,0,0,0,0,0,0,0.039292,0,0.0152678,0.0701512,0,0,0.0245972,0,0,0.0390775,0.0675082,0.0147891,0.0101023,0.0252806,0.0368055,0.0312319,0.0869922,0,0.0369598,0.0131427,0.0160787,0.0212031,0.0207433,0.00995205,0.00527592,0.0206431,0.0169143,0.0354769,0,0.0129994,0.0676145,0.0352,0,0,0.0166627,0,0,0.0500151,0.0591317,0.0304976,0.0293475,0.00665803,0.0534757,0.0398915,0.123618,0.0521186,0.0199172,0.0600116,0.0387844,0.0755924,0.0178382,0.0194065,0.029447,0.0218054,0.0266763,0.0303171,0.0444883,0.0451941,0
1161,0.0218064,0,0,0,0,0.0459077,0,0,0,0,0,0,0.0423945,0,0.0150105,0.0702364,0,0,0.0246196,0,0,0.0390833,0.0674136,0.0144179,0.0100908,0.0254998,0.0369271,0.0313039,0.0870004,0,0.0368155,0.0134367,0.0165216,0.0212074,0.0207256,0.0110166,0.00526152,0.020646,0.0169354,0.0357072,0,0.0130647,0.0675302,0.0351486,0,0,0.0165611,0,0,0.0499666,0.0592967,0.0306226,0.0293304,0.0067305,0.0534908,0.0397939,0.123639,0.0520976,0.0199414,0.0599924,0.0387223,0.0753808,0.017693,0.0193613,0.0294213,0.0218098,0.0267237,0.0302508,0.0443649,0.045151,0
1162,0.0218257,0,0,0,0,0.0459528,0,0,0,0,0,0,0.0450595,0,0.0147242,0.0703125,0,0,0.0246148,0,0,0.0390877,0.0674076,0.0141835,0.0100852,0.0256312,0.0369993,0.0313889,0.0870675,0,0.0368324,0.0137572,0.0168764,0.0211203,0.0206091,0.0124726,0.00524147,0.0206574,0.0169502,0.0359655,0,0.0130555,0.0674554,0.0351797,0,0,0.0164629,0,0,0.0499226,0.0594224,0.0306956,0.02938,0.00678352,0.0534784,0.0396868,0.12353,0.0520822,0.0200168,0.0599283,0.0386751,0.0752296,0.0175034,0.0193279,0.029409,0.0218041,0.0267693,0.0302087,0.0442322,0.0451727,0
1163,0.0218009,0,0,0,0,0.0459599,0,0,0,0,0,0,0.0467154,0,0.0143982,0.0703919,0,0,0.0246156,0,0,0.0391026,0.0674566,0.0143706,0.0101244,0.0257605,0.03702,0.0314837,0.0871477,0,0.0369586,0.0141201,0.0172056,0.0210029,0.0205685,0.0140101,0.00521347,0.0206725,0.0169826,0.0362839,0,0.0130331,0.0673711,0.0352409,0,0,0.01643,0,0,0.0499191,0.0595628,0.0307146,0.0293766,0.0068513,0.0534465,0.0395961,0.123429,0.0520401,0.0200884,0.0598039,0.0386362,0.0751335,0.0172534,0.0193386,0.0294513,0.0217756,0.0267964,0.030187,0.0441367,0.0452759,0
1164,0.0217546,0,0,0,0,0.0459493,0,0,0,0,0,0,0.0479585,0,0.0139971,0.0704111,0,0,0.0246012,0,0,0.0391156,0.0675239,0.0147927,0.0101314,0.0260952,0.0370142,0.0315706,0.0872081,0,0.0371738,0.0142952,0.0172152,0.0211133,0.0207267,0.0151036,0.00522473,0.0206801,0.0169964,0.0366392,0,0.0130881,0.0672995,0.0351914,0,0,0.016368,0,0,0.0499154,0.0596701,0.030733,0.0293042,0.006963,0.0534958,0.0394838,0.123372,0.0519758,0.0201422,0.0596008,0.0386093,0.0750877,0.0170085,0.0193496,0.0295007,0.0217449,0.0268154,0.0301787,0.044081,0.045433,0
