Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,RTIBA
421,0.0265926,0,0,0,0,0.0479792,0,0,0,0,0,0,0.0210585,0,0.020217,0.0635466,0,0,0.0251848,0,0,0.0427965,0.0786251,0.0251188,0.0163301,0.0108373,0.0431907,0.0319252,0.077476,0.0527128,0.100591,0.0150271,0.0178729,0.029315,0.0305843,0.0281433,0.00558841,0.0344052,0.0206251,0.0326895,0,0.013957,0.0706472,0.033314,0,0,0.0233002,0,0,0.0499425,0.0529427,0.0398851,0.0352169,0.00878113,0.0588679,0.04506,0,0,0.0725924,0.0228617,0.0514051,0.0363295,0.0665373,0.0231824,0.0164207,0.0250933,0.020628,0.0263551,0.02632,0,0.0304119
422,0.0266107,0,0,0,0,0.0481278,0,0,0,0,0,0,0.0245,0,0,0.0651328,0,0,0.0253466,0,0,0.0429282,0.079472,0.0204072,0.0148213,0.0112501,0.0437173,0.0323802,0.0754251,0,0.105227,0.0112887,0.0122594,0.0281098,0.0290578,0.0192426,0.00566938,0.0345349,0.0207495,0.0323491,0,0.0141786,0.0697751,0.0332336,0,0,0.0231603,0,0,0.0499231,0.0535161,0.0406376,0.0344746,0.0075732,0.0586484,0.0447905,0,0,0.072491,0.022522,0.0506717,0.0355798,0.0656322,0.0240606,0.0164089,0.0251113,0.0205717,0.0265546,0.0262377,0,0.0293855
423,0.0261837,0,0,0,0,0.0481948,0,0,0,0,0,0,0.0186752,0,0.02264,0.0632261,0,0,0.0255769,0,0,0.0431529,0.0784906,0.0248326,0.015465,0.0101279,0.0438841,0.0332575,0.0766118,0.0540161,0.101038,0.014602,0.0170348,0.0284725,0.0303866,0.0342642,0.00588108,0.0347031,0.0208926,0.0319019,0,0.0140524,0.0708831,0.0329342,0,0,0.0229915,0,0,0.0498942,0.0530893,0.0411372,0.0341545,0.0068066,0.0578219,0.0445718,0,0,0.0730352,0.0232058,0.0500938,0.0349544,0.0649277,0.0253648,0.016297,0.025013,0.0205615,0.0265219,0.0266521,0,0.0285006
424,0.0259037,0,0,0,0,0.0481563,0,0,0,0,0,0,0.017938,0,0.0231819,0.0630339,0,0,0.0257905,0,0,0.0432689,0.0786685,0.0242899,0.0152019,0.00929004,0.0443761,0.0339629,0.076265,0.0540063,0.100311,0.0142072,0.0167466,0.0277196,0.0296689,0.0362832,0.00602853,0.0347925,0.0210866,0.0313697,0,0.0140987,0.0709803,0.032742,0,0,0.0228505,0,0,0.049872,0.0530992,0.0422798,0.0336369,0.00595073,0.0573985,0.0441814,0,0,0.0732506,0.0233798,0.0495045,0.0342941,0.0641286,0.0265933,0.0162795,0.0251722,0.0204933,0.0264459,0.0270484,0,0.0275809
425,0.0256631,0,0,0,0,0.0480627,0,0,0,0,0,0,0.0174774,0,0.0233985,0.06287,0,0,0.0259313,0,0,0.0433875,0.0790343,0.0238452,0.0148317,0.00846252,0.0445998,0.034585,0.076058,0.0534945,0.0993861,0.013661,0.0160187,0.0272912,0.0291153,0.0372417,0.00617512,0.0348885,0.0212369,0.0307705,0,0.0145029,0.0710351,0.0326064,0,0,0.0227661,0,0,0.0498202,0.0530946,0.0435563,0.0329751,0.00546814,0.0570659,0.0437186,0,0,0.0735402,0.0235985,0.0490252,0.0338087,0.0635212,0.0278732,0.0161956,0.0252295,0.0204203,0.0262605,0.0275014,0,0.0268422
426,0.0254248,0,0,0,0,0.0479857,0,0,0,0,0,0,0.017389,0,0.0233377,0.062532,0,0,0.0260943,0,0,0.0435011,0.0794154,0.0234741,0.0145388,0.00793522,0.0446391,0.0351998,0.0759095,0.0528518,0.09883,0.013164,0.0152064,0.0272512,0.0289479,0.0381608,0.00633134,0.0349587,0.0213167,0.0298357,0,0.0152236,0.0711962,0.0325278,0,0,0.0228029,0,0,0.0497958,0.0532006,0.045109,0.0322641,0.00522611,0.0568334,0.0432289,0,0,0.0738449,0.0238456,0.0485488,0.0333817,0.0629785,0.0290443,0.0161439,0.0252464,0.0202922,0.0260672,0.0279199,0,0.0262994
427,0.0253285,0,0,0,0,0.0479813,0,0,0,0,0,0,0.0191715,0,0,0.0639609,0,0,0.0262053,0,0,0.0436181,0.0807276,0.0181204,0.013178,0.00862506,0.0445206,0.0356765,0.0739396,0,0.103078,0.00972851,0.00985584,0.0264037,0.0271019,0.027733,0.00652205,0.0350497,0.0213736,0.0287566,0,0.0162361,0.0703249,0.0325761,0,0,0.0229693,0,0,0.0498161,0.0535958,0.0466409,0.0311222,0.00520115,0.056597,0.0429173,0,0,0.0739085,0.0235804,0.0479679,0.032885,0.0624592,0.0301897,0.016064,0.0253563,0.0202701,0.0260327,0.0280457,0,0.0258725
428,0.0249516,0,0,0,0,0.0480393,0,0,0,0,0,0,0.0178477,0,0.0228743,0.0618812,0,0,0.0264263,0,0,0.0437797,0.0801654,0.0228728,0.0139035,0.00745244,0.0440468,0.0363803,0.0754336,0.0522424,0.0988224,0.0128985,0.0148165,0.0276534,0.0294246,0.0398801,0.00679183,0.0351787,0.0214602,0.0270178,0,0.0171104,0.0713288,0.032425,0,0,0.0231796,0,0,0.0498449,0.0535347,0.0479153,0.0306895,0.00520017,0.0560047,0.0426811,0,0,0.074441,0.0243428,0.0476916,0.0325854,0.0623317,0.0318821,0.0159715,0.0254023,0.0203642,0.0259702,0.0285083,0,0.0256103
429,0.0246409,0,0,0,0,0.0480953,0,0,0,0,0,0,0.0181418,0,0.0231835,0.0617055,0,0,0.0266223,0,0,0.0438635,0.0803872,0.0228919,0.0133951,0.00711872,0.0438441,0.0369838,0.0751959,0.0521544,0.0989117,0.0128538,0.014966,0.0277836,0.029697,0.0400701,0.00698028,0.0352656,0.0216112,0.0249556,0,0.0182253,0.0712527,0.032231,0,0,0.0234216,0,0,0.0498371,0.0538559,0.0496002,0.029783,0.00533599,0.0554382,0.0424371,0,0,0.0744707,0.0246381,0.0473453,0.0320173,0.0620029,0.0335796,0.0159133,0.0254013,0.0204285,0.0260235,0.0289204,0,0.0253035
430,0.0242506,0,0,0,0,0.0481409,0,0,0,0,0,0,0.0184621,0,0.0234727,0.0615884,0,0,0.0268394,0,0,0.0439594,0.0804611,0.022838,0.0129043,0.00674596,0.0439665,0.0375934,0.0751025,0.0519292,0.0989177,0.012916,0.0151434,0.0277757,0.0297663,0.0397814,0.00717653,0.0352851,0.0217307,0.0228339,0,0.0192975,0.0711491,0.0320096,0,0,0.0236412,0,0,0.0498441,0.0542933,0.0512597,0.0288836,0.00555015,0.0549945,0.0421549,0,0,0.0743408,0.0246248,0.0469729,0.0314931,0.061699,0.0352031,0.015766,0.0254008,0.0203959,0.026028,0.0294941,0,0.0251302
431,0.0237589,0,0,0,0,0.0480688,0,0,0,0,0,0,0.0187494,0,0.0236839,0.0616932,0,0,0.027082,0,0,0.0440712,0.0804091,0.0226832,0.0122256,0.00672293,0.0437303,0.0382812,0.0750853,0.0516383,0.0987806,0.0130339,0.0153043,0.0276844,0.0297249,0.038992,0.00735714,0.035262,0.0218272,0.0209174,0,0.0204195,0.071112,0.0318577,0,0,0.0239085,0,0,0.0498941,0.0547058,0.0525403,0.0284524,0.00592514,0.0544818,0.0421806,0,0,0.0744171,0.0246622,0.0463851,0.0312538,0.0615998,0.0369281,0.0156837,0.0254303,0.0204014,0.0259631,0.0300852,0,0.0249718
432,0.0232714,0,0,0,0,0.0479213,0,0,0,0,0,0,0.0191234,0,0.0239118,0.0618877,0,0,0.0272724,0,0,0.0441581,0.0802342,0.0224951,0.0115764,0.00714297,0.0435862,0.0389171,0.0751757,0.0513472,0.0985181,0.0130391,0.015238,0.0276146,0.0296447,0.0380162,0.00754306,0.0352202,0.0218997,0.0192367,0,0.0213719,0.0710507,0.0317236,0,0,0.024015,0,0,0.0498767,0.0550212,0.0533683,0.0281695,0.00663776,0.0541602,0.0422626,0,0,0.074799,0.0249459,0.0460633,0.0311585,0.0615332,0.0388982,0.0156084,0.0253806,0.0204535,0.0258645,0.0307094,0,0.0247961
433,0.022803,0,0,0,0,0.0477608,0,0,0,0,0,0,0.019453,0,0.0241743,0.0622368,0,0,0.0274591,0,0,0.0441866,0.079999,0.0223428,0.0109888,0.00783885,0.0435458,0.0394651,0.0753546,0.0509888,0.09815,0.0129756,0.0149843,0.0275261,0.029495,0.0367516,0.00772103,0.0351597,0.02197,0.0178488,0,0.0223007,0.0709203,0.0315789,0,0,0.0243087,0,0,0.0498698,0.0552079,0.0538086,0.0279997,0.00761182,0.0540991,0.0423817,0,0,0.0753836,0.0254228,0.0459941,0.0311265,0.0614653,0.0414892,0.0154523,0.0251161,0.0205622,0.0257678,0.0313203,0,0.0245475
434,0.0223926,0,0,0,0,0.0476145,0,0,0,0,0,0,0.0197681,0,0.0243542,0.0625437,0,0,0.0275413,0,0,0.0442222,0.0797443,0.022116,0.0105032,0.00843159,0.0435399,0.0399657,0.0755718,0.0504775,0.0977458,0.0128211,0.0145578,0.0273572,0.0292929,0.0353698,0.0078996,0.0351652,0.0219936,0.0172129,0,0.0230914,0.0709051,0.031455,0,0,0.0242866,0,0,0.0499358,0.0553147,0.0538194,0.0279535,0.00854517,0.0542221,0.0424859,0,0,0.0758198,0.0259856,0.0461118,0.0313481,0.0616305,0.0450051,0.0154819,0.025213,0.0203956,0.0256675,0.0318736,0,0.0242555
435,0.0220576,0,0,0,0,0.0475025,0,0,0,0,0,0,0.0200186,0,0.0244086,0.0628289,0,0,0.0275859,0,0,0.0442809,0.0795487,0.0218981,0.0100837,0.00864658,0.0434811,0.0403504,0.0757981,0.0499518,0.0973489,0.0125772,0.0140816,0.0271619,0.0290986,0.0346271,0.00804114,0.035152,0.0220854,0.0171999,0,0.0237011,0.0708516,0.0313664,0,0,0.0242273,0,0,0.0499313,0.0553546,0.0541948,0.0279216,0.00940849,0.0544779,0.0425864,0,0,0.0762626,0.0265909,0.0463386,0.0317674,0.0620519,0.0491571,0.0154107,0.0252266,0.020398,0.0255583,0.0323253,0,0.0239621
436,0.0217804,0,0,0,0,0.0474445,0,0,0,0,0,0,0.0201494,0,0.0244001,0.0630148,0,0,0.0275974,0,0,0.0443033,0.0794371,0.0216404,0.00971501,0.0084116,0.0433189,0.0406817,0.0759445,0.0494768,0.0970499,0.0123385,0.0136457,0.0270487,0.0289048,0.0341455,0.00817266,0.0351479,0.0222382,0.0174993,0,0.0242674,0.0707776,0.0313192,0,0,0.0242455,0,0,0.0498985,0.0554046,0.0552845,0.0278456,0.0100559,0.054764,0.0426336,0,0,0.0767232,0.0271433,0.0465528,0.03227,0.0625988,0.0530843,0.0154106,0.0252038,0.0204123,0.0254429,0.0326719,0,0.0238277
437,0.0215169,0,0,0,0,0.0474489,0,0,0,0,0,0,0.0202834,0,0.0243684,0.0631539,0,0,0.0276284,0,0,0.0443251,0.07939,0.0213381,0.00940042,0.00799205,0.0430686,0.0409838,0.0760184,0.049072,0.0969609,0.0121343,0.0133261,0.0270054,0.0287328,0.0336574,0.00829979,0.035132,0.0223078,0.0178619,0,0.0248987,0.0706592,0.031303,0,0,0.0243848,0,0,0.0499144,0.0555212,0.0568208,0.0276831,0.0103333,0.055018,0.0426147,0,0,0.077105,0.0275235,0.046665,0.032689,0.0630414,0.0565437,0.0154551,0.0252024,0.0203848,0.025359,0.0329109,0,0.0237753
438,0.0213163,0,0,0,0,0.0475027,0,0,0,0,0,0,0.0205245,0,0.0243039,0.0633759,0,0,0.0277267,0,0,0.0443593,0.0793625,0.0211366,0.00909834,0.00762765,0.0427711,0.0412842,0.0760843,0.0487931,0.0969499,0.0120466,0.0132486,0.0270538,0.0287127,0.033236,0.00840995,0.0350752,0.0223103,0.0182512,0,0.0253557,0.070489,0.0313051,0,0,0.0244977,0,0,0.0499382,0.0557087,0.0582725,0.0273837,0.0103511,0.0551374,0.0425814,0,0,0.0773599,0.027684,0.0470789,0.0330102,0.0633486,0.0594329,0.0154419,0.0251964,0.0203155,0.025297,0.0330798,0,0.0235116
439,0.021208,0,0,0,0,0.0475719,0,0,0,0,0,0,0.0208588,0,0.0242359,0.0635288,0,0,0.0278137,0,0,0.0443801,0.0793325,0.0209398,0.00882207,0.00743723,0.042494,0.0415289,0.0761027,0.0486234,0.0969648,0.0120465,0.0134691,0.0272283,0.0288063,0.032467,0.00848983,0.0350447,0.0222674,0.0187041,0,0.0257613,0.0704077,0.0313117,0,0,0.0245181,0,0,0.0498985,0.055904,0.0593179,0.0271173,0.0103263,0.055136,0.0425599,0,0,0.0774655,0.0276432,0.0473393,0.0332598,0.063542,0.0618095,0.015454,0.0250419,0.0203134,0.0252492,0.0332085,0,0.0232281
440,0.0211122,0,0,0,0,0.0476221,0,0,0,0,0,0,0.0212013,0,0.0241922,0.0636737,0,0,0.0278966,0,0,0.0443959,0.0792761,0.0207629,0.00854264,0.00755454,0.0423031,0.0417628,0.0760735,0.0484762,0.0970111,0.0120885,0.0136842,0.0274236,0.0288853,0.0315942,0.00858335,0.0350136,0.022278,0.0191328,0,0.0262501,0.0703021,0.0313097,0,0,0.0245678,0,0,0.0498655,0.0561257,0.0599105,0.026805,0.0102,0.055012,0.0425399,0,0,0.0773126,0.0274727,0.0473485,0.0333459,0.0636101,0.0637659,0.0155037,0.0248883,0.0203595,0.0251953,0.0333307,0,0.0229936
441,0.0209464,0,0,0,0,0.0476536,0,0,0,0,0,0,0.0215998,0,0.0241492,0.0638032,0,0,0.0279813,0,0,0.0444267,0.0791889,0.0205997,0.00831027,0.0077648,0.0421754,0.0420178,0.0760893,0.0483464,0.0970277,0.0121396,0.0137426,0.0275625,0.0289223,0.0307689,0.00866671,0.0350031,0.0223165,0.019473,0,0.0265333,0.0701916,0.0312994,0,0,0.0246259,0,0,0.0498626,0.0563647,0.0602217,0.0265347,0.00993289,0.054845,0.0425711,0,0,0.0771559,0.0272871,0.0472249,0.033323,0.0635725,0.0652921,0.0155351,0.024763,0.0203914,0.0250942,0.0334691,0,0.0228237
442,0.0207915,0,0,0,0,0.0476606,0,0,0,0,0,0,0.021934,0,0.0241186,0.0639424,0,0,0.0280937,0,0,0.044465,0.0790955,0.0205019,0.00805622,0.00793541,0.0420945,0.042327,0.076117,0.0481385,0.0969836,0.0121319,0.0137467,0.0276318,0.0288925,0.0300654,0.00876431,0.0349859,0.0223469,0.0197928,0,0.0266089,0.0700842,0.0312723,0,0,0.0246874,0,0,0.0498382,0.0565794,0.0604127,0.0262169,0.00959165,0.0546767,0.0426111,0,0,0.0770741,0.0271406,0.0471152,0.0332528,0.0635004,0.0664524,0.0156169,0.0246494,0.0203906,0.0249702,0.0336321,0,0.0227564
443,0.020651,0,0,0,0,0.0476924,0,0,0,0,0,0,0.0221217,0,0.0240827,0.064087,0,0,0.0282778,0,0,0.0444973,0.0790031,0.0204535,0.00779895,0.00798894,0.0420376,0.0426837,0.0761268,0.0478535,0.096798,0.0120708,0.0136534,0.0275986,0.0287779,0.0292966,0.00885887,0.0349714,0.0223674,0.0200376,0,0.0265609,0.0699673,0.0312539,0,0,0.0247013,0,0,0.0498609,0.0567619,0.0606095,0.0258725,0.00918236,0.0545438,0.0426498,0,0,0.0769804,0.0269656,0.0469795,0.0331404,0.0634313,0.0673395,0.0156124,0.0246923,0.0203857,0.024851,0.0337614,0,0.0228274
444,0.0205735,0,0,0,0,0.0476916,0,0,0,0,0,0,0.0223302,0,0.0240749,0.0642226,0,0,0.0284671,0,0,0.0445529,0.078904,0.0203433,0.00756573,0.00802211,0.0419581,0.0430302,0.0761866,0.0474836,0.0965903,0.0119789,0.0134492,0.0274958,0.0286612,0.0285863,0.00898604,0.0349533,0.0224371,0.0203108,0,0.0264942,0.0698382,0.0312135,0,0,0.0247269,0,0,0.0498511,0.0568989,0.0607921,0.025561,0.00866758,0.0545222,0.0426635,0,0,0.0768222,0.026762,0.0468645,0.0330783,0.0633564,0.067958,0.0156485,0.0247291,0.0203809,0.0247374,0.0338705,0,0.0230156
445,0.020533,0,0,0,0,0.0476568,0,0,0,0,0,0,0.022559,0,0.0240911,0.0643356,0,0,0.0286318,0,0,0.0445889,0.0788037,0.0202188,0.00737958,0.00810492,0.0418592,0.0433576,0.0762962,0.0471057,0.0963695,0.0118381,0.0132052,0.0273263,0.0285085,0.0280914,0.00916442,0.0349564,0.0225634,0.0207171,0,0.0265141,0.0697187,0.0311658,0,0,0.0247792,0,0,0.0498268,0.0569728,0.0609146,0.0252886,0.00804325,0.0546473,0.0426354,0,0,0.0767138,0.0265483,0.0470794,0.0330046,0.0632699,0.068509,0.0157327,0.0247228,0.0204009,0.0246566,0.0339572,0,0.0232419
446,0.0205358,0,0,0,0,0.0475745,0,0,0,0,0,0,0.022682,0,0.0241105,0.0644682,0,0,0.0287576,0,0,0.044607,0.0786625,0.0201252,0.0072247,0.00821969,0.0418441,0.0436879,0.0763878,0.0467409,0.0962649,0.0116902,0.0128918,0.0271622,0.0283094,0.0277035,0.00933952,0.0349706,0.0226755,0.0212073,0,0.0265572,0.0695555,0.0311199,0,0,0.0249009,0,0,0.049806,0.0569896,0.0610479,0.0250479,0.0073087,0.0548779,0.042625,0,0,0.0764309,0.0262343,0.0473266,0.0329331,0.0631907,0.069097,0.0158606,0.0246606,0.0204553,0.0246538,0.0340168,0,0.0234704
447,0.0205699,0,0,0,0,0.0476085,0,0,0,0,0,0,0.0228247,0,0.0241425,0.0645916,0,0,0.0288639,0,0,0.0446434,0.0784978,0.0200317,0.0071082,0.00828114,0.0417476,0.0439707,0.0764657,0.0465492,0.0961077,0.0115956,0.0126862,0.0271208,0.0282043,0.0271707,0.00950361,0.0350056,0.0227799,0.0218088,0,0.0265748,0.069336,0.0310876,0,0,0.0249807,0,0,0.0497955,0.0570075,0.0612133,0.0248275,0.00657416,0.0552018,0.0425878,0,0,0.0760337,0.0258469,0.0476107,0.0329517,0.0632091,0.0699075,0.0158561,0.024549,0.0205132,0.0247022,0.0340622,0,0.0236235
448,0.0206083,0,0,0,0,0.0476128,0,0,0,0,0,0,0.0230562,0,0.0241696,0.0647976,0,0,0.0289187,0,0,0.0446981,0.0783271,0.0199536,0.00704649,0.00837675,0.0417075,0.0441941,0.0764989,0.046426,0.0959914,0.011575,0.0126453,0.0271645,0.0281771,0.026547,0.00962326,0.0351078,0.0229242,0.0226308,0,0.0265784,0.0691275,0.0310541,0,0,0.0250225,0,0,0.0497817,0.0570545,0.061513,0.0246837,0.00619375,0.0555882,0.0424964,0,0,0.0756168,0.0254265,0.047979,0.0330604,0.0633619,0.0709674,0.0157462,0.0243764,0.0204999,0.0247847,0.0340841,0,0.0236103
449,0.0206538,0,0,0,0,0.0476022,0,0,0,0,0,0,0.0233194,0,0.0241541,0.0650315,0,0,0.0289413,0,0,0.0447618,0.0781415,0.0199006,0.00704241,0.00845515,0.0417555,0.0443612,0.0764737,0.0462746,0.0959272,0.0116061,0.0126787,0.0271981,0.028141,0.0259802,0.00977482,0.035215,0.0229826,0.0235826,0,0.0264698,0.0689217,0.0310315,0,0,0.025059,0,0,0.0497807,0.0570953,0.0618892,0.0245973,0.00594772,0.0560188,0.042361,0,0,0.0753643,0.0249721,0.0483088,0.0332989,0.0635747,0.0724726,0.0156311,0.0242412,0.0204154,0.0248762,0.0340903,0,0.0235626
450,0.0207078,0,0,0,0,0.0476509,0,0,0,0,0,0,0.0235637,0,0.02412,0.0652346,0,0,0.0289153,0,0,0.0448148,0.0779634,0.0198379,0.00703808,0.00859887,0.0417544,0.0444527,0.0764611,0.046198,0.0958638,0.0116184,0.012622,0.0271888,0.0280683,0.025542,0.00991717,0.0353322,0.023006,0.0246685,0,0.0260658,0.0686808,0.0310102,0,0,0.0249705,0,0,0.0497089,0.0571288,0.0622698,0.0245029,0.00570913,0.0564638,0.0422041,0,0,0.0751549,0.0245545,0.0486192,0.0336217,0.0638743,0.0742619,0.0155925,0.0244236,0.0204776,0.0249552,0.0341046,0,0.0235533
451,0.0207432,0,0,0,0,0.0476772,0,0,0,0,0,0,0.0237826,0,0.0240895,0.0655767,0,0,0.0289153,0,0,0.0448656,0.0778147,0.0197836,0.00705378,0.00871743,0.0417245,0.0444936,0.0764534,0.0461412,0.0958239,0.0116358,0.012511,0.0271058,0.0280997,0.0252864,0.0100429,0.0354206,0.0230672,0.0259907,0,0.0256316,0.0684512,0.0309866,0,0,0.0250048,0,0,0.0496405,0.0571204,0.0625556,0.0245737,0.00549663,0.056845,0.042143,0,0,0.0749639,0.0242474,0.0487029,0.0340162,0.0642418,0.0761456,0.0156042,0.0244417,0.0204374,0.0250474,0.0340617,0,0.0236083
452,0.0207835,0,0,0,0,0.0476628,0,0,0,0,0,0,0.0238888,0,0.0241241,0.0660627,0,0,0.0289332,0,0,0.0449106,0.0776395,0.0197226,0.00716254,0.00877944,0.0416168,0.0444461,0.076426,0.0460405,0.0957937,0.0116701,0.0125321,0.0270211,0.0280484,0.025143,0.0101065,0.0355153,0.0231061,0.0275008,0,0.025102,0.0679819,0.031008,0,0,0.02507,0,0,0.04964,0.0570895,0.0624783,0.0244675,0.00573645,0.0571542,0.0421062,0,0,0.074836,0.0240359,0.0489504,0.034481,0.0645747,0.0781259,0.0154887,0.0242905,0.0203368,0.0251072,0.0339709,0,0.0238284
453,0.020739,0,0,0,0,0.047744,0,0,0,0,0,0,0.0245919,0,0.0245576,0.0671341,0,0,0.0291778,0,0,0.0445678,0.0771832,0.0197048,0.00826164,0.00810452,0.0412502,0.0437592,0.0762725,0.0463513,0.0958609,0.0110883,0.0117252,0.0271999,0.0279202,0.0235447,0.0094986,0.0353786,0.0238048,0.0208643,0,0.0309717,0.0670562,0.0314549,0,0,0.0243023,0,0,0.050004,0.0559579,0.0650164,0.0255582,0.0123898,0.0585222,0.0423927,0,0,0.0772897,0.0254809,0.0492901,0.0350985,0.0641007,0.0682735,0.0155754,0.0236768,0.0205949,0.0253076,0.0335428,0,0.0280538
454,0.0208081,0,0,0,0,0.0477214,0,0,0,0,0,0,0.0247596,0,0.0245393,0.0673643,0,0,0.0292248,0,0,0.0445645,0.0769641,0.0196131,0.00836273,0.00815013,0.0411302,0.0436392,0.0762593,0.0462947,0.0957496,0.0110717,0.0116139,0.027247,0.0278696,0.02344,0.00938136,0.0354935,0.0238874,0.0218585,0,0.0300963,0.066779,0.0314293,0,0,0.0242514,0,0,0.0499853,0.0558926,0.0640978,0.025664,0.0139832,0.0588648,0.0422874,0,0,0.0774039,0.0253764,0.0497993,0.0354884,0.0645116,0.0699561,0.0155545,0.0236597,0.0206199,0.0253392,0.0334774,0,0.0284571
455,0.0208816,0,0,0,0,0.0476935,0,0,0,0,0,0,0.0247957,0,0.0244625,0.0675787,0,0,0.0292468,0,0,0.0445586,0.0768101,0.0195267,0.00844885,0.00823557,0.0409315,0.0435257,0.0762253,0.0462247,0.0956741,0.0110489,0.0115742,0.0272428,0.0279151,0.0234482,0.00923822,0.0356074,0.0239825,0.0226094,0,0.0292081,0.0665567,0.0314056,0,0,0.0242371,0,0,0.0499156,0.0558304,0.0630287,0.0257355,0.0155538,0.0591428,0.0421817,0,0,0.077568,0.0253027,0.0503021,0.0358575,0.0648796,0.0711805,0.015532,0.0236496,0.020575,0.02533,0.0334172,0,0.0288579
456,0.0209634,0,0,0,0,0.0476655,0,0,0,0,0,0,0.0248917,0,0.0244041,0.067819,0,0,0.0292664,0,0,0.0445851,0.0766641,0.0194778,0.00855057,0.00832074,0.0408011,0.0434417,0.076237,0.0461971,0.0956161,0.0110039,0.0115913,0.0272418,0.0279209,0.0235521,0.00909862,0.0357362,0.024091,0.0229906,0,0.0285622,0.0664343,0.0313961,0,0,0.0242323,0,0,0.0498909,0.0558151,0.0620259,0.025845,0.0170566,0.0593487,0.0421051,0,0,0.0777355,0.025256,0.0507558,0.0361931,0.0652001,0.0717511,0.0154489,0.0236444,0.0205181,0.0253239,0.033329,0,0.0293435
457,0.0210657,0,0,0,0,0.047691,0,0,0,0,0,0,0.0250357,0,0.0243987,0.0681002,0,0,0.0293094,0,0,0.0446268,0.0765432,0.0194812,0.00865832,0.00838587,0.0408501,0.0433565,0.0762221,0.0461838,0.0955899,0.0109982,0.0116952,0.0272855,0.0279137,0.0235682,0.00902119,0.035866,0.0241975,0.0229581,0,0.027755,0.0663413,0.031396,0,0,0.0242475,0,0,0.0498988,0.0558077,0.0610624,0.0259825,0.018292,0.0594863,0.0420324,0,0,0.0779084,0.0252451,0.0511786,0.0364477,0.0654856,0.0716042,0.0153787,0.0236994,0.0205005,0.0253211,0.0332134,0,0.0298447
458,0.021182,0,0,0,0,0.047743,0,0,0,0,0,0,0.0252291,0,0.0244488,0.0683289,0,0,0.0293604,0,0,0.0446748,0.0764735,0.0195719,0.00872446,0.00847645,0.0409175,0.043257,0.0761648,0.0461649,0.0955732,0.0110295,0.011763,0.0273033,0.0278944,0.0234171,0.00895708,0.0359979,0.0242836,0.0226807,0,0.0268328,0.0661088,0.0314291,0,0,0.0242492,0,0,0.0498753,0.0557951,0.0601273,0.0260344,0.0195321,0.0595816,0.0419843,0,0,0.0780978,0.0252667,0.0515929,0.036672,0.0657816,0.0707699,0.015259,0.0236803,0.0204366,0.0253204,0.0331029,0,0.0303555
459,0.0212791,0,0,0,0,0.0478051,0,0,0,0,0,0,0.0254327,0,0.024502,0.0684806,0,0,0.0294203,0,0,0.0447276,0.0764387,0.0197021,0.00873204,0.00859788,0.0407048,0.0431695,0.0760545,0.0461355,0.0954962,0.0111193,0.0117566,0.0273926,0.0279297,0.0231663,0.00889377,0.0361245,0.0243191,0.0222241,0,0.0260984,0.065893,0.0314335,0,0,0.0241397,0,0,0.0498577,0.0558321,0.0589331,0.0259797,0.0207407,0.0596384,0.0419233,0,0,0.0782149,0.025259,0.0520026,0.0368851,0.0660065,0.0694564,0.0150653,0.0236735,0.0204396,0.02529,0.033014,0,0.0308961
460,0.021386,0,0,0,0,0.0478209,0,0,0,0,0,0,0.0256743,0,0.024461,0.0686061,0,0,0.0294287,0,0,0.0447492,0.0763874,0.0197154,0.00868047,0.0087101,0.0405181,0.0430672,0.0759279,0.0460743,0.0953488,0.0112066,0.0117571,0.0274423,0.0280155,0.0229106,0.00884523,0.0362421,0.0243446,0.021619,0,0.0252176,0.0657685,0.0314188,0,0,0.0241286,0,0,0.0498279,0.0559351,0.0577924,0.0258724,0.0217868,0.0596449,0.0418493,0,0,0.0783024,0.0252248,0.0523382,0.0370308,0.0662052,0.0673662,0.0149878,0.0236403,0.0204493,0.0252196,0.0329619,0,0.0314197
461,0.0215059,0,0,0,0,0.0477657,0,0,0,0,0,0,0.0257418,0,0.0241852,0.0682821,0,0,0.0291884,0,0,0.0451358,0.0766861,0.019548,0.00792614,0.00940489,0.0403912,0.0436321,0.0757115,0.0459319,0.0952466,0.0117957,0.0123618,0.0273482,0.0279941,0.0229946,0.00937199,0.0366125,0.023622,0.028096,0,0.0204749,0.0659675,0.0309668,0,0,0.0248422,0,0,0.0495035,0.0569219,0.055987,0.0243622,0.0170536,0.0584947,0.0414568,0,0,0.0762819,0.0238304,0.0519663,0.0371648,0.0670415,0.0752643,0.0149092,0.0239933,0.020226,0.0250578,0.0332952,0,0.0279964
